-0.0780899+0.0088247j -0.0790775-0.1415j 0.00588856-0.166876j -0.16295-0.163037j 0.137974-0.0453388j -0.128934-0.148134j -0.0456747-0.243891j -0.184305-0.0568466j 0.0366579-0.0458426j -0.445311-0.380099j 0.152311+0.164527j 0.324711-0.13524j 0.0810661-0.0547503j 0.0387696-0.578618j -0.0397356+0.18807j 0.745758-0.344916j -0.203554-0.175539j 0.735226+0.14217j -0.0817036+0.246011j -0.075539-0.230871j -0.127942+0.124556j -0.35863+0.0699286j 0.260913-0.0601378j -0.168234-0.0915445j 0.190193-0.193474j -0.529853-0.385754j -0.0151465+0.646918j 0.270179-0.0449362j -0.197871+0.00549802j 0.213797+0.406636j -0.214905-0.135132j 0.455364+0.712555j -0.703225-0.00585996j -0.337528-0.0250934j 0.335793-0.798339j 0.45787+0.191439j -0.0586132-0.158455j 1.13039-0.307277j -0.698691-0.117698j -0.263618-0.370506j -0.413352+0.119586j 0.0742489+0.689954j 0.408932+0.495336j -0.415843-0.194306j -0.51356+0.702771j 1.13806+0.0872545j 0.215351+0.429785j 0.528631-0.280938j -0.429819+0.0426694j 0.0801379-0.695168j -0.729756+0.753535j -0.014495-0.479376j -0.3353-0.22731j -0.675002-0.633633j -0.459506-0.167004j 0.668277-0.531395j -0.136723+0.660198j 0.85203-0.279986j -0.133134-0.997259j 0.722052+0.150459j 0.616752-0.335096j -0.0667379+0.00950523j 0.410527+0.0351896j -0.941195-0.951684j -0.550207-0.063223j -0.322371-0.435723j 0.164307+0.983277j 1.44984-0.944255j -0.437289+2.60683j -2.27893-0.286503j 
-0.158839-0.916636j 2.61481-0.132301j -10.321+0.675563j 0.412328-1.4768j 0.126969-0.341729j 20.3227-0.0728049j -4.38838-1.15039j 14.5981-1.02192j 22.7962+0.350027j 30.3212+1.64791j -5.25107-0.807382j -43.5813+0.65614j -15.3335+1.66657j -1.85457-0.523841j -14.0078-0.11061j -51.7422+1.42844j 47.9596-2.46155j -56.0024+1.91555j 43.19-1.91945j 3.28293-0.762904j -18.022+0.534952j 69.306-3.89349j -54.7475+2.89692j -30.1076+2.11144j -45.6551+2.55501j 105.662-5.76572j -14.4732-0.424351j -23.1051+1.48958j -3.09928+0.582875j -55.7398+4.0848j 32.8402-3.78571j -68.9083+3.82608j 65.9495-4.00804j 30.3855-3.13421j -8.40381+48.6253j -41.914+3.63133j 29.7569-4.14581j -64.9628+5.79203j 68.2194-5.43748j 32.6683-1.4615j 56.4077-4.21148j 4.2786+0.304862j -22.2554+2.94115j -15.1557+1.72614j 105.968-10.8448j -45.7742+5.49085j 30.9401-3.12034j -54.4722+7.07772j 69.3485-8.10637j 18.4466-0.343755j -1.90635-1.92656j 43.2798-3.61018j -54.274+7.78326j 47.3967-5.27099j -52.2709+6.58224j -12.7726+1.95084j 2.73716+0.132232j -15.9535+0.00673998j 43.1183-5.40682j -4.69047+1.73406j -30.8155+6.8555j -22.1923+4.13354j -14.809+0.938336j 3.57717-1.88791j -20.3587+2.69883j -0.213865-0.362377j -0.445103-1.22711j 10.4931-1.75649j -2.33843+0.5423j -0.511662-0.497286j 
0.0148593-0.875491j 3.59327-0.90442j -12.534+2.30331j 0.743201-2.2684j -0.973675+0.612872j 26.944-3.15726j -5.17084-0.0281614j 19.3487-3.35598j 29.0077-2.25036j 40.8543-3.38581j -7.22716-0.867692j -55.4319+8.17244j -18.6933+5.80349j -1.74779+0.39067j -18.2274+1.97898j -66.7924+11.1027j 61.4504-9.94324j -70.3541+12.6271j 54.3242-9.12706j 2.85212-0.846879j -21.7907+3.48726j 88.353-16.2721j -69.6312+13.6118j -38.3948+6.75657j -57.8098+10.7377j 133.935-25.8199j -18.795+4.22504j -28.4985+5.15941j -5.30107+0.440468j -71.4933+13.8917j 40.7905-8.83084j -86.8968+16.9479j 83.1238-16.0622j 38.2943-6.09525j -0.822859+62.2299j -54.4634+11.0207j 38.4701-9.42122j -82.004+17.9917j 86.7032-19.6438j 41.9156-8.24956j 70.6527-15.7174j 5.28519-0.516395j -28.6407+6.73018j -18.6102+5.39159j 131.994-30.7777j -58.1861+14.8915j 38.8283-9.75946j -68.5064+16.527j 86.2308-21.5678j 21.5442-5.89365j -2.18427+0.580229j 53.8929-12.5087j -69.8197+17.5758j 60.0063-14.1316j -64.4771+16.421j -17.1411+6.35804j 0.527038-0.859941j -20.142+1.83619j 54.0705-15.0833j -6.91232+2.99018j -37.7859+13.0187j -26.4979+10.4912j -19.0368+4.24226j 3.90977-2.03804j -24.7502+7.24222j 0.748054-0.76226j -1.45305-0.0619058j 12.6348-3.18693j -3.51426+1.06077j -0.760681-0.791692j 
0.228878+0.00559737j -1.44454+1.8178j 2.79977-7.38339j 1.16926+1.0513j 0.0190706-0.622767j -8.07285+13.7332j 2.47511-1.89862j -4.68507+11.1533j -8.91562+15.6321j -12.0181+21.0024j 2.7682-3.5127j 14.3224-29.8617j 3.21768-10.9654j 1.16192-0.564511j 6.85131-9.84382j 18.6117-37.7537j -15.793+34.9455j 17.5595-39.7373j -12.1743+30.546j 1.25346+1.57071j 5.10582-12.7511j -22.1629+50.1219j 16.5994-39.1566j 8.99082-21.0674j 14.9583-33.9934j -32.296+76.1065j 5.29171-11.7139j 7.64534-17.1301j 0.120299-3.08025j 15.7074-41.1574j -8.48347+23.4062j 20.6585-49.3821j -18.5696+47.5285j -10.3012+22.0682j -31.1461-21.4052j 14.1148-32.7568j -6.62199+22.5178j 17.3468-47.3992j -20.6123+49.1051j -9.87147+22.9125j -14.6805+40.2537j -2.29771+1.3078j 4.78808-15.4615j 2.79252-11.4814j -27.5363+77.0946j 12.109-34.2132j -7.92754+21.0713j 14.238-39.7608j -16.9881+51.2603j -5.87957+11.8702j 1.00215-1.69463j -11.5144+31.9904j 13.9779-40.2578j -13.6417+33.6672j 12.3214-37.6215j 2.89036-9.63896j 0.273495-0.393944j 5.11436-11.2923j -9.98167+32.3092j 0.218063-3.79508j 5.147-23.199j 3.32451-15.9462j 4.32486-10.6901j -0.414651+3.23932j 4.15368-14.979j -0.58461+0.713105j 1.58386-1.21029j -2.29415+6.93795j -0.140125-1.76548j 0.176462-0.0617042j 
1.20684-2.19101j 16.5624+2.65104j -61.3627-0.87171j 5.68247-7.11029j -6.08597-0.0680674j 129.537+13.2032j -23.6765-9.11593j 93.5153+1.52708j 138.564+19.9966j 193.364+22.2426j -32.7192-8.4732j -267.426-17.7287j -98.0645+6.32306j -7.5126-2.45359j -87.1478-9.89615j -323.052-17.2023j 300.456+10.1351j -347.164-14.0144j 266.589+8.77501j 16.6692-4.3015j -111.639-1.15615j 434.62+13.6367j -343.515-11.0792j -191.413-2.48613j -288.925-8.82275j 660.192+16.6385j -97.4924-4.48772j -140.937-8.79364j -23.2456+3.88314j -352.548-3.67186j 203.245-2.65785j -431.626-4.04256j 412.378+4.95059j 190.782+4.60934j -70.3306+296.677j -269.033-2.92352j 190.87-6.66483j -411.19+5.46314j 431.756-4.71235j 204.522+1.97825j 352.656-4.47038j 22.6621+5.0977j -141.148+5.95181j -96.2328+5.80404j 660.167-17.9977j -289.666+9.82894j 192.25-4.14362j -344.79+12.6475j 434.272-15.9559j 109.836-1.36003j -16.031-4.00172j 266.952-9.83315j -346.551+16.2129j 300.751-11.9961j -323.481+17.8978j -88.1122+10.1912j 7.17039-2.21571j -97.5925-7.48893j 267.921-17.8844j -32.0768+8.59091j -193.516+23.0606j -138.602+19.4208j -93.2213+2.20017j 23.7965-9.16684j -130.544+14.0238j 5.73714+0.0987653j -5.32176-7.33183j 61.0704-0.555139j -16.9992+2.86117j -1.53981-2.16011j 
-0.0380433+0.134641j -0.55957-0.305163j 2.05932+1.04618j -0.344268+0.213323j 0.0864255+0.231492j -3.86447-1.8637j 0.368181+0.55806j -2.70276-1.68343j -4.16361-3.05467j -5.91251-2.95293j 0.758969+0.781423j 8.41867+3.76747j 3.06804+1.23892j 0.597125+0.0878544j 2.32038+1.90486j 10.1398+5.91199j -10.3753-5.15102j 11.2258+5.13114j -8.41064-3.49168j -1.40245-0.436812j 3.47135+1.20881j -13.131-6.154j 9.44226+4.97768j 5.75941+2.99113j 10.3662+4.39013j -23.9175-9.23028j 2.6003+0.879733j 4.19321+1.16518j 0.357267-0.993335j 10.6687+5.69423j -5.51526-3.88982j 14.766+6.96204j -12.4344-6.19434j -5.58263-2.40551j 5.98651-9.5003j 9.68884+3.19218j -6.49712-2.99074j 12.8901+6.28634j -13.5117-4.63735j -5.11077-3.50648j -10.676-5.09175j -1.61895-1.3323j 5.73931+2.37602j 3.50526+1.80389j -23.0971-6.12905j 9.87616+2.54011j -5.91226-2.62828j 11.0821+5.74149j -14.3619-6.23783j -3.86642-1.668j 0.236534-0.489224j -9.17445-3.61007j 11.6936+4.02009j -9.62252-2.53948j 10.0272+3.47935j 2.68272+0.96906j -0.543891+0.321073j 2.91343+1.78005j -9.57832-3.27633j 1.09505+0.291844j 7.08721+2.00054j 4.40513+1.02173j 2.67771+1.32128j -0.844491-0.231791j 4.69226+1.39396j 0.0224348-0.116145j 0.135994+0.453802j -1.89475-0.717061j 0.694854+0.0467013j 0.0697819+0.112857j 
0.844371-1.25078j 11.6983+0.166426j -40.2528+4.05922j 2.90898-5.68978j -4.04785-0.157842j 87.0526-1.67295j -16.449-4.2265j 62.1062-6.20969j 92.9107+2.78942j 130.58-0.854377j -22.4924-2.94985j -179.677+10.0921j -63.8623+11.5061j -5.31645-0.379947j -58.9773+1.7874j -214.511+14.8675j 199.982-17.0473j -231.516+17.933j 177.294-14.4387j 10.1652-3.36806j -73.8899+7.2608j 288.335-25.4765j -228.938+19.5731j -128.127+13.1443j -191.507+17.3612j 437.324-42.026j -63.6051+3.85219j -91.8487+5.14892j -13.8393+4.41909j -232.734+24.4797j 133.865-17.8654j -285.611+32.3308j 273.377-28.5022j 126.974-12.4505j -24.0806+202.04j -176.612+20.6523j 126.102-18.8147j -270.968+37.0024j 284.102-38.5848j 135.665-13.997j 232.78-29.8699j 15.8714+0.532279j -91.8561+15.1255j -64.183+10.3957j 433.554-64.4739j -189.231+28.9444j 126.799-17.4624j -226.203+35.4285j 285.766-44.087j 72.6111-11.2704j -11.6429-2.24269j 174.253-27.1702j -227.332+38.7086j 197.21-32.8803j -211.109+37.3904j -57.23+14.0854j 5.34605-2.55588j -64.5831+3.12238j 173.406-33.7662j -20.5599+8.37856j -124.996+29.9193j -88.8162+22.9996j -61.2963+9.26229j 14.4732-7.46795j -84.7023+18.4097j 3.21337-0.396622j -4.43858-3.53505j 40.1203-5.19243j -10.7475+3.24944j -0.809347-1.64614j 
0.855098-1.61747j 11.1185+3.09678j -41.2087-5.2141j 4.49969-3.78123j -3.53879-0.494885j 86.9142+18.6719j -14.9757-7.91932j 62.9493+9.24154j 91.3396+23.7519j 128.667+30.1328j -21.1874-8.72469j -178.594-34.0791j -66.1879-3.18239j -5.66571-2.58099j -58.7232-14.1694j -216.794-37.5551j 203.032+32.8045j -234.051-38.6015j 179.113+27.5973j 12.2224-2.29679j -74.8542-11.3077j 293.711+44.1796j -232.434-35.6517j -130.205-17.0834j -194.698-29.0313j 446.066+64.0172j -65.717-10.3589j -93.5358-15.541j -16.0375+0.819052j -238.938-30.3422j 138.937+13.9034j -292.358-38.2222j 278.79+37.1316j 129.73+18.3728j -72.2022+196.408j -180.878-24.292j 130.992+12.0908j -280.672-28.2362j 293.208+31.1858j 137.661+18.0739j 239.271+24.2505j 14.3843+4.51968j -94.3732-5.68901j -65.495-3.80897j 449.307+40.4877j -196.475-16.6169j 131.71+12.8688j -235.541-18.6891j 296.445+24.6884j 75.7605+6.6919j -10.2804-3.33324j 181.689+13.7144j -237.513-16.5071j 205.447+15.6621j -220.153-13.8732j -60.762-1.21895j 5.52043-0.631003j -65.5726-11.869j 184.199+8.96497j -22.8505+3.2219j -133.979-0.0184236j -95.2241+3.21024j -63.5639-5.89288j 16.8266-4.44737j -89.4996-1.08744j 3.86892-0.0138673j -3.03633-5.63788j 41.2767+4.16978j -12.0601+0.43754j -0.796277-1.36753j 
-0.304799+0.455754j -3.56758-0.311212j 12.1595-0.484119j -1.09196+1.59211j 0.995877-0.0045157j -26.6391-0.759174j 4.83857+1.32609j -18.5116+0.931594j -27.6199-2.40731j -39.8831-1.75561j 6.66874+1.14301j 54.96-0.0918877j 19.3137-2.57906j 1.99556+0.582432j 17.5531+0.494279j 64.4352-0.513197j -60.5698+0.461418j 70.6327-1.33049j -54.237+1.64472j -2.99473+0.147508j 22.7973-1.08992j -87.9082+3.60938j 69.3176-3.47361j 38.6214-2.05412j 58.7005-0.84705j -134.684+2.74638j 19.7983-0.957586j 29.1058-0.815412j 5.40862-1.9884j 70.0998-4.07227j -39.4274+3.80507j 86.6647-3.59575j -82.7204+4.735j -38.8788+2.20535j 11.4448-61.4724j 54.9381-2.20846j -38.0806+3.12677j 81.9601-6.89584j -87.7517+7.57057j -40.1494+3.16459j -70.2831+5.92208j -4.16719-1.69722j 27.7536-1.88296j 18.9685-1.53136j -135.466+11.5196j 59.0755-5.54018j -38.4659+3.4737j 67.7848-6.76193j -86.807+8.11308j -22.1636+1.73789j 4.1088+0.217955j -53.2808+4.88615j 69.9243-7.62234j -61.3462+7.1389j 64.7034-8.48811j 17.4239-3.39961j -2.04767+0.427302j 19.5093-0.0164772j -53.4885+6.65083j 6.26316-2.14284j 38.5889-6.48406j 27.3848-6.01373j 18.4787-2.01497j -4.36231+1.94261j 25.9986-3.84836j -0.878821+0.262088j 1.28617+1.29115j -12.2957+1.06433j 3.43908-0.776018j 0.209349+0.534965j 
-0.936629+0.929659j -7.88959-2.92218j 30.6479+6.51838j -3.90326+2.45123j 3.21217+0.467553j -65.2468-20.3305j 11.6765+7.2937j -47.598-10.9158j -68.0338-23.7993j -95.7855-31.8648j 15.217+7.57828j 134.754+37.6231j 50.4727+6.63764j 3.01091+1.02723j 43.9202+13.7296j 163.048+42.7056j -153.492-36.5596j 175.482+44.2506j -135.83-33.562j -8.91798+0.435002j 56.6105+11.6544j -219.458-54.1439j 175.032+41.9309j 97.543+21.0214j 147.043+35.5388j -335.295-78.6683j 47.866+13.2594j 70.3737+16.8743j 12.5843-1.27562j 179.192+38.9513j -104.815-19.8003j 221.243+46.8164j -208.96-45.7858j -96.0014-23.7377j 68.9187-143.443j 138.635+31.1496j -99.0254-17.9189j 210.756+41.01j -221.29-42.7711j -103.213-22.7336j -180.147-35.4727j -10.9611-4.54831j 72.8442+10.9905j 50.7407+8.33249j -339.665-61.0865j 149.341+26.5076j -98.2278-17.9753j 176.584+30.3618j -224.307-38.9118j -57.344-11.0818j 6.79318+3.53763j -136.479-23.6216j 179.171+29.2377j -155.597-26.7379j 168.418+25.6599j 46.9051+4.10776j -4.42244+0.704443j 49.0584+13.0697j -138.6-18.898j 17.9308-0.905875j 101.783+8.67888j 73.2928+4.34621j 48.2069+9.25368j -13.2273+2.56831j 68.1477+6.22497j -2.98932-0.498259j 1.59914+4.34619j -31.3708-6.27157j 9.1105+0.323239j 0.373641+1.02752j 
-1.24823+1.86308j -14.0401-1.43243j 49.0142-2.34003j -3.64697+6.46189j 4.51207-0.554574j -105.177-5.47331j 19.3554+6.06297j -74.4201+2.32637j -111.914-8.92467j -156.345-8.74726j 25.9879+5.39836j 214.77+1.07856j 77.1352-10.2221j 6.25067+2.43423j 70.7139+4.4501j 259.106-0.465894j -239.763+3.03477j 277.755-2.73012j -213.336+4.70603j -13.0292+3.76418j 87.2159-3.15232j -348.773+7.11333j 276.121-5.35668j 153.776-5.09609j 232.109-5.68499j -528.827+15.4069j 78.0959+0.0747205j 113.032-1.42392j 17.3965-4.65365j 282.43-11.787j -163.056+10.58j 344.179-15.0369j -329.281+13.6565j -153.992+3.60473j 46.1679-240.587j 214.138-10.1301j -152.147+11.8083j 329.765-22.2716j -344.298+22.3008j -162.605+7.06178j -282.094+19.105j -18.321-1.95004j 111.878-13.4209j 77.7532-8.40676j -527.242+42.4324j 230.111-20.1023j -153.122+9.55303j 274.591-24.0419j -346.521+30.1312j -89.3845+5.86939j 14.1852+2.48217j -212.949+18.6908j 276.809-26.5614j -239.549+21.7462j 256.316-28.7021j 68.3817-11.4725j -5.4534+2.04345j 78.9778+0.771361j -212.768+25.3162j 25.3934-7.87756j 153.153-25.3483j 109.623-21.889j 74.4038-5.64982j -18.3539+7.85022j 102.466-15.625j -4.79028+0.35066j 5.29976+4.95347j -48.9352+3.65411j 13.0043-2.92727j 1.09138+1.72477j 
0.601655-0.670889j 3.05185+0.988573j -10.4249-3.19803j 1.44535+0.0317922j -0.867116-0.927799j 20.4308+7.71159j -3.38225-2.06742j 15.8198+4.63519j 21.7569+10.6018j 31.0077+13.1605j -5.80684-2.71606j -44.6729-15.8098j -17.171-2.25536j 0.0815822-1.33699j -14.3582-6.63167j -53.3351-17.6532j 49.8025+14.9077j -58.3879-18.3717j 44.8051+13.5245j 2.01177+0.986325j -17.8067-6.27132j 71.623+23.1747j -57.1016-17.5518j -32.3995-10.3017j -48.6335-15.4447j 109.587+33.2795j -15.7199-6.01189j -23.8844-6.87634j -4.35122-0.35607j -58.7981-17.0503j 34.9363+8.98302j -72.4249-21.1398j 68.1676+19.5221j 32.0948+10.1494j -26.8174+45.4973j -45.4329-13.0752j 31.6265+6.98814j -69.5005-17.8477j 72.3718+18.8717j 33.7267+9.55864j 59.7876+15.3235j 4.26227+0.360328j -23.6003-5.57846j -16.0382-4.81514j 111.878+28.2226j -48.2059-12.0244j 32.1027+7.6194j -58.3997-14.9771j 73.8938+17.7679j 18.0736+4.28663j -2.16413-1.01436j 45.2587+10.2746j -58.783-14.1577j 51.3028+11.4361j -55.792-12.4486j -15.3134-2.60697j 1.52308+0.466103j -15.7418-6.04658j 46.3742+9.5798j -6.01578+0.48809j -34.4624-4.62923j -24.4399-3.17096j -16.1188-3.71666j 4.40785+0.0563908j -22.6437-3.62286j 1.00536+0.521636j -0.71954-2.10336j 10.4192+2.61129j -3.13187-0.811665j -0.0586925-0.666211j 
0.491891-0.412749j 1.16585+0.646498j -5.11539-2.68566j 0.235767-0.337271j 0.757522-0.373154j 8.82704+3.64278j -1.13712-1.84713j 6.61749+2.20621j 9.56469+5.28773j 13.692+8.33587j -1.91828-1.47596j -19.0092-8.76825j -7.63405-1.90604j -1.27933+0.237811j -4.85553-2.84066j -23.8046-10.3875j 20.986+9.34808j -24.0569-12.5005j 19.6163+7.01308j 0.49033-0.93309j -8.30065-1.96251j 31.1086+14.8008j -24.1526-11.7869j -14.1087-5.90284j -20.4591-9.7154j 47.7922+20.6317j -6.63888-3.01821j -10.0217-4.56846j -2.14939-0.068992j -25.4781-9.91869j 14.9308+5.27922j -30.1074-12.2349j 28.74+12.4497j 13.1301+7.41646j -13.6867+19.7883j -18.8358-9.26724j 13.9768+6.53886j -30.0988-11.3649j 30.9814+11.3274j 15.0474+6.84985j 25.0861+10.3829j 1.16147+0.496911j -10.825-4.34948j -5.90418-1.69428j 48.3524+18.2353j -20.3183-8.18419j 13.447+5.55775j -24.9707-9.82587j 31.7631+12.114j 8.22511+2.44435j -1.61562-0.303531j 19.7618+6.85603j -25.9206-8.87507j 22.0162+8.11039j -24.066-8.29019j -6.64424-2.15082j 0.923261-0.0973797j -6.41482-2.94252j 20.3783+6.74623j -2.6718-0.23968j -14.049-3.39839j -10.9705-3.33695j -6.75368-2.67086j 2.22267+0.0954857j -9.42626-3.08212j -0.247899+0.0191732j -0.00236428-1.0987j 4.8729+1.81885j -1.33701-0.602723j 0.197333-0.652732j 
1.1468-1.51767j 15.3461+1.19807j -52.5627+3.28231j 3.84882-7.15666j -5.02885-0.163096j 112.07+5.34096j -20.5939-7.42196j 80.3514-3.04566j 120.539+8.81251j 167.245+7.96598j -28.4468-5.03368j -231.007+0.00934188j -83.009+11.668j -7.53624-0.649527j -77.0321-4.02646j -278.47+2.46921j 259.599-5.31754j -298.268+6.22783j 228.086-5.67872j 12.6255-4.84359j -95.4075+4.95388j 371.507-12.3803j -296.625+8.16308j -165.235+7.48747j -248.171+7.45938j 566.388-22.6427j -81.5278+1.89572j -122.828+2.63559j -20.3069+5.62816j -302.097+16.3762j 174.24-12.656j -370.94+19.326j 353.557-19.4469j 163.139-6.73165j -45.5442+256.249j -229.706+11.0838j 162.627-14.3436j -351.75+28.484j 368.853-27.8255j 174.553-9.46036j 300.567-23.4338j 20.2676+2.4288j -119.751+14.1766j -82.3585+8.01256j 563.625-51.5221j -245.396+23.4486j 163.371-13.5668j -292.589+30.3972j 370.322-35.9509j 94.6237-6.97313j -14.8541-2.23934j 226.44-23.1959j -294.639+32.3055j 254.489-25.6696j -273.889+31.8815j -74.0013+13.0061j 6.38804-2.51809j -84.7019+0.101618j 227.162-31.2279j -27.1633+8.54848j -163.575+29.5488j -116.322+23.8253j -79.1108+6.61301j 19.6507-8.45707j -109.807+18.0278j 4.77341-0.263967j -6.18319-5.00549j 52.1078-4.08258j -13.8756+3.66026j -1.03018-1.68543j 
0.176292-0.00855134j 0.372209+0.0711235j -1.78649+0.0500358j 0.710627-0.021796j 0.582263+0.203384j 3.15541+0.22423j -1.27656-0.457703j 1.77151+0.615652j 3.18465-0.921039j 5.73905-0.782626j -0.0407518+0.65189j -6.82091+1.18116j -3.71433+1.40335j 0.46582-0.36917j -2.14401+0.58452j -9.17404+1.76752j 9.49438-2.50258j -8.70487+2.67757j 7.47214-1.54523j 0.927292-0.732727j -2.46211-0.489598j 12.0283-4.06543j -9.80662+2.90526j -3.90757+2.85445j -9.12199+1.03832j 19.4388-5.25785j -2.61062-0.603502j -3.12336+0.495446j -1.00331+1.03931j -10.596+3.00326j 5.91526-0.922761j -12.6582+3.7034j 11.5811-3.37085j 5.40249-0.959535j 0.887635+8.75503j -7.06238+2.0909j 5.54998-2.33535j -11.9168+3.15503j 11.8644-4.31344j 7.04575-1.72696j 9.92854-3.6354j 0.893313-0.720079j -3.77679+0.609205j -2.64558+0.585064j 19.952-5.83689j -7.46843+2.78778j 4.77347-0.539536j -8.85088+3.36183j 12.3163-5.16986j 3.34775-1.21235j 0.319519-0.130757j 7.03294-2.97572j -9.73503+3.82138j 8.32939-2.42343j -8.56547+2.71775j -2.29445+0.644489j 0.458053-0.0193541j -2.661+0.608273j 7.63499-2.47634j -0.872856+0.414301j -5.30573+1.46608j -4.12739+1.74871j -2.72312+0.812516j 0.71006-0.572511j -3.44514+1.38927j 0.483098-0.325345j -0.109479-0.232768j 1.93618-0.478784j -0.382108+0.225284j -0.149726-0.113626j 
0.804672-0.53169j 5.78758+2.07863j -21.2302-4.45496j 2.56328-1.88915j -2.46392-0.256537j 45.461+13.7496j -7.03312-5.07393j 31.9721+8.97366j 48.0471+17.2838j 67.5419+22.5998j -10.0493-5.01188j -95.1572-25.6423j -35.0916-4.31159j -3.03276-0.949351j -30.7918-9.23529j -113.24-29.8459j 105.997+26.2078j -122.164-30.7694j 93.832+22.1688j 5.13441-1.34171j -40.2005-8.81676j 154.979+36.593j -121.069-30.4857j -67.6491-15.9126j -103.306-25.6993j 233.695+55.3053j -33.8079-9.45561j -49.6218-15.1873j -9.16363-0.327932j -125.986-28.0363j 71.6979+14.2886j -153.374-34.4926j 145.728+32.0921j 68.1871+16.3687j -47.5294+99.8183j -95.7781-20.9227j 67.7122+11.2703j -147.404-29.5485j 154.055+30.0873j 72.3799+17.0823j 126.81+24.8833j 7.23445+2.82803j -51.2948-8.39053j -35.2364-6.06336j 237.127+44.3753j -104.175-19.1832j 68.0981+12.687j -124.346-21.8242j 156.85+28.7273j 39.7805+7.50374j -5.43255-3.04703j 95.5751+17.547j -125.831-20.5329j 108.315+18.3186j -116.862-18.0588j -32.3896-3.4662j 3.41296-0.458614j -34.4806-8.82018j 97.3755+13.6514j -12.3644+0.295744j -71.1218-6.77498j -51.1997-2.86664j -33.4465-6.54973j 9.4284-1.67047j -47.5439-4.76685j 2.14134+0.25496j -1.42974-2.94219j 21.7823+4.42622j -6.37529-0.288182j -0.153809-0.759267j 
-0.897562+0.379185j -6.00618-1.09069j 19.2437-0.498867j -0.599095+2.13448j 1.52325+0.281473j -41.6895-1.98303j 8.22089+1.9608j -29.6286+0.0353594j -43.1034-4.34379j -61.4424-4.37645j 10.9274+2.9951j 85.5353+3.1227j 32.0804-3.43142j 1.49378-0.446201j 27.5534+2.87873j 103.159+1.71012j -96.3296-0.0535735j 111.666+1.47472j -85.081-0.257403j -3.24869+2.06013j 33.5163-1.3189j -137.89+0.999501j 110.463-0.404234j 60.2565-0.109864j 91.785+0.329614j -210.276+2.82103j 30.038+0.351933j 46.1447+1.14576j 6.71555-1.36773j 111.719-2.66048j -64.4395+2.30578j 136.652-2.94393j -131.489+3.83002j -61.1191+0.217819j 18.9938-93.3328j 85.9337-2.03719j -61.5498+5.02253j 131.174-6.74765j -137.202+6.52464j -64.9437+2.00016j -112.706+4.89331j -8.93583-1.57173j 44.1795-4.36637j 29.6021-2.19529j -208.924+12.6074j 91.4144-6.88376j -61.4573+3.73511j 108.12-7.51131j -137.837+9.21054j -35.4773+2.53754j 5.85583+0.879315j -84.9077+5.88717j 109.007-8.77943j -95.8267+7.02641j 101.7-8.49417j 27.4471-4.09921j -1.85883+0.726965j 30.6179+0.624028j -84.5156+8.26255j 10.7493-2.87345j 61.7255-8.23282j 43.5941-7.4033j 29.9697-1.40421j -6.59579+2.7636j 40.9293-5.21272j -1.46968-0.28873j 1.82018+2.30511j -19.4924+1.02187j 4.68477-0.93701j 0.0565713+0.656732j 
1.00837-0.100714j 4.80352+0.576514j -15.1146-1.5337j 1.23785-2.324j -0.777777+1.19062j 35.1736+2.976j -5.56213-2.22665j 25.0017+0.427469j 36.4794+5.58582j 49.6641+6.83043j -8.60714-1.84466j -70.9089-5.51245j -26.2202+1.4774j -2.80599-1.31006j -23.2328-1.5704j -85.2809-6.24287j 78.9259+3.56231j -89.4652-4.63549j 71.264+3.3562j 4.73878-2.51965j -30.0869-0.652732j 112.899+5.5438j -89.0872-4.13541j -50.1263-2.1831j -74.8295-3.51226j 172.93+7.06604j -24.8155-1.12562j -37.221-2.2972j -6.11152+0.632677j -93.0133-2.1854j 53.7834+0.286004j -112.919-1.53777j 107.673+1.5161j 48.6701+2.13422j -20.3542+77.2651j -69.3691-1.27873j 48.6224-0.490703j -108.266+0.236968j 113.701-0.460013j 52.5508+1.96875j 91.7335-0.271809j 6.65459+0.523359j -35.9476+0.561693j -25.4886+2.17081j 172.416-1.83189j -74.517+1.9931j 49.4969-0.881733j -88.9698+1.95509j 113.017-1.93997j 29.8749-0.249567j -5.07995-1.49619j 69.6949-1.13057j -90.8588+2.07055j 78.1408-1.94754j -84.0438+2.97795j -22.5416+2.17355j 2.06207-0.0733005j -25.7027-1.31823j 69.9018-2.96075j -8.69665+1.92023j -51.1836+5.62627j -35.4171+3.52453j -24.2078+0.282974j 6.18339-1.49645j -33.2676+3.04116j 1.54238-0.846173j -1.21916-1.48205j 16.1088+0.603161j -3.90348+0.61844j 0.469818-0.450794j 
