-0.0512626+0.0566317j -0.04116-0.0495374j -0.0475771-0.0902398j 0.137388-0.0334623j 0.0834082-0.0558641j -0.0839821+0.0544982j 0.223108+0.0876233j 0.0649703-0.137573j 0.0206065+0.13141j -0.0599457+0.108277j -0.0193207-0.090315j -0.0509294-0.276779j -0.11995+0.0334194j -0.0148078+0.0279846j -0.0677306-0.159511j 0.0454138+0.0650415j 0.108765+0.0180431j 0.0265082-0.0435264j -0.117236+0.044798j 0.0143328+0.011785j -0.211624+0.00464575j -0.0168094+0.265704j -0.0285571+0.0149852j -0.0766066+0.0947003j -0.00911828-0.0451623j -0.000892918+0.0378046j 0.0621548-0.0697952j -0.0961447+0.181529j 0.0590849+0.142946j 0.152418-0.00254726j 0.0761732+0.0156766j 0.0435719+0.0118941j -0.0368085-0.0412644j 0.071143+0.0227644j -0.153823-0.0395005j -0.113054+0.0147964j -0.0408408-0.0201503j -0.0803991+0.0486811j -0.0261608+0.0021083j -0.0524029-0.0795786j -0.126317+0.00277989j 0.0540581-0.0406754j -0.00888139-0.000864013j -0.0351264+0.031458j 0.071447-0.0275255j -0.0709253+0.100007j -0.0248595+0.043828j 0.117096+0.229872j 0.0553204+0.0651999j 0.035123-0.127721j 0.102819+0.0514458j -0.026113-0.255608j -0.0456532-0.0681597j -0.0922668+0.101833j 0.0366525+0.130874j 0.113372-0.044114j 
-0.000540012-0.00326059j 0.00198113-0.00123278j -0.000661709-0.00211184j 0.000186007-0.00273934j 0.00121222-0.00197413j 0.0023246-0.00122205j -0.00179962+0.00201889j -0.0047842+0.00201422j -0.00410796+0.00423856j 0.00415549+0.000669147j -0.00117697-0.000163592j 0.00346845+0.00107198j 0.00240396+0.000681103j 0.0018308+0.000477858j 0.00896191-0.000995721j 0.00561159+0.00541934j 0.00141596-0.00199856j 0.00127786+0.00628557j -0.0020633-0.0017407j -0.00234302+0.004037j -0.000877391+0.00191335j 0.0120251-0.0032703j -0.013554+0.00126788j 0.003934+0.00596189j -0.00201572+0.00661666j -0.00861737+0.00177751j 0.00404952+0.00413055j -0.00456062+0.00274358j -0.00978637-0.0167507j -0.0117847-0.00645197j 0.00415883-0.0133047j -0.000563979-0.000623482j -0.00368521+0.0158337j 0.00363041+0.00213467j 0.00332111-0.00317734j -0.00174703+0.00502063j -0.000961416+0.00461641j 0.00666881+0.00328976j 0.00275703+0.00238748j 0.0126141-0.000171495j 0.00258827-0.00446065j -0.00524388-0.00365068j -0.00265801-0.00111174j 0.00126967+0.0043631j -0.00385725+0.00587935j -0.00510346-0.00319077j -0.00214521+0.000274432j 0.00662687-0.000375745j 0.000429151-0.00461814j 0.00248395-0.00403878j 0.00205727+0.00223936j 0.00218358+0.00111872j 0.00160858+0.00192029j 0.00156275-0.00111604j 0.000410012+0.000454161j 0.00168225+0.000126394j 
-0.000236839+5.89103e-05j -0.000137515+0.000822401j -0.00218149+0.000873589j -0.00113037+0.000424172j 0.00323523-0.00357706j 0.000503978+0.000975612j -0.00107635+0.00133808j -0.00297336+0.000317927j -0.000702657+0.00170728j 0.00216108+0.00467195j -0.00807251+0.00768479j 0.00431682+0.00135455j -0.000322007+0.00084698j -0.0054234+0.00270773j 0.000361337+0.00333715j -0.00407082-0.00353167j -5.1966e-05+0.00295647j -0.0029857-0.00978202j -0.00161632-0.00452154j -0.00167572+0.0112144j 0.00514961+0.00788746j 0.00381797+0.00753127j 0.00464911-0.00595838j 0.00189801-0.00448259j -0.00153626+0.00102304j 0.000173824+0.00996804j -0.00570736-0.0103124j 0.00274612+0.00465509j -0.00772917+0.00984414j 0.00128698+0.0123847j -0.0058543-0.00152185j 0.000301605-0.0126228j 0.00317972+0.00257056j -0.000737647+0.00137601j 0.0026202+0.00503135j 0.00216825+0.000218804j -0.00186005-0.0102087j 0.00224743-0.0143676j -0.00153229-0.000467008j -0.0021999+0.00146788j 0.00142329-0.000818336j 0.0103568-0.00313832j 0.0056145+0.00192739j -0.00151524+0.000429592j -0.000304675-0.000672049j 0.00118621+0.00241794j 0.000211641+0.000451929j 0.00303185+0.000408466j -0.000781539-0.0023417j 7.55718e-05-0.00184242j 0.00316891+0.00167921j 0.000721519+0.00324142j -0.00201545+9.26948e-05j -0.00105132-0.000736283j -0.000103483-0.000763479j -0.000264672-0.00123634j 
-0.000849825+0.00245491j -0.000724335-0.00151766j 0.00180171+0.00188818j 0.00123107+0.00153012j -0.000371903-0.000522977j -0.00123808-0.00130871j -0.00115128-0.00178885j 0.00225869-0.00168096j 0.000404548-1.96305e-05j -0.00198241-0.00322621j 0.00277717+0.00214983j -0.00103081-0.00459219j 0.00157208-0.00254289j -0.00650853-0.000502805j 0.00406198+0.00619854j -0.00830942+0.000881626j 0.000661926-0.00319295j -0.00754747-0.00877018j 0.00486261+0.0048784j 0.0015026-0.00156357j -0.00652276-0.00342263j -0.012913+0.00977077j 0.00935744-0.00432471j 0.00355948-0.0051643j -0.00618594-0.0075517j -0.0132617+0.00225155j -0.0120286-0.0161636j -0.00104622-0.00467928j -0.00376494-0.0111016j -0.00166805+0.00428887j 0.00617337-0.00275072j 0.00671466+0.00393435j -0.00504664-0.00115545j -0.000620747-0.00146058j -0.00370753+0.00144924j -0.0057169+0.00243308j 0.000672873-0.0110508j -0.00648221-0.00482894j -0.00181723+0.00552168j -0.00350607+0.00538872j -0.00297904+0.00396894j -0.000505914-0.000730719j 0.000103203-0.000631146j -0.0017938+0.00264851j -0.00327385-0.0033173j 0.00150961+0.00051679j -0.00108017+0.00173752j -0.00349498-0.000645931j -0.000835497+0.00172352j -0.00220375+0.00509366j -0.00247106-0.00148094j -0.00079969+0.000632413j 0.00147709-0.00175433j -0.00224931-0.000862115j 0.0007239+0.00151627j -0.000693304-3.33263e-05j 
0.000536971-0.000991995j 0.00137717-0.0014565j -0.00249235+0.000424597j 0.00188861-0.000214443j -0.00284031-0.0025685j 0.000436253+0.00672825j -0.000699588+0.00878534j -0.00821236-0.00181256j 0.00764625+0.00173917j 0.000550265-0.00893616j 0.00909207-0.00889226j -0.00891939-0.0107794j -0.00286459-0.0141046j 0.00287496-0.00586402j 0.00187535+0.0127538j 0.00428375-0.00318029j 0.00832734-0.0147691j 0.00968424-0.000705676j -0.0031002-0.00399826j 0.00274544-0.000759144j 0.0118662+0.0045474j -0.00263315+0.000433436j 0.00900685+0.00727861j -0.000843778-0.0062451j -0.0253097+0.0113869j -0.00103366-0.00679203j -0.0171177-0.00472427j -0.00736142-0.0012536j 0.00517301-0.00331861j -0.0114289+0.00160196j -0.00137057-0.00517075j -0.00333888+0.0141185j -0.0044785-0.00784655j 0.00127459-0.00126667j 0.00405092+0.00110341j 0.0036281-0.00361349j 0.00601397+0.00358432j 0.00162174+0.00351782j -0.00150841+0.000638827j 0.00405272+0.00151158j -0.011214+0.00163017j -0.00241287+0.00238344j 0.00561758-0.00121767j 0.00125116-0.00229193j 0.00227271+0.00375j 0.00127517+0.00335159j 0.00598298-0.00212732j -0.00104389+0.0013176j 0.00193222+0.000291993j 0.00339585+0.00359723j 0.00387021-0.00161878j 0.00034909-0.00348405j 0.00238499+0.00397832j 0.00162537+0.000553523j 0.00152663+0.00231108j 0.0012932-0.00176216j 
-0.00119334+6.9356e-05j 0.00104123-0.00194421j -0.00220055+0.000328034j 0.00352719+0.000716515j 0.00522177-0.00352522j 0.0057208+0.00580187j -0.00108598+0.00705247j -0.00894098-0.00416866j -0.00175329+0.0029666j 0.010762+0.00170775j -0.000241392+0.00847469j 0.00774833-0.00665261j 0.0112986+0.00358659j 0.00288507+0.00916409j -0.0109835-0.00468479j 0.00777594+0.00958557j 0.00174544-0.0081441j 0.0051567+0.0168244j 0.00511004-0.0115862j 0.0106461+0.00268081j 0.0185897+0.00708143j 0.00636684+0.00642702j 0.00480399+0.00275065j 0.00517787+0.00738569j 0.0121559+0.0137838j -0.0121896+0.00062676j 0.00150642+0.0087877j -0.0045899-0.00310597j 0.00770553+0.00974433j -0.00813398-0.00271749j -0.000925971+0.00516268j -7.85332e-05+0.00513476j -0.00352868-0.010679j -0.00670954-0.00830416j 0.00384207-2.37989e-05j 0.00583982+0.0035802j 0.00378276-0.000524727j -0.00344752+0.00130325j 0.00298308+0.000824261j -0.00784466+0.00198424j 0.00544194-0.00386696j 0.00801812-0.00290669j 0.00166515-0.00364728j -0.000806237-0.00125383j 0.00168374-0.00123992j -0.00588517-0.00194304j 0.00447397-0.00252886j 0.00286652+0.0017063j 0.00151238-0.00251277j 0.0010329+0.00208706j 0.002704+0.00183148j 0.00454775+0.00312969j -0.00103372+0.00196251j -0.00100294+0.000722109j 0.00282874+0.00248277j 0.000217123-0.00359536j 
-0.000111102+0.00112792j -0.00089744-0.00112084j -0.000519655+5.85665e-05j -0.000918319+0.0019589j 0.00176193-0.000407325j 0.000297341+6.91394e-05j -0.00023312-0.00281553j 0.00232412-0.00188747j -0.00414302+0.00249175j 0.00443042+0.000537453j 0.00111165+0.00932625j 0.0043075-0.00839166j 0.00584731+0.000595162j -0.00104201-0.000156356j -0.00441923+0.00480614j -0.00265794-0.00338682j -0.0110354+0.00427492j 0.00469082+0.000458603j 0.00339055-0.0179895j -0.00100003-0.000811678j -0.00226989+0.00509726j 0.00334157+0.0109895j 0.00148771-0.0120817j 0.00247171+0.00545608j 0.000601328-0.00149776j -0.00455986+0.00907274j -0.00283859-0.00488056j -0.006121+0.00126529j -0.00349052+0.00744502j 0.0030498+0.00235464j -0.00272896-0.0054051j -0.00296206-0.00595511j -0.010081+0.00280391j -0.000131963-0.00192972j 0.00143153+0.00123415j -0.00113611-0.000600175j 0.00320468+0.000651127j 0.00314085+0.00364261j 0.00226977-0.00721617j 0.0023714-0.00443609j 0.000661701-0.001634j -0.00111536+0.000817843j -0.00531655+0.00152501j -0.00207647+0.00347178j -0.0022226-0.000140888j -0.00322474-0.0019627j -0.00226977+0.00180758j 0.000381217+0.00361822j -0.00293575-0.000335054j -0.0015629-0.00145755j 3.90425e-06-0.000278273j -0.00206861+0.000719971j -0.00047588-0.000908597j -0.0018492+0.000389311j 0.000448797-0.00140602j 0.000211427-0.000703036j 
7.54519e-05+0.000792817j 0.000832001-0.000821385j 0.000127856+0.000237944j -0.00208976+0.000289423j 0.00181297+0.00124594j 2.0219e-05+0.00151128j -0.000277576-0.00177914j 0.000248433-0.00232819j -0.00280691+0.00288501j 0.00297932-0.00376112j 0.00796753+0.00257153j 8.48328e-05-0.00607095j 0.00808131-0.00206801j 0.00354884+0.00299577j -0.00308494-0.00358641j -0.00158182+0.00784717j -0.00467359+0.00358356j 0.000310712+0.00403847j 0.00691772-0.00282464j 0.000775454+0.00502194j -0.00431411+0.00152312j 0.000664814-0.00149175j -0.00540328+0.000821024j 0.000773923-0.000642251j 0.0025338-0.000835291j -0.00735833+0.00263149j 0.0021993+0.00175009j -0.00571887-0.00451853j -0.00689939+0.000477209j -0.00985586-0.00408639j -0.000650139-0.00281265j 0.00526+0.00712027j -0.00310681+0.00597415j -0.00110338-0.00134363j -0.00341122+0.000177458j 0.00203784+0.00401383j -0.00355195+0.00201629j -0.000657991+0.0011112j 0.00187021+0.00365036j 0.00132188-0.000375291j -4.77381e-05+7.75409e-05j 0.000314531-0.00129736j -0.00160682+0.000528592j 0.00113+0.00321435j -0.00162437+0.000414198j -0.00324547+0.000878828j -8.43219e-05-5.85941e-05j -0.00321434-0.000911586j -0.0010332-0.00143874j 0.000549124-0.000817386j -0.00118887-0.000877794j 0.00129256+0.00128029j 0.000761915-0.00114901j -0.00087005-0.0013963j 0.000845616+0.000860725j -0.00011047+0.000475361j 
-8.35456e-05+0.000962945j 1.19635e-05-0.00105772j -0.000556248+0.00356644j -0.00244548+0.00205401j 0.00121646-0.00125278j 0.000407718+0.00227984j -0.00154342-0.00287925j 0.00250273-0.00460253j -0.0024512+0.00552291j 0.00576904-0.00758375j 0.00742448+0.00569151j -0.00337344-0.0067822j 0.0101091-0.00429201j 0.00180296+0.00102092j -0.0105733-0.00106346j -0.00779428+0.000712101j -0.00366243+0.0131263j 0.00647898-0.00051215j 0.00735656-0.0110625j -0.0102877+0.00694904j -0.00646728+0.00225013j -0.00554409-0.00131971j 0.00538573-0.00718218j -0.00125993-0.00223226j -0.00916338+0.00123255j 0.000769025-0.00246301j -0.00345888+0.00167263j -0.000307508-0.00562552j -0.00328763+0.0148555j -0.0049978+0.000699482j -0.00379443+0.00313758j 0.00568752+0.00135558j -0.0060698-0.00226432j 0.00134614-0.00372509j -0.0016168-0.00467523j 0.0058101-0.00501473j -0.0101996+0.00442395j -0.00149357-0.00114191j 0.00390072-0.00485842j -0.00350608+0.0048205j -0.00018212-0.000299082j 0.00365231+0.000925528j 0.00316846+0.00196925j 0.00605161+0.00178915j -0.00017674-0.00364386j -0.000199294+0.00454524j 0.00295194-0.000324573j -0.00598498-0.00112476j -0.0019738-0.00109067j -0.00129673-0.000823946j 0.00088332-0.00100535j -9.21835e-05+0.00199606j 0.000625164-0.000547487j -0.0022316-0.0011143j -0.000428452-0.000915338j -0.000718754+0.000627859j 
0.00104985-0.00215581j 0.000854098+0.000606452j -0.00110021+0.00132462j -0.000932959-0.00112835j 0.00199628-0.00595506j -0.000152253+0.00152056j -0.000949867+0.00597875j -0.00661446+0.00510885j 0.00397025-0.0021226j -0.00764435+0.00370841j -0.00970736-0.0112662j -0.00129692+0.0110143j -0.00678661-0.00177274j -0.00120786-0.00152979j 0.0025577-0.000799283j -0.00471418+0.00096077j 0.0149494-0.00207712j -0.00490089-0.00018304j -0.000800426+0.00327755j 0.00388534-0.000726822j 0.00486949+0.000911283j -0.000888595-0.000102599j -0.00140464+0.0141581j 0.000196472-0.0109668j -0.00832039+0.00675005j 0.00345002-0.00148603j -0.0116999-0.00146872j 2.42952e-05+0.00424831j -0.000767093-0.00436842j 0.00678781+0.00181504j -0.000611729-0.000182446j 0.0022806-0.00215996j 0.0112011-0.00708327j -0.00568786+0.00126253j -0.0031071-0.00085177j 0.00100175+0.00892264j 0.000956676-0.00713664j 0.00137254+0.00458277j 0.0014889+0.00351597j -0.000911134+0.0126004j 0.00227635-0.00086471j 0.00387914+0.0032612j 0.00506583+0.00249412j 0.00247311-0.00328136j 0.00269667-0.00139299j 0.00267535-0.0029069j 0.000177526+9.37049e-05j -0.000479212-0.00131758j -0.000797082-0.00172296j 0.00393528-0.0026485j 0.00448145+0.00128813j 0.00494548+0.0017573j -0.000700679+0.00225144j 0.00299204-0.000376989j -0.000607839+0.000434478j 0.00086279+0.00153376j 
0.000784293-0.000296051j 6.43315e-05-9.57867e-05j -0.00231228-0.000416004j -0.00336714+0.000518982j 0.000578628-0.000111297j -0.00178271+0.00373714j -0.00303426-0.00111463j -0.00126535-0.00211864j -0.000553508+0.00136011j -0.00335442+0.00242518j -0.00123682-0.00537463j -0.00181319+0.00924962j 0.000372524+0.00322024j 0.00671711-0.000929163j -0.0070239-0.00846816j 0.00186869+0.00132715j -0.000621799+0.00641731j 0.00516758+0.00503089j -0.00453734-0.00135407j 0.000939707-0.00201211j 0.00136579-0.00264646j 0.0027283-0.00798842j -0.00724584+0.00625746j -0.00130287-0.00021971j 0.00688384+0.00118974j 0.00615809-0.00346337j 0.0114957+0.00474508j -0.00140484+0.0024528j 0.00329093+0.00253567j 0.00398412-0.00541241j -0.00111399+0.00420719j -0.00261205+0.00211485j 0.00551396-0.000190127j -0.00214269+0.00138346j -0.00204557-0.0021557j 0.00238998+0.00257045j 0.00186474+0.00672311j 0.00438756+0.00499861j 0.00117264-0.00170329j 0.00253608-0.00173271j 0.0015932-0.000942279j -0.000321177+0.00218986j -0.00100269+0.000933041j 0.00124422-0.00166625j 0.0017447+0.00166496j -0.000236038-0.00109584j -0.00119416+0.00157779j -0.00188693+0.00111365j 9.29756e-05-0.00137187j 0.000675665-0.00350468j 0.00228974+0.00118203j 0.000550037-0.000277299j -0.00161143+0.000878488j 0.000491374-3.90561e-05j -0.000227748-0.00197329j 7.09245e-05+0.000289745j 
0.000479513-2.12734e-05j 0.000590035+0.000103388j -0.00302287-0.00419918j 0.00795487+0.00182595j 0.00577278-0.00421464j 0.0116039-0.00496527j 0.0122833+0.00687823j -0.00120277+0.0109855j 0.00446665+0.00131338j 0.00375624+0.00469339j 0.00304364+0.00432529j 0.00172584-0.00434067j -0.0022761+0.00282134j -0.00463823-0.0017656j 0.0138778+0.00342757j 0.00885619-0.0136485j 0.00133219-0.00574484j 0.00170529-0.00364678j 0.0016023+0.00398198j -0.00928926+0.00462728j 0.00508391+0.0101811j 0.00733705+0.00156187j 0.00333792-0.001905j 0.00176447+0.00581762j -0.00671619-0.000547741j 0.00994174-0.00622672j -0.00903793+0.0108851j 0.00451337+0.00145046j 0.00255589+0.0012894j -0.0131187-0.000682497j 0.00937055-0.00661974j -0.00708607-0.00108111j 0.00403615+0.00703688j 0.00911045+0.00337772j 0.00365146-0.00230365j -0.00710452-0.00746232j 0.000335546+0.00101072j 0.000434457+0.00127165j -0.00543839+0.00405521j 0.000174109-0.0087754j -0.00841139-0.000449469j 0.00208805-0.00311815j -0.00341104+0.00218819j 0.000377858-0.0061659j 0.00604631-0.00216044j 0.00186728+0.00061303j 0.00679103-0.00133518j 8.96083e-05-0.0033293j -0.00514211+0.00353879j -0.0028495+0.000569151j -0.00129159-0.00106526j 0.00574999+0.00159468j -0.000567703-0.000412301j -0.00163005+0.00093571j 0.00161186+0.00318215j 0.000873646-0.00149363j 
-0.00151603+0.00293492j -0.0019523+0.0003198j -0.00490006+0.00320295j -0.00842044-0.00212356j -0.00244308+0.00813419j -0.0123444+0.0113991j -0.0198789-0.00978219j -0.00299243-0.0165892j -0.00527548+0.00206241j -0.00199206-0.00807748j 0.00158956-0.00102201j -0.00661417+0.00583011j 0.00265043+0.000925283j 0.00304607-0.00247355j -0.0037563-0.00391705j -0.0163103+0.000538139j -0.0093052+0.00672668j -0.00178094-0.00933471j -0.0110351-0.000246948j -0.00212458+0.00332939j -0.00213198-0.00951671j -0.00983086-0.00493945j 6.86098e-06-0.0113055j -0.0027745-0.00788149j 0.00121068+0.00969882j -0.00470084-0.00489913j 0.00623878-0.00932231j -0.00200518-0.00141893j -0.00275349-0.00546258j 0.00783292+0.000301894j -0.00657678+0.00641157j -0.000111178+0.00245993j -0.00130898-0.00207298j 0.00528306+0.00196465j 0.00302415+0.000942029j 0.00111985+0.00353848j 0.000740404+0.00602049j 0.00463452-0.00990647j -0.00113574-0.00108126j 0.00713-0.00308379j 0.00102376+0.00150426j -0.00465718-0.000511777j 0.00575851-0.000687744j 0.00256583+0.000737883j -0.00348581+0.00348674j -0.00492259+0.00842803j -0.00152803+0.0013996j -0.000266464+0.00069185j 0.00410455-0.00069251j 0.0017707-0.000473392j 0.00390863-0.00203968j -0.00564818-0.00102153j -0.00252969+0.00030107j 5.17398e-06-0.00170817j -0.000969154-0.00452439j -0.00407643-0.00180181j 
-6.68641e-05-0.000229393j -0.000118294+0.00186174j 0.00497023+0.00175816j -0.00441726-0.000604831j -0.00572323-0.00108702j -0.00741622-0.00656223j 0.00119005-0.0127596j 0.00780875-0.00128971j -0.00198187+0.00172413j 0.00324674-0.00295325j 0.00637692+0.000378396j 0.00148315-0.0014702j 0.000705819-0.00379927j 0.00403347+0.000971351j -0.00249322+0.00380677j 0.00228357+0.0107702j 0.00736681-0.00557465j 0.00329633-0.00392727j -0.00377736+0.000525982j 0.00978873+0.00447237j -0.005148-0.00636214j -0.00516586-0.00300286j 0.00056558+0.00640149j -0.00247818+0.0034303j 0.00669393+0.00128946j -0.00527402+0.00134845j -0.000613067-0.00176088j 0.00122287-0.00250688j 0.000354663-0.00103584j -0.00338363-0.00301878j -0.00777085+0.00509996j 0.000315581+0.00419121j -0.00535072-0.00262061j -0.00233007-0.00204179j -0.0019366+0.0053015j -0.000556735-0.000286601j -0.00183211+0.00111428j 0.00172881-0.000792142j 0.00210412-0.00479901j 0.0022805+0.000845791j -0.00248656+0.00141383j -0.00263526+0.00041566j 0.00222201-0.00122509j 0.00213305+0.00277408j -0.0012808+0.00309732j -0.00170592+0.00243332j -0.00122315+2.62939e-05j -0.00160324+0.000800711j 0.00285197-0.00326939j 0.00100264-0.000945396j 0.000387227+0.00210522j -0.000607178-0.00140009j -0.000720327-0.00019317j 0.0026038-0.00105824j -0.00135954-0.000854543j -0.000250862+0.00136258j 
-0.00043917+0.00239192j 0.000355163-0.00333482j -0.00963973-0.00233245j 0.000203876-0.000547252j 0.0100437+0.00221815j 0.00327946+0.0162219j -0.00990377+0.0151277j -0.0156141-0.00456083j -0.00207686-0.00252452j -0.0081195-0.00160607j -0.00786669-0.00920476j -0.00572302+0.00976045j 0.000266737+0.00586939j 0.0019509+0.00104244j -0.00285578-0.0102334j -0.00343096-0.0104229j -0.0158893+0.0054969j -0.000596407+0.00659728j 0.00409543-0.000808219j -0.0100869-0.00966324j 0.00853461+0.00469682j 0.00216102-0.00257835j 0.000696486-0.00865404j 0.00248092-0.011109j -0.00544807+0.00386723j 0.00270258-0.00408044j 0.00874406-0.00220879j -0.00688593+0.0016781j -0.000184781-0.00269833j 0.00151634-0.0005607j 0.00630394-0.0017348j 0.000830258+0.00291077j 0.00910436+5.40311e-05j -2.9359e-05-0.00111347j 0.00155985-0.00466671j 0.00492094+0.0029528j 0.00621524+0.00159974j 0.00147724-0.000522026j 0.000208357+0.0103014j 0.00196334-0.000385139j 0.00157848-0.0004001j 0.00138865+0.000233824j -6.93502e-05-0.00307146j -0.000645531-0.00629201j -3.19327e-05-0.00367893j -0.000778563-0.00121505j -0.000142106-0.000226676j 0.000717259-0.00206616j -0.000984024+0.000859123j 0.000498211+0.00219677j 0.00400837-0.0011444j -0.000693061+0.000358021j 0.000877121+0.00133182j -0.00275705-0.000399034j 0.00235083-0.000134425j -0.000833524-0.00240608j 
-0.000269466+0.000804221j 0.00101723-0.0019438j -0.000881606-0.00123745j -0.00114929-0.00150654j 0.00139945-0.00165425j 0.00041526+0.00231091j -0.0024882+0.00287185j -0.00502179-0.00233839j 0.00121574+0.00134857j -0.00615458-0.00557878j 0.00411012-0.00984503j -0.00922153+0.00254525j -0.000654738-0.00298572j 0.00479306-0.00101465j -0.00213195-0.00108467j 0.00376852+0.00125836j -0.00502224-0.00329993j 0.00482179+0.000488798j 0.00398578-0.00391139j 0.000256606-0.00301126j 0.00320431+0.00117297j -0.0010397-0.00142j 0.000698449-0.00139354j -0.00276068-0.00495992j -0.00499668+0.00609236j -0.00202749-0.000650462j -0.00147648+0.00268553j -0.00534915-0.000729241j -0.00274041-0.000740006j -0.00524254-0.0040712j -0.00418327-0.00277513j 0.000447982+0.00899798j -0.000711095-0.000631711j -0.00331952-0.000923842j 0.000110546+0.000279732j 0.00404283-0.00102736j 0.00242829+0.00497763j 0.00280212+0.00321265j 0.000774382+0.0019791j 0.00261091+0.000766421j -0.00546934+0.00298764j -0.00262063+0.00297624j 0.000985749-0.00366423j 0.00316673-0.00367436j -0.000123582-0.000990756j 0.000559106-0.00023441j 0.00026561-0.00188136j -0.00404098-0.000118265j 0.000844331-0.00214945j 4.35736e-05+0.00223401j 0.00230374+0.0021933j 0.00188947-0.00102479j 0.0010365+0.000704236j -0.000820867-0.000303117j 0.00170907+0.000198137j 0.000362825-0.000309577j 
-0.00140025+0.000840015j 0.000132154-0.000293591j 0.000504099+0.00148295j 0.00194487-0.00192445j 0.0039464-0.000282296j 0.00338561+0.00302642j -0.00411453+0.00316904j -0.00481101-0.00300942j -0.00122769+0.00129578j 0.00358054-0.0091138j 0.0093985+0.000154141j -0.00584319-0.00755016j 0.00696542-0.0044867j 0.0019783+0.00165002j -0.0018442+0.0052074j 0.00029876-0.000340485j -0.00633067+0.00308224j 0.00379475-0.000304876j 0.0032333-0.00920015j -0.000833504+0.000763053j 0.00497345+0.00372841j 0.00129514+0.00104826j 0.00217518-0.007982j 0.00338923-0.000772344j -0.00246158+0.00406448j -0.00379245-0.000215631j -0.000219543+0.000453299j -0.00472505-0.00283666j -0.00025881+0.003873j -0.00790113+0.00158219j -0.00109778-0.000930013j 0.00110921+0.00347283j -0.00581103+0.000432911j -0.000218342-0.00296698j 0.000816917+0.000732205j 0.0027052-0.00214559j -7.44716e-05+0.0020406j -0.000555723-0.00096993j -8.1572e-05+0.00172097j 0.000413447+0.000712112j -0.0015715-0.000842464j -2.36812e-05-0.00136205j 0.0012555-0.000774362j 0.00322318-0.000554607j -0.000728192-0.00253656j -0.00156969+0.00230776j 0.00195034-0.00281745j 0.000105077-0.00149686j -0.000583952-0.00027675j -0.00120809+0.00293924j 0.000358021-9.07777e-05j 0.00139958+0.00302764j 0.000265196-0.000532295j -0.000825237-0.000617143j 0.00133089+0.000749756j -0.00136661-0.00117826j 
0.00238578-0.000173962j -0.000301678-0.000279271j 0.00212895-0.00314562j -9.95519e-05+0.000809931j -0.00299226+0.000466676j -0.000925095-0.00679424j 0.00557968-0.00201322j 0.00720958+0.00114613j 0.00230593+0.000552268j -0.00698087+0.00343698j -0.00079894-0.00626325j -0.00282898-0.00123108j -0.00518195-0.00444047j 0.00141689-0.0061689j -0.00190893+0.00280586j 0.00835218+0.0079037j 0.00588068-0.000670958j 0.0016907-0.000614j 0.00136231+0.00162067j 0.00062055-0.00199087j -0.0100047-0.00213225j -0.000816711+0.00425944j -0.00349695+0.00738068j -0.00637472+0.00310887j -0.0031854-0.00605839j 0.000972922+0.00505559j -0.00138531+0.000194128j -0.000150154+0.00164942j -0.00327239+0.00207357j 0.00298198-0.00139944j -0.00295959-0.00440265j 0.00135935-3.17142e-05j -0.00359383+0.00075623j -0.00270626+0.00285773j -0.00356898+0.00130126j 0.00125493-0.00138832j -0.000489185+0.00239616j -0.000258277+0.00452421j 0.000144401-0.00455995j -0.00183463+0.000172215j -0.00417795+0.00285312j -0.00429645+0.00537191j -0.00227632+8.04308e-05j -0.00176704+0.00123435j -0.00189818+0.00134905j 0.00164986-0.00340429j -0.004585-5.09313e-05j -0.0025213+0.00385356j 0.00193273+0.00116506j 0.00148314-0.00168494j -0.00284415+0.00350652j -0.000851489-0.00385618j -0.000109286-0.000921101j -0.000881348+0.00299953j -0.000375045-0.000287575j 0.00289329+0.00205129j 
0.00107811+0.00123418j -0.00460757-0.00362289j -0.0020203-0.000660416j 0.00600581+0.00569831j -0.00463433+0.00254838j -0.00493091-0.00465951j 0.00376421-0.00628442j 0.00907199-0.00499638j 0.00396366+0.00262097j -0.00264363+0.00118566j 0.00365305-0.000606185j -0.00422202-0.00446509j -0.006742+0.00139554j -0.00492625-0.00312459j 0.00398632-0.000799215j 0.00379046+0.00502035j 0.00301922+0.0022805j -0.000859717-0.00279904j -0.00929715+0.00612144j -0.0030094-0.00147642j -0.0128751-0.000481457j -0.00351276+0.00213892j 0.000441283-0.00528198j -0.00424993+0.00785932j 0.00157997-0.00525114j 0.00347328+0.00370321j 0.00308545-0.00281054j 0.00183926+0.000192655j -0.00210467+0.00255885j 0.00216062+0.000152934j -0.00182604-0.0007578j -0.00312371-0.000858281j -0.00217458+0.00483304j 0.00494092+0.00199956j -0.00265442-0.000177365j -0.00474586-0.00823795j -0.00108472+0.00114295j -0.00209106-0.0027929j -0.00255998-0.00305154j -5.64017e-05-0.00790842j -0.00505974+0.00276296j -0.00525838-0.000327788j -0.000850616-0.00261348j -0.000962932+0.00149633j -0.0012497-0.00133132j 0.000322126+0.00301822j -0.00110418+0.00170924j 0.00136528+0.00523589j 0.000919023+0.00331226j -0.00221147+0.00126953j -0.00252346+0.0020981j -0.00349628-0.00597411j 4.78729e-05-0.00344658j -0.0050453+0.00401557j -0.000440356+0.000543807j 0.00209369-0.000166841j 
