0.00410745-0.0248434j -0.0392839+0.00666748j -0.0107305-0.0334017j 0.0229373-0.0340519j -0.0114691+0.0177855j -0.00456265+0.00393364j -0.0158984-0.00346312j 0.00233536-0.00557181j 0.00418543-0.00896605j -0.00802034+0.00285042j -0.00366902+0.0123615j -0.0147142-0.0123671j 0.0205636+0.0024983j 0.0195603+0.0112595j -0.0275969+0.00260096j -0.030209+0.0161469j 0.0109336-0.00274249j -0.00309174+0.014164j 0.0044673+0.00154084j 0.0100122+0.00708369j 0.00537221+0.00811132j 0.00354407+0.00253204j -0.00260185-0.00384539j 0.000300515+0.00155603j 0.00255661-0.00354775j 0.00473356+0.00139589j 0.00601572+0.000114731j -0.00145918+0.00284532j -0.00245847-0.000633006j 0.00163793+0.00264532j -0.00309696-0.00351783j -0.00101875-0.000195558j -0.00332545+0.000713687j -0.0012103+0.0022957j -0.000791157+0.000233597j -0.0122656-0.00696344j 0.00370306-0.00875014j 0.00583978+0.00542213j 7.26898e-06+0.00191722j 0.0036223-0.00786638j 0.00150322+0.00609802j 0.000677609+0.0100478j 0.0033019+0.00427002j 0.00377841+0.00580475j 0.00436707+0.00377427j 0.002874+0.00979969j -0.00382932-0.00538689j -0.00229743-0.00780569j -0.000347154+0.00193897j -0.00333155-0.00325632j -0.000139233-0.000797476j 3.86561e-05+0.0054056j -2.2397e-05-0.00532872j 0.00302295-0.000620054j -0.00212103+0.00139055j -0.00178234-0.00178846j -0.00436318-0.00171089j 0.00453777+0.00134785j -0.000371248+0.0001358j 0.000487328-0.00115196j -0.000145068+0.00258853j -0.00197422-0.00240684j 0.00116623+0.0013829j -0.00805008+0.000358476j 0.00119216-0.00200471j -0.00233442-0.000896532j -0.00181145+0.00191661j -0.0009108+0.00256948j 0.000556391-0.000566675j 0.000111817+0.000140942j -0.0018278-0.000660542j -0.000450569-0.00256002j 0.00330402+0.000944582j 0.00203173+0.00117824j -0.00163139+0.00135672j 0.0014978+0.0011412j 0.00183548-0.00203583j 0.000480102-0.0012332j 0.000615378-0.00405928j -0.00180331-0.00117559j 0.000852029+0.00362913j -0.00835208-0.000928035j 0.000472446-0.00392915j -0.00167665-7.59284e-05j 0.00408804+0.000136523j 0.00185302+0.000229349j 0.00122449+0.00449489j 0.00728162-0.00789565j -0.00375101-0.0019713j 0.00118478+0.00578398j -0.000540897-0.00192528j 0.0081742-0.0186126j 0.0306809-0.0239851j -0.0112837+0.000561299j -0.00338951+0.0037345j -0.0084672-0.00885217j -0.00288388+0.0146627j 
-0.0385258+0.0287868j -0.00269502-0.0402583j -0.166225+0.0530317j -0.0397212-0.0535228j -0.095205-0.0215264j -0.027629+0.0537549j 0.0172332-0.0657009j -0.0428325+0.029079j -0.0685865+0.0152014j 0.104779+0.0434954j -0.1079+0.0661925j 0.0555785+0.106231j 0.101208-0.00432978j 0.0804896-0.0465523j -0.0576095-0.0817059j 0.0794236+0.0150694j -0.012498+0.0199057j 0.0229096+0.0358756j -0.0351395-0.00337902j -0.00756041-0.0243852j 0.000217669-0.00207314j -0.00900868-0.00714744j -0.00923529-0.0177715j 0.0500667+0.00986569j -0.0479765+0.00976104j 0.0191642+0.00409805j 0.0424212-0.00254505j 0.0313375+0.00497675j -0.00601467+0.00999638j 0.00712207+0.00926565j 0.00741216+0.00930778j -0.0246285+0.0235166j -0.0215784-0.00351067j 0.0173956+0.0324975j -0.00190269-0.00687577j 0.00975072+0.00445919j -0.00841588+0.00972417j -0.0146859+0.00709074j -0.00369886+0.00584153j -0.0100079-0.00256658j 0.00460629-0.00731911j 0.00521602+0.00784757j 0.00550594-0.0036222j 0.00679421+0.00633713j 0.0106388-0.00503372j -0.000145721+0.0177326j -0.00285681-0.00482435j 0.00235448-0.00139433j -0.0105916-0.00400735j -0.0113894-0.00537236j 0.0190013-0.000364054j -0.00138824-0.016328j 0.0250849+0.00141269j 0.00112446-0.00020809j -0.00443221-0.00874533j -0.0106786+0.00480526j -0.0179127-0.0107093j 0.0124407-0.00474255j -0.00289669-0.000979411j -0.013076-0.0091608j -0.0161731+0.001009j -0.0141597+0.0027593j -0.00487262-0.00126654j 0.00394797-0.0178132j 0.00374959+0.00538312j -0.00263428+0.00754381j 0.00215721+0.000530203j 0.011897-0.00273771j 0.0013868-0.0122603j -0.00562881-0.0210872j 0.00304364-0.00514067j -0.0045524-0.0231564j 0.00905363+0.00728939j -0.00132398+0.00572295j -0.00250878+0.00281337j 0.00269949+0.00456612j -0.0072596-0.0142274j -0.0134005+0.000640509j -0.00627484-0.00159099j 0.0100171+0.00633471j 0.00572421+0.00411737j -0.00214659+0.00439922j 0.00525139+0.00794695j 0.00157979+0.000933849j -4.24136e-05-0.000260038j 0.0070376-0.00348004j -0.0108409+0.00108981j -0.0033214-0.00241578j 0.00159176+0.000212199j 0.00727013+0.00225217j 0.00525297+0.000659171j -0.00404695+0.00149538j -0.012969+0.000501485j 0.00249232+0.00281407j 0.000664795+0.00154783j -0.005887-0.00556943j 0.00677046+0.00225366j 
0.0268654+0.0199049j 0.0595573+0.0390983j 0.157767+0.0963361j -0.0591533-0.038021j 0.0484754-0.0158393j -0.0502608-0.0697754j 0.103937+0.0561501j -0.0700348+0.0976654j 0.00692845-0.0355126j 0.127438+0.0285698j -0.143325+0.014302j -0.0351714-0.18369j -0.0880176+0.137977j 0.0331359-0.127683j 0.155516+0.0101413j -0.0686459-0.057047j 0.053183-0.0041945j -0.00353209+0.0125799j 0.0299804+0.0382659j -0.00658571-0.0151841j 0.00428543-0.00288758j -0.0128102+0.0100952j -0.054701-0.00240772j 0.0140786+0.0459128j -0.0193789+0.0274324j -0.0121985+0.00191634j 0.00684953-0.0123534j 0.0109073+0.0247658j 0.0170443+0.00972247j -0.00508772+0.0169003j 0.0250297+0.00194602j 0.0087826-0.0379348j -0.0089104+0.0226307j 0.0219142-0.0284408j 0.0170629+0.00221949j -0.00937411+0.00993362j -0.00251391-0.00494364j -0.000390725-0.0116709j -0.00473995+0.0141079j -0.00338991-0.00131752j -0.00296025-0.00610482j 0.00707105+0.000802871j -0.0161631-0.00490361j -0.00104087-0.0169997j 0.00181138-0.0172482j 0.00812502+0.0108604j 0.00622908+0.0039782j -0.00110687-0.000466994j -0.00349009+0.00575568j -0.00610096-0.00580209j 0.00101016-0.00246052j -0.00938371-0.00746855j -0.00302352+0.00172838j 0.00342363+0.00363871j -0.0148524+0.00237348j -0.0107921+0.0154031j -0.00342426-0.00252386j -0.00365917-0.00245827j -3.6263e-05-0.00779047j -0.00703787+0.00349989j 0.00656989-0.0024572j 0.0103249+0.0113073j -0.00896083+0.00445622j -0.00456156+0.000219112j 0.0111408-0.00374664j -0.00077689-0.00768974j 0.00624068-0.00380446j 0.00382697+0.00654996j -0.00469924-0.00270033j 0.00727804+0.00802696j 0.00633391+0.00535503j -0.0128487-0.0053263j -0.00936371+0.000634856j 0.00873052-0.00431614j 0.00378939+0.0194351j -0.00188133+0.00277708j -0.00516054+0.000766227j 0.00423359-0.00228924j -0.00381889-0.00100635j 0.00747745+0.00503884j 0.00326799+0.00649113j 0.0136486+0.0157014j 0.00803978-0.00610381j -0.0066663+0.00653916j -0.00814246+0.00351647j -0.0105036-0.0070441j 0.0131791-0.00411759j -0.003185-0.0019589j -0.00187255+0.0118593j -0.00306393+0.000199236j -0.00854979-0.0065186j -0.00665151-0.00155127j -0.000458502+0.0100931j 0.00295082-0.00058415j 0.00894341-0.00370699j 0.00782794+0.00952317j 0.00703799-0.00534644j 
0.00795929+0.00763493j 0.0734543+0.0415163j -0.14947+0.117543j -0.0398482+0.0132492j -0.0619257-0.156841j -0.102489+0.00627156j 0.0992985+0.0980839j 0.0348114-0.0581761j -0.0639264+0.130368j -0.0108754-0.04593j 0.0390561-0.103275j -0.0270542+0.108931j 0.0410745+0.0863924j -0.0783724+0.0252601j 0.0207691+0.0266371j 0.0778135+0.0160431j -0.0373547+0.0416595j 0.0234738+0.0248733j -0.0687565+0.00297676j -0.0152015-0.0216174j 0.0195304+0.00105582j 0.00117671+0.0279697j 0.0173627-0.0306962j 0.024727+0.0188517j -0.0167707+0.041957j -0.0209609+0.0291783j 0.00726135-0.0249975j -0.000928728-0.0117184j -0.0139672+0.0211743j 0.0175235+0.0113153j 0.0162066+0.00810908j -0.00931276+0.0122561j 0.00397696-0.0195545j 0.0110307+0.0183671j 0.0290878-0.00576196j -0.010265+0.00442679j -0.00638883-0.017864j 0.00849906+0.00640735j 0.000109768-0.0164339j -0.010377-0.0062229j 0.0139249-0.00562838j 0.00324851+0.00497959j 0.00883258+0.00130434j 0.0226286+0.00690331j 0.0159476+0.00250908j -0.00182174+0.0116897j -0.00550076+0.00554827j -0.00393821+0.00651961j -0.000269169+0.00333142j 0.00167465+0.010795j 0.00947521+0.0123367j 0.0154414-0.00303725j 0.00809441+0.00452953j -0.00432446-0.0155666j 0.00486646+0.00627518j 0.000409089+0.0024955j -0.00347027+0.0159085j -0.00219777-0.0126485j 0.000528045+0.00265297j -0.0172389+0.00364486j 0.00382837+0.0110163j 0.00294277+0.00799305j -0.00995959+0.00175534j -0.00332732-0.00407179j 0.00527276-0.00564651j 0.000980276+0.00622055j -0.00596402-0.0107686j 0.00296632+0.00579104j 0.0153244+0.00339489j -0.0129275-0.0163696j 0.000114529-0.0119792j -0.0166759-0.0158079j 0.0128779-0.000303086j -0.00382915+0.00931056j 0.00111457+0.00446328j 0.0129821+0.012803j 0.0140233+0.0092759j -0.00897048+0.00487046j -0.00457154+0.00184779j 0.0122161-0.0062527j 0.0115708+0.015404j -0.0116277+0.00430386j 0.000969383-0.00813069j 0.00509541-0.00329154j 0.00716741+0.00361268j 0.00792064-0.00456795j 0.000657475+0.00303813j -0.00342944+0.0114802j 0.00285776-0.00411395j 0.00264904+0.00691268j 0.00467521+0.00351053j 0.0146524-0.00460118j 0.0165101+1.00397e-05j -0.00330878+0.000967743j 0.00737451+0.00182216j -0.0157187+0.00685103j -0.00738053+0.00352354j 
0.00845169+0.0203809j 0.00124359-0.0214733j 0.053433-0.143754j 0.0708064+0.104213j 0.0569225-0.126347j -0.013126+0.03908j -0.00254431+0.0717362j -0.0358693-0.0865066j 0.0123038+0.0647972j 0.118985-0.0800887j -0.138605-0.0245698j 0.0446847+0.177078j -0.055338-0.017045j -0.0158114-0.0205819j 0.059101-0.0480905j -0.0173009+0.0852582j 0.00427699-0.0280038j -0.0309948-0.0520759j 0.034021-0.0358682j -0.0136816-0.0440201j 0.0172746-0.0118976j -0.0186422+0.015333j 0.00154194+0.00941985j 0.000887897+0.00636553j 0.00121684+0.00912618j 0.00315575+0.0307999j 0.00656738-0.0130804j 0.0221114+0.00682405j 0.0556383+0.00131044j -0.0369298-0.0144497j -0.0136648-0.01037j 0.04063+0.00392664j 0.0113888+0.0172931j -0.0242633+0.0112364j -0.0080734+0.00997171j -0.0123983+0.00306967j -0.00284879-0.0183489j -0.00345-0.00582946j -0.00502356-0.0102203j 0.0109346+0.00552156j -0.00808344+0.0179033j -0.00789327-0.000780169j 0.00235845-0.00137436j 0.0010892+0.0193416j -0.00217728+0.00733926j -0.00764544-0.00494659j -0.00159904-0.00286676j 0.0117514+0.00297538j 0.00534621+0.0064157j -0.000145586+0.00354411j 0.00602171+0.00453072j -0.000721466-0.00158767j 0.00685679-0.00510508j 0.000887892-0.010089j 0.00885347-0.00312543j -0.0153116-0.00765249j -0.00493213-0.00354676j -0.00441141-0.0144622j 3.29902e-05+0.0138179j -0.00597202+0.0113293j -0.0139834+0.00709679j 0.021292+0.0121471j -0.0178014+0.0125944j 0.000421288-0.0094878j 0.00556238+0.0118829j -0.000951423+0.0157761j 0.00776982-0.00632112j -0.0130994+0.00261759j -0.00618774+0.0231096j 0.0124795+0.00326969j 0.00200579+0.0134889j 0.00581029-0.0119823j -0.0118462-0.00439123j 0.000849112+0.00354402j 0.00132133-0.00425628j -0.00409633-0.00700849j -0.000651283+0.0121896j 0.0101001+0.00681534j -0.00212327+0.00923608j -0.00790354-0.0142116j -0.00511917+0.00776429j 0.00546505+0.000738935j -0.00842155-0.00958012j -0.000550535+0.000264094j -0.00509486-0.00471527j 0.00291182+0.00765817j -0.0124921-0.00788911j -0.0202985+0.00312717j 0.00742623-0.00180948j -0.00144615-0.00146614j 0.00301519+0.00872792j -0.00585768+0.00843648j 0.00472387+0.0014859j 0.00675623+0.00128512j 0.00146026+0.00162133j 0.00918506-0.00492269j -0.00168546-0.00478802j 
0.0183225+0.0417773j -0.0380638-0.0467521j 0.0614538-0.0957458j -0.000444218+0.079341j -0.0715779-0.0617457j -0.146704+0.0592093j 0.130988-0.0148862j 0.156531-0.0276363j 0.124222+0.0870491j -0.00513491+0.130777j -0.0691742+0.00571339j 0.0125017-0.0139441j 0.100856-0.017516j -0.047964-0.121713j -0.0724986-0.00159489j -0.0265253-0.0103635j 0.00953503-0.0255595j 0.0127036-0.0189411j -0.00795327-0.0245474j -0.0258074-0.00121007j 0.00661719+0.00186888j 0.0197566+0.0119252j 0.000427617+0.0160268j -0.0508246+0.0386441j 0.0127972+0.0357192j -0.00196123+0.0121312j -0.00542563-0.0135639j -0.0103417-0.00443028j -0.00884297+0.0114614j 0.0171537-0.0163053j 0.0209689+0.00849148j -0.00697765-0.0134671j 0.0196157+0.0165451j 0.000165416-0.0102872j -0.0105539-0.017256j -0.00634469-0.0109103j 0.00850419+0.00639282j -0.00653067+0.00412841j 0.0109125+0.0103448j -0.00513972-0.00628207j 0.000795043-0.00565724j -0.00663434-0.00699584j -0.00122195+0.00476757j -0.0169089-0.00435434j -0.0165238-0.00111172j 0.0094459-0.0258635j 0.0149475-0.010347j 0.00556598+0.0100512j 0.00125911-0.00140421j 0.010129+0.00231966j 0.00757179-0.00507212j 0.0144256-0.0257815j 0.00405277+0.00844128j 0.00362551-0.0149334j 0.00886169-0.00157578j 0.0113408-0.00081084j 0.0162981+0.00484784j -0.000809235-0.0148531j -0.00162046+0.0143551j -0.00885582+0.0279517j 0.00803031-0.00861986j -0.00243258+0.00971423j -0.000209626+0.0215288j 0.00438405+0.0113427j 0.00204041-0.00573288j 0.00969758+0.00475376j -0.00726462-0.00488059j 0.0109877+0.0084505j 0.000665871+0.0248521j -0.007193+0.00289006j -0.000709914+0.0107586j -0.0175823+0.00105618j 0.00666596-0.0174498j 0.00351939-0.0098989j -0.00679796+0.0106685j 0.00938683-0.00375126j 0.00931775+0.00350782j -0.00733984-0.000366336j -0.00678939-0.00520572j -6.49413e-05+0.00402007j 0.00628645-0.000491083j -0.0110843+0.0060262j -0.000688948-0.0124461j -0.00766316+0.0100646j -0.00644461+0.00455804j 0.000313108-0.00114116j -0.00694382-0.00125159j 0.000103494-0.00890524j -0.00378016+0.00568727j -0.00318981+0.00256679j 0.00679886+0.000313584j -0.00743684+0.0100962j -0.00194461+0.00434109j 0.00602433+0.00161115j -0.0077411+0.000724045j 0.00997535-0.00618054j 0.00243262-0.0101281j 
-0.00781368-0.0920365j -0.122071+0.00129656j 0.0356818+0.0656565j 0.0524882-0.0597565j 0.010642+0.0552788j -0.0583729-0.105007j -0.137362+0.109002j -0.0565761+0.0455479j 0.191511+0.155994j 0.093725-0.191667j -0.0618868-0.0479772j -0.206825-0.099224j 0.0785339-0.132543j 0.0129538+0.148904j -0.184892+0.065214j -0.127052-0.0300126j 0.0216616-0.0736401j -0.0171256-0.00928206j 0.00802922+0.0226543j 0.0322582-0.00333589j -0.0203897-0.0180976j -0.00358585+0.00658285j -0.00391037+0.00598415j 0.00774945+0.0044016j 0.0229088+0.00930105j -0.00845112-0.0150531j 0.0271545-0.0119896j -0.0188551+0.020866j 0.00192665-0.0130607j 0.00845212-0.00634678j 0.00481349-0.0214662j -0.0271146-0.00823858j -0.00277577-0.0018008j -0.000593437+0.0114101j 0.0047635+0.000903537j 0.000748971-0.00818997j 0.0222052+0.014829j 0.0138189-0.0173115j -0.0142496-0.0137741j 0.00487859+0.01467j -0.0158958+0.00518906j -0.00642839+0.00179576j -0.0026424-0.00616401j -0.00903574+0.0070967j 0.00432543+0.00473081j 0.00277922+0.00408101j -0.000636478+0.0118336j 0.00315319-0.000530017j -0.0153378+0.0145482j -0.00759692+0.0028569j 0.0109884+0.000513473j 0.0230192+0.00659052j 0.00481867-0.00587209j -0.0134811-0.00999239j -0.012544+0.00468686j 0.00107112+0.00794226j -0.00739813+0.00496101j -0.00938921-0.00662041j 0.00399801+0.00862855j 0.020339+0.0100192j -0.0225635+0.00708222j 0.0263175-0.000184596j 0.0163986-0.00800381j 0.00355651-0.00922574j -0.00938067-0.00759409j 0.00524001-0.0216351j 0.000136219-0.000738116j -0.0022469+0.000181955j -0.0181255+0.00784274j 0.00671511+0.00988641j -0.00703794-0.00895676j -0.00286143+0.00144278j -0.0153253+0.0184623j 0.00890473-0.00635452j -0.0129188+0.00233028j 0.0121949+0.00572729j -0.00944715-0.000856149j -0.00457514-0.0105296j -0.0167924-0.00588195j -0.00644891+0.00305474j -0.00616149+0.00318048j -0.0128774+0.000889877j -0.0103796-0.00703414j 0.00564218+0.000781985j 0.005054-0.00369762j 0.00150372-0.00248276j -0.0120895+0.00725492j 0.0069422+0.0079851j 0.000663146-0.00665092j 0.00324816+0.00132765j 0.00310115-0.00693873j -0.00172803-0.00634809j -0.00313572-0.000549663j -0.00114049-0.00331052j -0.0122945-0.00209917j 0.00439101+0.00852867j 0.00439252+0.00491088j 
0.0246983-0.0431968j 0.0109204+0.00237535j 0.0218066+0.0261251j -0.025497-0.0995948j 0.0233941+0.0882579j -0.0701277-0.105846j 0.160018-0.00411953j 0.14286-0.0263498j -0.116861+0.127443j 0.103026-0.0523923j 0.179642+0.0403071j 0.239686-0.0734315j 0.0597728+0.0215785j -0.032072+0.0268983j 0.117969+0.0108173j -0.0142039-0.0366047j -0.00678745+0.00981505j -0.00627359+0.041333j 0.0104366-0.00721997j -0.0196121+0.00222065j 0.027264+0.0169975j 0.00831579+0.0248575j -0.0202129+0.00343846j -0.00498323+0.0209501j 0.00536465+0.00202169j 0.0276798-0.0132992j 0.0225062-0.00915351j -0.00350123+0.00861132j 0.00844518+0.00609756j -0.00394009-0.0451064j -0.00631057-0.019571j -0.010791+0.014364j 0.00562834+0.00645882j -0.00806292+0.0047159j 0.00860773-0.00437745j 0.0108994+0.0028003j -0.00874652+0.00881543j 0.00740223+0.00660814j -0.00364974+0.0037291j -0.00209995+0.00796517j -0.00637597-0.00617931j 0.0126877-0.00297855j -0.00631058+0.0033562j 0.00516958+0.000847876j 0.00348428-0.00613258j -0.00524485+0.00987043j -0.00617171-0.000582164j -0.00980209-0.00541737j -0.001627-0.00923255j 0.00181825-0.000602123j -0.00251822+0.0129541j -0.000963224-0.00227796j 0.00306846-0.00202923j -0.00478925-0.0110367j 0.0133383+0.00673707j -0.0219873-0.0371979j -0.00560501+0.000523952j -0.0247894+0.00872669j -0.00547163+0.024666j -0.00511995+0.0117996j -0.0180286-0.00535836j 0.0139298-0.0229112j -0.0126292+0.00715316j 0.0162886+0.00120804j -0.00149958+0.0128158j 0.00459118-0.000233084j 0.00909945-0.00982497j -0.00462088+0.0151845j -0.00391702+0.0343709j 0.00312539+0.00690614j -0.0101746+0.0087022j 0.00667181-0.0115021j 0.00144114-0.0232878j -0.00283086+0.00249441j -0.00503694-0.0117627j 0.0142739-0.0126919j 0.012569+0.00247227j -0.00888077+0.0127187j -0.00869532+0.00592913j -0.00522944-0.00636759j 0.00044461-0.00382351j 0.00201175-0.00214263j -0.00555743+0.000553096j -0.00644796-0.00269966j -0.0040683+0.00660989j -0.00428785-0.00228591j 0.00365727+0.00363126j 0.0109578+0.0014519j -0.00743733+0.000711435j 0.000776191+0.00318488j -0.00222207-0.00131138j -0.00154144-0.0107694j -0.00687321+0.00540056j -0.0010222-0.00305742j 0.00616008+0.00112371j -0.00239233+0.00293821j -0.0017559+0.000395921j 
-0.0238038-0.0539314j -0.0372915+0.0174348j 0.0381815+0.0221828j 0.0283998+0.0262683j -0.030796+0.0268754j 0.0131909+0.103954j -0.0423989-0.0594773j -0.0590746-0.0366986j 0.0206697-0.00155823j -0.0127497+0.0262768j -0.0669897+0.0163803j 0.148529+0.0275759j 0.135531+0.0209182j 0.0558954-0.0260758j -0.0587671+0.156335j -0.0433033-0.0387731j 0.0210577-0.0893932j 0.00614497-0.0206397j -0.0115031+0.0288668j 0.0209062-0.00314749j 0.0104681+0.0338794j 0.00684906-0.0109201j -0.00291501+0.0127909j 0.00630736-0.00241109j -0.0239748-0.00210459j 0.0158482-0.0187981j -0.00957269-0.0108196j -0.021625+0.0391638j 0.0229664+0.00267455j -0.0141353-0.00351893j 0.0175617-0.00541157j -0.0214548+0.0102201j -0.00218293-0.0320912j -0.00711815+0.00946857j -0.00296354-0.0132772j -0.016855-0.00730966j 0.023708+0.00646598j 0.0124173-0.0169471j 0.017776-0.0164958j 0.00173973+0.00632717j -0.00262923+0.00826752j -0.00979295+0.00736564j 0.00637398+0.000654069j -0.0104424+0.00127405j -0.00419202+0.00283434j -0.0104713-0.0127087j 0.00503034-0.0188744j 0.0140891+0.0171219j 0.00180398-0.00325973j -0.00256415+0.000606647j 0.0169034+0.00320647j -0.0102129-0.0109466j 0.0171597+0.0132157j 0.00296439-0.00114843j 0.0181284+0.00120183j -0.00813508+0.00475482j -0.000988314+0.00207117j 0.0111689-0.000526249j -0.0107741+0.00731096j 0.00186572-0.00605747j 0.000624026+0.0113093j 0.000239374-0.0107401j -0.0134191-0.00678756j -0.00855663-0.00583362j -0.00741946+0.00317484j -0.0142866-0.00249262j 0.00430032+0.00105045j -0.00187622+0.0042601j 0.00244363+0.00328891j 0.0176253+0.00014514j -0.00430759+0.00767946j 0.000512253-0.0114157j -0.00594695-0.00229788j 0.00542211+0.000110935j 0.0238891-0.004256j -0.00304133-0.00692279j -0.00868473-0.00813694j 0.000453469-0.0135041j -0.00126517-0.00573706j 0.0189851+0.00661762j 0.00470301-0.0109733j 0.00576301-0.00127802j -0.000869373+0.0112426j 0.0134285-0.0085189j 0.00572402-0.00587561j -0.0015422+0.0104455j 0.0102115-0.00261464j -0.0059856-0.016967j 0.00206699+3.24672e-05j 0.00146319-0.00401957j -0.00350871-0.000502018j 0.000160615-0.000355591j 0.00456945+0.00701748j -0.00367622+0.00241576j -0.00601104+0.00496612j 5.24215e-05-0.000589894j 0.00133145-0.00570107j 
-0.0358329-0.104558j -0.0350882+0.0518759j 0.00326948-0.171092j 0.0406437-0.151568j -0.148535+0.00794378j -0.0616905+0.097071j 0.0231896-0.0385508j 0.0796102-0.295831j -0.157225-0.185402j -0.0174028+0.0256269j -0.0263091+0.0551364j 0.0849304+0.0199913j -0.0187414-0.0280141j 0.0633529+0.0800533j 0.157038+0.173302j -0.121219-0.00246133j -0.0616666-0.127215j -0.0347953+0.0324726j 0.00594611-0.0622482j -0.0355315-0.0201119j -0.00271843+0.00482101j -0.000541956-0.0051721j -0.00371922+0.0179239j -0.00974576-0.0248162j -0.0209095+0.0119676j 0.00687501+0.00269969j -0.00522595-0.0136323j 0.0130421-0.00284359j -0.00161743+0.00428883j -0.0034653+0.0116041j -0.000249925+0.00422025j 0.005051-0.0246149j 0.000924808+0.00933035j -0.0152315+0.0186575j -0.00289363-0.00448097j -0.0101098-0.00260709j 0.0152858-0.00667617j 0.00536807-0.025704j -0.00559945-0.0134977j 0.00779623-0.00349244j 0.00906734+0.0116766j 0.0116236+0.00587994j 0.00904136+0.0035082j 0.0047361+0.0201587j 0.00864257+0.0144655j -0.0300751+0.0082459j 0.00701767-0.011641j 0.0111845-0.000525215j -0.0102149-0.00663953j 0.00990931+0.0165617j 0.00596834-0.00584389j 0.0114002-0.0304678j 0.0094071+0.020605j -0.00465916-0.00503947j 0.0193103+0.0113057j 0.000198711+0.0148833j 0.0115421+0.00899181j 0.00570467-0.00634554j -0.00035906-0.0153825j -0.0139336-0.00226294j 0.0112106+0.00915538j -0.00406582+0.0196962j 0.0082456+0.00296746j 0.00645299+0.00967817j 0.0102655-0.0205125j 0.010113-0.0075418j -0.0105879+0.0111965j 0.0062253+0.00489642j -0.001295-0.0113252j 0.00104762+0.00434198j 0.00470029+0.00625314j -0.00168966+9.58207e-05j -0.000975215+0.0190328j 0.0162723-0.0038691j -0.0227128+0.0143189j 0.000589077-0.000743725j -0.00884908+0.0122393j -0.000790831-0.00564752j 8.39633e-05+0.00516914j -0.0074739-0.00698524j 0.00904229+0.00885007j 0.00411558-0.00686673j -0.00339067-0.00744629j -0.00374562-0.0121705j -0.000310368-0.000236454j 0.0029181+0.00497902j -0.00158021+0.0106726j -0.00205877-0.0112967j -0.00386494-0.00469955j -0.0012107-0.00170006j 0.00100934+0.00156802j -0.000403149-0.00030971j 0.00939591+0.015425j -0.000366205-0.00386182j 0.00340515+0.0121456j 0.00280045+0.00102755j -0.00691893-0.0101618j 
-0.0955372-0.00450831j 0.0118103+0.0815557j -0.101272-0.0468703j 0.113462+0.123882j 0.207472+0.181204j -0.0106329+0.0427607j 0.12154+0.0674991j -0.0862196-0.0459276j 0.121672+0.00312463j -0.163744+0.201711j 0.0300671-0.00828403j -0.119131+0.0325891j -0.0163223-0.0571444j 0.106174-0.0299468j 0.0119919+0.0123787j 0.00531815+0.182318j -0.092579-0.0462385j -0.0590766-0.058065j 0.0244428+0.01489j 0.0217073+0.0324855j 0.00869026-0.00898198j 0.0185926+0.000440691j 0.00404684+0.0152015j -0.00519837+0.0114762j 0.0135485+0.00105458j 0.0130819-0.0338837j 0.0248817-0.012051j 0.00966962-0.0112452j 0.0197695+0.0305144j 0.00407753+0.0157217j -0.0143148-0.0112268j -0.0169846-0.00881151j -0.00667874+0.0164643j -0.0213143-0.000219782j -0.0102395+0.0138159j -0.00352616-0.015871j 0.00656255-0.0278273j -0.0194502-0.0207305j -0.00835936+0.00643368j 0.00250798-0.00450317j -0.00195711+0.0117876j -0.015617-0.0120004j -0.00654576-0.00493077j -0.0187515+0.00705611j -0.0123408+0.00675445j 0.00446798-0.0179113j 0.000789528-0.00496166j 0.0105719+0.000413936j -0.00320884+0.00864626j -0.00539029-0.0173907j -0.0066974-0.000993808j -0.00230896+0.0035703j 0.00551063-0.00877391j -0.00208873+0.00540349j -0.00664129-0.00871741j 0.00758724-0.01295j 0.00047283-0.00295684j 0.000492326-0.0034019j 0.00406052-0.00354064j -0.0162682+0.00628578j 0.00461832+0.0089368j -0.00977822+0.00577351j 5.50876e-05+0.00944949j 0.0156824+0.00224526j 0.0164092+0.00443547j 0.0177866-0.00855615j -0.0010576-0.00533104j 0.00583938+0.00593409j -0.0115816+0.00600858j -0.00349369+0.0240451j 0.001697-0.00276441j -0.0031562+0.00115292j -0.00527722-0.00542512j -0.000766006+0.0018341j 0.00116129+0.0213999j -0.000180527+0.00284566j -0.00974202+0.00145657j 0.00243867+0.00222898j -0.00364452-0.00674706j 0.00948685+0.0152657j -0.00701766-0.00788314j -0.0111526-0.00628417j 0.00566497-0.00426948j -0.00626099+0.00842339j 0.0037605+0.00350327j 0.0101793+0.00769609j 0.00173663-0.00200274j -0.0030205+0.00352316j -0.000263192-0.00294612j -0.000333442+0.0012877j -0.000448241-0.00334993j -0.0085719+0.00965512j -0.00245032-0.00495092j -0.00361953-0.00498967j -0.00731705-0.000835161j 0.00966382-0.0071062j 0.000540159+0.00163896j 
