0.0187798+0.00959049j -0.0110071+0.00970149j -0.00438011+0.00898905j 0.00479213+0.00634065j -0.00583117-0.0090342j -0.00913091-0.0310869j -0.00103742-0.0351035j -0.00359631+0.0126767j 0.00184251-0.0230756j 0.00408566-0.0119114j 0.00573858+0.0123398j -0.019216+0.0113341j 0.0261022-0.0243786j -0.0300612+0.0366193j -0.0267532-0.00296276j -0.0148969-0.0326876j 0.0243358-0.0164147j 0.00792529-0.0173687j 0.00422595-0.00150382j -0.000342248+0.00407113j -0.0309302+0.0204975j -0.00252683-0.00273953j -0.0174546+0.00823061j 0.000487424+0.000136504j -0.00566281-0.000536895j 0.0312562-0.00813895j -0.00298208+0.00414738j 0.0116488+0.00208178j 0.0149091-0.00313788j -0.0156263-0.000547478j 0.0107276-0.00395858j -0.00630597-0.00318262j -0.00753239-0.00208715j 0.00235047-0.00885323j -0.0150072-0.0124343j 0.033144+0.00962653j 0.00130095-0.0147232j 0.00176441-0.001312j -0.00218277-0.016937j -0.0072907+0.00100538j 0.0074526-0.0132922j 0.00645578-0.00944179j -0.000187272-0.00504455j -0.00731029-0.00214368j 0.00022868-0.00941155j -0.00126134-0.00184373j 0.0103023+0.00494881j 0.00416154+0.00557954j 0.00890209-0.0051443j 0.000494068+0.00642974j -0.00665269-0.00779779j -0.0121613+0.00719887j 0.000740441+0.00417314j 0.00652041+0.000381178j -0.010863+0.00432359j 0.00363124-0.003932j 0.00826574+0.00612555j -0.00494745+0.00222501j 0.00453209-0.0112464j 0.000541983-0.011904j -0.0072203+0.00136699j -0.0143246-0.00478883j 0.00365508-0.00292357j -0.00592027+0.00181622j 0.00782041+0.00433779j 0.00989078-0.00197088j -0.00196976-0.00130991j 0.00471362-0.00677051j 0.00202391-0.00680921j -0.00291964-0.00181026j 0.00573397+0.00686788j -0.00533163+0.00207877j -0.00646026-0.00273027j 0.00513862+0.0054755j -0.00562442-0.000382483j -0.00412601-0.000337044j 0.00477692-0.00629521j -0.00114095-0.00262645j -0.00446741+0.00577507j -0.00367305+0.00203824j 0.00968569+0.00794209j -0.0030811-0.00979929j -0.0100202-0.000742508j 0.00020958-0.00880511j -0.00458299+0.000161295j -0.00177061+0.00478721j 0.00517085-0.00191665j 0.00227932+0.00634951j 3.28471e-05+0.00587534j 0.00384124+0.00662091j -0.00774203+0.00609999j -0.0115262+0.00721033j -0.0157299-0.00837385j -0.00183928+0.00345618j -0.00474723+0.00404956j -0.00308437-0.00501926j 0.0113225+0.000160104j 
-0.0274167+0.00726406j 0.003059+0.0274072j -0.000970322-0.00901066j 0.00518183-0.0324479j -0.00102992-0.0362582j 0.0202517+0.0443533j 0.0179696+0.0370227j 0.0044648+0.0108753j -0.00348673+0.0131583j -0.0241594-0.0117662j -0.0247341-0.00762508j 0.000233376+0.0352214j -0.0635574-0.00332881j 0.0664547-0.0192979j 0.00295265-0.0659498j 0.00886001+0.0227705j -0.0732853+0.0417836j 0.0052401+0.0266876j -0.0251587-0.0118039j 0.0135866+0.013928j 0.00779047-0.0106546j 0.0237698-0.0103865j -0.00725378+0.0166445j -0.00686401-0.00521041j 0.000139128+0.00104054j -0.00707331+0.0120882j -0.0179974+0.0110307j -0.00976594+0.0158157j -0.00430998+0.0217529j 0.00164628-0.000807986j 0.00118766+0.0232529j -0.011212+0.00594909j -0.00198234+0.00624679j -0.0133033-0.0147592j 0.0212804+0.037446j -0.0011525-0.000385181j -0.00618808-0.0122461j 0.00470614-0.00357695j 0.0252575-0.024309j 0.014203-0.00550373j 0.0108149-0.0130141j -0.00975194+0.00814168j 0.0231912+0.00487341j -0.00406226-0.00392014j -0.00638337-0.000662715j 0.0018003+0.000397427j 0.00343623+0.00898732j -0.0141504+0.00565408j 0.00398743+0.00149796j 0.00150231-0.000763935j 0.00337805-0.000155842j 0.00271356-0.000672688j 0.00529137+0.00216664j 0.00308166-0.00735345j -0.00320766-0.0100828j 0.0033428+0.00114092j 0.00385588+0.00259468j 0.00816944+0.00159703j -0.000154507-0.00582551j 0.00235762+0.00534811j 0.000568464+0.00347545j -0.00188468-0.00442616j -0.00599583-0.00165068j 0.00523375+0.0120811j 0.00173873-0.00197506j -0.00766619-0.0012393j -0.00337437+0.00378394j -0.00766832-0.00597581j -0.00449109-0.00192615j 0.00564545-0.00214355j -0.00769223-0.00467643j -0.00724927-0.000261472j -0.00296276+0.00856837j -0.000487036-0.00107061j -0.00528081-0.00411595j 8.26648e-05+0.00283972j -0.00135774+0.000296201j -0.00427696-0.00256455j 0.0041292+0.00799179j -0.00555169-0.00875925j 0.0113001-0.00120277j 0.00176157+0.00139796j -0.00138055+0.00116758j -0.00116977-0.000716495j 0.0159009-1.39679e-05j -0.00986706-0.00585594j 0.00401011+0.0076317j -0.0153926+0.0116396j -0.00725223+0.0020393j 0.00331927+0.00805771j 0.00242788-0.0112977j -0.0108116-0.0118513j 0.018014-0.00929279j 0.0077915-0.00118269j 0.0188021-0.0305767j 0.000281498-0.00758983j -0.0275808+0.0110156j 
0.00784935-0.00922816j 0.0376018+0.00681717j -0.0424863-0.0120933j -0.0546965+0.0027989j -0.0474068-0.00778004j 0.0526499+0.0176598j 0.0532725+0.0139183j 0.00831221-0.00567164j 0.0234327-0.0129612j 0.0202791+0.0079636j 0.00734152+0.00802975j 0.10502+0.0152505j -0.0975348-0.0221162j 0.107691+0.0439896j -0.0282556+0.00970675j 0.0640277+0.00466431j -0.042295-0.0308804j 0.0250321-0.016317j -0.0540311+0.00182374j 0.0364465-0.0134384j 0.00981437-0.00281277j 0.00301492-0.00708144j -0.00621494-0.00766609j 0.00163749+0.00539309j 0.00813712-0.0175824j -0.000143807+0.0072338j 0.0036423+0.0114862j 0.00518513-0.00241121j 0.00303371-0.012378j 0.00641695-0.01114j -0.00444158-0.0110009j 0.0175574-0.00837334j 0.0268948+0.00245078j 0.0332076+0.017992j 0.00204768+0.00597886j 0.00628667-0.0205768j 0.00623255-0.00483372j -0.00300702+0.00770633j 0.0218724+0.00227233j -0.0148324+0.00845781j 0.00765132+0.00404022j 0.00214096+0.00116707j -0.00240292-0.00110544j -0.0135079+0.00574247j 0.00366707+0.00864935j -0.00588963+0.0021979j 0.000680452+0.0106752j 0.00713905+0.00610233j 0.0141225-0.00267338j -0.000323642+0.00705615j -0.000252438+0.00522791j 0.00869276-0.00152506j -0.00141642+0.000792376j 0.00181376-0.00614853j -0.0129214-0.00196693j 0.00702281+0.00313701j -0.00566096-0.000630121j -0.00338625+0.00468038j -0.00174824-0.00687201j 0.00125786-0.000672362j 0.00234487+0.00308664j -0.00421433-0.00315493j 0.0011348-0.00588437j -0.000624652-0.00485479j -0.0042818+0.00519629j -0.00874112+0.00751603j -0.0109152-0.00302664j -0.000735538-0.00460925j -0.0109675+0.00297328j -0.0012564-0.000271206j -0.00777958+0.00488806j 0.00462264-0.0020249j -0.00295516+0.00357063j 0.00278951-0.00227554j 0.00138453+0.000679109j -0.00485085+0.0122685j 0.00874506+0.00645579j 0.00493625+0.00433189j -0.00280461-0.00676087j -0.00230545+0.00789514j -0.0040739+0.00545167j 2.64176e-05+0.00104259j 0.00851791-0.00273409j -0.00116075-0.00564668j 0.00175301-0.0056114j 0.011069+0.00115294j -0.0096297+0.00614967j 0.00727204-0.000132221j 0.0145471-0.0153543j -0.0157741-0.00312964j -0.0278949+0.0222294j 0.000110176-0.0168922j 0.0175822+0.0207298j -0.00209864-0.0120561j -0.016713+0.0053212j -0.0271224-0.00416195j -0.00311059-0.00449281j 
-0.0205223-0.0150068j -0.0404224-0.0334021j 0.0159499+0.0270657j 0.0327882+0.0465854j 0.0332494+0.0220458j -0.0292196-0.0132453j -0.0577207-0.0306767j 0.0215188+0.00880768j -0.0309481-0.0241627j 0.0211816-0.0019279j 0.014934+0.00621042j -0.0382562-0.0257337j -0.00818224-0.00440112j 0.119513+0.0231853j -0.0637233-0.0304995j -0.15235-0.0689496j -0.073919-0.0424601j -0.0542374-0.0268698j 0.0152088+0.00624926j -0.00152277+0.000382359j 0.0101641+0.00649437j -0.0153437+0.0099956j 0.00755806-0.00324419j 0.00460492-0.00223432j 0.0040851-0.00445585j -0.01364-0.015883j -0.00979977-0.0142133j -0.000892169+0.00569256j -0.0077474-0.0076678j 0.000460626+0.0056815j -0.00782286-0.00868864j -0.00184821-0.00663725j 0.00170067+0.00819066j -0.00560328-0.0181555j 0.0205599-0.000256272j -0.0242221-0.00284339j 0.0184036-0.0084555j 0.0171551+0.00867515j 0.0113914-0.020791j 0.0164616+0.0054132j -0.00575327+0.000767927j -0.0105959-0.0209987j -0.00293041-0.00218811j 0.0120188+0.00525255j -0.00247245-0.00947772j -0.00721444-0.00153326j -0.00374147-0.0130584j -0.00761529-0.0144078j -0.0110615-0.0108093j 0.00816909+0.0111048j -0.00281025+0.001025j -0.000372651-0.00359707j 0.0067637+0.00170049j -0.00305256+0.00172559j 0.00023822+0.00456089j -0.00285951-0.00826655j -0.00524635-0.0114926j 0.00618253-0.000416075j -0.00274316+0.00033338j 0.00335348-0.00601069j 0.00621947+0.00411592j 0.00214541+0.00460944j 0.0026757+0.0080491j 0.0100382+0.00257563j 0.000849691+0.00432729j 0.000693718+0.0069396j 0.0048554+0.00557172j 0.00122356+0.0030864j 0.00167993+0.00512516j -0.00134661-0.00330403j 2.74511e-06+0.00406451j 0.00317628-0.00163765j 0.00597283+0.00863698j -0.00117493-0.000889103j 0.00330857-0.000327274j -0.00325657+0.00146138j 0.00244587-0.00212726j -0.00554028+0.00457666j 0.00564676+0.00217608j 0.000399858+0.00531034j -0.0068585-0.0105893j 0.00816014+0.00324218j 0.00687097-0.00582097j -0.00390958-0.001499j 0.00428738-0.0114049j -0.00236307-0.0128852j -0.00897832+0.00484923j -0.00810126-0.00911469j -0.0162392+0.00511693j 0.00484773-0.00134555j -0.0132865+0.00598225j 0.0148347+0.00822835j 0.0138139+0.0152101j -0.00354558+0.0112245j 0.0187214+0.00483191j 0.00495952+0.0149856j -0.0281919-0.000435843j 
-0.0181141-0.0317902j -0.00724089-0.0131037j 0.014059+0.0145192j 0.0234004+0.0451346j 0.0120595-0.0160164j -0.0153207+0.00667399j -0.0276997-0.02107j 0.00711181+0.0172824j -0.00822092-0.00873767j -0.00796205-0.0279876j -0.016588-0.0329145j -0.0129088-0.00099753j -0.041603-0.033359j 0.020678+0.00158646j 0.117322+0.0708154j 0.0439944+0.0389467j -0.0701336-0.0933948j -0.0157725-0.0110502j 0.00601231-0.00996222j -0.0148249-0.00305418j 0.00282158+0.00584696j -0.00208041+0.0150245j -0.00372391-0.00539168j -0.000455015-0.00565089j -0.0181498-0.0099598j 0.00558887-0.00198873j 0.0118706-0.00788653j 0.0057443-0.00244657j 0.00482115+0.00137373j -0.00617149+0.00812429j 0.00608519-0.00194527j -0.00194069-0.00125784j -0.00372974-0.0138347j 0.00091012+0.00454373j 0.012796+0.0104649j 0.00291808+8.40418e-05j 0.00485022-0.000754904j 0.0036908+0.0105322j 0.00122261+0.02323j 0.0089671+0.00640629j 0.00428784+0.0161073j 0.00378914-0.0105549j 0.00737717+0.0174412j 0.00950611+0.00286343j 0.00702724+0.00372758j -0.0116585-0.00778562j 0.00674046+0.00748585j 0.000859793-0.0115372j -0.00525996-0.00313346j 0.00507604+0.00359673j 0.00210751+0.00446503j 0.00139736+0.00567121j 0.000823904+0.00655576j -0.0089086+0.00370431j 0.000749863+0.000744018j -0.0021534+0.000984285j -0.00152326+0.00115349j 0.00870337+0.0081655j -0.00374142-0.000956783j 0.00626053-7.35137e-06j 0.00537012+0.00992857j 0.00450302-0.00352856j -0.000897812-0.00184815j 0.00742883+0.00165492j 0.00135528+0.000169273j -0.00259596-0.00344382j 0.00447701-0.00388467j -0.00474767-0.00848155j 0.0019286-0.0128409j 0.000200606-0.000873952j 0.000145892-0.00160022j -0.0050319+0.0107381j 0.00798092-0.00196957j -7.27157e-05-0.00158914j -0.00407544+0.00542852j -0.000218019+0.00262766j -0.00383438-0.00321053j 0.00790493-0.0142176j 0.00525443+0.0129622j -0.011221-0.00564881j -0.00754295-0.0094592j -0.0110685-0.0157638j -0.00418886+0.0209056j 0.00364233-0.0113393j -0.00323221+0.0114718j -0.00118041-0.00132024j -0.00185177+0.00669346j 0.00309389-0.00927144j -0.00311976+0.00509623j -0.016936+0.0107498j 0.00387855-0.0111215j -0.0118443-0.00294617j -0.00830595-0.0151843j 0.0184467+0.00612019j -0.0126053+0.00386283j -0.0197275+0.00786489j 0.00420925-0.00988669j 
-0.0135647+0.0145807j 0.00848415-0.0157499j -0.00585458+0.0071683j 0.00504919-0.018297j -0.0193901+0.0231594j 0.00186406-0.00406379j 0.0109006-0.0386762j -0.0108317+0.0245816j 0.0089194-0.01979j -0.0457682+0.0495812j -0.0480977+0.0429095j -0.0280287-0.00306641j -0.0362566-0.0181253j 0.0401074+0.0418809j -0.026306+0.0623777j 0.0195757-0.0474961j -0.0653107+0.00477124j 0.00508926-0.00359236j -0.0174478+0.00141306j 0.00560703+0.0126155j 0.00441927+0.0109044j 0.021004-0.0127385j 0.00157741+0.00199481j -0.00406315+0.000830713j 0.00414277+0.0156955j -0.0101715+0.00705108j -0.014063+0.00955275j 0.00534906-0.00988719j 0.00150587+0.0146209j -0.00511856+0.0388362j 0.0184433+0.0028936j -0.00925124+0.0216457j -0.0292824+0.00753326j 0.00134903-0.00449662j -0.00120344-0.0267498j 0.00944573-0.0158015j -0.00790432+0.0163888j 0.000266345+0.00607826j 2.33117e-05+0.00669841j -0.000585203+0.00806809j 0.00719962-0.0127735j 0.000546072-0.00874044j 0.00867512+0.00506695j -0.00475821+0.00358903j 0.00096835-0.0144451j 0.00662126-0.00714995j 0.00704445-0.0249085j -0.00668025+0.00533966j 0.00201281-0.0026245j -0.00259946+0.00423903j 0.00400031-0.00924172j 0.00127522-0.00142458j 0.00194956+0.00584235j -0.000819931+0.00113787j 0.000229929+0.00507675j -0.00126994-0.00314359j 0.0126056+0.00369882j -0.00220855+0.00273197j 0.00153144+0.0023858j -0.00270526-0.00164899j -0.00710917-0.00299273j -0.000750547+0.00266541j -0.00528249-0.00319243j -0.00200125-0.004823j -0.00159008-0.00168857j 0.00880962-0.00129962j -0.00150757+0.0121797j 0.00244187+0.000849978j 0.0068504+0.00740067j 6.13012e-05-0.00873049j 0.00355992+0.00140752j -0.00761462+0.003474j 0.00533702-0.00953856j -0.00599628+0.00266314j 0.00637163-0.00596827j 0.0194848-0.0131324j 0.0154705-0.0197537j -0.0056092-0.00221537j 0.00371561-0.000121391j -0.000803356+0.00397466j 0.00340921-0.00576316j -0.00205507+0.0217356j 0.00473021+0.0023762j 0.000501159+0.00121418j -0.00223905+0.00198033j 0.0230421+0.00564062j 0.0227869-0.01994j 0.000699619+0.00664034j -0.00193667+0.00148514j 0.0176534-0.0075414j 0.0132034-0.0133988j -0.0103498-0.00568184j 0.0174148+0.00559442j 0.0118516+0.00882614j 0.016136+0.0124268j -0.0100353+0.00974676j -0.0126217+0.00396415j 
0.0215128+0.00684071j 0.00151282+0.00394934j -0.00583284-0.00500862j -0.0323939-0.00852188j 0.0185243+0.00102089j -0.000751373+0.0144568j -0.00893345-0.0166126j 0.008998+0.0196266j 0.00738903-0.0126088j 0.0265156+0.0397736j 0.0361248+0.0601755j -0.0188692+0.0940468j 0.020415-0.0451097j -0.0201339-0.00905042j 0.00535351-0.00369882j -0.018383+0.00671633j 0.061839+0.0108919j 0.0116045-0.00718672j 0.00777409-0.0116423j 0.00268044+0.0143041j -0.0025337+0.000494934j -0.0102591-0.0211016j 0.00494701-0.00223884j 0.00552294+0.00249296j 0.00369038+0.0105581j 0.00716766+0.017211j 0.0161345-0.0018638j -0.00219805-0.0116826j 0.0102592-0.00418127j 0.0118842+0.00508221j 0.0115215-0.0105705j 0.000255855+0.00261485j 0.0101614+0.0207436j -0.00308443-0.00789177j 0.000465172+0.0233888j -0.029833-6.51256e-05j -0.0122741-0.00604358j 0.00424505+0.00447032j -0.0221785+0.00325285j -0.00298847+0.00309233j -0.0134561+0.00351685j -0.00918714-0.00562533j -0.00964376+0.001884j 0.000446265-0.000143285j -0.0090606-0.00088641j 0.00795337-0.0049983j -0.00875314-0.00984694j -0.00124323+0.002989j -0.00691937+0.00108509j 0.0082141+0.00790031j 0.00260764-0.00354499j -0.0109378+0.000461324j -0.00802207+0.00536724j -0.00231618-0.0022882j 0.00556794+0.00197244j -0.00949235-0.00249175j -0.0193665-0.00616473j 0.002466+0.0107862j -0.0114062-0.00607177j 0.00184566-0.00218263j -0.00893076-0.00271896j 0.00863899-0.000864776j 0.00687536-0.00249219j 0.0113507+0.0064199j -0.00545299-0.00318918j 0.00818705-0.00328359j 0.00489724+0.00274848j 0.00297496-0.00621223j 0.00272159-0.00512341j 0.00429766-0.00134693j -0.00308855-0.000269203j -0.0272783+0.00295511j 0.00404067+0.00260565j 0.0147234-0.00392971j 0.00295038+0.000996549j -0.0128308+0.0118698j 0.0201413+0.00378585j 0.0218754+0.00840696j 0.00422525+0.0144118j -0.00774297-0.00539456j 0.00113359-0.00736537j -0.00171336+0.0238964j 0.00346162+0.021317j 0.00766902+0.00835331j 0.0062849+0.0120734j -0.00509878+0.0109728j 0.0106804+0.0215271j -0.00727023-0.0175769j 0.00106138+0.0193541j 0.0109402-0.00315566j -0.0081721+0.00766439j -0.0139736-0.0214734j -0.00158674-0.0189195j 0.000231054-0.00345871j -0.00171119-0.0199578j 0.00210069-0.000694597j -0.00628274+0.0155802j 
-0.00281007-0.0285548j -0.00102798-0.0110996j 0.000106148+0.00816427j -0.000650717+0.049305j -0.004363-0.00704006j 0.00903633-0.00472391j 0.000458876-0.0396633j 0.00501107+0.0170469j 0.00690832-0.0109164j -0.0011699-0.00989001j 0.00758091+0.0127028j 0.00840876+0.0492693j -0.0302403-0.0409633j -0.0258974-0.0500797j 0.0676741-0.00781931j 0.0437166+0.0195494j -0.0113163-0.0537134j -0.00758407-0.0212781j -0.00318242-0.0030255j 0.00245365-0.00529605j 0.00136389+0.00426272j -0.0108789-0.00250342j 0.0104441-0.0064721j 0.00406454-0.0042506j 0.00194963-0.00458608j 0.00242068+0.0136308j 0.0123711-0.00684786j -0.00211412-0.013602j 0.00627663-0.00363598j -0.004525+0.0158975j 0.0114553-0.0188878j -0.00923112-0.00956156j -0.00467834+0.00325894j -0.0269807-0.00244363j 0.00427673+0.00570586j 0.0240682+0.0118091j -0.0006748-0.00568707j -0.00384109+0.00839451j -0.0160989-0.000409086j -0.00670666+0.00754787j -0.000223407+0.0126244j 0.00750038-0.0152638j -0.02114+0.00265071j -0.0061965+0.0031009j 0.0027587-0.00110918j 0.00631458-0.00811779j 0.00229453-0.012113j 0.00657429-0.00220169j 0.00214475-0.00642219j -0.014295+0.00498523j 0.000276087-0.00816356j 0.000622363-0.000889515j 0.000147854+0.00270102j 0.00310458+0.00311576j -0.00280337+0.00477931j 0.00500084-0.0034347j 0.00417784-0.00339989j -0.0128569-0.00281248j 0.00661952-0.000639039j -0.00657534-0.0051132j -0.0040065-0.00787511j -0.00650325-0.000515219j 0.00225268+0.00583406j -0.0108459-0.00247787j -0.00304731-0.00248825j 0.00603892+0.0054798j 0.00641961-0.000621867j 0.00623766+0.017649j -0.000794706+0.00517343j 0.00412011-0.00487341j -0.00788506+0.00226418j 0.00233198-0.00802698j -0.0268848+0.000957346j -0.000912551+0.00167115j 0.0153675-0.00146307j -0.0125757+6.41208e-05j 0.0105579-0.00437557j -0.00915465+0.0120103j -0.00223827-0.00166174j 0.0110546+0.00504631j 0.0299924+0.00711951j 0.0164899+0.0133406j 0.0137265-0.00231079j -0.00496306+0.000798639j 0.0146423-0.014261j 0.00725878-0.00238581j -0.00972517-0.00880632j -0.0167656-0.021518j -0.000289133+0.01607j 0.0128452-0.0163672j -0.000672363+0.0145504j -0.000751168-0.0107661j 0.0103596+0.0233191j 0.00444656+0.0152625j -0.00257958+0.00439542j -0.00231041-0.00975698j 0.00451437-0.00915125j 
0.0186864-0.00391142j 0.00679238-0.00424523j -0.00464208+0.00194442j -0.0323969+0.0157685j 0.00269218-0.00281589j 0.0142164+0.00383869j 0.0229933-0.0289593j -0.00184564+0.0208209j 0.00831713-0.00335414j -0.00093815+0.0210216j -0.0105633+0.0446584j -0.053702+0.0617909j -0.00289728-0.0313j 0.0588477-0.0454912j -0.0232245-0.0172885j -0.0310594+4.38318e-05j 0.0214844-0.00401122j 0.0045962-0.0173394j 0.00663804+0.00173715j -0.000900125-0.00188929j -0.00772129+0.00447557j -0.00644797-0.0297963j 0.0168958-0.00577376j 0.00700606+0.00649744j 0.00832009+0.00314146j -0.0075666+0.0304717j 0.012661+0.0169512j 0.0108001-0.0194647j 0.00815607+0.00924812j -0.0150266+0.0138277j 0.0310745+0.000324602j 0.00748271-0.0103523j -0.0296028+0.0199518j -0.0115619-0.00349065j -0.0196636+0.0185146j -0.0238285+0.0118587j 0.00776212-0.00675056j 0.00014556+0.00128989j 0.0182749+0.00106304j 0.000493533+0.00656606j 0.00315577+0.00473966j 0.00721375-0.00659483j -0.00706359+0.00212503j 0.00208889+0.0025468j 0.0108618+0.00111705j -7.02451e-05-0.0115041j 0.0151067-0.0102004j -0.000903943+0.0170293j 0.0139309+0.00382817j -0.0147818-0.00241826j 0.00493498-0.00558469j 0.00496176+0.00162258j 0.00481505-0.00190497j -0.00787104-0.00492619j 0.00265079+0.00140454j -0.00160166+0.00820035j 0.00755225+0.00811614j -0.00269868-0.000173327j 0.00537472-0.00634531j 0.00135988+0.00639347j 0.00262831-0.00984838j 0.000927628-0.00735831j -0.000179676-0.014495j 0.00650275-0.00778293j -0.00134527-0.00346048j 0.00173243-0.00223552j 0.00800795-0.0189385j -0.00572134+0.00379196j 0.000412751-0.0129086j 0.00155482-0.0041915j -0.00211626+0.00767491j 0.00772371-0.00283742j 0.0114208-0.0127154j -0.023172-0.00640983j -0.00250201+0.00180371j 0.013108+0.00625065j -0.0110948-0.00045216j -0.00513869+0.00301314j 0.00202444-0.00630151j -0.00397924-0.0064364j -0.0147939-0.00734343j 0.00403923-0.0270457j -0.0117117+0.0148699j -0.0357682+0.0185831j -0.00226857-0.00830459j 0.000918614+0.00216301j -0.0106382-0.00251998j 0.0061418+0.0264639j 0.000458409-0.0223548j 0.0420759-0.01503j 0.00649879-0.0091301j 0.00268648+0.0229901j -0.0123399+0.00232079j -0.00187644-0.0196697j 0.00217032+0.00213305j -0.00538989+0.00670705j -0.00287931-0.00679262j 
-0.0142466+0.00916347j -0.0210268+0.00444677j 0.0182393-0.00915008j 0.0346282-0.0178496j 0.0269335-0.000646107j -0.0157197+0.0119358j -0.0802168+2.5079e-05j 0.0356652+0.00913472j -0.0128811-0.0175594j 0.0116582+0.0432433j 0.0476077+0.0449503j 0.025517+0.0665572j -0.0708629-0.0200701j -0.0393656+0.00434362j 0.0278457+0.0126136j -0.0254308+0.0166663j -0.0302259+0.0224666j -0.0249667+0.011467j 0.00797257-0.018309j 0.00496164+0.0237065j 0.00191595+0.00258295j -0.00658866+0.000102435j -0.000735272-0.00348823j 0.00164567-0.00330222j 0.00646917+0.0108535j 0.0142959+0.00239253j 0.00351878-0.000133286j -0.0247203+0.00470457j 0.00765154-0.00817288j 0.0254867+0.00484j -0.00131546-0.0180207j -0.0298692+0.0265228j 0.0132257+0.046747j -0.0224246+0.0171708j 0.0239112+0.0107711j 0.00705535+0.00734432j 0.00762384+0.00538194j -0.00248309-0.0107899j 0.014009+0.00728453j 0.00826683-0.00785242j 0.00638443-0.00471875j -0.00547303+0.00821539j 0.00415127-0.000658842j 0.00326024-0.00375762j -0.0110356+0.00010071j -0.0040611+0.00263132j 0.0049967+0.00127658j -0.0105345+0.00094354j -0.00402188+0.00513572j 0.00825882-0.00241767j 0.00703222-0.00230946j 0.000988288+9.81086e-05j 0.00696617+0.00393274j -0.00743826-0.0030782j 0.000655688+0.000456503j 0.00347456+0.001342j -0.00270152+0.00329509j 0.00226602-0.00509752j -0.000888593+0.00281154j -0.00303737-0.00897033j 0.00123784-0.00930661j 0.00240498-0.00373735j -0.0030594+0.0114628j -0.000629487+0.00241146j 0.00942221-0.00322397j -0.000696096-0.0040171j -0.0043063+0.00827617j -0.0050585+0.00647481j -0.00130328+0.0105646j 0.00444269+0.00932424j -0.00471478-0.00331678j 0.011639-0.00509996j -0.00284454-0.0087424j -0.0105631-0.00859957j 0.00752538+0.00495177j 0.00628181+0.00789213j -0.00793047+0.00721652j 0.0111335+0.0043151j -0.0176157-0.0190751j 0.0178068-0.0122912j 0.00682866-0.0031562j -0.00661935-0.00899845j -0.00706726-0.00171406j -0.0150187-0.00601087j 0.00627485+0.0107661j -0.0207026+0.00164196j 0.00758472-0.0169668j -0.00141264+0.0169153j -0.0184682+0.0135177j -0.0183982-0.0060432j -3.79701e-05+0.00605802j 0.0122473+0.00906624j -0.00225577+0.00171746j 0.00687173-0.0144445j 0.00110763+0.000522176j 0.00647842+0.000648013j 0.000965336+0.000974895j 
-0.0219195-0.0256828j 0.000463194-0.0138055j -0.0073167+0.00144842j 0.0257007+0.0489597j -0.0432075-0.0212832j 0.00836606-0.00945863j 0.00689145-0.0313577j -0.000346538+0.00152561j 0.0207464-0.0169039j -0.0495819-0.00283685j -0.0161308+0.0110458j 0.016777+0.0150027j -0.0516219+0.00760409j -0.031138-0.0585482j -0.0849842-0.00240787j 0.0110927+0.0032629j -0.0507255-0.0328405j -0.0165356-0.0154078j -0.01443-0.000944171j 0.00278886-0.0103417j 0.0109648+0.000155975j 0.00326197-0.0025122j 0.0110257-0.0128105j 0.00179449-0.00787438j 0.00497392-0.0109633j -0.00394743+0.00394607j 0.00159606-0.0211522j -0.00981649+0.00162296j 0.00706733-0.00972777j 0.0126741+0.00357268j 0.00592283-0.0110791j -0.0194441+1.10042e-05j 0.00263543+0.00604227j 0.00686046-0.0131135j -4.07463e-05+0.00836909j -0.00194281+0.00910355j 0.0101864-0.00670528j 0.014542+0.00130994j 0.0138011+0.00347029j 0.0031177+0.00345468j 0.00337952+0.0117048j -0.0020737-0.0112562j -0.00298312+0.0101419j -0.00248201+0.00466956j -0.00218669+0.000422225j -0.00479835-0.00335701j -0.00162122-0.00439907j -0.00146435-0.005347j -0.00267108-0.0130226j 0.00172855+0.0071311j 0.00200824-0.0031799j 0.000445341-0.00260118j 0.00541274+0.00264517j 0.00221471+0.0040404j -0.00119094+0.00588861j -0.000369432-0.00639942j 0.000285751+0.00333207j 0.00448164+0.00273317j -0.00811695-0.00486962j 0.00292043-0.0039475j -8.16296e-05-0.000823116j -0.00312741+0.00229214j 0.0032194+0.0117047j 0.00561736-0.00719458j -0.00082451-0.000699503j -0.00402398+0.00228346j 8.32607e-05+0.00609343j 0.003121+0.00499617j -0.0027472-0.00150308j 0.00594547-0.00456439j -0.00568681+0.00248314j 0.00342972-0.0050443j 0.0169199-0.000965597j -0.00749307+0.00250015j 0.0031987+0.00795659j -0.00157048+0.0050339j 0.000166919+0.0011368j 0.0173482+0.00444432j 0.0133013+0.00173769j -0.00790458-0.00584045j -0.00887879-0.00602454j -0.00729227-0.00922099j -0.00504467+0.0105017j -0.00161748+0.00272917j 0.00672912-0.00899827j -0.00220998-0.00443623j 0.0161466+0.00283553j 0.00991662+0.0173365j 0.00119619+0.0104932j 0.00599234-0.00640766j -0.0105756-0.00598135j -0.00102441+0.000744947j 0.00640443+0.00338045j -0.000962355+0.00647162j -0.00631464+0.0096402j -0.00972936+0.0076924j -0.00160986-0.00192131j 
