-0.105344+0.244221j 0.242986+0.107908j -0.00920365-0.0320384j -0.000286764-0.0104531j 0.0290835+0.0478211j -0.00367699+0.0321925j -0.0430386-0.0240055j 0.0051895+0.0716367j 0.0235315+0.0181301j -0.0914826-0.0040463j 0.0812388-0.00254702j 0.0143709-0.0153925j 0.0285193+0.0368226j 0.05922+0.027925j -0.0274036+0.00800719j -0.0124985+0.0988545j -0.0196464-0.0112602j -0.0437901-0.0145876j 0.0197271-0.0180974j 0.0177324+0.0745071j -0.123142+0.122597j 0.07132-0.148583j -0.107464-0.081607j -0.0396258-0.137075j -0.0645325+0.00719618j -0.156937-0.0235239j 0.0629542-0.0327115j 0.0158165+0.0143514j 0.256932-0.0666119j -0.035349-0.0453329j -0.0562652-0.0311026j -0.132301-0.286102j 0.039825+0.0402474j -0.044706+0.0831708j 0.250775+0.00574685j 0.0244246-0.0957405j 0.0370251+0.172956j -0.209787+0.0704455j 0.0121243+0.00218115j 0.0923336-0.0263531j 0.0240491+0.0313851j -0.0130704+0.013035j -0.0359063+0.0108414j -0.0557313+0.0572978j 0.0722432+0.0232994j 0.0832071+0.0769043j -0.0353404-0.0855429j 0.00242963+0.0806849j 0.0740629+0.121054j 0.0494635-0.0440358j 0.0146433+0.0482879j -0.0646299+0.0534509j -0.0495406+0.0571682j -0.0842491+0.197389j 0.00578599+0.151408j -0.000486101-0.0264227j -0.00269455-0.0345533j 0.0150724-0.0422767j 0.0140966-0.030564j -0.00328778-0.012241j -0.0867935-0.0237855j -0.00113406-0.0216378j 0.0427986-0.0396354j 0.00105985+0.00765276j 0.0207726+0.0255168j -0.00354504+0.0150121j 0.0199291+0.0126241j 0.0113125+0.000926399j 0.0232079+0.0144025j -0.00430232-0.0225708j -0.000979967-0.00290618j -0.0127316+0.010176j 0.025308+0.0346623j 0.0219933+0.0205632j 0.0216307+0.0502067j 0.00660843+0.0470264j 0.0011713+0.0279631j 0.00191823+0.00886604j -0.0148749+0.00265654j -0.018334+0.0185603j -0.0130775-0.0247281j 0.00282004+0.0310612j 0.0318417-0.0274942j 0.0212653-0.0104578j -0.0136257-0.0269052j 0.00808992+0.0205196j 0.00643692+0.0233304j 0.000793493+0.00280251j -0.0113205+0.0228706j -0.0498267+0.00626087j -0.0164199+0.0309936j 0.0140684-0.00135511j 0.0165291-0.021168j 0.124635+0.0523577j -0.0604589+0.113084j 
-0.0023692-0.0122581j -0.0136695+0.00220689j -0.00208789+0.00480788j 0.00109854+0.00281579j -0.00793721-0.000965768j 0.00388033-0.0065517j -0.00170442+0.00343298j 0.00419505-0.00102058j -0.00391792-0.00365512j -0.00242842+0.00548622j 0.00195817-0.00154868j 0.00131416-0.00461593j 0.00799781-0.00044707j 0.0131656-0.00220752j -0.00491412+0.00174585j -0.000377464+0.00230639j -0.000749162-0.00147262j -0.000689631-0.00418246j -0.00279029+0.00822315j 0.00450863+0.00198866j 0.00420419-0.00155375j 0.00214918-0.00451237j -0.00554715-0.00331107j -0.00335745+0.0114421j 0.00197011+0.00210341j -0.00110754-0.00371975j -0.00809509+0.00439193j -0.00133751+0.0019061j -0.00908704-0.000592234j -0.00322612+0.00330566j 0.00220107-0.0038505j 0.00324732+0.00276713j -0.00355151+0.000559819j 0.00381716-0.000210966j 0.00241862-0.0071661j -0.000520123-6.58138e-05j 0.00202928-0.00186192j 0.00604523+0.000373557j 0.000249496-0.00428103j 0.0186618-0.00053571j -0.00600476+0.0119908j 0.00143949-0.000449416j -0.00665477+0.00775017j 0.00453878-0.00183809j 0.00271413+0.00726789j 0.00643828-0.00211136j -0.00274267-0.0071199j -0.000887359-0.00213683j -0.00639987-0.000880307j -0.000731541+0.0114771j -0.0162501+0.00654797j -0.00291866-0.000104311j 0.00463351+3.90348e-05j -0.00246911-0.00732223j 0.0035287+0.0112182j 0.0112635+0.000811921j 0.00203859-0.000334701j -0.00960774+0.00215441j -0.00174589+0.000906536j 0.0143552+0.00548934j 0.017098-0.000413419j -0.00849586+0.00376564j 0.00197429-0.00216956j -0.000406064+0.00880179j 0.0060627-0.0121678j 0.0033166-0.0105758j -0.00295047+0.00462393j -0.00310867+0.00792794j 0.00348039+0.000617553j -0.00349597+0.0114846j 0.000757373+0.0065533j -0.0104371-0.0160123j 0.0102824-0.00499529j -0.00201099+0.0053253j -0.000681673+0.000105266j 0.00050492-0.00653466j -0.00132012+0.00264671j -0.00491624+0.0166865j 0.00519105-0.00689456j -0.00426231-0.000923724j -0.0072882+0.00668266j -0.0132041-0.00761266j -0.0196333+0.0101808j -0.000766594-0.00196505j 0.00781741-0.000800344j -0.0120539-0.00108405j -0.00784746-0.000506712j 0.00142783+0.0145248j -0.000546298-0.0100912j 0.000883249+0.00576288j 0.00136815+0.00189157j -0.00470029+0.00686817j -0.00460916-0.00694149j -0.0114339-0.0117246j 0.00708475-0.0143273j 
-0.00388978+0.00277137j 0.0038026+0.00719024j -0.0100029+0.00264191j -0.00351141+0.00516169j 0.00534471+0.00167883j 0.00342204+0.00366896j 0.00872838+9.88797e-05j 0.00360827-0.0102511j -0.00954033-0.00523749j -0.00449817-0.000985368j -0.00419656-0.00922866j -0.00871956+0.00310201j -0.00234838-0.00121636j 0.0103327+0.0202365j 0.0044849-0.00377383j 0.0153954+0.00551833j -0.00824039-0.0174321j -0.00499662-0.00218421j 0.00993278-0.00292958j 0.00397669+0.0043405j 0.00157125+0.00278445j -0.0101584+0.00477527j -0.00186226-0.00482762j -0.000579048+0.0084669j 0.00390758+0.00274007j -0.0121634+0.00285416j -0.00111185-0.00830854j 0.0066677+0.00440713j -0.00253192+0.0021927j -0.000515154+0.00249841j 0.00262061-2.0974e-05j 0.0013991+0.00186786j 0.0034085-0.00138239j -0.00616727-0.00855832j -0.00848463+0.00243529j 0.00757948-0.00616496j -0.00273161-0.00486711j 0.00150274+6.22041e-05j 0.00907664-0.00663113j -0.00765301-0.00239296j -0.00526665+0.00291331j -0.00679372-0.00904821j -0.0010674-0.000173741j -0.00194606-0.0059027j -0.011404-0.00641112j 0.00906811-0.0118019j 0.00467148+0.0123763j -0.012697-0.00442758j 0.00189551-0.00830261j 0.00187617-0.00358163j -0.000203414-0.0104187j -0.005722+0.000457015j -0.0101941+0.00734403j -0.0069388+0.00887696j 0.00498883+0.0087691j -0.008461-0.00141424j -0.00273567+0.00913907j 0.00581446+0.0074448j -0.00505581-0.00539857j -0.00189299-0.00258467j -0.00013503-0.00445375j -0.00563408+0.00367319j -0.00962262+0.00382602j -0.00552474-0.00917181j -0.00526592+0.00754986j 0.00876471-0.00121709j 0.000396152-0.00188534j 0.00219671-0.00351201j 0.00838738-0.000162912j 0.00514525+0.0111241j -0.00705502-0.0128469j 0.00401771-0.00378759j -0.00140537+0.00541804j 0.00619859+0.00500713j 0.00356807+0.00280251j -0.00512802-0.00256524j -0.00539688-0.00385021j 0.00197361-0.0109258j -0.00172105+0.0118438j -0.0228565+0.00461057j 0.00751762-0.00282334j -0.0055589+0.00880773j -0.00515735-0.00850735j 0.00468079+0.000704647j -0.00845146-0.00883057j 0.00189212-0.00372864j 0.0058332-0.00480239j 0.000378408-0.0120373j 0.000985195+0.00332781j 0.00650999-0.00445039j -0.0061687-0.00969198j 0.00249018+0.000582657j 0.00423118-0.00266684j -5.06064e-05+0.00492597j -0.00480158+0.00113577j 
-0.00205517-0.00267316j -0.000965822+0.00216489j 0.00791413-0.00918289j 0.00810195-0.00302958j -0.00656796-0.015312j -0.0119574-0.00308239j 0.00983453+0.00540112j 0.0114619+0.00293445j 0.00393747+0.00581029j -0.00276282-0.00288139j 0.00968311+0.0088327j 0.00305579+0.0015498j 0.00792852+0.0124327j -0.00475486-0.00121191j 8.29591e-06+0.00137034j 0.00112318+0.00107912j -0.00943593+0.00515076j -0.00257249-0.0086241j -0.00230354+0.00347309j 0.0040626-0.00448477j 0.00721185+0.00485665j -0.00145762+0.0131249j -0.0023087-0.00953099j -0.00387355+0.00731463j 0.0139792+0.00242813j -0.00583261+0.00333781j -0.00234938-0.000137328j -0.00832911-0.00523349j -0.00725549-0.00419222j 0.00190922+0.00382184j 0.006524+0.0016955j -0.00313046+0.00381149j -0.00275657+0.00996644j 0.00590147+0.00104781j -0.00266719+0.0035476j -0.00034897+0.00238172j -0.00754595+0.00229498j -0.00152641-0.00369845j 0.00505746-0.0121117j -0.00561504+0.005302j -0.00510231+0.0067914j 0.0128069+0.00438388j 0.000139059+0.00178676j 0.00032657-0.00598828j 0.00748948-0.000181626j 0.00357756-0.0153806j 0.000962327+0.00307798j -0.0125875-0.00884576j -0.00296542-0.0167082j 0.00869357+0.00810166j 0.00435515-0.00371604j -0.00721868+0.00278007j 0.00223181+0.00950844j -0.00749352+0.0106921j 0.00638811+0.00475819j -0.00231012+0.00990822j -0.015423-0.0064958j -0.00855219-0.00946747j 0.00889315+0.00682153j 0.00376523+0.00738084j 0.00580412-0.00440502j -0.00295387+0.000312678j -0.00155305-0.00409307j -0.00186755+0.000508165j 0.0134754-0.000555312j 0.000763493+0.00802308j -0.0130625+0.00234435j -0.00294369-0.00813563j -0.0040082+0.00829111j 0.00716225-0.00423746j 0.0125324+0.0120058j -0.0101446-0.0103092j -0.00204163+0.000999593j -0.00160136+0.000437938j -0.0139905+0.0120603j -0.000129214-0.0077053j -0.0113722+0.00894707j 0.00625298+0.000775915j -0.0113684-0.00448729j 0.00492042+0.00226412j 0.00997241+0.00775266j 0.000836079-0.0094553j -0.00421193+0.00184783j 0.000933282-0.0145474j -0.0123291-0.000402605j 0.00779895-0.00353397j 0.00435327+0.00100052j 0.000304515+0.013912j -0.000255484-0.00338629j -0.0117746+0.00107146j 0.00309435+0.00510483j -0.00224169+0.00536099j 0.00246804-0.00411723j -8.79547e-05+0.000661197j 0.000813744+0.000336842j 
-0.00138449+0.000257848j 0.000696646+0.00409496j -0.000479666-0.00177916j -0.00133838-0.00132749j 0.00428706-0.00327553j -0.00257223+0.00481148j -0.000573464-0.00351963j -0.00391029-0.00680189j 0.000525366-0.00230166j 0.00595125-0.00392236j -0.00576805-0.000954107j -0.00281908+0.00246871j -0.00880355+0.00340974j -0.00787892+0.0033807j 0.00399179-0.00103234j -0.000270554-0.0018938j 0.00205118+0.00101605j -0.000371849+0.000975498j 0.00198546-0.000745807j -0.000916008-0.00426097j 0.00155467+0.00497723j 0.00100248+0.0033786j 0.000803823+0.0111941j 0.00216061+0.00418935j 0.00250353+0.00414284j 0.00571267+0.00283638j 0.00460891-0.00216104j 0.00203812+0.00407367j 0.0041072-0.00755245j 0.00186174-0.00567349j 0.000835353-0.00618249j -0.00980866+0.000738172j -0.00111027+0.00669022j 0.00664581-0.00192616j -0.00324685+0.00997167j -0.00176574+0.00239063j 0.00680514+0.00354108j -0.0136318-0.000175263j 0.0119606+0.00710159j 0.00113021-0.0019334j 0.00215437-0.0037642j 0.00198958+0.00339063j -0.00227551-0.000420357j -0.0138597+0.000969059j 0.00340278+0.00134494j -0.00952832-0.00048478j -0.000978595-0.00896785j 0.00637936-0.00546123j -0.00758672-0.00779334j -0.00313196+0.000117333j 0.000235694+0.00257895j 0.00938954-0.00171431j 0.00888465-0.00287242j -0.000711201+0.00227044j -0.00875712+0.00603461j -0.00184967+0.00480163j -0.0114814-0.00223029j -0.0134002-0.00716196j 0.00967086-0.00734677j -0.00435113+0.0109752j 0.00876921+0.00271161j 0.00118752+0.000368583j -0.00375909+0.00695739j 0.0131752+0.00214525j 0.00567074-0.00846772j 0.0059131+0.00350363j -0.0120035+0.00627287j -0.00517964+0.000197018j -0.00583513+0.0052669j 0.00116744+0.00484765j 0.00281549+0.00857827j -0.00703998-0.0023212j -0.00112753-0.00191632j -0.00649606-0.00414365j -0.00156568+0.00450297j 0.000437326-0.000219285j -0.000493925+0.010246j -0.00210663+0.00593727j 0.00116022-0.00312328j 0.00401548-0.00277296j -0.00420301+0.0101154j 0.000332423-0.00876611j 0.0048405+0.00178093j 0.0062997+0.00582739j -0.00493302+0.00515352j -0.000812983-0.00219606j 0.00439403+0.00139757j 0.00618503+0.00897851j 0.00382854-0.00841915j 0.00384373+0.0045287j -0.00352604-0.00281248j -0.00389864-0.00769167j -0.000923109-0.00068475j 0.00254869+0.00605652j -0.00232497+0.0019551j 
0.00189951+0.0131603j 0.0141363-0.00403016j 0.000428905-0.00385475j -0.00468497-0.00257934j 0.00399531+0.00298497j 0.0025306+0.00452042j -0.00071086-0.00237377j 0.00335298+0.00533961j 0.000156355+0.00697405j -0.00728936-0.00226865j 0.011522+0.00357227j -0.00246098+0.00250565j 0.00697738+0.00319085j 0.0013343-0.00157718j -0.000690019-0.00130196j -0.00271084+0.00406217j 4.12698e-05+0.00490857j -0.000960303+0.0041918j 0.000871488-0.00408496j -0.00142586+0.00341444j 0.0008772-0.00759635j -0.00144716-0.00693975j -0.0038979-0.00297026j -0.00333639-0.00880232j -0.00182616+0.000149032j 0.00014119-0.00416781j 0.00560328-0.00317805j -0.000259461-0.00297326j 0.00538254+0.00306118j 0.00313432-0.00634741j -0.00249338+0.00479066j 0.00276941-0.000303591j 0.00585144-0.000416525j -0.00839072-0.00644795j 0.00787629-0.00491189j 0.00667899-0.00128139j -0.00829009-0.00775048j 0.0108116+0.00825121j -0.00272791+0.00835161j -0.00761548-0.00182166j 0.0034399-0.00859777j -0.00237961+0.00330829j -0.00665549-0.00614501j 0.0055143-0.00754115j -0.00322485-0.00157576j -0.00830773+0.00238702j 0.00955128+0.00201543j 0.00235828+0.00646864j 0.00556339+9.53436e-05j 0.0108839-0.00950626j 0.00648403-0.00937146j -0.00539831-0.00315853j -0.00933626+0.00137679j 0.00683689-0.00250279j -0.000945319+0.00871235j -0.00639943-0.00457781j 0.00122586+0.000355904j 0.00915129+0.00637063j -0.0119175+0.00660516j 0.00333392+0.00160847j -0.00370975-0.00299746j -0.005816-0.00362905j -0.00149719-0.000268459j -0.0129806-0.00139969j -0.0119853+0.00454999j -0.0012326-0.00108889j -0.000906856-0.00183914j 0.00692758+0.00914897j 0.00646491+0.00140459j 6.63081e-05-0.00472516j -0.00305711-0.00954467j 0.00648799-0.00264215j -0.000821735+0.000788084j 0.00373337+0.00216498j -0.000981394+0.0014547j -0.00414448-0.000970613j 0.00551834+0.00142049j 0.0106429-0.00385453j 0.0027427-0.00109389j 0.00355836+0.00834838j 0.0103986-0.0097899j -0.00902208+0.0104416j 0.00769893-0.00637854j 0.00774362+0.00829154j 0.00301958+0.00254257j 0.00363942+0.0125315j -0.00761826-0.00151055j -0.00272325-0.00999556j -0.000899262+0.00550353j -0.00310761-0.00184207j 0.0043793+0.00656234j 0.00534379+0.00948849j 0.00650552-0.00166041j 0.01549+0.00721002j -0.0114951+0.00770501j 
0.00944663-0.000171633j 0.000127984-0.0102218j -0.00413745+0.00096828j 9.58595e-05+0.0031115j -0.00490255-0.000115765j 0.00025058-0.000806104j -0.00246525-0.00485492j -0.00449696-0.00258301j 0.00319511+0.000974541j -0.0023802+0.00208181j -0.00204849-0.00391259j 0.00423459+0.00337399j 0.0010666-0.00224202j -0.00086498+0.00415504j 0.000212304-0.00147144j 0.00261621-0.00181762j 0.00246496+6.392e-05j 0.00112376-0.00187125j 0.0024995-0.00116474j -0.00057605-0.00141723j -0.0133224-0.00143751j -0.00264217+0.00132741j 0.00466701+0.00267411j -9.05158e-05-0.011558j -0.00259368-0.000525368j 0.00193411-0.000814541j -0.000394256-0.00660609j 0.0017171-0.00492641j 0.00247023+0.00174789j -0.00397317+0.000677312j 0.00125887-0.000346328j 0.0015848+0.00119928j -0.00405933+0.00403994j -0.00481268+0.0121885j 0.00155866+0.00281862j -0.00257037+0.000545611j -0.00074421-0.00334295j -0.0054264-0.0107832j -0.0116646+0.00112276j -0.00738483-0.00139168j -0.000271259+0.0110232j 0.00669144+0.0127409j 0.0164811-0.00348849j -0.00201131-0.00397311j 0.0100527+0.00368729j -0.00646592+0.000959595j -0.00335634+0.00448894j -0.00557787-0.0120461j -0.00314026+0.00515896j -0.00212069+0.0091347j 0.0101753-3.29444e-05j -0.00052871-0.00806012j 0.00820778+0.00799051j 0.00231366+0.00254907j 0.000566788-0.00576209j -0.00103971+0.00478084j 0.00897695-0.000314476j 0.00317726-0.00579374j 0.000929468-0.00246722j -0.00229202-0.00661335j 0.0088096+0.00221131j -0.0060906-0.0092227j -0.00581732+0.0071008j 0.000115206-0.00114273j 0.0211836-0.0123049j 0.00279303-0.00231192j -0.00353653-0.0171565j -0.00499212-0.00438055j -0.00746028+0.00414389j 0.00670055+0.00807679j 0.00106236+0.0120281j -0.00139415-0.000471427j -0.00389296-0.00526682j 0.00508431-0.00804234j -0.00199272-0.000127152j -0.00382891+0.0119425j 0.000995991+0.00471661j 0.00328186+0.00202139j -0.0127178-0.0195568j 0.0128296+0.00229818j -0.000880581-0.00391847j 0.00881674+0.000693635j 0.00479206+0.0039885j -0.000433867+0.0052917j 0.00698507+0.000750739j -0.00802383+0.0064286j -0.0141223-0.00695413j -8.06627e-05-0.0063721j -0.000486792-0.00240295j -0.00568097-0.00206604j -0.00609913+0.0119873j 0.00170307-0.00157068j -0.00977127-0.00325089j 0.0121623+0.000786466j -0.000795342+0.0132657j 
0.000439308+0.00440516j 0.004591+0.00272204j 0.000238632-0.00223871j 0.00138376-0.00188955j -0.000922652-0.00323326j 0.00982168+0.00174796j 0.000805154+0.00192438j -0.00230154+0.00436762j 0.00312571+0.000905489j -0.00236936-0.00357306j -0.00131769+0.00281868j 0.00494398+0.00115282j -0.00590923-0.00435785j -0.00375134+0.00422655j 9.73171e-05-0.00376516j 0.00045091-0.00611656j 0.00137463-0.00117548j 0.00264834+0.00250779j 0.00202001-0.00878325j -0.00307936+0.000515674j 0.00359135+6.85091e-05j -0.00358275-0.00327868j -0.00819983-0.00438102j -0.00271263-0.00301484j 0.00144697-0.00421745j 0.000257201+0.0041302j -0.000113531-0.00699087j 0.00237962-0.00646845j 0.00284378+0.00499595j -0.0020341-0.000998695j -0.000107073+0.0112804j 0.00172853-0.00264268j -0.00108371+0.00220147j -0.00191046+0.00299988j 0.00841844-0.00147567j 0.00102874+0.00540155j -0.00372966-0.00201214j -0.00369009+0.00234408j -0.00123774-0.00551571j -0.00141249+0.00821455j 0.00553252-0.0130246j 0.0058373+0.00279909j 0.00471048-0.00295932j 0.0116444+0.00221026j -0.000432069-0.00630074j -0.0135715-0.00330923j -0.00690997-0.00017858j 0.00336638+5.2788e-05j -0.00271509-0.000761488j -0.00621094+0.000409764j -0.000665695-0.0101088j 0.000423296-0.00566863j 0.00507104+0.00355936j 0.000463155+0.00287555j -0.00158166+0.000298839j 0.00103754+0.00175722j 0.00522504-0.00215849j -0.00180014+0.00283026j -0.00274483-0.00167154j 0.00354682-0.010632j -0.00326423-0.00483314j 0.0018045+0.00610962j 0.00672165+0.00430091j 0.00221912-0.0029849j 0.00350848+0.00362172j 0.0011711+0.00241523j 0.00449684+0.000483008j 0.00104559-0.00468306j -0.00218029+0.00560521j -0.00266008-0.00440007j 0.00611048+0.00312537j 0.00205826+0.000331245j -0.00651496-0.000257636j -0.000931773+5.1944e-05j -0.00122004-0.0027286j -0.00463553-0.00156202j 0.00100605+0.00438426j -0.000999336-0.00509289j -0.00546322+0.00509139j -0.00251009+0.00313047j -0.00227803-0.00105813j 0.00692713-0.00295221j 0.00707109+0.00196625j -0.000395681-0.00335269j -0.00464464-0.00748064j -0.00159549-0.00191313j 0.00556869+0.00106549j 0.0010324-0.00301893j 0.00713918+0.00174762j -0.0076057-1.15527e-05j 0.00118657+0.00431004j -0.00519018+0.00140507j 0.01632+0.0101296j 0.00972128+0.00788837j 0.000968404+0.00391046j 
-0.00692283+0.0016863j -0.000606007+0.00652851j 0.0036132-0.000989697j -0.00010558-0.00215055j 0.00561825+0.000337412j -0.000496181+0.00300766j 0.00284342+0.00320908j 0.00249594+0.000839818j -0.00118154-0.003811j 0.0017898-0.00273227j 0.00139461+0.00348412j -0.00262967-0.00207403j -0.00505059-0.000306868j -0.00221798+0.000478231j 0.00172059-0.00199447j -0.00240879-0.00333988j 0.00142437-0.00306536j -0.00358098-0.00150554j -0.00149313+0.00121499j -0.00230305-0.00520076j 0.00585659+0.00201598j 0.00552476-0.00143926j 0.00105155-0.000947546j -0.00667172+0.00677191j -0.00375302+0.00697264j -0.00324742+0.00093946j 0.000202668+0.00314544j 0.00146406+0.00343314j -0.00181591-0.00199572j 0.00339502-0.000162721j -0.00171314+0.00246346j -0.00112457+0.00079109j 0.00468583-0.000613142j 0.00368377+0.00217631j -0.00188433+0.00376024j -0.00242728+0.00377454j 0.000942776+0.00304615j -0.00362859+0.00910201j -0.00480342-0.00588451j 4.0716e-05+0.00299413j 0.00560549-0.00298938j 0.00349202-0.00058284j 0.0031605+0.00308718j 0.00443246-0.000569507j -0.00123653-0.00308878j -0.00404586-0.00587585j -0.00236591-0.00401196j 0.00116282-0.000797086j 0.00385303+0.0060905j -0.0038706+0.00323246j -0.00230697-0.00405265j -0.00635694-0.00136948j 0.00519892+0.00425293j -0.00951763-0.00532133j 0.00990437+0.00930149j 0.000949996-0.00809996j 0.000535717-0.00616783j 6.73465e-05-0.00628916j -0.00390476+0.00571831j 0.00594444-0.00677763j 0.0160031-0.00964988j -0.000932145+0.0032322j 0.00685064-0.00184951j 0.00238964+0.0112656j -0.00372716-0.00527376j 0.00242596+0.00157919j 0.00100856-0.0107168j 0.00696972+0.00277521j -0.00113294-0.00828436j -0.0014671+0.00201848j 0.00672054+0.00255287j -0.00400795+0.00403227j -0.00144246-0.000472436j 0.00892599+0.000480152j 0.00090448+0.000456328j -0.00853993-0.00160307j 0.0017167+0.00432362j -0.00242759-0.00663029j 0.00349481+0.00540951j 0.000826486-0.00309575j -0.00817923-0.00394375j 0.00256097-0.000914684j -0.000488096-0.000453165j 0.00898693+0.00532773j -0.0104946-0.00491194j 0.00171812-0.00160988j 0.00286216+0.000800275j -0.000866752+0.00109847j -0.00506894+0.00449966j 0.00060541+0.004807j -0.00424694-0.00697571j 0.00514274-0.00386599j 0.0175512-0.0153192j -0.00915301-0.00543204j 0.00536351-0.0145883j 
-0.000441395+0.00417007j 0.00431024-0.00219522j 0.000994299-0.00465894j -0.00371112-0.00261787j 0.00611607-0.00291539j -0.000304063+0.00747129j 0.000135103+0.00361749j -0.00489724+0.00690219j 0.000393925+0.000553894j -0.000304183-0.00278439j -0.000522027-0.000586619j 0.000662219-6.49349e-05j -0.0034341-0.00176477j -0.00326536+0.00341116j 0.00257059-0.00329527j -0.000472251-0.00266555j 0.00187286-0.00464386j -0.000376716+0.00117291j -0.00460585-0.0052037j -0.00362999-0.00272749j -0.00211191+0.00460348j 0.00507845+0.00545075j 0.00747915-0.00684806j -0.00708364-0.00206324j 0.000358622-0.00219306j -0.00402104-0.00339387j -0.00336058+0.000884779j -0.000821674-0.00094931j -0.00309013+0.00342192j -0.00524061+0.00410828j 0.000169274-0.000472151j 0.0049387+0.00317632j -0.00119804+0.00294727j 0.00710479-0.00248437j 0.00530917+0.00222596j -0.00368102+0.0028834j -0.00677666+0.000937243j 0.00470515+0.00657113j -0.00478921+0.00345635j -0.00942011+0.0085157j 0.00478213-0.00833992j -0.00470749-0.00588597j 0.00136293+0.0117117j 0.0059893-0.00384405j -0.00827011+0.00297085j 0.00502852-0.0036396j -0.0075122+0.000832119j 0.00222447-0.00238088j 0.000979747+0.00384353j 0.00116928+0.0106288j -0.0137759+0.0032528j 0.00419955-0.00264641j -0.00555962+0.0010821j 0.00459499+0.00205523j 0.00416005-0.00272031j 0.00726199-0.00358479j 0.00614769+0.00546162j 0.00471555+0.000426582j 0.00569384+0.00555535j 0.00675264-0.00815373j 0.00437828+0.00413455j -0.00689141+0.00658074j -0.00233917-0.00223477j -0.000162325+0.00601364j -0.000648339+0.000553573j -0.00919872-0.00619146j 0.00794415-0.000453594j -0.00182772+0.00128011j 0.00675227-0.0035535j 0.00103189+0.000453336j -0.00477503-0.00686179j -0.000649341+0.000861986j 0.00721475-0.0031927j -0.00235869-0.00640834j -0.00169089+0.0109099j 0.00907872+0.00093437j -0.0137878+0.00177185j -0.00218716+0.0139992j 0.0139763+0.00497664j 0.00137315-0.000921124j 0.0019619+0.000110197j -0.00197182-0.000941828j 0.0152459-0.00156506j 0.00191705-0.0073434j 0.0076995-0.00204848j -0.00457324+0.00442563j 0.00722368+0.0074511j 0.00611308+0.00476771j 0.0037636+0.000819305j 0.000769266+0.00881118j 0.00869807-0.00428064j 0.00474736-0.000629109j -0.00257462+0.010864j 0.00636198+0.000551313j -0.000846307+0.0110372j 
0.00125919-0.000552141j -0.0013539-0.00152791j -0.00107768-5.33445e-05j -0.000770562-0.000430852j 0.000306513+0.00015137j 0.00111703+0.000109906j -0.00103877-0.00193605j 0.00203678+0.00217484j -0.000610098-0.00358783j -0.00048185-0.000357005j -0.000817936+0.000387297j 0.000260396+0.00015864j -0.0020749-0.00233771j 0.00178348-0.000453362j -0.00237873-6.69341e-05j -0.0021599-0.0046978j 0.000167586+0.00127811j 0.0015367+0.000467556j -0.00342169-0.00148487j 0.00031251-0.00460507j -0.00379779-0.00565809j -0.00715585-0.00141217j 0.00127219+0.00510875j -0.000345535-0.000621546j 0.000237916+0.00560393j -0.00110435-0.00558848j -0.00520863-0.00147113j -0.00419595-8.56479e-05j 0.00402902-0.00592836j -0.00310167-0.00490749j 0.0032649-0.000147587j 0.0036184-0.00299256j 0.00336311-0.00328908j 0.00111042-0.00345762j 0.00235364-0.00151249j 0.000647464+0.00105584j -0.00497564+0.00826001j 0.00184895+0.000546204j 0.00132835+0.00364377j -0.000158669-0.000119291j -0.00254733-0.0025097j 0.00407752-0.00154461j 0.0027133+0.00228427j 0.00267059-0.00804992j -0.00014389+0.00588555j 0.00319137+0.00740536j -0.00504255-0.00631128j -0.00653976-0.00942047j -0.0049554-0.00715444j -0.00219359-0.000980772j 0.00554661-0.00617683j 0.00131868-0.00196954j -0.000720212-0.00336701j -0.0091385+0.0051835j 0.00836638-0.00447635j 0.00790325+0.0110703j -0.00833306+0.0037755j -0.00621591+0.00251142j -0.00269281-0.00688884j -0.00339991-0.00110836j -0.00186057+0.00254824j -0.00850771+0.000506939j -0.00594167+0.000949161j 0.00271213-0.00135094j -0.00197984+0.00339219j 0.000298527+0.00967451j 0.00428334-0.000831121j -0.00210999+0.00358094j -0.00484318+0.0031071j 0.000885689-0.00364004j 0.00479356+0.0016041j 0.000799805+0.00471084j -0.000352196-0.00290769j 0.00718026+0.00718654j 0.00552727+0.0066529j -0.00166463-0.00807922j 0.011359+0.0071282j -0.00352353-0.000694362j 0.00930652+0.00226925j 0.00699381+0.00441177j 0.00453703+0.00538839j -0.00606622-0.00151161j 0.00497826+0.00365032j 0.00435269-0.00317433j -0.00454369-0.00342162j 0.00388634+0.00494351j 0.00097892-0.00259205j 0.00452758-0.00452156j -0.0116873-0.000953311j 0.00637649+0.00734362j 0.00141385+0.006594j -0.00733373-0.00390971j -0.00505352-0.00416819j -0.000234192+0.00258144j -0.00569745-0.00271283j 
