-0.105344+0.244221j 0.242986+0.107908j -0.00920365-0.0320384j -0.000286764-0.0104531j 0.0290835+0.0478211j -0.00367699+0.0321925j -0.0430386-0.0240055j 0.0051895+0.0716367j 0.0235315+0.0181301j -0.0914826-0.0040463j 0.0812388-0.00254702j 0.0143709-0.0153925j 0.0285193+0.0368226j 0.05922+0.027925j -0.0274036+0.00800719j -0.0124985+0.0988545j -0.0196464-0.0112602j -0.0437901-0.0145876j 0.0197271-0.0180974j 0.0177324+0.0745071j -0.123142+0.122597j 0.07132-0.148583j -0.107464-0.081607j -0.0396258-0.137075j -0.0645325+0.00719618j -0.156937-0.0235239j 0.0629542-0.0327115j 0.0158165+0.0143514j 0.256932-0.0666119j -0.035349-0.0453329j -0.0562652-0.0311026j -0.132301-0.286102j 0.039825+0.0402474j -0.044706+0.0831708j 0.250775+0.00574685j 0.0244246-0.0957405j 0.0370251+0.172956j -0.209787+0.0704455j 0.0121243+0.00218115j 0.0923336-0.0263531j 0.0240491+0.0313851j -0.0130704+0.013035j -0.0359063+0.0108414j -0.0557313+0.0572978j 0.0722432+0.0232994j 0.0832071+0.0769043j -0.0353404-0.0855429j 0.00242963+0.0806849j 0.0740629+0.121054j 0.0494635-0.0440358j 0.0146433+0.0482879j -0.0646299+0.0534509j -0.0495406+0.0571682j -0.0842491+0.197389j 0.00578599+0.151408j -0.000486101-0.0264227j -0.00269455-0.0345533j 0.0150724-0.0422767j 0.0140966-0.030564j -0.00328778-0.012241j -0.0867935-0.0237855j -0.00113406-0.0216378j 0.0427986-0.0396354j 0.00105985+0.00765276j 0.0207726+0.0255168j -0.00354504+0.0150121j 0.0199291+0.0126241j 0.0113125+0.000926399j 0.0232079+0.0144025j -0.00430232-0.0225708j -0.000979967-0.00290618j -0.0127316+0.010176j 0.025308+0.0346623j 0.0219933+0.0205632j 0.0216307+0.0502067j 0.00660843+0.0470264j 0.0011713+0.0279631j 0.00191823+0.00886604j -0.0148749+0.00265654j -0.018334+0.0185603j -0.0130775-0.0247281j 0.00282004+0.0310612j 0.0318417-0.0274942j 0.0212653-0.0104578j -0.0136257-0.0269052j 0.00808992+0.0205196j 0.00643692+0.0233304j 0.000793493+0.00280251j -0.0113205+0.0228706j -0.0498267+0.00626087j -0.0164199+0.0309936j 0.0140684-0.00135511j 0.0165291-0.021168j 0.124635+0.0523577j -0.0604589+0.113084j 
0.0019937+0.0133976j 0.0152269-0.00228137j -0.00657492+0.001562j -0.00646293+0.00505638j 0.00601608+0.0112375j 0.000134364-0.018446j -0.0117575+0.00931531j -0.0138187+0.00892358j 0.00301752-0.0246021j 0.013865-0.0155254j -0.00238274+5.88974e-05j 0.0150243-0.00852191j 0.015289+0.021014j -0.00274108+0.00242594j -0.00800418-0.0238421j 0.00153028+0.0127286j 0.00788607+0.012259j -0.00904962+0.0123065j -0.00989047-0.00426196j 0.00972349-0.00528415j -2.2001e-05+0.00861977j 0.00725601+0.00894396j -0.00377572+0.00922917j 0.0105198+0.0134368j -0.00179364+0.00183898j -0.0177132-0.0205365j 0.00847658-0.0237637j 0.00633749+0.00114021j -0.00184342+0.0137691j 0.0243382-0.00766254j -0.00231242+0.00797344j 0.00480805-0.0114618j -0.00765131-0.0223258j -0.00884266+0.0105193j 0.00905844+0.00424003j 0.00913674-0.00998096j -5.68976e-05+0.00546933j -0.00270426+0.0073596j -0.000178421-0.00191075j -0.00672346-0.00448422j 0.0122864-0.00166618j 0.0190677-0.0149821j 0.00396423-0.0337632j -0.00418126-0.000879125j -0.00403743-0.0151409j 0.0215476+0.000218969j 0.00936629-0.00389774j 0.0149454+0.00917316j -0.00440986-6.55063e-05j 0.00803733+0.00580665j -0.000470868-0.0043565j -0.0261521-0.00307443j 0.0248236+0.0309628j 0.0111614+0.00119746j -0.00974809-0.00581053j -0.00690766-0.00676106j 0.00333806-0.0164819j -0.00723078+0.00439596j -0.00724154+0.00994216j -0.00467129+0.00464237j -0.00800652+0.00966241j -0.000143367-0.00150293j -0.00137548-0.00515844j -0.0077993+0.0116692j -0.00217233-0.00142856j 0.00926785+0.00589889j 0.004014+0.00957254j 0.00418929+0.00574414j 0.00321355+0.0133885j 0.00693504+0.00181689j -0.0150033-0.00665775j 0.0070657+0.0153081j 0.00625088-0.00901204j -0.00206959+0.0180335j -0.0150571+0.00482037j -0.00272205-0.00296953j -0.00126994+0.0131575j -0.0024029+0.013571j 0.0120823-0.0104493j -0.00309653+0.00153399j -0.0209217+0.00491282j -0.00266041+0.0269545j -0.000762917-0.00180828j -3.63239e-05+0.00339508j -0.000855644-0.00642249j 0.0109106-0.0072092j -0.00162491+0.00221159j 0.0335909-0.00292422j -0.0146259-0.00508544j -0.00928604-0.00555856j -0.00274976+0.0103303j -0.0019557-0.00289201j -0.000912678+0.00174186j 0.0141421+0.00404852j -0.00515404+0.0147431j 
-0.0210739+0.00224116j -0.000750398+0.0260389j 0.0136813-0.00143637j 0.000762866-0.00790797j 0.0183449+0.00174637j 0.00341697+0.00896088j 0.00131758+0.0154827j 0.00162188-0.00340225j -0.00229168+0.00432247j 0.0104175+0.00354816j 0.00307093+0.00293145j -0.0037364-0.00344998j 0.00097511-0.0126842j -0.00422167-0.00940576j 0.00597572+0.000256198j 0.0107814+0.00390601j 0.00429885+0.000538171j 0.00353203+0.00184917j 0.00593073-0.00762688j 0.0153017+0.00842577j 0.00882691+0.00303202j 0.00339134+0.0156025j -0.0219868-0.0142225j -0.0109252+0.0211856j -0.00237645+0.000914626j 0.00194999+0.0155589j -0.00162386+0.00713079j 1.31336e-05+0.0041676j -0.00479563+0.00344951j -0.00611446+0.00185766j -0.0136987+0.0222106j 0.0039802-0.00941446j -0.00652271-0.0139727j -0.00418854-0.00938631j 0.00829501-0.011327j 0.00174115-0.000783668j 0.00324012+0.00835211j 0.0113202+0.0237028j 0.0071728+0.000850562j 0.0160561+0.0028948j -0.000624856-0.0132893j -0.0195651+0.00548316j -0.00430672-0.00440799j -0.0173491-0.00424663j -2.17714e-05+0.0122397j -0.0228785-0.00509843j -0.0111944-0.0186122j 0.0152849+0.00131753j -0.00211816-0.019529j 0.0212369-0.0171885j -0.00833204+0.000999583j -0.0052536-0.00451242j 0.00256681-0.0117961j 0.00276425-0.000604244j 0.00595529+0.00369163j 0.00644087+0.00579733j -0.0257258+0.0017792j -0.00390129-0.0238078j -0.0026518+0.00535905j -0.00905466+0.00712806j -0.0205092+0.018217j -0.00423734-0.027876j -0.00628658+0.00486793j 0.000280062+0.00969261j 0.03028-0.00174349j 0.0293295+0.000320392j -0.00198572+0.0145965j -0.0132215+0.0139841j -0.00309904+0.00812812j -0.0165717-0.00985233j -0.00457268-0.0127598j 0.0189446+0.0107519j -0.0144212-0.0200349j -0.0153126-0.0210256j -0.0210082+8.49494e-05j -0.0169027+0.0330705j 0.0175546-0.00168011j -0.0164747+0.00321285j 0.0174581-4.29342e-05j -0.00374549+0.000606243j -0.01901+0.00814942j -0.0190106+0.0178705j 0.017012-0.0226071j 0.0261889+0.00220278j -0.0256031-0.0319747j 0.017418-0.0103239j -0.00419493+0.00149181j -0.00641365+0.00034759j -0.0124393-0.0161284j 0.0103642+0.000972256j 0.0121895-0.0240515j 0.00621884+0.00564093j 0.0230484+0.0255285j -0.0293405+0.00020565j 0.00289362-0.0297225j 
-0.00331432+0.0193565j 0.0219927+0.00124413j 0.00056859-0.00734165j -0.00118262-0.00345115j 0.00292459-0.00197578j 0.00294147+0.00281011j 0.00976208+0.00151505j 0.000892813+0.00874511j -0.000622652+0.00330366j -0.00771344-0.00273704j 0.00921139+0.00577733j -0.00431964+0.000539749j -0.00297973-0.00182408j 0.00126419+0.0035421j 0.00166374-0.000519277j -0.000154789-0.00476347j -0.00071469-0.00672072j -0.00222261-0.0031342j -0.000737799-0.00381823j -0.00458328-0.00449915j 0.00935156-0.000134605j 0.0112554-0.016262j 0.00634817+0.00748342j -0.00975828+0.00576113j -0.00575608-0.00021783j 0.00251725-0.00490783j -0.00433681+0.00377169j 0.00120929+0.000374646j 0.00415169-0.00695462j 0.00550461+0.00733183j 0.00170382-0.000480868j -0.00528089-0.00880756j 0.0115167-0.00345498j -0.0043133-0.0015661j 0.0155534+0.00746097j 0.00506321+0.000871145j -0.00231416+0.00346808j 0.00564401+0.0158586j 0.0168892-0.0136731j -0.000302562+0.00823171j 0.00685512-0.00863627j 0.00903074+0.008892j -0.0159567-0.00149181j 0.0054099-0.0097072j 0.00551451-0.0101206j -0.0204012+0.00602733j -0.00837604-0.00283872j 0.0061163+0.00996113j 0.00429413+0.00667131j -0.00164012-0.00596711j -0.0216784-0.00484444j -0.00908036+0.000877956j 0.0139975-0.00876415j -0.00706638-0.00808545j 0.00117126+0.0214254j 0.00394351+0.000726989j 0.0136183-0.0209001j -0.0101401-0.000102559j -0.00361245-0.00303555j -0.00136356-0.026161j -0.00826645+0.00526901j -0.010211+0.0106335j 0.0143784+0.00637282j 0.00496893+0.00722649j 0.0142291-0.00438876j 0.0113111+0.00204896j 0.000611352-0.00619605j -0.00640207+0.0132803j 0.0169948+0.0112731j 0.00270733+0.00370907j -0.0110272+0.00263478j -0.0106023-0.0139485j 0.00532966+0.00407754j -0.00182375+0.000132949j -0.0134959+0.00650634j -0.0227351+0.0030057j -0.00700922+0.00938097j 0.00440837+0.00241963j -0.00352239+0.00457945j -0.0104147-0.0097028j -0.00337702-0.00649317j -0.00832733+0.0134791j 0.00566926+0.00984722j -0.01464-0.00607268j 0.014562-0.0150915j 0.0130845+0.000281993j 0.0167632+0.00840079j -0.00911063+0.000185848j 0.00542367-0.0102494j 0.0019729-0.00677727j 0.00903017-0.00762615j -0.00672138-0.00388232j -0.00526577+0.027757j 0.0269333+0.0133592j -0.0172523+0.0322095j 
-0.000615143-0.0170489j -0.0203228+0.00213584j -0.0113455+0.00288408j 0.00428547+0.00246045j -0.0224604-0.0159281j 0.0258131-0.0139222j 4.99488e-05-0.00761413j 0.00256802-0.0125175j -0.00486465+0.0023225j -0.00816117-0.00852567j 0.000600635-0.000869091j 0.002446+0.00107713j -0.00626413+0.00889437j 0.00125194-0.00174637j -0.0054594+0.0137741j -0.0077937+0.00566331j -0.00946422+0.00413505j 0.00364175-0.000795278j -0.00268941+0.0112001j -0.0100316+0.00378348j 0.0196574-0.0201477j -0.0120088-0.0110703j -0.012548-0.0125462j -0.0030752+0.0259854j -0.00688274+0.0160745j 0.00643523+0.0123869j 0.00946823-0.0106889j 0.0048653-0.00168716j -0.0122368-0.00909112j -0.00811656-0.00318019j 0.00414971+0.0159779j -0.00413585+0.0150962j -0.0114264+0.0168043j 0.00429704+0.00468322j -0.000144407-0.00308675j 0.00944389-0.0120355j -0.00587753+0.00300895j -0.00202003-0.00803729j -0.00881836+0.0223943j -0.009788+0.0139285j -0.00397252-0.0159335j 0.00140422-0.00197295j 0.004004+0.00310719j -0.00324204+0.000606365j 0.00140086-0.00426382j -0.00980938-0.0131228j -0.0170271-0.00825971j 0.00893378+0.00616084j -0.0026891-0.00920771j -0.0147117-0.00788124j -0.0203996-0.0134249j 0.0123098-0.00311307j 0.0119664+0.00215594j 0.00380776-0.0135706j -0.0038019-0.00107246j -0.0299192-0.0176321j 0.0101888-0.0110594j 0.00576201+0.00561588j 0.0027214-0.011649j 0.00408558-0.0164077j 0.00476325+0.0105066j -0.0238822-0.0235163j -0.00330042+0.0201052j 0.00454851-0.00174965j 0.00274396-0.0209487j 0.00104031-0.0202985j 0.00985423+0.0164481j -0.00449137+1.62884e-05j -0.00289421-0.0160728j -0.0130869+0.00691935j -0.000654497+0.00771304j 9.72619e-05+0.00192467j -0.00840033-0.000657913j -0.0115514-0.00147613j 0.00396829-0.011271j -0.00656231+0.00265883j 0.00932197-0.00930635j -0.00178059-0.00593681j 0.00168792-0.0100647j 0.000899869-0.00792217j 0.0149172-0.00445244j -0.0137898-0.00488701j -0.0119605+0.0131299j 0.0232113-0.0235283j -0.0134714-0.0185727j -0.00451671-0.0157851j 0.00993099-0.00328711j -0.00438558-0.00163212j -0.0242023-0.00475444j -0.0396594-0.0105631j -0.00469182+0.0148682j -0.00173616+0.0281747j -0.00961391-0.0111391j -0.0339749+0.00765697j -0.00602184-0.0328216j 
0.00122756+0.0028804j 0.00608831-0.00210368j 0.00129099-0.000806157j 0.00194144+0.00327631j -0.00966157+0.00182344j 0.00425342-0.0051507j 0.00243528+0.00295612j -0.00620126-0.0026508j -0.00202592-0.003462j 0.00754848-0.00211761j -0.0107142+0.00362763j 0.00169482-0.00729208j -0.006803-0.00673329j 0.0016083-0.000264237j -0.00866657+0.0019307j 0.00117998-0.00440887j -0.00241766-0.00399755j 0.00350324-0.00555279j -0.0106721+0.00223905j 0.0035586-0.00892686j 0.00550472-0.00437675j 0.0147629+0.00476492j -0.0111072+0.00842301j -0.01524+0.00594323j -0.0021232-0.00746387j 0.00185766-0.0167956j -0.013183+0.00417928j 0.00415349+0.00673271j -0.00710295-0.0174596j 0.00995637+0.00326861j 0.012681+0.0010364j 0.00234336-0.000796641j 0.00984196-0.000349734j -0.014851+0.00285983j 0.00467093+0.00643342j -0.00220337-0.00802319j -0.00508647+0.00762222j 0.00492813-0.00140196j 0.00636459-0.00578321j -0.00701015+0.0151833j -0.0173885-0.00339501j 0.0037026+0.00897633j -0.000780356+0.00224023j -0.00143558+0.0057889j 0.00251305+0.00174263j 0.0109728+0.00243584j 0.00554678+9.45641e-05j -0.00838817+0.0039429j 0.00258887-0.00730284j 0.00306939-0.00621843j 0.0117598+0.0216575j -0.00471932-0.00189285j -0.0127011-0.00131609j -0.00598509-0.00625047j 0.0118168-0.00327498j -0.00315798+0.0161019j -0.00574493+0.0100309j -0.00481405+0.00311205j 0.00717676-0.00422653j 0.00576947-0.0131248j 0.00457522+0.00653906j -0.00410394+0.0111883j 0.0162413-0.00617517j 0.00741847-0.000719798j -0.00400225+0.00690585j -0.00919873+0.00324464j 0.0150986+0.00111813j -0.00140898-9.17342e-05j -0.0133554+0.00220665j 0.000140202-0.00784177j 0.00642999-0.00501522j 0.00212721+0.00782529j 0.0132098+0.0050454j -0.00616016+0.000704048j 0.00790567+0.000362171j 0.0114843+0.00565531j -0.00333717+0.000450484j -0.00636642+0.00192761j -0.00475652-0.0133311j -0.00959493-0.00841797j -0.000879941-0.00758666j 0.0149619-0.00774533j 0.0180825+0.00710194j -0.0205575-0.00285909j -0.0171558+0.0069083j -0.00193494-0.00595029j -0.0199697-0.0195868j -0.00135021+0.0114679j -0.0158688+0.0138714j -0.000335678+0.00331622j -0.00542611+0.0147033j -0.00365014-0.0106435j -0.0160155-0.00207754j 0.00686376-0.00223765j 0.00259296+0.0093672j 
0.000292892-0.00427135j -0.00811473+0.00275803j -0.00167679+0.00278464j -0.00327579+0.00716654j -0.00523351-0.0059673j 0.0169851-0.00619251j -0.00442519+0.00419584j 0.000490433-0.00550174j 0.00341736+0.000368399j 0.0053365-0.00107493j -0.00361481-0.00555335j 0.00310593-0.000789974j -0.00151936+0.00392058j -0.00685268+0.00565737j -0.00297119-0.00451937j -0.000642642+0.00440624j 0.000366936-0.00104681j 0.00846411+0.00275619j -0.00145257-0.000660296j -6.06504e-05+0.00857485j 0.0139398+0.00993539j 0.00534646-0.00283818j -0.0198186-0.00667649j 0.00479023-0.00378983j 0.0130698-0.00835159j 0.00050746+0.0140503j 0.0138544-0.00572454j -0.000747736+0.00728156j 0.0108014+0.00212945j -0.00794476-0.0124451j -0.00933732+0.0257397j 0.00275905+0.000125891j -0.00668347+0.00136402j -0.000360142-0.00473896j -0.00963054+0.0111022j 0.00524684+0.00909528j -0.0118886+0.00424853j 0.00364388+0.0063882j -0.0133488-0.0160901j 0.00890605+0.012308j -0.00321727-0.0119417j 0.00699215-0.00349308j 0.00265222+0.000961326j 0.0176936+0.00667093j -0.00165173-0.0033452j -0.00237638-0.000553234j -0.0120489-0.00175027j 0.0112592-0.00369979j -0.000308543-0.0137659j -0.0091542-0.00784504j -0.00859689-0.0114226j 0.000215009-0.00233697j 0.00933451+0.00112915j 0.0069343-0.00931383j 0.00490512-0.00186634j 0.0153919+0.00818879j 0.00770483-0.00594876j 1.18205e-05+0.00171783j 0.000711255-0.000568332j -0.0154696-0.0198897j 0.0100512+0.00945732j -0.00440738+0.0153631j 0.0148802-0.0123879j 0.00777323-0.00305809j 0.00461647-0.0148362j 0.0129878-0.00871024j 0.00150787-0.00845105j 0.00256395+0.00647526j 0.0113932-0.00272898j 0.00289794+0.0115368j -0.00674409+0.00640034j -0.00760658-0.00440847j 0.00600261-0.00912027j 0.00108634+0.00805188j -0.00434564-0.00511702j -0.00957072-0.0161335j -0.00919685-0.000831986j 0.00288622-0.000568159j -0.00476748+0.00575799j -0.0132256-0.00457735j 0.0050986+5.69149e-05j -0.00543164-0.00569371j -0.00407555+0.00379459j -0.0122993+0.0131726j 0.00902528+0.00918784j 0.00413975-0.00949015j -0.00797348+0.00077092j 0.00197191+0.00253753j -0.0021962+0.00869757j 0.0041469-0.00203182j 0.00877692+0.0018794j -0.00890941+0.00193316j -0.010034+0.00834923j -0.011176+0.00319597j -0.00483605-0.0116163j 
-0.0111206+0.00831244j 0.00615641+0.00851795j 0.00353287+0.00946534j -0.00665278-0.00852491j -0.00666439-0.00704547j -0.00688094-0.00347174j 0.00517668-0.00368857j 0.0140433+0.000277784j -0.00710968+0.000233756j -0.0151235+0.0108242j 0.0050736-0.00555443j -0.000580912+0.00552021j -0.00249636-0.00565077j -0.00717035+0.00467291j 0.0170552-0.0057744j 0.00770579-0.0124345j 0.00498158+0.00676766j 0.0152352-0.00383533j 0.00949723-0.000980244j 0.00309795-0.00749014j 0.000875702-0.0115307j -0.0063844-0.00398656j 0.0148914-0.000146193j -0.0111482-0.00415819j -0.00418653+0.0333429j 0.0108251+0.0126999j -0.00225959+0.000126626j -0.000223651+0.00281159j 0.00223447+0.00587654j 0.00647843+0.0012267j -0.00712288+0.00786409j -0.0203162-0.00529151j -0.0240602-0.00289585j 0.00620753-0.00393188j 0.00416604+0.00583344j 0.0274073+0.00210561j 0.0022952+0.0153432j -0.00213767-0.000534996j -0.0365218-0.00247527j -0.0321733-0.00520578j 0.00596231-0.010938j -0.00741619+0.000962262j 0.00326477+0.00134424j -0.00620999-0.00353622j 0.012021+0.000376389j 0.0197858-0.010493j -1.69585e-05-0.00712939j -0.00695876-0.0116371j -0.00288028+0.0117158j 0.00283723+0.0293686j 0.000824621-0.0300586j 0.00216488+0.0165497j 0.00439979+0.0084091j 0.0071241+0.00766996j -0.00199627-0.027835j 0.0213891-0.0391183j 0.00839052+0.00546336j -0.0011382+0.000462706j 0.00161242+0.00805259j -0.00254233-0.012316j -0.001261+0.0141451j 0.00766734-0.0111302j -0.0138096+0.0130273j 0.00196005+0.0159719j -0.00298462-0.00227877j 0.00237053-0.000674035j -0.0129781+0.0090278j 0.0019316+0.0112938j 0.00485375-0.00808157j 0.0051949-0.0197488j -0.0122664+0.0121975j -0.00514307+0.0134937j -0.0161664+0.0143704j -0.0207502+0.0200267j -0.00121978-0.000561406j -0.00247598-0.00734623j 0.00543445-0.00021939j 0.00297819-0.00222829j 0.00347788+0.00666199j 0.0061864+0.0079443j 0.00230946+0.0107011j -0.00309395-0.0108676j -0.008322-0.003252j 0.00369031+0.0114415j 0.0346197+0.0012351j -0.00764196-0.00169564j 0.0216713+0.00824652j -0.00818026-0.00688371j -0.0335995-0.0302387j -0.0183411-0.0139062j -0.0104327-0.0056958j 0.00558964+0.0236999j 0.0121682-0.0104353j -0.00303761+0.0141424j -0.0118107+0.00045714j 
0.00196393+0.0106005j 0.00559306+2.48529e-06j 0.00644569+0.0122408j -0.00647051+0.013877j -0.00569941+0.00748985j 0.00738759-0.00494542j -0.0215802+0.00528387j -0.007024-0.00829367j 0.00244175+0.0128726j 0.00917595-0.00358179j 0.0066758+0.00119564j -0.0203292-0.0216303j 0.00730631-0.00388732j -0.023459+0.00793473j 0.000689275+0.00282419j -0.00663313-0.00449265j -0.0341216+0.00200543j -0.00455493+0.00761493j 0.00375219+0.0092148j 0.000975355+0.00266633j -0.00677744+0.0026094j -0.00799546+0.00394722j -0.00277027+0.00375069j 0.000770041-0.00297242j -0.000430022+0.00259374j -0.0020751+0.00296168j 0.00727496+0.00397713j -0.006972+0.000926429j -0.0166785+0.000111636j -0.0097217-0.00980807j 0.0115545-0.000468282j -0.00312863+0.00106999j 0.00177387+0.00994295j 0.00190285-0.00271573j -0.00175168-0.00113603j -0.00418414-0.00521061j 0.00514253-0.00374216j -0.00913222-0.0050595j -0.00708476+0.0138456j -0.010107+0.00193583j -0.00831154+0.00208971j -0.00984449+0.00158795j -0.0066508-0.00418435j -0.0180333+0.00472448j 0.00110986-0.000730019j 0.00622765-0.0113078j 0.00784175+0.00533508j -0.0121013-0.00404604j -0.00292876+0.00590846j 0.0143203+0.0121721j -0.000654073+0.000529338j 0.00596462+0.00180259j -0.00146217-0.00308547j 0.00366117-0.00446434j -0.00823767-0.00884372j -0.00264485-0.00871449j -0.00470738+0.00402964j 0.00212845-0.00345749j -0.000670351+0.00351369j 0.00425617+0.00971324j -0.00251249-0.000428593j -0.000504802-0.0046502j -3.79619e-05+0.0200439j 0.00307026+0.0065122j -0.00469113+0.00460744j -0.00042605+0.0027257j -0.00304478+0.00954093j 0.00422164+0.00444235j -0.00277025+0.000649328j -0.000677399-0.0105297j 0.00346752+0.00516547j 0.00625636+0.00774143j -0.00374796+0.0147775j 0.000167795+0.0121123j -0.000974866+0.00826234j 0.000115242+0.0106743j 0.00461932-0.00116384j -0.00171649+0.000987309j 0.00305702-0.00238609j 0.0100012+0.00114864j -0.00219903+0.00446086j 0.000879795+0.00201045j -0.00825345-0.00335424j 0.0061058-0.0011477j 0.0141134-0.0171667j -0.004284+0.00524634j 0.013407-0.0104668j -0.00563913-0.00246592j -0.0190504-0.00109733j -0.00362552+0.00264526j -0.0114116-0.00444937j 0.0121712+0.00114981j 0.000984431-0.00879698j 0.00891872-0.00441894j 0.00496026+0.0104776j 
0.000319947-0.00657231j -0.00636655+0.00122825j 0.0115977+0.0105491j -0.0101895+0.015404j -0.00634861-0.00939514j 0.00443354+0.0121575j -0.0126501+0.00795956j 0.0045476+0.00148659j 0.00605222-0.00426715j 0.00779393+0.00128201j 0.00649083+0.00105769j -0.0107382-0.0130967j 0.0132276-0.0106444j -0.00618781+0.0200784j -0.00149023-0.0191448j -0.00489036-0.0179288j -0.0189304-0.000324336j 0.00493332+0.00122036j 0.000960259-0.00368083j 0.00596007-0.00390162j 0.00291758-0.00874574j 0.0157423-0.00463986j 0.0139701-0.0027425j 0.00535065-0.000658789j -0.00790505-0.00397883j -0.00369608-0.00476523j -0.00810788-0.00532505j -0.0189-0.00227031j 0.00867422-0.0016735j 0.013286+0.0124764j -0.0041842-0.00520542j -0.00353312-0.0042625j -0.00331752-0.012121j -0.000762168+0.00720836j 0.0074385-0.00114317j 0.00165937+0.00644517j -0.00713687+0.00467632j 0.013346+0.00539458j 0.0117448-0.017964j 0.0146331-0.00538896j 0.011727-0.00199966j 0.00616035-0.00492773j 0.00265134+0.00237971j 0.0217358-0.0058359j -0.00290678+0.00319159j -0.00901366+0.0108556j -0.00961438-0.00438214j 0.0155849+0.00253059j 0.00272903-0.00619728j -0.017805-0.0158819j 0.00267299+0.00107163j -0.00825803-0.000606802j 0.0020596+0.00421852j -0.00566224+0.00636327j 0.0100142+0.012899j 0.00457103+0.0125461j 0.00455243-0.00324423j -0.00199586+0.00243363j 0.00100316-0.00265278j -0.00353151-0.00920004j 0.00184255-0.000764226j 0.00299296+0.00577024j -0.00309247-0.0244269j -0.00505066-0.00737179j 0.00339958-0.00470761j 0.00185297-0.00256829j 0.00461245-0.0120656j -0.00690351-0.00760109j 0.00504303-0.000726477j 0.00375276+0.0143244j -0.00574371-0.00712327j -0.00650994-0.00997824j 0.000744131-0.0193974j 0.000541029-0.0179638j 0.00226865-0.00805803j 0.000448238-0.0142623j -0.00718695+0.00178101j 0.00264346+0.000621616j -0.00356311+0.00185058j -0.0109786-0.000198838j 0.00288142-0.00404012j 0.000890611-0.00215993j 0.00927107+0.00340318j -0.00618975+0.000537189j -0.0168738+0.0215436j 0.00443952-0.00500623j -0.0173325+0.0145854j 0.00850679-0.00255949j 0.0274553+0.000931997j 0.00761911-0.00269041j 0.0148422+0.00407444j -0.0150035-0.00361448j -0.00142857+0.0124733j -0.00958128+0.00381648j -0.00457711-0.0112311j 
-0.00346011+0.00408825j 0.00246176+0.00022528j -0.013372-0.00765774j 0.00427229-0.00532488j -0.00928031-0.0146653j 0.0130253+0.0111559j 0.00179888-0.00894147j -0.00167061-0.00679661j -0.00217955+0.00495425j -0.00731787-0.0121319j 0.00436191-0.00222371j -0.000508336+0.00579897j -0.00416109-0.0117639j -0.0035001-0.0060249j -0.00282241+0.0136753j 0.000899402+0.00241699j -0.00334481+0.00361198j 0.000315437+0.00928022j -0.00514943-0.000951757j 0.00192546-0.009788j -0.00478077-0.0077548j -0.0136779+0.0231847j -0.0074939-0.0238477j 0.00408645-0.00107468j -0.0323017+0.0251971j 0.00397951-0.00708332j -0.00585447-0.00994223j -0.00567722-0.00192034j -0.0055444-0.00772826j 0.0114011+0.0148627j 0.00679292+0.0130007j -0.00360041+0.0104989j -0.00840942+0.0105852j 0.00268792-0.00798562j -0.00497348-0.00289799j 0.00607975-0.0135087j 0.00261426+0.00890502j -0.00428795+0.00278129j -0.00744071+0.0164744j -0.0110917+0.0121199j 0.00376912-0.0129204j -0.00484671+0.00337633j 0.00474833-0.00222582j -0.00368209+0.00743669j 0.00937072-0.00332765j -0.00129041-0.00831193j -0.0139973-0.00828985j -0.00573869-0.00256048j 0.00648146+0.00274353j 0.0220775+0.00612828j -0.0295667-0.0144343j 0.013592+0.00588718j 0.0118392+0.00200175j 0.0141794+0.00250817j -0.0193009-0.00689986j -0.00731315-0.0231292j 0.00342237-0.00713167j 0.00198929-0.0027572j 0.00533818-0.00580229j -0.014061-0.00828574j 0.0114336+0.00868838j -0.00547398+0.000884647j 0.00936309+0.0117516j 0.0135309+0.000908537j 0.00245542-0.00398187j 0.00815806-0.00762034j -0.0033339+0.0108351j 0.012159+0.00815161j -0.001362-0.00338533j -0.0101793-0.00922573j 0.00567552+0.0170843j 0.00645073+0.00606203j 0.00525132+0.0127729j 0.00645512+0.0231501j -0.0063066-0.000406051j -0.0118093-0.00110182j 0.00505331-0.00211939j -0.000711381-0.00332843j 0.001148+0.00384789j 0.00329951-0.00191012j 0.00324193+0.00460268j -0.00969963-0.00607843j -0.00705029+0.0028873j 0.00330504+0.010305j 0.0130813-0.017372j -0.00484302-0.00474926j 0.0122767-0.0132887j -0.00821718+0.00454603j -0.0315526+0.0124342j -0.0142496+0.00559485j -0.00431187+0.00205989j 0.00886709+0.011385j -0.000935159-0.00756081j 0.00292526+0.011078j -0.00799204+0.00260299j 
