0.0118986-0.0408963j 0.0764835-0.0511033j 0.124647+0.0920636j 0.0113344-0.150109j -0.0807088+0.0220058j -0.240894-0.206458j 0.0319382+0.117688j -0.0730432+0.237937j -0.15615-0.221299j 0.00256733-0.130404j 0.0938148-0.256903j 0.440345+0.0294043j 0.233437-0.0597549j 0.0833119-0.145689j -0.0749302-0.110183j -0.302288-0.475837j -0.255444+0.0458257j 0.385193+0.481883j -0.495281+0.376653j 0.260971+0.031904j -0.0263129+0.574672j -0.475318-0.0754915j 0.315015+0.715563j -0.0109434-0.0740925j 0.214845-0.676419j -0.626239-0.0725114j 0.544914-0.0132336j -0.185426+0.466785j -0.149074+0.0586763j -0.551745+0.121108j 0.123445-0.151911j 0.0260362-0.218238j -0.0787656+0.0971384j -0.136857+0.353318j 0.00268743-0.257906j -0.0943317+0.35368j -0.0381274+0.0146724j 0.363499+0.0962115j -0.326078+0.406013j -0.0167792-0.0272965j 0.639419+0.50031j 0.104708+0.588451j -0.149305+0.702775j 0.0671533+0.0751243j 0.793701-0.569184j 0.366681-0.36913j 0.335731-0.129004j 0.502909-0.53059j 0.0776587+0.0195744j -0.413172-1.1296j 0.066204-0.353095j 1.03788-0.336728j -0.0189386-0.426879j 1.02244+0.0575423j 0.180694-0.737825j 0.520048-0.646825j 0.105809+0.770284j 0.247484+0.0677529j 0.151726-1.05053j -0.216288+0.349058j 1.22462+0.0681065j -0.476988+0.566423j 0.539256+0.988248j -0.246941-0.0630706j 0.193033-0.076868j 0.317668-0.396112j -0.280335+0.334503j -0.471017-0.379037j 0.133407-0.912162j 
0.122337-0.426882j -0.0052902-0.150222j -0.00396616-0.209643j -0.4193-0.0541978j 0.165178-0.285898j -0.456378-0.202907j -0.173084-0.181182j -0.243375+0.309583j 0.000436216-0.697139j 0.708225+0.116632j 0.169714+0.0866052j -0.240463+0.08738j -0.373168+0.374029j -0.785541+0.289275j 0.102776-0.178831j -0.752909-0.574827j -0.137494-0.608953j 0.0942718+0.0257687j -0.164134-0.115381j -0.471692-0.86325j 0.37754-0.341407j 0.438685+0.12454j -0.168043-0.0482767j 0.569665-0.370513j 0.086162+0.263983j 0.389457+0.0161162j 0.0647407+0.161729j -0.0949188+0.183994j 0.504864-0.304421j -0.0585261+0.482435j -0.28192+0.350722j 0.135437+0.159502j -0.0809771-0.0199885j -0.604886-0.0639277j -0.486063-0.170853j 0.590849+0.0643847j -0.196853+0.94607j 0.388684-0.689157j -0.55104+0.642255j -0.0472368-0.431984j 0.349822+0.504398j -0.182481+0.736596j 0.318646+0.411353j -0.155663-0.37959j -0.338406+0.410747j -0.681789-0.473629j -1.21791+1.21552j -0.16066-0.686119j -0.408745+0.372431j -0.666285+0.233765j -0.300638-0.134828j 1.58227-0.740875j -0.180863-0.836768j -0.95392+0.0387893j -0.280397-0.391089j -0.00578896+0.225234j -0.841525-0.198788j -0.130093-0.686704j -0.348305+0.0315033j -0.785351+0.165745j -0.740255+0.0783974j -0.756965-0.212668j -0.0723273+0.451398j -0.0215995-0.444813j -0.226855+0.518853j 0.186952+0.0602042j -0.133035-0.112897j -0.24872-0.106557j -0.503293+0.141803j 
-0.321881+0.165741j -0.0984017+0.275559j 0.198339-0.0642663j -0.0504027+0.410862j -0.173176-0.10249j 0.331588-0.338119j 0.235691-0.435275j -0.524857+0.95541j -0.67734-0.226696j 0.319463+1.33598j 0.0407466-0.457322j -0.592043-0.36317j -0.0866675+0.77288j 0.290792-0.221101j -1.31729-0.958657j -0.0405043-0.00742433j -1.0951+0.855862j -0.954205+1.15895j -0.312183+0.39791j 0.125494-2.10416j -0.334156-1.53226j 0.694342+0.419103j -0.315997+0.546343j -0.394771+0.199651j 0.677238-0.39599j 0.281641+0.304129j 0.0965585+0.00186573j 0.370724+0.227025j -0.0890886-0.0478384j 0.154274-0.30833j 0.0933388-0.0531902j -0.0673462-0.00609659j 0.185664+0.0273795j -0.230616+0.104519j 0.471072+0.0733432j 0.214669-0.0457392j -0.163424-0.12075j 0.160523-0.120861j 0.0729978+0.309896j 0.353466-0.640416j 0.0827441-0.179311j -0.229399+0.0431891j -0.0486516-0.0560202j 0.00294714+0.451685j 0.471889+0.0827607j -0.274077-0.226866j -0.0747673-0.596688j -0.125652+0.282322j 0.385758-0.247501j 0.0253634-0.15635j 0.154294+0.449969j 0.220613+0.533691j -0.373434+0.283267j 0.0245813-0.420696j -0.242399-0.294268j 0.178715-0.504612j 0.0913529+0.0808329j 0.370653+0.402214j -0.195405-0.0854735j -0.296153-0.374872j -0.202661-0.0467961j 0.11635-0.0128998j 0.0744487+0.217345j -0.126523+0.0376308j -0.188082+0.23205j -0.0327832-0.0390503j -0.0708687+0.033931j -0.133155+0.145827j 0.152495+0.0743862j 
0.333019-0.0157439j 0.392901-0.19398j 0.347483-0.267294j -0.160981+0.152326j 0.282455-0.209426j 0.18315+0.0140925j -0.201929-0.127526j 0.103587+0.12508j -0.589068-0.445552j -0.488581-0.233113j -0.705701+0.128572j -0.328294+0.0869836j 0.595582-0.553083j -0.268351+0.113953j 0.0423876-0.683747j -0.519806-0.373105j 0.523479-0.813156j 1.1004+0.110342j 0.984318-0.100464j -0.00722713+0.00300967j -0.448026+0.436797j 0.325194+0.11307j -0.113788-0.282846j 0.0234747-0.310083j -0.146757-0.0951657j -0.872077+0.00967908j 0.191524+0.117135j 0.0884467-0.247672j 0.000916327+0.185409j -0.542437+0.101375j -0.138612-0.586931j -0.066293-0.396983j -0.117661+0.0731868j -0.10434-0.103071j 0.0402516-0.00550772j 0.0505579-0.48379j -0.162258-0.202522j -0.320098+0.079247j -0.0932088+0.196056j -0.585073-0.110104j -0.204567-0.536442j 0.971443+0.981364j 0.136655+0.425895j -0.53498+0.589844j -0.0610646-0.373623j 0.0241846-0.378335j 0.628863+0.320603j 0.00274643-0.227304j -0.0314469+0.326401j 0.107455-0.948837j -1.07416-0.184517j 0.745776-0.124996j -0.336105-1.53135j -0.569493-1.30864j -0.421854-0.0692239j -0.549987+0.111939j 0.929457-0.5323j 0.308358+0.307854j -0.308703+0.181447j 0.529805+0.156115j -0.553117+0.0814396j 0.244825-0.42221j 0.187381+0.037858j -0.292854-0.709141j 0.395279-0.0306502j 0.0871894+0.0133031j -0.296778-0.0634571j 0.285+0.0217973j 0.381511-0.371643j 
-0.093582+0.0659765j 0.135603+0.228941j 0.0572193-0.0891747j -0.284758-0.261733j -0.138487+0.416871j -0.0180193-0.0384567j -0.429025+0.266203j -0.280815-0.643056j 1.48222+0.359214j -0.194915-0.17842j -0.347716+0.284109j 0.686361-0.416589j 0.79674-0.66131j -0.154413-0.0154875j -0.755328-0.879854j 0.0419897-0.00807309j 0.743225-0.0182016j -0.00179375-0.477641j 0.272581+0.0336885j -0.302368+0.191418j 0.840828+0.594215j -0.342127+0.407622j 0.0972403-0.0512566j 0.353149-0.213899j -0.0674862-0.202254j -0.433363-0.0440056j -0.081288+0.177486j 0.137619-0.096856j -0.209012-0.175365j -0.0234934-0.168611j 0.103637-0.701969j -0.190178-0.196561j 0.204302-0.0314993j 0.197995-0.864472j -0.244853+0.0339627j -0.591888+0.071923j 0.0666446+0.0819346j 0.215793+0.299792j -1.49475-0.0754849j 0.119207+0.408979j 0.942698+0.0543895j -0.111387+0.177984j 0.400071-1.0743j 0.856572+0.10609j -0.278264+0.257598j 0.548734+0.678506j -0.962804+0.108125j -0.802997+0.608217j -0.21831+0.649838j 0.194674-0.0477988j -0.79125+0.368213j 0.978412-0.00228583j 0.704428+0.0799221j 0.631755+0.294927j -0.695967-0.0156674j 0.038513+0.0781173j 0.0800334-0.388919j -0.272167+0.28344j 0.604237-1.08765j 0.599477+0.0410283j 0.0654069-0.293653j -0.0515368-0.362426j -0.0916651-0.524163j -0.380369-0.725296j 0.0963219-0.243177j -0.202598-0.163884j -0.197565-0.0121007j 0.0751767+0.110359j 0.283923-0.124143j 
0.0986387-0.334923j 0.188486+0.276686j -0.0419325+0.476033j -0.321638+0.00100291j -0.06109-0.28082j -0.257392+0.365798j 0.219523-0.0391118j 0.334746+0.592005j 0.581113-0.000265358j -0.352551+0.527423j -0.513428-0.094661j 0.0661323-0.569303j -0.147374+0.0650357j -0.156902-0.356544j 0.346638+0.222591j -0.000614981+0.357559j 0.361979+0.648183j 0.339736-0.136005j 0.925838+0.131239j -0.482944-0.130864j 0.0053491-0.629481j -0.225637-0.423523j -0.181128+0.896749j -0.0135901+0.0964571j -0.730483-0.412118j -0.30714-0.0854622j -0.0967112-0.622331j -0.2167+0.614047j 0.247949+0.313055j 0.0860009-0.182686j 0.423035-0.540317j 0.582241+0.239105j -0.209599+0.00330542j -0.380178+0.586824j -0.351626+0.2078j 0.307259+0.101111j -0.287558-0.206784j 0.530558-0.0622749j 0.0228244-0.344921j 0.859223+0.044981j 0.722938-0.0405601j 0.272754-0.426243j 0.906863-0.131876j 0.338884+0.525112j -0.407962-0.192876j -0.301494+0.413917j 0.419796+0.0199537j -0.0385599+0.232901j 0.219221-0.139462j -0.73024-0.0926192j 0.119862-1.30939j -0.167502-0.127338j -0.161832+0.105811j 0.560811+0.540137j -0.418112+0.249931j -1.16336-0.66257j -0.279122+0.346112j 0.256688+0.485913j 0.732858+0.572161j -0.0144716-0.100144j -0.179902+0.330217j -0.665028-0.237624j -0.0940408+1.02228j 0.0425329+0.0203359j 0.295612-0.293129j -0.0590888+0.0411126j 0.212187+0.214809j 0.440002-0.639945j 0.266187+0.307782j 
-0.101027-0.107164j -0.227189+0.360109j 0.209311+0.156016j -0.127487-0.313115j -0.631884+0.213373j 0.505461+0.278453j 0.272028-0.474768j -0.679062-0.173416j 0.392186-0.667999j 0.615735+0.735759j -0.416668+0.140695j 0.507875+0.0614969j 0.170277-2.33183j -0.173027+1.14322j -0.238544+0.565496j 0.1191+0.817099j -0.313813-2.37674j -0.607802+0.172283j -0.311903-0.0975783j 0.797361+0.191449j -0.137942+0.753189j -0.478708+0.3767j -0.239934+0.617135j 0.518022+0.0175634j 0.613773+0.165041j -0.0242473+0.37582j -0.231607+0.148822j 0.24352+0.394837j 0.0929957+0.0109823j 0.0753351-0.164101j 0.209527-0.0667946j -0.0358456-0.100288j 0.200123+0.195303j 0.196126-0.0911236j 0.207036+0.271354j -0.00855538-0.0985906j 0.0623869-0.108445j 0.20212+0.343917j -0.337726+0.302477j 0.393124-0.505402j -0.00230235+0.178361j 0.136383-0.579184j 0.0740922+0.276839j -0.158779-0.862004j -0.0839868-0.039674j -0.449342+0.477632j 0.0551669+0.585298j 0.0437109+0.102283j 0.0610725+0.414505j -0.0277928-0.433195j 0.150509+0.108494j 0.370843-0.443936j -0.345959-0.293617j 0.280106+0.0245056j -0.411351+0.627512j -0.0598798-0.303935j -0.230354-0.161722j 0.182713+0.303662j 0.259421+0.458638j 0.0505992+0.0594566j 0.0793903-0.287723j -0.0319299-0.0779625j 0.0637816+0.0506226j 0.10599-0.275174j -0.252707-0.00515766j 0.0614435-0.140511j -0.0399986-0.0671355j -0.13131+0.0261048j 0.107714+0.0403027j 
0.811324-0.00794712j 0.249481-0.0484625j 0.271765-0.130757j 0.0353675-0.743809j 0.392097+0.127711j 0.167317-0.68999j 0.240619-0.487774j -0.608384-0.471974j 1.14527+0.34303j 0.313248+0.745965j -0.0517887+0.115195j -0.021606+0.177438j -0.920608-0.193968j -0.795723-1.03683j 0.466501+0.283173j 0.721034-1.16397j 0.830043-0.193568j 0.121877-0.0364999j -0.172789-0.241808j 1.16798-0.661729j 0.699763+0.772883j -0.357272+0.364185j 0.0946854-0.248994j 0.712381+0.886227j -0.402818+0.268868j 0.0486124+0.609356j -0.218705+0.163164j -0.278252+0.00509343j 0.249613+0.244968j -0.75275+0.0642534j -0.151857-0.23335j -0.152831+0.0877631j -0.0772622+0.0378369j 0.118461-0.305263j 0.148648-0.372124j -0.204546+0.126503j -0.249676-0.299353j 0.286296+0.412623j -0.19409-0.545967j 0.274397+0.0413935j -0.45762+0.254615j -0.164194-0.248275j -0.353804+0.415996j 0.0797115-0.00638136j -0.431424-0.222569j 0.324913-0.345596j -0.289967-0.837936j 0.519919+0.163349j -0.179304-0.258854j 0.00155492-0.347873j 0.0713441-0.221278j 0.00210648+0.813986j 0.18746-0.0445481j 0.130747-0.287505j 0.336449+0.00322471j -0.0549878-3.33553e-05j 0.180382-0.395376j 0.139011-0.0292765j 0.266047-0.106129j 0.00861515-0.396984j 0.166649-0.289569j 0.281352-0.330978j -0.16125-0.0967566j 0.193256+0.0039877j -0.197871-0.116306j 0.00184877+0.0967251j -0.000230794+0.0110284j 0.00471679-0.21912j -0.0717186-0.259207j 
0.325407+0.0659279j -0.211345-0.652093j -0.104086+0.391573j 0.0100653-0.1897j -0.496214+0.177095j -0.0041358-0.358828j 0.34055+0.556974j -0.0398023-0.424798j 0.352352-0.638206j 0.300956+0.822262j -0.524456+0.249162j -0.0412394+0.0672524j -0.362618-0.946343j -0.198426-0.256469j 0.272307-0.763403j 0.233835+0.436323j -0.424849-0.476087j -0.0901424+0.341521j 0.14399-0.340843j 0.0154832+0.408286j -0.329132-0.394657j -0.129611+0.611131j -0.522375-0.170214j 0.177522+0.178174j -0.0691048+0.320608j 0.288877+0.214259j -0.286083-0.323062j -0.143058-0.322241j -0.0220525+0.514801j -0.0312216+0.183569j 0.238919+0.807609j 0.373533-0.379992j 0.0791773+0.169557j 0.222642-0.0267164j -0.0720849+0.51179j 0.16432+1.24704j -0.844122+0.218692j 0.216034+0.543672j -0.391964+0.236393j -0.808285+0.786061j 0.0459656-0.249837j -1.15621-0.541826j 0.867086-0.818426j -0.0926566+0.238132j 0.294664-0.934664j 0.439111+0.955114j 0.775293-0.0796722j -0.560241-0.97316j 0.218755+0.120903j -0.846929-0.206713j -0.252231-0.120141j -0.393228-0.134994j 0.624965+0.22799j -0.211881+0.141631j -0.221477+0.359183j -0.548666+0.266021j 0.00754028+0.622312j 0.484775-0.113923j -0.811263+0.168516j 0.594729+0.34737j -0.530064-0.140552j -0.249213+0.225959j -0.338969+0.278734j 0.336333-0.0516907j -0.339649-0.610441j 0.25406+0.0312246j 0.480797-0.399521j 0.396775-0.0578494j -0.238875+0.183818j 
-0.328073-0.139665j -0.168078+0.110905j 0.113866+0.0965752j -0.10367+0.0434281j 0.0506866-0.104579j 0.280956+0.155701j 0.287577-0.0736864j -0.648307-0.0230107j -0.0444548-0.393126j -0.83319+0.356663j 0.234185+0.0144253j 0.302776-0.589554j -0.428423+0.190698j 0.250182+0.277167j 0.310173-0.52543j -0.00380109-0.0433571j -0.577164-0.397281j -1.01001-0.513819j -0.189293-0.269343j 1.52959-0.187559j 0.913472-0.398542j -0.205425+0.503051j -0.256511-0.0207705j -0.254358-0.291206j 0.443352+0.386523j -0.17415+0.244396j 0.101858+0.102187j -0.0105154+0.365706j 0.0500847-0.115407j 0.341888-0.0242373j 0.0182726+0.0350495j 0.0129315+0.00119951j -0.224861+0.229256j 0.0507318-0.33072j -0.233942+0.610616j -0.18697+0.317952j 0.378976-0.118572j 0.222553+0.135836j -0.373335-0.147238j 0.76432+0.930843j 0.321878+0.118222j 0.293279-0.269402j 0.0947223-0.188857j -0.553889-0.245719j -0.749053+0.855747j 0.56515-0.467023j 1.00374+0.228734j -0.155967-0.40389j 0.353386+0.660994j 0.177026+0.315099j -0.831881-0.136873j -1.27837+0.000241525j -0.213633-0.827223j 0.675995+0.414266j 0.830457+0.0329294j 0.641125+0.991587j 0.0760119-0.00215369j -0.9383+0.324j 0.427368-0.362284j 1.02784-0.0391093j 0.431192-0.148769j -0.131032+0.184584j -0.402817-0.212954j -0.18237-0.121742j -0.170479-0.52624j 0.152076+0.0353466j -0.00381861-0.0290176j -0.144203-0.333323j -0.176983+0.201556j 
-0.277247+0.117271j 0.119079-0.168582j 0.167114-0.0443128j 0.795485-0.101307j -0.43214+0.342391j -0.144299-0.271508j -0.176337+0.000282459j 0.0509074+0.0890976j 0.442777-0.0295844j -0.127231-0.107233j -1.33194+0.325596j 0.933285-0.14048j 0.68078+0.327385j -0.785708+0.245848j 0.17795+0.82276j -0.180838+0.0226322j 0.841404+0.0544546j -0.111632+0.221701j 0.739383-0.155425j 0.274235-0.355696j -0.457522-0.121301j -0.0213668+0.379568j 0.194606-0.190146j 0.139927-0.0857507j 0.112972+0.150986j 0.201822+0.0281111j 0.216983+0.0669838j 0.391879-0.22219j -0.573244-0.226057j 0.169456-0.0212269j 0.367777+0.297406j -0.362672-0.00828895j -0.0612296-0.113618j 0.610763+0.10397j 0.772005-0.772082j -0.469257+0.679474j -0.0383353+0.641661j 0.693128+0.0451157j 0.214743-0.21996j 0.14254+0.323557j 0.353281-0.523523j 0.407172+0.518287j 1.12996-0.364321j 1.02335-0.0465002j 0.062022+1.03641j 0.162184-1.01157j -1.07184-0.203811j 0.961968-1.00654j -0.143199-0.307898j -0.0234055+0.64371j 0.256333+0.0406895j -0.43113+0.36433j 0.000358049+0.121205j 0.0159253+0.522431j 0.403037+0.630681j -0.146513-0.0644249j 0.882424-1.05245j 0.415577+0.471581j 0.0285522-0.165628j -0.344257-0.0721983j -0.0477775+0.0589977j -0.163874+0.210438j -0.190189-0.221968j 0.0828971+0.0454545j -0.138825+0.199684j 0.046948-0.0126185j 0.0392825+0.206601j 0.208936+0.647429j 0.0687244+0.213679j 
-0.331274-0.257625j -0.393647+0.199305j -0.176402-0.0410354j 0.247954-0.398486j -1.01226-0.365788j -0.0485635+0.19148j -0.571793-0.354812j 0.848536-0.667872j -0.11333+2.40989j 0.104265-0.0704549j -0.772905-0.313569j 1.13428+1.06535j 1.3122+0.526308j 0.177263+0.0784316j 0.865535-1.09413j -0.433852+0.29335j -0.0491774+0.567818j 0.614716-0.419114j 0.167075+0.264798j -0.500115-0.385803j -0.526348+1.22078j -0.645437-0.577102j -0.114099+0.193351j 0.232518+0.33164j 0.346448-0.178214j -0.0466109-0.504155j -0.146446-0.189449j 0.172463+0.165008j 0.0074678-0.133642j 0.427857+0.0970979j 0.353617+0.165442j 0.105803-0.102186j 0.0753589+0.24333j 0.467789+0.239145j -0.0500068-0.0649646j -0.0758135-0.387452j -0.0684696+0.0260867j -0.192105+0.191475j 0.255555-0.849688j -0.327674-0.00887873j -0.056851+0.546331j 0.134347-0.335115j 0.810303+0.4649j -0.117279+0.366016j 0.000640502-0.0615867j -0.665484+0.218934j 0.253899-0.227129j -0.186175-0.642382j -0.193368-0.110002j -0.0763007+0.0881842j -0.119595-0.255284j -0.115692+0.287063j -0.357452+0.261608j -0.313723+0.372421j 0.0331541-0.214751j -0.0127747-0.0234115j 0.090177-0.0200372j -0.0597836-0.0525188j 0.455103+0.344979j -0.00683332+0.353041j 0.11982+0.0937928j 0.148517+0.00565096j 0.296286-0.0275504j 0.301555-0.0813009j 0.169736+0.0283969j 0.14135-0.089196j 0.01523-0.0619629j -0.0183466+0.13012j 0.0634016+0.180854j 
-0.0436226-0.162545j -0.279966-0.0114798j -0.0898871+0.163843j 0.185021-0.121695j -0.247655-0.382026j -0.158871+0.425715j 0.342113+0.0233915j -0.0517716-0.368227j 0.601438+0.167135j -0.322278+0.459757j -0.148008-0.214081j 0.164189+0.26157j 1.49006-0.0868089j -0.744569+0.226238j -0.504802+0.0214325j -0.598393+0.114622j 1.57008-0.464335j -0.316-0.482437j 0.0419452-0.248224j 0.0928498+0.518065j -0.385186+0.0267918j -0.35519-0.242546j -0.386048+0.00120358j 0.106346+0.184599j 0.0297928+0.476154j -0.226203+0.0476341j -0.0985128-0.0507419j -0.199929+0.303819j 0.0374861+0.114403j 0.194427+0.0371854j -0.0705995+0.229862j 0.185987+0.0726089j -0.427689+0.0643149j 0.0193829+0.391017j -0.623637+0.0604062j 0.143997+0.00931679j 0.0645426+0.266654j -0.46409-0.134242j -0.322984-0.831201j 0.596762+1.01595j -0.169159-0.105245j 0.354826+0.602639j -0.371429-0.102478j 1.62163+0.342526j -0.0315559-0.0742816j -0.246531-1.0439j -1.12536-0.470219j -0.131947-0.00645704j -0.740249-0.34222j 0.632625+0.51952j -0.441347-0.0870811j 0.526367+1.04129j 1.01553-0.173039j -0.173122+0.38435j -0.7337-1.18957j 0.478913+0.417598j 0.709724-0.00736642j -0.647304-0.0544463j -0.745147+0.0329774j -0.237523+0.0625457j 0.419173+0.4102j 0.116827+0.0202839j -0.0601125+0.00311819j 0.347906+0.37749j 0.202272-0.41622j 0.181049+0.269016j 0.111232+0.000416969j 0.0570678-0.337807j -0.141695+0.14127j 
0.370452+0.63415j 0.128215+0.0956625j 0.117859+0.127973j 0.470526-0.120787j -0.0129155+0.29861j 0.475464+0.0336034j 0.393577+0.094678j 0.209653-0.592287j -0.127233+0.852368j -0.266845+0.356408j -0.0494299-0.102912j -0.452611+0.154384j -0.0332811-0.704523j 0.414833-0.728817j -0.094631+0.226722j 0.804384+0.368539j 0.263487+0.559934j 0.112577+0.247862j 0.00207972-0.189326j 0.445987+0.81047j -0.611073+0.520757j -0.234531-0.436112j 0.130375+0.0323131j -0.450854+0.686971j -0.327968-0.223825j -0.453131+0.0685838j -0.153847-0.115744j -0.00275847-0.302136j -0.556722+0.0651233j -0.306678-0.566369j 0.344595-0.0824044j 0.0606622-0.129418j -0.0521843+0.0632369j 0.10473+0.495029j 0.0607568+0.333006j -0.0108303-0.53483j 0.680265-0.305701j -0.925749-0.134059j 0.962511+0.125458j -0.284455+0.0493134j 0.0331283-0.897652j 0.867363-0.0898644j -0.458099-0.659298j 0.0101059+0.110055j 0.964122-0.249234j -0.265646+0.349139j 1.21591+0.702762j -0.481555+0.5155j 0.337547+0.0186388j 0.737581+0.315583j 0.179921+0.519219j -0.817183-0.710961j -0.38939+0.240532j 0.319486+0.448281j -0.344031+0.160418j 0.362123-0.157754j 0.107761+0.601136j -0.180669+0.405036j -0.283471+0.300998j 0.302773+0.488995j 0.281503+0.716278j 0.155708+0.779621j 0.412937-0.0145519j -0.298023+0.153376j 0.545106+0.0177936j -0.105266+0.0257819j -0.0624959+0.133265j 0.263378+0.236711j 0.412353+0.214756j 
0.273877+0.188495j -0.014671-0.258132j -0.0733248+0.432183j 0.695439+0.776212j 0.0152601-0.00936873j 0.449628+0.0876439j -0.246459+0.232968j -0.15258+0.700706j 0.573755+0.661421j 0.0385468+0.22235j -0.0198334-0.641521j 0.266358+0.196809j -0.137973+0.23534j -0.70799-0.299243j 0.313365-0.0809239j -0.141819+0.600901j 0.21002+0.486482j 0.106157+0.292637j -0.366582+0.180253j 0.132295-0.0724452j 0.0886592-0.217369j -0.246538-0.347543j 0.232058-0.15013j -0.243077-0.372354j 0.180245+0.262178j -0.0950264+0.218369j 0.110982-0.0281887j -0.256749-0.0562722j 0.089444+0.567427j -0.25698-0.1354j -0.379183+0.0668642j 0.157316-0.398413j -0.523698-0.928026j -0.253514-0.026488j 1.52256+0.409076j -0.546856+0.0507996j 1.31108+1.57022j -0.371996-0.683768j -1.44236-0.298857j 0.496545-1.52658j 0.590229-0.56254j -0.517408-0.354451j 0.736193-0.329148j -0.521036+0.0682508j -0.225839+0.501253j -0.50329+0.915188j 0.590801+0.0182684j -0.241354-0.235924j 0.794539+0.109403j 0.493424+0.432329j 0.341303-0.906339j -0.333709-0.837182j -0.186916-0.164677j -0.202051+0.717256j -0.380278-0.477918j -0.266508-0.621948j 0.35612+0.283389j -0.0444366-0.565818j -0.336332+0.14945j -0.390597-0.157774j -0.0401953-0.191831j -0.207221+0.146675j -0.0694724-0.195828j -0.541428+0.172591j -0.156447+0.298007j 0.241631-0.00963909j 0.0224472+0.108868j 0.000298671-0.317489j 0.0930928-0.212784j 
0.161632+0.132611j 0.083537-0.312498j -0.336645+0.302382j -0.116424+0.160618j -0.247059-0.267529j 0.318943-0.245208j 0.452697-1.02825j -0.480211+0.87742j -0.0298716+1.32325j 0.45328-1.52052j -0.141542-0.383428j -0.39075+0.0573559j -0.216873+0.904309j 0.00128223-0.0162043j -0.073694-0.10064j -0.105179-0.149503j -0.225557+0.190082j -0.590608+0.311045j 0.0263205+0.247195j 0.0768823-0.0195819j 0.00128452-0.120021j -0.282982+0.0107028j -0.290579-0.129627j 0.120226-0.0525125j -0.0898636+0.046209j -0.0565533+0.0248301j 0.00303499-0.177743j -0.126695-0.100709j -0.0341124+0.364139j -0.121489-0.0154522j -0.269794+0.27216j 0.457672-0.230055j 0.193263-0.139284j -0.123998+0.0411924j 0.522605-0.163049j 0.0968782-0.497701j -0.568466-1.88687j 0.331041-0.70574j -0.566168-0.826383j 0.24321+0.760897j -0.1235-0.30834j -0.142996+1.15067j 0.4076+0.37508j -0.319924-1.51865j 0.343222+0.0208273j 0.145367-0.19663j -1.16556-0.713681j -0.756721-0.0320404j -0.127123-0.837742j 0.79091+0.120194j 0.0670713+0.0309519j -0.166769-0.216988j -0.203564+0.0142421j -0.537602-0.387938j 0.0215978-0.0734182j 0.156392-0.249305j 0.0449158+0.793139j -0.0156785+0.441401j -0.132312+0.151972j -0.0516281-0.00610106j -0.299081-0.445643j -0.0978047+0.0386795j -0.00478731+0.139362j -0.0612496-0.109369j 0.0788592-0.283091j 0.141483+0.0623409j 0.152482-0.018778j 0.0888752-0.153345j -0.00494662-0.068975j 
0.158705-0.139556j -1.02059+0.546728j 0.629188+0.0016376j -0.170006-0.446737j 0.804433+0.826684j -0.548746+0.342062j 0.980168-0.594835j -0.570377+0.0899268j -0.914214-0.0382381j 0.893628-0.635867j 0.876311+1.33239j -0.0394914-0.560157j -1.09959+0.0845871j -0.0960919+0.495675j -0.354679-0.447624j 0.681694-0.0750053j -0.276243+0.197499j 0.667497-0.161402j -0.643028-0.606532j 0.37314-0.022016j -0.481209+1.05889j 0.872933+0.0587694j -0.229143+0.559875j 0.0729561-0.270509j 0.576414-0.0729975j 0.0944974-0.573006j -0.452576+0.238113j -0.534662-0.00542358j 0.211884+0.269167j 0.267093-0.231263j 0.574079-0.237474j -0.273728-0.096821j -0.110463-0.153156j 0.0459483-0.281929j 0.299507-0.123753j 1.0129+0.111236j 0.343899+0.369678j 0.308949-0.35544j -0.170858+0.0310712j 0.451522+0.278927j -0.24585-0.239129j -0.395481+0.459863j -0.254359-0.797149j -0.0124489-0.396078j -0.311755-0.209309j 0.177634-0.0456895j -0.162227-0.31335j -0.827934-0.16728j 0.103584-0.160557j 0.0668971+0.456582j -0.0238205-0.150653j 0.0281454+0.205434j 0.127179-0.26186j 0.0375206+0.0410897j 0.281834+0.0874339j -0.0110332+0.25934j 0.0967351-0.188634j 0.04923-0.42518j 0.0647365+0.380828j 0.0297391-0.213684j -0.0365336+0.122447j 0.150489+0.159772j 0.0399303+0.164684j -0.0192402-0.141899j -0.314259+0.174313j 0.0636422-0.175152j -0.0598604-0.279693j 0.0933164-0.258193j 0.16779+0.0194586j 
