0.0173747-0.0128954j 0.00231963-0.027941j -0.0341325+0.0723206j -0.0299306+0.00645839j 0.00890108+0.0254152j -0.015244-0.00790507j -0.0108137-0.0387338j 0.062136+0.00615173j 0.030112+0.0174744j 0.00193657+0.000513323j 0.0201773-0.0322359j -0.030102-0.0125383j 0.0209741-0.0241118j 0.0257005-0.0189746j 0.0146551-0.0093646j 0.0143722-0.00367566j -0.0424017+0.0295723j 0.00400618+0.0238154j -0.0133875-0.00223758j -0.00672796+0.00631287j 0.000872898-0.00560165j 0.00356941-0.00936399j -0.00407209+0.00354917j -0.0170662+0.00207784j 0.0186331-0.0151526j 0.00389417-0.0352353j -0.0139096+0.00965029j 0.0236084-0.0253928j 0.00220451-0.0283364j 0.00179346+0.00851374j 0.00727822+0.000722948j 0.00247738+0.0181481j -0.0111761-0.0114863j 0.0196836-0.00904546j -0.00128108-0.00427826j 0.0180652-0.00776401j 0.0294773+0.0311147j -0.00107324+0.0172019j -0.00284855+0.00755867j -0.000715037+0.0249056j -0.0154312-0.0135282j 0.00159496-0.00225781j 0.0219638+0.00787649j 0.047509+0.00166684j 0.000142249-0.00628108j 0.0271001-0.0123824j -0.0153251+0.00829348j 0.0205853-0.0271089j -0.0226987-0.00682317j 0.0289335-0.0177949j -0.0094869-0.00607663j -0.00611954-0.0116685j 0.0341987-0.00347589j -0.0256315+0.00638463j 0.0463092-0.00403888j 0.0288228+0.0261972j 0.000927004+0.0158253j 0.00199671-0.0234198j -0.00134194+0.0275902j 0.0100711+0.0372379j -0.00931202-0.0382067j -0.0131505+0.00739443j 0.0608878-0.00707085j 0.0154793+0.00739319j 0.00373465+0.0178957j 0.00720706-0.0228658j -0.0061138-0.0108517j 0.00816948+0.0022958j -0.00283268+0.0508385j -0.00594168+0.0125788j 0.000333675-0.0288163j -0.0275927-0.0353459j -0.00421754+0.00343437j -0.00144504+0.00812779j -0.00769466+0.00332258j -0.00619246-0.0106546j -0.00992441+0.0527971j -0.0176791+0.0103874j -0.0201019-0.0204474j -0.025786-0.0169709j -0.0544072+0.0134325j 0.0275156+0.0680645j -0.0315222+0.034786j 0.056407+0.024607j 0.0297929+0.0322108j 0.00250299-0.0175524j 0.0273731+0.0382064j 0.0283543-0.0329606j 0.101668+0.00651305j 0.00872643+0.0245446j 0.011736+0.00473422j -0.0256874-0.0969196j 0.163391-0.017889j 0.00130895+0.0162j 0.0306962-0.0167431j 
0.0131298+0.00114678j 0.0016521-0.00872847j -0.0286341-0.0132749j 0.0470755-0.00966835j -0.00910022-0.0305708j -0.0186695+0.000440358j -0.00357347+0.0341084j 0.0665952+0.0406433j 0.00553502-0.00166913j -0.00379904+0.00393008j -0.00339222+0.0430883j 0.0375887-0.0536249j -0.00419972-0.0637296j -0.0198828+0.0122672j 0.0607628-0.0224296j 0.0311502+0.0302333j -0.0588458+0.0391687j 0.0125046+0.0617875j -0.0366925+0.0586198j 0.160008+0.0157222j 0.0501342+0.0780415j -0.0341429-0.0476742j 0.0840946+0.0750404j -0.0654746+0.0195267j 0.0608654+0.0568937j -0.10228+0.0261429j -0.0284227-0.0780152j 0.0875129-0.0148897j 0.0835321+0.0336119j -0.00656809+0.0266032j 0.000369986+0.0813013j 0.0380733-0.00614046j 0.0126973-0.0670167j -0.0499221-0.0831314j -0.157324+0.00351664j -0.0473148+0.0572097j 0.0558776-0.106846j -0.0276965-0.020331j -0.00753008+0.0189912j 0.0956367+0.0584189j 0.0241904-0.0445557j 0.101698+0.0182525j 0.0905291-0.051247j -0.00749638+0.0203772j 0.000489068-0.0475158j 0.029532-0.068651j 0.0151015+0.0954027j -0.0247093+0.0038532j -0.0162721+0.00521038j 0.0062422+0.01458j -0.00634938-0.00499197j 0.0102734+0.163251j 0.032724-0.0248176j 0.014406+0.0548961j 0.061463-0.00729285j -0.064715+0.02498j -0.0825415-0.00145168j 0.0213628+0.0372457j -0.0184657+0.0949806j 0.0379878+0.0596448j 0.0284291+0.000884759j 0.0189167-0.00277058j 0.0355079-0.00938519j 0.023601+0.00989916j 0.0529437-0.0622821j -0.0987978-0.0163684j 0.0798862+0.00500815j -0.0103601-0.00486992j 0.0463107-0.0143911j -0.0185472+0.0440433j -0.129775-0.0792535j -0.117589+0.0777068j 0.0804118-0.00670534j 0.0244135-0.0135644j -0.0142131+0.0701938j -0.0248367+0.0391924j -0.00163465+0.00820101j -0.0629647-0.0788602j -0.0505075-0.0356701j 0.102273-0.055227j 0.0242523-0.040619j -0.034849-0.0703214j 0.0345559+0.0105184j 0.0379145+0.034873j 0.00342408+0.0247156j 0.0520808-0.014857j 0.047808+0.0893422j 0.0227447-0.0504107j 0.0190561+5.58149e-05j -0.00255944+0.01686j -0.0123928+0.00169094j -0.00452541-0.0663073j 0.0370251-0.000724563j -0.0217372-0.0100299j 0.0198586+0.00769603j 
-0.00668211+0.0129531j 0.00615833+0.0123088j 0.0139333+0.0352611j -0.00535923-0.0105555j -0.0168622-0.0297566j -0.00750151-0.0138284j 0.0493897+0.00506185j -0.0501294-0.00865953j 0.0325423-0.068092j -0.0574737+0.100375j -0.0244984+0.133129j 0.141833+0.0380072j -0.118809+0.01838j -0.0450541+0.0660462j 0.21057+0.0279654j -0.0805654+0.103038j -0.0296305-0.06553j 0.000615697+0.19591j -0.164437+0.0263622j 0.184194-0.0266103j -0.000735421-0.0146183j -0.130727-0.00237782j 0.0472711+0.166855j -0.214705+0.255879j 0.111911+0.0293502j -0.231949-0.0467457j 0.0281534+0.115159j 0.0643222-0.10131j 0.130155+0.135657j -0.069771-0.0528986j 0.0171443-0.0589775j -0.0566711+0.0159361j 0.100047-0.028609j 0.0193246+0.00282333j -0.0922198+0.0232432j 0.0276232+0.0632373j 0.0469807-0.051538j -0.0415008-0.0197654j 0.0711205+0.022132j 0.0601096-0.0221919j 0.197604-0.0286086j 0.0666347-0.0459363j -0.0637108-0.00942055j -0.0296323+0.0051715j -0.0275358-0.0469324j -0.107101+0.0506414j 0.0317796-0.0346342j -0.00877386-0.00547744j 0.00244955-0.020834j 0.0201899+0.0692848j -0.00176605+0.0180409j 0.0233015-0.00885695j -0.0107531-0.0325678j -0.0185761-0.0163013j -0.0315294-0.0257543j 0.0615353+0.0116676j -0.132046+0.00456856j -0.000125498-0.0163841j 0.0128535-0.0447907j -0.03407-0.053901j 0.0160161-0.0153554j -0.0750838-0.0288218j 0.0387502+0.0518082j -0.00465542+0.0452834j -0.0298926+0.027181j 0.0066216+0.0240596j -0.0506461-0.015976j 0.0787426-0.000672062j -0.0215321+0.00745391j -0.0103075-0.00517518j 0.00831182+0.00541657j 0.0511088-0.00995611j -0.0079382+0.0435213j -0.0929891+0.0163306j -0.04804-0.0182509j -0.0129931-0.0501392j 0.0321574-0.0292451j 0.0370853+0.00761603j -0.0330075-0.024395j 0.0196732+0.0755001j -0.0799045-0.00426659j -0.0414566+0.0221424j -0.0363362+0.0126767j 0.00680673+0.0069481j -0.0181643-0.0689443j -0.0396608+0.0451581j -0.0240325-0.0527391j -0.000916731+0.053761j -0.0296176-0.0632314j 0.00753594+0.00268457j -0.00530942-0.0126729j -0.0399941+0.0377106j -0.0696053-0.00513617j 0.0125815+0.00973016j -0.0267174-0.0105452j 
-0.0136679-0.000989579j 0.00475728-0.00157766j -0.0129031+0.0390932j -0.00294918+0.0166901j 0.0480922+0.0232259j -0.00695301-0.0603806j 0.0079619-0.0350138j 0.0517739+0.00886782j 0.00734148-0.0484057j 0.0960588+0.0899631j 0.0692467+0.0302799j 0.0935959-0.000481995j -0.0274142+0.0328913j 0.0205988+0.0398996j 0.106569+0.0617324j -0.0282583+0.0597013j 0.0402997+0.00336382j -0.107342+0.123537j -0.073009-0.134826j -0.0873385-0.0226343j -0.0643938-0.0530622j -0.0604574+0.0357291j -0.0674633+0.0290072j -0.0716413+0.0514868j 0.126407+0.029866j 0.0371487-0.0648774j 0.00245186+0.246533j 0.00257922-0.0416283j 0.0133259+0.0847058j -0.0752956-0.0565734j 0.0650987-0.0702926j -0.0343872+0.138754j -0.00229706-0.11118j 0.0149966+0.178767j 0.113469+0.0403912j 0.0206177-0.0584313j -0.0223856+0.0113249j -0.0203841+0.0734301j 0.0771274-0.054405j -0.0699016-0.052801j -0.0290827-0.0910915j -0.0115843-0.00905866j 0.0102479-0.0155315j 0.12888+0.0151095j -0.0286285-0.0309738j 0.0101462-0.0335679j -0.159234+0.0441377j 0.0708739-0.0350725j -0.102691-0.0122406j -0.0361826-0.0341311j -0.0825238-0.0504666j 0.108049+0.0295446j -0.0415684+0.021709j -0.0867935+0.0319069j 0.0478947-0.0133803j 0.127198-0.0301537j 0.022801+0.0458416j -0.0665852+0.0330003j -0.0951852+0.0341279j 0.175649+0.0154664j 0.0224074+0.0042619j 0.0490317+0.0287768j -0.0425211-0.0495421j -0.00372089-0.0071566j 0.114628-0.0103336j -0.0144782-0.0216061j 0.0233494-0.131805j 0.0853937-0.0104406j 0.0191647+0.0499081j -0.0643681+0.0116486j -0.0228429-0.101467j -0.0154136+0.0620569j -0.0322149+7.86153e-05j 0.0389715-0.0148222j -0.0126619-0.00218402j 0.0235845-0.00868398j 0.0226957+0.0441312j -0.0161574+0.0435866j 0.052154-0.0691646j -0.00776529-0.0405898j 0.0458422+0.00647251j -0.00364522-0.0618629j -0.0166969-0.0422493j -0.0832007-0.0353874j 0.0983792-0.0579322j 0.0186359-0.0653558j 0.00548234+0.0257038j 0.0180238-0.015982j 0.0838253+0.0203533j 0.00107032+0.00160142j 0.00474824+0.0301138j -0.0276451-0.0218011j 0.0486381-0.00774412j 0.00771911+0.00374826j 0.0201477+0.0137531j 
-0.00159433-0.0109487j -0.00841441-0.00342852j 0.00102444-0.0424629j 0.0350876+0.0469625j 0.0172238-0.0271299j -0.00976901+0.0125729j -0.0401783+0.0262453j 0.00869378-0.0319245j 0.0029799-0.0342344j 0.00381264-0.0183908j 0.0179287+0.0456469j -0.0690753-0.0569408j -0.0398546-0.0781182j 0.0264761-0.0284006j 0.106268+0.0787393j -0.105159-0.0256173j -0.0442178+0.0668409j 0.0408178+0.105521j -0.0095867+0.0349093j 0.0609273-0.056998j 0.058443+0.0167095j -0.0826262+0.0748546j 0.0765951+0.0885715j -0.136418+0.172645j 0.148492+0.0178253j -0.127438-0.0632918j -0.0212299-0.121912j 0.101851-2.4142e-05j 0.0808586+0.0533526j -0.0134122-0.0408103j 0.0727315-0.0220759j 0.0389625-0.0110461j -0.0189425-0.0333242j -0.0324686-0.0486373j -0.179736-0.0708341j 0.0363226-0.122086j 0.0253977-0.01768j 0.0348547-0.0456947j 0.0714261+0.0382404j -0.0325001-0.125908j 0.166284+0.0917998j 0.117516+0.0976781j -0.183972+0.0819964j -0.0971922+0.0117759j 0.00909999-0.0101967j 0.0101666+0.0384219j 0.08535-0.0659791j -0.0358774-0.000726008j 0.0580711+0.0158603j 0.0544758-0.0339725j -0.0153336-0.0542194j -0.0490123-0.010675j 0.0384372+0.0410198j -0.0586865-0.0168484j -0.0656217+0.0477167j -0.0160436-0.0781779j 0.178665-0.0133638j -0.0524609+0.00650588j -0.00220297+0.0302784j -0.0277556+0.0135421j -0.00685533-0.0770396j 0.0598165+0.0068572j -0.034946-0.0474955j 0.0128746-0.0442939j 0.00983072+0.0531304j 0.0174729+0.0433416j 0.0151747+0.0189014j -0.0691265-0.0437533j 0.0325253-0.00971612j 0.013484+0.0343337j 0.0601731-0.0291263j -0.00704039+0.0193157j 0.030435-0.0557017j 0.0749795-0.0400605j 0.0786384+0.0280719j -0.0340521+0.0333127j -0.0340888-0.023787j -0.0378762+0.0144859j -0.0325761+0.0366206j -0.0231931-0.0508259j 0.081157-0.0240414j 0.0732816+0.0367974j 0.0201932-0.0177004j -0.0112477-0.00192732j -0.0325286+0.0789106j 0.0468117-0.022199j 0.00666957-0.0116162j -0.0230382-0.0319067j 0.033046+0.0457478j -0.00420843-0.00406396j 0.0080338+0.00754416j 0.0379123-0.00767692j 0.0769357+0.0176303j -0.018538-0.0187274j 0.0248081-0.00285625j 
-0.0101207+0.0239484j 0.0214163+0.00771286j 0.0124385+0.0152351j -0.0248778+0.0134831j -0.0224554+0.0101219j -0.0243162+0.0132799j 0.0328825-0.0627914j -0.0514131-0.058145j 0.0564288-0.0350953j 0.00960347+0.0626705j -0.0469694+0.0135359j 0.0144219-0.0432497j -0.010495+0.0375208j -0.00864125+0.0458367j -0.0279762-0.0370933j 0.0113841+0.0469359j -0.0540692+0.0153205j 0.0156969-0.0832844j -0.0157964+0.0127851j 0.0385641+0.0393036j -0.00632755+0.0057411j 0.085398-0.0988081j -0.0082076+0.078866j 0.0305478-0.063313j -0.00204889-0.0238643j -0.0768134+0.0352266j -0.047522+0.0219455j 0.0320466+0.0377092j 0.0171602+0.0137904j -0.0266242+0.0166661j -0.0281588+0.0581648j -0.107283+0.040616j -0.0941679+0.0799172j -0.0645814-0.0461513j 0.0741338+0.0734899j -0.0607684+0.116468j 0.0207069+0.251683j 0.00891075+0.0380173j -0.112839-0.0269137j 0.0878378+0.0845721j -0.011465-0.0770018j -0.0609635-0.0525565j 0.100321+0.00991743j 0.0655904-0.00680879j 0.0220583+0.0974904j -0.0911154+0.011806j -0.0765531+0.0216287j 0.046067+0.038765j 0.0251306+0.0204893j -0.0274954-0.0184851j 0.108294+0.0260452j 0.0639555+0.0859993j 0.0525979-0.0642424j 0.0229126-0.00981236j 0.0558516-0.0521092j -0.0124636+0.0180962j 0.0280444+0.00408383j 0.0432994+0.0553291j 0.00962883-0.0655218j -0.0292421-0.0696345j 0.076216-0.026764j -0.00862455+0.0135301j 0.107703-0.0258727j 0.065043+0.0817826j 0.0243878-0.0501874j 0.0100565-0.00619987j 0.0239177+0.00238154j 0.034001+0.0412368j -0.0375236+0.0128341j 0.00978672-0.0203084j 0.00897453+0.00376316j 0.0472349+0.0699493j 0.0242537+0.0722521j 0.0209323-0.0094672j 0.00877423-0.0438409j -0.0709292-0.0103451j 0.00404604+0.0417978j 0.0113428-0.000795936j -0.0692711-0.00481513j 0.00584825+0.0424468j 0.0122076-0.00769734j 0.0749751+0.0203011j -0.00921573+0.040807j 0.0335131+0.0086801j 0.00787171-0.00163807j -0.0146648-0.00424142j -0.0194614-0.0564007j -0.0128072+0.023297j 0.00461125-0.0427057j -0.00301413-0.0124659j 0.0101668-0.00370843j -0.040767+0.0180843j -0.0110419-0.0334524j 0.00242596-0.0021861j 0.00676684-0.0117687j 
0.00799563+0.00216938j 0.00222246-0.000450783j -0.0232437+0.0394242j 0.00110381-0.0248179j -0.0485185+0.00351493j -0.0233866+0.00730722j 0.0675666-0.0561281j -0.0147921-0.0230529j 0.0438457-0.0291483j 0.0413766+0.0343577j 0.0174221+0.0416993j 0.0896579-0.00899975j -0.0356507-0.00545823j 0.0499874-0.012067j 0.038186+0.0396334j -0.0102642+0.0920251j -0.0267151-0.0161943j 0.0374032+0.0229234j 0.00630922-0.0888775j 0.0099558+0.0758868j -0.0211747+0.0790483j -0.0857492-0.0426727j 0.0347706+0.0793819j 0.018611+0.06637j 0.0663812+0.0276217j -0.0506048+0.0988704j -0.0161363+0.0167025j 0.00594772-0.0212327j 0.0742509+0.0852689j -0.0258746-0.105796j 0.00315661+0.0090006j -0.137267+0.0222877j 0.01141-0.0156572j -0.110281+0.0685295j 0.0512465+0.019992j -0.0111292+0.0586422j 0.014171+0.173469j -0.0484465+0.0612293j 0.0420172+0.00261548j 0.0341679+0.10549j 0.028604-0.003388j -0.00502438+0.055022j 0.0136056+0.0211499j -0.00346054-0.0806268j -0.0742436-0.02397j -0.0895916-0.0881184j -0.108137+0.0282024j 0.0360769-0.0211073j 0.0155524+0.0260058j 0.00250027-0.0273336j 0.0756394+0.0646745j 0.0544293-0.122936j -0.0309083-0.0432748j -0.00376065+0.0108366j 0.0615957+0.0137171j 0.0660435-0.0387476j 0.142902-0.0985448j -0.0307964-0.0673205j 0.0802983-0.104956j -0.00613147-0.0663051j -0.00224056+0.0551734j 0.0331297+0.037175j 0.0317878-0.0220373j 0.0121649-0.078724j -0.0522538-0.0503794j -0.0298805-0.00772995j -0.0164736+0.11843j -0.0645889+0.0465811j -0.0114068-0.0530733j 0.0170976-0.0881616j 0.053516-0.0269765j -0.000577885-0.0256121j 0.0235915-0.109408j 0.0486057+0.0451874j 0.0261996+0.0341744j 0.0147415+0.00547769j -0.0731621-0.0424645j -0.0217677+0.00314722j -0.0266239+0.0585696j -0.00125064-0.0584799j 0.0157218+0.09358j -0.0358894+0.00915135j 0.00867922-0.0075225j 0.0391875-0.0473177j -0.0244907+0.0865459j 0.0354716+0.022084j -0.0625676-0.00572632j 0.00390644+0.0231461j -0.0648032+0.039771j -0.000848043-0.0166239j -0.013827-0.00333657j 0.0523943+0.0136072j -0.024021+0.0223198j 0.00365935+0.0144094j -0.00997438+0.0044585j 
0.000929677-0.0164482j -0.0205326+0.00168921j 0.0102374-0.0367431j 0.0481552-0.0104087j 0.00336807-0.0128177j 0.0125834-0.017369j -0.0214388+0.0879859j 0.039177-0.0190455j 0.0124205+0.00178627j 0.0546517+0.0345379j 0.0487178+0.0772327j 0.00608001-0.0561395j -0.102935+0.0379867j -0.0361733-0.129026j 0.043487+0.00638213j 0.0612089-0.0211945j 0.140425-0.00795299j -0.0452268+0.0334087j 0.0483443-0.0409449j -0.0474365-0.0792926j -0.0212039+0.0551608j -0.0225511+0.0421229j 0.0393239+0.000178996j -0.00134191-0.0470372j 0.0397833+0.0876355j 0.0391833+0.0439211j 0.0374615+0.0975418j -0.0348225+0.0298336j -0.126082+0.0696091j -0.0899272-0.00143032j -0.00413889+0.0607349j 0.0547104+0.108328j 0.0670046-0.164028j 0.0513039+0.0675796j 0.108425+0.015582j -0.0730022-0.014631j 0.0273328-0.115513j 0.00984138-0.043006j 0.116633-0.0137138j -0.0610037-0.082136j -0.0550115+0.0627425j -0.00656385-0.0429671j 0.0194513-0.0857097j 0.0558697-0.0371062j -0.0730336-0.075468j -0.00194182-0.0641652j -0.108044-0.0174903j 0.11499+0.0222447j -0.104068-0.0139821j -0.112878+0.103479j -0.0271744+0.074806j -0.00550974+0.14206j 0.0393052+0.0359886j 0.0773041+0.0807626j 0.0362779-0.0491069j -0.0358474-0.0216365j -0.024793-0.0328036j 0.0140176+0.0245278j -0.0638152+0.0461642j 0.0820093+0.124622j -0.104604-0.0203429j -0.0145858-0.0446504j 0.0200532+0.124011j -0.0299281+0.0746845j -0.0770852+0.10002j 0.0540311-0.0429878j 0.00455714+0.0711816j -0.0557345+0.00745279j 0.0449044-0.00218777j 0.0141289+0.062033j 0.00348034+0.0914793j 0.0505403-0.0802728j 0.111584+0.0225963j 0.0925057+0.011499j -0.0107766+0.032921j -0.0700068+0.0166779j 0.00536857+0.0324162j -0.00521612-0.0336916j -0.0624269+0.0249682j -0.0182065-0.00546107j -0.0273261+0.000451227j 0.0370332+0.0727437j -0.0719291+0.0694041j 0.0638464+0.0380816j -0.0750264+0.0176937j -0.0436943+0.0332545j 0.0142549-0.0129022j 0.0197042-0.0432757j 0.0337159-0.0346544j 0.0175119+0.0155466j 0.00085784-0.00787283j -0.0154578-0.0264664j 0.0478784+0.00583228j -0.00783247-0.000625069j 0.0129965-0.00409528j 
0.00140391-0.000313623j -0.00955786+0.00687166j 0.00160096-0.0400802j 0.0346223+0.0468106j 0.012476-0.0285551j 0.0144707+0.0207548j -0.0048573+0.0457834j -0.0359325-0.0978578j 0.044644-0.0514112j 0.0107233-0.0843783j -0.0343571+0.046904j -0.0737935-0.0535331j 0.0109836-0.0312975j 0.0351877-0.0612478j -0.0174482+0.0197306j -0.00121016+0.0133385j -0.0156596-0.0854505j 0.0343243-0.104414j -0.00166189+0.136616j 0.0211519-0.0683707j 0.0194947+0.00316948j 0.0332136+0.0295426j 0.0416368+0.057546j 0.001251-0.0293008j 0.042611+0.0455861j -0.0262878-0.02547j -0.0131301-0.0611464j 0.0151898+0.0738013j -0.0497919-0.0309638j 0.0148729+0.0307241j 0.0207905+0.0010945j -0.0528285-0.0665082j -0.0568572+0.0424245j 0.0105911-0.00748518j -0.0223122+0.0461295j -0.0854797+0.0165887j 0.0666886+0.0834031j -0.0126356-0.0110712j 0.0327888+0.0510718j -0.0162332-0.0284304j 0.0306073+6.47025e-05j 0.0438998-0.00949868j -0.0324325-0.0471631j -0.0542926-0.0609564j 0.131192-0.0365531j -0.130838+0.183286j -0.0202587-0.104636j -0.0127378+0.00693975j 0.127139-0.0345238j 0.0134495+0.123858j 0.0358787+0.108501j 0.00423414+0.0755516j 0.0218025+0.029965j 0.108354-0.00047606j -0.057163-0.00973995j -0.10602-0.0911808j 0.119578+0.0263919j -0.0984521-0.0171453j 0.083533+0.0430881j -0.0586019+0.0582792j 0.079599+0.0580085j 0.00878624-0.0635012j 0.0699343+0.00379276j 0.0201232-0.0904707j 0.0766464+0.072771j -0.00799425-0.0300475j -0.00934243-0.0252748j 0.0496609-0.00774945j -0.0430258+0.0376055j -0.036943+0.0676777j -0.0784007-0.0216324j -0.0355397+0.0743702j -0.0457539+0.0318202j -0.0110854-0.0469577j -0.0573805+0.0679325j 0.0795568+0.0141252j 0.0688624-0.0123477j 0.0634651-0.0126449j -0.00658753-0.0700075j -0.00254263-0.0880128j 0.00942227-0.0215461j -0.0723945-0.117099j -0.00639485-0.041481j -0.0510075+0.0358093j 0.0413605-0.0672536j -0.0646791-0.0401818j 0.00858755+0.0109894j -0.0117232+0.000943158j 0.0298932+0.0260956j -0.033815+0.0186083j -0.0099993-0.00642038j 0.0356296-0.00512613j -0.0260007+0.0229295j -0.0115372+0.00641104j -0.0108548-0.0202724j 
0.0246621-0.0014616j 0.00411649-0.0237323j -0.0220363+0.0166541j -0.023371-0.0262322j -0.0445952+0.000242923j -0.0102443-0.00164489j 0.060122+0.0136497j -0.0102951+0.0168281j 0.015227+0.00794311j -0.0933161-0.0446596j -0.0063252-0.0147745j 0.0591091+0.0623851j -0.0256581-0.0808391j 0.0421775-0.0588518j 0.0418678+0.00581714j -0.106218+0.0987578j -0.0731584+0.0133999j 0.13418+0.037254j -0.0776853-0.00565119j 0.00427545+0.0589862j 0.00569855-0.0344966j -0.13701-0.0205069j -0.0275513+0.012999j -0.0364226+0.0178761j -0.214466-0.057509j -0.034097+0.112364j -0.0166777+0.0746484j -0.104725-0.0575763j -0.0633261+0.0252694j -0.0114466+0.131802j 0.120696-0.0141155j 0.165111+0.0503794j 0.020496+0.0479772j 0.0126851-0.106369j -0.0761294-0.111907j 0.048775+0.0607454j -0.0169962-0.094203j -0.0169036-0.0330288j -0.00709815-0.0538116j 0.123033-0.0645895j -0.0280777+0.0595504j -0.0159363-0.036912j -0.165241-0.0266332j 0.00865241-0.0509846j 0.0283231+0.159001j 0.051376-0.0593342j -0.0639533-0.105018j 0.0503687+0.0348241j -0.0478338+0.0504735j -0.0166718-0.0750453j 0.0519258-0.0826686j -0.00552986-0.0850906j -0.00387587+0.0758243j -0.0153868-0.119826j -0.0718302+0.147418j -0.0792133-0.0338558j -0.0152878+0.104579j 0.0181242-0.0345331j -0.0315717-0.0545489j -0.00797755+0.141084j -0.0201004+0.113135j -0.0258241-0.0646744j 0.040767+0.0369524j -0.104106+0.0345139j 0.119153-0.081979j 0.0854845+0.0431151j 0.0562859-0.0367333j -0.0202927+0.00408743j -0.0426521-0.0191106j 0.00399511-0.0202688j -0.05389-0.00640297j 0.0231466-0.0240712j -0.0232372+0.067877j -0.0149497+0.0379738j 0.0607199-0.128047j -0.0542905-0.00488386j -0.0794778+0.0265785j -0.0621769+0.00408685j 0.0405153-0.0252289j 0.016364+0.0263606j -0.0441724+0.0162445j 0.0352105-0.0356743j 0.01901+0.0648771j 0.0186562-0.024316j 0.0797045-0.00927616j 0.00646706-0.00591298j -0.0191299+0.035745j 0.0239621-0.0384927j -0.000675767+0.0146184j -0.00384308+0.00115409j -0.0192675+0.0130797j -0.0156862-0.00145491j 0.0276546-0.00420324j -0.00142379+0.0155521j -0.012634-0.00228879j 
0.00295634-0.00365748j -0.0080692+0.000587461j 0.03142+0.0203986j 0.0230737+0.0135434j -0.011331+0.028767j 0.0252902+0.0103468j 0.0477649-0.0227143j -0.0701406-0.0516932j 0.00904151-0.0626421j 0.0138637+0.0237658j 0.0194333-0.0541862j 0.0816834+0.0463507j 0.0303773+0.000932738j -0.0125563-0.0396711j -0.0289071+0.0387626j -0.0523258-0.0348395j 0.0520594-0.027452j 0.00826643+0.00860812j -0.0157192-0.035872j -0.0582509+0.0421784j 0.0277071-0.00943779j -0.0717517+0.0678031j -0.00206603-0.0795137j 0.00381978+0.0400435j -0.0514977-0.0425023j 0.0951912+0.00730355j 0.0355837+0.0294869j -0.0488502-0.0177387j 0.0180915+0.0434807j 0.00839607-0.050695j -0.0313515-0.0862383j -0.0480045+0.033493j 0.13352+0.0206375j 0.0537278-0.0220777j 0.0342361+0.0135964j 0.0359074-0.0182224j -0.0725701-0.0448097j -0.043706-0.0044619j 0.0088825-0.0542728j -0.051403+0.00295297j 0.0117926+0.0954438j -0.0216403-0.0552512j -0.0529226+0.0590452j -0.0398879-0.00641809j 0.0420936+0.0402967j 0.0276882-0.0732448j 0.0599322-0.0624204j -0.0553467+0.0457008j 0.0279707+0.0660828j -0.04643-0.0249704j -0.0107639-0.0956733j -0.0568459-0.156567j 0.0240653-0.14086j 0.0453878-0.0453452j -0.131407+0.0258912j 0.0381053+0.0256496j 0.0283058+0.00556569j 0.0389537-0.00997568j -0.0491981-0.131809j -0.0692281-0.132861j -0.104796-0.0093775j 0.00950318+0.0302054j -0.117854-0.0172232j 0.017269+0.0113205j -0.0339932-0.0216238j 0.0226158+0.0970446j -0.0219156+0.0406763j -0.00376607-0.0132577j 0.0342999+0.0611609j 0.0528474-0.0223074j 0.00501956-0.0603854j 0.0063127+0.0315681j -0.0548239+0.0547048j 0.0482975-0.107107j -0.0584228+0.0543679j 0.00320454+0.0708541j -0.0355405-0.0804923j -0.110001-0.022037j 0.000908402-0.0177591j 0.00151585+0.138135j 0.00408387+0.0090319j -0.105725-0.00689856j -0.0350258-0.0477409j 0.0213784+0.0975421j -0.061239+0.00155998j 0.0200441+0.0258337j 0.0469167+0.0164416j 0.013347-0.0134079j -0.0242325+0.0530274j 0.00953817+0.00362056j 0.020892+0.00773249j 0.0734179+0.00716463j -0.00551431+0.0330258j -0.00281391+0.00967282j -0.0102375+0.00721714j 
