0.0173747-0.0128954j 0.00231963-0.027941j -0.0341325+0.0723206j -0.0299306+0.00645839j 0.00890108+0.0254152j -0.015244-0.00790507j -0.0108137-0.0387338j 0.062136+0.00615173j 0.030112+0.0174744j 0.00193657+0.000513323j 0.0201773-0.0322359j -0.030102-0.0125383j 0.0209741-0.0241118j 0.0257005-0.0189746j 0.0146551-0.0093646j 0.0143722-0.00367566j -0.0424017+0.0295723j 0.00400618+0.0238154j -0.0133875-0.00223758j -0.00672796+0.00631287j 0.000872898-0.00560165j 0.00356941-0.00936399j -0.00407209+0.00354917j -0.0170662+0.00207784j 0.0186331-0.0151526j 0.00389417-0.0352353j -0.0139096+0.00965029j 0.0236084-0.0253928j 0.00220451-0.0283364j 0.00179346+0.00851374j 0.00727822+0.000722948j 0.00247738+0.0181481j -0.0111761-0.0114863j 0.0196836-0.00904546j -0.00128108-0.00427826j 0.0180652-0.00776401j 0.0294773+0.0311147j -0.00107324+0.0172019j -0.00284855+0.00755867j -0.000715037+0.0249056j -0.0154312-0.0135282j 0.00159496-0.00225781j 0.0219638+0.00787649j 0.047509+0.00166684j 0.000142249-0.00628108j 0.0271001-0.0123824j -0.0153251+0.00829348j 0.0205853-0.0271089j -0.0226987-0.00682317j 0.0289335-0.0177949j -0.0094869-0.00607663j -0.00611954-0.0116685j 0.0341987-0.00347589j -0.0256315+0.00638463j 0.0463092-0.00403888j 0.0288228+0.0261972j 0.000927004+0.0158253j 0.00199671-0.0234198j -0.00134194+0.0275902j 0.0100711+0.0372379j -0.00931202-0.0382067j -0.0131505+0.00739443j 0.0608878-0.00707085j 0.0154793+0.00739319j 0.00373465+0.0178957j 0.00720706-0.0228658j -0.0061138-0.0108517j 0.00816948+0.0022958j -0.00283268+0.0508385j -0.00594168+0.0125788j 0.000333675-0.0288163j -0.0275927-0.0353459j -0.00421754+0.00343437j -0.00144504+0.00812779j -0.00769466+0.00332258j -0.00619246-0.0106546j -0.00992441+0.0527971j -0.0176791+0.0103874j -0.0201019-0.0204474j -0.025786-0.0169709j -0.0544072+0.0134325j 0.0275156+0.0680645j -0.0315222+0.034786j 0.056407+0.024607j 0.0297929+0.0322108j 0.00250299-0.0175524j 0.0273731+0.0382064j 0.0283543-0.0329606j 0.101668+0.00651305j 0.00872643+0.0245446j 0.011736+0.00473422j -0.0256874-0.0969196j 0.163391-0.017889j 0.00130895+0.0162j 0.0306962-0.0167431j 
-0.00580156-0.00160507j -0.0112796+0.00544166j 0.0425893-0.0173911j 0.0298436-0.019877j 0.00623101-0.0174007j 0.0188164+0.00297477j -0.0144806+0.0564194j -0.001682-0.00435705j -0.0242002-0.0347931j 0.0334536+0.0136518j 0.0205821+0.0226579j 0.00287708-0.044746j -0.0613197+0.00389518j -0.0155405-0.0391229j -0.0139508-0.0357465j 0.0112941-0.00236336j 0.0313466-0.032048j -0.0205316-0.000933778j -0.103761+0.0365927j 0.0174305-0.00980424j -0.0132777+0.0459385j 0.0422928-0.0524548j 0.0076191-0.00582777j -0.00814138+0.0284831j -0.0579463+0.00651692j 0.0234887-0.0144773j -0.0648644-0.0417043j -0.0269221-0.0136627j 0.0745349-0.0283528j 0.0703808-0.0100708j 0.0314407+0.0251799j 0.00216458-0.0400333j -0.0254028-0.0229006j -0.0284508+0.000407878j 0.0334243-0.0868538j -0.0336405+0.0807601j -0.0504999+0.0196713j -0.0172664+0.0474637j -0.024934-0.117389j 0.0399451+0.0390126j -0.035236+0.0917286j 0.0284617-0.0812557j 0.00798569+0.0854213j 0.100248-0.0637285j 0.118327+0.109359j 0.0320955+0.0403811j -0.0625324-0.0877321j -0.242854+0.0156189j -0.0320694+0.0514341j -0.0359265-0.0542582j 0.0881492-0.0393913j -0.0180443+0.080553j 0.0195917-0.0104935j 0.0593563-0.00207091j -0.0314151-0.0511363j 0.0328425+0.225773j 0.0479601-0.0942803j 0.145078-0.0279358j -0.0497797-0.0639035j -0.148107+0.0248866j 0.0389597+0.101459j -0.0280694-0.0617949j 0.0108176-0.150745j -0.0585309+0.152626j 0.0603511-0.00162998j -0.100087+0.118006j -0.12668-0.0312654j 0.081934+0.00016193j 0.0650862-0.0678014j 0.0346343+0.0226642j -0.074187-0.18551j 0.146045+0.0847758j 0.0273007-0.072048j -0.0899731+0.00086146j -0.132869+0.0583836j -0.0864486-0.0888829j -0.0155807+0.016275j -0.142658-0.0445025j -0.0355241-0.102646j 0.139516+0.0632872j -0.0046282+0.0133208j -0.0176611-0.00223342j 0.00246235-0.0250432j 0.0220445+0.0209118j 0.0650508-0.0102004j 0.075172+0.039448j 0.0100739-0.0124141j 0.000920303-0.010603j 0.0177588-0.0275269j 0.035902-0.00412165j 0.0143579+0.0247068j -0.0205406-0.0280653j -0.0184534-0.0088092j 0.0108179+0.00145185j 0.00318641-0.000830769j 
0.00438577+0.0113659j 0.0201521-0.00368853j -0.01469+0.00706778j -0.0109148+0.016738j -0.0340325+0.0191802j -0.0106126-0.00840459j 0.0846551-0.0407538j -0.0653818-0.0497273j 0.0360732-0.0433493j -0.00549332+0.00420523j -0.00345208-0.0130006j 0.133704+0.00719606j 0.0211584-0.00868115j -0.0134837+0.000200223j -0.0451427+0.022701j -0.0480996+0.0544183j -0.0184313+0.0187325j 0.0124224-0.0120055j 0.0195465-0.0188948j -0.00620031+0.0205466j 0.0199346-0.00214607j -0.0258667+0.0366471j -0.0271398-0.00655348j 0.0112704-0.025971j 0.0305683-0.014847j -0.0371489+0.0644751j -0.00718465+0.00161156j 0.021446+0.0674555j -0.0092616+0.0864844j -0.061954+0.0360808j 0.00175529+0.0400588j -0.0471754+0.11206j -0.0133903+0.0183384j -0.00796533-0.0739927j -0.00563675+0.0660532j -0.042478-0.0185548j 0.0218782+0.0400479j 0.0144464-0.0249615j -0.0358146+0.0338179j -0.00105605+0.0600304j -0.0411959-0.0700931j 0.0300866-0.0234156j 0.020597-0.0406004j -0.0128156+0.0103245j 0.0188906+0.0338643j -0.0371045+0.0186468j 0.00256755+0.0267635j 0.0554259+0.0957574j 0.0503066+0.0483524j 0.000771142+0.0409066j 0.00145516-0.169649j 0.013637+0.111695j 0.0147245-0.128365j -0.0183178+0.0261842j -0.0437118+0.00271146j -0.0998756-0.0809459j 0.0205443+0.146651j 0.0719023+0.0527446j -0.0360651-0.00458066j 0.142155-0.0354841j 0.0348395-0.0605582j 0.0927122+0.0313042j 0.0164429+0.0705815j 0.0690992+0.0549453j 0.0862681-0.100845j 0.0391104+0.0649625j 0.0956681+0.0294727j 0.00768153-0.041805j -0.0350749+0.0806871j 0.0185198+0.0225832j -0.0252712-0.0325847j 0.00425009+0.0885233j -0.0219481+0.145318j 0.113796-0.10589j 0.127817-0.0338352j -0.0924037+0.0911663j 0.00538631-0.0170681j -0.0950031-0.00782466j -0.0148534+0.0388486j -0.00374979+0.103675j -0.0134535-0.0612196j 0.000416389-0.0493914j -0.0526615+0.019249j 0.085002-0.00875713j 0.0211517-0.0520136j -0.0571071-0.0127769j 0.0686563-0.0315655j 0.0961084-0.00269233j -0.0569342-0.0175361j -0.0348999-0.0205988j -0.0131721-0.00370698j -0.00192756+0.0514778j -0.0492806-0.00564062j -0.00135259+0.00682231j -0.0277737-0.0105197j 
-0.0114472+0.00110501j 0.00509439+0.00264639j 0.05672+0.0585821j -0.0248933+0.0241622j -0.00113241+0.0160591j -0.0257761-0.00608992j -0.0359315-0.0599683j 0.00505345-0.0464276j 0.0167848-0.0347168j 0.0655794+0.0525576j 0.0238815-0.0207413j 0.0867786+0.0177986j -0.000500997+0.00476966j -0.0240787+0.000586867j -0.0556932-0.0352461j 0.0253855-0.0605775j -0.0245805-0.00483297j -0.0105498+0.00522038j -0.0416285-0.0562402j 0.0115317-0.0318974j -0.00883289-0.0502456j -0.00469354-0.00745277j 0.0255783-0.0398725j 0.0263531+0.0421436j -0.0253503-0.0718405j -0.0156202-0.0099524j -0.0107207-0.0500177j 0.0192639+0.0316258j -0.0630555+0.0390638j -0.0411184-0.0101055j -0.0820717+0.0135355j -0.0387125+0.0181134j 0.093509+0.0224888j 0.0327021-0.0959634j -0.00150132-0.0170177j 0.05945+0.0530351j 0.0190502+0.0970994j -0.0821382-0.0132778j -0.00709869-0.0514029j -0.0495608+0.0113171j 0.0280945+0.0677743j -0.00514474-0.0492746j -0.00838913+0.0334506j -0.00190636-0.0301177j -0.0217874-0.0530894j 0.00711783+0.0211731j 0.0953019-0.016438j -0.00983194+0.0430198j -0.0744758-0.0176651j 0.0139794+0.023397j 0.0521728+0.0210782j -0.0318952+0.0248274j 0.0793843+0.0211088j -0.0374772-0.0718835j -0.02051+0.100595j -0.157292+0.0277851j 0.01147+0.027212j 0.0488459-0.0934149j 0.0147123+0.0380203j -0.102462-0.000311503j 0.0298076+0.0124718j 0.112571+0.0613601j 0.00341282-0.0319651j 0.0472337-0.00401093j -0.0200088-0.0402404j 0.0295544+0.0138738j -0.0159729+0.02543j -0.00177828-0.0604529j -0.0494821+0.0193741j 0.0819999+0.0806951j -0.0320574+0.0441682j -0.0423984-0.0147538j -0.0255593+0.00435318j -0.0174343+0.014627j -0.0540587+0.03989j -0.0537804-0.00462237j 0.00371516-0.0667314j -0.0408238+0.0290002j -0.0572176+0.0380651j 0.0219958-0.0121565j -0.0842436+0.0597762j 0.0281827+0.0599125j -0.0396035+0.0483002j 0.0750432+0.00161028j 0.0578846+0.035931j -0.00295362+0.0138295j 0.0189326-0.00956929j 0.0168513+0.00351745j 0.0972417+0.00475415j 0.0243846+0.0133696j -0.0178649+0.00584233j -0.0469535+0.00161416j 0.0746362-0.012171j 0.00715117+0.00396964j 0.00934559+0.00792649j 
0.0113401+0.00511418j 0.00778389-0.0162559j -0.0188634+0.0679494j -0.0588803-0.0111781j -0.00539022+0.0247705j -0.00600182-0.0157619j 0.000198046-0.0818719j -0.0345356+0.0146586j 0.0415188+0.0395525j -0.0416217-0.0334148j 0.005576-0.00771787j 0.0815024+0.0859641j 0.0216145-0.0114412j 0.0220692+0.00850553j -0.0331973-0.0211414j 0.0298286+0.0188423j -0.0218241-0.103653j -0.00669796+0.00714458j 0.00244562+0.00147944j -0.0247042-0.0449454j 0.00326719-0.060825j -0.000872223+0.0157857j -0.00385798-0.0556946j 0.0385906+0.0273032j 0.0167049-0.0149432j 0.00407738-0.026618j 0.0117535+0.00838172j -0.0150551-0.000945646j -0.0273783-0.0444884j -0.017565-0.0110683j -0.0363825-0.0356276j -0.0651527-0.0624823j 0.0582877+0.0462286j 0.0691394+0.0178187j 0.0346683+0.00270464j 0.0201209-0.0105317j 0.0374897+0.0319534j -0.0277574-0.016165j 0.0332495+0.0639897j -0.0214265+0.0267365j -0.0429935-0.0146362j 0.015661+0.00327812j 0.00381838-0.0376349j -0.0133731-0.0643602j 0.00271835-0.117474j -0.046314+0.108478j 0.0868841+0.000357467j -0.0042625-0.0392907j 0.0730982-0.0119098j 0.064302+0.0790617j -0.0601935+0.0290368j -0.0183719-0.0570804j -0.00946648+0.0578666j 0.00501828+0.0412651j -0.0489054+0.0476481j -0.0652946-0.0244183j 0.0401945+0.0225256j -0.0292143-0.101138j 0.0299504+0.0952229j 0.018175+0.0642075j 0.0645777+0.0430869j 0.00649171-0.0115695j 0.00529131+0.0360685j -0.00837315-0.101298j 0.0381971+0.0118848j 0.0406228-0.0337979j -0.00420131-0.0194718j 0.0913184-0.022366j -0.0581368+0.0549484j -0.0289538+0.0194243j 0.0138309-0.0304236j -0.0449949-0.0648803j -0.0744078+0.0060892j -0.0914491+0.0171872j -0.0353899+0.0077227j 0.0750462-0.0355764j 0.0514043-0.0501695j 0.0348002+0.0125336j 0.0310427-0.0455273j -0.0385823-0.0116302j -0.08856+0.0699691j -0.0772921-0.0478791j -0.042317-0.00838166j -0.0118924-0.00756163j 0.0121393-0.0408286j -0.0518081+0.00190658j -0.0159353+0.0319772j 0.0337858+0.0223115j 0.0336827+0.0175885j -0.0129208+0.0165486j -0.0259839-0.0317541j -0.023329-0.0193142j 0.00288719-0.018179j 0.0183771+0.0160003j -0.0131752+0.00327619j 
0.000256415-0.0171533j -0.0176597+0.00581685j 0.0345108+0.0153172j -0.00675238-0.0537205j 0.0205454+0.00646022j -0.0250546-0.0534612j -0.0167718-0.0170634j 0.0102016+0.0366353j 0.0271014+0.0583723j 0.0499235-0.0201228j 0.0249938+0.0234662j 0.135511+0.0337307j 0.018874+0.0584197j -0.0397497+0.0402419j -0.0648577+0.0137598j 0.0490952+0.071818j -0.00609397-0.080215j -0.0353785-0.0135485j -0.0377624-0.0347961j 0.0241872-0.0462548j -0.039293-0.0234332j 0.0396863+0.00399963j 8.98873e-05-0.0331311j 0.0214149+0.0477603j 0.0275102+0.00246847j 0.0391955+0.016821j -0.00661002-0.040493j 0.0568074+0.026494j 0.00639587+0.0115007j 0.00312619-0.00242481j -0.0435194+0.0321684j -0.0681035-0.0814314j 0.0135304-0.00421112j -0.042992+0.021751j 0.0129542-0.0618792j -0.0328377-0.0135442j 0.000920566+0.0339005j -0.0437606-0.032864j 0.0383107+0.0334801j 0.000607875+0.117953j -0.0160445-0.0739148j 0.0119356+0.0250338j -0.054975-0.0297161j -0.0497799-0.0914956j -0.0049714-0.0508267j 0.0279981+0.081751j 0.0548969+0.00913821j -0.0354953+0.0604709j 0.0196972+0.0369737j 0.0464746-0.106436j -0.00179496-0.028478j -0.0156145+0.0880211j -0.0101207-0.0475434j -0.00240871-0.0612515j -0.00807774-0.0581189j -0.0834981-0.00437592j 0.0777554-0.0255544j 0.0121931-0.00389107j 0.0220587+0.0341796j -0.0177726+0.00677332j 0.0635109+0.00766329j 0.128242+0.0427333j 0.0839295-0.0114435j 0.0497373-0.0149545j -0.0501963-0.0260372j 0.0032287+0.0414275j 0.00980475+0.0204747j 0.0302599+0.00343649j 0.00738188-0.01945j 0.0341537+0.00215813j -0.037748-0.11572j 0.0378598+0.00582667j 0.0370232-0.106306j 0.0443763+0.0461098j 0.0156772+0.00262373j -0.0459696+0.0621561j -0.0520285-0.0100165j 0.00612719-0.0926396j -0.0193982-0.0424674j 0.0561398-0.145959j 0.00526589-0.0386281j 0.0384814-0.0787748j -0.11142+0.0922723j -0.0145923-0.0391091j 0.0293538+0.00813245j -0.0175196+0.011534j 0.0241964+0.0987663j 0.099836-0.0541377j -0.0447765+0.0125853j -0.0048573+0.0233989j -0.0228901+0.0107894j 0.0650571-0.0382226j 0.00762128+0.0254724j 0.00527877+0.00856353j -0.0119242+0.0120517j 
-0.00412794+0.00506569j 3.90455e-05-0.00803182j -0.0177222-0.00637853j -0.00470445-0.0335197j -0.00715955-0.00422953j -0.0157713-0.0254013j 0.0284759-0.00762906j 0.0415656-0.0165343j -0.0297001+0.018249j 0.00361149+0.00511112j -0.00824711+0.00488303j -0.0152123+0.000454921j -0.038006+0.0266321j -0.0353029-0.0233941j -0.000232875-0.0115384j 0.0219657-0.0173663j 0.0107239+0.0271912j 0.00244661+0.0179075j -0.0340757-0.0214332j 0.0393382-0.032644j -0.0138098-0.0251599j 0.0354053-0.0360904j 0.0146344-0.00321104j -0.0123384-0.0184873j -0.0299708-0.0400965j -0.0411933+0.00720106j -0.0143254+0.00794551j 0.0064682+0.00475372j -0.0825584+0.0117584j -0.0392837+0.0384854j -0.0408926+0.0202039j 0.0164656+0.055075j -0.00595919+0.00187344j 0.0413958-0.0625084j 0.00721217+0.0282696j 0.0646303+0.0160498j 0.0300233+0.0410363j 0.0165627-0.0256993j -0.044072+0.0159506j -0.0302696-0.0120148j 0.0214015+0.00234311j -0.0424868-0.023627j -0.00649742-0.0119464j 0.0361198-0.00484115j -0.0197813-0.0279721j 0.00641547+0.0352244j 0.0521392-0.00257296j 0.0494752+0.00813662j -0.0741119-0.017473j 0.0167216-0.00945533j -0.0245661+0.00395j 0.0118109+0.0837939j 0.0547445-0.00569105j -0.0435966-0.0542165j 0.0360103+0.0377699j -0.0435501-0.0067101j -0.0818896+0.053242j 0.00489917+0.0427465j -0.0301555+0.0403564j -0.015661-0.0197376j 0.0326841-0.0768912j 0.0195122+0.0462949j 0.0590834+0.0450128j 0.0326322+0.0932493j -0.0495842+0.024249j 0.0816228-0.0275257j 0.0256374-0.0426363j 0.0382358-0.0302069j -0.038441+0.0308534j 0.00742002+0.0248905j -0.0144431+0.0875878j 0.0412449+0.0199237j -0.028787+0.0832356j -0.0124784-0.0138769j -0.000242971-0.073494j -0.0471777-0.0147493j 0.0521687+0.0258363j 0.0727255-0.00643771j -0.0384399-0.0026369j -0.00806475+0.0103668j -0.088254-0.0548024j 0.116067+0.0895058j -0.0783474+0.0376388j 0.0321753-0.030357j 0.0574041-0.0301728j -0.0418971+0.00916826j -0.0255312-0.0491912j 0.0320058-0.0163412j 0.00953224-0.0545043j 0.013221+6.38174e-05j 0.00201068-0.00692348j -0.0682635+0.0215504j 0.036328+0.0152038j 0.000526575+0.00617277j 0.0100685-0.00394366j 
0.0143855-0.0111795j 0.00185185-0.0271942j -0.0756097+0.0254531j -0.0417732-0.0560191j -0.00764708+0.0454391j 0.0114927-0.00428666j 0.0265196-0.0337625j 0.0082307+0.0160596j -0.00223902+0.0877988j -0.0496162-0.0649059j 0.0444585-0.0204816j -0.043285-0.00749438j -0.0309573+0.000687696j 0.0203894-0.0655378j 0.0226313+0.0665392j 0.0523495-0.0113813j 0.0371758-0.0171175j -0.0181281+0.0536289j -0.0116163+0.0226165j 0.0114748-0.00243643j -0.0401477+0.0338973j 0.0211551+0.0236906j 0.0275907+0.0210389j -0.0211015+0.0261348j -0.0347719-0.0244376j 0.00529981+0.00180792j -0.00913274+0.00273392j -0.00908401-0.0455742j 0.0425599-0.0102781j 0.0451608+0.0140478j 0.0561757-0.0472101j 0.0213652-0.0383485j 0.00159287+0.00958513j 0.00626198+0.0223945j 0.0147842+0.0181995j 0.0410262-0.0216728j 0.0339143+0.00731362j 0.0103566-0.0214718j 0.00506747+0.0173605j 0.0404747+0.0171115j -0.00600144+0.0120437j -0.0167585-0.0192066j 0.0366592+0.0152665j 0.0246524-0.00829449j -0.0115086+0.0275441j -0.0237226+0.0456105j 0.019698-0.0614304j -0.032929-0.0695184j 0.00575516+0.018224j 0.0657617+0.0553628j -0.0643548+0.0167415j -0.046784-0.0466297j -0.00685374-0.0280335j 0.0236008+0.0268227j -0.0309786-0.0804593j 0.115303+0.111096j -0.0574155-0.0116889j -0.0124867-0.00718652j -0.0127639-0.0160638j -0.0420368+0.0366444j -0.0304628-0.070898j -0.132917-0.0389188j 0.0579297+0.05478j -0.014259+0.0798341j -0.0749859+0.105522j 0.0119075-0.0176777j -0.129503-0.00215233j 0.0177967+0.0350071j -0.0102901+0.0435473j -0.0246236+0.00758631j 0.0510591+0.013851j 0.0563565-0.121876j -0.0296286-0.02194j -0.0625884+0.0265951j -0.0512256-0.0125309j -0.0044072-0.0203557j -0.050108+0.0237448j -0.00944813+0.0209136j 0.00797721-0.0260787j -0.0438039+0.061586j -0.0813686+0.0479041j 0.0411108+0.090501j -0.0476206-0.00322602j 0.0175402-0.0062555j 0.0184056-0.0165583j -0.0153678+0.0325333j -0.0593685+0.00369577j 0.0441104-0.00390074j 0.0207158+0.00608111j -0.00449762-0.00173519j 0.0137067+0.00970694j -0.0342596-0.0130141j 0.0496109+0.0177228j 0.00522706+0.00213472j 0.0114987+0.019052j 
-0.00278921+0.000890125j -0.00853076+0.000251173j 0.000438545-0.0274245j 0.0271761-0.0122302j -0.00920783-0.034156j -0.0016392-0.00688762j 0.0153231+0.0203945j 0.0147008+0.00874033j -0.0175376+0.00510227j 0.00764699+0.0108809j -0.0302364+0.0346978j -0.032222-0.0144932j 0.0122787+0.00732802j -0.00933321+0.0366014j 0.00711693-0.0168209j -0.00283817+0.0408838j -0.0296187-0.013502j 0.0114939-0.0282524j 0.0102723+0.00137159j 0.0123595+0.0036914j 0.00130539-0.000647629j -0.0196137-0.0327918j -0.000441799+0.0296374j 0.00111195-0.0115893j 0.0289882+0.0162901j -0.0291699+0.0208548j -0.000552568+0.00589215j -0.0130751+0.0334097j -0.00829223+0.00341216j 0.0037319+0.0243501j -0.00693743+0.0188687j -0.0288856-0.0115662j -0.043454-0.0210272j -0.0427037+0.029606j -0.0169827-0.000753247j -0.0446495+0.00861989j 0.000535189+0.00257613j 0.00324091+0.00993483j -0.00629035+0.0171384j 0.0236468+0.0348424j 0.0322349-0.0328277j -0.00356565+0.0280328j 0.0302519-0.0354436j -0.0176452-0.0308702j 0.00250975-0.0118144j -0.0105951+0.00581537j -0.0562921+0.0380545j -0.000971905-0.0108252j -0.00537941-0.00445669j -0.012357-0.0664742j 0.0285068+0.060792j 0.0447963+0.0113145j -0.0503857+0.00857764j -0.0221368-0.00820222j 0.0469032+0.0252186j 0.0323181-0.0230274j -0.0211842-0.0180009j -0.0340195+0.00716264j 0.0306864+0.0126517j -0.010745-0.0218738j 0.0407088+0.0298297j 0.0109448+0.00207711j -0.0100822-0.00623319j -0.000992625-0.0524716j 0.0345497-0.0495468j -0.0446207-0.0245904j 0.0268316-0.0209134j 0.0590528+0.00160376j -0.00285085-0.0280705j -0.0398552-0.0184906j -0.0420849-0.00601297j -0.0200654+0.0740714j 0.0110379-0.0130525j -0.0691126+0.0249024j 0.0231161-0.0196806j 0.0433922-0.0198723j 0.0363153+0.0129603j 0.0788869-0.0459278j 0.00587654-0.0264428j 0.0395054-0.0808876j 0.0266011-0.0395946j 0.000169303-0.040241j 0.0481288+0.021813j -0.0529515-0.0245858j 0.0114274-0.0291239j 0.0299774-0.00193804j -0.0311927+0.00151402j -0.0167502-0.0191055j -0.0569233+0.00129463j -0.00462767+0.00901108j -0.00977296-0.000476756j 0.0350767+0.00184854j -0.0323467+0.0302628j -0.00765952+0.00808847j -0.00193635-0.011696j 
0.0110185-0.00687707j 0.00305398-0.0132011j -0.082286+0.0153336j 0.00477491+0.00568205j -0.0354903+0.0256449j -0.00256881+0.00690612j 0.0688397-0.0622633j 0.015465-0.0293721j 0.00528175-0.00660971j 0.0381058-0.0252551j 0.0131667-0.00558072j -0.0562459-0.0120331j 0.0348684-0.00995696j 0.0397573-0.0417505j -0.0235983+0.0381291j -0.000685301-0.0112641j -0.0225203+0.0189933j 0.000584209-0.0162378j 0.00872924+0.00310711j -0.0145241+0.0131453j 0.00183466+0.000738484j -0.0225539+0.0112216j 0.00859398+0.0509165j 0.00161591-0.0186517j 0.0126503-0.0275598j 0.003918-0.00698125j 0.0208345+0.00656707j 0.000779285+0.0034116j 0.000812994+0.0216716j 0.0125829-0.0143307j 0.00870613-0.020788j -0.0399692-0.00465059j -0.0161357+0.0459671j -0.00412492-0.0253068j -0.029463+0.0804967j 0.0243436-0.0364439j 0.025273+0.0689246j -0.0394519+0.0241204j -0.0288371+0.0252218j -0.0183489+0.0235882j 0.0399353+0.0264144j -0.0244057-0.0132559j 0.038743+0.0317442j -0.0212662-0.035949j -0.0186727+0.0288475j -0.0510267+0.0214504j -0.0192099-0.0507935j 0.0171117-0.0395583j 0.0130968+0.00489114j 0.0263457+0.0028612j -0.00441626+0.0366216j -0.00404219-0.0842959j 0.00184249-0.0437853j -0.00456773+0.00481169j -0.000376335+0.0435624j 0.0621261-0.00208146j 0.0176887-0.00373625j -0.0559698-0.0142429j 0.0519775-0.0172807j -0.0317042-0.0449882j -0.0251268-0.070575j 0.000603497+0.0364225j -0.0261011-0.00216278j 0.0496324-0.0602972j -0.02059-0.0335806j -0.0184074-0.0435158j -0.0432784+0.038151j -0.0202142-0.00700918j -0.0327533+0.0749395j 0.02402+0.00301345j 0.00611154+0.0456309j -0.0505804+0.0129056j -0.0583986-0.00825446j -0.00495562-0.0293825j 0.0220165+0.0458803j 0.0466852+0.0504061j -0.00681615-0.0366554j 0.00950093+0.0167523j -0.00162374+0.0373649j -0.0170271+0.0218838j -0.0447389+0.0632643j 0.000973299+0.0511734j 0.0348475-0.06175j 0.0203605-0.00505223j 0.0430087+0.026838j 0.0237139-0.00191811j -0.0514794-0.0255326j 0.0250291-0.00718864j 0.0125772+0.054885j 0.00592124+0.00174739j -0.00450872+0.00418464j 0.0139467+0.0140927j 0.047704+0.0279915j -0.0100657-0.0072638j 0.00574262+0.0141954j 
0.00966109+0.00973591j 0.00885933-0.00143137j 0.0293715-0.00231804j -0.0649359-0.0496902j -0.000692188+0.00268935j 0.00534001-0.0163329j -0.0175928-0.00433197j -0.0652371+0.0123104j -0.00979833+0.0523748j -0.0629155+0.000491847j -0.0118111+0.00194459j 0.0290718+0.0469043j -0.0814647-0.00393961j 0.0289134-0.00524437j -0.0211313-0.0378755j -0.0402373+0.0182668j -0.0377246+0.0637663j 0.0229366+0.0459446j 0.0640593-0.0218436j -0.0492077-0.0195058j -0.0022759-0.0195397j 0.0422132-0.0500397j -0.0456856-0.0144837j 0.00978347+0.0273662j 0.0258301-0.0149194j -0.0679131+0.00268845j -0.0181896+0.0296153j -0.0252904-0.0099613j 7.98669e-06-0.0152761j -0.0446808+0.0280882j 0.0368714+0.0671116j 0.045843+0.0720814j -0.0214675-0.0177883j -0.0443397-0.00964309j 0.067722-0.039594j 0.0401941-0.0244826j -0.0196163+0.0829688j 0.069104-0.0337017j -0.0057308+0.0149657j 0.0776011-0.0333198j -0.0424588-0.0312609j -0.0335041+0.0559259j -0.0597264+0.0305987j 0.0561902-0.0217174j -0.0915681+0.00151248j -0.00403491-0.0951101j 0.0497794+0.00482488j 0.0400113-0.0167641j 0.0169176+0.0418348j 0.0864533-0.0461181j -0.0572162-0.0665226j -0.0206898-0.0146912j 0.0476406+0.00531594j 0.0125733-0.0296035j -0.0232863-0.00815563j -0.038101-0.0355867j 0.13121-0.00514329j -0.116369+0.000498723j -0.0802533+0.0582061j 0.0536643+0.11994j 0.0338716+0.0065944j -0.0505256+0.020437j -0.0703795+0.0357939j -0.0501433+0.0646434j 0.0280038+0.0309977j 0.07453-0.0135658j 0.049182-0.0762053j -0.0449007-0.0362647j 0.0641753-0.0214187j 0.0278588+0.00479384j 0.0838125+0.0342238j 0.0265054-0.0336852j 0.0693969-0.0251108j -0.00209581+0.0027147j 0.0305885+0.0220583j -0.0447235-0.00892553j -0.0332409+0.0242807j -0.07334-0.0297977j -0.0537496+0.0119997j -0.0258859-0.0521213j 0.0795441-0.058977j 0.00801553+0.00449273j 0.032526+0.0386129j -0.0526729+0.0395271j -0.127446+0.0613913j 0.0135782-0.0468211j 0.0145817+0.0213595j -0.125861+0.0212848j 0.0101737-0.0237793j -0.00236003+0.0123935j 0.0148336-0.00171025j -0.00554212-0.0230032j -0.0251612-0.0413511j 0.00927565-0.0143556j 0.0174992-0.0012531j 
