0.0656593-0.103643j 0.0988638+0.0186753j -0.0432616+0.0648805j -0.0304771+0.291974j -0.00956305+0.107553j 0.182485-0.0327493j 0.185267-0.24014j 0.182398+0.00855022j -0.355764+0.0332667j 0.166748-0.336484j -0.0236008-0.0943923j 0.0349661+0.147408j 0.146295-0.0643279j 0.172412-0.165223j 0.510348-0.00259867j 0.0438629-0.0457372j -0.0485817+0.104572j -0.00452377+0.0120814j -0.195284+0.233955j -0.0566908+0.124038j 0.045576+0.0755416j -0.0611754+0.409324j -0.215688+0.298369j 0.156848+0.338956j 0.164945+0.119903j -0.366342-0.648787j 0.290031+0.143683j 0.0435827+0.0330811j -0.513132-0.212934j -0.188509+0.327544j 0.676043-0.10604j 0.0560558+0.0978204j 0.141629-0.182599j -0.274473+0.41614j 0.181071+0.201411j 0.252492-0.151365j -0.422688-0.157529j -0.0818186+0.0298849j 0.128343+0.407477j -0.35211+0.0198749j -0.0498223+0.754653j 0.472902+0.587795j 0.917285+0.0105605j 0.0667119+0.476984j 0.762149-0.292762j 0.751535+1.38325j 0.236554-0.479343j -0.103872+0.530051j 0.292234-0.610425j -0.938312+0.257186j -0.99257-1.64007j 2.40296-0.939874j 
0.0319083-0.460479j 1.05169+1.50681j -2.31606-1.88105j 1.23495+4.38367j -2.39932-4.11331j 6.22589+9.65625j -0.30591-2.97909j 8.25408+11.9094j -7.36677-15.0457j 1.20216+2.80193j -14.9235-17.8168j 6.27555+8.99309j 8.4925+10.5606j 12.7532+16.794j 5.53314+6.76789j 25.9905+34.9062j -17.1198-24.0714j -0.791802-3.74964j 7.45898+9.17825j 5.54207+9.38899j 4.57023+6.09277j 29.1607+36.2923j 0.200602-0.781458j 23.9289+28.4367j 0.0166762+2.4118j -0.262407-35.6982j 10.3301-12.5143j 1.65134+0.76357j -23.2668-26.801j 0.181338+2.34917j 32.1954+36.6103j 6.48775+5.3474j -7.49852-9.57681j -7.92107-7.64842j 2.16503+0.0849259j -19.5751-21.6984j 29.5806+33.0717j -5.93825-6.65072j 15.1676+15.8485j 8.46999+9.23529j 7.79855+8.1968j 14.6233+16.1904j 2.22335+2.26219j 11.7154+11.7825j 10.2994+10.6808j 1.73997+2.29833j -8.02091-8.1529j -3.59276-3.82542j 3.84964+3.60835j 2.20984+2.14898j -1.659-1.74323j 0.348395+0.0718507j 
-4.6715-1.90916j 36.6443+0.892097j -70.8908+3.31247j 87.1766+5.68813j -85.7251-4.88638j 223.762+5.62786j -28.5628-8.57289j 282.844+5.51969j -287.167-12.6164j 62.5944+3.60724j -457.639+1.37268j 225.504+3.0816j 258.15-0.890713j 417.493+4.20847j 153.13+1.54064j 881.227-3.14034j -571.729+2.48992j -53.839-1.09547j 230.012-3.20331j 185.935+1.44842j 169.432-2.08452j 971.989-13.7594j -20.6305-4.32833j 739.279-17.0175j 37.1651+1.73192j -555.991-437.776j -62.999-299.77j 36.4333-3.90525j -737.732+19.2751j 21.9101-5.63332j 969.967-34.7758j 169.823-6.59916j -185.357+14.3408j -229.308+8.13534j 52.4774-3.11745j -570.503+27.5794j 878.549-39.9077j -152.163+10.2558j 415.927-25.533j 257.083-11.149j 223.373-15.9235j 455.964-20.3098j 62.6142-7.49615j 283.049-30.2629j 280.274-20.7372j 27.5694-11.8523j -221.25+16.7087j -84.4746+9.79207j 85.3822-10.8426j 71.1704+1.19224j -36.7045+3.81142j 4.6954-2.28975j 
-1.79259-1.35272j 15.8886+2.25403j -30.9193-0.194286j 36.4622+6.78829j -36.0308-6.2224j 95.3574+11.8764j -11.2849-6.2147j 121.693+14.7029j -121.063-18.9402j 27.1054+4.46189j -197.236-15.9182j 97.0867+10.3016j 110.809+6.91346j 177.931+19.4256j 66.1857+7.14759j 379.404+31.9811j -247.316-23.2809j -22.0772-3.96028j 100.04+7.72842j 80.4592+10.1125j 72.084+4.36225j 417.843+33.0755j -9.24029-2.65763j 320.776+20.7056j 16.2713+2.02071j -222.952-210.65j -15.2674-132.412j 16.9614+1.75361j -319.32-20.6183j 10.3037-0.908644j 420.6+23.7635j 74.3618+3.1262j -81.7006-2.95044j -99.7552-5.36982j 22.4895+0.736485j -248.821-10.9657j 381.949+17.1673j -66.1673-1.71742j 180.354+7.26005j 111.404+4.70741j 98.2617+3.48385j 198.078+8.61419j 27.6344+0.29446j 125.788-0.0366457j 122.969+2.4976j 12.67-2.9843j -97.0031-1.80335j -37.4901+0.442103j 37.7097-0.410993j 30.6241+2.39899j -16.1478-0.167902j 2.05598-0.568045j 
-0.474661-0.483722j 3.87711+0.710063j -7.46104-1.08141j 8.28535+1.85183j -8.69942-2.1642j 22.4743+4.61055j -2.08571-2.16894j 30.0542+6.16403j -30.5565-8.48775j 6.13653+1.66546j -48.8434-7.74569j 23.9017+4.44715j 28.0306+5.13252j 43.7595+9.18571j 15.6044+3.4478j 92.6585+16.9773j -60.8889-10.9526j -6.81548-0.862149j 24.9479+2.95434j 18.9311+4.62231j 17.47+2.44285j 104.021+18.1452j -1.32994-0.1998j 79.0253+12.2181j 3.51139+0.308109j -51.3563-57.3063j -0.812531-33.4827j 3.83955-0.174312j -79.8854-11.717j 1.5902+1.48486j 105.316+15.8776j 16.9082+3.91261j -20.4711-3.37239j -24.018-4.10581j 5.17388+0.566247j -62.0043-8.56943j 95.3575+11.4464j -16.7075-1.98232j 44.5642+5.32581j 27.3978+3.66024j 24.6051+2.88694j 48.4826+6.18512j 7.59139+0.388766j 31.4567+3.04066j 30.5241+2.94906j 3.34328+0.264609j -23.9358-2.86957j -9.02738-0.786592j 9.65597+1.02506j 7.65405+1.34058j -4.37236-0.460247j 0.730956-0.405326j 
1.00738+1.53409j -11.4789-2.52696j 22.5346+1.24895j -25.579-7.43746j 26.1353+7.00872j -69.4173-13.5159j 7.12646+5.62273j -87.1088-16.7812j 86.8581+20.9149j -18.0414-5.57353j 141.762+22.0756j -69.8076-14.6976j -79.099-14.1426j -127.631-23.3232j -47.8998-8.7102j -273.649-45.6469j 178.265+29.6671j 16.298+3.73367j -71.1065-10.8026j -57.923-13.7545j -52.2306-9.21129j -303.317-47.0156j 6.02569+2.7027j -231.573-33.7776j -11.2738-2.74329j 150.623+165.343j 4.68245+97.4028j -13.1234-1.05019j 231.328+31.7616j -6.36008+0.923818j -306.561-38.8259j -54.0352-7.0864j 60.0072+8.45304j 72.6798+9.27734j -16.8614-1.71799j 180.874+22.5201j -277.585-32.8603j 48.8301+6.21004j -131.874-14.4113j -81.4-9.99583j -70.7322-7.15668j -143.756-16.2444j -20.6149-2.26416j -92.0722-8.00802j -89.5834-8.23613j -9.55818+0.640828j 70.8455+6.63105j 27.7253+2.04481j -27.976-1.58032j -22.3596-2.79853j 11.731+0.984054j -1.66163+0.0908591j 
-2.19208-0.720964j 17.7044-0.325927j -32.6867+2.23153j 41.1266+0.891133j -40.651-1.50876j 104.524+0.381619j -13.6489-3.31876j 133.102-0.459708j -134.507-2.64007j 29.5794-0.0874996j -213.616+4.52869j 106.861-1.57016j 120.334-2.50304j 195.926-2.72024j 72.1918-0.401561j 411.493-12.8521j -266.488+8.63193j -23.0366+0.116255j 106.658-4.09175j 88.1296-2.98436j 79.5056-3.90759j 455.73-18.9399j -9.99848-0.0428082j 345.178-16.2987j 17.091-0.152566j -264.116-198.164j -32.8892-138.903j 17.6482-2.63284j -345.525+19.2824j 8.99218-2.83913j 452.191-28.2596j 80.4157-4.2112j -86.1078+9.43217j -108.397+6.39376j 26.1451-2.47675j -267.083+19.9317j 409.789-29.7132j -70.995+6.43413j 194.006-16.3486j 120.024-8.64575j 104.698-11.0956j 212.836-15.7376j 29.7738-4.62491j 131.995-18.6473j 130.662-13.5687j 12.395-6.17286j -102.926+11.017j -38.8226+5.66549j 39.4782-6.36814j 33.1124+0.150979j -17.1595+2.05173j 2.428-1.08513j 
1.06229+0.945213j -9.71099-2.11862j 19.4661+0.846107j -22.8779-6.57467j 22.6014+5.95466j -59.8541-12.6021j 6.94182+5.95008j -75.7277-16.2823j 76.3604+18.466j -16.9397-4.17714j 124.799+18.6474j -60.5429-11.2108j -68.7592-10.6922j -114.358-20.4649j -42.0607-8.25389j -238.211-39.151j 156.049+25.126j 15.118+3.56207j -63.9834-7.36516j -50.5769-11.1814j -45.5538-8.04758j -265.889-38.8046j 5.52252+2.67542j -202.313-29.0336j -9.13043-2.43398j 132.316+144.343j 3.20741+84.8044j -9.42642+0.17309j 203.298+27.1484j -6.7964-0.819233j -267.106-33.5088j -45.8588-5.79119j 52.2208+6.2839j 63.2125+8.08238j -15.1925-2.06393j 158.202+18.1974j -242.794-29.7101j 42.1601+4.66845j -115.576-12.8675j -71.1472-8.2268j -62.6493-6.30737j -125.671-13.9855j -17.4133-1.52667j -80.5109-6.43631j -78.4123-7.7056j -8.50763+0.62081j 61.8635+5.35187j 23.9985+1.75904j -24.3445-2.06882j -19.2908-2.49557j 10.2924+0.882449j -1.40503+0.175014j 
-2.21558-1.09561j 19.7778+0.944556j -37.9762+1.71799j 46.2885+3.87757j -45.5382-3.25854j 118.777+4.8242j -15.0445-4.79874j 150.664+6.6433j -152.997-8.256j 33.5847+2.69895j -244.925-2.09076j 121.627+3.88j 139.887+0.0285466j 221.769+4.38119j 82.602+2.2212j 471.627+4.03504j -305.181-3.62037j -26.9031-0.998843j 123.037+0.250989j 100.55+2.88508j 91.5074-1.05702j 518.48-1.26909j -11.8656-2.072j 396.329-2.41131j 20.6041+1.85941j -293.704-238.367j -31.7619-160.466j 17.7743-0.858019j -394.361+5.45678j 11.8304-1.66424j 517.635-11.947j 91.404-1.82298j -100.488+5.69411j -123.026+2.26679j 28.0213-1.75773j -306.685+9.95029j 470.204-14.8543j -82.0096+4.89178j 220.769-10.4317j 137.859-4.61528j 119.146-5.99537j 243.725-7.80448j 33.2143-2.79838j 152.855-13.3857j 150.409-8.87228j 15.2018-6.21878j -118.401+7.47295j -45.4157+4.54157j 45.3147-5.42754j 37.997+0.954149j -19.6657+1.62507j 2.48994-1.10985j 
1.31163+0.780299j -11.6206-0.361888j 20.9764-1.02133j -27.427-1.1224j 26.5904+1.70232j -68.3208-1.47531j 8.4941+2.12397j -86.5619-3.30617j 87.6027+6.51969j -19.2988-0.869599j 139.964+1.26612j -69.8306-2.20323j -78.4246-1.32958j -126.644-2.66047j -46.7594-0.890652j -267.719-1.56335j 175.096+1.15976j 17.0146+1.62673j -71.3234+0.131466j -57.3244-0.403035j -52.1309+0.605392j -295.753-0.697433j 6.99509-0.127514j -225.164+2.1449j -12.1863-0.243078j 167.398+136.058j 18.2454+91.5149j -11.7184+1.80067j 225.509-2.42138j -4.70798+1.96113j -294.889+5.89952j -49.9992+2.26392j 56.2961-3.21222j 69.168-1.9265j -16.1197+1.30217j 174.129-5.52057j -269.035+8.62458j 46.7148-2.32088j -126.563+6.77955j -78.1829+2.81912j -68.4502+3.72709j -138.982+5.53797j -19.8213+1.33347j -86.7406+8.19971j -86.0341+5.66427j -7.95905+3.38605j 67.0148-4.53353j 25.5953-3.14986j -25.6246+2.95291j -21.3882-0.751473j 11.2784-0.679751j -1.95594+0.521514j 
-0.71282-0.999946j 9.23716+1.79737j -18.3912-1.02362j 21.8198+3.63751j -20.8061-4.46655j 54.9388+8.14553j -6.82478-3.61042j 70.0002+9.92901j -70.7114-13.5955j 15.696+3.16674j -114.243-11.0181j 54.657+9.16083j 65.162+7.09327j 103.567+12.9238j 37.9114+6.22034j 218.768+25.1267j -142.934-17.5278j -12.735-1.99849j 56.6422+5.44241j 47.0907+7.08895j 41.8153+5.41725j 241.968+25.108j -4.43807-2.65616j 183.841+16.6981j 8.65844+2.22524j -125.788-124.399j -7.48954-77.5095j 10.3536-0.523158j -185.175-16.8518j 6.59819-0.0657572j 242.812+19.0673j 43.1595+3.95405j -46.1099-3.58885j -57.9243-3.68305j 13.2418+1.08321j -142.625-10.6114j 220.348+15.041j -39.0398-2.38023j 104.558+5.79267j 64.1012+4.11665j 55.922+2.87689j 115.203+7.7605j 16.1969+0.138157j 72.8947+1.94844j 71.7985+3.09073j 7.83326-1.07489j -55.7865-2.58097j -21.4849-0.104867j 21.9186+0.230202j 18.0916+1.4344j -9.43683-0.159653j 1.15096-0.464997j 
-0.964455-0.754307j 14.0621+1.37093j -26.9224+0.664446j 32.663+3.82663j -32.1198-3.89825j 85.7138+7.0045j -10.9844-3.1715j 108.503+6.98818j -108.886-10.0501j 22.9678+1.7099j -173.209-5.72501j 84.8383+6.25365j 96.8241+4.22088j 157.326+6.31269j 58.9082+3.54069j 333.834+13.0836j -216.938-8.7051j -19.6667-0.507212j 86.2645+1.2748j 70.3099+4.96615j 64.3706+1.56829j 367.405+10.8029j -8.39588-1.46163j 280.608+5.41096j 14.3278+2.29857j -203.575-174.724j -19.4289-116.045j 13.8065+1.37715j -280.322-3.31145j 9.27253-2.52416j 369.378+2.93596j 64.2684+0.931091j -70.7789+1.07824j -87.3292-1.12036j 20.0134-1.16079j -216.79+0.258834j 335.59-1.30324j -57.5711+0.422888j 158.565-3.09893j 97.7848-0.0479153j 85.318-3.14261j 173.852-1.08727j 23.7423-0.779964j 108.625-6.19729j 107.785-3.4946j 10.9411-3.74815j -84.3449+2.81261j -32.2913+1.92625j 33.5453-2.92596j 27.1342+1.41881j -14.0999+0.86596j 1.82049-0.562979j 
1.71657-0.446082j -14.0832+2.00866j 25.6206-3.88951j -32.6876+4.56233j 32.262-4.27757j -82.2604+11.8704j 11.8647-1.77196j -103.298+15.0561j 108.534-16.7139j -22.6951+4.34856j 168.179-27.0603j -83.1727+13.5766j -93.7318+16.9353j -154.074+25.5437j -57.2379+9.45647j -321.943+53.9557j 209.797-36.9795j 17.9529-1.49366j -83.8553+13.7656j -68.477+13.0951j -60.2598+10.8231j -354.772+62.7392j 8.3981-1.98498j -266.327+47.9011j -14.885+3.13149j 227.913+127.681j 41.8691+104.626j -12.1693+5.15803j 266.867-49.8426j -7.40192+4.69862j -350.728+69.805j -60.9324+11.6572j 66.6145-18.0656j 83.1593-15.7514j -18.7893+3.74892j 206.276-45.0225j -316.046+66.6099j 54.3412-13.8463j -148.221+34.8152j -92.3783+18.8969j -79.742+20.4246j -164.112+33.413j -21.1359+6.67308j -100.077+30.2198j -100.128+24.9662j -9.23078+8.1569j 78.543-19.6894j 29.7669-9.26471j -29.6315+10.8452j -25.8557+2.20997j 13.1512-3.65737j -1.4048+1.23701j 
2.88882+2.16307j -29.5272-3.04187j 57.353-0.880605j -69.2134-10.9376j 67.9237+10.2034j -178.344-18.6239j 21.2723+10.4771j -225.656-21.1709j 229.133+29.4163j -50.1498-7.01282j 367.439+22.9498j -181.079-17.2112j -207.325-12.7915j -333.722-28.0758j -123.197-12.4327j -705.167-44.6777j 459.925+30.858j 41.8675+3.70269j -186.631-8.77369j -150.013-15.0061j -135.682-7.15451j -781.321-43.5067j 16.9237+4.97441j -593.756-26.535j -29.1735-5.01317j 421.296+381.602j 34.7706+245.056j -30.5407+1.14709j 594.99+23.8862j -17.9301+1.17008j -781.784-24.4441j -136.174-3.44999j 151.157+1.59727j 184.757+6.38138j -41.8649-0.0868389j 461.811+11.7018j -708.209-16.7008j 123.331+1.43676j -335.304-3.54929j -207.777-4.87431j -181.093-0.0106903j -368.288-6.97017j -51.0224+1.52632j -231.612+6.18393j -227.662+0.716306j -23.6059+6.24728j 179.502-1.61974j 68.5909-2.52751j -69.6404+3.5383j -57.3649-3.55529j 29.8407-1.00417j -3.98406+1.20317j 
0.546402+0.272577j -6.24834-0.280472j 12.0509+0.136507j -17.1346-1.75441j 15.0208+0.919153j -40.3201-0.915598j 6.24875+1.89405j -50.7417-1.60479j 50.9628+3.24761j -11.2593-1.28685j 82.8479+0.470717j -39.0788-0.0548233j -46.2259-1.14183j -74.8423-1.42753j -26.704-0.381898j -156.104-0.886785j 101.192+1.23647j 8.6372+0.194583j -40.5793+0.967417j -34.1853-1.64857j -29.1245+0.132343j -172.566+1.15196j 3.33567-0.0539183j -131.288+2.55128j -6.40554-0.41711j 98.5111+78.3434j 10.3929+54.0816j -7.72593+0.0793966j 130.23-1.80876j -4.12463+0.277195j -171.912+5.34003j -29.4668+0.313697j 32.4399-3.26425j 41.6993-1.18195j -8.81704+0.237413j 101.021-5.1511j -156.233+6.73957j 27.3019-1.00609j -73.9759+4.39328j -45.9808+2.45988j -39.4136+3.29449j -80.6649+2.41915j -11.474+1.01743j -50.612+4.7331j -50.0163+2.71598j -4.82741+1.91798j 38.732-3.23626j 15.2626-1.97322j -14.7222+2.16072j -13.0005-0.609135j 6.71434-0.620784j -1.03381+0.493838j 
-0.622758-0.2674j 5.30668-0.441534j -10.9422+1.67703j 12.7871+1.14519j -12.4603-0.189492j 32.5499-0.269094j -4.41636-1.53887j 41.5193-1.06516j -42.6672+0.0590331j 9.07394+2.13127j -66.37+4.01674j 32.8929-2.34664j 37.5146-1.6098j 59.8524-3.4977j 22.078-0.888551j 127.432-6.33863j -83.162+4.4815j -7.84295+0.354814j 34.1566-1.59335j 27.3114+0.375644j 24.9596-0.905225j 141.457-9.73058j -3.24832+0.000436099j 106.744-6.91595j 5.2519-1.02887j -83.4731-58.6742j -10.7834-43.4622j 5.47885-0.822388j -106.606+7.44638j 3.05783-1.25699j 140.331-11.5408j 24.7976-2.34826j -26.9808+3.69486j -32.587+2.76064j 7.98205-0.945115j -82.8939+7.29966j 127.024-11.8478j -21.7545+2.44764j 59.8963-6.66636j 37.3918-3.80504j 32.2573-3.97844j 66.2114-6.17356j 8.94394-1.71392j 40.9508-7.03247j 39.9684-5.31031j 4.15145-2.38315j -31.8437+4.21661j -11.8957+2.54042j 12.1622-2.18162j 10.3736-0.0362687j -5.47951+0.99432j 0.721579-0.19757j 
-2.93314-1.56343j 31.6654+2.69024j -61.6517+1.28499j 74.3991+11.4483j -71.979-10.3115j 190.447+17.3312j -23.6465-9.5996j 243.028+21.6869j -247.471-28.9145j 53.676+7.07927j -395.039-22.171j 193.66+17.0195j 221.527+12.6593j 358.272+26.3121j 131.286+11.2708j 761.188+42.1452j -494.248-28.664j -45.3975-4.05465j 200.865+9.41007j 161.4+14.0615j 145.454+7.5666j 839.007+40.8196j -17.6228-4.43289j 639.354+23.3335j 30.2753+4.24946j -457.407-406.775j -38.9862-263.209j 31.2701-1.16676j -640.304-21.7624j 19.2514-1.53289j 840.883+20.7024j 147.197+2.7082j -162.436+0.101527j -199.461-4.93131j 46.1393-0.716943j -494.818-8.23335j 761.794+11.378j -131.713-0.262767j 359.868+0.304177j 223.191+3.77384j 194.665-1.92908j 396.262+5.35049j 54.6618-1.14298j 248.6-8.8374j 244.548-2.4657j 25.0659-6.89633j -192.789+3.04337j -74.0184+3.72334j 74.5123-4.54989j 61.6958+3.92133j -32.4367+1.3891j 4.31582-1.24362j 
-2.70175-0.201962j 25.5123-0.6502j -47.0769+3.60166j 59.797+0.588491j -57.9323+0.329668j 149.332-2.39516j -20.0796-2.52629j 191.103-5.46382j -192.667+3.23958j 42.0747-0.769951j -305.773+17.0228j 150.171-4.74658j 172.286-9.1289j 278.343-13.0737j 101.556-4.29764j 588.63-34.7641j -382.147+23.0691j -36.3754+0.79933j 154.143-9.92099j 125.886-6.8166j 114.188-6.55895j 648.455-42.5136j -14.228-0.95942j 492.906-35.2584j 24.011-0.387449j -385.391-272.359j -53.4019-197.779j 23.3799-3.26042j -492.188+37.7146j 12.7737-4.33895j 645.312-58.6482j 112.803-10.1393j -123.268+18.363j -152.444+13.0472j 34.5005-4.82541j -378.892+39.0497j 582.623-58.1153j -100.572+12.6441j 275.021-31.4699j 170.667-16.1986j 148.381-19.3053j 303.675-28.294j 41.6069-6.72401j 187.543-32.1502j 186.016-24.0262j 17.6424-10.265j -146.353+19.6564j -55.0882+10.5929j 55.9762-11.773j 47.7281-0.383972j -24.8014+4.04828j 3.01501-1.61155j 
0.084809-0.449018j 2.48973+1.31005j -5.87608+0.239605j 6.53617+3.34378j -7.75945-2.42667j 16.9133+4.06564j -0.992096-1.176j 20.6406+6.75888j -20.5751-9.11997j 3.45133+1.62535j -35.8294-8.82402j 15.7138+4.54025j 20.1985+4.89155j 31.7435+8.04711j 11.613+4.24827j 67.2765+17.665j -44.4869-12.0034j -4.93379-0.772957j 16.9994+2.97727j 14.6132+4.44635j 11.9617+2.71978j 73.937+18.4412j -0.0340143+0.0362877j 57.1518+13.0046j 3.06026+0.409792j -33.0611-44.5843j 0.749395-23.9715j 3.34095-0.0544252j -55.813-12.604j 1.82105+0.289733j 74.9356+16.6111j 13.278+3.21486j -14.9933-2.32521j -17.4287-3.75073j 4.8519+0.267918j -43.7823-10.3922j 68.2407+14.8455j -12.0656-2.84273j 32.3062+6.61886j 20.0722+4.5362j 17.2203+3.64954j 35.6291+7.36051j 4.84907+1.06514j 22.9637+4.20201j 22.2525+4.23045j 2.06337+0.302291j -17.676-3.50798j -6.75327-1.03227j 6.84993+1.23716j 5.33446+0.91568j -2.70251-0.26199j 0.447235+0.207104j 
-0.0721601+0.312327j -2.7362-0.199559j 5.77331+0.760919j -4.31765-3.14195j 5.05749+1.77609j -14.9218-5.78115j 1.07668+2.36049j -19.6132-6.83039j 19.0341+9.08412j -1.68733-2.74167j 32.0216+8.26456j -17.3044-5.00756j -17.5253-5.50782j -29.0673-7.88204j -10.8642-3.06773j -59.6618-16.7255j 39.1504+11.0581j 3.22559+0.923297j -15.8021-4.62843j -11.2496-5.55247j -11.212-3.76401j -68.2638-18.746j 1.64764+1.04388j -50.8145-12.7976j -3.63421-0.755033j 30.4843+41.0371j -2.08344+21.8321j -2.62387-1.46855j 50.9858+12.4882j -1.76049-0.885543j -67.3249-17.1021j -12.1737-2.82452j 13.6898+3.38855j 16.1671+3.3443j -3.50577-1.30931j 39.4489+10.5231j -61.5258-15.1167j 10.6289+2.72004j -29.7162-6.86192j -18.7121-4.5526j -15.9578-3.54982j -32.3804-7.42921j -4.87751-1.14354j -20.9578-4.43774j -20.0834-3.73439j -2.50567-0.771732j 15.9605+3.26417j 6.46153+1.21154j -5.88867-1.48414j -4.70371-1.09722j 2.91505+0.60101j -0.265278-0.141614j 
-0.768428-0.144118j 8.40643+1.78325j -17.6291-0.205062j 20.2691+6.47071j -19.8591-4.87882j 54.5295+11.6973j -7.69098-3.51926j 69.6938+14.4588j -69.6987-18.1745j 16.1552+3.99897j -111.435-17.6522j 54.7008+11.376j 64.2867+10.5076j 101.646+19.6907j 36.9021+7.22676j 216.86+36.5612j -140.602-22.9342j -11.1753-2.64462j 56.9488+7.8791j 47.0978+10.1372j 41.5737+6.62692j 238.366+37.5247j -4.82441-2.55536j 182.219+26.4503j 9.14125+1.87456j -117.562-131.445j -3.59514-77.8888j 9.30941+0.931626j -182.921-25.8708j 5.0706+0.734988j 241.46+32.9459j 42.1313+5.01855j -47.5525-5.66351j -57.1502-7.87405j 13.2653+1.3911j -142.18-17.9237j 218.84+27.1426j -38.1931-4.78876j 104.126+11.4534j 63.6887+7.92222j 56.4119+6.09058j 113.859+13.2334j 15.5455+1.70825j 72.3103+6.38265j 70.5748+7.27961j 7.6769-0.197687j -55.5869-5.59995j -21.2878-2.10144j 22.2409+2.11531j 17.2091+2.37311j -9.41701-0.616595j 1.36395-0.176737j 
-1.28584-0.0520049j 10.6355-0.548169j -19.4041+1.47267j 24.7027-0.0337119j -23.8154+0.426617j 62.2673-1.68315j -8.58833-0.647704j 76.246-5.07381j -81.2902+1.13876j 17.7565-0.321841j -125.82+6.46395j 61.0917-2.84716j 67.5103-5.62822j 114.189-6.72519j 42.3032-2.39886j 242.343-15.232j -157.332+10.2686j -14.5555+0.738898j 62.7402-3.70474j 52.217-3.59207j 46.7151-5.23721j 266.078-20.1521j -6.18775+0.0253751j 201.619-16.3602j 10.2323-0.48228j -159.102-111.252j -22.6254-80.7039j 10.0267-1.38224j -201.959+17.1234j 5.29461-1.5916j 264.253-26.3674j 46.43-4.47958j -50.7025+7.94168j -62.7661+5.75503j 14.0269-1.60234j -155.302+17.3777j 239.037-25.6243j -41.3497+6.16266j 113.083-14.4121j 70.0023-7.24113j 60.778-8.62781j 124.519-12.7593j 17.0176-3.30357j 76.5689-13.9407j 76.0899-10.6276j 7.24983-4.38542j -59.9464+8.5988j -22.6107+4.37593j 23.0822-5.30409j 19.5815-0.305675j -10.1985+1.72791j 1.16439-0.656285j 
2.86463+0.593699j -26.4469-0.327783j 50.5034-2.56016j -60.7504-4.67337j 58.725+3.62837j -156.928-3.12983j 20.5508+5.23411j -198.149-4.17076j 201.454+12.0034j -43.2488-1.95146j 318.657+1.11648j -158.009-3.4962j -181.597+1.02673j -291.58-4.24167j -106.383-2.60262j -616.253-1.78842j 400.257+0.882177j 37.2293+0.586707j -160.863-0.047786j -131.045-2.13143j -118.579+1.47881j -679.087+4.68948j 15.6651+1.37188j -518.206+8.60144j -25.5362-1.14903j 386.342+308.524j 43.8491+209.808j -26.2389+3.53841j 516.524-9.95016j -14.8101+2.27796j -677.426+20.2849j -118.569+3.50757j 130.056-8.67106j 160.842-3.72525j -37.0242+1.81054j 398.556-16.4634j -613.879+24.0276j 106.04-6.60369j -290.247+16.5457j -179.677+6.47599j -156.927+10.8628j -319.355+11.9933j -43.1232+4.33034j -198.593+19.9213j -196.251+13.2503j -19.2683+8.03932j 154.699-11.1233j 59.1515-6.37104j -59.5763+8.39256j -49.8733-1.37193j 26.1588-2.59707j -3.22001+1.23865j 
-0.236802+0.188581j 4.11518+0.240546j -10.1366+0.0795435j 10.4633+1.66336j -11.3365-3.13194j 29.4154+2.15193j -4.46515+0.191562j 35.4653+1.73946j -34.7057-2.59214j 7.61471-0.689892j -58.3891-3.00174j 28.8272+0.365679j 33.1279+1.59885j 54.0658+2.19771j 18.5704+1.34459j 111.726+3.59576j -72.6952-3.41047j -7.57489-1.47687j 30.2961-0.568853j 24.2457+1.61109j 22.0555-0.01698j 123.411+2.56506j -3.38345+1.27958j 93.6945+1.80544j 5.73385+0.633949j -68.0386-57.0943j -7.50596-38.8707j 5.33427-0.0171786j -94.1035+0.411317j 3.03768-0.680566j 123.183-0.309439j 21.1398+0.120857j -24.9863+0.899317j -29.1015+0.816663j 7.44108+0.536844j -71.3546+1.17937j 110.696-1.10155j -19.0549+0.347916j 52.3349-1.45499j 32.154-0.0852975j 28.0668-1.27107j 57.9317-0.195659j 7.84131-0.650775j 36.2577-2.26963j 35.7698-1.2695j 3.53636-1.81576j -27.7252+0.866415j -10.8021+1.12973j 10.7348-1.07744j 9.16426+0.289996j -4.95524+0.669748j 0.343226-0.102006j 
1.35111+0.282122j -7.41585+0.625813j 13.4674-1.0364j -18.0074-0.722099j 17.3769+1.80232j -42.5389-1.85558j 7.55356+2.88842j -56.2654-2.01972j 56.6792+4.30915j -11.4011-1.09854j 90.3545+2.10897j -44.3608-3.47839j -50.8919-0.64385j -80.9786-1.8252j -30.5133-0.296462j -172.523-3.12241j 113.079+0.993361j 10.1399-0.325925j -44.4969+0.383469j -36.302-2.37963j -33.0968-0.332176j -189.868-1.07766j 4.65875+0.244157j -144.36+0.57827j -7.85964-1.05539j 106.198+88.2106j 10.8846+59.3453j -6.71416+1.19147j 145.293-0.995948j -4.0651+0.66914j -189.752+3.34449j -33.4492+0.676358j 36.3425-2.2529j 44.7514-1.37682j -10.2952+0.293044j 111.555-3.67916j -171.377+5.18299j 29.6756-1.43343j -81.4457+3.47794j -50.0312+1.3665j -43.751+2.3163j -89.6226+2.06091j -12.4695+1.30341j -55.512+4.84173j -55.1225+3.11506j -5.30991+1.93945j 43.2052-2.76713j 16.4197-2.00713j -16.3003+1.88848j -13.7329-0.585914j 7.37731-0.703486j -1.04077+0.121763j 
