0.00565531-0.00337981j -0.00449882-0.00434822j 0.00185516-0.00956808j 0.000339226-0.0041729j 0.00401743+0.000897248j -0.00788993-0.00217652j 0.00290592+0.00127777j -0.00701986-0.0377389j -0.00971005-0.0116772j -0.00321662-0.000852557j -0.00404098-0.00643613j -0.000122768-0.00218752j 0.000854406+3.33308e-05j 0.0171486-0.00627282j 0.00196719-0.00346326j 0.0051699-0.00170248j -0.00871529+0.00764022j 0.00485387-0.00270291j 0.0109421-0.00264233j -0.00242142-0.00234965j -0.0148252+0.0103897j 0.00256781+0.00942591j -0.00288716-0.000875809j 0.0119098+0.000178967j -0.00582288-0.00023682j 0.000690416-0.0141388j 0.0070532-0.00647793j 0.00432+4.14936e-05j 0.0164598-0.00468133j -0.00970567-0.00135525j -0.00205586+0.019565j -0.00953676-0.00190505j -0.00344932-0.018346j -0.00388278+0.0033921j -0.0135318-0.0295985j -0.0104265+0.00147307j 0.0130359-0.0126866j 0.00660409-0.0294687j 0.0154558+0.00689858j -0.000909141+0.00946106j 0.0216382-0.026605j -0.0153428+0.00260516j -0.0200932-0.000293216j 0.0105913+0.0107532j -0.0154371+0.00460038j -0.00755783+0.00386601j 0.00994435+0.0165002j -0.0178216-0.0112064j -0.00612121-0.0186446j -0.00421707+0.0253163j -0.00476246+0.00268003j 0.00392311-0.022209j -0.00509351-0.0135721j -0.0336664+0.00529748j 0.00189577-0.0166769j 0.0296565-0.023107j -0.00370356+0.0021598j 0.016975+0.0255611j -0.00675034-0.000465779j 0.0472231-0.00123738j 0.034683-0.00350858j -0.00251427-0.00481876j -0.0484322+0.00664548j -0.0118922+0.0187462j 4.98508e-05-0.0133553j 0.0347157-0.0105922j -0.0187198+0.0163061j 0.023065+0.0035651j 0.00223017-0.0152505j 0.0271297-0.0154494j 0.000736831+0.00883927j 0.0293724-0.0225172j 0.0188618-0.0117414j 0.00867745-0.0418705j 0.00171615-0.00256648j -0.0131651+0.00153364j 0.00849271+0.0107112j -0.0378036-0.00348965j 0.00282993+0.000150448j 0.072972-0.0112763j -0.0413614+0.0105688j 0.0346752+6.3571e-06j -0.00736617-0.0164399j 0.00671379-0.0179648j -0.00973072-0.0263437j 0.00562593+0.0232388j -0.0740979-0.00730638j -0.004341-0.00651322j -0.0600291-0.00500548j 0.024706-0.0088311j -0.0246615+0.00595596j -0.00420063-0.00838914j -0.0193193-0.00151085j -0.0004646-0.023905j -0.00432053-0.0173446j 
-0.00152408-0.00694625j -0.000731634+0.00813553j 0.00242456+0.00387294j -0.00624833+0.00532958j -0.000998357+0.00235023j -0.00101081+0.00411068j 0.00427445-0.00825114j -0.00269018+0.0301643j 0.0130091+0.0101908j -0.0007103-0.00895445j 0.0118114+0.000292148j 0.00308625+0.00219152j -0.00015222-0.00070217j 0.0133222-0.000821513j -0.00451166-0.00759167j 0.0078614-0.00172383j 0.00774639-0.00439747j 0.0125733-0.0103862j 0.00786564-0.00135598j 0.00679749-8.54658e-05j -0.00213561-0.000599777j -0.0140703+0.00621246j 0.00346634+0.00318422j 0.0145739-0.0018326j -0.00946014-0.00572762j 0.00301786-0.0045787j 0.00261456+0.00134868j 0.00784298-5.97113e-05j 0.00525169+0.00315901j -0.0126045-0.0111673j -0.000752332+0.0221681j -0.00177333-0.00908893j -0.0143649+0.0187809j -0.00203401-0.0162885j 0.0139105+0.00450366j 0.00199033+0.0122119j 0.0080431+0.00830598j 0.00273113-0.0131197j 0.00429615-0.000601098j -0.00136806+0.00235918j -0.00539918+0.000581978j 0.00551196-0.00706907j -0.0014617-0.00986654j -0.00165585+0.0190637j 0.00478588+0.0173275j 0.00722917+0.00553044j 0.00497359+0.00462278j -0.0102865-0.0010754j -0.00899896+0.0184463j -0.0165159+0.00910741j 0.0114195-0.0194597j 0.000875771-0.013516j -0.0124483+0.0079691j -0.0217283-0.0532794j 0.00640364+0.0199481j 0.0112664+0.0174173j 0.018272+0.0229521j 0.0276169+0.00875868j 0.00215819-0.00836886j -0.0170191-0.0138491j -0.0114593-0.0206193j 0.0071655+0.0131148j 0.00153692+0.019805j -0.0124739+0.0440785j -0.00832672+0.00648682j -0.00619705-0.0225494j 0.010944+0.0315494j 0.00184329-0.0189228j -0.0126971+0.0169102j 0.0207649-0.0225802j 0.0245769-0.0297467j 0.0131187-0.0152632j 0.00490203-0.0226985j 0.018939-0.02715j -0.022246+0.0171219j 0.0415028-0.0104767j -0.00821868-0.0144167j -0.050748-0.0319915j 0.055323+0.00549922j -0.015128-0.00540837j 0.00495272+0.0172471j -0.0130903+0.00127187j 0.00150689-0.0286326j -0.0051408-0.0173241j 0.00320366-0.0475864j -0.00704314+0.0145888j 0.0046165+0.0112031j -0.014411+0.00344296j 0.0287173-0.00969316j -0.00906027-0.0384203j 0.00443755+0.00702821j -0.0174034-0.019442j -0.0454496+0.0170121j 0.00325771+0.00201891j 0.00279072-0.0698757j 
-0.000274573-0.00570231j -0.00727345+0.00572777j -0.00308373-0.00501956j 0.00353607+0.0176436j 0.0101173+0.0134815j -0.00419462-0.000864174j 0.00170859-0.00780478j 0.00136076-0.00508784j 0.00529118-0.00610216j -0.00332042-0.0154803j -0.00472149-0.00131701j -0.00716892+0.00144372j 0.00197092+0.0020625j 0.00272546-0.00178736j -0.00128511+0.00219408j -0.00425401-0.0106585j 0.0128116-0.00986625j 0.00933283-0.000302219j -0.00202924-0.00247318j 0.000522119+0.0062624j 0.00558928-0.00672497j 0.00476063-0.011854j -0.00329719-0.00159593j -0.0007435+0.00770428j 0.0041497+0.00622392j -0.00242667+0.00141281j -0.0120056+0.00283132j -0.000503257+0.00170673j -0.0105355-0.000289154j -0.00165531-0.00786904j 0.00712219+0.0151893j 0.00504182-0.00197181j 0.00222054+0.00715529j 0.00434151-0.0220295j 0.00364741+0.0026717j 0.015377+0.0129103j -0.00224389-0.00179608j -0.00935486+0.00821077j 0.00682158+0.0152945j 0.00183993-0.00433713j 0.00283298+0.00403886j 0.00398886+4.84414e-05j 0.0181106-0.0052581j 0.00207602+0.0104074j 0.0180882-0.00439421j 0.0130024-0.00179763j 0.00847334-0.00256925j -0.000447493+0.000984718j -0.010119+0.0306242j -0.00866735-0.000726953j 0.0120924-0.00630245j -0.00465951-0.00678808j -0.0229211+0.0296122j 0.000229341-0.03552j 0.00376275+0.00362122j -0.00673932+0.01278j 0.00582011+0.031583j 0.0181728+0.00115153j 0.00702257-0.0291977j -0.00635177-0.012257j 0.00338398-0.0102887j 0.000172464+0.00195154j -0.0142256+0.0153683j -0.00360578+0.0339346j -0.00146924+0.00450411j -0.0167897-0.0137101j 0.0408692+0.0297591j -0.0275308-0.018578j 0.00771098+0.000487293j 0.00310503-0.0097403j 0.0100739-0.00915643j 0.0163318-0.00286024j -0.00302588-0.00532218j 0.0192825-0.0101539j -0.0108916+0.036478j 0.0246107-0.0116679j -0.0228285-0.00291172j -0.0218875-0.0143455j 0.0284256+0.001199j -0.0133662-0.000726499j 0.0363067+0.00925177j 0.0360335+0.000961076j 0.00345305-0.0244271j 0.00337711-0.00561664j -0.00475521-0.0353915j -0.00630566+0.00787924j -0.00897514+0.0056219j 0.0161769+0.00700925j 0.0455492-0.00979337j -0.0186687-0.00895203j 0.018097-0.00293875j -0.0134534-0.00959745j -0.0307696+0.0124644j 0.00370663+0.0135112j -0.00388117-0.0459216j 
-0.000646535-0.00404581j -0.00524151-0.000246034j -0.00377439-0.00424889j -0.00160756+0.00958767j 0.00182501+0.00812617j -0.00842164-0.00111689j 0.00691232-0.0070951j 0.000719959+0.00746213j 0.006625-0.00187999j -0.0023188-0.0160221j 0.00807493+0.00625406j -0.00130347+0.000526171j -0.00319555-0.0174879j 0.00479157+0.00800003j 0.00155785+0.00317659j -0.0116519+0.00891717j -4.75817e-05+0.00657768j 0.0047211-0.00108015j 0.00429363-0.0044145j 0.0149961-0.00396845j 0.00262405+0.00489893j -0.00123593-0.00557001j -0.00632697+0.00371724j 0.00746917+0.0141871j 0.00340279-0.00692507j -0.00261748+0.000117708j 0.0017794+0.00727872j 0.00288018-0.000637402j 0.013569+0.00305517j -0.006123+0.0123018j 0.0076634-0.0201244j 3.5521e-05-0.0115721j -0.00728828-0.0230921j -0.00956002-0.00369214j -0.00326135+0.0199813j 0.00599172+0.0275141j -0.0124618-0.0343689j 0.022275+0.0140113j 0.007152+0.0264787j 0.025649+0.00838813j 0.00728449+0.00421479j -0.000778886-0.00274754j 0.011954-0.0290762j 0.00150584-0.00343585j -0.0106689-0.0158986j 0.00933127+0.0142044j 0.022631+0.00673139j 0.00874342-0.00409648j 0.0137385-0.032157j 0.018385-0.00506479j 0.040379-0.00103922j 0.00492045+0.0150942j 0.0379036-0.0182723j 0.00800649+0.0522151j 0.0160687-0.026472j -0.00260776-0.012289j -0.00921572+0.00975744j -0.0233774-0.023156j -0.0017733-0.04669j 0.0172208+0.0563742j 0.0361605+0.0111302j 0.00402951+0.00136381j -0.0202064-0.0219005j 0.0289475-0.0181809j -0.0153931+0.0143679j 0.027264+0.0250099j 0.0293369+0.0052977j -0.0377933+0.0393073j 0.0135591-0.00824409j -0.0564227+0.00928652j -0.0160686-0.000538148j 0.00147281-0.022959j -0.0340209+0.047485j 0.01261+0.0193453j 0.0446564-0.00534028j 0.0178915+0.0401589j -0.000881218-0.0239662j 0.0867044+0.0288724j 0.0488317+0.000680521j 0.0185561+0.0212767j 0.0555303+0.0176713j 0.0674989-0.0153906j -0.0131536+0.04421j 0.0226869+0.0439266j -0.0203848+0.0290704j -0.00425917-0.0727329j -0.0760516+0.00491993j 0.0106494+0.0146186j 0.0216298-0.00899143j 0.0126508-0.00333057j 0.0655708+7.92298e-05j -0.0406141+0.0270816j 0.0234221+0.0183386j -0.00238188+0.123027j 0.0151014-0.000985907j 
0.0167831-0.000991346j -0.00115387+0.00377905j 0.00988857+0.00923847j 0.0111162-0.0065958j 0.00218267-0.00608749j 0.00183372+0.00452794j -0.00872912-0.0137743j -0.0104138+0.00317366j -0.00726812+0.000427065j 0.0129055+0.000803249j -0.000820206+0.00448398j -0.00612563-0.00538944j -0.00576113+0.00100664j 0.004253-2.33392e-05j -0.000804883+0.00853517j 0.000182947-0.0106911j 0.008985+0.000811795j -0.00556329+0.00742186j 0.010437+0.00102999j 0.00363202+0.0133357j -0.00988706+0.0148958j -0.00716396-0.011536j 0.00960725+0.0115003j 0.0100857+0.0114722j -0.00330898-0.00826863j 0.0107961-0.0137774j 0.00627438-0.000509443j -0.00939906+0.00684143j 0.00771994-0.000304781j -0.00747593+0.00648838j 0.00316648+0.0047746j -0.00364361-0.000766012j 0.0069921-0.0267129j 0.0055186-0.00988548j -0.0138072-0.00418002j 0.0100357+0.0144162j -0.00280935-0.0379245j 0.00338318-0.00197715j 0.0251462+0.038807j 0.0253862-0.00121104j 0.030918-0.0276326j -0.0144648+0.0122997j 0.0033704-0.00947408j 0.00629461+0.0188963j -0.00575127-0.0116816j 0.00903992+0.0082258j 0.0161698+0.0247499j -0.00571323-0.0193753j 0.00581245-0.0145659j 0.000292307+0.00630421j 0.0118208+0.0167032j -0.000785013-0.0104322j 0.0038097-0.00121108j -0.0130076+0.0174326j 0.00983023-0.0428872j 0.0160018-0.00716673j -0.0119182+0.0318707j 0.00497436+0.0118059j 0.00469059-0.0600082j 0.0594275+0.016293j 0.0616429+0.00492221j -0.00931719-0.0170336j -0.0683792-0.000855093j 0.0224585+0.0184306j 0.00916756-0.00370653j 0.0376225-0.00720776j 0.0449319+0.0081466j -0.0539397+0.0148266j 0.0253223-0.0350278j -0.0156454-0.0153486j -0.00942436+0.0236914j 0.0159874-0.0267548j -0.0114301+0.0319731j 0.0191082-0.0158519j -0.00108648+0.0111855j 0.0036589+0.0141716j 0.00428045-0.0042348j 0.00863684+0.00475759j 0.00223046-0.00172698j 0.0505388+0.00457659j 0.0419224+0.00972646j 0.123828-0.00779116j -0.00748182+5.06129e-05j 0.0147003+0.0130314j -0.0181539-0.00156786j 0.00713641-0.0079824j -0.128-0.00924016j 0.0588324-0.00252437j 0.00193403-0.00753785j -0.00125668-0.00668127j 0.0186991+0.00187139j -0.00504076+0.00737378j -0.0051782+0.00918804j -0.00215015+0.0198172j -0.000709048-0.00804853j 
0.00334535-0.00424087j -0.00723992+0.00534499j -0.00132909-0.00701014j -0.0112253+0.004952j 0.000413564-0.00118761j -0.00341298+0.000737562j 0.0071576+0.0106201j 0.00303025-0.00136474j 5.72173e-05+0.00388189j -0.0032068-0.00137455j 0.0155358+0.00447535j -0.00178967-0.00384392j -0.0136778-0.00268659j 0.0105807+0.00275665j -0.00361225-0.0120809j 0.0037791+0.00701789j 0.00251367-0.00417837j 0.00336472+0.00293399j 0.0114626-0.0108585j 0.00821431-0.0176908j -0.00291627-0.0255836j -0.00368465+0.00786356j -0.0028149+0.000855742j 0.00415383+2.62865e-05j -0.0024441+0.0111628j 0.0111213+0.00137512j 0.0102382+0.0103608j -0.00123515-0.000885155j 0.0129972-0.00877399j -0.0070213-0.0140095j 0.00267374-0.000778026j 0.002322+0.00362507j -0.0381543+0.0504947j -0.0375148+0.029417j 0.0270771+0.0117624j -0.0171654-0.0174851j 0.0189566+0.0695469j 0.0101298-0.0199782j -0.0572011-0.072494j -0.0599462+0.00996475j -0.0705923+0.0610942j 0.0244638-0.0422906j -0.0150762-0.00632704j 0.00769327-0.0283696j -0.000743205+0.0386148j -0.0179724+0.0045878j -0.012675-0.0401826j -4.82754e-05+0.0379205j -0.0120128+0.00219791j 0.00200748+0.00301272j 0.00332301-0.0608279j 0.0132172+0.0258585j 0.00173353-0.0139919j 0.0121086-0.00868564j 0.010103+0.0918079j -0.023066+0.0415302j 0.0284915-0.0555192j -0.014987-0.00724902j 0.00345594+0.114789j -0.121096-0.000116329j -0.120979+0.0025966j 0.0164056+0.0680658j 0.150865-0.00333021j -0.0365764-0.0357387j -0.0447316+0.0237604j -0.0520733+0.018452j -0.110396-0.014451j 0.125062+0.012766j -0.070084+0.0928423j 0.0241206+0.0307292j 0.0216252-0.0752285j -0.0202984+0.0193267j 0.0289341-0.0659236j -0.0315014+0.0213327j 0.0256639-0.0309838j 0.0323581-0.0145164j -0.0100988-0.00821902j 0.00999858+0.00154073j 0.067435+0.00785267j -0.0922893-0.00115805j -0.108017-0.00238803j -0.273033+0.00331843j 0.0104385+0.0129083j -0.0162793-0.0118527j 0.0200079+0.00908967j -0.0164554-0.0253179j 0.249237+0.0251071j -0.167922+0.00185998j 0.00673143-0.0133714j 0.0279575-0.0080699j -0.0191189+0.00690873j -0.013057-0.00338619j -0.000907334+0.0124904j -0.00383356+0.0312495j 0.00446425-0.0169022j 
-0.00616109+0.00776248j -0.00347443-0.0145317j -0.00264979+0.0195097j -0.00754006+0.00143643j -0.0101467-0.00476345j 0.00462515-0.00888174j -0.00133353+0.0125853j 0.00605857+0.0112676j 0.00108208-0.00106634j -0.000153342+0.0129712j -0.00341809-0.00688527j 0.00973983-0.0108116j -0.00119787+0.000642001j -0.000136834-0.00164642j 0.00343814-0.0020862j -0.000314642-0.00637718j -0.0130927+0.0104794j 0.000315234+0.00619857j 0.00706806-0.00491736j -0.00578175+4.69757e-05j -0.00478833+0.00147282j 0.00909604+0.0010071j -0.0106745-0.00557859j -0.00794009-0.00348054j 0.00562568-0.00269671j 0.0154259-0.0104845j 0.000147672-0.0172855j -0.0163086-0.00549913j 0.00329285-0.00988337j -0.0109538+0.0112837j -0.0119928-0.00507296j -0.0121633-0.00101008j -0.00198347-0.00974477j 0.0191617+0.0162765j -0.00121178-0.0246604j -0.024654-0.0322929j 0.00509122-0.00733664j -0.0201195-0.01872j 0.00308793-0.00995097j 0.0147693-0.00485492j -0.00099522-0.0255117j -0.0145069+0.0105261j -0.023869+0.0139682j -0.0105319+0.006772j -0.00858267-0.0115065j -0.0113834-0.0045587j -0.0103161+0.0107856j -0.0101841-0.0149354j -0.000489438+0.00223574j -0.00428614+0.0103664j -0.0402754+0.0185924j -0.000155916-0.0334455j -0.00253695-0.00885749j -0.0336249-0.0084727j -0.0164104-0.0197432j 0.0280639+0.0055127j -0.014472-0.0121523j 0.013706+0.0294479j -0.000531734+0.0348488j 0.0426346-0.0262987j 0.0105642+0.0118923j -0.00185455-0.0136256j -0.00462298+0.0127188j -0.00455666+0.00578358j 0.0204812-0.0154754j 0.0420008-0.0163037j -0.030541-0.039913j 0.022431-0.0103051j 0.00265762-0.0126676j 0.0328157-0.011909j -0.00104419+0.0236222j -0.00272814-0.00860457j 0.0232471-0.0104199j -0.011534-0.0124156j -0.0326296-0.0164569j -0.0288756-0.00417941j 0.0303727+0.0124987j -0.0458715-0.00087907j -0.0648611-0.00155139j 0.0380389-0.015638j -0.0422312-0.0198698j 0.00399761+0.00677158j -0.00785438-0.00418433j -0.00756523-0.0214494j 0.0102805+0.0157749j 0.0112008+0.055383j -0.0341975-0.0167714j 0.0229254-0.0207746j -0.0554908+0.0108182j 0.00157485+0.00637709j -0.0515939+0.0138073j 0.0403356-0.014866j 0.00510467-0.0216784j 0.00228233-0.0987024j -0.0106681+0.0371683j 
-0.00887054-0.00933102j 0.0103597-0.00469148j 8.99818e-06-0.00893517j 0.000352942-0.00243012j 0.00512607+0.00506401j 0.00623932+0.00102712j -0.00816799-0.00169612j -0.00323636+0.00241276j 0.00157259+0.00139391j 0.00912113-0.00282273j -0.0130416-0.000906977j -0.00422532-0.00564046j 0.0057407-0.00665645j 0.00440119-0.000738345j 0.0114931-0.00163184j -0.0130322-0.0123674j -0.00847686+0.003103j 0.00584208+0.00438517j -0.00963198-0.00657458j 0.000179734+0.00352638j 0.00166633+0.00279163j 0.0114515-0.0026666j 0.0105882+0.00406547j -0.0149641+0.00187953j -0.00214131-0.00494395j -0.0118648-0.00155856j 0.00733594-0.00102905j -0.0028195-0.0046893j -0.00960799-0.000723528j -0.00161517+0.00570188j -0.00129194-0.00404364j -0.00463802+0.00277706j 0.0112122-0.0166166j 0.0266291+0.00692814j -0.00849503-0.0159773j -0.00944999-0.017443j -0.00389003-0.0124329j -0.0111589+0.00713642j 0.00662716+0.00099422j 0.0206506+0.00304179j 0.014736-0.0187259j -0.00734411+0.0133147j -0.00512093+0.016357j -0.00983875+0.00026262j -0.000218907-0.0181371j -0.00828729-0.00674545j -0.0122795+0.00100256j 0.00347175-0.0106531j 0.00405003-0.0030588j 0.00406865+0.00608458j -0.0230402+0.0229829j 0.00166505-0.0176862j 0.00651702-0.00954654j -0.0167584+0.0113247j -0.0112216-0.0227156j 0.0148441-0.0257161j -0.00941967-0.00871707j 0.0055924+0.00824477j -0.00975887+0.00316155j 0.0424965-0.011394j 0.0216286+0.00038207j -0.00177674-0.0271686j -0.0347841+0.00820559j -0.00626395-0.00414219j 0.0194221-0.0119834j 0.0218863-0.00120045j -0.0105678-0.016809j 0.000631915-0.0116089j 0.0134939-0.0199853j 0.00801346-0.00518065j -0.0086611+0.0329387j 0.00298517+0.00272709j 0.00229755+0.00547812j -0.00390006-0.000152623j -0.00659266-0.00854668j -0.0383737+0.00189208j 0.0228535+0.0111617j -0.0149689+0.00618191j -0.0620026-0.00486784j 0.0443511-0.00843781j -0.0080082-0.0147442j 0.0384896+0.00126599j -0.000577398-0.00218223j -0.00133059+0.000204717j 0.000779272+0.0215499j 0.0107319+0.0239333j -0.0504559-0.0096937j 0.0305463-0.0087567j -0.0504225+0.0182371j 0.000665892+0.0157964j -0.0236397-0.00161253j 0.0207655-0.00238706j 0.0124859-0.0271424j 0.00227775-0.0550302j -0.00419088+0.0382536j 
-0.00176248+0.0208095j -0.00155633-7.72955e-05j 0.00219103-0.0202899j -0.00342426-0.00908625j -0.00708017-0.00576579j 0.00713097-0.0110721j 0.00225534+0.012342j -0.000325257-0.00160771j 0.00523638-0.0106325j 0.000284409+0.00687973j 0.00512501+0.00670466j -0.0143226+0.00701375j -0.00823801+0.00413882j -0.00647604+0.00647386j -0.0132132+0.0129964j 0.00765546-0.00989899j 0.0132228+0.000247699j 0.0156292+0.000701173j -0.00318803+0.00279791j 0.00645939+0.00384256j 0.0100403-0.00195175j -0.0185951-0.0057562j -0.00502783-0.00161123j 0.004827+0.00534165j -0.00324972-0.00352369j 0.0110558+0.0129203j -0.0145565+0.00839996j 0.00109112+0.00959227j 0.00343493+0.0145276j 0.0141353-0.0109401j 0.000471971+0.00306543j 0.0294887+0.00646038j 0.0129838+0.0220412j -0.0273488-0.0267011j 0.00226732+0.0498821j 0.0264647+0.030803j -0.0101809+0.00373705j 0.004377+0.02571j 0.0180016+0.0414164j -0.0169608-0.0356974j 0.0135834+0.0192214j 0.0129153+0.0111235j 0.0167017-0.0239906j -0.0134712+0.0205599j 0.0228669+0.00415647j 0.0253958+0.00919299j 0.0213815+0.00993798j 0.016381+0.00596372j 0.0116336+0.024288j -0.0039865-0.0398538j 0.0227266+0.0012572j -0.00836641+0.0566471j -0.0180459+0.0545883j 0.0683377-0.0314139j -0.0084397-0.00763062j -0.0411521+0.0333471j -0.0205565+0.0297897j 0.000484632-0.0456624j 0.0417181-0.0491617j -0.0410625+0.00804823j 0.000247748-0.00971153j -0.00696274-0.0129326j 0.0430361-0.000367753j 0.0631389+0.0161341j -0.00965585+0.00682666j -0.0511239-0.00149268j 0.113156+0.0304907j -0.0929972+0.0168444j 0.0267929+0.00279154j -0.0242233+0.0266521j -0.00546486-0.00618609j -0.0227617+0.0284966j -0.0413501+0.0423379j 0.00944284+0.0143266j -0.0144716+0.0428724j 0.0310167-0.0153079j -0.042495-0.0208007j 0.0403132-0.00781344j 0.0249316+0.000735006j -0.121817+0.00601011j 0.120729+0.0165451j 0.0478091-0.00469447j 0.00483135-0.0097038j -0.00101818+0.00167452j 0.00812839-0.0314618j -0.00752146-0.0190946j 0.00767831+0.00941434j 0.0721969+0.0219161j 0.140258+0.0106091j -0.0638092-0.00040873j 0.0586821-0.0096017j -0.00653314+0.00412919j -0.00565202+0.0178508j -0.00272385+0.0530765j 0.00407677-0.0199711j 
-0.0050832-0.00417257j -0.00220991+0.00197182j 0.00675193-0.0139732j -0.00111322+0.00210149j 0.00331572+0.00213808j 0.0041555+0.00833581j -0.00472131-0.0140199j -0.00712264-0.000886986j 0.00242631-0.00456681j 0.00442266-4.3479e-05j -0.00522514+0.0138677j -0.00703678-0.00235346j -0.0113439-0.00850755j -0.0170392+0.0098764j 0.00258435+0.00781161j 0.0103478+0.0021483j -0.0213363+0.0052736j 0.0116696+0.0028758j -0.00143286+0.0103599j -0.0107201+0.00269684j 0.00801372-0.0014972j -0.0207497-0.0031635j -0.000948343-0.00448194j -0.0320456-0.0110813j 0.0172921-0.00921683j 0.00809211+0.00421727j 0.00554146-0.0105908j -0.00654979+0.00186582j -0.0106855+0.0157818j 0.0135176-0.00295266j -0.0148479-0.00888384j 0.0348924+0.00777416j 0.0277159+0.0274228j 0.00402548-0.00539817j 0.00357589+0.0204403j 0.000105384-0.0328666j -0.00113397+0.0105151j -0.0322374+0.0178384j 0.00320127+0.000907229j -0.0104111-0.0529012j 0.0013172-0.00255956j 0.00721882+0.0425773j -0.0124791-0.00060156j -0.0354716+0.0261127j 0.02409-0.0159351j 0.0111892+0.00355008j -0.00749198+0.00987573j 0.011044-0.0103531j 0.00791597+0.045309j 0.00201763-0.0396196j -0.0570829+0.0478684j -0.00257521+0.0222259j -0.0197529+0.0514701j 0.0285998-0.0508148j -0.0424082-0.0231052j -0.0176732+0.0485596j -0.0419197-0.00945372j 0.0168919-0.0299538j 0.0365742+0.0332343j -0.0106843-0.0356948j -0.0182855+0.00700469j -0.00383991-0.0401533j 0.0756077+0.0175987j 0.0532932-0.00131399j 0.0303433-0.0191092j -0.0162914-0.0284545j 0.0731178-0.0409626j -0.0461488-0.0138303j 0.0261923-0.00418278j 0.0220972+0.0295964j -0.00896668+0.0313788j -0.0476147+0.0339862j 0.0029867+0.0286883j -0.0144633+0.0308554j -0.0591775+0.0195577j -0.0420654-0.0384873j -0.00305586+0.00356413j -0.0115013-0.00571063j -0.118928-0.00199825j -0.109818-0.0183146j 0.0693649-0.0288335j 0.0106677+0.0129302j -0.00301898+0.00134753j -0.0284191-0.0226551j 0.0393495+0.021474j 0.00686966+0.0641358j 0.0285935-0.0177068j 0.106131-0.00912209j 0.0660866+0.0447793j -0.0782925+0.0460983j -0.0223673+0.00058047j 0.0731404-0.011549j 0.0221316-0.0354241j 0.00209548-0.126019j -0.0181846+0.0815724j 
-0.00193821+0.0142726j -0.00621328+0.00963587j -0.00632419+0.0356776j 0.00415085+0.00931578j 0.000601256-0.0132936j -0.00760704-0.00823105j 0.00641504-0.005218j 0.000892255+0.0137338j -0.0017408+0.00326317j -0.00362769-0.0012691j -0.00729526+0.011672j -0.00960396+0.0110017j -0.0119416+0.000848583j -0.00116654+0.00312259j 0.000978659+0.0156145j 0.006932+0.000727011j 0.00728184+0.000921606j 0.0111584+0.00267161j -0.00436657-4.75464e-05j -0.00221769+0.00380871j -0.00568957-0.0047823j -0.00869354+0.00177775j -0.00282378-0.00177576j -0.00901491+0.00203989j 0.00392588+0.00469292j -0.00283042+0.0107092j -0.00379582+0.00438359j 0.00255214+0.00593975j 0.00279384+0.0121356j 0.0103825-0.00902597j -0.000882331-0.00590764j 0.0217881-0.000232378j 0.0082859+0.021757j -0.0139618-0.0107304j 0.00644116+0.0310258j 0.0148925+0.00620483j -0.00627088+0.0233691j 0.00807055+0.0109037j 0.00112536+0.00360586j -0.017422-0.0218706j 0.0020734+0.0182028j 0.0142768+0.00578554j 0.00346157-0.00773182j -0.0205837+0.00850668j 0.0140404+0.0123268j 0.00537375+0.00858132j -0.00295669+0.00305712j 0.0147311+0.00767962j 0.01189+0.0104273j 0.00175816-0.027398j 0.00100134+0.00184713j 0.000998196+0.0371396j 0.000263668+0.0211257j 0.0423689-0.0214004j -0.012056+0.00715326j -0.0253982+0.0150137j -0.0067416-0.00512469j -0.0034373-0.0341063j 0.0175897+0.00457227j -0.0441628+0.00175479j -0.0255668-0.00549319j -0.00136969-0.0104055j 0.0541046-0.00179497j 0.0348439-0.00495243j -0.0062133+0.00430206j -0.0354784+0.00462253j 0.0455892+0.0042121j -0.0284807+0.000258659j 0.00679595+0.0167376j -0.0118406+0.0198114j -0.00348271-0.00708806j -0.029593+0.0300397j -0.0227902+0.0200942j -0.00373291+0.0183291j -0.0112282+0.00954111j 0.00558478-0.0124395j -0.0102166-0.0160841j 0.0229819-0.00379359j -0.00804652+0.00134232j -0.0905311-0.00265137j 0.0565344+0.00544834j -0.0214021+0.00344154j 0.00596262-0.000862229j -0.0143419-0.00166694j 0.0182567-7.94973e-06j -0.00310091-0.00515776j 0.0491311+0.00568161j 0.0261511+0.0133663j 0.0664685+0.0209572j -0.0397212+0.00217025j 0.0206947-0.00512218j 0.00611021-0.000221439j 0.00713363-0.00333821j 0.000143419+0.0093705j 0.00551738+0.0127224j 
