0.010591+0.0444528j -0.0151746+0.12238j -0.0353646-0.0774645j -0.0144639-0.114633j 0.00742098+0.0306676j -0.0857374+0.136484j 0.0218088+0.0155968j -0.0373624+0.00771461j -0.00805772-0.0890849j 0.0053289+0.0181752j 0.0172622-0.0567621j -0.0215619-0.113099j 0.0845262+0.053246j 0.158789+0.0509892j -0.00998561-0.0756112j 0.0510211+0.119894j 0.0923069-0.0280337j -0.057917+0.0399445j -0.061083-0.0856837j 0.0126993-0.000902093j 0.0345831-2.42402e-07j -0.0998607+0.00102354j 0.100297+0.065268j 0.0859476-0.0246526j 0.0156807-0.0829638j 0.00777104+0.124231j -0.0505478+0.0697429j -0.0282674-0.0936744j -0.108011+0.0309444j 0.0448093-0.00095398j 0.0717956-0.0212113j 0.0905306-0.0590734j -0.0358157-0.0184597j 0.0693766+0.0891425j -0.0209361+0.0362109j 0.128062+0.0650232j 0.0214891+0.0168682j 0.0363036+0.0749229j 0.00733539-0.0245162j 0.000797806-0.0165984j -0.0199578+0.0729913j 0.0577292+0.07611j -0.0861117+0.143852j 0.0118721+0.0531682j -0.0750578-0.045966j 0.00180596-0.00775039j -0.0818507-0.0357276j 0.00652047-0.0806623j -0.0671819+0.027956j 0.0967561+0.0168062j -0.00577145-0.0942444j -0.0716787-0.198581j -0.0887607+0.114006j -0.0259026-0.0936241j 0.0296901+0.0580766j 0.000575883+0.111491j -0.168+0.0147255j -0.00108239+0.00342338j -0.00492529-0.0123792j 0.0660273+0.0545146j -0.176674+0.00500258j 0.0444951+0.0345547j 0.0309829-0.0210418j 0.00178848-0.0112718j 0.072058+0.0208413j -0.00877944+0.0409421j -0.00977995-0.0332519j -0.0191276-0.0054915j 0.0434422+0.000179936j 0.00739706-0.0247007j -0.0116664+0.00149628j 0.0582816-0.0249603j 0.0219125-0.0639211j -0.040952-0.00870432j -0.0129151+0.0288685j -0.123527+0.0063556j -0.0224678+0.0220635j -0.0121917+0.0456167j -0.0590631+0.00468544j -0.061314+0.080825j -0.115746-0.0208161j 0.0556466-0.0720951j -0.00154024+0.0100582j 0.0785372-0.0796506j -0.0654751-0.0164357j 0.000166091-0.0385157j 0.00181859+0.0113403j 0.0262759-0.0251695j -0.0575295-0.00635543j 0.066106-0.0317421j -0.083066+0.116596j 0.086114-0.0572117j 
-0.00116218-0.00476383j -0.000534286-0.00612403j -0.00779891-0.0141406j -0.0153556-0.0112731j -0.00533954+0.00201367j -0.00896208+0.00458927j 0.00561125-0.0167336j -0.0107236+0.0184917j -0.0013163-0.00451335j 0.00483144+0.00670504j -0.018183+0.00433124j -0.00582092+0.003096j -0.00250493+0.000856562j 0.0145302+0.0266181j -0.0188184-0.0019167j 0.00181529-0.00738593j -0.00444712+0.0180267j -0.00101189-0.0192058j -0.00509152-0.00137637j 0.0194308+0.00602306j -0.0100997+0.00392751j 0.00626533-0.00310975j 0.00194615-0.00369232j -0.0095644-0.00770395j -0.00352326-0.00814046j 0.00228073+0.00444723j -0.0161611-0.0131588j 0.0140091-0.00348276j -0.00681177+0.000825295j -0.0206034-0.00371568j 0.00360218-0.0245709j -0.027085+0.00774223j 0.00400905+0.00466226j 0.00569907+0.00210135j -0.0114652+0.00152111j 0.00648453+0.0108347j 0.00196332+0.00355841j -0.00555781-0.0106126j 0.0114744+0.00663476j 0.0188955+0.00910942j -0.000480249+0.000824104j -0.00918317+0.000603642j -0.0150858+0.00946669j -0.0147308-0.00626763j -0.00698894+0.00311484j -0.0104363+0.00485437j 0.0112717-0.000807951j -0.00853583+0.0223495j 0.0073251-0.0165414j 0.00953247+0.0010982j 0.00535523+0.00730819j -0.00217461+0.00692193j -0.00573907-0.011244j -0.00761037+0.00633968j -0.0198354+3.59039e-05j -0.0151955+0.0183649j -0.00484803-1.8588e-05j -0.00236934+0.0142851j -0.00850257+0.00620267j 0.0156626+0.0114305j -0.0128248-0.0127696j 0.0182513-0.0249463j -0.00371756-0.0066728j 0.0028016+0.00855677j 0.00968393-9.14996e-05j 0.0254984-0.031411j 0.0131637-0.00230047j 0.00400006-0.00360372j 0.00499116+0.0188788j 0.00212859-0.00746942j -0.00466131-0.00454807j -0.011949-0.00307743j 0.00537132+0.0253866j -0.00859593-0.00510725j -0.0147796+0.0036726j -0.00314908-0.00778626j -0.0017078+0.0160556j 0.00935289+0.0210594j -0.00362821-0.0133991j -0.0194626-0.0299344j 0.00689445-0.00637761j -0.016758-0.0100853j -0.0136162+0.00666844j -0.00474179+0.0100855j -0.0199153+0.00903289j -0.0219668+0.00663301j 0.0108216+0.00285882j -0.00242066+0.00967357j 0.0183558-0.00966009j -0.0207161+0.00222034j -0.0100472-0.000111328j 0.00103017+0.00763352j 
0.00374804+0.079873j -0.00661527+0.00714041j 0.00389088-0.0185439j 0.0132799-0.00353996j -0.0140887-0.0226278j -0.0294725+0.0437712j -0.0113179-0.0186462j -0.0118689-0.025226j 0.0123041+0.017061j 0.0137857-0.00636951j -0.0121348+0.00537632j -0.0238119+0.0151614j -0.0248751+0.00519135j 0.0234498+0.00308551j -0.00462648+0.023123j 0.013155-0.00151548j 0.0516778-0.00904791j -0.00360349-0.0347684j 0.052757+0.0133498j 0.0130961-0.0108654j -0.00203654-0.0129906j -0.000651566+0.00740468j -0.0296556+0.0296862j -0.0251035+2.29067e-05j -0.0382088+0.0257723j -0.0741138-0.00954118j -0.0136311-0.0435115j 0.0220424+0.0220052j -0.0258184-0.00864409j 0.0107135-0.0406917j -0.0385891-0.0283567j 0.103841-0.0800928j -0.099118+0.0137312j 0.004844-0.0221953j 0.0025349+0.0206368j 0.00155907-0.0276118j -0.0322484+0.0161187j -0.0725178+0.0665065j -0.0303414+0.00885125j 0.0282204-0.0012595j 0.0471233-0.0556402j -0.00126209-0.0212376j 0.00225613-0.0686433j 0.0360006-0.015358j -0.0392679+0.0627264j -0.000143072-0.00723954j -0.0617598+0.100761j -0.0279996+0.0427766j 0.0777668-0.0450509j -0.0388364+0.0113633j 0.0494764+0.0124428j -0.0551295+0.0334486j -0.00397081-0.00403251j 0.072316-0.113494j -0.0578992+0.0691192j 0.0663687+0.0368084j 0.0412831-0.0491015j -0.0335141-0.0058616j -0.0570812-0.042629j 0.0079988+0.0546585j -0.0398471-0.0199112j 0.000251681+0.100116j 0.00659111-0.158262j 0.0265402+0.00379992j -0.0653952+0.0300293j -0.0310046-0.0269831j 0.0204638+0.045086j 0.0407891-0.0134813j 0.0223432+0.0491282j -0.0323586+0.0286609j -0.0617153+0.0135863j -0.025075+0.0536939j 0.0765808-0.073205j 0.076938-0.0388196j -0.0592519+0.065354j -0.00556784-0.0987438j -0.0801983+0.0513374j 0.0195815+0.0613917j -0.000996886+0.145532j 0.00373684-0.0698469j 0.00859274+0.0832034j -0.022346+0.0299779j 0.0358255-0.0233238j 0.0176732-0.0062379j -0.0190516+0.0480248j -0.0422734-0.0641622j -0.0242075+0.0998669j -0.00307846+0.0514886j 0.0366769-0.0406769j -0.00943107-0.0376945j 0.020172-0.0179206j -0.0237823-0.000778041j 
-0.0298312+0.0316358j -0.0152995+0.0484785j 0.0249242-0.00117178j 0.00468905+0.0165419j 0.00241621-0.00699155j 0.00503434-0.0197178j -0.0317168+0.0266062j 0.0542301-0.0233667j -0.0250783-0.0405771j -0.0739588-0.0105704j 0.00877901+0.0060624j 0.0146328-0.00335353j 0.0050256-0.0274247j -0.0370838-0.0253523j 0.0406408-0.0217461j -0.00473927+0.022798j -0.0372256-0.0192689j 0.0345816+0.0449884j -0.0198215-0.0337965j -0.0211741+0.020296j 0.0264515-0.0123649j -0.0361871+0.0226036j -0.0497476+0.038591j -0.0177247-0.000133859j 0.00891084-0.014079j 0.0106952+0.0353525j 0.0254636-0.0233271j -0.0118073-0.0335782j 0.0118899+0.0495606j 0.00421142+0.0678451j -0.0194953+0.0834685j 0.0585637-0.0757338j 0.019675+0.0333901j -0.0373549-0.00595707j 0.0139841+0.0221769j -0.013644-0.025716j 0.0168733+0.0300919j 0.0568721+0.0639699j -0.0548109-0.00914802j 0.00982154-0.000430822j 0.0220443-0.0138539j 0.0189011-0.042014j 0.0610763-0.0447609j 0.00429606+0.00611589j -0.0338709-0.00256446j -0.0146475-0.0621347j -0.067111+0.0176376j -0.00134499-0.0788953j 0.0368638+0.0535695j -0.0230697+0.00485243j -0.00237017-0.0232477j -0.0246555+0.0216429j 0.033937+0.0363753j 0.0294104-0.0417762j 0.0098463+0.0386793j 0.090692-0.0881818j 0.0346777-0.0303556j -0.0200603-0.0222995j 0.0807746-0.0470912j -0.0224714-0.0674838j 0.0291397+0.0369048j -0.000733508+0.105141j -0.0731377-0.00314228j -0.00330168-0.0737301j 0.0514545+0.0309423j -0.0829744+0.1163j 0.0274028+0.00292849j 0.0226801+0.0015923j 0.00194954-0.0646056j -0.00288219-0.00689922j -0.0539119-0.021654j -0.0025081+0.0554263j 0.0361701-0.141042j 0.062342+0.0243087j 0.0133338+0.0297427j -0.0265634-0.0279272j -0.0243559-0.0618168j -0.0387006-0.0951829j -0.00353694+0.0967518j 0.0183196+0.0521429j 0.0354116-0.0109304j 0.0188339+0.00734585j 0.0963337+0.0145294j -0.031518-0.00418864j 0.0592378+0.0548697j 0.0777294-0.04754j 0.0224637+0.0483621j 0.00708309+0.0241963j -0.0703679+0.00400358j 0.0541661+0.036645j -0.0266006+0.0690741j 0.0127431+0.0144608j 
-0.000343362+0.0244448j -0.005591+0.000274067j -0.00117653-0.0316686j 0.000929374-0.0164338j -0.0118895-0.0172604j -0.0077921+0.0216185j 0.00962132-0.0209544j -0.0175691+0.00332988j 0.0114613+0.0195686j 0.00816957-0.00544501j 0.0138414+0.0035052j -0.0193927+0.0228559j -0.0025999+0.00181657j 0.0105631+0.00330016j -0.0123737-0.00344987j 0.0091713+0.00740874j 0.0105391+0.0093734j -0.00493299-0.0312214j 0.0311166+0.0120145j 0.00611486-0.0078299j 0.00729329-0.00102301j 0.0140811+0.00346435j -0.0121075+0.0114497j 0.00702683+0.00735609j -0.011329+0.0267972j -0.0105292+0.0100516j -0.0314724-0.0544566j 0.0267821+0.0138472j -0.0210012-0.00461326j -0.00593328-0.0160869j -0.0436732-0.0399975j 0.0490639-0.0617856j -0.0218157+0.0798451j 0.0214543-0.0217101j -0.00784153+0.00329366j 0.0136662-0.0139027j 0.0138661+0.030576j -0.035655+0.031139j -0.0213833+0.0193312j 0.0238411-0.0200038j 0.0445665-0.0334476j -0.0128515-0.0130371j -0.00587247-0.0462838j 0.00146722-0.0313513j -0.0139685+0.0580972j -0.0149871-0.0236723j -0.055439+0.0857233j -0.0023209+0.0445134j 0.059822-0.0582594j -0.0186041+0.0411209j 0.0151993-0.0112998j -0.0331439+0.0497438j -0.0118473-0.0159191j 0.0441048-0.0756696j -0.0389184+0.0463747j 0.0355013+0.00227641j 0.0515844-0.0222919j -0.0235792+0.021734j -0.0341197-0.0270452j 0.0148208+0.0253176j -0.0637863-0.0227936j 0.00237146+0.0231227j -0.0211759-0.0994623j 0.0427438+0.00666825j -0.0206976+0.00865587j 0.00616929-0.0316316j 0.0115464+0.0166634j 0.0897032+0.0072814j 0.00907192+0.0357347j -0.036696+0.014165j -0.0228178+0.0116628j -0.0157366+0.0279174j 0.0646839-0.0178267j 0.0583127-0.0370389j -0.0539777+0.0258812j -0.0186342-0.0407306j -0.0792102+0.044482j 0.0144311+0.0445095j 0.00378728+0.0627853j 0.000349141-0.0533988j 0.0203479+0.0385437j -0.0361454+0.0114051j 0.00752599-0.00921844j -0.00431755+0.0118588j -0.0178461+0.021017j -0.0378481-0.0250881j -0.0014788+0.048934j -0.00537905+0.0356279j 0.0368929-0.0227309j -0.0174756-0.0201788j 0.00520075-0.0150094j -0.00995034+0.000851523j 
-0.0123157+0.0160295j -0.0120847+0.00809899j 0.00185502+0.0118764j -0.00207137+0.00947223j -0.0215388-0.0180474j -0.0261399-0.00899929j -0.0244057+0.0310791j 0.0160938-0.0249257j 0.0310658-0.0140971j -0.00769569-0.00197348j -0.00121849-0.0133785j -0.00192893+0.00299653j 0.0041287-0.0231959j -0.0065889-0.0220748j 0.0351742-0.00340641j -0.0207245+0.0226833j -0.00190795+0.00877842j 0.0102338+0.0135102j -0.00118962+0.0164737j -0.013504+0.0174503j 0.0111397+0.011409j -0.0271531+0.0281412j -0.0321651+0.0096791j -0.0111776+0.00401833j -0.0428729+0.0566564j -0.0286676-0.0364919j 0.0379157+0.0303007j -0.00202517-0.0396991j 0.0254909-0.00673644j -0.00254489-0.0177248j 0.0159422+0.0478371j 0.0652008-0.0608913j -0.037082-0.0487869j -0.0128269-0.0108789j 0.0142747+0.0117245j -0.0198021-0.040173j 0.00118659+0.00831041j 0.00500836+0.0462725j -0.0391751-0.0250527j 0.0119465-0.0016666j 0.00675222-0.0198201j 0.0239808-0.0075372j 0.0164134-0.0142578j 0.00992577+0.0423865j -0.0255456+0.00225367j 0.022422-0.0140115j -0.0330736+0.0141028j 0.0184638-0.0158034j -0.000899335+0.0211627j -0.0595593-0.0507788j 0.0328674+0.0391991j -0.00573536+0.025516j -0.00685601+0.0190901j 0.0127373-0.0260575j -0.0300243+3.80107e-05j 0.0463993+0.0321206j 0.00246741+0.00480681j 0.0127803-0.0220583j 0.0190021-0.0150172j -0.00882417-0.0199724j 0.0142279+0.0567551j -0.090717+0.10919j 0.0409396-0.044612j -0.0373959-0.0157532j -0.0465408+0.0215332j -0.0278678+0.0390909j -0.0186318+0.0307701j -0.0192141-0.0039911j -0.0234584-0.0796051j -0.00323761+0.0166743j 0.0241989+0.0551389j 0.0403023+0.0379362j -0.0242597-0.0423556j 0.0244234-0.0178026j 0.0563833+0.0432869j 0.0234341-0.0700424j -0.0289512-0.0303533j 0.0334726-0.014735j 0.0405995+0.0920833j -0.00706725+0.0546352j 0.0409107+0.0380613j 0.0227298+0.0212451j -0.0152589-0.0163291j -0.0311456+0.00339238j 0.0426097+0.00808183j 0.0328187+0.0159267j -0.0301702-0.00153776j 0.00125783+0.0261328j -0.0145728+0.0297878j 0.00530151+0.0302194j -0.0165443+0.00055375j 0.0122242+0.0276875j 
0.00702236+0.0118488j 0.00817695-0.00240278j -0.000377676+0.00628045j -0.0107464+0.014302j -0.00361482+0.0142945j -0.0036184+0.00565328j -0.00945658-0.0173893j -0.00577341+0.0249778j -0.00579185-0.00640724j 0.010058+0.00245461j 0.00713225-0.0120712j -0.00324975-0.0120487j 0.00369435+0.0157986j -0.00805256+0.0124201j 0.00296251-0.0230565j 0.0119937+0.00988641j 0.020632+0.0095002j -0.0267422-0.000700873j -0.00510775-3.33068e-05j 0.00253348-0.00391108j -0.0191572-0.0114372j 0.00696536+0.00691902j -0.00616273+0.0161612j -0.0204367-0.0338496j -0.0181717-0.053643j -0.031877-0.0338761j 0.0224128+0.0452344j -0.0161246-0.0347065j 0.00832731-0.0143434j -0.0405619-0.00623896j 0.0242092-0.0328172j -0.0491751+0.0717524j -0.0358931-0.107334j 0.0346787-0.000620199j -0.0201976-0.0175647j -0.0164647+0.00459569j -0.0145829-0.0345431j 0.0119933-0.00923606j 0.0271971-0.0385902j -0.00294956+0.0146452j -0.0179798+0.0275377j 0.022672+0.0321402j -0.00257017+0.0336265j -0.02481+0.0328959j -0.0202094-0.0501793j 0.0215076+0.0284407j 0.0361059-0.0402691j 0.017067+0.0126022j -0.0224283+0.0239844j -0.0152993-0.048398j 0.0203111+0.0475277j 0.0238942-0.0383967j 0.0128498+0.000741184j -0.026835+0.038755j 0.0174292-0.0267653j -0.0276722+0.0657077j -0.0527437+0.0228048j -0.00756246-0.0130111j -0.0169463-0.0277916j 0.0442747+0.0288545j 0.0332921+0.00388894j 0.03546+0.013227j 0.0346246+0.00381169j -0.0420078-0.00164883j 0.0204948+0.004454j 0.0342423-0.024316j 0.029074+0.0142186j -0.117394-0.0377623j 0.0158289+0.0249221j 0.0489789-0.0118743j 0.0145034-0.0131103j -0.0189518+0.0112974j -0.0299477+0.00613197j -0.0474477+0.0235021j -0.00786997-0.00104423j 0.0332443-0.0211764j 0.0638556+0.00695722j 0.0175281+0.0287353j -0.0133052+0.029896j -0.0261515-0.0444387j -0.0324394-0.00322654j 0.00709887-0.022865j -0.0395526+0.0184031j -0.0198062-0.0122884j -0.0279314+0.0172758j -0.0174364-0.0189711j 0.0170398+0.032337j -0.00189137+0.0138536j 0.00388878-0.00571429j -0.00671682-0.00899724j -0.0205997+0.027609j 0.0191138-0.00423459j 
0.00399261+0.0305576j -0.0156813+0.00609983j 0.0199563-0.028386j 0.0248509-0.0163067j -0.0121969-0.00496405j -0.042498+0.0329939j -0.0423141+0.0175864j -0.0159926-0.0101416j 0.0239895-0.0234197j -0.00431486-0.00400008j 0.0149436-0.00326121j -0.0119596-0.0217354j -0.020325+0.00479072j -0.00489479-0.00760282j 0.00309295-0.00353492j -0.00991953+0.0079914j 0.0171273-0.0103317j -0.00603238-0.0218701j 0.0129832+0.0122508j 0.00694399-0.0223891j -0.0101254+0.00871271j -0.0124241+0.025974j -0.0116729+0.0385656j -0.0347964-0.0407345j -0.0844958-0.0182875j -0.104478-0.0512971j 0.0314997+0.0858501j -0.00910825-0.023434j -0.0116858-0.0370385j -0.0148404-0.0169453j 0.0545786+0.000392662j 0.0281971+0.0307413j -0.110868-0.169633j 0.0420043-0.00786417j -0.0116478+0.0262959j -0.0215681-0.0267135j -0.0329807-0.0461959j -0.00488651+0.0103161j 0.00547553-0.0592204j 0.0227465+0.0143069j 0.0176306+0.00610125j 0.0154507+0.0345899j 0.0125037+0.0102985j 0.0172524+0.0334172j -0.0398238-0.0371647j 0.0541229+0.0372472j 0.0150586-0.0193376j 0.00743087+0.0293494j -0.00152823+0.0528931j -0.0756828-0.100779j 0.0498921+0.080424j 0.00467913-0.0212342j 0.0102679+0.0342403j 0.00476886+0.00368355j -0.00129252+0.00818936j -0.0101727+0.100883j -0.0342906+0.0432022j -0.0348091-0.0297283j -0.0352255-0.0392271j 0.0453354+0.0732113j 0.0554465+0.0179297j 0.0211865+0.0890921j 0.0585181-0.0432145j -0.0742662+0.0112232j -0.00163767+0.0122034j -0.0234126-0.00823659j 0.0676833+0.03806j -0.153374-0.0480495j 0.0437947+0.00496592j 0.0747421-0.00308041j -0.0344065+0.0247367j -0.0282539+0.0618406j -0.0292149-0.0726509j -0.0291145+0.0165505j 0.0137502+0.0674752j 0.0740859-0.121946j 0.0437916+0.0345436j 0.0474624+0.041415j 0.0273199+0.124918j -0.00345586-0.0808785j -0.0393701+0.0344421j -0.00143177-0.0317006j -0.0255579+0.0159551j 0.00412511+0.0286664j -0.0197089+0.0804979j -0.00201784-0.047249j -0.00889214+0.0885704j 0.00694991+0.0286236j 0.0378761-0.0126976j -0.010095-0.00483056j 0.00938179+0.0211756j 0.0210969-0.00835675j 
-0.00361693-0.0135002j -0.0104866-0.022459j 0.00955539+0.00871274j 0.00782177+0.00412889j 0.0103417+0.00939427j 0.00250501+0.00630486j 0.0250168+0.00197205j -0.0117996+0.0214731j 0.000738033+0.00518809j 0.0215865-0.00654788j -0.00423936+0.0110104j -0.0136181+0.0100717j 0.00797624-0.00371861j 0.0186414-0.00109112j -0.00937331-0.0158814j 0.0213057+0.0130817j 0.000371835-0.00465213j -0.0179249-0.00862943j -0.0151888+0.0137424j -0.0101193-0.0174698j -0.00473285+0.0244567j 0.0262531+0.00729207j 0.0161203-0.0209728j 0.0123554+0.00831004j 0.0241412+0.0229197j 0.0425391+0.0278336j -0.0314413-0.0179656j 0.0266024+0.0229113j -0.0180099+0.00754797j 0.0118752+0.0111362j -0.0067171-0.00290824j -0.00734162-0.00225896j 0.039836+0.0770282j -0.00826334+0.00561784j 0.00362007-0.000586031j 0.022168+0.0120634j 0.00885885+0.0162308j -0.0174135-0.026223j 0.0125855+0.0379469j 0.00721364-0.0341723j 0.00408372+0.00761786j -0.0341715-0.00512991j -0.0212097+0.00139647j -0.0093873-0.0233944j 0.0237136+0.0243621j -0.026355-0.00785276j 0.0102507+0.0121231j -0.00219985+0.00970835j 0.00929954-0.0186298j 0.0317789+0.0473807j -0.0124078-0.0357794j 0.00390598+0.0226534j -0.0277523+0.00549634j -0.0039304+0.014021j -0.00916079-0.00197136j -0.0238958-0.0342385j 0.0227182+0.0135736j 0.00741342+0.0404732j 0.0106691+0.0354614j -0.0177001+0.00899437j -0.0365793-0.0237626j 0.00450327-0.0632879j -0.0304622+0.0344418j 0.0301207+0.0418356j 0.0083052-0.0135273j 0.0118857-0.0107929j -0.027976-0.0314937j 0.071682+0.0324069j -0.00244204-0.0164445j -0.0217487+0.00120287j 0.0069732+0.0203936j 0.0246338-0.0198655j 0.000456414+0.0255598j 0.00052962-0.00438091j -1.01484e-05-0.0119531j -0.0228078+0.0318799j -0.0117061+0.030614j 0.00146349+0.0187892j 0.0237396-0.0798273j 0.0140802+0.00132352j 0.0140661-0.0270015j -0.0253086-0.021817j -0.00226593+0.0148157j 0.021851+0.0502152j -0.00517315-0.0188784j -0.0114581+0.0366723j -0.00160401-0.0429909j 0.0011703-0.0275407j 0.0332365+0.00766636j -0.0110214+0.0222518j 0.00637492-0.00674885j -0.00136677-0.00451144j 
0.0312491-0.000191071j 0.018457+0.0316614j -0.0168074-0.00988318j 0.00594477-0.00859371j 0.0116586-0.00715074j 0.0227442-0.0239997j -0.00767562-0.00603936j -0.00269096-0.0162187j 0.00741739+0.0370105j -0.0300643+0.0216683j -0.00702755+0.00350904j -0.00764712+0.0265941j -0.0186121+0.0230247j -0.0196198-0.017683j 0.011501+0.0284551j 0.0140306-0.0276724j -0.0128651-0.0109248j 0.0172599+0.0113826j 0.00641854-0.0263248j 0.000127374+0.00589479j 0.030511-0.0135068j -0.035191-0.0379012j 0.0181795+0.00806432j -0.048845-0.0103168j -0.0238218-0.0373343j -0.0300323-0.0673386j 0.117426-0.0080866j -0.0362719-0.0241553j 0.00727043-0.00926626j 0.00579327-0.0219203j 0.000394822-0.0192949j 0.0839826+0.0163444j -0.094969-0.0941009j -0.00977995-0.0061628j 0.0111013-0.00539192j -0.0123856-0.0221284j -0.0427568-0.0289145j 0.011152+0.0553239j -0.014705-0.0196771j -0.00368213+0.0436167j -0.0549396-0.00971583j 0.06151+0.0155916j 0.019475-0.0191788j 0.0234649+0.0331872j -0.0446186-0.0461671j 0.0237517+0.0201512j -0.0210553-0.0184429j -0.000476263-0.015597j -0.0438189+0.000860382j -0.026375-0.0126602j 0.0354357+0.0247671j -0.00071252-0.0209624j -0.00384642-0.0175011j 0.0471698+0.00268502j -0.00917122+0.00255196j 0.0653238+0.0145045j -0.0135206-0.0732677j 0.032674-0.0581027j -0.0289331-0.045851j -0.058107-0.0359857j 0.0662495+0.0379858j -0.0628814+0.0780488j 0.128444-0.0800469j -0.00596001-0.071341j -0.0682882+0.0088858j -0.0503257-0.00164708j -0.017705+0.0512474j -0.0334466-0.0489794j -0.0611249+0.0428303j 0.017617+0.0197081j 0.0427645-0.0309189j 0.00538304+0.00398451j -0.0538746+0.0216881j 0.020102-0.0465546j 0.0197013-0.0268008j 0.0311421-0.0292797j 0.0186212-0.0523892j 0.0265765-0.00547661j -0.0342159+0.0518982j 0.0278238+0.0554315j -0.007151+0.116245j 0.0267085+0.0899642j 0.0287567-0.0366519j 0.0442459-0.0755079j 0.0459953-0.0360849j -0.00727198-0.0030636j 0.00155965-0.00392205j 0.00942164+0.0136216j -0.0487639-0.0246986j 0.0265831-0.0420594j 0.0409663-0.075558j -0.0560199-0.0087511j 
-0.00101953-0.0109878j -0.0151217+0.0331092j -0.00558987+0.0116105j -0.000424945+0.0154508j -0.0406739-0.00494508j 0.0449768+0.00412055j -0.0131269+0.036318j 0.019873-0.00914251j 0.00723848+0.0195853j -0.021937+0.0147992j 0.0120074-0.0298462j 0.0202938+0.0181114j 0.0140571+0.0177144j -0.00847355+0.0176087j 0.044781+0.0117127j -0.0131082-0.0105623j 0.00190111-0.0175735j 0.0118164+0.0255869j -0.00134195-0.0127971j -0.00534525+0.0407046j -0.00986498-0.0384614j -0.0770909-0.0839828j 0.0282551+0.0721358j 0.0151738+0.0484954j 0.0429417+0.0305987j -0.0451038+0.00659888j -0.0550639+0.0240749j -0.0149519+0.0676031j -0.00105653+0.0454924j -0.0285904+0.000307192j 0.0686494+0.0600701j -0.0689006-0.0221126j 0.0398153+0.00335151j 0.00037408-0.000798946j 0.00114916-0.0210722j -0.00446755-0.0106886j 0.0412036-0.00247323j 0.0101195-0.0289814j -0.0542698-0.037078j -0.0208227-0.0144701j -0.0286944+0.00437613j 0.00390933-0.0805615j 0.0284271+0.00467754j -0.00977416+0.011473j -0.0117557-0.00156283j 0.0362616-0.0266779j 0.0267094-0.0231219j 0.0299269-0.0436894j -0.0519523-0.0205979j 0.0307858-0.00924579j 0.00801162-0.0269485j 0.0166+0.0241578j 0.0405834-0.0158543j -0.0412199-0.0778844j -0.014445-0.0240442j 0.0436455-0.01501j 0.0112063+0.0819452j 0.0369736-0.0788714j 0.0561849+0.078911j 0.0993183-0.101208j 0.0412601+0.00947125j -0.0988541-0.00306076j -0.126149+0.0212085j -0.0137301-0.0364428j 0.0942523+0.0262492j 0.00803817+0.00495386j 0.0101312-0.0107797j -0.0135065+0.017508j -0.0203829+0.0208815j 0.0275376+0.00819659j -0.0635457-0.0109692j -0.0519598-0.0132595j 0.0389916-0.0268002j 0.0211662+0.0555869j 0.0376696-0.0153637j 0.00805821+0.0513622j -0.0594274-0.0252094j -0.129568-0.0780897j -0.0304416+0.0587594j -0.0368681+0.0285802j -0.106414-0.102445j 0.0862399+0.036068j -0.0294984-0.0487858j -0.0644067-0.180359j -0.0170312+0.048663j 0.141516-0.0124937j -0.00491708+0.0424859j 0.0506318+0.0614388j -0.0446605+0.0532747j -0.0329764-0.088887j 0.0514409-0.0693743j 0.012093+0.082331j 
