-0.0114851+0.062486j -0.0122905+0.0470342j -0.0461912+0.0290419j -0.00480175-0.00411292j 0.00031544+0.0162958j -0.00995785-0.0114167j -0.00421169+0.000743089j 0.0240968+0.00947399j 0.0218585-0.00516748j -0.0418391-0.00970221j -0.0397581-0.0108956j 0.0278943+0.0150082j 0.0381599+0.0414692j 0.0132449+0.0164348j 0.00193204-0.00327795j -0.0199262-0.0177936j 0.00190858+0.00969617j 0.00550627-0.0206408j -0.00816738-0.0245013j 0.00795944+0.0193058j 0.0291705+0.0109931j 0.00918717+0.0199118j 0.031983-0.00720144j -0.0129056+0.000299438j 0.000407162+0.0186555j -0.0055071+0.0113342j -0.00875437+0.0175306j 2.07628e-05+0.0148135j -0.000502775+0.0309623j -0.0116903-0.00609717j 0.0134542-0.0255192j -0.0397697+0.0328936j 0.00368204+0.00623375j 0.00320586+0.00842209j 0.0173884+0.00989196j -0.0397623-0.0188416j -0.02304+0.0417668j -0.054976+0.0258558j 0.0532701+0.0495426j -0.0243965-0.130463j 0.004237-0.00245504j -0.00971069-0.0218257j 0.0120868+0.0811255j -0.0275334+0.0032671j 0.0226148-0.0475021j 0.00727267+0.00829334j 0.0501658-0.0360528j -0.017257+0.0219789j 0.0302191-0.0223049j -0.0512618-0.0114346j 0.0069311-0.0624897j 0.0151767+0.00216874j 0.0324535-0.00852717j -0.0221435-0.0143735j 0.0166774-0.00651623j -0.0288842-0.00229426j 0.0121687-0.00534781j -0.021126+0.0533131j -0.01318+0.0149538j 0.0885068+0.0893582j 0.108099-0.0423443j -0.000835387+0.0322987j 0.0126863-0.0227428j 0.00579786-0.00869698j 0.00382489-0.0100655j -0.0103744+0.0279518j 0.0231526+0.0927674j 0.1525+0.00973782j 0.0920775-0.187173j -0.113903+0.101162j 
-0.00227979+0.0308025j -0.0217075-0.00340373j 0.0138229-0.0154285j -0.0135526+0.00863678j -0.0113653-0.000692254j 0.0163112-0.0125515j -0.000905945+0.0150492j -0.0118944-0.0322048j 0.0106642-0.0288606j 0.00702609-0.00947558j 0.015194+0.0176796j 0.0552993-0.0863899j -0.0159168+0.0202782j 0.0401346-0.0170277j -0.0483586+0.0240303j 0.0100162+0.0197874j -0.0197581-0.00628425j 0.00145841-0.0576546j 0.000232518+0.0155052j -0.0265728-0.0160938j -0.0145903+0.048083j 0.0152451-0.0356762j 0.00958235+0.0307067j -0.0221996-0.0198814j 0.00651438-0.00818931j 0.0207419-0.0138808j -0.0334263-0.0293569j 0.0151332-0.0225176j -0.00224797+0.0082262j 0.0409986-0.051708j 0.00449267-0.0627502j -0.0270672+0.0283369j 0.0243729-0.0298583j -0.0145901+0.0194587j 0.0465651-0.00733972j -0.0310181+0.0216907j -0.00514152+0.0252181j 0.0405367+0.0357674j 0.0122529+0.0268347j 0.0060186+0.0079604j 0.01159-0.0116995j 0.0364816-0.0227465j 0.0220132-0.0312331j -0.00900659-0.0220402j -0.013733-0.000212595j -0.0339873-0.00302841j -0.0596639-0.00791824j 0.0173023+0.0351218j -0.0236629-0.0112864j 0.0303814+0.00067991j 0.0628323+0.0146788j 0.000716521+0.0487229j -0.0226412-0.00858591j 0.0171046-0.00387603j -0.0392057+0.0262722j -0.0618053+0.00602539j 0.0238408-0.0350755j -0.00211673-0.00645518j 0.0453326+0.0106135j 0.00497788+0.000889375j -0.0121297-0.0232844j 0.00588628+0.015528j 0.0121981+0.0103033j 0.000223842-0.0114111j -0.0151051-0.00738102j 0.00495701+0.0350601j 0.000856033-0.00473927j 0.0138587+0.0136874j 0.00012929-0.0209455j 0.011307-0.00987166j 
0.0260102+0.013586j 0.00875346+0.0273509j -0.0113505+0.0312715j 0.00477852+0.0081941j 0.00532014-0.0384576j 0.0275902-0.0388396j 0.0113679-0.0229691j 0.0263336+0.0255431j 0.0154498-0.0146297j 0.0186762+0.0102449j -0.0140434-0.0119191j -0.0160243+0.042775j -0.0182248-0.017759j 0.0123375+0.0212661j -0.017744-0.0176973j 0.0073886+0.0249078j -0.00871396+0.0371197j 0.0176765+0.00920605j 0.0185332-0.0186039j 0.00191234+0.010528j -0.0271927-0.0140035j 0.014947-0.0274886j -0.00954026+0.00598639j 0.00137389-0.0164816j -0.0272231-0.0300034j 0.00598779-0.00536288j 0.0122144+0.00585797j 0.0406564-0.0200242j -0.000204096+0.050496j 0.0221141-0.00864934j -0.0367784+0.00034695j 0.00752661-0.00165652j 0.025469+0.00643086j 0.0538096-0.0307666j 0.0238498-0.00931876j 0.0352733-0.0208154j -0.00133788+0.00405672j 0.0253993+0.00350007j 0.0149106+0.0181101j 0.0183729-0.00853076j -0.0294567+0.0175468j 0.0289723-0.0246523j -0.0320812+0.0156905j 0.0144478+0.0332293j 0.00425811+0.0228673j 0.00779089+0.0197544j -0.00032547+0.0268678j 0.0103536-0.00836165j 0.0094069+0.00151869j 0.00215983-0.00420461j 0.0139966+0.0241558j -0.000216715+0.00218598j 0.0156006-0.00842371j -0.0104204-0.0145779j 0.00811174+0.00518448j 0.000202651-0.018919j -0.019281+0.00986895j 0.00574169+0.00679994j -0.0116426+0.00237776j 0.0100444+0.00533429j -0.00196622+0.0081532j 0.00567851-0.00562314j 0.00669101+0.00841885j 0.018918-0.0625734j -0.000752483-0.0089068j 0.0143883+0.0150161j 0.0185167+0.022217j 0.00228999-0.000601895j 0.0135916-0.0107642j 0.00222438+0.0137752j 
-0.1324-0.115501j 0.0332058-0.0724484j 0.0160708-0.132394j 0.00358735-0.0256301j -0.00362285+0.0803774j -0.0478157+0.0939049j 0.0507467+0.0955699j -0.05454+0.0104137j -0.0380788-0.0159295j -0.00212345+0.0273349j 0.0356766+0.010183j -0.0189606-0.114819j -0.0131405+0.0561077j 0.00639044-0.0336264j 0.0266949-0.0330441j -0.00879474-0.0492581j 0.0604797-0.0884915j -0.0211602-0.0122245j -0.0143988+0.043217j 0.0164768-0.0333738j 0.0420603+0.0329596j 0.0151336+0.062001j 0.025183-0.0197621j -0.034157+0.0129562j 0.00327408+0.016796j 0.00871862+0.0267245j -0.00430554+0.0232845j -0.0190414+0.0181119j 0.0193505-0.0753628j -0.0426179-0.00207257j 0.0280273-0.0502319j 0.0238381+0.00366147j 0.0383062-0.0613817j 0.00199948+0.0228669j -0.0273979+0.0345104j 0.00333121-0.000553527j -0.0130101-0.0139548j 0.0108567+0.00638841j -0.0420399-0.0245305j -0.0511817+0.0479351j 0.0755035-0.0882088j -0.0221332+0.0251915j 0.0518362-0.0510745j -0.028014-0.0730161j 0.00558095-0.050008j -0.0172779-0.0250724j -0.0330203-0.0519447j -0.0129936+0.043096j -0.00924108-0.0177713j 0.0249605+0.00492034j -0.0032882-0.0141226j -0.0140241+0.00633961j -0.0301943+0.022076j -0.0150805+0.0021092j -0.00350141-0.0328957j -0.044788+0.0129412j 0.0297748-0.0223885j -0.0333579+0.00881433j 0.0393307+0.00989391j -0.0385972-0.0122891j -0.00974791-0.0401869j -0.0228609-0.0267851j 0.0159807-0.0207296j 0.00257084+0.00629411j -0.00218644-0.00562543j 0.00393144-0.00934335j -0.0503195-0.0407192j -0.0169228-0.00812479j -0.0420416+0.044422j -0.036025-0.015541j 
-0.056501-0.0405262j 0.011936-0.0559052j 0.00503152-0.0321056j -0.0113509-0.00498793j 0.0337384+0.0304921j 0.0229332+0.0139463j 0.00103641+0.0295264j 0.0291129-0.0129691j -0.0576659-0.0645503j 0.0193168+0.0133043j 0.0243951-0.000798055j -0.00800602-0.0265528j -0.00325753-0.0305696j -0.0221556-0.0214591j 0.0174133-0.017895j -0.00556149-0.0282933j 0.0140275+0.00607864j -0.0665065-0.0772257j 0.0123774-0.00360712j 0.0154502-0.0186392j 0.00372606+0.057686j 0.0353215+0.0575121j -0.00398982+0.0165391j -0.00666898-0.000764876j 0.0170661+0.00735552j 0.0122773-0.000400617j -0.0343281+0.0226386j 0.00735824-0.0573238j 0.00437689-0.0101225j 0.0080379-0.0218343j 0.019101-0.0163891j 0.0187369+0.00316302j 0.00832943+0.0296003j -0.0144037+0.0139427j 0.0296945+0.0142252j 0.057839-0.0139275j -0.0343828+0.0170177j 0.0343091+0.0180728j 0.00930109+0.010112j -0.0665086-0.026097j 0.0101181+0.00495093j 0.0093973-0.00794998j 0.00750012-0.000892453j -0.00261099-0.0157104j -0.00594107+0.0174078j 0.0561853+0.0904207j -0.0348323-0.0387817j -0.0217529+0.0226315j 0.00604187-0.0155615j -0.0548041-0.0251595j 0.121483+0.00710589j -0.0142284+0.0338024j 0.0895788-0.0563636j -0.028653+0.0646162j -0.026012+0.00709281j 0.0482055-0.0324898j -0.0378604-0.0232025j -0.00663561+0.000753621j -0.030889-0.0116045j 0.0325893+0.00880594j -0.0294037+0.00794458j 0.021071+0.00160041j 0.00781941-0.0380349j -0.0178887+0.00580262j -0.000393995-0.00159109j 0.0262103+0.031318j 0.00044226-0.0118267j 0.0247592+0.00856462j -0.0037941+0.0152405j -0.00939682-0.00937276j 
-0.0208599-0.052838j 0.0444083+0.0302864j -0.00810072-0.00493913j 0.000173704-0.0249649j -0.0289091+0.0028498j 0.00929511-0.0235007j -0.00804935+0.0192558j -0.0474183-0.0110374j 0.0440878+0.00965101j 0.0505605+0.0161108j 0.00123014-0.00154569j -0.0230389-0.025723j -0.0221306+0.0390686j 0.0165488-0.0111729j -0.0526087+0.0163815j 0.0257697+0.00299928j -0.0119265-0.0212137j 0.0227589-0.002783j 0.0105874-0.00350631j -0.0133381-0.0311289j -0.0299171+0.0265632j -0.00992177-0.0334531j 0.0225254-0.0203528j -0.0355353-0.00644809j 0.0251874-0.0371593j 0.0211944+0.0370486j 0.0233643-0.0234562j -0.00891026+0.0092002j -0.00649062+0.0212107j -0.0197718+0.00429021j 0.0153678-0.0466141j -0.0262165-0.0158363j 0.0279966-0.0448196j -0.0231562+0.0352929j 0.0746377-0.0335298j 0.00396807+0.00135415j -0.0230542-0.00160533j 0.0345774+0.0213297j -0.0210295+0.0274054j 0.0287181-0.0429077j 0.00470335+0.00551372j 0.0402375-0.0399752j 0.0195003+0.022574j 0.0358863+0.0271433j 0.0207858-0.0161706j -0.118929-0.118918j -0.0655982+0.0626236j 0.0258699+0.0305387j -0.0107587+0.00717839j 0.0557491+0.00469426j -0.00764249+0.0299716j 0.0331279+0.00264045j -0.0843757-0.000758415j 0.0684274-0.0875887j -0.0228931-0.0112745j -0.0200037-0.0021542j 0.0228043-0.00496978j 0.0262793-0.0371339j 0.019091-0.00257493j 0.0131278-0.0154816j -0.028134+0.0217727j 0.0611371+0.0407536j 0.0188887-0.0134207j 0.0169697-0.00452763j -0.0339493+0.0132896j -0.0120024+0.0358536j -0.00878942-0.0012464j 0.0113827-0.00977237j 0.0114371+0.0198234j 0.00467605+0.00462126j 
-0.0618882-0.0369131j -0.0232864-0.0377547j -0.0178825+0.025832j -0.0542156-0.0336293j -0.0658395-0.0196673j 0.0368556-0.0293447j -0.0113335-0.0354271j -0.0636352+0.0344385j 0.0241003+0.0146962j 0.0356307-0.0153718j 0.0157878+0.030114j -0.00196916-0.0130357j -0.0170108+0.047291j 0.0813155-0.00328422j -0.0573526-0.0493455j 0.0486135+0.0861507j -0.0329569+0.0626228j 0.00334742+0.00472784j -0.0252855-0.0232494j -0.0270495-0.0382379j -0.0315589+0.0465661j 0.00747339-0.0702393j 0.0448898-0.0384709j -0.0519774-0.023255j 0.0424513-0.0642132j 0.0190414+0.0341356j 0.00233318-0.0555378j 0.0196527-0.049443j 0.00424534+0.0292585j 0.00659171+0.00830095j 0.0266147-0.0906404j 0.0111786-0.0311857j 0.0321409-0.0628434j -0.0103665+0.0287816j 0.0701478-0.0420227j -0.0463806+0.00862199j -0.0460472+0.0499896j 0.0597692+0.0146478j 0.0266966+0.0374417j 0.0296991-0.0234323j 0.0161482-0.00422642j 0.0330764-0.0578662j 0.0073529-0.030489j 0.0094821-0.00107204j 0.0054788-0.000982731j -0.145823-0.116424j -0.0518698+0.0765407j 0.0525783+0.0364873j -0.0190435-0.0265693j 0.046012-0.000154183j 0.0251445+0.0557142j -0.00905177+0.0528853j -0.149559-0.0183778j 0.0601861-0.12716j -0.00552881+0.00495721j -0.0727691+0.00763342j 0.0343236-0.0187735j 0.0319124-0.0240939j 0.0240217+0.033619j -0.00288099+0.000314526j -0.0204309-0.0249145j -0.00379571-0.00575211j -0.0234443-6.46933e-05j -0.0159852+0.00909245j 0.0108632+9.95594e-05j 0.01614+0.0951519j -0.00402565+0.0198183j 0.00554832-0.00398806j 0.00521725-0.00825795j -0.00831596-0.00251085j 
-0.024243-0.035499j 0.0162574+0.0227271j -0.0211538+0.0445797j -0.0319449-0.0158888j -0.0927236-0.0123457j -0.0279916-0.0229494j -0.0262985-0.0419066j -0.0583377+0.0536511j 0.00471046+0.0632091j -0.00336459-0.0216319j 0.00953057-0.0231596j -0.0797361-0.000376909j 0.00773872+0.00183262j -0.0307873-0.00841238j -0.00641425-0.0121883j 0.0126459+0.029038j 0.0469268+0.00374004j 0.0925262+0.102989j -0.0662519-0.0141098j -0.00226431+0.0177522j 0.0268326-0.0845344j -0.0130254-0.0360903j 0.0361717-0.0496441j 0.0448225+0.0664288j -0.0181926-0.0204256j 0.00395743+0.0601815j 0.0650551-0.0544055j 0.00328334+0.0984346j -0.0290562+0.0053838j -0.0749777+0.0800022j 0.0540364-0.0231147j -0.0117335-0.0325929j 0.012043-0.0537384j 0.019094-0.0184586j -0.047038-0.00118675j -0.0880641+0.05221j 0.0198877-0.00409804j -0.0419584-0.0563438j -0.0114201-0.0466156j 0.041657+0.00152043j 0.0183262+0.000823638j -0.0397024+0.0832382j -0.0309425+0.0334396j 0.000695711-0.00601726j 0.0233245-0.0554635j -0.0751832-0.208887j 0.0977004+0.0738891j 0.0106878-0.0604389j 0.0235508+0.0326719j 0.0678349+0.0475697j -0.262115-0.0466852j 0.0374329-0.0709631j -0.12655+0.038937j 0.0614555-0.179434j 0.102958-0.0537123j -0.00622265+0.0394079j 0.0314052+0.0587591j 0.0256941-0.0018271j -0.0122994-0.0434109j 0.00625292+0.0021672j -0.00681344+0.0232588j -0.00278806+0.00837172j -0.00789014+0.00162014j -0.00537273-0.00286835j -0.00168258-0.00130072j 0.0248991-0.101447j -0.0275978+0.00157375j 0.0085431-0.000593097j 0.00945746-0.000861972j 0.0084955-0.00311332j 
0.00650135+0.00606829j 0.011983+0.0271537j 0.00378817+0.00875234j -0.00249773-0.00239223j 0.013936+0.0122499j -0.019763-0.0130591j -0.00729638+0.00986246j -0.0202413+0.00455934j 0.0295351+0.0372269j 0.044582+0.010891j 0.00631297-0.00217747j 0.0357975-0.0295693j -0.0307634+0.0136977j 0.00692722-0.0189858j -0.0631825-0.0033359j -0.00240429-8.23981e-05j -0.0452849-0.00195556j 0.0046489+0.00134549j 0.0232788-0.0128193j -0.0326676-0.0240641j 0.0219924+0.0370396j 0.010843-0.0195211j 0.0181111-0.0207822j -0.0686152-0.0433248j 0.0108759-0.0146623j 0.00759653+0.0181419j 0.0180329-0.0504946j -0.00447061-0.0201437j 0.0243847-0.00844535j 0.000743116-0.0120352j 0.00788936-0.06584j -0.00808897-0.0313843j 0.0328326-0.0548362j 0.0150364+0.0365101j 0.0436691-0.0193401j -0.0296353+0.0337925j 0.0156894-0.011558j 0.023579+0.0183743j -0.00724767+0.0153531j 0.021153+0.00987746j 0.00657036-0.00790949j 0.0301847-0.0425711j 0.0397205-0.00663014j 0.00770028+0.00208986j -0.015769-0.0176068j -0.0878995-0.0775958j -0.0558141+0.0450531j 0.0403558+0.000814752j -0.0224143-0.0269845j 0.0492579+0.0388628j 0.0234864+0.0418713j -0.00456419+0.0241685j -0.0535271-0.00275102j 0.0617767-0.0753315j -0.0308329-0.00436641j -0.0449614+0.00355312j 0.0203272-0.0242964j -0.00211067-0.0173203j 0.0341725+0.0188582j -0.00190426-0.00554832j -0.0200259-0.00128002j 0.0300282+0.0276916j -0.00996611+0.00944147j -0.00544056-0.00531802j 0.0225902-0.0327401j -0.0283884+0.044444j -0.0106506-0.00828957j -0.00316548+0.00373038j 0.0016498+0.00152232j 0.0157418-0.00517916j 
0.0363386+0.0771816j -0.0569663+0.00419367j 0.01885+0.00146399j 0.013208+0.0111318j -0.0412428+0.00307105j 0.00147961+0.0277661j -0.00233737-0.05329j -0.0293133+0.00296743j 0.0341466-0.0173535j -0.0332897-0.00265928j -0.00111428+0.0105151j 0.0792834-0.02427j -0.043302+0.0579977j 0.0524396-0.0188055j 0.0190577-0.0264608j -0.0299454+0.0279913j -0.0288233+0.0185869j -0.0282622-0.0130976j -0.0382216+0.00635536j -0.0309493+0.025578j 0.029203+0.0277164j 0.054663-0.0726653j 0.0166202-0.0244639j -0.0567826-0.0174632j 0.00595878-0.00674094j 0.0364717+0.0439308j 0.0186027-0.0272169j 0.0200564+0.0401141j 0.00369914-0.0215804j 0.0157423-0.0198735j -0.00168937-0.0533922j 0.00248966+0.0343093j 0.0170308-0.046429j -0.0279963-0.00382333j 0.00618256-0.011262j -0.0678097-0.019269j -0.0215933+0.0429755j 0.021456-0.0161319j 0.016496+0.0189341j 0.0480987+0.0693334j 0.0199321-0.0441962j 0.00156118-0.0373909j 0.0275652-0.11449j -0.0606163-0.0454905j -0.0115877-0.0246166j -0.0329625-0.0919526j -0.00405773+0.0157986j 0.003865+0.0510679j -0.0283979-0.0070277j 0.00538017+0.0178147j -0.00366836+0.038339j -0.0184781+0.019462j -0.0563921+0.0342359j 0.015687-0.0484565j 0.00420041+0.0122652j -0.12222+0.0611522j 0.0454789-0.0180866j 0.00122616+0.0211734j 0.0731934+0.0395722j -0.0619826+0.0149114j 0.0491582-0.0669111j -0.0786029-0.0460519j 0.0116636-0.0103671j 0.0150763-0.0143965j -0.0162614+0.00616768j -0.0281283+0.0531489j -0.000965566+0.0163337j -0.0426475+0.000949423j -0.021533-0.0371241j -0.0195287-0.00406484j 
-0.00114497+0.0188264j -0.0137808-0.0241714j -0.0103209+0.00922931j 0.0198759+0.00424488j -0.0216167-0.000334895j 0.00573847+0.00202357j -0.00947213-0.0287673j 0.0150987+0.016443j 0.00845296+0.0148271j -0.0106425+0.00131341j -0.0140399-0.00820791j -0.0219378+0.0083805j 0.0307244-0.0146826j -0.0453977-0.0248118j 0.0320851-0.00686666j -0.0244367-0.0389895j 0.0217962-0.0177268j -0.00766523+0.0244955j -0.0087857+0.0164565j 0.0108972+0.0333848j 0.00196735-0.0552362j -0.0456109+0.0349076j -0.000265187-0.00849852j 0.0382948+0.030747j -0.00344502-0.000421333j 0.00260877-0.0252562j 0.0175133-0.00588797j -0.00352061+0.02939j -0.00540819-0.0236189j -0.0321604+0.0102848j 0.0157076+0.0311788j 0.0235895-0.0110501j 0.00392087+0.0135031j 0.0123041-0.0176321j -0.0526641+0.0189997j 0.00194566+0.00704915j 0.0181732-0.0274994j -0.045992-0.0252013j 0.0236161-0.0313782j -0.00938343-0.00900735j 0.00472381-0.0116466j -0.0432164+0.0565355j -0.0107745-0.000257183j 0.00772366-0.0250906j 0.00807267-0.0245017j 0.0582895-0.00968024j 0.0780717-0.0198635j -0.00929863-0.0311819j -0.00233369+0.0130474j 0.00281995+0.00618592j -0.0746583-0.0330645j 0.00286838-0.0299889j -0.00444598+0.0177217j -0.0129917+0.00593827j 0.0409122-0.00917977j 0.051169+0.00413792j 0.00327684+0.00438928j 0.00567714+0.0125375j -0.0357976-0.0162605j 0.0300295+0.0197933j 0.0140538+0.0155966j -0.0116584+0.00635464j -0.00484448+0.00654424j 0.00331985-0.000494704j -0.00464462-0.00861227j 0.0148679-0.0480839j -0.00694399-0.00577555j -0.0212284-0.0104113j 0.00114686-0.00914821j 0.000703959-0.0155493j 
0.0196088+0.0182109j -0.0295153+0.0337039j 0.0377944-0.00681869j 0.00268566+0.00167554j -0.0494343-0.0161077j -0.0487151+0.00689026j 0.013671+0.0116837j -0.00527317+0.02824j 0.0165289-0.00914777j -0.038972+0.0043049j 0.0155271+0.0311843j 0.0218108+0.0290609j -0.0126854-0.0158728j 0.00925254-0.0232759j 0.0197164-0.00790709j 0.00561071+0.0115822j 0.0523142+0.0196481j 0.0629198+0.0699575j -0.0320324-0.027586j -0.00333022+0.00234366j 0.0113808-0.0106769j 0.0441169-0.0412213j 0.00846869+0.0460798j -0.00664106+0.00182007j -0.0191139+0.0134495j -0.0106766+0.00335863j 0.00808754-0.0234416j 0.0133472+0.034541j 0.0260833-0.0153714j 0.0292273+0.022125j 0.00492933+0.015027j -0.0117333+0.00886104j 0.00138936-0.0163157j -0.00173687-0.000943576j -0.0510077-0.028663j -0.0674962-0.0225623j -0.0205068-0.0118159j -0.010998-0.00725247j 0.0261786-0.0181919j 0.0448881+0.073442j 0.008706-0.0444351j -0.0332262+0.030934j 0.0261976-0.0394305j -0.048905-0.0542959j 0.0158241-0.0286735j 0.0197953-0.0372265j 0.046229-0.0205887j -0.0304199+0.0174459j 0.0244523+0.00790787j -0.00753821+0.0240747j -0.067366-0.0040705j -0.00975261-0.0194723j -0.025402+0.0592233j -0.0145419-0.0040908j 0.0326328-0.00899676j -0.0708291+0.0607534j 0.0427533+0.00510424j -0.0256725+0.0441302j 0.0811453+0.0138262j -0.0581024+0.00320269j 0.0816673-0.0560252j -0.0982232-0.0545384j -0.00285735-0.013022j -0.01123-0.00707101j 0.0156193+0.0183512j 0.00510254-0.0284337j -0.000409439+0.000641254j -0.0521353+0.00318655j -0.0113844-0.0185087j -0.0153028+0.0272977j 
0.00932176+0.0202847j -0.0398821-0.0174928j 0.0455918-0.029478j 0.0137951-0.00737921j -0.00623981-0.000763276j -0.0200668+0.0418697j 0.00601721+0.0249923j 0.0165697-0.000383229j -0.0272785-0.03816j -0.0122168+0.0325468j 0.0150874-0.022573j 0.0670162+0.0271651j -0.00404924-0.00846494j 0.00967784-0.0304355j 0.0960035-0.0148715j -0.0268716-0.0419295j -0.00673836-0.0244558j -0.0394331-0.0228461j -0.0482241+0.0191807j -0.0112822+0.00856976j -0.0219489+0.0301885j -0.00894536+0.0101118j -0.0247096+6.77145e-05j 0.0210993+0.0208091j -0.0204349+0.0321457j 0.0121906+0.00365397j -0.0285105+0.0219679j 0.00371163+0.0177212j -0.00412538-0.0293598j 0.0554172-0.0127523j -0.042879+0.021763j 0.0228788+0.0208561j -0.0137358+0.00689897j 0.0105218-0.00164774j -0.0483384+0.00630363j -0.0100447-0.0115347j -0.0408523+0.000751305j -0.00666808-0.0105514j 0.0207198-0.0290977j -0.00918789+0.0913621j 0.0290374-0.0436067j -0.0468108+0.0284324j 0.00720913-0.090127j -0.0884496-0.0834271j -0.0021856-0.0171783j 0.056775+0.015763j 0.0611503-0.0497171j -0.0488191+0.0251798j 0.019545+0.00106723j -0.0666301-0.00332011j 0.0339967-0.0114548j -0.0366022+0.00228755j 0.0829105+0.0414456j -0.0519682+0.0575634j 0.0191975-0.000168021j -0.0468195+0.0593248j 0.00798082-0.00560899j -0.039284+0.0329682j 0.0479698+0.0108206j -0.048861+0.0125914j 0.0684183-0.0654647j -0.0893589-0.0538024j -0.00262457+0.0145416j 0.000916155+0.00488358j -0.0039242+0.00276747j 0.0127231-0.0158797j -0.00452672-0.00495356j -0.03473+0.0135528j -0.0234061-0.0149489j -0.0277458+0.0164081j 
-0.0238181+0.00273077j 0.00606086-0.0128948j -0.021368+0.00164958j 0.00173696+0.00229699j 0.0186118+0.0428358j 0.0117862+0.0185366j 0.000217396-0.0124887j 0.0159682-0.00992801j -0.0188782-0.0178108j 0.00480588+0.030296j -0.00117872-0.0056531j -0.0526694-0.0466744j 0.010632+0.0266213j -0.0219385+0.00455011j -0.0107309-0.00336827j -0.0140241-0.00346183j -0.0235598-0.0443489j 0.00843135+0.0220143j -0.0250717+0.0134696j 0.0034869-0.00274467j 0.034027-0.0360509j -0.000128131+0.0119362j 0.0100549-0.0302303j 0.0211675+0.022606j -0.0253199-0.0125834j -0.0133129+0.0251945j -0.00176543+0.0058277j 0.00910062+0.0148058j 0.00401357-0.0137753j -0.0238398-0.00597999j -0.00593253-0.0155307j 0.0176087+0.0121824j 0.017641+0.0031954j 0.0188569-0.00443995j -0.00895107+0.0143824j 0.0108068+0.0100291j 0.0164883-0.000295162j -0.0178651-0.00193364j 0.00591648-0.0094802j -0.0112229-0.00632546j 0.000558685+0.0054185j -0.00862648+0.0147086j -0.0159549+0.00333283j 0.0230628+0.0149242j 0.000913278-0.017457j 0.0115134-0.00205134j 0.00532903-0.000418574j 0.0119827+0.00302175j 0.00488493+0.0123148j 0.011291-0.00898517j -0.0444546-0.0045465j 0.00738607-0.00200841j -0.0213502-0.000498541j 0.00047976-0.0121068j 0.0156884-0.0100254j 0.0386165-0.00990514j -0.00524808+0.00847459j 0.0135616+0.00344124j -0.0290447-0.0111543j 0.029338+0.00479214j -0.0165736+0.0190298j 0.0250724+0.0173655j 0.00306193-0.0110565j 0.00258692+0.00113755j 0.00407963+0.0144164j 0.00343112-0.00785715j -0.00423116+0.00178654j -0.00176607-0.0118659j -0.00127068+2.36431e-05j -0.000733352-0.0175045j 
-0.00205925-0.0247996j -0.00070722+0.0314336j 0.0260397+0.0205978j -0.0179636-0.054794j 0.00102823-0.00879918j -0.0445344-0.00420037j -0.0222227-0.0201946j -0.0154126+0.00767917j -0.011493+0.037165j -0.0100819-0.0217326j 0.00810963-0.0376248j -0.0160804+0.0297457j 0.0254386+0.00590206j 0.00674353+0.0100401j 0.0644918-0.000780877j 0.031065-0.0196972j 0.0285332-0.0204114j 0.0357+0.0529353j -0.0301461+0.0124748j 0.00133372+0.00602152j 0.0159716+0.0126491j 0.0194401+0.0037993j 0.00318253+0.00109091j 0.0146162+0.0224673j 0.00397037+0.0381781j -0.0157488+0.0082394j 0.0254382-0.0351451j 0.00866209+0.0502487j -0.00841353-0.0428734j -0.00477322+0.0132246j -0.00422338+0.00674175j 0.0016467-0.00484237j -0.0056652+0.0041014j 0.00267944+0.00196698j -0.0465659-0.0128347j -0.0501469+0.00427023j -0.00993117-0.0183606j -0.0264267-0.0260192j -0.00711897-0.0231339j 0.0423586+0.0617636j 0.00246296-0.0271855j -0.0221769+0.029246j -0.00519561-0.0188765j -0.0375012-0.0252224j 0.00581164-0.0193143j 0.00324744-0.0207858j 0.0432853-0.0150732j -0.0109996-0.0205997j 0.0167234+4.34897e-05j -0.00381211+0.0155941j -0.0376235-0.0125507j -0.024372+0.00972365j -0.0093284+0.0317838j -0.0052456-0.00446707j 0.0386446-0.011286j -0.010298+0.0415928j 0.0202166+0.0201658j -0.00810002+0.0105942j 0.0207001+0.0030714j -0.0298761+0.000547611j 0.0405931-0.0174361j -0.0302633-0.0108194j 0.000971508+0.000231722j -0.00282887+0.00930296j 0.00245229-0.0136679j 0.0206837-0.0349471j -0.00860501+0.00175012j -0.00233904+0.0045025j -0.00920243-0.00243724j -0.0148636+0.0341978j 
