-0.00483188-0.00578322j 0.0047064-0.0407168j -0.00661174+0.00333322j -0.00863025+0.0325174j 0.00912955-0.00202361j 0.00184294-0.00426945j -0.00445978-0.0280007j 0.00263779+0.00665056j 0.00996535-0.0283611j -0.00589508-0.00227105j -0.00964265-0.00048366j -0.00447056-0.00433014j 0.00347329-0.0140783j -0.00931635+0.0110163j -0.00654447+0.0131186j -0.00135969-0.0155951j -0.0115326+0.0193762j 0.011073-0.00594272j 0.00437642+0.0520844j 0.00541507-0.0108465j -0.00672197-0.00213737j -0.00218862-0.0206109j -0.00917179-0.007861j 0.000619016-0.0233312j -0.00731058-0.0101579j 0.00063745+0.00786947j -0.000255426+0.00553663j -0.00281006-0.0136402j -0.00774176-0.017022j -0.00119462-0.00960592j -0.00328263-0.0167028j -0.0104754+0.00814276j 0.0359271-0.00680259j -0.00289755-0.0107405j 0.015744-0.00509023j -0.0156757+0.00120686j -0.0245686-0.0440304j 0.02262-0.0164281j 0.00894846+0.00241596j -0.0320613+0.044141j -0.0112419+0.0347679j -0.0432254-0.0107272j 0.00528159+0.00425391j 0.0111364+0.0370861j 0.0114831-0.00210515j 0.00710028+0.00449833j -0.0198784+0.0167537j -0.000631373+0.00878065j -0.0192871+0.0332775j -0.00566119-0.0556812j 0.0177903+0.00985632j -0.0245286+0.0131662j 0.0434145-0.02157j -0.0256948-0.0219713j -0.0012313+0.0273378j -0.0280239+0.0874548j -0.0642412-0.0256087j 0.00659591+0.00044691j 0.011353-0.00831813j -0.0207918-0.044989j 0.00952136-0.0450949j 0.0137534+0.0313115j -0.00876825-0.0209849j -0.0154427+0.0094369j -0.0131622-0.0228197j -0.0158828+0.0167699j -0.00773841+0.000851482j 0.0146185+0.0109263j 0.00432956+0.0147167j 0.00348181-0.000316854j -0.0129593-0.000797449j -0.00514458-0.0162041j 0.00132105+0.00746218j -0.00524682-0.0193513j -0.008664+0.0240317j -0.0207859-0.00627507j -0.00134692+0.0018241j -0.00989273+0.00402241j -0.00722533+0.015045j -0.0203759+0.0319124j -0.00670198-0.00132499j -0.00504105-0.00904574j -0.0129773+0.00453575j 0.0224186-0.0176848j -0.00958375+0.052843j 0.0960314-0.010347j 0.0557073+0.0245644j -0.0117784+0.00609268j -0.00140267+0.0321833j 0.0336507+0.0819397j -0.136174+0.0771892j -0.0664303-0.0578347j 0.0165362-0.138707j 0.0232098-0.216354j -0.0244905-0.425166j 
-0.00260147-0.0102631j 0.00658896-0.0158867j -0.000599568+0.00191617j -0.000895792+0.0064979j -0.000957853-0.00306104j -0.00616177+0.0086957j -0.000551708-0.02597j 0.00171171-0.00505586j 0.00434765-0.00855295j -0.00814166+0.018066j 0.000728874-0.0152622j 0.00546459+0.0239034j 0.0056576+0.00855006j 0.00452651+0.0278594j -0.00421295-0.0244619j -0.00491023+0.011218j -0.00108852-0.0123677j -0.00175547-0.010371j 0.0021788+0.00923629j 0.00235336-0.00715147j -0.000427713+0.00246218j -0.000601965+0.00743717j -0.00204576+0.00825523j -0.00082485-0.0162718j -0.00095245+0.00278867j -0.00233406-0.0142654j 0.00220442+0.0107167j -0.000215098+0.0119174j 0.00132737-0.00348551j -0.00694895-0.00937987j 0.000982745-0.00839263j -0.000401491+0.00703089j 0.0130197-0.0019155j 0.00865446+0.00477702j 0.00310165+0.00390765j -0.0101774+0.00113496j -0.00628745-0.00163307j 0.00585735-0.0289681j -0.00213912-0.0179539j 0.00205829-0.0235834j 0.0012608+0.0199003j 0.0117335-0.0100235j 0.012996+0.00209291j -0.00169529-0.0149501j -0.00384216+0.00836282j 0.00178694+0.00777923j -0.0018825-0.00102608j -0.00349823-0.00138357j -0.00198335-0.00729887j -0.0086826-0.00392511j -0.00542141-0.0155997j 0.00150562-0.00180465j 0.0226901-0.00507634j -0.0102359+0.000614854j -0.00718657-0.0116922j 0.0116882-0.00107323j 0.00246285-0.00834731j -0.0203419-0.00514601j -0.0203036-0.0019918j 0.0115138-0.00300659j 0.00379846+0.0113307j 0.00163401-0.00466141j 0.00130096-0.0281655j 0.0153004+0.00157813j -0.0134084-0.00921262j 0.00829784+0.0166418j 0.0114372-0.0364118j -0.0320887-0.0190892j -0.00548789-0.00901541j -0.0252138+0.0169568j -0.0178221+0.0206597j 0.0252586+0.0215696j -0.0595513+0.0635426j -0.0462311-0.0786357j 0.00886886+0.014367j 0.00668139+0.0164656j 0.0242611-0.0232434j -0.0147469-0.0125792j -0.0169631-0.0268894j 0.00624333+0.0102831j -0.00491951-0.00732483j 0.0308887-0.0223869j -0.0138657+0.0164919j 0.0183985+0.0541735j -0.0199953-0.0459697j 0.0543186-0.00541062j 0.00591094-0.0433825j -0.45306+0.12569j 0.161511+0.362065j -0.0445363+0.0438827j 0.0587332-0.0493522j 0.035827+0.0661852j -0.0177582-0.00377406j -0.00507597+0.010288j 0.00610613+0.022983j 
0.00973716-0.00348378j -0.00858444+0.0355074j 0.0024368+0.00570991j -0.00212207-0.00741673j -0.00491894+0.00610788j -0.0084982-0.0106648j -0.00032253+0.00858995j -0.00919454-0.0168916j -0.00154651-0.00880616j 0.00809967+0.0286051j 0.00281935-0.0263056j 0.000396388+0.0156153j -0.00759281-0.0252399j 0.000206794-0.014448j 0.0077165-0.0150397j 0.00795442+0.0255015j -0.00323567+0.00478108j -0.00724991-0.00190774j 0.0062293+0.00959793j -0.00361924+0.00441571j 0.00233561+0.0134027j 0.0016699+0.0116648j 0.00186688+0.00255365j -0.00524998+0.012645j -0.00291758+0.000441055j 0.0017705-0.00891027j 0.0022243+0.00538855j 0.000513715+0.00846485j -0.000627126-0.0158772j -0.000370914+0.00245002j 0.00207274+0.0127719j 0.00297905+0.0051506j -0.0214759-0.00899917j 0.00576168-0.00705734j -0.00741413-0.00291549j 0.0132657-0.0127343j 0.00259892+0.00106613j -0.00482327+0.00587626j -0.00339756-0.00303745j -0.00107785-0.0194242j 0.00190858-0.0164252j 0.00991788+0.00380997j 0.0168394+0.00709009j -0.00675395-0.00114473j 0.0116016+0.0045268j -0.00272784-0.00659267j 0.00700461-0.00407418j 0.000310066-0.00415965j -0.00570255-0.00381732j 0.00267011+0.00363528j 0.00441827-0.00340251j -0.00274215+0.00162513j -0.0111046+0.00416637j 0.00421041-0.000914949j -0.00341794-0.0025078j -0.014553-0.00417829j -0.0226326+0.00429954j 0.0208675-0.000260327j -0.0116185-0.00792195j -0.0136011-0.00240171j -0.00624524-0.0150833j 0.00140303-0.0062438j 0.0252052+0.0213566j 0.028782-0.0156809j 0.0126553+0.0150004j 0.012211-0.0108128j -0.0375975-0.0106647j 0.0194682-0.0169853j 0.00972946-0.000849764j 0.00387037-0.0171346j 0.0223914-0.0178151j 0.011757-0.0047883j -0.0181574+0.00170193j 0.0111818+0.0266747j -0.00302009+0.00917084j 0.0200193+0.0282344j -0.00393785-0.0107072j 0.000616971-0.0185663j 0.00991915-0.0200978j 0.00784154+0.013019j 0.00271759-0.0108703j -0.0176022-0.00592991j 0.00605867-0.0300307j -0.0025506-0.0313594j -0.00430569-0.0165659j -0.0153375+0.0117611j -0.00265033+0.00470593j 0.0694378-0.0152973j -0.0274674-0.0560566j -0.00248802-0.0161238j -0.00410487+0.0118236j 0.00285452-0.0203974j 0.000971577-0.00293505j -0.00196425-0.0136854j 0.00130993+0.00535219j 
0.00526114+0.00843655j 0.00213283-0.0136067j -0.000576925+0.0123045j -0.00124204+0.0222125j -0.00192842+0.00892137j -0.0135997+0.0390116j 0.00306619+0.0146248j -0.00172645-0.00323162j -0.00146217+0.00210633j 0.0012906-0.0382649j -0.00151676-0.00247448j 0.0039386-0.0224764j -0.0024481+0.0113559j 0.0041905-0.0379359j 0.00149551+0.0300003j 0.00406829+0.010996j 0.00275279+0.0295212j -0.00489721+0.00440976j 0.00447355+0.0185201j 0.00124786-0.00959457j -0.00245721+0.0125416j -0.00313239+0.00330917j -0.00303844+0.0156223j -0.0064702-0.0418183j -0.000824609+0.0347419j 0.00152541-0.01843j 4.77431e-05+0.014883j 0.00182175+0.0224238j 0.00776778+0.00431483j 0.000734457-0.00334815j 0.00452548-0.023533j -0.00151896+0.00816676j -0.00780864+0.00168409j 0.00316838+0.00400445j -0.00625065+0.0208976j -0.00312629+0.0185898j -0.000535805-0.0069406j 0.00585908-0.0737654j -0.00421819-0.00854679j 0.00890386-0.0523684j -0.00262175+0.036172j -0.00292012-0.0134902j 0.029782+0.00525264j -0.00827429+8.2367e-05j -0.0177568+0.00450236j 0.00647975+0.0314114j -0.0130626-0.0125033j 0.00789273-0.0218732j 0.00650335-0.0094812j -0.00115811+0.0144931j -0.00464664-0.0258786j 0.00138533-0.00472586j 0.0234323-0.00862985j -0.0160498+0.00222015j -0.00526387-0.0170619j 0.0180253-0.0312753j 0.00574517-0.00507153j -0.00596966-0.0153923j -0.0420672-0.0176436j 0.0209774-0.00995441j 0.00230737+0.0251367j -0.00267807-0.0535479j 0.015912-0.0111691j 0.00897467-0.00618408j -0.00784786-0.0476298j 0.043589+0.0646346j -0.0136844-0.024689j 0.00240232+0.00575543j -0.0029423+0.0318417j -0.0378287+0.00563604j 0.0499379-0.0100247j 0.0193071-0.00798395j -0.0310912+0.0450551j 0.000977316-0.0466544j -0.0478362-0.0223565j 0.0364115-0.0260686j 0.0120661-0.0474124j 0.012919-0.0128727j -0.00591733-0.0343173j -0.0131973+0.0255526j -0.000362174-0.00585963j -0.031122+0.0316896j 0.000928686+0.0219871j 0.00974217-0.0080436j -0.0144562-0.087714j 0.075969-0.0525215j 0.0356568+0.0443507j -0.0127841+0.0349516j -0.0108452+0.107905j 0.00271564-0.00026983j 0.0426307-0.0363407j 0.125303+0.00425519j -0.0678045-0.0825872j -0.0145016-0.00333208j 0.0170537+0.0647293j 
-0.00444977-0.0572211j 0.0216218-0.0442006j 0.00478296+0.0126765j -0.00683618+0.0167558j 0.0151197-0.0246054j -0.00905231+0.0613679j -0.00246137-0.049401j 0.00890166-0.0536583j -0.00548385+0.0114587j -0.00057282-0.0210274j 0.00153795-0.0133789j -0.00262131+0.0348962j -0.00881532+0.0232381j 0.000891672+0.0186604j -0.00678212+0.0149344j -0.00965414+0.0186701j -0.00230557+0.00205114j 0.00971566-0.0238108j -0.0107592+0.0225368j 0.0085935-0.0432776j -0.010583+0.0151914j -0.00854221-0.00631476j -0.00617875+0.00657133j -0.00226276+0.00643802j -0.0186729+0.0894289j 0.0101756-0.0336431j 0.00933099-0.000331083j -0.00537429-0.0143574j -0.00130485-0.0274639j -0.00132631-0.00550779j -0.00219914-0.0133495j -0.0143477+0.00505769j 0.021184+0.027168j 0.0304023+0.0356651j 0.0111622+0.0573259j -0.0295224+0.076572j -0.00592366-0.0264815j 0.0332031-0.139462j -0.00605032+0.0877587j 0.0131865-0.0793548j -0.00508762+0.00456578j -0.0437136-0.015031j 0.0191241-0.0121238j 0.0095954+0.0111709j -0.00797065+0.0118501j 0.0139387+0.0386895j -0.0182358-0.0428776j 0.0155039-0.0215233j 0.00790546-0.01108j -0.0289338+0.0218301j 0.0116105-0.0313784j 0.00305532+0.00460979j 0.0194063-0.0137658j -0.0131478+0.00116489j -0.00340983-0.00462048j 0.034055-0.0702565j 0.00130621+0.00689031j -0.0546507-0.0379395j -0.0830203-0.0603458j 0.0592185-0.0664712j 0.0215416-0.00173113j -0.0105133-0.00791672j -0.0074367-0.0532987j 0.0194449+0.00604503j 0.00148885+0.0208881j -0.0134256-0.0406099j 0.0152978+0.00873253j -0.0274322+0.0293573j 0.0380578-0.0173763j 0.016612-0.0169307j 0.0148981+0.015388j -0.00289923-0.0106748j -0.000210656-0.00376081j 0.0103462-0.0120361j -0.0111182-0.000140986j -0.00206683+0.00208982j -0.0295186+0.0106015j 0.00144562-0.0183345j 0.0295764-0.0137009j 0.00387615-0.0228121j 0.00514478+0.00144438j -0.0713894+0.0689011j 0.0195835+0.104139j 0.00960664-0.134693j -0.0413065-0.0461798j 0.148009-0.100625j 0.0778503+0.120707j 0.0612183-0.0374531j -0.0597431-0.0671135j 0.0174635-0.00222772j 0.0662691-0.0656714j 0.269583-0.0217146j -0.134086-0.204065j -0.0363344-0.00286142j 0.032809+0.110502j 
-0.00391595-0.0161696j 0.00508244-0.00115642j 0.000738924+0.0244115j -0.00322577+0.0212512j 0.00175241-0.000823038j -0.00220017+0.00929692j 0.00323978+0.0190031j 0.00489415-0.0155887j 0.00814496-0.0113322j -0.00166008-0.0113067j 0.00333279+0.0154016j 0.00203464-0.0200715j 0.0032184-0.00192819j -0.00164452-0.0268483j -0.0041811+0.017501j -0.0071495+0.00961699j -0.00278666+0.0313577j 0.00485217+0.00144202j 0.00124865+0.0024443j 0.00329186+0.000312973j -0.0029642-0.00619062j -0.000801432+0.0107237j -0.00300883+0.0143062j 0.00326015+0.00423262j -0.0105854+0.00251978j 0.00347503-0.0225871j 0.000850371+0.0180889j -0.00373269+0.0141948j -0.00340194-0.0347791j -0.000605422-0.00936173j -0.00232589-0.0111796j -0.00466404+0.0171186j 0.0169521+0.00289229j 0.011444-0.00164746j 0.0102651+0.00918246j -0.0183353+0.00579417j -0.00618672+0.000326914j 0.0104074-0.0327197j 0.0006608-0.00257851j -0.00219989-0.049575j 0.00369574+0.0398182j 0.0054221-0.0185142j -0.00350267-0.000929747j 0.00454312-0.0392639j 0.0147424+0.0287494j 0.00236879-0.00592799j 0.00612345-0.00248392j 0.00432801+0.00176218j -0.00197762-0.0286513j -0.00276702+0.0196742j 0.0119787-0.0105347j -0.00387695-0.000215573j -0.00195379-0.00455359j 0.00512594-0.000348378j -0.00045199-0.00550437j -0.00088612+0.0314195j -0.0126125-0.00700154j -0.0219024-0.0074088j 0.0020178-0.0140675j 0.00404221-0.0334015j -0.00502463-0.00179118j -0.00661989+0.0178376j 0.00339558-0.0109869j 0.0125706-0.0103825j 0.00548889+0.039681j -0.000489668-0.0419348j 0.00937302+0.0107126j -0.0166314-0.0115528j -0.021574-0.0307184j 0.0144964+0.00308111j -0.0290987+0.0266736j -0.0183114+0.0118367j 0.00745753+0.00794219j -0.00223941-0.0243914j 0.0236663+0.0271769j -0.0246229+0.0209594j -0.029261+0.0252689j 7.8652e-05-0.000383051j 0.0116003+0.00630135j -0.000927485-0.0282907j 0.00232319-0.000977418j -0.0169407-0.014893j 0.00784123+0.0216767j -0.00109066-0.0153323j -0.0103806+0.00936547j 0.0472296-0.0264119j 0.0214529-0.0041424j -0.00685687+0.0149799j -0.00883747+0.0722969j -0.00192747+0.0338323j 0.0124482-0.041714j 0.0779687+0.0151759j -0.0374104-0.0615336j -0.0123069-0.00785248j 0.00568324+0.0260652j 
0.00710984+0.000622647j -0.00780875+0.0283419j 0.00586381-0.0084997j -0.00934778-0.0139869j -0.00235617+0.00325484j -0.0088247-0.00820129j 0.00691361-0.0133093j -0.00875875+0.0160262j -0.00292024+0.0186248j -0.00136688-0.0193663j -0.00778176+0.0140942j -0.000743699-0.00040135j -0.00279918+0.00864851j -0.000408636+0.0034869j 0.00349078+0.0154636j 0.00244165-0.0149296j -0.00229169-0.0323954j -0.00969862-5.77839e-05j 0.0044183+0.00267776j -0.00323616-0.00696969j 0.00322513+0.00932125j 0.00113299-0.00510144j -0.000660248-0.00497967j -0.00269092+0.00491394j 0.00220394-0.0076583j 0.000554423+0.015946j -0.001136-0.0159606j -0.00249629-0.00125573j 0.00133878+0.0162104j 0.000210114+0.00801719j 0.00478823+0.0220738j 0.00248509-0.00328179j -0.0126438-0.00337086j -0.00297265-0.00311698j -0.0046137-0.00415358j 0.0151773-0.00294096j 0.00442931+0.0170641j -0.00775269+0.0279631j 3.02882e-05+0.00294978j 0.0014637+0.0130343j -0.0143124-0.0284908j -0.00558762+0.00890151j 0.00293521-0.000577168j 0.00519943+0.032635j 0.0221472-0.0181034j 0.00422156-0.0195075j 0.00197636+0.00802623j -0.000691741+0.00340272j -0.0060066-0.00218296j -0.00642965+0.0155352j 0.0105443+0.0377606j -0.0123686-0.0121497j -0.00442374+0.0180279j -0.00554215+0.0125568j 0.00284754-0.0161089j -0.0183082-0.0307362j -0.0190358+0.0243419j 0.0190928+0.00320279j -0.0132054+0.00371084j -0.0114878+0.0296417j -0.00206116+0.00324822j 0.000851526-0.063611j -0.000956058+0.0278049j 0.0122246-0.0149176j 0.0132619+0.000103226j 0.0296697+0.0339025j 0.00137465-0.0294275j -0.00261114-0.0166778j 0.0121102+0.0344577j -0.00591779-0.0276487j 0.0141545-0.0330051j 0.00383605-0.0314255j -0.00293879-0.00690875j 0.000829043+0.0214503j -0.0228138+0.000304428j 0.0345822-0.00748514j 0.0130431-0.0106278j 0.0161332-0.000885671j -0.00229907-0.00464429j 0.00894501+0.0212394j -0.000137068+0.00125065j 0.0119117+0.011449j -0.00304921-0.0270333j -0.00756534-0.0068316j 0.00487548+0.0242347j -0.0461333+0.030004j -0.0222414+0.0114861j 0.0138453-0.00494121j 0.0041921-0.035884j -0.00667407-0.0270506j -0.00208428+0.0307523j -0.0530055-0.0183752j 0.030474+0.033065j 0.00400395+0.000307732j -0.00182529-0.0178247j 
-0.00414877+0.0253131j -0.00790187-0.0128224j 0.00730627-0.0261224j -0.000819009-0.00506j -0.000883287-0.0373997j 0.00825444-0.00885593j 0.00471384-0.0132755j -0.0141423+0.0115595j 0.00156631+0.00539307j 0.00472087+0.000968038j -0.0100125+0.0417711j 0.00365878+0.0304219j 0.00260014-0.0126861j 0.00235348+0.00257863j 0.000949797-0.00854784j 0.00849086-0.033647j -0.00172981+0.00667029j -0.00430611+0.00353529j 0.00188014-0.0221989j -0.00156068+0.0331582j 0.00952276+0.0355375j 0.00133096-0.0147856j 0.00570859-0.0338584j 0.000588126-0.006969j 0.020491-0.0382373j -0.010457+0.00563833j -0.00440476+0.00891534j 0.000964939-0.00084062j -0.00107355-0.00470739j 0.00175349-0.0076792j 0.0016104+0.0378564j 0.00955598-0.00691897j -0.020022-0.0201138j -0.0113119-0.000912327j -0.0100734-0.0264857j 0.0239467-0.0238016j 0.00814486-0.0295294j -0.0109325+0.0886592j 0.00245494-0.0821352j -0.00225961+0.10246j -0.00631096+0.0294237j -0.0191452-0.0141848j 0.0138756+0.0100681j -0.00256063+0.00354308j -0.00544329-0.0104957j 0.010281+0.023667j -0.0144309+0.0280655j 0.00458632+0.0148675j 0.00208407+0.0146746j 0.00530025-0.0503524j -0.00872376-0.0168599j 0.00511624+0.00224616j 0.0221532-0.00970949j -0.00995267-0.0162629j -0.00110904+0.0259411j 0.00359144+0.0345263j 0.0239746-0.00820255j 0.0196982+0.0248929j -0.00576445+0.000605002j -0.00949966-0.0587381j 0.00195385+0.0322377j 0.00154714-0.0404064j -0.0173469-0.0309934j 0.0210491+0.0355326j 0.0233707-0.0100986j 0.0100759+0.00487795j 0.011545+0.0293424j -0.0267584+0.045469j 0.0241813-0.010048j 0.0373017-9.6578e-05j 0.0231613-0.0052337j -0.0268457-0.00314792j 0.0122061-0.0198298j 0.0230754+0.0266875j 0.00408115-0.00848392j -0.0174381-0.00610212j 0.0311568+0.0084852j -0.0192911+0.00946794j -0.0495433+0.00562877j -0.0186071-0.023236j 0.00538299-0.00725477j 0.026276+0.00133093j -0.0206481-0.0221158j -0.0045061+0.0103536j 0.0343282-0.0219873j -0.090823+0.0232192j -0.0399011-0.00752754j 0.0479415-0.0212965j 0.00195778-0.0915796j -0.000147181-0.0252657j -0.0329513+0.0356542j -0.145998+0.00371989j 0.0677579+0.097636j 0.0195921+0.013467j -0.0146596-0.0309126j 
0.00945119+0.013485j -0.00517862+0.0069029j -0.00142506+0.00187254j -0.00107962+0.000263584j -0.00777641+0.0169843j 0.00582701-0.0197954j -0.0113079-0.0252074j 0.00404803+0.00907608j -0.00848157-0.00263515j 0.00500583+0.0102929j 0.0118671+0.0146328j -0.000193378+0.0383836j -0.00256619-0.0144396j 0.00230647-0.00850007j 0.000907249-0.0219294j -0.00290022+0.00821668j -0.000440513-0.00106109j 0.00378133+0.0037985j -0.000181043-0.00264316j -0.00677656+0.0051294j -0.00131239-0.0352749j 0.00436631-0.000737597j 0.00091708-0.00203452j -0.00224103-0.0304512j -0.00139714-0.0129381j 0.00450553+0.0181788j 0.0011842+0.0115371j 0.00404275+0.0345525j 0.00349441+0.00417076j 0.00110484+0.00266558j -0.00074607-0.0168392j -0.000844443+0.0108848j -0.00177145-0.00979316j -0.0111105-0.0156179j -0.003134-0.00952439j -0.00143055-0.0219935j 0.00247679+0.0152666j -0.0101526+0.00366663j 0.0050116+0.0273577j 0.00311705+0.0053143j 0.00860199+0.0204417j 0.0270023+0.00301701j 0.00713367-0.0108307j -0.00874056-0.00238965j -0.0153544-0.00521649j -0.00574687+0.000477993j 0.00155567+0.017441j 0.0038276+0.00993175j 0.001446+0.00778498j 0.01239-0.0130657j -0.00320392+0.0135003j 0.0235191+0.0011908j -0.00702142+0.00451895j 0.0155735-0.00520643j -0.00444209+0.00986375j -0.007285-0.0175416j 0.00123096+0.00486539j 0.00950083+0.00854074j 0.0348605+0.0135252j -0.006974+0.0487085j 0.00454034-0.0132811j 0.00385243+0.0536122j -0.00126427+0.0190521j -0.0431906-0.00603839j -0.025026-0.0253859j -0.0255784+0.0323422j -0.0173388-0.0339664j 0.0414941-0.0122413j -0.0124607+0.0306056j -0.00885433-0.00644943j 0.010467-0.03073j -0.0102695-0.0142944j 0.0118723-0.021538j 0.00178636+0.0364138j -0.00789913-0.0246632j -0.000831596-0.0315815j 0.0134488-0.00915465j -0.0227108-0.000652667j 0.00608365+2.48215e-05j 0.00393281+0.0220559j 8.33083e-05+0.00774565j 0.0100731+0.0148653j -0.00534327+0.0059921j 0.0104882+0.0192273j 0.00609197-0.0127467j -0.0178223-0.00568791j -0.00395424+0.00692616j 0.0442019-0.0201906j -0.0170847-0.0748648j 0.00645425-0.0154901j -0.00995664+0.0161173j -0.0213837-0.0224038j 0.0109655+0.00401416j 0.00574731-0.00226771j -0.00276668-0.0005439j 
0.0046848+0.0114325j 0.0041025-0.0449628j 0.0127341+0.00237582j 0.000773921+0.00231368j 0.00605972+0.00838532j 0.0125642-0.00423822j -0.00428814+0.0198947j -0.00316157-0.000466662j -0.00867792-0.0190107j 7.31931e-06+0.0248378j -0.00015845-0.0164185j -0.00403489-0.037525j -0.00313239+0.00753998j -0.00321258+0.0172429j -0.00227628-0.00439342j 0.00113512-0.0121281j 0.00024873+0.0204849j 0.00415622+0.0120584j -0.00688664-0.000337925j -0.00155906+0.0142346j 0.00130399-0.00647882j 0.000435451-0.00644382j 0.0102676-0.0175792j -0.00664294-0.0622723j 0.0107349+0.0117349j -0.00268462+0.000320612j 0.00432817+0.0132472j 0.0057242-0.0223258j 0.000769215+0.00919687j -0.000722952-0.00836233j -0.00792702-0.023005j 0.00319448-0.00495699j -0.00808997-0.00466872j 0.00997421-0.000466605j -0.00675417-0.012032j 0.005631-0.0258281j 0.00300044-0.0036262j 0.00174736+0.00468014j 0.000675357+0.000983695j -0.00938678+0.0130695j 0.00244819+0.0352613j -0.00752081+0.00469218j 0.00926325+0.00204757j -0.004375-0.0198396j -0.0251551-0.00512672j -0.0119711+0.0356627j -0.00985247+0.0103942j -0.0176234+0.0140552j -0.00741402+0.0288848j -0.019806-0.0767135j -0.0151526-0.0418636j 0.00904696+0.0142895j 0.00622057-0.0259772j -0.00994856-0.0261942j -0.00189902+0.0306136j 0.0203816-0.0237017j 0.0385588-0.0172976j 0.0101008+0.00352277j -0.0132016-0.00978245j 0.0122651-0.0315594j 0.0128693+0.00874863j -0.00199134+0.000459122j 0.00655399-0.021365j 0.0225788+0.0125674j 0.00698133-0.00594547j -0.0182609+0.00391703j -0.0122271-0.0274179j 0.00601971+0.00610144j 0.02215-0.00647043j 0.0163977+0.000752095j -0.00813856+0.00612934j 0.00966714+0.00914345j -0.0192441+0.045291j -0.015245-0.0389521j 0.0017363+0.0160896j 0.0033601+0.0300033j 0.011993-0.0195546j -0.0139706-0.0243562j -0.00704117-0.0307134j 0.00141797+0.000950867j 0.000899735-0.0113722j 0.00549253-0.00873292j -0.00556328+0.00342796j 0.0108527+0.00285117j 0.000322097-0.0663562j -0.00288783+0.0110969j -0.000844213-0.0156319j -0.0442482+0.0251008j 0.018898+0.0661567j -0.00634773-0.00492589j -0.00717803+0.000130512j -0.0144701+0.0196399j 0.00413851+0.0403702j 0.00448711-0.00525082j -0.00188103+0.008317j 
0.00479695-0.0159691j 0.0300043+0.00987589j 0.00280992+0.0074627j 0.000562241+0.000124714j 0.0101905+0.0107107j -0.00301782-0.0113075j -0.00855896+0.0362728j 0.0178791+0.0411562j -0.0176457-0.0240763j -0.0140211+0.0102487j -0.00468755+0.0156478j 0.0022165+0.011063j 0.00209245-0.00819936j 0.000330619-0.00498664j -0.00453449-0.0144025j -0.00584031-0.00414243j 0.00462843-0.00664096j 0.00677754+0.0166384j 0.00326599-0.0190841j -0.00365815-0.000759762j -3.67051e-05+0.000775133j -0.00540816+0.0614928j 0.01205+0.057233j 0.00604976-0.0124433j -0.0133912-0.0482146j 0.00852507+0.0325385j 0.0105701+0.0404425j -0.00424219+0.0124007j -0.00418912+0.0299683j -0.0018368+0.012836j -0.0153461-0.0478768j -0.0113507+0.0056852j 0.0227291-0.0244505j 0.0597959-0.0244305j 0.0200165-0.0269983j -0.0159403-0.0473372j -0.0132802+0.0417215j 0.00671822-0.0150353j -0.00225134-0.0446755j -0.013729-0.0410922j 0.00324484-0.0408475j -0.00530169+0.0146448j -0.00963619+0.018371j 0.0109707+0.0346843j 0.00941341-0.0031123j -0.00143466-0.0463598j 0.00690261-0.00646193j 0.00136451+0.0169067j -0.000182845-0.00581348j 0.00557746+0.0191871j 0.00972482+0.0220768j 0.00936735+0.0354171j -0.0105152+0.0142941j 0.0187407-0.0124753j -0.00727808+0.0318004j -0.00689445-0.0331594j -0.0235076-0.000871909j -0.0135963-0.00288978j 0.0198711+0.0474506j -0.0225135+0.0347695j -0.00372586+0.0690232j 0.00320161+0.00448888j -0.0139637-0.108631j 0.00485123+0.0730482j 0.00242233+0.0441725j -0.0288649-0.038919j 0.0131911-0.0337913j -0.00822874+0.0225361j 0.0220185-0.0455688j -0.00510731-0.0151648j -0.0255786+0.0145228j 0.0144445+0.0109205j 0.0337189-0.0223344j -0.00127744+0.0102658j -0.0202054+0.0107782j -3.07103e-05+0.0458112j 0.0195325+0.00765223j -0.007126-0.0095261j -0.00967628-0.0132957j -0.0132842-0.00844457j -0.00677994-0.00664846j 0.0502806-0.0287111j -0.0143474+0.00432324j 0.00406845+0.025251j 0.0261873+0.0286085j -0.0687522-0.00795141j -0.0392189+0.0126021j -0.00172052+0.00973795j 0.0116563+0.0237878j 0.00595052-0.013617j 0.0122705+0.00735971j -0.0705904-0.00491027j 0.0375968-0.0130207j 0.00633571+0.0441748j -0.00526023+0.00349218j 
