-0.010091+0.0120974j 0.000512465+0.01296j -0.00163054+0.00978483j -0.00184973+0.00862153j 0.00294999-0.00146217j 0.00818712-0.0130621j -0.00256765-0.00356659j -0.00419073+0.0232681j 0.00292059-0.00562157j 0.00773332-0.00287805j -0.00819432+0.00549703j -0.0025272+0.00305545j 0.00334499+0.0140002j 0.000466824-0.0149674j -0.00232053+0.00404482j 0.00458199-0.00811461j -0.00110252-0.00640687j -0.000886729+0.00577064j 0.00297605+0.0155182j -0.00455336-0.00286526j -1.9039e-06-0.00350858j 0.00363635+7.24324e-05j 0.000223945-0.0052825j -9.99223e-05+0.00225502j 0.00516658+0.00554181j -0.000722651+0.00452726j 0.000292603+0.00307035j 0.00372992+0.00574554j 0.00241439+0.00969712j -0.000900263+0.000493067j -0.00127049-0.00202724j -0.00150416-0.000271339j 0.00141633-0.000630688j -0.00297471-0.00922638j -0.000784387+0.000129791j -0.00292604+0.000359008j -0.00151871-0.00192642j 0.0019432+0.00234545j -0.00235-0.00220668j 0.00641292+0.00523487j -0.000104567-0.00299381j 0.0016275-0.000131303j -0.00223699-0.000710006j 0.00143656-0.00171199j 0.000746441+0.00374233j -0.00318853-0.00420948j -0.00348838-0.00492339j 0.00373279+0.000166784j 0.00245787-0.00215783j 0.000933744-0.00420095j -0.00485081-0.00533016j 0.000749089+0.00348593j 0.00402343+0.00573262j -0.00276611-0.000851856j 0.00167049+0.0123046j -0.0100681-0.00335481j 
0.00100499-4.91852e-05j 0.00121234+0.00154972j 0.00197556+0.00119863j 0.00153673+0.00185035j 0.00244547+0.00251232j -0.000396072-0.00280108j -0.00210813+0.00252168j -0.000180745+0.001012j 0.00168551+0.00275379j 0.00193801+0.0034783j 0.00189754-0.000393134j 0.000466643-0.000144396j 0.00370186+0.00153617j -0.00740931-0.00507045j 0.000198049+0.00374379j 0.00135325+0.00470427j 0.00152477+0.00927644j -0.00335243+0.000286073j 0.000406629-0.00115235j 0.00203303-0.00326773j 0.0033228-0.000883786j 0.00410749+0.00132091j -0.00512113-0.00667084j -0.00267631-0.000876921j 0.00282081+0.00533886j 0.00492581+0.00995281j -0.00215531-0.00406364j 0.00307473-0.0013702j 0.000600075+0.00932521j -0.000987665+0.00407352j 0.000568234-0.00184604j -0.000558393-0.000517541j 0.00536909+0.00701581j -0.00513056+0.00442807j 0.00460174-0.000500387j 0.00683429+0.00439149j 0.010565+0.00987239j -0.0107219-0.0105389j -0.00233824-0.00247072j 0.00307993-0.0017508j 0.00590641+0.0021011j 0.00321495+0.00580308j -0.00881506-0.00293966j 0.00838877+0.00848222j 0.00055195-0.0012079j 0.00504725+0.000264756j 0.00875306+0.00308329j -0.00825455-0.00129575j 0.00111931+0.00149614j 0.00385902+0.00220768j 0.0072717-0.00166624j 0.00808116-0.00234193j 0.00147037-0.000790622j 0.00518323+0.000646764j 0.00379156-5.11844e-05j 0.00440704+0.000813885j 
0.00119452+0.00101604j 0.000585061-0.00153245j 0.00312869-0.00161419j -0.000470486-0.00341427j -0.00145562-0.00201301j 0.00285724-0.00381109j -0.00554358+0.00601755j -0.00227339+0.00199739j 0.00201076-0.000208962j 0.00317815-0.00188369j -0.00185469-0.00107412j -0.000985794-0.00138401j -0.00157856+0.0093677j -0.005831+0.00330148j -0.000891147+0.00172377j -0.00109995+0.00250622j 0.00561596-0.00713693j -0.00164891+0.00571825j 0.00437565-0.00518706j 0.00156669-0.00110652j -0.00173883-0.00223799j 0.0014861-0.00273886j -0.00408042-0.00190454j -0.000492306+0.00238944j 0.000281712-0.00742723j 0.00242768+0.00351405j 0.00138724+0.00186861j -0.003735+0.00413192j 0.00150132-0.0056943j 0.00260267+0.00715308j -0.00131089+0.0108703j 0.00239386+0.00125456j 0.00365412+0.00792491j -0.00232465+0.00327889j 0.00366834+0.00535101j 0.00517708-7.79376e-05j 0.0023246-0.00119405j -0.00219042-0.000140446j 0.000611323+0.00583663j -0.00141878+0.00302228j 0.00223726-0.00172709j -0.00276337+0.000156483j -0.000583369-0.000755026j 0.000219467-0.00138872j -0.00533003-0.00554076j 0.00503914+0.00830572j -0.000339008-0.000451884j -0.00416347+0.000373555j 0.00263989+0.00496204j 0.00244076+0.00491907j -0.000526687-0.00618149j -0.00256189+0.000215907j 0.00104936+0.00107353j 0.00014875+6.29311e-05j -0.00176731+0.000876585j -0.000972006-0.000567233j 
7.51522e-05+0.000935118j -0.00452223+0.00201935j 0.000590672-0.00118725j -0.00367043-0.00118026j -0.00349466+0.000140684j -3.24627e-05-0.000687169j 0.00132783-0.00110043j -0.00387104+0.00232258j 0.00170012-0.0030963j 0.00424238-0.00171047j -0.000832013+0.000361055j 0.00148455-0.00594583j 0.0032434-0.00434283j -0.00642647+0.00452096j 0.00763637-0.000911243j 0.00543853+0.00250303j 0.00739415+0.000930297j 0.0105192+0.000612622j -0.00572714-0.000747632j 0.00185778+7.66148e-05j 0.000873592+0.00123873j -0.000669292-0.00299429j -0.0107676+0.00749711j 0.00696706+0.00144379j -0.00897135+0.00657911j 0.0105898-0.00762082j -0.00450576+0.00545005j -0.000106458-0.00436248j 0.0125156+0.00428494j 0.00322139+0.00094967j -0.00110972-0.00201247j 0.00725266-0.00117208j 0.0133581+0.00014643j -0.00205867+0.00235419j 0.000610066-0.00356763j 0.00515649-0.00859798j -0.00115612-0.00927728j -0.00514187+0.00532962j -0.00937655-0.00269128j 0.00177499-0.00228452j -0.00108412-0.00573354j 0.00411077-0.00146193j 0.00384413+0.0021891j 0.00781918-0.00628056j 0.00284224+0.000170594j 0.0029443-1.64081e-05j 0.0030518-0.00554557j 0.000133529-0.001733j 0.0066989+0.00276244j -0.00232634+0.00162666j 0.00256551-0.000289218j -0.00296045+0.00380842j 0.0012204-6.98214e-05j -6.71999e-05+0.00165314j -0.00320763+0.000445279j -0.000220559+0.00329237j 
-0.00178798-0.00064079j -0.00291645+0.00243852j 0.00435389-0.000748918j 0.00122812+0.000190828j 0.000140081+0.00108911j 0.000990327-0.00029091j -0.000121746+0.000827505j -0.00512338+0.00258637j 0.00171875-0.00385133j 0.000226221-0.00228933j 0.0005832-0.00229948j 0.00999116-0.00235828j 0.000970818-0.00667872j -0.00397126+0.00617284j -0.000446823-0.00553388j -0.00123303-0.00640974j -0.0039329-0.00664407j -0.007327-0.00115827j -0.00181743+0.00388571j 0.0107457-0.0013708j 0.000556209+0.000503379j 0.00173238-0.00230111j -0.000649451+0.0135193j -0.00683086+0.00483166j 0.000210618+0.00606572j -0.00588851-0.00339628j -0.00112795+0.0101989j 0.0106783-0.00472834j -0.00917621+0.0015659j 0.00222034+0.00167327j 0.000808565-0.00100491j -0.00761339-0.00245864j -0.00869302+0.00168154j -0.000986183+0.000275646j 0.00224552+0.00240237j 0.00177156-0.00906165j -0.00238539-0.00740923j 0.00567384-0.00287926j 0.00605462-0.00315184j 0.00483936-0.00616274j -0.00189628-0.00686663j -0.00496695+0.00679072j 2.69352e-05+0.00261158j -0.00876275+9.25805e-05j 0.00360416-0.000958294j -0.00254586+0.000404042j -0.00209237+0.00636004j 0.000607882-0.000190568j -0.00301781+0.00667645j 0.00161625-0.00347918j -0.0056474+0.000104775j -0.000614828+0.00185335j -0.00085345+0.00225861j 0.000324909+0.00174175j -0.00026828-0.000751682j 0.00118967+0.00111295j 
-0.00236556+0.000396708j 0.000612843-0.000757688j 0.00236202+0.00317572j 0.00254053+0.000330937j -0.000834241-0.000627085j 0.00329301+0.00066114j -0.00218452+0.00101775j -0.000157079-0.001544j 0.0027706+0.00127916j 0.00155607+0.000567699j -0.00164089-0.00126224j -0.00131069+0.000662066j -0.00650039-0.000710126j -0.00268928-0.00277956j 0.00215334+0.0020621j -0.000467593+0.00126359j 0.0100814+0.00399629j 0.000838794-0.00236201j 0.00151405+0.00111457j 0.00189689+0.00425922j 0.00100183+0.000220013j 0.000700637+0.00101598j -0.000880172-0.00197796j 0.000762123+0.000771801j 0.00310677+0.00203162j 0.00440852+0.00112064j -0.00444391-0.000829037j -0.0103166-0.000469763j 0.00854441+0.000905824j -0.000932877+0.00482601j -0.0064914+0.00252614j 0.0021463+0.00138109j -0.000508227+0.00269954j -0.00304998+0.000195911j -0.00371544+0.00263447j 0.000491272+0.0047912j 0.00236465-0.000421034j -0.00374397-0.000133713j -0.00707965+0.00239516j 0.00351029+0.00182478j -0.00299317+0.00185111j 0.00196323-0.00648634j -0.00161047+0.00112689j 0.00413959-0.00157646j 0.00374151-0.00385017j -0.00579874+0.00422553j 0.00164126-0.0011786j -0.00149807-0.00225674j -0.000192614+0.000264288j 0.00176592+0.00245522j 0.000929492-0.00351076j -0.000573855+0.000418198j -0.00269311+0.00247159j -0.00377661+0.00243641j 0.000277108-0.00293727j 0.00144415-0.00114333j 
-7.51708e-05+0.000231279j 0.00038895+0.000481826j -0.000278042+0.000508786j 0.00217199+0.000585373j 0.00354923+0.000549559j 0.00156507-0.000889753j -0.00113875-0.000374185j -0.00476478-0.00117143j 0.00169518+0.000185437j -0.000155494-0.000331802j -0.00324644-0.00417679j 0.00449884-0.000350037j -0.0103505-0.00354038j -0.00200554-0.000996462j -0.00307215-0.00247965j -0.00241822-0.00248583j 0.00972855+0.000594807j -0.00574639-0.0039187j 0.00424642+0.00674617j 0.00323852-0.00174261j 0.00152923-0.00195748j 0.00232864+0.000494932j 0.00324657+0.00159678j 0.000531341+0.00309151j 0.00932594+0.00601457j -0.000642566+5.87582e-05j -0.00313656+0.00393851j -0.00781822-0.00416941j 0.00885292-0.000798913j -0.00188756+0.00259686j -0.00885449+0.000770103j -0.0071739-0.000525119j -0.0127094-0.000403113j -0.00417937-0.000717677j -0.00548853+0.00216325j -0.00243285-0.00114393j 0.00131347+0.000978275j -0.00281439+0.000865086j -0.00450995+0.00519423j 0.000593219-0.00399244j -0.00598344+0.00441546j 0.00090016-0.000344889j -0.00343015+0.00101185j -0.0017473-0.000126952j 0.00588269-0.00771308j -0.0105476+0.00641225j 0.00303382+0.000143382j -0.00155863-0.00488707j -0.006189+0.00325375j 0.00311227-0.00185358j -0.00196233-0.000411168j -0.000455495-0.00149888j 0.000694867-4.35848e-05j 0.00345546-0.00168056j 0.000427526+0.000693773j -0.000794971+0.000649949j 
0.00056432-0.00103921j -0.00298016+0.000664549j 0.00191366-0.00153801j -0.000498784-0.000372407j 0.00165394-0.000308723j -0.000136142+0.000559907j 0.00600272-0.000453868j -0.00239802+0.001935j -0.000285731-0.00200699j -0.00597723+0.000762296j -0.00542827+0.000950035j -0.00292865+0.00437411j 0.00557596-0.00553262j -0.00520874+0.00688875j 0.00485348-0.00489397j -0.00496476+0.00250517j 0.00200722-0.000410039j -0.00334992+0.0049224j -0.00820652+0.00255408j 0.00247424+0.000728564j -0.00163669-0.000759502j 0.00269225-0.0053835j 0.00519954+0.00198465j 0.00809644-0.00224501j 0.0046783-0.00305788j 0.00345649-0.00889903j -0.00292246+0.00133962j -0.00431576+0.0052244j -0.00139883+0.00767104j -0.000350033+0.00341931j -0.000497651+0.00887142j -0.00374595+0.000149351j -0.00184252-0.00325851j -0.00145619-0.000739067j 0.00450725-0.0109342j -0.00284452+0.00397361j -0.000129702+0.00552858j -0.00313726+0.010701j -0.000717871-0.00289281j 0.00323548-0.00163086j -0.00546581-0.000633736j -0.00185591-0.00253989j -0.00298536+0.00282521j -0.00052978+0.00615527j 0.00344786+0.0057861j 0.000964127-0.0044577j 0.00195026+0.00372759j 0.00102876+0.00296131j 0.000622648+0.00449394j 0.00263598-0.00399532j -0.00465015+0.00200054j -0.000958722+0.0018614j -0.000417173+0.00107475j 0.000281295+0.00023002j -0.000616769+0.000483507j 5.45777e-05+0.00104744j 
0.00126211+0.00175555j 0.000427428+0.000619j 0.000212792+0.000758787j -0.000922932-0.000722834j 0.000831662-0.000683241j 0.0033482+0.000574051j -0.00508796-0.00296967j -0.00164295+6.95128e-05j 1.50443e-05+6.65629e-05j 0.00104264+0.000756972j 0.000521877+0.0013704j -0.00256412-0.00152268j -0.000481189+0.00178786j -0.00609342-1.52042e-05j 0.00150295-0.00123592j -0.001559+0.000316392j 0.00371578+0.00150362j -0.0016707-0.002533j 9.16287e-05+0.00237436j 1.32532e-05+0.000307183j 0.000513164+0.00142219j 0.00251325+0.00038988j -0.00137139-0.000834434j 0.00150426-0.00434551j 0.00112966-0.00127828j -0.000547977-0.00165204j -1.15145e-05+0.0022137j -0.000946709+0.000614743j 0.0029064-0.00155024j -0.00548259+0.00367462j -0.0062282+0.00350687j 0.00191667+0.000252834j 0.000886243+0.000207424j -0.00267871+0.00174107j -0.000300126-0.00287555j 0.0013065+0.00186139j -0.00177791+0.00166301j -0.000430665+0.00326828j -0.00331743+0.00189299j -0.00372234+0.00138437j 0.00263448-0.00177044j -0.00134812-0.00139061j 0.00164136-0.00402533j 0.00110144+0.00039477j 0.000906672-0.00302186j 0.000475159+0.00200523j -0.00131755-0.000989477j -0.000486199-0.00154264j 0.000356255+0.00232528j -0.00432665+0.00548591j 0.00601176-0.00191455j -0.000781091-0.00068024j -0.00023881+2.34321e-05j 0.000702303-0.00128573j -0.00223341+0.000926091j 0.000156757+0.000688166j 
0.000410106-0.000325318j 0.000382823+0.00122843j 0.0045171+0.00010084j 0.0007443+0.000514679j 0.000958131-0.000929292j 0.00414117+0.00106143j -0.0080987-0.00523429j -0.00012456+0.00115268j -0.00158749-0.0019737j -0.00111865+0.00110924j 0.00309384+0.00256998j -0.00177654-0.00122984j -0.00083861+0.000564077j -0.00629615+0.00228009j -3.06185e-05-0.00660187j -0.00222428-0.00622865j -0.00184157-0.00586289j -0.0102462-0.00212125j 0.000241381+0.00454875j 0.00291141-0.00307566j 0.00244636-0.0018848j 0.00314463-0.00126536j 0.00345505+0.00576203j -0.00442032-0.00529089j 0.00564637-0.00322752j -0.0118502-0.00398382j 0.00373698+0.00647309j 0.00359972+0.00366482j -0.00847012-0.00588694j -0.00857662+0.00211512j -0.00572898+0.00398678j -0.000459664-0.0038964j -0.00507355-0.00121128j -0.000542849+0.00113767j 0.0014665+0.000320321j -0.00240375+0.000885654j -0.00494454+0.00204847j 0.00752263+0.000398059j 0.00407864+0.00349426j -0.00596612-0.00331327j 0.0049762-0.00216801j -0.0067323-0.000647072j 0.00396943-0.00469484j -0.00733819+0.000708832j 0.000454661-0.00246662j 0.00072925+0.000646395j -0.00688588+0.00220339j -0.000634662+0.00151541j -0.0042091+0.00223432j -0.00722893+0.00482143j 0.00632177-0.00199645j 0.00122084-0.00122095j -0.000953775+0.00281015j -0.00103198+0.00169518j 7.14149e-05+0.000512747j 0.00111284-0.000794801j 
0.000353025-0.00277147j 0.00157681+0.00193521j 0.000157197-0.00489232j 0.000449369+0.00142825j -0.000141216+4.26738e-05j -0.00316564-0.00221814j -0.00128706-0.00174193j 0.0024984+0.00289077j -0.00587319-0.00388174j -0.00155509-0.00307599j -0.00169169-0.00170909j -0.00718981-0.00697788j -0.00515352-0.00330096j 0.0056416+0.00576745j -0.00283111-0.00808547j -0.000651805-0.00378291j -0.00155551-0.00344552j 0.00015269+0.0052744j 0.0016958+0.00224828j -0.00750967-0.0143711j 0.00242138-0.00526692j -0.00162253-0.00614217j 0.0105617+0.00915837j 0.00359817+0.00166054j 0.00793924+0.00460199j -0.00653693-0.00510344j 0.00860703+0.00584898j -0.00862001-0.00937069j 0.00530052+0.00170011j -0.000104519-0.00459286j -0.00336061-0.000830094j -7.56302e-05-0.00543778j 0.00413587-0.00454242j 0.00408954+5.95708e-05j -0.00137957-0.00163251j -0.0119748-0.00861091j -0.00555526+0.00200493j -0.00201939-0.000106266j -0.00429501+0.00317235j -0.0109697-0.00995116j -0.00622498+0.000992038j 0.00916478+0.00123499j 0.00203288-0.00066449j -0.000558083+4.20476e-05j -0.00174263-0.0023156j -0.00121931-0.00298037j 0.00404929-0.00517718j -0.00293723+0.00207717j 0.000281189-0.00405019j -0.00267123-3.61685e-05j 0.00242565-0.00079927j 0.00238233-0.00200505j 0.00489737-8.88622e-07j 0.00203493+0.00102366j 0.0045038+0.0026859j -0.0015505-0.00093773j 
0.00262756+0.00111718j -0.00158862+0.00181426j 0.00381296-0.00049355j -0.00292767-0.00105336j 0.00158169+0.00151089j -0.00289031+0.00590611j 0.00080274+0.00221792j 0.00723116+0.000751346j -0.00310518+0.00211448j -0.0038083+0.000990049j 0.00298141-0.000470377j -0.00181056+0.00106595j -0.00344319-0.00517836j -0.00291573+0.00157824j -0.00108136+0.00228532j 0.00670988-0.00382461j 0.00270842+0.00307425j -0.00622961+0.0013992j -0.00223786-0.00333579j -0.00236142+0.00855722j 0.00811046-0.00510705j -0.00316217+0.0010621j 0.00167496+0.000659177j -0.000656218+0.00354799j 0.00708337-0.00802338j -0.00974537+0.00781189j 0.00353865-0.00704992j -0.00874485+0.00208614j 0.00287267+0.004609j -0.00109571-0.00339736j 0.00167942-0.00557662j -0.000666633+0.0012675j 0.00147278-0.00185684j -0.00104694-0.00157855j -0.000645459+0.00437412j -0.00256939+0.0050406j -0.00287958+0.00462692j -0.00172881-0.00376709j -0.0062745+0.00139079j 0.0002653+0.011267j -0.00230859-6.5096e-05j 7.19533e-05-0.00403103j 0.00296904-0.00319064j 0.000391534-0.00607919j 0.00707695-0.00106852j 0.00213809-0.0067972j -0.0026241-0.00442054j -0.000568521+0.00203525j 0.00582704+0.00131807j 0.00166125+0.000321993j -0.00127274-0.00281075j -0.000695862+0.00529839j -0.00375613-7.23449e-05j -0.000615351-0.000847555j -0.00448284+0.000164124j 0.00409421+0.000398968j 
-0.000335079-0.00300197j -0.004999-0.0005104j 0.0023511-0.00178641j 0.000367952+0.000777264j -0.00120049-0.000445462j -0.0031693-0.00114364j 0.00337605-0.00152669j -0.00179026-0.00179835j 0.00118088-0.00267414j 0.000444845+0.000876272j -0.000855747-0.00113569j 0.00532189+0.00275249j -0.000393039-0.0051499j -0.0013312+0.00248818j 0.00251908-0.00548974j 0.0067826-0.00161419j 0.0057685-0.00582671j 0.00136553+0.00402195j -0.00136826+0.000618178j 0.000679312-0.00239742j 0.00285884-0.00365875j -0.00106441-0.00432735j -0.00647863+0.00412411j -0.00154198+0.00126335j -0.00176624+0.000655547j 6.62396e-05-0.00709475j -0.00654288+0.00424834j -0.000906401+0.0036278j 0.00562373+0.00178535j 0.00349913-0.00172348j 0.00475374-0.00266651j 0.000327685-0.00664353j -0.00115977-0.00177527j -0.00013783-0.00143633j -0.00459442+0.00255589j 0.00366933-0.00386849j 0.007433-0.00357108j -7.1622e-05+0.00145205j -0.00200222+0.00203378j 0.00258131-0.00586727j 0.000159607+0.00334547j 5.20661e-05-0.000917421j -0.000990438+0.0048571j 0.00438616-0.00598685j 0.00466693+7.25569e-05j -0.00390996-0.00124794j 0.00337689-0.00439902j -0.00022913-0.000197674j -0.00442738-0.000166185j 0.0029242-0.00631635j -0.0024069-0.000236216j -0.000645038+0.000910543j 0.00196439+0.00215914j 0.000427318+0.00378909j 0.00231278+0.0006006j -0.00310898+0.00175417j 
0.00160022-0.000632639j -0.00499147-0.000191905j 0.00136319-0.000623371j -0.00180896-0.00113237j -0.000857001-0.00248298j -0.000141066-0.000462463j -0.002478-0.00522959j -0.00219208-0.00173143j 0.00138489-0.00178771j 0.00283256+0.00375503j 0.00308701+0.00341661j 0.00616737+0.00266637j 0.00411681+0.000568468j -0.00669455+0.00221201j 0.00367172-0.00395875j 0.00870278+0.000206558j 0.00465902-0.00713718j 0.000825477+0.00265692j -0.000596311+9.41895e-05j 0.000581922+0.000265758j 0.00326445-0.000716785j 0.000540625-0.00186563j -0.0141141-0.00101593j -0.00452072-0.004836j -0.00807761-0.00704138j -0.00207971-0.00613488j -0.00646624+0.00390805j 0.00831178+0.0103323j 0.00230012-0.00380996j -0.000946579+0.000631101j 0.00566178-0.00110515j 0.00483065-0.0035335j 0.00190458+0.0008681j -0.00137387+0.00119984j -0.00463983+0.00147493j 0.0113087-0.00148114j 0.00818197-0.00391292j 0.00527613+0.00392072j 0.000653325+0.00283622j -0.000877111-0.000816513j 0.0104695+0.00122104j -0.00598223+0.000186552j 0.00256853+0.000623299j 0.00572608-0.00706018j 0.00181369-0.00135424j 0.00182632+0.000365612j -0.00115216-0.0050795j 0.000847976-0.000572986j -0.00277029+0.00227976j -0.00445914-0.00100497j 0.00485441+0.000151762j -0.0018061-0.000268359j 0.00123667+0.00186693j 0.000100032+0.000871281j -0.000792987+0.00177833j -0.00342672+0.00341188j 
-0.00172168+0.00225865j 0.00322447-0.00026064j -0.00344846+0.00322911j -0.00053095+0.00106772j -6.93359e-05+0.00403729j 0.000197983-0.000534876j 0.000876754+3.98318e-05j 0.00168631+0.00148382j 0.00118643+0.00213854j -0.00101043-0.00349022j -0.000660433+0.00348728j -0.00300705+0.00710054j -0.00058209+0.00106174j 0.00374953-0.00302105j -0.00209839-0.0027125j 0.00123438+0.00291545j 0.000231837-0.00326711j 0.00542891-0.0157354j -0.00164302+0.00483671j -0.00145792+0.00561881j -0.00358867+0.00707322j -0.00395407+0.00410446j 0.00200124+7.8971e-05j 0.000336162-0.0105684j 0.00454344+0.00704577j -0.00257381-0.00846064j 0.00401779+0.000332653j -0.0027069+0.00524019j 0.00170534-0.0138937j 0.00340218-0.00116133j 0.00437685+0.00526068j -0.00146616-0.00375106j -0.0015908-0.0126355j -0.000958152-0.000255043j -0.00333086-0.00128694j -0.00314119+0.00292664j -0.0022863+0.000128272j 0.00470241+0.0066254j 0.00163239+0.00768315j -0.000920755+0.00211843j -0.00275647+0.00450084j -0.00360824-0.00634421j -6.85632e-05-0.000613521j -0.00254725-0.0037519j 0.000622432+0.00109544j 0.00132453+0.000158038j -0.00328583-0.00188983j -0.00121934+0.000301916j -0.000246276-0.00724919j 0.00418057+0.00143108j -0.00256943-0.00109486j 0.00175052+0.000632351j -0.00132071-0.0041391j 0.00163185-0.000132036j -0.000833954-0.00211478j 0.00206766-0.00130538j 
0.000132335+0.000666104j -0.00454022-0.00165801j 0.00132614+0.00207036j -0.00256284+0.000301903j 0.00101733+0.0021497j -0.000412299+0.00104771j 0.0039305+0.000208345j -0.00327719-0.00369275j 0.00624449-0.00210148j -0.003315-0.00557854j -0.00227869-0.00417431j -0.000791262-0.00371034j 0.00891643+0.00193101j -0.0136552-0.00474984j 0.0110135+0.00193983j 0.00197429-0.00653474j 0.00253378+0.000132427j -0.00213558-0.007226j -0.00972582-0.00362382j 0.00335432+0.00252232j 0.0013831-0.000799793j 0.00613833+0.00427866j -0.00863511+0.010467j 0.00597032+0.00558771j 0.000753598+0.00653367j 0.0122613-0.00445614j -0.00631217+0.000145225j -0.00421424-0.00135252j -0.00585123-0.00184735j -0.00580634-0.00435117j -0.00819119-0.00487617j 0.00143037-0.00645069j 0.00569128-0.00547992j -0.00257993-0.00210611j 0.0134943+0.00138393j -0.00181609-0.00368607j -0.00470561-0.00456703j -0.0118131+0.00177595j 0.00102041-0.00234198j 0.0036114-0.000441509j 0.00284405-0.00315845j 0.00203867-0.00388219j -0.000464724-0.00168652j -0.00634289-0.00235724j -0.00275991+0.00448806j 0.00406925-0.000742583j -0.00388424+0.000477682j -0.00283229+0.000384493j -0.00713138+0.000265926j 0.00103088-0.00250949j -0.00154158+0.00046696j -0.0013893+0.000816094j -0.000868348+0.000263696j 0.00032617+0.00237185j -0.00140651+0.000139771j -0.00287373+0.00213067j 
-0.00280579+0.000385917j 1.85532e-05-0.000843301j -0.00152659+0.00291611j -0.00147458+0.00155294j 0.000301184+0.00158121j 0.00207938+0.000379143j -0.00422726-0.0040552j 0.000754915-0.00203334j 0.00534746+0.00153175j 0.000665137-0.00157819j 0.00283724-0.00193108j 0.00577557-0.000365166j -0.000963403-0.00914802j -0.00401356-0.00440773j -0.00073799-0.00334415j 0.00499983+0.000118832j 0.000430835+0.00818669j 0.00393916-0.00786166j -0.00505045+0.00958585j 0.00330705+0.000698436j 2.63018e-05+0.00567698j -0.00116101+0.00381577j -0.00513861+0.00508813j -0.00552211-0.000212763j -0.000648539+0.00771025j -0.00503734-0.000933917j -0.00107557+5.97033e-06j 0.00294061-0.0125999j 0.00155889+0.00584656j -0.00261577-0.00222541j 3.63131e-06-0.00845624j 0.00103873-0.00268628j -0.00504839-0.00552719j -0.00397151-0.00273145j -0.00415153-0.00343792j -0.000386895-0.00294015j 0.00253767-0.00550109j 0.00455564-0.00403183j -0.0056196-0.00551979j -0.00296073-0.000280765j -0.00225526-0.00264312j 0.00181465+0.00272254j 0.00247984-0.00103508j 0.000829943+0.000815943j 0.00865644+0.000813169j -0.00749142-0.00546195j 0.0020554+0.00212409j 0.0032156-0.00267435j -0.00508481-0.00410058j -0.00215928+0.00231817j 0.00353145+0.000901555j -0.000554602-0.00162043j -0.000470814-0.00162611j 0.00025442+0.00196132j 0.000195569-0.00144301j -0.00176742-0.000413609j 
