0.0314332-6.59195e-17j -0.07118+0.00158489j 0.0335103-0.00126055j 0.0340246-0.00118719j -0.0248631+0.00143176j 0.0299676+0.00209503j 0.0140927-0.000755151j 0.0048295+0.00136597j -0.0309489-0.000135992j 0.0158318-0.00190981j -0.0666376+0.000441564j -0.0225404+0.00592773j 0.276346-0.00259865j 0.105097-0.00850392j 0.00646615+0.000315466j 0.104037+0.00599483j 0.120358-0.000916607j 0.00217394-0.000337635j -0.0372644+0.00265906j 0.0185871+0.000323806j -0.0398248+0.00198044j 0.0102769+0.000727303j -0.023725+0.00137444j 0.0168231-0.00299699j -0.0129399+0.00342796j -0.0148057-0.000222715j -0.0859263+0.00060954j 0.0138345+0.000340216j -0.00516728-0.00142929j 0.0131432-0.000656725j 0.00945766+0.00051008j 0.0103211+0.00268239j 0.035875-0.00285842j 0.0397006-0.00201839j 0.00198772+0.00229221j -0.0156434+0.00256772j -0.0962176-0.00112846j -0.027608-0.00220619j 0.0992646-0.00233302j -0.0636953+0.00720839j -0.0678595+0.00208695j 0.0149989+0.00451788j 0.110713+0.00991801j -0.0899908+0.0210254j -0.0507988-0.00132046j -0.120247-0.00245624j 0.0189494+0.00344513j -0.000772003+0.000138516j -0.0449264-0.00283683j 0.00362459+2.56811e-06j -0.00875234-0.00107868j 0.00445589-0.00090437j 0.00863769-3.81911e-05j 0.0153516-0.00316732j 0.0337744-0.00750118j -0.0172556+0.00226146j -0.00128475-0.0054624j 0.00302471-0.00249595j -0.0167284+0.00593851j -0.0386926-0.000277489j 0.026056+0.00194823j -0.0215494+0.00952474j 0.00850019-0.00510702j 0.00914716-0.00861029j -0.0017279+0.00114268j -0.000270526-0.00149818j 0.013857-0.00194572j 0.0344063+0.00765473j -0.0345583-0.00231113j 
-0.0636953-0.00720839j 0.101119-0.00471775j -0.0568388-0.00664025j 0.0125713+0.00148708j -0.011407-0.00443342j 0.0119228-0.00321327j 0.0406633+0.000215224j -0.0114787+0.00206534j -0.0189112-0.000915427j -0.022492-0.00552287j 0.0383035-0.000568208j 0.144793-0.00123124j -0.060591-5.75558e-06j -0.0810255+0.0036023j 0.0346229+0.00335207j -0.0668312-0.00784726j 0.0699971+0.00173567j -0.0173553-0.00509432j -0.112078-0.0030935j 0.156252+0.00121963j -0.0780832-0.000527402j -0.0260655+0.000171612j -0.00241245+0.00351824j -0.0654354+0.00395783j 0.0789777-0.00312339j 0.0824905+0.00181214j 0.0167144+0.000117073j -0.0987461+0.00224871j -0.0340377+0.000866922j -0.0852903-3.51143e-05j 0.0239066-0.00138127j 0.118132+0.000116051j -0.192637+0.000533451j -0.00979225+0.000619887j 0.0158397-1.67812e-05j 0.0378083+0.00239931j 0.0798151-0.0032213j 0.0673992-0.000240928j 0.221154+0.00138243j -0.325989-1.34072e-15j -0.0397592-0.00274834j -0.00126279+0.000818397j -0.0815332-0.0022901j -0.255318+0.00900609j -0.0522936+0.00313442j -0.0345282-0.00324148j -0.00724827+0.00184325j -0.0167749-0.00205215j -0.0373414+0.00177086j 0.00207599+0.00156257j 0.00726984+0.0021536j -0.005091+0.00188086j -0.00632058-0.00267452j -0.00573765-0.00527322j -0.0488617-0.000388379j 0.0302772-0.000228089j 0.00739703+0.00118264j -0.0427677+0.00309537j -0.0375771+0.00229027j -0.0388682-0.000640389j 0.0204816+0.00325346j -0.0118207-0.00242244j -0.0970888+0.000497619j 0.00767452-0.00370031j 0.00472899+0.00131443j -0.00751333+0.00244742j -0.0360426-0.00578834j 0.0127745+0.000524245j 0.0332956-0.00285268j 
-0.0678595-0.00208695j -0.0266037-0.00944708j -0.0158262-0.00259869j 0.051784+0.0114738j -0.0193865-0.00363374j 0.0238847+0.0044199j 0.0706599-0.000228104j -0.0202174+0.000306299j -0.00298477+0.000999528j -0.0185033-0.00586858j 0.0232577+0.00191948j 0.0178015-0.001037j -0.0257143+0.00122246j -0.0117706-0.00409715j -0.138579+0.00177765j -0.072976-0.00547357j 0.125847-0.00259927j -0.099222-0.00146076j 0.151932+0.00125479j 0.100184-0.00295739j -0.058745-0.00440412j -0.0127678-0.000575248j 0.10077-0.00295509j -0.171382-0.00519834j -0.0534664-0.000870424j 0.155223+0.000217414j -0.00101303+0.00111241j -0.0978325+0.00358511j 0.107847+0.000484631j -0.0104425-0.00160604j -0.164928+0.00120117j 0.0949621+0.0055604j 0.00608711-0.0036623j 0.0591563+0.000503464j -0.118169+0.00230073j -0.131225-1.03289e-05j 0.145723+0.00622047j 0.125692+0.00406224j 0.0423792-0.00523418j -0.0397592+0.00274834j -0.348965-1.42078e-13j 0.118213-0.00200615j 0.106835-0.00114622j 0.124867+0.0010016j -0.205289+0.00369727j 0.030977-0.0123201j 0.0411061+0.00223449j 0.0360854-0.00189096j -0.078586-8.70289e-05j -0.00835809+0.0017188j -0.0528533+0.0035995j -0.0409479+0.00325248j 0.0451634-0.00396889j 0.0852577-0.00887786j -0.0332827+0.00234237j -0.0241345+0.00101192j -0.0258113+0.00691656j -0.0310136+0.00550534j -0.0285416+0.000907496j -0.0377942+0.000375525j -0.00630215+0.00156177j -0.000385478-0.000751498j 0.0514998+0.00870637j 0.00490089-0.000112754j 0.000166865-6.32714e-06j 0.00486034-0.00285093j 0.0194257-0.00116438j -0.0281272+0.00209404j -0.0129205+0.00246365j 
0.0149989-0.00451788j 0.0863546+0.00177292j 0.0315086-0.00381347j 0.021019-0.00277339j -0.0160756+0.00138832j 0.0306091-0.00572241j -0.0715733+0.00130732j -0.0149713+0.0017947j 0.0358923-0.0018482j -0.029442+0.000413914j 0.000977831-0.00281086j -0.0549569-0.00426402j 0.00421856+0.00382331j 0.00290033+0.00394751j 0.0650763+0.00958243j -0.0393468-0.00321135j -0.0821847-0.00266296j 0.012914+0.00243672j -0.0616075-0.00890237j 0.0929259+0.00419655j -0.0772238+0.000894624j -0.021354-0.00342099j 0.010413+0.00272456j -0.152466-0.00507334j -0.075257+0.00708706j 0.061693-0.000749417j 0.0091427-0.000948983j -0.295063-0.00671147j -0.0154575-0.00257439j 0.008812+0.000525823j 0.005432+0.000384916j -0.118773-0.00249016j -0.00439363+0.000926365j 0.0168176-0.00325711j -0.0595937-0.00264772j -0.0401228-0.00105777j -0.0264852+0.00175165j -0.151977-0.00376528j 0.0693496-0.00371004j -0.00126279-0.000818397j 0.118213+0.00200615j 0.0965026-5.50688e-15j 0.122379+0.00258458j 0.0801207+0.00355721j -0.121185-0.000750306j -0.014454-0.00369258j -0.034843-0.000667765j -0.00358261-0.00346172j -0.0769316-0.000344409j 0.0192237+0.00274825j -0.00856793+0.00285731j 0.011973+0.0021994j 0.0126721-0.00278629j 0.0109204-0.00316461j -0.00389474+0.00310853j -0.00482833-0.00163978j 0.0015533-0.00182332j -0.00417547+0.00129286j -0.000557229+0.00136572j -0.0121769+0.00490474j -0.0149859-0.00357097j 0.0458463-0.00258453j 0.0159753+0.00156855j 0.033061+0.00307281j -0.000425758-0.000216235j -0.00211672+0.0027759j -0.0137609+0.00102574j -0.0271301-0.000545441j 0.00129814+0.00356947j 
0.110713-0.00991801j 0.120201+0.0120883j -0.049926-0.0077216j 0.119212+0.00764479j -0.0428826-0.000824954j -0.0285393+0.0005992j 0.00252391+0.00170322j -0.00430236+0.00296792j 0.00365308-0.00408271j 0.00709328+0.00110589j -0.00985732+0.000466183j 0.032069-0.00287061j -0.0375765+0.00466118j -0.0276557+0.0019477j 0.128757+0.00287132j -0.144039-0.00234255j -0.000445638+0.00510821j 0.0654513-0.0056817j -0.0732863+0.000601878j -0.100243-0.00355047j 0.00192816+0.00347391j -0.0882566-0.00244807j -0.258162+0.0031351j -0.152425+0.00306636j 0.0499009-0.000151793j -0.00519289-0.00230607j -0.105367-0.0017269j 0.0696779+0.000428334j 0.0287663-0.000742358j 0.0248127+0.000509382j -0.0151876+0.00238752j -0.00724249-0.00298564j 0.123149+0.00334595j 0.0972971+0.000949989j 0.0443346-0.000442475j -0.0404538-0.000932154j 0.111365-0.00248827j -0.14181-0.00386356j 0.0376803-0.00352958j -0.0815332+0.0022901j 0.106835+0.00114622j 0.122379-0.00258458j 0.210128-6.65744e-15j -0.225667-0.0010794j -0.117826+0.00353573j -0.130214-0.00622247j -0.00194789-0.00198356j 0.00844723+0.00277554j -0.0203756+0.000408806j -0.00299386-0.00170073j -0.00933554+0.000434708j -0.0080643+0.00146982j 0.000817973-0.00209032j 0.0103659-0.00530091j 0.0190336+0.00203306j -0.0145522-0.000607696j -0.00210686-0.0057323j 0.0115924-0.000652039j 0.00346292+0.00534385j -0.000636776+0.00607873j 0.00854093-0.000605825j -0.0212613+0.00614055j 0.0299029+0.000680677j -0.0247634-0.000482353j -0.00368131-0.000412644j 0.00803366-0.00271424j 0.0399693+0.000770336j -0.0177265+0.00935432j 0.0235438+0.00339885j 
-0.0899908-0.0210254j 0.199593-0.0029024j -0.0766169-0.00551563j 0.0146065-0.000653803j 0.0311497-0.00123462j 0.032679-0.00071289j -0.00676376-0.00077993j 0.0406492-0.00106813j -0.016554+0.00396628j -0.00453562-0.00421099j -0.0582328+0.00151409j -0.0345785-0.00081779j 0.0548676+0.000113089j -0.0376919-0.00166365j 0.174124+4.13597e-05j 0.0576584-0.00740746j -0.241245-0.000964687j -0.0872698+0.0004215j 0.0704864-0.000266385j -0.0126925-0.00913865j -0.142046+0.00296743j 0.0705462-0.00240557j -0.322304+0.00216081j -0.349244+0.00189332j 0.00886883+0.00218844j 0.109712-0.0037267j 0.100502+0.00103996j -0.108278+0.000826881j 0.0458999-0.000855317j 0.050901-0.00136692j -0.0146085+0.000113346j -0.100588+0.00270368j 0.0662588-0.00363043j 0.0790489-0.000921097j -0.0233596-0.0006826j -0.0386629+0.000195604j -0.0237842-0.000951344j -0.145738-0.00302021j 0.0858458+0.00221558j -0.255318-0.00900609j 0.124867-0.0010016j 0.0801207-0.00355721j -0.225667+0.0010794j 0.0339269-5.27895e-15j 0.141095+0.00441909j 0.108207-0.00294429j 0.0716793+0.0026385j 0.019776-0.00216899j 0.108809-5.01414e-05j -0.021229+0.000635156j 0.000361492+0.0012648j 0.00671543-2.49187e-05j -0.000675148-0.000663176j -7.44565e-05-0.00210765j 0.0441766-0.00514685j -0.0345465+0.00429678j -0.0329657+0.00561298j 0.00116089+0.000988173j 0.0124889-0.00304763j 0.0445685-0.00752422j -0.0124651+0.00260077j -0.00434048-0.00205016j -0.0328944+0.00145476j 0.0092675+0.00113155j 0.00423073+0.000761185j -0.00784802-0.00170049j -0.0470495-0.00480891j 0.0615922-0.00284969j -0.00500818-0.00902931j 
-0.0507988+0.00132046j -0.0257785-0.0104771j -0.0634197+0.00382008j -0.124775-0.00216859j 0.0487176+0.000920601j -0.0339802-0.00288496j -0.0544345-0.00247946j -0.0112409+0.00283848j 0.036089-0.00338623j 0.0493893-0.00152444j 0.0323536-0.00111213j -0.0783157-0.00520198j -0.0739058+0.00144745j -0.00786493+0.00311126j -0.00316611-0.00282781j 0.171263+0.00496768j -0.0233204-0.0042149j -0.0515219-0.00259808j 0.0715859-0.00385275j 0.197911-0.000989881j -0.0976372+0.00354434j 0.00699473-0.0022626j 0.0720919-0.00423695j 0.0167025-0.00266976j 0.060511-2.38497e-05j 0.127834+0.00118804j -0.0698255+0.00349104j -0.0333596-0.000542552j -0.0861722+0.00131295j 0.00862982+0.000548181j 0.107472+0.00120384j -0.134945-0.00406216j 0.112431+0.00579608j 0.00522202+0.00400743j -0.112831+0.000932535j -0.0480656-0.00135773j -0.125539+0.0110078j -0.0332062-0.00319304j -0.13046+0.00305171j -0.0522936-0.00313442j -0.205289-0.00369727j -0.121185+0.000750306j -0.117826-0.00353573j 0.141095-0.00441909j 0.186035-3.24252e-15j -0.0237647+0.00426049j 0.110473-0.000826198j -0.0116066+0.00505812j -0.0187285-0.00280931j 0.0174244-0.00253584j -0.0156624-0.00390008j 0.00878549-0.00304403j 0.0121996+0.00395499j 0.0117904+0.00611967j 0.071706-0.00221013j -0.0472098+0.00124667j -0.0269628+0.00221096j 0.0212799-0.000129579j 0.00496613+0.000434104j 0.00471076-0.00496929j 0.001501+0.00477276j -0.0123333+0.00433953j 0.0328012-0.000386659j 0.00377162-0.00431753j -0.000713511+0.000576951j 0.000109306+0.000553836j 0.0135706+3.15476e-05j 0.0171454-0.000204091j -0.0374702-0.00287268j 
-0.120247+0.00245624j -0.0830293-0.0101878j 0.0113481+0.00280291j -0.023622-0.00248547j -0.0229482+0.00316086j 0.0464722+0.00285967j -0.0108889-0.00442482j 0.0346056-0.000712899j -0.0228907+0.00167361j 0.0131049+0.00273j -0.0341857+0.00014112j -0.0010923+0.00720546j 0.00417618-0.00260122j -0.0200442-0.00239426j -0.0557691+0.0100647j 0.0785127+0.000461908j -0.0411065-0.00643951j 0.0162952+0.00875439j 0.0233303-0.00373663j 0.19308+0.00138485j -0.107291-0.00414008j 0.0131755-7.11008e-05j 0.186521-0.00133283j -0.0999344-0.00070876j 0.0587523+0.00397588j -0.0323098-0.0027867j 0.0369642-0.00426545j -0.0515245+0.000377665j -0.00349299-0.000466412j -0.0121307+0.000267113j -0.107832-0.000446122j 0.170787+0.0014001j -0.16157-0.00301832j -0.154737-0.000507624j -0.0302924+0.000467247j 0.0230248+3.8721e-05j -0.185012-0.00598082j 0.075832-0.00312444j 0.0381789-0.0025022j -0.0345282+0.00324148j 0.030977+0.0123201j -0.014454+0.00369258j -0.130214+0.00622247j 0.108207+0.00294429j -0.0237647-0.00426049j -0.0334289-1.97108e-16j -0.0654001-0.00046431j 0.0128152-0.00285628j -0.0442056-0.00295449j 0.00976174+0.00237355j 0.0032704-0.000477296j -0.006433+2.7438e-05j -0.0219419+0.000532412j -0.00851832+0.00130455j 0.0393798-0.0039117j -0.0308804-0.000187031j -0.0365684+0.00202076j -0.00991076-0.00113518j 0.00322992-0.00494046j 0.0180468-0.00419782j -0.00936695-0.00297215j -0.00178851-0.00296425j 0.0352111-0.00161476j 0.00167289+0.00474616j -0.0023751-0.000405474j 0.00334672-0.000293715j 0.0107318+0.00267451j 0.00958259-0.00462666j -0.0319481-0.00192733j 
0.0189494-0.00344513j -0.0664858-0.0055891j 0.0215312-0.00430908j -0.0317757+0.00658247j 0.031259+0.0007039j -0.0296495+0.00125674j 0.00624737+0.00635289j -0.00399455+0.00608898j -0.00873892-0.00891931j -0.00778186-0.00290188j 0.0038805+0.00433689j -0.0448751+0.00594782j -0.0272501-0.0077306j 0.0714955-0.00574808j 0.00289263+0.0011951j 0.0416833+0.00923938j 0.0283704+0.00627321j 0.0683527-0.000664095j -0.0405515-0.00623495j 0.0863064+0.0066116j 0.0145567+0.000584888j -0.0396136-0.00275096j 0.171534+0.00367363j 0.0496542-0.000614684j 0.148059+0.00312511j -0.0605527-0.00329713j -0.0381365-0.00687101j 0.0683606-0.000839714j -0.0198306-0.00187358j -0.00133236-0.000151731j 0.0444586+0.00444471j 0.00521891+7.62833e-05j 0.00409363+0.00206595j 0.0317539+0.00454002j 0.139221+0.00028878j 0.0842182-0.00230243j -0.0236456+0.00251975j -0.0188543-0.00464153j -0.0380096-0.000154715j -0.00724827-0.00184325j 0.0411061-0.00223449j -0.034843+0.000667765j -0.00194789+0.00198356j 0.0716793-0.0026385j 0.110473+0.000826198j -0.0654001+0.00046431j -0.0713962-9.19056e-15j -0.00271695+0.00438795j -0.0189313-0.00058003j -0.00364752-0.00245864j 0.0112331-0.00246356j 0.00287346-0.00166592j -0.00945024+0.00302987j -0.023485+0.00472651j -0.0389509-0.000474827j 0.0340142-0.00128828j 0.0200187-0.00260382j 0.00494158-0.00306478j 0.00612583-0.00103734j -0.0238476+0.000817999j 0.0123441-0.00103605j 0.0196784-0.000555288j -0.0167253-0.0047307j 0.0342442-0.00042563j 0.00146657-3.32018e-05j -0.00350966-0.00140974j -0.0317545+0.00328539j -0.00552391-0.00446529j 0.00151292+0.00252586j 
-0.000772003-0.000138516j 0.0032277-0.000826699j 0.00896898+0.00281113j -0.00791484-0.00282213j -0.0188605-0.00143918j -0.00213196-0.00540657j -0.00189948-0.00052747j 0.00163933+0.00234873j -0.0116739-0.00691023j -0.00517802-0.000601505j 0.0114589+0.00823056j -0.00330129-0.00375233j 0.00708877+0.00755536j 0.00637257-0.00811595j -0.00310835-0.00129523j 0.0023697-0.00435091j -0.00921744-0.00253107j -0.00799911+0.00083034j -0.044621+0.000391259j 0.00100042-0.00164441j -0.00342081-0.000564679j 0.0197141+0.00381504j -0.0482278+0.00304549j 0.0473593-0.00287093j -0.0233757-0.00126477j -0.01069+4.38421e-05j 0.023371+0.00323351j -0.0383474-0.0048809j -0.0277721+0.000785372j -0.0204159-0.00260047j 0.00226778-0.00333614j -0.0482877+0.00503232j -0.0567879-0.00509261j -0.0292547+0.00116078j -0.0514966-0.00189417j 0.05598+0.00474802j 0.0128811+3.50537e-05j 0.0299259-0.00253237j 0.0104599-0.000253791j -0.0167749+0.00205215j 0.0360854+0.00189096j -0.00358261+0.00346172j 0.00844723-0.00277554j 0.019776+0.00216899j -0.0116066-0.00505812j 0.0128152+0.00285628j -0.00271695-0.00438795j -0.0156448-2.82001e-16j 0.00696471-7.53204e-05j 0.00527324+3.38415e-06j 0.00981038+0.00100092j 0.0197326-0.00101504j 0.00968097-0.00241746j -0.0050021-0.000729113j -0.0113673-0.000742738j 0.00240884+0.00167762j 0.00501526+0.00191641j -0.00743581+6.06022e-05j -0.0094484+7.48468e-05j -0.00134662+0.00110453j -0.00666834-0.000776104j 0.0107447-0.000697659j -0.0028712+0.00154345j 0.00352745-8.85487e-05j 0.000895921+2.24924e-05j -0.00217287+0.00298972j -0.00777556-0.0019387j 0.00228576-0.000733152j 0.000848699-0.000842922j 
-0.0449264+0.00283683j -0.0189682-0.00522105j -0.0233879+0.00454909j -0.033345-0.00288822j -0.00231444+0.000206257j -9.31225e-05+0.00079215j -0.0124028-0.000610144j -9.66183e-05-0.00308256j 0.0165548+0.0014829j -0.00496958-0.000995942j 0.0194935-0.00246476j -0.0244757-0.00203875j -0.0695964+6.47496e-05j 0.0269115+0.0016831j -0.0200717-0.00338068j 0.0415065+0.00131349j -0.0553788-0.00245287j -0.0131798+0.00191569j 0.058762+0.00145699j 0.00281573-0.00143077j -0.0218041-0.00016578j 0.026121-6.32613e-05j -0.0415381-0.00190465j 0.0113792+0.000587478j -0.0174163-0.000939077j 0.00646872-0.00110252j 0.074376+0.000902503j 0.068334+0.000978231j 0.00292744+0.000652942j -0.0081746+2.2347e-05j -0.0104936-0.000525275j -0.0499649-0.00166937j 0.0194494+0.00133783j 0.0122252-9.78205e-05j 0.105423-0.000213863j 0.113251-0.000412443j -0.131669+0.00127588j 0.0692006-0.000906004j 0.136787-0.000563348j -0.0373414-0.00177086j -0.078586+8.70289e-05j -0.0769316+0.000344409j -0.0203756-0.000408806j 0.108809+5.01414e-05j -0.0187285+0.00280931j -0.0442056+0.00295449j -0.0189313+0.00058003j 0.00696471+7.53204e-05j 0.0253646+8.53267e-16j -0.00982819-0.000534601j -0.0011405-0.000290923j 0.0326485-0.00259144j 0.0136999-2.02407e-05j 0.0043662+0.000683045j 0.0643849-0.00828411j -0.0347917+0.00468147j -0.0271915+0.00366854j -0.001509-0.00115541j -0.00217988-0.000689044j 0.0104932-0.00506165j -0.00224772+0.000152793j -0.00467255+0.0041321j 0.0664197-0.00541361j 0.0145915+0.00344024j -0.00626061-0.000106096j 0.00613637-0.00012344j 0.030731+0.00314098j 0.022512+0.0015017j -0.00703315-0.00274261j 
0.00362459-2.56811e-06j -0.0138573+0.00106872j -0.00267614-0.00200221j 0.0183754+0.000261801j -0.00354897+0.00181424j 0.00668866+0.00402695j 0.019307+0.000802622j -0.0149003-0.00705457j 0.000148835-0.00359551j 0.00565559-0.00481548j -0.00144882-0.00177214j 0.0097616+0.00159543j 0.0128909-0.00327917j 0.0075243+0.00104239j -0.00669407+0.00283336j -0.00478465+0.00235295j 0.0257939+0.00233256j 0.0108261-0.000309753j 0.015372-4.15008e-06j 0.0159974+0.00278724j 0.00949057+0.00156709j -0.0205595+0.000791314j 0.0541419-0.000867393j -0.034934+0.00115448j 0.023798+0.00181549j -0.012889-0.003818j -0.0197485-0.00349053j 0.0148538+0.00413032j -0.0016649-0.000672223j -0.0302045-0.00117142j -0.0475275+0.000721956j 0.0459109-0.00358279j 0.0228961+0.00183985j 0.0145922+0.00305252j 0.00142762-0.000146296j -0.0464197+9.28283e-06j 0.0316589-0.000591273j -0.0180179+0.00128672j -0.0343203-0.00270611j 0.00207599-0.00156257j -0.00835809-0.0017188j 0.0192237-0.00274825j -0.00299386+0.00170073j -0.021229-0.000635156j 0.0174244+0.00253584j 0.00976174-0.00237355j -0.00364752+0.00245864j 0.00527324-3.38415e-06j -0.00982819+0.000534601j -0.0153263-1.05276e-16j 0.00771218-0.00140975j 0.0819599-0.00468265j 0.0696832-0.00339661j -0.00744475+0.00125097j -0.0435853+0.00367902j 0.0171968-0.000740978j 0.00628534-0.000466086j 0.00282949-0.000156971j -0.00392458+0.000922009j -0.00689107+0.000309064j 0.0137851-0.00229529j 0.00807277-0.00135736j -0.0306246+8.91227e-05j 0.00778659-0.001374j 0.00273176-3.35296e-05j -0.00237784-0.00134587j -0.0161419-2.92158e-05j -0.00822146-0.00118164j 0.00123213+0.00123827j 
-0.00875234+0.00107868j 0.0117401+0.00113515j -0.0144571-0.00175174j -0.0136589-0.00472044j 0.000761753-0.00430205j 0.00109098+0.00120905j 0.00293027-0.00439446j -0.0166364-0.00264072j 0.0123303+0.00119353j -0.00464797+0.00207242j 0.00184614+0.00153836j 0.00655429+0.00198097j -0.0132065-0.00247469j -0.00332829+0.00452548j -0.00294102+0.000940102j 0.00237834+0.0027482j -0.00346702+0.000539082j -0.0152132-0.000785229j 0.0383585+0.00319568j -0.00505833-0.00165529j 0.00219783+0.000271607j 0.0057719+0.00293084j 0.0112931-0.00141026j -0.0201639+0.00306255j -0.0273351+0.00304555j 0.0188232+0.00228954j 0.0133557-0.00014256j 0.00369767+0.00247538j -0.000855616-0.000727856j 0.0204155-0.000838528j 0.000558084-0.000175013j 0.00884852-0.0049395j 0.0266566+0.000505618j 0.0311286+0.0076643j 0.0170788+0.00194433j -0.00998367-0.00157562j -0.00646442+0.000639729j 0.00150149+0.0019654j 0.0201994-0.00235449j 0.00726984-0.0021536j -0.0528533-0.0035995j -0.00856793-0.00285731j -0.00933554-0.000434708j 0.000361492-0.0012648j -0.0156624+0.00390008j 0.0032704+0.000477296j 0.0112331+0.00246356j 0.00981038-0.00100092j -0.0011405+0.000290923j 0.00771218+0.00140975j -0.0130021-6.79524e-16j -0.0608456+0.00202854j -0.0473165+0.00148104j 0.00714208-0.000462982j 0.0390513-0.00157654j -0.0147105-0.000319848j -0.0129616+5.48275e-05j 0.00232166+0.000428867j 0.00776577-0.000460979j 0.0102023-0.000721216j -0.0101216+0.000592695j -0.0121957+0.000886529j 0.0185961-0.00127916j -0.00844243+0.00214024j -0.00206431-0.000205917j 0.00421446-0.000548698j 0.0193769+0.00109748j 0.00391246+0.0022106j -0.000196528-0.000715952j 
0.00445589+0.00090437j -0.00323384+0.00168878j -0.00544739+0.000790192j -0.0134633-0.00263613j -0.0139555-0.00340205j 0.00496693-0.000475832j -0.00762859-0.00180823j -0.0106659+0.00156987j 0.00560716-0.000475712j 0.0155607+0.00130995j 0.0105436+0.00507045j 0.0157747-0.000274113j 0.000478613-0.00143075j -0.000462593-0.0014002j -0.0193932+0.00246292j -0.00560325+0.00202406j 0.0147979+0.000674757j -0.00170716+0.000744246j 0.0235696+0.00267417j -0.016438+0.000573208j 0.00548463+0.000252973j -0.01385-0.000332188j 0.0105636-0.000147998j -0.00718454+0.000193979j -0.0330841+0.00148259j 0.0145963+0.000444318j -0.0169628-0.00201152j 0.0157279+0.00305749j 0.0160663+0.0012514j 0.0588313+0.00167149j 0.0258036+0.00125257j 0.0356853-0.00297826j 0.00962446+0.00331656j -0.0202508+0.00106075j 0.000684992+0.000646979j -0.0161811-0.000349894j 0.00209421-0.00110792j 0.0127518+0.000634224j 0.0203184-0.000304982j -0.005091-0.00188086j -0.0409479-0.00325248j 0.011973-0.0021994j -0.0080643-0.00146982j 0.00671543+2.49187e-05j 0.00878549+0.00304403j -0.006433-2.7438e-05j 0.00287346+0.00166592j 0.0197326+0.00101504j 0.0326485+0.00259144j 0.0819599+0.00468265j -0.0608456-0.00202854j -0.589497-1.12955e-13j -0.454667+0.000625293j 0.040671-0.000396294j 0.0430734-0.000478315j 0.0505409+0.000304759j 0.0471272-0.000216883j -0.00600191-0.000275162j 0.0642775-0.00233144j -0.0486999+0.00244263j -0.0655072+0.00269244j 0.0173962-0.00104384j -0.0396859-0.00100689j 0.0071871+0.000678084j 0.00323725-7.601e-06j -0.00273277+5.99454e-05j -0.0173458-9.8269e-06j -0.0023718-0.000721714j -0.000362507+0.000388072j 
0.00863769+3.81911e-05j -0.00859635-0.00134335j -0.0130454+0.00122843j 0.0124758+0.00421223j 0.00214173+0.00657234j -0.00917096+0.00066488j -0.00780395+0.00527268j 0.00510208-0.00203751j -0.0108368-0.000104268j -0.00275019-0.00475666j -0.00588936-0.00855488j -0.00515722-0.00125287j 0.00687559+0.00278136j 0.0185692+0.000271848j 0.00955582-0.00320269j 0.00178715-0.00356419j -0.0185858-0.000512602j 0.0139426-0.000353694j -0.0446409-0.0048279j -0.00759675-0.000401606j -0.0106272+0.000149319j 0.00427485+0.000233753j -0.00566058+0.000875783j 0.0125271-0.000766391j 0.0290309-0.00270097j -0.00927019-0.00200577j -0.0209652+0.00147545j -0.0195651-0.00465594j -0.00428441-0.00149586j 0.0404107-0.00195792j 0.0302366-0.00131205j -0.00962646+0.00364038j -0.04816-0.0040599j 0.0101313-0.00150561j 0.0137601-0.00189335j 0.00284828+0.0012156j -0.000156835+0.00126193j -0.000883641-0.00128342j -0.00886493+6.41625e-05j -0.00632058+0.00267452j 0.0451634+0.00396889j 0.0126721+0.00278629j 0.000817973+0.00209032j -0.000675148+0.000663176j 0.0121996-0.00395499j -0.0219419-0.000532412j -0.00945024-0.00302987j 0.00968097+0.00241746j 0.0136999+2.02407e-05j 0.0696832+0.00339661j -0.0473165-0.00148104j -0.454667-0.000625293j -0.349283-1.1702e-13j 0.0360502-0.000107779j 0.0635987-0.000502237j 0.0171829+0.00102103j 0.0275839-0.000454121j 0.00171645-0.000667648j 0.0463075-0.00173869j -0.0282316+0.00235418j -0.0533586+0.00228182j -0.00367748+0.000816517j 0.0126789+0.0016263j -0.0114225-0.00122641j 0.00102118+2.88363e-06j -0.00114114-0.00015932j -0.00393503-0.000548409j 0.00100815-0.00102033j 4.97343e-05+0.000215294j 
