-0.000398747-0.0175981j 0.0101083-0.0159482j -0.010208+0.000518681j -0.0183247-0.0393406j 0.00508459+0.0011069j -0.00265296+0.0144077j -0.00712065+0.0354579j 0.00268865-0.0129187j -0.00139585+0.0201184j -0.00859134-0.00722983j -0.0106438+0.020112j -0.0128497-0.00564333j 0.022127-0.00243281j -0.0112905+0.0058052j 0.0133145+0.0030389j -0.00246558+0.00393468j -0.0100115+0.019134j 0.00576816-0.0187649j 0.00578457+0.00955846j -0.00191404-0.00147055j -0.00306863-0.00185699j -0.00264653-0.00421267j 0.0292054+0.000282779j 0.0148254+0.00842054j -0.0132014+0.00422185j 0.00530103-0.0217851j -0.000340024+0.00383032j -0.00799761-0.00951957j 0.00947872+0.0064083j -0.0210977-0.000285138j 0.00560099+0.0125918j 0.00131092+0.0165194j -0.00270142+0.0012961j 0.00506882+0.00012333j 0.00284162-0.00695083j 0.0143963+0.0184531j -0.00274724-0.0220494j 0.00218126-0.0111619j 0.00279275+0.00330056j 0.000518589-0.014363j 0.00676244-0.0207633j -0.00659903+0.0132726j -0.00926894+0.0218893j 0.0112372+0.000580061j 0.0157901+0.00387177j -0.00213234+0.00424412j -0.00708981-0.015619j 0.0219751+0.00367888j -0.00402955-0.0210275j 0.00711836-0.0188279j 0.0160475+0.00777722j 0.00633921-0.0442105j -0.0147687-0.0182112j -0.0367086+0.00857266j -0.0272369-0.023634j -0.0184558+0.00231263j 0.00142438-0.00608744j 0.0229102+0.0219199j -0.0051816-0.0151276j 0.0104779-0.0120186j -0.00318807-0.0120013j -0.0116675+0.0175919j 0.0140773+0.00288816j -0.0156297-0.00098605j -0.00718268+0.0154049j 0.0255195+0.0113499j -0.00137645+0.00239906j 0.0216412+0.00209192j -0.0208214+0.0358815j 0.012259+0.00629541j -0.0231318+0.00582288j -0.00135365+0.00944004j 0.0173316-0.00269354j 0.0201433-0.0881533j -0.0877089+0.00502257j 0.0320178-0.0692318j 0.0103029-0.0227306j 
0.00692643-0.0232767j 0.0147824-0.00465211j -0.0273258+0.00908156j -0.0567998+0.0101655j 0.00782532-0.0471383j 0.0125759-0.0202877j 0.00756334+0.0276482j -0.0364745+0.017243j -0.0446884-0.0123737j -0.0146156+0.0288606j 0.0420101+0.045198j -0.0246862+0.0583459j -0.0393692+0.0529252j 0.0364795+0.0366323j -0.0144996-0.000178168j -0.0235145-0.0021624j -0.00354689-0.0574779j -0.00873062-0.0409382j -0.00477611-0.00781501j 0.0622051-8.82846e-05j 0.00327612+0.0112048j -0.0287694+0.0126525j -0.00240251+0.00810941j 0.0439614+0.00852802j -0.0474958-0.00550171j 0.0648552-0.0316678j -0.0222488+0.0204061j -0.103721-0.0542514j 0.00539034+0.107876j -0.0497196+0.000824536j 0.0245303-0.0616987j 0.0769238+0.00217676j 0.126239+0.0628077j -0.0111204+0.0530147j -0.108494+0.0583723j 0.0131704-0.0807579j 0.0470169+0.0292116j -0.0437706+0.0657534j -0.0264473+0.0857408j -0.0437582-0.206123j -0.141175+0.0391152j -0.0503844-0.0473049j -0.0800467-0.143731j -0.110925+0.13483j -0.102635-0.129127j 0.0157773-0.120043j 0.083078-0.0671514j 0.0180539+0.0494622j 0.0171074-0.0348614j 0.151943-0.00419533j -0.0232067+0.06695j 0.116696-0.026839j -0.0484748+0.0901464j 0.0133597-0.0408942j 0.00184129-0.0368711j -0.0460428-0.0103016j 0.067139+0.109632j 0.0554363+0.0698785j 0.0132872+0.0259338j -0.00491892-0.0115411j -0.0604927+0.130426j 0.0412426+0.0576297j -0.00697164+0.126244j 0.0303461-0.0147346j 0.110775-0.00969564j -0.0101756-0.0131714j -0.0592869+0.0285694j 0.0134045-0.0144997j 0.0426431+0.0151048j 0.0416951-0.0557269j 0.0373101-0.0154714j 0.0163446+0.029047j 0.0237233-0.0103991j -0.0365202+0.0218239j -0.00773558+0.0634663j -0.0162726+0.00018553j -0.00289153-0.00328347j 
-0.0132683-0.00643799j -4.52608e-05-0.00340602j -0.0120409-0.0325447j -0.015504+0.0091861j -0.00964296+0.000692726j -0.0358048+0.0598864j -0.0392655-0.0181572j 0.00541952-0.0381764j -0.0610184-0.0239727j 0.0547189-0.0388472j -0.0360974+0.0210766j 0.00763481+0.0301201j -0.0590386+0.0233515j 0.00807646-0.0528604j -0.0115855+0.0549575j -0.0132485+0.0141046j -0.053503-0.040785j 0.00575657+0.00488119j -0.0562881-0.0165229j 0.0203355-0.0335217j -0.0882822+0.0612795j 0.0130074+0.0297511j -0.0624811-0.00434585j 0.0266596-0.0126321j -0.0621483-0.000835653j -0.0217523-0.0318864j 0.0239997+0.014757j -0.125741-0.0166679j 0.0467557+0.0114477j 0.0549364+0.0647189j -0.023759-0.0911969j 0.00985415+0.0839387j 0.0642801-0.0900881j -0.0576331-0.0619833j -0.132116+0.0277904j 0.0850928-0.0440557j 0.0399262+0.0429518j 0.0462547+0.0356348j 0.0783729+0.0988357j 0.0769387-0.0861092j -0.0497039+0.0030978j 0.0509801-0.0316631j -0.0626009-0.0839544j -0.0115482+0.0373396j -0.0995656-0.0364906j 0.0860264-0.0462276j -0.000179448-0.091248j 0.0711669+0.0123219j -0.0376277-0.0070037j 0.0916155-0.0440602j 0.0380544+0.032075j 0.0179697-0.0146358j -0.0725064-0.0593857j -0.0328066+0.0174281j -0.0334723-0.015455j -0.0062666+0.000269073j -0.0514548-0.00374637j -0.00836946+0.0595999j 0.0357924-0.00606187j 0.0243233-0.0768734j 0.0281903+0.0469473j 0.0568134+0.0291308j 0.0681857+0.0497242j -0.0194616+0.0518994j 0.0124443+0.0284238j 0.0331017+0.056447j -0.0719165+0.00810806j 0.018635+0.0395998j 0.0196235-0.0381436j 0.0192178+0.0183689j -0.0265795+0.0191433j -0.0121734-0.00506916j 0.0105504-0.0270824j 0.0461551-0.00236481j -0.0147568-0.011929j -0.0260372-0.00593366j 0.00118236+0.0228579j 
0.00334868+0.003341j -0.0058376-0.018781j -0.0703963-0.00168731j -0.00762833-0.0443915j -0.00493337-0.00507699j -0.00135043+0.0362475j 0.00620618+0.0189239j -0.0314427+0.0199378j 0.0217124+0.00953894j -0.0415953+0.0134273j 0.0307774+0.00827303j -0.0714256+0.00224507j -0.0192944+0.0744127j -0.0826756-0.0263471j 0.0105835-0.0146563j 0.0383448+0.0788463j -0.0863471-0.00904582j 0.0358388+0.00604227j -0.0522027-0.0360673j 0.00961258+0.0865046j -0.111718-0.0458418j 0.0480956-0.0143557j -0.0515667-0.073615j 0.0726554-0.00506249j -0.086171-0.0804492j -0.0727527-0.0517871j 0.046428-0.00432394j -0.0820704+0.0576897j -0.0290875+0.0706628j 0.00903615+0.0352379j -0.0511826-0.0313906j 0.0210642+0.0820247j -0.0249415-0.0918174j 0.00251143-0.108375j 0.028525+0.0359157j 0.0594883-0.0861781j 0.0672182+0.0199831j -0.0434305+0.0220735j 0.0961178+0.00581469j 0.0932491-0.0748716j 0.0551564-0.0455073j 0.130113+0.0200906j -0.0707704+0.0119947j 0.0266324-0.130205j -0.0372418+0.0603913j 0.026124-0.0404745j 0.00134586-0.0059144j 0.0343174-0.00648368j -0.00429611-0.0314426j 0.0146216-0.026894j 0.0769666-0.0687116j -0.0732075-0.0528592j 0.0536001-0.0079514j 0.0459183-0.0860395j -0.137866+0.0462679j -0.0460729+0.0539555j 0.000467232+0.0523244j 0.0600118+0.0575015j -0.050421+0.0452966j 0.0360592-0.0250517j -0.0466284-0.0843791j -0.0415179-0.0270518j -0.0244039+0.0553422j -0.00409502+0.0357743j 0.0396842+0.000808842j 0.0120312+0.0242664j -0.0468539+0.029974j 0.00269876+6.2566e-05j 0.00511897+0.00556895j 0.0272253-0.023899j 0.0258106+0.0110457j 0.00453315+0.0111028j 0.0228524-0.0098453j 0.00885573-0.0165033j -0.0179902+0.0201104j -0.0187401-0.012862j -0.00704894+0.00871679j 
-0.0320253-0.00946916j -0.0037083-0.0115409j 0.0265399+0.0200326j -0.0248063+0.0276702j -0.0172307-0.00434545j 0.00285021+0.029492j -0.00369185-0.0311482j 0.0397956-0.0160434j 0.0237471-0.0556621j 0.0453753+0.0143284j -0.0330647-0.00287197j 0.00853578-0.0184376j 0.0202744+0.00875325j -0.0365109-0.0285985j -0.0259721-0.018884j 0.010452-0.0383581j -0.0720681+0.050321j -0.00268155+0.0321426j -0.0271931-0.018499j -0.00834015-0.0119193j -0.0193133-0.0117813j 0.0307015+0.0353331j 0.013545-0.0235677j -0.104142+0.060001j -0.106596+0.0383692j 0.0224983+0.072446j -0.0408817+0.0316227j -0.0289022+0.0873625j -0.04169-0.0895917j 0.0838926-0.0280596j -0.0167015-0.10693j -0.0111185-0.00505039j 0.0112102-0.044034j 0.0433511+0.00918547j 0.00884723-0.0145648j 0.00705492+0.0675861j 0.0283178-0.0506929j 0.0126281+0.0533803j 0.110913+0.0709801j 0.161162-0.00504441j 0.0188368-0.0337734j 0.156098-0.0175206j 0.0245965+0.00185491j 0.055808-0.015269j -0.00317595+0.0547599j 0.0368435+0.00481289j -0.0790468-0.0395266j 0.0121085+0.0546931j 0.0678116-0.0301437j -4.02806e-05-0.0754893j -0.0643814+0.0357806j -0.0234399+0.0295399j 0.0766212+0.00136573j -0.0777797-0.00490327j 0.0537217+0.0288992j 0.012473-0.109087j -0.0308875+0.0351562j 0.0643137+0.00502544j 0.0533288+0.0322506j 0.0362316-0.00563676j 0.0205505-0.037132j 0.0108234+0.0310306j -0.00294404+0.0395626j -0.0546613-0.0314512j -0.00130639+0.00971635j -0.0186166+0.0126855j -0.0149729+0.0222845j -0.00495749-0.0153891j 0.0166131-0.000912695j -0.0122321-0.0146271j 0.0055377+0.00831631j -0.00456575+0.00374206j -0.00353575-0.0100464j 0.0339207+0.00582192j 0.0130819-0.0109945j -0.0131174+0.00136929j 0.000152692+0.0161922j 
-0.0100724+0.00955581j -0.00481757-0.0221805j -0.0413765+0.0117077j 0.00933425-0.019899j -0.0109479-0.00629684j 0.0142714+0.0291712j -0.000512014-0.00317445j -0.00767543+0.0299512j 0.0230328-0.0405938j -0.0245714-0.0436771j -0.00506165+0.0239887j -0.000121248+0.0100984j -0.0186925+0.0239331j 0.0185358+0.0632617j 0.00270321+0.0594289j -0.0606932+0.0540989j -0.0770647-0.0021239j 0.0634256+0.00206034j -0.0460212-0.0700296j -0.0538708-0.0358385j 0.112925-0.00700371j -0.00799126+0.147983j -0.0529683-0.0521356j 0.0241922+0.0431594j -0.109496-0.0417656j 0.0131657+0.0220142j -0.0167481-0.00428106j 0.0267128+0.035769j -0.112178-0.017169j -0.0209845-0.145758j -0.00135205-0.0058972j 0.0189278-0.0351379j -0.019457-0.0755033j -0.0151178-0.101816j -0.0258478+0.0660814j 0.0817311-0.024891j -0.061472+0.199694j -0.00674908-0.0474835j 0.0986492-0.0195079j 0.0355275+0.161937j 0.0053714+0.0174279j -0.0353933-0.0244008j -0.134067-0.0267984j -0.00843562-0.0846108j -0.0379222+0.0310624j 0.0165657+0.0565519j 0.0408153+0.148629j 0.0469799-0.00849304j 0.0435701+0.0181576j -0.0488425-0.0861101j -0.0473467-0.0177912j -0.0253276-0.0141543j 0.0811556+0.0326275j -0.0195388-0.0435185j 0.0318456+0.0465442j -0.0269085+0.0201764j -0.0694006-0.0177775j -0.00628715+0.0517993j -0.0424726-0.000319769j -0.0606372-0.0290902j 0.0542457-0.0983192j -0.00715175+0.0529975j -0.100838+0.0322756j -0.00415689+0.0274888j 0.00439982+0.014017j 0.0642513-0.00890769j -0.0355981+0.0275537j -0.00135919+8.15151e-05j 0.0456941-0.0118517j 0.0310381-0.012072j 0.0361746+0.0484516j 0.00494471+0.0344239j 0.0144687+0.0266316j -0.00127545-0.0122178j -0.00738157+0.0197497j -0.0174899+0.00314517j 0.00729097+0.0121278j 
0.0170524+0.017697j -0.00991366+0.00697192j -0.0397641-0.0177497j 0.0131416-0.0123346j 0.0510839+0.021241j 0.026988+0.0204704j 0.0173558+0.045032j -0.0349967+0.0608973j -0.0477848-0.0132141j 0.00435783+0.000663045j -0.013323-0.0518951j -0.0777007+0.0261533j 0.0257279+0.0614952j -0.000842071-0.0243536j -0.022927-0.084877j 0.0116362-0.0575412j 0.0762262+0.00965327j -0.0293416-0.00247015j 0.0187513-0.0428025j 0.0643018-0.0184428j 0.0211533-0.130364j -0.0136115+0.00882311j -0.0553667-0.00560487j 0.04286+0.0497315j -0.00598205+0.114692j -0.0147612-0.0187408j -0.0148737-0.020058j -0.057379+0.00940719j -0.0438514-0.0414735j 0.0173441+0.019363j -0.062985-0.113372j 0.0250869+0.0469975j -0.076529+0.0206868j -0.0421552+0.0487751j 0.0233984-0.0471637j 0.0706214-0.0286828j -0.0243358-0.0619114j -0.0441385-0.034837j 0.067869-0.0376068j 0.0341432+0.0406045j -0.00079171+0.100913j 0.0223357+0.0128522j -0.0502431+0.00703222j -0.010831+0.0913794j 0.023195-0.0254984j -0.00790534-0.135356j 0.00808375-0.000707059j 0.0276627+0.0415927j 0.010219+0.129303j 0.0694067+0.00493931j 0.0251488-0.0292738j 0.0354402-0.00149851j 0.0289421+0.0112862j 0.0369664-0.00647001j 0.0183216+0.0185002j 0.0051645+0.121201j 0.0342234+0.00122467j -0.0133815-0.0392154j 0.0321137-0.0502119j -0.00504308+0.020206j -0.0454797-0.0316964j -0.0291407-0.0218715j 0.0226015+0.0733506j -0.0135535+0.0490694j -0.0443251-0.0528021j -0.0240896+0.0395573j 0.0435391-0.0614966j -0.0661393-0.00837701j 0.0219262+0.00245276j -0.0110243+0.0203096j -0.0343312+0.0257024j 0.00652076-0.011473j 0.0118902-0.00220493j -0.0179639+0.00119057j 0.0327665+0.00255611j -0.00695946+0.0183086j 0.00928876+0.00520288j 
-0.00581403+0.0195754j -0.0180247+0.00327088j -0.0175874-0.0306996j 0.02175+0.0137182j 0.0178495+0.00393826j -0.02734+0.0136524j -0.0383023-0.0169365j 0.0105138-0.0203877j -0.0326985+0.0313097j -0.0187657-0.0501167j -0.0127892+0.0318132j -0.00700087+0.0101523j -0.00630681-0.0184245j 0.0443706-0.0372202j 0.114204-0.051576j -0.00945828-0.0341674j 0.0173736-0.0514242j 0.0602874+0.0149931j 0.0421285+0.0357115j 0.0441446-0.00283186j 0.0833741-0.0523966j -0.0500412-0.0343365j -0.0608831+0.0305998j -0.0394838-0.00951692j 0.0467724-0.0358462j -0.0461417+0.00218297j -0.00609175+0.0120226j 0.046154+0.0733255j -0.00844907+0.0502967j -0.036344-0.0790118j -0.0210679+0.078966j -0.0970609-0.0813088j 0.0244325+0.107543j 0.00826785+0.0523801j 0.0602178+0.0180477j -0.000105508-0.081313j -0.0170591-0.0108396j 0.0401984+0.0174483j 0.08108-0.0780455j -0.0357751-0.0603354j -0.12639+0.0342207j -0.0547684+0.0177143j -0.0239539-0.04105j -0.056565+0.0352127j -0.0433608-0.0658118j 0.0671986+0.00228697j 0.066063+0.0813457j 0.0439177-0.0327132j -0.0241241-0.0401663j -0.00761111-0.065478j 0.0200729-0.0341649j -0.0492505-0.0214752j -0.0158312+0.132641j -0.0157542+0.00948754j -0.076201-0.0246119j -0.0230328+0.0198482j 0.026746+0.0915045j 0.0177083-0.0412977j -0.0731574-0.056547j 0.0566494+0.0102709j -0.0325269+0.00499302j 0.000483541+0.0729504j -0.0322271+0.0185686j 0.0222182+0.059669j 0.00218247+0.017091j -0.00383645-0.0157379j -0.0481806+0.0385964j 0.056669+0.0500299j -0.0779588+0.048148j 0.0200872+0.0064044j -0.0385146+0.000706538j -0.0246009-0.057703j 0.00760315-0.0402577j 0.0194193-0.00470224j 0.000367727-0.0450103j -0.00751209+4.0211e-06j 0.0104667+0.00653437j 
0.00161546-0.00497584j -0.005335+0.0124386j 0.0351577+0.0288625j -0.0119015+0.0276192j -0.00924711+0.024653j -0.0188198-0.00221291j -0.0194523-0.0164454j 0.0202288-0.00494008j 0.0414443-0.0343424j -0.00359913+0.00230277j 0.0384645-0.0269191j 0.0461251+0.00861523j -0.00585128-0.0850921j 0.0224715+0.0771125j 0.00430098+0.0621586j -0.0571821+0.00748162j 0.0372754-0.0889297j 0.0698845-0.0986288j -0.0469551+0.0276277j -0.00790737+0.00778614j -0.0234601+0.0249253j -0.0302086+0.00334804j -0.010999+0.00552047j 0.0691742-0.035743j -0.0709623-0.110846j -0.058958+0.00489583j -0.0121009-0.0189757j 0.0188924-0.00393928j -0.0255066+0.021948j -0.0508801-0.0534251j 0.0329384+0.0883797j -0.0248146+0.0244474j 0.00747781-0.146725j -0.0657762-0.219536j 0.0752864+0.0714147j -0.0643563-0.0729319j 0.0104864+0.245591j -0.0239102-0.0364451j -0.100387-0.0317121j -0.106379+0.0104942j -0.0308936-0.185168j -0.0830613-0.0166022j -0.125102+0.130382j -0.0542557-0.173567j -0.0752515+0.0906087j -0.059405+0.0889348j -0.00570923+0.0465586j -0.0437015+0.0513557j -0.0143302-0.0496512j -0.00821483-0.00398497j 0.0287193-0.00855708j 0.0015581-0.0387723j 0.0324429-0.0213576j 0.0605589-0.0458957j -0.0290532+0.0228801j -0.000455251-0.0525479j 0.0337229+0.00975984j -0.076835-0.0570529j -0.0664313+0.0387482j 0.0337716+0.0444647j 0.00585408+0.0294302j -0.052896-0.0350435j -0.00195072-0.0280988j 0.00780311-0.0417859j 0.00256132+0.0327186j 0.0134256-0.00573153j 0.0195539-0.00368309j -0.0131721+0.0286068j 0.0215182+0.00321053j 0.00552987+0.00759873j -0.0218691-0.0260634j 0.0101722-0.0287969j -0.00564432-0.0211761j -0.0121552+0.0363405j 0.0113886+0.0114039j 0.00992659+0.0153348j 0.0040982-0.00868474j 
0.0144408+0.0123317j -0.00573081+0.00308907j -0.0159828-0.0178218j 0.0373664-0.0319995j -0.0190621+0.0356748j -0.0396804-0.00869806j -0.0113259-0.0145047j -0.00732402+0.00747952j 0.018373+0.023546j 0.0299136+0.00705836j -0.0109085-0.0285019j -0.00972409+0.00599097j -0.00832499-0.0471124j 0.0220048+0.0538582j 0.035016+0.00402688j 0.0351035-0.00972039j 0.0641126+0.0189073j -0.0208381-0.012167j 0.0512402-0.0551999j 0.0438173-0.0148684j -0.0362991+0.0443287j -0.000771021+0.109912j 0.0221731+0.0216735j 0.0346815-0.0310606j 0.0454476-0.0382329j 0.0541777-0.066332j -0.0072684-0.0839206j 0.0425127-0.0412179j 0.0270974-0.0474078j -0.0439536-0.0408364j -0.073062+0.125448j 0.0212719+0.0059149j -0.0139072-0.00665554j -0.0164159-0.016962j 0.0188114-0.000371274j 0.0791207+0.00953816j 0.0351379+0.0580107j 0.0316045-0.0961732j -0.0487171-0.111135j 0.000654598+0.071379j 0.0439591+0.0596403j -0.0837144-0.0560667j 0.0286772-0.0499772j -0.00330634+0.030239j 0.0548256+0.0652393j -0.0204315+0.0452938j 0.0400942+0.0155946j 0.0881587-0.0664124j -0.0757492+0.0232496j -0.016654+0.0628035j -0.000498498-0.0273541j 0.0592978-0.0321937j 0.0351944-0.0321753j -0.0309215+0.0169965j 0.00864292-0.0219667j 0.0174806+0.0488264j -0.132469-0.0899942j -0.0388103-0.0164244j -0.0424123-0.0145627j -0.0076347+0.0197576j 0.0410244+0.0829774j 0.02869-0.0117863j -0.0472524-0.0261952j -0.0366577+0.0242628j 0.00747306+0.005006j 0.0341592+0.00411918j 0.000976475+0.00938863j 0.0418107-0.0133969j 0.0159055+0.0279547j 0.0238806+0.0404801j -0.0106232+0.0276869j -0.00261926-0.00840564j -0.026134+0.0109552j -0.0272689-0.0297201j -0.0398553+0.00390263j 0.00396315+0.00813878j 0.0209747-0.0162538j 
0.00305574+0.00317144j 0.0025769+0.00748489j 0.0241333+0.0122784j 0.0106512+0.01816j -0.00206237+0.00331888j 0.0223493-0.00853211j 0.0372813+0.0134494j 0.017986+0.0321944j -0.00433018-0.0402226j -0.000806931+0.0206446j -0.0117054-0.0367564j -0.00838798+0.00819756j 0.0612928-0.0237509j -0.0211285+0.0379515j -0.0346853-0.0223231j -0.0457958+0.0456345j 0.107801+0.00533354j 0.0762516-0.0500554j -0.0489791-0.029248j 0.0541465-0.000919845j -0.0667231-0.0113183j -0.0581222-0.0554571j -0.0682742+0.0165767j 0.0721723+0.0419073j -0.0870119-0.00646176j -0.0460937+0.00309394j 0.0425524+0.0365991j 0.040708-0.0492097j 0.0075444+0.0688929j -0.00890129-0.0041885j 0.0522854+0.118686j 0.00099431-0.0358425j -0.0150958-0.0879584j -0.0831411-0.0784356j -0.0395022-0.0294827j 0.118302+0.021901j -0.0038406+0.00823068j -0.0226482-0.0216497j 0.0020826+0.058157j 0.0237475+0.171509j 0.132711+0.101665j 0.0306933+0.0528395j -0.130847+0.00101946j -0.134682+0.0444674j -0.0650348-0.0710864j -0.0858686+0.0247822j -0.0574224+0.0483072j 0.00839211-0.00197453j -0.0463134+0.068594j -0.0481212-0.0314453j 0.057595-0.0121666j -0.00375861+0.0261923j -0.0414534-0.0544424j -0.0124444-0.0669258j 0.00406701+0.0319317j -0.0289805+0.0555376j -0.0833302-0.0377684j 0.0232832-0.0755836j 0.025594+0.0757885j -0.0732777-0.0418153j -0.0030439+0.000920531j -0.00555954-0.0549416j 0.0164364+0.100975j -0.0544536+0.0448255j -0.0311243-0.0243659j -0.0351895+0.0349671j 0.0258535-0.0551025j -0.0123719-0.0530294j 0.00964785-0.0538268j -0.0111933+0.0156325j -0.0086923-0.00754621j -0.00525759+0.0197089j -0.0142858+0.0268774j 0.0121265-0.00381627j 0.0172497-0.0016453j 0.0149082+0.0031729j -0.00332128+0.000878341j 
-0.014155-0.010808j 0.00668309-0.0170781j -0.0218984+0.00752692j -0.032863-0.0229875j 0.0180704-0.00473149j 0.0254077+0.0356288j -0.0387288+0.0131822j -0.0297274-0.0327217j -0.000519849+0.0227845j -0.0256337-0.0322248j 0.00233652+0.0655168j 0.00103815-0.0410173j -0.0318276+0.0842531j -0.0228121-0.075616j 0.0119579+0.0229288j -0.0211403+0.0767139j -0.06372+0.0362015j -0.0397374+0.0445504j -0.00221254-0.0290162j -0.113046-0.0589531j 0.039736+0.0538397j 0.00909389-0.0436272j -0.00491243-0.0666788j 0.0664625+0.0670249j -0.0560007-0.0345189j 0.0539017+0.00304318j 0.0585984+0.0133756j -0.0542904-0.046147j 0.0301254+0.016163j 0.0457755+0.0167575j -0.032121-0.164013j 0.0907255+0.00619917j -0.0298969-0.0675598j -0.0734999-0.00520828j -0.0496271+0.0396321j 0.0060365+0.0417452j 0.0448191+0.045006j -0.0344234+0.0337299j 0.0340161+0.0561545j 0.067675-0.0548752j -0.00860507-0.0395968j 0.058681-0.0485085j 0.0174517-0.00341941j 0.15438-0.0581677j -0.0741746+0.138315j -0.0127505+0.0401775j -0.0132151+0.0234922j 0.0481128-0.0663705j 0.00938792+0.0177357j -0.0416746+0.0344424j 0.00621719+0.115324j -0.000844914+0.0753978j 0.0315168-0.0690557j 0.0900098+0.0177476j 0.0349737+0.0131625j 0.0330219+0.00381372j -0.0646147-0.0201427j -0.00736853+0.101608j 0.0215445-0.01393j 0.0019879-0.0103507j 0.00275616+0.0109792j 0.0449065+0.00144102j 0.0213083-0.0169537j -0.0153378+0.0389508j -0.0148151-0.0245119j 0.00565045+0.0390673j -0.0104829+0.0221672j 0.0236477-0.00178873j 0.0311034+0.00975082j -0.0143262-0.0133259j -0.0230668+0.0175146j -0.0178149-0.00923741j 0.00590342-0.0381564j 0.00204119-0.00291448j -0.00887613+0.0188749j -0.0169588-0.014085j -0.016412+0.00948125j 
0.00867094-0.00206084j -0.00821121-0.00730767j -0.0316473+0.00935507j -0.0163135-0.035659j 0.00544613-0.00972997j -0.00722014-0.0128461j 0.0366102+0.0093459j 0.0144284+0.0383907j -0.0194856+0.0308717j 0.0236856-0.000577342j -0.0540316-0.00400751j -0.0246095+0.0375341j 0.0504998+0.0260331j 0.0356528-0.0409205j 0.00198985-0.0777669j 0.0379499-0.0410572j -0.00115312+0.052075j -0.0547159+0.0683647j -0.00265694-0.08167j 0.0762277-0.0296871j 0.0227458-0.0622041j -0.0155408+0.0589914j -0.049283-0.00440079j -0.0224054+0.0804661j 0.0406304+0.0646867j 0.0201826-0.0254455j 0.0132238-0.00901018j -0.0426196+0.01866j 0.011839-0.0643962j -0.0116455+0.0361324j -0.0281144-0.0983296j 0.0333575+0.0324117j -0.0546294+0.117444j 0.0899293+0.0502652j 0.0558374-0.0350381j -0.0307749+0.016047j 0.0357054-0.0798498j 0.00234436-0.00639937j 0.0361873-0.0663322j 0.0112486-0.046417j -0.0163734-0.00525936j 0.00231672-0.0294863j 0.0601103+8.14208e-05j 0.0509504+0.0156026j 0.0675705+0.000753223j 0.0576161-0.0590126j 0.101195-0.10598j 0.00976103-0.00467918j 0.010772+0.121606j 0.0345273+0.0148945j 0.00635774-0.0458539j 0.000977656-0.0144694j 0.0423597-0.040818j 0.0164591+0.0322487j 0.00291844-0.026281j -0.00111625+0.0511292j -0.0476515-0.00581349j 0.0242533+5.7793e-05j -0.0276524-0.0362575j 0.0987282+0.0112461j 0.00855235-0.0140599j -0.006605-0.0273492j -0.00430442-0.00735679j 0.00384193-0.0270209j 0.013235-0.0163899j 0.0302218+0.00351023j 0.0141532-0.015252j -0.0423823-0.0269081j 0.0144867+0.010769j -0.00321582-0.00658502j 0.0147757+0.0171731j 0.0103088+0.0190348j -0.00997157+0.0225293j -0.0100439-0.0240996j -0.00739305+0.0129477j -0.00312668+0.000705538j 0.00130708+4.76161e-05j 
0.0110133-0.00111675j 0.0330292+0.0113123j 0.0263932-0.0491694j 0.0367908+0.0129142j -0.0349983-0.0133134j 0.012924-0.054165j 0.0329007-0.00186316j -0.0283508+0.00807347j -0.0325333-0.0140831j -0.0541981+0.021448j 0.0665406-0.0113267j 0.00368977-0.0125485j 0.0137863+0.00474245j 0.00683266+0.0566156j -0.0320476+0.0465538j -0.0213769+0.00876617j 0.0678489+0.0568823j 0.0579238+0.000164306j -0.0086425+0.0356057j -0.0191463+0.0821462j 0.10068+0.0138314j 0.0308454-0.0542308j 0.0117592-0.000126725j 0.00582437+0.0638699j -0.0460788+0.00918368j -0.0483956-0.0200413j -0.0108601+0.0896494j -0.0424306-0.0409994j -0.00138202-0.000756731j -0.068876+0.0192088j 0.032647-0.0518835j 0.0600683+0.0504598j 0.020365+0.0108413j 0.035254-0.0669855j -0.097568+0.0595082j -0.0331702-0.0274633j -0.00883361+0.0825245j 0.0245121+0.00538984j -0.0841492+0.0660475j -0.0434615+0.00103049j 0.0253026-0.0152076j -0.0893138-0.0185966j -0.0217084+0.00982399j -0.0263866+0.00134968j -0.0579683-0.0545277j -0.00874934+0.0225099j 0.00617491-0.0362932j -0.0595282-0.0217298j 0.0104504-0.00029417j 0.0399965+0.0180329j -0.0500189-0.00435998j -0.0484781+0.0340522j 0.00897867-0.0171007j 0.031726-0.0409456j 0.0785112-0.00832742j -0.00375981+0.0668405j 0.0348464+0.0396493j -0.0146748-0.0438686j 0.0693539-0.0291322j -0.00997941+0.0163747j -0.0823275+0.0288221j -0.00770367+0.0372877j 0.0314511+0.0373976j 0.0076015-0.0310309j 0.0531245+0.0210517j -0.0291215-0.0139414j 0.0530044+0.0188091j -0.0608245-0.0354092j 0.0177899-0.0231438j -0.0144224-0.0144523j 0.045987-0.0148392j 0.0309199+0.0397654j 0.00200976+0.018335j 0.0131791+0.0104874j 0.00247703-0.0106731j 0.0113029+0.00154087j -0.0107646+0.00367092j 
