-0.0129318+1.12757e-17j 0.036422-0.000863822j -0.0581364+0.00101204j -0.00682628+0.000654242j 0.0100214+0.00103697j 0.0235269-0.00124017j 0.0293648+0.00178721j -0.00609482+0.000475588j -0.0214536+0.00190219j 0.0154337-0.00159945j 0.00556413-0.000856727j -0.00601018+3.11892e-05j 0.0102176+0.000102312j -0.00758805+0.00231887j 0.0086287+0.000656177j 0.0492117-0.00520867j -0.0350963+0.00174777j -0.0522629+0.00468087j 0.0142728+0.00052181j 0.0490845-0.00149726j 0.0492378+0.00180534j -0.0288584+0.00434728j -0.0017896+0.0047561j 0.0141195+0.00361682j -0.101785+0.00554489j 0.147653-0.000805792j -0.0649171-0.00615079j 0.0123909+0.00177303j 0.0143947+0.00066089j 0.0218786-0.00145848j -0.0322622-0.000145231j 0.0182832-0.000212429j 0.0518995-0.00182421j -0.0256515+0.00309729j -0.00393685-0.00123081j -0.0351931+0.000956437j 0.00586722+0.00405636j -0.00247647-0.000381867j 0.0179945-0.000412137j 0.0441264-0.00111998j 0.0258767+0.00148533j 0.0137068+0.000640049j 0.00434244+0.0019754j -0.00727267+0.00288356j -0.000208203-0.00130683j -0.0136133-0.000525735j 0.0154675+0.00170846j -0.00953105-6.11246e-05j -0.0230708-0.00190059j 0.0386591-0.00144648j 0.0256444+0.00179885j 0.0088932-0.00130921j 0.0119182-0.000582646j -0.0506451-0.000410234j 0.0148127+0.00202446j 0.00227417-0.000524626j 0.02369-0.00193675j -0.00490435+0.00257104j -0.0649902+0.00518226j -0.0130729-0.00312469j -0.0497106+0.00351941j 0.0815249-0.00768988j -0.0458073+0.019439j 0.00496046+0.0130673j -0.153711-0.00051416j 0.0041577-0.00112169j -0.0802134-0.00716437j -0.0672369-0.0026996j 0.0067648-0.000375023j -0.0131616-0.000754944j -0.00850046-0.000286103j -0.00925593+0.000358382j -0.0227358+0.000545932j 0.0113455-0.000114356j 0.0120503+0.000301549j -0.00512123-0.000381901j 0.0022742-0.00296857j 0.0327376-0.00810246j 0.0138732-0.00172989j -0.00812924-0.00327793j -0.00664523+0.00214954j -0.000578206+0.00184028j -0.0177601+0.00752367j -0.00471531-0.000788221j -0.00792533+0.000170282j -0.0529143+0.000768124j -0.00625608+0.00823865j -0.0149651+0.00670993j -0.0132189+0.0119455j 0.024909+0.000511575j -0.0394833-0.00776751j -0.042754-0.00404557j 
-0.00601018-3.11892e-05j -0.0051411-0.00157943j -0.0354668-0.000654874j 0.0564084+0.00154529j 0.0209801-0.000675854j 0.0352753-0.00362424j 0.030436+0.000769813j -0.0390798-0.000393699j 0.00987983-0.000664745j -0.0574765+0.00140563j -0.0143629+0.000955281j -0.0952189+5.829e-15j 0.284857+0.00107203j 0.0472284-0.00167819j -0.279605+0.000133069j -0.0753152+0.00320027j 0.451425+0.00298955j -0.36412-0.000805497j -0.0942241-0.00337833j 0.134936-0.000717612j 0.217367-0.00568916j 0.064819-0.00127231j -0.14313-0.00102968j -0.174214+0.00173954j -0.0755727+0.00084267j -0.0564364-0.00419919j 0.192726-0.000108275j 0.0526492+0.00481485j -0.131629-0.00403309j -0.117285+0.000608019j -0.0665089+0.000411806j 0.0648068-0.00211143j -0.0471588+0.00248771j -0.0230382+0.00160723j 0.074878+0.00163901j -0.0411316-0.000988295j -0.0228021+0.0021802j -0.0267847-0.00351508j 0.0357028+0.000119856j -0.0417305+0.000817241j 0.0154181-0.000210588j 0.022335-0.00199839j -0.0247673-0.00334353j -0.0257735+0.000341097j 0.00733745-0.00256232j -0.00258109+0.000168136j -0.08981+0.00152986j -0.0120095-0.00141176j -0.0316188+0.000232141j 0.00881164+0.0016692j 0.021973-0.00320518j 0.0524652-0.00545603j -0.0251816+0.0024071j 0.0174878+0.00189924j -0.0733124+0.00236257j -0.0545531-0.000624805j 0.0813725+0.000157099j 0.016884-0.000834749j -0.0548191+0.00567754j 0.0203483-0.00242806j 0.0137446+0.00536565j -0.015061-0.00311147j -0.0151482-0.00234252j -0.081413+0.00446999j 0.01329-0.00311099j 0.00256698-0.00375689j 0.0449656-0.000923813j 0.0435518+0.00214124j -0.00310225+0.0026299j 0.00272062+0.0029659j -0.00355527+0.0037276j -0.00213667+0.00166767j -0.0031108+0.00172149j 0.0271757-0.000365665j 0.0045733-0.00153298j 0.0128633+0.000349627j -0.00731602+0.0015275j 0.00756166+0.00239109j 0.00472705+0.00201332j -0.00188829+0.00391243j 0.0186981+0.00204944j -0.00784449+0.00499363j -0.00660378+0.00230451j 0.0190091-0.00486568j -0.000743552+0.000959513j -0.0216963+0.00149795j 0.00474237+0.000424564j 0.011092-0.00567757j 0.0373072+0.00381401j -0.00831024-0.00740957j 0.00330016-0.000995873j 0.00992307-0.00413202j 
0.0102176-0.000102312j -0.0026851+0.000859615j 0.020363+0.00141448j 0.0218253+0.00189005j 0.0102037-0.000847052j -0.045585+0.00107744j -0.0221487+0.0012927j -0.0157198+0.000649289j -0.0655979-0.00115593j 0.0523804-0.000149648j -0.128416+0.000635081j 0.284857-0.00107203j -0.552097-2.05519e-14j 0.093229+0.00138243j -0.198891-0.000891195j 0.0352+0.00144011j 0.213646+0.000516017j 0.00943012-0.00168044j 0.00998552+0.00302648j 0.129047+0.001378j 0.303927+0.00385412j 0.0962556+0.00178558j 0.0286376+0.00415016j -0.0750969-0.00569837j -0.141773-0.000167444j 0.0268654+0.00174905j -0.0109727+0.00547891j -0.0490853+0.00498775j 0.223243-0.00278629j 0.0888402-1.76038e-05j 0.112816-0.00752081j 0.0948587-0.00480952j 0.0470986-0.00279517j -0.087115+0.00287275j -0.0123076-0.00115974j -0.0453896+0.00222603j -0.0849287-0.00330444j 0.0457169-0.00792259j -0.0172591+0.00334395j -0.00209974-0.00115897j -0.0356159+0.0017824j 0.016482-5.55366e-05j 0.031848+0.00224623j -0.0462987-0.0088811j 0.0346488+0.000871414j -0.0364924-0.00274726j 0.0634855+0.000980896j 0.0030486+0.00273304j 0.0131186-0.00213382j -0.0111554+0.00315475j 0.034166-0.00341816j -0.0823225+0.00372655j 0.00166952+0.00261224j -0.00867516-0.00121666j -0.0188444-0.00315927j 0.0362509+0.00208151j 0.089419-0.00590974j 0.0759907-0.00122307j 0.00541716+0.00107177j 0.0535281+0.00371616j -0.0670061-0.00211862j 0.0174748-0.00281528j -0.0337764-0.00138555j -0.00841383-0.00596512j -0.0507146-0.00756422j -0.0399448+0.00142107j -0.0341482+0.00553228j -0.0361123+0.000678173j 0.0170929-0.000884235j 0.00300631+0.00529943j -0.00578083+0.000155395j 0.00597921-0.00126469j -0.01756-9.73281e-05j 0.00526424+0.0020811j 0.00501158+0.00307047j -0.0102-0.000316839j 0.00498762+0.000921098j 0.00412377-0.00141634j -0.00349+0.00277258j 0.00962546-0.00218825j -0.00754339-0.00401355j -0.00772922+0.00104009j -0.0254891-0.000544117j 0.0155298+0.00263535j 0.0145041-0.00578986j -0.0114452+0.00353825j -0.00804789-0.000658353j 0.00721471-0.000662212j -0.00545231+0.00055285j 0.0251522+0.00166579j 0.00471668-0.00285627j -0.0032292+0.00222888j 
-0.00758805-0.00231887j 0.0387877-0.000526133j -0.0992231+0.00176325j -0.0393256+0.00118146j 0.0193795+0.00133052j 0.0170846+0.00251035j -0.0274075-0.000344561j 0.0640835+0.0021007j 0.0333884-0.00142414j 0.0677189+0.00135104j 0.0296287+0.00187965j 0.0472284+0.00167819j 0.093229-0.00138243j -0.703123-4.39294e-14j 0.0153224-0.000106676j -0.016232+0.000220561j -0.0242059+0.00202586j 0.0574493-0.00290284j 0.317137+0.000413663j 0.0550357-0.00425875j 0.279822+0.00125195j 0.0275939+0.00289971j 0.0342229+0.00135788j -0.0178402+0.00169886j 0.0866798+0.000439419j 0.0472248-0.00101563j 0.115924-0.00108946j -0.0367492+0.00341372j -0.0640514+0.000115164j -0.02777-0.00193866j -0.0279867+0.00521802j 0.0141458-0.00143159j 0.0932609-0.00174536j -0.0398003+0.00124682j 0.0843421-0.000386955j -0.0135315-0.00076516j 0.0102567+0.00138982j -0.0290751-0.00281818j 0.0235071+0.000507148j 0.0755959-0.00151577j 0.0744491+0.000939735j -0.05172-0.000479557j -0.0349987+0.000195704j -0.0251108+0.0027654j -0.0364684-0.00249515j 0.0383051-0.00225332j 0.0472239-0.0014986j -0.0317597-0.00222388j -0.0207459-0.000560656j 0.00621882+0.00056191j -0.00700891+0.000362047j -0.00836185-0.000703735j -0.00697547-0.000891069j -0.0320231+0.000201837j -0.0409158+0.00253722j 0.0153183+0.000541839j 0.0552665+0.00110422j -0.00594602+0.00313539j -0.0213406+0.00432051j 0.017505+0.000589927j -0.0102599+0.00415071j -0.0015619+0.000230448j -0.0381705-0.00271567j -0.0376646+0.00372946j -0.0316558-0.00406418j -0.0166378+0.000313884j 0.0141884+0.00277278j 0.00248829+0.00167934j -0.0129417+0.00227424j 0.00116615-0.00404241j -0.00435794-0.00116359j 0.00278336-0.00268615j -0.0181946+0.000717735j 0.0050153-0.00125033j 0.00018416+0.0018008j -0.0143659+0.00105382j 0.00885618-0.00206308j 0.00278602+0.00369799j 0.00193871-0.00249905j -0.00392019-0.00390226j 0.00113635-0.000993011j 0.00811554+3.55801e-05j -0.00225508+0.00355586j 0.00855387+0.00117026j -0.0154819-0.0029774j -0.0248142+0.00193076j 0.00406411-0.00233437j 0.0214788-0.00292277j -0.00320012+0.00366784j 0.00456151-0.00318676j 0.00780696-0.00186531j 0.0152841-0.000106509j 
0.0086287-0.000656177j 0.0354059+0.00122286j -0.107985-0.000492322j 0.0110581+0.000465342j 0.0260556+0.00153315j 0.0270566+0.00121481j -0.0759643-0.00134472j 0.159457+0.000608215j -0.163031+0.00123254j -0.0335097-0.000483954j 0.142554+0.000919439j -0.279605-0.000133069j -0.198891+0.000891195j 0.0153224+0.000106676j -0.533588+4.21559e-14j 0.0323412-0.00235261j -0.141495+0.00167009j 0.0629149+0.00157838j -0.0731042+0.000200732j 0.175893-0.000842537j 0.0303744+0.00339063j -0.0745033+0.000146044j -0.0577798+0.00494451j 0.0860104+0.00224645j 0.4149-0.00063064j -0.0681261-0.000281214j -0.10234-0.00363381j -0.0780453+0.00323845j 0.0129142+0.000858057j -0.0425851-0.00299354j 0.110725+0.00117411j 0.0117197-0.00159809j -0.095502+0.00574512j -0.00213782-0.00183693j 0.0730194-0.00374131j -0.0308242-0.00051933j -0.0668529+0.000989173j -0.0699227+0.00409378j 0.0331077-0.00526927j 0.0222205+0.00226071j 0.0673343+0.00182379j 0.0343624-0.000502809j 0.0249015+0.00167944j -0.0447061-0.00551405j 0.0191322+0.00126668j 0.00400981-0.000343422j 0.0209258-0.00423846j 0.0648985-0.000848571j -0.0334649+0.00125836j 0.00294751-0.00105596j -0.002175+0.00109311j 0.00427297-0.0023502j -0.046182-0.0026529j 0.0275132+0.0101929j 0.00357937+0.00414757j -0.0137934+0.00374594j 0.0132018-0.00299084j -0.0214268-0.000752991j 0.0254536-0.00177066j -0.0458017-0.00553376j 0.0999516-0.00283839j -0.0154874+0.00428963j -0.00551094+0.00218212j 0.00582176+0.00259808j -0.0092036+0.00568256j -0.00700418+0.00250532j 0.0541824-0.0038411j 0.0335631-0.00111008j -0.0131715-0.000541455j -0.00449961-0.00409784j -0.014557-0.000238942j 0.00703275+0.000789121j -0.0018699+0.00284266j 0.0250949-0.000166298j 0.0069572-0.000461441j -0.00141277-0.000851682j -0.0308153-0.00269967j -0.0243976-0.00110332j -0.00109857+0.00156322j 0.00259796+0.000525576j 0.025807-0.00345991j 0.00501706+0.000407141j 0.00699192-0.00610578j 0.0131524-0.00714388j -0.0238526-0.00169308j 0.00680339-0.00203769j 0.0160039+0.000139727j 0.0200396-0.00197143j -0.00873559-0.00238291j -0.03919-0.00285796j -0.0021412+0.00543136j 0.0144434-0.000340449j 
0.0492117+0.00520867j -0.0492782+0.00345924j 0.0185288-0.00127504j -0.00940229+0.00255695j 0.0645685-0.00454804j -0.00633485+0.00128549j -0.175352-0.000971521j -0.0328974+0.00108251j -0.10568-0.0054749j 0.0670261-0.00444068j 0.05961+0.00439088j -0.0753152-0.00320027j 0.0352-0.00144011j -0.016232-0.000220561j 0.0323412+0.00235261j -0.797764+2.13358e-14j 0.0397441-0.00171781j 0.0442901-0.00294604j -0.0277729-0.00048978j -0.0210313+2.7599e-05j 0.0564531-0.000958984j 0.157613-0.00224011j -0.0260251+0.0106345j 0.0623982-0.00865523j 0.11309-0.00205999j 0.0287627+0.000240324j -0.0957562-0.00119919j 0.00136151+0.00355605j 0.0720276+0.000615931j 0.0132863-0.00432301j -0.0873+0.00105315j -0.00704487+0.0047519j 0.000499732+0.00479846j 0.0270028-0.00279834j 0.0124904+0.00821957j -0.0152517+0.00121927j 0.0744678-0.00373559j -0.0203519+0.00171448j 0.00269869-0.00100969j -0.00897039+0.00229982j 0.0369182-0.0013642j 0.0367474+0.000189366j 0.0703846+0.000159284j 0.0904439-0.0011655j -0.008083+0.00313175j -0.0732941+0.00181998j -0.00762873-0.00227431j -0.0146379-0.000845483j -0.00565107+0.000820586j -0.0250694+0.00246077j -0.0156739+0.001548j -0.042418-0.00199361j 0.0958511+0.00392459j 0.0829723+0.00107407j -0.0586005-0.00333104j -0.0322236-0.000373487j -0.0781792+0.00443072j 0.085646-0.00482938j 0.037098-0.00457423j -0.0416197-0.00228242j -0.00338804-0.000983861j -0.0023986+0.000123097j 0.0637468-0.00316226j 0.0664746-0.00539727j 0.00596301-0.000569199j -0.0108315+0.0019673j -0.0608608-0.00282723j -0.0171579-4.68347e-05j 0.000310837-0.00186075j 0.000450627-0.000752605j 0.0108352+0.00233474j -0.0011624+0.00135834j 0.036725+0.00186833j 0.00352718-0.00139655j -0.0120823-0.00166475j 0.0212107+0.000838703j -0.00715266+0.00108454j -0.0216652+0.000688374j 0.00719616-0.00183438j -0.017038+0.0028919j -0.0117318+0.000985348j -0.00898906+0.00294405j 0.0172494-0.000874932j -0.00798164+2.67682e-05j 0.0337191+0.000631443j 0.0235281+0.000577169j 0.0164037+0.00417j -0.0418193+0.00387865j -0.0316538-0.0104248j 0.00641801+0.00968149j -0.00755936+0.00436724j -0.0331048+0.0052194j 
-0.0350963-0.00174777j 0.00932565-0.00238449j 0.0466254-0.00174223j 0.120118+0.003803j 0.00505389-0.00260942j -0.0149954-0.00581226j -0.0559628+0.00359719j 0.00259342-0.00437725j -0.151684-0.00237748j 0.191991+0.000917354j 0.218802-0.000490408j 0.451425-0.00298955j 0.213646-0.000516017j -0.0242059-0.00202586j -0.141495-0.00167009j 0.0397441+0.00171781j -0.417246+4.12981e-14j -0.156383-0.000843672j 0.0327999-0.00103471j -0.00357581+0.00173245j -0.00265744-0.00199008j 0.195085-0.00209353j 0.0447368-0.00241838j -0.152488+0.00113402j 0.0952686-0.000966802j 0.0843972-0.00283263j 0.0320126-0.00357734j 0.0869722+0.00668543j 0.120241-0.00518528j -0.00210109+0.00267018j -0.0697752-0.00558454j -0.0385832-0.00544524j 0.0638727+0.00079941j 0.00914832+0.00251311j 0.110772+0.0014197j -0.0401379-0.00140968j -0.0930154+0.001638j -0.0177713-0.00370955j 0.0726462+0.000600884j 0.00832845+0.00196843j -0.0149151+0.00156584j -0.0721735+0.00261981j -0.0297486-0.000767278j -0.00762557+0.000812256j -0.0122726+0.00251125j 0.0371108+0.00240517j 0.038564+0.000193697j 0.00736124+0.00244669j 0.0206154-0.000509936j 0.000890492+0.00212959j -0.00640129-0.00160352j 0.0366208-0.00244853j -0.0475662+0.000933529j -0.0226753+0.0029693j 0.0629692+0.00173039j 0.0241484+0.00245068j 0.015435-0.0025318j -0.0110761-0.00356908j -0.0055125-0.00175897j -0.00949915+0.000113704j -0.027263+0.000977416j -0.00619294+0.000930203j -0.0676194-0.00452778j 0.000735173+0.00261499j -0.0278328-0.00174413j -0.0361689+0.00188814j -0.0135101+0.00209937j -0.0102172+0.00480294j 0.00397297+0.00372289j 0.00953023-0.00645851j 0.00428578-0.0012705j -0.00649112+0.00106945j -0.00151814-0.00375986j 0.0128431-0.000894904j 0.00246276-0.00205499j 0.00484944+0.000321233j 0.00306683+0.00219116j -0.00359714-0.00265257j 0.00703598-0.00304392j -0.00192193-0.00280746j 0.00932287-0.00492626j 0.016866-0.00035945j 0.00593694-0.00247453j 0.00767592+0.00403907j -0.00403068-0.00169068j -0.0149632+0.00179541j -0.00570002-0.00222921j 0.0210009-0.000914879j -0.00155443+0.00216335j 0.006564-0.00114759j 0.00495889-0.00307255j 0.0184082+0.00140915j 
-0.0522629-0.00468087j 0.0363316-0.00224168j -0.0186169-0.000562064j 0.0234409-0.000711796j -0.00864604+0.000455991j -0.116011-0.00179369j -0.137814-0.00313679j -0.0245357-0.00184959j -0.0356079-1.24276e-05j 0.263263+0.00208515j -0.320336+0.00050269j -0.36412+0.000805497j 0.00943012+0.00168044j 0.0574493+0.00290284j 0.0629149-0.00157838j 0.0442901+0.00294604j -0.156383+0.000843672j -0.463456+5.83524e-14j -0.00240456+0.00437953j 0.240153-0.002309j -0.191585+0.00738984j 0.135162+0.00546513j 0.0817809-0.00450207j -0.0212491+0.00069242j -0.0619899-0.00170476j 0.0954968+0.000797307j -0.10367-0.000583939j -0.152077+0.000623757j 0.0314846-0.00283318j -0.0645143+0.0013101j -0.0511544+0.00207028j 0.0164051-0.00256783j 0.0770985-0.00121222j -0.0229813+3.005e-05j 0.0383527-0.00155629j -0.0110856+0.00381779j 0.060735+0.00060009j 0.0146067-0.00545154j -0.0342353+0.00195613j 0.0409901-0.000740446j 0.0464317+0.00260362j -0.0214515+0.00150018j -0.0526024+0.00211673j -0.0487276+0.0016842j 0.039771+0.000402442j 0.0343374-0.00309576j 0.0320619+0.000467708j 0.0159565+0.00212631j -0.0288704-0.000893775j -0.026726+0.00270412j -0.00682212-0.00101764j 0.0296548+0.00176057j -0.0857765-0.00144076j 0.00752624-0.000229804j 0.0497147+7.47128e-05j 0.0152237+0.00468286j 0.0508329-0.00136482j 0.00155477-0.00387314j -0.0858042-0.00133861j -0.0408765+0.000395369j -0.0651427+0.00114189j -0.00924071+0.00384007j -0.0567312-0.00549118j 0.0548282+0.00386746j -0.0557184-0.00159858j -0.0355848+0.00165257j -0.0171609+0.00534095j -0.0106241-0.00444029j 0.0281046-0.00681124j 0.0116899+0.00372179j 0.00810265-0.00335785j -0.00578941-0.00108783j 0.0085807-0.00970357j 0.0193675+0.000559498j 0.00737971-0.0029174j 0.0151469-0.000217353j -0.00686794+0.00793439j 0.00604023-0.0066479j 0.00837927+0.000621978j -0.0120944+0.00129311j 0.00375138-0.00122555j 0.00651707+0.00126487j 0.00174127-0.00242777j 0.0116709+0.000842486j -0.0097361+0.00106176j -0.0264786-0.000938501j -0.00770329-0.00365948j 0.0194251+0.00175206j -0.0192465+0.00508659j 0.019359+0.00123025j 0.00286057-0.00537305j 0.0213708+0.00388259j 
0.0142728-0.00052181j 0.00301978+0.00101773j -0.0369047+0.00224649j -0.0382915-0.000592888j 0.00437938+4.34532e-05j 0.0552712+0.00458853j 0.0578915+0.000672333j 0.0185903+0.000587476j 0.216452-0.00147754j 0.611662+0.00155585j 0.41544+5.92285e-06j -0.0942241+0.00337833j 0.00998552-0.00302648j 0.317137-0.000413663j -0.0731042-0.000200732j -0.0277729+0.00048978j 0.0327999+0.00103471j -0.00240456-0.00437953j -0.00171781+1.18142e-14j -0.132033-0.00190114j 0.0670866-0.00100048j -0.178141+0.000667927j 0.163357-0.000467451j -0.0411004+0.00322788j -0.0238079+0.0039091j 0.10028+0.00023368j 0.116678+0.000546913j 0.0203492+0.00269317j -0.00517552-0.000512903j 0.0535848+0.002503j -0.0658832+0.00173356j -0.0189919-0.00173779j -0.0140317-0.00130233j 0.0355899+0.00335364j 0.067914+0.00241549j -0.0575986-0.00389784j -0.0509073+0.00347334j -0.00230126-0.00372854j -0.066082+0.00283015j -0.015325-0.000593275j -0.0359644-0.000180978j -0.00315099+0.000243093j -0.0553666-0.00155631j -0.015158+0.0047552j 0.00277751-0.000667416j -0.0231766+0.00206851j -0.0221201+0.00010188j 0.018842-0.000560669j -0.0347463-0.000279203j -0.00318153+0.00275086j -0.0153469-7.5551e-05j -0.00133037-0.00436299j 0.0428607+0.000516874j -0.0699547-0.00418363j -0.00231302+0.00188814j -0.0178551-0.00150674j 0.0231217-5.84588e-06j -0.0102265+0.000927329j 0.00266838+0.00165897j 0.00791594+8.42376e-06j 0.0106102+0.0024042j 0.0424374-0.00102534j 0.00210435+0.000934337j -0.0299199-0.00251232j -0.0179072-0.00274981j 0.00560006-0.000306778j -0.0234728-0.00047666j -0.0107619+0.00275885j -0.0110372+0.00342038j -0.00752307-0.00399864j -0.0106215+0.00290224j -0.00453135+0.00337881j -0.0171295+0.000963105j 0.000510287+0.00198287j -0.0212123+0.0022638j 0.0120354-0.000309563j 0.00836163-0.00385328j 0.0150079+0.00208227j 0.00636+0.00073608j 0.00339961-0.00101483j -0.000553365-0.00120526j -0.00870607+0.00459172j 0.00160528+0.0029021j 0.00166815+0.00203534j -0.00884824-0.000950291j -0.0110222+0.00278903j 0.000991604+0.000535011j -0.0037288-0.000682251j 0.000694891+0.00210237j 0.012859-0.000526858j 0.00426169-0.00209181j 0.00298071-6.62917e-05j 
0.0490845+0.00149726j 0.0134825+0.0034172j -0.0800601+0.000325794j 0.0427407-0.00018738j 0.0418522+0.00098379j 0.00472327+0.00184424j 0.0239028-0.00154273j -0.102026+0.0024126j -0.359731+0.00257108j 0.36421+0.000370689j -0.466346-0.00660954j 0.134936+0.000717612j 0.129047-0.001378j 0.0550357+0.00425875j 0.175893+0.000842537j -0.0210313-2.7599e-05j -0.00357581-0.00173245j 0.240153+0.002309j -0.132033+0.00190114j 0.0159923+1.13972e-14j 0.0550614+0.00397778j -0.106562+0.000180926j -0.0175117+0.00509031j -0.0695804+0.0014462j 0.178269+0.00174483j -0.0818324+0.00188821j 0.104446+0.00674061j -0.092918+0.00225545j 0.128532-0.00641521j -0.206332+0.00478445j -0.0704078-0.000714775j -0.0551092-0.00901502j 0.0507738+0.00122686j -0.0179864+0.00177084j 0.0190183+0.00398945j -0.0262716+0.00544929j -0.0164155+0.000420145j 0.0433968-0.00322786j -0.0723995+0.00349872j -0.0425603-0.000665766j -0.0853266+0.00512717j -0.000332006+2.28574e-05j 0.0252633+0.00316292j -0.0356195+0.000115483j 0.0350375+0.00347381j 0.00660397+0.00202849j -0.017828-0.000732959j 0.00294878+0.00305269j 0.0129361-0.000589744j 0.0623785+0.00187796j 0.0193098-0.000153175j 0.0306149-0.00639707j 0.0192422+0.00126815j -0.0170818+0.004571j -0.0362122+0.00378114j -0.0327145-0.0029081j 0.00402759-0.00307801j -0.0259184+0.00138004j 0.0166316+0.00171826j 0.0195393-0.00740585j 0.0596684+0.000649867j 0.000671654-0.00191602j 0.0136588+0.00598087j -0.0253723-0.000916339j 0.00337853-0.00232716j -0.0135573+0.000886224j 0.0339829+0.0027605j 0.0361605-0.00731329j -0.0433128-0.00228461j -0.0187453+0.0047098j -0.00901974+0.00411864j 0.0107935-0.00138004j 0.0073548+0.00735868j -0.000261716-0.00169458j 0.00610122+0.00140484j 0.00884397+0.00117167j -0.0145667-0.0030651j -0.0142701+0.00469449j -0.000557868-7.21161e-05j 0.00673562+0.000289472j 0.0156698-0.000192179j 0.00168395+0.00063028j 0.00762737-0.00244087j 0.00737319-0.00517978j -0.0106311+0.00017501j 0.00166069-0.002094j 0.00743885+0.00126836j 0.0089712-0.00371891j 0.0130247-0.000201608j -0.0335152-0.00477742j 0.00607743+0.00541315j 0.00316216-0.00271126j 
0.0492378-0.00180534j 0.023367+0.0056321j 0.0900874+0.00220193j 0.0432978-0.00234013j 0.0428386+0.00254534j -0.0525819+0.00314661j 0.17249+0.00308422j 0.32614-1.90526e-05j -0.265151-0.00225355j -0.265209-0.000107741j 0.0124925-8.66985e-05j 0.217367+0.00568916j 0.303927-0.00385412j 0.279822-0.00125195j 0.0303744-0.00339063j 0.0564531+0.000958984j -0.00265744+0.00199008j -0.191585-0.00738984j 0.0670866+0.00100048j 0.0550614-0.00397778j 0.113377-1.0584e-15j -0.0808151+0.00011091j -0.0259301+0.00377449j 0.207827-0.00234818j 0.0551018+0.00339651j -0.0199437+0.00647204j -0.124382-0.00112781j 0.0185166+0.00078663j 0.00254466-0.00371593j -0.0413571+0.00197751j -0.0686451-0.0044957j -0.0513602-0.0011131j 0.00704639-0.00085456j 0.0340052-0.000224417j -0.0641631+0.00415294j -0.0440223+0.000390474j -0.0825075-0.000429352j -0.00410578-0.00147787j 0.0827706+0.001479j -0.0479581+0.00175909j -0.054696+0.000293872j -0.0163231-0.00115166j 0.0184655+0.000355586j 0.0172046-0.00402338j -0.00230474+0.00120041j 0.030179+0.000135847j -0.0151659-0.00190533j -0.0222908-0.00141082j 0.0370863+0.00107445j 0.0890534+0.00118136j 0.0211352-6.70295e-05j 0.0457581-0.00554629j 0.0437105+0.00137516j -0.0576072+0.00367813j -0.0353849+0.00361054j -0.0386056+0.00172896j 0.0167362+0.00150943j 0.0248378-0.00181997j 0.0234062-0.000120432j -0.0308972-0.00300131j -0.0319013+0.00327583j 0.0650917+0.00184302j 0.0387171-0.00104382j 0.0295928-0.00555551j -0.072021-0.00356472j -0.00114732+0.00477039j -0.0185014-0.00751407j -0.0164853+0.00787544j -0.0209535-0.00141127j -0.0132584+0.00039028j -0.00733932-0.00236071j -0.00223583+0.00158082j -0.00986248-0.00188755j -0.00232506+0.000465406j 0.00628612+0.00124289j -0.0120496+0.00052178j -0.00505712+0.000107233j 0.0183541+0.000989782j 0.00177383-0.00161197j 0.00710917+0.000484094j 0.00481837+0.0018728j 0.00116662-0.00078998j -0.0111107+0.00322812j 0.00034858-0.00467525j -0.00234079-0.000595552j -0.0126326-0.000801511j 0.01816+0.00267623j -0.0219965+0.00407652j -0.0276615+0.00153403j 0.0237148+0.00581493j 0.0074131-0.00272511j -0.0014588+0.00527917j 
