0.0299371-0.0125597j 0.00385794-0.0264396j -0.0381018+0.0769024j -0.029177+0.00823474j 0.0164421+0.0121857j -0.0109754-0.00803665j 0.00508291+0.0252931j 0.079553+0.00403094j 0.013778-0.0031237j 0.0081102-0.0271616j -0.00947012-0.0190209j 0.0239054-0.0104801j 0.00991989+0.0157682j 0.0107042-0.0202596j 0.0332777-0.0342079j 0.0210794+0.00576806j 0.0224705-0.000533736j 0.00105354+0.013177j -0.00290737-0.0105667j 0.0205218-0.0234027j -0.0174373+0.0082608j 0.00632101-0.00558715j 0.00384398+0.0318551j 0.0121815+0.025842j 0.0298835+0.00215512j 0.0136704+0.00916336j -0.00184896-0.0198607j -0.039339-0.00289855j 0.000988309+0.00527657j -0.0411416+0.0161467j -0.00880403-0.00411926j -0.00806485-0.0123166j -0.0284374+0.00485806j 0.0160693-0.00148905j 0.00883963+0.017945j -0.00962028+0.0242279j 0.00721466+0.00481735j 0.0095834-0.0011472j 0.0139825-0.000177253j 2.11052e-05+0.00788294j -0.00511757-0.00954257j 0.0163997+0.0163163j -0.000940471-0.00892698j 0.00426575-0.0056342j 0.0013133+0.0130989j 0.00842077-0.00681709j 0.0136265-0.0038618j -0.0155021-0.015047j -0.00513091+0.00615811j -0.00828437+0.00411286j -0.0173622+0.00309366j 0.00910425-0.00554151j -0.000763949-0.00518357j 0.0176819-0.00908236j 0.00369885+0.00337249j 0.0167735+0.021927j 0.0306658-0.012253j 0.0253263-0.0180322j 0.014385+0.00578461j 0.014106-0.0182038j 0.0125837-0.00589991j -0.0115904-0.0364649j -0.0152149+0.0103635j -0.00722478+0.0159672j 0.00867709-0.0043513j 0.0348161+0.00363151j -0.00622808+0.00270619j 0.0316307-0.00851287j 0.00273301+0.0326766j -0.0215927+0.00673569j 0.018807-0.0383489j 0.0336629+0.0110019j -0.0221124+0.0186806j -0.034531-0.0390703j -0.00846322+0.00953365j 0.0377145+0.0133083j -0.00851827+0.00291107j 0.000640858-0.029698j 0.0287236-0.00121798j -0.0134649-0.0181368j 0.00189546+0.039239j 0.00602575+0.00836987j 0.0406658+0.0173463j -0.0379875+0.0539557j -0.0102303-0.0613627j 0.0479706+0.00844351j -0.0295764-0.0334707j -0.0283566-0.0323122j 0.0417402+0.0178649j 0.0497156-0.0185331j -0.0337742+0.00655307j -0.000385517+0.00758479j 0.00410933-0.00416163j 0.00366509-0.0829103j 0.16896+0.0171022j 0.00833508+0.027046j 0.0440472-0.0186211j 
-0.00566603-0.0119579j -0.00494412+0.0160538j 0.0121582-0.0114893j -0.00902499-0.0242664j -0.0333636-0.00824325j 0.0173875+0.00381115j -0.0169901-0.0285204j -0.0397637+0.0060307j -0.0130457+0.00856048j -0.0475605+0.00292473j -0.00382434+0.0264193j 0.00283154-0.0305398j 0.00906801+0.017483j -0.0273929-0.0396678j -0.0139709+0.0599782j -0.00520548-0.00736373j 0.0125523+0.0131111j 0.0364585-0.00167636j 0.0177344-0.00473056j -0.00725127+0.00465634j 0.036738+0.0198137j -0.0238369+0.0136781j 0.0359502-0.0308488j -0.0406197-0.0103694j -0.00380051-0.0179058j -0.00127575-0.0152136j 0.0199005+0.00338629j 0.0381421+0.00452023j 0.0110662+0.00953002j 0.0359302-0.00461947j 0.00648306+0.00354908j -0.0108589-0.0393569j 0.00949631+0.0101773j -0.0342825+0.00351317j 0.0345008+0.0456149j 0.0171729-0.0430156j -0.00795287-0.0291535j 0.00724779+0.0166118j 0.0295734+0.0112543j 0.00310178-0.0441958j 0.0208177-0.00302017j 0.0229214+0.00516348j 0.0199495+0.0531254j -0.00476862+0.00379371j 0.0116028-0.0159511j -0.00428004+0.0605219j -0.0229259-0.00702425j 0.0347652+0.0140824j 0.0268166-0.0374779j 0.051323+0.00539958j 0.0296511-0.0318023j 0.0122219+0.00184817j -0.0381336-0.0224075j 0.0332235-0.0206553j -0.00752529+0.00337654j 0.0118076-0.0209753j 0.00304071+0.0254249j 0.00711917+0.00715663j -0.0193241-0.0150578j -0.0251451+0.0123598j -0.0324194+0.0120099j -0.000801465+0.00716504j 0.0568796+0.011615j 0.0102847-0.0126637j -0.00797733-0.0265887j 0.0035463-0.0696994j -0.0137084+0.0167597j -0.032637+0.0300807j -0.0653744-0.0073485j 0.0178927-0.0298467j 0.0105281+0.0643809j -0.0659283+0.00933225j 0.0134001-0.0307637j 0.0294256-0.0365831j -0.00177024-0.0474507j -0.0125901-0.00149601j -0.0293036+0.0114754j 0.0585276-0.00818397j -0.0445553+0.0200899j 0.00744738+0.048483j 0.0176304-0.0383226j 0.00431641-0.0137692j -0.00647571-0.0144836j -0.0547457-0.0225976j -0.000254771+0.00819985j -0.0307482+0.00439895j -0.0161467+0.0713989j 0.0491855+0.00645404j -0.0465732-0.0209574j -0.0332742+0.0226195j 0.0424367-0.00454638j 0.0235213-0.0078526j -0.0117632-0.0247059j 0.0196193+0.0400799j -0.102697+0.00485136j 0.00995876+0.000414626j -0.0384841+0.00572485j 
-0.00370957-0.00219211j -0.00708179+0.000418153j -0.00456668-0.0116719j 0.0293352+0.00569792j -0.0283729-0.0124053j -0.0055281+0.0222114j -0.0155725+0.0223035j -0.0566165-0.0351389j 0.0311371-0.0199808j 0.000367717+0.0471807j -0.000505222+0.0227685j -0.0190823+0.020726j 0.0111209+0.0289502j -0.0187851-0.00774653j -0.022058+0.00740831j -0.0541642-0.0760672j -0.0381874-0.0563562j 0.0196416-0.0103332j 0.00742612+0.00964432j 0.0157224+0.0331445j 0.0115417+0.00465137j -0.00387316+0.0117831j 0.00347818-0.0269923j 0.0103346-0.00837596j 0.0145014+0.0536772j -0.0143045+0.00653856j 0.00889145-0.00691067j 0.00735668+0.0211j -0.0147471+0.0315582j 0.0670046+0.0194087j -0.0186242+0.0248559j 0.0223134-0.00729757j 0.026475+0.0112211j 0.0143359+0.000678204j 0.0170164+0.0297031j 0.0253634-0.0228027j 0.0218896+0.00396587j -0.0164759-0.0518144j -0.0565977-0.00497757j -0.00144375+0.00815796j 0.0325162+0.0111291j -0.0432978-0.0106963j -0.0198642+0.0377176j -0.00279181-0.00630865j 0.0137101-0.00159233j 0.0260458-0.0217081j -0.0252483+0.0214108j -0.0390945+0.039054j 0.00373066+0.0313183j 0.0605126-0.0339701j 0.00902823-0.00689466j -0.054605-0.0304543j -0.00784009-0.0109953j -0.0177044-0.00668051j -0.0174354-0.0129558j -0.044628+0.0108236j 0.0194052-0.00326709j 0.0276714+0.0260646j 0.0476573-0.0360356j 0.0339852+0.0108069j -0.0303393+0.0233763j 0.0080305+0.012267j 0.0423628-0.00974715j 0.0575799-0.0208456j -0.0108697-0.0604322j -0.0117857-0.0658677j 0.0339154+0.0124371j -0.0983298+0.0573062j -0.0527404+0.0125687j -0.0375511+0.00187791j -0.0177729+0.0752593j -0.0538488-0.00203421j -0.045279+0.0262235j -0.0135193+0.00879898j 0.0201019+0.0270628j -0.0300934-0.0875551j -0.0393592+0.00295435j -0.0695402+0.026926j 0.0592525+0.0154714j -0.0372677+0.0613348j -0.0475252-0.0731263j 0.00913709-0.019406j -0.0174367+0.0391453j 0.025654+0.0349086j -0.0152026+0.00338448j 0.0510984+0.0299238j 0.0330758+0.0297418j 0.0784642-0.0903302j -0.0320343-0.0114942j -0.0380574+0.010581j 0.0145408-0.052039j 0.0277252-0.0481474j 0.0083133-0.0248917j 0.0705518+0.0161082j -0.0237656+0.0352027j -0.0378914-0.011562j -0.00338507+0.00111539j 
0.00399034-0.00406262j -0.00260547-0.00448785j -0.0355343+0.022605j -0.000464575+0.0218979j 0.0180222-0.000328471j -0.0219896-0.00932455j -0.00667451+0.0435251j 0.0279836-0.00537484j -0.0139334-0.00990588j 0.0514455-0.0147989j 0.00425351+0.0202612j 0.00216214+0.0197206j -0.0189006-0.000657662j 0.0388771+0.0162546j 0.012409-0.0107493j -0.0314018-0.00543489j -0.0187783+0.0121379j 0.030802-0.00876726j -0.0497827+0.0131379j 0.0177445-0.0305767j 0.0121601+0.0123687j 0.0101725-0.0188968j -0.00949615+0.0396291j -0.0343697+0.00653949j 0.0101316+0.0349329j 0.000247824-0.0134089j -0.02198-0.0216597j -0.000214707+0.0319504j 0.0175441-0.0212331j -0.0344962-0.0157564j -0.0117706+0.00529632j -0.00634776-0.0322545j 0.028088-0.00222669j 0.0644948+0.0378071j 0.037895+0.0189515j -0.0145954+0.0501983j 0.012467-0.000966608j 0.0217278+0.0116248j 0.0303304-0.0357955j 0.000894749+0.0555195j 0.00592431+0.0579391j 0.0203641-0.0133041j -0.0226493-0.00719244j -0.0527405-0.0237161j -0.0352838+0.0205881j 0.0193207+0.00667442j -0.00626495+0.0178694j -0.0117038+0.0184253j -0.0240776+0.0110472j -0.00832273-0.00444976j -0.0361336-0.037608j 0.0349333-0.0182962j 0.0174212+0.0221663j -0.0720936-0.0227203j 0.00143362+0.0116185j -0.0189944+0.017175j -0.0442811-0.0490394j -0.0241049+0.0221707j 0.0102909+0.00800619j 0.00736365+0.0674935j -0.0368893+0.0313192j -0.0193773-0.0162884j -0.0460697-0.00711782j 0.0342079-0.0247293j 0.0485737-0.0680435j -0.00151357-0.00135883j 0.0353395+0.0205169j -0.0110444-0.0455613j -0.0441579-0.0126593j 0.00851097-0.0247312j -0.0233061+0.0168304j 0.0115288+0.0343008j -0.013605+0.0196495j -0.0242743+0.0148478j 0.0403238+0.048354j -0.0438249-0.00544952j -0.0368622+0.0234385j 0.00657093+0.0872921j 0.0157769-0.013583j 0.0322766+0.0556976j -0.0656295-0.00752603j 0.0240074+0.0605344j 0.0131746+0.0619162j 0.0304042+0.0496087j -0.00438765+0.0379504j 0.0196517-0.0648477j 0.0293619+0.00162214j -0.0789163-0.050141j -0.0150529+0.00246559j 0.0131299+0.028211j -0.00879606-0.0422915j -0.0261979-0.0321449j -0.0100956+0.0384775j 0.030894+0.00912165j 0.00913662+0.0283594j -0.00214776+0.00577751j 0.0123957+0.00522858j 
0.013696+0.00275425j 0.0132978-0.00240217j -0.0347366+0.0180629j -0.049325-0.00694932j -0.031467+0.0011809j -0.0184421+0.00210026j 0.0139391+0.00517678j 0.0346931+0.0437575j -0.0423718+0.0230765j -0.0667898+0.0326032j -0.0376888+0.0291103j 0.0131136+0.006797j -0.00683984-0.0195241j -0.0364146+0.0228429j 0.0427705-0.0283404j -0.00831247+0.0277571j -0.00186125-0.00670533j -0.0120159+0.0400463j -0.0560836-0.0171124j -0.0321374+0.029285j 0.0172714-0.015527j -0.0273503-0.0262356j 0.0316286+0.025588j 0.0372314+0.0323639j 0.00995294-0.0127619j 0.0337059+0.00570161j -0.0434566+0.00585212j -0.0451478+0.0151635j 0.0174545-0.00233608j -0.0206254+0.0126736j -0.00759429+0.00103434j -0.0168149+0.0095134j -9.64475e-05+0.0105108j -0.00702091-0.040233j -0.00259026+0.00468204j 0.0156357+0.0219226j 0.00932161+0.0119744j 0.0303244-0.00332671j -0.00697499+0.00807312j -0.0271193+0.0175684j -0.0149369-0.0178439j 0.00919511+0.0167906j 0.0310576-0.0284154j 0.0170689+0.0328833j 0.00940281-0.000655623j -0.00400667+0.0030025j 0.0175697+0.0124631j -0.0358578+0.0092808j -0.00853973+0.00899311j -0.00322377-0.0204499j 0.0377093-0.0194325j 0.0447472-0.007134j -0.00587005-0.0180071j 0.0653892+0.0200093j -0.0387738+0.00104109j 0.0188207+0.0341987j 0.0232638+0.0294657j -0.0205373-0.0164384j -0.0334538+0.0426466j 0.0200911+0.0144712j 0.0187879-0.0142267j -0.0348006-0.0225123j -0.0251977+0.0106141j -0.0318047-0.0132484j -0.0160567+0.00519744j -0.000298525+0.0198434j -0.00391048+0.0199511j 0.0383805+0.00982415j -0.0393542-0.0347221j 0.00612438+0.0178919j 0.0510649+0.0552569j -0.00418692-0.00230367j 0.00419874-0.0286897j 0.0448792-0.0284247j -0.0539551-0.0149877j -0.0421504+0.0406594j -0.0204183-0.000383532j 0.0401012-0.0472707j 0.0212962+0.0327622j -0.0427405+0.050703j 0.0116221+0.0167191j -0.0241462-0.0494993j -0.00769075-0.0339151j 0.00852271+0.0143208j -0.0812978-0.0284079j 0.0218068-0.00109236j 0.0147737+0.0412494j -0.0220573-0.0191287j -0.0538048-0.0193104j -0.00417977+0.000393658j 0.0181867+0.0336878j -0.0099928-0.0369184j -0.043932-0.00318774j -0.0584256-0.00286628j -0.00493399-0.0442622j 0.0207252+0.00150692j 0.00314413+0.0108053j 
-0.0111151-0.00294092j 0.0125908+0.0181453j 0.0171031+0.0240292j -0.0306523+0.0181867j -0.0272449+0.0126461j 0.00718152+0.0151016j -0.044234+0.042906j -0.0729116-0.0223701j 0.00200256-0.0264774j -0.0214623+0.0226267j 0.0195514+0.00447451j -0.0225942-0.0348911j -0.0135821-0.00545989j -0.0149227-0.00692966j -0.0108951+0.0533263j -0.00669743-0.0138906j 0.0203163+0.0180063j -0.00153752-0.0120023j -0.00018725+0.0292891j -0.00759888+0.019982j 0.0374926+0.00667567j -0.0404429-0.0348919j -0.0211474+0.0181285j -0.0302517-0.0259009j -0.00550271+0.0499465j 0.00623851+0.028621j -0.0101582+0.0292396j 0.0391504-0.00635522j -0.0165077+0.0264735j 0.0488542-0.00681795j 0.0217215+0.0322875j 0.0015564-0.0276273j -0.0186759-0.0267509j 0.0146852+0.0173087j 0.0128967-0.0168215j -0.0367452-0.00823462j 0.00877436+0.000558969j -0.00207055+0.0186866j -0.0124002+0.0166862j 0.032472-0.00750451j -0.00175342+0.0197764j 0.0193261+0.00953781j 0.0292823+0.0213213j -0.0230236+0.0215311j 0.000144495-0.0200225j -0.013944+0.0429882j 0.00124425-0.0201712j 0.0172351-0.0131363j 0.0248499-0.0245121j 0.0269439-0.0075206j 0.03638+0.0147662j 0.0320265+0.0353208j -0.0188962-0.0270164j 0.0252776-0.0218251j -0.00916149-0.046601j 0.032448-0.0382987j -0.0286887+0.0136452j -0.0337911+0.0282125j -0.0228937+0.0330258j -0.0122456+0.0463881j -0.037825+0.0038504j 0.0214839+0.0420048j -0.0223772+0.000598795j -0.0111828-0.010415j 0.0402748-0.0490382j -0.0494356-0.0263357j -0.0217614-0.02682j -0.0209946-0.00665188j -0.000241085-0.0143776j 0.0305446+0.00586228j 0.0609157+0.000319178j -0.00595146-0.0138742j 0.0405136-0.0257122j 0.0529513+0.0608411j -0.009266-0.0672925j 0.00826581-0.0536835j -0.0028422+0.0554334j 0.0475969+0.0424603j -0.047591+0.0140136j 0.00384893+0.0082775j 0.0226885-0.0102436j 0.00277183-0.0623212j -0.0445161-0.0149792j -0.0398964-0.00187166j 0.0114244+0.0916831j -0.0572642+0.028729j 0.0367004+0.0336186j 0.00937553+0.0564903j -0.0601911-0.0389942j -0.0638487+0.0813195j 0.0142173-0.0478605j -0.00771378+0.000299618j 0.00542234+0.0213756j 0.00963706+0.06476j -0.131874+0.011078j 0.00841431+0.0180382j -0.0463271+0.00835519j 
0.00893923-0.00755369j 0.00992789-0.00667676j -0.0114432+0.036467j -0.0479133+0.00202058j -0.0355482+0.0144144j -0.00927872+0.00854275j -0.0306017+0.0607967j -0.0178205-0.00609804j 0.0281929+0.00870788j -0.0619286+0.0134974j 0.0170242-0.00897638j 0.00321777+0.0053351j 0.018522+0.043159j -0.034578+0.00944749j 0.00820506-0.0160931j -0.00814189+0.000812932j -0.00878749-0.00338574j -0.0289515+0.0068111j -0.0266138+0.0131265j 0.00098302+0.0454834j -0.026334-0.0511683j -0.0278981-0.049446j 0.0434869+0.0145842j 0.0598164+0.00765753j 0.025715+0.00852478j 0.00667754+0.0420747j -0.00900669+0.0168311j -0.000647121-0.0161765j -0.00365355+0.0397425j 0.0252373+0.00857528j 0.0153637+0.00655936j 0.00643638+0.0208553j -0.0071448+0.0107125j 0.00632538-0.00857017j -0.0168007+0.0043532j -0.00909226-0.00203501j 0.0297369+0.0331721j -0.0005261-0.0438782j -0.0293254+0.0500394j -0.00120968+0.00838268j -0.0208402-0.0159331j -0.00109557-0.0133271j 0.00465111-0.0268984j 0.0112538+0.0231061j 0.000952441-0.0156649j 0.011606-0.0112417j -0.00326787+0.0179012j -0.0485107-0.0250631j 0.0298301-0.0177285j -0.0216292-0.00217937j 0.0252255-0.00860019j -0.0135765+0.0167363j -0.0133865-0.00184341j 0.0031978-0.00603015j -0.0217389-0.00542103j -0.00645018+0.0125883j 0.0344161+0.0386391j -0.0291713+0.000956902j -0.000918258+0.00862171j 0.0169095-0.00109119j -0.0253589-0.0507761j 0.0136937-0.00568715j -0.00453457+0.00738251j -0.00811937-0.0106548j 0.00409855-0.00211297j -0.0394529+0.0208356j 0.0186092-0.0185838j 8.72897e-05+0.030404j 0.00042983+0.0167495j -0.0220035+0.0171894j 0.0329121+0.0182649j 0.00332816-0.0283901j -0.00607376+0.0246964j 0.00834809-0.000505586j -0.0125315-0.0377015j 0.0243369+0.00402814j 0.0187723+0.0129072j -0.000957067-0.0445558j 0.0469568+0.0442701j -0.0306009+0.0102422j -0.0117188+0.0320511j -0.010655-0.0586002j 0.029256-0.0488912j 0.0072562-0.0205438j -0.0229569-0.0319557j -0.0100493+0.0182661j 0.0252505+0.0286766j 5.79676e-05+0.00835413j -0.0599512-0.0169267j -0.0197249-0.044734j -0.0175061-0.054203j -0.00471501-0.0101813j 0.00150312-0.00350262j 0.0330885+0.0133075j 0.0184278+0.0358042j -0.0098709+0.000312374j -0.00360754+0.00384672j 
0.0127864+0.00295644j -0.00882786-0.00874795j -0.015618-0.00669215j 0.0228692-0.0134778j 0.000167521-0.00222022j -0.00273549-0.00224675j 0.00182519-0.00695815j 0.0433932+0.00412105j 0.0206775-0.0250914j -0.015743+0.00449893j -0.0101492-0.00668446j -0.000304295+0.0223357j 0.00368036+0.00711417j -0.0125437-0.0266226j 0.0362458+0.0145761j 0.0182639-0.0108972j 0.0235726-0.0188322j -0.0269925+0.0242027j 0.0136745+0.0113702j 0.0164394+0.0362004j -0.0270816+0.00941192j -0.0389353-0.010288j 0.0170982-0.0151883j 0.0571412+0.0242579j 0.00165033-0.0201968j 0.0103643+0.000391025j -0.0188527-0.0198345j -0.00585151-0.00514001j -0.0317979+0.0123086j 0.00257392+0.0371529j -0.0174675-0.000529197j -0.00670693+0.00627087j -0.00772841+0.0183592j 0.00025432-0.00645201j -0.0148062-0.0181582j -0.0242416-0.0151591j 0.00861504-0.00906393j -0.0199475-0.0151205j -0.020978+0.0475677j -0.0253332-0.0361016j -0.00632526-0.0752201j -0.0137927-0.0165899j 0.0221009+0.0157533j 0.0218878+0.0198825j 0.0324656-0.00474228j -0.0196917-0.0206781j 0.0132741-0.0589356j 0.00839643-0.0273329j 0.0146829-0.0163072j -0.04358+0.00778233j 0.0177049+0.000569821j -0.0173823-0.0434137j -0.0182801-0.0412426j -3.35951e-05+0.0314047j 0.0150941-0.00257664j 0.0584582+0.00829189j -0.00630925-0.0380762j 0.0180365-0.00339532j 0.0187727-0.0495714j -0.00724639-0.0528442j -0.00370158-0.0338308j 0.0255043-0.0285841j 0.00469358-0.0525871j -0.0375984+1.51884e-05j 0.00446558+0.0120065j -0.0666637+0.0284657j -0.0214069-0.0476795j -0.00973954-0.0251666j 0.052967+0.0104357j -0.0411707-0.0338075j 0.0124713-0.0497836j 0.0142669-0.00120922j 0.0563619+0.00646063j -0.0477961+0.0575915j 0.0193933-0.0018173j 0.0257522-0.0351083j 0.0401708-0.0081204j -0.0345587-0.0379163j -0.0413113-0.0218033j -0.0341508-0.0764895j 0.0491887-0.0127259j -0.03751+0.0509573j -0.033822-0.0129589j 0.0180452-0.0288181j 0.0585405+0.0409551j -0.0345907+0.0389315j 0.0284487-0.0561493j 0.0191001+0.0289018j -0.0126479+0.0505825j -0.0439646-0.0655153j -0.0561399-0.000964167j 0.00360147+0.0324043j 0.00126138-0.00675735j 0.0326696-0.0470938j 0.0321832+0.0424182j -0.0291267+0.00806546j 0.00974866-0.00273332j 
0.00643775-0.00983839j -0.00555051-0.00259006j 0.0156614-0.00110978j -0.00387954-0.0253765j -0.00668125-0.00285394j 0.0143325-0.0113966j -0.0146224-0.0175525j -0.0149778+0.000298642j -0.00425028+0.0401396j -0.0240378-0.063151j 0.0505311-0.00982008j -0.0196564+0.0164043j 0.00666957+0.0192245j 0.00126807-0.0294738j -0.0121324-0.010034j -0.00586745+0.0535947j -0.0310809+0.0580377j 0.0507588-0.0643893j -0.0210076-0.00711355j 0.0183031+0.0120261j -0.0340696-0.0392017j -0.0429286-0.0194365j 0.0651531-0.0737357j -0.0562872-0.0243966j -0.0503888-0.127638j -0.0452013-0.00781267j 0.0545738-0.0199028j 0.0450119-0.0207393j 0.0479753+0.0083245j -0.043446+0.0226963j 0.0387157-0.000681153j -0.00959709+0.0460267j 0.0208507+0.10561j -0.0925114-0.01822j -0.00984007+0.000259944j -0.000115884+0.00353232j -0.0510985+0.012167j 0.0163511+0.0149979j 0.0330027-0.0292421j -0.00503618+0.0150615j -0.0238808-0.0231627j 0.055174-0.0377645j 0.0168589+0.0044015j 0.0130978-0.0511234j -0.0149709+0.0130463j -0.0502871+0.0321399j -0.0249205+0.0536929j -0.000201579+0.0258766j 0.0138667-0.0318832j -0.0087987+0.0319405j 0.00411201-0.0114464j 0.0138506+0.00971446j 0.0169778+0.0106114j -0.0362605+0.0369047j 0.00185274+0.0462702j -0.0431603+0.0210334j 0.0209246+0.0132907j -0.0225458+0.00312129j -0.0199757+0.0452077j -0.00594364-0.0120563j -0.0212876+0.00459971j -0.0121104-0.0214193j 0.0496226-0.0345805j 0.0531678-0.0275983j -0.0965431-0.0267845j -0.0166521+0.0236225j 0.0187962+0.0491362j -0.00630308+0.0410876j -0.0557022-0.000244218j 0.0355361-0.0172248j -0.0473313+0.0433428j -0.00164671-0.0296124j 0.0281619+0.0191734j 0.033703-0.0238696j 0.0818021+0.0414685j -0.025856+0.0581779j 0.0191061-0.00967949j 0.0547081+0.033668j -0.0166084-0.0374175j 0.0442667+0.018322j -0.0878592-0.0122537j -0.0265743-0.0428017j -0.0319805-0.0381075j -0.0158413-0.0347083j 0.0179963+0.0648287j 0.00015811-0.0120436j 0.0465922+0.0041622j -0.0699499-0.0114338j -0.00808123+0.05771j -0.00401295-0.0700454j 0.0481153-0.00184244j 0.00303223+0.0027478j -0.0192575+0.0176023j 0.0337155-0.0166581j -0.0736383+0.0339506j -0.00176592+0.00920469j -0.021431+0.0128521j 
0.00187586-0.00769996j -0.00106982+8.98162e-05j -0.00546734+0.0303363j 0.00428444-0.0166127j 0.018044+0.00675323j -0.0186451-0.0181223j -0.0377413+0.0197764j 0.00498537+0.0629092j 0.0342637+0.0300028j 0.0499762+0.0209738j 0.0896857+0.0210679j -0.00715638-0.0221214j -0.0171759-0.00325923j -0.00411597+0.0150152j -0.0427081+0.0513944j 0.0667185-0.0280593j 0.000109846+0.00103411j -0.0397874+0.0248754j 0.0147234+0.00405955j 0.000614975+0.0261006j 0.02437-0.00809693j -0.0254165+0.0130629j 0.0134929+0.031768j 0.0346982+0.0362481j 0.0564842-0.00897866j -0.0120869-0.033448j 0.0216285-0.00821504j -0.0131858-0.020179j -0.0787171-0.00687444j -0.04014+0.0208658j -0.0494417+0.0308149j -0.00241937-0.0461241j 0.0328768+0.00367286j -0.00465792+0.019242j -0.0094666-0.063461j 0.0220863+0.0284376j 0.0202043-0.0412738j 0.0275651+0.0274543j -0.0205317+0.0338578j -0.0552095-0.0363179j -0.0153162+0.010466j -0.0150582-0.011359j 0.00165637+0.0423494j -0.0430118-0.0198963j 0.0175636-0.0457825j -0.0238308+0.00991104j -0.0132343-0.0524919j 0.00598502+0.00730234j 0.0389377-0.050175j -0.0571392-0.0202544j -0.00438891-0.0388735j -0.0672192-0.0502168j 0.00103279-0.0324155j -0.0552927-0.0425293j 0.0183558+0.0332817j 0.0357333-0.0117449j -0.016348-0.0288436j 0.0829639-0.0321862j -0.0283099-0.0509245j -0.0553484-0.0491097j 0.0259351-0.0456313j 0.0486724-0.00760313j -0.0232459-0.0506136j 0.0208106-0.00742482j -0.00653867-0.0112575j 0.0409447+0.00447056j -0.0350013-0.0812141j 0.0163935+0.0073973j 0.0462325-0.058455j -0.055387-0.0242989j -0.00361441-0.0282491j -0.000379661+0.0892294j -0.0223774-0.00752422j -0.0155608-0.0185409j -0.0405447+0.0474469j 0.0374947-0.0610387j 0.0377181+0.0527833j -0.0422161-0.02584j 0.0723191+0.00912792j -0.0288148+0.0514178j 0.00713235-0.00571094j -0.0208819+0.0481758j 0.0616472-0.00468819j -0.037634+0.0226141j -0.0056891+0.0284005j -0.0253879-0.0513973j -0.00104786+0.0460405j 0.0101349+0.0172378j -0.00859023-0.027628j 0.0858662-0.00135789j -0.0149036-0.0505871j -0.0461357-0.00294674j -0.0105004+0.0185909j 0.0179997+0.0214664j 0.0323854+0.0290564j 0.000767994-0.0100112j -0.00830593+0.0019856j 
-0.00216149-0.00707497j -0.00349544+0.00375446j 0.0159257-0.0317967j -0.0108883-0.00917185j -0.0124981-0.0126287j -0.00150772+0.0223219j 0.0254256-0.00917228j -0.0223656-0.028137j 0.000224497+0.0390217j -0.0475328-0.0216122j -0.0531047+0.00455196j 0.0225145+0.0177346j 0.0111076+0.0217656j -0.0377156+0.0273936j 0.0113579-0.0347312j -0.0527814+0.0136407j -0.0587156-0.00544505j -0.0309329-0.00771742j 0.00648295+0.0052373j -0.0223233+0.0254675j -0.0633296-0.0527405j 0.0877691-0.0380456j 0.00446338-0.0473059j 0.0793874+0.0157073j 0.0123234-0.0357426j -0.0170678+0.035893j 0.00612087+0.0423773j 0.0140883+0.013117j 0.0812778-0.0233054j 0.0644897-0.0738234j 0.0308238-0.0796573j 0.0147421+0.0889671j 0.0180834+0.038509j 0.0200026-0.0180708j -0.0524957+0.072775j -0.0153216-0.0536028j -0.0183672+0.0481557j -0.007883-0.0635384j 0.0043535+0.0361959j -0.0348288+0.0478976j 0.0148962-0.0471309j -0.0180607-0.0599256j -0.0556454-0.0566538j 0.0220582+0.0412255j -0.0199021+0.0428124j 0.030502-0.0412284j -0.00585358-0.0143855j -0.018654-0.0354946j 0.00454992+0.0462502j 0.00251292+0.0470324j -0.0125235+0.0239731j 0.00364756-0.0109111j -0.0457482+0.0328142j -0.0199994-0.0429317j 0.00749379+0.0121259j -0.0323676+2.40888e-05j 0.00464557-0.0147313j -0.0212983+0.0273822j 0.0211642-0.0481735j 0.0260576+0.0423866j -0.0223213+0.0048693j -0.00934469+0.0306462j 0.00604006+0.0447628j 0.0334158-0.038524j 0.0185388+0.0489917j -0.0313139+0.0460413j 0.051698+0.0422318j -0.00976483+0.0234835j 0.0137757+0.0238767j -0.00600467-0.0242604j -0.0129719+0.0694873j -0.0129873-0.0424121j -0.0132124+0.020568j -0.00569915+0.0134256j 0.060168-0.0614183j -0.0809285+0.0246167j -0.00913796-0.0443993j 0.00572463-0.0381765j 0.0643191+0.0136566j -0.0104435-0.00466808j 0.00786287+0.0040344j 0.0268837+0.0230489j 0.0386249-0.00874784j 0.0952788-0.104353j -0.0181197-0.0739265j -0.037433+0.0300436j 0.0371334-0.0354169j 0.0596418-0.0132238j -0.0243153-0.00626201j -0.0374332-0.0277503j 0.00246235-0.0243512j -0.000639928+0.00158173j 0.0330738+0.0117897j 0.050742+0.0149752j 0.00347195+0.0366452j -0.0342458-0.0116233j -0.00445715-0.00227262j 
