4.8564e-16+0.0935209j -1.75621e-15-0.0280583j -1.47481e-17+0.00969812j 1.26998e-16+0.038375j -2.62018e-17+0.0198695j 1.28956e-17-0.027623j 5.90756e-17+0.0445049j -4.01239e-17+0.026839j -8.15638e-17-0.0565649j 1.72846e-16-0.0818659j -5.05793e-18-0.0368915j 2.03037e-16-0.0420225j 2.18321e-16+0.0197482j -2.95462e-17-0.0383664j 7.21292e-16+0.0754646j -7.07183e-15-0.014054j -4.38847e-17+0.0307063j -1.68085e-16-0.0265056j 1.94838e-16-0.0173502j -4.26441e-17-0.0133244j 4.00583e-16+0.0337887j -4.31913e-16-0.0427022j 2.36584e-15-0.0256078j -1.77979e-15+0.0303782j 2.25654e-16-0.0133642j 3.39391e-17-0.0167944j 8.36588e-17+0.0111656j 7.78042e-17-0.0628324j 2.45544e-15+0.000432781j -5.54653e-16+0.00688796j -1.97323e-17+0.0147736j -4.1872e-17-0.0153804j 5.93492e-16-0.01892j 1.4249e-16-0.00984151j -3.58664e-16+0.0281715j -4.72347e-17-0.0125923j 1.74966e-17-0.000822026j 6.31268e-17-0.00808584j 1.26104e-16-0.0138849j -1.26987e-16-0.010117j 4.73021e-16+0.00951728j -1.62666e-17+0.0323282j -5.78632e-18-0.0239173j 9.90094e-17+0.00137723j 1.52259e-16+0.0181206j 6.68991e-17+0.00281924j -5.21915e-17-0.0180693j -1.87445e-17-0.0324451j 1.86949e-17+0.0127455j 6.69806e-18-0.0368364j 2.28666e-17+0.0171994j -1.43857e-17+0.00654742j 2.44285e-16+0.0435005j 8.02909e-17+0.0154919j 6.34982e-15+0.0143494j 1.40146e-15+0.0593959j 
-1.90669e-16+0.0433811j -1.97602e-15-0.0399365j -7.9226e-17+0.00176618j 6.461e-18-0.00245509j 1.0694e-16+0.0487257j 2.14938e-16-0.00198925j 1.3401e-16-0.0344055j -2.59411e-16+0.0108999j 2.42835e-16-0.0357424j -4.16382e-16+0.0296855j 2.63741e-16-7.15573e-05j -6.8089e-16+0.051658j -5.69184e-16+0.037964j 4.85669e-16-0.0219049j 4.70516e-16+0.048656j -9.90078e-15-0.0247869j 1.13365e-16+0.00301237j -9.3409e-18-0.00784586j -7.34586e-17+0.024027j 2.61473e-16-0.023247j -3.21465e-17+0.0223734j 6.98313e-16-0.0235152j 3.81223e-15-0.0385168j -1.08432e-15+0.00922254j -4.35916e-17-0.0285554j 8.50254e-16-0.0379484j -3.18852e-16+0.0321387j 5.28232e-16-0.0362987j 3.02164e-14-0.00811206j 5.61477e-16-0.0384098j -1.24369e-16-0.0151995j -4.51691e-16-0.0207619j 1.74701e-15-0.0464315j 5.91992e-16-0.0597208j -7.23018e-16+0.0325856j 7.32011e-16-0.0523725j -7.68603e-16+0.00620727j -6.51569e-16-0.0228657j 8.41484e-16-0.00450331j -8.32363e-16-0.0376526j 5.99958e-16+0.0206709j 9.92173e-17+0.0145999j 8.09238e-16-0.043933j 1.67178e-16-0.0185286j 3.58586e-16-0.0571152j -1.00437e-15+0.0613047j 1.53945e-16-0.0323265j 1.60338e-15-0.0750921j -4.36153e-16+0.0472206j 2.02976e-16+0.0229473j 6.26871e-16-0.0366691j -9.20972e-16+0.0148099j 7.00329e-17+0.0194546j 2.91454e-17+0.0283089j 6.12573e-15+0.0139624j 9.68717e-16+0.071847j 
-5.70195e-17+0.0132559j 7.3775e-17-0.0178318j -3.46455e-16+0.00902091j -8.48489e-17+0.000755233j -1.86283e-15+0.0467229j -3.95971e-16+0.00457038j 5.30744e-16-0.0159997j 3.42521e-16-0.0020657j 7.82957e-16-0.0338969j 1.40673e-15-0.0242517j 8.96167e-16-0.0425637j -9.92551e-16+0.0139461j 1.0733e-15-0.015519j -1.01068e-15+0.0245097j 4.96539e-16+0.00351516j -4.96295e-15-0.0152761j 4.33742e-16-0.0192412j -6.32925e-17-0.00153131j 1.21105e-16-0.00865728j 4.43661e-16-0.0258204j -4.95657e-16+0.005092j -1.11803e-15+0.00347086j 2.53225e-15-0.0180869j 1.77341e-15-0.0167464j 4.09965e-17-0.00115361j -1.18292e-15+0.0311002j 6.37927e-16-0.00725986j 1.78249e-18-0.0244102j -1.84529e-14+0.00576573j 1.9264e-16-0.00683216j 1.19861e-15-0.0227891j 1.27566e-15-0.0154374j 5.93366e-16-0.0113479j 1.7485e-15-0.0393923j -1.04312e-15+0.0303549j -2.78458e-16+0.00864492j 5.70418e-16+0.0087694j 5.69765e-16+0.00723079j 1.10065e-17-0.00866944j 1.1558e-15-0.0246078j 7.98386e-16-0.000227612j -2.45506e-15+0.0593166j -1.29977e-15+0.0285592j 1.21299e-15-0.0298207j -3.32367e-16+0.00539004j 3.9507e-16+0.0240694j 1.15715e-15-0.0209128j -1.04574e-15-0.00539361j 8.04059e-16-0.0100295j -2.13264e-15+0.0482351j -4.05428e-16+0.0013359j 1.37135e-15-0.0146415j -6.38064e-17+0.00170874j -9.44587e-16+0.0199148j 1.59587e-15-0.000755819j -5.60546e-16+0.0237506j 
-1.49893e-15-0.0128242j 1.02763e-15+0.00592767j -5.9451e-16-0.00883375j 3.89219e-16+0.00570142j -2.26173e-17-0.00490343j -8.09583e-16-0.00496485j -1.38088e-15-0.00919176j -1.0775e-15-0.0108251j -8.18697e-16-0.00902851j 2.54853e-15+0.022109j 3.8594e-16+0.00417216j 5.66986e-16+0.00492968j -3.86239e-16-0.0054293j -6.10782e-16-0.00421773j 1.13632e-16-0.00406601j -1.37652e-14-0.0323841j -3.20565e-15-0.0402255j -2.17021e-15-0.0206351j 2.29191e-15+0.0228058j 1.82678e-15+0.0177978j 4.81045e-16-0.000281705j 2.05284e-15+0.0173984j -3.4459e-16-0.0104963j -1.93801e-15-0.0336731j -3.75193e-15-0.0327456j 2.03712e-15+0.0197151j 1.68798e-15+0.0174721j 1.5905e-15-0.000872323j 8.34176e-14-0.0254488j -2.10667e-15-0.0280847j -8.76012e-16-0.0095111j 2.37751e-15+0.0314435j -1.11304e-15-0.0119453j -1.73707e-15-0.0162492j 5.71543e-17+0.00387281j 2.26223e-15+0.0302333j -9.35539e-16-0.00911671j 2.89076e-15+0.0142664j -1.37561e-15-0.00321947j -2.12839e-15-0.0159992j -4.78937e-17-0.00478975j -1.90176e-15-0.0164567j 1.58615e-15+0.0188645j 2.78305e-16+0.00697151j -9.08904e-16-0.00795149j -7.77512e-16-0.00755927j 2.33104e-15+0.0121565j 2.22567e-15+0.0246507j 2.1936e-15+0.0176253j -4.11104e-16-0.0068943j 1.4891e-15+0.0194328j -1.83327e-15-0.0221805j 4.04904e-16+0.00192533j -1.82108e-15-0.0195703j -2.78824e-15-0.00715472j -2.42771e-15-0.0169543j 
-3.43712e-16-0.00992638j 7.63312e-16+0.0159937j -3.47133e-16+0.0438407j 9.72732e-18-0.0114699j -2.95044e-16+0.0425957j -1.35598e-16-0.024576j -2.74714e-16-0.00675684j 1.49552e-16-0.003872j -1.35243e-16+0.0199124j 2.86168e-16+0.0181571j -1.23762e-16+0.00037346j -2.42136e-16+0.00589882j 4.77417e-16-0.0143381j -7.48047e-16+0.0277845j -4.73067e-16-0.0226204j -1.24239e-15-0.00581011j -4.7939e-16+0.0362272j -3.83945e-16+0.0144258j -1.05124e-16+0.00117521j 3.93595e-16-0.00444754j 1.54262e-17+0.062063j -2.09886e-16+0.0264311j 3.31283e-15-0.0325884j 4.62923e-16-0.0139956j 1.11182e-16-0.0196023j -2.68829e-16+0.0268197j 1.28156e-16-0.0131196j 9.75007e-19+0.0137532j -8.1314e-15+0.00204021j 6.65969e-17-0.00347343j 5.3577e-16-0.0103205j 2.109e-16-0.0193617j -1.31566e-15+0.0300278j 3.55537e-16-0.0420515j 4.52538e-16-0.0193218j 4.49584e-16-0.0273683j 2.16151e-17+0.0119669j 3.20464e-15+0.0121118j -5.9402e-16-0.0665799j -9.31676e-17-0.0574267j 6.16519e-16-0.00292116j -5.65198e-16+0.0100064j -1.29288e-16+0.00545068j 5.04176e-16-0.0446403j 5.53475e-17+0.0255791j -1.88902e-16+0.0179483j 7.63532e-16+0.0487281j 6.42186e-17-0.0114122j 4.2569e-16-0.00786115j -6.7427e-16+0.0476805j -5.02602e-17-0.0271749j -1.99636e-16+0.045056j 1.9002e-16+0.0232884j -4.23408e-16+0.0357684j 8.65666e-15+0.0421675j 1.53967e-15-0.0211893j 
-2.71321e-16+0.00669687j -3.65664e-16-0.00293144j -1.34615e-15+0.00886907j 1.34008e-15-0.0141968j -5.04868e-17-0.00580636j -1.13138e-15+0.0146306j -5.01231e-16+0.00834776j 1.36736e-15-0.0130806j 2.62479e-16-0.00602347j 5.74043e-16-0.00864202j -9.2846e-16+0.0127882j -1.1004e-15+0.0108351j 4.27532e-15-0.0395811j -4.18853e-15+0.0370249j -1.53285e-15+0.0364307j -1.04277e-14-0.0407235j 1.88169e-15-0.016924j -1.8687e-15+0.0199731j -2.88454e-15+0.0258898j -7.65884e-16+0.00912011j -6.11904e-16-0.000603049j -1.49002e-15+0.0094714j 5.26619e-17+0.00272254j -1.05569e-15+0.00917979j 3.86054e-15-0.0393769j -4.845e-15+0.0441156j 1.05028e-15-0.00948416j 2.66144e-15-0.027726j 1.30114e-15+0.0002042j 3.08639e-16-0.00217902j 2.61302e-15-0.0220422j -2.01441e-15+0.0171018j -4.69172e-15+0.0361065j 4.55023e-15-0.0397416j -2.62861e-16+0.000489847j -2.79997e-15+0.0254015j 1.19832e-15-0.0137589j -5.69456e-16-0.00844012j -9.81538e-16+0.0291142j 3.10225e-15-0.027378j 2.54873e-15-0.0383535j -3.42375e-15+0.0293544j -2.97175e-15+0.0246028j 2.29976e-15-0.0166248j -5.46829e-16+0.000645343j -1.71868e-15+0.0133416j 6.40893e-15-0.0735722j -2.47337e-15+0.0239785j 1.62123e-15-0.0148747j -3.54419e-15+0.0270963j -2.31468e-15+0.0247268j 9.25525e-16-0.0134846j 1.79842e-15-0.0235529j -5.59399e-16+0.00190789j -6.80891e-16-0.00807271j -1.60103e-15+0.0213275j 
-2.29065e-16+0.00168829j 5.8226e-16+0.0159097j 1.17294e-16+0.00376676j 6.52592e-17-0.0433163j 3.26906e-16-0.0291071j -1.7412e-16+0.0114215j -3.14897e-17-0.0229812j 2.4515e-16+0.00603437j 2.79384e-16-0.0233064j 1.93357e-16+0.00988252j 3.28314e-17-0.00397211j -5.4681e-17+0.000322994j 1.86314e-17+0.00306149j 1.01035e-16+0.00458644j -2.35213e-16-0.0280638j -1.56423e-15-0.00692745j 3.86714e-16-0.0217126j -7.17606e-17+0.00434526j 3.06247e-17+0.00735395j -8.98885e-18+0.00281814j 3.82569e-16-0.00109685j 7.46197e-17-0.00639354j 2.73213e-15-0.028385j -6.66754e-16+0.0104302j -1.08234e-16-0.0149561j 1.81014e-16+0.0237111j -8.26115e-17-0.0305132j 4.32042e-16+0.00655988j 1.44435e-14-0.00454918j -4.30588e-16+0.0230149j -3.22411e-16+0.0168574j -4.15619e-16+0.0104985j 4.68142e-16-0.010022j -1.35302e-16-0.0119237j -6.08746e-16+0.0180066j -3.91539e-16+0.0042371j -1.76451e-16+0.0269453j -2.70987e-17+0.0122845j -6.63145e-16+0.0383919j -3.97653e-16+0.00503924j 3.383e-16+0.0049614j -3.73949e-17+0.0456241j -9.65073e-17-0.00128419j -9.1018e-17-0.016775j 2.40259e-16+0.00305522j 1.01944e-16+0.013714j 5.79045e-16-0.0188078j -2.10182e-16-0.02221j -1.65082e-16-0.00145353j 9.8012e-17+0.0110274j -2.59546e-16-0.0119029j 1.89947e-16+0.0254791j 1.81634e-16-0.050618j 2.0806e-16-0.0185025j 5.65087e-15+0.0202579j 9.2772e-16+0.0156902j 
-6.91807e-16-0.011185j 1.28481e-15+0.0157165j 4.24921e-16+0.0188304j 2.98964e-16+0.0115822j 1.02715e-15+0.0412858j -4.98822e-16-0.0145739j -6.72967e-16-0.0185201j 5.33176e-16+0.0122792j 6.68377e-16+0.0230934j 7.5256e-16+0.0194554j -2.80691e-16-0.00132406j 1.78226e-17+0.00501233j -1.2125e-16-0.0196901j 1.01245e-15+0.038481j -8.66683e-16-0.0376604j -9.65674e-15-0.029607j -9.29686e-18-0.00570279j -2.3579e-16-0.00450786j -1.24413e-16-0.0064404j -4.71231e-16-0.0143618j 1.1495e-15+0.0427781j 1.83595e-16+0.0142635j -1.45537e-16-0.00242559j -6.24397e-17-0.000864712j -1.56459e-16-0.0128094j 4.94132e-16+0.0168507j 6.02185e-17+0.00703433j 7.45253e-16+0.0190399j -3.36865e-15+0.000675485j 6.05797e-17-0.0137767j -2.00578e-16-0.0181425j -7.60673e-18+0.00695892j 3.57646e-17+0.0367352j -1.30025e-15-0.0486873j -1.03709e-16+0.00485677j -2.69101e-16-0.00838362j 1.1799e-15+0.0357711j 3.61183e-15+0.0158313j -2.25953e-15-0.054156j -1.53605e-15-0.0497308j -1.3939e-15-0.0316556j 8.29915e-16+0.0366275j 2.8041e-16+0.00936987j -1.15126e-15-0.0458567j 8.85933e-16+0.0174359j 1.17536e-15+0.0323892j 1.09863e-15+0.0176798j -1.55845e-15-0.0418676j -1.01311e-15-0.0344234j 1.28571e-15+0.0535622j -1.14466e-15-0.0301329j 1.03889e-15+0.0252567j 9.53815e-16+0.0279929j 9.83572e-16+0.0363939j 7.5499e-15+0.0322717j 4.48302e-16-0.0207204j 
2.90121e-16+0.0355504j -9.20142e-16-0.0180379j -6.4652e-17-0.0222817j 2.11513e-16+0.026696j 2.65844e-17+0.0113885j -4.87283e-17-0.00784614j -8.03986e-17-0.0108617j 3.54497e-17+0.0396206j -1.85958e-17-0.0275297j -1.57108e-16-0.0123075j -5.11987e-17+0.00623973j 2.13451e-16-0.0193384j 2.07111e-16+0.00247943j -2.30513e-17-0.012416j 8.88255e-16+0.00107282j -1.15752e-14-0.0340903j 2.89156e-16-0.0112547j -4.38873e-16-0.0254868j 6.17951e-17+0.010476j -1.78836e-16-0.0163947j 1.97116e-16+0.0143062j -2.12115e-16-0.0231681j 4.94254e-16-0.00831279j -1.81918e-15+0.0318313j 3.73416e-16+0.00177289j -1.12344e-16-0.0216889j 3.32476e-17+0.00280452j 1.41418e-15-0.0144216j 6.32802e-14-0.0185625j -1.82458e-16+0.0126816j -3.93513e-17+0.011025j -2.66515e-16-0.00280904j -7.49692e-17+0.00305067j 2.00134e-17-0.0215362j -3.82681e-16+0.027166j -1.57371e-16-0.0100926j 4.78567e-17+0.00209062j 4.15035e-16+0.00277394j -1.15511e-16+0.00895005j -1.85026e-16-0.00845414j -2.05876e-16-0.0106126j 1.5194e-16+0.0350781j 8.29041e-17-0.0390204j 1.4061e-16-0.0148614j 1.2084e-17-0.00675163j -7.52671e-17+0.0106179j 2.0007e-17-0.0122163j -2.62438e-16-0.0459088j -7.319e-17-0.00868321j 6.97236e-17-0.0100227j -1.40453e-16-0.0132595j 2.21408e-17-0.0114615j 2.13017e-16+0.0233514j 1.09115e-16+0.0103011j 1.58861e-15-0.00026142j 3.42312e-16+0.0313853j 
-5.28667e-16+0.000856524j 5.94304e-16-0.0111105j -3.32487e-17-0.0243665j -4.59382e-16+0.00880921j -7.96973e-16-0.0127999j 1.18152e-16+0.0109575j -8.42575e-16+0.0152115j -4.04586e-16+0.0430523j 4.22896e-16-0.00984436j 9.65874e-16+0.00418045j 7.69613e-16-0.0268644j 1.81507e-16-0.0141282j -8.7095e-16+0.0339459j 3.83507e-16+0.00923547j 4.17149e-16-0.0552128j -6.39371e-15-0.0224139j -5.04787e-16-0.0377007j -1.1954e-16-8.26518e-05j 5.87122e-16-0.0188657j -1.11112e-16-0.0114653j -1.74436e-16-0.0241898j -2.61664e-17-0.0150654j 7.13955e-16+0.000787059j -1.98691e-16+0.0186366j -3.39095e-16+0.00307581j 1.93566e-16-0.00104537j 1.68225e-17-0.0137479j 1.60971e-16+0.010086j -3.30418e-14+0.00958415j -4.14028e-16+0.0160702j 3.42058e-16+0.00347693j 8.25965e-16+0.025293j 5.23197e-16-0.00366849j -4.22647e-17+0.014475j -8.27666e-16+0.0273901j 5.03891e-16+0.00614496j 7.92647e-17+0.043388j -7.84625e-16+0.00298807j 5.28948e-16+0.0224413j 4.65754e-16+0.0143508j -1.40966e-15-0.0263604j -1.03869e-15+0.0626374j -4.22567e-16+0.00651831j -1.00665e-15+0.0190543j 1.35855e-16+0.0174947j 6.65214e-16+0.0204042j -2.811e-16-0.0157208j -2.6343e-16-0.0326153j 2.57027e-16-0.0494233j 3.51932e-16-0.021174j 1.14855e-16-0.0118578j 2.05661e-16+0.0155311j -7.86692e-16-0.00355456j -8.00905e-16+0.00997046j -2.30313e-15-0.0118704j -1.10403e-15-0.00246192j 
3.03937e-15+0.0273162j -5.12011e-15-0.0422338j 1.16895e-15+0.00519339j 9.68799e-16+0.00542925j 3.31644e-15+0.0295288j -1.08276e-15-0.00482952j 2.23236e-15+0.0281335j 4.64922e-16+0.0215237j -1.23922e-15-0.0168049j -2.4149e-15-0.0151897j -1.2597e-15-0.0194726j -2.45392e-16+0.000573438j 2.36918e-15+0.0374874j -2.11046e-15-0.0155001j 2.46429e-15+0.0065629j 1.67511e-15+0.00130394j 4.86862e-15+0.0369662j 1.09989e-15+0.0204751j -3.84112e-16-0.0034881j 1.8202e-17-0.0031641j 1.52961e-15+0.0058775j 8.74666e-17-0.00356715j 4.363e-16-0.0318133j -1.69474e-15-0.0253881j 1.00744e-15+0.00374284j -1.28469e-15-0.0112829j 8.81734e-16+0.00256519j -3.04262e-15-0.0374924j 2.79008e-14-0.00796291j -2.62088e-16+0.00596751j -1.09798e-15-0.0125916j -3.69194e-15-0.0281108j -1.11996e-15-0.0153705j -1.20546e-16-0.000318264j -2.88118e-17+0.00833906j -3.90501e-15-0.0442987j -2.44155e-15-0.0105669j 7.71464e-16-0.00139408j -2.61548e-15-0.0144059j -2.57829e-15-0.0256937j 4.58461e-15+0.0231127j 7.0967e-16+0.0350877j -5.9997e-16-0.00471494j 2.47167e-15+0.0336782j -1.03271e-15-0.00955275j -1.82765e-15-0.00283879j 1.21362e-15-0.00369754j 7.50066e-16-0.00448634j 1.42641e-15-0.00261891j -2.68878e-16-0.00719036j -8.94843e-16-0.0168645j -9.4895e-17+0.0102389j 3.03584e-15+0.0229468j 2.90443e-15+0.0363005j -2.83919e-15-0.0148581j 2.16487e-15+0.031614j 
-2.39007e-16+0.0149437j -8.93104e-16-0.0356369j -3.23392e-16+0.00644645j -2.26069e-16-0.0357399j -7.07168e-16+0.00521629j 4.14803e-16+0.0119726j -3.2909e-16+0.012417j 3.60078e-17+0.0338293j 4.04055e-16-0.0141585j 2.19514e-16+0.0448809j 2.0575e-16+0.00740349j -3.40845e-16+0.0309102j -3.4046e-16+0.0413941j 4.61843e-16+0.0157381j 5.55305e-16-0.0147847j -1.48458e-14-0.0437974j -8.71521e-16-0.00498113j -3.65197e-16+0.0517462j -5.2075e-16+0.0190506j 2.39798e-16-0.0106775j -3.71083e-16+0.00614832j 9.03367e-17-0.0120665j 2.80236e-15-0.0227719j -9.5971e-16+0.0233156j -4.29875e-16-0.0424695j 5.07439e-16-0.00355467j -2.80485e-16-0.0141818j 1.93511e-17-0.0217576j -3.70736e-14+0.0114859j -7.47643e-16+0.0145719j 3.33292e-17-0.00251813j 2.96121e-16+0.0210013j 8.14155e-17+0.00383974j 5.31569e-16-0.0174379j -4.71429e-16+0.0219681j 1.02339e-15-0.0440863j 3.44955e-16+0.0309243j -3.1188e-15-0.0391279j 2.09428e-15+0.0278843j -1.33295e-16-0.0442931j -1.52422e-15-0.034682j -3.0655e-16+0.0676232j 1.21354e-16-0.0234956j -3.36473e-16+0.00984952j 5.36074e-16-0.024288j 2.09185e-16+0.0643074j -1.67643e-17-0.0693638j 3.19646e-17-0.0443243j -3.90046e-16-0.022045j -8.1594e-17+0.00995931j 3.45319e-16-0.0400172j -1.50862e-16+0.05616j -5.14094e-16-0.0207769j -5.64122e-16+0.040839j 2.33507e-15-0.000359958j -4.805e-17+0.0482873j 
-1.43224e-17-0.00120565j 4.16848e-16+0.0126727j -8.01127e-17-0.00445984j 1.46823e-16+0.0303893j 3.19894e-17-0.000192797j 3.88841e-17+0.0241872j 1.71118e-17-0.00188373j -5.16655e-18-0.000749621j -1.49542e-16+0.0756124j 4.25135e-17-0.0377444j -1.15203e-16+0.0429375j 1.39596e-16+0.00752949j 6.00844e-18-0.00832499j -7.82597e-17+0.0220715j -1.14445e-15-0.0120952j 1.2877e-14+0.0374013j -4.7018e-16+0.0379668j -1.15518e-17-0.0146812j 5.02442e-17-0.0108627j -1.75301e-17+0.0159576j -1.35253e-16-0.00577312j 6.5446e-17+0.0159187j -1.49713e-15+0.0149315j 1.2193e-15-0.0191317j 1.89499e-16+0.0323089j -2.96141e-16-0.0224987j 2.80353e-17+0.00799648j -6.70582e-16-0.0110716j -3.5754e-14+0.0108085j -2.10763e-16+0.00605858j 2.43416e-16-0.0190038j 6.52604e-16-0.0346597j -6.19114e-16+0.0140961j -2.82559e-16+0.0374061j 7.90107e-16-0.025535j 2.98851e-16-0.0200715j 2.78317e-16-0.0300369j 5.95964e-16-0.0111007j 6.29228e-17-0.0543535j -1.2938e-17-0.0161109j 3.55127e-16+0.0100849j 1.07192e-16+0.0126499j -1.53626e-18-0.0182778j -6.96355e-19+0.0283958j -8.92113e-17-0.012995j -3.09743e-17-0.00818341j -1.42081e-16+0.0046613j 3.98969e-18-0.00420699j -7.47362e-18-0.0197166j -9.34537e-18+0.0313854j 5.87131e-17-0.0142371j -7.00585e-17-0.00705457j 2.31168e-16+0.0356431j 9.27062e-17+0.0311175j 6.10225e-16+0.003965j 2.3838e-16-0.00531223j 
-2.03839e-16-0.00353245j 3.84306e-16+0.00782685j 1.41441e-17+0.0171222j -1.28905e-16-0.0559469j 1.04138e-17-0.0334948j -2.0372e-17+0.00219194j 1.34916e-17-0.00612307j 4.58725e-17-0.0444747j -7.03687e-17-0.0302019j 5.6833e-17+0.00795748j -2.10602e-16-0.00831564j -2.0946e-16+0.0121449j -4.65944e-17-0.00399114j 9.09549e-17-0.0211916j -1.36355e-15+0.0694758j 1.41239e-14+0.0475158j -6.96732e-16+0.0309781j -1.19336e-16+0.0321418j -4.44504e-16+0.00753869j -1.52725e-16-0.00660483j 2.21434e-17-0.0285318j -6.20372e-17-0.0353495j -5.8313e-16+0.00558059j -4.25586e-16+0.00976886j 2.95293e-16+0.0280416j 9.54652e-17-0.00397356j -1.04276e-16+0.00269229j 7.7324e-16-0.000793301j 3.60651e-14-0.0107369j -7.53999e-17+0.00726616j -1.22587e-16+0.00791456j 1.05816e-16-0.0108543j 1.5132e-16-0.00249472j 8.96824e-17-0.00380064j 2.78092e-16-0.001536j 4.63244e-16-0.0101418j 1.6425e-16+0.00812936j -1.83521e-15+0.00591942j -1.00675e-17+0.068906j 7.3645e-16+0.0648538j 1.43429e-15+0.0515473j 2.60323e-16-0.0567942j 1.4351e-16+0.00915806j -5.47211e-17-0.00287283j -1.50676e-16-0.0284899j -8.27916e-17-0.0106573j 3.62948e-16-0.03425j -3.61328e-17-0.00466656j -7.7047e-17+0.0493059j -9.07039e-17-0.00943899j 1.51816e-17-2.0228e-05j 1.55883e-17+0.00895651j -3.89562e-16-0.0704643j -2.30391e-16-0.0440624j 2.12447e-15+0.00401396j 2.57553e-16+0.0237746j 
-3.54951e-16+0.0213833j 1.31263e-15+0.0447681j -8.52184e-17+0.0509892j -1.12732e-17-0.0424707j 6.13907e-17-0.0275896j 1.05801e-16-0.0323797j 7.98801e-17+0.00131581j 4.687e-17-0.0321771j 3.51921e-17-0.00510506j -2.21654e-16+0.0143825j 3.94463e-17+0.00742085j 1.69268e-16-0.00707567j 1.52095e-16-0.00104965j 4.5473e-17-0.0409659j -2.46252e-16+0.0412907j 2.90779e-15+0.0120278j -2.84619e-16+0.0215093j 1.00877e-16+0.00405565j 2.39476e-16-0.0119042j 3.05815e-16+0.0243747j 2.32575e-16+0.0534001j -1.17665e-16-0.00930246j -6.17443e-16+0.00324704j -1.65635e-15+0.0194253j -1.75164e-16-0.0514513j 1.60979e-16-0.00428513j 7.56411e-17+0.018825j -8.05525e-16+0.00710485j -4.66557e-14+0.0138371j -1.0375e-16-0.0158619j -6.2014e-16+0.0446791j -5.74459e-16+0.0351994j 4.09553e-16-0.0155381j 1.24229e-16+0.000762339j 1.54087e-16-0.0121538j -2.21265e-17-0.00204707j -1.55718e-16+0.0306294j -2.89402e-16-0.0108729j 3.5005e-16-0.0145374j -2.29743e-16-0.0132882j -1.9674e-16+0.000724104j 3.55705e-16-0.0541183j 3.0621e-16-0.0147433j 2.34488e-16-0.0276116j 5.44483e-17+0.00735711j -1.34214e-16+0.0045181j -2.50894e-16+0.0120335j 1.7681e-16-0.0108338j -2.55843e-16+0.0542164j -3.65533e-17-0.0112763j 3.981e-17+0.00411771j -3.50716e-16+0.0606986j -1.03006e-16-0.0265487j 3.27612e-17-0.0306429j 1.46698e-14+0.0639393j 3.23075e-15+0.0016658j 
2.9208e-17+0.00583479j 3.99043e-17+0.00302409j 3.29456e-17+0.0160494j -1.23552e-17-0.00461694j 8.45328e-17+0.00250922j -3.66479e-17-0.0149315j 1.79671e-17+0.022866j -5.2021e-18-0.0175092j -1.19324e-16-0.0328136j 8.42048e-17-0.0114972j -2.78353e-17-0.0556023j -2.30229e-16-0.0054437j 1.05816e-16+0.0261096j -9.46862e-17-0.00258687j -6.7538e-16+0.0416193j 7.87833e-15+0.0267908j -1.61929e-16+0.0269734j -1.39956e-16-0.00782102j 5.81527e-17-0.00233329j -9.35192e-17-0.0110766j 1.92884e-16-0.00607817j -1.58052e-16-0.0184712j 5.63597e-15-0.0548281j 3.85701e-16-0.00482082j -4.2063e-18+0.00973659j 2.47026e-16+0.025852j 5.74212e-17-0.0128512j 1.70312e-16+0.00571552j 3.3201e-14-0.0100155j 5.82065e-16-0.0178293j 2.28775e-16-0.0235862j 2.22477e-16-0.0335257j 3.13372e-16-0.00951038j -1.14442e-16-0.0375948j 2.69527e-16-0.00816389j 1.73747e-16-0.000156311j -1.59318e-16+0.015299j 2.22896e-15+0.0383806j -1.43131e-15+0.00654926j 4.28777e-16+0.0499792j 1.97686e-15+0.0576359j 2.7697e-16-0.0338573j -2.3283e-17+0.0397691j 2.77913e-17-0.00704887j 6.52859e-17+0.0310645j 8.29732e-17-0.00355596j 3.79671e-17+0.0451905j 6.35719e-17-0.0112932j 1.18259e-16+0.02258j 2.68311e-17-0.0282354j -1.79465e-17+0.0136648j -1.76683e-17+0.0174948j 1.40274e-17-0.00199098j -1.08718e-17-0.0189226j 2.35538e-15+0.0126463j 5.22052e-16-0.012131j 
