-4.36062e-14-0.0948241j -2.58454e-15+0.0123531j -9.19571e-17-0.00854508j -4.9485e-19-0.0324012j -2.41094e-16-0.0149134j -1.36088e-16-0.0330858j 6.99864e-17+0.047434j 8.97013e-17+0.0143437j 3.61809e-16+0.0708476j 2.71007e-17-0.0681083j 5.28069e-16+0.0669692j 9.57725e-17-0.0266905j -1.79363e-16-0.00598666j -4.87027e-17-0.0322149j -2.01969e-16+0.0276286j 2.99476e-16-0.0491963j -4.97779e-17+0.0486995j -2.89464e-16-0.025646j 7.87408e-17-0.00601396j -1.71996e-16-0.0643685j -3.67929e-16-0.0258803j 1.14312e-16-0.0283665j 1.13282e-17+0.00046905j 1.38672e-16+0.00191526j 3.37763e-17+0.0132536j -1.6895e-19+0.00640521j 3.49375e-16+0.0126577j 8.22623e-17+0.00755977j 1.1425e-16+0.0164566j -8.86248e-17-0.0213058j -2.25601e-16-0.00493019j -1.08414e-17-0.000393021j -2.18341e-16+0.0166142j 3.38367e-17+0.00165174j 3.27426e-17+0.00470522j -9.29215e-17-0.00450664j -9.18741e-17-0.0165087j 2.15785e-14-0.0497371j 1.11427e-13+0.0482557j 8.7625e-14-0.0114504j -3.68282e-16+0.0148718j 5.87857e-16+0.000530097j 3.85825e-17-0.0115084j -2.76539e-16-0.00157123j -3.45255e-18-0.00537945j 1.75122e-16-0.00235108j -2.28847e-16-0.00141345j 6.54908e-17+0.0142397j 2.19899e-17+0.00462415j -4.52302e-18-0.00304306j 9.2223e-17+0.00521946j 1.68336e-16-0.00616929j 7.65536e-17-0.0175181j 2.45069e-17-0.000130397j 1.06973e-16+0.00150877j 1.49371e-17-0.000608614j 1.61318e-17-0.00539561j 9.34321e-17+0.019223j 9.46335e-17-0.0120508j 6.55084e-17+0.0167355j -4.59274e-18-0.0297226j -2.29781e-17-0.00464674j 1.24954e-19+0.0027209j -2.43102e-17-0.0220112j -3.3056e-17+0.00966055j -5.63637e-17+0.0183721j 4.30048e-17+7.23287e-05j -5.06432e-17-0.00493601j -6.70865e-17+0.0261494j 2.10397e-17+0.00971757j -1.33494e-16-0.0297004j -4.90514e-17+0.0172659j -3.91825e-18-0.0120185j 5.48412e-17+0.038815j 1.07649e-16+0.00715481j -1.8332e-15+0.0186503j 2.54159e-14+0.0541601j 
7.67326e-15+0.0117465j 5.08004e-16+0.0242334j -8.62173e-16+0.00484834j 1.97195e-15+0.0428269j 2.41529e-15-0.0358729j -2.76358e-16+0.0431611j 2.18275e-15-0.0870786j 8.07822e-16-0.0440735j 9.63547e-16+0.0791909j 3.20158e-15+0.0186631j 8.24559e-16+0.0316179j 1.27054e-15+0.0635295j -2.52627e-16-0.0227713j 5.03317e-15-0.0348133j 6.16613e-16+0.0124193j 6.75625e-15-0.0587733j 5.20855e-15-0.0690965j 1.88485e-15+0.0646976j -3.56171e-16+0.0274561j 1.21142e-15-0.0193063j -1.93145e-15+0.0190544j 1.35619e-15-0.0314063j -7.30554e-15-0.0894639j -3.50036e-15+0.0195304j -1.01658e-16-0.0162553j 8.04881e-16-0.0864092j 6.80375e-15-0.0191007j -1.4281e-14+0.217966j -4.52603e-15-0.0929654j -2.17706e-15+0.00782363j 5.53743e-16+0.0434219j 7.40948e-17-0.026112j 3.44675e-15-0.0533579j -4.67513e-15+0.060822j -3.15008e-16+0.157757j 6.16211e-15+0.111381j 3.91407e-15+0.0581429j -9.04666e-14+0.0709886j 3.12522e-13+0.0992336j 3.27787e-13+0.0361712j -5.82112e-15+0.0150501j 7.78495e-16-0.0152546j 4.99767e-15-0.062254j 9.66153e-16-0.00994609j -4.04679e-16+0.171669j 4.26201e-15-0.0968585j 4.65631e-15+0.0915709j -9.52989e-17-0.169039j 4.28339e-16-0.00382127j -4.91042e-15+0.13852j -2.86259e-15+0.0465912j 6.29689e-15-0.12767j 3.59162e-15-0.124187j 4.0775e-16-0.10516j 4.96575e-16+0.0543585j -3.77718e-16-0.02532j 3.01141e-16-0.0061884j 1.57869e-15+0.0638508j -9.51452e-16+0.12458j -2.37256e-15-0.0427855j -9.48824e-16+0.114679j -3.86284e-16+0.0755212j 2.62602e-15+0.0943338j 1.61818e-15-0.0785118j -1.66941e-15-0.0320818j 2.03232e-15-0.0355359j 2.4505e-15-0.0865215j 7.29346e-16+0.0332021j 1.6978e-16-0.0345391j -1.04375e-15+0.0226202j 2.94418e-17+0.0224639j 4.75299e-16+0.0130849j -2.27164e-15+0.0592274j -1.81084e-15-0.0493724j -2.28624e-16-0.0602103j -4.40142e-16-0.0244192j 8.03358e-15+0.0179288j 
1.78644e-14+0.0327239j 1.9361e-15+0.00726713j -6.85081e-16-0.0050227j 1.82436e-15+0.0362448j -1.00162e-16+0.0480552j 1.11626e-15-0.0169271j 4.84175e-17+0.0237064j -1.02557e-15+0.027202j 9.34884e-16+0.0513657j 3.94875e-15+0.0556989j 1.89251e-15-0.0116144j 3.56195e-15+0.00644273j -2.59351e-15-0.0181458j 1.87699e-15+0.100718j 4.56397e-16+0.0502499j 2.92652e-15+0.0830636j -1.00101e-15+0.0719795j -1.91358e-16+0.0890855j 3.29422e-15+0.0093674j 1.32278e-16-0.0245861j -1.77016e-15+0.0226622j 2.22621e-15+0.0318103j -5.63583e-15-0.161954j -1.69098e-15+0.0357487j -1.19706e-15+0.0954693j -4.22252e-15+0.0353609j 2.04251e-15+0.150867j 9.95349e-15+0.055286j -3.59422e-15-0.105864j -5.80406e-15-0.116547j -4.56878e-15-0.00172342j 2.80191e-15+0.0300583j -1.68273e-15-0.0663841j -1.15098e-14-0.357654j 4.96436e-15-0.0388722j -1.33314e-14-0.156514j -4.57966e-15-0.179931j 4.15703e-14-0.0683012j -3.64973e-13-0.00719809j -3.59396e-13-0.152022j -2.97383e-15-0.46329j 1.39732e-14-0.127674j 4.92597e-15+0.0981441j 4.46334e-15+0.221313j -6.7706e-17+0.0372593j 6.09092e-15-0.141229j 4.04761e-15+0.257645j -8.01412e-15-0.0701404j -1.08526e-15+0.00350095j 5.49906e-15+0.105469j -4.77922e-15-0.162673j -5.06983e-15-0.0459305j 2.55541e-15+0.363585j -2.22942e-15+0.109855j 5.38492e-15-0.00772715j -2.5444e-16+0.0957509j -3.08471e-16-0.0945679j 9.94868e-16-0.136905j 5.79843e-15+0.0314897j 3.41297e-15-0.0301127j 4.31686e-15-0.0564273j 4.33388e-16-0.0394963j -8.11405e-17+0.097167j -2.40244e-16-0.0134092j -2.01878e-15-0.037216j 1.42492e-15+0.0988769j 2.08835e-15+0.0174087j 2.22494e-15+0.0586127j 2.08247e-15+0.0523059j 2.70448e-16-0.0576073j 4.133e-17-0.0274107j -6.37413e-16+0.00674352j -1.99988e-15-0.0333306j -2.35309e-15-0.0506497j -7.95276e-16-0.0136371j 7.56342e-16-0.000713289j -1.6628e-14-0.032154j 
2.16614e-14+0.0534971j 1.77343e-15-0.0479367j 3.72357e-16-0.0263097j 1.05572e-15-0.0353166j 1.45764e-15-0.0389377j -2.61793e-16+0.0170676j 7.51648e-16-0.074394j 2.49561e-15-0.123138j 1.03002e-15-0.0137789j -4.15743e-16-0.00745081j -6.01526e-18-0.0677817j -1.68894e-15+0.077552j 6.42517e-16+0.0133967j 7.45299e-16-0.0327053j -1.14136e-15+0.0858806j -2.29987e-15+0.109717j 5.9317e-15-0.202311j 2.51324e-15-0.0236891j -1.60585e-15-0.0213397j 1.48459e-15-0.0802098j 1.36987e-15+0.00474214j -2.37391e-15+0.0875287j -2.90792e-15+0.0953369j -8.48144e-17+0.0579j 2.1594e-15-0.0772859j 4.25286e-15-0.0566853j -6.82564e-16+0.0175761j 3.45948e-15-0.059905j -7.89233e-16+0.0195186j 7.75886e-16+0.209234j 2.13354e-15+0.0648772j -4.6472e-16+0.00665534j -2.81207e-15+0.230262j 5.86706e-16-0.014832j -2.43684e-15+0.120396j 3.73248e-15+0.0690449j 1.72852e-15+0.0113125j -4.64853e-14+0.0648099j 2.3841e-13+0.00985773j 2.39265e-13+0.0969686j -2.21382e-15-0.00414986j 9.89861e-15-0.0663096j 1.83423e-15-0.0689618j -3.76677e-15+0.066442j 1.74493e-15-0.0973147j 5.58574e-15-0.0884803j 3.19566e-15-0.0600614j 6.57746e-16-0.0207256j 2.91599e-15-0.14513j 2.98266e-15-0.090393j -1.03784e-17+0.0243029j 9.05244e-16-0.031826j 3.77864e-15-0.0831279j 2.44873e-15-0.0721839j -1.82861e-15+0.0197152j 1.91811e-15-0.0670947j 7.19711e-16-0.0651478j -1.8324e-15+0.0594185j -1.61934e-15-0.0247205j -2.92158e-15+0.0517231j -9.55732e-16+0.0357548j -4.68908e-16-0.10058j 3.20331e-15+0.00316143j -1.73004e-15+0.022388j 1.22431e-15-0.0895164j 9.07201e-16-0.0151205j -3.51589e-15+0.118542j -9.27936e-16+0.0116067j -1.97152e-15+0.0901491j -1.74228e-15+0.028676j -1.45994e-15+0.108949j 1.56423e-15-0.0294861j 5.92776e-16-0.00414785j -6.79986e-16-0.00512568j -8.08045e-16+0.0247346j 8.59406e-17+0.0529957j -9.19503e-15-0.0171385j 
-1.28785e-14-0.0275648j -7.41767e-16-0.0247173j 9.08058e-17-0.0156512j -2.33376e-15+0.0552127j -3.36233e-15+0.0633633j 2.87727e-16+0.00234999j -6.92876e-16-0.0381641j -1.95772e-15-0.011276j -2.67713e-15+0.0631412j -1.19774e-15-0.00275456j 9.74644e-16-0.0616513j 5.26646e-16-0.00505093j -4.07311e-16+0.0304182j -2.69201e-15+0.0102529j 1.17504e-15+0.00716154j -6.86567e-15+0.0991236j -6.30963e-15+0.0525812j -5.24678e-15+0.103469j 4.10869e-15-0.106455j -3.09205e-15+0.0423059j 2.69558e-16+0.0795721j 2.94866e-15-0.0711832j 6.76701e-15-0.101639j 2.42208e-15-0.012214j -2.02595e-17-0.0384816j -5.51442e-15+0.0902157j -6.00869e-15+0.000452045j 1.42631e-14-0.159031j 3.24282e-15-0.0564316j 1.2523e-15+0.142283j -7.95162e-15+0.257222j -1.23702e-16-0.0367284j -5.16252e-15+0.194807j 2.67637e-15+0.121613j 1.83333e-15+0.0420691j 2.31928e-15-0.0517533j -1.1255e-14+0.38474j 2.1597e-14-0.0297372j -7.13094e-14+0.0105604j -7.63388e-14-0.0457642j -1.32622e-15+0.130308j -4.76045e-15+0.0293175j 7.57333e-16-0.0841638j 8.82906e-15-0.20753j -1.28597e-15+0.0250297j 7.51384e-15-0.0633088j -2.78825e-15-0.0164324j -4.09864e-15+0.0647429j 4.79272e-16-0.0403388j 1.08142e-14-0.158762j -4.84592e-16+0.113947j -1.90147e-15+0.0426393j -1.26815e-15-0.101486j -2.55208e-15+0.00235152j 8.08068e-15-0.191231j -1.73004e-15-0.00159315j 3.28586e-16-0.0166784j -1.35444e-15+0.0682263j 6.85378e-15-0.14832j 8.22798e-15-0.225169j 5.97464e-15-0.0734342j 2.38334e-15-0.109627j -8.64298e-15+0.211228j -2.45209e-15+0.0285285j 6.84095e-16-0.0209192j -2.12592e-15+0.000243709j 4.11548e-15-0.100387j -6.51895e-16-0.0367615j 4.15517e-15-0.100996j 2.15212e-15-0.022868j 2.75702e-16+0.0426626j -2.88249e-15+0.0663336j -5.88646e-17+0.0292208j 1.21573e-15-0.0391773j 1.28699e-16-0.019047j -7.77467e-16+0.0183576j 9.71046e-15+0.0208017j 
-2.32986e-14-0.0515799j -1.36498e-15+0.0452882j 2.99821e-16+0.0232239j 5.15349e-16-0.010644j 6.87823e-16-0.000759326j 7.57915e-17+0.0649912j -5.55787e-17+0.0312901j 1.96343e-16-0.00395577j -1.44384e-16-0.0477223j 4.11148e-16+0.000637205j -6.25791e-16-0.00714591j -4.54116e-16+0.022224j 1.57689e-16-0.0693311j -5.23094e-16-0.0681616j 1.39201e-16+0.0269295j 9.42865e-16+0.0658082j 8.54158e-16+0.0531156j 2.64618e-16+0.000696637j -2.06609e-19+0.0611923j -5.56455e-16-0.0115066j 3.02079e-15+0.064935j -5.93886e-16+0.0250016j -2.29049e-16-0.00678833j 5.74643e-16-0.00420699j 1.05032e-15-0.00840622j 1.37024e-15-0.072647j 2.66879e-15-0.0773282j -5.62927e-15+0.11286j 2.13016e-15+0.148877j -1.40503e-15-0.0637777j -4.14439e-16-0.0159577j 1.02942e-15+0.0315517j 2.55697e-16+0.0360452j -4.05636e-15-0.157961j 1.60115e-15-0.0207118j 1.78646e-16+0.0266361j -4.94249e-17-0.0531954j 6.94157e-15-0.0402919j -1.88079e-13+0.0392147j -1.85492e-13-0.12384j -1.61442e-15+0.0552091j 3.46827e-15-0.0222169j 2.04058e-15+0.0859636j 5.94303e-16+0.093119j 1.14335e-15-0.138673j -9.22572e-15+0.117033j -2.66292e-15-0.0805197j 1.49445e-15+0.148638j -2.0196e-16-0.0791616j -2.59894e-16+0.0364488j -7.05663e-16-0.0452705j 2.73436e-16-0.0753919j 2.11979e-15-0.133216j 1.88258e-15+0.0391323j -6.95757e-16-0.0520015j 1.80922e-15+0.084265j -2.16414e-15-0.0138397j -2.18372e-15-0.106343j -1.74912e-17+0.126114j 3.47084e-17+0.0596109j -9.65552e-16-0.055753j -3.068e-15-0.139682j 9.11371e-16-0.11619j 7.59555e-17+0.0364871j 1.54218e-15+0.0257483j -3.54635e-17+0.0368813j 2.55575e-16+0.0623612j -1.54395e-15-0.0197906j -4.87461e-16+0.0107529j 3.72517e-16+0.0616936j -1.1486e-16-0.0360201j 5.96828e-16+0.0420718j -6.4832e-17-0.0214148j -1.57625e-16+0.0505075j -3.99929e-16+0.0172665j -2.37128e-15-0.0257991j 3.3879e-14+0.0672144j 
-7.88757e-15-0.0201866j -4.49214e-16+0.0263132j 3.34435e-16-0.0214482j -6.78405e-16+0.00390084j -3.04281e-16-0.0279403j -4.0772e-16+0.0644587j 6.22432e-16+0.0268919j 5.04204e-16-0.0233244j -6.34766e-16-0.0248536j 7.90435e-16+0.0121351j 4.58158e-16+0.0452153j -2.8598e-16+0.0651447j 3.96021e-17-0.0629055j 2.70889e-16-0.0420931j -5.18759e-17+0.0258736j 2.66431e-17-0.011972j -1.00168e-17+0.00298834j -6.65403e-16+0.00161669j 7.13824e-16+0.101028j 3.02194e-16-0.0259724j -1.76106e-15-0.0638227j 3.29904e-16-0.000104954j 1.03241e-15-0.0306814j 3.0471e-16-0.00647897j -4.40708e-17+0.0563197j 5.06777e-16+0.0517418j 1.62196e-15+0.0295623j 6.93823e-16+0.0215745j 1.86614e-15+0.0564195j -8.25426e-17+0.0215358j -1.726e-15-0.0261285j 3.64933e-15-0.0510414j -1.25018e-15+0.105745j -2.45034e-15-0.171735j 1.79208e-15-0.21342j -5.31421e-15-0.0530922j -1.14304e-15+0.0991447j 8.20384e-14-0.077053j -8.5673e-13-0.121878j -8.28686e-13-0.236737j 3.28075e-16-0.0990839j -1.35652e-14+0.0767114j 1.27247e-15-0.133483j 1.43908e-15-0.135147j -2.15064e-17+0.00849594j -5.42165e-15+0.0880744j -3.44647e-15-0.0685181j -2.01733e-16+0.183374j -1.71131e-15-0.118907j 6.28075e-15-0.207275j 9.27238e-16+0.0474626j 1.96719e-15-0.0961106j 3.12171e-15+0.0486774j -5.563e-16+0.171211j 1.07537e-15-0.336551j 3.9876e-16+0.0572229j 8.0444e-16-0.0758373j -6.82703e-16-0.0609678j 7.12219e-16-0.0150796j 1.87574e-15-0.0149837j 1.62513e-15-0.192639j 1.91989e-15+0.121392j -1.70579e-15-0.0428275j -2.0797e-16+0.155516j 7.31514e-17-0.0164575j -6.12065e-17+0.140548j 1.33597e-16-0.00434927j 1.1373e-15+0.0942362j 6.59719e-16-0.00719814j -5.53761e-16+0.0602887j -9.59587e-16+0.0105897j -4.20984e-16+0.0614525j -2.95757e-16-0.0303412j 3.76585e-16+0.0490365j 2.08635e-16+0.025313j -6.86344e-16+0.0207767j 5.2628e-15+0.0143208j 
2.96691e-14+0.0637271j 1.43439e-15-0.01001j -2.07748e-16+0.00569052j -1.90638e-16-0.0253075j -2.35968e-16-0.0125233j -6.37083e-16-0.10306j -5.24263e-16-0.0087026j -7.49427e-16+0.0241307j -2.30853e-16+0.0337547j 1.01071e-15+0.0824557j 6.9544e-17-0.0142153j 3.98444e-16-0.0243063j -3.69814e-16-0.0375247j -5.38868e-16-0.0433071j 7.42478e-17-0.087676j 7.36812e-16+0.0981185j 6.67107e-16+0.00525088j -4.06624e-16-0.0699236j 6.86145e-16+0.00242967j -2.85459e-16+0.0542551j 1.01149e-15+0.0232451j -1.12666e-15-0.0523781j 1.51868e-15+0.094499j -5.0881e-17+0.0195469j -1.36338e-15-0.143045j 1.3707e-16+0.120364j 6.42972e-16+0.0327523j -9.79703e-16+0.0468384j 1.64553e-15+0.0339067j 4.15252e-16+0.0155321j 8.82994e-16+0.0811915j -1.46315e-15+0.00260632j 3.92505e-16-0.132391j -4.63561e-16-0.00132509j -1.31764e-15+0.0491193j -1.27856e-14-0.115658j 7.96179e-16-0.0337782j -3.70189e-14+0.0738957j -6.12576e-13-0.100816j -5.40919e-13-0.135532j 2.53714e-16-0.119602j -3.6553e-15+0.0235527j 1.5199e-16+0.219867j -3.22237e-16-0.0138184j 5.39724e-17-0.091385j 1.12624e-15-0.0324288j -2.13844e-15-0.0215543j 2.34258e-15-0.0369521j -2.24623e-16+0.0743028j -3.11731e-15+0.101354j 1.71637e-16+0.0104655j -1.56203e-15-0.140637j 5.40168e-15+0.316367j 3.61537e-15+0.0899708j -2.41299e-15+0.0663681j 3.42435e-16+0.0120507j -1.2642e-15-0.20867j -9.33798e-16-0.0897724j -1.27128e-15-0.137331j 1.18352e-15+0.108293j -2.50487e-15+0.0184343j 6.62891e-17-0.101368j 8.20299e-16+0.0518375j 3.04588e-15+0.0329695j 2.06257e-15+0.128849j 5.08794e-17+0.0105365j 7.09901e-16+1.30872e-05j -8.07499e-16-0.0102641j 7.10286e-16+0.0671468j 8.01163e-16-0.0593636j 1.3321e-15-0.0208404j -5.87022e-16-0.0901788j 1.85767e-16-0.0367922j -2.21001e-16-0.0257501j -3.97142e-17+0.0176469j 3.11409e-15+0.00361941j -4.04453e-14-0.0835271j 
1.42668e-14+0.0589562j -1.05631e-14+0.0506229j -1.19093e-14+0.0489948j 1.80325e-14-0.0744599j 3.2158e-15-0.0138112j 1.54355e-14-0.0642857j -1.5806e-14+0.0640076j -9.16175e-15+0.0385699j 2.61279e-15-0.0115822j -1.66644e-14+0.0691559j 1.21651e-14-0.052638j 1.22744e-14-0.0518324j 9.0008e-15-0.0365457j 4.76895e-15-0.0212493j 9.9028e-15-0.0412602j -3.49768e-14+0.135129j 5.51266e-15-0.0231828j -9.1946e-15+0.0375087j -8.1638e-15+0.0350645j 1.98764e-14-0.082664j 1.49347e-14-0.0645375j 2.65123e-15-0.0128646j 1.08727e-14-0.0457734j 1.68199e-15-0.00528675j 1.52448e-15-0.00141406j -5.26085e-15+0.0238789j -2.20368e-14+0.0947382j 5.37389e-15-0.00937808j 6.20072e-15-0.0194802j -3.06058e-14+0.135292j -1.26891e-15+0.0108163j 2.72089e-14-0.105174j -2.20684e-14+0.0874958j -2.417e-14+0.106974j -3.14798e-14+0.123424j 1.24851e-14-0.0814905j -2.45319e-14+0.0932631j 7.93269e-15+0.0565859j 7.5175e-15-0.153065j -6.15293e-14+0.155197j 3.88773e-15-0.0117867j -5.76695e-14+0.144403j 9.37313e-15-0.0401078j 2.79773e-14-0.115928j -2.86744e-14+0.116616j 1.13513e-14-0.0298743j 2.22038e-14-0.0889436j 1.71714e-14-0.0644118j 5.26054e-15-0.0198959j 1.24104e-14-0.0539106j -4.07948e-14+0.175732j 2.80064e-15-0.00972331j 3.04717e-15-0.0125998j -1.00826e-14+0.0418008j 1.51875e-14-0.068952j 7.33964e-15-0.0294723j 6.26641e-15-0.025161j -1.80544e-14+0.074315j 3.20683e-14-0.133325j 1.76387e-14-0.0754304j -1.36452e-14+0.0563176j -2.31512e-14+0.101171j -5.53268e-16-0.00236201j -2.16932e-14+0.0906193j -3.26038e-14+0.134971j 8.01625e-15-0.0323151j 2.10219e-14-0.0920226j -4.12822e-15+0.0180595j 2.21431e-14-0.0914141j 5.6713e-15-0.0224447j 2.00656e-14-0.0860832j 5.29926e-15-0.0204564j -1.01272e-14+0.0426j -1.85468e-14+0.0774317j -6.92239e-15+0.0274891j 2.02402e-14-0.0702743j -2.0822e-14-0.0975724j 
3.16053e-15+0.0111386j 1.20681e-15-0.0605982j 9.17514e-16-0.0220128j -6.7483e-16+0.00908404j 1.91493e-16-0.00793195j -7.94588e-16-0.00237299j 7.73074e-16-0.0578555j 1.5831e-15-0.071867j 3.40319e-16-0.00510327j 1.64692e-15-0.0125352j -1.64924e-15+0.062329j -3.66326e-16+0.02978j -1.45044e-15+0.0701058j -1.35715e-15+0.0335267j -8.81819e-16+0.0369686j 2.47616e-15-0.0128849j -4.35327e-16+0.0522477j -8.82293e-16-0.0135892j -1.17011e-15-0.0101567j 2.12434e-15-0.0663808j 9.96691e-17+0.0673183j -3.62006e-16-0.0455212j 6.28179e-17+0.057315j 4.43895e-16-0.030708j -1.76573e-15-0.0721416j 2.44956e-15-0.0414051j -1.3216e-15-0.0854509j -5.79273e-16-0.0481839j 5.10944e-16-0.00824378j 3.36755e-16-0.0481957j 2.79729e-15+0.0199973j 2.79294e-15-0.0936968j -3.5404e-16+0.00434598j 4.76303e-16+0.112193j 2.40705e-15-0.115004j -7.18353e-15-0.0906516j -1.54881e-15+0.08676j 1.98728e-13-0.184611j -2.78885e-13-0.147369j -3.5072e-13+0.0115509j 5.2089e-15-0.113013j -2.06429e-14+0.120943j -1.94588e-15+0.104247j 6.02602e-15-0.24284j -5.70146e-15+0.143545j 4.2096e-15-0.0293854j -2.19921e-15-0.0812532j 5.3642e-16+0.0941422j -8.44739e-16+0.0023949j -3.27588e-15+0.0333893j -1.91615e-15+0.0630812j -9.14624e-16-0.000954078j -8.60692e-16+0.183432j -3.37448e-15+0.216451j 2.9152e-15-0.167925j 1.09534e-15-0.0237992j 4.28179e-15-0.189959j -6.77156e-16-0.0537461j 9.6855e-17-0.0664411j 1.70858e-15-0.0216264j 2.91549e-15-0.188728j -4.38356e-15+0.187417j -2.03548e-15+0.0807196j -2.56994e-15+0.143502j -2.4065e-16+0.0741375j 7.14639e-16-0.0398257j -2.46928e-16+0.0758899j 6.88802e-16-0.0703743j 8.93806e-16-0.00310655j -1.25902e-15+0.0799013j -2.79952e-15+0.155817j -4.70836e-16-0.00230311j -1.98812e-15+0.0739777j 1.03294e-15-0.0330701j 7.94215e-16-0.0553694j -5.29306e-16+0.0294302j 3.55152e-15+0.0100504j 
-1.70443e-14-0.0438489j -2.22981e-15+0.0551319j -5.19781e-16+0.0731025j -2.81465e-16-0.0358472j -2.44832e-15+0.0364167j -5.28767e-17+0.00228144j -1.7002e-15+0.0548851j -1.01239e-15+0.0329599j 5.74731e-16+0.0317263j -3.35364e-15+0.108549j 2.97151e-15-0.0198448j 1.34511e-15+0.00350353j 3.07521e-15-0.0660156j 2.94069e-15-0.0595488j -5.09643e-16+0.080185j -5.24122e-15+0.114676j -1.60973e-15+0.0543568j -1.49403e-17-0.0382318j 2.92999e-15-0.0899826j 9.66971e-16-0.0695957j -4.86901e-15-0.00198926j -1.18256e-15+0.0241791j -8.83963e-16+0.0188282j -3.24129e-15+0.033729j -3.74177e-15-0.0262912j -1.60791e-15+0.0250239j 6.95808e-16-0.124177j 3.18995e-15-0.0908493j -2.99804e-15+0.0303602j -1.41528e-15+0.00202389j -3.51375e-15+0.0668644j 2.16045e-15-0.120299j -3.09179e-15+0.0303893j -1.17056e-16+0.0318002j -6.59188e-15+0.0320353j 3.01168e-15+0.0476536j 6.94565e-16+0.00349175j 1.64828e-14-0.0770104j 4.10766e-13+0.128627j 3.63879e-13+0.0267535j -6.93481e-15+0.0492074j 1.86844e-14-0.0724278j -2.40453e-15+0.0778294j -3.38707e-15+0.0296684j 5.38799e-15-0.0671671j -6.65386e-15+0.0396644j 6.10394e-16-0.0172812j -1.2149e-15+0.0848723j 5.69343e-16-0.0295951j 3.5423e-15-0.0404907j 1.03176e-15-0.0543868j -5.16932e-15+0.0834294j 5.18706e-15+0.00151763j 2.37841e-15+0.0272895j -3.07449e-15+0.0771217j -8.24554e-16+0.0578899j -1.16234e-15+0.0041917j 2.33717e-15-0.0762197j -1.57451e-15+0.0862312j 8.42112e-16+0.029661j -4.35331e-15+0.0140791j 9.03626e-15-0.101123j 2.26165e-15-0.060802j 2.66966e-15-0.0413567j -4.29027e-16+0.0628194j -7.29826e-16+0.00341818j -3.03403e-15+0.207422j 2.04795e-15-0.0380444j -1.4647e-16+0.0759544j 4.43907e-17+0.0384569j 3.57682e-15-0.0847272j -1.93973e-15+0.00991217j 3.39645e-15-0.0626752j -7.57953e-16+0.0453886j -5.1574e-16-0.0030696j -1.59251e-15-0.0338015j 2.78436e-14+0.0588241j 
9.39636e-15+0.0236149j 3.22119e-16-0.0729758j 4.10248e-16-0.0822611j -8.276e-16+0.0651298j -1.47316e-15+0.0122044j -1.9068e-15-0.0229841j -1.44268e-15-0.062802j -1.71113e-17-0.0141598j 1.33308e-15-0.0908181j -1.21432e-15+0.0325964j 1.14709e-15-0.0534425j -5.46612e-16-0.0314007j 2.35395e-15-0.00792475j 6.81792e-16-0.0228023j -5.1227e-16-0.0925378j -2.53298e-15+0.000999753j -6.60939e-16-0.00613628j -3.1935e-16+0.0334532j 2.62195e-15+0.00889583j -9.13942e-16+0.0921057j -2.87309e-15+0.137562j -2.5759e-15-0.00199529j 5.88832e-16+0.0874328j -1.68833e-15+0.0260536j -2.3846e-15+0.0337421j -1.02438e-15-0.012193j 1.79879e-15+0.0214238j 2.9054e-15-0.0556798j -4.70507e-16+0.0764722j 4.57984e-16+0.0595787j -3.59931e-15+0.0915182j -4.19824e-15+0.102237j -2.39347e-15+0.0519767j 4.81305e-16+0.022001j -5.08782e-15+0.00528489j -2.79781e-15-0.00883116j -5.7785e-16+0.0439193j -5.78704e-14+0.0665773j -3.97146e-14+0.00849532j -5.05297e-15-0.0143595j -4.50626e-15+0.135297j 8.54343e-15-0.0170233j -8.84718e-16+0.00142823j -1.27386e-15-0.00855016j 2.85164e-15-0.217336j -9.57758e-15+0.0747293j -2.46673e-16-0.075498j 9.00896e-16+0.0842274j 1.467e-15-0.0666134j 7.73093e-16-0.030254j 3.12497e-15+0.0711212j -2.05069e-15+0.0558799j 4.79393e-15-0.129533j 2.14829e-15-0.0624526j -1.69414e-15-0.129636j 1.73785e-16-0.0243178j -6.3105e-16-0.00825689j 2.34755e-15+0.0340698j -2.05333e-16-0.053689j 3.53295e-16-0.0414306j -3.08042e-15-0.0222498j 7.73969e-15-0.100057j -8.46615e-16-0.0716416j 1.63559e-15+0.0699833j 1.17031e-15-0.0994529j -1.83417e-15+0.0151647j -7.88965e-16-0.109306j 2.14904e-15+0.0348138j 1.63717e-15+0.0230806j 1.83645e-15+0.0221867j 1.22904e-15+0.0397753j -3.22891e-15-0.0199115j 1.89865e-15-0.052041j 5.35305e-17-0.0265817j -9.28579e-16+0.0158168j 1.34888e-15+0.0959425j -1.96518e-14-0.0336185j 
