-9.85563e-16-0.125946j -5.34404e-16-0.0595019j 1.79026e-17-0.0103108j -8.5133e-18+0.0652539j 7.45743e-16-0.0525277j 4.33699e-17-0.0315145j -1.41551e-17-0.0499778j 2.91754e-17-0.06146j -3.14829e-17+0.0663494j 1.84029e-16-0.0315248j 3.66078e-16-0.0677157j 1.91036e-16+0.0132455j -5.92959e-16+0.0703632j 2.26058e-16-0.0855964j -8.25503e-17-0.0054185j 6.75382e-17+0.0150501j -8.77538e-17-0.0182872j 8.79736e-17-0.0260212j 1.0947e-16+0.0247615j 7.20921e-17-0.0126219j 3.16464e-17+0.0163388j -4.2292e-16+0.0259381j -1.55056e-15+0.0251649j 6.15171e-16-0.0566004j -2.38773e-16-0.031226j 4.13507e-16+0.0360126j 1.56974e-15+0.0426289j 1.04338e-15+0.00626518j -2.51144e-15-0.0171645j 1.13019e-15+0.042703j -1.18157e-14-0.0351092j -4.2697e-16-0.0137775j -2.65942e-17-0.00174643j -1.59098e-17-0.018644j 6.97225e-16+0.016923j -1.82875e-16-0.00525536j 2.15827e-16+0.0322435j 1.12147e-15-0.0567634j -8.73999e-16-0.0250454j 1.11182e-14+0.0650397j 8.65419e-15-0.0286933j -1.08439e-14+0.00701365j -8.80258e-17+0.00197689j -1.16522e-17-0.00704533j -1.23785e-16-0.0212658j 2.81319e-17+0.00521076j 1.32085e-16+0.0107454j -2.45156e-18+0.00516867j 1.3185e-16-0.0096071j 1.846e-16-0.0154941j 2.29464e-16+0.0710861j 1.87986e-16+0.0327258j 1.23969e-15+0.0134465j -5.52182e-17-0.0502709j 4.52027e-17+0.027027j -9.95042e-17-0.00139701j 2.65033e-16+0.0147852j 6.13333e-17+0.00140031j 1.04773e-16-0.0176065j 9.70244e-17+0.0327251j -2.59162e-16-0.025542j -4.2182e-17-0.0194237j -2.17964e-17+0.0331878j -3.72111e-17-0.0270706j -2.09489e-18-0.0187701j -1.46374e-17+0.0503453j -1.85955e-17-0.0103881j 7.76514e-18+0.00136502j 4.67134e-17-0.0494895j 1.27427e-16-0.069902j -8.62969e-17+0.0520947j 6.91671e-17+0.0766536j 
5.63771e-16+0.037581j 2.51838e-16+0.080113j -7.8437e-17+0.0119816j 3.21783e-17-0.0157874j -9.63877e-16+0.0732009j -3.6561e-18+0.0261628j -6.46274e-17+0.0878863j 5.7924e-17+0.0601788j -9.41703e-17+0.0121417j 5.81998e-16-0.103755j -2.53567e-16+0.091691j -1.36178e-16+0.0749484j 5.76035e-16-0.00364793j -2.00372e-16+0.143114j -9.0574e-17-0.010396j 2.82131e-17+0.0684619j -7.54422e-17+0.0929092j 8.55805e-17+0.0267261j 4.38815e-17+0.00598181j -2.78835e-16-0.0542028j 7.90645e-16-0.00165103j 1.38009e-16-0.132059j 2.99976e-15-0.0380621j -1.8501e-16+0.0400571j 2.77047e-17-0.165778j -7.14883e-16-0.0388214j -3.27551e-16-0.0158904j -1.05677e-16+0.0104664j -1.42091e-15+0.00680616j 8.9164e-16+0.0385089j -8.47161e-15-0.022885j 1.34792e-16-0.0212307j 2.0267e-16-0.0215662j 6.61816e-17-0.0604305j -8.79726e-16+0.00287641j 1.63978e-16-0.059248j 9.37954e-16+0.00487341j -4.79597e-16-0.00585374j -5.52271e-16-0.0385442j -9.88024e-15-0.00842139j -8.80758e-15-0.0356103j -4.24465e-14+0.0277723j -3.26429e-15-0.100954j 1.20437e-15+0.00419365j -3.12429e-16-0.0171306j -4.41547e-16-0.0327904j 1.05346e-15+0.0456839j 3.0111e-16+0.0198738j -2.81029e-17-0.034105j 6.23859e-17+0.00871327j -6.49569e-17-0.0102298j -1.0332e-16+0.0374975j -3.98463e-15-0.0427451j 1.09369e-16+0.0626104j 6.96514e-17-0.0811172j 1.58357e-16+0.0182851j 1.13219e-15+0.0572851j 2.80327e-17+0.0570331j -5.52079e-16-0.088702j -9.73671e-16-0.0502859j -1.31989e-16+0.00160689j 9.91664e-17+0.00455083j -9.40238e-19-0.032117j 9.52363e-17-0.0326303j 7.38523e-17-0.0668612j 6.84628e-17-0.0245571j 1.9835e-17-0.0101357j 1.68248e-16+0.0367122j -1.0908e-16+0.0482828j -1.21577e-16+0.0677228j -5.08454e-18-0.0543976j 1.97278e-17+0.0292413j 
8.39364e-16+0.0946529j 3.67794e-16+0.0394113j 1.15505e-17-0.00742675j -2.25024e-16-0.114986j -6.34713e-16+0.0297078j -9.704e-17+0.0734359j 2.04201e-16+0.0509934j -1.00322e-16-0.00806658j 1.7501e-16-0.19876j 8.24902e-16-0.0532494j -3.53806e-16-0.00574324j -3.2658e-16+0.0338259j 7.34228e-16-0.189876j -8.24988e-16+0.0363963j 4.03718e-16+0.122721j -4.78745e-16-0.0607393j -2.65093e-18+0.0468726j -1.2511e-16-0.00204412j -3.74451e-16-0.0800988j -8.01904e-17+0.0357328j 4.50032e-16+0.00878587j 3.02931e-16-0.0155838j 6.24761e-16+0.00236578j -9.82858e-16+0.102974j 1.39293e-15+0.0573278j -1.20118e-15+0.0159849j -9.57686e-16-0.0486661j 8.45785e-15+0.134203j -1.2354e-14-0.115518j 6.15169e-15-0.00536278j 4.32841e-14+0.119216j -3.68203e-16+0.101967j -1.37939e-15+0.0619991j -8.45779e-16+0.0695517j 1.45106e-16-0.0147914j -3.83799e-16+0.0240653j -9.83381e-16-0.00294508j 2.90385e-16+0.00955629j 2.99746e-16-0.000271782j -9.58158e-15-0.00200136j -8.72606e-15-0.0389861j -3.36699e-14+0.0223612j 8.93456e-16+0.0495581j 1.06529e-16+0.0849101j -1.4161e-16-0.0641474j 7.2017e-17-0.0314004j -1.02808e-15-0.0709483j -6.3249e-16-0.0721543j 3.97587e-17+0.036203j 9.06933e-17+0.00941339j 1.19494e-16-0.0091789j -3.63844e-18+0.0886819j -9.15297e-15-0.096751j 3.58124e-17+0.0304294j -5.648e-19+0.0638421j 5.16591e-17+0.0173285j 4.45926e-16+0.0242409j 1.78234e-17+0.00781836j 2.06571e-16-0.0339954j 3.35812e-16+0.0338562j -2.31335e-16-0.051013j -4.95228e-18+0.0256656j -1.34668e-16+0.0132385j -1.50981e-16-0.00642086j -9.87604e-17+0.0449803j -1.43688e-16-0.0589559j 1.4803e-16+0.0150308j 5.68814e-17+0.0244227j 5.85474e-17+0.0564963j -2.80202e-17+0.0640394j -5.85352e-17-0.0471825j 1.27061e-17-0.0155825j 
-1.11395e-16-0.0120767j 2.13071e-16+0.0511012j -2.17343e-16-0.0487702j 5.76419e-16+0.087806j -1.36526e-15+0.141012j 2.48693e-16+0.0654166j -3.41359e-16-0.050406j -4.21645e-17-0.0113046j -4.03251e-17-0.073114j 1.99555e-16-0.0708644j 2.03721e-16+0.0977666j 6.48885e-17-0.00510058j 4.04739e-16+0.0650934j 5.7926e-16+0.154991j -3.35818e-16+0.0117454j 7.2362e-16+0.12984j 6.67579e-17+0.0626042j 2.54636e-16+0.0382968j 6.41047e-16+0.0392604j -5.1882e-16-0.0251491j 2.59719e-16-0.0652764j -1.41373e-16-0.0951768j 2.1571e-15-0.0315186j -2.38014e-16+0.0793705j -4.69871e-16-0.153576j -5.65202e-16+0.0119492j 1.27573e-15+0.0105174j 3.98597e-15+0.0363018j -9.30478e-15-0.101471j 4.465e-15+0.0266327j -6.31066e-15-0.017354j -4.4516e-16-0.0141895j -8.84474e-17+0.0382107j -2.35031e-16-0.0751038j 1.93384e-15+0.0408512j 3.45046e-16-0.0271599j 3.94847e-16-0.040115j -3.37562e-16+0.00455029j -3.56926e-16-0.0187355j -6.40043e-15+0.0339846j -6.94646e-15-0.0702185j 2.51795e-15-0.0021413j -1.27786e-15-0.0297689j 7.79751e-16+0.0308577j -8.61303e-18+0.0272519j 7.74881e-16+0.0324985j 9.60211e-16+0.0390914j -2.02884e-16-0.0154861j -5.89366e-16-0.027922j 3.34334e-16+0.0354271j 2.06608e-16-0.00314887j -2.13079e-16-0.00656074j -2.88708e-15-0.0285842j 1.2292e-16+0.0287926j -3.54934e-16-0.0210328j 2.54536e-16+0.0201165j -4.98101e-16-0.0303863j 1.0822e-16+0.0107929j -1.49284e-16-0.0195803j -2.44748e-16-0.0337048j -8.38702e-16-0.0796646j 7.65825e-17+0.0408641j -1.22297e-17+0.0335041j -1.4118e-16-0.00346914j -7.39827e-17+0.0274682j 4.42705e-16+0.0742646j -1.87219e-16-0.0485128j -2.71207e-17+0.0109563j -4.50665e-16-0.0645246j -8.8151e-17+0.00256069j -2.84311e-17-0.0152495j 1.05955e-17-0.010183j 
5.05045e-16+0.0850976j 3.45728e-16+0.0390498j -1.1732e-16+0.032557j 1.13107e-16-0.03585j 1.16314e-15-0.0559165j 2.10286e-16+0.00818777j -2.89305e-16+0.136508j 1.28151e-16+0.045558j 1.59335e-16-0.109587j 2.9216e-16-0.0381523j -1.0806e-15+0.1617j -6.07739e-16-0.00208185j 1.42018e-15-0.0843937j 3.00572e-16+0.118399j 2.5109e-16-0.0526735j 3.75407e-16-0.0550996j 6.666e-17+0.0218863j 2.491e-16-0.0556924j 3.18198e-16-0.123145j -4.59088e-16+0.0265816j 6.01482e-16+0.0177323j -5.05118e-17-0.0822761j -1.14116e-17+0.0292067j 1.49507e-16+0.0128196j -4.42191e-16-0.0167404j 4.50406e-16+0.0248638j 6.32111e-16+0.00420767j -5.82452e-15-0.0349391j 1.06114e-14+0.127626j -5.18477e-15-0.0473956j 2.05833e-14+0.0642994j 1.8045e-15-0.0154154j 9.52189e-16-0.00801613j 2.60478e-17+0.0283778j 1.61341e-15+0.0313703j 8.89341e-16-0.0383751j 1.28772e-16+0.00356842j -3.43814e-15+0.135938j 1.08465e-15+0.000219545j -1.05215e-14-0.130219j -8.68533e-15+0.106857j -2.62432e-14+0.0177288j -1.10437e-15-0.0596438j 4.28115e-16-0.0422149j 2.87872e-16-0.103424j -4.34681e-16+0.0125044j -9.27135e-16-0.0648051j 1.7496e-16+0.0695142j 2.53111e-16-0.038473j -9.17951e-17+0.0698708j -2.06785e-17+0.0261137j -2.60414e-16-0.0350107j -2.72971e-15-0.027996j -4.16857e-16+0.0203051j -6.76787e-16+0.123414j -1.86784e-16-0.0748782j 1.14424e-15+0.112185j 2.39884e-16-0.0610068j -7.50412e-16-0.0623461j -1.20868e-15-0.0653164j 1.19197e-16+0.0235008j 6.34047e-17+0.0220816j 5.93927e-16-0.048583j 3.0022e-16+0.0156492j 1.20482e-16-0.0226336j 2.84374e-16-0.170035j -3.18839e-16+0.0349796j 2.18448e-16+0.0117783j 8.36735e-17+0.0171338j 1.47195e-16-0.0251728j 1.69045e-16-0.035153j 3.48258e-17-0.014255j 
-6.80577e-16-0.0295762j -1.18099e-16-0.0848982j -2.28793e-18+0.000892692j 1.00694e-16-0.0399496j 1.9172e-15-0.110815j 1.4609e-16-0.109736j -2.77231e-16-0.0354239j 4.40527e-17-0.119194j -4.59368e-16+0.145957j -7.49609e-16+0.0489727j 7.69677e-17-0.0629278j -7.22396e-16+0.237931j 1.96907e-15-0.17445j 2.35882e-16-0.218393j 1.2209e-16+0.0422952j 8.72857e-17+0.0263514j 3.9213e-16-0.0959922j -4.79116e-18-0.0488949j 1.37977e-16+0.00843499j 3.19797e-16+0.0921363j 2.76565e-16+0.121222j -3.48837e-16-0.040264j 8.13606e-16+0.00626478j 1.3389e-16+0.0780598j -1.33029e-15+0.0567102j 1.51375e-15-0.0153312j 2.03057e-15+0.072852j 2.57196e-15-0.0516349j -9.2698e-15-0.0681807j 7.55584e-15+0.179889j 4.14726e-14+0.11231j 1.91949e-15-0.00171109j 1.29237e-16-0.0471373j -6.25832e-16-0.0165777j -9.64365e-16-0.00640998j -3.28604e-16-0.0397307j 1.24812e-18+0.139871j 1.87982e-15-0.0816634j 3.6901e-16+0.0825711j 4.5327e-14+0.0537654j 3.94108e-14+0.140078j -7.10672e-14+0.0475011j -2.54586e-15-0.0623673j 2.83003e-16+0.0248463j -1.53384e-16-0.0471237j -1.35798e-15-0.0488979j 1.65188e-15+0.0956654j 4.01004e-16+0.0444874j 1.51776e-16-0.0642991j 5.38084e-17-0.0758611j -4.12035e-16-0.0304424j 5.33551e-16+0.107719j 4.94535e-15+0.0486892j 9.34839e-17-0.0470626j -1.68893e-16+0.0312174j -1.37894e-16+0.0249457j 1.02168e-15+0.0693081j -3.15723e-16+0.087633j 9.46409e-16-0.0146979j 5.4786e-16+0.149024j 3.18676e-17+0.0459547j -1.46826e-16+0.00681054j 2.96264e-16-0.0865756j 4.30338e-16-0.122026j 5.55462e-18+0.00334508j 2.87747e-16+0.0967179j -2.71643e-16+0.0954777j -5.65235e-17-0.0959353j 5.83228e-17-0.00333102j 1.94689e-16-0.0257643j 2.12129e-17+0.0130055j 1.12693e-16+0.0160529j 
-5.24909e-17+0.0214085j -2.01247e-16-0.0394428j 2.56752e-16-0.0228091j -2.74155e-16-0.0401084j -7.26084e-16+0.042276j 6.69983e-17+0.03902j -6.51798e-16+0.0825802j -1.04152e-16-0.0477019j -6.56205e-16+0.0206001j -5.70153e-16+0.0255507j -2.92779e-16+0.0314744j -3.18008e-16+0.0670414j 1.13703e-15-0.0513732j 8.97554e-16+0.264776j 1.79404e-16+0.0897859j 1.08173e-16+0.288686j -2.21302e-16-0.105691j 4.08018e-18+0.00506361j 1.20453e-15+0.0635089j 6.37996e-16+0.135413j 1.46453e-15+0.052606j 1.56147e-15-0.135169j 6.73567e-15-0.149136j -4.97718e-16+0.10513j -2.20148e-16-0.265448j 3.91332e-16-0.0623579j 7.71412e-15+0.187665j 1.5419e-14+0.169301j -2.41075e-14-0.264143j 9.23933e-15-0.0447285j 2.72067e-14+0.0863627j 2.69048e-15-0.111888j -2.70144e-16+0.0597j 3.22187e-16-0.196552j 1.06623e-14+0.188953j 2.18629e-16-0.0490461j 7.59059e-16+0.234045j -1.52335e-15+0.0398096j -9.9366e-16-0.0476466j -2.17415e-14-0.0376111j -1.96137e-14-0.0489897j -1.11492e-14+0.00751933j 3.55891e-15+0.103492j -1.65051e-16+0.0499166j 8.33602e-16+0.0216589j 3.35663e-18-0.0444122j 9.95091e-17+0.00443119j -2.93386e-16+0.0403988j -1.10304e-15-0.0794129j 6.32587e-16+0.0025074j -7.40265e-16-0.0529851j 6.78108e-16+0.0263573j 6.05411e-16+0.00984245j 2.44169e-16+0.033807j 4.51317e-16-0.0252443j -1.67054e-15-0.0877512j -1.57783e-15-0.0940185j -4.4234e-16-0.0184976j -6.30442e-16+0.0156853j -2.09635e-16-0.0675139j -3.50158e-16+0.00309144j -2.7376e-16-0.0844138j 2.87009e-16+0.0458813j 6.90197e-16+0.0363469j 1.38755e-16+0.00881774j -2.24083e-18-0.0237261j 1.21224e-16+0.00231405j 2.44033e-16+0.0440718j 1.38824e-16+0.0614872j -2.29285e-16+0.00587949j 2.26508e-16+0.0495992j 1.02959e-16-0.00364967j 
1.40101e-15-0.0119703j 4.54825e-15-0.0391757j -3.41075e-15+0.0279499j 3.68944e-15-0.0331843j 2.58073e-17+0.000435805j -3.50057e-15+0.0306831j 2.07192e-14-0.167208j 1.23354e-15-0.0122205j 1.28359e-14-0.104675j 7.58462e-15-0.0564214j 5.12079e-15-0.0399997j 4.6719e-15-0.0370052j 2.41675e-15-0.0203726j -2.73607e-14+0.232009j -7.31668e-15+0.0643498j 1.15077e-14-0.0855418j -9.16132e-15+0.0697918j -6.18124e-15+0.0484617j -1.79715e-14+0.151622j -1.10102e-14+0.1034j -1.33844e-15+0.00389271j -2.43123e-14+0.182191j -1.97664e-14+0.113651j -3.95613e-15+0.0318648j 2.3854e-14-0.202472j -1.16443e-14+0.0786524j 7.27491e-15-0.05782j -3.92133e-15+0.0503009j 2.96205e-15-0.0668503j 7.0689e-15-0.0554964j -2.02448e-14-0.0927891j -1.21891e-14+0.0758261j -2.81639e-14+0.233393j 1.28561e-14-0.107954j -9.47408e-15+0.178433j -1.24503e-14+0.113907j 1.36419e-14-0.108638j -2.46799e-16+0.00317019j 1.03739e-14-0.101071j -4.8914e-14-0.0415443j -2.51956e-14-0.189716j 1.3674e-13-0.0840231j -9.58977e-15+0.103162j -1.38459e-14+0.122471j -5.70632e-15+0.0513966j 9.6033e-15-0.0786033j 6.78487e-16-0.00425035j 7.4854e-15-0.0683207j 2.63916e-15-0.0307703j -2.82528e-15+0.0265679j 6.95166e-15-0.0599444j -1.28117e-14+0.108516j 1.68459e-15-0.0477619j 2.06583e-15-0.0147026j -6.77404e-15+0.0564764j 1.38262e-14-0.12485j -6.37224e-15+0.0561157j 9.04058e-15-0.0731812j 8.36345e-15-0.0672007j -4.07672e-15+0.0287858j 3.98843e-15-0.0362973j 6.89322e-16-0.00761579j -1.12482e-14+0.0924168j -1.43509e-14+0.118373j -6.24704e-15+0.05088j -5.0782e-15+0.0403369j 5.73015e-16-0.00427607j -8.65018e-16+0.00865378j -1.8988e-15+0.0184519j 3.47999e-15-0.0275438j -5.177e-15+0.0433799j -3.07761e-15+0.0252092j 
2.60565e-16+0.0665408j -1.5035e-16-0.0624769j -5.62637e-17-0.0522746j -5.55963e-17+0.0187087j -8.04918e-17-0.0226149j 5.26529e-17-0.0138673j 1.91938e-16-0.0013491j 8.90354e-17-0.018779j 4.52177e-17+0.0439221j -2.66751e-16+0.123494j -5.63166e-16+0.0763109j -1.06502e-15-0.0172069j 8.60905e-16-0.136062j -5.26047e-16+0.116181j -4.62122e-16-0.132543j 8.77553e-17-0.0208667j -3.17074e-16-0.136643j -1.01687e-16+0.0979561j 1.15434e-15+0.242054j -1.69564e-16+0.00986752j -8.45045e-16+0.0222529j -9.77057e-16-0.0510297j -1.73193e-15+0.118297j -8.48848e-16+0.243185j -9.94779e-16-0.0795979j -1.04327e-15-0.0223212j -3.65353e-15-0.106285j -8.19086e-15-0.189015j 6.03877e-15-0.030066j -2.42233e-15-0.0252104j -5.58399e-14-0.157841j -2.49948e-15-0.00182672j 1.6632e-15+0.14492j 8.29721e-16-0.0700851j 1.79328e-15+0.0391191j 2.20398e-15+0.0596036j -3.27575e-16-0.214029j -2.74711e-15+0.12077j 6.80159e-16-0.0277849j 2.30436e-15-0.033757j 2.65642e-15+0.0516412j 1.77397e-13-0.11778j 1.80086e-15+0.0139637j -5.55403e-16-0.0810969j 9.2148e-16+0.0956679j 1.35499e-16+0.000217288j 2.41949e-15+0.112459j 1.11879e-16+0.0274117j 2.11741e-16-0.0369241j 7.32952e-16+0.0992712j 5.90332e-16+0.0017911j 3.58647e-17-0.0261604j 1.71974e-14+0.17285j -8.69482e-16-0.0925052j -6.95195e-16+0.0213306j 1.83774e-16-0.0167866j 3.44184e-16+0.0223581j 6.97279e-16+0.131003j 6.92379e-16+0.00407303j 1.71148e-15+0.116861j 1.0227e-15+0.0397746j 5.97453e-17+0.0330816j -1.98284e-17-0.010282j -1.43748e-16+0.0455074j -2.14029e-16+0.0402457j -2.82079e-16-0.036951j 2.44701e-17+0.031973j -5.24265e-16-0.0443963j -7.24582e-17-0.0476686j -4.25149e-17-0.0338112j 1.64703e-16+0.0320842j -2.90328e-16-0.0819905j 
6.86167e-16+0.0587196j -9.24474e-17+0.111259j -9.95387e-17+0.0713614j -6.83901e-17-0.0402452j -1.92425e-15+0.0884913j -1.54066e-16-0.0355585j -2.94274e-16-0.0199996j 9.35421e-17+0.0550284j 3.20093e-16+0.084935j -6.03052e-16-0.0170884j -6.30024e-16+0.0591977j 1.94252e-16+0.117646j -1.19492e-15+0.144639j -6.81195e-16+0.0978334j 3.76376e-16-0.0980544j 3.37507e-17-0.101617j 6.39947e-16+0.168421j 1.45123e-16+0.111683j -7.44782e-17+0.0161488j -3.32062e-16+0.135114j -4.11179e-16-0.0407892j 4.77084e-16+0.0139869j 5.70181e-16-0.00994261j -1.45974e-15+0.133333j 7.93228e-17+0.128397j 1.53132e-15+0.0110312j -2.89545e-15-0.07771j -1.34194e-14-0.222763j 1.51974e-14+0.161857j -2.17375e-15+0.0739066j 3.66493e-14+0.105055j 3.71484e-15-0.037739j 1.52201e-15-0.0317286j 6.58647e-16-0.103028j -1.34386e-15-0.0134137j -1.22645e-16+0.0755535j -1.33931e-17-0.0283858j 1.19603e-15-0.0861393j -2.85083e-16+0.0357347j -6.96739e-16-0.00254576j 8.89834e-16-0.00049593j 2.45712e-15-0.00196426j -3.12151e-15-0.118066j 1.40974e-15-0.0295381j 2.09911e-16+0.215427j -5.2887e-16-0.0192949j 1.94573e-15+0.103476j -4.00868e-16-0.0256637j -5.92312e-16-0.117084j -1.42766e-16-0.0465364j -4.12982e-16-0.164198j 6.05941e-16+0.120667j 3.48565e-15+0.0353034j -1.62158e-16+0.07807j -5.77817e-16-0.00947665j -7.05937e-17-0.106761j 1.07206e-15+0.054314j 2.75558e-16+0.0367648j -1.58213e-15-0.0162788j -8.56182e-16-0.155146j 2.01625e-16-0.00463322j 2.80682e-16-0.0347296j -1.68802e-17-0.0622861j -3.82437e-16+0.0612721j 5.84831e-17-0.0216697j 8.66949e-17+0.0483339j 2.69465e-17+0.00274591j 2.15184e-16+0.0425471j -6.91656e-17+0.0806687j -3.5327e-16+0.107026j 3.10327e-16-0.069562j 1.70463e-16-0.0187361j 
-3.88162e-17-0.000560355j 6.37611e-16-0.0842415j 3.57688e-16-0.010795j -5.62982e-17-0.025806j 2.08617e-15-0.106995j 1.12056e-16-0.0578694j 3.34696e-16-0.060379j 1.40831e-16+0.0176776j 3.10352e-16+0.069999j 5.21896e-16-0.0309801j 1.1986e-15-0.113185j -3.99161e-16+0.0744093j 1.08883e-15-0.0840101j 5.13666e-16-0.121827j -5.67295e-16+0.0562466j -6.30914e-17-0.137436j 8.03336e-16+0.0414928j 6.29782e-16-0.00474255j -3.30843e-16+0.0343426j 8.35582e-16-0.0514311j -9.1783e-16+0.0704821j -4.24745e-16+0.00780326j -1.45432e-15+0.0386932j -2.06496e-16-0.00319005j -2.69634e-16+0.1457j -7.26326e-16-0.0202869j -5.18955e-15-0.140267j -6.7425e-15-0.0544117j 8.00499e-15+0.122822j -1.88059e-15+0.0751826j 7.2125e-15+0.014622j -1.41073e-15+0.0818012j 3.82278e-16+0.03311j -3.57652e-16-0.0162359j -1.26665e-15-0.0259092j 9.18987e-17+0.0156303j -6.45135e-16-0.0669921j 2.21235e-15-0.112415j -1.39436e-15-0.0623757j 2.36159e-14+0.0786737j 2.08034e-14+0.0135075j -4.05991e-14+0.0265256j -2.67783e-15-0.0778142j 5.68972e-16-0.0221753j 8.13786e-16-0.0267002j -1.19326e-15-0.0644417j 5.60153e-16-0.0289829j -3.1943e-17-0.0158955j 9.02158e-18-0.00273695j -5.90518e-16+0.0211663j -5.58648e-16-0.0630323j -2.31794e-17+0.108721j -7.55935e-16-0.0140252j 5.52166e-17-0.0368508j -7.41923e-17+0.0068557j -4.26429e-16-0.0133249j -5.13288e-17-0.00921852j 1.59241e-16+0.0217311j 2.26775e-16-0.0986209j -1.01876e-15+0.0647561j 7.59083e-16+0.0436419j 1.01219e-16+0.0243498j -1.78996e-16+0.00560238j -2.385e-16+0.0220599j -9.2483e-17+0.00580537j -1.07525e-16+0.0320209j 7.34092e-18-0.00283997j 9.31555e-17+0.0346461j 4.05392e-16+0.00305062j 4.76627e-16-0.00927429j -5.26626e-16+0.0579508j -1.02669e-16+0.000262576j 
5.33864e-16+0.053871j 5.17606e-16+0.0039774j 2.5709e-16+0.026397j -1.64952e-16-0.0320935j 7.78342e-16-0.0432607j 2.1152e-16+0.0192846j -6.55035e-17-0.0354003j -4.16042e-17-0.0304337j 5.03848e-17+0.0444954j -1.18983e-16+0.0948211j 1.17344e-16-0.0126999j -2.9748e-16-0.048827j 4.91664e-16-0.0937947j 3.04152e-16-0.113478j -2.29781e-16-0.0102542j -8.75497e-17+0.0520697j 1.20551e-16+0.0194002j 1.33163e-15+0.194225j 5.43094e-17-0.0184267j 5.59775e-16+0.0639195j -3.12519e-15-0.0768124j 3.127e-15+0.327902j 3.53867e-15-0.22916j 3.8834e-16+0.0449064j 2.04159e-15+0.306603j 3.28806e-15+0.0722148j 5.14206e-15+0.138892j 3.29821e-15-0.0431827j -1.12671e-14-0.0806938j 9.80465e-15+0.223735j 3.257e-14+0.0855509j 3.02471e-15-0.119613j -4.53941e-16-0.108987j -2.5601e-16+0.0969179j -8.65528e-15-0.150178j -5.86834e-16-0.00464053j -4.70489e-16+0.0755138j 2.92574e-15-0.056589j 5.19954e-15+0.335563j 4.83602e-14-0.0333868j 4.58551e-14+0.261j 1.68517e-13-0.110489j 1.1101e-15+0.0617556j -8.70856e-16+0.142309j 1.79962e-15+0.236206j 2.65863e-15+0.204797j 2.20846e-15+0.195055j -1.08172e-15-0.102202j -1.60097e-15+0.0120321j 5.90505e-16+0.0744105j 4.45386e-16+0.0525089j -5.99611e-16-0.108255j -1.05978e-14-0.112589j -5.818e-16-0.0513652j -1.08299e-16-0.0442708j -3.68061e-16+0.0076065j -2.45988e-16-0.014812j 4.08633e-16+0.0464399j -7.8571e-17-0.00262806j 5.09997e-16+0.0671859j 1.54522e-15+0.111823j 1.83083e-18+0.06103j 2.92898e-16-0.0288183j 1.68522e-16-0.0173838j -7.08959e-17+0.0314401j -1.84592e-16-0.0306362j -1.93734e-17+0.0148269j -3.51189e-16-0.0458239j 1.71352e-16-0.00611058j 1.59492e-16-0.00256485j -1.88058e-16-0.0256017j -1.51648e-16-0.048253j 
3.00184e-16+0.0230369j -7.60182e-17-0.0390525j -8.24227e-16-0.0584136j -3.30725e-17-0.0155158j 3.46122e-16+0.0508522j 7.10215e-16+0.0528652j 3.50144e-16+0.00125001j -2.51049e-16-0.00024796j -1.96654e-15-0.0417516j 1.90504e-16-0.0493882j 6.07607e-16-0.00532057j 6.47826e-16+0.064119j -2.89275e-16-0.077052j 6.16828e-16+0.00393497j 5.65133e-16+0.0427332j -7.54636e-16+0.0383714j -1.04763e-16+0.041628j -1.21527e-15-0.0875244j -1.1791e-15-0.0584605j -9.5999e-17-0.127583j -1.12211e-15-0.0915478j 4.20337e-16-0.137253j 4.12408e-15-0.0898545j 1.18578e-15+0.21542j 3.68723e-15+0.35861j 7.69407e-16-0.0628116j -4.03937e-15-0.13768j -2.36533e-15-0.061143j 2.10693e-15+0.0701389j 6.107e-15+0.146491j 7.11232e-14+0.189373j 3.95869e-15+0.0368679j -8.78739e-16-0.169991j 1.20405e-15-0.193337j -9.00215e-15-0.09035j -1.90029e-15-0.0829582j 9.13643e-17+0.00376168j 1.52681e-16-0.113169j 9.38402e-16-0.0307548j 8.00294e-14+0.229137j 6.86238e-14+0.0760778j -4.90134e-14+0.0317139j -1.12546e-15-0.0705931j 1.04185e-17-0.129365j -9.61501e-16+0.0393804j 2.70852e-15+0.182496j -1.89338e-15-0.097926j -2.3335e-15-0.0437076j -1.0416e-16-0.101891j 2.12152e-15+0.207093j 1.17321e-16+0.0340791j 1.17288e-16+0.086923j -2.84725e-15-0.0372822j 3.756e-16+0.0967876j 5.4826e-16+0.00476184j -9.91101e-16+0.0303847j 1.15214e-16-0.0438961j -1.08263e-15-0.0253385j -1.11714e-15-0.098922j 7.27948e-16+0.0595846j -1.86644e-15-0.0829745j -8.311e-16-0.0158257j 6.26002e-16+0.0664947j 6.04774e-16+0.0493451j 3.49622e-16+0.0236291j 7.68324e-18+0.0187207j -1.82949e-16-0.028954j 9.40349e-16+0.0484581j -3.90731e-16-0.0117115j -5.40454e-17-0.00283399j 3.99612e-16+0.0475654j -5.5113e-17-0.00538946j 
