0.000626903-0.0120669j 0.0122013+0.000814812j 0.00127867+0.00224693j -0.00459191+0.00135354j -2.98902e-05-0.0034728j -0.000642677-0.00158847j 0.00217051+0.000712797j -0.00363682+0.00226425j 0.00157249+0.00094283j 0.00204516-0.000942854j -0.00028427+0.00143498j -0.0014256+0.000361427j -0.000550499+0.00101097j 0.00408132+0.0034697j -0.00177827+0.000507224j 0.0009291+0.0016811j -6.87657e-05-0.000373686j 0.000609065-0.000916174j 0.00215981+0.0010893j 0.00207343-0.000189442j -0.00148819-0.00064922j -0.00200174+0.00420513j 0.000202478-0.0018275j 0.000213392+0.00129455j 0.00101059+0.00125917j -0.00249374+0.00178945j -0.000401415-0.000519694j -0.000365186-0.00347651j -0.00021423+0.000931397j 0.000194539-0.000761477j 0.0028466+0.000550219j 0.00138246-0.00195645j -0.00123935+0.000565355j 0.000275557-0.000110034j -0.00278342-0.00438847j 0.00120718-0.00114276j -6.27842e-05-0.00263926j 0.00219055-0.00275513j -0.00236543+0.000440778j 0.00269366+0.000380644j -0.0024474+0.00113297j -0.00136123+0.00263592j 0.00377274-0.00449208j -0.00164968+9.86932e-05j 0.000665008-0.000768227j 0.002609+0.00328133j 0.00396525-0.000394737j -0.00115749-0.000257402j -0.00319209+0.000451251j -0.000103875-0.00291048j 0.00146846-0.0011836j -0.00292861-0.00283167j 0.00344534-0.00232557j -0.000340901-0.00585433j -0.0116792-0.00246693j -0.00233075+0.0122469j 
0.00577183-0.00254023j 0.00318194+0.00642309j 0.0121275-0.00280399j 0.00130394+0.0136423j -0.00379442-0.00927091j -0.0142587-0.00666744j 0.0102847-0.00407722j -0.00762598+0.0133592j 0.000927841+0.0055774j 0.0111061+0.0045109j -0.00579768-0.000207869j -0.00326086+0.00641733j -0.00225994+0.000973009j -0.000506641+0.00666837j 0.00200421+0.00370735j -0.00310713+0.00681797j 0.00226243+0.00188181j 0.00603203-0.00148671j 0.00171987+0.00149084j 0.00836159+0.00294199j -0.000587062+0.00148153j -0.00590669+0.0056781j 0.00321718-0.00114144j 0.00343249+0.00382376j -0.0017131+0.00404149j 0.00416139-0.00415367j -0.00305935-0.00365057j -0.00403041-0.00459607j -0.00616302+0.00268874j -0.00288573-0.00265308j 0.00257231+0.00481144j -0.00428443+0.00261586j -0.00363998+0.000199089j 0.00114886-0.00117394j -0.00411047-0.00612991j 0.00471757+0.00149252j 0.00366264+0.0034309j 0.00784158-0.00820143j 0.000221574-0.00286021j -0.00301637-0.00072804j -7.06585e-06-0.00230678j 0.00693789+0.000874321j 0.0114717+0.00131841j -0.00599227-0.000998885j -0.000147153-0.00283534j 0.00176393+0.00223467j -0.000528883+0.00374325j 0.00165991+0.00602251j -0.0049942+0.0120378j -0.00780367-0.00725958j 0.00320237-0.00213993j -0.00584556-0.00103164j -0.000137016-0.009416j -0.0135747-0.000840951j -0.00840852-0.00247482j -0.00146697+0.00825034j 
0.000374069-0.00822639j 0.00846948+0.000172449j -0.00111775-0.00426383j 0.0020243+0.000776202j 0.00162489-0.00825754j -0.000657824-0.00490676j 0.000176074+0.00935652j -0.00703193-0.00419348j -0.000227991+0.000427992j -0.000252611-0.00185846j 0.00113066+0.000447615j -0.000291517+0.00261004j 0.00579476+0.00372878j 0.00305865+0.00373782j -0.00181163-0.00334962j 5.17878e-05+0.00933723j -0.00270505+0.00417397j 0.00064275-0.00230599j 0.00779512+0.00319985j 0.00218623-0.00217553j -0.000677127-0.00364163j -0.00614849+0.00441222j 0.00413516-0.00317368j -0.00271271-0.00285876j -0.000175295+0.00139715j -0.00185596+0.003125j 0.00202629-0.00348647j 0.00338221-0.00264243j -0.000487468-0.000308756j -0.00104863+0.000872321j 0.00743027+0.00185213j 0.0030712-0.00525232j 0.000777082-0.000695161j -0.000650779+0.000937444j -0.00421081-0.00378514j 0.00667133+0.00146704j -0.000402476-0.00318415j 0.00187463-0.000183044j 0.00129705-0.00211457j 0.002275+0.000346469j 0.000888258+0.00203222j -0.00370458-0.00266979j 0.00364031-0.00382487j -0.00054573+0.00338981j -0.00346402-0.00389064j 0.000989659-0.000582355j 0.00209461-0.00263288j -0.003153+0.00158281j 0.000719856-0.00156257j 0.0021463+0.000428551j -0.00423726+0.00125493j -0.000353763-0.00184161j 0.00274504-3.16615e-05j -0.00236531-0.00452194j -0.00956049+0.0030697j 0.00343306+0.00986692j 
0.00187621+0.00653363j -0.00623774+0.00204352j 0.00336463-0.00294683j 0.00187921+0.00356154j -0.00602598-0.0032659j -0.00408332+0.000922337j 0.00471249+0.000440834j -0.00421691+0.0102456j -0.00605929+0.00456293j 0.00446104+0.00654033j 0.0055724-0.000632305j -0.00201686+0.00747404j -0.00299486-0.00168966j -0.00408723+0.00511j 0.00348102-0.00244752j -0.000197654-0.00343572j 0.000818921+0.00216044j 0.00507867-0.000708965j -0.000881172+0.00141358j 0.00253424+8.65013e-06j 0.00585387+0.00141431j -0.00113343+0.00141061j 0.00265886+0.000431953j 0.00854126+0.00171838j -0.0010481-0.00179952j -4.24211e-05-0.00554164j -0.000816702+0.00119416j -0.00350605+0.000403275j -0.00342526+0.000551497j 0.000798222+0.00174809j -0.0004422+0.00275955j -0.00260473+0.00214141j -0.00384447-9.5404e-05j -0.00280618-0.00267041j -1.32273e-05+0.00112533j 0.00438034+0.00122079j -0.00109218+0.00445076j -0.000795042-0.00155236j -0.000676473+0.00105055j -0.00372741-0.00240367j -0.000430663-0.0043152j 0.00510623-0.000755947j 0.00256757+0.00261661j 0.000468425-0.000157063j 0.000683005-0.00176294j 0.00149245+0.00392703j 0.000766064+0.0016488j 0.000134103+0.00115969j -0.00113681+0.00621166j -0.00548581-0.001001j 0.00535306-0.00416414j -0.00491531+0.00506679j -0.00198833-0.00727587j -0.00594279+0.000846764j 0.00247567-0.00166167j -0.00167291-0.00254054j 
-0.00356691+0.00234048j -0.00252296-0.00382857j -0.00575085+0.000913731j 0.00051619-0.0050501j 0.00495461+0.00563981j 0.00670601+0.00260025j -0.00671944+0.00105876j -4.8636e-05-0.00342737j 0.00405854+0.00161296j -0.00059383+0.000439577j 0.00104725+0.00235076j -0.00638061-0.00264215j 0.00687749-0.00431994j -0.00191433-0.00426101j 0.00110962-0.0018457j 0.00337454-0.00098315j 0.000834202-0.000283047j -0.00280798+0.00131232j 0.00416875+0.00718442j -0.000629722+0.00153576j -0.00113815-0.000983279j 0.00609014+0.00103364j -0.000784253+0.00289052j 0.0032518-0.00354034j -0.00103082-0.00224182j -0.00106028+0.00139242j 0.00134892-0.000794212j 0.00153162+0.0018105j -0.00341917-0.0012235j -0.00132885+0.00309941j 0.000126651-0.00305538j 0.00200586-0.00125194j 0.00679858+0.00133047j -0.000570688-0.000963271j 0.00293212+0.00340316j 0.000689081+0.000920877j 0.000684984-0.00128057j -0.00656968+0.000816641j 0.000157917+0.000640065j -0.000993035-0.00386601j -0.00229167-3.93032e-05j -0.00368967-0.00267867j -0.000731806-0.0017034j -5.79893e-05-0.00115176j 0.000522343-0.00146746j 0.000269835-0.000392151j 0.00141215-0.00464858j -0.00355564-0.000419738j -0.000572459-0.00478518j 0.00461201+0.00345011j -0.00174108-0.00291349j 0.00503494-0.00131468j 0.00215635+0.00394096j 0.00250869-0.00493521j 0.000689592+0.00136386j 0.00180688-0.000140205j 
0.00300051-0.0112448j 0.0106983+0.00243451j -0.00165457+0.00671778j -0.00679364+0.00141887j -0.00431907-0.00221278j -0.00191652-1.81542e-05j 0.00407264-0.00621709j -0.00428469+0.0029508j -0.00192151+0.00132743j 0.00511233+0.00139404j -0.00703408+0.000151465j 0.000115558-0.00279446j -0.00172846-0.00161188j 0.00302627+0.00176996j 0.0009878-0.00148181j -0.004834+0.00174951j -0.00119917+0.00381643j 0.00874577-0.00159797j -0.00265698+0.000699421j 0.000365507+0.00181066j -0.000143617+2.43772e-05j -0.000596783+0.00246984j 0.00403378+0.00240306j -3.53422e-05+0.00383366j 0.00503646+7.64912e-05j 0.00485412-0.00251634j -0.00396568-0.00184122j 0.00342343-0.0069323j -0.00135376+0.00119954j -0.0035958-0.00221569j 0.00126655+0.00365594j -0.00316443+0.00113884j -0.000597655-0.000500096j 0.000966898-0.000420213j -0.00275225-0.00209265j 0.00254434+0.0015447j 0.00142381-0.00209226j 0.00257161-0.00134635j 0.00348593+0.000693024j 0.000708849-0.000675496j -0.00120038+0.00154716j -0.00128838+0.000186013j 0.00525197-0.00607886j -0.00385058+0.000879553j 0.000600814+0.00274264j 0.00270175+0.000164424j 0.00293447+0.000268397j -0.00345752+0.00118236j -0.0028161+0.00120898j -0.00176782-0.00210903j 0.00160153-0.00166538j -0.000660471-0.000610356j -0.00083156-0.00268746j -0.0026056-0.00153463j -0.00690027-0.000154557j 5.01218e-05+0.00762775j 
0.000727142-0.0102031j 0.0107528+0.00069635j 0.000492924+0.00091762j -0.00484799-0.00187295j 0.00442171-0.00467585j -0.000718153+0.00560004j -0.00418384+0.000162829j -0.00663721-0.0086099j 0.00181474+0.00749144j 0.00507926-0.00122147j 0.00279915-0.000198332j 0.00452169+0.00224506j 0.00235852-0.000884229j 0.00630812-0.00581362j 0.0107474+0.00504574j 0.00251933+0.00357969j 0.000755413+0.00117336j 0.00399016-0.00283849j 0.00230605+0.00147196j -6.47276e-06-0.0022706j -0.00902484-0.00317936j -0.00342516+0.0049919j -0.000786938-0.0010597j -0.00372252-0.00409542j -0.0040076+0.00183745j -0.00289828+0.00120484j 0.0014216+0.00162791j 0.00229455-0.00870676j 0.00584358+0.000969478j 0.000764971-0.0072699j 0.0022165-0.000460163j 0.0027708-0.00480012j 0.00494556-0.00106234j 0.000190414+0.00113519j -0.00206706-0.00502326j 0.00171495-0.00029746j 0.00393668-0.00339855j 0.000804197-0.000116503j -0.00113427-0.0010165j 0.0068031+0.00283031j 0.00216315+0.00340059j -0.00363396-0.00144314j 0.00186322-0.0055185j -0.00155719+0.00148114j -0.00575206-4.72979e-05j 0.00103945-0.00244391j 0.000654884-6.75227e-05j -0.000475994-0.0015153j -4.70638e-05-0.00401107j 0.00469528-0.00147073j -0.00168+0.00561438j 0.000746017-0.00419682j 0.00338107+0.0037326j 0.00134641-0.00382751j -0.00709106+0.00261013j 0.0029486+0.00773035j 
0.00531732-0.000364152j -0.00153235+0.00552033j 0.00150494+0.00684557j 0.00382424+0.00525834j -0.00687222+0.00864195j -0.00364086-0.00774792j 0.00332516-0.0043211j -0.00274943+0.00236884j 0.000981985-0.00293654j -0.00400676+0.00129925j 0.0027607-0.00599632j 0.000706534-0.00134553j 0.00502417-0.00212624j -0.00198863-0.00416016j -9.78267e-05+0.00139535j -0.000601758+0.00195115j -0.000104804+0.00330379j 0.00143487+0.00111303j 0.000126574-8.58476e-05j 0.00174084-0.00222995j -0.00277492-2.99635e-05j 0.00286904-0.00375188j 0.00230049-0.000516707j 0.000747098+0.00168615j 0.00266101+0.00478435j 0.000438273+0.00309377j 0.00452852+0.000401935j -0.00297397-0.00101191j 0.000702566+0.00201703j 0.0044965+0.000247924j 0.000249498-0.00268415j -0.00143519+0.00064546j -0.00326391+0.00348602j 0.00222048+0.000626722j 8.93043e-05-0.0010763j -0.00148141+0.00105105j 0.00174561-0.00107329j 0.00139549-0.00075084j -0.0012652-0.000195934j 0.00223902+0.00106111j -0.00133781+0.000665374j 0.00256531+0.00307513j 0.00112581-0.00328147j -0.000464885+0.00114098j 0.000468781-0.000513186j -0.000294494-0.000101545j 0.0010294+0.000593395j 0.00284187+0.00107441j 0.00137804+0.00588246j -0.00371655-0.00121091j 0.000435641-0.0022661j -0.00383403+9.59369e-05j -6.88139e-05-0.00286247j -0.00284681+0.00106168j 0.00192624-0.00211289j -0.00157921-0.00223271j 
-0.00493471+0.00849827j -0.00773263-0.00488707j -0.00366256-0.00558099j 0.00459045-0.00604354j 0.00835792+0.00482323j -6.84e-05+0.00270299j -0.00413446-0.00262663j 0.00082143-0.00696966j -0.00559222+0.00737619j -0.00469464-0.005358j 0.00177536+0.00543573j -0.00112394-0.000511288j 0.00389846-0.00842574j 0.00431049-0.0119251j 0.00690893-0.00989575j -0.00293388-0.00193248j 0.00191296-0.00161865j 0.00407766-0.00082702j 0.00302419+0.0029471j -0.00526521+0.00316324j -0.000104772+0.00290017j 0.00305333+0.00106644j -0.00192128-0.00114209j -0.00362384-0.0035325j -0.0015481-0.00263728j 0.00245161+0.00395601j 0.00122961+0.00131349j 0.0101705+0.00257623j -0.00103492+0.00275137j -0.00455514+0.00308653j 0.00168199-0.00207865j -0.00677755+0.000944287j 0.00569844-0.00112159j -0.00161761+0.00235827j -0.000630037+0.00230532j -0.0028696+0.000587241j -0.00208841+0.001222j -0.00527723+0.00805157j -0.00280537+0.00135492j 0.000991053+0.00033865j -0.0012782+0.00504571j -0.00657664-0.00658231j -0.00869039-0.00102309j 0.00220582+2.29302e-05j 0.000892262+0.00285522j -0.00275807-0.00204981j -0.000479099-0.00489185j -0.00105462-0.00351684j 0.00359467-0.0124075j 0.00699224+0.00540118j -0.00458865+0.00339116j 0.0077478-0.00103822j -0.000876874+0.0100831j 0.0107776+0.00273457j 0.00673615+0.00240007j 0.00169444-0.00724986j 
0.00565311-0.0115226j 0.0115391+0.00736815j 0.00886256+0.0021185j -0.00295909+0.00108676j 0.000996609-0.00476525j -0.00762094-0.00707601j 0.0148733+0.00178905j -0.00329817+0.0153834j 0.00323671+0.00239043j 0.00438177+0.000631613j -0.0049258-0.0003657j 0.0026733+0.00349789j 0.00391025+0.00955584j 0.0026321+0.00710629j -0.00472783-0.0044312j 0.000283917+0.00665196j -0.00392735+0.00317918j 0.000785643+0.00227194j -0.000559671+0.000988049j 0.0098567+0.00249963j -0.00322879+0.00236934j -0.00830065+0.00271794j 0.00692014-0.0041778j 0.000145829+0.0012016j 0.00261099+0.00624527j -0.00287102-0.0013879j -0.00119606-0.00429888j -0.00035851-0.00703213j -7.34416e-05-0.00117244j -0.00135418+0.000665161j 0.0033169+0.00702271j -0.00101382+0.00243478j -0.00675948+0.00434963j 0.00427367+0.000572544j -0.0053047-0.0102038j 0.00700245+0.00117894j -0.00126038+0.00181047j 0.00651922-0.00763088j 0.000761965-0.00236366j -0.000217253-0.00298694j -0.00306577+0.000132854j 0.00239352+0.00249816j 0.0121544-0.00532898j -0.00132662+0.00179187j -0.00130555-0.00285243j 0.000177203+0.00226891j 0.000727059+0.00339611j -0.00138728+0.00627331j -0.00585622+0.0098299j -0.005389-0.00519246j 0.00118442+0.000625324j -0.00820552-0.00151973j -0.000602918-0.00689136j -0.00717841+0.00103454j -0.0130023+0.00152668j 0.00181075+0.0129693j 
-0.00462196+0.0100679j -0.00985565-0.00512837j -0.00313049-0.00157769j 0.00343941-0.00200908j 0.00572689+0.0105822j 0.00876216+0.00323715j -0.0104956+0.00180074j -5.44094e-05-0.0105049j -0.00112335+0.00132518j -0.00203111-0.00178844j 0.00652768-0.00129315j 0.00120721-0.00282837j -0.000148557-0.00449947j -0.00224832-0.00425278j 0.00609633+0.00157471j 0.00590214-0.00475023j 0.00120527-0.000979575j -0.000775052+0.00166033j 0.00173436-0.0020259j -0.00126455-0.00238269j 0.00100087-0.00209721j 0.00798011-0.000976122j -0.00724956-0.000570203j -0.0017857-0.00230179j -0.00252002+6.6677e-05j -0.000544965+0.00179388j 0.00155434+0.0038736j 0.0011246+0.00232512j 0.000871885+0.00158546j 0.00117515+0.000293973j -0.00355008-0.00707715j 0.00190384-0.00253889j 0.00523312+0.00101653j -0.00127561-0.000780933j 0.00341681+0.00858775j -0.00453926-0.000822281j 0.00396761-0.00525356j -0.00592231+0.00558375j -0.00120592+0.00179575j 0.00122321+0.00173149j 0.0021766+0.000998835j -0.00204552+0.00111841j -0.00623431+0.00222747j -0.00030629-0.00173283j -0.000204677-0.00145811j -0.000918275-0.00279462j -0.00107574-0.00456475j 0.000754069-0.00183999j 0.00398113-0.00556513j 0.00476683+0.00532345j -0.0040364-0.0019679j 0.00632199-0.00113267j -0.00174795+0.00861014j 0.00633641-0.00120862j 0.0101078-0.000107328j 0.000413086-0.0095861j 
0.000198594-0.0150833j 0.0144746+0.000186069j -0.010701+0.00207799j -0.000729282-0.0120114j 0.00888467-0.00861439j -0.000702993-0.000665099j -0.0131184+0.00603317j -0.00957936-0.00580684j 0.003298+0.00252842j 0.00390926-0.00914874j -0.00324139+0.0066203j -0.00401693-0.000791839j -0.00185964+0.00212876j 0.00631821+0.00563081j 0.00540039-0.00218156j 0.001628+0.00124822j 0.000742027+0.00254059j 0.00249984-0.000998812j 0.00469155+0.00711268j 0.00155429+0.00331223j -0.000716593-0.00312043j -0.00775336+0.00774388j -0.00135226-0.000284654j -0.003868-0.00486507j 0.0018224-0.00225352j -0.00441542+0.00761797j -0.00159046-0.00383073j 0.00424047-0.00428597j 0.000211187-0.00103767j -0.0013707-0.000244476j 0.0071905+0.000878621j 0.00155521-0.00310114j 0.00518556-0.00547796j 0.00393791+0.00461877j -0.0108112-0.00892878j 5.61906e-05+0.0019555j -0.00489803-0.00287912j 0.000168635-0.00190176j -0.00363532-0.000379026j 0.00223258+0.000814707j -0.00210876+0.00656387j -0.00546064-0.00119869j 0.000637507-0.0104504j 0.00133546+0.000737217j -0.00240517-0.00153161j 0.00522844+0.00012077j 0.00575692-0.0038988j -0.00563734+0.0026245j -0.00758773-0.0106185j 0.00797795-0.000478788j -0.00511039+0.00355499j 0.00192485-0.00900163j 0.00582972+0.00714016j 0.00457108-0.00360516j -0.0136063+0.00735434j 0.00756582+0.0133215j 
0.00307039-0.00599369j 0.00645223+0.00540836j -0.000199043-0.00420952j -0.000549784-0.0103006j 0.00946632-0.00390422j -0.00651362-0.00427209j -0.00279927-0.00132327j -3.46654e-06+0.00407691j 0.00651185-0.00202564j 0.000559206-0.00544352j -0.00345216-0.00187965j -0.00074214+0.000763259j 0.000195065+0.00905859j 0.000793535-0.0019822j 0.00297529+0.00178688j -0.0032142+0.00373628j 0.0023024+0.00353046j -0.000652793+5.63699e-05j 0.000431822+0.00514596j 0.00843297+0.00596977j -0.00501802-0.000472093j -0.00525263+0.00382403j 0.00483503-0.000378204j -0.00380879+0.00129043j -0.00197739-0.00342862j -0.00334348+0.00446764j -0.000416994+0.00200302j 0.00182213-0.00473213j 0.000957721-0.00465011j -0.00058306-0.00145971j 0.00571307+0.00290746j 0.000511017+0.000507773j 0.00385917-0.00367j 0.00402242-3.93614e-06j -0.00706326-0.0089825j -0.00206915+0.00112386j -0.00337838-0.00234793j 0.00332649-0.00274649j -9.59293e-05-0.00126182j 0.00240285-1.37058e-05j 0.000895667+0.00100626j -0.00437683+0.00353325j 0.000610765-0.00917458j -0.000332758-0.00101132j -0.0024796+4.97372e-05j 0.00422649+0.00111739j 0.00113247-0.00290779j -0.00143671+0.000398402j -0.00241718-0.00195237j 0.00464767-0.0043203j 0.00140616+0.00407307j -0.00191744-0.00253929j -0.00118241+1.55129e-05j -0.00276464-0.00126262j -0.00644607+0.00407844j 0.00512317+0.0069297j 
-0.000698408-0.00372985j 0.00337714-0.000674396j -0.00604295+0.00067371j -0.00140617-0.00976747j 0.00676615-0.0028558j 0.00307592+0.0039641j -0.00869968+0.0075934j 0.00146953-0.00768792j 0.000841886-0.00226264j -0.0044979+0.000411847j 0.00146625-0.00334525j -0.00448791+0.00116954j -0.00072159+0.00150861j 0.00233511-7.65806e-05j 0.000321007+0.00310342j 5.38826e-05-8.77573e-05j -0.00275435+0.0029238j -0.00301845-0.00146373j 0.0015491+0.00147207j -0.0073672+0.00111861j -0.000240639-0.00334091j -0.00110788+0.00379592j -0.00089952+0.00254278j -0.000430144-0.00597855j -0.000489572-0.00140418j -0.00510027+0.000787229j -9.01396e-05-0.00109176j 0.000373995+0.000587867j -0.0010429-0.0037835j -0.00204271+0.000202898j 0.00233879-0.00143781j 0.00406643-0.00582937j 0.00177646-0.00339853j -0.000929164+0.00167637j -0.00489734+0.000726675j 0.00282262-0.00383907j -0.00181893-0.00229074j -0.000327136+0.000725871j -0.000958064-0.00203753j 0.00181863+0.000958151j 0.00150365+0.00424874j -0.00313622-0.00190661j -0.00230664-0.00402307j 0.00163915+0.00241651j -0.0017647-0.00133457j 0.00170103-0.000737023j 0.00234294-0.0025424j -0.00194643-0.00282879j -0.00186772-0.00330732j 0.00524179+0.00117297j -0.00261968+0.00246992j 0.0030871-0.00252152j 0.00224806+0.00344481j 0.00335253-0.0022086j -0.00201735+0.00392257j 0.00370004+0.00238598j 
0.000359483+0.0163329j -0.0146046+4.11685e-05j 0.00590398-0.00785556j -0.00127056+0.0104144j -0.00894692-0.000250896j 0.00464739-0.00200192j 0.0091735+0.00219014j 0.0109324+0.00452841j -0.00185562+0.000291553j -0.0078911+0.00209517j 0.00888785-0.00450285j 8.04259e-05+0.00136506j -0.000924279-0.00112787j -0.00906969-0.00819582j -0.00575024+0.00667664j 0.000203331-0.00283906j 0.00246474-0.00143157j -0.00770148-0.000992633j -0.00604027-0.00795925j -0.0061423+0.00069926j 0.00330436+0.00398373j 0.00687918-0.00852574j 0.000225168+0.000710765j 0.00665837-0.000262499j -0.00262154-0.000636334j 0.00374155-0.00757266j 0.00190412+0.000561665j -0.00581032+0.00908708j -0.000324283+0.00310392j 0.00299487-0.000691182j -0.00725507-0.000813606j 0.000452932+0.00305956j -0.00382659+0.00573948j -0.00399246-0.00303636j 0.00515155+0.00957296j 0.000729654+0.000512626j 0.00251931+0.0060605j -0.000493733+0.000872j 0.000156992-0.00093835j -0.00200281+8.47853e-05j 0.00227971-0.00546546j 0.00576243-0.00119737j -0.00435451+0.00919342j 0.00034567-0.000445876j 0.00218272+0.000406577j -0.00154035+0.00162386j -0.00373513+0.00505739j 0.00566252-0.00136324j 0.00810028+0.00798242j -0.00749703-6.87311e-05j 0.00443843-0.00424536j 0.0005823+0.00815566j -0.00556439-0.00551117j -0.00575323+0.00624966j 0.014931-0.00855232j -0.00862981-0.0156576j 
0.00205083-0.00442363j 0.00423866+0.00398504j 0.0128728+0.000251657j -0.0032236-0.0010377j -0.00200035-0.00782022j -0.00337361+0.00461284j 0.00673539+0.00319676j -0.00222854+0.00673449j 0.00142554-0.000341495j 0.00222617+0.00489982j 0.00401035-0.00268968j 0.00506379+0.00155857j 0.000215068+0.00178785j -0.000769545-0.00202409j 0.000131958+0.00418658j -0.000324407+0.00532051j -0.00162508+0.00271992j -0.00108842+0.00266431j -0.00579132-0.00503303j 0.00100181-0.00218545j 0.000737446-0.00212226j -0.00147606+0.00104195j 0.00336657+0.00501563j 0.00211897-0.00347207j -0.00117449-0.00228782j -0.00163807-0.0035141j -0.000911504+0.00160932j -0.00136238-0.00253414j -0.00123586-0.00271576j 0.00300856-0.00131028j -0.000531755+0.00686285j 0.00341007+0.00149488j -0.00231475+0.00239578j 0.00214765-0.000433818j -0.00127313-0.0014775j 0.00376084-0.0010766j -0.00180876-0.00089853j 0.00149428-0.00341543j 0.000880887+0.000596484j 0.00105595+0.00100483j 0.00240882-0.000533784j 0.00237003+0.00220809j 0.00311034-0.00268017j -0.000595965-0.000515947j -0.00145437+0.00137549j 0.00187723+0.00068759j 0.00255975+0.000720317j -0.00138125+0.000316203j -0.0036705+0.0045944j -0.00223411-0.00217155j 0.00594769-0.00235068j -0.00135375+0.00328246j -0.00253572-0.00830852j -0.00588033+0.00223374j -0.000769611-0.00362937j -0.0040008+0.00143479j 
-0.00119276-0.0126339j 0.0118098-0.000605733j -0.0079609+0.00475952j 0.00336854-0.01308j 0.0124906-0.000777646j -0.000437305-0.000150632j -0.0119074+0.010382j -0.00609042-0.00316564j 0.00651111+0.00459267j -5.62422e-05-0.00767765j -0.00438173+0.00613924j -0.00282622-0.000861206j 0.00582583+0.00195695j 0.00761582-3.02444e-05j 0.00308175-0.000419942j 0.001485-0.00213123j -0.000380767+0.000452503j -0.000487097+0.00085107j 0.00441583+0.0110431j 0.00333473+0.00152569j -0.00229107+0.00197293j -0.00579921+0.00856438j -0.00359546-0.00167948j -0.00210779-0.0065612j 0.00284382-0.000515827j -0.00634854+0.00973298j -0.000456182-0.00272345j 0.00373015-0.00208944j 0.00119072+0.000518377j 0.00186968+0.00153311j 0.00492433+0.0023624j 0.0015964-0.000319505j 0.00227641-0.00264233j 0.00317113+0.00788586j -0.00888651-0.00752853j -0.000487663+0.003494j -0.00936142+0.000711213j -0.000434207-0.00217872j -0.00498994-0.0014107j 0.000231328+0.00121053j -0.00160055+0.0049538j -0.00707549-0.00403727j -0.001648-0.00866793j 0.00192985+0.00225829j -0.00170939+0.000991778j 0.0032887+0.000704825j 0.00751891-0.000546504j -0.00266263+0.00358394j -0.00804255-0.0142621j 0.00531634-0.00248578j -0.00401114+0.00445033j 0.00424716-0.00780563j 0.0079056+0.00602494j 0.00544897-0.000316279j -0.0131014+0.006344j 0.00539612+0.0115642j 
-0.00314368-0.00175074j 0.00176922-0.00249104j -0.000264909-0.00138217j 0.00336784-0.00489523j 0.00623732+0.0054203j 0.00309983-0.000838721j -0.00334823+0.0103127j -0.00167485-0.00219597j -0.00261604-0.00436915j -0.00409368+0.00190719j -0.00209659-0.00726835j 0.00162118-0.00279414j 0.00138946+0.00382913j 0.0024851+0.00375975j -0.000642474+0.00121507j -8.76132e-05+0.00209443j -0.00425567+0.00424463j 0.000907709+0.000843742j 0.00279145-0.0018298j 0.000952974-0.00390913j 0.00246385-0.00273685j -0.000676447+0.00489235j -0.000735911-0.00240499j -0.00259125-0.00260647j -0.000564164+0.000305107j -0.00390604+0.00285468j -0.000866113+0.00173111j 1.83414e-05-0.0012779j -0.00208039+0.000760106j -0.00097511+0.000361278j 0.00202524+0.000360199j 0.00523714-0.0055139j -0.00139373-0.00208406j -0.00138201+0.000194639j -0.00142711+0.00178397j 0.00157087-0.00174186j 0.000151113-0.00680195j 3.94369e-05+0.00139938j 0.000613443-0.00151833j 0.00248147+0.00202744j 0.002773+0.000723708j -0.00240734+0.000866208j 0.000623326-0.000400448j -0.00084797+0.00175052j -0.000970052-0.000527069j 0.000700527-0.00211105j -0.00148169-0.000871676j -0.000109474-0.00244566j 0.00195232-0.000635443j 0.00328743+0.000549877j -0.00221099+0.00242135j 0.00149437+7.95725e-05j 0.00173218+0.00277693j 0.000655741-0.00421968j -0.00466557+0.00233441j 0.00272819+0.00519188j 
-0.00193824+0.0120293j -0.013215-0.00125575j 0.000481282-0.00213424j 0.00659427-0.0028257j -0.00648368+0.00284037j -0.00487589+0.00301994j -0.00462146-0.00389247j 0.000306835+0.00070123j -0.00851522-0.00508745j -0.00281187+0.00342612j 0.00647001-0.00115954j -0.00485727-3.48229e-05j -8.5128e-05-0.00134146j -0.00401501-0.00041494j 0.00166711-0.00287427j -0.0064183+0.00210339j -0.00242597+0.00371806j 0.00435412-0.00146923j -0.00175148-0.00240233j -0.00456286+5.6977e-05j 0.00408487-0.00383714j 0.00504293-0.0044252j 0.00138891+0.00591852j 0.00175913-0.000335361j -0.00292787-0.00416755j 0.00231545-0.00530238j 0.00157792+0.00590024j -0.00142729+0.00359865j -0.00372445-0.00127709j -0.00268987+0.00613187j -0.000455306-0.00262496j -0.00304945-0.0013431j 0.000442563-0.000767415j -0.00525869-0.00156285j 0.00302013+0.00672513j 0.000445594-0.00257462j 0.00249239+0.00193049j -0.00205923+0.00566612j 0.000352269+0.000800627j -0.000412767+0.000624753j 0.00149785+0.000483507j 0.00218007-7.16257e-05j -0.00336064+0.00545823j -0.000454653-0.00138416j 0.000662178+3.98655e-05j -0.000422917-0.000125524j -0.00452916-0.00464832j 0.000940871-0.00405624j 0.00370003+0.00381284j 0.00210138+0.00309782j 0.00286726-0.00237622j -0.000952137+0.00711837j -0.00469804-0.0016554j 0.000918596+0.00052553j 0.012146-0.00138317j -0.00135078-0.0113276j 
