0.0167222+0.00013949j -0.000190083-0.0164205j 0.00260927+0.00144163j -0.000610355-0.000363166j 0.0020608+0.00183794j 0.00144699+0.00298687j -0.00450732+0.00289487j 0.00199034-0.00630646j -0.00182401-0.00161448j 0.00157449+0.00275741j -0.00422055+0.00420797j -0.00247184-0.000366655j -2.34896e-05-0.00385197j -0.00100534+0.00091141j -0.00183254+0.00224423j -0.00186017-0.00151801j -0.0029103+0.00185011j 0.000167612+0.00211238j -0.00438509+0.000227285j -0.00065083-2.20549e-05j 0.00219465+0.000159615j -0.00156732-0.00405511j -2.69459e-05-0.00194732j -0.000310103-0.00350427j -5.11895e-05-0.000229211j -0.0025039-0.000113928j 0.003179+1.49189e-05j 0.000973734+0.00121573j 0.00124223+0.00100771j -0.00120997-0.000993488j -0.0015811-0.00185152j -0.000802011-0.00142846j 0.00122929-0.000608369j -0.00297259-0.00295564j -0.000938567-0.000583745j -0.000756641+9.23089e-05j -0.000796195-0.00176677j -0.00433391+0.000329033j -0.000518043-0.000282354j 0.000541013-0.00106853j -0.00167638-0.00077979j -0.00180974-0.00099876j -0.0012018-0.0039746j 0.0034131+0.00035547j -0.00164397-0.00101709j 0.000859979+0.00222233j -0.0011622+0.00158479j -0.00483224+0.00276275j 0.0060667-0.000281281j -0.00194011-0.000369153j -0.00398767+0.000533818j 0.00221475+0.00090684j 0.00348216+0.000927559j 0.00339369+0.000590868j -0.000205051+0.00356221j 0.0006809-0.00390481j 0.00297592-0.00229799j -0.003052-0.0028063j -0.000804528-0.00143647j 0.000586115-0.00405923j 0.00335608+0.00536017j 0.00358812-0.00135287j -0.00606363+0.00337452j -0.0036887-0.000598588j -0.00534318-0.00996896j 0.00757885-0.00242222j 0.00308876+0.0039948j 0.00207216-0.00488356j -0.00115572-0.000196251j 0.00456144+0.00355344j 0.00304048-0.0200491j -0.0201414-0.00231525j 
0.116+0.054695j 0.0558458-0.117143j 0.0408941+0.0136168j 0.006126-0.0363721j -0.0103534+0.0306965j 0.0259978+0.0307024j -0.0446187+0.00830838j 0.043993-0.0586145j -0.0452118-0.0205086j 0.00870038+0.0127663j -0.0144432+0.0476377j -0.0312655-0.0216334j -0.003782-0.00694078j -0.00304906+0.00125311j -0.0324239+0.0322196j -0.00667747+0.00996337j -0.0295946-0.00216577j -0.00276291-0.00973914j -0.0774596-0.00700378j -0.00752766-0.0092964j 0.0133477+0.014246j 0.0058935-0.0609868j 0.0125672-0.0129631j 0.000696423-0.0293841j 0.00461909-0.017309j -0.0186104+0.00386017j 0.0530056+0.0277957j 0.027468+0.0190215j -0.0141369+0.00447664j -0.00723547-0.0100031j -0.0200004-0.035969j -0.0171354-0.0403222j 0.0433108-0.01814j -0.0141566-0.0343909j -0.04474-0.0253812j -0.042581-0.0206413j -0.00565175-0.0225538j -0.0291446-0.00666394j -0.0150595+0.00244712j 0.00717109-0.0253751j -0.0064624+0.00734113j -0.00405512-0.0607347j -0.00311723-0.0695454j 0.00922808+0.0102413j 0.0221524-0.0441895j 0.00415079+0.00119308j -0.0211575+0.00442711j -0.0411455+0.0550195j 0.0117997-0.0357771j 0.01492-0.0136895j -0.026763+0.0184081j -0.00425023-0.00442766j 0.0675819-0.00523785j 0.0443068+0.0102481j -0.0441368+0.0333707j 0.0140772+0.00554443j 0.0241386+0.00294144j 0.00838003+0.039098j 0.00269394+0.00517759j 0.0219499-0.00632096j 0.0265311+0.0226694j -0.00387084+0.0519811j -0.0118774+0.0332033j -0.0532689-0.00373625j -0.0423724-0.0527828j 0.0496422+0.0102425j -0.0349107+0.0355149j -0.00955041-0.0390495j 0.00144158-0.0315478j -0.0378383+0.00607289j -0.0577668-0.118062j -0.118211+0.0576198j 
-0.00504448-0.00672748j -0.00597823+0.00670418j -0.00179487-0.00193814j -0.00205168-0.00136504j 0.00164942+0.00300117j -0.00137269-0.00441023j 0.00322033-0.00474116j 0.00185664+0.00039398j -0.00320831-0.00173275j -0.00414411+0.0058892j -0.00347479-0.000404663j -0.00414508-0.00398162j 0.00153498+0.00264992j 0.000307524+0.00466079j -0.00747025+0.0050911j 0.0022195+0.00159988j -0.00175227-0.00157915j -0.00197324-0.00195043j -0.0015531-0.00523599j -0.000197593-0.00140062j 0.000762686-0.00156802j 0.00348923-0.00148484j -0.000856747-0.00409898j 0.00411631-0.00475857j -0.00372973-0.00186363j -0.00314881+0.00573332j 0.00100225+0.00199973j -0.00346289+0.00084198j 0.000328015+0.000306464j -0.00040543+0.00215277j -0.00330595+0.00362285j -0.00661978-0.00228965j -0.00049001-0.00526041j 0.000203551-0.00364597j -0.00222639+0.000446207j 0.00723424+0.000679368j 0.0042237-0.000697751j -0.00343991-0.000885112j -0.00174152-0.00192913j -0.000341372-0.00230253j 0.00288978-0.00460533j -0.00129563-0.00193966j -0.00490618+0.00505526j 0.00371522+0.00170306j -0.00548334+0.00182281j 0.00243303+0.00286854j 0.00336185+0.00321656j -0.00244435+4.89825e-05j -0.00319744+0.00739346j -5.36825e-05-0.00456864j 0.00327839+0.00269443j -0.000300951-0.00138228j 0.00510848+0.000428687j 0.00322781-0.00231908j -0.000176978+0.00311678j -0.000172241-0.00127849j -0.00144127-0.000137056j -0.0057934+0.0056228j -0.00264117-0.000860492j -0.00150433+0.00110687j -0.000623266-0.0048909j -0.00597037-0.00368798j 0.00159375-0.00401961j 0.00837983-0.00369457j 0.00789078+0.00192239j -0.000481737+0.00712806j -0.000327559-0.000253842j 0.000860394+0.00831485j -0.00738361+0.00089365j -0.00405619+0.00525693j -0.00212799-0.00866171j -0.00687708+0.00287926j 
0.0884382+0.0389309j 0.0407068-0.0894931j 0.0354839+0.00778981j 0.000676355-0.0290734j -0.00836647+0.0268242j 0.022216+0.0274455j -0.0434595-0.000271647j 0.0367251-0.0498225j -0.0268143-0.00975027j -0.00641199+0.0247378j -0.0206585+0.0357945j -0.0341576-0.0217577j -0.000847823-0.00815327j -0.0137656+0.00228371j -0.0226241+0.0222208j -0.0181108-0.00284031j -0.0225403-0.0075155j -0.000543482+0.00746867j -0.0532533-0.00715761j -0.00778127-0.00395441j 0.0153209+0.0190989j -0.00158976-0.0387183j 0.00191078-0.00454684j -0.00713935-0.0209138j -0.00767095-0.0131866j -0.0159205-0.0132507j 0.0322716+0.0214889j 0.017435+0.0140061j 0.00253634+0.00803198j -0.0041376-0.0170755j -0.0207513-0.0305274j -0.017472-0.0333714j 0.0221402-0.0131225j 0.00112189-0.0311352j -0.023285-0.0152073j -0.031052-0.00893278j -0.00332935-0.0181245j -0.0236977-0.0063763j -0.0166786+0.00910622j -0.00430762-0.0202583j -0.0119944+0.00154674j -0.00980781-0.0484594j -0.00237064-0.0482902j 0.00933083+0.00402698j 0.0170075-0.0215069j -0.0115549+0.00253639j -0.0149512+0.0175021j -0.0353326+0.039444j 0.0136846-0.0176836j 0.00621228-0.0133908j -0.017722+0.0234029j 0.00272806-0.0104535j 0.0519641-0.0118132j 0.0282362+0.0179397j -0.041062+0.0412693j 0.0188125+0.00463784j 0.0284416-4.58682e-05j 0.00726408+0.0287454j 0.0215559+0.0106221j 0.00329888+0.00341161j 0.0337951+0.0111235j -0.00909242+0.0331777j -0.0125436+0.0332367j -0.0466492+0.00178895j -0.0346042-0.04694j 0.0396746+0.00233463j -0.0137491+0.021136j -0.00345323-0.0324686j 0.00438303-0.0220774j -0.0334741+0.00369421j -0.0419555-0.096571j -0.0934953+0.040941j 
-0.0109918+0.00378713j 0.00395016+0.0130663j -0.0214445-0.000454211j -0.00144891+0.0198041j 0.00946182+0.00750197j 0.0127058+0.0132059j -0.0217497+0.0107256j 0.00677123-0.0122822j -0.00175395-0.0116069j 0.0144293+0.0084239j 0.00287673+0.00893336j -0.00644497-0.0051965j 0.00221681-0.00510553j 0.00327348-0.0105214j 0.00320581+0.00354723j 0.00381738+0.00130649j 0.0102257+0.00289715j -0.00870011+0.000810757j -0.00411643+0.011767j -0.000433552+0.00829461j -0.00263575-0.000203968j -0.00534734-0.012768j -0.00151125+0.00559547j -0.00468277-0.00672595j -0.00339665-0.000628844j 0.00149006-0.00338665j -0.0041555-0.00511102j 0.00515835+0.0082347j 0.005644-0.00499261j 0.00243445+0.00897817j -0.0148409+0.00343386j 0.00714018+0.0102788j 0.00717746+0.00221432j 0.0106655-0.00510093j 0.0126079+0.00568231j -0.00256967+0.013404j 0.0072002-0.00432696j -0.00872023-0.00712262j -0.00628734-0.00392174j 0.00630224-0.00250765j -7.89414e-05-0.00570086j -0.000742431+0.00648722j -0.00862348+0.0126483j 0.00915037+0.0029768j 0.00962902+0.0109234j -0.0114829+0.00513953j 0.0139181-0.000869002j -0.0142773+0.00388286j -0.00917642+0.00248493j -0.00851758+0.00365378j 0.00244247+0.00311956j -0.00139612-0.00954892j -0.00666996+0.0194813j 0.00891472+0.0133009j 0.0030937-0.00041244j 0.00381528+0.0100528j -0.005505-0.00368753j -0.00860844+0.00380802j -0.0116493-0.0108876j 0.00218625-0.0147576j 0.00779625-0.00051635j 0.00231261+0.0128313j -0.0202627+0.0110913j 0.00157408+0.00594272j -0.000332623-0.0125344j 0.0183584+0.0209413j -0.0178979+0.0099697j 0.0150002-0.00107573j -0.0081042+0.0248732j 0.0155298+0.0054928j -0.00745827+0.00992293j 0.0120828+0.00729458j 
0.0406641+0.0279698j 0.0277853-0.0410232j 0.0188965+0.00488932j 2.75155e-05-0.0176215j -0.00868357+0.0206966j 0.0145536+0.015695j -0.0253262-0.00205584j 0.0208186-0.0251848j -0.00934037-0.00175874j -0.00992334+0.0185608j -0.0145109+0.0171607j -0.0231003-0.0134472j -0.00278596-0.00598362j -0.0154132+0.00528038j -0.0047247+0.00721338j -0.0163419-0.00890244j -0.0158183-0.00581074j -0.00210571+0.0123848j -0.0340043+0.00255142j -0.00424816-0.00263588j 0.00616534+0.0179908j 0.00175428-0.019161j -0.00466742-0.00368869j -0.00839693-0.00410143j -0.000594835-0.00821557j -0.00376015-0.0119477j 0.0248155+0.0169198j 0.00804615+0.000430832j 0.00722022+0.00403323j -0.00209219-0.0117526j -0.0114474-0.0215042j -0.0162167-0.0243758j 0.0088241-0.00596913j 0.00278807-0.0207269j -0.00726473-0.00291556j -0.0124677-0.0112242j -0.000753398-0.00534942j -0.0182973+0.00253934j -0.00759005+0.0144754j -0.00680144-0.00292012j -0.0154526+0.00110346j -0.0100574-0.0371938j 0.00199498-0.0259173j 0.00926314+0.00162187j 0.0144609-0.00826031j 0.000349653+0.000225762j -0.0142762+0.0167325j -0.0182466+0.0225597j 0.00382116-0.00954895j -0.00117525-0.00686812j -0.00607625+0.0259865j -0.00389464-0.0183939j 0.0283733-0.0064884j 0.0108704+0.0149083j -0.0381474+0.0215405j 0.010868+0.000147604j 0.0195948-0.00316987j 0.00351978+0.0153702j 0.0192899+0.00755588j -0.000218424-0.00361976j 0.0269416-0.000727581j -0.00993139+0.020339j -0.00692632+0.0157872j -0.0280873+0.00372974j -0.0222545-0.0387202j 0.0161129-0.000270091j -0.00874477+0.00301489j -0.00195783-0.0160345j 0.00341092-0.017586j -0.0215976+0.00236474j -0.029206-0.0424417j -0.041396+0.0294174j 
0.0665933+0.0309407j 0.030788-0.067336j 0.0156057-0.00953756j -0.0175021-0.00994097j -0.00331044+0.030078j 0.00868418+0.0317828j -0.0445744-0.0156418j 0.0336337-0.0468891j -0.0187943-0.0030242j -0.0118013+0.0256206j -0.0260267+0.0259075j -0.0173219-0.0158285j 0.0006087-0.00368808j -0.0257183+0.00506508j -0.0067644+0.0106399j -0.024099-0.0107193j -0.0180737-0.00571779j 0.00203238+0.0130061j -0.041109-0.00330414j -0.00578026-0.00385563j 0.00357396+0.0169686j 0.00626772-0.00977889j -0.00588512-0.0029815j -0.0040763-0.00998482j -0.00889063-0.00179515j -0.00424499-0.0220683j 0.0267769+0.0180071j 0.0162137+0.00759315j 0.00967452+0.00860488j 0.00284328-0.0183043j -0.0152001-0.0228909j -0.0170423-0.0222711j 0.00207674-0.00359151j 0.00956498-0.0134903j -0.0118852-0.0051438j -0.0163344-0.0161631j 0.00243078-0.00865684j -0.0145859-0.00806622j -0.0110018+0.0155507j -0.0142151-0.0119036j -0.0140435-0.0138663j -0.0265641-0.0440864j 0.00744655-0.0337784j 0.0116312+0.00848506j 0.0124753-0.0118034j 0.00362876-0.00529415j -0.00859354+0.024826j -0.0268539+0.0187559j 0.00857578-0.0182824j 0.0058419-0.020098j -0.0105094+0.0251203j 0.00478717-0.0210073j 0.0312988-0.0139563j 0.0168127+0.0325719j -0.0424412+0.0328861j 0.000706274+0.00174516j 0.0350112-0.00794495j 0.000330892+0.0171114j 0.0238231+0.0197481j -0.0050018-0.0122933j 0.0492561-0.00334724j -0.0116271+0.00749059j -0.00532838+0.027854j -0.0270751+0.00229249j -0.0229978-0.0467809j 0.00892618+0.0109865j -0.0224669-0.000520768j 0.00959012-0.0095731j -0.0174818-0.0182064j -0.0228845+0.013647j -0.0384404-0.0649287j -0.065398+0.0387936j 
-0.0028817-0.00018529j -0.000500762+0.00175782j 0.00612981-0.000218074j 0.000294016-0.00175641j 0.000536431+0.00135643j 0.000252181+0.00416384j -0.00206993+0.00152643j -0.00312858-0.00113158j 0.000154998+0.00103412j -0.000270202+0.000972128j 0.000954437+0.000602601j -0.000714234-0.000655724j 0.00300085-0.00069462j -0.00118258+0.00161753j -0.000774481+0.00557529j 0.000686344+0.00267677j -0.00230213-0.0010701j 0.000142358+0.00334151j -0.00307278-0.00106553j 0.0032332+0.00056468j 0.00451265-0.00187919j -0.00237171+0.002178j 0.000211638-7.18372e-05j 0.000656097+0.000300568j 0.00172757-0.000490697j -0.00204524+0.00219857j 0.00150671+0.000639772j 0.00352226+0.00352987j 0.00199836+0.00450248j 0.00266982-0.00425439j -0.00188163+5.16903e-05j 0.00641838+0.00185501j 0.000994724-0.00125363j 0.00194197-0.000674286j -0.000392885+7.53571e-05j 0.000802222+0.00160171j -0.00016849-0.0050489j -0.00740594-0.00550608j -0.00407096+0.00216002j -0.000816892+0.000830991j -0.0019576-0.00242215j 0.00509432+0.00223613j -0.000175126-0.00200513j -0.00172773-0.000129619j -0.00164629+0.00450816j -0.00222583+0.00618161j 0.00306927+0.000823585j 0.00180338+0.000133608j 0.00333723+0.00252626j -0.000594418+0.00108407j -0.00220782+0.000677229j 0.00400128+0.00066097j -0.00733394-5.61109e-05j -0.00332205-0.00390875j -0.00102302-0.000772404j 0.00206669+0.00283192j -0.00122292-0.00386795j 0.00450027+0.00455438j 0.00309832-0.0037225j 0.00386761-0.00336803j -0.000865312+0.00139144j -0.00076326-0.00309409j -0.00118806+0.00161635j 0.00144203-0.000357899j -0.00661905+0.000893532j -0.0077509+0.0018667j -0.00803167-0.001069j 0.00319312+0.00117391j -0.00394577-0.000395951j 0.00435513-0.00306866j -3.54406e-05+0.0006984j -0.00120715+0.000107443j 
0.0148985+0.0133743j 0.0142665-0.0138992j 0.00159102+0.00764679j 0.00573859+0.00167899j 0.0196514+0.00650784j 0.00137184-0.0198812j 0.00624403-0.00532951j 0.0103759-0.0199191j 0.00587048+0.00607124j -0.0248733+0.0319991j -0.0227426-0.0197706j -0.0336945-0.0109642j 0.0167055-0.00922899j -0.0352381+0.00737285j 0.00832144+0.00236569j -0.0197866-0.0419124j -0.0123289-0.00828254j -0.0014801+0.0306768j -0.00345593+0.00115547j -0.00841095+0.00191755j -0.00322975+0.0216319j -0.0138282+0.00872312j -0.0113386+0.0107731j -0.0231674+0.0116693j -0.0105702+0.00475333j -0.000611946-0.0198834j 0.0030575+0.00570926j -0.0212808-0.00349513j 0.0146492+0.00947661j -0.0123986-0.019633j -0.0222687-0.0071038j 0.00620956-0.016904j -0.00580478-0.00255559j 0.0152856-0.010236j 0.0268699-0.000681161j 0.0206957+0.0105398j 0.00208034+0.0199269j -0.0148201-0.00847001j -0.00674052+0.0177439j -0.0114399-0.000498345j -0.0113884+0.0240779j -0.0178171-0.0142934j 0.029858+0.00326627j 0.00157998-0.00795731j 0.0101488+0.0128089j -0.00617381+0.0098354j -0.00755086+0.0290134j 0.008193-0.0168248j 0.00926498+0.00435339j -0.00199039-0.0162198j 0.0083603+0.0141392j 0.00612357-0.039289j -0.00473225+0.00363778j -0.00671705-0.000682499j -0.0278464+0.0322429j 0.0177753-0.0040903j 0.0279181-0.00323675j -0.0168796-0.00605292j 0.0212366+0.0168153j -0.0101575+0.000339117j 0.0225886-0.0112509j 0.00815725-0.00330072j 0.0231038+0.0186686j -0.0155316-0.00425574j -0.0239057-0.0245988j 0.0118431-0.0155596j -0.000964805+0.00728935j 0.00459577-0.0207959j 0.0124774+0.00694274j 0.000122195-0.00929007j -0.0100334-0.0114254j -0.0106424+0.00999429j 
0.026055+0.00374603j 0.00467221-0.0255994j -0.00222151+0.0120439j 0.0127395+0.0054133j 0.0112504-0.00158502j 0.00502577-0.00200135j -0.0042404+0.00834505j -0.0014132-0.00722567j -0.000368558-0.00462348j 0.00490131+0.00993593j -0.0111442+0.000714016j -0.00687715+0.00771085j 0.000103207-0.0066108j -0.00186484+0.00457143j -0.0045861-0.00309977j 0.00470433-0.0049484j -0.00836487-0.00344633j 0.000645812+0.00310046j 0.00629379-0.00293759j 0.00761506-0.012131j 0.00572564-0.00513381j -0.0100134-0.00349657j 0.00184173-0.0025027j -0.000918647-0.00567371j 0.000180609-0.0043672j -0.0036603+0.00719039j -0.00106209+0.00150862j 0.00206518+0.00698196j 0.00482336+0.00918728j -0.00663311+0.010959j 0.00888045+0.00276462j -0.000769324-0.00516889j 0.00337268-0.00368448j -0.000808759-0.00067667j -0.0100816-0.00382965j -0.00491742+0.00290823j -0.00176764+0.00579258j -0.00502378-0.00324489j 0.00698162+0.0083875j 0.00380766+0.0036924j 0.0136849-0.00618824j 0.00780661-0.00292964j 0.00602952-0.00167211j 0.0124807-0.0104228j -0.0105726-0.0156727j 0.00755234+0.00558754j 0.00397197+0.00198573j -0.00135465-0.00478774j 0.00340643-0.000521602j 0.00523997+0.0139607j -0.00717269-0.00457532j 0.00501547+0.00959701j -0.00368792-0.00495226j 0.00128854-0.00277403j -0.00975012+0.00081169j -0.00558374-0.00734614j 0.00504126-0.00255809j 0.00663739-0.0105693j 0.0021074+0.00166697j 0.00258831-0.00342745j -0.010553+0.00823691j 0.0182101+0.0081196j -0.00292503-0.00280014j -0.00909512+0.0043419j -0.0107231-0.0145428j 0.0118121-0.00715563j -0.000739704+0.0107271j 0.00752289-0.00849281j 0.010969+0.0156148j 0.0138146-0.0080165j -0.00292216-0.0288204j -0.0292884+0.00240797j 
-0.000427184+0.00346817j 0.0022034+0.00026268j -0.00290498-0.00439558j -0.00226626+0.00386112j 0.00246608+0.000676271j -0.00102757-0.00214988j 0.00293296-0.00241101j -3.57287e-06-0.00248333j -0.00807016-0.00199888j 0.00118664-0.00675814j -0.00324656+0.00595238j 0.0023992+0.00255853j 0.000171059+0.00149675j -0.000811329+0.00342219j -0.00792067-0.00494664j -0.002699-0.0012078j 0.000363604-0.00332628j -0.00117582+0.00130045j 0.0065794-0.00118273j 0.00100064-0.00517718j -0.00128855+0.00159223j 0.00629995+0.00204829j -0.00450619-0.00825652j -0.00313495+0.00233571j -0.00130128-0.00402315j -0.00408633+0.00308682j -0.00203604+0.0010751j -0.002057-0.00689182j 0.00220191-0.00115825j -0.00177807-0.00414824j 0.00416516+0.000704494j -0.00596382-0.00107899j -0.00273547+0.00175621j -0.00613389-0.00077283j -0.000896977-0.00193783j -0.00281848-0.000790235j 0.00689276+0.00423121j 3.10339e-05-0.00398061j -0.00034513+0.00314942j -0.00525194+0.00714747j -0.00325953+0.00329472j 0.00233215+0.000371866j -0.000589155+0.00538639j -0.000296461-0.00614436j -0.00195372+0.00229091j -1.61804e-06+0.00936592j 0.00529616+0.00394841j 0.00550612+0.0065348j -0.00347808+0.00384226j 0.00272476-0.00510768j -0.00128575-0.00196781j 0.00143864-0.001071j 0.00182966+0.000277221j -0.0024483+0.00162757j -0.00353067-0.00134032j 0.00590486+0.00406327j 0.00120142-0.00305627j -0.00717097+0.00912523j -0.0106302-0.00244906j 0.00344139-0.00679176j -0.00481028+0.00922493j -0.00185017-0.00484607j 0.00387178-0.00595225j -0.00170477-0.0077334j -0.00091042+0.00606177j 0.00663434-0.00488317j 0.00402766+0.00702485j -0.00384373+0.000388194j -0.00350627+0.000523354j 0.00131056+0.00430955j -0.00165741-0.00204634j -0.00146768+0.00171389j 
-0.081479-0.0516333j -0.0519018+0.0821242j -0.0325028-0.00688281j 0.00198167+0.0286079j 0.00859974-0.0326568j -0.0218742-0.0225789j 0.0366714+0.00443032j -0.0466345+0.0512464j 0.0318945+0.00892552j 0.0115342-0.0192068j 0.0211511-0.0371679j 0.0341157+0.0321651j -0.00326567+0.00852186j 0.0191229-0.00509715j 0.0217053-0.0234348j 0.0225661+0.0124824j 0.0252561+0.00619953j -0.00099396-0.00977666j 0.0626783+0.00457986j 0.0146189+0.00392963j -0.00661063-0.0244901j -0.00710463+0.035592j -0.00720338+0.00563571j 0.0106811+0.0160707j 0.00565468+0.0126265j 0.0112777+0.014461j -0.0460846-0.0336267j -0.0126593-0.0152546j 0.00500173-0.00466552j 0.00572183+0.0205674j 0.0299573+0.0393968j 0.0167363+0.0398493j -0.0209186+0.011851j 0.00141982+0.03032j 0.0228712+0.0195503j 0.0342907+0.0158692j -0.00765351+0.0138996j 0.0308559+0.0149877j 0.0163428-0.0120827j 0.00448306+0.0336815j 0.0164478-0.0149896j 0.0159462+0.0585849j -0.0135514+0.0514597j -0.00692775-0.00423363j -0.0273958+0.0280998j 0.003582-0.00239857j 0.0275963-0.0185874j 0.0332241-0.0361988j -0.0102902+0.031617j -0.00615563+0.0221594j 0.0314544-0.0268508j -0.0042001+0.0243971j -0.0469617+0.00325761j -0.0324328-0.0133586j 0.0481763-0.0407553j -0.00859781-0.00428775j -0.0338666+0.0131074j 0.00289599-0.02797j -0.0145658-0.0151939j -0.00651506+0.0113506j -0.0332436+0.0012847j 0.00295247-0.0383577j -0.0111402-0.0319391j 0.0470847+0.00565606j 0.0482455+0.0482385j -0.0429102+0.00170908j 0.0284525-0.029193j 0.0137141+0.0318035j 0.00949526+0.0296326j 0.0293025-0.0165178j 0.0517649+0.0812352j 0.0823292-0.0511466j 
-0.00065315-0.0085997j -0.00972741+0.000596577j -0.00904838-0.000456625j 0.0022725+0.0103537j 0.00634521-0.00492323j 0.0028348-0.00835194j 0.00819269+0.00828659j -0.00992821+0.0069019j -0.00210329-0.00747099j 0.017335-0.0173723j 0.00698792+0.00181517j 0.0119576+0.0116954j -0.0018327+0.0006873j 0.0112258+0.00186646j -0.0042053-0.00403022j 0.00940531+0.0119759j 0.00509069+0.00448566j -0.000894114-0.0100416j 0.0103616-0.00160503j 0.0039409-0.00124655j -0.000526589-0.0133123j -0.0018151+0.000141718j 0.00720437-0.00605078j 0.00613085-0.00244119j 0.00481345+0.00318376j 0.001774+0.0121856j -0.000448163-0.00985086j 0.00618064+0.00208084j -0.00929347-0.0014849j -0.0021194+0.0129643j 0.0153773+0.00847144j 0.00276184+0.00978496j -0.000212566+0.000619749j -0.010532+0.0128493j -0.0125411-0.00415392j 0.00422344-0.00039748j -0.00331062-7.86614e-05j 0.00662765+0.0047486j 0.00773348-0.00669199j 0.00619962+0.00286149j 0.0115726-0.00738612j 0.0120669+0.0133027j -0.00598359+0.00138838j -0.00601019-0.00199756j -0.0115255-0.00793618j 0.00411932-0.000749873j 0.00728821-0.0182032j 0.000970805-0.00338226j -5.83586e-05-0.00270808j -0.003619+0.00863445j 0.000678355-0.0160804j 0.00194402+0.0115412j -0.00473125+0.00285166j -0.00830166-0.0148521j 0.0205323-0.00795715j -0.0125914+0.00335304j -0.012243+0.00451594j 0.00351799-0.00604158j -0.0141048-0.00369808j 0.00359389-0.00401943j -0.00932157+0.013426j 0.00708282-0.0090238j -0.0107258-0.0112649j 0.00513375+0.00559926j 0.0135528+0.00663829j -0.00471688+0.0124482j -0.00117799-0.00865935j 0.0149431+0.00581895j -0.00728929+0.00939627j 0.00300152+0.00588345j 0.00988817-0.00235746j -0.000869228-0.00991034j 
0.0481497+0.0112792j 0.0116623-0.04893j 0.00751178+0.00372656j 0.00219667-0.00633249j -0.00628683+0.00519226j 0.00966645+0.0092718j -0.00641603+0.00907457j 0.00603105-0.00130907j -0.0155342-0.0104031j 0.0128644-0.0176379j 0.00258597+0.00960711j 0.0102102+0.00241816j 0.00304252-0.00191421j 0.0194719-0.00335848j -0.00120782+0.012231j 0.0135264+0.00276329j 0.00684533+0.0205553j -0.0138817-0.0090992j -0.0158627-0.00158645j -0.0165512+0.00695877j 0.00929851-0.0162798j -0.00130735-0.0219579j 0.00351072-0.00922618j -0.000218985-0.0239766j 0.0036957-0.00261202j -0.0141159+0.0116161j 0.0145194-0.0015191j 0.0143463+0.00327629j -0.0132925-0.0140077j -0.00822612+0.000979699j -0.00378868-0.0123459j -0.00754702+0.0020802j 0.0202082-0.00661881j -0.0186254-0.0170333j -0.0194029-0.00115078j -0.00560909-0.011449j -0.00124428-0.00844136j -0.00675263-0.0165075j -0.011829-0.000337271j 0.0237065-0.0154085j -0.0142997+0.0067002j 0.0178748-0.00741818j -0.0107624-0.0195559j -0.000227996+0.00812059j -0.00703855-0.0196816j -0.0108002+0.00483085j 0.00505909-0.0161203j -0.0181207+0.0309283j 0.0122355+0.00626368j 0.00332222+0.0210943j -0.0169632-0.00615604j -0.0170583+0.00254604j 0.0193314+0.013084j 0.00139957-0.0129922j 0.00450172-0.00402925j 0.00848683-0.0111221j -0.00788243-0.00490516j 0.00559545+0.0141342j -0.00460742-0.00609312j 0.000431932+0.0050077j -0.0249139+0.00972621j 0.0067832+0.0203648j -0.0142009-0.0109719j -0.0207288+0.0103621j -0.0134921-0.0158457j 0.0190544+0.00287667j -0.00690826+0.0132875j -6.96224e-05-0.00958398j 0.00531014-0.00666817j -0.00995977-0.00111446j -0.00800422-0.0464053j -0.0456415+0.00699768j 
