0.000706874+0.0226836j -0.022566+0.000405898j 0.0091921+0.00971498j 0.00991693-0.0107765j -0.00305721-0.00575181j -0.00578703-0.00105984j 0.00105256-0.00216788j 0.000964964+0.00187304j -0.000316851-0.00239087j -0.000341996-0.00425681j -0.00157639-0.00753998j -0.00115103-0.000232534j 0.0109804-0.00295298j -0.00370192+0.00207091j 0.00282399-0.00200177j 0.00283041-0.00104206j 0.00503137+0.00183305j -0.000311641-0.00456723j 0.00589353-0.000994674j 0.00507364+0.00308414j -0.00210273-0.000861772j 0.00212536-0.00189961j -0.00122633-0.0010571j -0.0049676-0.00470295j -0.000734692-0.000841214j 0.00361365+0.00400405j 0.00238862+0.00392495j -0.000374413+0.00307935j 0.00317456+0.00358118j 0.00302976-0.00139899j 0.00308397+0.000132861j 0.00138843+0.00305717j -0.00147262-0.00351957j 0.000873296+0.00282665j 0.00314716-0.0075277j 0.00609785-0.00679954j 0.00197379-0.000222654j -0.00417918+0.00333461j -0.000961249-0.00658657j -0.000842701+9.58393e-05j 0.0024618-0.00311666j 0.0055847+0.00383636j -0.00414747-0.00159529j 0.00341947-0.00103061j -0.00261584+0.00336689j 0.00132064-0.000468332j -0.00574503-0.00056272j 0.00438094+0.00207976j 5.27722e-05-0.00135934j 0.00124921+0.00572092j -0.00713941+0.00111098j -0.00124458+0.0061945j 0.000349683+0.00244111j -0.00487007+0.00375912j -0.000514802-0.00434967j -0.00225433-0.00528225j -0.00186848+0.00387394j -0.00405722+0.00259174j 0.00637921+0.00259184j 0.00429929+0.0007128j -0.00320655-0.00148226j 0.00539862-0.0010291j 0.00073968-0.00480576j -0.00235665-0.00109623j 0.00132588-0.00517118j 0.00250949+0.00261851j 0.00609893+0.00727738j 0.00423832+0.000638941j 0.000269353+0.00602016j -0.00354841+0.00385607j -0.000547319+0.00473275j -0.00525726+0.00323377j -0.000508735-0.00154412j -0.0162358+0.00367934j -0.00172573-0.0149982j 0.0193041+0.0128026j 0.0127738-0.0190504j 
0.00507497-0.023038j 0.0232321+0.00520176j -0.013556-0.00975168j -0.0132162+0.0127165j -0.000292165+0.0129826j 0.009479+0.00106833j -0.00153251+0.00315828j -0.000375986+0.00307469j 0.00337796+0.00381794j 0.000415637+0.00191156j 0.0023348+0.00784157j -0.00169542-0.00227955j -0.010892+0.00173925j 0.00756571-0.00619145j 0.00195715+0.00307924j -0.0071567+0.000283062j -0.0036644-0.00688611j -0.00197591+0.00329501j -0.00882214+0.00071579j -0.00348657+0.000774192j 0.00217229-0.00045503j -0.00233699-0.000838988j 0.00317312+0.00361409j 0.00522674+0.0053373j 0.00221538+0.0011753j -0.00306639-0.00332638j -0.00393102-0.00641036j 0.00102313-0.00580582j -0.00199297-0.00605439j -0.00360016+0.00215826j 0.000828789+0.00291693j 0.00543175+0.000681731j -0.00484563+0.0052458j 0.00238142-0.000362067j -0.00861915+0.0109434j -0.00362694+0.00834113j -0.000863997+0.000592487j 0.00801763+0.00025489j -0.000438122+0.00828894j 0.00369335+0.00114709j 0.0021063+0.00773698j -0.00870597-0.00736481j 0.00643789+0.00329535j -0.00323142+0.000919814j 0.00243333-0.0104007j -0.00201233-0.00373599j 0.0136039-0.0038078j -0.00631522+0.00302488j 0.00249043-0.00452407j -0.00193684-0.00931781j 0.00849753+0.00805024j 0.00630695-0.00632974j -0.00211094+0.000837858j 0.00407648-0.00583641j 0.00514959+0.00698658j -0.000971339+0.00663596j -0.00123818-0.00333265j 0.00381136+0.000493695j -0.0135167-0.000300642j -0.00310432+0.00390424j 0.00144633+0.00553035j -0.00513933+0.00641957j -0.00240208+0.00976316j 0.000621033+0.0100078j 0.00352051+0.00643955j 0.00255491+0.00250825j -0.00388095-0.00931407j 0.00210148-0.00716749j -0.00731436-0.00913546j 0.00995736+0.00200764j -0.00933726+0.00681688j -0.00669243-0.00353113j 0.00541379+0.00576742j 0.0170379-0.00415702j 0.00378657+0.0148697j -0.0211937-0.00723083j -0.00755166+0.0213708j 
-0.011085+0.0310738j -0.0309188-0.0114417j 0.0171954+0.0142458j 0.0170401-0.0185362j -0.00452956-0.0131327j -0.0149335-0.00719705j 0.0138266-0.00968596j 0.00241124+0.0147911j 0.00311308-0.00298273j 0.00324852-0.00465371j 0.00331757-0.0105888j 0.00111933-0.00555302j 0.024691-0.00642008j -0.00574765-0.000723875j 0.00761123-0.0056265j 0.00280803-0.00170653j 0.0146651+0.0164139j -0.00150963-0.00803429j 0.00281965-0.00340331j 0.0129683+0.0209519j 0.00524167-0.0102402j 0.0185197-0.00244383j -0.0101265-0.00139391j -0.00677986-0.015443j -0.00328008+0.00401966j 0.000212035+0.00292922j -0.000483165+0.0168106j -0.0107599+0.00436918j 0.00394635+0.0160705j 0.01627-0.0024732j 0.0106479-0.00495194j 0.00692873+0.00287442j -0.00113743-0.00836775j -0.00397116+0.00462883j 0.00404405-0.0222541j 0.0197361-0.0102863j 0.010964+0.00459215j -0.0221515+2.04257e-05j 0.000499518-0.0182285j -0.00680654+0.00504662j 0.0029365-0.00396584j 0.0195444+0.0162838j -0.013443+0.00894266j 0.0142644+0.0104537j -0.00770796+0.00696308j 0.00323942-0.00620392j -0.00972487+0.00320249j 0.0119925+0.00331018j 0.0048561+0.0067094j 0.0113136+0.00447195j -0.0102086+0.00405741j -0.00662553+0.0194917j -0.00406325+0.00861635j -0.00333972+0.0104691j 0.00346967-0.0183502j 0.0126699-0.0150736j -0.0112181+5.23879e-05j 0.00251483-0.00418264j 0.015199+0.00268838j 0.00129974-0.00948672j -0.00571696-0.00691969j 0.0115046-0.00362448j -0.00548671-0.00877932j -0.00237756-0.00473812j -0.00515614-0.0148545j 0.00170258-0.00821407j 0.0136383+0.00498842j -0.00390834-0.00278287j 0.00612+0.0129912j 0.007598+0.00839308j -0.00135393+0.0125632j 0.000694918+0.00720332j 0.00552374-0.0233595j -0.0269502+0.0231724j -0.0253669-0.0178849j 0.0303646+0.0124753j 0.0121253-0.0303929j 
-0.0163923-0.0264877j 0.0263248-0.0162705j 0.029446-0.00425764j -0.00421523-0.030637j -0.0149177-0.0163118j -0.0309371+0.0154168j -0.01189-0.0237056j -0.00605685-0.00774608j -0.00490732+0.0336334j 0.0125443+0.000365757j -0.0185231+0.00529059j -0.0128086-0.00328686j 0.00517453-0.0194454j 0.0134785-0.0195044j 0.00677803-0.0218077j -0.0187263-0.0207504j 0.0188474-0.00351595j -0.0164229-0.00849851j -0.0320412-0.000791186j 0.0013487+0.00791422j 0.0137338-0.00426086j 0.00946713+0.00866481j 0.00371095-0.00662118j 0.00194085+0.00562425j -0.0110883+0.0100053j -0.000719903-0.00782107j -0.0173415-0.0015156j 0.00894653-0.0129296j -0.0067651-0.00252186j -0.0144433+0.0088352j -0.0024931+0.00631845j -0.00110525-0.0204387j 0.000272412+0.0119777j -0.0135933+0.00808209j -0.0182628-0.00872364j -0.00285678+0.0244208j 0.0037392+0.0125691j -0.0165502-0.00281055j -0.000442177+0.0112034j -0.0100265-0.00776964j 0.00340271-0.00110647j -0.0158794-0.0154684j 0.00453433+0.0106994j 0.0010046+0.0140202j -0.0086754+4.11607e-05j 0.00261744-0.011562j -0.00206846+0.00869872j -0.0205309-0.0102479j -0.0100261+0.0242989j -0.017698-0.00230062j -0.0065355-0.0191218j -0.0145384+0.00547044j -0.00803676+0.00737525j -0.00161642-0.0138291j 0.0116027-0.0088415j 0.0153774-0.0111826j -0.00310396-0.00108542j 0.0178378-0.0175744j -0.0189945-0.00586767j -0.00184267-0.00704458j -0.00994937-0.0284506j -0.00473398+0.0103306j -0.00350184+0.00770564j 0.0150832+0.0231032j -0.0363088-0.0106141j -0.0240548+0.00711166j 0.0126498-0.0112804j 0.010774-0.0180041j 0.00527448-0.0257188j 0.0309198-0.00863599j 0.0303011+0.0148146j 0.000810013+0.0205256j -0.00432816-0.00198358j -0.0014504+0.0200382j -0.0158572-0.00518846j -0.0320822+0.0134249j 0.0136726+0.0319193j 
-0.00115288+0.0336578j -0.0336002-0.00133562j 0.00510288+0.0223267j 0.021834-0.00304132j 0.00468721-0.00363981j -0.00293027-0.00274164j 0.000854625-0.00340371j 0.00771908+0.00184183j 0.000837524-0.0103712j 0.00244766-0.00558237j 0.000488571-0.0112038j 0.00325181+0.000955724j 0.00904887+0.00259287j -0.00746723+0.00400121j 0.00432464+0.00339994j 0.00674204+0.00474967j 0.00212416-0.0019085j 0.00454359-0.0036155j 0.0110645+0.000887853j 0.00828207+0.00580873j -0.00184753-0.00137261j 0.0064161-0.00430868j -0.00494717-0.000815038j -0.00737894-0.00927791j -0.000581936-0.0013493j 0.00591182+0.00647661j 0.00671037+0.00409579j -0.000723378+0.00465518j 0.00302045+0.00874821j 0.00649725+0.00176299j 0.0110094-0.00434626j -0.00188563+0.00836212j -0.00366734-0.0083475j 0.00643402+0.00246524j 0.011348-0.0110803j 0.0164973-0.00658989j 0.00429107+0.00159465j -0.00332772+0.00854371j 0.00452611-0.0131302j 0.00232499+0.0013672j -0.000314082-0.00322432j 0.00945314+0.0175401j -0.00576636-0.00510223j 0.00404647+0.000365664j 0.00128376+0.0052472j -0.00247866+0.0018596j -0.00380516+0.000648123j 0.00950124+0.0039556j 0.00654112-0.00265686j 0.00871815+0.00891499j -0.00997259+0.00858428j -0.00219762+0.0138902j 0.00244864+0.00270427j -0.00586911+0.00965106j -0.00174028-0.00526376j -0.00349394-0.00678547j -0.00381569+0.00344101j -0.00178648+0.008914j 0.0203524-0.00041004j 0.00415181+0.00314358j -0.00413769+0.00804741j 0.00850993-0.00743138j 0.000154511-0.000876435j -0.00785472-0.0027183j 0.0153134-0.0039059j 0.00514976-0.00481972j 0.0117111+0.0118164j 0.00378827+1.35443e-05j 0.00576293+0.011459j -0.000802944+0.0135287j -0.00411405+0.0101462j -0.000598669+0.00232647j -9.23841e-05-0.00311192j -0.0079744+0.00778204j -0.00663219-0.00890516j 0.0223155+0.00613442j 0.00706593-0.0220335j 
-0.00455747-0.0228042j 0.022495-0.00422207j 0.00422857-0.0207446j -0.0240443-0.00226438j 0.00825324+0.0126709j 0.00696643-0.0183222j 0.0175205-0.00103433j 0.00712652-0.00070363j -0.00852304-0.0099049j -0.0114953+0.00387454j -0.0103913+0.0127692j 0.00931523+0.00507912j -0.0124521-0.00274978j 0.00220483+0.00828374j -0.00330432+0.0092366j -0.00250134+0.00638938j -0.0150499+0.00481734j 0.00542109+0.00465153j 0.000854879-0.00021909j -0.000169923-0.00987728j -0.000672749+0.00416044j 0.00233388+0.00669197j 0.000247818-0.0101865j 0.00718181+0.00707034j 0.00429435+0.00505304j -0.0107347-0.0078194j -0.00940311-0.000507205j -0.000647241-0.00281399j -0.000247435+0.00525671j -0.00791974-0.00770312j -0.0088995-0.00365416j -0.00442603-0.00468257j 0.0123693+0.0101921j 0.00362718+0.00638147j 0.00109691+0.00601599j -0.00587286+0.0133939j -0.00431284-0.0056456j -0.00106671-0.000396305j -0.00120154+0.0163126j -0.00293799-0.00356351j -0.00916535+0.00894616j -0.00875089-0.00439833j 0.00291226+0.00271289j -0.000508264+0.00234013j 0.00798043-0.00449416j -0.00110526+0.00365623j 0.00459277-0.00307917j -0.00435366+0.00417899j -0.000946435+0.0013978j -0.00483533+0.00139202j 0.00168961-0.00195752j 0.00743532-0.0104531j 0.0050816-0.00512983j 0.00614881-0.00770828j 0.00213075+0.00342786j 0.00675575+0.0068951j 0.00169507-0.00442635j 0.00350639-0.0109134j -0.00133252-0.00496949j -0.000655251-0.00559992j 0.0171442+0.00160173j 0.000461908-0.00828763j -0.00138326-0.0021612j 0.00235938-0.0128502j -0.0142569+0.00077817j 0.00294548-0.00358352j 0.00412338-0.015316j -0.0200653-0.0140438j -0.00400123+0.00862027j -0.00274995+0.00483896j -0.0194067+0.0103531j -0.0135597-0.0211282j -0.0139883+0.0159287j 0.0285654+0.00645557j -0.00543475+0.0257176j -0.0265799-0.00177177j -0.00140331+0.0268664j 
0.0156727+0.0370362j -0.0369635+0.015592j -0.0168449+0.0167923j 0.0158299+0.0198517j 0.012952+0.00736835j 0.0187083-0.0151458j 0.0131783+0.0175494j 0.00170562+0.00697779j 0.00324725-0.0256071j -0.00860413+0.00141649j 0.0148361-0.000979262j 0.0137155-0.000560592j -0.00602984+0.0149646j -0.00762066+0.0147161j -0.00403736+0.017075j 0.0177352+0.0136394j -0.0158516+0.00136412j 0.0157569+0.00586809j 0.0239221-0.00132929j 0.00423171-0.00224505j -0.0143705+0.00236197j -0.00820857-0.0103509j -0.00424398+0.0108973j -0.00395663-0.0103281j 0.000742048-0.00968419j -0.000432632+0.00992123j 0.0200194-0.00156472j -0.00167788+0.013601j 0.00753074+0.00109542j 0.0107051-0.0108171j 0.00429338-0.00592102j 0.00108248+0.0135979j -0.00435333-0.0109311j 0.00642503-0.00382066j 0.0206096+0.00589158j 0.0100694-0.0184333j -0.000237783-0.00513025j 0.017522+0.00427839j 0.00272948-0.0124064j 0.00602415-0.00212253j -0.00383025-0.00885966j 0.0198813+0.0154884j -0.00526907-0.0146359j -0.000365153-0.00832306j 0.00741234+0.0072829j 0.00169344+0.0118544j -0.00542744-0.00446696j 0.0225561+0.009954j 0.00540642-0.0179185j 0.0102943+0.0103596j -0.00261871+0.0166042j 0.00152641+0.00737981j 0.00276011-0.000933471j -0.00670473+0.0166947j -0.00915274+0.0060287j -0.0129643+0.0049878j -0.000781725+0.00209835j -0.0160919+0.0161107j 0.0212621+0.00492165j 0.00454618+0.00133645j -0.0007553+0.0144694j 0.012472-0.0107495j 0.00268189-0.00657863j -0.0149247-0.0193551j 0.0240807+0.0130264j 0.00793002-0.0065898j -0.00572699+0.0100448j -0.0196089+0.0104774j -0.000626123+0.0246726j -0.0171961+0.0131849j -0.0232993-0.0140095j 0.0182327-0.0216707j -0.00826547-0.00506433j -0.00223655-0.0242001j 0.0248336-0.00293672j 0.0350247-0.0110739j -0.00980469-0.0348938j 
0.0190285+0.0228003j -0.0226428+0.0187965j -0.0253841-0.0010425j -0.00313341+0.0246179j 0.0138775+0.0232362j 0.0347331-0.0228663j 0.019637+0.0236429j 0.0151301+0.00891362j 0.0027243-0.0441809j -0.027997-0.000349491j 0.0152635+0.00196261j 0.0137217+0.00743188j -0.0138489+0.0151635j -0.0142083+0.0287761j -0.00750341+0.0207083j 0.0234043+0.0260015j -0.0312409+0.00487576j 0.0163499+0.0142521j 0.0302454+0.00164937j 0.00565616-0.0157541j -0.0141383+0.00906796j -0.0107112-0.00747901j -0.00325488+0.00997067j 0.00374965+0.00160323j 0.0150836-0.00596442j -0.00388827+0.00416076j 0.0159911-0.00603724j -0.00588108+0.0136785j 0.00908514+0.00170542j 0.0113123-0.0112291j -0.00173748+0.000787522j -0.000199822+0.0209991j 0.0019843-0.0096067j 0.0125536+0.00129328j 0.0241954+0.0122099j -0.0022449-0.014792j -0.0103295-0.00862056j 0.020387+0.0122734j -0.00133358+0.00269562j 0.00750144+0.00124433j -0.00798802-0.000427967j 0.00992763+0.012509j -0.00803062-0.0142364j -0.00367577-0.0235959j 0.0146619+0.00228328j 0.00590226+0.0172119j 0.00326147-0.0163761j 0.0115878+0.0185291j 0.00594828-0.0294853j 0.00702392+0.0123683j -0.00104812+0.0107624j 0.0137414-0.00538618j 0.0060078-0.00674999j -0.00187934+0.0142623j -0.0158208+0.0152945j -0.0186641+0.016126j -0.00154864-0.00289519j -0.0248726+0.0131974j 0.0187307+0.00603763j 0.0157013+0.00427703j 0.0186632+0.0252325j 0.012982-0.0108619j 5.35348e-05-0.0138112j -0.0161957-0.0283879j 0.0226592+0.00312319j 0.0296903-0.0100295j -0.0164239-0.00101797j -0.0157758+0.0171655j -0.00446634+0.0280872j -0.0249978+0.00574849j -0.0360459-0.00477817j -0.00456839-0.0389147j -0.025008+0.0134588j 0.0120232-0.0314143j 0.0382765+0.00977928j 0.0277789-0.0141677j -0.0132955-0.0269009j 
-0.029251+0.0496358j -0.0495723-0.0299112j 0.0518275+0.00367053j 0.00547416-0.0545927j -0.000677111-0.00727533j -0.0162829-0.0387727j 0.0471909-0.0191108j 0.0262278+0.020554j -0.00930064-0.0351j -0.0237525-0.0166412j -0.0227119-0.00839571j 0.0203104+0.0126339j 0.0363763-0.0192124j -0.0264265+0.032783j 0.00406741+0.00471323j 0.0117094+0.0121673j -0.00178567+0.0363355j 0.00644771-0.0157485j 0.0268834-0.00689428j 0.0248292+0.0155396j -0.000883137-0.00221671j 0.0316395+0.0107611j -0.0229443-0.0280817j -0.0037029-0.0176873j 0.0131597+0.0110993j -0.0142133-0.00560529j -0.0169609+0.0343319j -0.0204233+0.00965763j 0.0136048+0.0357706j 0.0174636-0.014841j -0.00840942-0.0132271j 0.000195808+0.00837452j 0.0160739+0.000819488j -0.00215236+0.0306209j 0.0219355-0.0329427j 0.0216455-0.0112501j 0.00246779+0.00164364j -0.0508473+0.0112433j -0.00730112-0.00893875j -0.00735255+0.00805964j -0.0119395+0.0104377j 0.0257914+0.0297385j -0.0297531+0.0227905j 0.025503-0.00160987j -0.00552017+0.00925202j 0.00154469+0.0222219j -0.00772953-0.00754429j 0.0161717+0.0192891j 0.0102424+0.00815258j 0.00104117+0.0158537j -0.0264168-0.0163387j -0.00113483+0.0200511j 0.0108398+0.0099036j -0.00464348+0.00974148j -0.00124961-0.0288443j 0.0178608-0.0219321j -0.0244053-0.00851916j -0.00626813-0.0153673j 0.0454455-0.0056774j 0.0253952-0.00909385j 0.0324108-0.00942799j 0.0329307-0.0290266j -0.00688594-0.0383482j -0.0124924-0.036427j -0.0369878-0.0366293j 0.0299096-0.0129171j 0.0198608-0.0152808j -0.0168743-0.00474706j 0.00511786+0.045548j -0.00357709+0.0177849j -0.0238507+0.0332745j -0.0441739-0.02912j -0.0161203+0.0258058j -0.0214917+0.0496258j -0.050094-0.0249753j 0.0432917+0.0329442j 0.0328258-0.0444205j 
0.00137801+0.0121136j -0.0116231+0.00135194j -0.0144979+0.0295389j 0.0329445+0.0137225j -0.0101079-0.0233886j -0.0189346+0.0264742j -0.0248263-0.0036867j -0.0230733+0.000281952j 0.00700073+0.0308705j 0.0287991+0.00759411j 0.0111566-0.00929074j -0.0135986-0.00262475j 0.00117935+0.00491527j 0.00562182-0.0216066j 0.00307192-0.0114968j -0.00476851-0.0136469j 0.0285426-0.0196295j -0.0106187-0.00870995j -0.00596605+0.00177578j -0.0142201+0.0056614j 0.000747358-0.00645238j -0.00583855-0.00932151j 0.00553432+0.00890578j -0.0176967-0.00984916j -0.0102966-0.0141923j 0.0156941+0.0122228j -0.00222273+0.00369111j 0.00392469-0.00317019j -0.00444764-0.0154862j 0.0087841+0.00852556j 0.0100951+0.00288529j -0.00152076-0.0088748j -0.0182016-0.00589343j 0.00419423-0.0101178j -0.00448331-0.000365111j 0.0139167-0.0167738j 0.0136518+0.0113941j 0.0137463-0.0133116j 0.00388207-0.0283803j 0.00573049-0.000289765j 0.0105694-0.0091363j 0.00859121+0.00884502j 0.0141083-0.00446086j -0.00452826+0.00806824j -0.0133925+0.000825908j -0.0144962-0.0146426j -0.014065+0.0091362j 0.0128297-0.0101943j -0.00472693+0.0090584j 0.00323752-0.000642474j 0.00124782+0.0150303j -0.00383243+0.00818257j 0.00141057+0.00280008j -0.00918501+0.00702344j 0.00210555-0.00144095j -0.00701089-0.0115898j 0.00806713+0.0235013j 0.00407061+0.0236983j -0.00755154+0.00526726j -0.0152259+0.0182691j -0.0389126+2.30461e-05j -0.0131991+0.0100227j 0.00946709+0.0119429j 0.00746727+0.0203615j 0.0179938+0.00774454j -0.0123646+0.0169622j 0.00851848+0.0169084j 0.0362725+0.00126745j 0.0103107-0.0420552j 0.0189663+0.0125814j 0.0190043-0.010986j 0.0260312+0.033951j 0.0259328-0.0263345j -0.0199343-0.000782589j -0.00226424-0.015074j 0.00824777-0.00469283j -0.00475601-0.00823235j 
-0.033193-0.0463043j 0.0459579-0.0330237j 0.0556002-0.043266j -0.0476656-0.0581644j -0.00542126+0.0140069j -0.0141371-0.023137j 0.0244831-0.0313619j 0.0289775-0.00826896j -0.0248121-0.00626689j -0.0247412-0.0113633j -0.0418279+0.012581j 0.00646218+0.00442333j 0.0223019-0.0317108j 0.0007014+0.0114801j 0.000754344-0.00856865j -0.0196153-0.0108975j -0.0131078+0.0316778j -0.00847285-0.00863898j -0.0241869-0.00495245j 0.0132079+0.00496131j 0.016235+0.00444798j 0.0236558+0.0336415j -0.00723933-0.0353492j 0.0218472+0.0160238j 0.0053514+0.0266992j -0.0232829-0.0354489j -0.0373926+0.0117971j 0.000195426-0.0199021j -0.0022906+0.0273615j -0.0211446-0.00478463j -0.0230236-0.00548496j -0.000586847-0.00724718j 0.0267395+0.0255829j -0.0176581+0.0229912j -0.0221109-0.0140913j -0.0182143+0.0407713j -0.00668309-0.00633287j -0.0567824+0.00476376j -0.00279465+0.0408742j -0.0167434-0.000980378j -0.0136234+0.0295149j -0.0306977-0.0236607j -0.0133302+0.0383704j 0.00570579+0.0154779j 0.00145871-0.0065899j 0.00967464+0.00582748j 0.0116361+0.00465436j -0.0279745+0.00584392j -0.00331089+0.0242592j -0.0148434-0.00522528j -0.015776-0.0369062j 0.0058076-0.0062235j 0.00310853+0.00418789j 0.018715-0.0256635j 0.0180335-0.0128726j 0.034623+0.00177896j -0.0158123-0.0178279j 0.0205648-0.0453662j -0.00465698-0.00758604j 0.0114123-0.0291531j 0.042479-0.0222957j 0.0114456-0.0118993j -0.0176652-0.0186207j 0.00675751-0.0114711j -0.0556917-0.0287565j -0.0014516+0.0067586j 0.0227052-0.0274023j -0.031543-0.0209311j -0.00906204+0.0224049j 0.00506796-0.0197167j 0.00981893+0.0400857j -0.0534796-0.00495458j -0.0237899+0.0380614j 0.0342297+0.0537862j -0.0480073+0.0304709j -0.0513019+0.0324529j 0.0316803+0.0514661j 
-0.0150004+0.0110003j -0.010823-0.0152321j 0.0252845+0.00310766j 0.00215483-0.0258205j -0.00264832-0.000951254j -0.0124089-0.0101782j 0.0120469-0.0170706j 0.0163549+0.00416991j -0.00835591-0.0061723j -5.0205e-05-0.0107316j -0.0124169-0.0123458j 0.000155279-0.0026622j 0.031842-0.0133779j -0.00783514-0.00158089j 0.00793243-0.00659707j -0.00644924-0.00514466j 0.00526643+0.0162188j -0.00237095-0.0114194j 0.00174714-0.00140076j 0.00929049+0.0165245j 0.010949-0.00771947j 0.0247024+0.00953857j -0.00847888-0.0203365j -0.0035744-0.00135089j -0.00612218+0.0125755j -0.00358268-0.0109499j -0.0149212+0.0206819j -0.00796532-0.00433594j -0.00285027+0.0199776j 0.00675865+0.00209657j -0.00144973-0.00340311j -0.00138034+0.00250645j 0.0114553+0.0034182j -0.00842786+0.0129296j -0.0060818-0.0223034j 0.00406572+0.0026406j 0.00889426+0.00591909j -0.0390512+0.00527208j 0.00085498-0.0120262j -0.00928033-0.00226089j -0.005821+0.00786891j 0.00080658+0.00621104j -0.0134393+0.0132834j 0.0142945+0.0118789j -0.00787923+0.00278763j 0.00400137+0.00772749j -0.0025428+0.00225932j 0.0045789-0.00233945j 0.00269936+0.0145234j -0.00606527-0.000951024j -0.0137049-0.0175275j -0.000392198+0.0112418j 0.00348822+0.0100551j -0.00373956-0.00792095j 0.00682354-0.0160804j 0.0106482-0.00341885j -0.0102871-0.00154538j 0.00697078-0.0187321j 0.0145108-0.00760664j 0.00738892-0.00547622j 0.0177625-0.010309j 0.0103553-0.0115367j -0.00355462-0.0160852j -0.00684577-0.00675169j -0.00975031-0.0167673j -0.0130441-0.0044027j 0.00712669+0.00573016j 0.00252081+0.00518683j 0.00209921+0.000640267j -0.00238466-0.00132233j 0.0232739+0.00712846j -0.0104857+0.0141409j -0.00361911+0.0172095j -0.00727454+0.0368813j -0.0339344-0.0115833j 0.0139405+0.0158525j 0.0161193-0.0150394j 
0.0507743-0.123525j 0.123043+0.052607j -0.0644589-0.0850513j -0.0980528+0.0729461j 0.0376797+0.0990194j 0.110447-0.027287j 0.0095193+0.0604469j 0.0177777-0.0255875j -0.0149352-0.0532278j -0.0764895+0.0298428j 0.0126897+0.0758551j 0.0121685+0.00315827j -0.125258+0.0268464j 0.0179074+0.0444927j -0.035181+0.051239j 0.00660397+0.0387595j -0.109686-0.0310545j 0.0206814+0.0530441j -0.00505856+0.015997j -0.0219616-0.0950138j -0.0220158+0.0444889j -0.0602622+0.0126398j 0.0201327+0.0215304j 0.0470452+0.0608665j 0.0296402+0.00667516j -0.0317157-0.0315238j 0.0120924-0.0778951j 0.0444849-0.00787272j -0.00230348-0.038493j -0.0626237-0.0220425j -0.0409373-0.00791846j -0.0132884+0.0142778j 0.0237218+0.0226428j 0.00624213-0.0226836j -0.00979244+0.105969j -0.0750982+0.0576382j -0.070254-0.0584209j 0.084434+0.00246497j -0.00213529+0.117485j 0.0174614-0.00568601j -0.0379195+0.0307847j -0.0602185-0.0708331j 0.0271129-0.0296751j -0.0335255-0.0506925j 0.0747783-0.0480464j -1.50525e-05-0.00216745j 0.0594005-0.0142042j -0.0470686+0.0154554j -0.0018275-0.0500312j -0.0115529-0.0345289j 0.0632626+0.00288476j 0.0588273-0.081297j 0.0246427-0.0510535j 0.052191-0.03444j -0.00742693+0.0691517j -0.0245245+0.0712883j 0.020353-0.0277502j -0.023162-0.0147922j -0.0431184+0.00253961j -0.00663624+0.00871691j 0.0653985+0.0479874j -0.0364205-0.00945109j 0.000128348-0.00890657j 0.00355339-0.0511403j 0.00279405+0.0538768j 0.0385643-0.0251284j -0.0897245-0.0462696j -0.062587+0.00935559j -0.0483765+0.0223235j -0.0587924-0.0189107j -0.0716937-0.0391659j -0.0090707-0.0662881j -0.0029172+0.0474894j 0.114222-0.107084j 0.102032+0.105701j -0.119201-0.0508763j -0.0519198+0.120816j 
-0.0367647-0.0405706j 0.0399022-0.0363697j 0.061164-0.0398496j -0.0433095-0.0627262j -0.00283874+0.0148713j -0.00183308-0.0344014j 0.0411952-0.0197633j 0.0275994-0.000179865j -0.0280455-0.0248323j -0.0340419-0.00547294j -0.0360576+0.00736864j 0.0115671+0.00307089j 0.0190169-0.030403j -0.010928+0.0248259j -0.00516064-0.0054342j -0.00608812+0.00393978j -0.0199954+0.0359197j -0.00419082-0.0106126j -0.0140397+0.00196158j 0.014108+0.00205932j 0.0120449+0.0116233j 0.0231419+0.0369756j -0.00892247-0.0403643j 0.0269846+0.0162004j 0.0187214+0.0260162j -0.0223022-0.0354701j -0.0325675+0.0153963j 0.00120931-0.0186407j -0.00336325+0.0394578j -0.0206252-0.00997412j -0.0318976-0.0110072j 0.00183517-0.00580969j 0.0405621+0.0188095j -0.0125242+0.0225358j -0.0116615-0.0127477j -0.0102298+0.0419201j -0.00624802-0.00798631j -0.0692508+0.00632057j -0.00421122+0.0489588j -0.0238251+0.00454916j -0.0254552+0.0374078j -0.022614-0.0110664j -0.0178479+0.0419139j 0.00332419+0.00275747j 0.00218716-0.00591898j 0.00200248+0.0159665j 0.00630529-0.0079807j -0.0259157+0.00362374j 0.002974+0.0202117j -0.0127278+0.000866018j -0.0194267-0.0422798j 0.015732-0.00521491j 0.0107095+0.00290037j 0.0229128-0.00691331j 0.00727223-0.0248184j 0.0343309+3.3642e-05j -0.0187281-0.0133252j 0.00948262-0.0404148j 0.0176329-0.00833352j 0.0230426-0.0303274j 0.0575021-0.0103545j 0.00128497-0.0166958j -0.0168539-0.0418832j 0.0184377-0.0210279j -0.0522687-0.0300863j 0.0201123-0.00876502j 0.0190281-0.040653j -0.0301233-0.00653242j 0.0144061+0.02921j -0.00950623-0.0100729j 0.00238504+0.0366249j -0.0571023-0.0115086j -0.0297383+0.0490853j 0.0448605+0.0577667j -0.0523827+0.038744j -0.0487786+0.0320511j 0.0319275+0.0489753j 
