-0.000607141+0.00274265j -0.011607-0.00462832j -0.0102599-0.00480262j 0.00489575+0.0007175j 0.0101287+0.00718369j 0.00396726-0.00388662j 0.002813-0.00507063j -0.0060363-0.00484712j 0.00275785+0.00656792j -0.00123407-0.00506256j 0.0068417+0.00824299j -0.0088857-0.000681856j -0.00129684-0.00349413j -0.00519573-0.00251622j -0.00101502-0.00175065j 0.00236168+0.00168206j -0.00470565-0.00142445j -0.000778483-0.00387554j -0.00472021+0.000329833j 0.00205599+0.00142512j 0.00125025-0.000773278j 0.00780738+0.00600013j 0.0012596+0.000989622j -0.00181134-0.0052807j -0.00474526-0.00143264j 0.0103665+0.0111153j -0.00148646+0.00474501j -0.0036932-0.00268471j -0.00534381-0.00605354j -0.00801687-0.0105265j 0.00829899-0.0057592j 0.00231659+0.00851353j -0.0100404+0.000632201j 0.0122711+0.00605534j 0.015306+0.0091197j -0.0124346-0.0105207j -0.00214488+0.015869j 0.0214591+0.00658531j -0.013637-0.003534j 0.00575478+0.0156043j 0.0133674-0.00208052j 0.028725-0.0265723j -0.0102704-0.0184374j 0.0411747+0.0125774j -0.02471-0.0371163j -0.0516132+0.00898925j -0.0422098-0.0154598j 0.00788219-0.0140294j -0.0557952+0.0312294j -0.00907212+0.0412119j 0.06304+0.0449051j -0.0119776-0.00179567j 0.0489643+0.0192413j -0.00381379+0.0160881j -0.0325089-0.0173976j 0.0516419-0.0133338j -0.0043234+0.00189733j 0.00312418-0.0163483j -0.00142371+0.00300518j -0.0140861-0.00025284j 0.00255698+0.0223466j -0.00771197+0.0166423j -0.000957129-0.00678491j 0.0267526-0.00170116j 0.0020817+0.0181098j 0.0160022+0.00333382j -0.0010415-0.00397468j 0.0240251-0.00376041j 0.00683639-0.0084807j 0.0154171+0.010443j -0.00736091-0.00402819j 0.0198917+0.014245j -0.0154501+0.00327935j -0.00646926-0.00100818j -0.0145159-0.00596021j -0.00640818+0.00419842j 0.00437398+0.0197888j -0.0123782-0.00168374j -0.0212864+0.0121386j 0.0219351-0.0129512j -0.000990632+0.0106182j 0.00532242+0.0117138j -0.00657206-0.00696622j 0.00147733+0.00451084j -0.00598023+0.00712494j 0.0036524+0.00373493j -0.0167747+0.0103325j 0.0104863+0.0262729j -0.0129177-0.00492539j -0.00747385+0.0163133j 0.000471077+0.00553984j -0.00999587-0.0272317j 0.00298588-0.00605992j 0.00236773+0.00952834j 0.00203408-0.0338103j 0.0373398+0.00158561j -0.00247164+0.0453502j -0.0489827-0.00958741j 
0.00277435-0.00143368j 0.00174993+0.00204735j -0.00584748+0.00219963j 0.00604549+0.0108952j 0.0115361+0.014257j -0.0169286-0.0033971j -0.0135269-0.00562947j 0.00703732+0.000138457j 0.00856426+0.0135475j 0.0127518+0.00542427j 0.000988638-0.00160005j -0.0189537-0.0142016j 0.0244177+0.0102865j 0.00573746-0.00106891j -0.0192083+0.00219267j 0.00199172+0.00498048j 0.00787287+0.00581601j -0.00928247-0.0153191j 0.00240604-0.0072331j -0.0115031+0.0059536j 0.0502441+0.0268558j -0.0279117-0.0048113j -0.00481309+0.00655242j -0.0488694-0.00187625j -0.0203437-0.0029262j -0.0167756+0.010176j 0.0103068-0.00578625j -0.00981688-0.00859497j -0.0534945-0.00538325j 0.0160215-0.00139691j 0.00292524-0.00139008j -0.00520142+0.00615053j 0.00184802-0.0109535j -0.0146758+0.0194177j 0.00203554-0.00631372j -0.000487648+0.0059434j -0.00829992+0.00777519j 0.0153583-0.00171331j -3.91878e-05+0.0168124j -0.00053491-0.006092j -0.00806959+0.00333479j 0.00207501-0.000228653j -0.014534+0.00466593j -0.00410051+0.0121008j 0.0112492+0.00115545j 0.002104-0.00804215j -0.0167013-0.0127222j 0.027071-0.0260977j 0.0180295-0.00828358j -0.0283011+0.000938055j 0.0077028-0.0107274j -0.0112028-0.00346764j 0.00291615+0.00987505j -0.00821676+0.0240138j -0.00690042+0.0192772j 0.00303052-0.00324055j 0.00722804-0.00563624j -0.0089167+0.0123819j 0.00253222-0.00512419j -0.0047812-0.000838709j 0.00046662-0.0121452j -0.0154284+0.0180351j 0.00303519+0.00835775j -0.00660327-0.00344935j -0.00301505-0.00104698j -0.0155878+0.00822648j 0.000485855+0.0134423j -0.00350274-0.021653j 0.00224254-0.0146537j -0.00364994-0.00595478j 0.00563979-0.0121819j 0.00750211+0.00125425j -0.00184025+0.0116805j 0.010499+0.00687492j -0.00326438-0.0110013j 0.00872334-0.00780138j -0.00869507-0.0259432j -0.00345593-0.0273901j -0.000608084+0.00565467j -0.000734497+0.00946108j 0.00370851-0.00333766j -0.00557433-0.0147318j 0.000885391+0.0125987j -0.00130615+0.0184589j -0.00715372-0.00343905j -0.000402605+0.0115749j -0.00443699-0.0178874j 0.00683416+0.00854142j -0.00288107-0.00595351j -0.0108899-0.0252815j -0.00310889-0.00317654j 0.00770756+0.00638081j 0.000751316-0.000463233j 0.00177911-0.00598031j -0.00440672+0.00718651j -9.57536e-05-0.00189929j -0.0124968-0.00652602j 0.0013675-0.00595348j 
-0.00381826+0.00439967j -0.00538077-0.00338402j 0.00695576-0.00402903j -0.00401556-0.0128485j -0.0123001-0.00656471j -0.00998772-0.0154288j 0.0155469-0.00416024j 0.0209583+0.00790829j 0.000421983-0.00375417j 0.00370159+7.66739e-05j 8.04511e-05+0.00329694j -0.0236947-0.00116732j 0.020968+0.00147695j -0.0171894-0.00338118j -0.0285064-0.0200404j 0.0111917+0.00814365j -0.000518962-0.00165604j 0.0124141-0.00164298j 0.0205155+0.0244348j -0.0178907-0.00591212j 0.00767597-0.00115668j 0.0146166-0.0082179j -0.0410797+0.0120266j 0.00696252-0.00567217j -0.0117854+0.0127341j -0.00981901-0.0126156j 0.0101858+0.00234977j -0.00830627+0.00501203j -0.0169843+0.000273456j 0.0272349+0.00581197j -0.0327781+0.00914204j -0.0139411+0.00851799j 0.00732853-0.00816942j 0.0159908-0.00864026j 0.00455065+0.000741567j -0.00632813-0.00313426j -0.005393+0.0108277j -0.0135241-0.00472914j -0.0198438+0.00175985j -0.00969557+0.00207937j 0.0110935+0.00149154j -0.0142841+0.000843538j 0.0055883+0.0140144j 0.0276766-0.0233169j -0.0183901-0.00749053j -0.0184724+0.002858j -0.0154694+0.0150474j -0.024139-0.00210987j 0.00659595-0.000703332j 0.0168724-0.0187714j -0.00297868+0.0219585j 0.00120363-0.0141148j -0.00578192+0.00908052j -0.00438174-0.00751125j -0.0141297+0.00767515j 0.00889806-0.0127085j 0.00820405-0.00825468j -0.00993417+0.00848553j 0.0125843-0.012946j 0.00395642-0.0112209j -0.00118189+0.00226333j 0.00276895-0.0244206j 0.00257099+0.00376646j 0.000347182-0.00110538j 0.0136724+0.0110903j 0.00628541+0.0187275j 0.00611686-0.00450546j 0.00804928+0.00414033j 0.00397565+0.00901363j 0.00431778-0.00564888j -0.00682015-0.0299135j 0.00184447+0.00595621j 0.0054457+0.00964368j 0.00416007+0.0166054j -0.0108677-0.00314587j 0.00297294+0.00768383j 0.00586662+0.000686735j -0.00102855+6.91078e-05j 0.00763664+0.000402745j -0.0062929-0.0131236j 0.000663838-0.00180655j 0.00452325+0.00712979j 2.1131e-05-0.00693291j 0.00872765+0.0108894j -0.006342-0.0206181j 4.95643e-06-0.0160649j -0.000376172-0.000732419j 0.00343293-0.00707565j 0.0128233+0.00906499j 0.00239505+0.0163551j -0.001553-0.00354938j -0.00134698+0.0108284j -0.00269905-0.00419935j -0.00483026+0.00819313j 0.0021647-0.0168905j 0.00413393+0.00184163j 0.00980047+0.0106088j -0.0154026-0.000729558j 
-0.00177005+0.00739096j -0.00829952-0.00247116j 0.0208573-0.00284223j -0.00440648-0.019488j -0.00191927+0.0159635j -0.0289474-0.0100726j -0.0111672-0.0171184j -0.0141044-0.0161091j 0.0226332+0.00244056j 0.0333534+0.0124648j -0.0379708+0.00792464j -0.0150296+0.0120392j 0.00132143-0.00230093j -0.00406971+0.0114169j 0.00958075-0.00634591j -0.00181533-0.00705972j -0.00584102+0.0115173j -0.00883355-0.00842403j -0.018742+0.000928443j 0.00170304+0.0030771j -0.00256353+0.00932867j -0.0114986-0.0093198j 0.0106033-0.0045964j -0.00823754+0.000973899j -0.00316805+0.00809835j 0.00344387-0.0040482j 0.00251408+0.00157464j 0.000240734-0.00142785j 0.0113088+0.00284384j -0.0136216-0.00761073j 0.00546166-0.0181533j -0.00117295+0.00162782j -0.021877+0.00940743j 0.0196024+0.00626773j 0.0115088+0.00427856j 0.0065957-0.0123536j -0.0149689+0.0144648j -0.0436604+0.0135483j -0.029278+0.00385112j -0.0266803+0.00272481j 0.00323184-0.00485484j 0.00945392-0.00749074j -0.00839234+0.00878164j 0.00335078-0.00544431j 0.00273209+0.00098315j -0.0125301-0.0141443j -0.0175047+0.000187962j 0.00663687+0.0180444j -0.0109703+0.0108884j 0.00661789-0.00321915j 0.0344233-0.0128069j -0.0205579+0.0221148j -0.0153912-0.00015755j -0.00940156-0.0133637j -0.00775974-0.00244911j 0.00778817+0.00383734j -0.00248441-0.0430702j 0.00526381-0.00529861j 0.00316006+0.0182067j -0.0105606+0.0056275j -0.00416442+0.0052538j -0.00893706+0.00553372j 0.00690878+0.0108432j 0.00754232+0.0129038j 0.00404332-0.00162103j -0.000989004+0.00222526j 0.00329702+0.0101759j 0.00479641-0.000533974j 0.00800427+0.00688286j 0.00297921+0.00379686j -4.19616e-06+0.0077292j 0.00297007-0.00416686j -0.00868582-0.00268985j -0.00735615-0.00493497j -0.00346198-0.00287734j -0.000522965-0.000677481j 0.00453119-0.000167938j -0.00360926+0.00405943j -6.90212e-05-0.00382093j -0.000945294+0.00995037j 0.00441392-0.00931355j -0.00168064-0.0135324j -0.0106875+0.00395027j 0.00505944-0.0119463j 0.00476517+0.009808j 0.0039712+0.00347289j 0.000432935-0.0165799j 0.00438163-0.00664826j 0.00699145-0.00680941j -0.00728314-0.000648727j 0.00157277-0.000444919j 0.00231006+0.0160838j 0.00442303+0.00364308j -0.00602881+0.0166123j -0.00490616-0.023929j 0.00442028-0.00640724j -0.0153923+0.000669335j -0.021884-0.0130931j 
-0.00114236-0.00552824j 0.00440311+0.00106657j -0.00467634+0.0189839j 0.0224622+0.00801499j -0.0286522-0.0147199j -0.0119883-0.0250114j 0.00506713+0.014502j -0.0239411-0.0185707j -0.0048691+0.00325472j 0.0269789+0.00416889j 0.00547755-0.00435925j -0.0221862+0.00638521j 0.00762922-0.00503119j -0.0081436+0.00250652j -0.0119288+9.2006e-05j 0.00873529-0.00238488j -0.0137385+0.00979221j -0.0206823+0.012507j -0.0129578+0.00570616j -0.00623514-0.00110938j -0.0053099+0.00732028j -0.0177053+0.00292545j 0.00262875+0.0113527j -0.0360805+0.00812107j 0.020871-0.00513026j 0.000664913-0.00488255j 0.00824667-0.000124279j -0.000552855+0.0120604j -0.00197828-0.00628325j -0.00466152+0.00833201j -0.0146328+0.00884304j 0.00826383+0.000615736j 0.0149407+0.00413311j -0.0137494+0.00486303j 0.0018603-0.0117612j -0.0173483+0.00873382j 0.037493-0.00585707j 0.0166218+0.0100531j -0.0286132+0.00670644j 0.0141905-0.000903035j -0.0245877-0.00554251j 0.0190301-0.00949932j -0.0103023-0.0181551j 0.00216057+0.00849228j -0.0127427+0.00119436j 0.0399606-0.020323j -0.0150446+0.00430619j -0.0214502-0.00198735j 0.00681133+0.00618532j 0.0153491-0.000883288j -0.00103083+0.00281722j -0.0148024-0.00276016j 0.000591824+0.00334245j 0.00495173-0.0126158j -0.0100792-0.00935758j -0.00218542+0.00403204j 0.00183773-0.0120498j -0.0038602+0.0102513j 0.00713786+0.0050545j -0.0043712+0.0031801j 0.0149387+0.0306914j 0.0144204-0.0124803j 0.00340651+0.0200001j 0.00297554+0.00411429j 0.00762111+5.32731e-05j -0.00398044-0.0100333j -0.00491251-0.00170292j -0.0123456-0.00991022j -0.00996359+0.00145784j 0.002938-0.00409112j 0.00257154+0.00630546j 0.00767279-0.0108512j 0.00746073+0.00597824j 0.00677642+0.00153986j 0.00350835-0.00222763j 0.00126735+0.0100672j -0.000842313+0.0136781j 0.00379665-0.026611j 0.000401335-0.0230783j 0.000197893+0.00912952j -0.00388653-0.00139649j -0.00315525-0.00715917j 0.00521217+0.00307898j -0.00549311-0.00206137j 0.00133012-0.00468496j 0.000467474-0.00431169j 0.0004419+0.0149519j -0.00575554-0.0115475j 0.000598098+0.00984533j 9.31091e-05-0.00970076j -0.00425456+0.0122244j -0.00353597-0.0150278j -0.00725801+0.00468448j -0.00160859-0.0170992j 0.00557685+0.00330338j 0.00431631+0.0147562j 0.0268259+0.0159336j -0.00964536+0.00222084j 
0.0137882+0.0010087j -0.00459648+0.0257933j 0.0121256+0.00291426j -0.0118534-0.0081678j 0.0139169+0.0154145j -0.00869542+0.0129327j -0.0198405-0.00916039j 0.00385105+0.00551779j 0.0155289+0.0123187j 0.00284274+0.0044047j -0.0192457+0.00468192j 0.00716206-0.0117846j 0.0194516+0.00368773j 0.00365005+0.00259886j 0.0121377-0.00644356j -0.00883128-0.00914916j 0.00338139-0.00548605j -0.00260949-0.0073631j 0.00592065-0.00620624j -0.00317638+0.0131175j -0.0104954+0.00281495j 0.0141388-0.00356429j -0.00458237-0.00796892j -0.00703956-0.00576516j -0.0117876+0.00433297j 0.00538304+0.0105693j -0.0187233+0.00415274j -0.0179277-0.00106724j 0.00722737+0.00160269j 0.0102178-0.00574916j 0.0103336+0.00117905j -0.0295337+0.00357876j -0.0178352-0.00754019j -0.0292554+0.00531941j 0.0129874+0.00871987j -0.00411479-0.00335816j -0.0164048+0.00151821j 0.00239675+0.00524223j -0.0114023-0.00374334j 0.00476994-0.014152j -0.0109618+0.0145871j 0.00115186-0.00315961j -0.021261-0.00880249j 0.0464826+0.0101597j -0.0392934-0.00616531j 0.0215968+0.00402529j 0.027632-1.2771e-05j -0.0120811-0.010778j 0.0475361-0.0141165j 0.0278941+0.011473j 0.0265171+0.00458901j -0.0058971+0.0173178j -0.0131389+0.00301223j -0.00940236+0.00785331j -0.00190959-0.00929339j -0.0308671+0.00669547j -0.00195736-0.00770437j -0.0122983+0.00243248j 0.000284515+0.0100647j -0.0116813+0.00538189j 0.00574273-0.0184938j 0.00960022+0.00329787j -0.0117905+0.00462191j -0.0130114-0.00177885j 0.012007+0.00254387j -0.00322295+0.0123539j 0.00361247+0.004719j 0.000344395+0.00567051j -0.00455378+0.00773223j 0.00156397+0.00909854j -0.000228013-0.00350996j 0.0026233+0.0123314j -0.00279025-0.00625181j -0.00364443+0.00489491j 0.00260013-0.00653555j -0.00550071-0.00601301j -0.00847527+0.000229444j 0.00484523-0.00191951j 0.00376421-0.0144714j 0.00157475+0.0115532j -0.000299209-0.00396855j -0.00693611+0.0196004j -0.00199488-0.00122881j 0.000131328+0.00498602j 0.00381389-0.00483626j 0.000814304+0.00240485j -0.00514231-0.00188794j -0.00164161-6.86339e-05j 0.00371113-0.00241312j 0.00627908+0.0168598j -0.00355589-0.0084475j -0.00480928-0.0079j -0.0107284+0.0233471j 0.00409466-0.0104411j 0.0108173+0.00066181j 0.014335+0.0183558j 0.0563382+0.0347658j -0.00657918+0.0133267j 
-0.00365725+0.0254606j -0.0129792-0.000146225j 0.00955228+0.00973515j 0.0141971+0.00329169j -0.00327598+0.00333502j -0.0140476-0.00782412j 0.00617112-0.00164588j 0.0116565-0.00385612j 0.00377202-0.00381552j 0.0199676+0.0102039j 0.00531822+0.0122638j -0.0185965+0.00804258j 0.00473299-0.00375693j 0.00462582-0.00203213j 0.0103118-0.00390717j 0.00279225+0.00271945j 0.00621596+0.00447631j -0.0145295+0.00257584j 0.00291571+0.00726833j -0.00111702+0.00952699j 0.0123803+0.00223055j -0.00952152+0.000389865j -0.009114+0.000882769j 0.0131421-0.0106494j 0.00773493+0.00350836j 0.00654989+0.0013068j -0.00146983-0.000227302j -0.00602598-0.00690772j 0.00682945+0.000686108j -0.00646678-0.00809794j -0.0158696-0.00535932j -0.00193178+0.0131825j -0.0240579+0.00744035j 0.000889964+0.00634196j 0.0375509-0.00270066j -0.0219589+0.000684309j 0.00704022+0.0112364j 0.0245341+0.000393033j 0.0119725+0.00972062j -0.00644716-0.0048536j -0.000937547+0.00182248j -0.0267305+0.00910536j 0.0329157+0.0178127j 0.00172445+0.0191646j 0.0302119+0.000496333j 0.0347871+0.00751315j 0.0199255+0.0141965j -0.000437351+0.00102671j 0.0214985+0.0137623j -0.0162486+0.00413612j -0.044144+0.0110749j -0.0221285-0.000930932j -0.0306543+0.00382993j 0.000153572-0.0145822j 0.0213944-0.0064684j 0.000468121-0.016444j -0.00491-0.00636691j -0.000421678+0.00179279j 0.00191717+0.000472142j 0.00860633+0.00245058j -0.000952959+0.0201947j -0.0112718+0.0103843j 0.00331731+0.00531505j -0.00229254-0.00111719j 0.00457507+0.0091894j -0.00662399+0.00661392j 0.00357701+0.00950032j -0.00102301-0.00311524j -0.00307243+0.0100416j -0.00634008-5.57216e-05j 0.00408395-0.00268137j -0.00876936+0.0101274j 0.00559415+0.00117114j 0.000454683-0.00709396j 0.00128663+0.00956684j -0.00343847+0.00977243j -0.00428447+0.012674j 0.00507889+0.000712337j 0.00178603+0.0132343j 0.00420753-0.0163359j -0.00316306+0.0113171j 0.00336443+0.0146839j 0.000268588+0.00306968j -0.00619496+0.00678377j 0.000326998+0.00630415j -0.00186001-0.00525396j -0.00349439-0.00580341j 0.00136819+0.0133945j -0.00819965-0.0103498j 0.00813568+0.00631681j 0.00814666-0.00166468j -0.00429255+0.0208987j 0.00701907+0.00540389j 0.00770927-0.0161803j 0.0134217+0.0259279j -0.0120046-0.000448582j 0.00779451-0.0129993j 0.0607351+0.0372689j 
0.00431186+0.00446569j -0.000120268+0.014735j 0.00914221+0.00399545j -0.00108141+0.00225006j 0.00141923+0.000648892j -0.0102567-0.00292381j -0.000484992-0.000648199j 0.00943076+0.00944223j 0.00330064-0.0010612j 0.00304918-0.00350595j -0.00309328-0.00170001j 0.014412-0.00430363j 0.0076812-0.014238j 0.00253286+0.00601182j 0.00510565-0.00484604j 0.00412563+0.00466985j 0.000742543-0.00587604j -0.0115456-0.0027498j 0.00283658-0.00634331j -0.00117282-0.000514668j -0.00714869+0.00576207j 0.00666276-0.00264093j -0.00120289+0.00525726j -0.0195628+0.00998923j 0.00216294+0.00263312j 0.0121959-0.00976717j -0.000876332-0.0152534j -0.00756527-0.00228704j 0.0103238-0.00310183j 0.00710328+0.00119409j -0.00546071-0.00754635j -0.0244013-0.00820807j -0.00400954+0.0124743j -0.00718563+0.0205069j -0.00591824-0.0131812j -0.0103603-0.00124088j 0.0412563-0.0289622j 0.00627261+0.0148779j 0.0112621-0.0256932j -0.0304906+0.00740145j 0.00231119+0.0225266j -0.0328572-0.0383894j 0.0452436-0.0238354j -0.121324-0.05467j 0.0282182+0.00137738j -0.0250439-0.0225222j -0.0208903-0.0257919j 0.0511576-0.000791417j 0.0103865+0.00762689j -0.0137072+0.000976373j -0.016029-0.00290652j 0.00185975+0.00637972j -0.0124384-0.00444766j 0.0127264+0.00172572j 0.00668423+0.000100904j -0.00616845-0.00463319j 0.00166984-0.00222751j 0.00403881-0.00115431j 0.00181081+0.00296747j 0.000914641+0.00515184j -0.00230864+0.00182635j -0.00557413-0.00757317j 0.00951774+0.00177744j -0.0116-0.0060903j 0.00151851+0.00272279j -0.00765573+0.00616542j 0.00480129+0.00934267j -0.0095334+1.23132e-05j -0.00304521+0.00462899j -0.00852637-0.0017047j 0.0029883+0.00010009j -0.0108104-0.00249509j 0.00791342+0.00471065j 0.00353785+0.00124668j 0.00685307+0.00331503j -0.00139517+0.00344095j -0.0074099-0.00176324j 0.00576111+0.00703652j 0.000244216+0.0123885j -0.0102045+0.00489166j -0.00623819+0.00129147j 0.0122454-0.00221236j 0.000781824+0.0012301j -0.0114316-0.0104402j -0.00996025+0.00284311j 0.000701777+0.00357989j 0.000979728-0.0164807j -0.000353772-0.00702869j -0.00589488-0.00613253j 0.00119356-0.00148232j -0.00469446+0.0462526j -0.0176464-0.0191946j 0.00723972+0.00145743j -0.0270356-0.0213471j -0.0218715-0.0309017j -0.0573605-0.0168753j -0.00138463-0.00132381j 0.0220985+0.0124576j 
-0.0017362+0.0129096j -0.00347462-0.00765052j 0.0049239-0.00351567j 0.00876419-0.00398711j -0.00574004-0.00876587j 0.00749116+0.00134383j 0.0136835+0.00628026j 0.00687751-0.000809733j -0.000726503+0.00958438j 0.00318329+0.00544514j -0.00495027+0.00329737j -0.00604083+0.00345026j -0.0144511-0.00187083j 0.0054135-0.00617625j 0.00618136-0.00207321j 0.00236365-0.00521109j 0.0125913+0.003997j -0.000566231+0.00738637j -0.00352471-0.00888949j -0.00771878-0.000499531j 0.0136385-0.00605384j -0.0141371-0.00553956j -0.00566614-0.013688j 0.011811-0.00248313j 0.00601221-0.000104222j 0.0108318-0.00222623j 0.00419473+0.00741008j -0.00105347+0.01325j -0.0139839+0.00296622j -0.0158923+0.0149452j 0.00577255+0.0184482j 0.0153053-0.00074826j 0.0142272-0.0310868j -0.0333112-0.00541391j 0.000483619+0.00110973j -0.00810487+0.0301351j 0.00649864+0.0266956j -0.00180642+0.0265714j 0.0217172-0.0188043j 0.0186812-0.0306494j 0.0159866+0.0531303j 0.0260123+0.00806666j -0.0624044-0.0489319j -0.0387437-0.0129012j -0.0015249-0.0100861j -0.0246191-0.00826242j -0.0366081+0.00115076j -0.000515162-0.0170372j -0.00275813+0.00140523j -0.0236735-0.00948563j -0.00222804+0.00444316j 0.00178445-0.00102976j 0.00958837+0.00863566j -0.000572579-0.00874353j 0.0135714+0.00718169j 0.0176575+0.00505382j -0.00919192-0.00445933j 0.00604938+0.00711598j -0.00682682+0.00427741j 0.00667727+0.000925567j -0.00949265-0.00169949j 0.00122142-0.000512908j -0.00376188-0.00443032j 0.00831473-0.00495829j -0.00917116-0.00202782j 0.000371383-0.00084191j -0.00364292+0.000475483j 0.00452489+0.0011555j 0.00254275+0.000355487j 0.00309216-0.00302347j -2.85246e-05-0.000726617j 0.0079564+0.00274468j -0.00720248-0.00450547j 0.000905048-0.00188342j 0.00106624+2.44095e-05j 0.00196575+0.000159224j -0.00589128+0.002081j -0.0042309-0.000412542j -0.00285554+0.00139778j 0.000223079+0.00670367j 0.00617232+0.00534946j -0.0021634+0.00499606j -0.000243035+0.00232785j -0.00186256+0.000827074j -0.004277-0.00736881j -0.00414776-0.000732674j -0.00264469+0.0126829j 0.00327509-0.0193585j -0.00252635-0.0187003j 0.00505112-0.0114255j -0.0196539-0.0156305j 0.0071291-0.0243431j -0.000190055+0.00207548j -0.00488356-0.0245032j -0.0397835-0.00960242j 0.0224129+0.0289208j -0.0202774-0.0117379j -0.00455816-0.00561027j 
0.000660213+0.00770544j -0.00144676+0.00028205j 0.00676002-0.00591561j 0.000726051-0.00545187j -0.00458141-0.0143029j -0.000822182-0.00188454j 0.008627-0.00819419j 0.00490045+0.00406357j -0.000764485-0.000538089j -0.00136006-0.00673043j -0.00310091-0.0162783j 0.00342471-0.0227737j -0.0025222-0.0129641j 0.00360384+0.0211117j 0.00607016+0.0196465j -0.00268769+0.0228152j 0.00618483-0.0133285j -0.00313542-0.0180183j -0.00596231+0.0272514j -0.00423862+0.00127772j -4.81609e-05-0.00583309j -0.00369751+0.0262561j 0.0025299+0.0240585j -0.0160662+0.00561348j 0.00345155+0.00524665j 0.0264616+0.0071598j 0.018945-0.00790967j 0.00574776+0.00850063j -0.00576123-0.0434717j -0.0133088+0.00130847j -0.00225591-0.0303763j 0.0208424-0.0291059j 0.00108211+0.00125406j -0.0122481+0.0169911j -0.00852633+0.00354507j 0.00818595+0.00259414j 0.00378467-0.0361619j 0.00494653+0.0259307j -0.00605882+0.0130814j 0.0660495+0.0195517j 0.00989041+0.018256j 0.0142854+0.0167842j -0.0301543+0.0065019j 0.0362278+0.0263866j 0.000696493+0.00968756j 0.0220497-0.00356211j -0.000173598-0.00151416j -0.0156332-0.0241914j 0.0193693+0.0108985j -0.00826859-0.0115729j 0.0006206+0.00395634j 0.00255872+0.00320097j 0.00785843+0.00750867j 0.00148379-0.00553916j 0.0117217+0.00508493j 0.00514706+0.00556364j -0.00881437-0.00754741j 0.000610544+0.00194606j -0.00342154+0.00464936j 0.00422404+0.00435896j -0.0046149-0.00372056j 0.0114894-0.00109518j -0.00877442-0.00765855j 0.000116862-0.00580881j -0.00338508-0.00215132j 0.00231128-0.000679014j -0.00423994-0.00162348j -0.000577635+0.0035636j 0.000635016+0.0021311j 0.00444204+0.00448676j 0.000476462-0.00336612j 0.0100476-0.00127273j -0.00317617-0.00215825j 0.00470368-0.002404j -0.00227535-0.00502458j 0.00132126+0.00609664j -0.00135951+0.0055281j 0.00161055-0.00431175j 0.00100462-0.00767469j 0.00126128+0.0125527j 0.00113158-0.00510153j -0.00432589-0.00760949j 0.000626668+0.00185122j 0.00176121-0.0150221j -0.000120288+0.00547051j 0.00220196+0.00449182j 0.0028304+0.0123084j -0.00395811-0.00998856j -0.00244699+0.00598123j -0.00112954-0.00776098j -0.0069279+0.00544823j 0.00961597-0.00415319j 0.0058988+0.0242048j 0.028816+0.00104785j -0.0117672+0.00118104j 0.0241054+0.0238505j -0.00140859-0.00529821j 0.000162213-4.08562e-05j 
0.00257362+0.00796614j -0.00164995+0.000905203j 0.00371942+0.0040761j 0.00569651+0.00436527j -0.00245065-0.00192662j -0.00350297+0.00824989j 0.00790754-0.00580624j 0.0100876+0.000592568j -0.00192454-0.00996781j 0.000759174+0.000439202j -0.00633574-0.0104442j 0.00233537-0.00156828j -0.00562742-0.00383511j 0.00785858+0.0157468j 0.011042-0.0100335j 0.00499887-0.00843318j 0.00464181-0.0390675j -0.00468308+0.00856504j -0.00344359-0.00603972j -0.00312982-0.022042j 0.00778963+0.00627545j -0.0135518-0.00416465j -0.00408741+0.0194797j -0.00229732+0.00946393j 0.00937511+0.00590087j -0.0152254+0.022338j -0.00900998-0.0226178j -0.00550739+0.0306405j -0.00698844+0.0104409j 0.0079145+0.0294253j -0.0105475+0.0257568j -0.0141396+0.00510298j 0.0227435-0.0142372j -0.0109739+0.0252312j -0.00111705+0.00658611j -0.00551698-0.0614577j -0.00448318-0.00285398j 0.00400007-0.0627766j 0.0317417+0.0530163j -0.00294736+0.00976526j 0.00518753-0.0326871j 0.0537+0.037274j 0.00159128-0.00629656j 0.00626729-0.00430316j 0.00445268-0.00986558j -0.00841655-0.0058082j -0.00254239+0.00707544j -0.000604068-0.00518121j -0.00553389-0.00734817j -0.0121666+0.00338311j -0.0133192-0.00243774j -0.00299703+0.000495261j -0.00538518+0.000494732j -0.00600832-0.00806216j 0.0104485+0.00667499j 0.00290264-0.00140239j -0.00234625+0.000451803j 0.00392635+0.00186711j -0.00227143-0.00140365j 0.00329472-0.00161212j -0.00389643+0.00045995j -0.00154944+0.00478555j -0.00252332+0.00238749j 0.00291345+0.000166865j -0.00690989+0.000199629j -0.000967911+0.00297776j -6.18604e-05-0.00139229j 0.00291854-0.000986795j 0.00560047+0.00677408j -0.000776336-0.0013497j 0.00119707+0.00214205j -0.0011433-0.00257966j -0.000432494-0.00523042j 0.000774526-0.00331794j 0.00459276+0.00126265j 0.00119499+0.000304711j -0.00730683+0.000300752j 0.000747819-0.00342904j -6.46064e-05-0.00479647j 0.00259357+3.26957e-05j -0.000917926-0.00240816j 0.000548969+0.00609946j 0.00263559+0.0161699j -0.000877853+0.00608933j 0.00161578-0.0124467j 0.00502788-0.00501119j -0.00279631+0.00974654j 0.00262234+0.00798425j 0.00849455+0.0142453j 0.00303678-0.00843062j -0.00405424-0.00701407j 0.015754+0.0227308j 0.00571821-0.00824898j -0.00563227-0.00838346j -0.00366284+0.0059835j 0.00390618-0.000488986j -0.0108045-0.00623588j 0.00556609-0.00141043j 
