-0.288279-0j -0.356728-0j -0.208091-0j 0.108076-0j -0.0417774-0j -0.0255833-0j -0.0365552-0j -0.0150783-0j -0.0225059-0j -0.00324844-0j 0.0767293-0j 0.0110749-0j -0.0207579-0j -0.00299614-0j -0.020973-0j -0.0181631-0j -0.00302719-0j -0.00262162-0j -0.0149838-0j -0.00216273-0j -0.0047874-0j -0.000691002-0j -0.0166698-0j -0.00294684-0j -0.00024557-0j -0.0184501-0j -0.00326155-0j 0.0440222-0j -0.000271796-0j -0.00972407-0j 0.0444784-0j 0.0077821-0j -0.00171899-0j -0.0170171-0j 0.000648509-0j 0.00786275-0j -0.00601646-0j -0.000143249-0j -0.00992665-0j 0.000655229-0j -0.0105288-0j -0.00300823-0j -0.00106357-0j -0.000250686-0j -0.0017548-0j -0.0061418-0j -8.86308e-05-0j -0.00186125-0j -0.000146233-0j -0.00160224-0j -0.00108573-0j -0.000155104-0j -0.000283239-0j -9.04773e-05-0j -2.36032e-05-0j 
-0.0195976-0j -0.0360828-0j 0.00709194-0j 0.00122041-0j -0.00284008-0j 0.000816408-0j -0.00369754-0j 0.000513882-0j 0.000767022-0j 0.00011071-0j 0.000866443-0j 0.00012506-0j 0.00418816-0j 0.000604509-0j -0.00142577-0j 0.000579617-0j -0.000205792-0j 8.36605e-05-0j -0.00151561-0j -0.000218759-0j 0.000163159-0j 2.355e-05-0j -0.0827984-0j 0.000100431-0j 8.36925e-06-0j -0.091641-0j 0.000111157-0j 0.215021-0j 9.26306e-06-0j 0.240983-0j -0.0731994-0j -0.000260812-0j -0.000292302-0j -0.500386-0j -2.17343e-05-0j 8.87878e-05-0j -0.379903-0j -2.43585e-05-0j 0.098349-0j 7.39898e-06-0j -0.0489675-0j 0.000606947-0j 0.000460807-0j 5.0579e-05-0j -0.000119293-0j 0.0905396-0j 3.84006e-05-0j 5.93956e-05-0j -9.94111e-06-0j -0.00795826-0j -0.000109821-0j 4.94963e-06-0j 9.65304e-06-0j -9.15173e-06-0j 8.0442e-07-0j 
-0.00300823-0j 5.21354e-05-0j 0.00425019-0j -0.0533469-0j 0.000293525-0j -0.0374793-0j 0.0172491-0j -0.0219045-0j 0.022596-0j 0.00324081-0j -0.00109653-0j -0.000157268-0j -0.0205067-0j -0.00294115-0j -0.0204575-0j -0.000770371-0j -0.0029341-0j -0.00011049-0j 0.0289729-0j 0.00415542-0j -0.0188842-0j -0.00270845-0j -0.000173952-0j -0.139951-0j 0.00036877-0j -2.74043e-06-0j -0.00220478-0j -0.000452008-0j 5.80959e-06-0j -0.000101472-0j -0.000450925-0j -0.363659-0j -0.0816381-0j 2.48704e-06-0j 0.000958239-0j -0.362787-0j 0.000310891-0j 0.000215116-0j 0.000202748-0j 0.000955942-0j -0.0003168-0j 0.00200092-0j 0.250124-0j -5.27241e-06-0j 0.163119-0j -0.000185597-0j -0.000659076-0j -0.254878-0j -0.000429818-0j 8.21699e-05-0j -0.14932-0j 0.000671604-0j 0.066109-0j 0.000393457-0j -0.000174197-0j 
0.0100062-0j -3.53236e-05-0j 0.00283346-0j 0.0117838-0j -0.000976341-0j 0.00841875-0j -0.0116869-0j -0.014603-0j 0.015064-0j 0.00216054-0j 0.000242211-0j 3.4739e-05-0j -0.0693226-0j -0.00994253-0j 0.0680471-0j 0.000173044-0j 0.00975959-0j 2.48187e-05-0j -0.0196302-0j -0.00281544-0j -0.0125895-0j -0.00180563-0j -0.000115968-0j -0.0933007-0j 0.000245847-0j -1.82695e-06-0j -0.00146986-0j -0.000101472-0j 3.87306e-06-0j -0.000470668-0j 9.96047e-05-0j -0.0816381-0j -0.378671-0j 8.40739e-06-0j 0.000215116-0j 0.080136-0j -4.1855e-05-0j 0.000997797-0j -0.000674394-0j -0.000211158-0j 7.1161e-05-0j 0.00676408-0j -0.033674-0j -1.78233e-05-0j -0.542577-0j 0.000125748-0j 8.87308e-05-0j 0.0572519-0j 0.00142969-0j 5.47799e-05-0j 0.101169-0j -0.000150859-0j 0.0440727-0j -0.000266581-0j -0.000116131-0j 
0.0280023-0j -0.0166064-0j -0.00928035-0j -0.00174381-0j -0.00394257-0j 0.00369754-0j -0.00175087-0j -0.00350591-0j -0.00109597-0j -0.00015819-0j 0.00120279-0j 0.000173608-0j -0.00198399-0j -0.000286365-0j -0.00203641-0j -0.00255038-0j -0.00029393-0j -0.000368115-0j 0.000657522-0j 9.49052e-05-0j -0.00246586-0j -0.000355916-0j 0.118308-0j -0.000143503-0j -1.19586e-05-0j -0.127215-0j 0.000154307-0j -0.101859-0j 1.28589e-05-0j -0.344333-0j -0.10455-0j 0.000123551-0j 0.000417662-0j -0.230293-0j 1.02959e-05-0j 0.000126815-0j -0.211443-0j 3.48051e-05-0j -0.128697-0j 1.05679e-05-0j 0.221686-0j 0.000279335-0j 0.000256472-0j 2.32779e-05-0j 0.000156104-0j -0.204786-0j 2.13727e-05-0j -0.000268896-0j 1.30087e-05-0j 0.208355-0j 0.000248397-0j -2.2408e-05-0j -0.000252726-0j 2.06998e-05-0j -2.10605e-05-0j 
0.000250686-0j -4.34462e-06-0j -0.000354182-0j 0.0135247-0j -7.44155e-05-0j 0.00950187-0j -0.00437304-0j 0.0055533-0j 1.9571e-05-0j 0.0387283-0j -9.49728e-07-0j -0.00187939-0j -1.77613e-05-0j -0.0351474-0j -1.77188e-05-0j -6.67238e-07-0j -0.0350631-0j -0.00132038-0j 2.50942e-05-0j 0.049658-0j -1.63561e-05-0j -0.0323665-0j 1.4496e-05-0j -0.00036877-0j -0.135519-0j 2.28369e-07-0j -5.80959e-06-0j 3.76673e-05-0j -0.00213497-0j 8.45598e-06-0j 3.75771e-05-0j -0.000958239-0j -0.000215116-0j -2.07253e-07-0j -0.352143-0j -0.000955942-0j -2.59076e-05-0j -0.079053-0j -1.68957e-05-0j -0.351299-0j 2.64e-05-0j 5.27241e-06-0j 0.000659076-0j 0.00193756-0j 0.000429818-0j 1.54664e-05-0j 0.242204-0j -0.000671604-0j 0.157954-0j -6.84749e-06-0j -0.000393457-0j -0.246808-0j 0.000174197-0j -0.144592-0j 0.0640156-0j 
0.0017548-0j -0.00425019-0j 0.00490448-0j 0.031119-0j 0.0235449-0j -0.00736641-0j -0.00963951-0j -0.00505181-0j -0.013181-0j -0.00189047-0j -0.0879571-0j -0.0126152-0j -0.0121572-0j -0.00174364-0j -0.0112491-0j 0.0208209-0j -0.0016134-0j 0.00298622-0j -0.0339782-0j -0.0048733-0j 0.0363282-0j 0.00521034-0j 0.000101472-0j 0.0816381-0j -0.000215116-0j -0.000219822-0j -0.176855-0j -0.00026797-0j 0.000466013-0j 5.91919e-05-0j -0.000247953-0j -0.215593-0j 0.0476222-0j -0.000202748-0j 0.000568086-0j -0.199489-0j 3.66231e-05-0j -0.000125484-0j 0.00023396-0j 0.000525651-0j 5.86948e-05-0j -0.163119-0j 0.0294648-0j 0.000429818-0j 0.188231-0j 4.35017e-05-0j -7.76395e-05-0j 0.0472223-0j -0.000495987-0j -0.000431438-0j 0.0349989-0j -0.000124431-0j -0.347109-0j -9.2222e-05-0j 0.000914631-0j 
0.00346439-0j 0.0063786-0j -0.00125369-0j 0.0102051-0j -0.0237487-0j 0.00682679-0j -0.0309188-0j 0.00429707-0j 0.0130458-0j 0.00187108-0j 0.0147368-0j 0.00211361-0j 0.0712338-0j 0.0102166-0j -0.02425-0j 0.00985835-0j -0.00347804-0j 0.00141392-0j -0.025778-0j -0.00369719-0j 0.00277508-0j 0.000398013-0j -0.000100431-0j -0.0808008-0j 0.00021291-0j -0.000111157-0j -0.0894301-0j 0.000260812-0j 0.000235648-0j 0.000292302-0j -8.87878e-05-0j 0.209834-0j 0.235169-0j -0.000606947-0j -0.000552911-0j -0.0714333-0j -0.000460807-0j -0.000619669-0j 0.000119293-0j 0.000188227-0j -5.93956e-05-0j -0.488314-0j -0.370738-0j 0.0012867-0j 0.0959762-0j 0.000109821-0j 0.000976892-0j -0.0477861-0j -0.000252897-0j -9.65304e-06-0j 0.0883552-0j 0.000125916-0j -0.00776626-0j -0.000232816-0j 2.04641e-05-0j 
-0.0070192-0j 0.000612213-0j 0.0099171-0j -0.000871905-0j -1.4479e-05-0j -0.00791904-0j -0.00428204-0j 0.0010805-0j -0.000547987-0j -7.90951e-05-0j -8.81098e-06-0j -1.27176e-06-0j 0.0025028-0j 0.000361249-0j 0.000496126-0j -8.00255e-05-0j 7.16096e-05-0j -1.15507e-05-0j -0.00353609-0j -0.000510391-0j 0.000457971-0j 6.61024e-05-0j 0.059154-0j -7.17514e-05-0j -5.97928e-06-0j 0.00093191-0j -1.13037e-06-0j -0.256308-0j -9.41974e-08-0j 0.0345065-0j -0.0508074-0j 0.000310891-0j -4.1855e-05-0j -0.00425628-0j 2.59076e-05-0j 6.16273e-05-0j 0.152433-0j -3.48791e-06-0j -0.0689466-0j 5.13561e-06-0j -0.461456-0j 5.1627e-06-0j -0.000184894-0j 4.30225e-07-0j 8.36294e-05-0j 0.317628-0j -1.54079e-05-0j 0.000559728-0j 6.96912e-06-0j -0.0279427-0j -0.000385269-0j 4.6644e-05-0j 3.38934e-05-0j -3.21058e-05-0j 2.82445e-06-0j 
-0.000833846-0j 2.94363e-06-0j -0.000236121-0j -0.00298747-0j 0.000247525-0j -0.00213435-0j 0.00296289-0j 0.0037022-0j 1.30473e-05-0j 0.0258189-0j 2.09785e-07-0j 0.000415137-0j -6.0042e-05-0j -0.118815-0j 5.89373e-05-0j 1.49878e-07-0j 0.116629-0j 0.000296589-0j -1.70022e-05-0j -0.0336451-0j -1.09041e-05-0j -0.0215777-0j 9.66398e-06-0j -0.000245847-0j -0.0903463-0j 1.52246e-07-0j -3.87306e-06-0j 8.45598e-06-0j -0.00142331-0j 3.92223e-05-0j -8.30039e-06-0j -0.000215116-0j -0.000997797-0j -7.00616e-07-0j -0.079053-0j 0.000211158-0j 3.48791e-06-0j -0.366681-0j 5.61995e-05-0j 0.0775985-0j -5.93009e-06-0j 1.78233e-05-0j -8.87308e-05-0j 0.0065499-0j -0.00142969-0j -1.0479e-05-0j -0.0326077-0j 0.000150859-0j -0.525396-0j -4.565e-06-0j 0.000266581-0j 0.055439-0j 0.000116131-0j 0.0979659-0j 0.0426771-0j 
-0.0115504-0j -0.0210883-0j 0.00486358-0j 0.000719285-0j 0.00492634-0j 0.000513882-0j 0.00350591-0j -0.00427158-0j 0.000452066-0j 6.52501e-05-0j -0.00150291-0j -0.000216927-0j -0.000831698-0j -0.000120045-0j -0.00401225-0j -0.00107373-0j -0.000579118-0j -0.00015498-0j 0.000350208-0j 5.05481e-05-0j -0.00179744-0j -0.000259438-0j -0.0487996-0j 5.91919e-05-0j 4.93266e-06-0j 0.158959-0j -0.00019281-0j -0.0426996-0j -1.60675e-05-0j 0.14203-0j -0.20599-0j 5.17929e-05-0j -0.000172277-0j -0.292447-0j 4.31607e-06-0j 0.000249858-0j -0.0176127-0j -1.43564e-05-0j 0.0674468-0j 2.08215e-05-0j -0.147167-0j 0.000354726-0j 2.13635e-05-0j 2.95605e-05-0j -8.18101e-05-0j 0.253578-0j 1.78029e-06-0j 0.000178507-0j -6.81751e-06-0j -0.151956-0j -0.000307579-0j 1.48756e-05-0j 0.000184316-0j -2.56316e-05-0j 1.53597e-05-0j 
-0.000146233-0j 0.000354182-0j -0.000408707-0j -0.00788941-0j -0.00596919-0j 0.00186756-0j 0.00244384-0j 0.00128075-0j -1.14164e-05-0j -0.0225915-0j -7.61818e-05-0j -0.150754-0j -1.05297e-05-0j -0.0208369-0j -9.74316e-06-0j 1.80335e-05-0j -0.0192804-0j 0.035686-0j -2.94294e-05-0j -0.0582369-0j 3.14647e-05-0j 0.0622646-0j -8.45598e-06-0j 0.000215116-0j 0.079053-0j 1.83185e-05-0j -0.000466013-0j 2.23308e-05-0j -0.171255-0j -4.93266e-06-0j 2.06628e-05-0j -0.000568086-0j 0.000125484-0j 1.68957e-05-0j -0.208766-0j -0.000525651-0j -3.05192e-06-0j 0.0461143-0j -1.94967e-05-0j -0.193172-0j -4.89123e-06-0j -0.000429818-0j 7.76395e-05-0j -0.157954-0j 0.000495987-0j -3.62515e-06-0j 0.0285317-0j 0.000124431-0j 0.18227-0j 3.59531e-05-0j 9.2222e-05-0j 0.045727-0j -0.000914631-0j 0.0338907-0j -0.336118-0j 
-0.000288699-0j -0.00053155-0j 0.000104474-0j -0.00258722-0j 0.00602085-0j -0.00173075-0j 0.00783864-0j -0.00108941-0j 1.12993e-05-0j 0.0223598-0j 1.27639e-05-0j 0.0252581-0j 6.16974e-05-0j 0.122091-0j -2.10035e-05-0j 8.53856e-06-0j -0.0415632-0j 0.0168967-0j -2.2327e-05-0j -0.0441821-0j 2.40356e-06-0j 0.00475633-0j 8.36925e-06-0j -0.00021291-0j -0.0782422-0j 9.26306e-06-0j -0.000235648-0j -2.17343e-05-0j -0.0865982-0j -2.43585e-05-0j 7.39898e-06-0j 0.000552911-0j 0.000619669-0j 5.0579e-05-0j 0.203189-0j -0.000188227-0j 3.84006e-05-0j 0.227722-0j -9.94111e-06-0j -0.0691714-0j 4.94963e-06-0j -0.0012867-0j -0.000976892-0j -0.472851-0j 0.000252897-0j -9.15173e-06-0j -0.358998-0j -0.000125916-0j 0.0929371-0j 8.0442e-07-0j 0.000232816-0j -0.0462729-0j -2.04641e-05-0j 0.0855574-0j -0.00752034-0j 
-0.00495016-0j 0.00293562-0j 0.00164055-0j -0.0145817-0j -0.0329677-0j 0.0309188-0j -0.0146408-0j -0.0293164-0j -0.0186408-0j -0.00267353-0j 0.0204575-0j 0.0029341-0j -0.0337446-0j -0.00483978-0j -0.034636-0j -0.0433778-0j -0.00496764-0j -0.00622142-0j 0.0111834-0j 0.00160397-0j -0.0419403-0j -0.00601525-0j 0.000143503-0j 0.115454-0j -0.00030422-0j -0.000154307-0j -0.124146-0j -0.000123551-0j 0.000327125-0j -0.000417662-0j -0.000126815-0j -0.0994015-0j -0.336026-0j -0.000279335-0j 0.000261922-0j -0.102028-0j -0.000256472-0j 0.000885426-0j -0.000156104-0j 0.000268842-0j 0.000268896-0j -0.224736-0j -0.206342-0j 0.00059218-0j -0.125592-0j -0.000248397-0j 0.00054371-0j 0.216337-0j 0.000330935-0j 0.000252726-0j -0.199846-0j -0.000570048-0j 0.203328-0j 0.000526592-0j -0.000535769-0j 
0.00709194-0j 0.0509797-0j 0.0198212-0j 0.00088094-0j -0.00201164-0j 0.000589314-0j -0.00244433-0j 0.000431618-0j 0.000553666-0j 7.99148e-05-0j -0.00122416-0j -0.000176692-0j -0.00151561-0j -0.000218759-0j 0.000472518-0j -0.000818913-0j 6.82021e-05-0j -0.0001182-0j -0.00423596-0j -0.000611408-0j -0.00152596-0j -0.000220253-0j -0.059767-0j 7.24949e-05-0j 6.04124e-06-0j 0.129475-0j -0.000157048-0j 0.155211-0j -1.30873e-05-0j -0.0348641-0j -0.0483898-0j -0.000188264-0j 4.22887e-05-0j -0.354426-0j -1.56887e-05-0j 5.86948e-05-0j -0.274229-0j 3.52406e-06-0j -0.137803-0j 4.89123e-06-0j -0.0323709-0j 0.000429904-0j 0.000332628-0j 3.58253e-05-0j 0.000167149-0j 0.0760458-0j 2.7719e-05-0j 3.92645e-05-0j 1.39291e-05-0j 0.254117-0j -9.22404e-05-0j 3.27204e-06-0j -0.000308234-0j -7.6867e-06-0j -2.56862e-05-0j 
0.00124083-0j -0.000108225-0j -0.00175311-0j -0.00729086-0j -0.000121073-0j -0.0662189-0j -0.0358064-0j 0.00903514-0j -0.00932038-0j -0.00133677-0j -0.000149861-0j -2.14936e-05-0j 0.0425687-0j 0.00610537-0j 0.0084383-0j -0.0013611-0j 0.00121026-0j -0.000195215-0j -0.0601433-0j -0.00862599-0j 0.00778934-0j 0.00111718-0j 7.17514e-05-0j 0.0577269-0j -0.00015211-0j 1.13037e-06-0j 0.000909427-0j -0.000310891-0j -2.39634e-06-0j 4.1855e-05-0j -6.16273e-05-0j -0.250124-0j 0.033674-0j -5.1627e-06-0j 0.000659076-0j -0.0495816-0j 0.000184894-0j -8.87308e-05-0j -8.36294e-05-0j 0.000130647-0j -0.000559728-0j -0.0041536-0j 0.148755-0j 1.09447e-05-0j -0.0672832-0j 0.000385269-0j -0.000391969-0j -0.450323-0j 0.000177291-0j -3.38934e-05-0j 0.309965-0j 0.0011866-0j -0.0272686-0j -0.000816756-0j 7.18526e-05-0j 
0.000412513-0j -0.000244635-0j -0.000136712-0j 0.00369681-0j 0.00835809-0j -0.00783864-0j 0.00371178-0j 0.00743239-0j -1.61452e-05-0j -0.0319493-0j 1.77188e-05-0j 0.0350631-0j -2.9227e-05-0j -0.0578364-0j -2.99991e-05-0j -3.75706e-05-0j -0.0593643-0j -0.0743472-0j 9.68622e-06-0j 0.0191677-0j -3.63255e-05-0j -0.0718834-0j -1.19586e-05-0j 0.00030422-0j 0.111798-0j 1.28589e-05-0j -0.000327125-0j 1.02959e-05-0j -0.120215-0j 3.48051e-05-0j 1.05679e-05-0j -0.000261922-0j -0.000885426-0j 2.32779e-05-0j -0.0962539-0j -0.000268842-0j 2.13727e-05-0j -0.325385-0j 1.30087e-05-0j -0.0987968-0j -2.2408e-05-0j -0.00059218-0j -0.00054371-0j -0.21762-0j -0.000330935-0j 2.06998e-05-0j -0.199808-0j 0.000570048-0j -0.121615-0j -2.10605e-05-0j -0.000526592-0j 0.209487-0j 0.000535769-0j -0.193518-0j 0.19689-0j 
0.00204184-0j 0.00372793-0j -0.000859768-0j 0.00601465-0j 0.041194-0j 0.00429707-0j 0.0293164-0j -0.0357189-0j 0.00768892-0j 0.00110278-0j -0.0255622-0j -0.00366623-0j -0.0141458-0j -0.00202885-0j -0.0682419-0j -0.0182625-0j -0.00978754-0j -0.00261928-0j 0.00595647-0j 0.000854301-0j -0.0305716-0j -0.0043847-0j -5.91919e-05-0j -0.0476222-0j 0.000125484-0j 0.00019281-0j 0.155123-0j -5.17929e-05-0j -0.00040875-0j 0.000172277-0j -0.000249858-0j -0.0416694-0j 0.138603-0j -0.000354726-0j 0.000109799-0j -0.201021-0j -2.13635e-05-0j -0.000365219-0j 8.18101e-05-0j 0.000529688-0j -0.000178507-0j -0.285391-0j -0.0171878-0j 0.000752005-0j 0.0658195-0j 0.000307579-0j 4.52897e-05-0j -0.143616-0j -0.000173434-0j -0.000184316-0j 0.24746-0j 0.000378427-0j -0.14829-0j -0.000652056-0j 0.000390743-0j 
-0.00320448-0j -0.0153292-0j 0.0299701-0j -0.000398051-0j 0.00182452-0j 0.000844021-0j 0.00422897-0j 0.00313288-0j -0.000250173-0j -3.61093e-05-0j 0.00111029-0j 0.000160256-0j 0.000227041-0j 3.27705e-05-0j -0.00246586-0j -0.00235424-0j -0.000355916-0j -0.000339805-0j -0.00212341-0j -0.000306488-0j -0.00270459-0j -0.000390374-0j 0.0270056-0j -3.27567e-05-0j -2.72972e-06-0j -0.117432-0j 0.00014244-0j -0.0232509-0j 1.187e-05-0j 0.0157533-0j 0.252525-0j 2.82023e-05-0j -1.91081e-05-0j 0.106573-0j 2.35019e-06-0j -0.000306302-0j -0.0482652-0j -1.59234e-06-0j -0.208361-0j -2.55252e-05-0j -0.535449-0j -0.000129269-0j 5.85436e-05-0j -1.07724e-05-0j 0.000252734-0j 0.182997-0j 4.87864e-06-0j 0.000649477-0j 2.10611e-05-0j 0.371054-0j -0.000221968-0j 5.41231e-05-0j -0.000450073-0j -1.84973e-05-0j -3.75061e-05-0j 
-0.000103403-0j 9.01874e-06-0j 0.000146093-0j 0.0018484-0j 3.06948e-05-0j 0.0167881-0j 0.00907776-0j -0.00229062-0j -8.07261e-06-0j -0.0159746-0j -1.29798e-07-0j -0.000256853-0j 3.68698e-05-0j 0.0729604-0j 7.30862e-06-0j -1.17889e-06-0j 0.0144628-0j -0.00233286-0j -5.20916e-05-0j -0.103082-0j 6.74654e-06-0j 0.0133505-0j -5.97928e-06-0j 0.00015211-0j 0.0558989-0j -9.41974e-08-0j 2.39634e-06-0j 2.59076e-05-0j 0.00088063-0j -3.48791e-06-0j 5.13561e-06-0j -0.000659076-0j 8.87308e-05-0j 4.30225e-07-0j -0.242204-0j -0.000130647-0j -1.54079e-05-0j 0.0326077-0j 6.96912e-06-0j -0.0480116-0j 4.6644e-05-0j -1.09447e-05-0j 0.000391969-0j -0.00402207-0j -0.000177291-0j -3.21058e-05-0j 0.144045-0j -0.0011866-0j -0.0651527-0j 2.82445e-06-0j 0.000816756-0j -0.436064-0j -7.18526e-05-0j 0.30015-0j -0.0264051-0j 
-0.00125369-0j -0.00901202-0j -0.00350393-0j 0.00736641-0j -0.0168213-0j 0.00492784-0j -0.0204395-0j 0.00360919-0j 0.00941696-0j 0.00135062-0j -0.0208209-0j -0.00298622-0j -0.025778-0j -0.00369719-0j 0.00803677-0j -0.0139284-0j 0.00115267-0j -0.00199767-0j -0.0720468-0j -0.0103333-0j -0.0259541-0j -0.00372244-0j -7.24949e-05-0j -0.0583251-0j 0.000153686-0j 0.000157048-0j 0.126352-0j 0.000188264-0j -0.000332936-0j -4.22887e-05-0j -5.86948e-05-0j 0.151466-0j -0.034023-0j -0.000429904-0j -0.000399112-0j -0.0472223-0j -0.000332628-0j 8.96504e-05-0j -0.000167149-0j 0.000124431-0j -3.92645e-05-0j -0.345875-0j -0.267613-0j 0.000911379-0j -0.134478-0j 9.22404e-05-0j 0.000705158-0j -0.0315899-0j 0.00035435-0j 0.000308234-0j 0.0742111-0j 8.32392e-05-0j 0.247987-0j -0.000195546-0j -0.000653444-0j 
-0.000170153-0j -0.000310661-0j 7.16473e-05-0j -0.00152485-0j -0.0104436-0j -0.00108941-0j -0.00743239-0j 0.00905557-0j 6.65956e-06-0j 0.0131784-0j -2.214e-05-0j -0.0438122-0j -1.22521e-05-0j -0.0242452-0j -5.9106e-05-0j -1.58176e-05-0j -0.116963-0j -0.0313009-0j 5.15904e-06-0j 0.0102091-0j -2.64788e-05-0j -0.0523981-0j 4.93266e-06-0j -0.000125484-0j -0.0461143-0j -1.60675e-05-0j 0.00040875-0j 4.31607e-06-0j 0.150211-0j -1.43564e-05-0j 2.08215e-05-0j -0.000109799-0j 0.000365219-0j 2.95605e-05-0j -0.04035-0j -0.000529688-0j 1.78029e-06-0j 0.134215-0j -6.81751e-06-0j -0.194655-0j 1.48756e-05-0j -0.000752005-0j -4.52897e-05-0j -0.276354-0j 0.000173434-0j -2.56316e-05-0j -0.0166435-0j -0.000378427-0j 0.0637353-0j 1.53597e-05-0j 0.000652056-0j -0.139068-0j -0.000390743-0j 0.239624-0j -0.143594-0j 
0.000706521-0j -0.00515854-0j -0.0501947-0j 8.7762e-05-0j -0.000604132-0j 6.27002e-05-0j 0.00250962-0j 0.00764296-0j 5.51579e-05-0j 7.96136e-06-0j -0.000367637-0j -5.30638e-05-0j 5.08739e-05-0j 7.34301e-06-0j 0.00143985-0j -0.000262652-0j 0.000207825-0j -3.79106e-05-0j -0.00361433-0j -0.000521683-0j -0.000196277-0j -2.83302e-05-0j -0.00595418-0j 7.22217e-06-0j 6.01848e-07-0j 0.0388838-0j -4.71644e-05-0j -0.00520991-0j -3.93037e-06-0j -0.00347327-0j -0.147453-0j 6.3194e-06-0j 4.21293e-06-0j 0.0358637-0j 5.26617e-07-0j 0.000178854-0j -0.00214898-0j 3.51078e-07-0j 0.348969-0j 1.49045e-05-0j -0.105346-0j -4.35012e-05-0j 2.60662e-06-0j -3.6251e-06-0j -0.000423285-0j -0.453717-0j 2.17218e-07-0j 0.00012778-0j -3.52737e-05-0j 0.574091-0j 0.000550339-0j 1.06483e-05-0j -0.000696348-0j 4.58616e-05-0j -5.8029e-05-0j 
0.000566477-0j 0.00270985-0j -0.00529802-0j -0.0033285-0j 0.0152566-0j 0.00705769-0j 0.0353626-0j 0.0261971-0j -0.00425504-0j -0.000610275-0j 0.0188842-0j 0.00270845-0j 0.0038616-0j 0.000553846-0j -0.0419403-0j -0.0400418-0j -0.00601525-0j -0.00574296-0j -0.0361159-0j -0.00517989-0j -0.0460007-0j -0.00659761-0j 3.27567e-05-0j 0.0263541-0j -6.94429e-05-0j -0.00014244-0j -0.114599-0j -2.82023e-05-0j 0.000301967-0j 1.91081e-05-0j 0.000306302-0j -0.0226899-0j 0.0153732-0j 0.000129269-0j 5.97878e-05-0j 0.246432-0j -5.85436e-05-0j -4.05083e-05-0j -0.000252734-0j -0.000649347-0j -0.000649477-0j 0.104002-0j -0.0471007-0j -0.000274046-0j -0.203334-0j 0.000221968-0j 0.00012411-0j -0.52253-0j 0.000535785-0j 0.000450073-0j 0.178582-0j 0.00137687-0j 0.362102-0j -0.000470563-0j -0.000954138-0j 
0.000104474-0j 0.000751002-0j 0.000291994-0j -0.00186756-0j 0.0042646-0j -0.00124932-0j 0.00518188-0j -0.000915013-0j 8.15627e-06-0j 0.0161402-0j -1.80335e-05-0j -0.035686-0j -2.2327e-05-0j -0.0441821-0j 6.96085e-06-0j -1.20637e-05-0j 0.0137746-0j -0.0238725-0j -6.24016e-05-0j -0.123484-0j -2.24795e-05-0j -0.044484-0j 6.04124e-06-0j -0.000153686-0j -0.0564782-0j -1.30873e-05-0j 0.000332936-0j -1.56887e-05-0j 0.122351-0j 3.52406e-06-0j 4.89123e-06-0j 0.000399112-0j -8.96504e-05-0j 3.58253e-05-0j 0.14667-0j -0.000124431-0j 2.7719e-05-0j -0.0329456-0j 1.39291e-05-0j -0.045727-0j 3.27204e-06-0j -0.000911379-0j -0.000705158-0j -0.334923-0j -0.00035435-0j -7.6867e-06-0j -0.259139-0j -8.32392e-05-0j -0.13022-0j -2.56862e-05-0j 0.000195546-0j -0.0305896-0j 0.000653444-0j 0.0718612-0j 0.240134-0j 
-4.72064e-05-0j -0.000225821-0j 0.000441502-0j 0.000843852-0j -0.00386791-0j -0.00178929-0j -0.00896525-0j -0.00664159-0j -3.68539e-06-0j -0.00729291-0j 1.63561e-05-0j 0.0323665-0j 3.34463e-06-0j 0.00661857-0j -3.63255e-05-0j -3.46812e-05-0j -0.0718834-0j -0.0686295-0j -3.12808e-05-0j -0.0619007-0j -3.98424e-05-0j -0.0788428-0j -2.72972e-06-0j 6.94429e-05-0j 0.0255196-0j 1.187e-05-0j -0.000301967-0j 2.35019e-06-0j -0.11097-0j -1.59234e-06-0j -2.55252e-05-0j -5.97878e-05-0j 4.05083e-05-0j -1.07724e-05-0j -0.0219714-0j 0.000649347-0j 4.87864e-06-0j 0.0148864-0j 2.10611e-05-0j 0.238629-0j 5.41231e-05-0j 0.000274046-0j -0.00012411-0j 0.100709-0j -0.000535785-0j -1.84973e-05-0j -0.0456093-0j -0.00137687-0j -0.196896-0j -3.75061e-05-0j 0.000470563-0j -0.505984-0j 0.000954138-0j 0.172927-0j 0.350636-0j 
-0.000124897-0j 0.00091191-0j 0.00887326-0j 0.000733865-0j -0.00505175-0j 0.000524298-0j 0.0209854-0j 0.0639103-0j 0.000938147-0j 0.000134553-0j -0.00625291-0j -0.000896818-0j 0.000865282-0j 0.000124102-0j 0.0244896-0j -0.0044673-0j 0.0035124-0j -0.000640718-0j -0.0614739-0j -0.00881684-0j -0.00333836-0j -0.000478802-0j -7.22217e-06-0j -0.00581053-0j 1.53107e-05-0j 4.71644e-05-0j 0.0379457-0j -6.3194e-06-0j -9.99867e-05-0j -4.21293e-06-0j -0.000178854-0j -0.00508421-0j -0.00338947-0j 4.35012e-05-0j 1.33969e-05-0j -0.143896-0j -2.60662e-06-0j 8.93125e-06-0j 0.000423285-0j 0.000379164-0j -0.00012778-0j 0.0349985-0j -0.00209713-0j -9.22208e-05-0j 0.34055-0j -0.000550339-0j 5.52593e-06-0j -0.102804-0j -0.000897346-0j 0.000696348-0j -0.44277-0j 0.000270888-0j 0.56024-0j 0.0011667-0j -0.00147623-0j 
