0.0395972+0.0179578j -0.00893526+0.0125653j 0.0242572+0.00089595j 0.00189492-0.0155849j 0.0391546+0.0153977j 0.0403514+0.0152994j 0.0244074-0.0149484j 0.00845009+0.0163032j 0.0104996+0.0178793j -0.00859717+0.0113954j -0.0141797+0.0158321j -0.0376487-0.00608275j 0.0681653+0.010033j 0.0528859+0.0546837j 0.00378893-0.0479043j -0.0904903+0.0676789j 0.0824538+0.0587972j -0.0460373+0.0280315j 0.0495004+0.0162529j 0.00916738+0.0165624j 0.00906017+0.0167329j 0.0247149+0.0160098j -0.0217143-0.0154602j 0.0134018+0.00748171j -0.0438834-0.0139909j -0.027424+0.0136449j -0.0298316+0.032142j 0.015989+0.00915384j 0.0184525+0.00382824j -0.01068+0.0338416j 0.0489654-0.00806632j 0.00607403+0.0124386j 0.0418518+0.00947769j -0.0542387+0.0207546j -0.12224-0.0181872j -0.0193388-0.0854152j 0.00347701+0.00180237j 0.0132936+0.0545186j -0.101348+0.0148035j -0.00737086-0.0317122j -0.0483408+0.00898402j -0.0128549+0.044088j -0.0722603-0.00522302j -0.00348343+0.0151521j -0.0294539+0.016863j 0.0301728+0.0113091j 0.0536987-0.0198491j -0.00198285-0.0291665j 0.0133169-0.0149945j -0.0175416-0.0260141j 0.0116331+0.000611283j 0.0219922-0.00436168j -0.0131933-0.00663549j 0.0176208-0.00266664j 0.0132329-0.0073413j 0.0145496-0.0134935j 0.00574068-0.0184508j 0.0279166+0.00965601j 0.0277809+0.00215671j -0.000230785-0.00861636j 0.0152101+0.00677568j 0.0141934-0.00596445j -0.0252264+0.0100489j -0.0112099-0.0134306j -0.0128544-0.0059092j -0.0131027+0.0114897j -0.0185603+0.0105541j 0.0332105-0.000808388j -0.0240386+0.0110611j 0.000915256+0.000565447j -0.00288926+0.00444059j 0.00550202+0.00379057j -0.00229511+0.0111878j 0.0056051+0.00685412j -0.00534464+0.00158655j 0.00465999-0.000160467j -0.00201373+0.00369893j 0.0135329+0.000568613j -0.00800683-0.0044995j 0.0201441+0.00109567j -0.00606871+0.00731024j 0.00659599-0.0064147j -0.0195518+0.0077336j -0.00128834-0.000702969j 0.0188469-0.0102454j 0.016715-0.0070193j -0.00500182+0.00470576j 0.0109376+0.00287938j 0.00802785-0.0095821j -0.00828729+0.0180428j 0.000636084-0.00395021j -0.0026151+0.00601837j -0.0284345-0.000211644j 0.00290529-0.0246374j -0.039091+0.0260712j 0.0920559-0.0122182j 0.132127+0.00865905j 
-0.000901724+0.0169552j 0.0183627+0.0288329j -0.0345815-0.0243584j 0.0095951-0.0158785j 0.00123459+0.00543723j 0.0233389+0.00451999j 0.00728931-0.0166829j 0.0416532+0.043061j 0.00402096+0.00345014j 0.000343854-0.0246309j -0.0682601-0.0756026j 0.0350475+0.0503476j 0.0330396+0.0138394j -0.013221+0.0363601j -0.0503404+0.175953j 0.0023114-0.0245978j -0.0173851+0.0649658j -0.0193625-0.024323j 0.0592805+0.0236346j 0.0766637+0.0280385j 0.0286824+0.0151017j 0.0268332+0.00770601j 0.00847083-0.0309404j 0.0132276+0.00267298j 0.0411799-0.00342276j 0.0392138-0.000490808j 0.0517567+0.00917061j -0.0173185+0.00579158j -0.0225473+0.000407669j 0.0719174+0.0400088j 0.0014686+0.0108451j 0.0558455+0.0286514j 0.060306+0.0287663j 0.164435+0.0629126j -0.00874353-0.00988164j 0.04447+0.0284203j 0.0437241-0.00767072j 0.00409748-0.0173248j -0.0185557-0.0645301j -0.024056-0.00600823j -0.00709243-0.0217566j 0.0529771+0.0149486j -0.00753198-0.034491j -0.00635424-0.00154018j 0.0396619+0.0286967j -0.0327479-0.00647124j -0.0065885+0.00853206j -0.0412976-0.0265878j -0.0086637-0.00712171j 0.00388207+0.0121126j 0.0077556+0.00968737j -0.00801045-0.00770179j -0.0128415-0.00707567j -0.0201773-0.0166471j -0.00697123-0.0193236j -0.00696119-0.00117829j 0.0116701+0.0136812j -0.0106321-0.0126336j -0.00375211-0.00508559j -0.0087647-0.0103288j -0.00262647+6.68793e-06j -0.00825615-0.00652832j -0.00233926-0.00215313j 0.00846729-0.000514018j -0.00764535-0.0117525j 0.00981182+0.0077022j 8.27053e-05-0.00592511j -0.00240182+0.00891266j 0.00237709-0.00994647j -0.0092197-0.0098163j -0.00654319-0.00804153j -0.00508161-0.00124177j 0.00845557+0.00109845j 0.0108394+0.0100206j 0.00738077-0.00312609j -0.00817324-0.00862941j -0.0132892+0.00747528j 0.0109618+0.0124947j 0.000149639+0.00714853j -0.00228022+0.00835187j 0.00659728-0.00776285j -0.0164107+0.0116176j 0.00852743-0.0114687j 0.00590363-0.00836682j 0.0119063-0.0123386j 0.00557926+0.00426148j 0.0117969-0.00788005j -0.0009137-0.0585441j 0.0394772+0.0014349j 0.00119356-0.00999268j 0.0409328-0.0245406j -0.0253219-0.0284098j 0.0291968-0.00842149j 0.0939446+0.0250441j 0.123387+0.0155286j -0.0502746+0.00905558j 0.00156101+0.0132276j 
0.0303844+0.00206329j -0.0189712+0.0293107j 0.0349179-0.0258934j 0.00590945-0.00510758j -0.0140546-0.0541493j -0.0450988-0.0332052j -0.0181157-0.0499074j -0.0460514+0.00575594j -0.00518319+0.028353j -0.0160657+0.0315148j 0.0812468+0.0283604j -0.0589415+0.0445602j 0.0933706-0.00505905j 0.0823644+0.0938324j -0.0563983+0.221113j 0.00355415-0.00253235j 0.0786679+0.0766247j 0.0137475+0.00914443j 0.0181076+0.00307221j 0.0114773+0.00555097j -0.0102905+0.0328967j 0.00724179+0.00749571j 0.0114539-0.0164887j -0.00982484+0.00219357j 0.0623861-0.00637738j -4.62358e-05+0.0279995j 0.028014+0.0256519j -0.037514+0.0178583j -0.00167296-0.017742j -0.0250106+0.0207505j -0.0252709-0.0107027j -0.0294532+0.0140082j -0.148672+0.0294565j -0.0863311+0.050978j 0.0131346+0.0484006j -0.0334896+0.0296141j -0.0497048-0.0408258j -0.0060242+0.0241289j -0.0152818-0.080483j 0.0250069-0.0115672j -0.0154913+0.0137688j -0.0254332+0.0255916j 0.0102646+0.0106466j -0.00870301+0.000156371j 0.0183696+0.00373163j 0.0143682-0.01047j -0.00713769-0.0161689j 0.0129653-0.0202057j -0.00337922+0.00779929j -0.00131343+0.0216453j -0.00262326-0.00401086j 0.00344951-0.004708j 0.0111199-0.00914815j 0.00635588-0.0168579j -0.000816615-0.00371289j 0.00681132-0.0083268j 0.00109303-0.00532647j -0.00460358-0.0138942j -0.00106782-0.00963657j -0.000855721-0.00877002j -0.00125387-0.00530292j 0.00168314-0.00498869j 0.000345782+0.0071715j -0.00264244-0.00636303j 0.00149262+0.00539586j -0.00830079-0.0064679j -0.0152175-0.000241846j -0.0039524-0.00055438j -0.00488007-0.00500145j 0.00212478-0.0021177j -0.0185413-0.00912832j -0.00564646-0.00809016j -0.0142307-0.00117414j 0.0138402+0.00990152j -0.00200607-0.00848385j 0.0134036-0.00551228j -0.0126357+0.0204443j 0.00402419-0.0107756j 0.0116794+0.00705288j -0.0169717+0.0109141j 0.0142226-0.00684024j -0.0117918+0.0113814j 0.00962879-0.0175866j 0.0108955-0.00741978j 0.0282605-0.0025387j 0.0134296+0.0099151j -0.021442+0.0401302j -0.0475016-0.0351061j 0.0407189-0.0188762j 0.00572081-0.000185655j 0.0216439-0.0383199j 0.00644935-0.0432051j -0.00709248-0.021121j -0.0823124+0.00311227j -0.035518-0.0090803j 0.0104605-0.0035178j -0.0271656+0.00921894j 
0.00666828+0.0431773j -0.0446739+0.0151118j 0.00715631-0.0705821j 0.00310202-0.0532836j 0.0262241+0.0640181j -0.0252235+0.0705783j 0.0258535+0.026032j -0.0571386+0.0600542j -0.0460107-0.0279239j -0.0445098-0.0690502j 0.0169441-0.197631j 0.00850165+0.0797398j 0.00745748+0.0106794j -0.110477-0.230078j 0.0891202-0.096163j -0.168994-0.0215956j -0.0326479+0.0381061j -0.0481049-0.0338281j 0.00985466+0.000940084j -0.00526527-0.0362683j -0.0134247+0.0125818j 0.0194768+0.0118305j -0.00410164-0.000691688j 0.00464732+0.0131227j 0.0189101-0.0125498j -0.0106436-0.00425257j 0.00672977+0.0213379j -0.0102301-0.0102215j 0.011071-0.0095205j 0.00892715+0.00670649j 0.0428359+0.0221353j 0.0288253+0.0181548j -0.0405668+0.0359975j 0.0577242+0.0322575j -0.00443038-0.029768j -0.0601464+0.0274661j 0.00778708+0.0363076j 0.0255202+0.00341674j -0.0186837+0.0464966j 0.017023-0.00789603j -0.0127254-4.97162e-06j 0.00742469+0.017329j -0.0139519-0.0173105j -0.0124269-0.00180731j 0.0344089+0.00794436j -0.012428-0.00194587j 0.000430766-0.00750252j -0.00818823-0.0135821j -0.00858028-0.00617049j 0.0136428+0.00594351j 0.00597016+0.00365295j -0.00499264-0.00728961j 0.00184743-0.00753409j -0.00962501-0.00708542j -0.00348025-0.00551146j 0.00409792-0.00307725j 0.010503+0.00337867j -0.0148412-0.00259362j 0.00128765-0.00745327j -0.00548229-0.00802456j 0.000612297-0.00182806j 0.00565338-0.00100372j -0.00217185+0.00134121j 0.000521834-0.000262636j -0.00337639-0.0094972j 0.0121497+0.00560723j 0.00380759-0.000344675j 0.00651748-0.010139j -0.000994593+0.0148853j -0.00489235+0.00191552j -0.000319624-0.000676386j 0.0118387+0.00498765j -0.00371634-0.00300489j -0.00518009+0.00352564j -0.00614466-0.00475742j 0.000132792-0.00100514j -0.00930058-0.0122653j 0.00951671-0.000400679j -0.00228117-0.0076225j 0.00806405-0.00347j -0.00276429-0.00311413j 0.014469+0.00554566j 0.0186788-0.0226063j 0.00627885+0.00134944j 0.00788514-0.0315767j -0.00215113-0.0193788j -0.0176772-0.0499895j 0.014646-0.00974646j -0.0325552-0.00412864j -0.00688838-0.00607884j 0.0273476+0.0168772j 0.000895941-0.000147344j 0.000657285+0.0553992j 0.00856174+0.0114189j 0.018782+0.0122702j -0.00557279+0.0184158j 0.0269128-7.89433e-05j 
0.0196337-0.0126912j -0.0120015+0.00365488j -0.0715199+0.0261806j -0.0386728+0.00574611j 0.123478+0.00556654j 0.145808+0.00703668j 0.0884732+0.0270964j 0.1012-0.0155652j 0.000412656+0.0246581j -0.0619369+0.0203776j -0.225304+0.0709677j -0.0672577-0.0921291j 0.00318247-0.0266608j -0.0465788+0.0400663j 0.120233+0.0876549j -0.158177-0.0521068j 0.128365-0.0198945j -0.0245803-0.00328326j 0.0484863+0.0192471j 0.00684056+0.0190812j 0.0276699-0.0129022j 0.00776739+0.00765342j -0.0367963-0.00740602j 0.0055994+0.00133211j -0.0564724-0.0130406j 0.00428825-0.0131163j -0.0131551-0.0283701j 0.0294521-0.00257094j -0.0158833+0.0138956j 0.00477854+0.00753476j -0.0510259-0.0110601j -0.0353454-0.0179967j 0.115511-0.005781j -0.0393107-0.0338157j 0.0388442+0.0236997j -0.0179122+0.0165396j 0.0289954-0.00321315j 0.0499957-0.0105629j 0.0772882+0.00352746j -0.0147982+0.0107572j 0.00920223-0.000143189j 0.0219316-0.00722614j -0.00088309+0.0104083j 0.00211302-0.00321013j -0.0311548-0.00130647j 0.00253702-0.00222111j -0.00454788+0.00411692j -0.0140441+0.0127731j 0.00944635+0.00455836j -0.0103436+0.0030521j -0.00590159-0.00682429j 0.0148523+0.00492904j -0.0128177+0.00367842j -0.0175369-0.00248412j 0.0108711+0.000603114j 0.00217287+0.00320138j -0.00908953+0.000832243j 0.000116749-0.00300523j 0.00332675-0.00179293j 0.00214536+0.00411376j 0.00279632-0.00531728j -0.00178267-0.000732413j 0.00767924+0.00451182j 0.0198331+0.0112003j 0.00081685-0.000864962j -0.00112643-0.00112681j 0.00706697-0.00268453j -0.00399362-0.00768695j -0.0054816-0.00422389j 0.0138674+0.00396033j 0.008976+0.00717993j -0.00317449-0.00311617j 0.00993376-0.0015911j -0.00172046-0.0207076j 0.0105923+0.00809477j -0.018575-0.00374117j -0.00233077-0.00556848j 0.00257841+0.00389939j 0.00939327-0.00849779j 0.0079078+0.00528583j 0.00665939-0.00102099j 0.00844266-0.00434032j -0.0152327+0.0167142j 0.0191392+0.0138998j -0.00165087+0.0125235j -0.00326143+0.00963245j 0.00665842+0.0265397j 0.0034759+0.000174242j 0.0116636+0.00214408j -0.0183777-0.0274374j -0.0526153-0.0246638j -0.0042708-0.0531359j -0.000199023+0.0390768j -0.0176222-0.0135819j -0.00435528+0.0188319j -0.0387015+0.0170715j 0.0159592+0.0157064j 
-0.0192415-0.018122j -0.012688-0.00278243j 0.00765114+0.0500261j -0.00326427+0.0423389j 0.0487225-0.0684902j 0.0193416-0.0780536j 0.0576943-0.0323058j -0.0241543-0.0604734j -0.0423973+0.0175012j -0.0387352+0.0594301j -0.0596282+0.155585j -0.00583476-0.00658513j -0.0580264-0.0539506j -0.302055+0.0988013j -0.140051+0.104695j -0.0759172+0.0113909j -0.168632-0.0715714j -0.0455866+0.00734347j -0.0196789-0.0300728j -0.0368665-0.00441511j -0.0188549-0.0214585j 0.00592631-0.0148527j 0.0163186+0.0136883j 0.00581507-0.0102608j 0.00426223+0.0197501j 0.00328433+0.00794034j 0.0111928+0.000646976j -0.0185041+0.00898691j -0.0105362-0.000558262j 0.00343476-0.010607j -0.0250506-0.00773529j -0.0158343-0.00423854j -0.0467329-0.029324j -0.0678732+0.0125543j -0.0972906+0.0489731j -0.0323165-0.0195929j 0.0166795-0.0185234j 0.00514758-0.000195525j -0.0485752-0.0205033j 0.00156299+0.00521439j -0.0108056+0.0107716j -0.00402864-0.00560418j -0.03262+0.0178312j -0.00507898+0.00112028j -0.00574249+0.00186955j 0.00265906-0.00432288j 0.00309196-0.00851634j 0.00508856+0.00500707j -0.0137654+0.00159204j -0.0227582+0.000351739j 0.00632087-0.00882386j -0.00131446-0.000527778j 0.00880715+0.00673429j 0.00935906-0.00499726j 0.00140416+0.00248256j 0.0110169-0.00333922j -0.00540194-0.00911179j 0.00973828-0.00630906j 0.0100731+0.000869654j 0.00361856-0.00123085j -0.00407673-0.0050543j 0.00573538-0.00474823j -0.00795216+0.00484656j 0.00173369-0.0049884j 0.00206302+0.0114332j 0.00118282-0.000475124j -0.00933463+0.00682069j -0.00801232+0.00201333j 0.00814542-0.00306492j 0.00567576+0.00192728j 0.00175601-8.02742e-05j 0.00936148+0.00406315j -0.00504585+0.00275853j 0.00846563-0.00691653j 0.00778824+0.000520774j -0.00160389-0.00192151j -0.0103919+0.00418718j -0.00717685-0.00538835j 0.00917419+0.00659564j 0.00764659+0.00859866j 0.00629727+0.00750514j -0.00926312+0.00551349j 0.0179445+0.00931045j -0.00139606+0.00897956j 0.00120738+0.0216185j -0.0215864+0.00996615j 0.0117501+0.0292212j -0.0215233-0.0173614j 0.039369-0.03039j 0.0300015-0.00710323j 0.00345306-0.0099668j 0.0126142+0.0504888j 0.000170648+0.0414549j -0.0212762+0.0161549j -0.0166359+0.00847251j 0.020503+0.0114983j 0.0279707-0.0235922j 
-0.00740022-0.0285577j 0.016875-0.0280601j -0.0539195+0.0492655j -0.0245735+0.0478498j -0.0181013-0.0358032j 0.0595528-0.0427386j -0.0532634-0.016785j 0.087972-0.0396571j -0.0048466-0.066252j 0.00999414+0.0223637j -0.0500383+0.060692j 0.0826434+0.0548833j 0.252435+0.0860933j -0.0465615+0.0560539j 0.143626-0.0560168j -0.057626-0.0226817j 0.104392-0.0489616j 0.0236075-0.0107192j 0.0115881-0.00956055j 0.00524602-0.016639j 0.0143683-0.0140335j -0.0109013-0.0111174j 0.0249445+0.0134471j -0.0132324-0.00621683j 0.0307964+0.0181423j 0.0572006-0.00221132j 0.00777958+0.000643437j 0.0039089+0.0223687j -0.0142961-0.00758463j 0.024523-0.0546561j -0.0426092+0.0232668j 0.0373962+0.00676335j -0.156282-0.029744j 0.103255+0.00981676j -0.126809-0.0124995j 0.0289266-0.00555562j 0.00194436+0.00781522j 0.0134873-0.0122221j -0.00193231+0.00219538j -0.0177803+0.00822047j 0.00838971-0.00535284j 0.0265743-0.0189951j 0.0242841+0.00118248j -0.000272533+0.000393778j 0.0186565-0.0130061j 0.00499145+0.000378791j -0.0160095+0.0176458j -0.000596487+0.0147568j -0.00453207+0.0076793j 0.000674698+0.00319629j 0.0183628+0.00218875j 0.00337584+0.00347561j 0.00128548+0.00936459j 0.00909452+0.00828096j -0.000373748+0.00731864j -0.00184883+0.00319114j 0.00864517+0.00558692j -3.47147e-06+0.00333932j -0.00611416+0.0104744j -0.00832566-0.0055819j 0.000497115+0.00478597j -0.0141138+0.00772297j -0.00254162+0.000652177j 0.00127164-0.00138702j 0.00230873+0.00707449j 0.0055277-0.00121945j -0.00805286+0.00277268j -0.00367297+0.00878112j 0.0130327-0.0064717j -0.00601241-0.000618857j -0.012061-0.000410805j -0.00205177-0.00381662j -0.0206056-0.00662078j 0.0092745+0.00690969j 0.0259299-0.00148878j 0.0152972+0.00752291j -0.00239857-0.00292715j -0.00988722+0.000247217j -0.0193674+0.00566486j 0.0199436-0.0281506j 0.00661226-0.0131697j -0.00798891-0.00336562j -0.0144061-0.00819973j -0.00312355+0.0083428j 0.00272292+0.0402594j -0.013791-0.0113499j 0.00672449-0.0105292j 0.00873428+0.0207903j -0.0320414+0.00231494j 0.0847717+0.0027258j 0.0436327-0.004251j 0.00897313-0.0174171j 0.00638734+0.0106459j 0.0105307-0.0140793j -0.0127009+0.00289167j -0.0144769+0.00146444j -0.0134137+0.00732935j 
0.0112654+0.00271335j -0.0124798-0.0400903j 0.00807312+0.0938704j -0.0116905+0.0650742j 0.0285052+0.00324112j -0.0200498-0.0868417j 0.0061029+0.0225946j -0.0446821-0.114755j -0.0809195-0.0675463j -0.0328211+0.000277905j -0.02371+0.0922595j 0.117646+0.022495j -0.0327707-0.162198j 0.0378883+0.117024j -0.0334268+0.0381741j 0.0213561-0.0600622j 0.0287504-0.0280902j -6.92019e-05-0.0351865j -0.0200811+0.000515556j -0.0310492-0.019616j -0.037823+0.00235997j -0.0126274-0.0201097j 0.0247703-0.0152315j -0.0062186-0.000646526j 0.0293906-0.0105259j -0.0436031-0.0395506j -0.0145706-0.0160611j 0.000241769-0.0088747j 0.0417068+0.013379j -0.120277-0.0271018j 0.148137+0.0359217j 0.0195952-0.00297882j 0.0278945+0.00847767j 0.125975-0.00322135j 0.0196171+0.0329812j -0.0757796-0.00920749j 0.00171766-0.00832971j 0.0129084+0.00916751j 0.03151-0.011542j 0.00661744+0.0110315j -0.00603385+0.00487219j -0.0188339-0.00885905j 0.0184663-0.00420005j -0.00323879-0.00179481j 0.00528184+0.000740516j -0.00732506+0.0112006j 0.0282964-0.00224973j 0.00197559+0.0207349j 0.00329293+0.00153028j 0.0244988+0.00488844j 0.0179031+0.00339578j 0.00379735+0.00212188j -0.00245172+0.00985526j 0.0200846+0.00600414j -0.000250104+0.00688192j -0.00170005+0.00524602j 0.0133492+0.011969j -0.00162245+0.00444938j -0.012012+0.00362514j 0.0121199+0.00429892j 0.0129215+0.00118682j 0.00595433+0.00132069j -0.0190525-0.00870419j -0.0295514-0.0120058j 0.00203942+0.00978325j 0.00667555-0.000999138j 0.00747982+0.00380181j 0.0145653+0.0130739j 0.0132212+0.00258698j -0.00939796+0.00394834j 0.0233553+0.00444432j 0.00402224+0.00868643j 0.00961273+0.0114005j -0.00330278-0.00144818j -0.00449608+0.00593105j -0.00234468+0.00782596j -0.000882136-0.00154365j -0.000859699+0.0110446j 0.00186579+0.00206782j 0.00943099+0.0151261j 0.0127642-0.0114876j -0.00866223-0.0342334j -0.0157868+0.0248135j 0.000387099-0.0173567j -0.024835+0.0188057j 0.0363193+0.0136598j 0.0346884+0.00672866j -0.0192137-0.00775752j -0.0470034-0.00334418j -0.0746741-0.0104399j 0.0700693+0.0031234j -0.00633467-0.0173766j 0.02287+0.0156919j 0.0269148+6.24333e-06j -0.0165732-0.000692753j 0.0210163+0.0130901j 0.01988-0.00922247j 
0.0394521+0.0315107j 0.0228948+0.0153958j -0.0214052+0.0709593j -0.0413247+0.00432061j 0.0264253-0.0160344j -0.054197-0.128786j -0.00847283-0.0873258j -0.0525973-0.0883324j -0.0191091+0.0481709j -0.0937518-0.0450273j -0.0119171+0.104541j 0.0642013-0.19586j -0.125511+0.181662j 0.00666283-0.107161j 0.0501076-0.0388959j 0.00679437-0.047343j 0.0313361+0.0374565j -0.0343712-0.00197922j 0.0102601+0.00711096j -0.00909905-0.00344923j 0.00236566+0.00966036j 0.0505985+0.0211521j -0.0255358+0.013785j 0.0144172+0.015992j 0.042671+0.014666j -0.000687107-0.0024105j 0.105572+0.0156358j -0.0422926-0.0383624j 0.00320704-0.0182509j 0.033101+0.0370254j 0.0456494-0.0171964j 0.0101277-0.00225956j -0.0254466-0.032843j -0.0344531-0.0511667j 0.00679441-0.026286j 0.000521437+0.00536145j 0.0172483-0.0120541j -0.0386123-0.0117035j -0.00573706+0.00443969j 0.00325496+0.0141916j -0.0357636-0.00863405j 0.000626582-0.0104612j -0.0393531-0.018637j -0.00601565-0.00298961j 0.0391619+0.0210258j -0.0142109+0.013842j 0.00785304-0.0133833j -0.0281036-0.000927835j -0.0133199-0.0140009j 0.00452715-0.00545254j -0.00577856-0.0052205j -0.00310676-0.00219931j -0.00346985+0.00474754j -0.0137465-0.00847785j -0.0086389-0.00599938j -0.00854632+0.00218039j 0.00606709+0.00926208j -0.0143574-0.00269648j -0.00347619+0.000714417j -0.0104696-0.00442916j 0.00984282-0.0130318j 0.00170374-0.00503674j -0.0023132-0.00411839j -0.0053028+0.00477523j -0.00188392+0.00714682j 0.00329456+0.000347945j 0.00589522-0.0118028j 0.00639359-0.00851303j -0.00813587+0.00119044j -0.000693844-0.00242525j 0.0035885+0.0006407j -0.00314518+0.00213212j -0.00868655+0.011985j -0.0108959+0.00201299j -0.011937+0.00466747j 0.0167842-0.0144842j -0.00296079+0.0157836j -0.0201239-0.00624404j 0.0140812+0.0207976j -0.0340513-0.0014506j 0.0045496+0.0235455j 0.0163803+0.00424562j 0.01354-0.0290347j 0.0111696+0.0169763j 0.028473+0.00936213j -0.0517562+0.00892909j 0.0136456-0.00268786j 0.0255473+0.0250825j 0.0428757+0.0221903j 0.0123742-0.0106726j 0.0351911+0.0153512j 0.00148512-0.0111259j 0.00909335+0.000218567j 0.0550686+0.00367398j 0.0111306-0.00127105j -0.0126675+0.00514939j 0.00974579+0.000384684j 
0.0127657-0.0421202j 0.0205934+0.00482499j -0.144548-0.130863j -0.0567641-0.0303474j 0.0356946+0.0390421j 0.115559+0.176279j 0.000509668+0.0721286j 0.113398+0.162668j -0.0137642+0.0539885j -0.0261079+0.0232061j -0.192106-0.179583j 0.111195-0.0266705j 0.0267068-0.0133089j -0.116617-0.0482573j -0.129506-0.0377338j 0.115117+0.064461j 0.0426153-0.00641028j 0.035776+0.0145391j -0.0379837+0.00916792j -0.0202977+0.0234304j -0.0193105+0.00915569j -0.0359217-0.0293526j 0.0140776-0.00429749j -0.0238819-0.0133803j 0.0261017+0.00253162j 0.0132777+0.0113657j -0.000499579-0.00563154j 0.00104394+0.023651j -0.0051905-0.000981793j -0.0485419+0.0077589j -0.0452453-0.0447018j -0.0350602-0.0101919j -0.0363906+0.00570127j -0.00588495-0.0157705j 0.0236873-0.014778j 0.00930977-0.00392059j -0.0523306-0.0162151j -0.000829894+0.00475242j -0.0385431+0.00822396j -0.00577754+0.00174904j 0.00272637+0.0132915j -0.0171115+0.000502361j 0.0221824+0.00481582j 0.0132623+0.00150563j -0.0180414-0.00592998j 0.00292766+0.00714408j 0.0100898-0.00461762j 0.0186865+0.0157279j 0.00340402+0.0062388j 0.00362109+0.00212414j 0.00396413-0.00448748j 0.0106284-0.00223427j 0.00895702-0.00364897j 0.00803412+0.0124138j -0.000194878+0.000985337j -0.000939629-0.00128845j -0.0026105-0.0019131j 0.0105805+0.00318913j 0.00158988+0.00292003j 0.00114421+0.000824549j 0.00388623+0.00584577j -0.00635747+0.0114879j 0.00667952+0.00521946j 0.00178395+0.00500359j 0.00633338-0.0104605j -0.00241636-0.00507199j -6.92598e-05+0.00294891j -0.00168593+0.00213583j -0.00555833+0.00186761j 0.00385086-0.00631523j 0.0116437-0.00125509j -0.0119319-0.00979857j 0.00941748-0.00416909j -0.0132647-0.00247114j 0.0171399-0.0150312j -0.00239934+0.00583818j 0.0170644-0.018623j 0.00458119-0.000273687j -0.00684767-0.0285038j -0.000286169+0.00448176j 0.00242126-0.00601046j 0.00250456+0.0213351j 0.0212284+0.0243113j 0.00473441-0.00193719j 0.0022054-0.00368408j 0.0161386+0.00227135j 0.00683862-0.0297149j -0.00555486+0.00829825j -0.00924218-0.0236985j -0.00955816+0.00220434j -0.0115737-0.0193163j 0.00230077+0.0207115j -0.00654612-0.02637j -0.0208083+0.00873265j 0.00598132-0.000161603j 0.0201688-0.0167709j -0.0196695-0.00515303j 
0.0298371-0.0361747j 0.00185519+0.00697227j 0.181463-0.105701j 0.0841936-0.00535375j -0.0783927+0.0482032j -0.196151+0.134607j -0.131016+0.101133j -0.166609+0.106046j -0.129678+0.133454j 0.0286395+0.0753244j 0.0713569-0.0235345j 0.123392-0.227346j 0.0933699-0.1303j 0.0207161+0.0206354j 0.0598883+0.0719273j -0.0766695+0.0247811j 0.0226575-0.050564j -0.0226376-0.00548107j 0.000808361+0.0145228j -0.0609758+0.0356399j 0.00479543+0.00102915j 0.0221572-0.0368038j 0.0108636-0.0145559j 0.0136873-0.00658768j -0.0186734-0.0169502j 0.0225081-0.0160844j 0.0122881-0.0172888j -0.0416702+0.0390356j -0.0245803+0.00289606j -0.0359727+0.0172852j -0.00155765-0.0365743j -0.0174306-0.0116772j -0.0359406+0.0240472j -0.0126558-0.0448232j -0.0455696+0.0340816j -0.00262815-0.00274642j 0.018082-0.0165412j -0.000651379-0.0021329j 0.0114091+0.0066828j 7.08924e-05+0.00593251j -0.0226127+0.018989j -0.00261642-0.00587047j -0.000152972+0.00100588j -0.00926544+0.000939867j -0.0128253-0.00155645j -0.0135029+0.0133391j 0.013092-0.0185121j 0.00122436+0.0131996j -0.00982545+0.00215825j -0.00593042-0.00877073j -0.00115056-0.00782302j 0.000291235-0.0047933j 0.000253579-0.00170415j 0.00712516+0.0169479j -0.00113805+0.0062439j -0.00108172+0.00138327j -0.00897965+0.000309858j 0.00594969-0.00828506j -0.0197088-0.00501331j 0.00113742+0.00740444j 0.0172486+0.00377336j 0.00997671+0.00395252j 0.00529393-0.00244835j 0.0088786+0.00360197j -0.0207822+0.00483377j 0.005902-0.00727597j -0.00814348-0.00614129j -0.00953365+0.000579778j 0.0139829+0.0119917j -0.00410458-0.0156014j 8.73014e-05-0.00719375j -0.00506914-0.00295489j -0.0154343-0.0117496j -0.0287078+0.0115409j -0.000505353-0.00248947j 0.00610707+0.0095195j 0.00323152-0.0245292j 0.00688954-0.032951j -0.0137661-0.0155523j 0.0026919+0.0283439j 0.0211863+0.00719513j 0.0107974+0.00953736j 0.0209525+0.0164375j 0.0115696+0.0189815j -0.0242824+0.0256906j -0.00939647-0.0107871j 0.0128658+0.0235934j 0.00142336-0.0111859j 0.0137569-0.0061865j 0.0171719-0.0164468j 0.0128593-0.00456465j 0.00630715-0.00034123j 0.000844189+0.0250303j -0.00350409-0.0139059j -0.00950264+0.00968089j -0.000479703+0.00236837j 0.00331025-0.00639221j 
