-0.00368367-0.00618984j -0.00352886+0.000524822j 0.00783313+0.00355895j 0.0137239+0.00349562j 0.0112031+0.00320241j -0.0122638-0.00282529j 0.000651028+0.00923447j 0.0106636-0.0160176j 0.011612-0.00834171j 0.0132521-0.00376388j -0.00119222-0.0167131j -0.0224365+0.00644314j 0.0229149-0.00890519j 0.00948487-0.0130648j 0.0165308-0.0127606j -0.0419163+0.000517723j 0.000133814-0.00564467j 0.0284057-0.0259373j 0.0118885+0.0102689j -0.0107071-0.022399j -0.0031127-0.000454932j -0.0154256+0.00299453j -0.0246798+0.0336519j -0.0190767-0.0447666j 0.0358079+0.00442515j -0.0476778+0.0188465j 0.011053+0.00744333j -0.0826523-0.000268215j 0.0299333-0.0355599j -0.0822909-0.00706297j 0.0813712-0.183627j 0.18474+0.0354957j 0.151327+0.0397368j 0.057951-0.110421j 0.0270469-0.0288275j 0.0219404-0.0174785j -0.0671247+0.0292915j 0.0640932+0.0340454j -0.00252772-0.00469901j -0.00322099+0.0106458j 0.0207703+0.0314024j 0.0199379-0.015357j 0.00413202+0.0188212j -0.0229012+0.00189672j 0.0214736-0.017072j -0.00986151-0.0114801j 0.018632+0.00602357j 0.0366803-0.00980902j 0.00567636+0.00163098j -0.0027467+0.0181683j 0.0241537-0.0063535j 0.0309914-0.00491262j -0.00768967+0.00567598j -0.00974156-0.0206869j 0.00249358+0.00741119j -0.0252618+0.0032603j -0.00457789-0.00617051j 0.00668552+0.0044432j 0.00628996-0.00331684j 0.000711971-0.00885446j 0.0132825-0.00434981j -0.0151768+0.00574282j 0.0151511+0.00546134j 0.0120836+0.000395507j 0.00449031-0.000252465j 0.0155447-0.00906278j 0.0026625+0.00267605j -0.00919718+0.010712j 0.00773656-0.0232287j -0.0603789-0.0170679j 0.14851+0.0405846j 0.178202-0.0609718j 
0.00113594+0.00146293j 0.00185138-0.000654952j 0.0045331-0.00487669j 0.00835509-0.0137759j 0.00998132-0.0143377j 0.000938249+0.0294551j -0.0131902-0.0156329j 0.00072098+0.0221069j 0.0331067+0.00988691j 0.0168876+0.0112027j -0.000808492-0.00393177j 0.0142723+0.0148085j 0.00766964-0.0040368j 0.0407253+0.000482153j -0.0105797-0.00533505j 0.0118458-0.016998j -0.00214997-0.00159922j -0.0219646-0.0730629j -0.00697827+0.0154431j -0.0445077-0.0517143j -0.0439353-0.0586656j 0.0502044+0.0681426j -0.00797206-0.000577531j -0.0183409-0.0127031j -0.0414764-0.0166905j -0.00734249-0.00984679j -0.01509-0.0130372j 0.0155113+0.0167093j 0.00940373-0.00344552j -0.0143043-0.0353586j -0.00045622+0.000303918j -0.00306398-0.00672705j 0.0115265+0.00791535j -0.00528892-0.018224j -0.0155544-0.012698j 0.000483565-0.00511316j 0.0116464+0.0240402j -0.013317-0.0186081j -0.018161-0.00164552j -0.0150304-0.0119517j 0.00797153+0.0169292j 0.0323358+0.00404607j -0.00283147+0.00812052j -0.0279195-0.0194152j -0.00133425-0.010529j -0.021953-0.00111014j -0.0129039+0.00636216j -0.0120784+0.0075935j -0.0160176-0.00227088j -0.00376226+0.00827904j -0.00980354+0.00430283j -0.000515866-0.0328027j 0.0230856+0.0107522j 0.00823252+0.000761679j 0.0192042+0.0382396j 0.0050933+0.00695231j 0.00224324+0.00240833j 0.031843+0.0279865j 0.0167449-5.60236e-05j 0.0279625+0.0330786j -0.0145446-0.000630131j 0.00936011-0.0039911j 0.0250619+0.0189818j 0.0205596+0.00360846j -0.00770747+0.00170808j -0.00310961-0.00481618j 0.0157675-0.00233257j 0.0126802+0.00599648j -0.00967161-0.00923575j -0.00630796-0.00398461j -0.00972573+0.0025317j -0.00722754-0.0141853j 
0.00269592-0.00642168j -0.00525951-0.00326795j 0.0140736-0.00423533j 0.010457+0.0100927j 0.00810143-0.015064j -0.00233019+0.0198072j 0.00178891+0.0112978j -0.00972863+0.0320558j -0.00117963+0.00290529j 0.0269434+0.0305941j 0.0133116-0.0106369j -0.000959903-0.0533356j 0.0360475+0.0388267j -0.00894542-0.0331057j -0.00159792-0.0294391j -0.0405401-0.00668541j -0.015547+0.00740089j -0.0228394-0.0425503j 0.0204224-0.00522743j 0.0229779-0.0010594j -0.039262-0.0177787j 0.0418032+0.0465782j 0.00479933+0.0438618j 0.047001+0.0399871j 0.0254958+0.0177295j 0.0244143+0.0151911j 0.00121972+0.00511645j 0.0187887-0.00218761j -0.00940603-0.00221864j 0.00101327-0.00287441j -0.00690521-8.01661e-05j -0.0009447+0.00268222j -0.00222825-0.0117231j 0.0124543+0.00786385j -0.00222213-0.00715867j -0.00618321-0.0163132j 0.00816327+0.00711311j -0.019002-0.0240429j -0.0027045+0.014874j 0.00491868+0.010765j -0.0132529-0.0151764j 0.0274244+0.0267651j 0.0112622+0.00476993j 0.00388374-0.00964717j -0.0103734-0.0084521j -0.0165912+0.00618908j 0.022487-0.00338812j 0.00616299-0.0132856j 0.00741192-0.00255957j 0.0112422+0.0144275j -0.035468-0.0148947j 0.0061247-0.00166931j 0.0038462-0.0168057j -0.00141339-0.0136117j -0.043449-0.0383058j 0.018817+0.0278269j 0.0131054-0.00772895j 0.023321-0.0112152j 0.00585454+0.00836393j -0.0290116-0.0245363j 0.0183307+0.0202593j 0.0115705+0.00765084j 0.00109092+0.00496798j 0.00184904+0.00913192j 0.00331489+0.00621759j 0.0186558+0.0028888j -0.00551285+0.00623691j 0.00610725-0.0020018j -0.00568271-0.00161347j -0.00751009-0.000444826j -0.00177301-0.0156284j 0.0149983+0.000615383j 
0.00400635-0.00535755j -0.00366272-0.00535258j 0.00439952+0.00461911j -0.0160369+0.00958321j -0.0136479-0.0163146j 0.0152275+0.000174145j -0.00282899+0.0264058j -0.00543986+0.0351342j 0.00204479+0.0253716j -0.0187657+0.0463796j 0.0146627+0.00630582j 0.0160039-0.0326924j -0.0115249+0.023905j 0.00498393+0.0100491j 0.00605998-0.00263192j -0.00200369+0.0751752j 0.029474+0.0463268j -0.00884779+0.00937339j 0.00290972-0.0436878j -0.042647+0.0277529j -0.0272782+0.031284j -0.00679494-0.000549492j -0.0357029+0.0218489j -0.0174031-0.00365772j -0.00924917-0.0402864j 0.00314125-0.0327957j -0.0118804+0.0205589j 0.0178913+0.00573569j -0.00151362+0.0146252j -0.0119606+0.0247628j 0.0115217+0.00642152j -0.00371227-0.0146921j -0.0159487-0.0125471j 0.003766+0.00827606j 0.000462643-0.0105748j -0.00821439-0.00130034j 0.0192289-0.0152373j -0.0159382-0.0313015j 0.00455752-0.0143967j -0.0124049-0.00406016j 0.016206-0.0190721j -0.000984036+0.0220522j -0.0137508-0.00828438j 0.0197605-0.00495629j -0.0143326-0.00366355j 0.0266518+0.00860636j 0.0250839-0.0510276j 0.0143924-0.0404738j 0.0145008-0.00952368j -0.0171589+0.00214223j -0.0165548-0.00413628j -0.0277829-4.65916e-05j 0.00113312+0.00625906j 0.0101771-0.0169352j 0.041799+0.0140779j 0.00790112-0.0224933j 0.0167205-0.00157168j 0.00615417+0.00456812j -0.0390072-0.00622369j -0.000551381+0.0245834j -0.0200593-0.0108799j -0.0229774+0.00263086j 0.0127057-0.00216248j -0.00251242+0.0135148j 0.00301157+0.00243395j -0.00693856-0.00683936j -0.00697834+0.00322172j 0.0158292+0.00379947j -0.00389609-0.0079065j -0.020543+0.00887698j 0.00784617-0.00978955j -0.0116025+0.00579481j 
-0.00697889-0.00196607j -0.00138004+0.00720313j 0.019914-0.00584696j 0.0130329+0.00144779j 0.0165013-0.0107178j -0.0294595+0.00920089j 0.00302894-0.00841104j -0.0276886+0.0331816j -0.0315108-0.0290267j -0.000186804-0.0264136j 0.0104598-0.0205125j 0.0245229+0.00316401j 0.0106325-0.0672387j 0.013363-0.0390005j 0.0169117-0.0338827j 0.0244408+0.0513015j 0.00357928+0.0335913j 0.0491938-0.0395036j -0.0199439-0.0116097j 0.00968136-0.0240742j 0.0050527+0.0419872j -0.0370356-0.0217298j -0.0152166+0.0301012j -0.000456297-0.0613035j -0.0141129+0.011892j 0.000934957-0.0106189j 0.00017206-0.0282438j 0.0143135-0.002057j -0.0125868+0.0122346j 0.0110578-0.013589j -0.01839-0.00828816j -0.00323538-0.00811216j 0.00715194-0.0109076j -0.0162712-0.0139115j -0.00740691-0.00300297j 0.011836-0.00644553j -0.0135381+0.0344775j 0.0146654-0.00231783j -0.0309949+0.0145155j 0.00249121+0.0231078j 0.00226854+0.0368936j -0.000506257-0.0288555j 0.00566115+0.00399383j 0.0397226-0.00186097j -0.019932-0.0158078j -0.00707611+0.0128779j -0.0149772+0.00386059j 0.00438618-0.0150702j 0.0153397+0.0117226j 0.0133494-0.0115489j -0.00823513+0.0405401j -0.00547744-0.00618781j 0.0181225-0.00165898j 0.0246905-0.00618504j -0.0125868+0.0210486j -0.0395542-0.0108529j 0.0262521-0.0190524j 0.0119781-0.00530873j -0.0159661+0.00316028j 0.0032469+0.00415721j 0.00362887-0.0106214j -0.0303784-0.00417149j -0.0132735-0.00896987j 0.00652446-0.0123406j -0.0156131+0.00470425j 0.0133885+0.000762951j -0.00975966-0.000485655j -0.0127108+0.00566239j -0.00131307+0.00908017j 0.0143705-0.00266501j 0.00550452-0.00546077j 0.0150467-0.0101236j 
0.00263923+0.00362277j 0.00356029-0.0024713j 0.0019641+0.00847413j -0.00820133-0.00427509j 0.0105137-0.00307951j 0.0104908+0.0319212j -0.0212902+0.0169625j -0.0342181-0.00928502j -0.0337878-0.0146356j -0.0464286-0.0195655j 0.0172171-0.010664j 0.0430759+0.00637672j -0.0160597-0.0388382j 0.000828398-0.00978332j 0.00845239+0.00355293j -0.0690953-0.0125676j -0.0208071-0.0256889j 0.00363882-0.000141689j 0.0385549+0.0142109j -0.0266113+0.0245102j -0.036065-0.000220737j -0.00353638-0.00752854j -0.0455734+0.0051406j 0.00768265-0.00778955j 0.0371708+0.0276635j 0.034862+0.0220419j -0.013768-0.00703962j 0.0141684-0.00579096j -0.0194691-0.004724j -0.0150595-0.00932363j 0.002196-0.0061136j -0.00108878-0.0030439j 0.0117585+0.0120241j -0.00799518-0.00428611j -0.00130618-0.00342146j 0.00845225-0.0194166j 0.00502995-0.00142347j 0.018545+0.0182744j 0.00246652-0.00126617j -0.0019109+0.0146513j 0.00605824+0.0033016j -0.00293076+0.00234562j -0.0111101+0.0152918j -0.0144163-0.0162825j -0.000331461+0.00363919j -0.00442317-0.0149379j -0.0135296-0.0365497j -0.0282973-0.017057j -0.0410808-0.00146754j 0.00264969+0.00741186j -0.0115987+0.0217341j 0.0050808+0.0235781j -0.00637816-0.00469609j -0.00362894-0.00911498j -0.0278045-0.0123828j -0.00490093-0.0108136j -0.0242553-0.0223015j -0.00378482-0.0117246j -0.00035609+0.023771j -0.0120577+0.00525404j 0.00322587-0.00164857j -0.0073409+0.0187822j -0.0185271-0.0116955j -0.00805682-0.00286462j 0.00173143-0.00480085j 0.0173552-0.00584797j -0.0123036+0.00899314j 0.00108915+0.00539756j 0.00699661-0.00396965j -0.0129028+0.00513507j 0.0315354+0.0189925j -0.0171635+0.00775352j 
-0.00128209+0.00841623j 0.00705593+0.00248933j -0.0169348-0.00702456j -0.00109725-0.0190434j 0.00185715+0.0117082j 0.0156117+0.00300779j -0.0113976-0.0225251j 0.017807-0.0364249j -0.0173736-0.0192307j -0.0122042-0.0232336j -0.0122448+0.00922927j 0.00194997-0.0486106j -0.0409174+0.00296499j -0.00883726-0.0194494j -0.0206385+0.0163107j -0.0197721+0.00410135j -0.0105171+0.00165977j -0.0220276+0.0188492j 0.0237916+0.016562j -0.0166389-0.0639289j 0.00277803+0.0132694j -0.00128045-0.0259912j 0.00385011-0.0275175j -0.0177797+0.0063243j 0.0187907-0.00430954j 0.00979422+0.00333735j -0.0101737-0.00750692j -0.0160864+8.79612e-05j 0.00956655-0.00815375j -0.0142768-0.0193355j 0.00601071-0.00616209j -0.000478266-0.00140833j 0.0118275+0.0153812j -0.00924454-0.0223742j -0.00383213-0.00537079j -0.0023399-0.00349611j 0.00904051-0.00467808j 0.0151798+0.0383841j -0.00933822-0.00514628j 0.0240141+0.00111399j -0.0170157+0.00588831j 0.00139129+0.0123263j 0.0438382-0.0151136j -0.00690642-0.00481769j 0.00485446+0.0100755j -0.00777384-0.0272571j -0.0298652-0.00801855j 0.0377618-0.0163307j 0.061525-0.0186054j -0.0254181+0.0201888j -0.0276696-0.00240303j -0.00916829+0.0188194j 0.033896-0.000831569j 0.00143639+0.00710962j 0.0510113-0.0189459j -0.017856-0.0140165j 0.0121739+0.00258698j 0.0223929+0.00177095j -0.00881136+0.00865779j 0.0290686+0.00782909j -0.00312131+0.00541254j 0.0231428+0.00344225j 0.00211098-0.00334437j -0.00573657-0.00288909j 0.00848754-0.0103566j -0.00746914-0.00580939j 0.00238942-0.00342033j 0.0100383+0.00309619j -0.000560964-0.0082814j -0.00767485-0.0016899j -0.00139974+0.0228151j -0.0245086-0.00887775j 
-0.00553379+0.0077796j 0.00641304+0.00608674j -0.0168864-0.0216967j 0.00985616-0.0138447j 0.000188139+0.00772148j 0.0160473-0.000672634j 0.0118405-0.00968974j 0.0345769-0.00514046j -0.0294132+0.0449505j -0.01704-0.0246689j 0.00381248-0.0487268j -0.0213139-0.00963937j -0.0314998-0.0466908j -0.0351497-0.0251156j -0.0181668-0.0210706j 0.0342974-0.00904231j 0.00945094+0.0391724j -0.034814-0.000787678j -0.00219498-0.0169597j -0.0182074+0.0363029j 0.0310091+0.0147j -0.0229548-0.00215929j 0.0270923+0.0300956j -0.0417876-0.0234399j 0.0150199+0.0238177j -0.00350646-0.0306945j -0.014084-0.0170237j -0.0219393+0.0100053j 0.0266412+0.00562055j -0.0107421-0.0287376j 0.00613176-0.002239j -0.00317956-0.0129987j 0.0066968-0.00156263j -0.01733-0.0404872j -0.011495-0.0238505j 0.00331742-0.0074515j 0.0261554-0.00876947j -0.00127586+0.0180937j -0.0493528-0.0360181j -0.00985691+0.0102561j 0.0370143+0.00831509j 0.01122+0.00730505j -0.0232767+0.0133168j 0.0283176+0.0247965j 0.000115486-0.0175561j 0.00519801-0.0092421j 0.0353782-0.00747034j -0.000779786+0.0116935j -0.0348289+0.0153702j 0.00135053+0.00419422j -0.0141511-0.0182291j 0.0318574+0.00106551j -0.0216638+0.018149j 0.010666+0.0196039j -0.0306243-0.00926939j 0.00678086-0.0250321j 0.0114523+0.0209355j -0.0204951+0.00745937j -0.012649-0.00498596j -0.0192375+0.00305073j 0.00845696+0.00829418j -0.00368478-0.0124077j 0.00486106-0.00606361j 0.0103145+0.00298445j 0.0104326-0.0121408j -0.02632-0.00755767j -0.00543643-0.0118518j 0.0189806+0.00968697j -0.00333269-0.0132753j -0.00880933-0.00519102j -0.0232044+0.0130062j -0.0239064-0.0244457j 
-0.00950883-0.00185503j 0.000369087+0.00772394j 0.0206141+0.00453402j -0.0157388-0.0154624j -0.0129648-0.039325j -0.00702286-0.00534663j -0.022184-0.00790614j 0.0101959+0.0533989j 0.00883606-0.0151402j -0.0143691-0.0199757j -0.0208595+0.089864j 0.0212694+0.0366459j -0.0249352-0.00348676j -0.0286555+0.00954301j -0.00453485-0.0631471j -0.0284891+0.00595212j 0.0072473-0.0147277j -0.00698617-0.0679514j -0.00285497+0.0483115j 0.0119639-0.0343257j -0.00321322+0.00658483j -1.37147e-06-0.0290283j 0.00811096-0.0152542j 0.00246075-0.0143968j 0.00997245+0.0316188j 0.0191868+0.0358555j -0.00284455-0.00319549j 0.00183246-0.00228262j 0.0179218+0.0425291j -0.00471405+0.00208112j 0.000160342-0.00637105j -0.00150269-0.022513j -0.0112969-0.00708373j -0.0252888-0.00922834j -0.00487475-0.00538661j -0.0311101+0.0197848j -0.00441102+0.035997j 0.0245997-0.0224459j 0.0209436+0.00258852j 0.00984106+0.0127144j -7.34993e-05-0.00411523j 0.0249256-0.0333195j -0.0265704+0.00456192j 0.0259084-0.0091601j 0.0058718-0.0206167j -0.0153509-0.0243954j -0.0163927+0.0235809j -0.0328014+0.0007711j 0.00964885-0.00303834j 0.0425314+0.013729j 0.0183811-0.00562165j -0.0099946+0.0118718j -0.0110859-0.00779039j -0.0323468+0.0157393j -0.0218634-0.0151584j -0.00794024-0.0103688j 0.019388-0.00717588j -0.000514561-0.0038131j 0.0136284+0.00698505j 0.0145351-0.00582453j 0.0145314+0.00234287j -0.00202282+0.010122j -0.0124075-0.00440096j 0.000316436+0.00134662j -0.00171-0.00083677j -0.00330328-0.00299251j 0.00358937-0.00368089j 0.00722848+0.00430691j -0.00519776+0.00501859j -0.00440007-0.00465554j -0.00374313-0.00471799j -0.00633591-0.0145203j 
0.00587748+0.00193692j 0.00112068-0.00793428j 0.00657362+0.0357988j -0.0130671+0.0234653j -0.00233714+0.00109279j 0.00638403+0.0568249j -0.0467988+0.0285914j -0.00674798+0.0672345j -0.00546732+0.0148152j -0.0159456+0.00188432j -0.0114698-0.00191576j -0.0300134-0.00874286j 0.0068986-0.0182321j -0.030051+0.00470334j -0.0206317+0.0245507j 0.0051415+0.051177j 0.0473003-0.0460888j 0.00700404-0.0249086j -0.00980471-0.0104126j -0.0249657-0.00313868j 0.0136205+0.000573793j -0.0149981+0.0125468j -0.00182128+0.00130966j -0.00167974-0.0205022j -0.00112313+0.00563557j 0.00812023+0.0150402j -0.0142544-0.0174131j 0.0018422-0.0134866j -0.00139877+0.00644756j -0.0159251+0.00236218j 0.0151099+0.0109903j -0.00185588-0.00299799j -0.0193853+0.00876719j -0.00865615+0.0408179j -0.0188277+0.0107021j -0.0109399-0.0368544j -0.0221121+0.00819153j -0.00851576-0.051976j 0.00165136-0.0291959j -0.00716563+0.0118476j -0.024069+0.00464245j 0.00664646+0.0179677j 0.0201717+0.0138875j -0.00703786+0.0214769j -0.0121998-0.0203424j 0.0025244-0.00208019j -0.0348571+0.00432008j 0.0126772+0.00972634j -0.00817248+0.0424452j 0.00479533-0.00875769j -0.0205059-0.0118109j -0.0268812+0.00513573j 0.0148638+0.0149914j 0.0193435+0.00151556j 0.00972466+0.0095921j 0.0106489-0.0148245j 0.0125508+0.0155826j 0.0126706+0.00300559j 0.00319397-0.00793789j 0.00812565+0.00639153j 0.00635709-0.00128567j -0.0265446+0.0118115j -0.00216662-0.00598062j -0.0146686+0.0103284j -0.00697457+0.00958622j -0.00610051+0.00119772j -0.00183044-0.00555509j -0.0181748+0.0162573j 0.0157469-0.0110919j -0.00678889+0.00375451j 0.00848668-0.000273273j -0.016903+0.0104715j 
-0.000300686-0.00157787j 0.00183855+0.00139451j -0.00864888-0.00268204j -0.00324661-0.0195895j 0.00490746-0.0085933j -0.0148165-0.0222902j -0.00307828-0.00635998j -0.034476-0.0292191j -0.020864-0.00739846j -0.0010667-0.0271237j 0.018107+0.0325318j -0.029851+0.00741271j 0.0334511+0.0295122j -0.0088459+0.00402581j 0.0412535-0.00103635j 0.00445329-0.0243684j -0.00412347+0.0222821j 0.0234921+0.01025j 0.00163764+0.0121579j -0.0554877-0.00819272j -0.00595741-0.000219179j -0.00420648-0.00390703j -0.0203339-0.00965954j 0.0227544+0.019049j -0.0130517-0.00431817j -0.00706933-0.00121162j 0.0106015+0.0185798j 0.011319+0.000852009j -0.0237607-0.0147924j -0.00779561+0.00710822j -0.00960017-0.00848175j -0.0066485+0.00303892j 0.0181846+0.0163579j 0.000885742-0.0115741j 0.0126254+0.00415117j 0.0164898+0.0263651j 0.00869261-0.0018713j 0.0225494+0.0250564j 0.019732+0.0168064j 0.0158807+0.0272732j -0.00723217-0.0328134j 0.0110082-0.0127021j -0.000506455+0.0492165j 0.015565-0.010576j -0.00228368+0.00520321j 0.0019506+0.00141676j 0.00172778-0.0252283j 0.00312365+0.0407481j 0.0315321+0.0671627j -0.00213531-0.0239126j 0.00387154-0.0120188j -0.00133245-0.0225874j 0.0020185+0.0241993j -0.00420347+0.00228878j 0.0114259+0.0488369j -0.0161138-0.00291643j -0.00459889+0.00014382j -0.0040089+0.0216279j -0.00320017-0.00609112j -0.00521013+0.0150885j -0.01129-0.0100152j -0.000704223+0.0115723j -0.00282639+0.00225161j -0.00273596-0.00855874j -0.00467913-0.00260175j 0.017387-0.00598323j 0.00274169+0.0112377j -0.0081659-0.00790116j -0.0109885+0.00383279j 0.00426613+0.00820965j 0.019975+0.0148885j -0.00976862+0.00472986j 
-0.0114644-0.00669982j -0.00946425+0.00719526j 0.028099-0.0397078j -0.00355771+0.0180819j -0.00711195-0.0190279j 0.00432401+0.0363309j 0.00338407+0.00377307j 0.0298401-0.0210992j -0.0287687-0.0178277j -0.00334796-0.00630162j 0.0649598-0.0122003j 0.013731+0.0196382j -0.00474718-0.00249264j 0.020731-0.0352585j -0.020212-0.0107414j 0.0341939+0.0257058j -0.0249304-0.0188426j -0.0640328-0.0178259j 0.0189553+0.0117309j -0.0280442-0.00474768j 0.00213577+0.00266052j -0.0186266-0.00546233j -0.0157108+0.0272605j -0.0164465-0.0181502j 0.0183475+0.000356438j 0.0177222-0.000420282j -0.00968737-0.0140862j 0.00212029+0.00506094j 0.0424385+0.0465495j 0.0420725+0.00399506j -0.00678386+0.0124785j 0.0147832-0.0172023j -0.0162298-0.0800196j -0.00581955-0.0227805j 0.00371383-0.0345298j -0.0357293-0.0373442j 0.0058065+0.0126568j -0.0175072+0.0277399j 0.0167166+0.0206504j 0.0205508+0.00747054j 0.00565094-0.0160873j -0.0148404+0.00445731j 0.0338118+0.00652057j -0.0341536+0.0125888j -0.0117467-0.0031419j -0.00442389-0.010972j -0.0145487-0.0343107j -0.00136381+0.000996478j 0.00379787+0.0203696j -0.0225939+0.0204937j 0.00157041+0.0123422j 0.00148522-0.0204581j 0.0165381+0.0103811j -0.0108891-0.00137876j 0.00514948+0.00505102j 0.00546836-0.0144047j 0.00830905+0.01391j 0.0053204+0.0133436j -0.0101664+0.00602162j 0.00450609+0.0152486j -0.0061733+0.00488072j 0.00295678-0.00605028j -0.00795641+0.0078513j 0.0170929-0.00404339j 0.0182358-0.00675264j 0.000636806+0.00965679j -0.0272655-0.0111002j 0.037466+0.00435839j 0.0206636+0.0144318j -0.00832793-0.0183135j -0.0254939-0.0369082j 0.0375397-0.0185788j 
0.00934586+0.0140734j 0.00716821-0.0043816j -0.0171501+0.0182166j -0.00415123+0.0281221j -0.0115707+0.0705504j -0.0056463-0.036379j 0.0113024+0.0149466j 0.0574844+0.0269442j -0.00664245-0.0118867j -0.00856767-0.00256747j 0.0622704+0.0352752j 0.0433086-0.0462949j 0.0255403-0.0207048j -0.00165148+0.00828816j -0.0312968+0.0125387j 0.00484937-0.018016j -0.0215905+0.00731396j -0.0330078+0.000935538j 0.035681+0.00874651j -0.0113064+0.00518418j 0.00579075-0.00492436j -0.031137-0.0130392j -0.0169271-0.035625j -0.0113604+0.0171499j 0.0306039+0.0160789j -0.00467964-0.0141645j 0.00518413+0.00606441j -0.0196682+0.0046421j -0.00177482-0.0180575j -0.00194633-0.00729607j 0.00253211-0.010158j 0.00864187+0.0321976j -0.00889501+0.0323885j 0.0317543+0.0374821j 0.0146004+0.041793j 0.00407378-0.039552j 0.0274156-0.0361396j 0.024551-0.00634298j 0.0199884+0.0341975j -0.0198059+0.0108416j -0.0208542-0.00554266j 0.0273114+0.0117893j -0.023792-0.00890376j 0.0296165-0.000846532j 0.0201145-0.0023958j 0.00920044+0.00220322j -0.0213911-0.0105699j -0.005246-0.0178687j 0.00560057+0.0152505j 0.0154169+0.0101905j 0.00809665+0.0175253j -0.00639088+0.000185475j -0.00220435-0.0083398j -0.00809053-0.0268599j -0.0082759-0.00210692j -0.00970146-0.00239729j 0.00322176+0.00593669j -0.00662413+0.00678519j -0.0172101+0.00315529j 0.00323236+0.0142962j 0.0150106+0.00513773j 0.00433426-0.00231382j 0.00466187-0.00360004j -0.0116818+0.0113619j 0.0076482+0.00735603j -0.00796588+0.0107599j -0.00975257-0.00774742j -0.0249323+0.0042132j 0.028346-0.00591698j 0.00562103-0.00340543j -0.00356779+0.0136867j -0.00980179+0.0120046j 
0.0114519-0.00120519j -0.00266594-0.00445507j 0.0249012+0.0107892j 0.0221417+0.0117846j 0.0263003+0.00791455j 0.0497482+0.00339287j 0.0223559+0.0530713j 0.048893+0.0111333j -0.000795441+0.0132406j 0.0198086+0.0177974j -0.0257534+0.0146537j -0.0136912+0.00431528j -0.0224965-0.0164473j -0.0200563-0.00657477j 0.0375467-0.0111012j 0.0420118+0.0106084j -0.047774+0.00287562j 0.00718783-0.0312728j -0.0239893-0.0122936j 0.0165934+0.00181419j 0.0137613-0.00215484j 0.00800857-0.0158929j -0.00226331-0.0168071j -0.00633201-0.00275847j -0.00956886+0.0176535j -0.00353964+0.0181685j -0.00125138-0.012015j -0.0200432-0.00411691j -0.0203774+0.0128958j 0.0134552+0.00499388j 0.00383877+0.0204535j 0.022972+0.0136712j -0.0140281-0.00161253j 0.0436146+0.0281595j -0.00365676+0.00033759j -0.0394845-0.026128j -0.00617579-0.0338205j -0.00775083-0.0315605j -0.0226145-0.00567013j -0.00439263-0.0140652j -0.0112897-0.0233897j -0.00269153-0.016142j 0.00183974+0.0334446j 0.00556544-0.0320861j 0.0155851-0.0145826j -0.00581606-0.00696818j -0.00909622-0.03004j 0.0119075+0.0194674j -0.00720272-0.0131626j 0.00398082-0.00374812j 0.00469314-0.0149473j -0.00892487-0.0105536j 0.00358557+0.0198723j 0.000145606+0.0214837j 0.00670173+0.0162234j 0.00173933+0.00463849j 0.00211896+0.000131045j -0.00931878+0.00937121j 0.000451398-0.000440509j 0.00555921-0.0042372j 0.00922945-0.000224107j 0.00366325-0.0164005j 0.00949454+0.00172292j 0.00594856+0.00437186j -0.000305252+0.00287063j -0.00261757+0.00926386j -0.0221217+0.00945065j 0.014027-0.00873062j -0.00364376+0.00911265j 0.00603632+0.00269434j 0.0226078-0.0182647j 0.0403716+0.0294025j 
-0.00510196+0.0107608j 0.00814554+0.0063999j -0.0234897+0.0311276j 0.00853929-0.0167728j -0.00443095+0.0140267j -0.00297394-0.0607552j -0.0227542+0.0323103j -0.0552503-0.0142242j -0.0086489-0.0101754j -0.0282838-0.0126376j -0.0476968-0.0313905j 0.0165689-0.012768j -0.0109032+0.00206925j -0.0418813+0.00402406j -0.000538405+0.0112355j -0.000312769-0.0310258j 0.00430018+0.00736866j 0.0121622+0.00821137j -0.00212186+0.00298691j -0.0298892-0.0172037j -0.0256009-0.0177506j 0.0315153+0.013553j 0.0276599+0.00159651j -0.0322882-0.0125079j -0.0203996-0.00137907j 0.0573818+0.00553503j 0.0135358-0.00795602j 0.047076+0.0353119j 0.081193-0.00230037j 0.0746441-0.0297863j 0.0589002-0.0527048j 0.0436305-0.068405j -0.00500066+0.042233j -0.0255905-0.0338599j -0.0117876+0.00536026j 0.015629-0.00300096j -0.00547574-0.022669j 0.0289746-0.00601771j 0.00248403-0.0087995j -0.00317385+0.00921429j 9.20216e-05+0.0148738j -0.00786119-0.0032731j 0.00195705+0.0284274j 0.00417263-0.035594j 0.000455111-0.0050284j 0.00642509+0.00776666j 0.00698468-0.000526394j -0.000545417+0.00540939j -0.00152967+0.00433233j 0.0107135-0.0211821j -0.0173264+0.00259327j -0.0153382+0.011114j -0.000744542+0.00334164j -0.00578288-0.00155959j 0.0152023+0.00342737j 0.0152574-0.00653845j -0.0141395-0.00356018j -0.00819519-0.00127433j 0.00265573+0.00725698j -0.000939101-0.00125686j -0.00480073+0.00207683j 0.00334608-0.00338913j -0.0107335+0.00606271j -0.0281271+0.000576779j -0.0360728-0.0096326j -0.0454407+0.0302162j 0.0266348-0.0137993j 0.0651453+0.0195625j 0.0745061+0.00197054j 0.0043121-0.0441841j -0.0658742-0.0210036j 0.0435357-0.0385148j 
