0.00799271-0.00669724j -0.00522217-0.00209415j -0.0111512+0.0190567j -0.00232132-0.00702269j 0.00843282-0.0106966j -0.00466925+0.0257492j -0.0036139+0.0193525j -0.00600978-0.00963506j 0.00220436-0.0247495j -0.000994071+0.0123865j -0.00136655+0.0130728j -0.00436428-0.00420844j -0.00182771-0.00690991j -0.00172401+0.00125093j 0.00481982+0.00669219j 0.00532028-0.00126201j -0.00323579-0.00865345j 0.00901657+0.0162262j -0.00229472-0.00241908j 0.000147909-0.00516648j -0.000767752-0.0046657j -0.00112743-0.00114604j 0.00913121+0.00967578j -0.000613696+0.00567903j 0.00759775+0.00198141j 0.0108028+0.00571357j 0.00393112+0.00241068j -0.00159571-0.000921156j -0.00276123+0.00095354j 0.0127219+0.00309278j -0.0106494+0.0107015j -0.0168251-0.0123818j 0.00141306+0.00512692j 0.00663445-0.00230927j -0.00617568-0.0103601j 0.00101022+0.0026972j -0.0166025-0.00207188j -0.00869937+0.0027518j 0.0118075+0.00687521j -0.00432446+0.000291802j -0.0229313-0.00194607j -0.00100787-0.0017047j 0.00698644+0.00128911j -0.00773031-0.000966179j -0.0024461+0.00469691j -0.0011452+0.00202723j -0.00274889-0.000273737j -0.000392063-0.000322412j 0.00319342-0.000496148j -0.0104817-1.68874e-05j 0.0161891-0.00246784j -0.00474532-3.72703e-05j 0.00352704-0.00110392j 0.00180719-0.00194816j 0.00643483-0.0024141j 0.00434654-0.00406326j -0.0028604-0.000492046j -0.00233462-0.000339457j -0.00820095+0.00184635j -0.00115573+0.00139307j -0.00332662+0.000631966j -0.00591539+0.00170766j 0.0073582-0.00433494j -0.00282828+0.00173776j -0.00553472+0.00196747j -0.00635764+6.03628e-05j 0.0080072-0.00301039j -0.00266906+0.00208563j 0.00911385-0.000940494j -0.0058229+0.00318052j 0.00788714+0.000780983j -0.00636575+0.00389313j 
-0.011106+0.00422039j -0.00260515+0.0010078j -0.00279063+0.000165151j -0.00413607-0.00105054j 0.000349491+0.00211852j 0.00285351-0.00442538j 0.00253945-0.00245812j -0.00584167+0.000584753j 0.00606057+0.0019738j -0.00438712+0.00435599j 0.0121933-0.00472762j -0.00290661+0.0020719j 0.0129204+0.000168407j 0.00357487+0.00442503j 0.0132075-0.00122804j -0.00100074-0.00434722j -0.00249456+0.0068345j -0.00156306-0.00160803j 0.00345045+0.00518394j -0.00160074-0.00268427j 0.00127411-0.00275021j 0.0108637-0.00499076j -0.00153222+0.00524209j 0.00204587+0.00581245j -0.0034571+0.000446832j -0.00569342+0.00289422j -0.00229146-0.00458217j 0.00047778-0.0108107j -0.00581344-0.0012536j -0.00295466+0.0117894j -0.00459259+0.0100619j -0.00787016-0.0152153j -0.0108358-0.00500077j 0.00196453-0.00795982j -0.00133648-0.000919036j 0.00229626-0.00742558j -0.000311659+0.00042347j 0.00238777-0.00168927j 0.00244646-0.00819397j 0.00406394-0.010075j -0.00339342-0.00330397j 0.00471825+0.00260016j 0.00177085+0.00231557j 0.00604418-0.00710466j -0.00525758+0.0042302j -0.00181904+0.00196565j 0.00289154-0.00666727j -0.000297802+0.0123237j -7.1074e-05+0.00305765j 0.000785317-0.00194298j 0.00511874-0.00689691j -0.00188567-0.00932451j 0.00093554-0.00856339j -0.00448086-0.0122029j -0.00318729+0.00464822j -0.00322695-0.00446185j 0.000189697-0.000249019j 7.42081e-05-0.0033613j 0.0032163-0.00389842j 0.00247093+0.00688646j -0.000258002+0.0015522j 0.00280293-0.00283849j -0.00067018-0.00129582j 0.00217677-0.00752704j 0.0121476+0.0112798j 0.00487989+0.00607128j -0.0032902+0.00390298j 0.00551213-0.00379362j 0.00553745-0.00861356j 0.010702+0.00804517j -0.00323496-0.00104223j -0.00358906-0.00883822j 
0.000634521+0.00164446j 0.00263391+0.000830537j 0.00735113-0.00452565j 0.00279876-0.00559125j 0.00607258-0.00125972j 0.0102172-0.0101929j -0.00409767+0.00141094j -0.00445717+0.00849044j 0.00803004-0.00405565j 0.00220485-0.000144185j -0.00199838-0.000133761j -0.00234337+0.00644366j -0.000215542+0.00101523j 0.0125666-0.00961684j 0.00931991-0.00560966j 0.0110954-0.0185413j 0.0114339-0.00531531j 0.00243875+0.00293314j 0.0044425+0.00159785j -0.00381161-0.000305321j -0.00395747+0.00230175j 0.00216478-0.0125778j 0.00655418-0.000709986j 0.00195723-0.00116977j -0.00132871+0.0129822j 0.00396171+0.00409233j -0.00464262+0.00368717j -0.00458286-0.00547702j -0.0018748+0.0178951j 0.0132943+0.0114372j -0.00816049-0.00934632j 0.00541036-0.00104198j -0.00311402-0.000656245j 0.000952991+0.00423982j 0.000926733+0.00584376j -0.00391077-0.000424206j -0.00360439+0.00632006j -0.000480821+0.00477626j -0.00363294+0.00650851j 0.000616299+0.000741418j 0.00298551+0.00139743j 0.00121974-0.00529183j -0.00026995-0.000335668j -0.000167294-0.000302991j -0.00075357+0.00586387j 0.000515962-0.00101612j -0.00176962+0.00127859j 0.000673221-0.00650473j -0.000196292+0.0042847j -0.00142548+0.000891786j 0.000194027+0.00116802j 0.00237214+0.00307911j -0.000209944-0.00341918j 0.000908256+0.0077212j 0.0016332-0.00257634j -0.00548053-0.000445741j -0.00371785-0.000587054j -0.0016697-0.00417535j 0.00270286+0.00374903j 0.00299688+0.000960117j -0.000928791-0.00285054j -0.00260333+0.00114403j 0.000552977+0.00175158j -0.000248634+0.00379284j 0.00102474-0.00334733j -0.00259655-0.00124053j 0.00357906+0.0009983j -0.00221387+0.00373207j -0.00601808-0.0126726j 0.00344717-0.0054063j -0.00366554+0.000520203j -0.00422132-0.00345382j 
-0.00576103-0.00516398j 0.00320883-0.00187105j -0.00384334+0.000769561j -0.000398827+0.00433413j -0.00383184-0.00143241j 0.00159378-0.00199557j 0.00460433+0.00102177j -0.00322555+8.28457e-05j 0.00532356-0.00157509j -0.00431028-0.0109562j -0.00020566-0.00906145j -0.00172172+0.00219285j 0.00544361-0.00771446j 0.00137125-0.00833305j -0.00192514-0.00933059j -0.00201887-0.0089267j -0.0114213-0.00185614j -0.00484439+0.00187983j -0.00360302+0.00169197j -0.00627682-0.00344068j -0.00102504+0.00625057j 0.000889103+0.00138561j 0.00121661+0.00516095j 0.00693206+0.00389512j -0.00741162+0.000852507j 0.00739937+0.00465633j -0.00187892-0.00108826j 0.000431917-0.0111934j 0.00832957-0.00484976j -0.00361618-0.0005426j -0.00217901-0.00482386j 0.00135702-0.00883098j 0.00144703-0.00310671j 0.00535819-0.00941741j -4.55808e-05-0.0110783j 0.00392118+0.00407901j 0.00301611-0.00131072j 0.00117835-0.00129396j 0.000272986+0.00360148j -0.00243296+0.0129426j -2.37093e-05+0.00236054j -0.00013818-0.00990547j 0.00321155-0.0118627j -0.00390776-0.00206864j 0.00504288-0.0150826j 0.0033369-0.00183325j -0.00383382+0.0201236j 0.000690866-0.00429562j 0.000493205-0.013444j 0.00725048+0.00932154j -0.00176064-0.00341345j 0.00238108+0.00404204j 0.00430512+0.00974354j -0.000720392+0.00451111j -0.00271018-0.00891085j 0.0020906+0.00870399j 0.00224099-0.00315945j 0.00239376-0.00176671j -0.00190294-0.00202826j -0.00738994-0.00394239j 0.00775416+0.000454174j -0.00547044-0.00424021j -0.00493515-0.00802418j -0.00597411-0.00588669j -0.00337608-0.00929855j -0.00293309+7.25811e-05j 0.00163281+0.00627694j -0.00613323-0.003685j 0.0072468+0.0100191j -0.00301136+0.0039405j 0.0042687+7.56543e-05j 0.00102725+0.000483868j 
-0.00659232-0.00294331j 0.00469407-0.000520644j -0.000138236-0.000951772j 0.00910961-0.00622251j -0.00500376+0.00452281j 0.00520023+0.00219537j 0.0069477-0.00158664j -0.00587247+0.00132288j 0.00185158+0.000691558j -0.0166975+0.00506765j -0.0094844+0.0155598j 0.00117028+0.00021327j -0.00912184+0.0107979j -0.00876576+0.00482045j -0.00783191+0.0168985j -0.00113556+0.00163922j -0.0071445+0.0142134j 0.00409707+0.00716945j -0.00279486+0.00862909j -0.00535498+0.00682436j 0.00107026+0.000275854j 0.00419401+0.00571765j -0.00114803-0.00708714j 0.00612437-0.0126397j -0.0036053+0.0076529j 0.00277037-0.0145351j 0.00034917-0.00500132j 0.00389455+0.00149334j -0.00675608-0.00466672j -0.00630357+0.0104812j -0.00747103-0.00418985j 0.00202643-0.00682044j 0.00215404-0.0059578j 0.00345635+0.00159715j -0.00116412+0.0020664j -0.000379624-0.00329221j -0.00456369+0.00392204j -0.000678295+0.00427849j -0.000431388+0.00257455j 0.0020444+0.00205783j 0.00174319+0.000489669j 0.00145832-0.00151896j 0.00132842-0.00486468j 0.000440525+0.00123555j 0.000236936-0.00329356j 0.000487144-0.00255239j -0.00207365+0.00498007j 9.79863e-05-0.00651749j 0.000304912-2.94595e-05j 0.00205871+0.0011672j -0.00108964+0.000625477j 0.00224935+0.00100822j 0.0017101-0.00251742j 0.00281661+0.00515091j 0.00195598-0.00488896j -0.00150911+0.00283255j -0.00118813-0.00227659j -0.00157018-0.00398212j 0.00132818+0.00525799j 0.000211294-0.000213282j 0.00317064-0.00187294j -0.00438952+8.62778e-06j -0.000161415+0.00133096j -0.00187992+0.000823777j -0.00107562-0.000226064j -0.00224136+0.00149281j 0.00309421+0.0017881j 0.000197288+0.00479468j 0.00234689-0.00527069j 0.00234924+0.00239546j -0.00145718-0.00180563j -0.00182489-0.00593064j 
5.26204e-05+0.00190513j 0.00106371-0.00168812j 7.62675e-05-0.00288858j 0.00280744+0.00212098j -0.00389815-0.00338784j -0.00502907-0.00766693j 0.000272958+0.00180315j 0.00172508+0.00354906j -0.000493688-0.00679262j -0.00955714-0.00617435j -0.0109052-0.00516256j 0.00622476+0.0050073j -0.0124821-0.00646331j -0.00927244-0.0139599j -0.0124853-0.009517j -0.0166394-0.00906363j -0.00797945-0.00248374j -0.00313987+0.00624891j -0.00140074+0.000199921j -0.00648069+0.00307774j 0.00263025+0.00294516j -0.00852581-0.00503343j 0.00688858-0.00400085j 0.0083364-0.00106383j 0.00501603+0.00692691j 0.0103653+0.000395672j 0.00232853+0.00652507j -0.0106131+0.00243629j 0.00928567-0.000542252j 0.00592055-0.00419243j -0.00549786+0.00284227j -0.00349353-0.00487494j -0.000620722-0.000334694j -0.00137651-2.55261e-06j -0.0032131+0.00166267j 0.00351742-0.00466004j 0.00364047-0.005732j 0.000762282-0.00385375j 0.00419035-0.00617118j 0.00329565-0.00848913j -0.00182696-0.000869382j -0.000331962+0.00663294j 0.000394469+0.00753586j 0.0024581-0.00489088j -0.00275504+0.00552915j -0.00180662+0.00544286j 0.00285658-0.00872777j -0.000202358+0.010614j 0.00174304+0.0054856j 0.00256188-0.0063323j 0.00193455-0.00852457j 0.000212274-0.00775712j 0.00188439-0.00399893j -0.00142929-0.0108057j 0.000653167+0.00876228j -0.00276269-0.00514634j 0.00157595+0.00202503j 0.000105291-0.00150966j 0.000622193-0.00524933j 0.00297126+0.00703514j -0.000424335-0.000379739j 0.00499115+0.00336791j -0.000244162-0.00210235j 0.00149772-0.001607j 0.00513774+0.00833198j 0.00231014+0.00462298j -0.00352689-0.00209183j 0.0016635+0.000301907j 0.000299959-0.000499352j 0.00278411+0.00532393j 0.00111224+0.000973783j 0.00132954+0.00333865j 
-0.000494641-0.00127836j 0.00046594-0.0018076j 0.000520681-0.00367391j 0.000869503-0.00635822j 0.00408439-0.000809669j -0.00386893-0.000151873j -0.0086278+0.00756811j -0.000593999+0.0033319j -0.00825067+0.00250319j -0.00448351+0.00592238j 0.00690769+0.00429764j 0.0103859-0.0115192j 0.00097983+0.00738013j 0.00309643-0.0054529j 0.00679922-0.00374952j -0.00248705+0.00377748j 0.00197328-0.00160117j 0.00669899-0.00280843j -0.00371819+0.00918333j 0.00355295-0.0057169j -0.00114702+0.00542502j -0.000900847-0.00528325j -0.000742101-0.0136241j -0.00224779-0.00951794j 0.00331131-0.0122816j -0.00475416+0.00139629j 0.00650273+0.00834135j -0.00162927+0.00137079j 0.00212437+0.0019305j 0.00162189+0.00162808j -0.00726115-0.000410941j 0.00228148-0.00455034j -0.000762956-0.00310164j 0.00327725+0.00232158j 0.00574794-0.00323757j -0.00213233+0.00931814j 0.00816521-0.0143632j -0.00171647-0.00551346j 0.000624962+0.00270638j 0.00454618-0.0103459j -0.00360598+0.00688288j 0.00500403-0.0134375j -0.000781683+0.00133889j -0.00223723+0.00375635j 0.00237707+0.00199401j 0.00162237-0.00434292j -0.00172713+0.0127318j 0.0003281+0.00953535j -0.00180966-0.00793075j -4.2083e-05-0.00718044j 0.00055361-0.00854152j -0.000707417+0.00600494j 0.00242558+0.00486339j 0.00180791-0.0010478j -0.00179082-0.00378144j -0.00130492+0.00364393j 0.00100954+0.00487832j 0.00132514+0.00314702j 0.00318126+0.00732507j 0.00231206+0.00889801j -0.0034854-0.00740075j -0.000836802-0.00717195j -0.00835467-0.016921j -0.00476128-0.00835224j 0.00146025-0.00276569j -0.00652322+0.00376263j -0.00614348-0.00946453j 0.000641691-0.00210349j 0.000105877-0.00113698j 0.00125746+0.00141504j 0.000237399+0.00227206j -0.0015284-0.0026872j 
0.00339213-0.00511755j -0.000940232-0.004568j -0.00434791-0.00618305j -0.00286772-0.00865343j 0.00357807+0.00125067j -0.002013-0.0104258j 0.00164312-0.00341915j 0.00827564+0.00412884j -0.00401294-0.00646607j 0.00670036-0.000621512j 0.00787488+0.00985968j 0.00307447+0.00438087j 0.0126816+0.00607031j -0.00557783+0.00188582j 0.00269936+0.00834506j -0.00705946-0.00744893j 0.00173615-0.00708865j 0.0137459-0.00159585j 0.00300759-0.00705186j 0.0079125+0.00489288j 0.000117869-0.00212677j -0.00408768+0.00418169j -0.0032741-0.000783466j -0.00760325-0.00477985j 0.0162757+0.00695436j -0.00186875-0.00173689j 0.00208858+0.000754576j 0.00497596-0.000382071j 0.0137399+0.00117639j 0.00507045-0.00942405j -0.0113366-0.00364845j 0.00580078-0.00821535j -0.00485226+0.00540128j 0.0028005-0.00311642j 0.00135952-0.00181807j 0.0037342-0.00558232j 2.37261e-05+0.00446057j 0.00369635-0.0012049j 0.000690934-0.00737709j -0.00159541+0.006544j 0.00127514-0.00447155j -0.00202719-0.00332151j 0.00294374-0.013419j 0.0036278-0.00903702j 0.00400905-0.00170662j 0.00454985-0.000668227j 4.32912e-05-0.000858334j -0.00201452-0.00223747j -0.00120451-0.00623543j 0.00316272+0.00813365j 0.00219392-0.00531282j 0.00569397-0.00649168j 0.000787001-0.0104204j 0.00111472+0.000617436j -0.000482557-0.00191291j -0.00115395+0.00656464j -0.00271134-0.00617615j -0.00106725-0.00569318j -0.000470333-0.00816637j -0.00109609-0.00294864j 0.00446608+0.00672536j -0.000838721-0.00403236j -8.27219e-05-0.00170914j 0.00391315-0.00142986j 0.00346997+0.00276469j 0.00200212+0.000563144j 0.00192116+0.00735409j 0.00432374+0.00489859j 0.00234497+0.00142458j 0.00493744+0.00636094j 0.00377891+0.0080679j -0.000958976-0.00118941j 
0.00187757-0.00112759j -0.0027421-0.00104096j -0.000535603-0.00411099j -0.00509288-0.00289021j -0.00278784-0.00190545j 0.00343241+0.00179959j 0.0161859+0.00889932j 0.00100992+0.00583305j 0.00700721+0.00604113j 0.00864312+0.00757358j -0.00167413-0.00110845j -0.0163735-0.00606885j 0.00480801+0.00965479j -0.0102195-0.00485346j -0.0109816-0.0030563j 0.0103944-0.0023479j 0.00262409-0.00440016j -0.00220213+0.00237174j 0.014962+0.00175987j -0.0114396+0.00521055j 0.0102859-0.00119499j -0.00958249+0.00222009j -0.0179965+0.00162115j -0.00896622+2.163e-05j -0.013032+0.00724119j 0.00675611+0.00218764j 0.0098462-0.00748305j 0.00437854+0.00362818j 0.00415873+0.00430293j 0.00413376-0.00401425j -0.00215556+0.000676899j 0.00163262+1.9913e-05j -0.00309933-0.00166609j 0.00307863-0.00230255j 0.000575396-0.000566662j 0.000331696+0.00174349j 0.000715978-0.00733867j -6.1485e-05-0.000263259j 0.000538544+0.00114859j 0.00147439-0.00579014j -0.00104615+0.00360033j 0.000325024-0.0023471j -0.00131517+0.00460909j 0.000745038+0.000551043j 0.000594646+0.00273453j 0.00228966-0.000222726j -0.000924384+0.004495j -0.000705319+0.00294788j -0.000588385+0.000149474j -0.000931914-0.00446626j -0.00146342-0.00534417j -0.000722924+0.000248248j 0.000395083+0.00218701j 0.00112801-0.00205234j -0.000740122-0.00062723j -0.00179928-0.00185708j 0.000375091+0.00169928j 0.000415189-0.00106587j 0.00220957+0.000654183j 0.00221391+0.00491548j -0.0018329-0.00349531j 0.00209979-0.00207364j -0.00525737-0.00531954j -0.00148078-0.00233197j 0.00113135-0.00117006j -0.00309899+0.00410267j -0.00443785-0.000883028j -3.73957e-05-0.00187354j -0.00029678+0.000692747j 0.000201811+0.000472764j 0.000340169+0.00354353j -0.00155952-0.00182851j 
-0.000697502+0.00557945j 0.00332235+0.000810758j -0.00529663+0.000637798j 0.00803644+0.000723713j 0.00857063-0.00369776j 0.00106574+0.00225504j 0.00472334+0.00353987j 0.00505478-0.00157832j -0.00356968+0.00232644j 0.00583313-0.00596044j -0.00374944-0.00235845j -0.000957205-0.00701401j 0.0114938-0.0187896j -0.00155987+8.64936e-05j -0.0123977+0.00404589j 0.00589538-0.00526344j 0.00350546+0.000376471j 0.0110728-0.0109202j 0.00344978+0.00226832j -0.00413858-0.0109881j 0.00424765-0.0047058j -0.00319231-0.00259761j 0.00021779+0.000670547j 0.00310927-0.00541773j -0.00568163+0.00389242j 0.00443187-0.00439684j -7.36104e-05+0.0023398j -0.0102654+0.00547144j -0.00362079-0.00916042j -0.00600785+0.00810324j -0.000307534-0.0016423j 0.000408084-0.00224225j -0.00188862+0.0078699j -0.0101111+0.00814088j 0.00435993-0.00481463j 0.000806307+0.00363374j -0.00244672+0.0010263j 0.00108797+0.000619574j 0.00483097-0.00932428j 0.000672529+0.000429641j -0.000435646-0.0039283j 0.000560938-0.00926702j 0.000866844-0.00836395j -0.000753527+0.00667994j -0.000262115+0.00544766j -0.00381453-0.00861633j 0.000524198-0.0106228j 0.00166189+0.00963557j -0.00338013-0.0119242j 0.00087692+0.00457294j 0.00362311+0.00524655j -0.00326483+0.00260213j -0.00280446-0.00909624j -0.000787724+0.00508775j -0.000818821+0.00285009j 0.00106445+0.00944399j -9.20828e-05+0.00428011j 0.00299694+0.00738785j 0.000311522+0.00234212j 0.00282148-0.00170171j -0.00286292+0.0059803j -0.0033624-0.00760073j 0.00382191+0.0024224j -0.00258412-0.000247762j 0.000434685+0.00599414j -0.000505459+0.00222432j -0.00180333-0.00852159j 0.00217644+0.0057455j -0.00205123-0.00622095j 0.00147375+0.00224787j -0.0031337-0.00495568j 0.00110167+0.0015456j 
0.000470855-0.0106043j -0.000743972+0.00331827j 0.000517838-0.00155909j -5.20585e-06-0.00354365j 0.000955824-0.00778274j -0.00154959+0.0022502j -0.00230046+0.0149765j -0.00148712-0.00563003j -0.00264723+0.0107072j -0.00405947-0.00573417j 0.00287018-0.00302638j -0.000926936-0.00970209j -0.00151524-0.00283239j 0.00134773-0.00720808j 0.00247314-0.00706542j 0.00226699+0.00271776j -0.00861433-0.0075597j -0.00286217-0.010957j -0.00575957+0.00427699j -0.00446788-0.0132968j -0.00164822+0.00532068j -0.000228885-0.000553975j -0.00482381-0.0132819j -0.000883702-0.000760019j -0.00672995-0.0129826j 0.00244059+0.00551952j 0.0106207-0.0032764j 0.00701377+0.00140145j 0.00236488+0.000317043j -0.00558207-0.00316705j -0.00681924-0.00249286j 0.00738565-0.00436521j 0.00201253+0.00152773j 0.0025321+0.00210424j -0.00227545+0.00622815j 0.00268782-0.0096885j -0.00741864+0.00799093j -0.00302273+0.00579703j -0.00232169+0.00250908j -0.000254618+0.00443185j 0.00438323-0.00518712j -0.00343854+0.0104042j 0.000149266-0.000896022j 0.00391048-0.00633172j 0.000304188+0.00163884j 0.00290186-0.00262077j -0.00154548-0.0107287j -0.00174435-0.0120684j 0.000549683+0.0134414j -0.00275084+0.00535897j 0.00114947+0.00161721j 0.00546291-0.00813939j -0.00154462-0.0117699j 0.00355406+0.00454251j 0.00413327+0.000537575j -0.00327715-0.00478817j -0.00573512-0.00640013j -0.00310264-0.00932166j 0.000219952-0.000458354j 0.00119473-0.00153439j 0.0028714+0.0039056j -0.00143526+0.00373715j 0.00241127+0.0110371j 0.00631593+0.00354788j 0.000486153+0.00426317j -0.000895351-0.00241321j 0.00529454+0.00841568j 0.0033208+0.00532394j -7.08895e-05-0.00641262j 0.00214823+0.000155229j 0.00180741+0.003047j -0.00308816-0.00731683j 
0.00171037-0.00937266j -0.00193108+0.00481348j -0.000464864+0.00302685j -0.000506148-0.00111111j 5.80443e-05-0.0066827j 0.000625304-0.00172551j 0.00506819-0.00850041j 0.00132967-0.00644139j 0.00276493+0.00304461j 0.00090839-0.0158097j 0.000482464+0.0026186j -0.00549137+0.00727953j -0.00205743-0.0134389j 0.000833416+0.00398874j 0.0043869+0.0124743j -0.000447821-0.0132504j -0.00730363-0.0117337j -0.00382797-0.0119225j -0.00462859-0.0112324j -0.00182184+0.00322398j -0.00522435-0.00905903j 0.00321277+0.0080616j 0.00212735+0.00564688j -0.00160883+0.00343468j 0.00533944+0.00206591j -0.000372306-0.00744578j 0.00133262-0.00705048j 0.00879361+0.000967989j -0.00181116+0.000158453j -0.00591091-0.000568881j -0.00668272-0.000729835j 0.00684214-0.00294406j 0.00368782-0.000769922j 0.00147972+0.00513822j 0.000962213+0.00351201j -0.0023662+0.00218603j 0.00231348-0.0105948j -0.00295211-0.00227989j -0.00353655+0.00707937j 0.0058122-0.0125776j -0.0014398+0.00650357j 0.00303136-0.000790882j -0.00235457+0.013167j 0.00142343+0.00134683j 0.00185622+0.00511815j 0.00232254-0.00618081j -0.00234442+0.00682736j -0.00103184+0.00353768j -0.00225397+0.00764787j -0.00412443-0.0100047j -0.000520495-0.00506775j -0.000833882+0.00397396j 0.000665167+0.00423994j 0.00548436+0.000195793j 0.00126046-0.00128662j -0.00278977-0.00545168j -0.00115188+0.00385981j -0.000876903-0.00109577j 0.00250544+0.00998227j 0.0044004+0.0101687j -0.00407338-0.00960582j -0.000576941-0.00359845j -0.00558505-0.00793331j -0.00101803-0.00390757j -0.000670686-0.0010697j -0.00521707+0.00356319j -0.00275724-0.0047784j 0.00131416-0.00054756j -0.000557661-0.00505549j 0.000446856-0.00130727j 0.000475131+0.00259081j -0.00341822-0.00727118j 
0.00028258+0.00346559j -0.00236385-0.00768886j 0.00621141+0.00647374j -0.00424187-0.00974355j -0.00419719-0.00870306j -0.00327696-0.000832515j 0.00031322-0.00251363j -0.00129072-0.00248691j 0.00314471+0.00321221j -0.00512152-0.000302445j 0.00123676-0.000437099j -0.00834576-0.0029883j -0.0243945-0.00931976j -0.00106734-7.42853e-05j 0.00985572+0.00392187j -0.00991634+0.00103574j 0.00359908-0.00080197j -0.0184625-0.010647j 0.00599223-0.000467999j -0.0103534+0.00276943j -0.000956033+0.000497696j -0.0028912-0.000121305j -0.00342701-0.000336579j -0.0141593-0.00223221j 0.00438791+0.00154669j -0.00810938+0.00203678j 0.00204412+0.00296354j -0.000520895+0.00582018j -0.00576532+0.00237234j 0.00823686+0.00256882j -0.00080834+0.00271422j -0.00286696-0.000140076j -0.00327344+0.00294434j 0.00240537+0.00329659j 0.001448-0.00572258j -0.00158047+0.000360341j -0.000345817+0.00311675j 0.00262175-0.00164408j 0.00072716-0.00744947j -0.00238049+0.00601221j 3.68687e-05-0.00173989j -6.96272e-05-0.00780752j 0.00134073-0.0114742j -0.000833535-6.89414e-05j -0.00117745-0.00174025j -0.000687653-0.00166277j 0.00017408-0.000191314j -0.00013837+0.00136299j -0.00245489-0.0119244j 0.003176+0.00637524j -0.000330907+0.000708615j 0.00134558+0.00128171j -0.00072296-0.00415161j 0.000244156+0.00212727j -0.00221646-0.00193123j 0.00388416+0.00794364j 0.000178974-0.00150841j 0.00182715+0.00294036j 0.000692789-0.00463354j -0.00200165-0.00484523j 0.00121211+0.00498247j -0.00220633-0.00452117j 0.00137079-0.00198317j -0.00137817+0.00031564j 0.00115192+0.000209781j 0.0013576-0.000498599j -0.000827684-0.000283849j 0.0027789+0.000657872j -0.000726681+0.00084432j 0.00290636+0.000420746j -0.00141027+0.00102067j 0.001669+0.001421j 
0.000127086+0.00267879j 0.00532597-0.00869385j -0.00666089+0.0110399j 0.00340124-0.00475312j 0.00533151-0.000817344j 0.000739268-0.00526661j 0.00108117-0.000744769j 0.00251076+0.000826691j -0.0030816+0.00321195j 0.00258078+0.0044271j 0.00275851-0.00053866j 0.000681215-0.00905722j 0.00614169-0.0174365j 6.39417e-05-0.00184541j -1.96899e-05+0.00810781j -0.00167617-0.00430506j 0.0070283+0.00559636j 0.00629577-0.0149965j 0.00614296+0.00661928j -0.00229268-0.00376709j 0.000688981+0.00317568j -0.00244373-0.00152667j -0.00276155-0.00118087j -0.00393014-0.0134899j 0.000458777+0.00540323j -0.00432628-0.00419788j -0.00286297+0.00461399j -0.00350146-0.00147115j -0.00213539-0.00214226j 0.00671775+0.00169514j 0.00107303+0.000612738j -0.00673558+0.00479832j 0.00197515-0.0129624j 0.00452913-0.00675254j -0.0046394+0.00418342j 0.00100658-0.00674741j 0.00200384-0.000184538j 0.00337644+7.66769e-05j -0.000818084+0.00577122j -0.00277766+0.00172829j -0.00281038+0.00380159j -0.00263079+0.0126839j -0.00256933+0.00983009j 0.000253403-0.00691703j -0.000617774-0.0111364j 0.00119938+0.0155025j 0.00245438+0.00966185j -0.0017193-0.0108877j 0.00482764+0.0103664j -0.000201142-0.00534581j -0.00395338-0.00614465j 0.000130773-0.00217416j 0.00415703+0.0145252j -0.00207528-0.00669868j 0.000140144+0.000264313j 0.000499641-0.00749628j 0.00303831-0.00403605j -0.00287696-0.00450871j -0.000962825-0.00515902j -0.00390246-0.00184265j 0.00355482-0.0046472j 0.0053576+0.0131829j -0.0012358-0.000127032j 0.000337589+0.0026677j -0.000917259-0.00623815j 0.00300258-0.00177146j 0.00119601+0.00650552j -0.00422722-0.00491953j 0.0025465+0.00984974j -0.00214809-9.50262e-05j 0.000989776+0.000575078j 0.00186879+0.00612235j 
