0.00955059+0.0055211j 0.0044738-0.00783654j -0.0038673+0.0081374j 0.00716792+0.00496169j -0.000692508-0.00533856j 0.00309413-0.00440128j 0.00906663+0.0049721j 0.00556838-0.00786886j -0.00628847+0.00759531j -0.00425639-0.0016725j 0.0102113-0.00101078j -0.00475598+0.000859304j 0.00205833+0.00338913j 0.011172-0.00443881j -0.00284781+0.00597844j 0.00219592-0.000240218j 0.00335246+0.00126937j 0.00652606+0.00306624j 0.000572864+0.00193886j 0.00116744-0.00364417j 0.0017311+0.000825958j -0.00701966+0.00553627j -0.00505063+0.00465803j 0.00812282-0.00768105j -0.00124503+0.00592457j -0.00529598-0.000513121j 0.00528608-0.00482723j -0.00171223+0.00226338j -0.00205098+0.0035785j 0.00705238-0.00160004j 0.00111925+0.0038084j 0.00322212-0.00472156j -0.00362204+0.000523196j -0.00343009+0.00219188j 0.00144171+0.000148623j -0.000328977-0.00308097j -0.00680333+0.00457609j -0.00574023-0.00203944j 0.000326246-0.00236719j 0.00054779-0.00145588j 0.00090319-0.00806469j -0.00251026+0.00504947j 0.0011508-0.000947246j -0.000269736-0.00712048j -0.000624327+0.00183003j -0.00309877+0.0040109j 0.00265246+0.00268979j -0.00250325+0.000997963j -0.00509863+0.00607784j -0.00286447+0.00195171j 0.00111091-0.00312241j 0.00648624-0.00151867j -0.00250198+0.00282709j 0.00124202-0.00535711j 0.000911777-5.7633e-06j -0.00543229+0.0044691j -0.00626066+0.00521087j -0.0150546-0.000250993j 0.00149535+0.00697095j 0.00140968-0.00174387j 0.0184253+0.00858011j 0.00506403+0.000677231j -0.00546314-0.00435958j 0.0054273-0.00482751j -0.00188203+0.00193995j 0.00266554+0.000181803j -0.0146431-0.0028366j -0.00287671-0.00984284j 0.0130789+0.002494j 0.00624548+0.00469752j -0.00663975-0.00161006j -0.00790384+0.00861491j -0.00390964-0.0125047j 0.0189578-0.00412287j 0.0091012+0.0146307j -0.00543977+0.01062j 0.0304-0.00796131j -0.0133872-0.0516599j 0.0627037-0.00665614j 0.0326586-0.0341216j 0.0190403-6.33944e-08j 0.00212476-0.0118444j 0.00995149+0.00953325j 0.00727697+0.00418176j 0.00261082-0.014031j 0.000273164-0.0152111j -0.0149691+0.000282633j -0.0120051+0.0280035j -0.00298497-0.0462322j -0.0161544+0.0140491j 0.0119561+0.0807099j -0.076471+0.0201818j 
0.00091035-0.000574044j 0.000919694+0.00313009j -0.00352348-0.00138373j 0.00278066-0.00447482j 0.00277779+0.00672565j -0.00149716+0.00880002j 0.00224251-0.00192874j 0.00288026+0.00104579j -0.00151667+0.00455611j -0.00195299-0.00630025j -0.00760557-0.00443165j 0.00220595+0.00180312j 0.00858228+0.00213868j -0.00340685-0.00240388j 0.00226554-0.00645392j 0.0025228+0.00717068j 0.00256578-0.000507719j -0.00061067-0.000330422j -0.00728554+0.00200496j -0.00098668+0.00301765j 0.00325496+0.00962259j -7.32892e-05-0.00724114j 0.000506755-0.00509866j -0.0161431+0.00923285j -0.00177243+0.00961198j -0.00538226+0.00466717j -4.08078e-05+0.00926692j -0.00920945-0.025687j -0.0271094-0.00873088j 0.000620848+0.00210366j -0.000213099-0.00123413j 0.00476565+0.0239873j 0.0069589+0.0200776j -0.0102452-0.0157897j -0.00052592-0.0128181j -0.00210546-0.000265534j -0.00483001+0.0264126j -0.00620106-0.0144225j -0.00969788-0.0129289j -0.00537607-0.0281915j 0.000544652-0.010754j 0.0102687-0.00695754j -0.0120121-0.000915384j -0.000108621-0.0163487j 0.00125125+0.00261852j -0.00962961-0.00349317j 0.0149182+0.0206809j -0.00827998-0.00237592j 0.00101564-0.00840457j -0.00833068+0.00615575j 0.0132417-0.00235063j 0.0146266-0.00144026j 0.000929074-0.00838198j 0.00383943-8.48405e-05j 0.00160132+0.00483917j -0.0039329+0.00954748j -0.0216182+0.00406783j 0.0039009+0.0116864j 0.00980335-0.0107204j -0.0159891+1.85254e-05j -0.00398344-0.00512676j -0.0130143-0.0124161j -0.0080159+0.0193234j -0.00101988+0.010677j -0.0111946-0.0181439j 0.0208913+0.0223089j -0.00785593-0.014752j 0.00964603-0.00620214j -0.00884889-0.0178333j 0.000867992-0.0143015j 0.00546475+0.00521319j 0.00771719-0.0110401j -0.00445453+0.0125477j 0.0041816-0.0130659j 0.016324+0.0138827j -0.00811662+0.00419929j -0.000709374-0.00179682j -0.0123315-0.00168465j -0.00196478+0.0204599j -0.00135737+0.0102128j -0.00146835+0.000239686j -0.000410236+0.0141363j 0.00117415+0.000374349j -0.0016822-0.0120777j 0.00856683+0.00303646j -0.00131533-0.0119153j -0.0060042-0.00755766j 0.00216563+0.0053362j 8.58062e-05-0.00481901j 0.00740139+0.00372935j 0.00611365-0.00824514j 0.00092122-0.00783302j 
0.0120047+0.00136307j -0.00285013+0.00712114j 0.00139131-0.00503557j 0.00204978+0.00917647j -0.00893048-0.00305908j 0.00113179+0.00799009j 0.00135097+0.00266809j 0.00633851-0.00507454j -0.00323199-0.00699575j -0.00451074+0.00491158j -0.00140671+0.0110629j -0.00560695+0.00179467j 0.0165688-0.0121492j 0.0118367+0.00730259j -0.00610552+0.00678897j 0.00151099-0.000903499j 0.00518378+0.00393152j -0.0121014+0.00863558j -0.00586714+0.00623391j 0.00484843+0.000687081j 0.000196831+0.00228465j -0.00321269-0.00572645j -0.015934-0.00254171j -0.00713483+0.00563639j 0.0213997-0.000989869j 0.0138992+0.000687893j 0.00796569+0.00193877j -0.0210583-0.00229076j -0.00165213+0.00911483j 0.0172554-0.000428441j 0.017264-0.00534532j -0.00767293-0.0155797j -0.0110421-0.00882333j -0.00271095-0.00658079j 0.00373373+0.00291332j 0.00868215+0.0081596j 0.0111416+0.0054837j 0.0191728+0.0182971j 0.00191779+0.00870109j -0.0014436+0.0046197j -0.00556221-0.000942897j -0.00349424+0.00820935j -0.000692176-0.00995252j 0.00400867+0.0048572j 0.0193142-0.00212018j -0.00713021-0.00420188j 0.0112336+0.0165296j -0.00724028-0.0191209j -0.000815382+0.00662402j 0.000629928-0.00101377j 0.00292336+0.0051337j 0.0125678+0.00103166j 0.00231375+0.00523634j 0.000811219+0.0183252j -0.0111844+0.00535795j 0.0075449-0.00975625j 0.0123026+0.0117368j -0.0135931-0.00462795j 0.00956808-0.0136908j -0.0135578-0.0206234j 0.00798771-0.0172366j -0.00120773+0.00946391j 0.00455108-0.0102645j 0.0177546-0.00652066j 0.00728449+0.00351556j 0.0057075-0.00519932j -0.00987045+0.0124905j 0.000930266-0.019292j -0.00316884-0.00529732j 0.0196474-0.00497878j 0.0242718-0.00693121j -0.00870064-0.016088j 0.00698874+0.0106336j 0.00653422+0.00112511j -0.0184469-0.00533125j 0.00459088+0.0035335j 0.00942772+0.00938928j -0.0147998+0.0119595j 0.0283267+0.00237091j 0.00763996+0.00539484j -0.0060634-0.016461j -0.00705009+0.00571962j 0.00109422+0.00333719j 0.0114575-0.0175195j -0.000869701+0.00677805j 0.00872208-0.00763754j 0.00368752+0.00787305j -0.00295214+0.0107175j -0.000778879-0.0153206j -0.00930369+0.00602092j 0.00549531-0.00567552j 0.000641951-0.00997557j 
0.000646539+0.00351165j -0.00145989+0.00287905j 0.000242293-0.00314389j 0.000656316-0.000919164j -0.00375158-0.00282552j 0.000520791-0.00186226j -0.00280757-0.00297961j 0.00201809+0.0133884j -0.000923556+0.00364973j 0.0104881-0.00354521j 0.00322583+0.000213803j 0.0129617-0.00284023j -0.0010811-0.00077142j -0.00103713+0.0100967j 0.000716346-0.00586117j -0.0102608+0.00050873j 0.00107502+0.00407858j -0.00423942+0.00162256j 0.00481589+0.000823123j -0.00527945+0.00984208j -0.000697056-0.00395605j 0.0243244+0.0159009j -0.0106633-0.00150691j 0.00501795+0.00810934j -0.0126161-0.00741682j 0.00672176-0.00143532j -0.0116179-0.00321628j -0.0108943-0.0128102j -0.00899083-0.0199414j 0.00361626-0.00726897j 0.0118147+0.00751217j 0.0031808-0.00797712j -0.00213556-0.0185264j 0.00663953-0.0133767j -0.0013225+0.00469599j 0.00321591+0.0276463j 0.00842746+0.00246738j 0.0179944+0.00802165j -0.01248-0.00603567j 0.00958567+0.00332367j 0.0259925+0.0017324j -0.0155676+0.00131665j -0.00404063-0.00739213j -0.0222386+0.00183158j -0.00532781+0.00243004j 0.00563949+0.0181351j 0.0113715-0.00314135j 0.00497852-0.000768278j 0.00589625-0.00328961j -0.0133874-0.0116388j -0.00722806-0.0142286j 0.0182298-0.00450805j 0.00872016+0.00690211j 0.00422328-0.00319762j -0.0105692-0.0124026j -0.00191533+0.0136439j 0.00864724-0.00509508j 0.00351742+0.0219935j 0.00143448+0.00517186j 0.00855304+0.00736859j 0.00289268+0.00078656j 0.00168798+0.00923434j -0.00221829+0.0147385j 0.000309049-0.0103262j 0.00365259+0.0126328j -0.00223471-0.00895893j -0.00676558-0.00335235j -1.01415e-05+0.0225248j 0.00360189+0.000942321j -0.00761231+0.0181007j 0.00663068+0.00239847j -0.00555649+0.00461814j -0.00531869-0.00947076j -0.00707198+0.0023759j 0.00485818-0.00281429j 0.00071864-0.00833558j -0.00297722-0.00544934j -0.0120129-0.00238787j 0.00110813+0.018462j 0.00237328+0.00702403j 0.00674773+0.00252266j 0.00711595-0.000524622j 0.00221123-0.00254871j -0.00564773+0.00659725j 0.00127219-0.000761981j -0.00658307-0.00146886j -0.00344092-0.00570073j 0.000803121+0.00426536j -0.00214783+0.000139445j 0.00543434-0.00382843j 0.00839661-0.00203711j 0.00256482-0.0129524j 
0.00647749-0.00118812j -0.000226702+0.00361676j -0.00286904+0.00354263j 0.000187831-0.00443484j -0.000142984-0.00920406j -0.0106027-0.00854722j -0.00223094-0.00111302j 0.0107912-0.00223708j 0.000757928-0.0127084j -0.00304079-0.00151056j 0.00212638-0.000217471j 0.00241134+0.00136782j -0.00514166-0.000898897j 0.00628931+0.00790043j -0.00185214-0.00285291j 0.00123279+0.00706008j -0.0037404-0.0212254j -8.25315e-05+0.00701157j 0.0101465-0.00325807j 0.00502332-0.00498201j -0.00716304-0.0100331j 0.0065757+0.00551265j 0.00254054-0.00257665j -0.00183049-0.00388941j -0.00323947-0.0126696j 0.00354283+0.0022018j 0.00402362+0.00467512j -0.0011712+0.00831496j 0.00119202+0.0056968j 0.00448957+0.00571337j -0.00373056-0.002482j -0.00566167+0.0174656j -0.00874844-0.00523583j -0.00347652-0.00628824j -0.000402544-0.00169803j 0.00516382-0.0070309j -0.00869557-0.000157373j -0.00132383-0.000540783j -0.00433073-0.0172937j 0.00870665-0.00536713j 0.00369471-0.0168803j 0.00130333+0.0179688j -0.00388807+0.0102285j 0.00805855-0.00623848j 0.0137558-0.00558303j -0.0138337-0.0177426j 0.00134352+0.00598418j 0.00280605-0.014656j -0.00853905+0.0110087j -0.0170859+0.0144238j -0.00854072+0.00800168j 0.00185632-0.00409034j -0.0174034-0.00193613j -0.0122766+0.000247576j 0.00431349+0.000600356j -0.0303978-0.00663619j -0.0130667+0.00847223j -0.0120119+0.00477216j -0.0147875+0.0101318j 0.00194165-0.01256j 0.0125166+0.0213191j 0.032455+0.003407j -0.0196563-0.0048862j -0.0261001+0.00151946j -0.016831-0.0165062j -0.00673438+0.0216874j 0.014222-0.0272391j -0.00993134-0.00155955j 0.0141343-0.00487283j 0.0140267-0.00276941j 0.0124263-0.0127355j -0.00697113+0.000642384j 0.0148543-0.00212822j -0.0104465-0.00923043j -0.00711519+0.00259303j 0.014774-0.0181018j 0.00310287-0.00414514j -0.00529325-0.00732506j 0.00956694-0.0150479j 0.000326421+0.00564282j -0.00442817-0.00984666j -0.0119652-0.0126223j 0.000185601+0.0131316j 0.00332739-0.0035971j -0.00264535+0.0138742j 0.0218332-0.00814499j -0.0160617-0.0240541j -0.00619894+0.0163545j 0.00751563-0.0137542j -0.00905083+0.00403292j 0.00681672-0.00190319j -0.00251414-0.000575106j 
0.00498576+0.00491156j -0.00535352+0.00267937j -0.00227258-0.00081757j 0.00200925-0.001345j -0.00430831-0.00185715j -0.00908856+0.00228852j 0.00301372+0.00830649j -0.00290576-0.000181061j -0.00793734+0.00899487j 0.00306858+0.00901376j -0.00054647+0.0119825j -0.0105717-0.00829346j -0.000169001+0.000520652j 0.00700692-0.00109778j -0.00270617-0.0164019j 0.00011233+0.00957039j -0.00636374-0.000779792j 0.00185529+0.0151707j -0.000355605+0.0130469j 0.00141301+0.0136445j -0.00879432+0.000130576j -0.010538-0.0181201j 0.00939466-0.00734177j -0.00159456-0.00890339j -0.00431+0.00154108j -0.000852818-0.00517364j 0.0038655-0.00923771j 0.0279478-0.00319416j 0.00291034+0.00737952j 0.0121802-0.00247597j 0.0120834-0.00810602j 0.00522374+0.00571418j -0.0143589-0.00829818j 0.0118571+0.00879491j 0.00550368+0.00811369j 0.00262894-0.00215059j -0.0187277-0.0146342j 0.0157672-0.0114302j 0.00491979-0.00508612j 0.00293617-0.00686546j -0.00728276+0.000946619j -0.00183766-0.00736183j 0.0183375+0.00768264j 0.000964406-0.002853j 0.00572482+0.0111598j 0.00723316+0.0116094j -0.0176225-0.0116847j -0.00184622+0.00393835j 0.011135-0.00284408j 0.00952508-0.00471141j 0.0027458+0.000343047j -0.00229815-0.00724544j 0.00800115-0.0149677j -0.0112733-0.0171788j 0.0109267+0.00679409j 0.00530965-0.00858646j 0.0106093-0.00180687j -0.00293679+0.00659089j 0.0226271-0.0177176j -0.00971548+0.0241921j 0.0172229-0.000527809j 0.00442958+0.0229967j 0.00209447+0.00979155j 0.0141319-0.0102693j 8.53685e-05+0.0106819j -0.00874238+9.62126e-05j -0.00433344+0.0186901j 0.0107819+0.0063758j 0.0100001+0.00221554j 0.00538269+0.0104792j 0.00569713-0.00390215j 0.00630352-0.0175297j 0.0107714-0.0159081j 0.00386777-0.0224274j -0.00828452-0.00184336j -0.00916197-0.0104351j -0.00249442+0.0196007j -0.0133879+0.00791308j -0.00425742+0.006024j 0.00376949-0.0141761j -0.00414119+0.00295191j -0.0155476-0.00276457j 0.013883+0.00879405j -0.000606401+0.003674j 0.000672637+0.0206837j 0.00150097-0.00237447j 0.00707466-0.00404955j 0.00318971-0.0135697j 0.00209298+0.00129828j -0.00539682-0.00868107j -6.79468e-05+0.0092448j 0.00464181-0.00427047j 
0.000901146+0.0062861j -0.00214676+0.004175j 0.000184245-0.00164969j -0.00422572-0.00140517j -0.00240485-0.00335653j 0.0015757-0.00403051j -0.00010753+0.00132087j -0.00502596+0.00246494j 0.00353952-0.0059965j 0.000951236+0.00151063j 0.00267464+0.00899733j 0.00836196-0.0044941j 0.000788319-0.0105565j -0.00381603+0.0177394j -0.000118205-0.010005j -0.00325714-0.00067176j -0.00323427-0.0109139j -0.00237591+0.0077296j 0.0084925+0.000461777j 9.41276e-05+0.0170269j -0.0124783-0.000397812j 0.00105824-0.00875633j -0.0149425+0.000547667j 0.0107826-0.000569251j 0.0112733-0.00069748j 0.0107535-0.00391458j -0.00571672-0.00252431j 0.00237861+0.00593908j -0.000187671+0.00725819j -0.00559744+0.00730659j -0.00261907-0.00968623j 0.00247329-0.0173783j -0.00769327+0.00457611j -0.0036802+0.010822j -0.00417237+0.00885104j 0.0010128-0.0105907j -0.00316746+0.0150219j -0.0056471+0.0020318j 0.00617248-0.00269517j -0.0122507-0.00790468j -0.00654456+0.00232911j 0.0175747+0.00140828j -0.0225279-0.0142962j 0.00714762+0.0167215j -0.0157919+0.00333803j -0.00198209+0.00164648j 0.00198246+0.0102524j -0.0191925-0.00737578j -0.00506161+0.0201863j -0.00177706-0.0068306j -0.0224628+0.00823809j -0.00213767+0.00184846j -0.000993227+0.0116954j 0.0294171+0.00439309j -0.00221725-0.0038816j -0.000307505-0.010826j -0.0069661-0.0080817j 0.017556+0.008054j -0.019522+0.0110894j 0.00522497-0.0121843j -0.00438549+0.0108047j 0.0032393+0.0157724j -0.0064926+0.00615417j -0.00386897+0.00416388j -0.0107426-0.000939917j 0.0104991-0.00592734j 0.00288313+0.014098j 0.00768763+0.0054539j 0.0064037+0.000843779j -0.00821552+0.0153674j -0.0102651-0.00161329j -0.00112432-0.0204387j 0.00500824+0.00309389j -0.00120872+0.00022463j -0.00285568-0.0150353j 0.00743711-0.00509998j 0.00105571+0.00855679j -0.0107297+0.000590723j 0.00401253+0.00399657j 0.00554222+0.00931257j 0.00140322+0.0159363j 0.0190431+0.00645432j 0.00237911-0.0195357j 0.00459797-0.00820325j 0.00155342-0.0121191j 0.00223785-0.0118135j -0.000520823-0.016607j -0.00797315+0.00538255j 8.38029e-05-0.00629454j 0.00236172-0.00729526j -0.00211885-0.0056845j 0.000132264-0.00616022j 
0.000316533+0.00174321j -0.00331434+0.00325973j -0.000462672-0.0076113j 0.00719769+0.000239496j -0.00647785+0.00683368j -4.31609e-05+0.00613968j -0.00145819+0.00638586j -0.00422895+0.000417562j -0.00629569+0.00279719j 0.00810637+0.00575192j -0.000492109-0.00308132j 0.00239528-0.00263606j 0.00787033-0.00588979j -0.000207231+0.001186j 0.00026807-0.00153273j 0.00227409+0.00413325j -0.00913535+0.0131589j -0.012687+0.00507851j -0.0211365+0.0171526j 0.0136287+0.00955134j -0.00243211+0.00124565j -0.00318224+0.0089486j -0.00395215+0.0115306j -0.00938788-0.000571254j 0.00367785-0.00195126j 0.0105899-0.00310029j 0.015703-0.0240043j 0.00647542-0.00919649j -0.00584494-0.00552256j -0.00572065+0.0010409j -0.00416822-0.0112107j -0.0113141-0.00567623j 0.0124683-0.0253135j -0.00665062-0.00555436j -0.00901049+0.0191909j -0.00177589+0.0127765j -0.0102717+0.00708999j -0.00113654+0.00736066j 0.0167244+0.00441476j -0.00656379+0.00691021j 0.010829+0.0194482j 0.0193621-0.0043718j -0.000847604-0.0117415j 0.00334858-0.00202754j 0.0121101-0.00699077j 0.0104991+0.00402989j -0.00409937+0.0199528j 0.00544379+0.00933019j 0.0119593+0.00299968j -0.0142283+0.00167446j 0.00265257+0.000345437j 0.00352756-0.0105384j -0.00209595-0.00169603j -0.00308482-0.00225064j 0.00482517-0.0129386j -0.00167242+0.00269964j -0.0180544-0.00782093j -0.0108756-0.00381769j 0.0181948+0.00784675j -0.00649001-0.0145882j 0.00976493+0.00318383j 0.00329777-0.0100996j -0.00514873-0.00410183j 0.00156548+0.00906882j 0.00924968+0.00777469j -0.00450568-0.023749j 0.0118932-0.00486843j -0.0191093+0.00244534j 0.00399987+0.00751725j 0.0243256+0.00782144j 0.0195513+0.000463884j -0.00341895+0.00917794j 0.00975943+0.00052354j 0.00501894+0.0154521j 0.00777961-0.00109652j 0.00199305+0.00697244j -6.56596e-05-0.0122058j -0.0104134+0.00760634j -0.000268765+0.00561503j 0.000690261+0.0064734j -0.000771244+0.00502627j -0.00839279-0.0104507j -0.00910766+0.00962852j -0.00142105+0.00750021j -3.81539e-05+0.00433597j -0.00167666-0.00470451j -0.00697862-0.0026395j -0.00511434+0.0078145j 0.00603113-0.00827187j -0.00785941-0.00265782j 0.00768084+0.00126743j 0.0052287-0.00977916j 
-0.00295159-0.00923819j 0.0012083+0.00110409j 0.00503131+0.00112401j 0.00467639-0.000323296j 0.000585803+0.00331357j 0.00261274+0.000673092j -0.00406521+0.00138155j -0.00813447-0.00878579j -0.00755679+0.00161623j 0.000759534+0.00230103j 0.00631279+0.00545221j -0.00808389+0.00232495j -0.0016321+0.00494456j -0.00985774-0.0118088j -0.00779999+0.0131098j -0.00476271+0.000380474j -0.00064241-0.00263443j -0.0107312-0.0091201j 0.00588535+0.00667081j 0.00275219-0.00352912j 0.00175285-0.00273076j -0.0159645+0.00231578j -0.0180715+0.00181471j -0.0106346+0.00447848j 0.00154723+0.0188207j -0.00110893+0.00381945j 0.00229412-0.00768188j 0.015377-0.000758848j 0.0082962+0.00758014j -0.00108522-0.0010237j 0.00578257-0.00553457j 0.00731358-0.00114611j 0.00921528-0.00371701j 0.0142979-0.00972116j -0.00280836-0.00748283j -0.00868171-0.00576346j -0.00543016-0.00664528j -0.0094856+0.011264j 0.00738968-0.00843401j -0.00359062+0.00499095j 0.00914812-0.00323614j -0.0068208+0.0143487j 0.0149956-0.0176423j -0.0121597+0.000625537j -0.0071899-0.0118537j 0.0159344+0.0143306j -0.0212582-0.00132834j -0.00940962-0.031393j 0.000621326+0.0068089j 0.000245754+0.0093102j -0.0148176+0.000312955j 0.0123357+0.0178533j -0.00400093+0.0123895j 0.0070494+0.0166764j 0.0194725+0.00445029j 0.0124243+0.00541889j -0.00313617+0.0133677j -0.00478966+0.0142256j -0.00706609-0.00808551j 0.0286334+0.00404339j -0.00644219-0.00707309j -0.0181761+0.00539789j -0.000296513-0.00889967j 0.00423256+0.00655834j 0.00475261+0.0136905j -0.00885338-0.000609319j 0.00575924+0.00337658j 0.0182685+0.0136163j 0.0115009-0.0163447j -0.000678549+0.000275358j 7.15637e-05-0.00923425j -0.0269972-0.00556386j -0.00671163-0.0180499j -0.0147578-0.0194479j -0.0070504-0.0106085j 0.00769148-0.0129762j -0.00693897+0.0129501j 0.0020664-0.0112447j 0.00351009+0.00213017j -0.0108717-0.0114466j -0.000295293+0.00250416j 0.00278269+0.0184298j -0.00179411-0.00921868j -0.00951945-0.0187742j 0.0116249-0.00788222j -0.0078463-0.00847896j 0.00328633+0.00661168j -0.000414076+0.00256305j 0.00364024+0.00393701j 0.00339024+0.0117403j 0.00419081-0.00623281j -0.00104953+0.00600187j 
-0.000839336-0.00143163j 0.00407701-0.00402301j -0.00306913-0.00183104j -0.00481163-0.00269855j 0.00549069-0.00660712j -0.00749588-0.00116345j -0.00135124+0.00309209j 0.00528484-0.00785427j -0.00198022+0.00674404j 0.00342536+0.0117819j -0.00476442-0.000442049j -0.00146269-5.70227e-05j 0.0053999+0.00647967j -0.00487978+0.00820392j -0.0142054-0.00225643j 0.00593248-0.000454337j 0.00974773-0.0047856j 0.00683801+0.000567387j 0.00287994-0.00644049j -0.00157518-0.012714j -0.00565843-0.0172358j -0.00273329-0.00868425j 0.0063183-0.00765114j -0.0184897-0.00751279j 0.00485495+0.00193077j 0.00526301+0.0121982j -0.00772719+0.0118995j 0.00633408+0.0211845j 0.000548685+0.00246401j -0.000461633+0.00494163j 0.00296819+0.0148305j 0.00282214+0.00431601j 0.00241065+0.00153564j 0.00111798-0.00022676j 0.0051064+0.000496215j 0.00292857+0.00145074j 0.00568553-0.0288551j -0.0089856+0.0237862j -0.00235674+0.0131153j 0.0108171-0.00151606j -0.000990755+0.011388j -0.00317846-0.00264598j -0.00323873+0.00898153j 0.0235785+0.00503625j 0.0116814+0.00943984j 0.0105373+0.00187297j 6.86023e-05-0.00598583j 0.00662902-0.0191904j 0.00369071-0.00345815j 0.00415876-0.00228194j 0.00548736-0.0137162j -0.00883395-0.00447538j -0.0178217+0.0143466j -0.0104045-0.00336005j -0.00386404-0.000330252j -0.00675461+0.0103533j -0.0159429+0.008256j 0.00341286-0.00754763j 0.0183584+0.00485029j -0.000422422+0.00300125j 0.0239873+0.00866088j 0.000591496+0.00319381j 0.00277465-0.00628928j 0.00311275+0.0183292j -0.0165571+0.018326j 0.00555494-0.0189761j 0.0169393-0.00991217j 0.00116543+0.0136481j -0.00199011-0.00939991j 0.006445-0.00128379j 0.0106632+0.00590697j 0.0121292+0.0118487j 0.00305406-0.00579463j -0.0201219+0.00378584j -0.00223748+0.00537975j -0.00275993-0.0128104j 0.0212165+0.0186995j -0.00265926-0.0129942j 0.00549828-0.0115767j -0.00499657-4.29836e-05j 0.0185731-0.00720256j -0.0206253-0.00264889j -0.018018+0.0113823j -0.00212464+0.00218975j 0.00914014-0.0121986j 0.000800807-0.00107973j -0.0179707-0.00552915j 0.000381996+0.00532758j -0.000105419-0.00705059j -0.00527094-0.00427096j 0.00804434-0.000451571j -0.000196799-0.00291242j 
-0.00211914+0.000770531j 0.000159379+0.000174035j -0.00228043-0.000586654j 0.000149972-0.00381497j 0.00530751-0.00105081j -0.000721444-0.000960957j -0.00112483+0.00275988j -0.00791136-0.000582801j 0.000917397+0.00086181j -0.00570034+0.000600652j -0.00104665-0.00370084j -0.00256506-0.00642219j 0.000751641-0.00267561j 0.00301318+0.00251568j -0.00445451-0.00626668j 0.000174083+0.000794623j 0.0150913+0.0102268j 0.00163105+0.00662706j -0.000819607+0.0109466j -0.0104561-0.00418528j 0.00876547+0.00187871j -0.00768224+0.00318649j -0.00328763+0.00711377j -0.0100148-0.0144682j -0.0116804+0.0202603j 0.00567458+0.00230611j 0.0107812+0.00122977j -0.00620868+0.00426565j 0.00642647+0.00664676j 0.00102975+0.0113294j 0.0128826-0.000823867j 0.00760537+0.00956028j 0.0240875+0.00825089j 0.0148218+0.0057008j -0.000865043+2.30338e-05j -0.0280414-0.00753169j -0.00480519+0.00463047j 0.00047395-0.00759838j -0.0242731+0.00148244j -0.0111975-0.0112779j -0.0113442+0.00481933j -0.0224657-0.00945884j 0.00679437-0.00644788j 0.0143019+0.026098j 0.0142331+0.00574527j 0.0175803-0.00347448j -0.00884302+0.0130701j -0.00100572-0.0139607j 0.00471986+0.00287607j 0.00255917+0.00376105j 0.00292893+0.0124506j 0.00351372+0.00158128j 0.0127787+0.00556199j -0.00696162+0.00570486j 0.00203252-0.00264216j -0.0213898-0.0256091j 0.00318822+0.00199628j -0.00397835+0.00789202j -0.0234531-0.00179912j 0.0176281-0.00134865j 0.0032681+0.00905283j 0.0145553+0.00789278j 0.00125648-0.00054603j 0.0115334+0.0178599j 0.0109343+0.00433552j -0.0124524-0.0121213j 0.0230156+0.0119312j -0.0156492-0.0182652j -0.00182819+0.00945185j -0.0039157-0.00621182j -0.0128126-0.00238877j -0.0058374+0.00178775j 0.00783926+0.00650332j 0.00716152+0.00549514j -0.00186822-0.0116906j 0.000502945+0.00607138j -0.00273022+0.00183989j -0.00299327-0.00539602j -0.00492297-0.00304104j -0.000243653+0.0079511j 0.00363108+0.0152929j -0.00458532+0.00712533j -0.00545533-0.0100664j 0.00378538-0.00599663j -0.00228648-0.0109217j -0.00149086+0.00416842j 0.00327195-0.00695881j -0.00424265+0.00427904j 0.00356735+0.00284246j 0.00536945-0.00419287j 0.000508017-0.00313914j -0.000436214-0.00117542j 
