0.00132321+0.0117301j -0.0060784-0.00744772j 0.00235457-1.1538e-05j -0.000978552-0.0111005j -0.00130824-0.00348655j 0.00378485+0.00413088j -0.00221697-0.00476761j -0.00101708-0.00954065j -0.00199024-0.00892235j 0.00288604+0.00502733j -0.000723655-0.00125786j -0.00028924-0.00445352j -0.0030077+0.0051421j 0.00395518+0.0102712j -0.000916877-0.0037476j 0.00192842+0.000206484j 0.00477266+0.00980087j -0.00165364-0.00666291j 0.00199155+0.00300079j -0.00368452-0.00851297j -0.0026593-0.00294208j 0.00342321+0.01084j -4.48953e-05-0.00205712j -0.00151286+0.000430023j 0.000910229+0.000694062j -0.00176427-0.00507493j 0.00118263-0.00794642j 0.000284763+0.00228223j -0.000266483-0.00803116j -0.00226-0.000134279j -0.000952458+0.00375587j 0.00394331+0.0048082j 0.000213978+0.0101917j -0.00291325-0.00769275j -0.00109957+0.00701828j 0.000519439-0.0123097j 0.00276894-0.00685632j -0.000378932-0.00053513j -8.79183e-05-0.00235542j -0.000412053+0.00477177j -0.00505302+0.00708172j -0.000463369+0.00093108j -0.00387523+0.00807922j -0.0027096+0.000640337j -0.00220331-0.00190954j 0.00025667+0.00635251j 0.00130661-0.00223104j 0.00574563-0.00674685j 0.00475152-0.00404045j -0.00034474+0.010288j 0.00236508-0.00577499j 0.000456937-0.000177016j -0.00621196+0.00653952j -0.00361668-0.000464312j -0.00420511-0.00230754j -0.00626149+0.0134691j 
-8.6052e-05+0.00186996j -0.000668799+0.00187989j 0.0012735-0.000162474j 0.00187993-7.49366e-07j -0.00207339+0.000347375j -0.000548253-0.0010756j 0.00264271-0.000289365j -0.000144897-0.00101424j 0.00209939-0.00117557j 0.000873612+0.00104799j -0.00186033-0.00134696j -0.00191114-0.000225641j 0.00390058+0.00243534j -0.000225224-0.000843081j 0.000248334-0.00046786j -0.00192804-0.00508599j 0.00287893+0.00390735j -0.000998335-0.00350805j -0.00114196-0.000339659j -0.00383914-0.00636408j 0.003371-0.00230262j 0.00203575-0.00348628j 0.00376951+0.00890693j -0.0128588-0.00391525j 0.000842945+0.00848355j -0.00213103-0.00665086j -0.00693849-0.00207306j -0.00462777-0.00260484j 0.00799676+0.00370516j -0.00197072-0.00805639j 0.00468155+0.0093071j -0.00511725-0.00270246j 0.000493525-0.0028264j -0.00010487+0.0107033j -0.00356037-0.00048279j -6.62327e-05+0.0010909j 0.000109963-0.00381053j 0.0010384+0.00656739j -0.00515143-0.00398334j -4.35462e-05-0.00630848j 0.0015444+0.00651146j 0.00512015-0.00282316j -0.00220177-0.0100165j -0.00812513-0.00462639j -0.00198342-0.000687052j 0.000103541+0.00332049j -2.90337e-05+0.00137655j -0.000572066+0.00228193j -0.00113359+0.000775584j -0.00152629-0.000907864j 0.00188455-0.000859852j -0.000116959+0.000293223j 0.000335042+0.0014735j -0.000842711+0.000362785j 0.00231186-0.000381731j 0.000177161+0.000826578j 
0.000732918+0.00158514j 0.00102723-0.000783103j -0.0015137-0.000110062j -0.00131885-0.000247857j -0.000252417-0.000331255j -0.00206037-0.00331337j -0.00140171+0.00183038j 8.94801e-05-0.00152991j -0.000654155-0.00102822j -0.0052783-0.00503851j -0.00542551-0.00576908j -0.00156772-0.00082547j -0.00108352+0.00286767j 0.00101529+0.00417222j 0.00214962-0.000848282j 0.00350435+0.00135363j -0.00367957-0.00293337j -0.00348315+2.89538e-05j -0.00168346-0.000948396j -0.00352433-0.00140821j -0.00150249+0.00495826j -0.00399283+0.000420298j 0.00554951+0.0117357j -0.0078754-0.00293519j 0.00102337-0.0020769j -0.00462259-0.00731717j -0.00244892+0.00987807j -0.00129726-0.00481417j 0.00171864+0.00340954j 0.00189802+0.000556062j 0.00138961+0.00737524j 0.00186209+0.0115773j -0.00101922-0.00172097j 0.0050833+0.00493873j -0.000182769+0.000710528j -0.000892739+0.0020111j 0.002927+0.00349636j 0.00457332+0.00764832j -0.00527925-0.00283997j -0.00562063+0.00157287j 0.00155683+0.0156517j 0.000993503+0.00437437j -0.00195217-0.00713847j 0.000854673-0.00116801j -0.000313288+0.00420512j 0.00301056+0.00133415j 0.00253284+0.00538213j -0.00095705-0.000643037j -0.000623105+0.00023635j 0.00290341+0.00235979j 8.46451e-05-0.000935949j -0.00145194-0.000740414j 3.79822e-05-0.000317728j 0.000146244-0.000120083j -0.000955676-0.00100041j 0.000897416-0.000361211j 
0.0019239+0.000209489j -0.00134851+0.000903633j 0.00331909+0.000239347j 0.00539761-0.000908736j 0.00192539-0.000652914j -0.000118917+0.00147617j 1.0523e-05+0.00112958j -0.00100049-0.000519412j 0.00238133-0.000760205j 0.00429403+0.00435042j 0.000758335-0.00126441j -0.00452304+0.00132569j 0.000220152+0.00356338j 0.000671739-0.00163428j -0.00730788+0.00361828j -0.00627383-0.00400999j 0.00589854+0.00439487j -0.00293493-0.00277186j -0.00173811+0.000856646j -0.00114493-0.00430752j 0.002364-0.0014555j 0.00224973-0.000376997j -0.00171241-0.000205428j -0.00187207+0.00246057j 0.00475214+0.00659148j 0.000115456+0.000413218j -0.00587576-0.00851855j -0.00299741-0.000120684j 0.00596744-0.000577002j -0.00962619-0.00450587j 0.00705584+0.00332858j -0.00412626-0.00655931j 0.00164092-0.0028841j 0.00727617+0.00421216j -0.000993696-0.00219118j 0.00393156+0.00121678j 0.000124686-0.00448658j 0.000485842+0.00223862j -0.00074352-0.00119291j 0.00110936-0.00499062j -0.00225045-0.00329923j 0.00416631-0.00644445j -0.00281026-0.00299793j -0.000269547-0.00201752j -0.00185296-0.00165682j -0.00132015-0.00325492j -0.00326018-0.00381953j 0.00107949+0.00575227j -0.00180537+0.000637115j -0.000555566-0.0024733j -0.000786327-0.00108894j -0.00377164-0.000895257j 0.00304435+0.00373799j -0.000756791+0.000348001j 0.00135572-1.23253e-05j -0.00115735-0.000365098j 
0.00229766+0.000347723j 0.00105826-0.00259507j 0.000237128+0.00197152j 0.00180472-0.00108517j 0.000186546-0.000615823j 0.00146936-0.00268033j -0.000539016-0.00014083j -0.00213679+0.00248079j -1.17491e-05+0.000944422j 0.00298146-0.00158228j -0.00170376+0.00251728j -0.00103766+0.000170872j 0.00334293-0.00225637j -0.00168336-0.00276565j -0.00390296-2.44963e-05j -0.00188783-0.000312736j -0.000573562+0.00295627j -0.00350259+0.000922361j 0.00104746-0.00125393j -0.00124807-0.00411511j -0.00135307+0.0047169j 0.00151604-0.00150553j 0.00367632-0.00537885j 0.00338045-0.00722664j 0.00409974-0.000470903j 0.000940951+0.00276539j -0.00170553-0.00275603j 0.00301007-0.0113236j 0.00133929+0.00071633j -0.00942699+0.00183953j 0.00225455-0.00121442j 0.00223448-0.00293503j 0.000808419-0.00429964j 0.0158206-0.00968999j 0.00142438-0.000744711j -0.00328776+0.00234074j -0.00449736+0.0080778j 0.0111806-0.00432521j 0.000564621+9.57776e-05j 0.00570755-0.00160606j 0.00033448+0.0016154j 0.00273062+0.00251079j -0.00214137+0.0038616j 0.00698512-0.00816205j 0.00493329-0.00763288j -0.000206894+0.00159649j 0.00111501-0.00346588j 0.0126913-0.00174569j 0.00537356-0.00220899j -0.00062694+0.00117543j 0.00134166-0.000660881j 0.00533668-0.00117877j 0.00186132+0.000618462j 0.00108826+0.00103284j -0.00466868+0.00149274j 0.00388261-0.00205303j 
-0.000570432+0.000781121j 0.000459943-0.000693327j -0.000203491+0.00045868j 0.000689018+0.000547074j 0.000281429+0.00010046j 0.00023357+0.000119547j 0.000697817+0.000137207j 0.000871425-8.06788e-05j 0.000118526+0.00109271j 0.00225365-0.00138777j -0.00226263+0.00171065j -0.00157916+0.000365467j 0.000154585-0.000398916j 0.000760153-0.00166984j -0.00181125-0.00101725j -0.00368648+0.000932793j 0.00483349-0.00329572j 0.000240274+0.000798098j 0.000831513-0.00144026j 1.34585e-05-0.00110651j 0.00152957-0.000498482j 0.00118776-0.00115316j -0.00223355-0.000553889j -0.00222461+0.00131244j 0.00264922+0.000127087j -0.00136738+0.00123305j -0.00332686-0.0014198j -0.00199831+0.000767102j 0.00187829-0.00239252j -0.00439273-0.000574418j 0.00246168+0.0003933j -0.00619273+0.000998834j 0.000449685+0.00115699j 0.000952306-0.000458154j -0.00282268+0.00178789j 0.0032961-0.00132357j -0.00476997-0.000148033j -0.000240771-0.00061029j -0.00038765-0.000875229j -0.000653984-0.000918527j -0.000331138-0.00210903j -0.000609758-0.000627865j -0.00394835-0.000885397j -0.00144364-0.000496042j -0.00204205-0.000976883j -0.00328468-0.00110054j -0.00206575-0.000803669j 0.00145502+0.000667475j -0.000301137-0.000480768j 0.00101683+0.00018884j -0.000583673-0.000220345j 0.000777299-0.000127872j -0.000844692+0.000367974j 0.00090395+0.000102888j -0.000738072-3.67281e-05j 0.000886843+0.000383808j 
-0.00216978-6.37753e-06j 0.00201108+0.000115236j -0.00249381-0.00149313j -0.00258204+0.00117701j -0.00387961+0.000772211j 0.00466847-0.00346364j 0.00148186+8.6052e-05j 0.00182469+0.000232449j 0.00276549+0.0019262j 0.00561922-0.00265518j 0.00750339+0.00181047j 0.00203881-0.00239458j 0.00596891-0.00402351j -0.0109593+0.00223114j 0.00761713-0.00506551j -8.92262e-05+0.00310572j 0.00413824-0.00205069j 0.00174889+0.00201607j 0.00587645-0.00125897j -0.00483327-0.000893097j -0.00394686-0.00434563j -0.00156499-0.00808932j -0.0104444-0.00360539j -0.00443997-0.00117407j 0.00255084+0.00690443j 0.00976822-0.0024031j -0.0122881-0.00100469j 0.00437543+0.00218852j 0.000426892-0.00794416j -0.00364409-0.00210134j -0.00906777-0.000916778j -0.0156034-0.00398316j -0.00596701-0.00116606j -0.0124001+0.00062256j -0.0036373+0.00359133j -0.00576374-0.0018301j -0.00882856+1.67437e-05j -0.00259337-0.00514556j -0.00104655-0.00174393j -0.00417103-0.00849928j -0.00746627-0.00632525j -0.00395068-0.00468445j 0.00365634+0.000697599j -0.00891401-0.00139401j -0.00433656-0.00361793j 0.00623501+0.00609416j -0.000735272-0.00271251j 0.00108456-0.00485489j -0.00171184+0.000589025j -0.00457062-0.000347701j 0.00479703-5.01517e-05j 0.00372896+0.00150233j -0.00303154-0.00138696j 0.00208902-0.00135644j -0.000689797+0.000405768j 0.00203883+0.00200088j 
-0.00332254-0.00110007j 0.0011444+0.00104767j -0.0031517-0.00291211j -0.000893534-0.000684353j 0.000489575-0.0038339j -0.000373534-0.00185358j 0.00546107+0.00275482j 0.00563121+0.00431991j 0.00645703+0.00762678j -0.00179381+0.000616076j 0.000688929+0.0047489j -0.000920521-0.00231921j -0.00212825-0.00531128j 0.00857461+0.00204004j -0.0102014-0.00918493j 0.00508872+0.00155607j -0.00697874-0.00725396j 0.00237576+0.00663136j 0.000192082-0.00617175j 0.00330681-0.00469117j 0.00445369+0.00116223j 0.00402593-0.00088907j -0.00276159-0.000914116j 0.000998793+0.000610945j -0.00584596+0.00071543j 0.000277802-0.00429515j 0.00145021-0.00114101j -0.00267856-0.00277866j 0.00353125+0.000306143j -0.00333861-0.00183034j 0.00655415+0.00810959j 0.00426609+0.00366742j 0.0068868+0.0108435j 0.00134268+0.00346516j 0.000834026+0.00833496j -0.000977954-0.000401954j -0.000360744+0.00443212j -0.000715552-0.00237956j -0.00253385-0.000806022j 0.00431738+0.00344125j 0.00156891-0.00685322j 0.0064114+0.00882083j -0.00160021-0.00546423j -6.37824e-05-0.00146539j -0.00194094-0.00122463j -0.00145605-0.000729048j 0.00169019-0.00371087j 0.00129225-0.00393432j -0.000342557-0.000533816j 0.00145069+0.00256538j 0.000838032-0.00170337j -0.000580041+0.00124577j 0.000576451-0.000720739j -0.000526867-0.000638771j 0.000654468+0.000594546j 0.00106125+0.00185998j 
0.000707156-1.82168e-05j -0.000987119-0.000892674j 0.00118509+0.000893143j 0.00126915-0.00150026j 0.00129957-0.000608947j -0.00045804-0.000810247j -0.000757953+0.000601919j -0.00129842-0.00156882j -0.00152038-0.00217921j -0.00213798-0.000367454j -0.00353046+0.00203057j 0.00113841+0.000424785j -0.000847056-0.00142017j 0.000137677+0.00132572j 0.00156553+0.00548063j 0.000796766-0.00252444j -0.00200724+0.0082168j -7.00389e-05+0.00302439j -0.000553516+0.00441958j -0.000961944+0.00462089j 0.00238129+0.000515839j -0.00112462-0.000786316j 0.00433547-0.00748448j -0.00133105+0.0129061j -0.00581404+0.00101186j -0.00308543+0.00132237j 0.00258966+0.00775513j -0.00452412+0.00274569j 0.00489869-0.00959267j 0.00137091+0.00675132j 0.00622128-0.00753364j 0.0064723-0.00326046j 0.000963527-0.00311771j 0.00361035-0.0112067j 0.00166826-0.00233819j 0.000294115+0.00536117j 0.00256316-0.0022519j 0.00684185-0.00989405j -0.00480315+0.0075533j 0.00105623+0.00139375j 0.00958734-0.00188937j 0.00734544-0.00968634j -0.00309828+0.00495558j -0.00271708+0.00283411j -0.00240161+0.000978491j 0.0052967-0.00397822j 0.00701884-0.00251922j 0.0040181-0.00349188j -0.00168796+0.00355156j 0.000335802-0.00145292j 0.00320583-0.000358125j -0.0023688+0.000929576j 0.00206496-0.000749619j 0.00080941-0.000748147j -0.000663424+0.00150183j 0.000937129-0.00102281j 
0.00176828-0.000669674j 0.00143731-0.000418029j -0.00203199-0.000206124j -0.0013875-0.00112208j 0.000521657-0.00239171j -0.0010745+0.000763201j -0.00280045+0.00230932j 0.00144668+0.000298966j 0.00380805-0.000470175j 0.00081723+0.00291195j 0.00767-0.00414581j -0.00374168-0.000740909j -0.00195264+0.0034335j -0.00109045+0.000670437j -0.00304009-0.00134699j -0.00190343+0.00485643j -0.00213963-0.00391208j -0.0038524+0.00375091j -0.00398812-0.000303453j -0.00697143+0.00283483j -0.00708618+0.001546j -0.00697942+0.00299635j 0.00307232-0.0035443j 0.000764543+0.0036908j 0.0116762-0.0018381j -0.00190243+0.0032489j -0.000340077+1.14355e-05j 0.00242171+0.00310951j 0.000680273-0.00324262j -0.00798801+0.000535787j 0.00252716-0.00282021j 0.00248815+0.0024616j -0.00222691-0.00228216j 0.011033-0.00162494j 0.00461223+0.00172602j -0.00113834-0.00056856j 0.00541181+0.000682538j 0.00214249+0.00152234j -0.00114299+0.00228064j -0.0112333+0.000695397j -0.00181691-0.00279005j -0.00592184+0.001977j -0.00220634+0.00243529j 0.00560398+0.00227187j 0.00129515+0.00133525j 0.00704211-0.000182048j -0.00154975-0.00379459j -0.00478723+0.000745504j -0.000571391-0.00218593j 0.00537059-0.00026379j -0.00257986-7.61456e-05j -0.00451726+0.000123463j 0.00281223-0.0003j -0.00144843+0.00143399j -0.000731087-0.00205047j -0.00156423-0.00164441j 
0.00062909+0.000571758j -6.00406e-05-0.000700727j 0.00011902+0.00105274j 0.00131373+2.59336e-05j 0.00146867-0.000616742j -0.000161331+0.00119102j -0.000680507+0.000852434j -0.000358066+1.84241e-05j 0.000771491-0.000623541j 0.00256519+0.0026195j 0.00287349-0.00099469j -0.00227115-0.000408445j -0.00176313+0.00164651j 0.00223365-0.0020795j -0.00472364-0.00168695j -0.00564251+0.00164644j 0.00321228-0.00296022j -0.00176976+0.00154454j -0.00372-0.00171429j -0.00116262+0.00173509j -0.0020382-0.000320036j -0.00230112+0.00339476j 0.00119861-0.00242683j -0.00166893+0.00514948j 0.00773559-0.00114477j -0.00412913+0.00386474j 0.000159723-0.00225837j -0.000871256+0.00251375j 0.00308197-0.00080914j -0.00650269-0.000521934j 0.00387436-0.00111831j -0.00271956+0.00126274j 0.000272904+0.000887654j 0.00752441+0.000916346j 0.000484182+0.000227071j 0.00255798-0.00136296j 0.000122859-0.000538028j 0.000707858+0.000693879j 0.000279631+0.00181383j -0.00565462+0.00114357j -0.000311813-0.00435591j -0.00359417+0.00127103j -0.00427786+0.00203142j 0.0021883+0.0022876j -0.000304053-0.000898653j 0.000157552-0.00280911j -0.00263742-0.00272538j -0.00251202+0.00366169j 0.00110901-0.00185593j 0.00372671-0.00055281j -0.00178479+0.000120184j -0.0020566-4.90018e-05j 0.00151747+0.00128923j -0.00128221+0.00113184j -5.50188e-05-0.000350247j 0.000252002-0.00106918j 
0.000854171+0.000699349j 0.00114232+0.000966017j -0.00129334-0.000525522j 0.00217528+0.000493249j 0.00411143+3.2951e-05j -0.00368446-0.000891879j -0.00158718-0.000171893j 0.00260272+0.00256092j 0.00492139+0.00502159j -0.00601361-0.00316574j -0.00786402-0.00367335j -0.00623482-0.00153039j 0.000437451+0.00374261j -0.00119833-0.00378068j 0.00194786-0.000755847j 0.00909926+0.00867002j -0.00248302-0.00439323j 0.00197396+0.0034734j 0.0102659+0.0100541j -0.000211043-0.00234359j 0.00195307+0.00511629j 0.000814969+0.000455885j -0.00654697-0.00813809j -0.000323854+0.00182589j -0.00613987-0.0043954j 0.00568129+0.00664967j -0.00356506-0.00401072j 0.000549282+0.00031215j -0.00627583-0.01091j -0.00134158-0.00616377j -0.00114878-0.000656291j 0.00351524+0.00385482j -0.00107051-0.01168j -0.00178827-0.00936896j -0.00269242-0.000743369j 0.00104022+0.000646244j -0.00147763-0.00307017j -0.00140431-0.00389195j -0.00231034-0.00377391j 0.00181525+0.00571735j 0.000934239-4.91157e-05j 0.0018853+0.00304052j -0.00135077-0.00286841j 0.00157731-0.00160171j -0.000690539+0.00157118j -0.000580732-0.000382437j 0.000910382+4.04933e-05j 0.000321539+8.51423e-05j -0.000571412-0.00112974j 0.00245889+0.00269888j -0.000684956-0.001789j -0.00188859-0.00138713j 0.00135905+0.00161238j -0.000445522+0.000265507j -5.29475e-05-0.00100393j 0.000238863-1.7854e-05j 
-0.000649633+0.000508333j 0.00156291-0.0021076j -0.000893166+0.000222907j -0.000366244-0.000376312j 0.00189159-0.00118122j 0.00139363-0.000379923j -0.00333364+0.00182105j 0.00137222-0.00257394j -0.00277113-0.00043074j 0.00425385-0.00556588j -0.00690536+0.00277771j -0.00174807+0.00183245j -0.00527314+0.00115085j 0.00161708-0.000876871j -0.00169563+0.00622381j -0.0094148-0.000305392j 0.0113436-0.00516081j -0.00181906-0.000151951j 0.00108011-0.00498376j -0.000342938-0.00228229j 0.00230637-0.00162135j 0.000227202-0.00403317j -0.00524329+0.00361729j -0.00109662+0.000971501j 0.00476736+0.000461058j -0.00444183-0.00160779j -0.00788616+0.00328751j -0.00755995+0.00309659j 0.00204812-0.00213911j -0.00591178+0.00568361j 0.00567954-0.00217924j -0.012014+0.00423337j 0.00101551+0.00185338j 0.00426222-0.0031263j -0.00534324+0.0019871j 0.00999865-0.00115475j -0.00657581+0.00124893j -0.00108143+0.00129805j -0.000872641-0.00195498j -0.00161348-0.00665156j -0.00186419+0.00192369j -0.00154816-0.00737561j -0.00655496-0.000986438j 0.00113593+0.000759033j -0.00635323+0.00205511j -0.00862488-0.00295915j -0.00437716+0.000646278j 0.00471745-0.00161001j -0.00327467+0.000771833j 0.00259572+0.00307596j -0.00267318-0.000848082j 4.83892e-05-0.00194183j -0.00147935-0.000971082j 0.00327844-0.0006789j -0.00296943-0.000553377j 0.000586011+0.000644384j 
0.00254609-0.0026062j -0.00117921+0.000519746j 0.000361312-0.000540772j 0.000408768-0.000558756j 0.00114175-0.000421723j -0.00245684-0.000559153j -0.00190326+0.0029629j -0.000189101-0.00186952j 0.00307231-0.000208565j -0.0010224-0.00223621j 0.0047028-0.00197179j -0.00304771+0.00269603j -0.00181379+0.000392953j -0.000239592+0.00728335j -0.00623959+0.0122356j 0.00374607-0.00408746j -0.00741776+0.00410494j -0.00168849-0.00159794j -0.00439914-9.60677e-05j -0.00495436-0.00256128j 0.000337895-0.000112172j -0.00295431-0.00521202j 0.00154328+0.00493894j 0.00579306-0.006949j 0.00205418+0.00114783j 0.00257261-0.00866274j -0.00189244+0.00264453j -0.000180713-0.000981805j -0.00362859+0.00141j -0.00266589+0.0068417j 0.00388477+0.00251579j 0.00964969-0.000738558j 0.00134323-0.00101436j 0.00796007-0.00108621j 0.00811429+0.001403j -0.00347876+0.00259036j 0.0102084+0.00419219j 0.000533697+0.0029637j -0.00124717-0.00327961j 0.00173402-0.00769216j -0.00480958+0.00621949j 0.00787288-0.00721864j 0.00642021-0.00229138j 0.00341913-0.00365558j -0.000977944+0.00555192j 0.00130079+0.00204294j -0.000246214-0.000437689j 0.002522-0.00637457j -0.00534016+0.00504012j -0.00325365+0.00167117j -0.00162591-0.00133029j -0.00386047-0.00352569j 0.00167196+0.000967984j 0.00143391-0.00301425j -0.00137588+0.00067868j -0.00445113-0.000104358j 
0.00281925-0.00159398j -0.000711398+0.00090683j -0.000707091-0.000398418j -0.00316537+0.00149842j -0.00562742+0.00316583j -0.00574957+0.000596969j 0.00731856-0.00245022j -0.000519703+0.000709925j 0.00108228+0.00217888j 0.00201939-0.00158591j -0.000380774+0.00387729j -0.0053653+0.00637938j 0.0112066-0.00141822j 0.00300001-0.000970204j -0.00341513+0.0017604j -0.00458427+0.00403722j 0.00296598-0.0074001j -0.000268055+0.00292089j -0.00579407+0.00297631j -0.00873402+0.00102553j 0.00323892-0.00237496j -0.00135286-0.00130926j 0.0141685-0.0010191j -0.00380297-0.000354128j 0.0153337-0.00608625j -0.00788513+0.00341294j 0.00131196+0.000557954j -0.00251009+0.00250949j 0.000379346-0.00549634j -0.00804142+0.00161609j 0.0101459-6.64242e-05j -0.000338142+0.00453459j -0.00414079+0.00147036j 0.00771314-0.00372761j 0.00165325+0.00649096j 0.000374589-0.00545586j -0.00117123+0.000416016j 0.00538498+7.07861e-05j 0.00123832+0.000401537j -0.00581369+0.000775426j 0.00591206+0.000800916j -0.00306416-0.00178676j -0.0100879-0.000666438j -0.00846623-0.00464711j 0.00217262+0.0018327j -0.00553681+0.0029422j -0.0059628-0.000922361j -2.28379e-05-0.000819301j 0.000264964+0.00062108j -0.00363118-0.0018819j -0.00447039-0.0020822j 0.00504582+0.00176421j -0.00262892-0.000817066j 0.00077404-0.00144246j -0.000991387-5.12559e-05j -0.00247431-0.000319992j 
6.4757e-05+0.000692802j 7.95818e-05+0.000469364j 0.000610666+0.000433823j 0.0016674+0.000363734j 0.000100681+0.000363898j -0.0011777+0.000488483j 0.00214146-0.000502182j -0.00154417+0.000651633j 0.0011472+0.00201553j -0.00278817-0.000387497j -0.00546416+0.00101746j 0.00155694+0.00134752j -0.00189599-0.00153793j 0.00456299-0.00255324j -0.00215483-0.000346499j 0.000706657-0.00152659j -0.00164948+0.00039259j 0.0029619+0.000265302j 0.00139312+0.00178952j 0.00300903-0.00224516j 0.00447238+0.0011013j 0.00389029+0.0016941j -0.00102179-0.00238846j 0.00067462+0.00193107j -0.00590562-0.0021353j -0.00262517+0.00218066j 0.00306615-0.00119307j -0.00354333-0.00344636j 0.00123944+0.000649026j 0.00337219-0.000376947j 0.00252928+0.000655092j 0.00224127+8.61568e-05j 0.00474343+0.00310767j -0.00115376-0.00160046j -0.000899207-0.000286208j 0.00271134+0.00134647j -0.000801092-0.00060762j 0.000339484-0.00119078j -0.000191692+0.000107858j 0.00500686+0.00422999j 0.00338032+9.83604e-06j 0.00317065+0.00177432j -0.00207932-0.000874758j -0.000654727-0.000960861j 0.000918533-9.829e-05j -0.0037159-0.0018018j 0.000771171+0.00027333j 0.000623205+0.0011998j 0.00165409+0.000461707j -0.00013765-0.000154664j -0.000207645-0.000497199j 0.000614473+0.000360439j 8.39758e-05+0.000903457j -0.000425489+0.000372059j 0.000570427+0.000269198j 0.000974321+0.000177364j 
0.0043174+0.00197585j 0.00441099+0.0016823j -0.000767378+0.000792761j 0.000649884-0.00018809j -0.00526461-0.000507839j -0.000719729-0.000671097j 0.000352751+0.00157231j -0.00764449-0.00251179j 0.0107968+0.000749286j -0.00101927-0.00278371j -0.00113298-0.00253011j 0.00623071+0.00750964j -0.00514918-0.00624467j -0.00404733-0.0036338j 0.00178243+0.000211832j -0.00112316-0.00366871j -0.00712549-0.00147487j 0.00886914+0.000653735j 0.00686547+0.00206477j -0.00744464-0.00649159j 0.000726306+0.000138853j 0.000267729+0.000672567j -0.0129984-0.00749989j 0.0013698+0.00486665j -0.00172632-0.00124737j 0.000799596+0.0021472j -0.0057903+0.000923595j -0.00389769-0.0110712j -0.000583289+0.00185631j 0.000683734+0.00453791j -0.00247015-0.00345031j -0.00404602+6.72392e-05j 0.00265816+0.00674999j -0.00499933-0.00387987j 0.000616746+0.00214378j 0.000821369+0.00466764j -0.00146182+0.00428578j -0.00168114+0.00102959j -0.00376136-0.000604217j -0.00158329+0.00152246j -0.00322928+0.00195975j -0.00236221-0.000425971j -0.000127767+0.00374344j -0.00275353-0.000802222j 0.000674491+0.00164772j 0.00213061+0.00370312j -0.00149919-0.000918093j -0.00105929-0.0004693j 0.00182868+0.00167999j 5.26311e-05-0.00130862j -0.000887498-0.00258325j 0.00129961-0.000222443j 0.00123319+0.00107744j -0.000118676+0.00189844j -0.00104464-0.00265787j 0.00165595-0.000674679j 
0.00155633-0.000110251j 0.000975487+0.00183119j 3.58771e-06-0.000429718j -0.002622+0.00344035j -0.00563901+0.00208629j -0.00165665+0.00156851j 0.00124977+0.00142683j -0.00303642-0.00175325j -0.000234076+0.00503572j -0.000923417+0.00213093j 0.00253415+4.09489e-05j 0.000229152+0.00093419j 0.000580434+0.00313923j 0.00307829-0.00567592j 0.00218296+0.00632974j -0.00467963-0.00418328j 0.00178897+0.00606382j -0.000377972+0.00106682j -0.00550434+0.00874551j -0.00259129-0.00504464j 0.00187732-0.00206562j 0.00153915-0.00119756j 0.00968717-0.00947059j -0.00140501-0.00453309j 0.00211131+0.00337246j -0.00721481+0.00562275j 0.00739997-0.00923998j -0.00080044-0.000293425j 0.00699222-0.000974715j 0.00554397-0.00587235j 0.00236732-0.00331999j 0.00331743-0.0114789j 0.00469781-0.00122099j 0.0036588-0.00532412j 0.00152673-0.00270729j 0.00174574+0.000483344j 0.00520962-0.00743747j 0.00470426-0.000929235j 0.00281863-0.0025551j 0.00176024-0.00475071j 0.00624682-0.00166289j 0.00203678-0.00738764j -0.000424001-0.00190017j -0.000139457-0.00648782j 0.00508583+0.00112205j -0.00108108+0.00249782j 0.000797243-0.00324765j -0.00332559-0.00124396j 0.000294928+0.00166386j -0.00129387-0.00240066j -0.000850922-0.000619175j 0.000458944+0.0011918j -0.00483222-0.00043991j 0.0016283-0.000841583j -0.000620579-0.00119284j -0.00257281+0.00167762j 
-0.00179839-0.000198875j -0.000518158+0.000580786j -0.000479057-0.000188535j -0.000140461+0.000314522j -0.000175307+0.000596051j 0.00221484+3.49774e-05j 0.00167111-0.00242416j -0.000263602+0.000424186j -0.000236442-0.00061086j 0.00178552-0.00731645j 0.000697108-0.00390191j 0.00385869+0.000766111j -0.00346228+0.0036151j -0.000178505-0.00856171j 0.00321735+0.00999128j -0.00346401+0.0129725j -0.00292429-0.00651956j 0.00268648+0.00177564j -0.00474524+0.00891944j -5.08293e-05+0.000700051j -0.00277892-0.00169074j 0.00170622+0.000400305j -0.00182731-0.00306585j 0.00136537-0.00256475j -0.00215283-0.0116643j -0.000128629+0.00875312j -0.00311705-0.00139652j -0.000489341+0.00556185j 0.00327545-0.00608468j 0.00617937+0.00819302j -0.00024799-0.0109972j -0.00189903+0.00481674j 0.0114563-0.0051801j 0.000589731-0.0115994j 0.00217378-0.00257947j -0.000378422-0.00585559j 0.00111745-0.000670478j 0.000444628-0.000572888j 0.00110503-0.00264885j -0.00304518+0.00359572j -0.00508817+0.000553073j -0.00304944+0.00221501j 0.000479842+0.00508999j 0.000108111-0.0011617j -0.00077576+0.00153487j -0.00491134+0.00627248j -0.00429157+0.00714473j 0.0010497-0.000824517j 0.000121372+0.000325409j 0.000433107-0.00041607j -0.0010464+0.00396536j 1.3698e-05-0.000296068j 0.000275522-0.000315827j -0.000579568-0.0003155j 0.00034109+0.00105224j 0.000169579+0.00190611j 
