-0.00558544-0.00737409j -0.00629868+0.0047986j 0.0051903+0.00397964j -0.00215269+0.0057107j -0.00123268-0.00190779j 0.00308333-0.000513908j 0.00314761+0.00491647j 0.0048398-0.00192837j 0.00215978-0.00534557j -0.00291746+5.96611e-05j -0.00537308+9.23676e-05j 0.0021709+0.00394554j -0.00293452+0.00265922j -0.00294546+0.00300879j 0.00270907+0.000974953j -0.00458993+0.00175485j 0.00345331+0.0023091j 0.00262897-0.000131146j -0.00265251-2.86557e-05j -0.00201032+0.00130465j -0.00222518+0.00362295j 9.85197e-05-0.00127866j -0.00569325+0.00080953j 0.0044176-0.0010108j 0.00074595-0.000905267j -0.00207797+0.000630689j 0.00187895-0.00155338j -0.00282318+0.0030893j 0.00244198-0.00380078j 0.000791829-0.000322542j -0.0033003+0.00250625j -0.00304303+0.000286677j 0.00163004-0.000913466j 0.000683519-0.00407554j -0.000410985-0.00178173j 0.00172211-0.000181053j 0.00178075-0.000959026j -0.000674225+0.00347312j 0.00159505-0.00082879j -0.00192552-0.00222766j 0.00270777-0.00029461j -0.00207746+0.000558568j 0.000976215+0.00196555j -0.00177107+0.000150518j -0.00151347-0.0028172j 0.00227055-0.000235736j -0.00601363-0.00292903j 0.000285197+0.00324789j -0.000126342+7.2157e-05j 0.00013879+0.00129742j 0.000423922-0.00101464j 0.00429288+0.00102277j 0.0044183+0.000380287j 0.000457499+0.00284892j 0.00394203-0.00103651j 0.00390705+0.00596404j -0.00362671+0.000157j 0.00375293+8.8389e-05j -0.0124956+0.00775012j -0.0124558-0.00392288j 0.00134183-0.00098063j 0.0148006-0.00727532j 0.00325484+0.00456573j -0.0078042-0.0224772j -0.0044899+0.00330874j 0.00451388-0.0237382j -0.00743982-0.024893j -0.00385766-0.0429713j 0.0127456+0.0634762j -0.0541277+0.013747j 
-0.00273496+0.00300952j -0.000803229-0.00440521j -0.00466617-0.00099433j 3.34291e-06+0.00249742j 0.000595157-0.00815993j -0.00421831+0.0010299j -0.00585496-0.00286885j 0.00271865-0.00369957j -0.00504107-0.00124648j 0.00657432+0.0110643j -0.0062195+0.00857817j 0.00483008+0.00355494j -0.00624672-0.00692671j -0.0184901+0.00370625j -0.00810302+0.00408636j 0.00187905-0.002079j 0.00569707+0.00580279j 0.00451775+0.00161646j 0.010365-0.00756173j -0.00441415-0.00296535j -0.00430321-0.00360394j -0.00966471-0.000325771j -0.00441258-0.00826275j 0.00615382+0.00290287j -0.0104288-0.0119192j -0.0040668+0.00535742j -0.00814167+0.00484122j 0.00393262-0.008429j -0.00596837-0.00498429j 0.00848588-0.00423925j 0.00893231-0.0118695j 0.009473-0.0039348j -0.0032626-0.000591173j -0.00888459-0.0024321j -0.0153009+0.000391819j 0.00348559+0.00528877j 0.00147221+0.00190625j -0.0104342-0.0146839j -0.0108734-0.00981505j 0.0126498-0.00292965j -0.0152818-0.0163938j -0.000335521+0.00481862j -0.0105484-0.00251071j 0.00525356-0.0100676j -0.0115222-0.00419746j 0.0183663-0.00951198j -0.0148291+0.0113076j -0.0163365-0.00861764j -0.0148983-0.00535306j 0.00258441-0.0026385j 0.0204551-0.00602962j -0.0194311-0.0030281j 0.0118342+0.014757j -0.0204318+0.000800905j -0.0122644-0.00344209j -0.0103615+0.0117464j -0.00517868+0.00345363j -0.00345055+0.0300476j 0.00780268-0.00558287j -0.00302171+0.00499426j 0.00177274-0.00661493j 0.000226267+0.00129526j -0.00134855-0.00785813j 0.00011996-0.00230417j -0.00343487-0.00367589j -0.0152039-0.00125469j -0.00348381+0.00264701j 0.00779485-0.000309885j 0.00458649+0.00116731j -0.00048654-0.000990214j 
-0.00232103+0.0027974j -0.00449191-0.00109016j 0.000713675-0.00314651j -0.00198058+0.00261734j 0.00406996-0.00298576j 2.66475e-05-0.00982017j 0.00495248-0.010427j -0.00310849+0.00604464j -0.000776567-0.00696808j -0.00213178-0.00797758j 0.00631161-0.00233598j 0.00205854-0.00736191j -0.0140503-0.0134753j 0.0076828+0.00631701j -0.0148441-0.00598533j -0.0097401+0.0114199j 0.00960951+0.00343125j 0.0213957-0.00993986j -0.0110853+0.00107064j 0.0192595-0.00728082j 0.00948594+0.00798984j 0.00452043-0.0050066j 0.0117329-0.0149639j 0.00156981-0.00368485j 0.0125265-0.00154377j -0.000125327+0.00181024j 0.0219712+0.008344j -0.00227201+0.00688917j 0.00810715-0.00124941j 0.00482049-0.00139589j 0.000116719-0.00677388j 0.00372777-0.00378029j -0.013611-0.00643992j 0.00888217-0.00631326j 0.00674099+0.00129677j -0.00989737-0.00586807j 0.00135557-0.0103545j 0.0275361+0.00283619j 0.0197917-1.15765e-05j 0.00849229+0.00928962j -0.008108+0.00691254j 0.0134665+0.00678972j -0.00305188+6.8197e-05j 0.00574522+0.0117017j 0.00841926-0.00209417j -0.00797378-0.00559986j -0.00762997-0.0110915j -0.00874741-0.00890187j -0.0124359-0.00918626j 0.0249757+0.000795206j 0.00509882+0.0120443j 0.000702092-0.00685133j 0.0150691+0.0181543j -0.00926019-0.00748878j 0.00592207-3.93403e-05j -0.00168188-0.00109765j -0.00484999+0.00953725j -0.00677494+0.0137347j -0.01157-0.00510056j 0.00443327+0.00397104j 0.0108501+0.00437257j -0.00480344-0.00750831j -0.000247453+0.00121018j -0.00119416+0.000301977j -0.00414508+0.00314224j 0.000703322-0.00286118j -0.00353362+0.00268667j 0.000444722-0.00268316j 0.00311934-0.00118282j -0.00149718-0.00496202j 
3.22815e-05-0.00422295j 0.00424082-0.00446798j -0.00820074+0.00145726j -0.0016068+0.0082283j -0.00438842-0.00965865j -0.00459966+0.0102908j 0.00101953-0.00459882j 0.00549178+0.000130038j -0.00957403-0.0068436j 0.000187429+0.00503425j 0.00453471+0.0207935j -0.0128936+0.00881416j -0.0047486+0.0118605j 0.00107071-0.00387998j -0.00623756+0.000284165j -0.00704305-0.00275982j 0.0130413-0.00163003j 0.00552186+0.00314754j -0.0068361-0.0141826j 0.00357066+0.00521309j -0.0041983+0.00784123j -0.0125646-0.0200422j 0.00268253+0.000263076j -0.00123634-0.00216207j -0.0140689-0.00512433j 0.00263686-0.00575262j 0.000736798+0.00913625j -0.00795259-0.0099388j 0.00674147+0.0126593j -0.00262866-0.00612654j 0.00512165+0.0167005j -0.00978844-0.00784958j -0.0215333+7.88759e-05j 0.0125209-0.00597883j 0.00386477+0.000464967j 0.000789672+0.00788453j -0.0122731-0.00369562j 0.0107884+0.00211338j 0.00114218+0.00159296j 0.0142001+0.0116465j 0.00945931+0.00382838j 0.00340879-0.0218903j 0.0077367+0.00601334j -0.00648619-0.00202145j -0.00322823-0.00358014j 0.00320546+0.004802j 0.013093-0.00267482j -0.00583878+0.0155984j -0.0122911-0.00624127j -0.00236839+0.00685716j -0.00227157-0.0163249j -0.000864367+0.00955239j 0.00827603+0.00257669j 0.0146522+0.00713776j -0.00719037+0.0126566j -0.00375142-0.027046j 0.00900215-0.0221669j -0.00170203-0.00523191j 0.00635563+0.00289652j -0.000774988-0.00326653j 0.00431295+0.00410816j 0.00891143-0.00986592j 0.00577335-0.0004981j 0.00760228-0.000199919j -0.00660706-0.00565916j -0.00212961-0.00456434j 0.00590238+0.000396609j 0.00483445-0.00447672j -0.00449751+0.0018281j 0.00248407+0.00510125j 
-0.00228439+0.00733792j -0.0044866+0.000268335j 0.00153082-0.00209294j -0.00107599-0.00156375j 0.000844926+0.0104485j 0.00113585+0.00197162j 0.0079723-0.000381001j -0.000391129+0.00378101j 0.0018047+0.00727958j 0.00318284+0.0112862j 0.00165131-0.0108912j -0.00585207-0.00276089j 0.00282767+0.00123848j 0.00374258+0.00771042j 0.0113436-0.00342632j 0.00472093-0.0031059j -0.00226375-0.000480866j 0.0035498+0.0164578j -0.00272081-0.00920397j -0.00498259-0.00697465j 0.00915164+0.0043442j 0.00176392+0.00154289j -0.00182726+0.00336681j -0.0138695+0.00855185j 0.00494459-0.0133531j -0.0101123-0.014822j 0.00822574+0.00583612j 0.0088077+0.00572211j 0.0154497-0.00450718j -0.00288935-0.00225705j 0.0104016+0.0003505j -0.000212785+0.00450851j -0.00147241-0.0026816j 0.00389347-0.00238659j 0.00192268-0.00565882j -0.00262278+0.00865245j 0.00743625-0.0098754j -0.00700866-0.00430369j -0.0227111-0.000631546j 0.000445559+0.00554068j 0.0138658+0.0133182j 0.00307405+0.0231941j -0.0132052-0.000898607j -0.026341+0.0194458j -0.0045442-0.00160387j 0.0194539-0.00130953j 0.0055271-0.00181662j -0.00248636+0.007299j 0.00355365+0.00551228j -0.000349539-2.97066e-05j -0.00203717-0.00888537j -0.000803766-0.00809067j -0.00306356+0.0212654j 0.00348696-0.00866504j -0.00765334+0.0111514j 0.00384111-0.0170202j 0.00798857-0.00410225j 0.00533603-0.00426683j -0.000755541+0.0157018j -0.00181961+0.000633736j -0.00975858-0.000786148j 0.00959302-0.00671285j -0.000805094-0.00150477j -0.00149902-0.00772558j -0.00695191+0.00159961j -0.00406042-0.000382083j -0.00325815+0.00335824j 0.00372949+0.000322528j 0.00733056-0.00183473j -0.0025917-0.00642282j 
-0.00182687+7.60067e-05j -0.000607788-0.00384015j -0.00462063-0.000253697j -0.000922356+0.00449375j 0.0010064-0.000525091j 0.000708915-0.00522525j 0.000620786-0.0104981j 0.00425028+0.00370787j 0.000872897-0.00327623j -0.00617319-0.0133193j 0.00343039+0.00592973j -0.00243893-0.0062865j 0.00529382+0.000558667j -0.000986652-0.000290516j 0.00754009-0.0023641j 0.0119073+0.00886103j 0.00826435-0.00148837j -0.00576847+0.00354251j 0.00320409-0.0048785j -0.00746412-0.00267732j -0.0131317+0.00232265j 0.00325153-0.00500469j -0.00673566-0.00683805j 0.0125565+0.00992171j 0.00462958-0.00699757j 0.00430592+0.00120527j -0.0224009+0.00794714j -0.0145483+0.00298872j -0.000743898-0.000529155j 0.0107304-0.00958885j 0.000906641+0.0132187j 0.00437364+0.00451838j -0.0152381-0.013052j 0.00213-0.0069225j 0.00889738-0.00354745j -0.012048+0.00549698j -0.00610205+0.00542372j -0.019052-0.00196299j 0.00163754-0.0108279j -0.0115629-0.0107277j -0.011115+0.00204192j -0.00793291-0.0101393j 0.00524248-0.000574906j -0.0175608+0.0163116j -0.00444561-0.000515012j 0.0183099-0.00714334j 0.00541452+0.00507586j -0.00337061-0.0168027j 0.00887325-0.00773196j -0.00987996-0.0124045j -0.0077304+0.0124831j 0.00711424+0.00883604j -0.0167158-0.0130253j 0.000775996+0.0194876j 0.020738-0.0123832j 0.00553362+0.0128562j 0.00929382-0.0106142j 0.00509566-0.0194124j 0.00350815-0.00293597j -0.00235657-0.00499528j -0.00192176+0.00646898j -0.00364175-0.00363551j -0.00527418+0.00506584j -0.00104183+0.00263587j -0.00675374+0.000690714j -0.00698261+0.00101312j 0.00153839-0.000196464j -0.00251666-0.00316168j 0.00288423+0.000265297j 0.000902583-0.000963931j 
-0.00229319+0.00447104j -0.00241348-0.00202807j -0.00338555+0.00324686j 0.00270781+0.00163336j 1.76477e-05+0.00284326j 0.00221659+0.00148498j -0.00691286+0.000610163j 0.000890636-0.00389653j -0.00401351+0.0084814j 0.00993227+0.0169814j -0.00636916-0.000255073j -0.00365773-0.000729336j 0.00300304+0.00590047j -0.00511775-0.00167443j 0.005428+0.00181024j 0.00338934-0.0148299j -0.00422301-0.00337816j 0.00345907+0.00669214j 0.00666383-0.00276887j 0.0090815+0.000124082j 0.00426227-0.00506355j 0.00557211+0.00140404j -0.00518882+0.000174312j -0.0134718-0.000835267j 0.00932656-0.01275j -0.0199083+0.0123743j 0.0128511-0.0111171j 0.0138794-0.00545469j 0.00364013-0.000596593j 0.014029+0.00518346j -0.000998954-0.0025406j 0.0161546+0.00413326j -0.00251283+0.00171102j -0.0127277+0.0107259j 0.00399168-0.00901275j 0.00708415-0.00836233j -0.0123027+0.000282091j -0.00410052-0.00108913j -0.00804611+0.00133173j -0.0101832-0.00371902j 0.00156463+0.00389647j 0.00326996-0.0148127j -0.00183107-0.0110474j 0.00853142-0.0169128j 0.00132077+0.00900583j 0.00528247+0.0199993j 0.000340056-0.00226197j -0.014169-0.00447638j -0.0162247+0.0156481j 0.0254918+0.0126892j 0.0119945+0.0115756j 0.00851748+0.00187738j 0.0174524-0.0332186j 0.0115743+0.0128379j 0.0220069-0.0170395j -0.0134383-0.00358734j 0.0142207+0.00556398j -0.014249-0.0219475j -0.0133025+0.0031639j 0.00162824-0.00708209j 0.00373637-0.00280018j -0.014985-0.00996063j 0.000107278-0.00328238j 0.00379722-0.00905119j -0.00248041+0.004317j -0.00146193-0.00175756j -0.00115205+0.00328321j -0.000389011-0.0017956j 0.00415838+0.00181059j -0.0012612-0.00628566j 
0.00488179-0.00448019j 0.00204509+0.00484255j 0.00751725-0.00400583j -0.00648589-0.00500503j 0.00355755+0.00509632j 0.00562578+0.000464664j 0.00645454+0.0045736j -0.00957323-0.00326197j 0.00609299+0.0101817j 0.00153977-0.0102448j 0.0045952-0.00718265j -0.00311395-0.00624351j -0.00705246-0.00652314j 0.0015648-0.00234956j -0.0165924-0.000140338j 0.00510729-0.00891473j -0.00267952-0.0113696j 0.0233603+0.00530687j -0.00941939+0.000575393j 0.0137175+0.00889356j -0.00300583-0.00146709j -0.0158187+0.00566981j 0.00195156+0.000596097j 0.00799013+0.0113269j -0.0037802-0.0193237j 0.00202647-0.00229678j 0.0146659+0.0037875j -0.00375075-0.00391574j -0.00239804-0.00602247j 0.0153001-0.0141252j 0.00801702+0.00983397j 0.00348024+0.00616954j -0.0171514-0.00448748j -0.0111425-0.000404106j -0.00328167-0.00940618j 0.002472+0.00127168j -0.00561461-0.0154886j 0.00462387+0.0164166j 0.0111831+0.0151299j 0.00235547-0.0102716j -0.00408956+0.0132619j -0.00318836+0.000188313j 0.000853449+0.00871065j 0.00202148+0.0101065j -0.00272128+0.0275076j 0.014244+0.00339878j -0.00548386+0.00176556j -0.000805279+0.0131541j 0.00257253+0.00339621j -0.00700139+0.0277342j 0.00573702-0.000359085j -0.000899934-0.000546285j -0.00318111-0.0104788j 0.00280895+0.016293j 0.00786201-0.0123636j 0.00722233-0.0200105j 0.00732374+0.0017681j 0.00699056-0.013517j 0.0161492-0.00186838j 0.00605966-0.00394165j -0.00111026+0.000790178j 0.0026437+0.00641269j 0.00444038+0.00566534j 0.00420521+0.00257339j 0.00110141-0.00612326j 0.00222603+0.00734021j 0.00220206+0.0041026j 0.00232109+0.00694668j -0.00336684-0.00180637j -0.000645992+0.00396866j 
-0.00312594+0.000165357j 0.00136292-0.00314316j -0.0050918-0.00163147j -0.00419751+0.00512458j -0.000338941-0.00721243j -0.00383279+0.00286798j 0.00244336-0.0051062j 0.00717042-0.00307768j -0.00305619-0.00101177j 0.0076683+0.0112844j 0.00170576+0.00708855j 0.0112024+0.00394432j 0.00502346+0.00191537j -0.00222635+0.00375383j 0.00240379+0.00443707j 0.00408626-0.00435944j -0.0118678+0.0118948j -0.00369207+0.007256j 0.00327486-0.00247485j -0.0114033-0.0107634j 0.00487496+0.00111093j -0.00858022-0.00150031j 0.0152576-0.0012733j 0.00908235+0.00289958j 0.00766949+0.00197119j 0.0181011-0.0129784j 0.00457223-0.00693184j -0.00873182+0.00546386j 0.0197582+0.000756861j 0.00206432-0.00283778j 0.00890537-0.0028593j -0.0071752-0.00595052j 0.00400344+0.00347062j 0.0074335-0.00911209j -0.00128284+0.00258938j -0.00129596-0.00272622j 0.0094162-0.00113205j 0.00806531-0.000292184j 0.00798917+0.00500508j -0.00858892-0.00905261j 0.0165816-0.0138849j -0.0183701+0.0135629j -0.0103376+0.00416306j -0.0134098+0.00622139j -0.00277322+0.0177974j -0.00597191-0.00638298j -0.00502917-0.00231216j 0.00296237-0.018948j -0.00247552+0.00506971j -0.00306787+0.00430611j 0.00700878+0.020763j -0.00119768+0.00275532j 0.0039784-0.0125012j 0.00781565-0.00265215j -0.0181392-0.0125491j -0.00949438+0.020508j -0.0146638+0.00387842j 0.000791015-0.00605983j 0.00649294-0.00974242j 0.0135381-0.0049189j 0.00754755+0.00975496j 0.00268521-0.000542305j 0.00822417-0.00468849j 0.000217719-0.00601677j -0.00498245-0.00232117j -0.00404433-0.00712272j 0.00160559+0.00747227j 0.00386028+0.000440509j 0.000939373+0.00238779j -0.000537512-0.00115875j 
-0.00467789+0.00229055j -0.00117369-0.0022929j 0.000684254-0.000901016j 0.00120365+0.000695567j 0.00220422-0.00698676j -0.00933974-0.00340139j 0.0010454-0.000859171j -0.00357463+0.000862814j 0.0107404-0.014477j -0.00527077+0.000863273j -0.000339739-0.00497629j 0.00463258+0.00166495j 0.00391083-0.00424644j 0.0035218+0.00657181j 0.00452063-0.00640859j 0.0101864+0.0104891j -0.0102916+0.000466868j 0.00277207-0.00556439j 0.0119162-0.00567332j -0.0145774+0.00174374j -0.00230785+0.00277954j 0.00206825+0.00533302j -0.00854606-0.00422016j 0.00993536-0.0118183j 0.00818193+0.00939349j -0.00142451+0.00336133j -0.0117694+0.00248175j 0.00223714+0.00124029j -0.00524205-0.00131447j 0.00572607+0.0042014j 0.010654-0.0157613j 0.00926659+0.00511991j 0.00646986+0.00199654j -0.0154867+0.00300205j 0.0146691+0.000533758j -0.00334756+0.00274764j 0.0206171-0.00443058j -0.0179001+0.0081168j -0.00296273-0.011647j -0.0068612+0.00577126j 0.0027718+0.00969968j -0.0114483+0.000230291j 0.00293784+0.00141011j -0.00165573-0.0145683j 0.0151405+0.00446617j -0.00437052+0.0142568j 0.000176938-0.00948377j 0.0062349+0.0193755j 0.0026223+0.00491297j 0.0149315+0.0170822j -0.00162879-0.0163928j 0.00199659+0.00777635j 0.00406866-0.0129827j 0.0106532+0.000504011j 0.00561857+0.00851275j -0.00232004-0.0367393j -0.021977-0.0101002j -0.00241257+0.009149j -0.00304015+0.00525417j -0.000394946-0.0178993j 0.0126698+0.000374348j 0.0109983+0.00208434j 0.00508969+0.00833465j -0.00250054+0.000742008j -0.00438067+0.000261755j 0.00233001+0.000553042j -0.00235209+0.00193375j -0.00107758+0.00241835j 0.00210674+0.000651055j -0.00142785-0.00228367j 
0.00323322-0.00352081j 0.00170425+0.00115278j -0.00151776-0.000139237j -0.00256705-0.000619978j -0.000136156+0.0114262j 0.0129094+0.000462903j 0.00145241-0.00399674j 0.00475504-0.00596417j 0.00573206+0.00966797j -0.000924443-0.00207282j 0.00916618+0.0028905j 0.00185358-0.00206088j 0.00915315-0.00951362j -0.00251033-0.00161701j -0.00162243+0.000871038j 0.016362-0.0136973j 0.0151205-0.00160091j 0.00550878-0.0005458j -0.00245632+0.00314686j -0.0060817-0.0142737j -0.0145416-0.00218212j 0.0131484-0.0030921j -0.0145189+0.00391933j -0.00398798-0.00891722j -0.00184228+0.00530227j 0.0154336-0.00372053j -0.0074208-0.0139308j 0.00551212+0.00771635j -0.00104676-0.00615258j 0.0107845+0.00866223j -0.0140461-0.0108485j 0.00769644-0.0134384j 0.00485111+0.0232208j -0.019902-0.000725472j -0.00166168-0.00188154j 0.000135143-0.00425986j -0.0169905-0.0119559j 0.000614912+0.00603785j 0.0114404+0.00874733j -0.00151057+0.00378845j -0.0108541-0.0168086j 0.00599201+0.006767j -0.00658761+5.20703e-05j 0.0122415+0.00217341j 0.0162253-0.00163547j 0.000534999+0.00457544j -0.0101461-0.00188739j -0.00192206-0.000966537j 0.0129084+0.00222954j -0.00907653+0.00722658j -0.00643385-0.004088j 0.00634528-0.0105724j -0.00924179+0.0105622j 0.00447638-0.0214781j 0.00841652+0.00708721j -0.000193519+0.00494962j -0.00994736+0.00342806j -0.0110615+0.0131039j 0.00761068+0.0100187j -0.0111744+0.0072599j 0.0117139+0.00514563j -0.000753708-0.00879825j -0.00173689-0.00545329j 0.00407785-0.00416776j -0.0124175-0.00505485j -0.00781982-0.00114171j 0.00144896+0.000290136j 0.00328361-0.00198241j -7.1727e-05-0.00121185j 0.00130232+0.002649j 
0.00413982-0.00378854j 0.000312933+0.00563079j -0.000226998-0.00420316j -0.00590082+0.00231956j 0.00224602+0.00667877j 0.00844687-0.00703109j 0.00578989-0.00974446j 0.00512695+0.00842308j -0.00596414+0.00568571j -0.00846057-0.0148089j 0.00678437+0.00173593j -0.0015034-0.00482176j -0.00858482-0.00595868j -1.08306e-05+0.00730508j -0.00211424+7.7771e-05j -0.00634925+0.00512655j 0.00106272+0.00697794j 0.00996576-0.0053128j -0.00754955+0.00607752j -0.00841326+0.000408266j 0.00093378-0.00671304j -0.00749898-0.0069697j -0.00677062-0.00666516j -0.00501797-0.00288281j -0.00319097-0.00567312j -0.0156109+0.000986448j 0.00725971-0.000223182j -0.00291273-0.00822372j -0.00186133-0.001825j -0.0131773+0.00685557j 0.0129573+0.00366065j 0.00738508+0.00336579j -0.00184946-0.00183875j -0.00744467+0.00908166j -0.00905771+0.0125729j 6.70743e-05-0.00117656j 0.0111986-0.00744634j -0.00153479+0.00464501j -0.0290341-0.00539139j 0.00877711-0.00120749j -0.00136239-0.000538945j 0.0150269+0.000340877j -0.00706973+0.00885093j -0.00581351-0.0268684j 0.0128625+0.00245585j 0.0040075+0.0103423j 0.00557996-0.0026475j 0.0013702-0.00561631j 0.0112398+0.00168687j -0.00569357+0.00751314j -0.0214649+0.0108068j 0.00161467+0.00650424j 0.00882651-0.0116879j 0.00752483+0.0172969j -0.0185084-0.0190678j 7.07784e-06+0.0143117j -0.0144005+0.00160828j -0.00738344-0.0103866j 0.00390121-0.00768409j -0.0103899+0.00907414j 0.0170245+0.00944709j 0.00756075+0.000679275j 0.00427063+0.000560121j 0.000650023-0.000439501j -0.00509895-0.00122527j -0.000338275-0.00326212j 0.00234904-0.00101906j 0.0029839-0.00377008j -0.00365143-0.00417743j -0.00217613+0.00271009j 
-0.00122644-0.00321877j 0.00479271-0.00376454j 0.00434004-0.0084072j -0.00385802-0.00559027j 0.00623661+1.17715e-05j 0.00212594-0.00335681j 0.00548164-0.00474027j -0.00296498-0.0060478j 0.000289171-0.00457146j -0.00579661-0.00678192j 0.0128086+0.000324594j -0.00984612-0.00618399j 0.00816457+0.00623064j 0.0169865+0.00509578j 0.00275195-0.00550564j 0.0240133-0.00112828j 0.00172853-0.00271414j 0.00356957+0.0042854j 0.00127785+0.00419428j -0.0123966-0.000776152j -0.0193192-0.000414356j -0.00242248-0.0106914j -0.0139938-0.00180629j -0.00933532-0.00312549j 0.00105987-0.00560732j 0.00010529+0.000107788j -0.0124389+0.00052367j -0.0104555-0.00758027j -0.0101248-0.000462938j -0.00589751+0.00610385j -0.0013472+0.0072608j -0.00707965-0.00525122j -0.0031662-0.00786269j 0.00475394+0.00258166j -0.00334816-0.00382065j 0.00175993+0.00818618j -0.00609057-0.00116451j -0.00769357-0.000922955j 0.00640702-0.00110571j -0.0110273-0.0108539j 0.0139578+0.00147807j -0.0122223-0.00752319j -0.00946486+0.00166953j -0.0224251-0.00467337j -0.00317289-0.00671455j -0.0171805-0.00236986j 0.0078165+0.0080487j 0.00547024-0.0185662j -0.00849999-0.00535068j 0.00743231-0.00493135j 0.00924904+0.00881937j -0.0176491-0.000694092j 0.0134149+0.003331j 0.00965655+0.00908215j -0.0203435-0.0109928j -0.0102634+0.00562533j 0.00222628-0.000656779j 0.020174-0.00447233j -0.00153769+0.00641691j 0.00819315+0.000609127j -0.00790778-0.0106396j 0.0168418-0.00769687j -0.00238092-0.0099217j -0.000915668-0.010298j 0.00133725-0.00261242j 0.00333497-0.00149104j -0.00673918+0.0032261j 0.00358452+0.00879739j 0.0036196+0.00903405j 0.00242964-0.000359522j 
0.00583029-0.00845199j 0.0041906+0.00721209j -0.000613227-0.00829538j -0.0101307-0.001737j 0.00355653-0.00235336j -0.000219794-0.00132018j 0.000317021-0.00403549j 0.00573628+0.0036596j -0.00448572+0.00247566j -0.00204508-0.0172889j 0.00290777+0.00449621j 0.0192651+0.00255715j 0.00212216-0.0052572j -0.00370295+0.0031448j -0.00102477-0.00101403j -0.0121067-0.00167976j -0.00643987+0.0010747j -0.00234656-0.00147152j -0.00145709+0.0060303j -0.0120998+0.00638255j 0.01573-0.00713818j 0.00873074+0.000513416j 0.013158-0.00143249j -0.00387032-0.00364742j 0.00843591-0.00205578j -0.00100187-0.000573317j 0.0120849-0.00139129j 0.0105636+0.00157538j -0.00108893-0.000436567j -0.00100082+0.00226284j -0.00732179+0.010063j 0.00601397-0.014908j 0.00613382+0.000197747j -0.00350968-0.00696534j 0.00741597-0.00487244j -0.00741102+0.00306813j -0.00464845+0.0117484j -0.0112352-0.0191746j -0.000341455-0.00994859j -0.012343-0.00376262j 0.00561529+0.00313011j 0.00296284-0.00582551j -0.0083559-0.00433423j -0.00339048+0.00778418j -0.0242775-0.0165805j 0.00862814-0.0124881j 0.0102073+0.0065049j -0.0115707+0.00519473j 0.00617682-0.000436404j 0.0182887-0.00688248j 0.0232385+7.67496e-05j 0.0119673-0.00363126j -0.00705472+0.00262613j 0.0218319+0.0102853j 0.0300562+0.00322749j -0.00206319-0.00372806j 0.0248693-0.00410397j 0.0101222+0.0170648j 0.00560549-0.00093589j 0.013076+0.00524824j 0.00768841-0.00502988j -0.00287663+0.00414756j 0.00109562-0.00376096j 0.00793257-0.00225421j 0.000380125-0.00556927j 0.00455427-0.00104755j 0.000437321+0.00493742j 0.00951439-0.000322509j -0.00693543-0.00366405j -0.00177106+0.00541565j 
0.00068105-9.88494e-05j -0.000471115+0.00159373j 0.00367988-0.00316022j -7.42629e-05-0.00282589j -0.00120183-0.000242996j 1.70295e-05+0.00357424j 0.00735553+0.00237197j 0.00298771+0.00238643j 0.00782814+0.00125189j -0.0046283+0.00115971j 0.00174495+0.00149819j 0.00165956+0.00451938j 0.00394601+0.000375802j 0.00683829-0.000510058j 0.000288785-0.00481221j 0.000395441+0.00553082j -0.000790141-0.00207001j -0.00870856+0.00361737j 0.0113559+0.00326548j 0.000619898-0.00229604j 0.003793+0.00362619j -0.000751246+0.00242665j -0.00709281-0.00336184j 0.00242459+0.00945483j 0.00206921+0.00405632j 0.0139076+0.000935935j -0.00386028+0.00415593j 0.00330997-0.00115327j -0.0061234-0.00497558j -0.0121843-0.00325087j -0.00296349-0.00205334j -0.0149252+0.00827656j 0.0184473-0.000825534j -0.0141824+0.0102202j 0.00716978-0.00986243j 0.0171636-0.0125561j -0.00189026+0.000527137j -0.0228624+0.00537207j 0.00503271+2.83417e-05j -0.00631024+0.00464001j 0.00592562+0.0108814j -0.00611699-0.0068963j 0.0134301+0.00285419j 0.0384024+0.00814197j 0.00460186+0.0200299j -0.00265436-0.0080562j 0.00793264-0.00148425j 0.00643834-0.0102259j -0.00329878+0.0111651j 0.0146838+0.00662186j -0.00178443+0.00475837j -0.00972916-0.00085731j -0.00476988-0.0044611j -0.0134549-0.00226755j -0.00144489-0.00372302j -0.00328196+0.0124015j -0.0126294-0.0140747j -0.0119946-0.00377764j -0.00666436-0.00899832j -0.0117085-0.0120119j 0.0132115-0.00516237j 0.00113659+0.00219925j -0.00355176+0.00177946j 0.00797697+0.00567102j 3.06664e-05-0.00508716j -0.00403454-0.00405217j -0.00675853-6.30078e-05j 0.00701451+0.00166085j 0.000708047+0.000418583j 0.000192232-0.000149847j 
