-0.020388-0.0296084j 0.0187166-0.00169034j -0.0145831-0.0324829j -6.06158e-05+0.00107596j -0.000638639+0.0514886j 0.0171103+0.0219838j -0.0453949+0.0544854j 0.0199249-0.00198403j -0.0176231+0.02446j -0.00857457+0.014188j 0.00141828-0.0520318j 0.045585-0.0203014j -0.00421614-0.00423571j -0.00923806-0.0559954j -0.0186863-0.0363112j -0.0175719-0.00941528j 0.0162026+0.0176858j -0.012864+0.0476979j -0.0491427+0.0284979j -0.0302629+0.01403j -0.00103733+0.0150199j 0.00637069-0.00841035j 0.0203688-0.0165147j -0.0188445-0.000755419j 0.040533-0.00712257j -0.00885078+0.00155364j -0.030877+0.0144176j -0.0618442+0.0180629j 0.059051-0.0369765j 0.0143986-0.00746426j -0.00782983+0.0163875j 0.00263432-0.000411271j -0.0245587+0.000722969j 3.55276e-05+0.00189432j -0.0100312-0.0201121j -0.00298918+0.0112576j -0.0226929+0.0195663j 0.00155034-0.0216135j 0.00385852-0.00328851j 0.0112042+0.00109088j 0.0121631-0.00148305j 0.0037003+0.00595742j 0.00129846-0.00102385j 0.00738984-0.00325966j -0.00125582+0.0107892j -0.00443676-0.00696927j -0.00066664-0.00249913j -0.00241197-0.00939023j 0.00756048+0.00399904j 0.00181221+0.00231552j 0.0116025-0.00256973j 0.00470452-0.000272771j -0.00901681-0.00139038j -0.0109149-0.00310828j -0.0123052-0.000132115j -0.00175945-0.00441464j -0.00450476+0.00443599j -0.00698574+0.0177899j 0.00230286-0.00763056j -0.0054621-0.000994075j -0.0105302+0.00337255j -0.00398875+0.000620449j -0.00236384+0.00762128j -0.00657898+0.00420214j -0.000623528-0.0033437j 0.00420569-0.00645186j 0.00478154-0.00423931j -0.00877963+0.00254747j 0.00450849-0.00351735j -0.00325762+0.0044084j 0.00117042-0.00244964j 0.00123565-0.00120612j 0.00225988+0.000784819j 0.0038028-0.00355833j -0.00379555+0.0036649j 0.00249474+0.00186403j 0.00427796+0.00798561j 0.00167788+0.00394952j 0.00268217-0.00953762j 0.00418004+0.00173326j -7.54481e-05+0.00797243j -0.00727915+0.0206705j 0.00811491-0.0125359j -0.00871091+0.00924566j 0.0115636-0.00503333j -0.024146+0.010921j -0.00401537-0.00914627j -0.00261653+0.00244316j 0.00275836-0.00631787j 0.0143661-0.0172697j 0.0323451-0.0255184j 0.00670133+0.0191085j 0.00991368-0.0109646j 0.0127747+0.00441319j 0.0183172-0.00991246j 
0.0409601-0.0449002j 0.0149524+0.00041878j -0.0420247-0.151438j 0.0248458+0.0261992j 0.0165139+0.0170364j -0.0981224-0.000570543j 0.0504649-0.0218561j -0.0672901-0.0385528j -0.188812-0.0307489j 0.0017013-0.0813212j -0.124423-0.00531491j -0.0183496+0.116394j 0.0546228+0.0211311j 0.0653763-0.0101589j 0.0071075-0.0618834j -7.31512e-06-0.0850182j 0.0328567-0.0286921j -0.108178-0.0710053j -0.00437353-0.0562976j -0.05507-0.034395j -0.00644731+0.0234697j 0.00100658-0.00853166j 0.0118473+0.0103712j -0.0152891-0.0104095j 0.0109881+0.0098767j 0.000433322-0.00422564j -0.0780717-0.0462475j -0.120132-0.0966035j 0.0819975+0.0400914j 0.0117217+0.0110521j -0.0225712-0.000318647j -0.0178375-0.00738875j 0.0203044-0.0315949j -0.0251318-0.013331j 0.00492039-0.0206102j -0.0132095+0.00701637j -0.0234486+0.00197977j 0.00886873+0.0234365j -0.00634024+0.00766392j -0.000316622+0.000467284j -0.00251383+0.00597473j -0.0100214-0.000628364j 0.00079743+0.00365336j -0.00320854-0.00213474j -0.0152727+0.0011906j -0.0150733-0.00268565j -0.00887408-0.00477744j -0.018056-0.00324618j -0.000534874+0.0205996j -0.00863845+0.00700111j 0.00651261+0.00109734j 0.0105107-0.00632849j 0.00831479-0.000420236j 0.000932726+0.00901148j -0.00412867+0.00684092j -0.00369588-0.00771217j -0.000321269-0.0129103j -0.00636351+0.0126749j 0.00469813+0.00242758j 5.29457e-05+0.00470955j 0.00487695-0.00362163j -0.00117728-0.0030374j -0.0159986-0.0041749j -0.0208504-0.00242208j -0.00481676-0.000617148j -0.00749397+0.00604391j -0.00191541+0.00308019j 0.0153616-0.00222723j 0.00935797+0.000499553j -0.00576205-0.010662j -0.00409699-0.00139721j 0.00203123+0.0108143j -0.00344871+0.00406946j -0.0109314+0.00118747j -0.00504738+0.00223848j 0.0110867-0.00285047j -0.0115945+0.00540903j 0.00972799+0.00748082j -0.00153503+0.00457044j -0.0117542+0.0090116j -0.00146305-0.00723681j 0.00621689+0.00354892j 0.00343343+0.00603268j 0.00511838-0.0023431j 0.00727979+0.00319466j 0.00771803+0.000188813j -0.00260417+0.00257064j 0.000821699-0.0014599j -0.00221425-0.000263793j 0.0057138+0.00034339j 0.0194222+0.00112765j 0.0090522+0.0121981j -0.00418257-0.00108165j -0.00840544-0.00726888j 0.0137488+0.00466984j 
0.00407782+0.00771571j 0.0624908+0.0215682j 0.0483315+0.00677427j 0.10475+0.00945003j -0.0550606-0.0370473j 0.00924386+0.0619021j 0.0187924-0.105944j 0.143707+0.0768291j 0.0964204+0.0386277j -0.0960444-0.113425j 0.00893755+0.222461j 0.0795675-0.0847888j 0.168515-0.0071375j 0.0762248+0.0347104j -0.114666+0.0215487j -0.0428864-0.00751988j 0.03829+0.000146365j 0.0350881+0.00668351j 0.0717247-0.0488136j 0.0714167+0.00223834j 0.0291979-0.0217434j -0.0353823+0.00393839j -0.0155557-0.00671728j -0.0140633+0.00399623j -0.01308-0.0252709j -0.00666742+0.020255j -0.00351371+0.00678065j -0.00320267-0.00729222j -0.0131833-0.0242153j 0.000362766-0.0154388j 0.0217204+0.0125971j 0.00633588+0.00317179j -0.0111325+0.0127761j 0.0130824-0.0104815j -0.0140162+0.0190409j 0.0204999-0.00235326j 0.0213805+0.00559412j -0.00167233-0.0100031j -0.00598702+0.00901527j 0.0055426+0.00117023j 0.00177826-0.00338221j -0.00532232+0.0061954j 0.0184611-0.00878632j -0.00682826-0.00105026j -0.00693353+0.0168657j 0.010503-0.000189937j 0.0133445-0.0198243j -0.0193179+0.00847157j 0.0137646-0.00366061j 0.00239893+0.00825953j -0.000504954-0.00645139j 0.0122525-0.0123339j 0.0091517+0.00505504j -0.00404874-0.0206829j 0.00574138-0.00405959j -0.00104204+0.00628452j 9.75359e-05+0.0105352j 0.004594-0.00160649j -0.00536578+0.00352583j 0.000139848+0.00230855j -0.00102036+0.00183482j -0.0107535-0.00546882j 0.00544606+0.00353292j -0.000964066+0.00747835j 0.0311398-0.0211527j -7.29228e-07-0.0167556j -0.000758371-0.00524264j 0.007521-0.0080851j 0.0170792+0.000963461j 0.0130679-0.00145783j -0.0103155-0.00124253j 0.000660032+0.00423268j 0.00910725+0.00307338j 0.00152497+0.00382135j -0.0032579+0.00010062j -0.0114672-0.0107422j -0.00131115+0.00986303j 0.00474545-0.0087304j -0.00392077+0.00638921j -0.00885235+0.00558031j -0.00621748+0.00248291j 0.00613502-0.00828001j 0.00581477-0.00173195j 0.00115742-0.00215917j 0.00725881+0.000908237j 0.00886771-0.00933301j -0.00185714+0.00517636j -0.00571769+0.00161339j 0.000729674+0.00152348j 0.00663321-0.00462571j -0.0132153-0.00311218j 0.00175746+0.000501105j -0.00299202+0.00661866j 0.00690764+0.000691039j -0.00783161-0.00263886j 
0.0488317-0.0611576j -0.00869488+0.00620438j 0.00383164-0.161742j 0.00783718-0.0227813j 0.00956803+0.0123877j 0.0227536+0.0243326j 0.114826-0.0690993j -0.0109204+0.101928j -0.0788552+0.117061j 0.0709451+0.0670245j -0.0653447+0.118259j -0.00563972-0.0999211j -0.00828629-0.0415734j -0.0806216+0.0478856j 0.0308698+0.0788943j 0.0479549-0.0400228j 0.156886+0.00897254j 0.0376918-0.0191156j 0.000303314+0.0579594j 0.0276413-0.052283j -0.0170171-0.028347j 0.0166553-0.00256036j -0.0273847-0.0130771j -0.0137594+0.0130835j -0.0419221-0.109995j 0.00908518+0.0462939j 0.0315686+0.0110819j 0.00152937-0.0144513j -0.0168512-0.0664096j -0.00682718-0.00893838j 0.0115416+0.0306557j -0.0122903-0.0362948j 0.0183704+0.03283j -0.0162767+0.00416483j 0.000953319+0.0169866j 0.0112845+0.0456642j 0.0120904+0.0219633j -0.0120192-0.0385192j 0.00124599+0.00856187j -0.00149164+0.00503258j -0.0110695-0.00699207j -0.0153233-0.00592212j -0.00547873-0.000672569j 0.00141912-0.0166773j 0.000935726-0.00331798j 0.0145097-0.00218556j -0.00825986-0.00486123j -0.0103401-0.0046552j -0.00596026-0.0173073j -0.0093262-0.00592262j -0.00231263-0.011345j 0.000388746-0.00957797j 0.0192417+0.0107431j -0.00731979-0.00662056j -0.00310196+0.00733416j 0.00026564+0.0189459j 0.00141864+0.0218568j 0.0090192+0.0174165j 0.00722097+0.00728892j 0.00414038-0.000210026j -0.00418211-0.0111903j -0.00722625-0.00131138j -0.0146817+0.0181309j -0.00128555+0.0148049j -0.00654284-0.00157655j -0.00896241+1.54872e-05j 0.0125967+0.000839875j -0.0213981-0.0135209j 0.0201556+0.00473927j 0.00400073+0.00453814j 0.00581037-0.00133345j 0.00158452+0.00470335j -0.000661239-0.00608969j -0.00131456-0.00341712j -0.00938726-0.00803223j 0.00574666+0.00392086j -0.00777229+0.00694719j -0.00628036-0.0014444j 0.000512487+0.000153176j -0.0106061+0.00376191j -0.00615918-0.00680639j -0.0131268-0.00537678j 0.0075537+0.0067361j 0.000131776-0.00773337j 0.00453982+0.000710112j 0.00116805-0.00394984j 0.0017994+0.00547479j 0.00429402-0.00604009j -0.00395923+0.00044092j 0.00151331+0.000705084j 0.00923055-0.00849771j 0.00362747-0.000206113j 0.00187152+0.0117623j 0.000875214+0.01267j 0.0031381-0.00807271j 
0.0550243+0.0627622j 0.0390122-0.0552769j 0.0623388+0.0680781j 0.0475464+0.0307541j -0.015582-0.020951j 0.0610598+0.0656018j -0.0603355+0.161137j 0.00361995-0.0450509j -0.120857+0.0306265j 0.0561004+0.241223j 0.0171444-0.00255043j 0.0120441-0.00797413j -0.0559269-0.0477781j -0.00807127-0.00613367j -0.037028+0.0416297j 0.0620582-0.0268177j 0.0419703+0.127802j 0.0818581+0.00995007j -0.0296244-0.015561j -0.00369969+0.0160763j -0.0544382-0.0326228j -0.0166773+0.0163423j -0.0180563-0.0670586j 0.0198721-0.0213075j -0.0162315-0.11871j 0.0109793+0.037923j 0.0520782-0.0396917j 0.075123-0.124715j -0.0245046-0.00421344j 0.00387846-0.0222002j 0.0048055-0.0245477j -0.0112228-0.0453831j 0.015981+0.0409706j -0.0226848-0.00348508j 0.000152303+0.0525829j -0.00720311+0.0098206j 0.0125422+0.00649896j -0.00704316-0.0323324j 0.000957455+0.00880595j -0.000122242-0.00829799j -0.00676138-0.0147639j -0.00756591-0.00746115j 0.00154822+0.00109385j -0.00326476-0.0251814j 0.00576224-0.00905739j 0.0155824+0.00771556j -0.0027344-0.0158872j 0.000981376-0.0173032j -0.00449016+0.00165835j -0.00848716+0.00193992j 0.000905417-0.00926091j -0.0115783+0.00270786j -0.00220239+0.010999j -0.0025209-0.0266438j 0.00584823+0.00458344j -0.00342994+0.00993352j 0.00016852+0.0315602j -0.000742489+0.00564579j -0.00651628+0.00699697j 0.00646956+0.016338j -0.00246248-0.00513389j 0.00206543-0.00130284j -0.000911378+0.0103304j 0.00724478+0.0181651j 0.0017558+0.0106705j 0.00353172+0.0178064j 0.00606044+0.00730983j -0.00365487-0.00939813j 0.00300819-0.0174566j 0.00276429-0.00737288j 0.00115539+0.010559j 0.000558628+0.00189411j 0.0037528+0.0086819j -0.000577645+0.00263422j -0.00938093-0.0164261j 0.000619645-0.000256102j -0.00568118+0.00867268j 0.00394458-0.017994j -0.00862691+5.1738e-05j -0.0158247-0.00966734j -0.00673907-0.00333106j -0.00706732-0.0147612j 0.00190199+0.00447578j -0.00125896-0.00263316j 0.0037541-0.000322977j 0.010079-0.00681668j 0.00399352+0.0082931j -0.00266499+0.00217842j 6.44231e-05+0.00146135j 0.00146135-0.010993j -0.00032217+0.00177186j 0.00931381-0.00428481j -0.00248988+0.0123426j 0.000310871-0.00062813j -0.00284898-0.0063845j 
-0.0192379+0.0285876j -0.00198634+0.0012751j 0.106399+0.103085j 0.0442944-0.0592678j 0.0247107+0.0692957j 0.0976845-0.0504734j 0.0512163+0.0123455j -0.0187583-0.0585735j 0.0344424-0.0581361j 0.0113856-0.144289j -0.0235546-0.0648981j -0.0352366-0.0769207j 0.0317987+0.000659441j -0.0389447-0.0400662j -0.0113326-0.0506155j 0.0158077-0.0351121j 0.0158284-0.134119j 0.0881148+0.00713096j -0.0277816-0.021751j 0.0555886+0.000346547j 0.00333532+0.0204934j -0.0150271+0.0151442j -0.00808844+0.0328402j -0.0183944+0.00473432j 0.0805922+0.0682351j -0.0469486-0.0490142j 0.0304477-0.0143207j 0.0996042-0.00444158j -0.0141824+0.0280938j 0.00683014+0.0209718j -0.00919042-0.000195881j 0.0334031+0.0183086j -0.00608268-0.0461406j 0.017431-0.0203989j -0.0256598-0.0159558j -0.0236296-0.0367831j -0.00512962-0.0172162j 0.0206243+0.0185435j -0.00559476-0.00759645j 0.00679715-0.00212058j -0.00185017+0.000747321j 0.0168728+0.039375j 0.0213743+0.0117974j -0.0115897+0.00457779j 0.00127478-0.0245636j 0.00412952+0.00915781j 0.000205323+0.00786739j 0.0147926+0.0231334j 0.00249682-0.00345645j 0.0114109+0.00799017j 0.00776127+0.00846173j 0.00580742+0.00628082j -0.00530795-0.0120464j 0.00953728+0.0272007j 0.00235472-0.00214977j -0.0126988-0.00254516j -0.0158358-0.0178298j -0.0151882-0.00417354j -0.0128932-0.00131096j -0.00988989+0.00664563j 0.00738551+0.00473531j 0.00717129+0.000275454j 0.00356007-0.00211979j -0.00927097-0.000697782j 0.00036551-0.00258537j 0.0055615-0.00256782j -0.00943985-0.00246782j 0.0137845+0.0118456j -0.0112743-0.0104411j -0.000866768+0.000796456j -0.00394131+0.00417499j 0.000195009-0.00982518j 0.00146824-0.0114182j 0.00119111-0.00891229j 0.000114867+0.0123398j -0.00334672+0.00627458j 0.00134115-0.0045091j -0.00185321+0.00227544j 0.00262843+0.00356935j -0.00177804+0.00844326j 0.00963476+0.0123992j 0.0073631-0.00321919j -0.00973542+0.000155495j 0.00516788-0.00505046j -0.00392171-0.0102819j 0.00448943+0.00154064j -0.00390008-0.00032103j -0.00271517-1.28357e-05j -0.00121653+0.00145945j 0.00318629-0.00892834j -0.00422854+0.00884101j 0.00902681+0.00312049j -0.0174308-0.00745617j -0.011452-0.0103649j -0.0042712+0.0002701j 
0.0811722-0.00870022j 0.00485627+0.00609007j 0.150603+0.025996j 0.125951+0.00440488j -0.0209129+0.0877033j -0.00986308-0.0597442j -0.0600611+0.0526577j -0.0634164+0.000863079j -0.035704+0.0434941j -0.0680494+0.00736758j 0.0488479-0.0209471j 0.0262635-0.080887j 0.0018971-0.087666j -0.00234307-0.0939142j 0.00941707-0.028056j -0.00861627+0.0265757j -0.0219964-0.000429688j -0.0407166-0.0593458j -0.0713147+0.0165047j -0.0298287-0.00739154j -0.0181731-0.0021121j 0.0182295+0.0066206j 0.0110156-0.00369743j -0.0216842+0.0140705j 0.0402756-0.048492j -0.00821198+0.0222096j -0.0067128+0.0204766j -0.00590737-0.0158926j 0.0242942-0.00325507j 0.0142921-0.00638414j -0.000577903+0.021247j 0.00367632-0.0113188j -0.00564774+0.00569495j -0.0237285-0.00357057j -0.00977196+0.00160589j -0.0216816+0.0154479j -0.0181038-0.0192421j 0.0227288-0.0193579j 0.0037414-0.00446731j -0.0183569+0.00821776j -0.00963653+0.000399322j -0.00368764+0.0216732j 0.0162009+0.0117255j -0.000339129-0.0190956j 0.00691224+0.000465037j 0.0114553-0.026142j -0.014001-0.00360667j 0.00898876+0.0110199j 0.0042303+0.00784461j 0.0141118+0.01141j -0.00419535-0.00871272j 0.00553013+0.0239941j 0.00775655+2.26276e-06j -0.0030336-0.0018952j -0.00267613-0.0126048j -0.00393504+0.000521431j 0.00122001+0.000915917j -0.0114179+0.0111253j -0.010235+0.0161111j -0.00758241+0.00241027j 0.00987273-0.00324417j 0.00667961-0.00317412j -0.0167611+0.00846866j -0.00863439+0.00292947j -0.00469583-0.0106071j 0.011706-0.00898993j 0.00169607-0.000841698j -0.00669137+0.00507134j 0.000351588+0.00783682j -0.00901316+0.000737483j 0.00914944+0.0277009j -0.00152704-0.000942588j -0.00335192-0.00583448j 0.00579082-0.000518487j -0.0133017+0.00654724j -0.00110891+0.0081984j 0.00171759+0.00155175j -0.00816154-0.00556164j 0.00446787-0.0109317j -0.00996693+0.00454248j -0.00678856-0.00331234j -0.0077696-0.00766897j 0.0025951+0.00937583j 0.00501686-0.0119378j 0.00689273-0.00271199j -0.00280675+0.00493362j -0.00011875+0.00561431j 8.58467e-05+0.00191087j -0.000168367-0.000958371j -0.0105063-0.00602432j 0.023291+0.00306728j 0.027886+0.0107511j -0.00366893+0.00524587j -0.0265615+0.00107966j 0.0204349-0.00117033j 
-0.00270999+0.0792929j 0.0881293+0.0818031j -0.0320871+0.0482703j 0.0116502+0.121267j 0.0131692+0.0375192j -0.0121931-0.0896589j -0.152239-0.0597078j 0.113632-0.0691978j -0.135019-0.151262j -0.0386627-0.173942j -0.0858426-0.0896493j 0.0124248-0.020586j 0.00752881+0.00875805j -0.031508-0.0477497j -0.0213399+0.0950257j 0.0343149+0.067809j 0.0373173-0.0904311j -0.0131151+0.0278935j -0.018914+0.104931j -0.000338743-0.0550679j -0.00678886+0.0520529j -0.0141601-0.0351154j -0.00122533+0.0970588j 0.00170811-0.034659j 0.00739373+0.218739j -0.00138795-0.0982475j 0.0132495-0.0345746j 0.0243571+0.076608j -0.000609181+0.0958329j 0.00131779+0.0408589j 0.023141-0.0361567j 0.000487661+0.0625449j -0.0121875-0.101159j -0.0318015+0.00864797j -0.00641305-0.0692683j 0.018157-0.0874897j 0.0165287-0.0488798j -0.0267857+0.060722j 0.00341545-0.0122041j -0.00701861+0.0226415j -0.00039132-0.00134194j -0.00365502+0.0162975j 0.00138576+0.000408807j 0.00595159+0.0258385j -0.00574734+0.00255454j 0.0056488-0.00295708j -0.0058786+0.00839517j -0.00564051+0.00803464j -0.00106806+0.0178812j -0.000613244+0.0141481j -0.00233647+0.0295253j 0.000879151+0.00883083j 0.00984294-0.0105838j -7.6751e-05+0.0276992j -0.00388949-0.0196057j 0.0011479-0.0133949j 0.0112399-0.0391101j 0.0158288-0.0323397j 0.0105364-0.00928914j -0.016358-0.0227063j -0.00517584+0.00553585j 0.00429107+0.0118689j -0.0196343-0.0319279j -0.016498-0.0398509j -0.00720054-0.00277678j -0.00360768-0.00702805j 0.00827785+0.0104284j -0.00706222+0.00606954j 0.0118658+0.0015515j 0.00402952-0.00300597j -0.00152184-0.0147199j -0.00707047-0.0094844j -6.46054e-05-0.000284869j 3.5419e-05-0.00806258j 0.0038151+0.00757245j -0.00343016-0.0072668j 1.66061e-05-0.000542075j -0.00163245-0.00259386j -0.00863505+0.0106491j -0.00172473+0.00480612j 0.00272174+0.00741727j 0.00268343-0.017825j -0.00456576-0.00731786j 0.00166899+0.00108699j 0.00750536+0.000452686j -0.00347198+0.0117422j -0.00423842+0.00678113j 0.000798622-0.00223493j 0.00206074-0.00237944j 0.00219827+0.0232801j -0.00435587+0.0280538j -0.0252892+0.0151349j 0.0102396-0.00923164j 0.0122331+0.00487957j 0.0059519+0.0351975j 
0.118567+0.0751468j 0.0377163-0.156643j 0.0337307+0.0732423j -0.0380608-0.0359747j -0.0501896-0.0865107j -0.0534284-0.00043982j -0.0155909+0.0735441j 0.0202797-0.195496j -0.21204+0.0290899j -0.0195176+0.0851091j 0.056145+0.123168j -0.00173662+0.0249055j 0.0152949-0.0392452j 0.0669441+0.0718046j 0.018011+0.0377142j 0.00581073+0.100551j 0.0400995-0.0133775j 0.0650317-0.0843527j 0.0892126+0.00154917j -0.0411874+0.0182988j -0.029306+0.00224552j -0.012426+0.0370545j -0.00562133-0.00236178j 0.00289421-0.0021064j -0.0524992+0.0175291j 0.0348907-0.00797339j 0.0124497+0.0449378j 0.00763844+0.0978345j -0.0156211-0.0266987j -0.00530654+0.00247875j 0.0266997-0.00871235j -0.00545767+0.0153j 0.0195377+0.0127534j -0.0334828+0.0365424j 0.000900466+0.0083214j 0.0074115-0.0437162j 0.0182402-0.0153768j -0.0369007+0.0274575j 0.00398786+0.00023976j 0.0218873-0.0203003j -0.00794697-0.00217288j -0.0155122-0.0272539j 0.00556479-0.00654009j 0.00330734+0.0173727j 0.0015025-0.00294433j -0.00423859-0.000417546j -0.00357587-0.000820377j -0.0129294-0.00663465j -0.00136083-0.00448158j -0.00644152-0.00646095j 0.00188805-0.0119935j -0.018301+0.00105046j 0.0125931+0.00681849j -0.0190056+0.0134439j -0.00506219-0.00428617j -0.000116087+0.00554546j 0.00403479+0.00542992j 0.0142541-0.0109803j 0.00551366-0.0122656j 0.00906846+0.010548j -0.0127706+0.0204691j -0.00761667+0.00949465j 0.00184832-0.00445812j 0.00334383-0.00250161j 0.00279826-0.0023531j 0.00416789+0.000462959j 0.00438676-0.00760046j 0.000623809+0.0130812j -0.00639099-0.00378293j -0.00203221+0.000608971j 0.00856888+0.00365754j -0.00290684+0.00442238j -0.00722102-0.0134895j -0.00255602+0.00298284j 0.00894632+0.00201118j 0.00423487+0.0107703j -0.00396474+0.000564769j -0.00179504+0.00905449j 0.00324732+0.00349928j -0.000370475+0.00710544j -0.00451578+0.00971011j -0.00874596-0.00587931j 0.00497394-0.00739523j -0.000674105+0.00214288j 0.00318624-0.0142495j 0.00497241-0.0076553j 0.0076263-0.0100527j -0.00149865+0.00672507j 0.000963461+0.00163075j 0.0216901-0.0139589j -0.00057374+0.0199127j -0.0227837-0.0107826j 0.0135344-0.00606079j 0.0316748-0.017519j 0.000813898+0.0105546j 
-0.0268823+0.10564j 0.0990737+0.0252948j 0.0787936-0.00429792j 0.00216571+0.0254216j 0.0975127-0.0850664j 0.0186479-0.129334j -0.0662949+0.0341018j 0.0905478+0.0238988j -0.0123697-0.119175j -0.0653072+0.00163916j -0.0958786+0.0676849j -0.0532441+0.0312j -0.000451861-0.0109194j -0.0690545+0.0457974j -0.0453802+0.00540124j -0.00852017-0.0189774j -0.0315804+0.0324399j 0.0360851-0.0493076j -0.0550677-0.0248032j 0.0373105-0.0195965j -0.0136094-0.0488563j -0.0168914+0.0346788j -0.00445504-0.0516497j 0.0116443+0.0337316j -0.0232786-0.238318j 0.00151985+0.110683j 0.0181268+0.034156j 0.00287632-0.120499j -0.0347878-0.0575274j -0.0097999-0.0388809j 0.0128142+0.0369942j -0.00632928-0.0761873j 0.00334485+0.0889225j -0.00181486-0.0652153j -5.36495e-05+0.0735184j 0.019954+0.0632644j 0.0250854+0.0256927j -0.00196159-0.0720528j -0.00921319+0.0142168j 0.00673862-0.0207754j -0.0155245-0.00474938j 0.0258992-0.0188997j 0.00465646-0.00374984j -0.0263499-0.0134054j -0.00234683-0.0280531j -0.00154921-0.00766012j -0.00461611-0.00160096j 0.0143843-0.0276982j -0.00143349-0.0131178j 0.00908325-0.00895531j -0.00541514-0.0365675j 0.010014-0.00810748j -0.00394832+0.0114506j 0.00336524-0.0138891j 0.00643991+0.0140618j -0.000998381+0.0208641j -0.0014776+0.0505445j 0.000728394+0.0380773j -0.00748166+0.0380844j 0.00269041+0.0178633j 0.000427675-0.0146228j -0.000140075-0.0166968j 0.00785893+0.0136694j 0.00730997+0.020955j -0.00441101+0.00563893j 0.0057258-0.000272417j -0.00628534-0.00410392j 0.0055918+0.00173855j -0.00480341-0.00202805j -0.00501246-0.00331238j 0.0111902+0.0158514j -0.00111593+0.00386523j -0.00511224-0.00710379j -0.00432976-0.00419821j -0.00535603-0.0127887j 0.00178048+0.0050062j -0.000865228+0.00173036j -0.00455609-0.0112938j -0.00480406-0.00513079j -0.00289066-0.0135219j -0.00787425-0.0128225j -0.00867215-0.012917j 0.00777547+0.0166667j -0.00667998-0.00302819j -0.00423978+0.00605656j 0.0156108-0.00367856j 0.0104432+0.00954772j -0.00261677-9.26821e-05j -0.00392198+0.00234017j -0.00896408-0.0121207j -0.0224248-0.00271618j 0.0268845-0.0109623j -0.00576322+0.0246966j -0.0114849+0.00810403j -0.0251023-0.00854807j 
0.0664741-0.0249095j 0.0982867-0.0773319j 0.0167197-0.0362556j 0.0785381-0.0334361j -0.00919843+0.00738804j -0.0494447+0.0240404j -0.0453528+0.0601124j 0.0563761-0.0742583j -0.059508+0.0143717j -0.0244611+0.00999123j -0.00935101+0.0158575j 0.015869+7.45367e-05j 0.0040376+0.000937401j 0.00190996+0.00256191j -0.00660883-0.0102818j -0.000419139-0.0323074j 0.00911043-0.0378124j 0.00421052+0.0630517j 0.0104481+0.0461009j -0.0182639-0.00892182j -0.0206619+0.0247632j -0.0015208-0.0064741j -0.00431873+0.0113532j 0.00089558+0.00465272j -0.0329326+0.0276772j 0.0133934-0.0125425j 0.0111107-0.0152116j -0.0175453-0.0269893j 0.000807271+0.019656j -0.00202966+0.00530517j -0.00038571-0.00139796j -0.00714363-0.0137683j 0.0167531+0.0172571j -0.0514491+0.0385759j 0.0121682+0.00778557j -0.0123872-0.0422409j -0.00967276-0.00936044j -0.0241125+0.0143065j 0.00425814+0.00138815j 0.0142462-0.00668687j -0.00406995+0.0126677j -0.0211084-0.0139557j 0.00532758-0.00302445j 0.00765558+0.0101727j -0.00239541-0.00283989j 0.00188186-0.00494788j -0.00601139-0.00115764j -0.00866637-0.00194283j -0.000915588+0.00346336j -0.0108873-0.0030616j 0.00132119+0.004144j -0.00999948+0.00661692j 0.0112898-0.00280102j -0.0091225-0.00229181j -0.00364435-0.00474793j 0.00854785+0.000999954j 0.00958862+0.00106192j 0.00126303-0.0152741j 0.00425501+0.00110381j 0.0122406+0.00222655j -0.0067291+0.00593391j -0.00730148+0.0052927j -0.00375813+0.00308103j -0.0107569-0.0082035j 0.000695822-0.00165606j -0.00257721-0.00158668j 0.0093615-0.000576243j 0.0016737+0.00284828j -0.004619-0.000190125j -0.00380184-0.00251777j 0.00479812-0.00744002j -0.00429609+0.00183779j -0.00709426+0.00321532j -0.00620376-0.000412513j 0.00288659-0.000837587j 0.00475695-0.00230025j -0.00676464-0.00303265j -0.00120502+0.00195011j 0.00251474+0.000514275j -0.00555025-0.000921703j -0.00359347-0.00136969j -0.0142264+0.00231892j 0.0118615-0.00394825j -0.00537031+0.000181295j 0.00683999-0.00346937j -0.00272879-0.000254404j 0.00548688+1.9027e-05j -0.000559074-0.00133905j 0.00127805+0.000295664j 0.00320888+0.00561584j 0.0111945-0.00348071j -0.00423451-0.00322335j 0.0143197-0.00179359j 0.0161854+0.00417057j 0.0108567-0.000122744j 
