0.010484+0.00892571j 0.00775641-0.00478946j 0.0080689-0.00641603j -0.00382378-0.00776217j -0.00192013-0.00341039j -0.00678814+0.00022619j -0.000908873+0.0012522j 0.000811922+0.0123755j -0.0038394-0.00300949j -0.00469209+0.00174019j 0.00311401+0.0079059j 0.0141945-0.00357823j 0.00228577-0.0024843j 0.00896513+0.00892385j 0.0145726+9.30522e-05j 0.00122208+0.000840406j -0.0019957-0.00113932j -0.00712462+0.00470994j -0.00998545+0.00234866j -0.0294335+0.0076889j 0.00311401+0.0140003j 0.01337-0.0132005j 0.0173682+0.00553338j 0.0133392-0.00187582j 0.0038185-0.0249464j 0.0017655+0.00274732j 0.000680883-0.00609163j 0.000466644+0.00496713j -0.00974126+0.00145059j 0.00279354-0.00758267j -0.0104353+0.00374062j -0.00437739-0.00142235j -0.00855558-0.00962561j -0.000656705-0.00514767j 0.0132379+0.00791847j 0.00624688+0.00708634j -0.00489643-0.00280786j 0.00215589+0.000916868j 0.0110711-0.00218734j 0.000826744-0.0055727j -1.66256e-05+0.00579504j 0.00291072-0.000540672j -0.00088032+0.00543527j -0.00492278-0.00855436j 0.00168261+0.00120785j 0.000427611+0.00147076j 0.000709824-0.00151536j -0.00697874+0.0133132j 0.00345812+0.00395177j 0.00351689-0.0120137j -0.00364699+0.00744127j 0.000997128-0.0098939j 0.00343305-0.000888974j -0.0126992+0.00340838j 0.00726173+0.00543983j 0.00139599-0.00154578j 0.00360462+0.00882715j 0.0187045-0.00892981j -0.00286704+0.0258848j 0.00925335-0.0211074j 0.0146503-0.0203887j 0.0145282-0.00026713j 0.057798+0.0309312j -0.0100939+0.00875331j -0.00996655+0.0259208j -0.00484844+0.00763504j -0.0172021+0.0135199j 0.00478769-0.00266406j -0.00929467+0.0124189j 0.0219381-0.0392082j -0.000642526-0.00924376j -0.00639311-0.00986024j 0.00717823+0.00196163j -0.00361521-0.00355428j -0.00763312-0.00323913j 0.0113253+0.00710157j 0.00709436-0.00499613j 0.00857782+0.00707184j 0.00226142+0.00351264j 0.00569447-0.00468149j 0.00447111+0.010531j 0.0127422-0.00548292j -0.00938823+0.00540835j -0.00542798-0.00968895j -0.000839983+0.00805351j -0.00181413-0.0150931j -0.010564+0.0206743j -0.0153593+0.0112314j 0.00360986+0.0483096j -0.00221405-0.0221541j -0.000396478-0.0641596j 0.0622785-0.00590083j 
0.000105668-0.00719678j 0.00288198+0.000702491j -0.000119953-0.00984912j -0.00590347-0.00277344j 0.00984268+0.0322258j 0.00541487-0.000295866j 0.00197433+0.00677468j 0.00158011+0.0162416j 0.00792824-0.00529002j 0.00591418-0.0223441j 0.00251743-0.000259632j 0.0157326+0.00053726j 0.00534299+0.001769j 0.00574706+0.0338996j 0.00164666-0.0113322j 0.00557408-0.000514977j 0.00394077-0.00884641j -0.00829771-0.00114809j -0.00140232+0.0191641j -0.00863014+0.00144323j -0.00379387-0.0307164j 0.00234751-0.00884871j 0.00679726-0.000740732j 0.00851605-0.00994769j -0.00272246+0.0163235j -0.0100682+0.00852653j 0.00138592-0.00554079j -0.00323768-0.00382298j -0.0152626+0.00455269j 0.00215496-0.00226463j 0.0140115+0.00118046j 0.00857401+0.00399367j 0.00429781-0.00970761j 0.0074504+0.0127283j -2.38147e-05+0.0336781j -0.00297098+0.00834092j -0.00299124+0.00321462j -0.0060212-0.00840657j -0.0149107+0.0100619j 0.0047932+0.000965947j 0.00333339+0.0132611j 0.00324868-0.00564624j -0.00562716-0.0059886j 0.0105312+0.00553065j -0.000935983-0.00356756j -0.0124194+0.00722263j -0.0103786-0.00697389j -0.00535212-0.011454j 0.0150278-0.00211688j 0.0115201+0.0162322j -0.0193891-0.00306794j -0.00750076-0.0083753j 0.00319995-0.0084747j 0.00153404+0.00513764j 0.00235896-0.00989056j -0.00721766-0.00222399j 0.00474833-0.00649691j -0.00963572-0.0118078j -0.0176109-0.00600076j -0.0141533-0.0123517j 0.0185692+0.00708712j -0.00164344-0.0205307j -0.00928425-0.00416699j 0.00104365-0.00520757j -0.0110163-0.00957609j 0.00199956-0.00874064j -0.00184471-0.00335139j 0.00104765-0.00123962j -0.00447264+0.00572919j 0.0105093-0.00645876j 0.00293248+0.00585834j -0.00277045+0.0141114j -0.000893684-0.00609899j 0.00176615+0.00558376j -0.000721566-0.00698764j 0.00673074-0.0140286j 0.00927281-0.00563356j 0.0108269-0.0237782j 0.00795369-0.0194223j -0.002197+0.0129553j 0.000510402+0.00182483j 0.00165618-0.0128122j -0.00380254-0.00780305j -0.00304982+0.0136037j -0.00513658+0.0136972j -0.00391613-0.00722554j 0.00982087-0.00808124j 0.0131864-0.00170637j -0.00375087-0.0118471j 0.0165172-0.0138654j 0.00544227-0.00098022j 0.00909321-0.0188014j 
-0.00577685-0.000832506j -0.00318314-0.0056j -0.00310721-0.000836252j 0.000284261-0.00419153j -0.00374016+0.00197123j 0.00229997+0.00376777j 0.00674346-0.000755175j -0.0050854+0.00190507j 0.00764568+0.00892761j 0.00855652+0.0111705j 0.0235818-0.0181882j -0.0127454-0.00689548j 0.00769363-0.0114j -0.000331687+0.0118556j -0.00492998-0.0155477j -0.00626964-0.0104705j -0.0013309-0.00361278j -0.0061054+0.015j -0.0114046+0.0358013j 0.00706689+0.0367453j -0.0149333+0.00457274j 0.010178-0.0190156j -0.0243016-0.0112618j -0.00519345+0.0082782j 0.0203457-0.0191148j -0.0168108-0.0146846j -0.000298197-0.000534837j -0.00104549+0.00695061j 0.00435503+0.00920517j 0.00813249-0.00409698j 0.00664599+0.00853647j -0.00196794-0.00232164j 0.00760462+0.00645492j 0.000875916-0.0080043j -0.00398938+0.00522345j -0.00283944+0.00418257j 0.00562098+0.0125583j -0.00187389+0.000701738j -0.00767177-0.00235322j -0.00135316-0.0157038j 0.00699094+0.0100742j 0.00411669-0.0166439j 0.00108831-0.0276738j 0.0114004+0.00453757j 0.00832449-0.00512392j 0.00752458-0.00724063j 0.00279348+0.00153626j -0.00629878-0.00834587j -0.000959944+0.00761535j -0.0082819+0.0116756j 0.00629266+0.0110761j 0.0174567-0.0313665j 0.00758933-0.0129357j 0.013332+0.00602024j 0.013315-0.00370529j 0.00244319+0.000195725j 0.00662301-0.00338635j 0.00520128-0.00569685j -0.0103767+0.00670933j 0.00553127+0.000214141j 0.000372379-0.000968516j -0.00126339+0.00533542j -0.0126831-0.00274093j 0.00795359-0.00118274j -0.00251687+0.000594194j 0.0105458-0.000588224j 0.0040957+0.00300172j -0.000118797-0.018169j 0.00489705+0.000705961j 0.00927897-0.0117249j -0.00426258-0.00437769j -0.00142636-0.019917j 0.000627779+0.00807184j -0.00240187+0.00451275j 0.00362593+0.00478439j -0.00190943-0.00395587j 0.00217088+0.00655575j -0.0130309+0.00399349j -0.00177542+0.00691845j -0.00651895-0.00693918j 0.0107817+0.00156234j 0.00132405-0.0113676j 0.0116829+0.0136953j -0.00467778+0.0109618j -0.00172907-0.00967311j -0.00589813+0.0136214j -0.00184098+0.00684842j -0.0054563+0.0102651j -0.00443984-0.00461757j 0.00169092+0.00529569j 0.00391171-0.00233244j -0.00468257-0.0159923j 
-0.00245008+0.0100861j -0.00261423+0.00309149j -0.00836053+0.00779384j -0.00308075+0.000916575j 0.004133+0.00769815j -0.00845139-0.00739259j -0.00138974+0.00922082j 0.000821979+0.0100808j 0.0151726-0.00632654j -0.00127169-0.0149309j 0.00376411+0.0108703j 0.00459955-0.0355137j -0.00659549-0.0214167j -0.0018907+0.0461506j -0.000500328-0.00175147j 0.00312759+0.00714154j 0.00574474-0.0202757j 0.0199326+0.0155573j 0.000287382+0.0384859j 0.012691-0.00894922j -0.00856193-0.0265394j -0.000646152-0.0022705j -0.00783297+0.00927901j -0.00357083+0.00314459j 0.00282303+0.00220326j 0.00408948-0.00414813j 0.00138233+0.00219839j 0.00217001+0.00508301j 0.00858594+0.0294736j -0.0078532+0.00718385j -0.00363363-0.0179527j 0.000734471-0.00447196j -0.00807634-0.0188947j -0.000712898-0.00168647j -0.00301347+0.00175634j -0.00268492-0.00314749j -0.00923939+0.00535026j -0.000426971-0.000306206j 0.00254776+0.0223511j -0.00243354-0.000225549j -0.00154285-0.00892497j -0.00967401+0.000478042j 0.00283046+0.0178676j -0.00482509-0.00180201j -0.0146219+0.00052069j -0.00370045+0.0162476j -0.0177127-0.000141114j -0.00738048+0.0119076j -0.000227678-0.00368028j 0.0187939-0.013515j 0.0102784-0.00714351j -0.0141891+0.00839196j -0.00345294-0.0072031j 0.000893237+0.00728491j -0.0075665-0.0177725j -0.0263636+0.00495232j -0.00620073-0.00456771j 0.00320265+0.00573051j 0.0135241+0.00431942j 0.00921283-0.000340593j -0.0163186-0.00507912j -0.00532408-0.00476816j -0.0150009+0.0134847j 0.010106-0.00854309j 0.0144842+0.00805592j 0.00717289+0.00905069j 0.00405147+0.00287079j -0.00813746+0.00520045j 0.00334262+0.00827501j -0.00472047-0.0104008j -0.00212388+0.00651844j 0.0019567+0.00832116j -0.00542396+0.000326644j 0.0012498-0.00218721j -0.000391076-0.00532409j -0.00502005-0.00495534j 0.000340629-0.00679057j -0.0102567+0.0170609j -0.0140862-0.00654883j 0.00727111+0.00293784j -0.00806609-0.0190729j -0.00662582-0.00634252j 0.00856327-0.00638662j 0.0105402+0.00099253j -0.00108923-0.00963513j 0.00969141-0.00106111j -0.00255713-0.0140092j 0.00201868+0.000436363j 0.00642542+0.0166294j -0.00714978-0.00337071j 0.00488611-0.0130307j -0.0147435+0.00674207j 
-0.00137262+0.00438254j 0.000518472+0.00495383j -0.00820785+0.0140842j -0.00237356-0.00436675j 0.00144344-0.00594777j 0.000935366-0.0112217j 0.00569539-0.00038258j -0.00400048+0.0152757j 0.00674514-0.016273j 0.00486758+0.00243542j -0.00891313-0.0235791j 0.00415267-0.0126576j 0.00714945-0.0241268j -0.00288831+0.0145016j 0.000838456+0.00433512j -0.013089+0.0248527j -0.00149535-0.0340146j -0.00111635+0.0526761j -0.00113282+0.00893216j 0.00149263+0.00499721j -0.00630402-0.033916j -0.00806437-0.025938j 0.00136387+0.00243211j -0.0106328-0.000613701j 0.0036054+0.0375204j 0.00136985+0.00950535j 0.00202635-0.0088809j 0.00177724+0.00108461j -0.00350633+0.0253846j -0.000172874-0.0100314j -0.000874522-0.00266654j 0.00344093+0.00123874j 0.00309729-0.0188692j 0.00483379+0.00490248j -0.00332414+0.00553435j 0.00134862+0.007746j 0.00642286-0.0129423j 0.00142861-0.00270858j 0.00297517-0.00120718j -0.00558741+0.00597276j 0.00187664-0.0127438j 0.0049837-0.00240753j -0.00791141+0.0235196j -0.00607539-0.00660737j 0.0197531+0.00162965j 0.012225-0.000773276j 0.0253798-0.00906378j 0.00142436+0.00835697j -0.0172531+0.00117323j -0.0063285-0.00905493j -0.0159295-0.0112907j 0.00972214+0.0107511j -0.00570754-0.0111587j 0.00505733-0.00645547j 0.00826566-0.00481982j 0.0398543+0.00237677j -0.00834063+0.00198822j 0.00468684+0.00694905j -0.00257848-0.0145933j -0.0108532-0.00955143j 0.0014159-0.0115586j -0.000713537-0.00108586j -0.00424067+0.00582307j -0.00183209-0.00551774j 0.00142506+0.00494018j -0.00218427-0.000510836j -0.00198848+0.00170435j -0.00241275+0.0129106j -0.00309947-0.00183498j -0.00238512+0.00117058j 0.00765471+0.000337488j 0.00308675+0.0033451j 0.00906602-0.00341188j 0.00127947-0.00372106j -0.00312691+0.019639j -0.010067-0.00839495j -0.00435699+0.0102877j 0.0023055-0.0228661j -0.00538424-0.00059394j 0.00620283-0.0108666j -0.0113627+0.00532818j -0.00932346+0.00981921j -0.00680878+0.0261362j -0.00304061-0.0151589j 0.00394085-0.00015481j 0.00272909+0.0104168j -0.00438029-0.00196327j 0.00498852+0.00515196j -0.000166187-0.00213663j -0.00635372+0.000310722j 0.00450959-0.000512797j -0.00233768-0.00022686j 
0.000849827-0.00562634j 0.00317735-0.00358367j 0.00391645+0.0138057j -0.00341078-0.00307113j -0.0039113+0.00758558j 0.00430529+0.00498324j 0.00301163+0.00201689j -0.00533314-0.00823893j 0.00310077+0.0168621j 0.0079139-0.00865065j 0.00792971-0.0415029j 0.00854218+0.0113139j 0.000832354-0.00959723j 0.00835163-0.0259248j 0.00449691-0.00511475j -0.0131911+0.00330073j -0.0152329+0.00732991j 0.00149025+0.0177045j -0.0108981+0.0209832j -0.00164606+0.00975897j -0.011939+0.00203596j -0.00104575-0.0418155j -0.00306892+0.0104686j 0.00365464-0.00779977j 0.00449399-0.00326138j -0.00319458+0.0173394j 0.0063878+0.0246582j -0.00151805-0.00552993j -0.00807274-0.0109656j -0.00370857-0.00440848j -0.0117141+0.0203044j 0.0110886+0.010647j 0.00149084+0.0210792j -0.00064744-0.0043446j 0.00317617-0.00750976j -0.00256579+0.00117028j -0.00438935+0.0223815j 0.00302664-0.00130323j 0.00305675-0.01042j -0.00360029+0.0117572j 0.00465608+0.00437201j 0.00448526+0.0115725j -0.0392591+0.000711028j 0.00793065+0.0120857j -0.0205582-0.00578846j -0.012933-0.00818343j -0.00738158-0.0089461j -0.00785052-0.00925053j -0.000686963+0.0105758j 0.032584+0.00187501j 0.00633412-0.0154542j -0.0198786+0.00495328j 0.00348955+0.0115521j -0.00373193+0.00912136j 0.00754+0.0174493j -0.0133029-0.0137625j 0.00428066+0.000936376j -0.0153233-0.0145503j -0.00139496-0.024699j 0.00119044-0.000591302j -0.000452413+0.00978365j -0.00460585+0.00292822j 0.0119829-0.00202057j 0.00142649+0.00112002j -0.01059-0.00986787j -0.0038125+0.0124966j -0.00354781-0.00182888j -0.00928951-5.90504e-05j 0.00363916+0.00571753j -0.0018028+0.0143501j 0.00357705-0.00368457j -0.00059546-0.0153807j -0.000623917+0.0061867j 0.00965063+0.000720318j -0.00242105-0.00261827j -0.0181198+0.0189717j -0.001314+0.00312199j 0.0121247+0.0146177j -0.00564138+0.0252908j 0.00208889-0.0133351j -0.00776859+0.0111573j -0.00907276+0.00932466j -0.00245449+0.000324156j 0.00430882-0.0107544j -0.0067439-0.0119038j 0.0112646+0.0103011j 0.00553011-0.00349398j -0.00279369+0.00668307j -0.0037274+0.0100907j -0.0112142+0.0179872j 0.00287453+0.00159939j 0.00187212+0.00750728j 
0.0019325+0.00564511j 0.000290953-0.00440933j 0.0102112-0.00237853j 0.00224961+0.00208284j -0.00535496+0.0254413j 0.00177045+0.00868173j -0.00475715+0.00571168j 0.0060933+0.00545718j 0.00369822+0.0139586j 0.0053801-0.014502j 0.0080998-0.00756801j 0.000146473+0.0015783j -0.0190465-0.00512724j 0.000654218-0.0012836j 0.00106558+0.0142167j 0.0040278-0.00249028j 0.00211718+0.013665j 0.0215516+0.0167408j 0.00463552+0.00327532j -0.00253973-0.013537j 0.00321746+0.00119033j -0.00611916-0.0109482j -0.0148942+0.00325104j 0.00313488-0.0134341j 0.0172994-0.00276936j -0.00381461+0.00774073j 0.00441217+0.0130286j -0.00282586+0.00767555j 0.000796791-0.0122014j -0.00840854-0.0056701j -0.00513614+0.0115562j 0.0112335+0.0167493j -0.0149982+0.00476505j -0.0109312-0.011772j -0.010641-0.011007j -0.00588642-0.00597317j -0.00863276+0.00188885j 0.00140379+0.00645403j -0.00643887-0.0132399j 0.0147907+0.00220762j -0.0169381-0.0067232j 0.00022268-0.00580993j 0.0323181-0.00287409j 0.0071692-0.00648679j 0.0179937-0.00567012j -0.00241583-0.0154882j 0.00366466-0.00772406j 0.00303587-0.00211268j -0.000793647-0.00661453j -0.0240034+0.0118514j -0.00308603+0.00656185j 0.0102021-0.0105309j 0.013255-0.00535756j 0.0162072-0.00704455j 0.0113144+0.0255077j 0.0201557-0.0134694j 0.0039922-0.0137543j 0.00579875+0.0193629j -0.0104186+0.00280669j -0.0132208-0.0100348j 0.00165423+0.00486019j -0.00385229-0.00309162j 0.00343543+0.00405463j -0.000953902+0.00585789j -0.00339165+0.0133777j 0.00323088-0.000826354j -0.00523059-0.00846291j 0.00623544+0.00486653j 0.00192562-0.00436443j -8.94323e-05+0.00077059j 0.00641638-0.00141894j 0.0135348-0.0119434j -0.00349647+0.0026925j -0.00353688+0.00110289j 0.00376644-0.00676268j -0.00444437+0.0114976j -0.00416288-0.0111973j 0.000549825+0.0325824j -0.00490583+0.0168442j -0.000402496-0.00199206j -0.00354152+0.000327412j 0.00113425+0.00237894j -0.00777665-0.0167658j -0.000949697-0.0153474j -0.00413213-0.00569642j 0.0116766+0.0174991j 0.0015725-0.0133608j -0.00380107-0.00615243j -0.00327101+0.00817537j -0.00287387+0.0192414j 0.00131452-0.0122251j -0.00373445+0.0127155j 
0.00179817+0.00406534j -0.001052-0.00266401j 0.00501596-0.0010365j 0.00148178+0.000973608j -0.00140327+0.000331621j -0.000127691-0.000394117j -0.0058663+0.00210633j 0.00721685-0.00018367j 0.00189655+0.00652939j -0.000215441+0.00774165j -0.00704728+0.0251763j -0.00499715-0.0155366j -0.0164251-0.00545559j -0.00138159+0.0223159j 0.00948506-0.00749241j -0.0298919-0.0123857j -0.0018753+0.0125723j 0.0153343-0.00814292j -0.000948778+0.0165829j 0.0001917+0.000367697j 0.00873023+0.00609397j -0.00748364+0.0289295j -0.00758791-0.0079907j -0.00350054+0.0108206j 0.000522286-0.000403654j -0.00292258-0.00705562j 0.00500305+0.010427j -0.00954589+0.012338j 0.00528061+0.000209608j 0.00521134+0.00624258j 0.00345434+0.00408559j 0.0119283+0.00637854j -0.0104443-0.00522187j -0.00725888-0.00789728j -0.00260896+0.00115546j -0.00855924-0.00456902j 0.0084751+0.00292086j 0.00358302+0.00329767j 0.00081192+0.0057503j -0.0181142-0.00138871j 0.00580486+0.00968113j 0.0022693+0.00258259j -0.0400454-0.0035052j -0.0102615-0.000329246j -0.0094176-0.00540015j 0.00673744+0.00272792j 0.0155467+0.00133406j 0.0127953+0.003253j 0.0178819+0.000314479j -0.00393453+0.00976977j 0.0083865+0.0173758j -0.010349+0.00533695j 0.000447517+0.00825161j -0.00116927-0.00378839j -0.0115804+0.0139534j -0.00643359-0.0153857j -0.00366618+0.00321186j 0.00293-0.00255765j 0.00498853+0.00842722j -0.00307321-0.0101981j 0.00639042+0.0116091j -0.000293534-0.0093891j -0.00409196+0.00974694j -0.00173415+0.00079701j -0.00235577+0.00351951j 0.00158575+0.0196443j -0.0026608-0.00389386j 0.00470711-0.00169131j -0.00167321+0.00396629j 0.00151135-0.00713268j -0.00659357-0.0181878j 0.00426905-0.0158193j -0.0120063-0.00445666j 0.000526548-0.00113384j 0.0063709+0.00697726j 0.00612368+0.0175943j 0.00107082+0.0140178j -0.00280689-0.0213023j 0.0013924+0.00421057j 0.00225128-0.0113551j 0.0108461+0.0210889j 0.009676+0.016622j -0.0125036+0.0149285j 0.00118664-0.00931746j 0.00192137-0.0040226j -0.00273873+0.0108883j 0.00450558-0.0101749j -0.00336885-0.00363325j -0.00119517-0.000614746j 0.00676122+0.00541672j -0.000904528-0.0136906j -0.000906182+0.00155303j 
-0.000876672-0.0074267j 0.0028313+0.00105564j -0.00317515+0.0106773j -0.00345745-0.00857159j -0.0031042-0.0048687j 0.00328658-0.00124011j 0.00433524-0.00757741j -0.00511969-0.00692028j 0.00364732+0.00574566j -0.00440184-0.0150211j 0.0136288-0.0116466j 0.0135873+0.0114103j 0.000900052-0.0206821j -0.00661645-0.0252609j -0.00382417+0.00457938j -0.00804302-0.0226497j 0.0234124+0.00516522j 0.000438987+0.00435338j -0.00534727-0.00545159j -0.013287-0.00661126j -0.00328005-0.0133417j -0.00130057-0.0114811j -0.00101844-0.0172995j -0.0145151-0.00107593j -0.0100544-0.00423101j 0.00290387+0.0103474j -0.00164882+0.010821j -0.000830828-0.00757969j -0.0168477-0.00338674j -0.00115793+0.00880172j -0.0064414+0.00417491j 0.00422455-0.00817863j -0.00609031+0.00725755j -0.0100974-0.00930237j -0.00786715+0.00289535j -0.00957826+0.000716859j -0.00459158+0.0051607j 0.00590769+0.00518291j 0.00447722+0.0133538j 0.00336605-0.00668934j -0.00322604+0.0267546j -0.0136379+0.00150151j 0.00462812+0.00572269j 0.00354902-0.00307966j -0.00202686+0.0180856j -0.000913199+0.00872688j -0.00295133+0.0170925j -0.00136964-0.000986872j -0.00875323-0.00715486j 0.0163833+0.000670177j -0.00414797-0.0159945j -0.00420405+0.0173792j -0.0137-0.0151147j -0.014932-0.0103803j -0.0102187+0.0042738j 0.0104675+0.0355j 0.0210253+0.00157994j -0.0100233-0.0126155j -0.0108161-0.0158415j -0.00939751-0.00466764j 0.0206849+0.0155062j -0.00763172+0.00457296j 0.0120837-0.0114925j -0.011024-0.00895513j -0.0102123+0.00140032j -0.00714969-0.000730104j -0.00101448+0.00716605j -0.000899351+0.00817198j 0.00421835-0.00395126j -0.00633459-0.00900223j 0.000777581-0.00203055j -0.000300465+0.0187145j -0.0046054-0.0173096j -0.000570757-0.00631492j 0.000964346+0.00740723j 0.00266437+0.00837226j 0.00522425-0.00513818j -0.0167206-0.00791981j -5.66947e-05-0.010708j -0.00234684+0.00813744j 0.0139812+0.00947045j 0.0116544+0.00174006j 0.0152669-0.0170348j -0.00783796+0.0136191j 0.0144324+0.00265306j -0.0077188-0.00110407j -0.00692072+0.00599918j -0.00157071+0.00846505j 0.00348681-0.00656856j -0.0142893-0.000808533j 0.0013966+0.0103534j 0.00580869-0.00385728j 
-0.00010435+0.000645703j 0.00136641+0.00126254j 0.00150213+0.0270206j 0.00169898-0.00306812j -0.00643348-0.0474798j 0.00165212-0.0186085j 0.00344714-0.00442615j 0.00163752-0.00285639j 0.00570644+0.0198762j -0.00141196+0.0251378j -0.00147741-0.00704074j 0.00859537-0.0112421j 0.00016556-0.0292275j -0.0105408-0.00487094j -0.00834375+0.00587687j 0.0148872+6.23728e-05j 0.0121077+0.00558459j 0.00997363+0.0281317j -0.000824751+0.0188072j -0.00160595+0.00020025j -0.00204682-0.0220003j -3.25859e-05-0.00023594j -0.00747713-0.00251886j 0.00356622+0.0168874j 0.00966484+0.007973j -0.00579478-0.000790879j 0.0128839+0.00800424j -0.00581125+0.0127895j -0.00474017+0.00378048j 0.00543122-0.0130069j 0.00106529+0.015567j -0.000710115+0.00966876j 0.00387066-0.0110041j 0.00411606-0.00100875j -0.0058132+0.0027483j 0.00119868+0.00406731j 0.0144579-0.0026783j -0.00109802+0.000787784j 0.00986755-0.00314854j 0.00038111+0.000224551j -0.00353969+0.00786009j 3.19294e-05+0.00233089j 0.015077-0.000619586j 0.00314708+0.00609032j -0.00117018-0.0123311j -0.00663829-0.00791892j -0.00995474-0.0167811j -0.000750286+0.00333364j 0.00604199+0.00807611j -0.000508158+0.00546896j 0.00549715-0.00292734j -0.0054013-0.00437266j 0.00331904+0.00251063j -0.00970713-0.00420179j -0.00638126+0.00483226j -0.00501955-0.0273857j 0.00205598-0.00226481j -0.0147986+0.00241347j 0.00491746+0.00447304j 0.00233466-0.00297215j 0.0120334-0.00567739j 0.00112385-0.0068254j 0.00151652-0.00523133j -0.00586361+0.00177591j -0.0111943-0.0060479j -0.00159708-0.0123762j -0.00208281-0.0094944j 0.000937339-0.00212801j 0.00217118-0.00286733j 0.00311159-0.00657383j 0.00494661+0.00541995j 0.00560709+0.00604526j -0.00392065-0.00235669j 0.00214155+0.00338847j -0.0072431-0.00520448j 0.00456475-0.00643724j -0.00795423-0.0083849j 0.00541703+0.0190146j -0.00400847+0.00554047j 0.00498746+0.00709433j -0.0048046+0.00703454j -0.00408287-0.00374996j -0.0130437-0.0230862j 0.00729793+0.000251764j -0.0066277-0.000747328j 0.000149558+0.00182226j 0.000259762-0.0144717j -0.00170451+0.00753293j 0.00318707-0.000680827j 0.00146499+0.00147817j 0.00407762-3.99453e-05j 0.000425993+0.00226623j 
-0.00313766+0.00512345j -0.00177999+6.35175e-05j -0.00491719-0.00555096j 0.0129064-0.0126846j 0.00334825+0.00971997j 0.012637+0.00844304j 0.00565425-0.0104742j -0.0106943+0.0158058j -0.00868491+0.0239424j 0.0164078-0.00880481j -0.00795218+0.00715808j -0.0172693+0.00122637j 0.0123324-0.0243077j -0.00249398-0.0191953j -0.00345717+0.0149505j 0.0163303-0.015037j -0.00716834+0.0127167j 0.000382032+0.0143455j 0.00698963+0.00589997j 0.0191037-0.0150893j 0.00613598+0.00489102j 0.00433437-0.00971399j 0.00393325-0.0241643j 0.0179366-0.0017826j 0.0112675-0.00517754j -0.00991539-0.0118871j 0.000183404-0.0028229j 0.0014492+0.00590286j -0.00748584+0.0184518j 0.00150072-0.00124748j -0.00137019+0.0170917j 0.00196907-0.00539054j 0.00144491-0.00562551j -0.00845466-0.000413096j -0.0107925+0.00572824j 0.00401369+0.00659444j 0.00432778-0.00159498j 0.00596479-0.00407328j -0.00328486-0.00137263j -0.00780842+0.00659859j -0.0111281-0.0108213j -0.00559592+0.00808592j -0.0134053-0.00185451j 0.0027769+0.00638158j -0.0083385+0.000547904j 0.00175739+0.00286326j 0.00206162-0.00647798j 0.00480172+0.00738696j 0.0120739-0.00172414j 0.00381702-0.0121153j -0.000680025-0.013149j -0.00684471-0.0034242j -0.00576693+0.0169411j 0.00251443+0.00769995j -0.0116974-0.00548141j -0.00299379-0.00901563j 0.00124736-0.00234418j 0.0092917+0.0124241j -0.00255883+0.00906912j -0.00948388+0.0222279j 0.0117765-0.0219686j -0.00246128+0.00722204j -0.00839355-0.00549765j -0.00305335-0.00466286j -0.00622037-0.00381992j -0.00315506-0.0042393j -0.00640099+0.00527337j 0.00600641-0.00211398j -0.00609168-0.00348011j 0.00133229+0.00928501j 0.00154369-0.00322272j 0.0145878-0.00970264j -0.0162439+0.00879871j 0.0013366-0.00125335j 0.00233615+0.00333576j 0.00648165-0.00385104j -0.00479075+0.000700271j -0.0074568+0.00108245j -0.000732351+0.00142458j 0.00368826-0.00658285j 0.010876-0.0128483j 0.00523396-0.00885649j -0.00910867+0.0103343j 9.66022e-05-0.00111913j 0.00753404-0.00332335j -0.00336352-0.0010468j -0.0101021+0.0106391j -0.00649215+0.00190534j 0.00154232+0.000607731j 0.00388822-0.0011746j 0.00528208+0.00564953j 0.00027515-0.00162815j 
