0.0102208-0.00646169j -0.00270507-0.0423414j 0.00474319+0.0252405j 0.00995711-0.00148576j -0.00176982-0.0128792j 0.00249731+0.0174402j -0.0126252-0.00667169j -0.00595486-0.0122211j -0.00317801-0.0111161j -0.000793582+0.0114367j -0.00173+0.00510009j 0.00687235+0.00972171j 0.00828514-0.00315679j -0.00340871+0.00475097j -0.0040497-0.0103394j -0.00257852-0.0144099j -0.00205092+0.00105002j -0.00286762+0.00682877j -0.00595836-0.00518715j -0.00299624-0.00153773j -0.00285803+0.00359542j 0.000705636+0.000346816j 0.0018514+0.00161894j 0.00136104-0.00200812j 0.00154018-0.000802779j -0.000806118-0.00845711j 0.00347996-0.00376181j -0.00144563-0.00252873j 0.000275005+0.00710767j 0.00228222-0.0025056j 0.00415828+0.00343744j -0.000295813+0.000475814j -0.00390084-0.00209013j -0.00255719-0.00127228j -0.000777114-1.41552e-05j -0.000173017+0.00357175j 3.17521e-05-0.0031388j -0.00606301-0.00601835j 0.00638751+0.00539348j 0.00809138-0.000853006j 0.00250119-0.000739584j -0.00202208+0.00156381j -0.000294644+0.000342647j 0.00614519+0.00348559j -0.0010292+0.0049614j 0.00581095+0.00574958j -0.00544494-0.000127818j -0.00447916-0.00157676j 0.00844838+0.00716729j -0.0136901-0.012256j 0.00552143+0.00674853j -0.00179536-0.001367j 0.00877618-0.00148075j 0.00506855-0.00586338j 0.00124223-0.00623604j -0.00499018+0.00117071j 0.0119596+0.00722567j -0.0168579-0.0169464j 0.00336189-0.0309346j -0.0493922-0.0234089j 0.0217902+0.0635653j -0.00691535+0.0351854j 0.0253826-0.00416945j 0.0202104+0.0289444j 6.37158e-05-0.0214604j -0.00975121-0.00302823j -0.00262259+0.0382247j 0.00557716+0.0179188j 0.00446531-0.0151899j -0.00352861+0.0253319j 0.0358037-0.0195303j 0.0108803-0.411564j 
-0.000252711+0.015385j -0.000221791+0.00761201j -0.000609762-0.0267982j -0.000836412+0.00146204j -0.00268451+0.0187186j 0.00245799+0.0166092j 0.000145652-0.0186339j -0.00315934+0.0542646j 0.00296433+0.0653526j 0.00233903-0.0969881j -4.35489e-06+0.115651j -0.000924767-0.108963j -0.00393872-0.160125j 0.00154877-0.0168796j 0.00260658-0.153553j 0.0059532-0.103522j 0.00291263+0.101936j -0.000575254+0.0114414j 0.0048421-0.114868j 0.00861587-0.0900898j 0.000785556-0.0893226j 0.00832845+0.18885j 0.0073771-0.0634143j 0.00945109-0.113049j -0.00419145+0.129805j -0.00733012+0.0149295j 0.0115567-0.0286953j 0.00385923+0.119477j 0.00156317+0.0394024j 0.0163505+0.168786j 0.0143675-0.117673j 0.00421326-0.0505361j 0.00279508-0.00455108j -0.00122792+0.149548j -0.0281604-0.0327737j -0.00230196-0.100315j -0.0107341+0.000567194j -4.28006e-05-0.0951016j -0.0111413-0.0699062j -0.00160568-0.0255557j -0.017839+0.0896803j 0.00105399-0.0408009j -0.0069781-0.0964045j -0.00506939-0.106952j -0.00360245-0.00639742j -0.00255483+0.14079j 0.0012679+0.0327695j 0.00402053+0.0295382j -0.00299415+0.0951938j -0.00268873-0.0823881j 0.00226268-0.00124058j 0.00300333-0.0755153j -0.00199636-0.0118312j -0.000638137-0.000898281j -0.000616928-0.00699642j 0.00404583+0.155623j 0.00107353+0.0232443j 0.000813923-0.00388164j 0.00175319-0.0403395j -0.00299823+0.0863169j -0.00402626+0.036051j 0.000990185+0.043708j 0.00211085+0.0656947j 0.000665566+0.0485664j 0.00048793+0.0135502j 0.0004857-0.0274381j 0.000626071-0.0528114j -0.0010906-0.0315484j 0.00296114+0.03608j 0.00178486-0.00351328j 0.00020708-0.0412924j -0.00231896-0.00857932j 
0.000971996-0.0280016j -0.000121725-0.0351589j 0.000948358+0.00827492j 0.000917373-0.0144243j -0.000836911-0.00772863j -0.0084157+0.150611j -0.00116684-0.0164971j -0.00538805+0.023622j -0.00178055+0.16175j -0.00354637+0.130531j 0.00453742+0.0675701j -0.0049908+0.0367126j -0.00130492+0.0163246j 0.00192241+0.0660816j -0.0053947+0.204823j -0.00933943+0.0444144j 0.00202519+0.0371157j 0.00254804+0.0532863j -0.000730357-0.0459572j -0.00785686+0.236455j 0.00468877-0.0805069j 0.00166013+0.147361j 0.0127771-0.0655197j 0.00604276-0.123618j -0.000893919-0.314643j 0.00480504-0.123276j 0.00517747-0.129561j -0.00214586+0.206607j 0.00154264+0.17492j -0.00451246+0.0686392j 0.000761276-0.140615j 0.0111024-0.00928173j 0.0152227+0.244907j 0.00485203+0.0445745j -0.00628164+0.124548j -0.0166955-0.015221j 0.000976334-0.0368681j 0.00160767+0.181216j 0.0051051+0.00662047j 0.0103584-0.00525503j -0.00070436-0.00968221j 0.00707049+0.106595j 0.00268402+0.0727473j -0.00733074-0.0609443j -0.00996251-0.0605741j 0.00277863+0.0773998j -0.00197949-0.0201961j 0.00447764-0.0442313j -0.000265898-0.0617388j -0.00478163-0.0830531j 0.00284155+0.00030532j 0.00411326+0.013787j -0.00341631+0.0481162j 0.00704081+0.0302407j 0.00368746-0.0785213j -0.00473842-0.00916014j -0.00312034+0.00531362j -0.00640779-0.0852807j -0.00216387-0.0186532j -0.000269766-0.0501133j 0.000820162-0.0667019j 0.00604959+0.0667295j -0.00171594-0.0237984j 0.00273473+0.0942256j -0.00189563+0.00463623j 0.000651922+0.0085084j -0.00727428-0.0431234j 0.00215488-0.00263672j -0.000348322-0.0239304j 0.000611411-0.0191832j 0.000921911+0.0382962j 0.00130954-0.00461223j 
0.000778698-0.0296074j -0.000814278+0.0207603j -0.000111946+0.066573j 0.000282551+0.0210228j -0.00138451+0.12235j 0.00336745+0.0309192j -0.00184195-0.0392366j 0.000612429-0.0546109j -0.000256206-0.254143j 0.00380309-0.135656j 0.00207821-0.0458516j -0.00127983-0.144282j 0.00647683-0.1169j 0.0045629+0.128705j 0.00166151+0.0440205j 0.0033534-0.00509979j 0.000863469-0.124862j 0.00492781+0.0642596j 0.00575342-0.100231j 0.00659335+0.0568401j 0.00153911-0.0112412j -0.00070169-0.0162661j 0.00585781-0.0403362j -0.000400638-0.159468j 0.00757267-0.0458907j 0.00514061-0.10679j -0.0014761+0.240229j 0.0125448+0.318687j -0.020981+0.105795j -0.00196392-0.0613098j 0.0145794-0.0608289j -0.00492836-0.0478648j 0.00876288+0.0694401j 0.00215723-0.115807j 0.00741281-0.0568576j -0.0160233+0.0855447j -0.0104132-0.00334616j -0.00519758-0.110007j 0.00101223-0.0278441j -0.00460817+0.0596631j 0.0129376+0.0726216j -0.00778922-0.049566j -0.00174772+0.0431708j -0.00410481-0.109917j -0.00269703-0.0222388j -0.00202371-0.0925003j -0.0066283-0.0143428j -0.00545619-0.0224669j -0.0056152-0.0261229j 0.00222238+0.014765j -0.00440231+0.0760023j -0.000827114-0.0286277j -0.00296008-0.0367342j -0.00394561-0.0148899j -0.00232371+0.00777077j -0.000404652-0.0739463j 0.000730473-0.0172126j 2.4043e-05-0.00586229j 0.00144348+0.0472223j -0.00223837-0.00225119j 0.00338495+0.0625487j 0.000396184+0.0968901j -0.000279563+0.023055j -0.00244758-0.0405147j 0.000847056-0.0127694j 0.00183399+0.0176067j 0.00296286+0.0140029j -0.00100281+0.0375289j 0.00263961-0.0263318j -0.000754232-0.0701184j 0.000327992-0.0084864j 0.000242604+0.000916645j 
-0.000485734+0.0157742j 0.000646907-0.00793809j 0.000566859-0.00781396j -0.00194452+0.0585326j 0.00197258+0.0223465j -0.0012472-0.0919868j -0.00185096-0.0643336j 0.00255961+0.0125187j 0.000513835-0.138589j -0.00785105+0.159196j 0.00652428-0.0542603j -0.00350982+0.0658142j -0.006307+0.392179j 0.00991104-0.00980309j 0.0038268-0.189402j -0.012201-0.10066j 0.000792199-0.0247379j 0.00727807-0.00502329j -0.00128241+0.0940355j -0.00777616+0.0133785j -0.00420271-0.264014j -0.00365622+0.159854j -0.0105155+0.0573381j -8.36179e-05-0.227721j -0.0170659+0.0208694j 0.011693+0.102043j 0.0191443+0.18289j -0.00839112+0.164616j -0.00630035+0.00923847j 0.00408826+0.0247074j 0.0109462-0.043455j -0.0012128+0.212213j 0.0121577-0.00661268j 0.00229587+0.182379j 0.00820969-0.0559477j 0.0140702+0.0893228j 0.00500041-0.00762528j 0.00046112-0.0308191j -0.0191946+0.0138031j 0.0043105-0.0269924j -0.0212531+0.0248356j 6.18475e-05+0.0110833j -0.00482444-0.030368j 0.00335154-0.0321799j -0.000284839+0.037482j 0.0123364-0.0092195j 0.00174157-0.0175461j 0.00498908+0.0163023j 0.0133608+0.00791531j 0.00105598+0.0121337j 0.00238795-0.00197267j -0.00441997+0.00153148j -0.00675038-0.00674201j -0.00342547-0.0899125j 0.00522388-0.0249757j 0.00757158+0.0664201j -0.000142411-0.0315095j 0.0041711+0.0641313j -0.00209339-0.0721574j 0.00216277+0.00577497j -0.00606738-0.0513018j -0.00163742-0.0165608j 0.0041863-0.0236957j 0.00386458+0.00317731j -0.000662571-0.00493752j -0.00189216-0.000147567j -0.000813484-0.045969j -0.000945438+0.0310957j 0.0002281-0.00431463j 0.00100407-0.00498861j -0.000742342-0.0263609j -0.00205974+0.0192241j 
-0.00165476-0.0131397j 0.000272141+0.0458385j 0.000282465+0.0481275j 0.00203044-0.000992057j 0.00392805+0.0204754j -0.00419111+0.0444281j 0.0016012-0.177536j -0.00258581+0.0589611j 0.00269714-0.0383959j 0.00120523-0.0343327j -6.6483e-06-0.131038j -0.00260551+0.144388j -0.00438854+0.113344j -0.00478623-0.0195322j 0.00543088+0.0936846j -0.00365481+0.204719j -0.00133218+0.194889j -0.00446089+0.21211j -0.00973166-0.18975j -0.00312722+0.0993285j 0.0035639+0.121322j 0.0140398+0.0358019j -0.00105327-0.237214j 0.00785394+0.126421j -0.00223247+0.0339135j -0.00393906+0.0172467j -0.000622211+0.111736j -0.00594752+0.157828j 0.014103+0.192739j 0.0065146-0.00832042j -0.0182424-0.0204673j 0.015276+0.00225023j -0.0150449+0.0583158j -0.00839145+0.0509057j -0.0130963+0.0278836j 0.0129141-0.0638567j 0.00748803-0.016487j 0.00395094-0.00878017j -0.000543341+0.0181932j 0.00145733+0.0881661j -0.00957424+0.0187991j 0.00814696-0.0563494j 0.00412059+0.0848201j 0.0033572+0.0189342j -0.00174578-0.016268j -0.00494518+0.0510036j 0.00727357-0.00113081j 0.00685872+0.0656667j 0.00533005-0.0187575j -0.00145847+0.0809722j 0.00646743+0.00573688j 0.00445446-0.0285313j 0.00331347-0.0339295j 0.00143419-0.004948j -0.00047981+0.0479076j -0.00177496+0.0110399j 0.00058584+0.019788j 0.00128636+0.0510169j 0.00181334-0.0370457j 0.00517824-0.0309225j -0.00401285+0.0136758j 0.000842662+0.00725503j 0.000711052+0.0291162j 0.000140442-0.0877742j -0.000356666-0.0137552j -0.00107278+0.0661547j -0.00157224-0.0221767j 0.00343759+0.0364013j -0.00169393-0.00932053j -0.000116151-0.00633934j -0.00175743-0.0320111j -7.98092e-05+0.0244903j 
0.00386669-0.00750876j 0.000490054-0.075953j -0.00320669+0.013698j -0.00180693+0.0214074j -0.000332927+0.0253848j 0.00482217-0.0408071j -0.00114725+0.052312j 0.001116-0.0147759j -0.00460844+0.0245905j -0.00185968-0.0998479j 0.00102512+0.0222618j 0.00388561-0.0560301j 0.00396067-0.0553873j -0.000114471+0.103774j -0.0023617-0.00986785j 0.00341328+0.250513j -0.0103042+0.217222j 0.0116315+0.47403j 0.00753335+0.104028j 0.00717951-0.14278j -0.00147872+0.0526351j -0.0155326-0.0329429j 0.00170331-0.0525802j -0.00652816-0.0141731j 0.000169867-0.109483j -0.00289309+0.0774905j -0.000695631-0.0769877j -0.00198858+0.0401204j -0.00121213+0.0833304j 0.0252664-0.150434j 0.0099414+0.0317462j -0.0282265+0.0685141j 0.0111982-0.069905j 0.0149641-0.0459234j -0.00799254-0.0861526j 0.0196849-0.0305313j 0.00709057+0.0525096j 0.00978657+0.0571084j -0.0104072-0.0448438j 0.00661442-0.0288342j -0.00238932+0.00697367j -0.00674555-0.0225619j -0.00551076-0.000990981j 0.0139424+0.0154253j 0.0123648+0.0953209j 0.000876405+0.00546439j -0.00460788-0.0678527j 0.00372581-0.0175358j -0.00407427+0.0335775j 0.00344501-0.0506737j -0.00567903+0.0600267j -0.00714124+0.0145302j -0.00121176+0.0320183j -0.00130009-0.0202549j 0.00611362+0.000587308j 0.0084241+0.0691304j 0.00102041-0.00247104j -0.00433389-0.0266542j -0.00261919-0.02495j -0.0027837-0.0211132j 0.0040974+0.0519568j -0.00262775-0.015418j -0.00255463-0.0186312j 0.000488019+0.0322129j 0.00168527+0.0441209j -0.00232382-0.0135414j 0.00191033-0.0262406j -0.0020317-0.0324334j 0.00232323+0.00144198j -0.00259956-0.0457499j 0.000266052+0.0202164j 0.00176778+0.00969393j 
0.00105851+0.0121077j 0.000668687-0.0136985j -0.00122617-0.0534855j -0.00250433+0.025j -0.00233482+0.0550692j -0.00265195+0.0161299j -0.00240159-0.0122585j -0.000766122+0.0383825j -0.00496538+0.00821889j 0.00130516-0.16696j 0.00310519-0.113336j -0.0119902+0.209644j 0.00315368-0.0686447j -0.00484429+0.213026j -0.00471953+0.127861j -0.008336-0.0188043j 0.00424656-0.19647j -0.0048564+0.0551048j -0.00565028+0.069733j -0.0031376-0.00730871j 0.00143803-0.0355379j -0.00552948-0.102241j 0.0188476+0.12341j 0.00144174+0.0455546j -0.0273379+0.0226491j 0.0224516+0.0366769j 0.00470746-0.0201787j -0.00939217-0.0177776j 0.0211435+0.0473006j -0.0137195+0.0730758j -0.00860603-0.0562208j -0.002574+0.0416464j -0.0122629+0.0255682j 0.00647907-0.0708483j 0.0181009+0.0176778j -0.0173009-0.0595174j -0.00314551+0.00738042j -0.015347-0.0446114j -0.00848629+0.00740221j 0.0158949-0.02847j 0.00149451-0.0151778j 0.021711+0.00344749j 0.00606982+0.0197147j -0.01047-0.004332j 0.000289041+0.0265423j -0.00572753+0.0259489j 0.0120221-0.0120076j 0.00641281-0.0363305j 0.00721595+0.0124289j -0.00394323-0.00322912j 0.00115344-0.0100747j 0.00321065-0.04865j -0.00489187-0.0776788j -0.00456892-0.0999762j -0.00100393-0.0642396j -0.007716-0.0287343j -0.000174629-0.040545j -0.000697852+0.0818121j 0.00461124-0.01793j -0.00526953-0.00939312j -0.0072076+0.00186876j 0.0055328-0.0600421j -0.00528474+0.0164692j -0.000863243+0.0735625j -0.000900511-0.0202542j -0.0033191+0.0295863j -0.0030771-0.0412973j 0.000124869-0.0403813j 0.00198905+0.0429074j 0.000277535-0.0110885j -0.000225961-0.0310015j -0.000258514+0.0100916j 
0.00327181-0.0376501j -0.000751975-0.0416837j 6.3315e-05-0.0264551j -0.00325498-0.0499827j -0.000726648+0.0855855j 0.00213842-0.169242j 0.00324793-0.0638216j -0.00284471+0.0958059j 0.00510848-0.0405983j -0.00654085+0.0770105j 0.00256332+0.186522j 0.00497466-0.250893j -0.00359302-0.133469j -0.00483018+0.0263279j 0.00511801-0.0353567j 0.000126911+0.0735811j 0.0091506-0.0901468j -0.00503416-0.128213j 0.00995034+0.0589536j 0.000146707+0.0841296j -0.00452743+0.133409j 0.0226343-0.0153685j 0.00242068-0.01191j 0.0141207+0.0120139j -0.00473425+0.117532j -0.0136293-0.102219j 0.00647655+0.0366101j -0.00419362-0.0926879j 0.00283395-0.014793j -0.00720459-0.0564221j 0.00778746+0.0113863j 0.0137003-0.0441371j 0.0132919+0.0254302j -0.00809839-0.044673j -0.0179905+0.0477145j -0.00221407+0.0597734j -0.00143025+0.0314807j -0.0135686-0.0756706j -0.000571594-0.0661766j -0.00318747+0.0152229j -0.00715615-0.0306769j 0.00205313-0.00119299j -0.00756948+0.14207j -0.00414576-0.0480784j 0.000604785+0.0241142j 0.00469981-0.0354175j 0.0111085-0.0867214j -0.000417023+0.0895235j 0.00252359-0.0708138j -0.0034085-0.0285634j 0.0058249+0.0215048j -5.73568e-05+0.00943536j 0.000983324-0.0478854j 0.000937384+0.0368165j -0.000339451-0.0233455j -0.00165037+0.010347j -0.00203836-0.039864j 0.00101682+0.0465773j -0.00386189-0.140812j -0.00345447-0.10263j -0.00249811+0.000984635j -0.00501768-0.0666279j 0.00250721-0.00203086j -0.000585774+0.00726862j -0.00395461-0.00539677j -0.00158337-0.00866824j -0.000920745-0.0372493j 0.000759399-0.0209185j 0.00171171+0.0109815j -0.00279991-0.0498271j 0.000695309-0.0189847j 0.000107178+0.0135303j 
5.2862e-05+0.0102765j -0.000910758+0.0242771j 0.00406654-0.0925482j 0.00272536-0.0215512j -0.00637711+0.0428012j -0.0113599+0.1686j -0.00106569-0.0348413j 0.00224874-0.165186j 0.00527045-0.00930268j 0.00053475-0.0341156j -0.00160107-0.0707592j 0.00358506-0.125507j 0.00381972-0.179345j 0.000922823-0.188655j 0.00019981-0.0272606j 0.00758598+0.17161j 0.000679097-0.114965j 0.0004859+0.0660386j -0.00426797-0.0667819j -0.00313179-0.0815032j 0.000237023-0.0140063j -0.00808684-0.125329j 0.0146715+0.147547j -0.0121071-0.0936556j -0.00162294+0.0246211j -0.0220206-0.0576258j 0.0147299-0.0432034j -0.00117115+0.0763261j 0.0113364-0.12464j 0.0231362-0.0107632j 0.0247683-0.0393308j -0.0105219+0.0963314j -0.0050082+0.069522j -0.00317815-0.0900946j -0.00530881+0.0258174j 0.00715591+0.0578651j -0.0091063+0.0119078j 0.0125032-0.0082901j -0.0122753-0.0505207j -0.00177141+0.0391436j -0.0119697-0.0166082j -0.000711503+0.04078j 0.0110529+0.0079496j 0.00659489-0.0827767j 0.0148647-0.0064029j 0.0109566+0.0359966j 0.0129328+0.086553j 0.00647347+0.0472139j -0.00221588+0.0486782j -0.00925296+0.0021799j 0.00183523+0.0164287j 0.00543511+0.0176608j -0.00335413-0.0149133j 0.00141709-0.0292388j 0.007737+0.0517838j 0.00234701+0.12327j 0.00181603+0.000497759j 0.0052198+0.0306478j -0.000199143-0.00843173j 0.00264965-0.0761882j 0.00132777-0.0464247j 0.00226312-0.0206591j 3.23934e-05-0.0117779j -0.00608337-0.0258497j -0.00112841-0.0235212j -0.000581892+0.0114012j -0.0109175-0.0373792j 1.55948e-05-0.0124096j 0.00259884+0.0184866j 0.00435943+0.0599558j -0.000494882-0.000384361j 0.000631515+0.0153353j 
-0.00198637+0.0298217j 0.00235735+0.012697j -0.00155615+0.0556978j -0.00210035-0.0314606j -0.00615885-0.142856j -0.0074966+0.139945j -0.000700322-0.080224j -0.000820234-0.129941j 0.00481429-0.252214j -0.00292079+0.181173j -0.00483939-0.00603626j 0.00717311-0.267348j -0.00844449+0.312185j 0.00317838+0.0948008j -0.00065026+0.0271104j -0.0036034+0.0830463j 0.0153342-0.0632558j -0.00587405+0.0827895j 0.0131534+0.11283j -0.00745114+0.000857333j 0.000372749+0.090418j 0.00751881-0.175811j -0.000305259-0.0591358j -8.06797e-05+0.0964826j -0.00715644-0.0543723j -0.0149924-0.141794j 0.0149127+0.0394559j 0.00156765-0.0995128j 0.000618451+0.0721616j 0.00354571-0.0732139j 0.00702728+0.0170015j 0.00345474+0.0179478j -0.00577626+0.0106579j -0.0138504-0.063947j 0.00555825+0.0105151j 0.00584135+0.0471482j -0.00642448-0.0129408j -0.00240472+0.0291075j -0.00680716+0.0521599j 0.00244161-0.0525954j -0.0110942+0.00363174j -0.0034861-0.010154j -0.00606029+0.000448601j -0.0049206-0.0124414j 0.00444286-0.0434344j 0.0150101+0.0093606j 0.0135553-0.0430069j 0.00847889+0.037129j -0.00239464+0.0563967j -0.000920405-0.0473611j 0.00185136-0.00497676j 0.00114209-0.0586408j 0.00761901-0.00854352j 0.00325782+0.00240215j -0.00923656-0.0573985j 0.00394974+0.0958546j 0.00223338+0.0291625j 0.00359268+0.080711j -0.00359615-0.0208097j -0.00258444+0.0446778j -0.00436696+0.0238527j -0.00307637-0.00295344j -0.000514756+0.012319j -0.00247387+0.0352271j -0.00473966+0.0121167j 0.00273478+0.0324209j -0.00121546-0.00766777j 0.00557449-0.024031j -0.00234666+0.0168249j -0.000916596-0.00515406j -0.00147675-0.00203735j -0.000374768+0.0214957j 
0.00020697+0.0407362j 0.000158277-0.0164441j 0.00147285-0.136131j -0.00112089-0.0329143j 0.00259539-0.0830944j 0.000228464-0.143706j 0.00350822-0.0468762j -0.00452357-0.0826707j -0.00642747-0.0738595j 0.000503257-0.069837j -0.00443157-0.139673j -0.00114672-0.0533009j 0.00565687+0.0366979j -0.00208088-0.1604j 0.00432942-0.145934j -0.000438478+0.217163j 0.0025551+0.22344j -0.00855032+0.263328j -0.0014847-0.128205j -0.0036803-0.146975j 0.0102924-0.115938j 0.0258284+0.088542j -0.00263312-0.105724j -0.00689438+0.0907125j 0.00401879+0.078439j 0.00633592+0.0818865j -0.00977829+0.0283051j -0.00528014-0.00701533j -0.009231-0.021726j -0.0309743+0.09396j 0.00109682+0.0361197j 0.0159218-0.00525362j 0.00913785+0.0136549j -0.00993721-0.0036983j 0.0116293+0.0337218j -0.0318647+0.0113194j -0.00968022+0.0565387j -0.0184898-0.0441373j 0.0134474-0.0334565j -0.0100252-0.0474048j 0.016805+0.0183397j 0.008388+0.0284287j -0.000401646-0.00337529j -0.00801552-0.00342603j -0.0103724+0.00394859j -0.00422236-0.0362757j -0.00243483+0.0110326j -0.0111302-0.0283489j 0.0018652-0.01427j 0.000318033-0.043729j 0.00441042-0.0525018j 0.00333282+0.0483925j -0.00544324-0.0644536j -0.00297451+0.0192088j -0.00276377-0.0431203j -0.00993014-0.0912388j -0.00285413-0.0144874j 0.0028814+0.00847352j 0.00162369+0.00624613j 0.000801892+0.00995468j -0.000213457-0.0605556j -0.000271194-0.020183j 0.000411205-0.0296901j 0.000743347+0.0261082j -0.000278179-0.0104089j -0.000162384-0.0685404j 0.000597532+0.0111868j -0.00168029-0.0296203j 0.000654886+0.0268264j 0.00175996+0.0409281j 0.000500487+0.00439763j -0.000423043-0.0178871j 
0.00155717+0.0459809j -0.000155565-0.0443648j -0.0021312-0.025993j -0.00123425+0.0170574j 0.00489211-0.117993j 0.00319521-0.105315j -0.00181074-0.200704j 0.0082153-0.299373j 0.00696914-0.133266j -0.00654757-0.2528j 0.00592915-0.12543j 0.00305649-0.0487637j -0.00825773-0.123738j -0.00372421+0.295232j -0.000776231+0.173133j -0.012704-0.0842481j 0.00677825-0.133606j -0.00448248-0.147456j -0.00250748+0.00474288j 0.000980421+0.00706579j -0.0171733-0.133726j 0.00268989+0.0035663j -0.0196273-0.0608574j 0.017452+0.0755114j 0.00174525-0.00845517j -0.000492637-0.0318419j -0.00120346-0.113137j -0.00578905+0.0637816j 0.000797299+0.0403315j -0.0105175+0.0437069j -0.00879069+0.0556981j 0.0162962-0.0139418j 0.011989-0.0140842j -0.0134858+0.0126555j -0.0143085+0.017235j 0.0206887-0.0347264j 0.00760245+0.0209843j 0.00709864-0.0421527j 0.00135502+0.00772558j -0.00383905-0.00345197j -0.00710874+0.0380705j -0.00648367+0.0333085j -0.00685212+0.0215264j -0.0022224+0.0485712j 0.00172912+0.0165258j 0.00369367-0.0593006j -0.00600667+0.0154696j 0.000142265-0.00446908j 0.00589122+0.00165643j -0.00166778-0.0378495j 0.00443273-0.0133489j -0.0037282+0.0505918j -0.00293123-0.0423356j -0.000987717-0.0198705j 0.00137801+0.0283338j 0.00649878+0.0120685j -0.00125767+0.0270174j 0.000584509+0.016814j -0.00493034+0.00789798j 0.00458087+0.0177505j -0.000934928-0.0275149j -0.003362+0.0404703j 0.00430508-0.0223954j 0.00101239-0.02054j 0.000971471+0.029929j -0.000258665-0.0320318j 0.00137579-0.0528869j -0.00270992-0.0260096j 0.00126681+0.00290933j -0.000214621+0.0443692j -0.00115564+0.00824825j 0.000271724+0.00355129j 
0.00125223-0.00683314j 0.000577234-0.0255588j 0.000304884-0.11219j 0.00309836-0.0599939j 2.41346e-05+0.00989491j -0.00669234+0.154807j -0.00278778-0.0551281j -0.00568096+0.267377j 0.00534651-0.123918j 0.0052884-0.0386419j 0.00344964-0.165523j 0.00585422-0.063096j 0.00750118-0.0213972j -0.00513998-0.0985178j -0.00566197-0.170847j -0.00783192+0.0333126j -0.00276762-0.106718j 0.00354575-0.00892797j -0.00375455-0.0823133j -0.00277418-0.0795242j -0.00265368-0.0518802j 0.00401721+0.113481j 0.013036+0.167636j 0.00821177+0.0199926j 0.0230945-0.034195j -0.0128739-0.0561837j -0.00645688+0.0931645j 0.00236011+0.020889j 0.0192931-0.0967342j 0.00889997+0.00915705j -0.0183498+0.00438224j -0.010683-0.0167186j 0.00298526-0.00617384j -0.0132164-0.0407441j -0.0211002+0.0346597j 0.013453+0.0573812j 0.0241594+0.0651031j 0.0205395-0.0189066j 0.000221518-0.0162222j 0.0140466+0.0129862j 0.00399671+0.0216426j 0.00703334-0.0165882j 0.00240314+0.0333613j 0.0124065-0.0299266j 0.00621827-0.0152105j -0.00178753-0.0551836j 0.00320028-0.0734492j 0.0031749-0.00856179j -0.00116315+0.020183j -0.00199829-0.013407j -0.00236857+0.0162928j 0.00784514+0.0744863j 0.00545494-0.0057126j 0.00491071+0.0314095j 0.00468761+0.0156389j 0.00539059-0.0251231j 0.00387232-0.0123997j -0.00321227-0.00876781j 0.000181823+0.0352753j 0.00108862+0.0305884j 0.00240237-0.0248433j 0.00250618-0.0058978j -0.00424891-0.0151367j 0.00127433+0.0256048j 0.000209898-0.0212537j 0.000997731+0.0168791j -0.00443923+0.0117935j 0.00104761-0.0556837j 5.66888e-06+0.0475872j 0.00239205+0.0355546j 0.0019313+0.031792j 0.00219026-0.0292675j 
0.000772659+0.0261793j 0.00354394+0.00244971j 0.00616762-0.0336898j 0.00342301-0.135846j -0.00123198+0.108978j -0.00836571+0.172875j -0.00445297+0.369507j 0.00198789-0.00187736j -0.00512478-0.324139j -0.00598342-0.0430602j 0.0098314-0.210792j -0.00485938-0.116481j -0.00727963-0.0373302j 0.0144382+0.0849115j 0.00346784-0.0310863j -0.00275176-0.0965377j 0.00380565+0.0637962j 0.00566443-0.0118088j -0.0156346-0.209674j -0.0104805-0.0127726j 0.00280562-0.0190418j -0.00298275+0.0586818j -0.00125048+0.0207457j -0.00199501+0.133817j -0.0170746+0.0228983j 0.012257-0.0679781j 0.00391875+0.040137j -0.0161845-0.0234635j -0.0151486-0.0160007j -0.00348355-0.00832741j -0.0138487-0.0121559j 0.013955-0.0928315j 0.00757328-0.0486383j 0.0136261+0.0337973j 0.00477549-0.0248372j 0.00517579-0.0732062j 0.00654237+0.00789258j -0.00767618+0.019642j 0.00678235+0.00588861j 0.00762599-0.0546069j -0.0072963-0.0219222j 0.0053858-0.0368019j 0.00208457+0.0359027j -0.00539883+0.0239058j -0.0121783+0.0560934j -0.00036344+0.0658303j -0.00119492-0.00203511j 0.00362217-0.0233419j 0.00937064+0.000691199j 0.00208245+0.0485413j 0.00225657-0.0701222j 0.000982466+0.0141768j -0.00680708+0.0029674j 0.000887335-0.047792j 0.00540323-0.00559486j -0.00229179+0.0167383j -0.00476183+0.0134756j -0.00323258-0.0639669j -0.0028862-0.0428974j 0.00276435-0.0364466j 0.0017673-0.016459j 0.00456618-0.00729516j 0.00563163-0.0171356j 0.00350384-0.00478119j -0.00164976-0.0293444j -9.74322e-05-0.0338431j -0.0015728+0.0036199j 0.00147863+0.0297184j -0.000992893+0.0045839j 0.00216779+0.0304939j 0.000227504+0.0241249j 0.00194888-0.00651903j 
