0.0120266+0.000294565j -0.0520695-0.0758463j 0.00702636-0.0672341j 0.00421934-0.0401416j 0.0296685-0.048136j 0.00274854-0.0479382j -0.0407897+0.0217858j 0.0379238-0.0150203j -0.0126725+0.00537877j 0.0173961-0.044825j -0.0403161-0.00407253j 0.0384136-0.0141583j 0.00538349-0.0108819j 0.0186182+0.0068193j -0.00783785-0.00226409j -0.00446428+0.0203029j 0.00191537-0.000300782j -0.0128839+0.0100532j 0.010984-0.0084816j 0.0202461-0.000830081j -0.0166905-0.00488509j 0.00684742+0.0169688j -0.00467772+0.00757398j -0.0343747+0.00212987j -0.0260043-0.0190046j -0.00252626-0.0168096j 0.00671111-0.0141394j 0.00809186+0.0106447j -0.00779577+0.0118873j 0.00165684+0.0034188j 0.0188155+0.00473295j 0.0085289-0.0197954j 0.00472798-0.0170592j 0.00734516-0.00695915j -0.00335379+0.00415068j 0.00215504+0.00214564j 0.00699908-0.0147555j -0.0222609-0.00776415j -0.0286902-0.0102684j 0.00231962-0.0196259j 0.0174563-0.0127384j 0.0205837+0.00129957j -0.016323-0.00449651j -0.0168932+0.00414493j 0.00220511-0.00809532j 0.00105272-0.00735945j -0.00304559-0.00362337j 0.00685313+0.000643994j 0.0211705-0.00268173j 0.0305005+0.0386809j 0.00213105+0.00420549j -0.0297975-0.00160053j 0.000812262+0.00910472j 0.0315713+0.00658663j 0.00940101+0.0155936j 0.0101829-0.00562143j 0.0149053+0.0192362j 0.029007-0.00705529j -0.00200835-0.0394669j -0.0360836-0.0423488j 0.0295764+0.00494235j -0.0133192-0.0803388j 0.0455146-0.0956686j -0.0925991+0.00428832j -0.0608706-0.0332894j 0.0243276+0.0719677j 0.0780563-0.0139559j 0.0183707-0.00231782j 0.0259435-0.0573847j 0.0900782+0.0354312j -0.0330429-0.0042827j -0.141822-0.128713j 
-0.00352396-0.0286262j -0.0302742-0.00774061j 0.0069794-0.013158j 0.0109977+0.0159566j 0.0230222-0.0134465j -0.00475125+0.00144408j 0.0032965-0.00616007j 0.00349144-0.0102733j -0.0119091-0.00777143j -0.043175+0.0558127j -0.0597114-0.0191739j -0.0329851-0.00225331j 0.0242981-0.038135j -0.0337006-0.0319892j 0.0198064-0.0137638j 0.0363225-0.0155083j 0.029902-0.0137272j 0.0516571+0.0169532j 0.022042-0.109459j -0.0293387-0.00225672j 0.00930188-0.00410276j 0.0443831+0.0443647j 0.0667126-0.000662795j 0.0221811-0.0196116j -0.0550662+0.0261069j -0.053997+0.00153378j 0.0276869-0.0334281j 0.00949993+0.0225188j -0.00624992+0.0201301j 0.0328094+0.0495022j 0.0151263-0.00450065j -0.160308-0.00216965j 0.00771916-0.0509611j 0.0402914+0.0647674j -0.10473-0.113315j 0.0412029+0.0456916j 0.00221376+0.203941j 0.0639158+0.00927326j -0.0353848-0.0540241j -0.0353068-0.0475699j -0.0149584+0.02213j -0.0237188-0.0516985j 0.0689522-0.0162136j 0.0594174+0.100337j -0.0246565+0.0765647j -0.0263828+0.0973083j 0.00956063+0.0138584j 0.071624+0.0949977j -0.109015+0.0714031j 0.108924-0.0367468j 0.0448114+0.0485575j -0.0312285-0.0425085j 0.0590927-0.0195461j 0.0839989-0.0490306j -0.120951+0.0283087j 0.0957606-0.0548874j 0.000991191+0.000937689j 0.0956579+0.0226861j -0.0179255-0.156753j 0.116161-0.049373j 0.000512219-0.0376353j 0.08394+0.0816632j -0.0471285-0.0574982j 0.0191999+0.0259902j -0.042644+0.0167294j 0.0167541+0.0013344j -0.0331688-0.0296795j -0.0122475-0.0414043j 0.00884387-0.0765527j -0.0253346+0.0275699j 0.0564633-0.0118035j -0.0206048+0.0188807j 
-0.00872747+0.00690179j 0.0343587+0.014251j 0.0044887-0.0148306j -0.00523554+0.00425791j -0.0193257-0.0044313j 0.0108194+0.0321984j -0.0105422-0.0382136j -0.00673209-0.0132062j 0.0499974+0.0132447j -0.0330241-0.0288195j -0.00362408-0.057917j 0.011351-0.00641202j 0.0293479-0.0120037j 0.0411299+0.0452756j -0.0332402-0.0313283j 0.0670915+0.0280165j 0.0192094+0.0130986j 0.0290995-0.0511163j 0.0132047-0.0251344j 3.38444e-05+0.00618408j 0.0433245+0.0100197j -0.017992-0.00215153j 0.0183981+0.00626354j 0.0201231-0.082373j 0.0482878+0.0372897j -0.107725+0.0778576j -0.066249-0.0164177j 0.0467248-0.108815j 0.0776355+0.0696975j 0.040568-0.00424052j -0.0850383+0.0194872j 0.0336139-0.000389918j -0.146132-0.0124724j -0.112885+0.00884484j -0.0684273+0.0927461j 0.0742669+0.0535331j 0.118715-0.00974932j 0.00602097-0.133844j -0.126482+0.0670298j 0.0866382+0.0838797j 0.0568933+0.124222j -0.00497096-0.0742989j 0.0676422-0.0339359j -0.0675466-0.0608371j -0.0354289-0.025686j -0.0533131-0.0402687j 0.0430577-0.0461568j 0.104931-0.0503229j -0.0640737-0.0453798j -0.0272631+0.0183676j -0.136868-0.0321926j -0.119896+0.0113502j -0.00417246-0.0562796j -0.0752199+0.0125539j 0.131517-0.0121649j 0.0168571-0.0872988j -0.0736793+0.109695j 0.0763054-0.0524994j 0.0263344+0.0647062j -0.0406913-0.0367799j 0.150515+0.0389072j -0.0289632-0.0348129j 0.0109638+0.0718711j -0.00639437+0.0841848j -0.00224023+0.0171902j -0.016103+0.0490975j -0.00968097+0.0232108j -0.00873767-0.011043j -0.015736-0.00778915j 0.0606766-0.033723j -0.0441703-0.0791671j 0.082674-0.0672186j 
0.0127642-0.00689332j -0.0289331-0.0238955j 0.00472891+0.0119099j -0.0277919+0.00241329j 0.0278781+0.00289034j -0.023424-0.0320417j -0.0151652-0.00377035j 0.00884424-0.0271647j 0.0722236+0.0438033j 0.0678408+0.0117301j -0.0279668+0.00566321j -0.0704881-0.0093469j 0.00523418-0.00466015j 0.0188615-0.0524889j 0.0420722-0.0159995j 0.0331062+0.0388976j -0.0160442+0.0311952j 0.027758+0.0640339j 0.0373865+0.0673552j -0.0588609-0.0897211j -0.00817036+0.0315815j -0.0327162-0.00801306j -0.0148438+0.007792j -0.00244804-0.0425099j 0.00680639-0.0150022j -0.0182526-0.0110073j 0.0440419-0.0687861j 0.12431+0.0470739j 0.071065-0.0792367j -0.172203-0.0539335j 0.0461635-0.100068j 0.033022+0.038j -0.0362131+0.00200676j -0.0119143-0.0916133j -0.0109129+0.0311217j -0.0354272+0.125742j 0.0690838+0.0419887j 0.163708+0.064353j -0.168252-0.0738521j 0.0567222-0.0267961j 0.0959952+0.0104657j 0.152513-0.0300993j 0.0102333-0.00244509j 0.0231835-0.00637928j 0.0385458-0.0121162j -0.0563118+0.108833j -0.0893802+0.0583759j 0.103543-0.0281053j -0.00131843+0.00357564j -0.0512874+0.0305909j 0.0411307-0.109894j -0.0374069+0.0111337j -0.019325-0.0230316j 0.0358428+0.0992483j -0.0707491+0.0541489j 0.0059901-0.02947j -0.0592993+0.0263557j -0.00988937-0.00364422j 0.00780748+0.0270272j -0.00595727+0.0176577j -0.0244505-0.076015j -0.00245439-0.012446j -0.0244863+0.0259222j 0.0552442+0.00600781j 0.0516865-0.0247296j 0.0105776-0.0405679j -0.0101166+0.0160585j 0.00765775-0.0165422j -0.034314+0.009669j -0.0199578+0.0306203j 0.012188-0.00588092j -0.0260215+0.0214635j 
-0.0165781-0.016659j 0.0339759+0.0046239j 0.00429509-0.00874798j -0.0086699-0.00861104j 0.0127003+0.013762j 0.000160858+0.0638195j 0.0368151-0.025436j 0.00460556+0.02124j -0.0234743+0.066031j -0.0397908-0.0605556j -0.04158-0.0666542j 0.0350072-0.0126781j -0.0233531+0.0333943j 0.00512628+0.0468899j -0.00968569-0.0109705j 0.0824809+0.0384907j 0.0217449+0.0097689j 0.0649932+0.0596673j 0.0118462-0.110622j -0.0446847-0.0112873j -0.0173079-0.0505171j -0.0386562-0.035736j -0.0602879+0.0222995j 0.00249795+0.0074162j 0.0341822-0.092985j -0.0968744+0.0099358j -0.0343196+0.0684849j 0.172366-0.00463514j 0.0977336+0.0553122j -0.186706+0.0820665j -0.115212-0.0707614j -0.107433+0.00108291j -0.0801459+0.0768133j 0.0650642-0.0950544j 0.00677562+0.107304j 0.0271596+0.0921105j 0.05178+0.00136439j -0.011181+0.0320603j 0.0419083-0.0296826j 0.0532262+0.0639332j 0.0449785-0.0491539j 0.0865872+0.0257292j 0.0160568+0.0702818j 0.0881515+0.0942721j -0.0548707+0.0628294j 0.0825737-0.0798692j -0.0892109+0.0424162j -0.0478108-0.0193003j 0.011475+0.114708j -0.0198999+0.0884076j 0.0400856+0.0250656j -0.0354474+0.0598518j 0.0791443-0.0519981j -0.0965712-0.0972792j 0.0199606+0.0273376j 0.00568497+0.000395265j 0.022999-0.084038j 0.0407846-0.056176j 0.00872709+0.00762421j 0.124361-0.0539416j 0.0687919-0.00742574j -0.0112124-0.0391805j 0.0016079-0.00648346j -0.00669435+0.0691129j -0.00916062-0.0466799j -0.0487711-0.00764491j 0.0331673-0.00891661j -0.017866-0.00691315j 0.00174759+0.0235945j 0.0353783-0.069968j 0.00424124-0.0577008j 0.0329667-0.0234072j 
0.0131616-0.0144879j -0.013508-0.0083449j 0.00181596+0.0174775j 0.0106998-0.00703722j 0.014609-0.0185461j 0.0306184+0.0103841j 0.0169636+0.0243501j -0.0138141-0.0144518j -0.0156169+0.0188782j 0.00747331-0.00387552j -0.0444154+0.000250732j 5.28971e-05-0.0224702j 0.0456008-0.041746j -0.000159484+0.0884577j 0.000226424-0.0107055j 0.022401+0.0259396j 0.0695118+0.0213709j 0.0547791+0.0566577j -0.0544154+0.0558537j 0.052296+0.025406j 0.0563184-0.0643469j -0.0227116+0.0532137j 0.0692409+0.0683678j -0.0801034-0.0115661j 0.0375351-0.0895004j -0.0360982-0.0336307j -0.0681208-0.00556438j -0.0718093-0.0175097j 0.112655+0.086196j -0.135062+0.112106j -0.0123619+0.0409552j 0.0515083-0.106058j 0.196056+0.00152806j -0.0313221-0.0567342j -0.121171-0.0520946j -0.00942351+0.000152578j 0.111966-0.083746j 0.0253171+0.00518115j -0.00996361+0.0384158j -0.00578228-0.0178988j 0.0228584+0.169437j 0.144682+0.00591185j -0.00978172-0.0413932j -0.109392-0.0660782j 0.00782895-0.110735j 0.0819921+0.0477884j 0.0980834-0.0336868j 0.0419633-0.0368178j 0.0631963-0.0790437j -0.015985-0.101171j 0.0194619-0.0265138j -0.089994+0.0370401j -0.012974-0.00138758j -0.00875689+0.089768j -0.0813665+0.0101764j 0.10699-0.0734257j -0.027635+0.0179794j 0.0599368+0.0150049j -0.0454361+0.0639306j -0.0212052+0.0159891j -0.00456773+0.0309434j 0.0106658+0.0295416j -0.0758146+0.0475654j -0.00967075+0.00963976j 0.0263681+0.0613783j 0.0066275-0.0162001j -0.012258+0.0286658j -0.0117225+0.0168221j 0.0202726+0.0211064j -0.00363965+0.0224513j -0.0109199+0.029909j -0.0372546-0.0109785j 
-0.0123234+0.00277784j 0.0215105+0.0134571j 0.0196814-0.0245313j -0.0157511+0.0466743j -0.0166087+0.00421459j -0.0222834+0.034649j -0.00281156-0.0552366j 0.0203615-0.00358986j 0.0122781-0.0453504j -0.0553588-0.0209213j -0.0261704-0.0550637j 0.0224693-0.0354803j -0.0105452+0.0265549j -0.0334193+0.0850074j 0.0223212+0.0718547j 0.0370129+0.0249336j -0.00207552+0.0628309j 0.0523774+0.00264212j -0.0547847+0.00412038j 0.102107+0.0548243j 0.00718534+0.0367854j -0.00780813-0.0228387j -0.0501553+0.0152828j 0.0194455+0.0120026j 0.0600465-0.0435561j -0.0358382+0.0699308j 0.029671+0.050083j 0.0571116+0.0454983j 0.0923753+0.0340198j -0.0912862+0.019185j 0.00290558+0.177849j 0.0330771-0.023734j -0.00442492+0.0835831j 0.0739384-0.0236467j 0.0995045+0.0244882j -0.108437-0.0710378j -0.0838905-0.0967177j -0.0024041+0.015836j 0.0753185-0.017654j 0.0397712-0.0973703j 0.111666-0.0212185j 0.0419773+0.0992453j -0.0821629+0.00704397j -9.66448e-06+0.0254845j -0.0169171-0.0503806j -0.0313405+0.0807941j 0.0115934-0.0870699j -0.0602353-0.0639012j 0.0399588-0.0312357j -0.158637-0.0814906j 0.0121419-0.0746777j 0.0693622-0.00758519j 0.0990152-0.0646075j -0.0223247-0.0595724j 0.0293407-0.0062662j 0.0808044+0.105512j -0.0857179-0.0756395j -0.00353064-0.0142519j 0.056345-0.0389275j 0.06257+0.0305671j 0.0467309-0.00868602j 0.0125057+0.0485086j 0.00156822-0.00843431j -0.00445996+0.0961339j 0.00598108+0.128104j -0.0167726+0.021326j -0.00383034+0.00645736j 0.01148-0.0259902j 0.00379357+0.0569307j 0.00438419+0.0452254j -0.00211214+0.00970721j 0.0231104-0.0143014j 
-0.00144575-0.0169131j -0.0159953-0.0307331j 0.00593127-0.00692836j -0.0172611+0.029363j -0.00949571-0.0110155j -0.0267254+0.0145625j -0.0228472-0.0128611j 0.0123277+0.0132556j 0.0588745+0.0051462j -0.0579009+0.0275737j -0.0336492+0.0345956j 0.00972486-0.0121457j 0.0159446+0.0511138j 0.0390467+0.0672351j 0.0242161-2.48983e-05j -0.0081504+0.0904501j 0.0903866+0.0763075j 0.00718418+0.00806911j 0.0485564+0.059747j 0.103161-0.0158389j -0.0402634+0.0504936j 0.0396647+0.0821316j 0.0251759+0.0145377j -0.00224649-0.132714j 0.113152-0.0506172j -0.117622-0.0345408j -0.0791271-0.0578389j -0.0476372+0.0360455j 0.0491289+0.174854j -0.0112466+0.129304j -0.0045421+0.0723157j 0.0559284-0.16105j 0.0633845+0.0392237j 0.0260398+0.00110613j 0.0139309-0.14117j -0.0323435+0.0262925j -0.050133+0.101189j -0.126555-0.155941j -0.05176+0.0485424j 0.108922-0.031407j -0.00593958-0.00989485j 0.0282671-0.0122998j 0.000796192+0.0114741j -0.0417235-0.0247968j 0.043417-0.00304651j 0.0203878+0.00123111j 0.0235577-0.024501j 0.0785237+0.0944787j -0.0929312-0.0739799j 0.0280212-0.113744j -0.0176613+0.0789736j -0.0573304-0.0654769j 0.0982204+0.0649018j 0.0335554+0.037498j -0.0139611-0.0183566j -0.0328331+0.00245948j -0.0201959+0.0265229j -0.030713-0.0365389j 0.0713615+0.000936222j 0.011057-0.0445653j 0.0143139-0.0895316j 0.0633125+0.0307792j -0.00824239-0.0614215j 0.0774612-0.0375562j 0.00350288+0.0413988j 0.0327475+0.0549137j -0.00997751+0.0464754j 0.0635346-0.026308j -0.0420594-0.00414956j -0.0136405+0.0987365j 0.00361005-0.0069386j -0.0180044-6.51033e-05j 
-0.00732241-0.0013816j -0.00223697-0.0144915j 0.0271499+0.00278812j -0.0308597+0.00119365j -0.0264235+0.0292474j -0.024576+0.000415813j 0.012877-0.0386083j 0.00205453-0.00377283j -0.00326421+0.0805367j -0.0956589+0.0724389j -0.0682441-0.0121772j 0.00652501-0.0142187j -0.0261007-0.0529697j 0.0191485-0.0401884j 0.0104281-0.0256702j 0.0354038-0.0237828j 0.0185491-0.00837483j 0.0157718+0.00618548j -0.100518+0.0559066j -0.0564009-0.0221702j 0.0512537+0.0224169j 0.144989-0.00385182j 0.0540085-0.0437337j 0.0398322-0.0170522j 0.0211983-0.0308457j -0.0506042+0.00543066j 0.0571512+0.0646693j -0.0518838-0.0186234j -0.0448527-0.00706591j -0.0130931-0.0442391j -0.000419298-0.00463493j 0.0913945+0.0999584j 0.0241088-0.016547j 0.0258479+0.116784j -0.0344885+0.062747j -0.0865416+0.0160395j 0.110461+0.0158022j -0.0769745+0.0153071j -0.0206757+0.152539j 0.0389976+0.0338591j 0.043863-0.0527819j -0.0246528+0.0691479j -0.00437081-0.0189171j -0.0239466-0.0255097j -0.00605419-0.0868961j 0.0138283-0.042541j -0.0291252+0.0286895j 0.0373117-0.0172197j 0.051784+0.0814456j 0.124772+0.0184655j -0.0620696+0.020534j 0.0668612+0.0413262j -0.0502802+0.0193905j 0.0277474-0.00933033j -0.0340754-0.0720269j -0.0448429+0.0840581j 0.0481353+0.00706383j -0.0639124+0.0360699j 0.0820023-0.0843942j 0.0705631-0.000206945j -0.00833946+0.0406296j 0.020079+0.0312871j -0.0526354+0.000468308j -0.0183504+0.0316385j -0.0199049-0.0214152j 0.0121692+0.0315753j -0.0399663+0.00296366j 0.065417-0.0171626j -0.0107944-0.0101671j -0.0384834+0.0265086j 0.0103439-0.00909698j 0.0287073+0.0469093j 
0.00847328+0.00207994j 0.0244766+0.00449591j 0.00605182+0.00822526j 0.0149869+0.0198722j 0.0159621+0.0500692j -0.00831062-0.012119j -0.0171539+0.02905j 0.0164581+0.0070077j 0.00628819-0.0276838j -0.0639435-0.00185955j 0.0289203-0.0245179j 0.0391729-0.0233336j 0.0595852-0.00154262j 0.0511221-0.0485401j -0.0688592-0.0169393j -0.034655+0.072717j -0.00551793-0.0747129j 0.044752-0.00689365j -0.0490243-0.037988j -0.0682294+0.0273533j -0.115138+0.0586865j -0.00673581+0.108385j 0.0124902-0.0770098j 0.143737-0.0200702j 0.0233819+0.041934j 0.0224314-0.100354j -0.138694-0.000781643j -0.0473405-0.00900431j 0.0152873+0.084716j 0.0826902+0.0731038j 0.0646025-0.0541838j 0.176087+0.00747355j 0.00704741-0.0255756j -0.0285379-0.0341069j -0.001243-0.123883j -0.134832+0.062417j 0.0223097+0.00123568j 0.118482-0.0314448j 0.00962529-0.0032237j -0.0836972-0.00717335j -0.00381149+0.0158073j 0.0371802-0.038909j -0.0476938-0.0747783j 0.0463546-0.122215j -0.0234258+0.0211758j 0.0282265+0.0817968j 0.0166562-0.0233882j 0.024808-0.0334249j 0.0265668-0.0836801j 0.0207729+0.0228975j 0.0240325-0.0773037j 0.0973946-0.00674824j -0.0394735+0.0134154j 0.0479451-0.0541159j -0.0162119-0.00144592j 0.0594988+0.0450983j -0.0777673-0.0410685j 0.000436594+0.0402425j -0.00274371-0.102638j 0.08522-0.00149758j -0.0200502+0.028743j -0.058011+0.0434878j 0.0250931-0.053815j -0.0546225-0.0152442j -0.0189855-0.0417308j -0.0550342+0.0240464j 0.0640882-0.0210045j -0.00118928+0.0377022j 0.0641214+0.00132012j -0.0145258-0.0465193j 0.0127673+0.0307655j -0.00341+0.0172726j 
-0.0114797-0.00808141j 0.0165757-0.0140415j -0.0107617-0.0062059j -0.027046+0.0228973j -0.0234672+0.0215778j -0.0467924+0.0120133j 0.0131682-0.0100055j -0.0116622+0.0142296j -0.043446+0.00374965j -0.0153201-0.0378873j 0.0515817+0.00972379j 0.0346353+0.0360796j -0.0306016+0.0413482j -0.0260521-0.0608396j -0.0319605+0.0291626j -0.0132186-0.000626903j -0.00034404+0.0143094j 0.0278332+0.0641835j 0.00341983+0.0279232j -0.0251734+0.0599891j 0.0177694+0.0659721j 0.0650908-0.000781819j -0.0697651+0.0288143j -0.052448-0.0395934j 0.00400079-0.0457187j -0.044249-0.125558j 0.053915+0.117231j -0.0409713+0.0331115j -0.00207141-0.110644j -0.00462429+0.0538616j -0.121577+0.0304618j -0.0190261-0.055574j 0.0754446+0.112765j -0.0301045-0.0148423j -0.0616006-0.0408225j 0.0371038+0.10958j -0.0431526-0.0254912j 0.0493523+0.045694j -0.0132268+0.0569558j -0.0185031-0.0192413j -0.0579771-0.00929266j 0.0656781+0.0107324j -0.0719437+0.0137559j -0.000925124+0.036016j 0.132004-0.0417607j 0.0680277+0.0532388j -0.0287961+0.0600606j -0.011958-0.0246728j 0.0492168+0.00692972j 0.0317942+0.0242407j 0.0461001-0.0990237j 0.0292152+0.0208483j 0.00451253+0.00704948j 0.0317885-0.0737856j -0.0019501-0.0366459j -0.00910555+0.0470374j -0.00347254-0.0435111j -0.0339998-0.0185862j 0.033629-0.0579283j 0.0263876+0.0555558j -0.0527328-0.0277369j -0.0119857+0.040233j 0.00803961-0.0305731j -0.000354418+0.0601774j -0.0169425-0.032173j 0.0134856-0.0208272j 0.00525347-0.0204243j 0.0132649-0.0380241j -0.0194335+0.0357489j -0.0193411-0.0210942j 0.0363885-0.0104788j 0.0207767+0.0322212j 
0.0277602-0.0107738j -0.0135459-0.00547161j -0.0132675+0.0211965j 0.0124164+0.00312844j 0.000437382+0.000564589j -0.00351579-0.0147124j -0.00857821+0.0143024j -0.0049134+0.0259337j -0.0540642+0.0036514j 0.00947997-0.0218317j 0.028939+0.0151932j 0.0233622+0.0216356j 0.0339159-0.0169163j -0.0599106-0.0427133j -0.045666-0.035617j -0.0239115-0.00473599j -0.0121347-0.0480862j -0.00576562-0.0398019j -0.021333+0.013332j -0.0154194+0.022898j 0.0702096+0.00525774j 0.0433556-0.0530545j -0.00952223+0.0312887j -0.0445392-0.0746684j 0.00314694+0.0529293j 0.0989721+0.0474978j -0.0495308-0.0305489j -0.0550629-0.0995765j -0.0565324+0.00986922j 0.0577596-0.0580842j 0.0614577-0.132925j 0.0654307-0.0488102j -0.0543793+0.0156985j 0.00438311+0.0721545j -0.0284478-0.0396369j 0.174578+0.011669j 0.0315749-0.0355288j -0.0231574+0.0089712j 0.0549833+0.0773492j -0.0872342-0.0191854j -0.0794304+0.0240339j -0.140682+0.000263116j 0.063931-0.0259912j -0.0885838-0.0557548j -0.00374963+0.0496697j -0.0023969+0.0187337j 0.0918164-0.032251j 0.0211445+0.0635185j -0.00228401+0.00584918j 0.011989+0.0557572j 0.0194782-0.000788989j 0.0208082+0.0668505j -0.0474935+0.0693675j -0.0581812-0.0529182j 0.0106275-0.0103389j 0.0387295+0.0251724j 0.0405202-0.00478246j 0.0284225+0.0150303j -0.0168471+0.00227611j 0.000306324-0.00910992j -0.0301487+0.040712j -0.0136799+0.0738122j -0.0307618+0.0533542j -0.010146+0.0335097j 0.00393994+0.0110547j -0.0234835-0.012064j -0.00510724-0.0262899j -0.0203008+0.0347512j -0.00195498-0.016106j -0.0248859-0.024315j 0.0106608+0.0274963j -0.0128149+0.0369666j 
0.0342212+0.0277766j 0.0476338+0.0139003j -0.00482985-0.00102456j 0.0117539-0.0236316j 0.00434263+0.0142065j 0.022266-0.00852938j 0.0136377+0.0436338j -0.0152438-0.0416698j 0.0499441+0.0142162j 0.0165294-0.0118015j 0.0510842+0.0651156j 0.0126362+0.0450737j -0.0195835+0.0045034j 0.00936561-0.0595478j -0.00916776+0.0354306j -0.016773-0.00152346j -0.0628381-0.00966359j -0.000832656+0.00866995j -0.00185539+0.103472j 0.0351889-0.0231347j 0.102386+0.0334426j 0.0409848-0.00332557j -0.00644951+0.127363j -0.0851286-0.028997j -0.0295781-0.00677043j 0.00606223-0.154848j 0.127583+0.169798j -0.0431451+0.0324461j -0.0600599-0.168158j 0.0734501+0.0450113j -0.122624+0.00992599j -0.092414-0.0905203j 0.0299869+0.0525846j -0.0934608+0.0834079j -0.0599375-0.0410094j -0.0367054+0.11664j 0.0332493+0.0844797j 0.0462775+0.0206515j 0.0288973-0.036601j 0.00594868-0.0322964j 0.0348939-0.0667137j 0.0567111+0.012617j -0.022828+0.0121798j -0.0294055-0.0646427j -0.0210874-0.032833j -0.0382564-0.0249557j 0.0253799+0.0179332j -0.0332327+0.00107105j 0.0328027+0.0225923j -0.0133052+0.0140434j 0.055005+0.0278927j -0.0450898+0.00602686j 0.0153603-0.0954533j -0.0645569+0.0202342j 0.0496863-0.00496782j -0.00542099+0.00166117j -0.000746027+0.0038538j -0.00539705+0.0165068j -0.0715784+0.0177375j -0.0706401-0.0194595j 0.00493163+0.00346649j -0.0218063-0.0607619j 0.000975476+0.019288j 0.00984728+0.0295298j -0.0319505-0.0161043j 0.0138489-0.0151846j 0.0162741-0.0160454j -0.028217+0.033584j 0.0442843-0.00608675j 0.0383252-0.0642914j -0.0559869+0.023719j 0.0166066-0.0565401j 
0.0270218-0.0185571j -0.0411146-0.0215551j -0.0278066+0.0208808j -0.0267307-0.0319611j 0.00300248-0.00191557j 0.0168574-0.0222305j 0.00318387+0.0100812j 0.00766463+0.0315548j 0.0240817-0.0470672j 0.00283954+0.0180572j -0.0192084-0.0906628j -0.0348808-0.0562885j 0.046335-0.0407732j 0.0210104+0.0297153j -0.0556725+0.0450172j 0.143094+0.0563641j -0.0176359-0.0742276j -0.0256287-0.00484906j 0.0167508-0.0442859j 0.0449907+0.00540801j -0.0289286-0.0157221j -0.0729713+0.00436737j 0.151322-0.0808159j 0.063127+0.0508384j 0.0718471-0.0605204j -0.177112+0.06916j -0.0600964-0.00803874j 0.0316522-0.00106859j 0.054471+0.21818j 0.00366764+0.00615979j -0.0554076+0.129601j -0.0886177+0.00925248j 0.0752131+0.0882311j 0.152662-0.0410611j -0.0295748-0.0619746j 0.0826636-0.0686361j 0.0891533-0.0415113j -0.172588+0.0292191j -0.0222714+0.0299606j -0.0109317+0.0420781j -0.0616195-0.050101j 0.0371008+0.00222942j 0.0673277-0.0131206j -0.0747757-0.0285778j 0.059018+0.0365416j -0.0469017+0.0417527j -0.0824998-0.0372493j 0.0634763+0.071484j 0.0399239-0.0386319j 0.0922782+0.024075j -0.0390277-0.0073444j -0.0217072+0.0407434j -0.0825198+0.017371j 0.0441018-0.0194108j 0.00671835-0.0257769j -0.0397877-0.0506467j -0.0354284+0.0905497j 0.0569415-0.0187084j 0.0067363-0.0110924j -0.00126795+0.0554127j 0.0252379+0.023199j 0.019558-0.0183747j -0.0337047+0.0201217j -0.149891+0.022497j -0.00654948-0.0652796j 0.0125528+0.0131681j -0.0462361+0.0122533j 0.0315882-0.03848j 0.00431398-0.044138j -0.0262112-0.0374312j 0.00775706-0.0339906j -0.025055+0.0422123j 
0.0288754-0.00775167j 0.0115808+0.0104935j -0.00771888+0.0140923j 0.0159164+0.0302268j 0.0256104+0.0169555j -0.0349109-0.0244838j -0.0153912+0.0607416j 0.0116806-0.01316j 0.0546759+0.0055227j -0.0172714-0.00182161j 0.0133535+0.0483949j -0.041982+0.0216971j -0.0327459-0.0676849j 0.0319938-0.00119677j 0.00582897-0.0440803j -0.0533403+0.0347838j -0.00371453-0.0342147j 0.0131696+0.00682483j -0.0439732-0.0334524j 0.0285176+0.0301707j 0.106645+0.0435274j 0.0342964+0.00565157j -0.0690971+0.0231149j 0.0463553-0.00714977j 0.0248926+0.00830026j -0.0212828+0.0599136j -0.0409769-0.0289546j 0.0279529-0.023432j -0.058419+0.00251815j 0.0123379-0.106364j 0.00687647-0.00453015j 0.0781571+0.115151j -0.085984-0.0455082j -0.0542594+0.0469168j -0.000962336+0.103897j -0.0272232-0.0534415j 0.0861177-0.102075j 0.0678369-0.0428677j -0.00846172+0.0739251j -0.0206433-0.0412619j -0.0180564+0.0677161j -0.0318324+0.0298867j -0.00951783-0.00131982j -0.0644782-0.0202492j -0.0795578-0.0542749j -0.0111235+0.0187848j 0.0769228-0.0124747j 0.00685912+0.00636269j -0.0727568+0.000251063j -0.0338346-0.0810957j 0.0919152-0.0256354j -0.0363848+0.0111425j 0.0598338-0.0210333j -0.0601801+0.0353719j -0.0460116-0.0101735j 0.0844945+0.0586285j 0.0321517-0.0134145j -0.0144265+0.056298j -0.0559316-0.0624397j 0.00322054-0.0724204j 0.0120608-0.0773432j -0.0159391-0.0179274j 0.00464533-0.0556857j -0.00623267+0.000423234j -0.0596917+0.00757641j -0.00163243+0.0054053j 0.0712615-0.0439886j -0.0260882+0.0205191j 0.0393325-0.0206889j 0.00623878-0.0539773j 0.003299+0.0200708j 0.00819827-0.0077918j 
