-0.0173035+0.0322803j 0.0157272-0.0512696j -0.00197968+0.0075397j -0.0385265+0.0506935j 0.00815378-0.0240171j -0.0127335+0.0197798j 5.13718e-05+0.0190764j 0.00152221+0.00633667j -0.0129693-0.0105568j -0.00564018+0.0253989j 0.0136757-0.00332985j 0.0219516-0.0147135j -0.0328417+0.00458103j -0.0180599+0.0142609j 0.0358009-0.0159177j -0.00181198-0.0622743j -0.0995941-0.0232999j 0.0288257-0.011492j -0.0107234+0.0226631j 0.00952284-0.0318465j 0.0122859+0.00824902j 0.010977-0.00174364j 0.00759744+0.014712j -0.0222546-0.0144856j 0.00690004+0.00144228j -0.00150395+0.00299004j -0.0173609-0.00210429j -0.00312271+0.000830812j 0.00980526-0.0128284j -0.00750912-0.000936501j -0.000682448+0.0205828j 0.00368392-0.016055j 0.0335282+0.0285618j 0.00489376-0.0486126j 0.0191307-0.0368955j 0.0483722+0.0106338j 0.00518951+0.016325j 0.0221318-0.0113701j -0.0117234-0.0330265j -0.00434627+0.00555747j -0.0154737+0.00260655j -0.00592158-0.0134141j -0.022543+0.0166191j 0.000692864+0.0066161j 0.000277707-0.00882002j -0.00796618+0.00542232j 0.00459587-0.0243557j 0.00619599+0.00163873j 0.000216573+0.0111594j -0.00640616+0.0143047j 0.00169791-0.00550577j 0.00482507-0.00145872j 0.00862246+0.0134586j -0.0121347+0.00959691j 0.00978564+0.00561194j 0.00681253-0.0105463j 0.0063628+0.0115954j -0.0221975-0.0151947j 0.00963021-0.0080045j 0.0121554-0.00351487j -0.0148584+0.00227216j 0.000911044+0.00646672j 0.000106541-0.000908411j -0.00228958-0.0006622j -0.00296537+0.0133396j -2.99459e-05+0.00448699j 0.00107369+0.00554543j -0.00498641+0.00506321j 0.00343103-0.00122029j 0.000872403+0.000152015j 0.00283007+0.000356537j 2.49114e-06-0.00338851j -0.00123329+0.00482167j -0.00185558-0.00137778j -0.0042163+0.00314981j -0.00365205+0.0031558j 0.00359798+0.000416414j 0.00682555+0.00490252j -0.000467686-0.00111876j -0.000120202+0.0014399j 0.00175566-0.00315849j 0.00311619-0.00131727j -0.00708937+0.00246672j -0.00590938+0.00426678j 0.0025139-0.00045028j 0.0039382-0.0140485j -0.0119535+0.000842135j 0.0104884+0.00312141j -0.00479071+0.00874668j 0.00118263-0.00147611j 0.00346514-0.00254982j -0.00401701-0.00133691j -0.0117778+0.00836726j 0.00151521+0.0486167j 0.00963363-0.00755891j 
0.00670284+0.0408672j 0.00356179+0.0212992j 0.0135833-0.00462055j -0.0103595-0.0131736j 0.0185944-0.00838369j 0.0482674-0.0260935j 0.00850804+0.0644138j -0.0113654+0.10358j 0.0239477-0.0685183j -0.0202881-0.0368524j -0.0128313-0.125708j 0.0429939-0.0214976j 0.00814506+0.0750254j -0.0096127-0.270268j -0.0054043-0.176309j 0.00162175-0.0619715j -0.0067627-0.0134671j -0.0188765-0.0868335j -0.0113001+0.0761247j -0.0267737-0.058834j -0.00166048-0.0214921j -0.0263207-0.0200888j -0.000392506-0.00254014j -0.0350779-0.0508414j 0.018447-0.0246348j -0.000852157-0.0410865j -0.00148275-0.017782j -0.00899715-0.0115286j -0.00519073-0.0196245j -0.00257503+0.00575984j 0.0117256-0.0196917j 0.00486411-0.0152532j -0.0038772-0.0356447j 0.00829529-0.00566564j 0.0138164+0.028379j 0.00673951-0.00090549j -0.0071599+0.0148839j 0.000592126-0.0116475j 0.00274229+0.00451227j -0.0104-0.00245097j -0.00715808-0.000519207j -0.00411062+0.00130554j 0.0110976+0.0106271j 0.0032181-0.00798362j 0.00134659-0.00149459j 0.00356777+0.00958726j 0.00315278+0.0109726j 0.000753244-0.0061279j 0.0102961-0.00121605j 0.00166702+0.0108875j 0.00399688-0.0109604j 0.00968531+0.00672397j 0.0128647-0.0035094j -0.00430687-0.0182263j -0.00456195-0.00562976j 0.00169934+0.000750669j 0.0076661+0.00648811j -0.0120642+0.00673288j 0.0048659-0.0182235j 0.000835764-0.0104454j 0.0155857-0.00537543j -0.00402313+0.00738638j -0.00513846+0.00328923j 0.0121653+0.00416349j 0.00704067-0.0160603j -0.0133521+0.00303627j 0.00191443-0.0137365j 0.0072391+0.00143437j 0.00361806-0.0128482j -0.00660659+0.00511462j -0.00812438+0.00240057j -0.00316642-0.0040548j 0.0030206-0.006504j -0.00269737+0.00349315j 0.00280689-0.00168705j 0.00119834+0.00570366j 0.00273803-0.00450474j -0.00227892+0.0243561j -0.00299836+0.00791039j 0.00200436-0.0346j -0.0163389+0.00446518j -0.0160548-0.00159761j 0.00644108-0.00791111j -0.0351023-0.0020862j -0.011213-0.000197879j 0.00248386+0.00274642j -0.0053814-0.00811963j 0.00769951+0.011167j -0.00328026-0.00744572j 0.00126615+0.00159984j -0.00132058-0.00117355j -0.000188801+0.00310563j -0.00533826+0.00229203j 0.00386442+0.0172483j 0.00270047-0.0221187j 
-0.00541727+0.0246446j 0.0208406-0.0185177j -0.0211294+0.0203134j 0.0323759+0.00950512j 0.0566611-0.00699637j 0.0970354+0.00696554j 0.0442237+0.0824209j 0.00597437+0.123157j 0.0532552-0.0760993j -0.0402605-0.0398758j -0.0726104-0.0166073j -0.0568146+0.14222j 0.0100528+0.00698905j 0.0110485+0.369623j 0.0122143+0.0510306j -0.00187162-0.0509841j 0.0624215+0.0926714j -0.0401746-0.0602548j 0.0274085+0.00366262j 0.0219571-0.0614672j 0.0381599+0.000804896j -0.0253852-0.0316572j 0.0278112+0.0301968j -0.0433299-0.0204668j 0.016842-0.0330986j -0.00779659-0.0419475j -0.00109727+0.0035066j -0.0208785+0.0315809j 0.0246579-0.0118068j -0.00769165+0.00953591j 0.0189062-0.0224838j 0.00847275-0.0345906j 0.0159587-0.0373324j 0.0115768+0.0353418j -0.00202251+0.018179j 0.040219+0.00547008j -0.00715468+0.0162472j -0.00410983-0.0125719j -0.0204798+0.0249504j -0.00798823+0.0129466j -0.00610795-0.0069831j 0.00167334-0.0111018j 0.0026826+0.0196734j 0.0116006-0.00471137j -0.0217127+0.016668j -0.00640416+0.00395941j 0.00948241+0.00269708j 0.00468636-0.00906758j 0.011846+0.00343997j 0.00875818+0.00378912j 0.00797278+0.00449669j 0.0127351-0.00144861j 0.00394214+0.000195276j 0.00204662-0.0120566j 0.000333262-0.0161263j -0.00759031+0.0131272j 0.00485856-0.00730613j -0.0035468-0.0121861j 0.00463612-0.0131326j -0.017655+0.00317194j -0.00907819+0.00633192j -0.00541151+0.00524869j -0.014644+0.0023704j 0.000819703+0.00843336j -0.00186232-0.00611505j -0.0261246-0.0124937j -0.00151206-0.00588036j 0.00634769+0.0109239j 0.00441283-0.0248762j 0.00391731+0.00162254j -0.00917272+0.0109604j 0.00376343+0.000950992j 0.00170563-0.00096496j 0.00194782+0.00478303j 0.00311508-0.00140763j 0.000251066-0.0158231j 0.00174605+0.00460985j 0.00626067-0.0121243j -0.00083047-0.00119016j 0.00994274+0.0139953j 0.0107553+0.00368561j -0.0060964+0.0155061j -0.0180848+0.000660317j 0.016304-0.00412746j 1.96568e-05-0.00909173j 0.00502517-0.000591606j 0.0145216+0.00244187j 0.00776097+0.0124704j -0.0114337+0.00365216j 0.00167771-0.00064817j -0.00405945-0.00389672j 0.00555041+0.00259574j 0.00254943+0.00499922j 0.00511303+0.00513771j 0.00121789-0.0235628j 
-0.0344333-0.00132005j 0.0154986-0.0273087j -0.0279957+0.0503059j 0.0431925+0.0264524j -0.0309976-0.0448038j 0.127139+0.0277661j 0.0459765-0.0159468j 0.00424419-0.0524329j 0.12558-0.0344295j -0.00811151+0.174632j -0.0943323+0.119002j -0.0182263-0.152716j -0.0497214+0.0503604j -0.00181443-0.149773j 0.0296311+0.141288j 0.0214737+0.138869j 0.00257972-0.0108547j -0.0368752-0.0239226j 0.017334-0.138958j 0.04757-0.029195j 0.0547989-0.00131524j 0.00253492+0.0403421j 0.105021+0.00927549j -0.0107708+0.0374405j -0.00330412+0.00671042j 0.022393-0.0408966j -0.0134611+0.0267565j 0.0728779-0.00440996j 0.00145351+0.00432615j -0.00559473-0.0119256j 0.030774-0.023675j -0.0038851+0.0201272j -0.0211476+0.0326551j -0.0046024-0.0385105j -0.0298917+0.0211138j 0.0151719+0.00883262j -0.000659097-0.00723053j -0.0079045+0.00640428j -0.0104488+0.0156617j 0.00791422-0.00673573j 0.00229024-0.0103828j 0.0211383+0.00185191j -0.0105447+0.0153332j 0.00512608+0.0163016j -0.0198524+0.0172971j -0.000391749-0.00649997j -5.34099e-05-0.0268339j -0.000346035-0.0113337j 0.012573-0.00111372j -0.00437493+0.0050729j -0.00135688+0.0259169j -0.00231764-6.65331e-05j -0.000119011+0.0140228j 0.000440759+0.00031026j 0.000131365+0.00238753j -0.00514261+0.0195831j 0.00345329+0.0076462j 0.000193086+0.00481697j -0.00161223+0.00411743j -0.0162398+0.00889429j 0.00687554+0.00700238j -0.00196139-0.00162552j 0.00367536+0.000829253j -0.0143998-0.00696709j -0.00464538-0.00402172j 0.0172272+0.00652321j -0.00946371+0.0219211j -0.0142354-0.00933253j -0.0120565+0.0158349j -0.00264576-0.00558022j 0.00376142-0.00927467j 0.0040082-0.00389325j 0.00479712+0.00127231j 0.0044028+0.00572315j -0.00521764+0.0091051j 0.00591452+0.00166912j -0.00503234-0.00470411j -0.00528994-0.0118231j 0.00375144-0.0100952j -0.00311868-0.000502123j -0.00793796-1.8014e-05j 0.00410307-0.0162213j 0.00410563+0.00131404j 0.00584866+0.00361392j 0.00782616+0.00320684j -0.00279273+0.00296752j -0.0135034+0.00659932j -0.00375071+0.00319719j 0.00846932+0.00655712j -0.0031347+6.33875e-05j -0.000312957+0.000925733j 0.00374715+0.000505494j -0.005528-0.0027819j 0.00186099-0.0177542j 0.00128899+0.00377545j 
0.000543742-0.00317237j 0.00885273-0.000821455j -0.0128392+0.0158943j 0.00836877-0.0042921j 0.0486034-0.0788019j -0.0347091+0.0281861j -0.000536259+0.00702771j 0.0149751+0.0130285j -0.0304152-0.0528785j -0.00845205+0.15678j -0.00762303-0.233942j -0.111447-0.0237267j 0.0296747-0.286729j -0.0104409+0.0403955j -0.0112677-0.143585j -0.00540226+0.127208j 0.0486383-0.0366287j 0.0287337+0.0210632j -0.0309728-0.0796598j 0.0178813-0.000435874j 0.00558592+0.0561691j 0.000610717-0.00723533j -0.0166034+0.057457j -0.012998-0.00936496j -0.00589791-0.0229793j -0.0297393+0.0253727j 0.0119883+0.0138244j -0.0802014-0.0285239j 0.0279924-0.00325256j 0.00130936+0.0122729j -0.0205071-0.0427065j 0.00604875-0.00145464j 0.0236207-0.0169091j -0.0333516+0.00833345j -0.00562702-0.0286817j 0.00720126+0.00260471j 0.00376805+0.00375897j -0.000260917-0.0132484j -0.00914626+0.0181513j 0.00402143+0.0146788j -0.00770213-0.0254672j 0.0104877+0.0147901j -0.00314495+0.00147986j -0.00270507+0.0068546j 0.0005019+0.0148941j 0.00694722-0.00570611j 0.00618764+0.0133958j -0.00214862+0.00549738j -0.025139-0.0016242j 0.00434623+0.0235607j 0.00133534-0.00127203j -0.00641174-0.024594j 0.0139277-0.00222885j 0.00649956-0.0141205j 0.0007281-0.012581j -0.0151651-0.00339641j 0.000309113-7.19122e-05j 0.0003357-0.0125296j -0.0011134-0.0190077j -0.00562218-0.000816116j -0.00555388-0.00221831j -0.00140266+0.00400076j 0.00147752-0.00266948j 0.00337072-0.00308112j -0.000859414-0.0117451j 0.00201692+0.00687245j 0.000477533+0.00096758j -0.0104829-0.00497737j -0.00119001+0.00677509j 0.00626328+0.010927j 0.0038437+0.00270589j 0.00425676-5.07828e-05j 0.00311834-0.00561008j 0.00463917+0.00510122j 0.00315027+0.00711272j -0.00685075-0.00315352j -0.00631579-0.00782923j 0.000942029-0.00350811j 0.00126718+0.00390267j 0.000229704+0.00991785j 0.0023631+0.00247375j 0.00795199-0.00214324j -0.00599619+0.00654098j 0.00991265-0.00363795j 0.00271064-0.00701085j -0.00257489+0.017487j 0.00257522+0.00657596j -0.00878718+0.0124383j 0.00426456-0.00323933j 0.00122044+0.000418332j -0.00346609-0.00297418j 0.00249293+0.0044194j -0.00400418-0.00555064j -0.00125149+0.00583156j -0.0010571+0.0119384j 
0.0290805+0.045269j -0.0250406-0.0132779j 0.0257222+0.0154882j -0.00109652+0.000985104j -0.0231066-0.00446778j -0.0424106+0.122442j 0.0097816-0.00629969j -0.000934509-0.0272881j -0.101356-0.118403j -0.000954063+0.0727052j 0.0610121-0.133513j 0.0443694+0.0722849j 0.0359669+0.0921521j 0.0291311-0.0901686j -0.0283329-0.000379656j -0.0141425+0.0549571j -0.0341863+0.221209j -0.00881933-0.0860569j -0.0272746-0.105728j -0.0835656-0.0987861j -0.0113283-0.0276966j 0.023125+0.00449979j -0.015227+0.0409689j 0.0104323-0.00967133j -0.0296337+0.0170045j -0.0319279+0.00525507j -0.0452975+0.0189882j -0.172796+0.00996826j 0.0383425+0.00307134j 0.0184333+0.0293005j -0.0033619+0.0737281j 0.0787933-0.0281816j 0.00989749+0.0574901j 0.0108569-0.0121394j 0.0324588-0.0101007j -0.0047627+0.0225931j -0.0120909+0.0135204j -0.00795995-0.0176537j 0.0432107+0.00714644j 0.00758032+0.0023683j -0.0145803+0.00327591j -0.00775644+0.00170471j 0.016166-0.00241245j 0.023704+0.00909421j 0.00957968-0.00350157j 0.0108757-0.00872126j 0.0198107+0.0173386j 0.0109499+0.014454j 0.00254748+0.00422361j 0.00196183+0.00685948j -0.012927+0.0111966j 0.000775051+0.0111599j 0.00474688+0.0134707j 0.00780353+0.00995094j -0.0129094+0.00151083j 0.022034+0.0060289j 0.00230238-0.00276326j 0.00099234+0.0133153j 0.0126243+0.00436792j 0.000593795-0.00044516j 0.0161168-0.00204156j -0.0113978-0.00744896j -0.0118576+0.0200323j 0.00673109+0.00761463j -0.00311255+0.0166511j 0.00071508-0.00102148j 0.0102574+0.00820092j -0.00423167+0.0171564j 0.00529269+0.00818643j 0.00551266+0.00723869j -0.00349201+0.0063471j 0.00204551-0.000656692j 0.0034969+0.00645983j 0.00984141-0.0154077j 0.00957726-0.00697886j -0.00332817+0.00489086j -0.00698922+0.00471999j -0.00473573+0.00399672j -0.00615967-0.00520981j -0.00599284-0.00633511j 0.00454486-7.23173e-05j 0.00309238+0.00994204j -0.00703928+0.0114697j -0.0173674+0.00341928j -0.00894253+0.0100746j -0.00745893-0.0246171j 0.00638196-0.000446144j 0.0154494-0.0122439j 0.0203316-0.000111179j -0.00208464-0.000918661j -0.00708761+0.00142103j 0.0040582-0.000627798j 0.00345683+0.0160681j 0.0141091-0.00916701j -0.0093187-0.0129542j 
-0.0180305+0.00220746j 0.00849943-0.00185975j -0.00526148+0.00832723j 0.00880202+0.00331014j -0.043005+0.011184j 0.0525618-0.0683306j 0.00591589+0.0141164j 0.00083449+0.0400373j 0.0759096-0.0257395j 0.0130738-0.0125365j -0.0424344-0.345381j 0.0505794+0.122147j -0.0481128-0.125j -0.00300369+0.0192565j 0.0186351-0.0593028j 0.00700349-0.0480239j -0.0322878-0.00868151j -0.0314052-0.00840825j 0.0191111+0.0182283j 0.0162635-0.00863945j 0.0100661-0.0448383j 0.0107051+0.048615j 0.0500862-0.0243543j 0.00265646-0.00249344j -0.00310249+0.0175646j 0.0252276-0.0194322j -0.00882738-0.0142448j 0.156123-0.00846506j -0.0278943+0.0108969j -0.00766988-0.00506432j 0.0335836+0.00769548j -0.0320124+0.0158336j -0.0320119+0.00864557j 0.0106885-0.0233706j -0.0111057+0.0256782j -0.00433666-0.00359493j -0.00263734-0.00849962j -0.000595613+0.00617318j -0.00481089-0.00825552j -0.00576729-0.0230414j -0.00238939+0.0102934j 0.00369232-0.00123841j 0.00405537-0.00237622j -0.00591458-0.00533128j -0.00641631-0.00571366j 0.0134509+0.0165159j -0.0103445-0.0290868j -0.0199262+0.0156156j 0.005013+0.00744305j 0.00658708+0.0213257j 0.00229299+0.00202814j -0.000966259-0.0073121j 0.0112731+0.00614124j -0.00363733+0.00331778j 0.0055585+0.00161932j 0.00312645+0.00841325j 0.00257983+0.0010354j -0.000686764+0.00588085j 0.0021497+0.00900087j -0.00214357+0.00524658j -0.00348195+0.0120336j 0.00274156+0.0011564j 0.00672677-0.0024605j 0.0156376+0.00607863j -0.00250456-0.0073377j -0.0113199+0.00274492j -0.00474442-0.0186469j 0.00570298+0.0100172j 0.00109363-0.0126014j -0.00403618-0.0076598j -0.00501659-0.00260545j -0.00121551-0.00646482j 0.000660752-0.000347528j -0.0107084-0.00556414j -0.00573873+0.000489124j 0.00188783-0.000289368j 0.00483052+0.00632868j -0.0061411+0.000808759j 0.00682771-0.00183403j -0.0020996-0.000331971j -0.00139946-0.00140855j -0.00814088+0.00903329j -0.0043991-0.0109928j -0.000405902-0.00392263j -0.00718954+0.012049j 0.00632214-0.00110673j -2.09099e-05+0.000831933j 0.00135166+0.00170009j -0.00198998-0.000992832j -0.000876992+0.000928854j 0.000621149-0.000341933j 0.000748062-0.00153556j -0.00141725-0.000504687j -0.000264327-0.0047146j 0.00241601-0.00274874j 
0.00162672+0.00630791j 0.0093861-0.0233881j 0.00116383+0.00934784j 0.0057162+0.00528219j -0.0243038-0.0325304j 0.0458241-0.0577096j 0.0343353+0.152204j 0.00690217+0.161138j 0.0225001-0.137956j -0.000810073+0.0511449j -0.020836-0.0386769j -0.0178989+0.00672579j -0.00802648-0.148873j 0.0228573+0.0325807j -0.0122078-0.0697669j 0.00324921+0.0361615j -0.0679487-0.00363583j 0.020273-0.0955875j -0.000853927-0.0253306j -0.0406166+0.01692j 0.00648638-0.0477442j 0.0307534+0.0922599j 0.0489564+0.00714963j -0.000151049-0.0112023j 0.0026346+0.0190602j 0.000402802+0.0495821j -0.0324889-0.0106664j -0.00662509+0.013885j 0.0272865+0.0295251j -0.0145645+0.0344626j -0.00425163+0.0489154j 0.0370636+0.0208471j -0.0251719+0.025078j -0.0137199-0.0125074j 0.00389154-0.0216917j -0.0426744-0.00631798j 0.00208723+0.00612428j -0.00789332-0.0043689j 0.0432099-0.00232801j -0.00754179+0.0112799j 0.0120855-0.022854j 0.00936906-0.00653196j -0.00372173+0.0195048j -0.00214615+0.0122996j -0.00298264+0.00995048j 0.00350662-0.007104j 0.0097508-0.00722135j -0.00966959+0.00846266j -0.000101628+0.00351644j 0.00231989+0.0178638j 0.00614487+0.000635671j -0.00152551-0.00400891j 0.0168135-4.92197e-05j 0.00240602-0.0219956j -0.00352863+0.00357899j -0.00400648+0.0124732j 0.0040776+0.00327938j -0.00113336+0.00447077j 0.0110565+0.0186923j -0.00132573+0.00582221j 0.000817774-0.00341916j 0.00146149-0.0104688j 0.00817211+0.00499165j -0.000115427+0.00817795j -0.00674856+0.00605473j -0.0170896-0.00330349j -0.0032086-0.00115825j -0.000965941+0.0106919j 0.00392671-0.0187917j 7.26352e-05+0.00089348j -0.00947408+0.00192541j 0.00727953-0.00371752j -0.00134245+0.00397174j -0.00540287+0.00520957j -0.00898494+0.0209255j 0.000797931-0.0104535j -0.000126221-0.00782951j -0.00340115+0.00105371j 0.0147471-0.00491357j -0.00582125-0.00210965j -0.00667943+0.00856007j 0.00695458-0.00316836j -0.00134661+0.00918502j -0.00338254+0.00605461j -0.00933528-0.0087968j 0.00561706+0.00581216j 0.00394542-0.000411743j -0.00424904-0.0049456j 0.0154224-0.00840535j 0.00298035+0.00017649j -0.00372097+0.00010445j 0.00123184+0.000382978j -0.00212675-0.00479382j 0.00348894-0.00170908j -0.00498518+0.0443926j 
0.0151465+0.0340763j -0.0220055+0.026178j -0.00401457+0.0106182j 0.00451536-0.0158679j 0.0534053-0.0894468j 0.0197537-0.0582928j 0.0713292+0.165149j 0.0433182+0.0926799j -0.0156255+0.0284078j -0.0887079-0.201473j -0.0296076+0.171885j -0.0557489-0.102845j -0.000659569-0.0486309j 0.00217572+0.00566192j 0.0247752-0.0742579j 0.0315805-0.0143197j 0.0664936-0.155208j -0.0244666-0.0081661j -0.00878069+0.0155997j 0.0315595-0.00930343j -0.0482465-0.059765j 0.000511942+0.0488712j -0.0395428-0.0115181j -0.0337104+0.0372589j 0.054176-0.0100798j -0.014674+0.00453962j 0.00526786-0.0284815j -0.284391+0.0341688j 0.0663144+0.0115199j 0.0324431-0.0069384j 0.0378457+0.00435243j 0.0365486-0.0151299j 0.0645694+0.0129314j -0.00409012-0.0167663j 0.00480746+0.0200636j 0.0316597+0.00133891j 0.00178039+0.00472856j 0.0102726-0.0107081j -0.0415864+0.00436855j -0.01546-0.0168437j 0.00876778+0.0248531j 0.00511968+0.0253041j 0.00255148+0.0212144j -0.00726729-0.00231947j 0.0161164+0.00276963j -0.0133939-0.0180602j -0.0132236+0.00075525j 0.0104108-0.0127238j 0.00519368-0.0124872j -0.00494151-0.0119944j -0.00625442+0.00478555j -0.00302236-0.0231176j 0.00248495+0.00874374j 0.00368815-0.00373932j -0.003652+0.00611834j -0.00840945+0.00903325j -0.00289026+0.00803699j -0.0104265-0.00373823j 0.00272763-0.00294156j 0.0113586-0.00616805j -0.00251544+0.00442216j -0.00405988+0.000351457j 0.000591558+0.0070181j 0.000124377+0.0142127j 0.00931127-0.0135654j -0.00622523-0.00987642j 0.0127936-0.0113268j -0.000849941+0.00414254j 0.00935819+0.000255973j -0.00369638+0.00962033j -0.011284-0.00271461j 0.00762418+0.000630251j -0.000426268-0.0042425j -0.00116223+0.0091416j 0.00648155-0.00221287j -0.00360181+0.0044096j 0.00175965+0.0037143j 0.00703788+0.0108635j 0.00499959-0.00129838j 0.00541666-0.00759118j -0.0094777-0.0106968j 0.00325221+0.00497711j 0.0032111-0.00986671j -0.000846381-0.0106168j -0.006678+0.0212418j -0.000577582+0.008682j -0.0115248-0.00292058j 0.00323089+0.00551116j -0.00811067+0.0106389j 0.00412293-0.000700245j 0.000280985-0.00199851j -0.000312306-0.00240461j -0.00782072-0.00325341j -0.00256544-0.00715252j 0.0073279-0.0162661j 
0.0291585-0.000824731j -0.0184588+0.0208937j 0.0177259-0.0126256j -0.0128213+0.0330287j 0.0279223+0.0785405j 0.119102-0.127868j 0.0903852-0.198136j -0.0115717-0.0568794j 0.0333327+0.0702406j -0.085474+0.0927553j -0.0434342-0.214473j 0.0175745+0.0534393j 0.0035348+0.0233928j 0.0243014+0.00202248j 0.0278305+0.154822j 0.0458295-0.0302929j -0.0337241-0.0119947j 0.0118182+0.0239157j 0.0196862-0.00586331j -0.0432668+0.0412926j -0.00204859+0.0129311j -0.0158262-0.0247447j -0.00399743-0.0639868j -0.0391374+0.0199265j 0.079912+0.00127793j 0.00924445+0.000859614j -0.00389031+0.0242j -0.35432-0.0394091j 0.0776258+0.0172646j 0.00344277+0.0186634j -0.0140991-0.00876925j 0.0844121+0.0252049j 0.0304561+0.00784996j 0.00275149-0.00493794j 0.021243+0.00166665j -0.0355922+0.0129605j 0.00413757-0.0114289j 0.0150592-0.0100551j 0.0110448-0.000720281j -0.00864628-0.00448856j -0.00545728-0.00357732j 0.0171044-0.00295411j -0.00211134-0.0255064j -0.00612838-0.0178166j -0.00458585+0.0121196j 0.0180586+0.000152606j -0.00304902-0.0133059j -0.00212077-0.0091268j 0.00476094-0.00607232j -0.00647173+0.0168479j -0.00681762-0.00586689j 0.00054041+0.00672529j -0.00593754-0.0149414j 0.00821965-0.00572925j 0.00935354-0.00115906j 0.00518691-0.0112886j -0.00237002+0.00184427j 0.00390821-0.00059653j -0.00802534+0.0101243j 0.0107141+3.68592e-05j -0.00486308-0.0103287j 0.00434044-0.00972537j -0.00147145+0.0109703j -0.00257+0.0113136j -0.00370286+0.0183919j -0.00183063-0.0113739j 0.0119244+0.00286439j -0.00555632+0.00231715j 0.00618541+0.00762909j -0.00680622+0.00705206j -0.0119779-0.00628355j 0.00560395+0.00598127j 0.000303238+0.00176832j 0.00530657+0.000158215j 0.0115066+0.00323316j -0.00214391-0.00954012j -0.00448847-0.00846173j 0.00528005-0.0196456j -0.00758668-0.00929005j 0.00254271+0.00508775j -0.000326139+0.0130433j 0.0160643-0.00153001j 0.00124223+0.00389006j 0.00133124+0.000538834j 0.0112878+0.000728467j -0.00160002-0.00432502j 0.00139181-0.0113864j -0.00826603-0.0150305j -0.000553134+0.00207246j 0.000787202+0.000578324j 0.00334069+0.00522336j -0.00396377-0.000209193j 0.00219504-0.000394068j -0.00293421-0.00613842j -0.000698032+0.0276926j 
-0.015816-0.0158627j 0.010825-0.0305636j -0.0180971+0.00254901j 0.018919+0.00352641j 0.00330308-0.0625625j 0.00299913-0.00963688j -0.00205095+0.028981j 0.00117389-0.285669j 0.00166674-0.197937j 0.00608038-0.340042j -0.0224894-0.16104j -0.0664269-0.0739267j 0.00838195+0.0323899j -0.00252781+0.00855286j 0.00102884+0.0232951j -0.013171+0.00646766j 0.0224152+0.00832896j 0.0184562-0.04116j 0.00279981-0.0323405j 0.0250967+0.0242082j 0.0157551+0.0160572j -0.000154743-0.0292489j 0.0257501+0.00976184j 0.00553799-0.00847214j -0.017168-0.0153435j -0.00627932+0.0124862j -0.00107432+0.00225375j 0.0429947+0.0285678j 0.000863343-0.0151777j -0.0103601-0.00302426j -0.0126764-0.0108371j -0.0100201-0.00168233j -0.000418254+0.00950152j -0.00910662+0.0101587j -0.00872525-0.0166718j 0.00166965-0.00961129j 0.00486877+0.00458026j -0.0133134+0.00847603j -0.0020458+0.00679701j 0.010361+0.0115391j 0.00293111-0.0107642j 0.013098+0.0128429j -0.00481548+0.00469195j 0.00270138+0.0160859j 0.000787553+0.0112999j -0.0027967-0.00657878j -0.000387506-0.00136862j 0.00344019+0.00121829j -0.0066673-0.00968117j -0.00831101-0.00999057j -0.000208598+0.00258978j -0.00520452+0.00196703j -0.0119572+0.0101673j -0.00176794+0.0047063j -0.00234679+0.00382092j -0.00288679-0.00369063j -0.0028306+0.00132215j -0.00419773-0.00252782j -0.00888584+0.00759393j -0.0102885+0.00430191j -0.0100595-0.00915124j -0.00609364-0.00187447j 0.0021057-0.00945639j 0.0420685+0.00104922j 0.00262681+0.00285434j 0.0146213+0.0363619j 0.00157491-0.0362306j -0.0156114+0.019433j -0.00774206+0.0294929j -0.00991224-0.00158358j 0.00108878-0.0094349j 0.00434218-0.00180572j -0.000773737+0.00157396j -0.0065742+0.0018064j -0.0064799+0.00583725j 0.0056916-0.00843144j 0.00337206-0.00541613j 0.00249009+0.00424967j -0.00192528-0.00451673j -0.000950059-0.00784193j -0.00158569+0.000750061j 0.00207103+0.00286614j 0.00110325+0.00518685j -0.00171026-0.00152978j -0.00424247-0.0126732j 0.00368398+0.00591957j 0.00372112+0.00656675j 0.00326148+0.00650537j -0.000133217-0.0022529j -0.00119935-0.000369654j -0.00134173-0.00150063j 0.00243531+0.00475634j 0.00321589+0.00191639j 0.000943747-0.00362535j -0.00208005+0.0122667j 
