0.000541814-0.00213789j -0.00284786-0.00123979j -0.00082484+0.0039494j 0.00988168+0.0127029j -0.00170972-0.00129744j 0.00648387+0.0135006j 0.00314803+0.0109071j 0.00570489+0.013494j 0.00275322+0.00577502j 0.000375885-0.00230415j 0.00264555+0.0113065j -0.00256316-0.0139359j 0.00135479+0.0121865j 0.00264703-0.0125294j -0.00306237-0.00475005j 0.00191864-0.00366653j 0.000893516-0.00222983j 0.00645618-0.000327929j -0.00272296-0.000455237j -0.0133393-0.000561998j -0.00653539-0.000574705j 0.00520055+0.00145667j -0.0130288-0.00178331j -0.00750441-0.000554733j 0.00655256+0.00211513j 0.00128735+0.00186132j 0.00303151+0.000861302j -0.00056184+0.000552237j -0.0143142-0.00406196j 0.00676121+0.00267489j 0.00698992+0.00175524j 0.00275072-0.00024692j 0.00791246+0.00437597j -0.0111314-0.00660175j -0.00643915-0.00819465j -0.00255694-0.00954075j -0.00821801-0.00139931j 0.00481239+0.00291196j -0.00268126+0.00424309j -0.00364409-0.00220484j 0.00165864-0.00133092j 0.00268244-0.0015628j 0.00257888+0.00338485j 0.00202139+0.00503756j 5.61596e-05+0.00527396j 0.0035087-0.00188898j 0.00420485+0.00093826j 0.00059101-0.000754692j 0.000162052-0.00703034j 0.00569505+0.00188959j 0.00223021-0.00512806j -0.00174896-0.00200393j -0.00660666-0.00218177j -0.00121175+0.000743679j -0.00419913+0.00430686j -0.0039388-0.00078306j 0.00535766+0.00141312j 0.00581451-0.00103163j 0.00293531+0.00128046j 0.000587954-0.000813576j 0.00166041-0.00143033j 0.00201808-0.0012253j 0.0021123+0.0033511j -0.00039062-0.00357608j 0.00179528+0.00135072j 0.00532406+0.00632234j 0.00134466+0.00106365j -0.00227265+0.00080685j -0.00396038+0.00216148j 0.00649096-0.00216717j 0.00277586-0.00350648j -0.00441546+0.000618012j 0.000160311-0.0040487j 0.00102403-0.00319278j -0.000541756-0.000953195j 0.0031368+0.00129125j 0.00452416+0.00490539j -0.00481199-0.000571068j 0.00367265+0.00359827j 1.91366e-05-0.0005424j -0.00332812+0.00364661j -0.00488521-0.00370809j -0.0031664+0.00234642j -0.00224824+0.00376278j 0.00205711+0.00452507j 0.0046263-0.00737532j -6.63118e-05+0.00163465j -0.00289364-0.00497189j 0.00145246-0.00333994j -0.00220762+0.00384357j 0.00312239-0.00231074j -0.00052217-0.000498485j -0.00300896-0.00056091j 0.00155732-0.00586214j 0.00247397-0.00179957j 0.000154771+0.00298524j 0.00167306-0.00225062j 
-0.00225874-0.00654676j -0.0074582+0.00158921j 0.008407+0.0111815j 0.00477899+0.000451924j -0.00579149-0.00277004j -0.0100061+0.000290123j -0.0014042+0.00621042j -0.0122431+0.0132429j -0.00305344-0.00517191j 0.000394098+0.000256941j -0.00324679-0.00519347j -0.00531274+0.00820606j 0.00731246-0.00133238j -0.00617644+0.00473643j -0.0013387+0.00070439j -0.00673913+0.00797173j 0.00604585+0.00567555j 0.00637329+0.00496855j 0.00115404+0.00480298j 0.00200324-0.00343576j 0.00242036+0.00116972j 0.00176398+0.00239426j -0.00111789-0.00335763j -0.00747872+0.00357203j -0.000373818+0.00836987j -0.000506618+0.00157982j -0.000649848-0.00437944j 0.00960572+0.00515228j 0.00217458-0.0158738j -0.00788868-0.00363615j 0.000535033-0.00116784j -0.00519011-0.008056j -0.00520115-0.0116492j -0.00335698-2.85141e-05j -0.00205788+0.00909121j -0.00268786+0.00720656j -0.00362285-0.00348368j 0.0019433-0.00355124j 0.00420523+0.0015495j 0.00105273+0.00277135j -0.00135827+0.00143909j -0.00259527-0.00195087j -0.00201352+0.000672256j -0.000712966+0.00192328j -0.000173804+0.00342699j -0.00184039+0.0012066j -0.00237176-0.00300156j -0.00243497-0.00182728j -0.00161685+0.000518507j -0.00143118-0.00150725j -0.00110287+0.00350258j -0.00268831+0.00138119j -0.000762441+0.00172558j 0.00189223+4.50885e-05j 0.00494848-0.000650507j -0.00383711+0.00100468j 0.0040643+0.00137996j -0.000544715-0.0029354j 0.00236255-0.000561013j 0.00146627-0.00153929j -0.00548537-4.53382e-06j -0.00240392-0.00348506j 0.00351073+0.00236697j -0.00217006+3.19906e-05j 0.00220901-0.00474847j 0.00190104+0.000852542j -0.00197521-0.00154101j -0.0049692+3.09984e-05j 0.000881885-0.000133833j -0.003985-0.00193717j 0.00222176-0.0057056j 0.0029455-0.0012547j 0.00458405-0.00557829j -0.00045796-0.00136196j -0.000280797+0.000285892j 0.00227788-0.000125085j -0.000881115+1.75914e-05j 0.000837077-0.00327083j 0.0056652-0.00127392j 0.000252451+0.000162535j -0.00327118-0.00355574j 0.0027181+0.000407484j -0.00150795-0.00451974j -0.000289814-0.00115704j -0.00311345-0.00209061j 0.00301657-0.00378128j 0.0025438-0.000893545j 0.00278718-0.00533126j 0.00146853-0.00200808j -0.00691356-0.000515926j 0.00649328+0.0101249j 0.00277837-0.0023833j 0.000730236-0.00318407j -0.000934615-0.0029864j 0.00159136+0.003553j 0.0014597+0.00252116j 0.000838279+0.00289815j 
-0.00174137+0.00277157j 0.00506711+0.00345124j 0.00597829-0.00769565j -0.00220092-0.00433503j 0.00171678-0.00124526j -0.00683615+0.00760226j 0.0129759+0.00196733j 0.0165051-0.00200972j 0.00272338+0.00428299j -0.00651949-0.00590918j -0.0201136-0.00381393j -0.00537744-0.0070808j -0.00456936-0.0069555j 0.00426015+0.00404066j -0.00658828-0.00788009j 0.00782725+0.0013989j -0.000316647-0.0077956j 0.0040448-0.00647132j 0.00478962-0.000934146j -0.00050649-0.00463033j 0.0012525+0.00115154j 0.00551242-0.00602246j -4.35762e-05-0.00117158j 0.000876096+0.00643779j 0.00604887+0.00430796j 0.00337549-0.000490322j 0.000737491+1.27656e-05j 0.00378327-0.00585108j -0.0121892-0.00145255j -0.00418237+0.00363889j 0.000249119+0.00234171j -0.000686698-0.00145896j -0.0140858+0.00128904j -0.00218371+0.00235615j 0.00368663+0.00232193j 0.00494796-0.00131593j -0.00191522+0.000700785j -0.00389698-0.000948084j 0.00147092-0.00490114j 1.91303e-05+1.23644e-05j 0.000558762+0.00158004j -0.0042188+0.00520914j -0.00286414-0.000799277j 0.00312687-0.000779181j 0.00153931+0.00303797j 0.00436655-0.00104884j -0.000231165+0.000539151j -0.00141901+0.00462544j 0.00123932-0.00144795j 0.000612424+0.000641503j -6.53721e-05-0.00288121j -0.0019421+0.00346946j 0.000307072-0.00102765j 0.00336734-0.00019572j 0.00355601+0.00195596j 0.00152137-6.48379e-05j -0.00111109+0.00141152j -0.00667924+0.00423351j 0.000954413+0.00102817j -0.000185789+0.000315556j -0.0044217-1.8362e-05j -0.000452922+0.00129923j 0.00394597+0.0030881j 0.00271718-0.0011559j -0.00735697-0.00292637j -0.00180258-0.00129997j -0.00186086+0.000710044j 9.67376e-05+0.00371561j -0.00499896+0.00509774j -0.00387394+0.00175449j -0.000826547+0.00189259j -0.001949+0.00185552j -0.00229471+0.00209588j -0.00660524-0.000573535j 0.00398501-0.000612652j 0.00510384+0.00219271j -0.00409781-0.00057323j -0.00454421-0.000450569j 0.00272875+0.00100695j -0.00423325+0.00221404j -0.00308621-0.00136521j -0.00131721+0.000401512j -0.00238304-0.0049423j 0.00222551-0.000201855j 0.00387708-0.000450062j -0.0033526-0.00180908j -0.00772237-0.00608643j -0.000877062+0.003878j -0.0087731+0.00263653j -0.000530095+0.00420732j 0.00570108+0.00119346j -0.00246089-0.001355j 0.000872088+0.0037436j 0.0025054-0.00160371j 0.00130617+0.00269119j -0.00106909-0.000514258j -0.000591906-0.00151892j 
-0.00138606+0.000403362j -0.000138909+0.000538473j 0.00446154+0.000233725j 0.00166056+0.00247309j -0.0014044+0.00158027j -0.00237214+0.0059814j 0.00285506-0.000835492j 0.0010311-0.00469427j -0.00503182-0.00579576j -0.00423952+0.0100152j -0.00321907+0.0120077j -0.00579107+0.011378j -0.00631611+0.008953j 0.00177229+0.00499683j -0.0104391+0.0109416j 0.00458091+0.00331188j -0.000664587-0.000822207j 0.000592271+0.000901933j 0.000363198-0.00315556j -0.00093302-0.0036133j 0.000351037+0.00132769j 0.00209131+0.000882829j -0.0010666+0.00251741j 0.00203842+0.00505777j 0.00276983-0.00692941j 0.00026136-0.00113283j -0.00237366-0.00599569j 1.86857e-05-0.00403044j -0.00523348+0.00380681j -0.00145022+0.00902679j -6.79821e-05-0.000587878j 2.43909e-05+0.00402762j -0.00322488+0.00317143j 0.001457+0.00295132j 0.00914241-0.00623605j -0.00359413-0.000638402j -0.00622777+0.00317425j -0.0027333+5.91657e-06j -0.000295341-0.00392311j -0.000267484+0.00391128j 0.00210493-0.00477117j 0.0033341-0.00157716j 0.00198797+0.00464507j -0.00369495-0.000409047j -0.00137613-0.00312894j -0.00268912+0.00298592j -0.00514711+0.00151277j -0.00296659-0.00103843j -0.00305725-0.00155513j -0.00182929+0.00179309j 0.000191865+0.000797964j -0.00202965+0.00306693j -0.00107247+0.00178026j 0.000509697-0.000980007j -0.00146495-0.00441422j -0.00065563-6.73792e-05j 0.00159814-0.00273911j 0.000747593+0.00181064j -0.00276405+0.00419855j -0.000981923-0.00106443j -0.00233192+0.00290432j -0.00353656+0.00421254j 0.00236494-0.00237039j -0.00192469+0.00333856j -0.0021463+0.00653905j 0.00140598-0.00131932j 0.000650472+0.00188868j 0.000163674+0.0030059j -0.00112847+0.000875179j -0.00340513+0.000782703j 0.00424551-0.000471656j 0.00335005+0.0014112j -0.00139369-0.000111085j -0.0037392-0.00172762j 0.0019837-0.00101717j -0.000502476-0.00446882j 0.000375323+0.00379421j -0.000593307+0.00557369j -0.00177011-0.0050265j 0.0020156+0.000949094j -0.00328888-0.000756216j -0.00242761-0.000558874j -0.00453808-0.000501233j -0.000381084-0.00122254j 0.00350049-7.13055e-05j -0.0019631+0.00268124j 0.00419756+0.00594314j 0.00472384-0.0025205j 0.000939064-0.00288863j -0.00191091-0.00177229j 0.002755-0.00189553j -0.00906334-0.00193474j -0.00153865-0.0015522j -0.0042032-0.00297143j 0.00138759-0.00309586j 0.00123604+0.00420909j -0.00413467+0.00398704j 
-0.00158743-0.000771411j -0.00026383+0.001276j 0.00453807+0.00405886j 0.00474612+7.59652e-05j 0.00440216+0.00548666j -0.00691315-0.00791325j -0.00184439+0.0132442j 0.00322519+0.00468558j -0.00866251+0.00261362j 0.00329695+0.00219663j 0.00973077-0.0157345j 0.00296739-0.0049837j 0.00163498+0.00587967j 0.00139543+0.00440581j 0.00371033+0.00113977j 0.0028452+0.0048738j 0.00139664-0.00105733j 0.00250551+0.00102574j -0.00192127+0.00230992j 0.00295461+0.00154346j -0.00391114+0.00266793j 0.00697129+0.00838702j 0.00280887+0.000673651j -0.00284052-0.00153534j -0.00322748-0.00191598j -0.0034847+0.0047703j -0.000764691+0.00609653j -0.000939662+9.35794e-05j 0.000707365-0.00485957j 0.000931562-0.00332863j -0.00193396-0.00204681j 0.00482562+0.00462864j 0.00303278-0.0129491j 0.000119457-0.00316578j -0.00116811-0.00222651j 0.000115475-0.000798156j 0.00587337-0.00238067j -0.00252113-0.000840249j 0.000366612-0.00328988j -0.000368126+0.00540335j -0.00240521+6.13722e-05j 0.000595248-0.00198122j 0.00179768-0.00111679j -0.000594551-0.00124015j -0.00310124-0.000984008j 0.000561679+0.00058546j 0.00182774-0.00299859j -0.00501212-0.00160615j -0.00061743-0.00407447j 0.00212186-0.000466698j 0.00183809+0.00053831j -0.00628895-9.17253e-07j -7.69015e-05-0.00298778j -0.000875771+0.00214509j -0.000987186-0.000416732j 0.00267398-0.00130094j -0.00552359-0.000700011j -0.00317148+0.003514j -0.0013524+0.00202037j 0.00124016+0.00376554j -0.000843588+0.00149844j -0.00289292+0.00169331j -0.00104814+0.00447014j 0.0013434+0.000166813j -0.000508073+0.00217019j -0.00105623-0.000753262j 0.00410053+0.00126771j 0.00319762-0.00375159j -0.00664721+0.00206571j -0.00288717-0.00172927j 0.00275715+0.0032129j -0.00380705+0.00544959j 9.26828e-05+0.00225781j -0.00160013-0.00137878j 0.00339063-0.00376386j 0.000953096+0.00068928j 0.000848084-0.000622584j -0.00125619+0.00336779j -0.000363192-0.00142487j -0.00310681-0.00325953j -0.000525448-0.000151793j -0.0056723+6.07289e-05j 0.00487845-0.00296404j -0.00118318-0.00046173j 0.00650668+0.00539351j -0.000385353+0.00244563j -0.00191338+0.000348837j 0.00426617+0.00343919j -0.0025907-0.00749802j -0.00291118-0.00111692j -0.00375532+0.000174331j -0.0030146+0.00226606j 0.00407907+0.00186421j 0.000789067-0.00402443j 0.00119448-0.00113691j -0.00102679+0.00332465j -0.00346406-0.000617993j 
-0.000146677-0.00160217j -0.000470942-0.00267017j 0.00358875+0.00123438j 0.00271248+0.000987455j -0.00925063-0.0005158j 0.00396279+0.00508119j -0.00314698-0.0106891j -0.00821964+0.00276159j -0.00354378-0.00613289j -0.00375449-0.00155077j 0.00267058+0.0206715j 0.00070647+0.00883893j 0.00273806-5.55837e-05j 0.001574+0.00505357j 0.000672756+0.0106279j 0.000575439-9.22507e-05j -0.000552932+0.00407894j -0.00290913-0.000164774j -2.14856e-05-0.00105978j -0.000492671+0.00201679j -0.000924555-0.00268569j -0.00849816-0.00415588j -0.00637177-0.00293904j 0.000832264-0.00129513j 0.00684351-0.000447198j -0.00192572-0.00343915j 0.00486799+0.000680042j -0.00297061-0.00144529j 0.000322887+0.00148211j -0.00389164-0.00253651j 0.000978692+3.32443e-05j -0.00632869-0.00485459j 0.000474415+0.00570915j 0.000720346+0.00201901j 0.00355614+0.00651656j -0.00146146-0.00429577j 0.0038147-0.00403594j 0.00178895+0.00283118j -0.00399573+0.00217346j 0.000833578+0.00241064j 0.000758142+0.00180311j 0.00489975+0.0016244j -0.00303027-9.64497e-05j -0.00442576-0.00535833j 0.00324095-0.00212623j -0.00198566-0.0035943j -0.00197266-0.00251783j 0.00359249-0.00394411j -0.00154737-0.00245329j 0.00261023-0.00394138j -0.0045788-0.00138772j 0.00351822+0.00154739j -0.0027645-0.00126136j 0.00119028-0.00245366j 0.00330083-0.00224285j 0.000770923-0.00299569j -0.000128099+0.00139837j 0.00228286+0.00555582j -0.00243664-0.003067j -0.000752711-0.000879689j -0.00394658+0.00207085j -0.00257279-0.00280979j 0.0029712+0.00174054j -0.000944116-0.00213026j -0.00332764+0.00521551j 0.00066681+0.00188119j 0.000400474-0.00465801j 0.00181463-0.00359236j 0.000974122+0.00394296j 0.00107755+0.00118965j 0.000839288+0.00304811j 0.00057731+0.0048002j 0.00543591-0.000957251j -0.00339272+0.00262839j 0.00178245+0.000465011j 0.000856039-0.0017343j -0.000104516+0.00217145j 0.0008612+0.00534818j 0.00516681-0.00240359j 0.00178413+0.00660668j -0.000355454+0.000219109j -0.00309914+0.000585266j -0.00490378-0.00106399j 0.00106471-0.00376155j 0.000444291+0.00262169j 0.000715973+0.000746302j -0.0042366+0.00442012j 0.00481885-0.00184491j 0.00418203+0.00678255j 0.00348283-0.00143844j -0.00125617-0.000512878j 0.000750921-0.000728106j 0.00442915-0.001878j -0.00127242-0.00728487j 0.00169894+0.000923056j 0.00115359+0.00439477j -0.00300558-0.00208162j 
-0.00168812+0.00124321j -0.000837712-0.000281007j -0.00290001+8.61248e-05j 0.0012687+0.000837615j 0.00540172-0.0116642j -0.00169087+0.00814807j 0.0117549-0.00616385j -0.0108583-0.00920387j 0.0048709+0.00520543j 0.0170457-6.46342e-05j -0.0151579-0.00121581j -0.00109444+0.00786171j 0.0108113+0.0065366j -0.00420722-0.00604204j 0.00287113+0.00686391j -0.000197743-0.00373752j -0.00148607+0.00146914j -0.0023876-0.000866163j -0.00158556+0.000150193j -0.000643089-0.00226545j 0.00311882+0.00291061j 0.00714235-0.0126002j 0.00433023-0.00640882j 0.00152843+0.000416746j -0.00669952+0.00362193j 0.00579964+0.000635944j 0.00575842+0.00263526j -0.00385456+0.000252707j 0.000598989+0.00703265j 0.00345477-0.00190817j -0.00179928+0.00246242j 0.01261-0.00906339j -0.0097531+0.000493033j -0.00324075-0.000977443j -0.00712771-0.00106623j -0.00286718-0.00109915j 0.00258384-0.0009388j 8.90346e-05+0.00451227j -0.00463746-0.000755018j 0.00290362+0.00011884j -0.000374014+0.000220428j 0.00163553-0.000154478j 0.00108348-0.00203241j -0.00100252-0.0002923j -0.00194907+0.00400873j -0.000633823+0.00126861j -0.00129432-0.00200208j -6.35869e-06+0.00541059j -0.00427319+0.00171047j 4.23776e-05+0.000820154j 0.00358992-0.00372336j -0.00243572+0.00768486j -0.00221617+0.000260499j 0.000691828+0.00011926j -0.00187198+0.00157444j 0.00129949-0.000854161j -0.00167225+0.00195311j 0.00410209+0.00186434j 0.000667525+0.00102979j 0.00546143-0.00219968j 0.00310409-0.00105111j 0.00230201+0.000910305j 0.000106148-0.000213194j 0.00149744-0.000537732j 0.003657+0.000412522j 0.000234197-0.000539908j 0.0053861-0.00344281j -0.00294832-0.00125355j 0.00152529+0.00220287j -0.00102266+0.00426815j 0.000378611-0.00303183j 0.00424389-6.06603e-05j 0.00102099+0.00143107j -0.000511264+0.00113166j -0.00541278-0.00167975j -0.00179213-0.00216812j 0.00128336+0.00112937j 0.00284155+0.00282006j -0.00265677+0.00206947j -0.0064429+0.00164616j 0.000403173+0.00189299j 0.00126135+0.00119481j -0.00121343-0.00314568j 6.54648e-05+0.000638978j 0.00309468-0.00461674j 0.00406717+0.00321821j 0.00546727+0.000940795j 0.00396109-0.00295529j -0.00702867+0.00455107j -0.000964779+0.00454182j -0.00212583+0.000359465j 0.000636754+0.004059j 0.000286243-0.00158793j -0.00141198-0.000792626j -0.000903593-0.0012462j 0.00128438+0.00234186j 0.000788777+0.000189017j 
-0.00224472-0.00229088j -0.000568466+0.000714841j 0.00374783-0.00351574j 5.29737e-05-0.000259335j 0.00627693+0.0044799j -0.00397247+0.00133555j 0.0041955+0.00556866j 0.005862-0.00232655j -0.00523262+0.00392494j 0.000943847+0.0118409j 0.00282844-0.00765384j -0.00207801+0.00273074j -0.00200295+0.00406073j 0.00601761-0.00291639j -0.00166131+0.00436559j 0.000606557+0.000870298j 0.00393674+0.00248568j -0.0024917-0.00198298j 0.000726926-0.001811j 0.00456089-0.00168797j -0.00274851+0.00112645j 0.00453445-0.000541719j 0.000885569+0.00689992j -0.00164804+0.00172776j -0.000538935-0.0045037j 0.00428812+0.0038416j 0.00701882+0.00600293j -9.37778e-05-0.0069722j -0.00777571+0.00169466j -0.00364359+0.00208772j -0.00453782+0.00166506j 0.00114315+0.0145228j -0.00279278-0.00290967j -0.00209094+0.000409635j 0.00455362+0.00192179j 0.00371972-0.00681378j -0.00289734-0.00167428j 0.00170454+0.00257153j -0.00131206+0.00388184j 0.00363849-0.00324956j 0.00412155+0.0053814j 7.77855e-05+0.00550182j -0.00176846-0.000698277j -0.00123248-0.00175855j -0.00280958+0.000871332j -0.0044763-0.0013451j -0.000875666-0.00408978j -0.00425563+0.00133277j -0.00236396+9.86841e-05j -0.00460121-0.00386506j 0.00255218+0.00352598j -0.00219899-0.00300211j -0.00317897-0.00021598j -0.0008139-0.000803479j -0.0021796-6.48397e-05j -0.00214514-0.000324726j 0.000971723+0.00125922j 0.00372827+0.00316175j -0.00258081-0.00477524j 0.00252359+0.00127113j 0.00256837+0.00297276j -0.00127908-0.0034803j 0.00222128-0.00254723j -0.00210085+0.000477123j 0.00508741-0.000314173j 0.00249782+0.00124346j -0.000441053-0.000131439j -0.00455885-0.00529585j 0.00372232-0.000244348j -0.00229974+0.00208426j 0.00113871-0.000613824j 0.00437871+0.00337968j -0.000920972-0.00310496j 0.00397331-0.000490474j -0.00281919-7.42805e-05j 0.000993681-0.00200924j -1.99587e-05-0.000132211j -0.00112826+0.00174639j -0.0023479-0.00291079j -8.16429e-05-0.00236852j 0.00223658-0.000262089j 0.00411613+0.00272226j 0.000944476-0.00130056j 4.49733e-05-0.000985622j 0.00206537+0.00237899j -0.00172229+0.00212357j 0.00132173+0.00979946j -0.000133336-0.000452257j -0.0024658-0.00105645j -0.00371864+0.000527005j 0.000154335-0.00241696j 0.00441051-0.00421585j -0.000267413-0.00576517j -0.00121785-0.000182181j -0.000971965-0.000781113j 0.0011021+0.00103751j 0.0046441-0.00277594j 
-0.00164557+0.00246065j -0.00264626+0.00268961j -0.00532528-0.00557442j -0.00325887+0.00689609j 0.00496881+0.00528759j 0.0062898-0.000604034j -0.00632286-0.00172506j 0.00307218-0.011787j 0.000465553-0.00142451j 0.0060617+0.0168487j 0.0115094+0.00501721j 0.00508907+0.00866809j -0.00711842+0.0117114j -0.00127047-0.00863254j -0.00154521+0.00849789j -0.00299572-0.00295553j 0.00171834+0.000907426j 0.000302079-0.00376428j 0.000629192-0.00453855j 0.00100131-0.000105326j 0.0013389-0.000371638j 0.000560441+0.00249651j -0.00258285+0.00555505j 0.00111662-0.00168583j -0.00305269-0.00031753j -0.00147174+0.00469853j -0.000744336+0.00115262j 0.00127255+0.00247562j -0.00303654+0.00178213j 0.000807338-0.00197614j -0.000568425-0.000487753j -0.00768908+0.00144172j -0.000412799-0.0024956j -0.00257207-0.00304722j -0.00138358-0.00174958j 0.00162042+0.00103568j -0.000819199-0.00240143j -0.0015117+0.0011782j -0.00131928-0.000706853j 0.00293254-0.00166542j -0.00120611-0.000515388j -0.00400364+0.000339376j -0.00397339+9.17684e-05j -0.000981456+0.00457868j 0.0001406+0.000104953j 0.0015609-0.00220784j 0.00113817+0.00273632j -0.000711396+0.00366883j -0.00274044-0.000641309j -0.00028759-0.00258348j -0.00405284-0.00244092j 0.00188264-0.00260314j 0.000911197+0.000483463j 0.000871837+0.00376744j 0.00247301+0.00234303j -0.00381905-0.00145454j 0.00328617+0.00611157j 0.00087458+0.00204891j 0.00122867+0.00612583j -0.00223914+0.00460827j -0.00123578+0.0010828j 0.0015546+0.00713259j 0.0046715+0.000135953j 0.00307126-0.00398704j -0.00031958+0.00265885j -0.00139537-0.00291253j -0.00833498-0.000270085j -0.00266843-0.00170536j 0.00225979+0.00885321j 0.00114181-0.00105659j 0.000530926+0.0009676j 0.00359695+0.00152029j 0.000673979-0.000265183j -0.00302014+0.00288264j 0.0042871-0.00629019j 0.00235865+0.00643365j -0.00213127-0.00251636j 0.0037394-0.00311275j 0.00118676-9.71325e-05j 0.00618499+0.000632301j -0.00421078-0.000463946j 0.00116571+0.00568057j -0.00182556-2.5217e-06j -0.00308334+0.00182686j 0.00284622-0.00801638j -0.00105982+0.0013177j -0.00351688-0.000827957j -0.00322777-0.000993184j -0.000562524+0.00241938j -0.00123076-0.00176428j 0.00196879+0.00689204j 0.000855206+0.0029254j -0.000692568-0.00176838j -0.00400676+0.00104059j 0.00206054+0.00353853j 0.00355772-0.00101586j 0.00193743+0.00301186j 
0.00417066-0.000911104j -0.00109144-0.00155665j -0.00573087-0.00150836j -0.00368353+0.000510265j 0.00133697-0.00259238j 0.00099934+0.000585162j 0.000286639-0.000876466j -0.00090216-0.00451862j 0.00627008+0.000602238j -0.00186582-0.00135996j -0.00500114-0.0033091j -0.00450814-0.00284631j -0.00105351-0.00306791j -0.00253357-0.00497768j -0.00330607-0.00689199j -0.00236214-0.00272533j 0.000941734-0.00241611j -0.00211843-0.000334748j 0.000426024+0.000622136j -0.000257+0.000492769j 0.000406148-0.000683717j -0.000865393+0.00168316j 0.00136067-0.00400003j -0.00167856-0.00282227j 0.00160213+0.00700929j -0.00204633+0.000755434j -0.000825952-0.000435138j 0.00187105+0.00445192j -0.000705168-0.0030107j -0.00137233-0.00747188j 0.000895081-0.000514854j 0.00268909-0.00473208j 0.00300219-0.00335609j 0.00573506+0.00135138j -0.00522657+0.00518364j -0.00251492-0.000265372j 0.000727252-0.00430779j -0.00268156-0.000477661j 0.00306223+0.000671964j -0.00465494-0.000704339j 0.00522189-0.00197429j -0.00315514+0.00134882j 0.00092092-0.00257218j 0.00275767-0.00116769j 7.94888e-05+0.000784744j -0.00293624-0.00265498j -0.00154315-0.000550126j 2.63197e-05+0.000391508j 0.00183268-0.00260909j -0.00272041-0.00120873j -0.000435932-0.00102976j 0.000125326-0.00178302j -0.000493813+0.000588241j 0.00167609-0.000856749j 0.00125508-0.000304189j -0.00171921-0.000213219j 0.00125654+0.00354249j -0.00222734+0.00462911j -0.000347694+0.000204624j -0.00299068+0.00218597j -0.00158917-0.00210271j -0.00274431+0.00148615j 0.00186705+0.000790077j -0.00304772-0.00319029j -0.00453385+0.00108483j -0.00136628+0.000493282j -0.00452149+0.00281541j -0.00257418+0.00313233j -0.0046222+0.00566298j -0.00119047-0.00208986j 0.00408651+0.00378416j 0.0012296+0.00329662j -0.00157864+0.000157657j 0.000127883-0.00163193j 0.00388567-0.00112107j -0.000374427+0.00124045j 0.00282077+0.00231596j -0.0031071+0.00055616j 0.000890815-0.000264101j 0.00168507+0.00149713j -0.00239193-0.00322362j -9.3194e-06+0.000847027j -0.00508351-0.00128347j 0.000902596+0.00012403j -0.000231927-0.00223683j -0.00371585-0.00425652j -0.00402218+0.00363247j 0.000580069+0.00178568j -0.000172852+0.00136747j -0.00163646-0.00306279j 0.00108655+0.00356075j -0.00398647-0.00688305j -6.66545e-05-0.000328021j 0.00399918+0.00266688j -0.0044029+0.00123359j -0.00150285+0.000506598j 0.00621496+0.00157734j 
0.00719095+0.000787881j 0.00728448-0.00449978j -0.00715936-0.00532059j 0.00259707+0.00357786j 0.000560913-0.00583094j -0.00699269+0.0026709j -2.38293e-05-0.0021543j -0.00471129-0.0183494j 0.00411782-0.00347923j -0.003093-0.00377115j 0.00118075+0.00261454j -0.00537666-0.00626696j 0.00602786+0.00771417j -0.000533548-2.71344e-05j -0.000630226+0.00348914j 0.00218944-0.00571278j -0.00958633-0.00500751j -0.000343416-0.00366313j 0.00158151-0.0039032j 0.00122383-0.00231972j -0.000792911-0.00109443j 0.00330347+0.00312953j 0.000439234-0.000264896j -0.00043044-0.00290584j 0.00719848+0.00834819j -0.00254843+0.00342339j -0.00499353-0.00326484j 0.00456369+0.00354412j -0.00639648-6.37076e-05j -0.00494769-0.00384914j 0.00394366-0.00220084j 0.000440099-0.0042928j -0.000489064-0.0069887j 0.00284277-0.00168714j 0.00303789+0.00342065j 0.000238952+0.00142412j -0.00150043-0.000900522j -0.00445542-0.00147473j 0.00441095-0.00607359j -0.00360774+0.00247072j -0.00437421-0.00230558j -0.00244791+0.0019912j -0.000428072+0.00139418j 0.00237677+0.00021753j -0.0023683-0.00350949j -0.000540505-0.00276124j 0.00551798+0.000829174j -0.000664246-0.00155134j -0.00116925-0.00358242j -0.00296892-0.00213845j -0.00328009+0.00168935j -0.00301007+0.00215319j -0.0046067+0.0010195j 0.00074796-0.0061458j 0.00194378-0.00236401j -0.00175055+0.00254543j 0.00605254-0.000117682j 0.00454448+0.00145715j 0.00468575-0.00182892j 0.00303425+0.00340987j 0.0012927-0.00294054j 0.00987503-0.00145065j 0.00150357+8.10747e-05j -0.00156134-0.00289805j 0.0030427+0.00714259j 0.00121095+0.00388021j 0.00347318+0.00304205j 0.00475586+0.00228909j 0.00727219+0.00285265j -0.00529067+0.000156797j 0.00356683+0.00141764j 0.00383264-0.00231271j 0.0017164+0.000319442j 0.0022645+0.00213698j -0.00362044-0.00265878j 0.00533885+0.000774645j -0.0073402+0.00141527j -0.00298904-0.0038797j -0.00108687+0.000711114j -0.00242186+0.000731888j 0.0032814+0.00398385j 0.00578825+0.00433598j 0.000604966+0.0070016j 0.00302095-0.000529558j -0.00280056-0.00118027j -0.00189396+0.00264701j -0.0012526+0.0069933j 0.00335744+0.00348092j 0.000962004-0.00280974j -0.00255326-0.00270178j 0.00568281+0.00229511j -0.00070686+0.00308889j 0.00221073+0.000801818j 0.00355323+0.000641908j 0.00492614+0.00232384j -0.00478325-0.00234455j -0.00133405-0.000753837j 
