-0.00774753+0.00594094j -0.00979207-4.9644e-05j 0.00737114-0.0025076j -0.00612511+0.000402227j 4.25824e-05-0.000860115j -0.00765899+0.00397203j -0.00975904+6.30173e-05j 0.00685037-0.00197632j 0.00155153-0.00396138j -0.000682351+0.00134499j 0.00851417-0.001424j -0.00861403+0.00207884j 0.00383041-0.00260695j -0.00779755+0.00405665j -0.00670874+0.00176488j 0.000287108+0.0013247j -0.00558451+0.00351913j 0.00411812-0.000134802j -0.0023329-0.000864861j 0.00969217-0.00379894j 0.00609889+0.00208894j -0.00168144+0.00261197j 0.000436392-0.000846051j 0.00964059-0.00117709j -0.00581184+5.83497e-06j -0.000913176+0.0019689j -0.00952191-0.000692065j -0.00317829+0.00114647j 0.00351432-0.000519667j 0.0114518-0.000109782j 0.0011969+0.00248564j -0.0104551-1.72129e-06j -0.00195611-0.000939303j 0.00718669+0.00129683j -0.002702+0.00255376j 0.00102404-0.00327148j -0.00495514-0.00289868j 0.000379887-0.000248774j -0.00549816+0.00130661j -0.00433446-0.00205889j 0.010183+0.0037579j -0.00117891+7.56135e-05j 0.00436843+0.00342865j -0.00233901+0.000403925j 0.00935414+0.0015244j 0.000535842-0.000748723j -0.00123644+0.00084991j -0.0062195-0.00549816j 0.00437204-0.00203301j -0.00337923+0.00118038j -0.00818435-0.00364091j 0.00393309+0.00181376j 0.0069451+0.00368878j 0.00158884+0.00126186j -0.0114311-0.00143337j 0.00474645+0.00685971j 
-0.000858857+0.000375419j 0.00198173-0.00217965j 0.00282346-0.000612932j 0.000867599-0.00168347j 0.00223508-0.000454307j 0.000897434+0.00589154j 0.000331433-0.0020594j -0.0033394+0.00269504j -0.00155526+1.33298e-05j -0.00318023-0.000252754j 0.00249401+0.00138309j 0.00241472-0.000783595j -0.0037996+0.000521935j -0.00508115+0.00418058j 0.00214271-0.00473624j 0.0041753+0.000340179j 0.00452756-0.00201532j 0.0129794-0.00196879j -0.000568734+0.00132994j 0.00477924+9.16035e-05j 0.00316715+0.00142439j 0.00357631-0.00133554j 0.00444527-0.00112423j -0.00499491-0.00311361j 0.00832303-0.00255202j -0.00471757+0.00129518j -0.00673577+0.0017169j 0.00131199+0.000118243j 0.00241627-0.00618325j 0.00228756+0.00119405j 0.00290246-0.003725j 0.00839623-0.00387047j 0.000666356-0.000726797j 0.00591735+0.00165267j -0.0020034+0.000490734j 0.00450141-0.00144881j -0.000599759-0.000499369j -0.00146421-0.000103391j -0.0112432+0.0010216j 0.00686916+0.00219337j -0.00537787-0.00389159j -0.000777169-0.000583805j 0.00937243-0.000159558j -0.0021431+0.000962503j -0.00479611+0.000860565j -0.00210764-0.0012741j -0.00120864-0.00153155j -0.000645915-0.00330009j 0.000845726+0.00117112j 0.0049611-0.00309385j -0.000553263+0.00386662j -0.00159972+0.00120296j -0.000286412-0.00128908j 0.000267883+0.00191384j 0.000996779-0.000109529j 0.001531-1.76576e-05j 
-0.000107092-0.000732265j -0.000619488+0.000808854j -7.92349e-05+0.000436115j -0.000214788+0.00241881j -0.000935379+0.000556601j 0.00133297+0.00112618j -0.000850922-0.0012856j 0.00214067+0.0027617j 0.00242502+0.00436395j -0.00166908+0.00568977j 0.000895064+0.00562917j 0.000691436-0.00612614j 0.00198497-0.00391286j -0.000875535-0.00752837j 0.00197001+0.00498044j 0.00105332+0.00266719j 0.00173818+0.00147479j -0.00112243+0.00155791j -5.59069e-05-0.00246926j -0.00196948+2.74658e-05j -0.00468337+0.00787564j -0.00251874-0.000938108j 0.000422682+0.00800052j -0.00127611+0.00608853j 0.0022981-0.000695524j 0.00218081+0.0017787j 0.00133128-0.00367197j 0.000487578-0.00046528j -0.00325134-0.0034719j 0.000640961+0.000413167j -0.00183473+0.00302165j 0.00238995+0.00808527j -0.00211912+0.00768715j 0.00113829-0.000841626j 0.0019528-0.00301506j 0.00409158-0.00404026j 0.00089001-0.00255753j 0.000153187-0.00485973j 0.000826859-0.000342583j -0.00551176+0.00527145j -0.00059907+0.00104313j -0.00016474-0.000812792j 0.00229032-0.00110229j -0.00155418-0.000530596j 0.00714559-0.00701879j 0.00450176-9.22962e-05j 0.00381311-0.008822j -0.00445903+0.00407119j 0.00127951-0.00473636j 0.00179381-0.00273802j -0.00145711+0.00435611j 0.000407245+0.00117047j -0.000312725-0.000117134j -0.00143401+0.00256678j 0.00015521+0.00076775j -0.00066942-0.000723199j 
0.00077415+0.00077278j 0.00109788+0.00132281j 0.000185587-0.000358405j 0.000317447+0.000238646j -6.66808e-05+0.000859586j -0.000405112-0.00537714j 0.00023873+0.0041864j 0.000162784+0.000814907j 0.00102312-0.000850176j -0.00390944+0.00427357j -0.00213154+0.000410423j 0.0015041-0.00188775j 0.00456962-0.00123618j -0.00225603-0.00262998j 0.00116558+0.000996297j 0.00388109-0.00470203j 0.00540105-0.00101634j 0.000165271+0.000171114j -0.00178956-0.00341508j -0.000253346-0.0019099j -0.00250312+2.49939e-05j -0.000897167-0.0011279j 0.00049527-0.00411921j 0.00156176+0.00171916j 0.0049332+0.0006966j 0.000632565-0.0024908j -0.00102578+0.0029617j 0.000612029+0.00278464j -0.00378199+0.00520863j 0.00428183-0.000960058j -0.0030851-0.0003732j 0.00320302+0.0022148j -0.000316238+0.00108867j 0.004876-0.00125288j 0.000995559-0.00218247j 0.00355829-0.00165085j -0.00506405-0.00265345j -0.00154313-0.00163745j 0.000783949-0.00133474j 0.00279003-0.00360939j -0.00386003-0.00153869j -0.00501167+0.00174991j 0.00229343+0.00131547j -0.00333402-0.00109711j 0.00250744-0.00166441j 0.00485571+0.000917761j 0.000260679+0.0011094j -0.00177086+0.00136533j 0.000443549-0.000196258j -0.0041962+0.00481134j 0.00256373-0.00410824j 0.00111652-0.00143404j -0.000484939-0.000220016j -0.00018768+0.000851914j 0.000490174-0.0010644j 3.72653e-05+0.000789254j 
1.51284e-05-0.000427079j -0.0001829+0.00139651j -0.000144573-0.000765305j 0.000143933+0.00097653j -1.67608e-05+0.0010257j -0.000209909-0.00268433j -0.000311952+0.000875754j 0.00058012+0.000270494j 0.000796242-6.38343e-05j -0.00144544+0.00140974j -0.00126625-0.00218005j 0.000211027-0.00184931j 0.00292178+0.00118431j 0.000488148-0.000721519j 0.000613191-0.00100812j 0.0015238-0.00805987j 0.00477643+0.00323419j -0.000530896+0.00629712j 2.09054e-05-0.00289214j 6.72108e-05-0.0115288j -0.00276047-0.00451982j -0.00130884-0.000523628j -0.00082821-0.00320262j 0.00218527+0.00179204j 0.00260602-0.0065129j 0.00190745-0.00525279j 0.000203458+0.00566199j 0.00126062-0.00280858j -0.00233812+0.00606881j 0.00217443+0.00259663j -0.00265376+0.00483756j 0.000925502+0.000517461j -0.000839227+0.00385375j 0.00194098+0.00441906j 0.00233547-0.00195203j 0.00159076+0.00230453j -0.00355918+0.000851472j 0.00234169-0.00751783j 0.000321287+3.42158e-05j 0.00326146-0.00699129j -0.00359032+0.00160309j -0.00644255+0.00750683j 0.00060467+0.00198321j 0.00297138-0.00902421j 0.00169658+0.00091255j -0.000899356+0.00172709j -0.00323368+0.00320677j -0.0022203+0.00398825j 0.000938376-0.00229865j -0.00194519+0.00304665j -0.000445076+4.14987e-05j 0.00151009-0.00149541j -0.000451884+0.000563188j 0.000217764-0.000667197j -0.000112016+0.000203501j -0.00115194+0.000859568j 
-1.72372e-05+0.000332141j 0.00113926-0.000110783j 0.000943183-0.00268692j -0.000270833+0.00118091j -0.000759132+0.00205599j -8.01842e-05-0.00455526j 0.00307138+0.00164392j -0.00186263+0.00596143j -0.00218179+0.00372892j -0.000542279+0.00248822j 0.000145078-0.000344405j -0.0013846-0.00494938j -0.00520959+0.00405286j -0.00197858-0.0021303j 0.00169736+0.0007614j -0.00662932+0.00376072j -0.00279258+0.00284799j 0.00901975-0.00193455j 0.00352506-0.00770672j -0.00520744-0.00248655j -0.000151511+0.00183856j 0.00290086-0.00415403j 0.00422453-0.000550371j -0.00579347+0.00469416j 0.00356087-0.00534242j -0.00700564+0.000323435j 0.00186142+0.00268544j -0.00355925+0.00110843j -0.000429529+0.00244252j -0.000988236-0.000554761j 0.00513645-0.000855283j -0.00578788+0.00638495j -0.000430796+0.00319638j 0.00142554-0.00249797j 0.00069459-0.0034944j -0.000537364-0.00436051j 0.0107801-0.00276322j -0.00590805-0.00487292j -0.00878906+0.0014128j 0.00300987-0.000511152j 0.00333531+0.00170595j 0.00278719+0.00483897j 0.0044298-0.00221338j -0.00165278-0.00170913j 0.00368974-0.00264036j -0.00142601-0.000117233j 0.00135815-0.00107698j -0.00441586+0.00354694j 0.00355164-0.0029583j -0.00125685+0.00320189j 0.000536595-0.00182791j 0.001824-0.000886365j -0.00244428+0.00024324j 0.000341009+0.000961546j 0.000506755-0.000371463j 0.000277511+0.000382937j 
9.69999e-05-0.000952779j -0.000461225-0.00326558j -0.00111143-0.0016352j -0.000552117-0.000510417j 0.00100474-0.00260381j 0.00117193+0.00294956j 8.16203e-05-0.00287301j 0.00186546+0.00192624j 6.15393e-05+0.00178705j 0.00169359+0.00499728j 0.0026353+0.00236125j -0.00109534-0.00273276j -0.000371368-0.00101119j 0.000301798+0.00544369j -0.0017053-0.00250818j -0.00021272-0.00358795j -0.00019616-0.00719168j 0.000560921-0.0094924j -0.0021462+0.00395607j -0.000413198-0.00175788j 0.00146833+0.00235842j -0.00274279-0.000179199j -0.00322463-0.00035718j -0.00221972+0.00245368j -0.000613024-0.00828258j -0.00135334+0.00562553j 0.00142006+0.00265346j 0.00287344-0.00281569j -0.000455715-0.00351384j 0.00124774-0.00343612j -0.00345745+0.000340799j 0.00196843-0.00740571j -0.000195318+0.000723244j 0.000901052-0.00621366j -0.00113836+0.0014186j -0.000123978-0.00465329j -0.00383997+0.00444104j 0.000170973+0.00275313j -0.000616999+0.00800212j -0.00169522-0.00308156j -0.00522155+0.00543019j 0.0025836+0.000937767j 0.00166438-0.0080673j -0.00080121+0.00430572j -0.000650918-0.000192154j -8.6892e-05-0.00196119j 0.000211115-0.00199786j -0.00175343+0.00155103j 0.000786688-0.00118467j 0.0038795-0.00478971j -0.000421929+0.00230646j -0.00138767+0.00148498j -0.000867487+0.001203j 0.00170946-0.000974891j -0.00142241+4.11956e-05j 0.00134251-0.0010477j 
0.00266505+0.00181987j 0.00189754-0.000182425j -0.00240536+0.000162635j -0.000802951-0.00087756j 0.00135176+0.000317271j 0.000637113-0.00155232j -0.001167-0.000527097j -0.0025833+0.000291114j -0.00189886+0.000756295j 8.85898e-05+0.00306512j 0.00187373-0.000920371j -0.00153394-0.00241293j 0.00218294+0.00269184j 0.00219103+0.0043785j -0.00548697-0.00247054j 0.000642855-0.00287656j -0.00311523-0.00410188j -0.00971254-0.00843458j -2.53741e-05-0.000477582j -0.00119321-0.00232661j 0.00304127-0.000370264j -0.00511891-0.00404763j -0.00298647-0.00489838j 0.00190617+0.00178059j -0.00287496-0.00579347j 6.78658e-05+0.00344623j 0.00228458+0.00577507j 0.000942107+0.00197659j -0.00390812-0.00077686j 0.000769261-0.00434402j -0.00540406-0.00433298j -0.00470062-0.00609193j -0.00643281-0.000715196j -0.00161298-0.00563076j -0.00165045+0.00175264j -0.00701081-0.00445205j -0.00209645-2.84018e-05j 0.000156819+0.00373477j 0.00669138+0.00928163j 0.00115674-0.00522428j -0.00487814+0.0017596j 0.000586109+0.00233523j -0.00369347-0.00877817j 0.00182762+0.00420986j 0.00135131+0.00252059j 0.000696899-0.000175971j -0.00102761+0.00364977j -0.00212096-0.000173963j 0.00414048+0.00615124j -0.00335914-0.000372429j 0.000738069-0.000560655j -0.00215446-0.000922485j 0.000320405+0.00174167j -0.00204073-0.000622239j -0.00124498-0.00451766j 0.00220844+0.00233111j 
-0.00067253+0.000627948j -0.00109396-0.0027492j 0.000776516+0.000598439j -0.000862753-0.00108698j -0.00189149-0.00264466j -0.00178275-0.00295101j 0.00404506+0.00276952j 0.00256782+0.00288785j -0.000114782-0.00108161j 0.000557387+0.00529425j -0.0019488-0.000772213j 0.00119176-0.00188211j -0.00179598-0.00384713j -0.00140035+0.00434196j 0.00189949-0.00244095j -0.00457429-0.00946623j 0.00117948-0.00957075j 0.00653438-0.00606354j -0.00157762+0.00284004j -0.000967303+1.7901e-07j -0.00144041-0.00232308j 0.00279009+0.0020947j -0.00339194-0.00509125j -0.00257069-0.00117913j 0.00358203-0.00532246j -0.00262544+0.00172522j -0.000180756+0.0060089j 0.000494227-0.00103107j 0.00348881+0.00538614j 0.00388308-0.00657871j 0.00200406+0.00343231j 0.00290498-0.00716292j 0.00418292-0.00180861j 0.00366717-0.00769061j -0.000696524+0.000478398j 0.00546831-0.00374428j -0.00158418+0.00708474j -0.00320027+0.00181674j -0.00648281-0.000739521j 0.000406227-0.00748443j -0.00384848+0.00760113j -0.00151664+0.00356788j 0.00448321-0.00139432j -0.00517941+0.00294449j -0.00211948+0.00133886j 0.00274183-0.00318342j 0.00125682+0.00204529j -9.93112e-05+0.000829827j -0.00155468-0.00428649j 0.00163417+0.00469531j -0.000176226-0.00638455j 0.00201186+0.00111755j -0.000977506-0.0015241j 0.000783012+0.00136709j 0.00117403+0.00107743j 0.00107934-0.00434194j 
-0.0005936+0.00104211j 0.00156441+0.00210942j 0.0012949-0.00125932j 0.000516681+0.000467861j -0.000123148+0.00276347j -0.00145522+0.000215611j -0.00152502+0.00443788j -0.00344841-0.00440397j -0.000831945-0.00415026j 0.00338831+0.00225927j 0.00377265+0.00122456j -0.00248189-0.00106272j 0.000233977-0.00954116j 0.000505916-0.00536259j -0.00105462+0.00397247j -0.00331178-0.00568897j -0.00329303-0.00316351j -0.00153886+0.00958011j 0.00321375+3.68596e-05j -0.000786907-0.00230191j -0.00238113+0.00765554j 0.00362922+0.00133718j -0.00176537+0.00704753j 0.00309614-0.00328801j -0.000710797+0.00177666j 0.00379139-0.0108331j 0.00211505-0.00216707j 0.00126685-0.00361546j -0.00200257+0.00446488j -0.00253442-0.00105189j 0.000167309+0.00602643j -0.00253855-0.00180487j -0.00143714+0.00250309j 0.00119565-0.00114773j 0.00162639-0.00486537j -0.000764865-0.00525326j -0.000257171+0.0077975j 0.00329421-0.00598856j 0.00779229-0.00939501j -0.00474058+0.00452301j 0.00156562+0.00317248j -0.00254591+0.00587626j 0.000646136+0.000766658j -0.000630374+0.00048346j -0.0007057-0.00331222j 0.000793184-0.00407303j 0.000293858-0.0007698j 0.00155987+0.000396404j 0.000242167+0.00358718j -0.00133864+0.00116304j 0.00191023-0.000116437j -0.000932501-0.00125411j -0.000135275+0.000315456j -0.00107965-0.000194707j 0.000516968-0.000761678j -0.000597188+0.00299702j 
0.000618091+0.000431594j 0.000803167-0.000344224j -0.000673408-0.000406263j 0.000677088-0.000467746j 0.00170921+0.00038848j -6.71704e-05+0.000616502j -0.00132054-0.000674335j 0.0009069+1.2743e-05j 0.000834026+0.000307043j 0.00146506-0.000832287j -0.00277574-0.00189554j -0.00335431+0.00165797j 0.00204557+0.00173522j 0.00185868+0.000622907j -0.00373095-0.00068868j -0.00750296+0.00092254j 0.00238922-0.000537684j 0.00389901-0.00160613j -0.00238004-0.00216735j -0.0119641-0.00112493j -0.00341251-0.000110575j -0.00220826-0.00122061j -0.00242076-0.000638239j 0.0018332-0.00107438j -0.0107149-0.00221544j -0.00389279-0.000678538j 0.00775891+0.000557588j -0.00461603-0.00127191j 0.00327313+0.000494308j 0.000772067-0.000102299j 0.00377946-0.000631922j -0.00277448-0.000324819j 0.00436216+0.00134829j 0.00280498+0.000206307j -0.00197535-0.0008127j -0.000767674+0.00184599j 0.00266349-0.00108842j -0.00687832-0.00216276j 0.00319886+0.00350698j -0.00642256-0.00485255j 0.00401361+0.00255527j 0.00771582+0.00486991j -0.00236128-0.00235141j -0.00656147-0.00460528j 0.00109914+0.00100737j -0.000488514+0.00327769j 0.00243135+0.00509189j 0.00319503+0.0012775j -0.00144084-0.00106174j 0.000757241-0.000619075j 0.00158988+0.00182031j -0.00167168-0.00135318j 0.000558074+0.00101544j 0.000431201+0.000334399j -0.000491071-0.000985634j 0.000887633+0.0010356j 
-0.00153007+0.00361382j 0.000811027-0.00340904j 0.00332049-0.00467067j -0.000245525-0.00131045j 0.00036333+0.00249559j -0.00221916+0.00363234j -0.00110605+0.00234227j 0.000287427+0.00249219j -0.000490881-0.00141611j -0.00012761+0.000803392j 0.00525482-0.00306774j -0.00476816+0.00184522j 0.00422265-0.000780667j 0.00236892+0.00019195j -0.00350948+0.00274349j 0.00504582-0.00237095j -0.00196756+0.00184072j 0.00745263-0.00615693j 8.48661e-05-0.00390195j 0.00594596+0.00148136j -0.00320678+0.00170996j 0.00866558-0.00551452j -0.00268577-0.000540815j -0.00280553+0.00128366j -4.25671e-05-0.00243966j 0.00564695-0.00168324j 0.00100514+0.00040116j 0.00561751-0.00080485j -0.0029224+0.00112276j -0.0033295+0.00210896j -0.00100915-0.00417199j 0.0010286-0.000607156j -0.000977749+0.00108308j 0.0026972-0.00192013j 0.00162933-0.00328208j -0.000373663-0.0019685j 0.000305321-0.00481667j 0.00489563+0.00117988j 0.00453365+0.00136386j 0.0016859-0.00263722j -0.000157103-0.000358508j -0.00329112-0.000655213j 0.00421123-0.00432791j -0.00147669+0.00236365j -0.00587121+0.00103963j -0.00315028+0.000103302j 0.000900733+1.52698e-05j -0.000508722-0.000392241j 0.00251993-0.000992871j 0.00272749-0.000488287j 0.00336775-0.000975242j -0.000759449+0.000494241j -0.00348479+0.000633281j 0.000825979+0.000667423j 0.00201995-0.00133141j 0.00149655-0.000945079j 
0.000109692-0.000615908j -8.72534e-05-0.000818121j -0.00126801-0.000550397j 0.000459663+0.000190127j 0.000759838-0.00019897j -0.00171151-0.000797247j 0.00126493-0.000731921j 0.00167581+0.00117428j 0.000976012+0.00208489j 0.000854016+0.00128085j 0.000541227+0.000522198j -0.00121301-3.83105e-05j -0.000173074+0.00133374j -0.00161951+0.00106295j 0.00200893-0.000809137j 0.000799447+0.00237309j 0.00129406-6.17977e-05j 7.27073e-05-0.00267561j -0.0025465-0.0016693j -0.000366214+0.00149669j 0.00172282+0.000955306j -0.00183203-0.000288525j 0.000213884-0.00161388j 0.0011403+0.00227671j 0.000142729-0.00155467j -0.00135824+0.00266473j -0.000382845-0.000749763j 0.00101141+0.000175996j 0.00127132+0.00123227j 2.71089e-05+0.000228091j -0.000123509-0.00128883j 0.00218773+0.00265212j 0.000834092+0.000817379j -0.000689101-0.00115551j -0.00114763-0.000201755j -0.000824608-0.000778478j -0.00110004-0.00248337j -0.00189977+0.00248736j -0.00114233+0.0022387j 0.000822731-0.000523886j -0.000314898-0.000845889j 0.0015585-0.000710704j 0.000166813-0.00107586j -4.02772e-05+0.000803666j -0.000811387-0.00243383j -6.47158e-05-0.000563988j -0.00124185-0.00140838j 0.000954734+0.00212669j -0.00029706-0.00205416j 0.00160338+0.00095197j -0.000952007-0.000551762j -0.000215877-0.000329369j 0.00024108+0.000982567j 0.000583989-0.000130194j -0.000330384+0.000137084j 0.000249067-0.000649442j 
0.000614086-0.00184943j -3.22278e-05+0.00267813j -0.000625492+0.00214408j 0.000310735+0.00094963j -0.000653358-0.000736692j 0.00134208-0.00207338j 0.000618293+0.00130063j -0.00134551-0.00364707j 0.000316209-0.00122192j 0.00192189+0.00231935j -0.000173662+0.00312674j 0.00216279-0.00246024j -0.00376081-0.00604441j -0.00299439-0.00231297j 0.0036557+0.000121335j -0.00282209-0.00292151j -0.000205142-0.00414132j -0.00394103+0.00812271j 0.00123787+0.00335612j -0.000883044-0.00168112j 0.00212439+0.00394967j -0.00324876+0.0043875j 0.00201305+0.00391254j 0.00231534-0.0025235j 0.00286582+0.00203329j -0.00119417-0.00414326j -0.00174541-0.00118981j -0.00100691-0.0018119j -0.000350344+0.00162146j 0.00106796-0.0023349j 0.000163143+0.006113j 0.000979927-0.00167574j 0.000643406+0.000598581j -0.000753684-0.000607314j -3.70571e-05-0.000357659j 0.000871467-0.00291353j -0.00194431+0.00777678j -0.000471342-0.00320619j -0.00133144-0.0067858j -0.00135883+0.00503726j -0.000957266+0.00230305j -0.00100588+0.00262961j -0.000487648+0.00277735j 0.00132345+0.000368669j 0.00222976-0.0031976j 0.00262915-0.00403827j -0.0015398-0.00240809j 0.000281231+0.00028898j -0.00157638+0.00170585j -0.00205473+0.000770392j -0.00107242-3.42827e-05j 0.000787279-8.0286e-05j 0.00144122-0.000926201j 0.000212394+3.80259e-05j -0.00112412+0.000816323j -0.00143707+0.00137942j 
-0.00194515-0.000265148j -0.000361972+0.000759398j 0.000922998-0.000974484j -0.00161454+0.00102808j -0.00280948+6.79329e-06j -0.00199091+0.00183746j 0.00120933+9.34463e-05j -0.00325454+6.55791e-05j -0.00633332-0.00339752j -0.00226922-0.00336449j -0.00227585+0.00303258j 0.00443311-0.00109701j 0.00194388-0.00103024j 0.00710984-0.00164016j -0.00604215+0.00274261j -0.00409835-0.00158454j -0.00535102+0.000620003j -0.00103753+0.00241216j 0.00630152+0.0047138j 0.00173939-0.000688219j -0.00773906-0.00391238j 0.006802+0.00209906j -0.00712391+0.0035162j -0.00637194-0.000546369j 0.00177734+0.00161063j 0.00094365-0.00128783j 0.00298507-0.000554407j 0.000969516+0.00193878j 0.00343318-0.00309118j -0.00236227-0.00111029j -0.000446472+0.00189462j -0.00927136-0.00303041j -0.00799834-0.00523516j -0.000541255+0.000322664j 0.00289624+0.000359799j 0.0036154+0.00112147j 0.00397347+0.00629979j 0.00559362-0.00074109j 0.000586981-0.000375497j -0.00543868-0.00106857j 0.00143375+0.00106576j -0.000472342-0.000306356j 0.00278222+0.00297993j 0.00118015+0.000466458j 0.00461757+0.00568736j -0.001002+0.00152572j 0.00680304+0.00160457j -0.00257675-0.00266813j 0.00275023+0.00374781j 0.0026222+0.00082037j -0.00358207-0.00119495j -0.000158505-0.000493571j -0.00149779-0.000712993j -0.002938-0.00331407j 0.00114246+0.0021256j -0.00041177+0.000766098j 
0.00113014-0.000422894j 0.00165532-0.000451019j -0.00157803+6.42309e-06j 0.000288848-0.00269154j 0.000698776+0.00143266j -0.00354255-0.00349819j 0.00334199-0.000100692j -0.000434401-0.0042813j -0.00514881+0.00739318j -0.00623172+0.00374586j -0.00258084-0.00264141j 0.001658+0.004567j 0.00152747+0.000230733j -0.00472136+0.00126046j 0.00699998-0.00221259j 0.000252074+0.00345959j 0.00689124+0.000837359j 0.00455922-0.00335848j -0.000228435-0.00857606j -0.000244703+0.00070542j -0.00650257+0.0063081j -0.000920911-0.00619611j -0.000700442-0.00416382j 0.00459713-0.00252987j 0.00366627+0.00460778j -0.00563098-0.000920211j -0.00190433-0.00115801j 0.00816084-0.00401011j 0.00205544+0.0042629j 0.00150443+0.00152478j 0.00147285-0.00409904j 7.49535e-05+0.0074818j -0.00508552-0.000201614j 0.00195541+0.00158108j 0.00146241-0.00276318j 0.00487379-0.000563173j -0.001468-0.00571593j -0.00106144+0.00119813j -0.00258907-0.00246403j 0.000683558-0.00152314j -0.00268222-0.00615275j -0.000101057+0.00155132j 0.00265862+0.00289885j -0.00221414-0.000817038j 0.00365198-0.000620601j 0.00427588+0.000563798j 0.00173424+0.00129741j 0.00101984-0.00196488j 0.00109241+0.000256688j 0.00195069+0.00541067j -0.00320042-0.00351057j -0.00158824-0.000564687j -0.000439765+0.000693579j -0.000148737-0.00174335j -0.000491468-0.000939351j 0.00105415+0.000931932j 
-0.00100355-0.00124192j -0.000300415-0.000383486j -0.00235859-0.00229065j 0.000193915+0.000294164j -0.000740736+0.000721305j -0.00552098-0.00562657j 0.00232013+0.00149569j 0.00244452+0.000779337j 0.00140051+0.00223035j 0.00234426+0.00490659j 0.00123536+0.00178495j -0.00267387-0.00105112j 0.0021153+0.000843414j -0.000164634-0.00046469j 0.00190769+0.000487912j -6.56696e-05+0.00196925j -0.00103377-0.00188995j -0.00396334-0.00408679j -0.00177837-0.00399855j -0.0011163+0.0023244j -0.000548025+0.00253131j 0.000225408+0.000519401j -0.00263157-0.00206484j 0.00355212+0.00580806j -3.68212e-05-0.00168301j 0.00169068+0.003802j 0.0017886-0.00127334j 0.00164207+0.000621695j 0.000507153+0.00631078j -0.00145106-0.00196294j -0.00119383+0.000487503j -0.000226737+0.00591471j -0.00108155+0.000870593j -0.00236929-0.00403196j 0.000785731-0.00242126j -0.000695224-0.00373196j -0.000404854-0.00175273j 4.76752e-06+0.00319875j 0.00294215+0.00234979j -0.00110071-0.0016819j 0.00152601+0.000501448j 0.000111063-0.000252819j -0.000952718-0.00123278j -9.69732e-05+0.00330218j -0.000213253-0.00600576j 0.00119294-0.00208281j 0.000236946-0.00161217j 0.000880396+0.00513725j -0.000534167-0.00305954j 7.64617e-05+0.0049869j -0.00137405-0.00454406j 0.000410207-0.00187713j -0.000243148+0.00294366j -0.000753253-0.00314389j -3.0731e-05+0.0010559j -5.42131e-05-0.000412654j 
0.000201851-0.00194584j -0.00027045-0.00225321j -0.000441444+0.00156122j 0.000307606-0.00437741j -0.000777594-0.00135639j 0.0035743+0.00176289j 8.29078e-05-0.00423635j -0.00132014-0.00510484j -0.00519693+0.00630414j -0.00155351+0.00305812j 0.00273124-0.00465645j 0.000849439+0.0048952j -0.00625515-0.00172128j -0.00333766+0.00729577j 0.00480768-0.00602512j -0.0044982-0.000717677j 2.88326e-05-0.00427869j 0.00487807-0.00497027j 0.00614972-0.000431311j -0.00172433-0.00284742j 0.000442325+0.00476298j 0.000333742-0.00312533j 0.00374497+0.000217966j 0.0030401-0.00635674j -0.00166865+0.00104874j -0.00501883+0.000570342j -0.00232253+0.00151832j 0.00472477-0.0103278j -0.00136194-0.00221303j -3.59746e-05-0.00190481j 0.00479352+0.000387838j -0.00274632-0.00582938j -0.00152416-0.000571881j -0.00168266+0.00160682j 0.000999354+0.00101647j 0.00154983-0.00196254j 0.00374198+0.00570383j 0.00083656-0.00184136j -0.00396064-0.00118714j 0.0017509+0.00142576j -0.000862063+0.00280719j 0.00154715+0.00104737j -0.00113577-0.00146245j 0.00106932+0.0016334j -0.000189526+0.00365595j -0.000107034-0.00148706j -0.00234435+0.00159618j 0.00141376-0.0041096j 0.000828148+0.0012263j -0.000524774-0.00448561j -0.00121413+0.00229186j -0.00147971+0.00277987j 0.00105463-0.00055653j 0.000779122-0.00129537j -0.000471216+0.000572417j 0.00117396-0.00116359j 
