1.31497e-16+0.24459j -4.76838e-16-0.387982j 1.73817e-16+0.0827392j -2.23393e-16-0.227489j -3.19543e-15+0.275724j 8.38844e-17-0.139029j -3.91733e-16-0.249311j 8.43441e-18+0.0253102j 2.47583e-16+0.120023j 1.27186e-19-0.0346182j -6.39617e-17+0.0262649j 2.04315e-16-0.00661206j -1.07022e-16+0.00579352j -4.7533e-17-0.0925493j 1.28319e-17-0.0149528j 1.34071e-17+0.0140148j -5.42312e-17-0.0394386j -1.80422e-16-0.037196j -5.27169e-17-0.0175459j 5.29291e-17+0.0355012j 4.06452e-16+0.013871j 1.55789e-16-0.033575j 6.62127e-16-0.0134878j -1.70309e-16-0.000149531j 1.29157e-16-0.022755j 3.4748e-17+0.0001156j 6.48619e-16+0.0132513j 2.02855e-15+0.0264405j -2.66666e-15-0.0333713j 6.94811e-16-0.0127183j -1.06089e-15-0.00349426j -3.83559e-16+0.0168556j 1.6408e-18+0.032477j -1.46092e-16-0.0208113j -7.25391e-16-0.0105773j -2.51734e-17-0.003306j 3.42185e-16-0.00486283j -6.00797e-16+0.0296118j -1.70588e-16-0.014729j -3.3106e-15-0.00774234j -2.8703e-15-0.00577668j -5.38055e-15+0.0034297j -1.60034e-15-0.0575417j 4.28459e-16-0.0269952j 9.03655e-17+0.0303225j 2.11446e-16+0.0252521j -1.88017e-16-0.00708299j -3.36099e-16-0.0309328j -1.77827e-16-0.0030075j 6.37909e-17+0.0273459j 1.45426e-17-0.0114685j 7.67794e-18-0.0111933j -1.18191e-15-0.0121496j -8.71681e-17-0.0284166j 3.95191e-17+0.00637258j 1.02222e-16+0.00747399j 8.74864e-16+0.0538054j 1.69001e-17-0.0648411j 1.45699e-16-0.0240213j 1.84457e-16+0.0453934j 4.64773e-16+0.0543656j 1.29669e-16-0.0362986j 7.0775e-18+0.0147714j -1.86511e-17-0.00336323j 2.02275e-17+0.0682948j -8.40108e-17-0.0856968j 1.18319e-16+0.037731j 3.64032e-16+0.0862069j 6.28971e-17+0.04032j -5.88951e-17+0.0825791j 7.16426e-17-0.0764268j -2.31944e-16-0.108234j 
-1.13479e-15+0.0490689j 1.81417e-16-0.00707073j -1.56288e-15+0.0124586j -9.43475e-16+0.0171257j -4.26231e-15+0.127054j 7.95618e-16-0.045237j 8.1793e-16-0.0285559j 1.60998e-15-0.0280207j -4.95937e-15+0.188648j -5.20109e-15+0.180247j 1.05247e-15-0.0560744j -1.85106e-15+0.0745434j 2.99198e-15-0.108317j -1.05624e-15+0.00961716j -8.06005e-17+0.0266059j 1.79253e-15-0.0818503j 6.96621e-17+0.0148287j 1.45287e-15-0.0839135j 2.20044e-15-0.066745j 1.28922e-15-0.0357194j 3.50895e-15-0.138199j -2.20043e-15+0.119914j -4.82995e-15+0.0631949j 2.99489e-16-0.0591346j 5.11207e-15-0.147311j -5.22283e-15+0.0352128j -1.79418e-15-0.160467j 2.69292e-15+0.176247j -1.0742e-14-0.0239315j 4.11564e-15+0.0554737j 1.54395e-14+0.0498778j 3.19466e-15-0.0301161j 2.32476e-15-0.143287j 3.97485e-15-0.123466j -2.21031e-15-0.0630447j -1.43963e-15-0.0142598j -7.75984e-16+0.0522561j 2.71179e-15-0.0158554j -3.21398e-16+0.027768j -2.13029e-14-0.0217165j -1.80034e-14-0.0778313j -6.85486e-14+0.0445899j -3.85836e-16-0.163794j 2.82096e-15-0.0218953j 4.05048e-16-0.0478448j 1.00401e-15+0.00244366j 6.41547e-16-0.0816573j -1.34042e-15-0.00138575j -9.1462e-16+0.0593478j -8.35732e-16+0.077197j -2.74052e-15+0.101106j 4.31549e-15-0.137296j -5.9053e-15-0.0773796j 2.69879e-15-0.168992j 4.30595e-15-0.0865437j -4.21837e-16-0.020639j -3.69867e-16-0.0678805j -2.91794e-16+0.0541314j 1.37278e-15-0.0805839j -1.29356e-15+0.0646949j 1.50014e-15-0.144199j -1.39706e-15+0.00319671j -2.9055e-15+0.151556j -5.17609e-15+0.178148j -1.4609e-15+0.0505556j 4.5456e-16+0.00453579j -7.39539e-16+0.0637012j 1.4114e-15-0.0114588j 9.31363e-16-0.0336652j -1.76611e-15+0.0635327j 5.23993e-16-0.0402635j -1.37284e-15+0.0461973j 
-6.91986e-16+0.0111186j -1.86501e-16-0.00245552j -1.10327e-15+0.0697804j 6.82573e-16+0.026498j 3.41564e-16+0.0125279j -1.58961e-15+0.0860617j 1.11382e-15+0.0218986j -3.94281e-16+0.0361247j -8.07643e-16-0.0187676j 1.91993e-15-0.111418j -2.59714e-16+0.0231532j -4.5952e-16+0.0139506j -1.13674e-15+0.0479097j -1.38698e-15+0.0262117j 2.86301e-16+0.0128138j 1.81283e-15-0.0921276j 1.66292e-15-0.133405j -1.58829e-16+0.0623021j 1.83745e-15-0.0680845j 1.51335e-15-0.143729j 8.19633e-16-0.00806947j -1.39271e-16-0.0578821j -2.71033e-15+0.080231j 1.1029e-15+0.0224813j -3.72385e-16-0.0210989j -1.7246e-16+0.0107531j 2.96778e-15+0.129165j -1.77563e-16+0.0291591j 1.56714e-15+0.0133053j -1.80253e-16-0.0259281j -2.96691e-14-0.088577j 2.62383e-15-0.0685832j -2.39831e-15+0.0779927j -8.28522e-16-0.0252597j -3.73222e-15-0.118871j -1.17387e-15-0.0554239j 5.87322e-16+0.0331796j 1.0371e-14-0.212847j -3.64072e-15+0.0926067j -3.01199e-15+0.0352172j 1.07279e-15-0.0525362j 2.30374e-14-0.0160783j -1.98471e-15-0.108471j -1.1903e-15+0.0555265j -2.60957e-15+0.15638j -2.77747e-15+0.0340128j 8.18786e-16-0.18081j -5.43775e-15+0.438789j -2.55133e-15+0.198678j 4.02767e-16-0.109699j -4.44985e-15+0.234822j 3.38866e-15-0.230384j -2.14252e-14-0.282007j -8.68241e-15+0.379995j 5.13091e-15-0.169551j -2.27974e-15+0.0405678j 4.82317e-16+0.130607j -3.48182e-15+0.140564j -2.53422e-15+0.113106j 1.1206e-15-0.078179j -4.19661e-15+0.243525j -1.37942e-15+0.0387349j 1.31557e-16-0.0965087j -7.03351e-15+0.319418j -2.46363e-15+0.135747j -3.88511e-15+0.205145j 3.85415e-15-0.106469j 3.42125e-15-0.177139j -2.12208e-15+0.0954587j 2.41092e-15-0.0619915j -6.49678e-16+0.0414716j -2.10939e-15+0.0806584j 
2.93662e-16-0.000266062j 3.80536e-16+0.0578687j 2.0756e-15-0.0682043j 1.55259e-15-0.0940189j 1.73676e-15-0.189537j 2.47938e-16-0.0321993j 1.73227e-15-0.0589551j -6.53098e-16+0.092267j -1.44184e-15-0.0352752j -8.86969e-16-0.0656298j -4.49883e-16+0.0532162j -3.65827e-15-0.160014j -7.2306e-16+0.117499j 2.88486e-16+0.0320787j 8.18355e-16+0.0019227j 2.33532e-15+0.18928j -1.6314e-15-0.000317661j 2.34491e-15-0.0345459j 1.65621e-15+0.0921086j -1.93982e-15+0.0215662j -7.71157e-16-0.0635164j -2.1568e-15-0.123231j 1.87226e-15+0.0332187j 1.4407e-15+0.114317j 1.70901e-16+0.0223771j 2.68243e-15+0.153037j 3.84035e-15+0.0537379j -1.0484e-14-0.0835431j 1.73042e-14+0.178737j -8.67237e-16-0.0124252j 4.76208e-14+0.12676j 2.2262e-15+0.104104j 1.09713e-15+0.00594739j -1.61209e-15+0.0959593j 2.15337e-15-0.038566j -1.34533e-15+0.160197j -1.55372e-15+0.0980605j 5.51191e-15-0.178464j 5.66373e-16+0.107542j -8.97259e-14-0.161676j -7.15767e-14-0.210002j -2.69164e-13+0.176784j 3.97231e-15+0.11104j -1.88499e-15+0.00608447j -2.07675e-15-0.1756j -4.22449e-15-0.209037j -1.56786e-15+0.00479416j 2.10945e-15+0.0526461j -1.89652e-15-0.157116j -2.07795e-15+0.197711j 1.23691e-15+0.110204j 6.69041e-16-0.133953j 6.29607e-15+0.0596082j -1.06808e-15+0.0769007j 1.10004e-15+0.114897j -2.29462e-15+0.024832j 6.22254e-15+0.178721j 1.49821e-15+0.0348826j 3.64965e-16-0.0155094j 1.7561e-15+0.183317j -2.57109e-15-0.104576j -4.12556e-15-0.120188j -1.95823e-15-0.0830602j 1.3026e-15-0.0181276j 3.6594e-15-0.0474857j 1.79048e-16+0.0604497j 1.89681e-15+0.0112012j -9.83691e-16-0.0183178j -2.05655e-15+0.0249613j 3.88795e-15-0.0198323j 3.88524e-16+0.0326472j -9.84057e-16-0.0063047j 
1.65877e-16+0.0106951j 1.22835e-15-0.00724514j 1.43128e-15+0.114776j 1.5515e-15+0.130635j -3.08823e-15+0.0626044j 7.18765e-16+0.0448264j 3.78159e-15+0.16036j 7.87562e-16-0.0583944j -2.62578e-15-0.0505508j -2.89176e-15-0.0646205j 1.80461e-15+0.0288317j -5.05496e-15-0.0884647j 3.57325e-15+0.0286926j -1.19249e-15-0.0976622j 2.26231e-15+0.0692507j 2.94277e-15-0.00580903j -3.05912e-15-0.10871j 4.19932e-15+0.18634j 2.56303e-15+0.0304042j -1.83292e-15-0.0497269j -2.37572e-15-0.0498282j -4.07504e-15-0.0400647j 2.45514e-15+0.0402437j 2.39046e-15+0.00912058j -1.77927e-16-0.0155793j 1.23535e-15-0.0430998j 1.32373e-15-0.00539686j -1.44105e-15+0.022059j 4.39562e-15+0.0466299j 6.01816e-15+0.0897496j 5.17619e-14+0.125575j 6.2283e-15+0.150881j 1.02029e-15+0.0952855j 1.08303e-15-0.0457916j 9.05324e-15+0.138921j 2.24583e-15-0.0301714j 2.84821e-15+0.0423837j -6.09666e-15-0.0424917j 7.96801e-16-0.0616562j 5.04524e-14+0.0337964j 4.59589e-14+0.197429j 1.39224e-13-0.0906115j 1.52344e-15-0.0106034j -1.09197e-15-0.0559607j -1.05891e-16+0.00706623j -2.57288e-15+0.0699997j -9.67701e-16+0.0113915j 3.49604e-15+0.011607j -1.2388e-15-0.00104852j -2.34392e-16-0.164607j 5.52115e-15+0.0558191j -1.47125e-15+0.114504j -4.19371e-15-0.0262717j 2.9489e-15+0.000262131j 1.73353e-15+0.054489j -4.59933e-15-0.173017j 5.20176e-15+0.0328664j 2.35412e-15+0.0189704j 1.78691e-15+0.0278491j 3.24081e-15-0.0167438j -3.09123e-15-0.0709056j -3.84195e-15-0.085084j -1.75019e-15+0.0372776j 1.84306e-15+0.0270524j 2.72935e-15+0.0828112j -3.12064e-17-0.0880488j 1.92251e-15+0.104572j -3.32963e-15-0.0920371j -2.29458e-15-0.129757j 3.78094e-15+0.186834j 1.20987e-15+0.0258602j -9.78193e-17-0.00776312j 
1.6209e-16+0.00509574j 3.35311e-16-0.0318266j 6.48752e-16-0.000699482j -1.9495e-16+0.0816996j -2.69631e-15+0.126167j -1.98906e-15+0.0798926j -1.82424e-15+0.165008j -1.22465e-15+0.038465j -5.14133e-16+0.0349629j 1.43831e-15-0.0544127j -3.71726e-15+0.173271j -2.18471e-15+0.166879j -4.07398e-15+0.133817j 3.22159e-15-0.170315j -5.64441e-16+0.0572534j 1.03657e-15-0.139025j 1.28849e-15-0.0810608j -3.23871e-16+0.0351475j -6.84124e-16-0.0040684j -7.39241e-16+0.0882618j -6.96763e-16+0.0614901j -4.4945e-16+0.064149j -6.83309e-15+0.100012j 3.43123e-16-0.0161141j -1.18732e-15-0.0091339j 6.8599e-16-0.0247075j 3.62978e-16+0.101939j 2.67479e-15+0.0332729j -1.92177e-15-0.0726218j 1.63517e-16-0.105287j -2.76579e-14-0.0889822j -1.0739e-14+0.225543j 1.51622e-17-0.00236527j -1.35384e-16-0.0928422j -4.29817e-15-0.141962j -4.90018e-15+0.129748j -2.42621e-15+0.0730612j 1.26353e-14-0.26777j -3.2008e-15+0.0203629j -3.85012e-14-0.0493323j -2.87428e-14-0.118847j -2.64787e-13+0.172461j 7.05978e-16+0.0125827j 9.3225e-16-0.0144917j 8.19247e-16+0.0390251j 9.25613e-16-0.00366484j -1.38548e-15+0.338127j 1.57447e-15-0.301162j -9.86791e-16-0.177344j -2.26317e-15+0.102292j -2.6924e-15+0.126011j 2.6732e-16-0.0431983j -5.87474e-15-0.0578383j -5.87692e-15+0.26781j 2.59781e-16+0.0398468j 2.18311e-15-0.124162j -4.51958e-15-0.132401j 3.75365e-15-0.225851j -3.40504e-15+0.178122j -5.73816e-17+0.0390667j 1.86369e-15-0.0418592j -1.30224e-15+0.0898291j -1.79034e-15+0.0946371j 1.01674e-15-0.0969525j 3.18421e-15-0.169693j 1.84353e-15-0.143251j -1.82791e-15+0.053896j 2.12281e-16-0.028379j -8.19296e-16+0.0207537j 6.72534e-16-0.0192845j -3.09049e-17+0.000957863j -5.72123e-16+0.0536141j 
-1.18473e-15+0.0233019j -3.61372e-15+0.0508342j 1.22488e-15-0.00773679j 2.68573e-15-0.0391597j 7.04858e-15-0.0846229j 5.6476e-15-0.0811514j 1.64833e-15-0.011164j 1.16969e-16-0.00165227j -2.89067e-16-0.00312319j -1.33376e-15+0.0187839j 2.96774e-15-0.0320248j 7.13077e-15-0.106911j 2.04909e-15-0.0230816j -5.43968e-15+0.0758323j -5.5828e-16+0.0232573j -3.60466e-16+0.00710354j 1.6459e-15-0.0206646j -1.96669e-15+0.0383656j 4.10157e-15-0.0528714j -1.12064e-16-0.00148215j 2.94446e-15-0.0403475j 2.02649e-15-0.0124332j 2.10248e-15-0.0254621j -2.13029e-16-0.0107191j -3.00716e-16+0.0275303j -6.70632e-15+0.0758745j 2.85761e-15-0.098865j -8.97108e-16+0.034053j -4.82076e-15-0.0125768j -2.67665e-15+0.0957674j 7.29817e-15+0.0231998j 1.386e-15+0.00356462j -6.65811e-15+0.0986144j -2.24561e-15+0.0337205j -6.90694e-16+0.0568459j 2.2343e-15-0.0282992j 1.23876e-15-0.0251533j -3.14033e-15+0.0271528j 7.00343e-15-0.124505j 2.71606e-14+0.0925125j 2.46124e-14+0.0405634j 5.72081e-14-0.0354207j -4.17647e-15+0.0858988j -4.94716e-15+0.0898321j 7.96173e-15-0.117147j -9.34208e-15+0.141821j -4.51764e-15+0.0891164j -2.05728e-15+0.0271429j 7.52362e-15-0.133407j 9.38144e-17+0.0164072j -3.92738e-15+0.0500274j 9.23959e-15-0.135159j 9.07496e-16+0.00255297j -7.61565e-15+0.11178j -2.53301e-14+0.393097j -1.047e-14+0.146149j 1.87763e-14-0.353077j -3.6152e-15+0.0344141j 2.07209e-14-0.295065j -3.16336e-15+0.0582034j -5.94758e-15+0.0661768j 1.09717e-15-0.0336742j -5.32319e-15+0.0581543j -2.92522e-16+0.000642622j 8.9083e-15-0.146712j 4.76292e-15-0.06862j 7.72406e-15-0.101133j 1.05708e-14-0.161046j 4.45155e-15-0.0657963j 2.00223e-15-0.0200334j -4.50227e-15+0.0695576j -4.90989e-15+0.081334j 
3.89609e-14+0.0264063j 2.69934e-14+0.0183064j 7.61116e-14+0.0515519j 4.82584e-14+0.0328378j -7.7053e-14-0.0528803j -9.74345e-14-0.0666959j 1.41053e-13+0.095655j -2.9525e-14-0.0202029j -2.08145e-13-0.141929j 8.21711e-14+0.0563868j 4.65431e-14+0.0311789j -1.6438e-14-0.0110036j 5.79665e-14+0.0397128j 1.16538e-13+0.0793127j 9.67502e-14+0.0657794j 5.16083e-14+0.0353944j 4.63344e-14+0.0319764j -1.27686e-13-0.087545j 9.99776e-14+0.0679948j 1.53378e-13+0.104277j 4.67578e-14+0.0319279j -8.21664e-15-0.00505352j 4.26513e-14+0.0290326j 1.15529e-13+0.079277j -9.87807e-15-0.00697364j 4.09249e-14+0.0283773j -1.35473e-13-0.0908111j -9.23465e-14-0.0608035j 5.96291e-14+0.0368835j -6.19969e-16+0.000512567j -6.37593e-14-0.0367661j 2.39905e-13+0.164597j -2.2197e-13-0.151688j 3.37007e-14+0.0236384j -7.40582e-14-0.0494064j 2.2321e-14+0.0148898j 1.72402e-14+0.0117641j -1.06771e-13-0.0731308j 1.77121e-13+0.120265j -8.00729e-14-0.047181j 1.19145e-14+0.0123363j -4.39028e-15+0.100418j 9.37627e-14+0.0628255j 1.81002e-13+0.122967j 2.65489e-13+0.18053j -4.25523e-13-0.288741j -2.49082e-13-0.169584j 5.35779e-14+0.0357601j -1.72536e-13-0.116243j 2.30657e-13+0.15655j 8.1076e-14+0.0537974j -1.60882e-13-0.107603j -1.67388e-13-0.106021j -3.89352e-13-0.266537j 1.61559e-13+0.107668j 6.01223e-14+0.0405726j 3.66667e-14+0.0264742j 1.95546e-13+0.133384j 1.72105e-13+0.117241j 1.51198e-13+0.102458j 7.79852e-14+0.0527374j -3.67983e-13-0.250209j -3.16111e-13-0.215673j 2.38615e-14+0.0159672j 3.72362e-13+0.254588j 2.89058e-13+0.197426j -3.94509e-14-0.0274453j 2.6641e-13+0.182724j 1.04618e-13+0.072023j 8.90104e-14+0.0605953j -1.03243e-13-0.0708285j 2.33627e-14+0.015885j 
8.71856e-16-0.050057j -8.55325e-16-0.0157687j -1.14513e-15+0.0201812j -9.60053e-16+0.0533718j 3.20472e-16+0.031788j -1.43531e-15+0.0866614j -1.37073e-15+0.0594087j 7.67667e-17+0.0420589j 5.66095e-16-0.0303246j 2.05806e-15-0.0534302j -8.38607e-16+0.086103j -1.70371e-15+0.105797j 2.30671e-15-0.0320999j 1.92006e-15-0.0901108j -1.47717e-15-0.00669262j 1.32327e-15-0.0483347j 2.47413e-15-0.031278j -4.3907e-16+0.00110942j -2.79152e-15+0.0329847j -7.92241e-16+0.026577j -6.45737e-16+0.0227831j -3.42325e-15+0.114786j -2.42696e-15+0.0185785j -4.20216e-16+0.0303993j -2.53497e-15+0.00778085j 2.15989e-15-0.107352j 6.83272e-16+0.0442559j -6.00482e-18-0.0564466j 6.10494e-15+0.0228136j -3.71632e-15-0.090132j -2.3753e-15-0.00758262j -3.41061e-15+0.0743955j 4.9326e-16-0.0229414j 4.0991e-15-0.0812076j -1.41528e-15+0.0382754j -8.18112e-16+0.010551j -1.01405e-15+0.0543035j -2.06867e-15+0.000225466j -1.59343e-15-0.00220028j -3.55873e-14-0.127361j -3.11441e-14-0.00935239j -1.62732e-13+0.105628j 5.33477e-17+0.0454912j -3.46374e-15+0.0783453j 3.87227e-16+0.0871554j 5.84257e-15-0.243108j 3.34752e-15-0.0300837j -6.3458e-15+0.13003j 4.63483e-15-0.35341j -4.60301e-15+0.376864j -7.15589e-16+0.156615j 5.42939e-16-0.414219j -1.62728e-14-0.0940937j -2.3002e-15-0.137635j -5.62312e-15+0.457676j -2.4403e-16+0.18185j -5.63922e-15-0.331455j 2.21457e-15+0.165604j 2.75193e-15-0.296427j 7.92653e-16-0.205868j 4.97236e-15+0.247832j 5.5512e-15-0.112876j 1.19334e-15+0.0441607j -4.57491e-15+0.0563957j 1.2052e-15+0.0166679j -4.3162e-15+0.23261j -4.80514e-15+0.143495j 4.5446e-15-0.111036j 3.34532e-16+0.0987375j -1.22542e-15-0.0156551j -2.77305e-15+0.0735274j -2.35688e-16-0.0207897j 
1.20351e-15+0.0110161j 2.66363e-17+0.0586584j -9.62243e-16+0.0303238j -1.3024e-15+0.0278343j 6.90767e-16-0.0495108j -1.55369e-15-0.024702j -1.80047e-15+0.0177289j -6.8315e-16-0.0494881j 9.76341e-16+0.0157071j 1.63513e-15-0.0467561j -1.40878e-15-0.0575909j -2.47554e-15-0.0149358j 1.3819e-15-0.0434943j 2.03788e-15-0.0122961j -7.47371e-16+0.0761675j 8.75815e-16-0.0347197j 1.49099e-15-0.093823j 4.82856e-16-0.043543j -1.89772e-15+0.0888247j -8.04968e-16+0.0322083j -1.28684e-15-0.0252124j -3.01558e-15+0.0732338j -3.10144e-15+0.0430379j -8.83689e-16+0.00784816j -1.25806e-15+0.0358645j 1.71321e-15-0.00923364j -2.46394e-15-0.0321182j 1.27156e-15-0.0673231j -2.77168e-15-0.0424313j 3.50358e-15+0.0691977j -7.58055e-15-0.0299304j -3.89917e-15+0.064852j 1.51608e-15-0.020725j 3.11897e-15-0.071234j 3.19548e-15+0.0869814j 1.50695e-16+0.0202355j -9.60741e-16+0.0318313j -4.30004e-16+0.0134834j 1.16294e-15+0.09886j 1.12901e-14+0.000664929j 9.2322e-15+0.0467781j -1.55373e-13+0.101343j -1.12235e-15+0.0481978j -2.96405e-15+0.0667877j -2.89288e-15-0.0569309j 6.47004e-15-0.178204j 4.99237e-16-0.160001j -3.1687e-15+0.118855j 8.25406e-15-0.0747597j -6.30886e-15+0.00583745j -2.99742e-15+0.0105558j 7.0073e-15+0.107149j 1.89944e-14+0.193j 2.4029e-15+0.0602713j -7.33257e-15-0.125383j -2.9335e-15-0.0286479j 7.50959e-15+0.197608j -1.73413e-16-0.117981j 5.06498e-15-0.0800806j 3.59525e-15+0.0085334j -4.28683e-15-0.206135j 2.6487e-15-0.119838j 2.17948e-16-0.0639708j -2.37236e-15+0.190478j -5.51329e-16+0.0695087j -4.2639e-15+0.100818j -4.09229e-15+0.0545866j 2.4991e-15-0.0642788j -6.93196e-16-0.014873j -8.64258e-16+0.0923677j -1.57056e-15+0.0427069j 3.94258e-16+0.0563172j 
-2.70019e-17+0.071716j -1.92453e-17+0.0230942j 1.30447e-17+0.026829j 2.7692e-16+0.0329402j 2.34838e-16+0.0137907j 6.5547e-16-0.0550619j 5.53585e-16-0.0327189j 1.04337e-15-0.0872523j -1.0975e-16-0.0176421j 2.21991e-16-0.0655502j 1.27494e-15-0.0929881j 1.59856e-15-0.0788195j -1.43446e-15+0.0979305j -8.80015e-16+0.0309475j 3.9209e-16-0.0611294j -7.38047e-16+0.0171836j -8.60563e-16-0.00131476j 6.63322e-16+0.0492624j 4.88323e-16-0.0847459j -5.96774e-16-0.0257234j 1.19543e-15-0.102024j 2.1117e-15-0.0740931j 7.22078e-16+0.000915112j -6.78664e-17-0.0354886j 1.06377e-15-0.0367442j -7.10199e-16+0.0973103j 1.10403e-15-0.0354222j 2.88197e-16+0.0621277j -4.39738e-16+0.00650955j -1.08452e-15-0.0494598j 4.98696e-15+0.0224898j 8.78491e-16-0.0574182j -5.41627e-16+0.0338155j -2.40236e-15+0.0694495j -4.80707e-15-0.0979616j -1.0037e-15-0.00670899j -3.77775e-16+0.0395954j 3.16804e-15-0.0615039j -8.82811e-16-0.0165453j -5.90875e-14-0.106052j -5.09657e-14-0.141229j 2.86599e-14-0.0189625j 3.74453e-15+0.0581928j 6.14116e-16-0.0815593j 7.01353e-16-0.0737796j 3.99577e-16+0.233457j -1.95733e-15-0.082455j -1.86241e-17-0.155255j -3.56255e-15-0.000112515j 3.46972e-16+0.167128j 2.92981e-16+0.0213802j -1.77471e-15-0.174659j -1.28938e-14-0.142693j 1.70005e-15-0.393545j 2.58889e-15+0.132007j -7.91101e-16+0.0786689j -1.98702e-15-0.205022j -2.37219e-15+0.305326j -1.71294e-16-0.195955j -1.4686e-15+0.198409j -8.19883e-17+0.0534511j -1.27698e-15+0.180146j -1.19501e-15+0.0644406j 8.31564e-16-0.116495j -2.21634e-15+0.124616j 1.14596e-15+0.015979j 2.40167e-15-0.118785j -9.28401e-16+0.19438j 3.0188e-17+0.0970268j -3.14371e-16+0.0841019j 9.83445e-16-0.0546354j -1.43015e-16+0.115832j 
7.00644e-16+0.00714877j 9.18525e-16-0.0155388j -4.71168e-16+0.00688891j 1.14279e-15-0.0388402j -1.47055e-15+0.0210223j -1.6903e-16-0.0292914j 2.69804e-16-0.0244536j -2.04058e-15+0.0440041j 1.79739e-15-0.0520297j -2.05897e-16+0.0213088j 1.76454e-15-0.0522612j -1.91127e-15+0.0159157j 1.17086e-15-0.0230889j 6.15945e-16+0.0200302j -1.10029e-15+0.0143978j 1.55448e-15-0.0311504j 1.68432e-15-0.0313375j -1.03437e-15+0.0475588j -1.01969e-15-0.0166302j 4.91363e-16-0.00254415j -1.14207e-15+0.00887043j -3.06699e-15+0.0319554j -2.43719e-15+0.016105j -1.86172e-17-0.00678686j -2.19644e-16+0.00171542j 1.87833e-16+0.0310424j -1.55244e-16-0.0559919j 5.75031e-16-0.00843249j 3.27453e-16+0.0144675j -1.39026e-15+0.00923747j -1.65342e-14-0.0534449j -4.91052e-16-0.0126491j 3.14078e-15-0.0588199j 2.04717e-15-0.0150159j -2.47587e-15-0.0303306j 2.3043e-15-0.0714268j -2.27336e-15+0.0740631j -1.03167e-15+0.00061911j -2.50899e-15+0.0570835j -3.3372e-14-0.0628006j -2.89933e-14-0.0879346j -7.53487e-15+0.00422162j -5.74126e-16+0.0443766j -3.23928e-15+0.0784851j -3.98784e-15+0.0904295j 6.29688e-15-0.0730078j 3.25825e-15-0.0981584j -3.60981e-15+0.0452131j 4.27695e-15-0.076306j -3.46211e-15+0.0551296j 1.64732e-15-0.0690894j 1.79125e-15-0.0277288j 3.70953e-15+0.0879371j 1.18614e-16-0.0135415j -3.76195e-15+0.109952j 2.95689e-15-0.118763j -1.57346e-15+0.046303j 7.09654e-15-0.151217j 1.06586e-15+0.014027j 1.43804e-15+0.0372728j 9.58804e-15-0.344507j -2.14579e-15+0.0567262j 7.84772e-15-0.213562j 2.55815e-16-0.0436149j 9.20971e-15-0.253293j 1.8926e-15-0.0898605j -6.87323e-15+0.122364j 3.29914e-15-0.0689145j 4.38013e-15-0.11994j -1.22565e-15+0.0205944j -2.79199e-15+0.0581332j 6.97036e-16+0.0108489j 
1.4199e-15+0.0134375j 2.76541e-15+0.0223052j -4.22222e-16-0.00558958j 5.69357e-15+0.0462793j -1.26484e-15-0.0166876j 5.33021e-16-0.00637856j 1.11015e-15+0.0073511j 3.3536e-15+0.029646j -5.55467e-15-0.0567576j 1.35408e-15+0.0106381j 5.20598e-15+0.0520421j -3.96306e-15-0.033617j -4.02129e-15-0.0307331j -1.53059e-15-0.007324j -2.31116e-15-0.0279544j 2.71723e-15+0.0272167j -3.65981e-15-0.0298195j 1.09666e-14+0.0905202j -7.01912e-15-0.0623455j -1.76121e-15-0.0102862j -1.50813e-15-0.0153863j -9.0269e-15-0.0967068j -3.90349e-15-0.0743679j -5.43452e-16+0.00895453j 1.8305e-16-0.00550161j 4.17906e-16+0.00504098j -6.53157e-15-0.0530013j -7.91905e-16+0.0203287j 9.54091e-15+0.045113j -1.05069e-14-0.0759708j 3.39438e-14+0.0792676j -4.12239e-15-0.0583963j 1.12741e-14+0.0988524j -8.19155e-17+0.00374013j -8.36412e-15-0.0546622j 4.21753e-15+0.044836j 4.84569e-16+0.00422399j 1.97379e-15+0.0158187j -2.43147e-15-0.0247232j 8.92892e-15+0.00452903j 1.00392e-14+0.0303647j 1.66091e-13-0.117055j -1.55093e-14-0.111117j -4.06107e-15-0.0554027j -2.14507e-14-0.206566j 1.08331e-14+0.0859346j 4.35329e-16+0.00320709j 1.36452e-14+0.113795j 6.29075e-15+0.0450479j -1.75048e-14-0.172608j -2.09982e-14-0.197266j 1.76793e-14+0.151026j 4.70663e-14+0.237514j 1.21673e-14+0.140652j 2.47411e-14+0.247364j -4.28312e-14-0.398155j 6.31446e-14+0.539301j 9.81477e-15+0.0683508j 2.81049e-14+0.265751j 1.88356e-14+0.163265j -2.69925e-14-0.22825j -3.36912e-14-0.319798j -1.99612e-14-0.227176j 5.05774e-15+0.0326299j 3.71709e-15+0.026174j 3.1552e-14+0.299109j 8.49403e-15+0.0820677j 6.0588e-15+0.0703617j 2.75731e-14+0.256962j -3.30143e-15-0.0275876j 7.80527e-15+0.0698918j 1.07278e-14+0.0977195j 
