-0.00252735+0.0480945j -0.0279207-0.0696049j 0.00127749+0.038522j 0.0173619-0.000348518j 0.024883+0.0207956j -0.00903712-0.0484314j 0.0326785-0.0170274j 0.00701139-0.0753223j 0.00851568+0.00383219j -0.0111982+0.031947j 0.00251357-0.0176174j -3.49418e-05+0.0141996j -0.00472301+0.00477367j 0.00606566+0.0137383j -0.00364322+0.0150919j 0.00962574+0.0112857j -0.0255655+0.0104642j 0.00360649-0.0693325j 0.00352516-0.0234471j 0.0804526-0.101485j -0.0314771+0.0365235j 0.0189889+0.0188824j 0.00616564-0.0305129j -0.0359066+0.0519685j 0.0316582-0.00283603j -0.00881591+0.0398517j 0.0175329-0.0604116j 0.00410181-0.0312868j -0.00555867-0.0582171j -0.0231143+0.00192456j 0.0431082-0.0366974j 0.0156438-0.0172391j -0.00221601+0.0277022j -0.0280813+0.0112747j 0.0983423-0.0455927j 0.0297867-0.0295337j 0.0451191-0.0286465j -0.0712696+0.110219j 0.00895485-0.00354441j 0.0138883-0.0775437j 0.0364204-0.034643j -0.0122771+0.0220933j -0.0069317+0.00824839j 0.0232732-0.0365039j 0.032894-0.00958942j 0.0402125-0.0225523j -0.0316467+0.00256839j 0.0321587-0.0357445j 0.0360337-0.0270328j -0.0246859-0.00514828j 0.0330738-0.0417142j 0.0116991+0.00593402j 0.0126284-0.00503133j 0.0506216-0.0559326j 0.0504784-0.0487899j -0.0102406-0.0135035j -0.00838236+0.00700382j -0.0124633-0.00219285j 0.0154264-0.00954118j -0.0258749+0.00277584j -0.00565909+0.0454543j 0.00844704+0.0214455j 0.00766443-0.01984j 0.0228142-0.0231029j -0.00220722+0.00678804j -0.000885783+0.00609324j -2.31585e-05-0.0145276j 0.0100254-0.0169359j -0.00232531-0.00182111j -0.00781766+0.00881476j -0.0162525+0.000796679j 0.00193057+0.00370202j -0.00143973+0.00613933j -0.00852478+0.00707986j 0.0131646-0.0157956j 0.00449336-0.00457904j 0.00797816-0.00699158j -0.0129181+0.00545229j -0.000242015+0.000320191j -0.00332113+0.00880659j 0.0140733-0.0102293j -0.0141428-0.0104433j 0.0114707+0.0194442j -0.00444855-0.0121813j -0.00574234+0.0304717j -0.00293343+0.0135097j 0.00677433+0.00420524j 0.0067082-0.0149053j 0.0115233-0.00886025j -0.0241099+0.0424535j -0.0194553+0.0322104j 0.0310599-0.044154j -0.0461026+0.0408184j 0.112765-0.162321j 0.0748172+0.00367104j 
0.0079557-0.00229957j -0.0233976+0.03454j -0.130842+0.0331414j -0.140637-0.0470397j 0.00155078+0.00127081j 0.0342616+0.00565662j 0.0408026-0.124695j -0.0126284+0.0922904j -0.135145-0.0276849j -0.0301492+0.0164577j -0.0280491-0.0400028j 0.044379-0.0100728j 0.023595+0.0654464j -0.0734513-0.0287173j 0.104157-0.0455601j -0.00858799-0.103044j -0.0111527-0.0639944j 0.00227389+0.119958j -0.0371329+0.171176j 0.0439163+0.0419427j 0.00524568+8.1467e-05j -0.024197+0.103891j -0.0107893+0.0430437j -0.0209805+0.0422162j 0.000364441+0.0312101j -0.0238511+0.00475415j -0.0598333-0.0642634j -0.0234318+0.0765j 0.00355137-0.0144248j -0.0275898-0.0183338j 0.00418314+0.0217101j -0.0696101-0.0148142j 0.0136593+0.028508j 0.010473+0.0249022j -0.0411571+0.0014015j -0.014452-0.0119885j 0.0188066-0.0633535j -0.00941139+0.00873496j 0.00306017+0.00321939j -0.014001-0.0079819j 0.0167525-0.00374786j -0.00442455-0.0016956j -0.0039042+0.000154113j 0.0266221+0.00788898j -0.0154909+0.0169134j -0.0265999+0.0179701j 0.00896232-0.00571673j 0.0118579-0.027822j 0.000618812-0.0191562j 0.000836796+0.00246281j 0.0221065-0.0183401j -0.00295919-0.00179907j -0.0071768-0.00319536j 0.00628856+0.00706322j -0.00147087+0.0119435j 0.00699488-0.0169507j 0.00594341-0.00662642j -0.00235396-0.00868224j -0.000860989-0.00828248j 0.0114909-0.0129304j -0.0105612+0.0151041j -0.00484439+0.0129111j -0.0146294-0.00424177j -0.000947218-0.00835313j -0.000657754+0.0119228j 0.00203795+0.0169961j -0.00948368+0.00084142j -0.00659577+0.00535801j -0.0100662+0.00868463j -0.00106772-0.00252441j 0.00338158-0.00535968j -0.00482605+0.00588924j -0.0111717-0.0153217j 0.0110057-0.0144784j 0.01332+0.010743j -0.00236664-0.0109825j -0.00240734-0.00088655j 0.000596011+0.00805938j 0.0105906+0.00176911j 0.00694416-0.0161579j -0.00199121-0.0102509j 0.00422175+0.0118803j 0.00759321+0.0219753j -0.0302851+0.0170788j 0.0153481-0.00235988j 0.00899363+0.0301966j 0.0167198-0.0197193j -0.00841372-0.00469951j 0.0148923-0.000497524j -0.0212972+0.00281657j 0.00628128-0.0204023j -0.016055-0.0128504j 0.0227267+0.00333489j 0.0225622-0.00185194j 0.000723949+0.00668991j 
-0.0162673+0.00363823j -0.0387915+0.0251185j -0.000377485+0.0618351j -0.182595-0.0761818j 0.000265837+0.0133385j 0.0592322-0.0401094j 0.0767011-0.100318j 0.00164728-0.0161984j -0.0850869-0.137232j -0.0308843+0.0293976j -0.092277+0.0309413j -0.0104123+0.0458338j -0.00497062-0.017254j 0.0593941+0.0505045j 0.137484+0.101223j 0.0427474+0.103355j 0.0827569-0.0994916j -0.0235514+0.131073j -0.0136531-0.126903j 0.0119079-0.0628673j -0.0144814+0.0412107j -0.00741528-0.0362963j 0.0208405+0.0295403j -0.00762421+0.00694295j -0.079226+0.0378632j -0.0378349-0.00730712j 0.0101689-0.00116282j 0.00695392-0.0812715j -0.0079561-0.00151765j -0.0474894+0.000141542j 0.046645+0.0159089j -0.00200133-0.00527483j 0.075623-0.00983509j -0.0193461-0.00614846j -0.0373474+0.0389395j -0.0185693+0.0233792j -0.0391409+0.015168j -0.049599-0.0236627j -0.00730163+0.00598368j 0.0278165+0.0386082j 0.00255661+0.0251078j -0.00554972+0.0085429j -0.0101419-0.00402813j -0.0353806+0.0149787j -0.00950296+0.0065511j 0.0236181+0.0239927j -0.00712942-0.00703263j 0.0171567+0.00149964j 0.00147924+0.0175202j -0.0134166-0.0138864j 6.3338e-05+0.0135084j 0.0132697-0.00913244j 0.0220944+0.00969177j 0.0336495+0.00690209j -0.00829684+0.0203125j -0.00750701+0.00209837j -0.0208925+0.0160653j 0.0121382-0.00157532j 0.00409611+0.00796466j -0.00420461+0.00442345j 0.00729556-0.0125837j 0.00535514-0.00866504j 0.00807028-0.00236263j 0.0107753+0.00258394j 0.006838+0.0023653j -0.00120012+0.00367742j -0.0087556+0.0167794j -0.0149192+0.0151443j 0.00223008+0.0055506j 0.0140277+0.0140021j 0.000128164+0.00184605j -0.00437959+0.0195393j -0.00864901+0.00383464j 0.00345111-0.00541708j -0.00919956+0.0170982j -0.000751217+0.000518225j -0.0182557-0.00368349j -0.00455573+0.0017494j -0.00515611-0.0106269j 0.0120953+0.00970405j -0.00116156+0.027231j 0.0148468+0.0059337j 0.000774751+0.00414766j 0.00538594+0.00171162j 5.64934e-05+0.0107064j 0.000759283-0.00620365j -0.00738129+0.00295598j 0.00326548+0.00205131j -0.00209882+0.00896854j 0.0127521-0.00898316j -0.0203031-0.00972958j 0.00176417+4.50885e-05j -0.0148367+0.00946422j 0.0043783-0.0057167j -0.0099066-0.00975776j 
-0.0165759+0.0341417j -0.0116965-0.036327j -0.00792127+0.0722658j 0.102978-0.0631981j 0.00273417-0.085938j -0.0211304-0.0320754j 0.01146+0.0696966j -0.0811704+0.0291097j 0.120554+0.0801617j -0.0747751+0.0791579j 0.0178335+0.129558j -0.0535165+0.0985191j -0.102848+0.0669104j 0.08153+0.113784j -0.0268595+0.320644j 0.0431454-0.101347j -0.0507027+0.11747j 0.181444+0.0253601j 0.0723563-0.301774j -0.0426269-0.0505364j -0.00939291+0.0734064j 0.0292141-0.0264847j 0.0746446+0.0270828j 0.0141315-0.00235171j -0.00148294-0.0242772j 0.0032951-0.0739205j 0.0099135-0.0615971j 0.0867571+0.150591j -0.0392628+0.0447308j 0.0627964-0.0881164j 0.0195025+0.00554135j 0.00429603-0.0960993j 0.00919347+0.0197812j -0.0247428+0.00460044j -0.0747598-0.0767268j 0.0419078-0.024824j -0.097543+0.0189426j -0.0393793-0.00433894j -0.0291491+0.0125256j 0.0470173-0.033037j -0.0262983+0.0204851j 0.0145683+0.00288376j -0.00462472+0.00729628j -0.0340392+0.00613362j 0.011107-0.0100309j -0.0289722-0.00648617j 0.0149731+0.00707018j 0.0243512-0.000837761j -0.00417889+0.00996061j -0.00833161-0.0208836j 0.0175484+0.00109411j 0.0204307+0.00651713j 0.0116065+0.00365987j 0.0347764+0.0201678j -0.0282136-0.0163696j -0.00978908+0.0037428j -0.00831368-0.0111288j 0.0240477-0.00552359j 0.00604118+0.0011444j 0.00559125+0.0277394j 0.00334176+0.0106769j 0.0201382-0.0032589j 0.0255683-0.0163499j -0.00141784-0.000709934j 0.00614153-0.0151729j 0.000752557+0.0140959j -0.00164372-0.0142956j 0.0133015-0.0105911j 0.00734679-0.00753146j 0.000691659+5.10045e-05j 0.0168376+0.013349j -0.0133207-0.000993241j 0.0147403+0.0138768j -0.0030087+0.00987618j -0.0086142-0.0182945j -0.00815988-0.00209086j 0.00918452-0.00741098j 0.00956383-0.0127293j -0.0075222+0.0135584j -0.00231305+0.0252827j 0.00432998-0.00305734j -0.0116262+0.00845383j -0.00126934+0.0100623j -0.00727746-0.0128412j -0.000794755-0.00628776j -0.00375543-0.0188898j -0.00543115+0.00730182j 0.0281692+0.00314402j -0.00245509+0.00394232j -0.0110155+0.0280164j -0.033834+0.0168401j 0.00095577-0.00842406j 0.00735871+0.00158466j 0.00836543-0.00768823j -0.0387562+0.0131691j 
-0.0297231+0.0382187j -0.00344917-0.0407631j 0.0277328-0.0230636j 0.0392363+0.0416445j 0.0658909-0.0255561j -0.00954944+0.00319907j -0.00129079+0.144948j 0.039673-0.116187j -0.0866356-0.118141j -0.0982788-0.00128387j -0.130104-0.0116673j 0.0631114-0.0712953j 0.0784969+0.0927193j -0.0934872-0.0220886j 0.0339581-0.00136913j -0.203247+0.0449281j -0.0735664-0.0392237j -0.104066+0.0527994j -0.123029+0.0213889j 0.0736799-0.0807991j -0.0478157-0.0407014j 0.051419+0.0283924j -0.0315675-0.060876j 0.00233645+0.0176285j 0.0288302+0.0215599j -0.03403-0.031914j 0.0392453+0.0784493j 0.0257369-0.183141j 0.0035044-0.0260645j 0.00702914-0.11389j 0.0242049+0.00396539j 0.0311434-0.0553727j -0.0209308-0.00486743j 0.0116561-0.00568949j 0.0223592-0.0145382j 0.0240049+0.0413697j -0.009055-0.00950259j 0.0165797+0.0182738j -0.000231926-0.00490132j -0.00983287-0.0274244j -0.00729774-0.00734939j 0.0163175-0.0132071j -0.0017152+0.0122545j -0.0249504+0.00157333j 0.00564976-0.0102946j 0.0265599-0.0251322j -0.0313744-0.00266496j 0.0113653+0.00540583j 0.020728+0.0108053j -0.00520182+0.0135551j 0.00480328+0.00625574j -0.0107278-0.0262638j 0.0019244-0.0126848j -0.0150746-0.0469674j -0.0120959-0.0197349j -0.00174476+0.00556481j 0.00841696+0.00458621j -0.00576274-0.00440686j -0.0175526+0.00675286j 0.00596487+0.0151406j -0.00352034+0.00923755j 0.0105037+0.0129886j 0.0130776-0.0153997j 0.00291822+0.000827804j 0.0113857+0.00237354j -0.00496983-0.00709911j -0.00343932-0.00941604j -0.00223767-0.0183534j 0.00569426-0.00375961j 0.0028861+0.0118298j 0.00654933+0.0127797j -0.00556672+0.0238409j 0.00460442+0.0250295j 0.0094152-0.0119275j 0.014968+0.0179644j -0.00138703+0.000273819j 0.0179973-0.00996506j 0.00827305-0.00342582j -0.00392297+0.0010265j 0.0168832+0.00924606j 0.0181136-0.00288265j -0.00715862+0.00417341j -0.00540965+0.0230576j 0.00814657-0.0047917j 0.0085953+0.012236j -0.00158286-0.0107042j -0.0143542+0.00627235j -0.00913977+0.00888788j -0.00421307+0.0102518j 0.00455612+0.00362628j -0.00220764+0.0158219j -0.0105843-0.00513113j -0.00376036+0.00974284j -0.0213639+0.00580817j -0.0203838+0.00563256j 
0.0357441+0.00445139j 0.00342356+0.0270362j 0.0644677+0.0140645j 0.0866826+0.0300158j -0.0449178-0.0463311j 0.00675315-0.119839j -0.0597006-0.0358869j 0.0608859+0.112979j 0.020509-0.0166035j 0.0639335-0.150617j 0.0966721-0.0610819j 0.113119-0.0735861j 0.0165296-0.00567417j -0.13062-0.0686785j -0.12867-0.0950752j 0.0900872-0.0845671j 0.0109763+0.0519926j -0.103962-0.0405829j 0.0118342-0.0313705j -0.0500074+0.091153j 0.00752094+0.0423094j -0.0096113+0.0877655j 0.0111096-0.0379426j 0.000598967+0.0027518j -0.0170006-0.0462323j -0.010616-0.00443556j 0.00174452+0.128234j 0.0690821-0.18073j 0.0246981-0.109305j -0.028094-0.0297971j 0.0234131+0.0542552j 0.0499913+0.0130608j -0.0150584-0.00651542j 0.0218807+0.0284963j 0.00646166-0.0156641j 0.0122806+0.0101994j 0.00918251-0.04295j 0.0146414-0.0122691j 0.00656985+0.0175092j -0.0158169+0.00324541j -0.011693-0.00626294j -0.00955575-0.00288313j -0.0170371-0.000287746j 0.00348407-0.0124016j 0.0273308+0.012208j 0.0120796-0.0178069j -0.0399965+0.00857415j -0.012828+0.00864626j 0.000830315-0.00917035j -0.00179058+0.0139071j -0.00746353-0.0103136j 0.012127-0.0211994j -0.0198637-0.00581844j -0.0139804-0.0196336j 0.018037-0.0113587j 0.00196122+0.0033919j 0.000780686+0.00620268j 0.00847246-0.00484868j -0.00280357+0.00486227j 0.000972525+0.00399927j 0.00340993+0.00496294j 0.0124038+0.0101383j -0.0020519+0.00668494j -0.00522375-0.0070573j -0.0159379+0.00174188j 0.0159934-0.00999732j 0.00969701-0.00691265j -0.00480235+0.00809041j -0.00288665-0.000434839j 0.00217151-0.00524192j 0.00311857+0.00142887j 2.91726e-05-0.012218j 0.000341684-0.0140416j -0.00122108-0.0018852j 0.00583854-0.000281539j 0.00587134+0.0169524j 0.0024299-0.00167716j 0.0134924-0.00599569j 0.0117637+0.00511926j 0.00811994-0.00204069j -0.0134654-0.0149481j -0.0202347-0.00384203j -0.00808287-0.00212044j 0.00611315-0.00388772j -0.000612029-0.00613735j -0.0043657-0.0119127j -0.00466463-0.00573356j 0.0129883+0.000640176j -0.0148729+0.000707833j 0.00885208-0.0116479j 0.011002-0.00535908j -0.00122177+0.0061502j -0.0134944-0.00678794j -0.0145878+0.0114013j -0.000471516+0.000592077j 
-0.0664149-0.0268342j 0.0336358-0.0363889j -0.0059831-0.0488914j 0.0403486+0.0142945j -0.000287386+0.0582239j 0.0528603+0.108583j 0.0893333-0.164532j 0.0543927-0.0243943j -0.000220003+0.0405155j 0.0826161-0.0543435j -0.0213799-0.118988j 0.139924+0.0320002j 0.02967-0.133646j 0.0130982-0.0460266j 0.0291413-0.241322j 0.0495563+0.171564j -0.0431426-0.0815554j 0.0633928-0.0549932j 0.0260365-0.0147806j -0.0653202-0.0239914j -0.0911206+0.0166754j 0.0589753+0.0672627j 0.0797963+0.0904933j 0.000893613+0.131713j 0.0617923+0.125891j -0.0653137-0.013922j 0.0140152-0.063085j -0.0236725+0.0342087j -0.0291578-0.00676252j 0.100093-0.125513j 0.042852-0.0361155j -0.00432876-0.147504j -0.0523872+0.012979j -0.0382369-0.0041153j -0.00922597-0.00505063j 0.0572618-0.015002j -0.0435637-0.0130187j -0.0764618+0.0937351j -0.0148048-0.0253644j 0.0554497-0.0558805j -0.0093109+0.0174405j -0.00144091+0.0218297j -0.00694645+0.00198625j -0.00941505+0.0164983j -0.0222356-0.0241333j -0.027686-0.0276956j 0.0395716+0.020715j 0.0359033+0.00162242j 0.00359894+0.0169928j -0.00484327+0.0135708j 0.0429869+0.0346284j 0.0123537+0.0418824j 0.00667192-0.0110156j 0.0169409+0.00291964j -0.00927387-0.0221217j 0.00120094-0.00395757j -0.000876608+0.023015j -0.0028728+0.0163514j 0.00015428-0.0244679j 0.00190455+0.0314996j -0.0159777-0.00471729j 0.00828043+0.00282833j 0.0344432-0.0299004j 0.00995731-0.00389433j -0.00899647+0.0273917j 0.00541142+0.0155054j 0.00295647-0.023621j 0.00971171+2.16016e-05j 0.0125714-0.0136764j 0.00566311-0.0163572j 0.00896761-0.00131442j -0.0169673+0.00856319j 0.0173666+0.00755417j 0.0249855+0.0168012j 0.00373479-0.00755801j -0.00729286-0.0177013j -0.00809926-0.00397158j 0.00484037+0.00447726j -0.000946196+0.0129816j -0.0161274+0.00927991j 0.0155127+0.000282318j 0.00225557-0.0165141j -0.000484687+0.0164566j -0.0111688+0.00504406j 0.0055091+0.0256616j 0.0140676-0.0052688j 0.00023576+0.00711466j 0.00362247-0.00487069j 0.0178807+0.0217292j -0.0185245+0.00184116j -0.0205257+0.00615127j -0.00468966-0.00489789j 0.00932095+0.0161721j 0.0275121-0.0380496j -0.0118701-0.0196531j 
-0.00858883+0.0390173j -0.0191368-0.0256093j -0.126812+0.111477j -0.0560051-0.0498839j -0.0373988-0.105437j 0.0128533+0.0805669j -0.0769149+0.0737303j -0.0156013+0.0352096j -0.0671995+0.0650875j -0.039912+0.177466j 0.0598312+0.194568j -0.0649615+0.0700821j -0.0675261+0.00767059j -0.0118489-0.0588288j 0.0787991-0.0744053j -0.069956+0.00480204j 0.0941535+0.0225047j -0.0807924+0.0482298j 0.0961903+0.0575672j 0.109924-0.00609573j 0.0368139-0.0345888j 0.049466-0.0253517j 0.0366729+0.00492875j 0.0101489-0.010399j 0.0317882+0.0216975j -0.0104673-0.0238263j -0.0319186-0.0862205j -0.0413916+0.162652j 0.0865127+0.0591076j 0.0201514-0.00665457j 0.012627-0.0245709j -0.00884215-0.0387279j -0.0315496+0.0523291j 0.00362339-0.0101062j 0.00882153+0.0290804j 0.0432593-0.0171876j 0.0374843-0.00747552j 0.0245593-0.0399323j 0.00623011-0.0132669j 0.0305906+0.0201936j -0.00677953+0.0244132j -0.0209263-0.0102284j -0.0114447+0.00849222j 0.0208592+0.0209472j 0.00377168+0.00829464j -0.00424615+0.0290905j 0.0261947+0.00592433j -0.00114578-0.00816848j -0.0218002-0.0012995j 0.0189674+0.019119j 0.0142019-0.00444522j -0.0081978-0.0117583j -0.00522679-0.0070043j 0.00538053-0.0219966j 0.00909057+0.0014521j 0.0142627+0.00819658j 0.00481522+0.00153542j 0.00893089+0.00460024j 0.00281285+0.00338834j 0.0246152+0.0128144j -0.0113967-0.0183856j -0.00730987-0.0243518j 0.0099929+0.000426786j -0.0202425-0.0072899j -0.0134504-0.00503761j -0.00851348+0.0170104j 0.0178058-0.0167916j 0.00138086-0.00727909j -0.000177816+0.00272051j 0.00322648-0.00450299j 0.00736345-0.014483j 0.003583+0.0163868j 0.0130645-0.00603383j 0.0151084+0.00613651j 0.0166314+0.00537108j 8.14676e-05-0.0133138j -0.00749103+0.00405467j -0.00630613+0.00494934j -0.0143844-0.00734163j 0.000557579+0.014855j -0.00178025+0.0121263j -0.000738928+0.000321674j -0.00867254-0.00508622j 0.00201095-0.00133386j -0.0126596+0.0275922j 0.0160364+0.00227789j -0.0139249+0.0255j 0.00312314+0.00301716j 0.00321371+0.00884562j -0.0178451-0.0046548j 0.0188469-0.0131433j -0.0260577+0.0037842j -0.003937-0.00431292j 0.00943724+0.0231544j 0.0071784-0.0146952j 
-0.018378-0.0034461j 0.0516433+0.0373296j -0.130475+0.00180168j 0.0967548+0.0631734j 0.0733646+0.0299996j 0.0675061+0.157232j 0.0295843+0.0102443j -0.0740648+0.00486597j -0.111239-0.0414706j 0.0829717-0.0426179j -0.180428-0.218359j -0.0512896-0.121032j 0.102954+0.078708j 0.0140307+0.0137944j -0.00168536+0.0734764j -0.020759+0.0991306j -0.0917648+0.0344227j -0.02563+0.0170997j -0.00833381-0.0440605j 0.0123466-0.122847j -0.0835026-0.0238434j 0.0180608+0.00259677j 0.00465433+0.00334342j 0.00289202+0.0387478j 0.0281217-0.0555176j 0.0298348-0.015507j 0.00827102+0.0242537j -0.0249609-0.0589518j 0.0245219-0.00955403j 0.027432-0.00156502j -0.0150317+0.000886655j -0.0337142-0.00786719j -0.0303968+0.0295823j -0.00326429+0.0186357j 0.0384971+0.00667432j 0.0226594-0.0369169j -0.0111042+0.0108273j 0.0260768-0.00794788j 0.00446912-0.00951817j 0.000579147-0.0166268j -0.000514328-0.00198078j 0.00932364+0.00506565j 0.0165216+0.00456243j 0.00757301-0.0188574j -0.0074689-0.00204222j -0.00711732-0.01224j -0.000931444+0.0103257j 0.0184414-0.00723996j 0.00768241+0.00377324j 0.0127723+0.012229j -0.00634329-0.00445982j 0.00224638+0.0239647j -0.0231957-0.0146962j -0.00454958-0.0313583j -4.55719e-05-0.022582j -0.00447592-0.00271298j 0.00512267-0.0142049j 0.00671796+0.0123857j 0.0007296-0.001694j -0.0130472-4.17838e-05j -0.00635971+0.00174877j -0.00438796-0.0168444j -0.000918142-0.00310749j 0.0050231-0.01267j 0.0135888+0.0023445j -0.00269003+0.00132434j -0.0149672-0.0143559j 0.00270449-0.00574282j -0.00586479+0.00846918j 0.00159216+0.00906589j -0.00218158+0.013632j -0.00287499+0.019295j 0.00374833-0.00550235j -0.0010292+0.00380502j -0.00543776+0.00777888j 0.016744-0.00500502j -0.000442246-0.00777049j -0.00698806+0.0191081j 0.0172293-0.000798438j -0.0125533+0.0088459j 0.00948977+0.000297916j 0.0005704+0.00551981j -0.00588945-0.0079871j -0.00143661-0.000366315j -0.00154618-0.00705022j -0.0010533+0.00308797j 0.00670297+0.00453756j 0.00180306-0.00298513j 0.00667867-0.00287723j -0.00617041+0.00882707j -0.00193505-0.00078017j 0.00600929-0.0151826j 0.00741482+0.00711667j 0.00195969-0.00599443j 0.0131771-0.0166237j 
0.0244994-0.0167492j 0.0205468+0.0866005j -0.0677189+0.0429945j -0.0261834+0.0387487j 0.0223345-0.095459j 0.0321074-0.141681j 0.0321817-0.11681j -0.0506267+0.153371j -0.134579-0.0315343j 0.0926432+0.180208j -0.0187947+0.271551j 0.106256+0.0552279j -0.00282234+0.0278183j 0.0351495-0.043898j 0.0887477-0.121369j -0.00593253+0.0016707j -0.00949134+0.110114j -0.0130922+0.115399j 0.0324468-0.087622j 0.0498228-0.0249183j -0.0196715+0.0801767j -0.0141938+0.0198244j 0.0260073+0.00418379j -0.00816809-0.0257314j 0.0368969-0.0298038j 0.00616642-0.0463823j -0.00355638+0.0657473j -0.0334031-0.0852327j -0.0175967-0.111757j 0.00836977-0.0460654j -0.013051+0.0372358j -0.0423356+0.0710317j 0.0414995+0.00872949j 0.00640465+0.0755752j 0.0824745-0.0355822j 0.0197416-0.0557229j 0.0259958-0.0529455j 0.0277452-0.014099j -0.00136193+0.00168472j 0.00412767+0.0385156j 0.0174551-0.0250835j -0.00886925-0.00928154j 0.00834062-0.00153922j 0.0127158-0.0354321j 0.0010076+0.00724794j 0.00107458-0.00353797j -0.0092653-0.011789j 0.0286635+0.00864714j 0.0214232-0.00371479j 0.00469945-0.0126515j 0.0231305-0.000136459j 0.00888978+0.0115716j 0.00561537+0.00524259j 0.00674579+0.0536694j 0.00912029-0.00255927j -0.000593869-0.0155153j -0.00734651+0.00127635j -0.0258927+0.00963848j 0.00370244-0.0188264j 0.00438307-0.00550056j -0.00860461-0.0127917j -0.00923057-0.00503159j -0.0234747+0.0208128j 0.0179177+0.00774032j -0.00606526-0.0154599j 0.0192159+0.0170535j -0.00705269-0.00753597j -0.00267662-0.00398419j -0.00748519+0.00140464j -0.00348091+0.0144488j -0.00758982+0.0317502j 0.00280621-0.014076j -0.0161878+0.00164209j 0.00779626-0.0156414j -0.0104238-0.00648756j -0.0151256-0.018587j 0.000819178-0.00104049j -0.0067107-0.0141934j 0.0107414+0.0135857j -0.0022269+0.00326606j -0.000660336-0.0127129j -0.0108625+0.00490878j 0.00241977-0.0147415j -0.0111618+0.00736454j -0.00442053-0.0262604j -0.00168362-0.012672j 0.00395413-0.0301955j 0.0125598-0.000736214j -9.66845e-05-0.0117108j -0.00837055+0.000471007j -0.00169003-0.0279825j 0.00978323+0.0127683j -0.003901-0.0157635j -0.000643952+0.0128738j 0.0358132-0.0343513j 
0.0563258-0.0271435j 0.00926407+0.0273406j 0.0788515-0.101332j 0.13216+0.0257118j 0.0187538+0.0962098j 0.132746-0.0663555j 0.0185268-0.130222j -0.011867+0.0217891j -0.142534+0.0356656j -0.000287698-0.119467j -0.00899325-0.0457144j 0.0941339-0.026198j -0.038674-0.0531856j -0.0205413-0.0507709j 0.0503822+0.0820098j 0.0054921+0.00681604j 0.0120932-0.119451j -0.0697298-0.0242842j -0.0109262-0.168659j -0.0100107+0.000376329j 0.00958197-0.00498089j -0.0260673-0.0196573j 0.00514449-0.0497599j 0.044821-0.00559355j -0.0451801+0.0214595j -0.0374964+0.0242439j 0.0117889-0.090457j 0.0167355+0.144018j 0.0891569+0.0683699j 0.0128076-0.000723968j 0.0295111-0.0271169j 0.00934256-0.018465j 0.0515639-0.0513476j 0.0197778-0.032709j -0.0469188-0.0157639j -0.0170161+0.0394989j -0.0368726-0.0178327j 0.0180011-0.0431648j -0.0102671-0.0023855j 0.0269274+0.0295941j -0.00170542+0.013904j 0.000414127+0.0140719j 0.00287068-0.0280977j -0.0384867+0.0174597j -0.00534037+0.0140975j 0.012684+0.017252j -0.00519186-0.0129667j -0.00145421+0.0135202j 0.0047825+0.0303229j 0.0223708-0.0109168j -0.00105721+0.0143731j 0.00884416-0.00197629j -0.00142449+0.0204663j 0.0112364+0.0158862j -0.0191252+0.0173279j -0.00737564+0.00430158j 0.00223363+0.00912211j 0.0144849+0.00331216j -0.0192719-0.00452671j 0.0298264-0.000843338j -0.00457881-0.0204861j -0.0120429+0.00905634j 0.00306532-0.00341024j -0.00323459+0.00267974j 0.000482256+0.00182629j -0.0189865+0.0078319j 0.0217159+0.00534193j -0.00545558+0.00697047j -0.00825552-0.00706837j -0.00486651+0.000551748j 0.00813857+0.00414022j -0.0209508-0.00549016j 0.0105221+0.00575374j 0.013403-0.00287158j 0.0104912-0.00854437j -0.0127867-0.0104431j -0.0129152+0.00694921j 0.00292814+0.00662477j -0.00440718-0.00627246j -0.00150119+0.00916101j -0.00377239-0.0051087j 0.00141634+0.0069322j -0.0157218-0.00463463j 0.00661531-0.00171541j -0.00726637+0.0294029j 0.00184996+0.00451422j -0.0187394+0.0148305j -0.00590488-0.00184659j -0.0142494+0.0131209j 0.00576516+0.0192808j -0.000449206-0.00740709j -0.0228267+0.0230984j -0.000940738-0.0155356j -0.00808411+0.0275456j -0.0305569+0.0122318j 
