-0.00571304-0.00119008j -0.0123739+0.00579336j -0.0102457+0.00650356j -0.00231753-0.00210341j -0.00209219-0.00713213j 0.00434653-0.00421952j -0.00625049+0.00628322j -0.00259668+0.0108025j -0.00645687-0.00500245j -0.00574578+0.0103213j 0.00107548+0.0166683j 0.0173438-0.00286784j -0.00359258-0.00476062j 0.0046056+0.00500635j 0.0165443-0.00465998j -0.00380815+0.00181077j -0.00860238+0.00443795j 0.014464-8.68049e-05j -0.015286-0.00839046j -0.0388653+0.0086986j 0.00534493+0.020797j 0.026418-0.0106309j 0.0242065-0.00334106j -0.00595431+0.00140241j -0.00294655+0.0401474j -0.00684609+0.000546506j -0.00912127+0.0113801j 0.00505521-0.00880895j -0.0123619-0.001197j -0.00790137+0.00677358j 0.0137081+0.00188729j -0.000571492-0.00206736j 0.00884722+0.00985804j 0.00668601-0.00728012j -0.0119852-0.0104662j -0.000612397-0.00864963j 0.0136475+0.00668482j 0.000836681+0.0023923j -0.0132397+0.00323829j 0.00260882-0.00696425j 0.00218438-0.00797679j -0.000122239-0.000254828j 0.00220521-0.00812377j -0.00585528-0.0105995j -0.00182742-0.00345829j 0.00264516+0.00399273j 0.00197129-0.00112867j 0.0130306-0.0232472j 0.006628+0.00387196j 0.004977-0.0154516j 0.00670437-0.00865232j -0.00433922+0.0113997j -0.00269702-0.00150961j -0.0129648-0.000101818j -0.00143252+0.00744313j 0.000968103-0.00440784j -0.00866156-0.00732977j -0.0186075+0.0117755j -0.00718581+0.0228313j -0.00512617+0.0103451j -0.0212964+0.013067j -0.0285592-0.0188969j 0.0760504+0.0207495j 0.0260013-0.0154909j 0.0317765-0.022159j 0.0146594-0.00830772j -0.0314246+0.0126293j 0.0100995+0.000862046j 0.0145038-0.00507939j -0.0353882+0.0269732j 0.00365531-0.00679693j -0.0051624-0.00510786j -0.00103665+0.000763943j -0.00163686-0.00426576j 0.0059815-0.00186537j 0.0112883+0.00853145j 0.000966519-0.00423434j 0.0177841+0.00617874j 0.0176382+0.00166857j -0.00485548+0.000587255j -0.00202558+0.0106848j -0.00927186+0.0101279j -0.00103418-0.00768881j -0.00399556+0.0070389j -0.00689347-0.00136963j 0.00890644-0.0183443j 0.000103283-0.00630001j -0.0209052+0.00675498j -0.00125851+0.053509j 0.00800802-0.0104054j -0.00851453+0.0407678j -0.05699+0.0045903j 
0.00193429+0.00625214j -0.000780589-0.00110317j -0.00583395+0.00440783j 0.00297078-0.0138898j -0.00172212+0.0088912j 0.00378183-0.00812694j -0.000845874+0.0156483j 0.00711833-0.0238983j 0.00742708-0.0217941j 0.00540064+0.0177111j -0.00310422-0.0116894j 0.00029838+0.0159609j 0.00058511+0.022487j 0.00262961-0.0509729j -0.00642377+0.0032518j 0.00446362+0.00767521j 0.00731766-0.0102127j -0.000745338-0.00182008j 0.00832365-0.0108133j -0.00139752+0.0251583j -0.00447184-0.0198889j 0.000492943-0.0245868j 0.00433519-0.0278705j -0.00375045-0.00370942j 0.0103203-0.00730486j 0.0147265-0.00651616j 9.65298e-05-0.00206481j -0.00619762+0.0130461j 0.00503397-0.00813982j 0.00321933+0.00849474j -0.00211664+0.00692742j 0.00762601-0.00481597j 0.0127725-0.0134327j -0.00545918-0.0121441j 0.00079111+0.00114393j -7.39701e-05+0.0178601j 0.00708012-0.000196834j 0.00261534+0.0100446j -0.0224998+0.0103818j -0.000372664+0.0139778j 0.0126198-0.00963333j -0.00675723+0.00281744j 0.00234919-0.00612134j 0.00344585-0.00122182j -0.00110687+0.00398691j -0.0123365+0.00134407j 0.00759561+0.00470687j -0.00359321-0.00219552j -0.00431892+0.00502722j 0.000417979-0.013221j -0.00767368+0.00527639j 0.0112312-0.00850477j -0.0140234+0.00506787j 0.00461371+0.0099041j 0.00835771-0.00361366j 0.00946977-0.0028033j -0.00804429+0.00267571j -0.0046643+0.0048689j 0.00714802-0.00186466j -0.00777084-0.00393771j 0.00276583+0.00236546j 0.0107322-0.00794499j -0.0143638-0.0267324j -0.000945987-0.010219j 0.00208235-0.00680574j -0.000158178-0.000358135j 0.00187132+0.00576923j -0.00410655-0.00445317j -0.00313281-0.00338381j 0.00249025+0.000271529j 0.00793721-0.00128062j 0.00326773+0.00402295j -0.00501274+0.00730897j 0.00308508+0.00310779j -0.0030687+0.003173j -0.0151987-0.00371738j 0.00404274+0.000387284j -0.0129346-0.00278808j -0.0119833-0.000554128j 0.00456565+0.00409207j -0.00703769+0.00509461j 0.00228528-0.000852075j -0.00672812+0.00548759j -0.00113834-0.00300039j 0.00717226-0.00711152j -0.00571704+0.0019946j 0.00993774-0.0106614j 0.0145704+0.00396925j -0.0108164-0.008743j -0.0245637+0.0138775j -0.01589-0.00573697j 0.00580783-0.000421743j 
-0.00437583-0.0224392j 0.0057213-0.00690123j 0.00222743-0.00336741j -0.00117813-0.0101874j -0.00903272-0.00704609j -0.000625085-0.00150371j -0.00495689+0.00683333j -0.000124105+0.0129382j 0.0128156-0.00542905j -0.000932456+0.0153171j 0.0087144+0.00576068j 0.00263455-0.016441j -0.00299906+0.0158867j -0.00598586+0.00820582j 0.00933399+0.0184662j -0.00218935+0.00185839j -0.00576833-0.017379j 0.0145656-0.00798691j -0.00587923+0.00474901j -0.0198362+0.00219677j 0.000926254-0.000727151j -0.00017978-0.0145131j 0.0058777+0.0328683j -0.00803877+0.00363903j 0.0144132+0.026633j -0.00829184+0.00198438j -0.00334547+0.0185781j 0.00924282-0.0105511j -0.00296651+0.0110742j 0.00218897+0.00615258j 0.015434+0.0124759j -0.00435969+0.020465j 0.00275673+0.0197301j 0.00197147+0.00929173j -0.00754078-0.0173573j -0.00189848-0.00837227j 0.0106004+0.00289794j -0.00144532-0.00319013j -0.0153079+0.0179595j 0.00305971+0.00257519j 0.00131937+0.00941781j 0.00440068-0.00794232j 0.000433179+0.0142292j 0.00356112+0.00289561j -0.00401144-0.0110278j 0.000730757-0.00751906j 0.00108887+0.00668208j 0.0101549+0.0028371j -0.00619315-0.00615439j 0.00247354+0.00897112j -0.000911342+0.0236561j 0.00988962-0.00832391j -0.00176607-0.015049j 0.0101296+0.0214955j 0.0218372-0.0179742j 0.0208228+0.00605313j -0.00964032-0.000539661j 0.0150788+0.00238116j -0.0138563-0.0173634j -0.0154645+0.0210072j 0.00897796-0.00236584j 0.000828615+0.00904138j 0.0168566+0.0396659j 0.000833588+0.00273638j -0.0013794+0.00467731j -0.00123946+0.00107818j 0.0115191-0.00446793j -0.00651138+0.00306325j 0.000714088-0.00184046j 0.000578221+0.0107153j -0.0068576-0.00477525j 0.0104057-0.00801816j 0.00787094-0.00390971j -0.00550961-0.0048848j 0.00230018-0.00295385j -0.00784522+0.0222659j -0.00262979+0.00930409j -0.0165067+0.00954052j -0.0227159+0.0119046j 0.0045028+0.00234513j -0.0101099-0.00182327j 0.00890609-0.00111695j -0.0113981+0.00705133j -0.0293616-0.0068562j 0.0137778-0.00619828j -0.00591398+0.00373296j -0.0127459+0.0134551j -0.0222792-0.00330835j 0.0150728+0.0252254j -0.0117964+0.00300143j -0.00528803+0.0180125j 0.0185035-0.0117363j 
-0.0177932-0.00444847j 0.00430841-0.0142288j 0.00234446-0.0153519j -0.00413415-0.0074717j 0.00381778-0.00376927j 0.00642085+0.0026673j -0.00730292-0.019017j 0.0204922-0.0160096j -0.0119354-0.0289254j 0.0068104-0.0296479j 0.00218251+0.0185746j -0.00492077+0.0192752j 0.0131434+0.0158345j 0.0169742+0.0154275j 0.00816213-0.0115129j -0.00769929-0.00574362j -0.0150842-0.0226533j -0.0129951+0.0134539j 0.00273913-0.00528822j 0.00255637-0.0179519j -0.00831492+0.0443678j 0.00367783+0.00559842j -0.00118971+0.00885448j 0.0020153+0.00287172j -0.0269486+0.00657421j -0.0100572-0.0206221j 0.00161459+0.0162942j 0.00230299+0.0163993j 0.00254081-0.00489008j 0.00465947-0.00296143j -0.00148923+0.0276528j 0.0101148-0.00831018j 0.00182302-0.00501078j -0.00374444+0.00640558j 0.00230562-0.0133373j -0.00309574-0.00477713j 0.0104333+0.0184165j -0.00182166-0.0023982j -0.00996645-0.00278888j 0.0042136-0.00141945j 0.00302499+0.00554527j -0.00317619+0.00394061j 0.00245228+0.00865124j 0.00189774+0.00470448j 0.00160613+0.000982023j 0.00027332-0.0056008j 0.00125698-0.0113652j 0.00990969+0.00960323j 0.000815358+0.00263909j -0.00274747+0.0197991j -0.0223929-0.00188485j 0.00200816+0.0172623j -0.00151228-0.00140706j 0.00468924-0.00345889j -0.020685+0.007442j 0.0080481-0.00480917j -0.00651813-0.0245252j 0.0103734-0.0017716j -0.000299058+0.0120207j 0.00742127+0.00387496j 0.0103889-0.00436874j 0.00991205-0.00476919j 0.0330387+0.0394679j -0.00857428+0.00796164j -0.0190612+0.00229387j -0.00966564+0.00442137j 0.00811694-0.0018767j -0.00184151+0.00184989j -0.0107136+0.0002432j 0.0253111+0.00459298j -0.0130729+0.00871548j -0.00217982-0.0122846j 0.00553673-0.0148503j -0.00507268+0.00191656j 0.0017523-0.0134251j 0.00728784+0.00800424j -0.00506295+0.00325711j 0.0151102-0.000529789j 0.0015543+0.00566435j -0.0101661-0.000895625j -0.00223956-0.0113768j -0.00528279-0.00522598j 0.002233-0.00121214j -0.011483+0.0127214j -0.00157231+0.011078j 0.00118746-0.00702076j -0.0203369+0.0238978j -0.0162841-0.003546j -0.000421113+0.00825379j 0.0095354-0.00326612j 0.0346988+0.0101889j 0.00825998-0.00118838j 
-0.00235128+0.00213742j 0.0093167-0.0025445j -0.010309+0.0205522j 0.000917798-0.00614206j 0.0017968-0.0136027j 0.0075828-0.0147687j 0.00315212-0.00204254j 0.00603668+0.0184827j 0.0245047-0.0241224j 0.013244+0.0123399j -0.00452784-0.00175555j -0.014392+0.00123915j 0.00579228+0.0140692j -0.00325393-0.0111834j 0.00262479+0.0109424j 0.00382128-0.000251752j 0.00765679-0.00716727j -0.0159176+0.00791322j 0.0150393-0.00920719j 0.00283223-0.0031467j -0.00291015-0.0135875j -0.00369486-0.00674383j 0.000318648+0.00287595j 0.000900482+0.00673348j 0.0110662+0.0082708j -0.00730927+0.0213252j -0.00577721+0.0266529j -0.00295865-0.000916676j -0.000419834+0.00240358j -0.00251172-0.0120696j -0.028615-0.00398644j -0.00595934-0.0117204j -0.0220626+0.0157069j -0.00485593+0.00280818j 0.0179394-0.00247776j -0.00236878+0.0130958j -0.0128673-0.0106064j 0.00201142-0.00253487j 0.0265832-0.0116308j -0.00868114+0.00219624j -0.0132212+0.00622364j 0.0046031+0.0108289j -0.00477014-0.00148365j -0.000185866-0.00449364j 0.000844105-0.000684377j 0.0146729+0.0153727j -0.00780673+0.00657275j -0.00401741+0.0115553j 0.0066245-0.0118186j 0.0010622+0.014727j 0.00402639+0.00034115j -0.00786607-0.0139868j 0.00981761-0.00676898j 0.00117773+0.0025791j -0.00400508+0.0124526j -0.0127497+0.0172311j 0.00377292-0.00154021j -0.0165571+0.010763j -0.00761835+0.0176421j 0.00060723-0.00637255j 0.00336184-0.00620427j 0.00192987+0.0218695j 0.0138176-0.0138639j 0.00110256+0.00813581j -0.0074406+0.00329416j -0.00222302-0.00212022j -0.0080824+0.0115693j 0.00774102-0.00798127j 0.00438874-0.00595702j -0.00711174-0.00229044j -0.00686069-0.0020362j -0.0084594-0.00124394j 0.00527516+0.000298808j -0.00309526+0.00245127j 0.0040638-0.00118076j 0.0254534-0.00350374j -0.0067589-0.00452763j 0.0310661-0.0144127j 0.0338675-0.0112983j -0.0101894+0.00302662j 0.0202431-0.0119822j -0.0128379+0.00463051j 0.0130174-0.0028442j 0.0145995-0.015514j -0.017108+0.00222246j 0.00519302-0.00998642j 0.00335647+0.00102029j -0.0063662+0.0075193j -0.0163687-0.00587463j 0.0325556-0.0103425j 0.0142459-0.00968288j -0.0229282+0.0196447j 
0.00258013-0.00207961j -0.00193052+0.00177769j -0.00205962-0.000525913j 0.00252684-0.0020905j 0.00575532-0.000423618j 0.00817858+0.00977683j 0.00656419-0.00223358j 0.0117965+0.00598802j -0.0117584+0.00968492j -0.019275+0.00466458j -0.0291337-0.00802009j 0.00456264-0.0108196j -0.000389465+0.000435735j 0.00326907-0.0198337j 0.012746+0.013108j -0.0132812+0.00765059j -0.0195359-0.0147286j -0.0414936+0.0191058j -0.0127347+0.00162239j -0.0229044-0.00634096j -0.0545498-0.00112934j -0.0486662+0.0126651j 0.0224935+0.00709686j 0.0322819-0.00507186j -0.0221585-0.00400165j -0.0250207-0.00400619j 0.0177557-0.0182485j 0.00332234-0.00295582j 0.0057263+0.0106506j 0.00381113-0.00469454j 0.00356769+0.00451054j 0.0140596-0.0153253j 0.0180779-0.000262621j 0.0013668+0.00663121j -0.0102441+0.0134076j -0.00497684+0.0246768j 0.00706803+0.0136188j -0.00305481+0.00910782j 0.00186314-0.0146816j 0.0033702-0.00641108j 0.00310916-0.0093587j 0.00353974-0.00933774j 0.0103351+0.0215236j 0.00509662-0.0120643j 0.00414977+0.0354256j -0.000886269+0.00729779j -0.0096251-0.0102375j 0.0195138-0.030323j 0.00255194-0.0013308j 0.00824476+0.0126775j 0.0263682-0.013133j -0.0133483+0.0156124j 0.00728889-0.0153545j 0.0168025-0.00439132j 0.001347+0.00636103j -0.00890206-0.0270813j 0.00513246-0.0105999j -0.00680829-0.00991443j -0.00414602+0.0121317j 0.00912444+0.00154541j 0.010355-0.0064252j 0.0200183-0.016519j 0.00799441-0.0048512j -0.00404262+0.0105457j -0.00706262-0.0080469j -0.00754534-0.00694159j -0.00415275+0.00926671j -0.00317302+0.0285256j -0.00348685-0.00227224j -0.000947933-0.00146777j -0.00131724+0.00202953j -0.000201454+0.00252924j -0.000259039+0.00386086j 0.000328422-0.00389826j -0.00255707+0.00377189j -0.00731722+0.0086299j -0.00215383-0.019554j -0.0167464-0.00419417j -0.0126293-0.00232355j 0.00146135-0.00737753j -0.000340575-0.0261509j -0.00107953-0.00443847j -0.00148225+0.00348017j -0.0120558+0.0298188j 0.0112178-0.00924862j 0.010329+0.00148355j 0.014166+0.00400715j -0.016005+0.0111455j -0.00520355-0.00237101j -0.00417593+0.000705815j 0.00397169-0.00121684j 0.00486124-0.00297657j 
0.00321821+0.0100424j -0.00992439-0.00851966j -0.016789-0.0100162j 0.000296473+0.00135575j -0.0199949+0.00293861j 0.011822+0.00971724j 0.0229444-0.0191839j -0.0221598-0.00939345j 0.00297946+0.0040702j -0.00513438-0.0070274j 0.00111776-0.000911277j 0.00799107-0.00104357j 0.00214124-0.0102966j -0.0312217+0.00692179j -0.00147859+0.00319924j 0.0117177+0.00586174j 0.0102423-0.0140514j 0.00119253+0.0132285j -0.00904525-0.00672462j -0.0184355-0.00785562j -0.0274717+0.0152664j -0.00719068+0.00636669j 0.00802688+0.00198672j 4.94161e-05-0.00101291j 0.0204218+0.000814279j -0.00969655-0.0145548j -0.0187977+0.00954555j -0.00724921+0.0182428j -0.00918002+0.00964812j -0.0068608-0.00931139j -0.0187774-0.00483119j 0.00495849+0.0124053j -0.0307601+0.0157281j 0.00089595-0.0206521j 0.0109363+0.00892414j 0.00568597-0.015167j -0.00883+0.0247566j 0.00198895-0.00148047j 0.00662401+0.0229216j 0.00641665-0.0129002j -0.0065283+0.00836985j -0.00775747-0.00307829j 0.00185538+0.0117499j 0.00735684-0.012328j -0.00161337-0.0156341j -0.0136885+0.0156686j 0.00563463+0.0128661j 0.00125348-0.00299576j -0.00792916+0.011994j 0.00734261-0.00894936j 0.00963922-0.00784863j -0.0188653-0.0102066j 0.00503399-0.0222195j 0.00516729+0.0484238j 0.0116809+0.00760402j -0.0114874-0.0202309j 0.023686-0.00560148j -0.00283022-0.0186756j -0.0151848-0.0089354j -0.0148693-0.0162391j -0.016118+0.00159108j -0.00564672+0.0224772j -0.0316778-0.0187665j -0.00200365-0.00801598j 0.0105548+0.00306908j 0.00230655-0.0153238j -0.0111385+0.00876092j 0.00640905+0.00041477j 0.0166187-0.00213997j -0.0365488-0.00567837j -0.0012132-0.000743185j -0.00148683+0.0183014j 0.00151168+0.00420275j -0.00221855-0.00756098j -0.00139801+0.00987887j 0.0197771-0.00671295j 0.00171351-0.0133799j 0.0102238-0.00932714j 0.0191566-0.0114742j 0.00698603-0.00436035j 0.0208743-0.000211192j -0.00908282+0.00657336j 0.00753684+0.00360357j 0.0104286-0.0157929j -0.0109706-0.0145528j -0.00437068-0.0117468j 0.0276031-0.00824792j 0.00543849+0.0117017j 0.0101608-0.00438021j 0.0280997-0.0143122j -0.0286325+0.00316622j -0.0106977-0.00170016j 
0.0112876-0.00453494j 0.00103519+0.00487849j -0.0110703+0.00419776j -0.00770161-0.00106111j -0.0169665+0.00273842j 0.0100685+0.00823682j 0.00802747-0.0103435j -0.00623925+0.00770947j 0.011942+0.00609019j 0.00335619+0.00475882j 0.00283244+0.000354677j -0.0243184-0.014338j 0.0228219-0.00561499j 0.0199758-9.83998e-05j -0.028253+0.0185333j 0.00649441-0.00559265j -0.0109441-0.00260585j -0.00497963+0.000252049j 0.0560857-0.00784148j 0.017296-0.000296885j -0.0453853+0.0265343j 0.00720266+0.00218577j -0.0159419+0.0209974j -0.0268901+0.00256802j -0.0159397-0.0292656j -0.00354644-0.00985051j -0.0228484+0.0239552j -0.0101376-0.00390213j 0.0181321+0.00139603j -0.00366959+0.00831028j -0.00960305+0.01198j -0.00578867+0.0310544j -0.019652+0.00787971j 0.014926-0.0173327j -0.00384765+0.00451748j 0.00475689-0.00672381j -0.00556534+0.00692956j -0.00238981+0.00433036j -0.0102895+0.00501154j 0.00161995+0.0196934j -0.00599261-0.00250768j 0.00254468-0.00111925j -0.00124899-0.00769829j 0.0122788+0.0146461j 0.00308021-0.0146577j 0.00545176-0.00708493j -0.00186591-0.000465406j -0.00997949+0.00937772j -0.0200687+0.0137085j 0.0174156-0.00274203j -0.00149089+0.026915j 0.00140595+0.00160602j 0.00548581+0.0115457j 0.0137046+0.00784773j 0.0222849-0.0491116j 0.0119505-0.011043j 0.00682344-0.0401795j 0.0123176-0.0116878j 0.000261651+0.0100383j 0.0223618+0.0121024j 0.00890854+0.0121317j 0.0266705+0.001779j 0.010864+0.0122504j 0.00574366-0.0176402j -0.0168772+0.00680665j -0.00443224-0.00246349j 0.00975488-0.00972487j -0.00393076-0.00621119j -0.0147639-0.00619611j 0.0367857+0.0148085j 0.00666479+0.00158944j -0.00189124+0.000205629j -0.0065081-0.0110605j 0.00536376-0.00938124j -0.00986759+0.00969318j -0.0130272-0.00175317j -0.0079388+0.00736009j -0.00356962+0.00738337j -0.00496081+0.00107078j -0.00535907-0.00156049j -0.00356622-0.00107449j 0.00136917-0.0216778j -0.00798177+7.89402e-05j 0.0050115+0.00171639j 0.00522036-0.0121233j 0.00601602-0.0093241j 0.0191522+0.00215228j 0.00414485+0.00341756j -0.029593+0.0131851j -0.0181265+0.00273781j 0.0197499-0.0010208j 0.0194142+0.000944717j 
-0.00484852-0.018214j 0.0136564-0.000593104j 0.00726556+0.00602705j 0.00541034-0.004207j -0.00798349+0.0216436j -3.9588e-05-0.00782103j -0.00568136-0.0135046j 0.00202311+0.0343078j 0.0077462-0.0381391j -0.00169031+0.0124806j 0.000185683-0.00698568j 0.0109247-0.00946276j 0.00129547+0.0218947j -0.0107019+0.0479686j 0.00887983+0.00170802j 0.0021254-0.0234734j 0.00475144-0.0401284j 0.00498024-0.0407894j -0.0141256+0.00631953j -0.00706185+0.0187034j 0.0125922+0.00678497j -0.0116813+0.0145544j 0.00310079-0.00657469j 0.0109639-0.00403002j -0.00332386-0.064551j -5.63588e-05+0.00249046j -0.00269646+0.0101003j 0.0146972-0.00236676j -0.015961+0.0223181j 0.00751141+0.000497945j 0.00169359+0.00807908j -0.00249916-0.00935907j -0.0112883+0.0160353j 0.0127836+0.00515058j 0.0111274-0.016004j 0.0143241-0.0074284j 0.00341395+0.00522363j -0.00506875+0.0012435j -0.00916589+0.00646149j -0.000735877-0.00144117j -0.0137544+0.0138747j 2.06521e-05+0.000287154j 0.000579012+0.0063325j 0.00831259-0.00808582j -0.00605211+0.00470843j -0.00535592+0.00930562j -0.0069109+0.00513575j -0.00145071+0.00748354j 0.00112498+0.00668365j -3.15236e-05-0.00561068j 0.00234459-0.0316402j 0.0368627+0.00665916j 2.57216e-05-0.00798469j -0.00640799-0.00231631j -0.0128486-0.0239485j 0.00968079-0.00124227j -0.00486931-0.00394237j -0.0291998+0.00146867j 0.0256285+0.00929158j 0.0143077+0.0273615j 0.00450914+0.0157567j -0.00854129-0.0028822j -0.0133855+0.0565253j -0.00778208-0.00284795j -0.017283-0.0253355j -0.00751672-0.0020958j 0.00132036+0.0027232j 0.00136743+0.00764244j 0.00365327-0.00822908j 0.000530017+0.0281991j 0.00587705-0.0067395j -0.0182938-0.0151256j -0.0144906-0.000623353j 0.00662287+0.00172369j -0.00838572-0.005172j -0.00614194+0.00630797j -0.00178181-0.00258448j -0.00422399+0.00931759j 0.000110052+0.00603454j -0.00325209-0.00574917j -0.00621276-0.0016356j -0.00615705-0.0138098j 0.00207977-0.0117142j 0.0354552+0.00414753j 0.0267168+0.0108573j -0.00634649+0.0219248j 0.00270108+0.011806j -0.0157583-0.00415925j -0.00364172+0.00554791j 0.0152477-0.00166041j 0.00520984+0.0199651j 0.0247037+0.001168j 
0.00346407+0.000433292j 0.00164173+0.0015063j -7.13966e-05+0.0031703j 0.00329781-0.00466298j -0.0111016-0.000682688j -0.0116743-0.0254915j 0.00295543-0.0193428j -0.00606173-0.00819109j -0.0105732+0.0114064j 0.0102992+0.024369j -0.000990807+0.00530882j 0.00511196+0.00205154j 0.00146983+0.00900307j 0.00365155+0.000773849j -0.000162951-0.0186563j 0.00493811+0.00820331j 0.0286324+0.0204156j 0.00482418+0.0272542j -0.00421558+0.0273248j 0.00592086+0.0459514j 0.010844+0.0860915j 2.98222e-05+0.0378619j -0.00488421-0.0189754j -0.0152543-0.0455753j 0.00420102+0.012836j -0.00356729+0.0216111j 0.015012-0.0126452j 0.00344779-0.0103964j -0.0181744-0.00952498j 0.00412785+0.0011189j -0.00307111+0.00324247j 0.0126338-0.00689578j -0.00682222-0.00855258j -0.0101484-0.0123691j -0.0134382-0.00249449j -0.00637941-0.00570694j -0.0114566-0.00771162j -0.00164237+0.00831481j 0.000990986-0.000645971j 0.00201146-0.000812585j -0.0170556+0.00435836j 0.0154498-0.00654739j -0.00423272+0.000160176j 0.00936707+0.000785937j -0.013104-0.00143756j -0.0111725-0.000970801j 0.00821231-0.00181534j 0.0222742-0.0103361j 0.0187328-0.00181245j -0.014646-0.00350299j -0.000150533+0.00257224j 0.00793226+0.00705824j 0.0201003-0.00300626j -0.0102945-0.00908375j 0.000961805-0.0190422j 0.0113982+0.0112296j 0.015192-0.0160809j 0.00978932+0.0238788j 0.0117359-0.00417519j -0.0143833-0.0121816j 0.0172067+0.0114663j 0.00543271-0.0122637j 0.0088841-0.00674312j -0.0130686+0.00713599j -0.00563224+0.0161369j -0.00141156+0.0100438j -0.00497401+0.0016341j -0.020679-0.00390382j 0.00481921-0.00618008j 0.000496314+0.00820583j -0.00239313+0.00323831j 0.00532364+0.00362697j -0.00805628-0.00743553j -0.0102332-0.0061371j 0.0101816-0.000729732j -0.00613589+0.00395782j 0.0120495+0.00378295j 0.00566128-0.00510206j -0.0041836+0.0023758j 0.00389122+0.000551932j 0.017856+0.00322342j -0.00801518-0.00943291j 0.000298221-0.00826143j -0.0142713+0.00073592j 0.00340331-0.00250107j -0.0124147-0.0106922j -0.0104167-0.00686087j -0.0129743+0.00587458j 0.00711001+0.00479357j 0.000200293-0.00234768j 0.0049366-0.00301823j 0.00216998+0.00117509j 
0.0145346+0.00675312j 0.00351329+0.00593651j -0.000201751+0.000197173j -0.00106947+0.000478211j -0.0326669+0.00277814j 0.00878298+0.00384997j -0.0240793+0.0184587j -0.00119722+0.00702078j 0.0205023+0.00295914j 0.0135771-0.00282062j -0.0314826+0.00589499j 0.0309512-0.00548125j -0.00673175-0.00777659j -0.041817+0.0170615j 0.0115465-0.00671043j 0.00188386+0.0109476j 0.013627+0.0185549j 0.00706567-0.00630678j -0.0196014+0.0129607j 0.00772439-0.00475681j 0.0241953-0.0211061j -0.00789075-0.0184583j 0.00734176+0.000135844j -0.0146269-0.0019363j 0.00306057-0.00902525j -0.00938395-0.0151492j -0.00813331+0.00300649j 0.0148761-0.015169j -0.021093+0.00741934j 0.00403161-0.00938152j -0.0169471+0.000102759j 0.00281089+0.00258422j -0.0123475-0.0135178j -0.00810903-0.0171276j 0.0107992-0.0218507j -0.00333472+0.0028227j 0.00340207+0.00330564j 0.00100494+0.00498026j 0.000899082-0.00407543j -0.000910203-0.0111413j -0.00127727-0.0181651j -0.00856016-0.0179262j 0.00327758+0.0121884j -0.00622317-0.00861446j 0.000345166+0.0108098j -0.00959312+0.00594303j 0.00227463-0.00580136j 0.0161835-0.0177034j 0.0118303+0.00908437j -0.000719325+0.00306042j -0.00849982-0.00198046j 0.0119439-0.0116938j -0.00778298-0.00225358j 0.00507936+0.00116928j -0.0200996-0.00163974j 0.0197616+0.00151317j -0.0320406-0.0149863j 0.0239436+0.0288769j 0.00816874-0.0226072j 0.0118154+0.0067966j 0.0147116+0.00251375j 0.0167817-0.00874951j -0.0052003+0.0150144j -0.0147487-0.00395562j -0.0211476+0.000419905j -0.00762196-0.00537681j 0.0213594+0.0112284j -0.00928278+0.0194901j -0.0120049-0.0121294j 0.0333603+0.0131907j -0.0030167+0.00869437j -0.004663+0.00657783j -0.00451442-0.0238678j 0.00064318-0.0181046j -0.00387938-0.00221289j -0.00299898+0.00860417j 0.00253073-0.0178796j -0.00498423-0.003187j -0.00462369-0.00765676j 0.0013369-0.0123784j -0.00232806-0.017232j -0.00361299-0.0142437j 0.0056113+0.00179376j -0.00765913+0.00528623j 0.00155511-0.0130491j -0.00962097-0.0112007j -0.0176113+0.0169503j 0.0156946+0.00313027j -0.024269+0.00607558j -0.0256236+0.0032775j 0.0214404-0.0101495j 0.0238558+0.00414948j 
