1.26778-1.27802j -1.88711-0.819584j 0.158836+0.088393j 0.723137-1.05791j -1.52434-0.839199j -0.612843+0.395252j -0.377264-0.545249j 0.577974+1.00919j -0.243386-0.676073j -0.445131+0.265526j 0.852252+1.73763j -0.603696-0.501577j 0.843004+0.204911j 0.823258-0.471826j -0.242166+0.0146076j -0.957812+0.0771137j 0.415543-0.684047j 0.155319-0.585374j -0.0285867+2.1362j -0.450739-0.603584j -0.224712+0.523456j 0.20602+1.15783j -0.352171+0.199709j 0.724481+0.44482j 1.23776-1.72273j -1.11347-0.773685j 0.223075-0.436867j 1.31747-2.06397j -3.41903-0.355641j -1.94073-0.617171j -0.700895-3.38547j -0.440102-0.891214j -0.766803-2.10994j -1.21136+2.24855j -1.42606+0.479795j 0.13206-0.473751j 0.0378971-0.23296j 1.607-1.37043j 1.13559-0.804107j -0.820878-0.9425j 1.72275-1.84686j 0.287122+1.16549j 0.837222-0.101057j 0.454358+0.196739j 1.34593+1.00458j -0.139319-0.536932j -0.831699+0.025976j -0.319412-0.808224j -2.76209+0.420732j 1.5086-0.240228j -0.0630553+0.755579j 0.572243-0.00164791j 0.084473+0.791673j 1.10407-1.32761j -0.408823+0.359981j -0.464249-0.0195694j -0.0426576-1.24908j 2.02072+1.19819j -0.572913+0.874304j 1.23283+0.217734j -2.03537-0.884866j 0.0366967+0.265192j -0.0378559+0.0823243j 1.05459-0.0399222j -1.65155-1.66764j 0.064917-1.95281j -0.203927+0.431723j 0.287335+2.99799j 2.36812-1.05724j 
-0.466325+0.125605j -0.574849-0.433424j 0.211674-0.393395j -0.508824-0.550615j 0.568439+0.0863534j -0.163378-0.634079j -0.784161+0.292804j 0.566826-0.131162j -0.0422656-0.16785j -0.0967917+0.978139j -0.449399+0.496889j 0.207862-0.470305j 0.583023+0.0037504j -0.507607-0.127579j 0.906602-1.06236j -0.798185-0.949669j -0.359407-0.845575j 0.26151+0.365428j -0.253388-0.38132j 0.225915-0.164587j 0.189227-0.189119j -0.671734-0.741964j -0.00742367+0.268847j 0.0829993-0.218083j 0.583136-0.0461813j 0.146082+0.0875282j 0.196522+0.382384j 0.334859-0.0744015j 0.44527+0.48369j -0.196696+0.116079j 1.39579-0.858314j -0.796726+0.147072j -6.23902+0.987413j -2.60519+0.725023j -11.8421-0.978998j 2.29132+0.584988j 5.11641+0.688096j 16.5927-0.413893j 10.2062+0.0834777j 23.5603+0.682051j 2.7217-0.36072j -25.3211+0.797875j -14.4636-0.0069093j -21.863+0.724359j -16.7636+0.91612j 0.992938-1.06613j 18.3168+0.661508j 12.259+0.624835j 33.4377-0.493523j 22.7441-0.0478582j 14.4643+0.613619j -12.9339+0.574539j 5.20984-1.92284j -13.787+0.251885j 18.8784+0.533318j 8.787+0.837141j -28.2571+0.966384j 0.51495+0.602594j 19.6985-0.440014j 5.84732+0.0698304j -16.1303-0.923176j 6.26463-0.0612236j -0.709087+0.717947j 10.2546+0.259294j -3.53608-0.577783j 6.25819-0.254648j 0.00707666+0.301865j 1.97885-0.0457402j 0.186307+0.227015j 
0.532837+0.457158j 0.359979+0.599327j 0.446029+0.291745j 2.82372-1.45088j -0.445718+0.0468578j -2.32809+0.0842946j 2.1563-0.115337j -3.55839-0.571668j 2.81096+0.915167j 0.821151+0.285537j 0.950109-0.385949j 0.717257+0.649195j -4.46773-0.955402j -1.71528+0.119924j 0.228904+1.42523j 2.6698+0.150906j -2.12233-0.0606259j -1.15806-0.0120102j 1.03809-0.362388j 0.910438-0.625349j 2.03995+0.306435j -0.0801803-0.248914j 1.02676+0.101628j -0.532191+0.0214535j -0.397209-1.03872j 2.80803+0.815262j -0.809781+0.656455j -0.449351-0.15114j 2.67959-0.641318j 0.149703-0.521157j -8.80784+0.111599j -2.8673+0.34976j 36.2674+0.560281j 15.8374+0.280729j 73.9284+0.0789013j -10.7749+0.433613j -33.1211-0.523721j -97.5135+1.28433j -55.4093+0.498265j -133.524+0.303527j -10.7456+0.152965j 155.737+0.0948056j 79.8901-0.598132j 119.731-0.105809j 96.6806-0.752749j 2.2352-0.0268088j -100.799+0.828682j -80.8392-0.0321673j -199.177+0.212363j -127.855-0.65679j -85.12+1.04397j 81.1563+0.361961j -34.3563-0.480314j 89.5792-0.162334j -109.069-1.05743j -54.0086-0.406456j 166.356-0.366201j -5.72683-0.944971j -120.408+0.178359j -33.1235-0.76381j 100.132+0.800833j -37.5086+0.338282j 1.2591-0.373396j -63.6428+1.1065j 18.3883-0.362094j -37.4884+0.743943j -3.91957+0.720324j -9.49998-0.38662j -1.85564+0.00916285j 
0.6695+0.349771j 1.15204+0.381076j 1.35967+0.089354j 6.91712-0.873333j -1.11846+0.0473412j -5.39594+0.257901j 5.35286-0.0239211j -11.2161-0.583219j 6.59442+0.524481j 2.48329-0.261485j 2.35768-0.104758j 1.88714+0.624919j -8.48191+0.712813j -6.48648-1.18177j 1.71829+0.278628j 4.90845-0.329472j -3.84327+0.0037294j -0.996083-0.572859j 1.09889+0.184221j -0.429758-1.1239j 1.34895-1.48295j -0.507707+0.560032j 0.371345+0.101098j -3.56935-0.166991j 1.14202-0.433275j 4.1265+0.556589j -2.10276+0.0640276j -1.01939-0.163809j 6.65494-0.379485j -0.0248996-0.447294j -21.1642+0.63382j -7.48094-0.188556j 90.395+1.04985j 39.0835+0.839453j 184.262-0.0639148j -25.4462+0.168822j -82.1614-0.323191j -239.979+0.52124j -137.045+0.734048j -331.105-0.267282j -25.1612+0.358493j 388.19-0.977267j 197.375+0.351011j 295.61-0.577034j 240.592+0.470139j 2.01932+0.490114j -251.379+0.501387j -198.753-0.107674j -494.38+0.907034j -315.391+0.588205j -210.922-0.0801149j 200.635-0.00128386j -87.0623+0.43593j 223.205-0.53301j -268.738+0.392416j -133.299-0.000620659j 413.569-0.244568j -13.3291-0.149324j -295.077+0.330381j -81.4382-0.244589j 249.128+0.0513436j -90.709+0.654638j 3.31665+0.692332j -155.729-0.502241j 46.6508-0.760316j -93.0966+1.05589j -9.75922+0.33447j -24.4569-0.448838j -5.62189-0.401029j 
0.239533+0.188185j 1.04759-0.192613j 0.661099-0.0436575j 5.19154+0.278473j -1.8742+0.203486j -3.07252-0.0547625j 2.26855-0.444069j -6.56985-1.34315j 3.19417-0.165863j 3.40369+0.859977j 0.389934-0.347621j 2.43159-0.284284j -6.69717-0.0251422j -3.89387-0.363136j -0.0186335-0.666554j 3.50197-0.114808j -1.72403+0.29266j -0.707324+0.380504j 0.785235-0.645395j 0.911229+2.20686j 1.30129+0.20263j -0.970661-0.577395j 2.07183+0.993193j -1.35085-0.762135j -1.13985-0.0556267j 2.3113+0.7063j -2.58927+0.994168j 0.340532-0.595611j 4.67475+0.00495992j 0.722207-0.373123j -13.2309-0.211097j -5.00477+0.141112j 58.1939-0.0471603j 25.6642+0.562905j 120.076-0.174789j -16.9289+0.509177j -53.4125-0.162172j -156.294-0.202552j -89.2487-0.403217j -215.073-0.244943j -15.5262+0.636254j 252.105-0.0938776j 128.529+0.828917j 192.518+0.123309j 156.273+0.414357j 1.24723+0.117386j -163.53-0.528236j -128.354-0.0791616j -321.76-0.204884j -204.941-0.162019j -136.962-0.572053j 130.946-0.237104j -57.1297-0.185059j 145.207+0.822009j -174.86-0.345686j -86.7881-0.423821j 268.853+0.392118j -8.33196-0.559494j -191.553-0.440725j -53.2592+0.2306j 162.156+0.0548665j -58.4798+0.619146j 1.75776+0.614585j -101.689-0.523709j 30.4228+0.116387j -60.3947+0.0404921j -6.69681+0.424417j -15.0726-0.100587j -3.62737+0.292678j 
0.266118+0.224379j 1.0934+0.106791j 1.136-0.325546j 6.68344+0.388262j -1.49201+0.259716j -6.40898-1.03467j 5.44428-0.877024j -11.3055-0.858062j 6.00852+0.597112j 2.78946-1.32797j 1.27351-0.801936j 3.63868+0.134802j -8.89848-0.51992j -6.38451+0.108046j 1.31474+0.34867j 5.80022-0.181418j -4.58058+0.726241j -0.963869+0.0970019j 2.22669-0.803611j 0.431244-0.71595j 1.52795-0.120583j -1.46502-0.502419j 1.53857+0.919336j -1.35276-0.0666372j 0.80428-0.414181j 3.50218+0.293843j -2.24003+0.243537j -0.697222-0.41733j 7.72105+0.393604j 0.450782-0.0663695j -21.3721-0.308261j -7.1484+0.418535j 90.9419-0.800055j 37.5747-0.273877j 183.973+0.450409j -25.3788+0.186329j -83.3363-1.04005j -240.983+0.785042j -137.337+1.1604j -331.697-0.745179j -23.8448+0.179744j 388.76-1.16453j 198.267+0.865818j 296.752+1.21222j 241.038+0.302273j 2.78798-0.492598j -251.965+0.635132j -198.133+0.204158j -497.092-0.351516j -316.239+1.25375j -211.897-1.01505j 200.601+0.287036j -86.3747-0.247178j 224.281+0.0336376j -269.829-0.0616191j -132.251+0.412636j 416.017-0.244974j -14.2533-0.166692j -297.8+0.268251j -82.4996-0.0858528j 249.51-1.00683j -91.9312+0.0954824j 3.55504-0.107144j -156.578+0.331781j 47.0263+0.458569j -94.1167-0.0892934j -10.2588-0.792351j -24.072-0.0322746j -5.91237+0.0862803j 
1.49126+0.594556j 2.2265+0.238718j 2.5917-0.225041j 9.47148-0.656563j -3.4809+1.19949j -9.06143-0.0166742j 6.5827+0.444248j -16.5564-0.455883j 8.54539-0.04981j 4.46446+1.11212j 2.70062-0.0989321j 4.00879+0.453207j -13.4353-0.214885j -9.05788-0.0442721j 2.25477-0.325828j 8.37776-0.53597j -6.37062-0.641373j -1.00233-0.236442j 2.62048+0.132099j -0.1214+0.282729j 2.76076+0.643142j -0.433732-0.765856j 2.67712+0.565209j -2.60839-0.700264j 0.312087-0.601355j 6.17185+0.0904973j -2.91837+0.32236j -1.24739-0.850554j 9.42852-0.730826j 0.65623-0.355342j -31.154+0.535362j -11.0382-0.263601j 133.692+1.26033j 58.8009+0.0825378j 274.59+1.01483j -37.6229-0.688004j -121.488+0.979103j -358.401-0.717448j -204.843-0.443127j -492.419+1.69708j -37.452-0.107212j 577.447+0.20643j 294.496-0.728035j 438.981-0.595101j 358.978+0.497675j 2.43691-0.212315j -373.649+0.241909j -296.662+0.298736j -737.271+0.222647j -469.468-0.430061j -312.585+0.0431773j 297.696+0.471752j -128.77-0.308731j 333.33-0.704245j -400.308+1.31969j -197.27+0.285815j 615.188-0.1701j -19.0425+0.414738j -439.235-0.0746009j -123.322-0.513074j 370.408+0.573574j -135.9-0.173698j 5.93755-0.107122j -233.123+0.280164j 70.3745+0.657259j -139.058+1.55635j -14.8771-0.302212j -36.1609-0.241974j -8.07621-0.0634984j 
-0.0606528+0.0695877j 0.314601+0.141985j 0.0668939+0.28668j 0.797378+0.0395551j -0.211133+0.221436j -0.771931+0.285905j 0.248865+0.0138448j -0.696849+0.21259j 0.1404+0.126073j 0.303454+0.0692895j 0.321798+0.0553943j 0.0339679+0.350129j -0.64938-0.369723j -0.871329-0.144619j 0.335405-0.0471686j 1.25572+0.00324689j -0.88613+0.498171j 0.129371+0.750432j -0.288885+0.531323j 0.228262+0.00587718j -0.0582493-0.791602j -1.23296-0.38766j 0.00671507+0.704619j -0.255631+0.368557j 0.225893-1.10873j 1.0443-0.767396j 0.349063+0.6914j 2.46804+1.30358j 0.415038-0.243107j 0.930292-1.6443j -1.96607+0.00437258j -0.223666+0.192194j 7.55005-0.13877j 3.6724+0.188068j 15.3329-0.236622j -1.93659+0.371578j -6.87594+0.0203064j -19.8252-0.218642j -11.6328-0.569991j -27.9163-0.0526677j -2.50686-0.260517j 33.2397+0.399022j 16.855+0.191732j 25.1993+0.00838499j 21.0406-0.508448j -0.0571234+0.402337j -21.2784+0.260495j -17.087+0.611767j -41.0325+0.594246j -26.6289+0.831238j -17.345+0.129812j 16.1805-0.0679592j -7.373-0.192398j 19.2442+1.17588j -22.0678-0.816901j -10.6144-0.515292j 34.7848+0.709891j -0.268139+0.406141j -26.4796+0.377204j -6.72005+0.504134j 20.7314+0.913854j -7.19543+0.594765j -0.0822704+1.18708j -13.7984+0.629176j 4.83931-0.897391j -7.241-0.1957j -1.69069-1.52701j -4.57965-0.792277j -0.709624+2.16911j 
0.383004+0.369907j 0.410644-0.342124j 0.802163-0.437274j 1.68397+0.170458j -0.84321+0.250802j -1.1567-1.2507j 1.22867-0.586499j -3.24496+0.0576533j 2.07184-0.625838j 0.385793+0.515093j 1.94762-1.20755j 0.416431-1.69698j -2.4188+0.00757075j -1.35353+0.801413j -0.304314-0.11738j 0.842854+0.630535j -0.990014+0.748808j 0.466967+0.711489j 1.0389-1.15747j 0.205634-0.354064j 0.394556-1.44021j -0.923654+0.0229044j 0.329945+0.0573717j -0.610271+0.587354j -2.67133-0.663815j 1.57433-1.44077j -1.07834+1.4616j -0.715785-1.0461j 1.99653+0.16535j 0.169577+2.0133j -4.81904+0.420184j -1.99367-0.39705j 22.8044-0.125128j 9.4884-0.462066j 46.8765+0.240538j -6.78067-0.148449j -20.8589-0.0661127j -61.3387-0.256868j -34.7085+0.312485j -84.4423-0.295192j -5.81708-0.572669j 98.4148-0.06421j 49.2303-0.172622j 75.2273-0.278627j 61.5772+0.412604j 0.417082-0.763678j -63.6975-0.437823j -50.8767-0.407103j -125.397-0.363223j -80.6726-0.317126j -53.3513-0.0898688j 50.4999-0.61314j -22.6393+0.348434j 56.4353+0.28771j -68.498-0.887957j -34.5199+0.168453j 105.11-0.0527532j -2.71359-0.462535j -76.1008+0.0123993j -21.247+0.405485j 63.7411+0.931538j -22.1521+0.135363j 1.02747+0.348854j -40.1619+0.579047j 11.5502-0.445498j -25.1552+0.403439j -2.9512-0.585692j -5.94088+0.41007j -1.82595-0.663101j 
-0.113414-0.0723194j -0.769209+0.06031j -0.880209+0.0751596j -2.58971-0.140622j 1.19915+0.315913j 2.2671+0.310556j -1.79172+0.397665j 3.97377-0.586152j -1.99518+0.0198276j -1.04084-0.662533j -0.567901+0.303432j -1.70177-0.0775368j 3.59743+1.71054j 2.1587-1.04343j 0.530681-0.113753j -2.47863-0.730706j 2.30493+0.200164j 0.126188-0.0472535j -1.05954-0.128881j -0.11836-0.97015j -0.855157-1.72423j -0.134169+0.599983j -1.25171-0.668573j -0.884595-0.716419j -0.104571+1.09286j -1.5755-0.300598j 1.48867+0.0539953j -0.0151411-0.298649j -2.41238-0.157064j -0.24339-0.380433j 8.57312-0.457573j 3.11171+0.394213j -36.6929-0.924186j -15.8129-0.079155j -74.6629+0.277928j 9.90846+0.241906j 32.9567+0.0166585j 95.8643-0.340404j 55.33-0.416954j 132.671+0.901832j 9.98476+0.523935j -156.485-0.29259j -79.3679-0.138636j -119.382+0.14449j -97.0672-0.392248j -0.0984712-0.435436j 101.411+0.233147j 80.106+0.695832j 199.544-0.140004j 126.465-0.844879j 84.8625-0.329577j -80.4648+0.0587805j 35.6703-0.941699j -90.3158+0.579353j 109.085-0.137624j 54.4155+0.163335j -166.342+0.16861j 5.61693-0.816784j 119.325-0.163486j 32.1378-0.918069j -100.212+0.795029j 37.0074+0.709821j -1.69971-0.411024j 62.3545+0.0690071j -19.421+1.16493j 36.4937-0.336298j 3.64434-0.300947j 10.1355+0.516462j 2.30371+0.843909j 
0.369253+0.212645j 1.52934-0.197146j 1.53928-0.576646j 7.4609+1.10192j -2.45558+0.209457j -5.69315+0.276286j 5.37587-0.53327j -11.3673-0.793749j 6.34949-0.587624j 3.49876+0.601017j 2.13585-0.254237j 2.84506+0.172536j -9.64075+1.28476j -6.69202-1.94175j 2.5665-0.792137j 5.4322-0.814453j -3.53481+0.921253j -0.791146-0.834139j 1.39171+0.209614j -1.59452+0.210433j 1.18198-1.7751j -0.888479+0.0728902j 0.0231811+0.939286j -3.19131-1.56477j 0.532578-0.32469j 3.1598-0.333663j -3.03238-0.285906j -0.0774899-0.48386j 7.31579+0.0923941j 0.658754+0.180749j -22.0833-0.0679471j -8.20133+0.093121j 96.1685+0.422726j 41.7005-0.332211j 196.267-0.13174j -27.1422-0.229173j -87.0979-0.0443348j -255.631+0.286007j -146.225-0.0376275j -351.522-0.439j -26.368-0.520929j 412.418+1.0197j 210.605-0.266558j 315.199+0.547687j 256.511-0.204957j 2.37455+0.15583j -267.257+0.121052j -211.946-0.595614j -527.616-0.403692j -335.09-0.15663j -223.683+0.655649j 213.165+0.282763j -92.483+0.36638j 238.306-0.35957j -287.466-0.617704j -142.158-0.092625j 439.819-0.322177j -13.8959+0.26175j -315.593+0.00612723j -87.0904+0.329823j 264.464-0.63911j -97.7513-0.781895j 4.02231-0.149269j -166.623+0.703951j 50.0062-0.604216j -98.2948+0.122177j -10.4991+0.320027j -25.4312-0.283537j -6.0595-0.300621j 
0.608255+0.464265j 0.940088+0.113726j 1.10216-0.495403j 2.62012+0.197568j -2.26438+0.708595j -4.54544-1.66832j 3.10728+0.117023j -7.74599-0.420946j 3.41398-0.319333j 2.05527-0.873154j 1.08153-0.564501j 2.10818+0.665113j -5.13189+0.127553j -4.53445+0.201042j 1.74306+0.370157j 4.33248-0.314229j -3.75986-0.732271j -0.125415-0.0464108j 2.2721+0.880545j -0.214092-1.57119j 0.0974658+0.519142j -0.0428204-0.69114j 0.823596+0.844527j 0.0988406+0.806124j 0.726532+0.263374j 2.30618-1.53803j 0.280561+0.117534j -0.44523-1.19035j 4.57054-0.0208099j 0.337997+0.403557j -12.5696+0.0802266j -4.78896+0.317524j 55.6411+0.229656j 24.4026+0.447818j 114.085-0.386855j -16.1155+0.39378j -50.4464+0.00899998j -148.387+0.220616j -84.802-0.103816j -203.94-0.415946j -15.6218+0.295433j 239.575+0.0869496j 122.144+0.591062j 183.112+0.300878j 148.612-0.363045j 1.30586+0.157404j -154.845-0.0517661j -122.469-0.110264j -305.712+0.568892j -194.422-0.38936j -129.882+0.318174j 124.508+0.190691j -54.2897-0.0196247j 137.835-0.00485388j -166.173-0.424318j -82.6238-0.38973j 255.144-0.126541j -7.58739-0.343601j -182.411-0.0173586j -50.4067+0.0357456j 153.668-0.0839888j -56.4943+0.429501j 1.97661+0.233412j -96.599+0.00173615j 28.6078-0.189221j -57.145-0.0989163j -6.21232+0.680078j -14.4881-0.10408j -3.47362+0.213016j 
-0.305467+0.235997j -0.445948+0.276041j -0.263894+0.564413j -2.15668-0.454999j 0.552192-0.678191j 0.634431-0.178478j 0.121323+1.74995j 4.36277-0.262316j -0.780249-1.56238j 1.01919+0.102657j -1.07345-0.350253j -1.41247-0.146533j 1.74871-0.927456j 1.39828+0.054237j -0.522578-1.53019j -3.60017+0.610513j -0.0496664+1.1088j -0.41977-0.292337j -0.528993+0.175118j -0.335775+0.509764j -1.07818-0.0877884j -0.0565233+0.871319j -1.09574-0.246413j 1.53096-0.199427j -0.286312+0.405559j -0.497731+0.533164j 1.20191+0.3219j 0.110483+0.0386113j -2.2903-0.0923247j -0.15792-0.148399j 7.54716+0.104035j 2.67007-0.259058j -33.2234-0.0277036j -14.0147+0.337992j -68.8514-1.25052j 8.60814-0.841856j 31.1843-0.733455j 87.3147-0.103159j 50.7521-0.967536j 122.476-0.571326j 9.41538-0.337344j -142.023-0.159993j -72.0131-0.487376j -108.601+0.561765j -88.5183-0.0481456j -2.18089-0.0182912j 90.7714-0.493091j 72.6336+0.742398j 181.039-0.794115j 115.312-0.620897j 78.0454-0.497439j -73.3225-0.718273j 30.6635+0.173425j -81.9355-0.635178j 98.3396-0.157918j 49.5627+0.759439j -150.386+0.283806j 4.98956-0.473113j 108.306+0.506646j 30.0956+0.27374j -91.8747-0.253471j 33.5321-0.0982361j -1.33286-0.235676j 56.7543-0.533256j -16.9752-0.591767j 34.0509-0.135923j 3.55204+0.179132j 8.92616-0.182005j 2.098+0.143801j 
0.499263+0.327887j 2.35661-0.1203j 2.86535+0.19818j 11.3062-0.0358649j -3.3381+0.170958j -9.54417-0.456887j 8.48363+0.709551j -17.6789+0.180831j 9.73482-0.10899j 5.15539-0.493813j 2.49699-0.000782245j 4.04513-0.150132j -14.4894-0.531463j -9.41171-0.349074j 1.24837+0.342761j 8.22977+0.0846075j -6.86591+0.144172j -0.505679-0.911807j 2.06504+0.469768j 0.677308-0.0982858j 2.28945+0.459962j -1.08493+0.396739j 1.73392+0.00971092j -2.44313-0.253003j 1.64668+0.0107358j 6.02516+0.862273j -3.66891+0.340226j -0.968352-0.384215j 10.6212-0.37295j 0.407869-0.163469j -33.4507+0.803081j -11.9678-0.383504j 144.344+1.03979j 62.454+0.887077j 293.766+0.430127j -41.1089-0.366609j -131.107-0.648779j -383.964+0.807377j -218.411+0.268444j -527.957+0.100426j -39.8478+0.632045j 618.88-0.0382446j 315.94-0.244641j 471.702+0.421983j 384.271+0.384207j 3.84301-0.515379j -400.732+0.842338j -318.161+0.286526j -790.209-0.778467j -503.793+0.0955959j -336.159+0.712136j 320.483+0.70648j -138.195-0.883302j 356.517-0.296127j -429.992-0.693521j -212.066+0.0768979j 660.5-0.0477921j -21.6537-0.143891j -472.723+0.298508j -131.439-0.949289j 397.527+0.492001j -145.914+0.478582j 5.62179-0.170545j -249.974+0.19739j 74.498-0.683743j -148.392+1.55126j -15.8205+0.0698749j -38.8214-0.348474j -8.95549-0.394842j 
0.674974+0.500397j 0.18323+0.41445j 0.700713-1.24682j 4.26939+0.238641j -1.02263+0.175761j -5.12103+0.760367j 3.87732+0.742661j -9.55621+0.509121j 3.83079+0.401709j 3.90745+0.061461j 2.72521+0.955163j 1.74248-0.461472j -6.53863+0.437512j -5.12249+1.3365j -0.703414-1.20001j 3.54625+0.0886229j -4.73028+0.0844047j 0.543639-0.562603j 0.507354+0.412716j 0.463026-0.406217j 1.71728-0.449378j -1.84949+0.0783225j 1.7154-0.0647016j -2.53488-0.0884486j 0.920255-1.0584j 2.96439-0.780892j -1.39984-0.139643j -0.590876-0.365846j 5.97721-0.527685j 0.442813+0.130373j -18.0993-0.0324785j -6.30132+1.32846j 76.5632+0.453896j 33.326-0.56248j 154.22-0.355701j -20.7589+0.0483433j -68.3647+0.416415j -201.594+0.00738101j -115.508+0.062768j -276.819-0.259947j -21.2754-0.579543j 325.809-0.977918j 165.02+0.792149j 248.152+0.975026j 202.616+0.0695806j 1.80022-0.635317j -209.549-0.464778j -166.138+1.04491j -415.127+0.826862j -264.383-0.688569j -176.092+0.00883212j 168.166-0.240675j -73.5518+0.55842j 187.452-1.13312j -225.16-0.0946048j -111.203+0.0452562j 346.891-0.073842j -10.3417+0.0571461j -248.326+0.0634783j -68.8459-0.273513j 208.239-0.572594j -76.6542+0.00519151j 3.6262+0.394968j -130.722+0.933886j 38.6633+0.340518j -78.1198+0.389669j -8.01594+0.449072j -20.2284-0.234244j -4.59882+0.0156833j 
-0.241113-0.0147884j -1.09461+0.131841j -1.40133+0.303095j -4.12806-0.420053j 1.61671-0.0954196j 3.89802-0.0092544j -3.38306-0.0748953j 7.29335+0.26075j -4.30685-0.036043j -2.14376-0.142945j -1.25085-0.181645j -1.85902+0.209899j 7.00179-0.418345j 3.31836+0.89631j -1.464-0.776154j -4.12483+0.331988j 2.9601-0.529761j -0.112838+0.368725j -0.71908-0.116841j -0.0141369+0.76481j -2.00117+0.753157j 0.598813+0.0893734j -0.499639+0.531297j 0.869041+1.2097j -0.3199-0.0110095j -2.68657+0.415227j 1.5556-0.0175007j 0.0529049+0.0973645j -4.54428+0.0805554j -0.215855-0.193142j 14.6039-0.244983j 4.81729+0.20097j -61.7323-0.297853j -26.4727-0.36781j -126.889-0.390681j 17.3908-0.244212j 56.5623+0.0343397j 164.407+0.000129889j 94.4275-0.132412j 227.294+0.462891j 16.9257-0.474573j -267.74-0.0947342j -135.113-0.202121j -203.312+0.590195j -164.787-0.798123j -0.316919+0.699029j 172.682+0.721596j 136.093-0.488954j 340.665-0.482222j 217.298-0.669116j 143.781+0.97233j -138.005+0.227965j 60.5437+0.254632j -153.854-0.112249j 185.473-1.46604j 91.4382-0.232283j -284.301-0.49491j 9.24842-0.280803j 202.36-1.24775j 56.6213-0.469054j -171.614-0.223345j 62.3102-1.25608j -1.65093-0.446085j 105.901-0.0286875j -32.3973-0.233323j 64.3261-0.153689j 6.61749+0.218569j 16.7059+0.446486j 3.84377+0.269158j 
-0.884929-0.252165j 0.078122+0.228355j 0.796843-0.356936j 0.210877-0.598075j 0.582425+1.23158j 0.288435+0.0353228j 0.00204158+0.0993472j 1.00827+0.444507j -0.717299+0.134351j -1.20119+0.388227j 0.399086-0.324252j -0.819742-0.186898j 0.785116-0.256251j -0.196908+0.312283j -0.338018-0.0993405j -0.751656+0.146328j 0.196914+0.0675036j 0.982471-0.110182j 0.253272-1.10526j 0.206979-0.337913j -0.131654-0.0615822j 0.115518+0.198553j -0.7224+0.352904j 0.327498-0.144985j -0.0809572+0.288059j -0.269568+0.0462512j 0.0225402+0.203775j 0.315377+0.240654j 0.631649+1.13112j -0.175427-0.26594j 1.73598+0.262246j -0.693074-0.574975j -6.30309+2.51047j -3.13954-0.465123j -12.2622+1.18544j 2.16788+0.337967j 5.58143+1.43445j 12.8272-0.391842j 8.65771-0.617684j 19.4685-1.32157j 0.607416+1.25835j -23.6238-0.109811j -11.8881+0.661261j -16.6342-0.413736j -13.9832-0.844365j -0.119801-0.789539j 15.927+0.514809j 11.8336-0.120688j 30.1204+0.832803j 18.6145-0.572427j 12.459-0.464883j -11.9955-0.370824j 4.20908-0.149097j -13.0623+0.616694j 16.4115-0.170756j 8.45639+1.45497j -25.2232-0.421172j -0.130134+0.511686j 17.773-0.322105j 5.48683+0.47121j -14.7572+0.129895j 5.4713-0.121006j -0.264176-0.694866j 9.11871-0.364899j -3.11053-0.351105j 5.95187-0.0564529j 0.424708-0.258583j 1.79231+0.25613j 0.2151-0.1644j 
0.124521+0.163128j 0.80105-0.0299094j 1.41007-0.154108j 2.74348-0.470197j -1.70348-0.162846j -2.53872-1.20587j 2.57343+0.0984304j -6.2563-0.435723j 3.20786-0.250643j 2.04535-0.31458j 1.06474-0.16491j 1.71043+0.474306j -4.4033+0.163228j -3.82295-0.230497j 0.897522+0.603251j 3.26208+0.467021j -2.27061-0.746278j -0.103159+0.0613893j 0.774895+0.982315j 0.543348-0.407942j 0.184146-0.0861624j 0.181055-0.218522j 0.426007+0.293666j -0.76672+0.835818j 0.447052+0.226444j 2.70096-0.42937j -0.852441+0.649901j 0.0346382-0.295313j 3.33344+0.124545j -0.0840011+0.278896j -11.3694-0.0746186j -3.66143+0.093894j 48.3678+0.0728467j 21.1867-0.831574j 97.477+0.380638j -12.7773-0.0578368j -43.9379-0.0426656j -127.747-0.42251j -73.3619+0.00306977j -176.406+0.200851j -12.5799+0.0137218j 206.508+0.276039j 105.878-0.214281j 156.834-0.00231981j 128.207+0.610165j 1.27273-0.293809j -133.875+0.0675635j -106.1-0.194601j -263.828-1.23048j -168.318+0.179547j -111.554-0.285695j 106.017-0.501136j -45.5053+0.672899j 119.833+0.299675j -144.151+0.346838j -70.6901+1.36001j 220.685+0.555207j -7.84563+0.194011j -157.943-0.377082j -44.1912-0.781207j 132.715-0.380827j -48.4368-0.882156j 2.89674+0.246453j -83.5259+0.0994913j 24.7655+0.964843j -49.8324-0.366158j -4.42477-0.604736j -13.2099-0.262859j -2.87881-0.147254j 
