0.168562-0.0816108j 0.308562+0.0569917j -0.41704+0.0677984j 0.75081-0.18147j -0.00286306-0.910457j 0.483335+0.0403717j 1.14313-0.23007j -0.271827+0.509319j 0.720018+0.348979j -0.126323-0.323334j 0.175742+0.0395891j 0.315534-0.619571j 0.40899-0.743213j -0.165428-0.9343j 0.427457-1.02399j -0.90613-0.060638j -0.043208+0.121316j -0.558941-0.0108567j -0.317176+0.341573j 1.47174+0.0460466j 1.4163+0.0654638j -0.0139451+0.657867j -0.349281+0.434333j 0.737149-0.572919j -0.27154+0.174303j -0.647672-0.970226j -0.842592-1.42929j 0.122649-0.772869j 0.055327-0.982086j -0.189202-0.383927j 0.210173-0.391041j 0.019468-0.879493j -1.13025-0.169967j -0.509694-0.901674j 0.123733-1.32924j 0.723684+0.989929j -0.0214289-0.992122j -0.210163+0.120607j -0.374375+0.220749j -0.38068-0.429058j 0.230302-0.699671j -0.948201-0.190832j -0.658551+0.139647j 0.931756-0.394685j -0.257518+0.548387j 0.917262+0.377916j 0.507968+0.849506j 0.624683+0.490157j -0.00997271+0.635327j -0.647101+0.0874588j 0.461632-0.218782j -0.823659-0.605596j 0.45076+0.310463j 0.316883-0.536761j 0.615719-0.245372j -0.688579+0.132481j 0.394118-0.00487369j -0.656889+0.934181j 0.526151+0.508181j 0.433796-0.382271j 0.83125-0.35919j 0.0350789-0.0337405j -0.228364-0.505272j 0.743655-0.214098j 0.00714747-0.13317j -0.217614+0.187203j 0.0556758-0.355417j 0.518984+0.640889j 1.3189-1.14225j 1.4369+1.13916j 
0.211294+0.56529j 0.871601-0.144285j 2-1.8343j 0.417477-0.414368j 0.563625+0.132274j 6.06293-2.68285j -1.03651+0.648635j -3.51488+1.48462j 6.24652-3.56444j -8.53553+5.04448j 0.960879-1.02768j 12.1235-6.20574j -4.25308+3.17087j -0.0399709-0.264259j 4.35042-2.05878j 13.328-6.95759j -13.043+7.47707j 15.7448-8.11757j 10.9494-5.79814j 1.41329-1.17121j 5.4702-2.67807j 20.0475-10.3668j 15.9773-8.37419j 8.03118-5.14058j 13.3883-5.65083j -30.1937+15.1711j -5.11295+1.48059j -6.317+2.68882j 0.966375+0.123158j -14.9546+8.71739j -8.72202+5.96524j 20.1591-10.3092j -18.9165+9.57011j 9.02315-5.01063j 17.0114-9.9424j 0.864964-0.128731j -9.17484+4.99639j 19.2188-9.67052j -20.2031+11.0861j 8.91206-4.5204j 14.6618-7.9796j 0.72676-1.03531j -5.80565+4.36284j 5.17507-2.98475j -30.2203+16.934j 13.6976-8.45475j -8.45178+4.50128j 15.6875-8.43264j -20.1257+10.8722j 4.71857-1.74875j -0.796164-0.60338j 10.7494-7.75683j -15.393+8.28941j 12.4007-7.54702j -14.1393+8.88219j 3.92284-1.81363j -0.422908+1.143j 4.40245-0.741658j -11.8852+6.48924j 0.679175-1.11158j -7.49326+4.6782j 5.89958-3.85915j -4.03032+3.00002j -1.07304+0.986557j -6.27+3.06737j 0.623224-0.278172j 0.415411-0.196539j -1.87511+1.49093j -1.16757+0.165217j -0.810428+0.0185785j 
-0.613138-0.624695j -0.615912-0.279549j 0.182109-1.93122j 0.524762-0.325561j -0.547142-0.111053j -1.42656-3.33294j -0.442619+0.71155j -0.402264+2.823j 0.154368-5.07151j 1.16521+6.01941j 0.69006-0.508089j -1.90279-8.37806j 1.42793+3.07416j -0.576091+1.12868j -1.08404-2.57387j -2.46044-10.2612j 1.68631+9.08607j -1.71183-9.86956j -0.614963-8.26085j -0.817157-1.50783j -0.349742-3.44997j -2.98791-14.0229j -2.41335-10.6892j -0.719826-6.66114j -1.84265-10.739j 3.77099+21.783j 0.233106+3.82327j 0.551208+5.0281j 0.843389-1.00945j 1.52639+11.5178j 0.422252+6.79777j -2.81553-13.8721j 2.73764+13.279j -0.998322-6.45412j -2.4883-13.4163j -0.705261-0.173124j -0.965309+6.92647j -2.54678-13.4924j 2.18749+15.3852j -0.913285-5.78891j -2.68718-11.742j -0.836018-0.416738j 1.21186+5.21377j -1.05861-4.017j 4.03296+22.9458j -0.995964-10.5616j 0.350201+6.90256j -1.68068-11.53j 2.81933+14.5619j -0.353864-3.84786j -0.0144375+1.22304j -1.39179-8.81568j 2.19159+12.5199j -1.24462-10.3723j 0.594874+10.8195j -0.483433-4.59951j 0.534584+0.239431j -0.00435912-1.90765j 1.51479+9.86295j -0.266196-1.57302j 0.651614+7.32259j -1.32861-6.64531j 1.08717+3.32494j -0.719234+1.15902j 0.591423+4.35478j 0.276705-1.19476j 1.38749+0.533334j 0.285844+2.05473j 0.597229-0.0820991j 0.0147924-0.178297j 
-0.0428546+0.588651j 1.14597-0.193413j 1.29725-1.48686j 0.0567617-1.08525j 0.310578-0.0532188j 1.48911-3.027j 0.683356+0.140441j -2.5888+0.820199j 4.47238-3.49495j -5.08849+5.09736j 1.08486-0.705564j 6.04094-7.62198j -1.4423+2.57853j 1.07547+0.0775267j 1.02511-2.37671j 7.10454-7.98687j -4.53082+8.39379j 6.63147-9.17533j 4.36181-7.11772j -0.298017+0.0966162j 2.80991-3.66892j 7.35138-12.4001j 6.03056-8.13236j 4.02245-4.82094j 5.63273-8.91431j -13.2698+17.2717j -1.75912+2.27245j -3.24888+4.11077j -1.57231-0.449942j -7.1095+9.69039j -3.44893+4.13387j 8.15996-11.2073j -8.43137+9.13168j 3.85538-4.49915j 7.48927-10.3188j 0.532003-0.457877j -2.94977+2.92314j 6.95113-10.8493j -5.74194+10.5317j 3.19982-4.97685j 6.52549-9.66974j 2.21447-0.593587j -2.60788+4.02739j 2.60794-2.25701j -11.1872+16.8156j 5.31389-9.20833j -2.86773+5.48588j 5.66368-6.87246j -7.26154+12.491j 1.46009-2.96017j -0.8625-0.710474j 4.37693-5.86993j -6.34461+10.8372j 5.1104-7.96387j -5.67919+7.70086j 2.60994-0.893147j -0.733104+1.48489j 1.15081-3.36019j -4.65874+7.47732j -0.311059-1.16439j -2.05726+5.38122j 0.541341-5.12889j -2.55889+2.36553j 0.459182+0.971545j -2.47731+3.9838j 0.264985-1.306j -0.459857-0.624327j -0.967202+1.70047j -0.405048+0.206731j -0.493584+0.0108941j 
0.133564+0.0147659j -0.438945+0.249811j -1.53903+1.64156j -0.452956-0.0834959j 0.679097+0.468814j -2.96222+3.1722j 0.786704-0.797552j 1.89445-2.00067j -3.2296+3.82452j 5.29968-4.84143j -0.990303+0.872345j -6.56002+6.59896j 2.30141-3.50263j -0.603889-0.285141j -2.74332+0.941314j -8.75783+7.89807j 7.85343-8.05486j -7.70124+9.49462j -7.9621+7.09472j -0.811223-0.145261j -2.92574+3.05947j -10.6244+12.004j -10.0994+9.27607j -4.721+5.65409j -6.77914+8.09043j 17.4479-17.679j 2.43566-1.84661j 3.80532-3.34966j -0.0100861-0.167494j 8.55493-9.3972j 5.47171-6.26166j -11.7129+13.2898j 10.4325-12.1016j -6.30897+4.86315j -10.8405+11.1496j -0.571835-0.00156199j 4.8483-5.37612j -11.0924+10.8938j 10.8789-12.3669j -6.10185+6.0869j -8.91788+9.82288j -0.852428+1.29937j 3.22919-3.89129j -2.7142+2.75032j 16.3092-18.8658j -6.56881+8.27118j 5.04261-5.15376j -9.1476+10.7279j 10.5284-14.1306j -2.10855+3.03421j 0.37112-0.430561j -6.99313+8.3648j 8.91919-10.7854j -7.42631+10.0551j 8.05713-9.00755j -2.37853+3.61772j 0.891782-0.951786j -2.39405+2.98219j 5.67112-7.92473j -0.997482+1.27715j 4.53854-5.98563j -3.56452+3.86538j 3.23197-1.68397j 1.28357-1.71273j 3.88189-4.8719j -0.170235-0.250534j -0.406876-0.265868j 1.66391-1.52827j 0.180951-0.167242j 0.238038+0.383476j 
0.788115-0.558347j -1.25711-0.324185j -2.13885+2.4161j -0.65333+1.40892j 1.02317-0.243158j -5.1855+2.61853j 0.573219-0.612572j 2.06038-3.64989j -4.58441+4.56577j 7.35494-4.914j -1.82455+1.97752j -8.55364+6.66499j 3.69823-1.32129j -0.342179-1.22649j -2.91795+2.36449j -9.70464+7.71519j 9.96467-7.73189j -11.3439+9.09401j -7.85771+8.33143j 0.13014-0.409279j -3.61947+2.2865j -14.319+10.3994j -11.3713+7.79218j -5.62416+5.39442j -6.44805+6.39895j 19.5306-16.3673j 1.90341-2.47895j 3.45362-4.1517j -0.132453+1.53908j 11.5421-10.6079j 7.33771-5.38248j -12.0697+9.89246j 12.4672-10.001j -5.33029+3.45148j -12.0761+11.7853j 0.340767-0.638717j 4.83303-5.68635j -12.4044+10.0392j 12.7405-10.5014j -5.5925+5.26815j -9.43565+9.63169j -1.10524-0.440598j 3.89392-3.96625j -2.1876+1.61603j 18.1795-16.338j -8.12631+7.71125j 4.37967-5.54482j -9.86124+8.8671j 12.0437-10.6216j -2.66273+2.83857j -1.07266-0.988354j -8.14537+7.68063j 9.74677-7.92407j -8.313+8.85281j 9.40675-10.0811j -1.00667+2.68185j -0.035235-0.110829j -3.24999+3.30939j 6.41192-7.30193j -0.101638+1.14112j 3.45274-6.34823j -1.04174+3.95686j 3.17478-1.61918j -0.190993-0.947248j 3.64197-3.45972j -0.445229-0.191016j -0.210051+0.609811j 1.60711-2.17768j 0.852926-0.179627j 0.579594+0.0883701j 
-0.246528-0.503791j -0.136611+0.0622576j -1.22497-0.104778j 0.0584917-0.0790222j -1.19423-0.0438848j -0.781946-1.66991j 0.519699+0.817187j 1.18719+0.589075j -1.6526+0.464875j 3.61751+1.84168j -0.630003+1.17257j -5.45952-2.31775j 1.26529+1.08091j 0.288265+0.0707387j -1.22469-0.817556j -4.6334-2.09121j 5.91404+0.715461j -5.83748-1.59882j -4.50224-0.961911j -0.695943-0.540689j -1.84481-1.01378j -7.38552-1.0852j -5.28823-1.64247j -3.87047-1.66749j -4.27899-1.22231j 10.8015+2.38193j 1.02105-0.00947951j 2.87412+0.268302j -0.334516-0.275887j 6.00942+2.51549j 3.00777+0.404621j -7.29849-1.34031j 6.16226+2.14954j -2.48949-1.0876j -6.67618-1.65916j -0.856918-0.0340855j 2.80851+0.494993j -6.40225-1.14323j 7.64521+1.49716j -3.0126-1.3227j -5.97937-2.14641j -0.550232-0.360635j 1.9374+0.783876j -1.42123-1.0942j 10.0626+2.97038j -4.92983-2.1287j 2.61984+0.572305j -4.3696-0.857547j 6.53987+2.31193j 0.152398-1.06327j 0.705918+0.280568j -4.09555-0.818742j 4.55842+1.97468j -4.5234-2.0451j 5.93771+2.04931j -1.79154-0.785373j 0.689844+0.386535j -1.02602-0.452977j 3.79101+0.869543j -0.572966-0.0486515j 2.79942+0.322256j -1.31608-1.74885j 1.44812+0.300093j 0.379829+0.143588j 2.14672+0.839278j 0.562888+0.585405j 0.296536+0.453661j 0.930512+0.0296384j 0.321201+0.181885j 0.0995601-0.0449359j 
-0.290781+0.370194j -0.450474+0.153969j -0.0468834-0.702017j -0.210488+0.27688j 0.879329+0.552612j 0.363878-0.509958j -0.159947+1.13956j -0.297695+0.811516j -0.440557-0.486279j 0.0848493+1.66426j 0.149701-0.490448j 0.0260482-1.63309j -0.168706+0.481225j 1.04939+0.295284j 0.572832+0.385373j 0.137675-2.65163j 0.0864824+2.12857j 1.45872-2.18844j 0.156119-2.28866j -0.320334+0.625676j 0.296758-0.913247j -0.616962-2.04575j 0.114905-1.97141j -0.22517-1.77191j -0.175798-2.10705j 0.187813+3.85263j 0.636589+0.347933j 0.330313+0.760016j -0.485598-0.577156j 0.322226+2.21145j 0.571968+2.06165j 1.09539-2.36578j -0.293927+2.08014j 0.710072-2.65889j -0.0617611-1.79766j 0.474523+0.591435j -0.0444189+2.73214j -0.00734616-2.02695j 1.16261+2.81072j 1.35949-1.95069j 0.317456-1.87323j 0.509473-0.195205j -0.349281+0.644658j 0.356789-0.00451244j -0.760324+3.75145j 0.522315-2.21552j -0.352324+1.53812j 0.163186-1.84247j -1.01336+2.2294j 0.133474-1.14075j 0.456148-0.717053j 0.442838-2.01596j 0.764821+2.94834j 0.115687-2.32137j -0.262722+2.79752j -1.35342+0.0191251j -1.02365-0.213189j 0.203222-0.367827j -0.0168337+1.36455j 0.213369-0.693849j -0.314715+1.62501j 0.450824-0.619152j 0.148542+0.704671j -0.110543+0.943737j 0.293434+0.43626j -1.16552-0.0766481j 0.0663039-0.501059j 0.0129156+0.63795j -0.454356-0.54453j 0.0853097-0.485102j 
0.284091+0.830531j 0.869658-0.328002j 0.114154+0.0372283j 0.210276+0.617611j -0.530972-0.703857j 2.44398-0.41397j 0.317675-0.837093j -1.673+0.217749j 2.50328+0.441511j -4.80881-0.143862j 1.4874+0.482088j 5.39652+0.133311j -2.42637-0.596791j -0.15461+0.621267j 1.45975+0.0430629j 5.87448-0.53818j -6.64812+0.662526j 8.42418+0.972305j 5.54112+1.20905j 1.22596+0.0405964j 1.7059+0.827354j 8.5894+0.372212j 7.09717-0.761331j 2.55419-0.205485j 7.52801-0.760235j -13.0288-0.481146j -1.17949+0.0821945j -3.40143+0.0375831j 1.07386-0.680111j -7.12943-1.11793j -3.9434-0.713829j 8.91191+0.402445j -8.48481-1.54858j 3.74427+0.0793773j 7.49717+0.841161j 1.32379+0.685053j -4.03826-0.0121087j 8.21758+0.670083j -8.91398-0.533867j 4.45018+0.393109j 7.2486+0.112669j 1.08446+0.688749j -2.34301+0.350988j 1.25738+1.51789j -13.7907-1.26092j 5.96181+0.538647j -4.16451-0.706586j 6.33695-0.195388j -8.84552-0.405559j 1.92439+0.0951793j 0.108286+0.771365j 5.32571+0.0528398j -7.22666-0.8808j 5.79461+0.563934j -6.14708-0.492477j 2.15862+0.285142j 0.579389+0.486918j 1.16829-0.312296j -5.5252-0.29042j 0.900223+0.36988j -3.81587-1.09364j 3.066-0.217396j -2.10295-0.296242j -0.442805-0.170053j -3.00291-0.296311j 0.542965+0.308962j -0.436234-0.103385j -0.79287-0.438305j -0.912796-0.191979j -0.186893-0.30557j 
-0.345003-0.141016j 0.354896-0.0721717j 1.78924-2.13088j 0.776154-0.409515j 0.121068+0.0313496j 3.51395-5.33296j -0.637491+1.57236j -1.51086+2.6178j 4.20351-4.18346j -5.93094+6.26645j 0.836108-1.08463j 8.56453-9.15914j -2.60362+4.17623j -0.16758+1.02771j 2.79345-3.72096j 9.29675-11.0217j -9.27733+11.9823j 9.88065-13.2636j 7.93404-10.527j 0.106757-0.994989j 3.88196-3.63784j 13.7075-17.3268j 9.75836-13.2426j 5.61832-6.78847j 9.28176-10.6282j -19.6623+24.5512j -2.86769+3.67331j -4.54295+4.82633j 0.341605-1.79327j -10.4737+12.9813j -5.06839+8.26642j 12.6628-16.5911j -10.8625+15.497j 5.47869-7.02713j 11.499-15.6119j 0.272022-0.0233858j -4.00503+7.73177j 12.147-16.4089j -12.0772+18.2427j 5.63057-8.03801j 10.3208-13.3481j 0.640696+0.275832j -4.02443+5.50303j 2.73345-3.51734j -18.3093+26.319j 9.28169-11.3374j -5.72178+7.77313j 8.39519-13.9192j -13.0425+17.5803j 2.96467-4.45843j 0.00921113-0.127541j 6.57835-10.7928j -11.0612+13.7087j 8.41053-11.8993j -8.47745+12.5612j 1.5402-2.78823j -1.18322+0.0156684j 3.48581-4.01917j -7.62567+10.6516j 0.916829-1.98106j -5.23727+8.7217j 4.44596-6.74953j -2.66472+2.94574j -0.826291+1.64872j -4.01334+5.22547j 1.00408-0.259272j 0.285803-0.0638244j -1.80646+2.47781j -0.15448+0.635735j -0.13444-0.193962j 
-0.0707118-0.926203j -0.592677+0.0299827j -0.664463-0.756761j -0.295467+0.828615j -0.81538-1.72362j -1.35752+0.419654j -0.500187+0.104617j 0.0231074+0.318606j -2.80323-0.762205j 1.70827+2.34409j -1.11313-1.34512j -1.51485-3.5249j 0.755821+0.561614j 0.207585+1.04059j -0.936779-0.90347j -3.22733-3.29217j 3.25724+4.0081j -3.6499-2.99515j -3.27265-2.92349j 0.336171-1.22774j -1.17597-2.05095j -5.41878-5.52056j -4.11587-3.81775j -0.661279-2.92058j -3.65327-3.5861j 8.04135+7.85894j 2.13569+0.238734j 2.2218+2.48079j 0.653423-0.868288j 2.59073+4.37715j 2.27142+2.0786j -5.63657-5.34485j 4.91702+4.19033j -2.0251-1.55149j -5.25523-5.18583j -0.089484-1.03425j 2.17793+2.27119j -5.01718-5.45032j 5.27814+5.92468j -1.69377-1.88396j -3.16945-4.9869j 0.150489-0.169835j 1.5324+1.43748j -1.13904-1.34632j 7.31759+7.63075j -2.20355-4.56823j 2.11848+3.03209j -4.69039-3.1012j 4.53857+5.45801j -0.630732+0.0865199j -0.138544+1.64115j -2.70032-3.28564j 4.29308+3.7725j -2.40422-3.6592j 2.60756+4.21897j -0.985561-2.1823j 0.0953953+0.3789j -0.68511-0.26725j 3.16167+2.73769j -0.301075-0.82199j 2.01413+2.7173j -0.32673-1.85349j 1.38533+0.923424j -0.00278479+0.469511j 1.33134+1.98185j -0.829301+0.374537j 0.0831437+0.55827j 0.58035+0.647453j 0.576259+0.119375j 0.320849-0.102403j 
-0.834196-0.32021j 0.427623-0.282927j 0.638604-1.04095j -0.437326+0.347475j -0.648212+0.214542j -0.399246-4.08932j 0.927908+0.299077j -0.938169+1.96381j 1.98825-3.32513j -0.152686+4.09176j 1.78502-1.92274j 1.64466-4.60203j -0.0654329+2.30804j 0.552214+0.477176j 0.434241-2.59318j 2.02161-8.05793j -3.55568+5.37588j 3.06706-7.28022j 1.72074-5.61678j 0.0564989-0.206927j 0.0671985-3.38237j 5.32923-9.67318j 2.81673-8.3612j 1.12802-3.55238j 2.19107-7.00783j -6.35168+14.8576j -0.732773+1.88291j -1.23311+2.79245j 0.235653-0.750977j -2.10699+7.87352j -2.24346+4.88807j 4.21205-9.7544j -2.88209+9.89519j 1.11116-5.0893j 2.95472-9.50251j 0.332645+0.243271j -1.37161+4.97887j 4.68466-10.4979j -4.00381+8.94094j 1.05859-5.12161j 2.46606-8.12639j 0.23548-0.0903727j -1.00415+3.80425j 0.0312777-2.82981j -5.76916+16.2008j 1.54167-7.67632j -1.8001+5.90929j 3.32877-9.21843j -3.33742+11.6034j 0.234694-4.61801j -0.19037+0.382305j 2.81204-6.97616j -1.33284+9.22614j 1.5441-7.80165j -1.64288+6.77644j -0.0847672-1.76994j 0.450693-0.194642j 1.15451-2.54392j -2.26077+6.43144j 0.104827-1.04866j -1.93729+5.34265j -0.167594-4.63217j -0.75616+1.99434j 0.206545+0.718063j -0.646637+3.29964j 0.409294-0.472379j 0.305261+0.0374438j -0.811659+1.3879j 0.111674+0.497018j -0.0543451-0.154601j 
0.310523+0.12551j -0.460216+0.244277j -3.67257+2.51803j -1.35577+0.276941j -0.560836+0.629852j -6.40731+4.95125j 1.28865-1.20261j 5.24948-4.61354j -8.54702+5.95768j 10.7696-6.84722j -2.76437+0.250398j -13.8327+11.1196j 3.81988-3.70601j 1.4343-0.517941j -4.80376+3.34018j -16.5576+13.9154j 15.7196-12.5426j -18.3017+14.6208j -15.3245+11.6308j 0.060666+0.680776j -5.44685+3.9239j -21.9591+18.2596j -17.4102+14.2357j -9.78673+8.4748j -14.7663+14.2508j 33.9917-29.0917j 5.3243-5.60304j 8.25792-6.45754j -1.52212+1.04092j 18.9389-14.3448j 10.2291-8.20547j -21.7316+19.5453j 20.7503-17.9857j -9.13198+8.95075j -21.8914+17.5557j 0.104895+0.0678201j 10.3031-9.25155j -20.4478+17.789j 21.6691-19.3305j -10.606+9.13972j -18.1681+15.8722j -0.372539+0.451382j 7.11749-6.71553j -4.1301+4.4852j 32.5951-30.2077j -14.593+12.7337j 10.0481-8.8031j -17.3633+15.917j 21.3259-19.6266j -5.2031+5.40496j 1.19398-1.21133j -13.6298+11.5827j 16.9925-15.7913j -15.7072+13.5288j 17.1822-14.4682j -4.62028+4.80275j 0.565335-0.665965j -5.52866+4.13338j 13.4552-13.3571j -1.64462+2.09515j 10.0888-10.3405j -6.59277+8.21813j 4.29121-3.72595j 1.28278-1.80383j 6.48186-5.73166j -0.32525+0.180042j -0.11783-0.169583j 3.372-2.90609j 0.776657-0.343607j 0.15085+0.381275j 
-1.08168+0.451038j 0.950714+0.632195j 1.17521-1.98293j -0.778489-0.123331j 1.44804-0.956243j 3.13989-1.08215j 0.759204+1.52423j -2.46376+0.538854j 2.42711-1.42931j -4.06581+0.122072j 0.197983+0.982643j 5.69641-2.0256j -1.15121-0.0012233j -0.855729-0.0220095j 1.73845-1.14203j 7.94127-2.92397j -6.96354+1.33174j 5.667-0.318569j 3.73672-1.76481j 0.153272+1.33504j 1.54063-1.86767j 8.35988-3.36001j 8.29035-2.02769j 4.53914-3.00305j 7.13744+0.0789219j -13.3461+4.94546j -2.04776+1.87935j -3.07565+0.413206j 1.08562+0.825103j -5.9415+2.59063j -3.19454+1.32797j 8.47243-2.90844j -6.54511+2.42083j 3.95624-1.40035j 7.44375-3.85857j -0.510147+1.5074j -3.88317+0.679574j 7.54568-3.13698j -7.70781+2.71933j 3.5128-0.996167j 7.16292-2.31944j -0.204823+0.799434j -3.45426+1.76268j -0.0451221-1.72156j -11.5198+4.02792j 5.31765-2.20109j -2.97308+0.924244j 6.9918-2.86635j -8.29673+3.25225j 2.06646-1.1881j -1.64504+0.435535j 5.10574-1.56689j -5.85502+2.49462j 5.35477-2.36335j -5.70651+2.71185j 1.64956+0.10311j -0.832701+1.41437j 2.42326-1.73469j -4.83585+1.89998j -0.109437+0.0802391j -1.96719+1.49035j 2.70704-0.879131j -1.63149+0.354581j 0.0224322+0.267827j -2.09605+0.555686j -0.326201+0.311154j -0.290235-0.617459j -0.669249+1.13808j -0.0266808-0.638848j 0.317064-0.193155j 
0.520271+0.38262j -0.663343+0.0664473j -1.98614+1.84031j -0.65584+0.101587j 0.90874-0.041446j -6.31074+4.68753j 1.01391-1.79723j 3.58896-3.44362j -5.73437+2.99703j 6.70595-6.54621j -0.936429-0.242013j -8.69953+9.53846j 3.42711-3.57412j -0.0119167-0.339294j -3.49439+2.85102j -11.9886+10.3886j 9.53636-9.03175j -12.4695+10.9608j -9.42569+8.1619j 0.436267+0.962485j -3.60308+3.63847j -14.8056+12.7297j -12.2047+10.5476j -5.94381+7.12213j -10.3697+9.01663j 22.9383-19.9795j 4.14675-2.59129j 4.47526-3.89854j -0.397353+1.18811j 11.9266-12.0161j 7.00117-6.21277j -14.7391+12.9971j 14.78-13.0444j -7.38039+6.3983j -13.9136+12.3385j 0.659185+0.121723j 6.74236-6.2967j -13.958+12.4044j 13.9716-13.477j -7.50052+7.02867j -11.5511+11.7468j -0.48272+0.751532j 5.22171-4.69244j -3.30819+3.5061j 22.9634-21.3212j -9.54238+10.2924j 6.63482-5.93648j -12.6929+10.4311j 15.1428-14.3839j -5.38919+4.07569j -0.248737-0.584143j -9.06933+8.45668j 12.4631-11.4488j -10.525+10.5371j 10.361-11.3894j -2.14667+3.25092j 0.13225-0.468749j -4.2518+3.05634j 9.36161-8.73947j -0.853991+1.26796j 6.4787-6.54759j -5.03627+5.99077j 3.10574-2.66981j 0.688268-1.28397j 4.02426-4.44628j -0.611143-0.558581j -0.103053-0.284226j 2.18073-1.92589j 0.533281-0.386633j 0.0356826+0.246344j 
-1.08594+0.691752j 0.744419+0.0300608j 2.02519-0.175317j 1.40705+1.3065j -0.801031+1.43969j 3.89099+1.07079j -1.10079-0.351275j -3.99975+0.966954j 4.53168+0.58778j -5.16953-1.00623j -1.59441-0.482905j 8.75769-1.24838j -2.97516+0.164453j 0.873676-1.08471j 1.92242-0.114389j 9.26018-0.513892j -9.56556+1.50905j 11.3464-0.868969j 8.18135+0.573666j -0.336523-0.650369j 1.26219+0.246812j 12.2565-2.51145j 9.46845-0.663585j 5.99782-1.44413j 8.51671-0.178137j -19.3931+2.07965j -4.56708-0.811798j -3.80064-0.618745j -0.0403582-0.823379j -9.64098+1.05575j -5.57016+1.36756j 12.4108-1.31617j -11.8876+0.502361j 5.74025-0.401671j 11.0019+0.143534j -0.497036-0.543908j -5.23123+0.215783j 10.0282-2.57775j -12.5717+1.53904j 5.85799-0.405522j 9.39734-1.32346j 0.80182-0.623126j -3.99275+0.459922j 2.00008+0.0402005j -18.3251+3.01176j 6.33275-1.0775j -3.40556+0.742492j 9.5039-1.05013j -10.5905+1.85637j 2.44351-0.254386j 0.407744+0.168642j 6.45208-1.70221j -8.95154-0.365464j 7.4782-0.850995j -9.38215+0.739683j 2.06825+0.480893j -0.578196-0.318976j 3.20506-0.747154j -8.1705+0.903799j 0.4251-0.0498757j -4.6093+1.15112j 3.09047-0.536998j -2.79392+0.163789j -0.445228-0.00965804j -2.7197+0.295532j 0.0593878+0.412634j 0.0429017-0.285651j -1.90495+0.610184j -0.174372-0.524551j -0.100768-0.30306j 
0.159781+0.728125j 0.278485-0.12886j -2.20811+1.01793j -0.235967+0.740833j -1.00009-0.982101j -2.5114+1.82161j 1.62449-1.28594j 1.51358-1.21277j -3.06343+2.60021j 2.81741-3.03428j 0.085527+0.643954j -5.06999+4.2024j 1.09067-2.13263j 0.222924+0.488008j -2.11358+1.38714j -6.43912+4.31732j 4.98051-4.40211j -4.9649+6.90407j -5.12515+5.65256j 0.792329+0.314995j -2.93362+2.1381j -8.03169+7.48356j -6.05427+4.85875j -4.66263+2.6551j -3.90859+4.222j 12.3427-11.236j 2.66444-1.90366j 2.30903-2.26366j 0.283278-0.132723j 6.58637-6.60512j 3.50179-4.04256j -7.87961+7.64894j 7.19544-8.31724j -3.48643+3.34056j -8.37541+7.26132j 0.819907+0.518815j 3.02928-3.31118j -7.53509+7.56041j 7.51444-8.22465j -3.49891+3.92371j -6.2403+5.90451j 0.241039+0.850664j 3.019-1.969j -2.35523+3.08706j 11.328-12.7847j -5.30259+5.16879j 3.18378-3.75077j -6.33289+5.94981j 7.80824-7.77021j -2.18442+1.99207j 0.653605+0.760678j -4.36107+4.68927j 6.24488-6.8508j -5.55189+5.49408j 5.9811-6.10326j -1.13079+1.61267j 1.07621+0.319457j -2.56856+1.22155j 4.67592-5.22168j -0.34223+1.1761j 3.47177-4.75351j -2.30647+2.53204j 1.42768-1.80383j 0.508705-0.917367j 1.93313-2.53409j 0.189254+0.47628j -0.288493+0.0547937j 1.60144-1.4225j -0.214595-0.509484j -0.0807827-0.263705j 
0.302516+1.1456j 0.598788+0.250768j -0.976262-0.683458j -0.85674+1.78211j 0.000498734+0.604396j 0.633481-0.0441103j -1.19136-0.232558j -0.7049-1.34204j 0.00565594+0.175859j 0.442362-1.18955j 1.04306-0.45458j 1.13271+0.430859j -0.788438-1.13744j -0.14238-0.383955j 1.07983-0.544819j 0.978303+2.94815j -0.195157-2.10329j 0.0254713+2.0194j 0.391211+1.06668j -0.635857+0.27376j 0.294802+0.707964j 1.58509+3.37872j 0.654045+1.79987j 1.14726+2.37132j 1.31375+0.886398j -2.15214-4.75402j -0.828762-0.195289j 0.0888006-0.862667j 0.187655+0.179147j -1.09363-2.71285j -0.703536-1.29758j 1.24983+2.92262j -2.71812-1.86107j 0.629147+1.77937j 1.59923+2.0955j 0.460921-0.209393j -0.923216-0.792184j 1.47198+2.94878j -1.25708-2.83914j 0.68935+0.931801j 0.828969+1.84731j 0.0414217+0.00637344j -0.525798-0.490624j -0.198977+1.91814j -1.76667-3.93304j 1.5543+2.06718j -0.92707-1.91568j 1.08545+2.0016j -1.22924-2.83828j 0.00290888+0.976782j 0.571213-0.130882j 0.901754+1.74848j -1.24346-2.11932j 1.10782+2.61201j -0.833424-1.82585j 0.619815+0.563852j -0.144068+0.577499j 0.178996+0.561647j -1.22048-1.39686j -0.0154636+0.453426j -0.469551-1.78026j 0.911514+0.819799j -0.376125-0.741454j 0.233633+0.22476j -0.696305-1.0177j -0.143982+0.276886j -0.0665081-0.58538j -0.303768+0.111879j 0.159468-0.371147j 0.0289068-0.0510473j 
