-0.040967-0.0122127j -0.104027+0.0654976j -0.0705196-0.0308869j 0.00598398-0.0098359j 0.0854603+0.0507691j 0.00317426+0.122903j 0.0823042-0.0323929j -0.105387+0.0655697j 0.0735701-0.121437j 0.0035225+0.0265831j 0.000936018-0.0491756j 0.0632641-0.0120465j 0.00738193+0.0868941j -0.0573918+0.00908291j -0.0455115-0.0543993j -0.0144616+0.00377057j -0.0577645+0.00492149j 0.0117676-0.0307315j -0.0638111+0.0400288j -0.0569756-0.0140624j -0.0115066+0.0431022j 0.0638685-0.0274002j -0.119529-0.0669053j -0.0335569-0.091773j 0.101813+0.0278711j -0.0410475-0.130726j 0.0541352-0.0320204j 0.0519663+0.123699j 0.0192914+0.0794675j -0.0390979-0.0635528j 0.00184717-0.0774517j 0.0402786-0.0294925j 0.00511166+0.0567966j -0.0161471+0.0482904j 0.056441-0.00472634j -0.0433816-0.0223354j -0.0233914-0.00851544j -0.0188643-0.0070823j 0.0508419+0.0185619j -0.00998046+0.0266239j -0.021676+0.0459972j 0.0111128-0.0110481j 0.0552946+0.0762001j -0.0215905+0.0102649j -0.0222172-0.0244034j -0.0154891-0.0356947j 0.0365901+0.0455332j -0.0316593+0.051674j -0.0703838+0.0270433j -0.0841459-0.0617403j -0.018999-0.00424295j -0.0244857+0.019176j 0.0420421+0.131676j 0.0754615-0.0118982j 0.0027346-0.0232127j -0.0838684+0.0677901j 0.0394052+0.053974j -0.0697385+0.0619467j 0.0180406+0.024897j 0.0461646-0.0395853j -0.0650041-0.0705378j -0.111174+0.103749j 0.0511437+0.0113846j -0.0620055+0.035622j 0.0752122-0.00110585j -0.069013+0.0364237j 0.00881299+0.0139019j -0.0537612+0.062152j 0.0379861-0.0582172j 0.0341748-0.0277492j -0.0631484-0.0322462j -0.00454995+0.0283321j 0.0692704-0.034919j -0.0118262-0.00137267j -0.0687655-0.0306222j 0.100635+0.0338277j -0.0442387-0.0193904j 0.0373-0.0641251j -0.0516643-0.0861374j -0.0206954+0.0817542j -0.144561+0.00251776j 0.0990747-0.0605051j 0.0238902+0.0588956j -0.0379506-0.00825934j 0.0737114-0.0267056j -0.0211298+0.00233482j 0.0375166+0.0943894j -0.101045-0.143361j 0.0625279-0.0704497j 0.103068-0.0836883j -0.0300699-0.0487246j 0.0214531-0.00706903j 
0.000954116-0.00035651j 0.00286711+0.000220023j -0.000315353+7.54419e-05j -0.000269027-2.54853e-05j -0.00364822+0.000797603j -0.00052232-0.00199803j 0.00155807-2.00753e-05j -0.00030784+0.000275301j 0.00303049-0.000178029j 0.00131276-0.000581483j 0.000450255+0.00043449j -0.000911591-0.000593301j -0.000753348-0.00134165j 0.00120696-0.000387809j -0.00258291+0.0012534j -8.02304e-05-0.000369389j 0.000255534+0.000938612j 0.000563681+0.000594687j 0.00274133-0.0015086j -0.00205213+0.0027303j 0.00222058-0.00171412j -0.00116965+0.00288619j 0.00292411-0.00132167j -0.000447495+0.00366483j -0.00273722-0.000975837j -0.00497676-0.00165142j 0.00159731+0.00665738j -0.00444459-0.00162837j 0.00136617+0.0013096j 0.0036075-0.00254732j -0.000795951+0.0027389j -0.0011316+0.00153695j 0.00135361-0.00394924j -0.00173731-0.00316313j -0.0010373-0.000371319j 0.000464111-0.00331043j -0.000726731-0.000682213j 0.00122146+0.00179872j 0.00308025-0.000631079j 4.27245e-05-0.000272623j -0.00112828-0.000311489j -0.00234337-0.00167353j -0.00128571-0.000306567j 0.00203836+0.000315683j -0.00116375-0.00233998j -0.000891709+0.000353584j -0.000529533+0.00091772j -0.000318913+0.000223858j -0.00325287+0.000143527j 0.0015573-0.00122192j -0.000777065+0.00100522j 0.000351804-0.000482697j -0.00128921-0.00121246j 0.00217803+0.00196504j 0.000377527-0.00195211j 0.00401149+0.000442235j 0.000943782-0.000571619j 0.00604275-0.00472956j 0.00240969-0.00132127j -0.00168982-0.00113581j -0.000604639+0.00712161j -5.99768e-05-0.0024719j -0.00561051-0.000893737j 0.00284974+0.00124298j 0.00119185+0.00368667j 4.14019e-05+0.000519007j 0.0020281-0.00147127j -0.000810946+0.000307051j -0.00551081+0.00169538j 0.000596485+0.000322056j 0.00332127-0.00173966j -0.000945692+0.00196012j 0.00185951-0.00172806j 0.00244936-0.00195406j 0.000681704+0.00369922j -0.00299362-0.00215371j 0.00276951-0.00122431j -0.000625929+0.00224632j 0.0029648+0.0067736j -0.00118261-0.00549j 0.0060181-0.000802037j 0.000240987-0.00111678j -0.00039545+0.00415445j 0.0011881+0.000309121j 0.00167168+0.000637194j -0.00163878+0.00330285j -0.00181085-0.00400442j 0.00176607+0.00138884j -0.00304495+0.000618608j -0.00418365-3.77359e-05j -0.00698023+0.00381455j -0.0019236-0.00547929j 
0.000546914+0.000775414j -0.000166593-0.00170665j -0.000112202+0.000565499j -0.000557848+0.000236792j 0.00224951+0.00303075j -0.00227711+0.00243946j -0.00125639+0.000900927j -0.000146755-0.00118626j -0.00211402-0.000654261j -0.00169249+4.41952e-05j -0.000764889+0.00030974j -0.0012095-0.000252876j -0.00151415-0.000319944j -0.000816625-6.33091e-05j 0.00136967+0.000736471j 0.000494498-0.000323257j -0.000204998-0.00141679j 0.000395959-0.000280923j 0.000497205+0.000772003j 0.00239629-0.000652128j -0.00351977+0.00120923j -0.00212152-0.00146283j 0.00044144+0.00188282j -0.00135958-0.000560845j 0.00213753-0.00111551j 0.000896526+0.00208085j 0.00322036+0.00108606j 0.000370104+0.00200991j 0.000491964-0.000998156j -0.00133337-0.000162584j -0.000582678-0.00187477j 0.00182742-0.00135303j -0.000843047-3.61166e-05j 0.000294868+0.00115426j 0.000872893+0.00142315j 0.000679287+0.00187835j -0.00117236-0.000872j 0.000119451-0.00407431j -0.00123807-0.00179877j -0.00118718-0.00142568j 0.000485258+0.000189741j -7.57371e-05+0.00201053j 0.000423936-0.00111241j 0.000620874-0.000310607j 0.00084848-0.00117004j -0.000165578-0.000928544j 0.00224913+0.000586255j 0.00180308-0.000717953j 8.06742e-05+0.000309793j 0.000438558+0.00152115j -0.00108709+0.000178643j 0.00101589-0.000600583j 0.000540572+0.000441454j 0.00107109-0.00192778j 0.00064384-0.00115539j 0.00198677+0.000412178j -0.0012072-0.000310791j -0.00147127+0.000481518j 0.00011786-0.00108782j -0.00101526-0.00493299j -0.00325332+0.000343308j -0.00119457+0.00364856j -0.00326385+0.00510661j -0.00465574-0.00176547j 0.00232979-0.00286284j 6.40922e-05+0.00196466j 0.000588538-0.000664486j -0.000892479+0.000390919j -0.00197572+0.000457464j -0.00129998-0.00153099j 0.00246994+0.00080609j 0.000431482+0.000939366j -0.000125596-0.00160678j 0.000488676+0.00142373j -0.000471608-0.0019433j 0.00259347+0.00367832j 0.000618191+0.00384606j 0.00232842+0.00104752j 7.34167e-05-0.00481732j 0.00107178+0.00084486j 0.000961564-0.00316381j -0.00129236+0.000616992j 0.00544975-0.000198097j 0.00305363-0.00403646j 0.00303019-0.00189034j -0.00473191-0.00301582j -2.13332e-05+0.00137138j -0.00108965+0.000537719j 0.000335354-0.00748679j 0.00620926-0.00237842j 0.00247026-0.000139771j 0.000135769+0.00673693j 
0.00191368+0.00186502j -0.0012916+0.00535524j -0.00087749-0.000758224j 0.000135285+0.0010424j -0.000459131-0.000552916j -0.000907663-0.0015297j 0.00185536+0.00319379j -0.00219119+0.00219807j 0.00491432+0.00212498j 0.00426421-0.000935879j 0.000310687-0.00173258j 0.000488201-0.000849291j 0.00175192-0.000301354j 0.000904049-0.00102368j -0.00218294-0.0020647j -0.0026105-0.000924902j -0.00114424+0.000828436j -0.000638402+0.00358168j 0.00100109-0.000767033j -0.00268051-0.000484792j 0.000465719-0.000408425j -0.000361108+0.00466474j -0.00326009-0.000461877j -0.00361013-0.00133823j -0.000494812+0.00377382j -0.00295783-0.00660352j -0.00538194-0.00336799j 0.000111302-0.00532012j -0.0020778+0.00251957j 0.00564992+0.00227763j -0.000499529-0.000923513j -0.000950809+0.000162605j 0.00325301-0.001374j 0.000234664-0.00177125j -0.00114243-0.00264463j 0.00118532-0.00311606j 0.00108928+0.00222775j -0.0031536+0.00402446j 0.00507188+0.00464915j 0.00274179+0.00228815j -0.00139361-0.00140202j 0.000991025-0.00533917j -0.00269145+0.000505187j 0.000994853+0.000292247j 0.00225169+0.000772337j -0.000204634+0.000238916j -0.000541046-0.00155231j -0.00126581-6.99874e-05j -0.00279029-0.000475329j -8.14102e-05-0.00354195j 0.00520823-0.00361657j -0.00288526+0.000203325j -0.00164062-0.000185889j -0.00135378+0.00443209j 2.64461e-05-0.00139161j -0.00309038+0.00538201j 0.000740235+0.00395943j 0.00573137+0.00375011j 0.00037476-0.000265166j 0.00233195-0.000533658j -0.000981655+0.00052712j -0.00270782-0.000277714j 0.000841364-0.0116356j 0.000528506-0.00134464j -0.00260725+0.00164482j 0.00161135-0.00108903j -0.00177822+0.00276433j 0.00211828+0.00213376j 0.003429+0.00514223j 0.0020095-0.000885609j -0.00657731+0.00186005j -0.00153161+0.000781102j -0.000455508-0.00138547j 0.000279542-0.00378808j -0.00416133+0.00301345j -0.00199924-0.00216308j -0.00176259-0.00352577j -0.00480273-0.0030367j 0.000296219+0.00266895j 0.00247931-0.00541117j -0.000433754+0.0042495j 0.00641233-0.00684953j -0.00705859+0.0045665j -0.00447066+0.00699569j 0.000461811-0.00398653j 0.0060184+0.00681395j 0.00327451-0.00129363j -0.00142224-0.00629966j -0.00469517+0.00894253j -0.0030506+0.0111884j 0.0051145-0.00851589j 0.00395441-0.00654616j 
-0.00042878-0.00126984j -0.00129592+0.00191927j -0.000269578-0.00231278j 0.00116322-0.002166j -0.000511827-0.00848702j 0.0040412-0.00244843j 0.00110598-0.00158425j 0.000345342+0.000369184j -0.00186236-0.000917805j -0.00379495+0.000966739j 0.00215648-0.000552976j 0.00372704-0.00291769j 0.00299565-0.00204256j 0.00188354+0.00168453j -0.000407554-0.00234067j 0.00161287+0.00396348j 0.00056958+0.00137826j -0.000165466-0.00134334j -0.00127646+0.00231056j 0.00029905-0.00257345j 0.000598471-0.000321617j 0.00398038+0.00132145j -0.00146696+0.00225787j 0.00270421-0.00432737j 0.00307795-9.8318e-05j 0.00703281-0.00119561j -0.0125381-0.00322776j 0.00248867-0.00454845j -0.00119401+0.00270651j 0.00040649+0.00117989j 0.00217764+0.000799466j -0.00106094+0.00399243j 0.00256701+0.00901048j 0.00412758+0.00220389j -0.000434389+0.000548817j -0.00368518+0.000927237j 0.0047132+0.000252525j 0.00204016+0.00467708j 0.000950185+0.00433436j 0.00397048-7.81144e-05j -0.00137124-0.000863809j -0.00118844+0.000903512j 0.00530408+0.00351304j -0.00502807+0.00148828j -0.000734793-0.000909557j 0.00230779-0.00124707j -0.00570981+0.00309975j -0.00315927-0.00162726j 0.00386286-0.00130426j -0.00249106-0.00469347j -0.00230418+0.000575786j -0.000423182+0.00291896j -0.00218118-0.000141272j -0.00322947-0.0012205j 0.00609089+0.00361511j -0.00314259+0.00150319j -0.00199345-0.00547922j -0.0032275+0.000694662j 0.00337998+0.00800656j -0.00137374+0.00901692j 0.00373444-0.0116903j 0.00431975-0.000158113j 0.00785462-0.00534847j 0.0078573+0.00111441j -0.00422052+0.00273184j -0.0040913-0.00516282j -0.000760792+0.00350443j -0.00095247-0.00561069j 0.00546409-0.011882j 0.00107583+0.00317501j -0.0032319+0.00319412j -0.00103032-0.00466434j 0.000573753+0.00167833j -0.00409003+0.00359269j 0.00215402+0.00272728j 0.000356161-0.0030691j -0.00258959-0.00357132j -0.00127357+0.00179722j -0.00785939-0.002043j -0.00587125+0.00751518j -0.00658942+0.00917252j -0.00215469+0.000770342j -0.00930022-0.00351337j -4.55074e-05+0.00743162j -0.00550242+0.00381189j 0.00735146-0.00223287j 0.00275725-0.00215669j -0.00709642-0.00040908j 0.016457+0.010269j -0.000600699+0.00519707j -0.000534365-0.00207634j -0.00634116-0.004126j 
0.00347869+0.000491627j 0.00154174-0.000737643j -0.00306831-0.00176627j 0.000158623-0.0024945j 0.00302187-0.00276946j -0.00266356+0.00266085j 0.00322742-0.00126378j 0.00305289+0.000600962j -0.00289791+0.000917489j -0.00523283+0.0017395j -0.00145732-0.00123298j 0.000928725+0.000471968j 0.000283578+0.00180065j 0.00157544+0.000799818j 0.00190012-0.00205009j -0.000523096-0.000118428j -7.37781e-05-0.000444869j -0.000854041-0.0021686j -0.00210977+0.000397392j 0.00362161-0.00317811j -0.00110118+0.00413514j -0.000536718-0.00151026j -0.00159581-0.00130453j -0.00301731-0.00242501j 0.00856972-0.00216966j 0.00175675-0.00229536j -0.00236084-0.00422936j 0.00208713-0.000685527j -0.00278018-0.000164088j -0.00279094-0.00127522j 0.00170049-0.00133277j 0.00164021+0.00140738j 0.00434244-0.00137433j 0.00204929-0.00177129j -0.000436241-0.00135854j -0.000900523+0.000574098j -0.000549224+0.000570174j -0.00571148-0.000904215j -0.00130177-0.00268216j 0.0023261-0.00509848j -0.000764908+0.00137546j 0.00329618+0.000114223j 0.000971601-0.00076528j -0.000701971-0.00258058j -0.000972764-0.000717567j -0.000128775-0.00167976j 0.00269117-0.00139537j -0.00126331-0.000103358j 0.000734374+0.00335901j -0.000242517-0.00432214j 0.00418643-0.000125583j 0.000367034+0.000171095j -0.000631198+0.0005747j 0.0030801-0.00175j 0.00400393+0.00326462j 9.40517e-05-0.000759243j -0.00491013+0.00228751j -0.00157688-0.000416216j 1.03612e-05-0.000879628j -0.0032022+0.0011704j -0.00305523+0.00138143j -0.00316643+0.00700722j 0.000884197-0.000643885j -0.00329796+0.000110948j 0.00199122-0.00338542j 0.000879584-0.00780612j -0.00219323+0.00197857j -0.00300568+0.00273253j 0.00256039-0.0013398j -0.000588019-0.00519402j 0.00332992+0.00389018j -0.000174424-0.00269824j -0.000831741-0.00176223j -0.00623698+0.000675609j -0.00135324-0.00260853j 0.00325687-0.000432335j 0.00351954-3.45515e-05j 0.00227474+0.00542152j -0.00215883-0.00901048j -0.00166539+0.00731835j -0.00274403+0.00232539j 0.000606876-0.00231977j 0.00321182+0.00861005j -0.000930054-0.00481677j -0.00462271+0.0129103j -0.00504935-0.00412186j 0.00359592+0.00219438j 0.00350428+0.00594229j 0.00698883-0.00137634j 0.00199268-0.00172406j -0.00373663+0.00193652j -0.00301835+0.00441793j 
-0.00287666-0.00244964j -0.00190201-0.000765338j 0.00206271+0.00174853j -0.000608197+0.000916236j 3.32158e-05+0.000209506j 0.00223035+0.00129389j 0.00118813-0.00285527j -0.000810903+0.00214822j 0.000924563+0.00121508j -0.00209892+0.00274144j 0.000257056+0.00114092j 0.00108658-0.000434996j -0.00011411+0.000360895j -0.00021181+0.00144358j -0.000362303-5.59325e-05j 0.000393212-0.000529294j -0.000932677+0.00153617j 0.000558969+0.00180052j 0.00208074-0.000383006j 0.000664348-0.000253007j -0.000105829-0.00145633j 7.36694e-05+0.00169465j -0.000506637-0.00040814j 0.0024275-0.00353357j -0.00318944-0.000257246j 0.00281664+0.0025439j -0.00320906-0.000413838j -0.00128201+0.00060973j -0.00382777+0.00473035j 0.0013077+0.00129121j 0.00118381+0.00622452j 0.00138306+0.000538872j 0.00477972-0.000399655j 0.000495744-0.000352565j -0.00156059+0.000407194j -0.00258514-0.00145776j -0.000782331+0.000155877j -0.00260524+0.00287625j 0.00559573+0.00292818j 0.00094552-0.000533579j -0.000135484-0.00179955j -0.00314211+0.000170691j 0.000533077+0.000901053j -0.000305939-0.00119252j -9.04357e-05-0.000528528j -0.00376429+0.00192418j -0.00376849+0.00116873j 0.00238626-0.00323846j -0.0027424+0.000850406j -0.000224488-0.000562445j 0.00337682-1.89608e-06j 0.000937683+0.000508836j -0.00125341-0.00072728j -0.000923023-0.00506201j 0.00332139+0.00385036j -0.000594639+0.00112086j -0.000605614-0.00481238j 0.00218945-0.00299683j 0.000782866+0.00255928j 0.00532083-0.00129542j 0.00451812+0.000618101j 0.00890927-0.0056037j -0.00456973-0.00242755j -4.49369e-05-0.00175235j -0.000472064+0.00536388j 0.000953104-0.000530056j 0.00360193-0.0030156j 0.00337298+0.004124j -0.00551396-0.00154015j -0.00194911-0.00411754j 0.0038535-0.00159969j 0.000760575+0.00327668j 0.00367094-0.00265864j 0.000147035+0.00241828j -0.00342229+0.000218908j 0.00406473+0.00484914j -0.000633239+0.00105668j -0.000936532+0.000248068j 0.00416433+0.00202752j -0.000807797-0.00118924j -0.00386107-0.00552698j -0.000952016+0.00748482j 0.0018289-0.00886636j 0.00453974+0.00213163j 0.00339045-0.00877052j -0.00149211-0.00151547j -0.00634505-0.00151241j -0.00567438-0.00475396j 0.000839047-0.00509866j 0.00063645-0.00633788j -0.00171907+0.000966728j 0.00169205-0.00323356j 
0.000777933-2.0867e-05j -0.000238592-0.00150038j -0.000947946-0.000876818j 0.000483776+0.00133236j -0.00112337+0.000145419j -0.00461071+0.000323201j -0.00365093+0.000105267j -0.00284086-0.000636921j -0.00113869+0.00211134j 0.00360849-0.000437303j -0.00151318+0.00244286j -0.0032659+0.00259034j -0.00135823-0.00326172j 0.000855163+0.0034956j -0.00303812+0.00301722j 0.00378068+0.000759129j -0.00236918+0.000651476j -0.00358143-0.00329302j -0.00456601-0.00327802j -0.00558312+0.0044199j 0.0015988+0.00251957j -0.000398408+0.00315587j 0.000767576-0.000375051j -0.00202113+0.00283561j -0.000913181+0.000439582j -0.00083147-0.000341589j -0.00309842-0.00216468j 0.00155836-0.000749303j 0.00152941+0.00160719j 0.00682795-0.00436105j 0.000137312-0.000274133j 0.000342653+0.00382256j 0.00237093-0.00142188j -0.00734179-0.00108258j -0.0031581+0.000849501j 0.00516821-0.00079318j 0.00367828+0.000879556j -0.000345724+0.00632689j -0.00399233-0.00221756j 0.00132249+0.00660116j -0.00300761+0.00352284j -0.00316747-4.39585e-05j 7.00048e-05-0.00368717j 0.00888187-0.00167723j -0.00349784-0.00429396j 0.00154691+0.00206353j -0.00227187+0.000542975j 0.000219708+0.00246357j -0.00376528-0.000996909j -0.00221815-2.99906e-05j 0.00269972+0.0009924j 0.000632332-0.00163952j 0.00583061-0.000880347j 0.000611508+0.000157011j -4.83363e-05+0.0045759j 0.000472378+0.00114365j -0.0011351+0.0034278j -0.000546494-0.000573479j -0.000329207-5.14347e-05j -0.00112981-0.00254843j 0.00152229-9.99996e-05j -0.000994981+0.000431349j -0.0026651-0.000233376j -3.72002e-05-0.00226922j -0.00100631-0.00166443j 0.00074855-0.00114669j 0.0021014-0.00029224j 0.00250728+0.000588544j -0.000243074+0.00188691j 5.16218e-05-0.00126194j -0.000310263-0.000548696j 0.00290971+0.00088116j -0.00123509+0.000458559j -0.00116338-0.000696961j -0.00285247+0.00104396j 0.00188952-0.00199868j -0.00090304-0.00222619j -0.00139729+0.00240644j 0.00130136+0.000964631j 0.00154954-0.00273378j -0.000982404-0.00307071j -0.000468611-0.00112828j -0.000306608-0.000508007j 0.00229264-0.000276836j -4.06977e-05+0.000758766j 0.0020522+0.00102255j -0.00120919-0.00134008j -0.000514633-0.00058306j -0.00334209+0.00198991j 0.000155137+0.00185091j 0.0026126+0.000139824j -0.00124023+0.000756819j 
0.00270323-0.000557933j 0.000319756+0.00529118j -0.000443414+0.00331647j -0.000696336+0.00420354j 3.18318e-05+0.00331248j -0.00147664+0.00148616j 0.000109541+0.00159587j -0.00124196+0.00516967j 0.00157901-0.00238173j 0.00534131-0.00207887j -0.00118904-0.00139598j -0.00136674-0.00151178j -0.000807134-0.000484854j -0.00252624-0.00257561j 0.00268027+0.0031854j -0.00251788+0.000265751j -0.00342668-0.000383804j 0.000626594+0.00685762j 0.00165258-0.000843502j -0.00225507+0.000518549j -0.000140585-0.00188158j 0.00102196+0.00530372j -0.00678637-0.00076344j -0.00219846-0.00341428j 0.00117562+0.00321426j -0.00268395+0.00225899j -0.0015657-8.00595e-05j -0.00089056-0.00114565j 0.000258133+0.00514189j 0.00607989+0.00204288j -0.000980135+0.000979259j -0.00168793+3.9592e-05j -0.000836967-0.00435163j -0.000529962+0.000145095j -0.00390275-0.000213984j -0.000516407-0.00230776j -0.00081534+0.00146852j -0.00109826+0.00271925j 0.00511365+0.00260414j 0.00351155-0.00158739j -0.00117438-0.00124091j -0.00369885-0.00151791j -0.00257834-0.000497431j 0.00114939-0.0018039j 0.00314677+0.0013412j -0.0011815+0.00247299j 0.00159035-0.00207557j 0.00280581-0.00240922j -0.000422949+0.000486261j -0.00308766-0.000575011j 0.0027648-0.00469803j -0.00189163-0.000387368j -0.00120157+0.000750774j -0.00256493+0.00115452j -0.00200777+0.000240938j -0.000804716+0.00819717j 4.1493e-05+0.00236673j 0.000245815+0.00119467j 0.000929533-0.00442493j 0.000858596-0.00294582j 0.00242063+0.0034135j -0.000692035-0.00193886j -0.00453057-0.00577362j -0.000650832-0.00833973j -0.000893404-0.000324204j -0.000265421+0.00390417j -0.000907251+0.000642524j 0.00557551+0.00070397j 0.0012048+0.00620186j 0.000684959-0.00323263j -0.00644865+0.00184512j 0.000971168+0.00105738j -0.00311241-0.000468025j -0.000978001-0.00200119j -0.00445773+0.00335932j -0.000676083+0.000796926j -0.00401239-0.00641555j -0.00527032-0.0053707j 0.00630739-0.00182593j 0.000728554-0.00866898j 2.06712e-05-0.00152108j 0.00550133-0.00544477j -0.0032+0.00045117j 0.00363469+0.000433919j 0.00398524-0.0010579j 0.0145979+0.00455575j 9.55638e-05-0.000264501j -0.00203569-0.00542505j -0.0123044+0.00365057j 0.0048138+0.00603387j 0.00565192-0.00310216j 0.000251247+0.00225616j 
0.000669691+0.00349619j -0.00112366+0.000326414j -0.000129303-0.00205391j 4.02484e-05+0.000683879j -0.0010332+0.000939472j -0.000540313-0.00427134j -0.0036637+0.002531j -0.00343668-0.00333348j 0.000362797-0.00272338j 0.00273918-0.00494337j 0.00140649+0.00016258j -0.000874433-0.000741619j 0.000156203-0.00340019j -0.00171612+0.00104264j -0.00228229+0.00111293j 0.0022091+0.00047353j 0.000864263-0.00179701j -0.00123556-0.00286317j 9.62894e-05+0.00341544j -0.00326245+0.00404179j -0.00098957-0.00380563j -0.00232169-0.00192428j 0.00426007+0.00146045j 0.00356241+0.00194428j -0.00319768+0.00573777j 5.61491e-05+0.00168654j 0.00702354-0.000798861j -0.00122739+0.00201599j 0.0025491-0.00471173j -0.002127+0.00208294j -0.00493628-0.00451283j -0.00184912-0.00269845j -0.00490437+0.0132346j 0.000936466+0.0050941j 0.00508267-0.00170693j 0.00237255+0.000556397j 0.00349803-0.00281475j 0.00730891-0.00864222j -0.00520929+0.00327746j 0.000318313+0.0114834j -0.00035155-0.000706465j 0.000974131-5.75802e-05j 0.00307483+0.00148301j 0.00130746+0.00558105j 0.00174433-0.00170301j 0.00244792-0.00501631j 0.00108353+0.00579499j 4.88319e-05+0.00236669j -0.00245058-0.0064437j 0.00129983+0.00302429j -0.012624+0.00910809j -0.00136411+0.00134312j 0.0062417+0.00112275j 0.000408046+0.00618073j -0.00815619-0.00331782j 0.00179957-0.00578696j 0.00168365-0.00615207j -0.00123396+0.00342288j 0.00369553+0.000935092j -0.0038701+0.00273968j -0.00452688-0.00483042j -0.00574375+0.00437315j 0.0128973+0.00230624j 0.00499842+0.00103223j 0.000552884+0.00132723j -0.00223334+0.0107379j 0.000368931+0.00271495j -0.00695598-0.00850694j 0.00142942-0.00671515j 0.00964308+0.00636753j -0.00628587+0.00231638j -0.00249533-0.000186058j 0.00343789+0.0064502j 0.00377213-0.00663562j 0.00486244-0.00446532j -0.00658083+0.00168079j -0.00208581+0.00162265j 0.000610806-0.00542169j -0.00585201+0.00674352j 0.000664193-0.00228023j 0.00589403+0.00214209j -0.00152455-0.00173672j -0.00504098-0.00136647j -0.000687777+0.00399338j -0.000140278-0.00351495j 0.00498209-5.22583e-05j 0.0014211+0.00248177j -0.00334932-0.000604835j 0.00158757+0.00108353j -0.000450581+0.00262299j 0.00162067-0.000677832j -0.00230848-0.000762639j 
-0.0020308-0.000795875j -0.00124608-0.00231712j -5.46639e-05-0.00058219j 0.00140242+0.000600159j -0.00226253-0.00111857j 0.000828293+0.0013326j -0.0076611+0.00087012j -0.00502675-0.0060932j 0.00143032-0.00181226j 0.00258356-0.00492994j 0.00246892-0.000755558j -0.00142184+0.00477575j -0.000462042-0.00417895j 0.00344375-0.000492704j -0.00410544+0.00423435j 0.00452325+0.00337562j -0.000529626-0.00112067j -0.000151393-0.00507586j -0.000403569+0.00212306j -0.00577439+0.00566629j -0.000907132+0.000464163j -0.00147377-0.000753598j 0.00464521+0.001067j 0.000717022+0.00515309j 0.00280689+0.00354385j -0.000403054-0.00385297j -0.00330858-0.00467704j 0.00283158-0.00345826j -0.000821895-0.000163668j 0.00280978-0.00745193j -0.00117157-0.00118467j 0.00451222+0.00543198j 0.00503183-0.00611744j -0.00422306+0.00105249j 0.000479036+0.00140563j 0.00527414-0.000469522j 0.00405984+0.00239739j 0.00299507+0.000551682j -0.000766772-0.00233537j -0.00354776+0.00325584j 0.00766601+0.00538759j 0.00330557-0.00180257j 0.000514761-0.00113261j 0.00714996-0.00326884j -0.0039747-0.00532001j 0.00111827-0.00415827j -0.00340924-0.0035172j -0.00110389+0.00532372j -9.41193e-05-0.00209766j -0.00077202+0.00230267j 0.00430424+0.000546866j -0.000375281-0.00494892j 0.00565594-0.00160633j 0.00532131-0.00517162j -0.0032935+0.00150387j -0.0020481-0.0015156j 0.0036216+0.00197163j -0.00216955+0.00159333j -0.00765545+0.000882951j -0.00287249+0.000813352j 0.00440721-0.00198649j 0.000990867+6.03389e-05j -0.00399028-0.00600794j 0.00113096-0.000204044j -0.000609247+0.00139921j 0.000904794-0.00285573j 0.00359803-0.00283832j -0.000183279+0.00912797j -0.00133218-0.00139345j -0.000593072+0.0167746j -0.0095877+0.00441088j 0.00283463+0.0014654j 0.00452702+0.000480693j 0.00388076+0.00165299j 0.00979898+0.00130023j 0.00367104-0.00218796j 0.00464896-0.00147722j 0.000690418+0.00298025j 0.00405407+0.00172407j 0.000716723+8.54026e-05j -0.00123472-0.00121695j -0.00258367+0.00128666j -0.00125378-0.000206675j 0.00130232-8.23868e-05j -7.2605e-05+0.000333339j -4.31177e-05-0.000352412j -0.000533082-0.0015867j -0.00198934-0.00067327j 0.000166549+0.000545016j -0.000361811+0.000928054j 0.00162474-0.000316713j -0.00114327+0.000591438j 
