-1.34816+0.886838j -2.04991-2.00589j -1.69675+2.03392j -0.685084+2.35655j -0.631834-0.568873j -2.26447-1.4511j 1.10427-0.287272j 2.36817-0.520373j 1.01402-0.660416j 0.934208-2.47343j -0.0453617-0.363595j -1.86668-1.94075j 2.39106+0.668343j 0.890113-2.73452j -1.55047-0.290228j -1.20471-0.956908j -1.03679+2.363j -2.28085-0.592755j -1.82441+0.30891j -0.296492+0.944463j 0.11558-2.07069j -0.0788167-0.0980987j 0.948086+0.758548j -0.974776-1.22922j 1.00453+0.320893j 1.90376-0.521061j -0.183721+0.137789j -0.370319+0.629514j 0.129538-0.549128j -0.310835+1.71382j -1.02305-1.59747j -0.170126-0.220027j 0.468803+0.294448j -1.41142+0.497011j -1.21523+1.22527j 1.30649+1.16649j -0.478069+0.847375j 0.173558-0.303594j -2.24018-0.275981j 0.465911+0.458501j 1.19295+3.51404j 0.365237-0.269287j 1.68441-0.861911j 0.247941-0.768267j 0.371014-1.08671j -1.06374+1.95527j 1.32749-2.36171j 0.259447-0.978864j -0.670498+0.0823814j -0.285495-0.519038j 0.552011+1.17312j 0.894125+0.161435j -1.31467-0.464589j -0.431662-0.197019j 0.36575-0.066818j 2.13451-1.01184j -0.605154+0.0870331j -0.31029-0.152098j 0.459263-0.552859j -0.504962+0.598798j 2.56171-0.881076j 1.1387-0.737465j -0.360582+0.833196j -0.411906-0.333458j 0.0169315-0.312585j -0.0859029+0.824214j -0.127386-0.940399j -0.0660687+0.28264j 0.315718+0.46119j -0.357689+0.71998j -0.775877-0.58584j -2.8412-0.774429j -0.0222922-0.391507j 0.163604-0.0719102j -0.640765-0.0574706j 0.274066+0.440817j 2.02603+0.748946j 0.286984+0.0892173j -0.341089+0.0500436j -1.44557+0.539327j 0.00669636+0.147041j 0.560701+0.559177j -0.947261+0.918177j -1.40489-1.77751j 0.528344+0.326531j 0.393388-0.378166j -1.17351-1.93126j 0.883286+1.02215j 1.00043-0.0988778j -1.06847-1.08552j 0.284753+1.90831j 0.836307-2.41601j -0.982644+1.29442j -1.54945-0.0597523j 0.561616-0.267855j 
-0.400958+0.437734j 0.157205+0.0286055j -0.042653-0.0978324j 0.872432-0.413821j -1.33651-0.37907j -0.0149057-0.0874677j 0.466636-1.03453j -0.805087-0.230418j 0.90235-0.109416j -0.10313-0.499662j 1.04894-1.41803j 0.763343-0.0100317j 0.265347-0.523493j -0.566909+0.304176j -0.269651-0.451723j 0.342621+0.282415j 0.210986-0.00440102j -0.0484632+0.191624j -0.69071-0.522273j -0.177733-0.819457j -0.328807-0.289738j 0.370408-0.1748j -0.974257+0.245891j 0.199926-0.663304j 0.109943-0.380809j 0.140983+0.283122j 0.423383-0.818437j -0.251703-0.0112071j 0.564736-0.700423j 0.391959-0.529449j 0.573953-0.569789j -0.761696+0.808705j -0.629691-1.16755j 0.060656+0.796963j -0.631768-0.417174j 0.110127+0.326759j 0.427368-0.0225457j 0.922555+0.162471j -0.965059-0.0862364j -0.397682+0.0689272j -0.326276+0.109019j 0.357556+1.12721j 0.322545+0.687009j -1.31673-1.41901j -0.72297+1.03982j 1.23361+0.757842j 0.40011+0.118199j -0.687363+0.981087j 2.2255-0.549477j -0.370269+0.864806j -1.00653+0.237816j 1.57555-1.08807j -0.524353+0.865808j -0.386375-0.816709j -0.45764+1.56857j -0.900182-0.43763j 0.333349+0.282962j -0.105515-0.785421j 0.260218+0.355959j 0.121611+1.57153j -0.217946-0.150834j -0.113962+0.0834137j 0.755144+0.453677j -0.694643+0.171949j 0.477295-0.0480993j -0.0515925+0.0502441j 0.717299-0.399698j -0.0782465+0.0444581j 1.84615+0.465276j -0.442737-0.0729674j -0.398498+0.83462j 0.503312+0.607303j -0.208833-0.00672426j -1.35921-0.968256j 0.242256-0.860588j 0.0828935-0.08532j 0.0313431+0.142454j 0.422885-0.0544892j -0.151817-0.13836j -1.62421+0.832509j 3.52659+0.327971j 0.26186-0.196222j 0.63633-0.401145j 0.326714+1.17156j -0.302008+0.16762j 0.380347+0.582804j 0.0685375-2.09451j -0.105987+0.0467407j -0.201625-1.53372j -0.157133+1.41048j 0.227008+0.056667j -0.440858+0.607037j -0.380893+0.0331118j -0.260024-0.138748j -0.14586-0.0451947j 
0.186512-0.544971j 0.399723-0.500445j -1.01105+0.484273j 0.396448+0.200105j -0.3263-0.408617j -1.42683+0.92625j -0.190804-0.691407j -0.375322+0.686817j -1.98289-0.689505j -0.55268+0.649808j 0.680766+0.359782j -1.07141+1.35685j -0.780282-2.66803j -2.64611-1.43381j -1.10642+2.11879j 0.21423+0.143448j -0.15343-0.347583j 0.00592434-0.636973j -0.150667+0.122779j -0.446279+0.149596j -0.171289-0.874333j -0.102466-0.0896094j 0.577828-0.154565j 0.713744+0.349933j 0.381409-1.22286j -0.54694+0.354584j 0.476537+0.709963j -0.0425797-0.14183j 0.0339396-0.860374j 0.32106-0.268714j -1.2379+0.437179j 0.38702-0.617008j -0.290568-1.01129j -0.140608+0.274406j 0.273004+0.93078j 1.02785-0.188339j 0.0884031+0.940717j -0.00645179-0.0692536j 0.185746-0.0785998j -0.0208692-0.109842j -0.330518+0.000371566j -0.067504+0.159579j 0.276513+0.553995j 0.212524-0.110607j 0.0556036+0.103716j -0.413849+0.291853j 0.203343-0.0671131j -0.0244502-0.121598j -0.0856884-0.319237j -0.191503-0.196241j 0.414828+0.764609j 0.348548-0.0533955j -0.547373+0.167059j -0.286542+0.013027j 0.0812451-0.590589j -0.274327-0.0322041j -0.00939754+0.359039j -0.109529+0.670489j 0.0884955+0.585845j 0.589453+0.149233j -0.257237-0.104677j 0.0566019+0.214089j 0.418243+0.272481j 0.369098+0.298391j 0.0409339-0.18468j 0.016708-0.135451j 0.115345+0.539899j -0.14744+0.0957325j -0.249799-0.452164j -0.0680594-0.256417j -0.537246+0.454907j -0.640794+0.132093j 0.189188+0.278441j 0.0609084-0.870122j -0.402886-0.39391j 0.0989591-0.346175j 0.446428-0.482621j 0.021838+0.380643j 0.122512+0.176194j 1.00012+0.566822j 0.102815+0.461052j -0.248965+0.308698j 0.630769+0.474544j 0.0385921-0.4362j 0.176984+0.114425j -0.397918-0.2782j -0.81445+0.23649j 0.425144+0.189418j 0.0525588-0.249153j -0.543082+0.514146j 0.486743+0.173965j -0.613692-0.977823j 0.241764+0.583176j -1.10158+0.842632j -0.104749-0.779119j 
0.0616858-0.33589j -0.308991+0.095012j 0.429016+0.24088j -1.04886+0.0441248j -0.333028-0.202569j 1.03743-0.265743j 0.480094-0.224507j -0.415445+0.941633j -0.342127-0.392088j -0.237166+1.21772j -1.25066-0.346911j 0.183459+1.21348j 0.0651037+0.160068j -0.0102323-0.336475j 0.474275-0.181926j 0.422391-0.408247j -0.538794+0.33462j -0.830059+0.266558j 0.489331+0.0277967j -0.0504704-0.65514j -1.37506-0.0654022j 1.08143-0.479449j -0.157682-0.334773j -1.15126-0.0336176j 0.135812+0.247568j -0.118102-1.97714j -0.0725255+0.895949j -0.755658-0.378171j -0.449663-0.442085j 0.586019+1.11383j -1.38056-0.386901j 1.02494+0.125813j 0.119064+0.391763j -1.18937+1.23497j -0.784278+0.0487482j -0.308147-0.0497068j 1.33335-0.446673j -0.873817+0.128129j 0.38036+0.53519j 0.0280501+0.309659j 0.36909-0.655856j 0.706679-0.570669j -0.563608+0.367183j 0.957613-0.640914j 0.611839+1.03531j 0.248122+0.440443j 1.6882-0.123333j -0.197017+0.330129j 0.786896+0.21902j -0.413541+1.13052j -0.754636+1.54051j 0.412903+0.93421j -0.027537-0.156093j -0.801765-0.847006j 0.28112+0.0452641j 0.117571+1.22425j 0.548277+0.115479j -0.0326387+0.773667j -0.282478+1.47374j -0.97258-0.437144j -0.564027+1.13691j 1.30481+0.684918j -0.633167-0.298282j -0.801995-0.248131j -0.792587-0.206221j -0.401758-0.645356j 0.111397-0.415765j 1.11554-0.540054j -0.567939+0.438681j 0.235422-0.321233j 1.42382-0.77121j 0.964643-1.10277j 0.955528+0.00628436j -0.398153-1.23196j -0.151909+0.362212j 0.568806+0.787665j -0.390146+0.620013j 0.608193-0.75009j 0.399131+0.430441j 0.431892-1.10012j -0.0923621-1.30851j 0.0302448+0.131028j 0.169277-1.04932j 1.45861+0.460062j -0.852499-0.866351j -0.0710888+0.182724j 0.785307+0.315389j -0.622687+0.75969j 0.517061-0.344969j 0.498669+0.103451j -1.28104-0.549254j -1.1381-0.606081j -0.365294-0.429615j -0.885368+0.116617j 1.09377-0.06636j 
-0.881338+0.59692j -0.286805+0.186848j 0.84092-0.342728j 0.55757-0.0277158j 0.872747+0.117159j 0.0882445+0.459491j -1.21423+0.309917j -0.87075-1.16042j -0.765003-0.492133j 0.0165847-0.121515j -0.220388+0.229452j -0.348328+0.538704j -0.200004-0.791442j -0.331701+0.493577j 0.430853-1.0784j 0.99805+0.412505j -0.244459-0.109894j -0.900427-0.441085j 0.250857-0.783125j -0.377886+0.281732j -0.150494+0.334244j -0.638524+0.0561118j 0.425803+0.603765j -0.107027-0.703904j 0.0723964+0.515409j -0.509425-0.152508j -0.954309+0.245185j -0.320853+0.780269j 0.259761-0.464273j -0.71961+0.821681j 0.16235+0.576262j 0.36216+0.0539181j 0.828689+0.2954j 0.0335582+0.843147j -1.45714+0.32592j 0.588772+0.180546j 1.70493+0.266998j 1.27563+0.566829j -1.70601+0.128671j 0.118573+0.15044j 0.168335-0.474404j -1.35969-0.216154j -1.89133+0.950471j -0.943112+0.694364j -0.852239-0.756768j 0.51152-0.375212j -0.456065-0.223242j 0.764442-0.961301j -0.182316+0.769615j 0.126957-0.3304j -0.322012+0.52395j -0.931828-1.14627j -0.114525-0.370195j 0.691948+0.80617j 0.22751+0.0783283j -1.01887-1.30903j -0.379132-0.36371j 0.189888+0.859511j 0.737344-0.17921j 1.58198-0.703044j -0.48235+0.500397j 1.04898+0.046523j -0.0667895-0.729707j -0.398186-0.167202j 0.791574-0.0762763j -0.159243-0.506104j -0.281491+0.737675j 0.311486-0.167736j -0.153463-1.20326j -0.0135583+0.0839369j -1.6204+0.156804j 0.467489+1.65941j 0.73591-0.00105424j 0.132382+1.53424j -0.115298-0.314907j 0.401587-0.0131748j -0.561946+0.558745j 0.251259-0.74451j 0.0723911+0.176974j 0.614112-0.13228j -0.0561883+1.02898j 0.26776+1.40317j -0.00867004+0.891538j -0.821328-0.761598j -0.365683-0.67179j -0.345793+0.108363j 0.345879+0.693269j -0.901491-0.0556227j -1.01808-1.45835j 1.32806+0.665339j -0.539343-0.423983j -0.450966+0.989312j -0.458502-0.512459j -0.585881-0.925212j 0.743964-0.445841j 
1.01149-0.244494j -0.279457-0.0857116j -0.0497208+0.346251j -1.47886-0.0319903j 1.78515+1.78943j -0.391618+0.117519j -1.7901+1.1429j 1.14126+0.821211j -1.26836-0.621856j -0.1723+0.64397j -2.55034+1.32473j -1.05218-0.833563j -0.900623+0.328315j 0.98102+0.161258j -0.0334475+0.78539j 0.222797+0.108313j 0.217884+0.0842605j -0.0702436+0.165856j -0.482259-0.27724j -0.316717-0.641552j -0.0197804-0.388388j 0.414987-0.00857386j -0.749763+0.370561j -0.00208021-0.23358j 0.00264504-0.100771j 0.15582+0.506456j 0.488461-0.452014j -0.300923-0.193647j 0.444328-0.596741j 0.407998-0.373558j 0.654768-0.258639j -0.470168+0.202318j -0.420251-0.877923j -0.0701499+0.442789j -0.176769-0.300525j 0.0857489+0.241206j 0.080112-0.0669851j -0.0226705+0.596422j -0.24793+0.050618j -0.000113988-0.445218j -0.156402+0.238255j -0.940611+0.433466j 0.617361+0.109496j 0.646571-0.773542j -0.851324-0.412758j 0.82313-0.144341j 0.14665+0.778727j -0.410269-0.252595j 0.286643+1.09368j 0.177514+0.476302j -0.191005+0.619081j 0.534344+0.473866j -0.227922+0.855302j 0.71564+0.357902j -0.849934-0.100674j 0.0407693-0.541117j 0.0621082-0.0024243j -0.460074-0.830597j -0.386711-0.202675j -0.499269+0.357904j -0.210726+0.110625j -0.00829699-0.148559j 0.618463+0.626367j 0.416211-0.0333581j 0.11372+0.202575j 0.294761-0.243048j 0.154735+0.124251j -0.222677+0.19555j 0.128119+0.754319j -0.180647+0.395288j -0.47284+0.136852j -0.282345+0.323467j -0.751846+0.781676j 0.289615-0.42119j 0.370121-0.072934j -0.366658-0.380161j -0.192948+0.00628797j 0.718712+0.194601j 0.12365-0.71365j -0.530401-0.12844j 0.582547+1.08485j 0.0877965-0.864469j 0.257815+0.669402j -0.331398+0.00390103j 1.11124-1.22617j -0.194047+1.12622j 0.626211-0.553864j -0.316987-0.280234j -0.4268-0.579644j -1.38905-0.500657j -0.501197-0.0189696j -0.374473+0.0453635j -0.106314-0.24701j 0.0976503+0.0240956j -0.144854-0.354123j 
-0.0246711-1.61748j 2.06505-0.40234j 0.756328-2.14494j -0.766956-1.31134j -0.497703-0.15046j 0.151836+0.897277j -1.85518+0.507441j -0.454165-1.0308j 0.0125938+0.571053j 1.35357+0.916624j 0.0100582-0.549292j 0.190078-0.374672j 0.938603+0.363367j -0.416278-0.801539j -0.0412029+0.571377j 0.591538-1.51882j -1.85717-0.473292j 0.406589-1.70731j -0.481929-0.652477j 0.0914984-0.859469j 1.62371+0.499555j -0.313681-0.492899j -0.378439-0.518326j 0.298027-0.645475j -0.275001+0.327774j -0.396102+0.294072j 0.0988748-0.840049j -0.582452-0.858335j -0.799003+0.521769j -0.0601836-0.075782j 0.00814403-0.974168j -0.135804-0.170852j 0.398059+0.0220702j -0.191733+0.0556273j 0.0734157+0.670887j 0.25126-0.487538j 0.307087-0.167237j -0.198365-0.24688j -0.116738-1.34882j -0.05014-0.289256j -1.35822+0.712503j -0.121442+0.0326818j 0.265023+0.612646j -0.0150014+0.0713275j -0.0156472+0.193697j -0.629719-0.392395j 0.653307+0.0107412j 0.126705+0.0462251j -0.0181751-0.10054j 0.182941+0.268248j -0.587324+0.549291j -0.563999+0.107102j 0.533985-0.225765j 0.799583-0.618801j 0.100274+0.363508j 0.42086+0.377769j -0.132303+0.539741j -0.0509582-0.786289j 0.326192+0.390994j 0.155983-0.314457j 0.605511+0.268283j 0.628804+0.645655j 0.324354-0.486827j -0.295479-0.0130608j -0.187882-0.109363j -0.0218279-0.554942j 0.0101881-0.00443034j 0.248167-0.171321j -0.791152+0.114555j 0.0844144-0.175163j 0.0871024+0.344392j 0.442001-0.144839j 0.429619-0.469916j -0.158711+0.340491j 0.128949-0.445388j -0.213735-0.219725j -0.271111+0.26831j 0.0904152+0.0790736j -0.176209-0.559747j -0.445265-0.370759j -0.150302+0.0139847j 0.0714051+0.320394j -0.796412+0.306484j -0.103032+0.0767293j 0.122588-0.0718154j 0.286548-0.412503j -0.155033-0.55352j 0.0888762+0.0970354j 0.222293-0.31821j -0.457571-0.0551992j 0.213378-0.180957j -0.123947-0.325108j 0.218875+0.0899953j -0.0040991+0.139178j -0.114453-0.0478068j 
1.73503-0.478462j 0.346021-0.103615j -0.888622+0.038927j -1.61173-0.996952j -0.825203-1.45179j 1.14314+0.0160213j 1.95268+1.02337j -0.697775+2.00463j 0.491253+0.582583j -0.680078+1.13j -0.280201-1.09948j 0.118565+0.726795j -0.37319+1.34629j 0.770028-0.549531j -0.591635+1.10145j 0.700834+0.0220448j -0.298698+0.0444554j -0.541429-0.503393j -0.207604-0.55193j -0.195898+0.439071j 0.547165+0.0329574j -0.749257-0.371017j 0.252712+0.532997j 0.276759-0.625418j 0.210911+0.578579j -0.27014+0.507311j -0.150279-0.221454j -0.323364+0.490636j 0.390975+0.179141j -0.687028+0.120104j 0.392706+0.17502j -0.0292547-0.203425j 0.664854+0.140258j 0.162265+0.231146j -0.791857+0.198184j 0.496312+0.283056j 0.491207+0.236861j -0.315069+1.1358j -0.442304+0.0303856j 0.136034+0.0428922j -0.0636683+0.063443j -0.140418-1.10141j -0.322244+0.357065j -0.668391-0.952875j 0.684445-0.53635j 0.12326-0.651666j -0.81764-0.299753j 0.342643+0.499874j -0.219245-0.363414j 0.00062747-0.708516j 0.144674-0.355043j 0.757006-0.654206j 0.950457-0.0576033j -0.305983+0.459352j -0.0371499+0.0115561j 0.496026-0.520976j -0.719887+0.144312j 0.0490738-0.202532j 0.430591+0.0630079j 0.449877+0.906717j -0.579335+0.0814219j -0.443024-0.484075j 0.411289-0.567618j 0.237038-0.455723j 0.0940741+0.529573j 0.0609662-0.11272j -0.322563-0.108645j -0.545638+0.463491j 0.548214-0.0469989j -0.416976-0.115925j -0.488859-0.612139j -0.852247+0.20086j 0.443588+0.658698j -0.590554+0.211909j 0.118073-0.0405269j 0.38143-1.14308j -0.952237-0.607095j -0.511531-0.280652j -0.84207-0.386771j -0.0774871+0.293989j -0.333482+0.327716j -0.438477+0.0593788j -0.2164+0.294634j 0.0883365-0.502166j 0.448544+0.212313j -0.901277-0.553682j -0.358648-0.0866584j 0.918006-0.643092j -0.123494-0.389104j -0.000175205+0.371063j -0.759298+0.478838j -0.710633+0.471083j -0.444539-0.289909j 0.455935-0.0626521j 0.382+0.118417j 
0.238947+0.284742j 0.0663498-0.171187j -0.0717413+0.000313409j -0.234997-0.564559j -0.276781+1.328j -0.250948-0.0576846j -0.994094-0.523855j 0.107021+0.517583j -0.107044-0.687324j -0.250799-0.019887j -1.13977-0.62686j -0.0204717-0.800789j -0.308163-0.241579j 0.205836+0.444042j -0.295931+0.258354j -0.266924-0.56562j -0.0406671-0.253784j 0.50018-0.174734j 0.0154139+1.17295j -0.818458+1.2977j 0.15069+0.783745j -0.925283-0.421236j 1.23284+1.071j -0.522354+0.43391j -0.581396+0.0654594j 0.0979863-0.149387j -1.27758-0.170264j 0.154341+0.550673j -1.26406-0.0108125j -0.974161-0.374769j -1.02839-0.152876j 1.25718+0.246495j -1.00357+1.66276j 1.10352-0.600605j 0.0317001+0.956035j 0.387016-0.335877j -0.613411-0.228199j 0.41377-0.0166246j 0.570055+0.653557j -0.141367+0.0690809j 0.336325+0.253271j 0.29596+0.40236j 0.300357-1.20717j -0.622803+0.00934068j 0.177535+0.251566j -0.139757-2.32851j 0.779289-0.729128j 0.400643+0.140834j -0.0453561-0.578147j 1.76182-0.443395j 2.01493+0.786388j -0.376531-0.549817j 1.7122+0.454294j 0.524927+0.148008j 0.322543+0.161387j 0.068033+0.12766j -0.0390086-0.741563j -1.26141+1.09445j -0.022083+0.209081j 0.635352-0.0967657j 0.480452+0.516424j 0.153929-0.505268j 0.778571-1.01353j 0.671399-0.221891j -0.0451366-0.0058564j -0.360453-0.303254j -0.463708-0.156553j 0.00282158+0.0237349j 0.110497-0.713874j 0.680196+0.494245j 0.304271-0.0442241j -0.0397985-0.255809j 0.818993+1.17848j -0.225587+0.843612j -0.244571+0.0910653j -0.367856+0.29963j 0.287176+0.235833j 0.0492865-1.3459j -0.706847-0.522611j 0.766787+0.443784j -1.05678-1.56452j -1.3738-0.247568j 0.301222-0.0258722j 0.0620822-0.880629j -1.38567-1.74959j 1.58297+0.0387126j -1.19393+0.382973j -0.285567+0.799701j -1.34669+1.19152j -0.598911+0.92116j -0.564678+0.769898j 0.220596+0.585205j -0.208643+0.173701j 0.442746+0.188321j -0.38516-0.0604942j 
1.12595+0.371087j 0.948107-0.110485j -1.5721-1.0248j 0.373645+0.553645j -0.277716+0.246675j -1.24354-1.05041j 0.172715+0.660114j 1.57476+1.40395j -0.3248+1.78549j 1.27191-0.991928j 0.680466+1.97056j 1.45961-1.85829j -0.633073+0.458742j 0.422503+0.192782j -2.20667+0.701456j -0.469135+0.394236j 0.353459-0.274497j 0.825274-0.398584j -0.63395+0.454825j 0.38042+0.0752233j 0.711995-0.868621j -0.366454+0.377281j -0.165744+0.148822j 0.880313-0.158318j -0.081851-0.456228j 0.834257+1.20432j 0.338164-1.11344j 0.421326-0.113242j 0.409793-0.0811529j -0.379611-0.873007j 0.661356-0.438278j -1.10465+0.115397j -0.642345-0.406052j 0.0668497-0.86594j 0.587876-0.452513j 0.0999414-0.0782743j -0.759014+0.771042j 0.102588+0.0596043j -0.0963965+0.395641j 0.179661-0.0108585j 0.0219018-0.481381j -0.158948+0.0011115j -0.621314+0.823619j 0.0143308-0.171832j 0.182167-0.124749j 0.0610433-0.00871392j 0.393049-0.552786j 0.169452+0.0679163j 0.0272219-0.309719j -0.121438+0.231199j -0.141148+0.810286j 0.0912764+0.0926496j -0.105416-0.321284j -0.210916+0.136118j -0.0738868-0.488761j -0.133263+0.429243j -0.00599704-0.0292268j -0.0133011+0.588011j 0.737352+0.351696j -0.521597-0.395969j 0.130631+0.680857j 0.853182+0.0424125j -0.29617-0.375219j -0.32916+0.114415j -0.601893+0.248966j -0.340752-0.0320675j -0.0602429+0.00979811j 0.257831-0.220613j -0.731059+0.0697763j 0.0532676-0.300956j -0.235564-0.539177j 0.49296-0.345323j 0.51734-0.240397j -0.375457+0.0277185j -0.147963+0.526791j 0.3747+0.169053j -0.204445+0.618948j -0.0306981-0.0984892j 0.103509-0.0315j 0.104995-0.797981j -0.562231-0.383582j 0.0735312+0.475916j 0.198561-0.048033j 0.424385-0.409064j -0.578532+0.106892j -0.0670016-0.145016j 0.6986+0.211749j -0.349301+0.313006j -0.494847-0.533334j 0.702416+0.123183j -0.365672+0.148806j -0.410215+0.267669j -0.544937-0.0404306j -0.877573+0.0734594j 0.434279-0.343798j 
0.374744+0.0654697j 0.28148+0.258592j -0.278366-0.519764j -0.085484+0.200471j 0.259269-0.211939j -0.574333-0.860003j 0.473852-0.146172j -0.296286-0.465473j 0.610427-1.17229j -0.567596-0.554355j -0.228246+0.470819j -0.921536-0.851559j 1.89043-0.321897j 1.05779-1.72535j -1.33177-0.699697j -0.149374+0.304459j 0.351997-0.276802j 0.814813-0.185598j -0.230385-0.0526554j -0.353773-0.569232j 1.17694-0.443066j 0.12819-0.0782218j 0.344985+0.820842j -0.601228+0.715287j 1.66027+0.459021j 0.17723-0.885324j -1.00032+0.62783j 0.112847+0.125527j 1.43836+0.163291j 0.273161+0.70654j -0.860007-2.38563j 0.633027+0.680079j 1.62764-0.50134j -0.706683-0.496998j -1.90716+0.662369j 0.447223+2.0946j -1.84943+0.349419j -0.169812-0.0385814j 0.122636+0.247105j -0.272665-0.302311j 0.0940721-0.262237j -0.255907+0.696722j -0.281069-0.0598133j 0.716851+0.242287j 0.0215783+0.334337j 0.137149-0.318972j -0.0987777+0.125393j 0.210496-0.630585j 0.381303-1.04534j 0.0635934+0.131943j -0.516034-0.439719j 0.779903+0.60728j 0.384235-0.16785j 0.433905-0.167142j 1.17204-0.554249j -0.337206-0.515913j 0.111963-0.128846j 0.218883-0.75589j -0.592953+0.22587j 0.162728+1.37754j 0.437847+0.49624j 0.172423-0.237144j -0.589795-0.590519j -0.805377-0.29986j 0.410625+0.128706j -0.138704-0.0235876j -0.607932+0.737306j 0.234286-0.0733118j 0.263074-0.542991j 0.057226+1.01027j -1.01097-0.308482j -0.703355-0.750828j -0.141494-0.899235j 0.997001-0.575714j 0.561323-0.711076j -0.823676+0.54725j -1.04471+0.351216j 0.129894-1.64157j 0.460775-0.0783972j -0.00951854+1.12746j -0.584273+0.216463j 0.743132+1.05945j -0.765032-0.0138894j 0.337538-0.362648j 0.325033-0.14251j 0.549161+0.940551j -0.390339-0.585873j -0.294728-0.351538j 0.997537+0.148192j 0.54508-0.409355j -0.881677+1.09206j 0.244633-0.711754j -1.3966-1.43128j -0.632789+0.240917j -1.16835+1.06912j 
0.707115+0.563486j 0.310824+0.133819j -0.237401-0.515275j -0.02081-1.12734j -0.00620572-0.651686j 0.430444+0.49587j 0.175429+0.874287j -1.19483+0.563105j -0.138964+0.473032j -0.730151+0.0530622j 0.331271-0.600496j -0.0690225+0.298873j -0.660979+0.195882j 0.462674+0.171555j -0.749378+0.0871078j -0.294856-1.35197j -0.123211+0.196467j 0.108051+0.95694j -0.773327+1.00609j 0.656316+0.14292j -0.321779-0.664084j 0.983004+0.806554j 0.645614-0.698647j -1.02393-0.0751935j 0.135886-0.605114j 1.31683-0.35014j -0.000846769+0.831532j 0.760623-0.567864j -0.611466-0.396645j 0.807551+0.835538j -0.124799-1.51182j 0.0932742+0.351998j -0.637796-0.529236j -0.136215-0.663414j 0.856058+1.00161j -0.163673-1.11817j -0.0718382-1.09559j 0.544877+0.0136802j 1.19857+1.45494j -0.0201969-0.233918j -0.342818+0.224725j -0.463652+0.495157j 1.79169+0.897653j -0.381994+0.381689j -0.240743+0.130826j -1.45717-0.397371j 0.305076+1.80649j -0.0242789+0.341462j 0.130645-0.126025j -1.42137+0.423157j -0.660632+0.0558552j -0.40907+0.0202187j 0.417778-1.14478j 0.399967-0.561426j -0.194487+0.198326j -0.577089+0.824578j 0.0578839+1.66592j -0.218001-0.5019j -0.475584-0.18433j -0.0525878-0.672284j -0.078553+1.22362j -1.09946+0.639906j -0.964019-0.47359j -0.761842-0.478827j 0.0235802-0.246351j -0.26228-0.193128j 0.412646-0.0720771j 0.881652+0.910658j -0.562763+0.0329696j -0.0781199+0.554199j 0.656063+0.727939j 0.817279-0.310721j 1.3525-0.441961j 0.368025-0.642002j 0.0663375+0.236768j -1.63964-0.74385j -0.932563+1.2339j -0.582532+0.945393j -0.612806+0.993933j 0.266764-0.370471j 0.682112-0.645282j 0.124256-0.227087j 0.749852-0.741921j 0.326897+0.810626j 0.317705-0.66147j -0.645831+1.40773j 0.00931156+0.0520977j -0.496038-1.02407j 0.035398+1.13037j -0.160138-0.592939j 0.215615+1.37694j 0.689184+0.247304j -0.3698+0.87224j -0.171595+0.13628j 0.11414-0.56682j 
-0.807209+0.383502j -0.557083-0.974256j -1.28558-0.0540262j -0.498395+0.570361j -0.0674352+0.36748j 0.516814-0.280737j 0.650627+0.619682j -0.502292+0.517373j 0.304114-0.148282j 0.104225-0.894827j -0.172499-0.0949952j -0.282475+0.0180674j 0.066223-0.398486j -0.288729+0.326074j 0.226515-0.0586338j -0.200163+0.919993j 1.24611+0.134959j 0.00440742+1.06814j 0.274782+0.381209j 0.136084+0.659409j -1.15828+0.105333j 0.797834+0.42763j 0.472368+0.552082j 0.0408683+0.648449j 0.16315-0.185964j 0.61417-0.178461j 0.365737+1.04869j 1.21737+0.485306j 0.597704-1.00681j 0.00877873+0.0948686j 0.594807+0.824998j 0.233867+0.150487j -0.366604+0.246966j 0.230002-0.248282j -0.532681-0.546165j -0.00717925+0.58454j -0.272779+0.307362j 0.737182+2.07622j -1.20592-1.28599j -1.99805+1.43518j -0.888747+1.36778j 0.406572+1.01824j 0.622264+0.537158j 1.49133+0.751686j 0.818878-0.534418j -0.745031-0.113183j 0.129873-0.499507j 0.525961-0.0136345j 0.821264-1.27615j 0.316667+0.0124142j -0.179607+0.665288j -1.96645+1.31505j 0.24628+0.0347255j 0.247451-1.76156j 0.584467+0.80178j 1.67067+0.630946j 0.0477592+0.695147j -0.601902-0.79626j 1.23376+0.563897j 0.0437579-1.23051j 0.0360339-0.424937j 0.464927-0.0473036j 0.0107792-1.16419j -0.020533+0.977291j -0.441077+0.0660632j -0.102474-0.172862j 0.153746+0.185239j 0.0830521+0.00332503j -1.33961+1.30673j 0.198098-0.305758j 0.28697+0.684904j 0.783348-0.528517j -0.179839-0.107788j 0.361027+1.27098j -0.428604-1.18286j -0.413978-0.206673j -0.0794031+0.00391233j 0.234369+0.117836j -0.481429+0.29764j -1.44767-0.0803085j -0.077009+0.405466j -0.487658+0.713017j -0.451814+1.62854j -0.201275+0.0148549j 0.175131+0.000761368j -0.516752+0.395539j -1.08234-0.524923j 0.0844346-0.441902j 0.380909-0.644678j -0.141949+0.778604j -0.0291829+0.349204j -0.690109+0.135584j -0.0752796-0.0570327j 0.355456+0.205387j 0.127206+0.111091j 
