0.791492-0.112573j -0.410134-0.640462j 0.00883912+0.2572j 0.573484-0.308624j -0.420793-0.411978j -0.481803+0.170698j -0.211668-0.23752j 0.247038+0.572022j -0.087696-0.348958j -0.183293+0.165995j 0.160569+0.51847j -0.452076-0.366723j 0.354809+0.060926j 0.405902-0.284745j -0.161824+0.0384614j -0.507729+0.107359j 0.110922-0.325611j 0.0459247-0.515881j 0.0458037+0.622278j -0.295646-0.235858j -0.0050447+0.249447j 0.358479+0.560604j -0.293991+0.199568j 0.447876+0.0243682j 0.278716-0.710438j -0.573372+0.0782127j -0.214323-0.398706j 0.0824041-1.12375j -0.94615-1.22085j -0.965596+0.315519j 0.731021-1.3294j 0.492686-0.507379j -0.0819672-1.16579j -0.987244+0.681215j -0.811538-0.136695j 0.604262+0.126731j 0.0378406-0.0634416j 0.79741-0.552829j 0.70867-0.274918j -0.331573-0.487204j 0.956082-0.659463j 0.0658876+0.657413j 0.596932+0.556498j 0.199495+0.15726j 0.464903+0.224503j -0.191655-0.426338j -0.417813-0.0486441j -0.275674-0.538986j -1.33249+0.167388j 0.707211-0.0785668j -0.0463505+0.458821j 0.257313-0.0209412j -0.0356527+0.599215j 0.445319-0.37213j -0.137577+0.178164j -0.270213+0.6135j -0.132235-0.780416j 0.982871+0.420138j -0.18376+0.42365j 0.707405-0.0214288j -0.998914-0.373877j 0.033271+0.100102j 0.312973-0.414119j 0.571087-0.36209j -1.04672-0.386798j -0.20395-1.0935j 0.432824+0.143533j 0.948076+1.04139j 0.568493-1.17722j 
-0.21052-0.123148j 0.516432-0.271145j 0.914644+0.387274j -0.161924+0.304722j -0.768198-0.376033j 0.888426-0.183419j 0.622871-0.146107j 0.159796-0.562364j 0.395887-0.198737j -0.134803+0.593432j -0.00754636+0.214383j 0.339422+0.177557j -0.916921-0.578042j 0.615939-0.353705j -0.825577+0.261278j -0.508563+0.0487649j -0.338449-0.0537583j 0.387935+0.947665j -0.321985+0.467779j -0.0898408+0.0267836j 0.095252+0.781584j -0.450044+0.0309297j 0.557833+0.1537j 0.451655+0.756331j -0.0397667-0.223033j 0.875577-0.61427j -0.772376+0.148941j 0.00581962+0.295869j -0.0847955+0.352588j -1.38298+0.59143j 0.895294+0.59087j -0.269347-0.952785j -0.644675-0.838302j 0.0674538-0.291323j -0.50715+0.0568075j -1.34596-0.00310569j 0.204981+0.0999596j 0.176177+0.0233049j 0.62379-0.20197j 0.324006+0.863521j 0.408412+0.360725j -1.68516-1.04388j -0.33658-0.452902j -1.51895-0.0129627j 0.466223+0.0131444j -1.14501-0.180033j 0.389999+0.32355j 0.631116-0.632799j 0.998951-0.711304j 0.874938+0.395785j 0.695833-0.506752j 0.357416-0.750302j 0.792826+0.106262j -0.250765-0.0836269j 1.19678+0.199812j 0.0152113-0.278354j -0.0255434+0.190167j 0.149258+0.499518j 1.15438+0.547682j 0.140787-0.396463j 0.117854-0.491056j 1.05876+0.750108j -0.423118+0.384281j 0.607276-0.120435j -0.844457-0.301996j 0.592432+0.894062j -1.02543-0.997729j -0.12664+0.716232j -0.68695-0.666427j 
0.0463266-0.101829j -0.122224-0.545529j 0.337173-0.715294j 0.0876361+0.765656j 0.234265+0.899543j -0.15728+0.327384j 0.134549+0.0809761j -0.625939-0.513205j -0.803203+0.109661j 1.04378-0.23308j 0.800637+0.190649j 0.323673-0.588655j -0.842428+1.16801j -0.500192-0.296064j 0.583161+0.509866j -0.358748+0.0696225j 0.937011+0.816336j 0.166193-0.258171j -0.170703+0.380719j -0.534255+0.684631j 0.881219+0.308998j -1.283+0.596921j -0.675797-0.16672j -0.113579-0.802582j -0.209606+0.569572j -0.372852-1.9071j 0.337757+0.1051j 0.541474+0.0365268j -0.295869+0.526573j 0.28591+0.187812j 0.626611-0.235407j -0.447312-0.150548j 0.484867-0.698262j 0.523364-1.43683j -0.790996-0.390572j -0.321882-0.0214273j 0.17464-0.0113706j 0.2591+0.229612j -1.00162-0.827451j 0.699534+0.261946j 0.335206+0.567606j -0.328307-0.10588j -0.0812636-0.387283j -0.0263987+0.322663j 0.0249656+0.0409861j -0.153335+0.312296j 0.193265+0.0244933j 0.0528149+0.492275j -0.406747-0.575361j -0.558638-0.470665j 0.456275+0.152961j 0.49791-0.598375j 0.626715-0.26349j -0.069821+0.612705j -0.535623+0.170647j 0.511643-0.0977747j 0.445804-0.522973j 0.475673+0.0355723j -0.336765+0.283678j -0.412917-1.01369j 0.0717893-0.725001j 0.112302+0.383706j 0.54414-1.12305j -0.532381+0.7735j -1.23123-0.448866j 1.27974+0.00235467j 0.0553079-0.179277j -0.408917+0.8615j 0.0221663+0.0917819j 
-0.143828+0.496613j -0.0921523-0.0845149j -0.0529505-0.155573j 0.788859-0.907077j -0.137805+0.772232j -0.237821-0.438019j -1.08669-0.491803j 0.258384+0.0947508j 0.074809+0.460316j 0.246746+0.0220023j 0.498995+0.546813j 0.561269-1.00232j -0.63076+0.420385j -0.452302+0.0275804j 0.0710651+0.638476j -0.193487-0.6862j 0.0277906+0.391282j -0.0483834+0.413501j -0.319754+0.142343j 0.44149+0.746733j 0.809647+1.03609j -0.549389-0.167975j 1.44295+0.10989j 0.761727-0.0426244j -0.280503-0.0673825j -0.411062+0.120485j 0.213518+1.47j 1.03953-0.516268j 0.193214-0.335916j 0.432975-0.256639j -0.102547-0.0188966j 0.288035-0.259897j -1.21945+0.35354j 0.215593+0.961439j 0.609167+0.598467j 0.468444+1.0321j -0.364395+0.0936015j -0.671529-0.965692j 0.0959975-0.122712j -1.03883+0.556292j 1.01408-0.0407524j 0.6699-0.576623j 0.171253-0.608054j 0.0390228-0.136965j 0.060053+0.209448j -0.0980979+0.158983j 0.0651791+0.0566965j 0.383047-0.995331j -0.00379781-0.319491j -0.0541055-0.0106216j -0.266936-0.315381j 1.49888-0.460478j 0.55498+0.40941j 0.547645+0.998763j -0.27177+0.446359j 0.015517-0.163767j 0.796871+0.874722j -0.288881-0.0685904j 0.219747-0.151934j 0.152346+0.162606j 1.09009+0.172938j 0.38734+0.887733j -0.143175+0.824505j -0.0792655-0.866069j 0.56129+0.770463j -0.939132+0.44765j -1.05008+0.252106j 0.0757191+0.562777j 0.678998+0.797886j 
-0.0371746-0.320984j 0.325887+0.376298j 0.0448191+0.938906j -0.209493+0.0312524j 0.3075-0.837753j 0.659952+1.13279j 0.641876+0.626817j 0.589195-0.0998907j 0.207138+0.562534j -0.505792-0.233119j -0.0642422+0.0357075j -0.0445084+0.272732j 0.11558-0.967567j 0.537593+0.587844j -0.474623-0.830755j -0.27838-0.610304j 0.192223-0.270651j -0.999671+0.752969j -0.771069-0.103444j -0.0316027+0.113233j -0.513755+0.438982j -0.54155-0.34486j -0.221501+0.85469j -0.788677+0.562837j 0.295428+0.148926j 0.755049+0.35872j -0.379002-0.783467j -0.0903385-0.130698j -0.154506-0.128319j -1.24665-1.28439j -0.548205-0.0152811j 0.597792+0.197999j 0.277009-0.136958j 0.434141-0.545496j -0.855466-0.117485j 0.827807-0.602022j 0.098694-0.0347985j 0.23666-0.542607j -0.640238-0.180794j 0.451895-0.304893j 0.487967+0.0036009j 0.16477-0.726983j -0.511857-0.405173j -0.159056-0.464998j -0.964274+0.974682j 0.733016-0.492511j 0.508703-0.329434j 1.04485+0.276208j 1.20779-0.42478j -0.124962-0.541721j 1.01978+0.134698j 0.622237-0.174236j 0.625576+0.196288j 0.101563+1.01399j -0.308634+0.774334j 0.913687-0.36859j -0.527988+0.765371j -0.189078-0.262718j -0.261346+0.0229254j 0.149208-0.481021j -0.159071+0.106765j -0.340163+0.747528j -0.284069-0.663483j -0.268343+0.500574j -0.0293147-0.254481j -0.00455348-0.237749j 0.555221-0.11686j -0.408139+0.402214j 1.31502+0.204426j 
0.2353-0.706783j 0.306551-0.184007j 0.274945+0.888384j 0.227697+0.356485j -0.293538+0.122088j 0.420123-0.192187j -0.924074+0.306798j -0.301449+0.507782j -0.0167837+0.64295j 0.0383835+0.621187j 0.0246877-0.155711j 0.383071+0.0170397j 0.918383+0.127216j 0.163726-0.173096j 0.659828+0.477721j 0.0415525+0.625425j 0.901349-0.672851j 0.564678+0.15994j -0.0272594-0.355376j -0.0423134+0.819568j -0.192233+0.198823j 0.434748+0.373512j -0.0317572-1.1626j -0.254939+0.21761j -1.07795-0.477151j 0.250556+0.133061j -0.795042-0.283593j 0.0635091+0.573622j -0.965774+0.527781j -0.167327-0.437564j 0.263709+0.149134j 0.446564-1.42289j -1.1037-0.649014j 0.118126-0.30136j 0.640907-0.143917j 0.960852-0.00692783j 0.0660181+0.95477j 0.902025-0.763653j 0.000958302+0.597076j 0.373411+0.85191j -0.0982908+0.135308j 0.00598024+0.538406j -0.200401+0.415317j 0.22283-0.525975j 0.219165-0.466208j 0.591839+0.642284j 0.888335-0.689426j 0.0640398+0.107994j 0.0996606+0.623038j 0.271394+0.829953j -0.586668+0.490018j -0.548232-0.353336j 0.438324-0.772417j -1.06749+0.321569j -0.334112+0.616712j 0.490459-0.139863j -1.25605-1.00346j 0.172293+0.713926j 1.28381+0.00605909j -0.890386+0.794122j -0.161449+0.283228j 0.180234-0.121712j 1.56113-0.711269j 0.503028-0.314329j 0.620305+0.561592j -0.117633+0.999277j 0.0825643-0.819869j -0.361726+0.681501j 0.209459-0.320118j 
0.601789+0.0321142j 0.433884+0.0320638j 0.578746+0.352144j -2.04812-0.364304j 0.095065+0.484469j -1.03604+0.333266j -0.397018+1.76782j 0.704471-1.00259j 0.156288-0.981186j 0.51657+0.827474j 0.333564+0.207216j -0.454824-0.156289j -0.662006-0.516601j 0.143306-0.0729623j 0.343406+0.21351j -0.554101-0.156564j -0.494729+0.93505j 0.478632-0.165247j -0.266048-0.0425524j -0.150545-1.01042j 0.507492-0.0363239j -0.71688-0.968913j -0.441676-2.07576j 0.54674-1.0738j -0.675204+0.342289j 2.23479-0.0175921j 1.32216-0.1733j -0.473727-0.248026j -0.104706-0.219965j -0.338782-0.324143j -0.0755748+0.32977j 0.104632-0.261319j -0.104979+0.786881j 0.570575+0.685152j 0.51096-0.318624j 0.593442-0.110578j 0.0313178+0.294868j -0.128812-0.0574732j 0.766762-0.115448j 0.131494+0.46939j -0.142406-0.177996j -0.30142-0.219984j -0.14594+0.0392923j -0.498158-0.172535j -0.368601+0.130471j 0.0595778-0.0339673j 0.251446-0.0634686j -0.0710462-0.44586j 0.889348-0.0217821j 0.690909-0.159048j -0.134444+0.147489j -0.0506516+0.0899415j 0.131307+0.236272j -0.0619182+0.0879647j 0.522222-0.0825554j -0.0145826+0.155321j -0.197808+0.290513j -0.110779+0.193947j 0.3519-0.383117j 0.681017+0.244755j 0.284042+0.0118185j 0.268393+0.0972339j 0.36904+0.48754j -0.0578163-0.517478j 0.752639-0.392631j -0.198867+0.831351j -0.042082+0.308264j -0.0179344-0.319064j 0.263424-0.0791489j 
-0.163981+0.170354j 0.31441-0.197427j 0.467893-0.116001j 0.0405132+0.254423j -1.01334+0.0620735j 0.344063-0.696873j 0.062161-0.86411j -0.0156195-0.425355j 0.00866339-0.445763j -0.0250236+0.73126j -0.155213+0.561921j 0.711821+0.204281j -1.04634-0.235156j 0.138765-0.607373j -0.718594+0.64981j -0.104763-0.111283j -0.521071+0.44759j 0.340664+0.443907j -0.0515639+0.215668j -0.466394+0.0152376j -0.218218+0.757302j -0.317532-0.307956j 0.777907+0.326509j 0.655551+0.507883j -0.0952422-0.463452j 0.563242-0.60165j -0.686366+0.6494j 0.191763+0.59819j -0.0733172+0.174092j -0.147405+0.89311j 0.0290547+1.00992j 0.376129-0.534015j 0.433774-0.832814j -0.362817+0.281811j -0.000615256+0.130369j -1.27459-1.04163j -0.0465839-0.0684768j -0.202005+0.0558593j 0.658435+0.512689j -1.17011+0.0201435j -0.453181+0.753941j 0.547783-1.01277j 0.857936+0.095484j -0.467838-0.864899j 0.672834+0.313684j -0.72586-1.11737j -0.697496+0.377119j 0.531471+0.0469871j 0.229109+0.242163j -0.251475+0.751493j 0.26492+0.0540698j 0.669871+0.787595j -0.366874+0.63713j -0.0231861-0.216332j 0.351339+0.569111j -0.202295-0.100069j 0.203617+0.403821j -0.2601+0.195792j -0.293788+0.996733j 0.363051+0.113094j 0.771766+0.500363j -0.464371+1.03897j -0.668124-0.0128932j 0.5005+0.274673j -0.362597-0.726474j -0.789421+0.646338j -0.013799-1.46981j -0.573511+0.0581037j -0.50793-0.815941j 
1.13362+0.118317j 0.444678+0.564189j -1.31474+0.857093j -0.728251+0.57175j -0.472842-0.499086j 0.332092+0.451967j -0.820624-1.17282j -0.805042-0.550023j -0.883074+0.0344473j -1.06216+0.520399j 0.190501+0.0322738j 0.123685+0.509797j -0.169904+1.18595j 0.229723+0.143129j -0.605794+1.10098j -0.981712+0.0409825j 1.17854+1.27501j -0.0991258+1.01581j 0.500989-0.127468j -1.29036+0.0188107j -0.480914-0.142624j -0.556716+0.674041j 1.66523-0.361234j -0.330072-0.247296j 0.436782-1.65872j 0.199069+0.392692j 0.204274-1.23757j -0.68537+0.420764j 0.102681-0.672919j 0.389112-0.386281j -0.151177+0.0761518j 0.656821+0.578886j 0.433556-0.167944j 0.100482+0.193977j -0.372824+0.363804j 0.230971+0.4918j -0.400816-0.27384j 0.498387+0.496565j -0.0136166-0.264287j 0.180431-0.222848j 0.0130286-0.204688j -0.897912+0.287387j -0.547127+0.0816103j -0.298534+0.462522j -0.461687+0.325544j -0.386262+0.126388j 0.675465+0.531308j 0.0925985-0.145554j 0.526482-0.433127j 0.095021-0.339392j 0.254643-0.45565j -0.0847998-0.0419734j 0.23642+0.250489j -0.292775-0.319359j 0.318649-0.532014j 0.0153971+0.321865j 0.00248068-0.327315j -0.483858-0.320658j 0.2033+0.315975j 0.0919559-0.542013j -0.664412+0.0858885j 0.178052-0.0249611j 0.0220578+0.812049j 0.193541+0.231039j -0.432552+0.107419j -0.282183-0.260668j 0.380971+0.351005j -0.145681-0.377875j 0.266908+0.232328j 
0.813403-0.441432j -0.292393-0.495339j -0.125826-0.0544493j -0.212004-0.153753j 0.0230066+0.0951957j 0.366001-0.321578j 0.131771-0.379999j 0.772234-0.121699j 0.388122-0.0424317j 0.234194-1.2703j 0.740314+0.145688j 0.666836+0.761231j 0.513135-0.526892j 0.619354-0.884772j -0.255274+0.0813306j 0.182006+0.290115j -0.745603+0.611761j -0.432432-0.403427j -0.434795+0.496059j 0.225489+0.900792j -0.156093-0.204855j -0.722589-0.109741j 0.410151-0.988649j -0.205282+0.618552j -0.380952-0.159657j -0.478808-0.276762j 0.115671-0.545092j -0.469602-0.107198j -1.50401+0.294866j 0.0884936+0.133848j -0.330046-1.05268j -0.318874-0.062746j 0.185607-0.0900033j -0.255517+0.251656j 0.330482+0.220611j -0.138919+0.257787j 0.0198503-1.19738j -0.579018+0.075661j 0.211252+0.441612j -0.32768-0.347206j 0.0173579+0.310752j 0.183819-0.949485j -0.892351-0.939131j 0.295167+0.856816j 0.481708-1.43395j 0.887172-0.15985j -1.48217-0.232449j 1.09435-0.268961j 0.899846+0.697883j -0.143158+0.402885j 1.19957+0.127817j -0.281126-0.0775888j 0.927069+0.475931j -0.656033-1.0114j 0.370699-0.0489203j 0.426917-0.692391j 0.321722+1.35002j 1.16146-0.110233j -0.0665079-0.202327j -0.867131+0.248756j 0.345004-0.886124j -0.0283992+0.0713255j 0.752283+0.283065j 0.750319+0.354925j 0.397273+0.394791j 0.201904-0.0750991j 0.550876+0.224563j -0.236339-0.00526375j 0.0702935-0.16057j 
0.107793+0.269638j 0.012262+0.263547j -0.0927877+0.49888j -0.111245-1.34016j -0.210599+0.250925j -0.412943-0.609147j -1.35614+0.266058j 0.728453+0.362397j 0.638406+0.0694205j -0.336498+0.503968j -0.015375+0.133125j 0.0122771-0.414955j 0.416394-0.483715j 0.000804559+0.0934898j 0.131815+0.272278j 0.0448875-0.254211j -0.5361-0.314786j 0.269236+0.215932j 0.0149474-0.250796j 0.707261-0.0956413j 0.180589+0.30621j 0.634945-0.532886j 1.18305-0.826312j 0.744362+0.122253j -0.500011-0.3656j 0.309543+1.53481j 0.250894+0.791769j 0.166091-0.341137j 0.397345-0.0729769j 0.158604-0.333743j -0.345684-0.355654j 0.524732+0.269553j -1.32546-0.779896j -1.50489+0.501421j 0.0369014+1.29168j -0.0820896+1.10192j -0.453775-0.0507079j 0.758797-0.632693j -0.208877+1.07404j -0.464381-0.660376j 0.482121-0.0289577j -0.0218018+0.51396j -0.222307+0.147107j 0.259584-0.0744083j -0.144283+0.0434189j -0.00837498+0.400165j 0.355407-0.0534693j 1.02897-0.377859j -0.0286855+0.474276j -0.0127238+0.574304j -0.196406-0.830069j -0.185477+0.199566j -0.230459+0.0426439j -0.163345+0.292211j 0.0828347+0.292824j -0.0870712-0.297262j -0.732689+0.0822132j -0.271941-0.281903j 0.859576+0.343934j -0.83131+0.774408j -0.365526+0.775934j 0.113437+0.312952j -1.03072+0.560015j 1.34448-0.117405j -0.0228772+1.71401j -1.08421-0.977811j -0.4728-0.328877j 0.441356+0.148337j -0.0285433+0.471783j 
0.199396+0.718109j -0.386572+0.491638j -0.936424-0.636677j -0.615239-0.575495j 0.225563-0.468041j -0.217259+0.125616j 0.415766-0.709272j 0.438492-0.632536j 0.0306348-0.522884j -0.667737-0.636252j 0.0501934+0.104047j -0.274886+0.178754j -0.636034-0.129142j -0.0480445+0.106129j -0.829791-0.290306j -0.150688-0.72223j -0.819602+0.91531j -0.75785+0.146335j 0.144227+0.339397j -0.0895987-0.773317j -0.0528938-0.403671j -0.507188-0.312866j 0.704597+0.936886j 0.0697815-0.105232j 1.17004-0.00788858j -0.237293+0.423474j 0.9007-0.0599827j -0.33678-0.380868j 0.929445+0.372213j 0.251899+0.0775684j 0.0187358-0.677521j -1.33856+0.425495j -0.414083+1.16747j -0.788482+0.0287191j -0.675506-0.185342j -0.143021-0.202322j 0.910531-0.710927j -0.69874-0.42597j 0.439687+0.0868981j 0.950148-0.795561j 0.286092-0.0511682j 0.0181106-0.0994032j -0.0186808-0.188215j -0.908482+0.107091j -0.647267-0.306901j 0.447202-0.514551j -0.66611-0.324982j 0.469207-0.0343858j 0.926672+0.156616j 0.73138-0.387105j 0.917766+0.408449j -0.471487+0.451319j -0.87517-0.0260411j 0.492796+0.480266j 1.10964+0.23709j -0.385357-0.388605j -0.939156+1.18326j 0.623601-0.701889j -0.0363423-0.942236j 0.819802+0.497621j -0.16719+0.0143272j -0.0193702-0.155157j -1.48903-0.696743j -0.19572-0.00599217j 0.116645-0.382249j 0.734063-0.648794j -0.713097+0.535709j 0.90102-0.071752j -0.195876+0.241741j 
1.08762+1.28378j 0.896923-0.774077j 0.145271-0.00343269j 0.213124-0.230502j -0.149289+0.144874j 0.561957+0.529792j 0.597117+0.0904098j 0.264988+1.24645j 0.0524236+0.552688j 2.05215+0.0293328j 0.00137343+1.1297j -1.00109+1.21129j 1.02755+0.806949j 1.63204+0.7382j -0.125144-0.209439j -0.459683+0.527042j -0.841288-0.969533j 0.516317-0.894146j -0.873658-0.649257j -1.27519+0.542515j 0.247722-0.20521j 0.0392159-0.968799j 1.51502+0.255994j -0.953018-0.226893j -0.079516-0.595681j 0.381089-0.714598j 0.779023+0.0811337j 0.0949865-0.446391j -0.0648597-0.867565j -0.1393+0.102714j 0.582351-0.0967956j 0.0745253-0.128392j 0.01221+0.196873j -0.180032-0.0725471j -0.271016+0.256994j -0.248282-0.0583055j 0.6721+0.162505j -0.00566506-0.43192j -0.176724+0.0245668j 0.418785-0.332442j -0.164498-0.0278938j 0.304962+0.248401j 0.589655-0.497889j -0.570323+0.0380476j 0.630219+0.549488j -0.111575+0.503397j 0.304604-0.684779j 0.104334+0.561095j -0.195593+0.322432j 0.109722-0.206348j -0.0494531+0.541296j -0.050724-0.0974227j -0.294803+0.451364j 0.519725-0.110504j 0.0953784+0.112979j 0.459937+0.31425j -0.826131+0.0872799j -0.103388+0.586835j 0.267834-0.00919005j -0.0113508-0.41643j 0.252124+0.244836j 0.0309949-0.0118725j -0.194246+0.371409j -0.149595+0.287693j -0.243602+0.216124j 0.0223346+0.0932241j -0.170277+0.284911j 0.0512517-0.181779j 0.0603062+0.0965974j 
0.644632-1.21548j -0.824039-0.44822j 0.00152861-0.151356j -0.174794-0.116259j 0.1305+0.0886207j 0.300747-0.539136j -0.164849-0.334835j 0.847196-0.427938j 0.418153-0.0321734j -0.287773-1.34084j 0.787288-0.216457j 1.07165+0.472282j 0.409839-0.929261j 0.108955-1.33554j -0.035725+0.100392j 0.516705+0.227732j -0.603414+0.672598j -0.669978-0.108984j -0.295716+0.776431j 0.536271+0.962388j -0.139684-0.163622j -0.648634+0.0582805j -0.0306115-1.17801j -0.0517797+0.713325j -0.394173+0.0973381j -0.545426-0.243494j -0.135432-0.585022j -0.2753-0.135556j -0.966955-1.06897j 0.0664427+0.101512j 0.747156-0.606062j 0.104713-0.40141j 0.242913-0.0766735j -0.0553507-0.102718j 0.238448+0.36767j -0.0363933+0.195232j 0.828428-0.529069j -0.305659-0.176976j -0.359165+0.286491j -0.2562-0.24626j -0.262885+0.174166j 0.881681-0.207287j 0.121164-1.02657j -0.43278+0.731248j 1.51739-0.406423j 0.562953+0.799833j -0.336059-1.25905j 0.574338+0.703393j -0.404669+0.904552j -0.741498-0.080048j 0.196658+0.877837j 0.0880401-0.299144j 0.188614+0.882556j 0.517218-1.12709j -0.0205951+0.223713j 0.768993-0.104347j -0.777305+0.703697j 0.617032+0.943827j 0.127851-0.165667j -0.627686-0.671913j 0.900068+0.0233179j -0.0437737-0.0449761j 0.247078+0.726399j -0.0549136+0.648038j -0.0951414+0.53059j 0.0384848+0.255589j 0.103954+0.397668j -0.264437-0.141775j 0.194483-0.0340937j 
-0.00434557-0.0792153j -0.0989661+0.0966676j -0.051015-0.214085j -0.0838934+0.234274j -0.161154+0.00132485j -0.176649-0.514353j 0.0631413-0.265071j -0.179012+0.312523j -0.0119682-0.469246j -0.102431+0.262069j 0.155435-0.635774j -0.755619-0.208179j 0.333697-0.00089109j 0.32005-0.271648j 0.000837395+0.206973j 0.207776+0.941508j -0.330998-0.171995j 0.776608+0.426225j -0.242146+0.585225j 0.465299-0.16006j 0.166536-0.906728j -0.419961+0.124595j 0.473904+0.693097j -0.0197569+0.0280333j -0.181857+0.766003j 0.740794-0.129351j -0.536717+0.145175j -0.0943368+0.515541j 0.146543-0.235702j 0.934221-0.109599j 0.0498236-0.308641j 0.0747878+0.121423j 0.0717167-0.138456j 0.306525+0.525274j 0.120787-0.162649j 0.169718+0.334653j -0.170641-0.0391195j -0.210216-0.317847j -0.358109-0.743708j -0.791996+0.131645j -0.915435+0.56929j 1.52638+0.242176j 1.37217+0.603548j 0.727031+0.0100377j 0.275577-1.28431j 0.0628746+0.691423j -0.620783+0.549157j -0.197171+1.01996j -0.837662+0.383283j 0.54649-0.0575085j -0.832211+0.0418564j 0.327655+1.36381j -0.648807+0.0530156j 0.36885-0.673258j -1.12275-0.54443j -0.689101-0.584629j 1.56595+0.159549j -0.0356401+0.300305j 0.233719+0.596469j -0.407187-0.176568j 0.915177-1.43388j -0.696767-0.566054j -1.38751+0.448419j -0.409339+0.207194j -0.0055314-0.232894j 0.426159+0.530467j -0.363499-0.301929j -0.665494+0.558738j 1.27194+0.962401j 
-0.119317+0.0325697j 0.18566+0.0468094j -0.209738+0.202074j 0.447097+0.0923947j -0.0104202+0.224939j -0.753133+0.587836j -0.492261-0.0104533j 0.849032+0.247536j -0.91501+0.158415j 0.469907+0.267915j -0.894859-0.228461j -0.108053+1.19204j -0.139069-0.847687j -0.338741-0.410611j 0.233286-0.123064j 1.46708-0.687722j 0.0444077+0.633185j 0.611518-1.24907j 1.06696+0.492692j -0.366098-0.584426j -1.85019+0.211114j -0.143663+0.641801j 1.0575-0.740632j 0.0114877+0.188065j 1.28184+0.167025j -0.271593-1.49054j 0.350807+1.06743j 1.26421+0.0996186j -0.218244-0.0660779j -0.316949-1.61908j -0.0103327-0.145453j -0.00394628-0.0121859j -0.258003-0.158683j 0.246282+0.118364j -0.278084+0.116887j 0.0298099-0.0401632j 0.0743998+0.0141753j 0.0261083-0.195823j -0.153513-0.196726j 0.362186+0.30193j 0.030162+0.750932j -0.27815-0.422928j 0.535325-0.254026j -0.394973+0.020334j -0.977874-0.403917j 0.237029+0.147227j 0.499326+0.261002j 0.827693+0.139843j 0.689963-0.0377023j 0.496329-0.543686j 0.131465+0.26389j 0.621214+0.427628j 0.0641616+0.164752j -0.463872+0.00454702j -0.0194747+0.240801j -0.151995+0.129003j -0.180564-0.568048j 0.257715-0.201804j 1.01976-0.00143755j 0.0211095-0.0185807j -0.715278-0.387451j -0.231914+0.238574j 0.29292+0.502185j 0.29315-0.0263858j -0.320465+0.197037j 0.450112-0.396175j -0.210775+0.527755j 0.54512+0.51135j 0.649182-0.428446j 
-0.0480188-0.005847j 0.0444318-0.204152j 0.371311-0.314889j -0.184228+0.300145j -0.610883-0.347567j 0.512207-0.598508j 0.112429-0.254418j 0.281287-0.296095j 0.19342-0.397357j 0.103043+0.651158j -0.154561-0.553567j -0.0250588-0.174912j -0.513104-0.235877j 0.624531-0.241251j -0.359949+0.197942j -0.203978+0.165684j 0.561652-0.215443j 0.0338938-0.228115j 0.42767-0.396224j -0.143341+0.326811j -0.53392+0.519894j -0.251115-0.413024j -0.97795+0.371173j 0.117648+0.298203j -0.961159-0.310591j -0.28597-0.0751185j 0.298745-0.112577j 0.532549-0.55489j 0.284958+0.248039j 0.746443+0.529553j 0.731271-0.218591j -0.641928+0.187519j 0.360098-0.68912j 0.161111+0.71921j 1.55735-0.13543j -1.36566+0.223675j -0.449337+0.230552j -1.98066+0.408109j -0.311028-0.597452j -2.09986+1.11518j -0.0418539+0.940205j 1.57052-0.40219j 2.30084+0.243827j 1.56777+0.453404j 1.55458-0.561975j -0.594704+0.252552j -1.67348+0.293342j -0.99167+0.159655j -3.47999+0.46381j -2.61491+0.0562747j -1.50385+0.458657j 2.36673-0.189603j -0.446389-0.402848j 1.18988+1.09771j -0.899214+0.339148j -0.222366-0.0898118j 2.535-0.78908j 0.267742-0.495217j -1.59119+0.340006j -0.639933-0.134596j 2.05627-0.0274689j -0.352981+1.28886j 0.372453-0.866245j -1.41089-0.256626j 0.129757+0.697648j -0.271059-0.282406j 0.0635634+1.19711j 0.91486+0.271896j 0.250955+1.11487j 
