-0.0158516+0.00478458j 0.00316002-0.0158569j -0.0179646-0.00877712j -0.0239528-0.00208923j 0.00784712-0.00993221j -0.00251148-0.0011959j -0.00369479-0.00351151j -0.000131149+0.00231713j -0.000537655-0.00401103j 0.000153848-0.000787066j -0.000489406-0.000948229j -0.000154003+0.000502075j 0.000314471+0.000358937j -0.000648561+0.000342251j 0.000811045-0.00486228j -0.000869429-0.00319206j -0.000312419-0.00106333j 0.00241222+0.000355882j 0.00379735+0.0044878j -4.80907e-05+0.00404718j 0.00479558+0.00203957j 0.000702053+0.00136949j -0.000422687+0.0018419j -0.00060397-0.000263629j 0.000660329-0.000738807j -0.00101016+0.000233535j -0.000322958+5.05018e-05j -0.000297899+0.00220196j 0.000439939-0.000384105j 0.000207124-0.00126917j 0.000517383-0.00105872j -2.66349e-06-0.000297556j 0.000261707-9.16995e-05j -1.42087e-05-0.000117919j 5.89448e-05+0.000931395j 0.000695592+0.000359614j 0.00028075+0.000191489j -0.000300017-0.0002226j -0.000115043+0.000366635j 0.000616396+4.37018e-05j 0.000208693+0.000191234j 0.000274383-0.000183487j 0.000148505+0.000991668j 0.000176286+0.000152981j 0.000920826+0.000620519j -0.000547535-0.000232786j -0.000804901-0.000548442j -0.000180841+0.000450162j -0.000848263+0.00109926j -0.00101962+3.4656e-05j 0.00068456-6.41491e-05j -9.3204e-06+0.000794021j 0.00161457+0.000702724j 0.000583603+0.000221184j -0.000133207-0.000998211j -0.000233886+0.00158297j 0.00080859-0.000829333j -0.00108949+0.000722781j 0.00100082+0.00212877j -1.75618e-05-3.01999e-05j -0.000571466-0.000208972j 0.000239046-0.000121455j 0.000171972-0.000293012j -2.69555e-05-0.000299353j 0.000853612-0.000128334j 0.000172831+0.000443081j -0.000149086+9.13998e-05j -9.38024e-05+0.000233211j -0.000223602+8.98125e-06j -1.64317e-06+4.63575e-05j -0.000273637+2.18649e-05j 0.000100446+0.000247139j -0.000208664-0.000157273j -0.000284615+0.000195128j 0.00010005+0.000452099j -2.01468e-05+0.000388397j -8.93853e-05+0.00056717j -0.000623684-0.000330079j -0.000908193-0.000761648j 0.000384299+0.000866617j -0.000237549+0.00063663j 0.000105422-0.00129929j 0.000484175+0.000283248j -0.000445591+1.67164e-05j 0.000108396+5.43689e-05j 9.59246e-05+0.000502638j -3.20604e-05-0.000174478j -0.000685015-0.000148591j -0.000221935-0.000301361j -0.000299552-0.001034j -0.000392457-0.000217612j 1.93735e-05-0.000293969j 
0.000921165+0.000210313j 8.02255e-05-6.64238e-05j 0.00015137-8.88955e-07j 0.000172912+7.86925e-05j 0.00011708+8.92298e-05j 0.000738509+0.00116116j 0.000476405-0.000685229j 0.000858412-0.00116402j 0.00090338-0.00014405j -0.000389363-8.29389e-05j -0.000343656-0.000394101j -0.0015359-7.11222e-05j 0.000164259-0.00108647j 0.000730551-3.30357e-05j 0.000164528+0.000652052j 0.000603114-0.00195129j 2.31094e-05-0.000179323j 0.00115051-0.000470491j -0.00105842+0.00108388j -0.00128186+0.000277766j 0.000135851-0.000255115j -0.00079242+0.000550695j 8.45658e-06+6.74576e-05j -0.000320892+0.000123221j -0.00154573-0.000318392j 0.000491673+0.000172879j -0.00349334+0.00102268j 0.00015696-0.00117465j 0.00443045-0.000357989j -0.00187422-0.000806252j 0.000231389+0.000413865j -0.000929697+4.59551e-05j 0.000694108-0.00218618j 0.00596407+0.000132151j 0.000831977-0.00342945j -0.000546168+0.00332506j -0.00451148-0.00125486j 0.00139392+0.00189194j 0.00175166+0.000780062j 0.000257004+0.00258588j -0.000797982-0.00123234j -0.00204965+0.00210502j 0.00283372+0.00137557j -0.00680923-0.00147715j 0.00519117-5.97843e-05j -0.0015643-0.000775944j -0.00293245+0.000236618j -0.00127173+0.00204043j 0.00380156-0.000507796j -0.0018803-0.000625336j 0.00719337-0.000935066j -0.00614033-0.00201624j -0.00893097+0.00312826j 0.001699+0.00010977j -0.00338221+0.000138146j 0.00178633-0.00170452j 0.00170654+0.00147239j -0.00101579-0.00107454j 0.00361062+0.00148275j -0.000299785+0.000333912j -0.00124666+0.00122522j -0.00276856-0.00210544j 0.00219472-0.00194499j 0.00139755+0.0027243j -0.00524063-0.0107775j 0.00248992+0.00140172j 0.0036132-0.00490183j 0.0116545+0.00425816j -0.00265892-0.00242298j -0.00895952-0.00383056j -0.0036426-0.00256753j 0.00727077-0.0039072j 0.0126551+0.00454354j -0.0140773-0.00707159j -0.000771286-0.00107245j -0.00141341+0.00116391j 0.000139504-0.00119797j 0.00141144+0.00229006j -0.00269025-0.00101172j -0.0010143-0.000354074j 0.00191354+0.002428j -0.00254833-0.00167948j -0.000298541-0.00114187j 0.000958641+0.00104495j -5.91721e-05+8.04094e-05j -3.06045e-05+3.37753e-05j 0.000957555-0.00159108j 0.000328775-1.27971e-05j -9.18349e-05+0.000169711j -0.000556266-0.000906853j -2.82215e-05+0.00024547j -0.000100158-0.000732287j 
4.11705e-05-0.000552814j 7.23535e-05-0.000393144j 4.47493e-05+8.43864e-05j 0.000141942+4.81094e-05j -7.37803e-05+0.000190873j 0.000326209-0.000813866j -0.000211021-0.000601738j -0.000803615+0.000243614j -0.00186549+0.000596771j 0.000871065-0.000250494j -5.92123e-05-0.000826318j 0.000338312-0.000305847j -0.00098277+0.00142697j -0.000966586+0.000347473j 0.000485423-0.00138794j -0.000166997+0.00175113j 0.000539901+0.000121912j -0.000930568+0.000336201j 0.000626595-0.000694933j 0.00230361-0.000711913j 0.00056465-0.00023645j -0.000231955+0.000206045j 0.00162342-0.00180608j 0.00104804-0.000185077j -8.89579e-05+0.0017955j -0.00140546+0.00109129j 0.00107917+0.00193109j -0.000103497-0.00137949j 5.62318e-05-0.00141956j 0.00432616-0.00127503j -0.00137897-0.000105894j -0.00267241-0.000297569j 0.00225917+0.00181299j -0.0110098+0.00338732j -0.000212548+0.00127494j 0.00710874-0.0025987j 0.00936152-0.00256766j 0.0023714-0.00252674j -0.00533415+0.00183736j -0.00113337+0.000249955j -0.000649764+0.000136988j 0.00101827-0.00116227j -0.00226995+0.000712394j 0.0125117-0.00204943j -0.0101866+0.00182303j 0.00541536-0.00315692j 0.00168394-0.00042046j 0.00304981-0.00157243j -0.00415732-0.00118363j 0.000994621+0.00149599j -0.00518718+0.000131988j 0.00439326+0.00107285j 0.00873923-0.000346824j -0.00198294+0.000356554j 0.00258346-0.00126221j -0.000737021+0.000208016j -0.00143247-0.00113191j -0.00221445-0.000819773j -0.00454635-0.00204961j -0.000826244-0.000491516j 0.000741541+0.000491128j -0.00229295-0.000210531j 0.00189491-0.00688476j 0.000264225+0.00360892j 0.00294141-0.00255029j 0.00199947-0.00294083j 0.00096512+0.000528694j 0.00518233-0.0071737j 0.00154462-0.00101356j -0.00118793+0.00109092j -0.00175915+0.0025338j 0.00392511+0.000391251j 0.00288087-0.00221641j -0.004716+0.000227546j -0.00213203+0.00261764j -0.00252266-0.000593607j 0.000468677+0.000436079j 0.000767076-0.00298365j -0.00298365-0.00326997j 0.000544564+0.0015091j 0.00305013-0.00225929j -0.000845072-0.000255702j 0.000539506+0.000996191j -0.000706808+0.000505741j -0.00102087+0.000619661j 0.000945327-0.000185166j 0.00149267-0.00141973j 0.000358589-0.00116998j -0.00028134-0.000316796j -0.000288238+0.000189683j -0.000172434-0.000152859j 7.28395e-05+0.00041937j 
-4.55548e-05+3.75541e-07j 0.000621236-0.000290685j -0.000257909+0.000206147j -0.000140525+0.000320779j -0.000847914+9.42896e-05j -0.000887607-0.000505443j 0.00132238-0.000687375j -0.000252718+0.0012736j -0.000195362+0.000990771j -8.48707e-06-0.000435633j 0.00179029-0.000575867j 0.000905119-0.00109539j -0.000558458-0.00143713j -0.000670487-0.00335237j -0.000279599+0.000341283j 0.00118182-0.00184571j -0.000891594-0.000245203j -8.52988e-05-0.0032977j -0.00117333+0.00333759j 0.000111058+0.000991521j 0.000496838+7.88224e-05j -6.87265e-05+0.000699732j 0.00168767+0.000753045j 0.000245083-0.000269302j -0.00192747+1.33926e-05j 0.00296344+0.000842643j -0.00123915+0.00270993j 0.00225191+0.000960357j 0.00276687+0.000622405j 0.00531406-0.00179314j 0.00110891-0.00276791j -0.00546039+0.000683914j 0.00511082+0.000462131j -0.00671187-0.00377934j 0.0142154-0.00564927j -0.00967263+0.00187578j 0.00126039+0.00390018j -0.00862532+0.00163151j -0.0100119+0.00203764j -0.0116759+0.00278622j 0.00509919-0.00119229j -0.0195022+0.00555832j -0.00517508-0.00125235j 0.00212315+0.00459142j 0.0117247-0.0045197j -0.00461769+0.00263888j 0.000948791-0.000245748j -0.0117264+0.00529721j -4.11053e-05+0.000450142j 0.00115537+0.000699802j 0.00521566-0.00369196j 0.000489248+0.000750487j -0.00358865+0.00167948j -0.000588383-2.07748e-05j -0.000295021+0.00201398j 0.00359987-0.00177128j 0.00215842-0.0014646j -0.000898765+0.000626991j 0.00122073-0.000108356j 0.00103578-0.000384321j -0.000542432+9.17204e-05j 0.0018996+0.00061989j 0.00212351-0.00120269j 0.000286496+9.79444e-05j -0.00417095+0.00204823j 0.00261546+0.00086288j 0.00471139+0.00515348j -0.00842729-0.0121393j -0.00424078-0.000762636j -0.000576924+0.00608479j -0.00520894+0.0018371j -0.00161556+0.00206333j 0.00169189-0.00712674j -0.00579403+0.0080383j -0.000430889+0.000146705j 0.000465835-0.00342054j 0.000398316-0.00017867j -0.00156065-7.88932e-05j 0.00111769+0.00363475j -0.000796665+0.000114217j 0.00339252+1.53898e-05j -0.00136794+0.000931815j 0.000877805+0.000401868j -5.70294e-05-0.000963368j -0.00108151-9.46336e-05j -0.000790777+0.00015386j -0.000324052+0.000952145j 0.00121728+0.00198389j -0.00115986+0.000716579j 8.37422e-05+0.000667253j 0.0003703-0.000153897j 0.000674419+0.000193151j 
-0.00105596-0.000248236j -1.22015e-05-0.000174017j -0.000377937+9.47935e-05j -0.000365717+0.000208466j -0.00010167-0.0001324j -0.0014779-0.000648668j 0.000620059+0.000382445j -0.00167268+0.00221907j -0.000185039-0.000242294j -6.97384e-05+0.00059344j 0.000549594-0.000216473j 0.0021821-0.000240905j 5.00459e-05+0.00037409j 0.000533366+0.000897567j 0.000417043-0.000741613j -0.000164699+0.00148241j 0.000498209-0.00095059j -0.000184994+0.000472751j 0.000182246-0.00102396j 0.00106575+0.00087081j -0.000416901+0.00107283j 0.000682921-0.00100823j 0.000353139+0.000116687j 0.00118425+0.00112362j 2.7331e-05+0.00200246j 0.00170278-0.00116889j 0.00235303-0.00143133j 0.00114111+0.000576893j -0.000245142-0.000411605j 0.00275794+0.00513089j -0.000506103+0.00391081j 0.000101194+0.0014004j 0.00248793+0.000527377j -0.009705+0.00407461j 0.00346504+0.00457012j -0.000707979-0.00369861j 0.00852575-0.00448021j -0.00187752-0.00125189j -0.00236051-0.00171584j -0.00460435-0.00122294j 0.000600633+7.4981e-05j -0.000289993-0.00442882j -0.00517834+0.000879456j 0.00763089-0.00485746j -0.00454784+0.006394j 0.00320408-0.00290572j 0.00235666+0.00174415j 0.000121209-0.00627871j -0.00196002+0.000628684j 0.00208782-0.00181256j -0.00384963+0.000598614j 0.00447789+0.00225945j 0.00363504-0.000999457j -0.00194879-0.000664877j 0.00290734-0.000750239j -0.00024793+0.00358523j -0.00158476+0.00256167j 0.000394925-0.000596138j -0.000590583+0.000268666j 0.000590997+0.000651078j 0.00177708-0.00116362j 0.0029657+0.00137759j -0.00207614-0.000412836j 0.00083255+0.00209454j -0.00440675-0.00557023j 0.000364649+0.0037212j 0.0114245-0.0067113j -0.0175324-0.00202699j -0.0024274-0.00330987j 0.00433544-0.00252116j 0.00336282-0.00276974j 0.00868724-0.004568j -0.0028626+0.00218701j 0.00438042-0.00685002j 0.000827914+0.000931893j -0.00425258+0.000587275j 0.000721915+0.00290911j -0.00330846-0.00208633j 0.0013176+0.0025041j -0.000540412-0.00131593j -0.000899923-0.000363449j 0.00205238+0.000914415j -0.00151952+0.000168419j -0.000101988-0.00102654j 0.0013695-9.76661e-05j -3.85736e-05-0.000618356j -0.000561537-0.000924334j -0.000913137+0.000194882j 0.000481084-0.000219953j -0.000361832+0.000770607j -0.000191202+0.000420614j -0.000755483+0.000379012j 
-0.000153862-0.000419392j -0.000728164+0.000137635j 5.66223e-05-0.000309366j 0.000534582-0.000251046j 0.000514144-4.51607e-05j -0.000374135-0.000617876j -0.00217689+0.00131413j 0.00170263-0.000204471j 0.0012594+0.000646522j 0.000272601-0.00112752j -0.00146942+0.00152467j -0.000813304+0.000474546j 0.000806103+0.000431843j 0.000823588-0.000917318j -0.00147182+0.000810313j 2.67858e-05+0.000759203j -0.0010587+0.000968634j 5.9546e-05+0.000284283j 0.000386215-0.000283656j -0.000580954-0.000998388j -8.98884e-05-0.000623732j 0.00077553+0.000287216j -0.00236886-0.000681176j -0.00118309+4.16463e-05j 0.00386345+0.000287157j -0.000688744+0.000249968j 0.00232952+0.00135931j -0.00517929+0.000397251j -0.00982765-0.000348161j -0.00334844-0.00035714j 0.00556517-0.000572078j 0.00598624-0.00129251j -0.0044944+0.00214788j 0.0146693-0.00349433j -0.00403298+0.00202321j 9.01593e-05-0.00184597j -0.00910369+0.00140792j 0.00138364-0.0024097j 0.00598076-0.000913134j 0.00426911-0.0021327j -0.000565487+0.00151418j 0.00616373-0.00255927j 0.00386586-0.000647042j -0.0111536-0.000277927j 0.00207995+0.00271289j -0.00305396-0.0014783j 0.000223031+0.000978646j 0.000387335-0.00109698j -0.00281098+0.00226824j 0.00146039+0.00115846j -0.00331728+0.000107517j 0.00148082+0.00165081j 0.00466571-0.00250165j -0.00176851+9.12466e-05j 0.000753797+0.000762479j -0.000413928-0.000466192j 0.00189701-0.000935114j -0.000112379+0.000839141j -0.00102867-0.000369063j 0.00126906-0.00111286j 0.000441948-0.000835573j 0.00100856+0.00262686j 0.00108868-0.00421612j -0.000205909+0.000509742j 0.00195903-0.00265199j 0.00191496+0.000935576j 0.00850041-0.000647613j 0.00151162-0.00814735j -0.00179905-0.00198844j -0.00144409+0.000266818j -0.00268738-0.000459971j 0.00843348+0.00233184j 0.00243396-6.40288e-05j -0.000147746-0.00557315j -0.0020839+0.00328742j -0.00193536-0.00576457j 0.00114831+0.00295038j -0.000433565-0.0048917j -0.000346724+0.000138681j 2.5524e-05+0.000987872j 0.00345863-0.00106844j -0.00142338+0.000564484j 0.000994994+0.000214175j -0.000456464-0.000630574j -0.000818949+0.000319763j -0.000665778-0.000359256j 0.00180816-0.000785968j 0.000933144+0.000445069j -0.00108931+0.000122827j 0.00047452+0.000454794j 0.000247344-0.000486043j 0.000908004+0.000337269j 
-6.30842e-05+0.000977925j 0.00129389-0.000267964j -0.000314566-4.03957e-05j -0.000410587-8.46021e-05j -0.0015783+0.00134124j 0.00292206+0.00107911j 0.00188835+0.000215859j -7.07373e-05-0.00273317j -0.00148654+1.47974e-05j -0.00147074+0.0017664j 0.00126302-0.000414014j -0.000242925-0.000941026j -0.000763957-0.00113068j -9.47927e-05+0.000957884j -0.000638499-0.00180313j -0.00144646+0.000931401j -0.00141824-0.000486751j 0.000334713+0.000781624j -0.000279636-0.00139523j -0.00387369-0.000730124j 0.00057664-0.000458844j -0.000449024+0.00308565j -0.0051598+0.00345299j -0.000636205-0.00132009j -0.000818883+0.00014361j 0.000747532-0.000357096j 0.000839158-0.00144853j -0.00186889-0.00178305j 0.00132443-0.00379211j 0.000153952-0.00371729j -0.00117395+0.0017696j -6.66414e-05-0.00326606j -0.000401153-0.00256059j -0.00669142+5.788e-05j -0.00109879+0.00348063j -0.000898443-0.00379563j 0.0070091-0.0057703j -0.000829373-0.000496901j 0.00185485-0.00750179j -8.33134e-05-0.00356079j 0.00258998+0.0021552j 0.00384723-0.00989367j -0.00138984+0.000294446j 0.00653012-0.00450996j -0.0055558+0.00893425j 0.00423835-0.00280848j 0.00243842-0.000602719j 0.0001464-0.00316617j 0.00220751+0.00334933j -0.000571629+0.00159599j -0.000856294+0.00357221j 0.00520316-0.00426874j -0.00182463+0.00137392j -0.00396878+0.00175584j -0.00101195+1.21532e-05j -0.00347577-0.00100153j 0.00599501-0.000267238j 0.00445046-0.000228408j 0.00333884+0.00563649j 0.000320091-0.00179378j -0.00518674+0.00476287j -0.000135914+0.0018049j -0.00132719+0.00060022j 6.34211e-05-0.00525592j 0.000552967-0.00173062j -0.0027735+0.000472166j -0.00137867+0.000574242j 0.000258978+0.00364007j -0.00466774+0.000120107j 0.00147911-0.00321284j -0.00578667-0.00411965j -0.00171806-6.35371e-05j -0.000603863+0.00326814j -0.00132418-0.0048849j 0.0029819-0.00125458j -0.00204991+0.00269206j -0.00234437-0.0024979j 0.000719245-8.15944e-05j -0.000317896+0.00474265j 0.00251285+0.00214774j -0.00364062+0.00116679j -0.00320514+0.00016724j 0.00357973-0.00275199j 0.00284108+0.00117515j -0.00182011+0.00135027j -0.00406846+0.000628486j -0.00162093+0.00058481j 0.00122307+0.000605459j -0.00119479+0.00153928j 0.00216337-0.00253774j 0.00133476-0.0013998j 0.00225386-0.00218141j 
-0.000469417+0.000403784j -0.000210077+0.000689663j -7.0105e-05-2.61746e-05j -0.000413179+5.22583e-05j 0.000509744-0.00103606j -0.00188479-0.000344319j 0.000537139+0.000570728j -0.000885882+0.00187687j 0.000351191-0.00027398j 0.000922827-5.45374e-05j 2.46726e-05+0.00073605j 0.00112489+0.000292936j 0.00190573+0.000747001j 0.00254435+0.000350713j -0.00056401-0.000290025j 0.00263771+0.00134822j 0.000799016-0.00118543j 0.00244821+0.00106572j -0.00201817-0.00134992j 0.000205324-0.000157344j -0.000520957+0.000559675j 1.1772e-05-0.00235332j 0.00136679+0.000660615j 0.00113068+0.000112008j 0.000671438-0.00156001j 0.000966031-9.68671e-05j -0.00147103-0.00212985j 0.000800883+0.00321517j 0.000136025+0.00263965j -0.00148767+0.00506425j 0.00100142+0.00147087j 0.000353331-0.00360148j 0.000133379+0.00383559j 0.00542662+0.00340998j 0.00397548+0.0101153j -0.00283654-0.00654218j -0.00375689-0.00596425j -0.00180313-0.00502869j 0.000814688-0.00424246j -0.00133693-0.00603256j -0.000169485+0.00300253j 8.27277e-05-0.0151769j 0.00027131+0.000145745j -0.00494395-0.00405055j 0.00145389+0.012009j -0.00249244-0.00569904j 0.00155315+0.000407662j -0.00101013-0.0104844j 0.00186188+0.00117002j -0.000567517-0.00190438j 0.000386611+0.00782006j -0.00207614-0.00227467j -0.00257509-0.00470514j 0.000908977+0.00249773j -0.000177693-0.002371j 0.00353306+0.00526722j -6.45653e-05+0.0016521j -0.00255621-0.00173392j -0.000477913+0.00150702j -0.00113414+0.000819466j 0.00179879-0.00257407j 0.00277302+0.000678785j -0.00378537+0.00300226j -0.00197766-0.000304745j -0.000410911+0.00271789j -0.00162443+0.00111327j -0.000700263+0.00465286j 0.00262337+0.00262887j 0.00234427-0.00132697j -0.00451051-0.0045062j 0.000814196-0.00334171j -0.00288845+0.00333062j 0.00467735+0.00830538j -0.00724786-0.00590665j 0.000638733-0.0012284j 0.00719001+0.00843331j 0.00161433+0.00142216j -0.000488206+0.0024541j 0.00173157+0.00419071j -0.00153575-0.00323151j -0.00175546-0.00396069j 0.00217987+0.000238087j -0.00166378+0.000726594j -0.00114809+0.000230245j 0.00136102-0.000765622j 0.00169624-8.73685e-05j -0.00358393+0.00316785j -0.00130706+0.000762272j 0.000661096-0.000238639j -0.000707147+0.00145074j -0.000590536+0.000942323j -0.000962325+0.00101224j 
0.00126458-0.00071396j 0.000501315-0.00012683j 2.86851e-05+0.000228043j -5.67694e-05+0.000226082j 0.000100901-0.000268505j 0.00160831-0.00123046j 0.000885155+2.42588e-05j -0.000433126-0.000375586j -0.00144961-0.000569368j 0.000603812+0.000580344j 0.000301209-0.000392926j -0.00122151-0.000561819j -0.000697807-0.00104721j -0.000485402-0.00065289j 0.000143895-0.00149389j 0.000877395-0.000257215j -0.00026073+0.000396842j 7.0067e-05-0.00136757j -0.00193014+0.000604573j 0.000561845-0.000887917j 0.000681537-0.0007602j -0.000293683+0.00129746j 0.00152224+0.000165472j -0.000322211+5.01145e-05j -0.00284166+0.00228388j -0.00289089+0.0008571j -0.00137119+0.00326213j 0.0019438+0.00104392j 0.00276872+0.00186324j 0.00342548+0.00164333j -0.00044473-0.00244413j -0.00329744-0.00707961j 0.0035224+0.00237052j -0.00453262+0.00305246j 0.00302592+0.00252375j 0.00161683-0.0012032j 0.0005772-0.000917705j 0.00098962+0.000200971j -0.00500051+0.000759816j -0.00305645+0.00145497j 0.000134826-0.000941151j -0.00684415-0.00185026j -0.000851585+0.00154454j 0.00405248+0.000491241j -0.000468914+0.00229077j 0.000478608+0.00124559j -0.000121359+0.000409821j -0.00154815-0.00434987j -0.00135696+0.000257777j -0.00316735+0.00364187j 0.00327196+0.00198641j -0.00179722+0.000127458j 0.00170356-0.000901125j 0.00143775+0.000829025j -0.00226248+0.000936179j 0.000954747+0.00109248j 0.00134023-0.00314834j -0.00297523-5.68415e-05j 0.00178851-0.00201278j -0.00125355-0.000667174j -0.000163799+0.000587343j -0.00453518-0.00519041j 0.00203518-0.00160386j -0.000226323+0.00332226j -0.00292038+0.000801055j 0.00174458-0.00491759j 0.00455046+0.00284563j -0.0119329+0.00787159j -0.00183701+0.00229297j 0.000260434-0.00275901j -0.00450359+0.00045245j -0.00224738+0.00424448j -0.00160233+0.00404901j -0.00764279-0.00316435j 0.000207428+0.000263501j 0.000432019+0.00334295j 0.00118801-0.00505944j -0.00184134+0.000170222j -0.000355609-0.00363372j 0.000714056+0.0012014j 0.00258379+0.000339314j -0.00207203-0.000532904j -7.51288e-05+0.00178263j -0.00023478+0.000976814j -0.000843792+0.00035804j 0.00111649+0.000729672j -2.30868e-05+0.00149289j 0.00147958-0.00151505j 0.000349516-0.000233408j -0.000503769-0.000329841j 0.000170453-0.00056272j -0.000310025+0.000116653j 
-0.00109832-0.00119164j 0.000174838-0.000301874j -5.39869e-05+1.23909e-05j 0.000238213-7.12046e-06j -0.000866438+0.0003947j -0.00199009-0.00150059j -0.000435361+0.00104129j 0.000519623-1.90688e-05j 0.000591409-0.000292314j 0.000513259-0.000519404j -0.000468171+0.00141042j -0.000256295+0.0015339j 0.000470658+0.000557077j 0.00160645-0.00106225j -0.000263862+0.000124628j 0.000566331-0.000154214j 5.52559e-05+0.00139403j 0.000551836-3.43872e-05j -0.000671241+0.000213317j 0.000291432-0.000884727j -0.000320985-0.00230698j -0.00112035+0.00204508j 0.00155966-0.00021205j 0.00351639+0.000638426j 0.00129381+0.00352888j 0.00150319-0.000569664j -0.000635114+0.00166527j 0.000154557+0.00344539j -0.00729197+0.000292519j 0.00013455+0.00190306j 0.00544042-0.00489178j 0.00384903-0.00197451j -0.000518145-0.00303612j 0.00977235-0.00532669j -2.0139e-05+0.00328449j 0.00108035-0.0048135j -0.00908882+0.00532168j 0.000652456-0.00124129j 0.0022354-0.00190939j 0.00213909-0.00429832j -0.000552138+0.00161363j -0.00105992-0.00385144j 0.00247109-0.00245056j -0.00774471+0.00141567j 0.00654773-0.000736097j -0.00202653+0.000643735j 0.00362903-0.000262226j -0.00198777-0.00501558j -0.000708178+0.00141935j -4.86172e-05-0.0013224j -0.00127811+0.000289301j -0.00176029+0.00090135j 0.00264557-0.00214032j -0.00070694+0.00126502j 0.00309072+0.00376703j 0.00116696+0.0033814j 0.0011057-0.00412385j -0.00384176+0.00437355j 0.00164144-0.000385829j -0.000160006+0.000532025j -6.80742e-05+0.000122653j 0.00778857+0.000808278j -0.00458142-0.00267495j 0.00773314+0.00371259j 0.00363863+0.00574057j 0.00464328+0.000211682j 2.8712e-05-0.00548748j 0.0100447+0.0120703j -0.00238731+0.000726071j -0.00218868-0.00312866j -0.00194339+0.000691916j 0.00258201+0.00147505j 0.00107735+0.00306431j 0.00129743-0.00454103j -0.000466044+0.00346308j 0.000877174-0.00137046j -0.00214782-0.00416553j -0.00528953-0.00474546j 0.00378706+0.00447557j 0.000240895+0.00186306j 0.000911051-0.0007674j 0.000170371+0.00497095j 0.00176889+0.00234909j 0.000394419-0.00300026j -0.00114587+0.00128011j -0.000644796-7.38248e-05j 0.00127111-0.00128166j 0.00313487+0.000142044j -0.000118586+0.00080854j 0.000304453+0.00084132j 0.000350307-0.00138987j 0.000406557+0.000135702j 
0.000361517+0.000463679j 0.000444185-0.001023j -0.000611235-0.000267973j -0.000557765+8.90284e-05j 2.27879e-05+0.000837461j 0.000832736+0.00102904j 0.00112783+0.000971973j -0.00129683-0.000375211j 3.59958e-06+0.00019196j -0.00109644-0.000357878j 0.00113233+0.00184522j 0.00131308+0.00093332j -0.000716532-0.00189351j 0.00177054+0.00138109j 0.000802782+0.000512913j -0.000632005-6.22045e-05j -0.000379297-0.00201365j 0.00119386-0.000204247j -0.000264746-0.00132392j -0.000931432+0.00201184j 0.0005598+0.00316236j -3.39618e-05-0.000327675j -0.000829598-0.00213755j -0.000290119-0.00114582j -0.00306203+0.00359357j -0.000858713+0.00361579j -0.000243408-0.00317787j -0.00151012-0.00362614j 0.003323+0.00539796j 0.00242974+0.00328968j 0.00139573+0.00618959j 0.00218009+0.000570221j -0.000497053+0.00522733j -0.000605535-0.00814242j -0.00241232+0.00607213j -8.86984e-05-0.00342448j -0.00125426+0.00517989j 0.00109863-0.00699747j -0.00137954-0.00687634j 0.00147296-0.00374287j -0.000693269+0.00285334j 0.000812345-0.00600679j 0.00142491-0.00365633j -0.00154288+0.00758682j -0.00137777+0.00414254j 0.00133534-0.00023199j -0.00510425+0.00566054j -0.00288208+0.00382877j -0.00155818+0.00356321j 0.000758266+0.00244625j 0.0015886-0.00463203j 0.000357546+0.00462712j 0.00201292-0.00487577j -0.000656058-0.0045726j -0.00183828-0.00476022j 0.00227502-0.00400471j -0.00116321+0.0110779j 0.00514585-0.00873421j -0.00477404+0.00190866j 0.00114334-0.00231069j 0.0021081+0.0018141j 0.000430705-0.00347748j -0.00153168-0.00317037j -0.00513237-0.00574704j -0.00369315-0.000146986j 0.00536635+3.1449e-05j 0.00164752-0.00181744j -0.00191296+0.00988055j -0.000126481+0.00442746j 0.000743457-0.00134494j 0.00171731+0.000973178j -0.00117051+0.00165349j -0.000319321+0.0010119j 0.00212222+0.000407711j -0.00167266-0.00249818j -0.00167781-0.000283628j 0.00980302+0.0127249j 0.00372353+0.00187175j 0.00302354-0.00363782j -0.00146079-0.000507173j 0.00128698-0.00299513j -0.00221684-0.00686597j -0.00258067-0.00498967j -0.0011345+0.00328011j 9.71619e-05-0.000921067j 0.000194291+0.00104194j 0.00116664-0.000836884j 0.00167689+0.00260376j -0.000509653+0.00133709j -4.22592e-05+3.05234e-05j 0.000579919+0.00214515j 0.000218899-0.000698271j 
