-0.10331+0.086397j 0.0860519+0.0995823j 0.0906617+0.198345j 0.206346-0.0729318j 0.127236-0.147228j -0.153897-0.202526j 0.0850937-0.130741j 0.0385912+0.00918102j -0.0790881+0.0623931j -0.0268382-0.00546498j 0.0881512+0.0434177j 0.155294-0.00549924j -0.0574408-0.251284j -0.161953+0.0308811j -0.112761+0.011843j 0.126434-0.000267351j -0.0508725-0.0973509j -0.0562681+0.109863j 0.131408+0.00488745j -0.0580248-0.0342639j 0.0556716-0.014j 0.019126-0.0121724j -0.0505104-0.046068j 0.0313656-0.0290233j -0.0638704+0.0591282j 0.00852243-0.022771j -0.0226327-0.0195014j -0.0197486+0.0455342j -0.0370354+0.0493339j 0.0169656-0.0245158j 0.00588261-0.0194203j -0.0248207+0.0948103j 0.00911437-0.0739482j 0.0129628-0.113381j -0.0410932-0.104879j -0.0690342-0.0209369j -0.0799483-0.0501783j 0.0390745+0.0964511j -0.056653+0.0838757j -0.0806622-0.0336799j 0.0225528-0.0761105j -0.0552639+0.0397417j 0.0628194-0.0269758j -0.0284146-0.0497517j -0.0816423-0.000797921j -0.0330309+0.000394608j 0.0633561-0.0252458j 0.00305764+0.0262478j 0.0189204-0.0212597j 0.0477802-0.0181993j 0.0982261+0.0388246j 0.0498812-0.0357083j 0.111775-0.0786835j 0.0618643+0.00874569j -0.0301457+0.048882j 0.0868028-0.0506168j 0.0791524-0.0495417j -0.0345574-0.0360243j 0.0141562-0.0314967j 0.0426516+0.0266048j 0.0294431+0.0644788j 0.0307174+0.0939994j -0.00644619-0.0747904j -0.00219521-0.100107j -0.0367866-0.0746576j 0.0997478-0.0304746j -0.0866525-0.0878604j 0.112236-0.018716j -0.0887324+0.0594728j 0.0903709+0.0252491j -0.114309-0.0856591j -0.0290804+0.151616j -0.0777127+0.0443203j 0.184589-0.147572j -0.146104-0.177196j -0.049775-0.119638j 0.118819-0.0501368j 
-0.00058619-0.000364151j 0.00042646+0.000284094j -0.00703404+0.0016754j 0.00222827+0.00724337j -0.000898429+0.00464502j 0.00543153+0.00272865j 0.00122698-0.00416829j -0.00181948+0.00475164j 0.00492634-0.00459571j -0.00283586-0.00285124j 0.00974962+0.00326091j 0.00172576+0.00682029j 0.00369076+0.000310316j 0.00132399-0.000406715j 0.0113113-0.00381468j 0.00274859-0.00862548j 0.000538503-0.00130658j -0.00179447-0.0116228j 0.00627447-0.00784286j -0.00165563-0.00161766j -0.00585176+0.0070567j -0.00298796+0.00599571j -0.0061153-0.00418038j 0.00255363+0.000589383j -0.00565544+0.00285502j 0.000508855+0.00317044j -0.00443149+0.00664794j 0.00590008-0.00150847j 3.00943e-05+0.00128401j 0.00968076+0.00149816j -0.00275294+0.00191273j -0.00623967-0.00171971j -0.000646229+0.00695376j -0.0086041-0.00269202j -0.00180705+0.00364609j 0.00835883+0.00825593j 0.00440754-0.00569872j -0.0010061-0.00803523j 0.00623962+0.000830909j 0.00112691-4.52483e-05j 0.00159522-0.0024891j 0.000314837-0.000107811j -0.00301346-0.00133866j -0.000337079+0.00268562j 0.000375952+0.00229051j 0.00735055-0.00544047j -0.00635672+0.000699536j -0.00160589-0.00935227j -0.000814006-0.0055852j -0.000543794-0.000996337j -0.0041872+0.00288806j -0.000429573+0.00770072j -0.00577969-0.00509089j 0.00296761+0.00410348j 0.00328092+0.00274731j -0.00283649-4.34244e-05j -0.00496726-0.00714755j -0.00983251+0.00874245j -0.00557518-0.00458906j -0.00256197-0.000706773j -0.000231351+0.00209538j -0.00496842-0.00907972j 0.00306377-0.00660154j -0.00998901-0.0029505j 0.000159919-0.00238108j 0.00136942-0.000680332j -0.00431724+0.0071717j -0.00346575-0.00664058j 0.00105785-0.0060881j -0.0104957+0.00266248j 0.00146268+0.00570115j -0.00515414-5.37288e-06j -0.00349916-0.00926066j 0.00356052-0.00777405j -0.0086858-0.00456732j 3.1617e-05+0.00214137j -0.00270735-7.73346e-05j 
0.000820043-0.00121463j -0.000968973-0.0011699j 0.000919238-0.00158685j -0.000431345-0.000394347j 0.000725023-0.00686632j -0.00566269-0.0039874j 0.00310238-0.00464569j 0.0058183+0.00201125j -0.00297817-0.00639162j 0.00752814-0.0106458j 0.0083034+0.00328622j 0.000702655+0.00625182j -0.00507083+0.00597097j 0.00036691+0.00216022j 0.00169443+0.00306463j 0.00454505+0.00148075j 0.00609012-0.0092381j 0.00747805-0.000496978j -0.00186087+0.000948884j 0.000723726+0.00309715j 0.00762417+0.000544226j 0.00413993+0.00455354j 0.0034487+0.00111917j 0.000441518+0.00217291j -0.00821882+0.000271061j -0.00256476+0.00117319j 0.00252653+0.00328825j 0.00491671+0.00631084j 0.00256637+0.0001136j -0.00193651+0.00232798j -0.000267879+0.00227573j -0.00747253-0.011293j 0.0054329-0.000100697j -0.000892881-0.00991415j -0.00196706+0.00216767j 0.00163713-0.00201671j 0.00394916-0.00119439j -0.0039477-0.000540246j 0.00657564+0.00944644j 0.00739933-0.00117992j 0.00320079+0.00430841j 0.000627344+0.00637965j -0.00622156+0.00132022j 0.00731745-0.00760765j 0.00831635+0.000894454j 0.00620549+0.000422512j -0.00100024+0.00309176j -0.00279355-0.0028033j 0.00133331-0.000269007j 0.00548526+0.000131253j 0.00182428-0.000257455j -0.00230182+0.00174481j 0.00138243-0.00435138j -0.00434374-0.00015311j -0.00281461-0.00409021j 0.00651975+0.00394076j 0.00626948-0.000807159j -0.00288156+0.0133675j 0.0150315+0.00324421j 0.00230304-0.0025392j 0.00273315+0.00356618j -0.00550467+0.00433229j -0.00438774+0.00998361j -0.00383447+0.0075225j 0.00107757+0.00606649j 0.00540382+9.21066e-05j 0.00907997-0.00392384j -0.00510436+0.00114991j 0.00952273-0.000816334j -0.00118319+0.000359369j 0.00403262+0.00776251j 0.00814005-0.00203721j -0.00590608+0.00460949j 0.00373531-0.000170584j -0.00175687-0.00413038j -0.00140377+0.000835533j -0.00121627-0.0013615j 
0.00512848+0.00321369j 0.00282082-0.00401809j -0.00275863-0.00520858j -0.00344452-0.00243541j -0.000883945-0.00325851j -0.00448424-0.00163646j -0.00649564+0.00211684j -0.00104647-0.00726644j 0.00465873-0.0114602j -0.00908357-0.00462966j 0.00860632+0.00775945j -0.0109621-0.00790671j -0.00233437+0.00169985j -0.0138698+0.00818473j -0.00121193-0.0123804j -0.00444148-0.0034151j 0.00649295-0.0138661j -0.00401406-0.000227136j 0.00401093+0.00299687j 0.00132918-0.00259575j 0.00697766+0.00449453j -0.010589-0.00134773j -0.0127222-0.00238559j -0.0190299+0.00655558j -0.00266437+0.0119276j 0.00173651+0.00139044j 0.00594411+0.00200024j 0.00326958+0.00198376j 0.00542263-0.017535j 0.00133803-0.00923431j 0.000701408-0.0101997j -0.00893464-0.00234486j -0.001154+0.00521556j -0.0103721-0.00431519j 0.0085015+0.00388842j 0.0100173+0.0150163j 0.00448429-0.0180694j 0.00322807-0.00305818j -0.00454569+0.00735152j 0.000283631+0.00789957j 0.024291-0.00042999j -0.00818782+0.00587508j -0.00992576-0.00911773j 0.00318569+0.00238109j -0.0073501+0.00237588j 0.00712138+0.0020951j 3.63606e-05+0.00254462j 0.00331526-0.000704771j 0.012992+0.00914639j 0.00561549+0.00443648j 0.000959894+0.000603841j 0.000530925+0.0145295j -0.000329359-0.000866455j 0.00777179-0.00300238j -0.00485366-0.00110322j 0.00379024+0.00348686j -0.00534245-0.00109028j -0.00183528-0.000144807j 0.00996566+0.00551047j 0.0058132-0.00816515j -0.00256903+0.00275039j 0.000688229+0.00645047j -0.00566998-0.000855762j 0.000696428+0.0034474j -0.00560634-0.00358869j -0.00319542+0.0145132j 0.00555827-0.00506375j 0.0082072-0.00906263j 0.00123237+0.00442731j 0.00414166+8.18872e-05j 0.000251543-0.00802766j -0.00168751-0.00128853j 0.00858711+0.00233593j -0.000647939+8.78042e-06j 0.00150663+0.00218087j 0.00134093-0.000761029j 0.00148882+0.00120496j 
0.00164786-3.95163e-05j -0.000875263-0.00175903j 0.00184393-0.00383884j -0.00355105-0.00192792j 0.00290451-0.00254965j -0.00260174-0.00449986j 0.000977946+0.00657567j -0.00393162-0.000177696j -0.00363027+0.00143794j 0.00487957+0.00184091j 0.000491061+0.00121878j -0.000653939+0.00405786j 0.00845049+0.000619306j -0.00268876-0.00616257j 0.00592994+0.00278932j -0.0112881-0.00755933j -0.00453724+0.00589283j 0.0041935-0.00105617j -0.00160291-0.00799003j -0.00571265+0.00168894j -0.000930455-0.000525915j -0.00184476-0.00254351j -0.00785596+0.00543428j 0.00189424-0.0013775j -0.00178931+0.000450928j -0.00534818+0.00233903j 0.000816872-0.00843866j 0.00182904-0.00714292j 0.00015767-0.000939328j -0.00322157+0.000120554j -0.00127106-0.00336626j 0.000841177+0.00508003j -0.00939717+0.0018285j 0.000275725+0.00110386j -0.000819418-0.00232305j -0.00109758-0.000974723j -0.00302959-0.00408761j 0.00204998-0.000373876j -0.00453089-0.002418j -0.0088208+0.00473323j -0.00244816-0.000473041j 0.000375276-0.000101175j 0.00205507+0.000817557j 0.00234939+0.00282147j 0.00882636+0.000414626j -0.00111935+0.000242926j 0.00336745-0.00231988j 0.000373461-0.00126507j 0.000769824-0.00452427j -0.00128392+0.00619081j 0.00546237+0.00471949j -0.000609179-0.00377304j -0.00478111-0.00806351j -0.00351244+0.0045656j 0.000321865+0.00146938j 0.000511762+0.00519117j 0.000249133-0.000187257j -0.00103239+0.00631824j -0.00335588+0.009488j -0.00865068+0.00561241j 0.00677479-0.00752133j -0.0122613-0.00851731j -0.00304249+0.00922071j -0.0025799-0.00532264j 0.00826513-0.0100413j 0.00274999-0.00433434j -0.00232676-0.0127592j 0.0112124+0.00315986j -0.000533658+0.00306626j 0.00198656-0.00422022j -0.00338894-0.0050366j -0.00257556+0.00221926j 0.00304486+0.00280552j -0.00035421+0.00347024j 0.00417002+0.00123886j -0.00169843-0.000792518j 0.00122069-0.00138884j 
0.000563986+0.00494813j 0.00593305+0.000240952j -0.000139195+0.0029542j 0.00137007-0.00269978j 0.00143036-0.00116524j -0.00366186-0.000730812j 0.00359913+0.000142712j -0.00557077+0.00180124j -0.00304272-0.000585683j -0.0156024-0.00162499j 0.00712699-0.00152842j -0.00597361+0.00646813j 0.00275662+0.000984367j -0.000616801+0.00233809j -0.00167165-0.0012035j -0.00412229-0.00494195j -0.00066291+0.00373046j 0.00307014-0.00353075j 8.33893e-05-0.00170083j 0.00351415-0.00157288j 0.0045448+0.00982381j -0.0114091-0.00561888j -0.00327276+0.00478598j -0.0012745+0.00475308j -0.000527545+0.00369818j -0.00275337-0.00266364j 8.42217e-05+0.00395766j 0.000545349+0.00207906j 0.00562989-0.0026749j -0.000142558-0.00514358j 0.00830287-0.00775535j -0.00643113+0.00112252j -0.00601478+0.00472902j -0.0061234-0.00421505j 0.000578453+0.00685347j 0.00359455+0.000652515j 0.000255851-0.00414412j 0.00077358+0.000350385j -0.00679367+0.00260555j -0.00596158-0.003682j 0.00620043-0.000134535j -0.00958986+0.00574168j -0.00225012-0.00495505j 0.00295077-0.000292367j -0.000836237-0.00139468j 0.00570977+0.000343298j -0.0107527+0.00164794j 0.00189189+0.000567348j -0.00315803-0.00147384j 0.00101883-0.00562292j 0.000396804+0.0078993j -0.00179088+0.00482783j -0.000256371-0.00407859j 0.00685908+0.0041288j -0.0019329+0.0119689j -0.000166901+0.00144684j -0.00255644+0.0061006j -0.00364343+0.00420063j -0.0100798+0.00440321j 0.00355139+0.00449161j -0.00897338-0.00689514j -0.0103273+0.0037205j -0.000386641-0.00233189j -0.00173384-0.00380571j 0.00223657+0.00245959j 0.00788394+0.0091935j 0.000360148-0.00120479j -0.00386351-0.00240312j -0.00494688-0.00224485j -0.0054314+0.00521734j 0.000252126+0.00558058j 0.00401565-0.00100975j 0.00212417-0.00354524j -0.000333351-0.00420593j -0.00354345+9.56289e-05j 0.001967-0.000166663j 5.32568e-05+0.0013914j 
-0.00201051-0.00157208j -0.00157666+0.0016848j -0.00500813-0.00121319j -0.00287958+0.00555802j 0.00166442+0.0042891j 0.00359561+0.00232068j -0.00384957+0.00207991j -0.00255694+0.00234534j 0.0024349-0.00181851j -0.000227469+0.015792j 0.00225129-0.00580603j -3.23395e-05+0.00163711j 0.00373162-0.00342467j -0.00282275-0.00104978j 0.00186398-0.00586689j -0.00609722-0.00442968j -0.00577912-0.00274245j -0.0060627-0.00594658j 0.00396288-0.00407738j -0.00340374-0.00210863j -0.00813185+0.00160972j -0.00346014+0.00212713j -0.0086494+0.000457158j -0.00490094-0.000265718j 0.00467029+0.00777724j 0.00508533-0.00534034j -0.0011962-0.000123726j -0.00363982-0.00926258j -0.00292546+0.00435974j 0.00786503+0.00288411j 0.00203243-0.00366151j -0.00129088+0.00383601j -0.0059764+0.0101427j -0.00631551+0.00581929j 0.00351114-0.00560118j 0.00802596+0.00625605j 0.00299578-0.0100816j -0.003507-0.00570469j -0.000267656-0.00216356j -0.002212+0.0042674j 0.00217543-0.00401609j 0.00361256+0.00207195j 0.00657497-0.00171832j -0.00219966+0.0121975j -0.000568049-0.000952501j -0.00171538-0.000869346j 0.00103226-0.00877724j -0.00366079-0.00502545j 0.00467299+0.00289961j -2.8843e-05+0.00576912j -0.0015713+0.00261972j -0.00300801+0.00231434j -0.0038517+0.0008709j -0.00398192+0.000876432j 0.010698+0.00370174j -0.0019085+0.000574298j -0.00295685-0.00122047j 0.0015189-0.00109575j -0.00407857-0.00182307j -0.00685403-0.00269052j 0.00351244+0.00256786j 0.000882894-0.0101732j 0.000959717-0.000249755j -0.00704245+0.00184723j -0.00335755-0.0103585j -0.00678749-0.00301637j -0.00552043+0.00695574j 0.00194444-0.00391199j -0.00151493+0.00117817j 0.000337684-0.00168136j -0.00287529-0.00458863j -0.00800895+0.00267549j -0.000562445-0.0048809j -0.00122693-0.00212674j -0.00205461+0.00114114j 0.00132022+0.000963542j -0.00107304+0.00141669j 
0.00384019-0.00269067j -0.00327083-0.00333889j 0.000391365+0.00012008j 0.0040386-0.000478147j -0.00257997+0.00339824j 0.00631149+0.000907535j 0.000849702+0.00131413j -0.00191206-0.00177993j 0.00557391+0.00541204j 0.00338042-0.0179211j -0.0051873+0.01053j 0.00582301-0.00502076j 0.00263976-0.00392263j -0.000319433-0.00394398j 0.0109771-0.000860433j -0.000290861-0.00128458j 0.00462108+0.0115114j -0.00194525+0.00445846j 0.0011417-0.00908366j -0.00573111-0.000418591j -0.000312433-9.23173e-05j 0.00884031+0.00727286j 0.000950388-0.00696895j 0.00735871-0.00260532j -0.00744257-0.0112321j -0.00439167+0.0152843j -0.00161193-0.00417903j 0.00557108-0.00138243j -0.0035183-0.00778226j -0.0035219-0.00696326j -0.0151431+0.011404j 0.00992688+0.00415826j 0.0098412-0.00653937j 0.00764321+0.000981485j -0.00533058+0.00500658j -0.004901-0.00331665j -0.00798329+0.0137226j 0.0069164-0.00105707j 0.00118043-0.00327657j 0.000403843+0.00273515j -0.0110723-0.00195243j -0.000228545-0.0124539j -0.0110239+0.00657264j 0.000414393-0.00694406j -0.00104062+0.00756103j 0.00041186-0.00563755j 0.00308591+0.0118941j 0.00171887+0.000490166j -0.00558959-0.012022j -0.00616611-0.00159906j -0.000752407-0.00652153j 0.0126084-0.0007236j -0.0121178-0.00148108j 0.00935431+0.000243039j -0.0104844-0.0104023j -0.0036708-0.00152842j -0.00708635-0.00635185j -0.0103651+0.00205891j -0.00236691+0.00380163j 0.00343565+0.0022356j -0.00187127-0.00486544j -0.00234671+0.00124468j -0.00106617-0.008678j 0.00170894-0.00948223j 0.00263545+0.00269289j 0.000848886-0.00212223j -0.00393432-0.00369618j 0.00495486-0.00228546j -0.00262981-0.00195708j -0.00288996+0.00274425j 0.0027662-0.00306025j -0.00483005-0.00021396j 0.00161793-0.0016742j -0.00207395+0.000211453j -9.23026e-06+0.0026281j -0.000277106-0.000119828j 0.000447449-0.000152606j 
0.00278032-0.000955224j -0.000818997-0.00237973j -0.00293653+0.0031482j 0.00491466+0.00237326j -0.00417481+0.00571376j 0.0068941+0.00487353j -0.00170155-0.00256516j -0.000194281-0.000389564j 0.0062699+0.000667547j -0.00227343-0.00828457j -0.000950687+0.00594842j 0.00134409-0.00379018j -0.00227821-0.00230114j 0.000433037+0.00175715j 0.00476386-0.00389288j 0.0045291-0.000689227j 0.00324921+0.00229559j -0.00614727+0.00204581j 0.00534772-0.0042046j -0.00275308-0.0028643j -0.0015343+0.00196308j 0.00574775+0.00706534j -2.68532e-06-0.00659726j 0.000681406+0.00130846j -0.00256486-0.0043834j 0.00096695+0.00691606j -0.00115796+0.0023052j 0.00331096-1.70281e-05j -0.0035482-0.00524579j 0.00246029-0.00657519j -0.0081654+0.00753643j 0.00390723+0.00148791j 0.00996198-0.00365863j 0.00121715+0.000878629j -0.00140702+0.00240927j 0.00100658+0.00133107j -0.00298433+0.00566037j 0.00201725-0.00255922j 0.00295299-0.00142909j 0.00479173-0.000600477j -0.00373389-0.00286401j -0.000112234-0.00765099j -0.00952397+0.00350064j -0.000547885-0.0013923j -0.00611505+0.00733171j 0.0013523-0.0034863j 0.000529793+0.00856294j 0.00108127-0.00104236j 0.000120368-0.00601987j -0.00405353-0.00378054j -0.00475875-0.00485979j 0.00895263+0.00420729j -0.00561626+0.00272273j 0.00744066-0.00214136j -0.00605528-0.00569309j -0.00479277-0.00242848j -0.00799444-0.00466068j -0.00817511-0.00191173j -0.00222987-0.00369814j 0.00404162-0.00485846j -0.00387425+0.00131922j 0.00395072+0.000216732j -0.00112637-0.0111701j 0.000984652-0.00401341j -0.00153793+0.00592987j 0.000269767+0.00286688j -0.00117523+0.00386161j -0.00196997-0.00428957j -0.00259016-0.00253231j -0.00419565+0.00415873j 0.00223992-0.000760987j -0.00484328-5.13838e-05j 0.000220496-0.00537941j -0.000620352-0.00277378j -0.00294269+0.000560022j 0.000235603+0.000734078j -0.000731891+0.000130703j 
0.00598939+0.00208975j 0.00173738-0.00502726j 0.00136152-0.00233401j -0.00127939-0.00443944j -0.00296955-0.00496886j -0.00646927-0.00154464j -0.000796686+0.00130051j 0.00055079-0.0062082j -0.00378807-0.00627694j -0.00275069-0.0113061j 0.0042999+0.00701533j -0.00729148-0.00196176j -0.000402758+0.00406475j -0.00466653+0.0060262j -0.00288664-0.00263466j -0.00437958+0.00154181j 0.00110235-0.00613091j 0.00145034+0.00351228j -0.000877538+0.00158282j 4.71719e-05+0.000684535j 0.0101268-0.00347324j 0.000491482+0.00189106j -0.00203301+0.00500615j -0.00487322+0.00718868j -0.00353799+0.00230793j -0.00129802+0.00501115j 0.00420179-0.00471042j 0.0059107+0.00182007j -0.00116729-0.0131014j -0.00856116-0.00725425j -0.00452108-0.00042955j -0.00673567+0.000368374j 0.00296533-0.00479072j -0.00368254-0.00326961j 0.00194729+0.00187364j 0.00111932+0.000144854j -0.00689739-0.00378438j 0.00314538+0.00272286j -0.00111579+0.00668269j 0.00353116+0.00140652j 0.00853801-0.00179801j -0.00218116+0.00314446j -0.0122272+0.00129156j 0.00434781-0.00853652j 0.00118093+0.000535567j 0.00446019+0.00124834j 0.00240503+0.00906841j 0.0011417+0.00282308j 0.00572788-0.00178527j 0.00131234-0.0011909j 0.00304886-0.00404372j 0.00441815+0.00343722j 0.000560818-0.00376704j 0.00526455-0.00313459j -0.0116584-0.00289546j 0.00560267+0.00379542j 0.000103738-0.000383995j -0.000185113+0.00490372j 0.0122439+0.003386j 0.00534088-0.0026815j -0.000271383-0.000986968j -0.00197263+0.00721047j -0.00390651+0.00369667j 0.00444608+0.00146865j 0.00391145+0.00388818j 0.00573604+0.00628249j 0.00248776-0.0132035j 0.00234006-0.00305285j 0.00266791-0.000400957j 0.00123665+0.000216382j 0.00277765-0.00378363j 0.00170244-0.00370184j 0.00649017+0.00431627j 0.000708677+0.0022117j 0.00283158+0.000741679j -0.00178627-0.00197393j 0.00246079-0.00193817j 
0.00034999+0.00486448j 0.00602629-0.000617833j -0.000874378+0.00826535j 0.0061596+0.000186339j -0.00194232+0.00372459j 0.00222665+0.00263303j 0.00418086-0.00620638j -0.000759435+0.00670047j -0.000146525-0.000534559j -0.0105975+0.00350206j 0.00546944-0.00136374j -0.00215168+0.00629111j -0.00158602+0.00111116j 0.00410388+0.0034265j -0.00121144+0.000373284j 0.00511928-0.00211094j 0.0017565+0.00102407j 0.000562974-0.005428j 0.00275131-0.00155076j 0.00270936-0.00205643j 0.00416192+0.00759599j -0.00422132+0.00135767j 0.00324044+0.000279242j 0.00108807+0.00243507j 0.000526687+0.00176602j -0.00107011-0.00223448j -0.00131119+0.00551188j 0.000280191+0.00429541j 0.00219949+0.00264955j 0.0031751-0.00321763j 0.00518826-0.00262839j -0.00246964-0.00151683j 0.00265379+0.00189849j -0.00556008-0.00255143j -0.00135352+0.00333177j 0.0016564-0.000712604j 0.00197775-0.000263009j -0.0029109-0.00016341j 0.00086777+0.00220382j 0.000193555-0.00432127j 0.000986045+0.00212002j -0.00420879+0.00291705j -0.000489946-0.00205335j 0.000803714+0.000138797j -0.00157121+9.82286e-05j 0.00327459-0.000310811j -0.0067426+0.00437158j 0.00080131-0.00105808j -0.00399965-0.000294095j -0.00239709-0.00676376j -0.000802263+0.00237155j -0.0010307+0.00224889j 0.00271776+0.000840287j 0.00636085+0.000667773j 0.000698614+0.0071399j -0.00359073-0.000828131j -0.00281938+0.00284899j -0.00240977+0.00249149j -0.00508806-0.00158796j 0.00338713-0.000822239j -0.00739695+0.00356024j -0.00222844+0.00412173j 0.000189439-0.00507164j -0.00192188-0.000491773j -0.000411782+0.00616091j 0.00723535+0.0041599j 0.00150898+0.00579284j -0.00870083-0.000851131j -0.00322799-0.00278802j -0.00629116+0.00684918j 0.00247065+0.00811384j 0.0029525-0.00122554j -0.00149858-0.00587502j 0.00275922-0.00465792j -0.00419387-0.00378491j -0.00114585+0.000459918j -0.000912341-0.0014323j 
-0.00152926+0.00416143j 0.00481289+0.000897051j -0.00131038+0.00350402j 0.000933629+0.0022201j 0.0016001-0.000110177j -0.00148386+0.000968175j 0.00194021-0.00263892j 0.000587986+0.00499485j -0.00296484-0.000395952j -0.00137787+0.0124227j 0.00245802-0.00719212j -0.00127107+0.00629572j -0.000464188+0.00187422j 0.00288761+0.00291745j -0.00500113+0.00353196j 0.00109776+0.00083901j -0.00432597-0.00190113j 8.99418e-05-0.00540836j 0.00146461+0.00298859j 0.00227416-0.00185774j 0.00292054+0.00433041j -0.00792559+0.00146904j 0.00322694+0.00538748j 0.00041089+0.00363622j 0.00722135+0.00454049j -0.00239181-0.00689536j 0.00211078+0.00380824j -0.00147803+0.00354848j 0.0029136+0.00473833j 0.00538713+0.000863865j 0.00505122-0.0096807j -0.00428744+0.000824768j -0.00171735+0.00750841j -0.00543013+0.00162247j 0.00140461-0.0025051j 0.00493463-0.00213959j -0.000415864-0.00672909j -0.00506739+0.00194988j 0.000391705+0.00193269j -0.0012435-0.00177383j 0.00358383-0.00210147j 0.00303865+0.00709551j 0.00486302-0.00577087j 0.00246162+0.00371758j -0.000888361-0.00351797j 0.00274198+0.00204074j -0.00693421-0.00235448j 9.07283e-05-0.000493278j 0.0010128+0.0028379j 0.00364541-0.00346466j 0.00265568+0.00393424j -0.00539821+0.00209688j 0.00529086-0.00202918j -4.52086e-05+0.00296534j 0.00767056+0.00267801j -0.00156122+0.000218275j 0.00404006+0.00245335j 0.00171008-0.00118708j -0.00235248-0.000973623j -0.000603058+0.00124327j -0.000439786+0.00242954j -0.00291472+9.49107e-05j 0.0034093+0.00156378j 0.000480944+0.00405142j -0.00272179-0.00026146j 0.00292438+0.00202541j 0.00123594+0.00374129j -0.00485794+0.000368123j 0.000312778-0.0013764j -0.00229234+0.00181205j 0.000639771+0.00461748j 0.00217642-0.0011341j -0.000292102-0.00276766j 0.00140156-0.0038187j -0.00308108-0.00221918j 0.00026017+0.000186891j -0.00049535+0.000238764j 
-0.00391115-0.00198025j -0.00306045+0.0040027j 0.000691414-0.00708989j -0.00632796+0.00214434j 0.0075053-0.00242596j -0.00161646-0.00402006j -0.00345565+0.0058265j 0.000958759-0.00264824j 0.00037179+0.00239085j 0.0143122+0.00818213j -0.00797166-0.0031208j 0.00281384-0.00526635j 0.000657666-0.00338439j -0.00387158-0.00522661j -0.00228337+0.00025033j -0.00608059+0.000733496j -0.00471479-0.00051363j -0.00158739+0.0028691j -0.00145449+0.00165349j -0.00137186-0.000145582j -0.00729031-0.00438706j -0.00323323-0.00171718j -0.00377838+0.00180897j -0.0023914-0.00383481j 0.00537509-0.00025382j -0.00123377-0.00352462j 0.000392392-0.0025043j -0.00476413-0.00448396j -4.74382e-05+0.0031281j 0.00350742+0.00730572j 0.000160275-0.00209247j 0.00203791-0.000610042j -0.00473076+0.00660693j 0.00447824+0.00242498j 0.00217985-0.00744868j 0.00168437-0.000643845j 0.0016563-0.00256266j -0.000420627-0.0010641j -0.00152166-0.00328437j -0.00259087+0.00699514j -0.00430629-0.00255403j 0.00547427+0.000113327j 0.00886984-0.00515074j -0.00279842+0.00918343j 0.00187054-0.00126235j -0.0058411+0.00291167j 0.0018471-0.0109953j -0.000552166-0.000414239j 0.00475355+0.00264548j 0.00665689+0.00489348j 0.00249496+0.00174583j -0.00259841-0.00322924j -0.000754907+0.000954466j -0.00960411+0.00451897j 0.00698325-0.00688516j 0.000980773-0.00134849j 0.0054721-0.0017968j 0.00287326-0.00477159j 0.0017503+0.00149608j -0.00604643+0.00363384j 0.00681057-0.0027719j -0.00104843-0.00544856j 0.00231302+0.00632897j -0.000729838+0.00194582j -0.00388281-0.00940748j -0.00940305-0.00446206j -0.00158709+0.000149734j 0.00670978+0.00180548j 0.00307925+0.0024557j 0.00469817-0.00655458j -0.00353045-0.0052754j -0.00305158+0.00187153j -0.00143454+0.00232676j -0.00203117+0.00232347j 0.00140426+0.00177693j 0.00149446-0.000923525j 0.00114896+0.00165111j 
