0.159426-0.0984514j 0.0978078+0.161848j -0.119847+0.238219j 0.264105+0.180464j -0.135606-0.0992443j -0.234437+0.10136j 0.0784492+0.0335037j 0.0898002-0.119133j -0.108934-0.0229276j -0.046455+0.0750084j -0.0349808+0.15105j -0.101163+0.0251057j 0.0473931-0.10328j 0.0676978-0.144583j 0.0560986+0.021602j 0.113623-0.0685596j 0.0193787-0.0915929j 0.116569+0.0584044j -0.0189123-0.0146966j 0.00603053-0.157478j -0.00259992-0.131481j -0.0380152-0.115853j 0.0666382+0.126979j -0.0278863+0.18927j 0.0953063+0.0239894j 0.228591+0.130965j 0.034904+0.0875667j -0.225864-0.0261541j 0.181126-0.170197j -0.0083291-0.145902j -0.0400254+0.168086j -0.175087-0.0718229j -0.0396443+0.162589j -0.161236-0.0567994j -0.0741086-0.041736j 0.0842325-0.0240131j 0.076245-0.0431913j 0.0176326-0.075084j 0.0293224-0.0363658j 0.0107497-0.0196343j -0.00676118-0.0616758j -0.0278983+0.0284463j 0.017421+0.0212255j -0.00835284+0.0243012j -0.019075-0.0381345j -0.00631186-0.0268961j -0.00324135-0.0032502j 0.0214842-0.0134575j 0.00150768+0.00382672j -0.0269889-0.0216418j 0.0159352+0.00434391j -0.0213107+0.00216546j -0.00633077+0.00742736j 0.010238+0.02836j 0.00895947+0.0137679j 0.021475+0.00489148j 0.00635533-0.00122169j 0.00482889-0.00465436j -0.00224762-0.00502563j 0.00438932-0.00161256j -0.0150522+0.0104878j -0.00542805-0.0277212j 0.0193007+0.000309664j -0.0146229-0.00672469j -0.0155254-0.00474549j -0.000481793-0.0131964j 0.022556+0.00821178j -0.0194909+0.01707j 0.0107341+0.0307153j -0.0280526+0.00887954j 0.00232927+0.0405154j -0.0403327+0.00217979j 
0.00328497-0.00414256j 0.00422459+0.00375283j -0.00429805-0.00643565j -0.0122004+0.00582199j 0.0144315-0.00386884j 0.00144149-0.0296575j -0.00882022+0.000701711j 0.0172143+0.00701672j -0.0229142+0.00364369j -0.0104717+0.0155069j -0.00206635+0.000226485j -0.00239572+0.0217323j 0.0152919+0.00451489j -0.0120222-0.0100292j 0.00208404+0.0127129j -0.0100587+4.18929e-05j -0.00172409-0.00339421j -0.00685599-0.0069153j 0.00659861+0.00645843j 0.00741158+0.000603023j -0.0258298-0.0154996j -0.00887486+0.00858053j -0.00453572-0.00584411j 0.013518-0.025627j 0.00908553-0.0113442j -0.0114964-0.00737185j 0.00789661+0.000621405j 0.00358313+0.00409522j 0.00782058-0.0135196j -0.0189835-0.0122025j 0.0124566-0.00263304j -0.0011119+0.00937348j -0.0108136+0.00442949j -0.00702052-0.0119921j -0.00396033+0.00343506j -0.000183199+0.00306143j 0.00988785-0.00409079j 0.000618468-0.00938816j 0.00784796+0.00665328j 0.00960004-0.0180316j -0.00410648-0.00120818j 0.00361855+0.00712005j -0.00684619-0.00748347j -0.00729565+0.00194675j -0.00648172-0.00736245j 0.00776527+0.0034469j -0.00181105+0.00193022j -0.00542782-0.000701996j 0.00972833+0.00443771j 0.00116608-0.00597598j -0.000410271-0.00029502j 0.00467233+0.000654551j -0.00377663+0.00163346j -0.00309921+0.00736634j 0.00446573+0.00160084j 0.00923864+0.00615926j -0.00178325+0.00702178j -0.00691861+0.00693325j 0.00746054+0.003557j -0.00356218+0.00484809j 0.00200483-0.0077446j 0.00213454-0.0126913j 0.00541347-0.000805472j -0.0143695-0.00740628j -0.0129094+0.00518437j -0.0109813+0.00267791j 0.00324428-0.0148369j 0.00955049+0.0062615j -0.00176261-0.00496041j 0.00280919-0.00321759j -0.00187583-0.00531422j 0.0053048-0.00196389j 
0.0145518-0.00993982j 0.0115401+0.0153234j -0.00381819-0.00507639j 0.00253414+0.00359453j -0.0136983+0.0117302j 0.00153174+0.010338j 0.00635326-0.00429019j -0.00789158-0.0083296j 0.00272363+0.0126728j 0.00918139+0.00387605j -0.0113253-0.00793192j 0.0106096-0.00733006j -0.00330503+0.00643249j -0.00243423-0.00589401j 0.00155085-0.0131078j 0.009586-0.0011023j -0.0106606+0.00917892j -0.00837366-0.00537265j -0.00366965+0.00185499j 0.00422027-0.0162458j 0.00265866+0.00762678j -0.00972487-0.0063863j -0.0056219-0.00651987j 0.00845487+0.0015084j -0.0181702+0.00523322j -0.00593103+0.000427553j -0.00813853+0.0120197j -0.0184947-0.0146737j -0.00826231-0.00412959j -0.00309183+0.0155248j -0.00263283-0.00109706j 0.00421856+0.000532846j -0.0176366-0.00919248j 0.00960012-0.0132292j 0.00162184+0.00964061j -0.0184884+0.000264316j -0.00390629+0.0124344j 0.00694227+0.00451458j 0.00365837+0.0216992j 0.0192314-0.00857228j -0.00275716+0.00055189j -0.00304168+0.00713594j 0.00219388-0.00781327j -0.00257363+0.00556235j -0.000458425-0.00434943j 0.00692147+0.00781019j 0.00587064-0.00366921j -0.00625966-0.00294323j 0.0087029+0.00948278j 0.00314567-0.00555062j -0.00204143-0.00126214j 0.00215054+0.0043635j -0.00253926-0.00739328j -0.00334962-0.000993044j 0.000664605+0.00964486j 0.000891404+0.0115677j -0.00205507-0.00234882j -0.00731669+0.0052769j 0.0143027+0.00436812j -0.00373484+0.00318295j 0.0125489-0.00878955j 0.00717718-0.00739442j 0.0143551+0.00745863j -0.00911044-0.0130988j -0.0144603+0.0107163j -0.0167787+0.00385657j 0.00247985-0.0216458j 0.01177+0.00608738j 0.01029-0.00525385j 0.00306689+0.0102975j 0.00382588-0.00791359j 0.00756283+0.00350768j 
0.00177086-0.0120258j 0.012+0.00278251j 0.0192789-0.000335685j -0.00168995-0.0105843j -0.0037223-0.0202052j -0.0150313-0.00297208j 0.00820263-0.00698295j 0.00259399-0.00726577j 0.00760209+0.0124046j 0.00755314-0.0192977j 0.00721539+0.00952542j -0.015113-0.00836915j 0.00137409-0.00414426j -0.010818+0.0112201j 0.00471141-0.00760201j 0.00884702-0.00452005j 0.00340306+0.000859385j 5.50777e-05+0.00287087j -0.00213052-0.00982696j -0.012022+0.00870461j 0.0201037+0.00251461j 0.019829+0.016295j -0.00364875-0.000523681j -0.012088+0.0221109j -0.00430035-0.00135571j 0.00202898+0.00137625j 0.00146042-0.0163316j 0.0164434-0.0019004j -0.010852+0.00395008j -0.00221474+0.0101822j 0.00611392+0.0112297j -0.009089+0.00592275j -0.0222397-0.00525092j 0.00423121-0.0168604j 0.00737479+0.00109489j -0.00565823+0.00606037j 0.00519599+0.00453609j 0.00683894-0.00122383j -0.00122871+0.0105646j 0.0094903-0.0056925j -2.51736e-05-0.00522905j -0.000629354+0.00656511j -0.00129784-0.00412597j -0.000979103-0.000387219j 0.000884357-0.00391652j 0.00069083+0.00132137j 0.00179131-0.00446312j -0.00735546-0.00198553j 0.00596995+0.00705005j 0.00124966-0.00608517j -0.00129654+0.00349088j 0.00146966+0.0015608j -0.00319148-0.00464651j 0.000623949-0.00322211j 0.00615013+0.00496635j 0.00437498+0.00751567j -0.00560869+0.00355557j -0.00439366+0.00178576j 0.00958042-0.00113468j -0.0014793-0.000431198j 0.00522713-0.00811604j 0.00249923-0.0049986j 0.0140278+0.00393101j -0.00755461-0.00644647j -0.00904775+0.0136373j -0.00290063+0.00837938j -0.00649844-0.00976308j 0.00817022-0.00171497j -0.000656512+0.0035027j -0.00543437+0.000209383j 0.0043855-0.00564459j 0.005571+0.00416716j 
-0.00941289-0.00408074j 0.00344935-0.0102385j -0.00177421+0.0213129j 0.014715-0.000812414j 0.018615-0.0014674j -0.00390536-0.00389634j -0.000274199+0.00946055j 0.00396884+0.00670352j 0.00228942-0.00147441j 0.00810916-0.0039625j 0.00965247+0.011552j 0.000279093-0.00371764j -0.000634339-0.011575j -0.00092005+0.00845998j -0.00371774+0.00443283j -0.00798514+0.00290926j 0.0094759-0.00266019j 0.0037898+0.00636757j 0.00471381-0.00583042j -0.015003+0.0145152j 0.00311912+0.00759539j 0.00986008+0.00940706j 0.00257471+0.00590488j -0.0148326-0.00125114j 0.00903442+0.00274565j 0.00488524-1.92575e-05j 1.94994e-05-0.0181257j 0.0250139+0.00507867j 0.0142081+0.0229093j 0.0181183-0.022131j 0.0135443+0.00458326j -0.00176287+0.00929211j 0.00449196-0.00284034j 0.00260513+0.00178215j -0.00610897+0.00132562j -0.00140097-0.00214175j -0.000375474-0.000970707j -0.00373387-0.00352588j -0.00109761+0.00833733j 0.0150562-0.00224948j -0.00808431+0.00311145j -0.007367+0.00287026j -0.00141788-0.00613435j -0.0112022+0.00385206j -0.0044264-0.00838333j 0.00528373+0.0145334j -0.00295588+0.00401833j 0.000496789-0.000890461j 0.00390267+0.00788543j 0.0034224-0.000690286j -0.00195953-0.0110676j 0.00615979+0.00582288j -0.00201624+1.38956e-05j -0.00836014+0.00506334j -0.00361321+0.00161549j 0.00318838+0.00424327j 0.00380678+0.00399319j -0.0123922+0.00735553j 0.00734603+0.0134952j -0.00528173+0.00758327j 0.00599908-0.00293667j 0.0130994-0.00976306j -0.00257395+0.00131875j -0.00752541-0.0147129j -0.0122886-0.00719347j -0.0186571-0.0086581j 0.014455-0.0176886j 0.00839368+0.0133203j 0.00635709-0.0118259j 0.0112893+0.00346212j -0.00290486-0.00632753j 0.00645978-0.00283745j 
0.00746331-0.00889884j 0.0100431+0.00598239j 0.00642192-0.00881956j -0.0105253-0.0061435j -0.000176041-0.00877344j 0.00365036-0.00107212j 0.00228367-0.00389083j 0.00849318+0.00276052j -0.0017437-0.00242661j -0.000545302+0.00326388j 0.00026628-0.00137739j 0.00104975-0.00298505j -3.08806e-05-0.000722864j 0.000556651-0.0032027j 0.000724259+0.00154802j 0.00055115+0.00375134j -0.00447405-0.000533886j 0.00211651-0.00286206j -0.00316947-0.000538223j 0.000723263+0.00242508j -0.00225299+0.000811557j -0.000561751+1.94652e-05j -0.00370674-0.0019516j -0.00159342-0.00312494j -0.00115435-0.000433406j -0.000389078-0.00136285j -0.00325645-0.0046295j 0.0060009-0.00273286j 0.00237652+0.00456506j 0.00716102+0.00249542j -0.0020918+0.00803045j -0.00600168-0.00685519j 0.00337547+0.0136744j -0.0140427+0.0105954j 0.007992-0.00273385j 0.00293895+0.00243957j -0.00541274-0.0207055j -0.00440818+0.00220559j 0.000522628+0.00900823j -0.0018504-0.00036805j -0.00626627-0.00824234j 0.00913899-0.00334989j -0.00905388+0.00127025j -0.0136108-0.00471517j 0.00650112-0.0075105j -0.0143174+0.00695511j -0.00460193-0.00368891j -0.0126006+0.00916134j 0.00332607-0.00198037j -0.00311425-0.00615397j 0.0069901+0.00716674j 0.0036694+0.0028955j -0.000339278+0.00489728j -0.00166815-0.00376534j 0.0043031-0.00664657j 0.00277767+0.00371501j 0.00210178+0.0177916j -0.00700314+0.000876413j -0.0116969-0.00158481j -0.0064576-0.00278052j -0.0071868-0.00486258j -0.00175409+0.00589279j 0.00846849-0.000956308j 0.000424918+0.000292892j -0.00166568+0.00103344j 0.00468878-0.00328355j 0.00588925+0.00318678j -0.00662857+0.00396352j 0.0018588+0.00939812j -0.00959228+0.00348802j -0.00487172-0.016214j 0.0153854-0.00482416j 
-0.00244009+0.0041302j -0.00535351-0.00258768j -0.00223707+0.00582558j 0.00533938+0.00127387j -0.000385421+0.00280107j 0.00127761+0.000465925j -0.000399795+0.00133503j -0.00313681-0.00115462j 6.40714e-05+0.00106244j 0.00135512-0.0025762j 0.000505186-3.63276e-05j -0.000850961+0.00040272j 0.000273167+0.00130458j 3.14995e-05+0.000560768j -0.00037244-0.000241029j -0.00105802-0.00152819j 0.00249681+3.14278e-05j -0.00174638+0.000948352j 0.00227847+3.12763e-05j -0.00046348-0.000449206j 0.00252754-0.000261152j 0.000576715+0.000567804j 0.00284904+5.846e-05j 0.00122053+0.00089613j 0.00110321-0.000317607j -0.00136786+0.000212803j 0.00229219+0.00134117j -0.00129109+0.000955326j -0.000438282-0.0027117j -0.00482044-0.000854551j 0.000703124-0.00426705j 0.000878497+0.00381955j -0.00246428-0.00747619j 0.0101357-0.00726254j -0.0071568-0.00352139j 0.0042376+0.000588622j 0.00540366+0.00879103j 0.00363961-0.00524189j -0.000450671-0.00640012j 0.00307596+0.00113899j 0.00159739+0.00517737j -0.00183471+0.00117506j 0.00407745-0.00270783j 0.00608951-0.00187506j -0.00218363+0.00308132j 0.00842694-0.00291564j -0.0016575+0.00260344j 0.00569857-0.00359221j -0.00230162+0.00188749j 0.00109115+0.0041472j -0.0014458-0.00457659j -0.000976688-0.00149988j -0.00093552-0.00215232j -0.00163491+0.0011243j -0.00042996+0.000868172j -0.00266762-0.000933502j -0.00561275-0.0059885j 0.000752821-0.00210654j 0.0034572+0.000720587j 0.00358192+0.00136996j 0.00268125+0.000995933j 0.00211025-0.00309718j -0.00821724-0.00114171j -0.00112555-0.00318313j 0.00395119-0.00588228j -0.000647975+0.000766245j 7.32767e-05+0.000162799j 0.00333449-0.00236177j -0.00040482-0.0109112j 0.0087542+0.000590942j 0.00454364+0.0060626j -0.00559361+0.00470492j 
0.015826+0.00410997j -0.00172475+0.0159385j 0.00938332-0.00151981j -0.00161621-0.010828j 0.00553874-0.00475211j -0.000961881+0.00467911j 0.00275416+0.00262974j 0.00186625+0.00822515j 0.00163132-0.00203574j -0.0045487+0.00236172j 0.00177526+0.00126067j 0.00569303+0.00300489j -0.000317889-0.000495428j 0.00438865+0.00043999j -0.00041799+0.00214033j -0.0028216+0.00186852j -0.000364001-0.0067517j 0.00497131+0.000790395j -2.60797e-05-0.00307021j -0.00116725+0.000754359j -0.00352312-0.000476678j 0.00130015-0.00304936j 0.00162937-0.0024366j 0.00245966-0.00165614j -0.000614704-0.00100165j 0.00361002-0.000300904j 0.00205258-0.00498656j 0.00398339+0.00288121j -0.00226503+0.00323819j 0.00133231+0.00601483j -0.00900536+0.00260085j 0.0022841-0.0104302j -0.00325602+0.00816477j -0.0140402+0.00128463j 0.00885961+0.0104781j -0.00574121+0.000514035j 0.00281424-0.00806993j -0.00341068+0.00776281j -0.00432067+0.00419718j -0.00126806+0.00110353j 0.00427398-0.00723781j 0.000677034+0.00549473j -0.000906859-0.00123625j -0.00152704-0.00354778j 0.00706829+0.00153314j -0.0100059-0.00800242j 0.00811945-0.0045599j -0.00894074-0.00552523j 0.00244432-5.56008e-05j 0.00245619-0.0048613j -0.00285916+0.00390956j -0.00518442+0.00275662j 0.000202389-0.00366101j 0.00596682+0.000327032j 0.00264338+0.00367122j -0.000432173+0.000456999j -0.00541458+0.00228046j 0.00306621-0.00488141j 0.00257379-0.0031892j 0.00275674-0.00298063j 0.00396168-0.00220637j -0.00561334+0.000143593j 0.00298205+0.0091545j 0.0034255+0.00337421j -0.00122933+0.00318048j -0.00294712+7.60728e-05j 3.60179e-05+0.000246489j 0.000440083-0.0072778j 0.000529929-0.00200346j 8.595e-05+0.00293067j 0.00128873+0.0139974j -0.0148917+8.77608e-05j 
0.0150423+0.00327347j -0.00261982+0.0141609j 1.7914e-05+0.000125081j 0.00128641-0.00172893j -0.00126245-0.00216247j -0.00137241+0.00669164j 0.00239562+0.00149952j -0.0041451+0.00095294j -0.00149953+0.000968933j -0.00325393+0.000567153j 0.00697731+0.00219055j 0.00199038+0.00630773j 0.00262386+0.00290021j 0.000238102+0.00587709j 0.000148494-0.00158959j -0.00404977-0.0010486j 0.00187083-0.00152732j 0.000650474-0.00460819j 0.00191325-0.000590969j -0.000423534+0.000655124j -0.00238411-0.00169673j 0.0034231-0.00217444j 0.00276804-0.000288522j 0.00401569-0.000418721j -0.00216102-0.00204272j 0.00024168-0.00221082j 0.00297007-0.00292893j 0.00524844+0.00464384j -0.00240565+0.0048213j 0.00144622+0.00200219j -0.00395145-0.00130207j -0.000949021-0.00722481j -0.0012451+0.00329965j 0.000305398+0.00288362j 0.0104109-0.00702933j 0.00152506+0.00535333j 0.00176086+0.00985696j 0.0124434-0.00011177j 0.0070839-0.00848102j -0.00160832+0.00117341j -0.00982341-0.0114705j -0.00416936+0.0101343j 0.0143089+0.00450565j 0.0141131+0.00521489j -0.00428578-0.00106025j -0.00401798-0.000933471j 0.00597532-0.0069166j 0.00412898+0.00238583j -0.00288445-0.00278976j -0.00409431+0.00170389j 0.00237531-0.00907184j -0.00826113-0.00196835j 0.00137147-0.0108141j 0.00527242-0.00781625j 0.00250059+0.0088657j 0.0044285-0.000561821j -0.000559848-0.0135896j 0.00959641-0.00645914j 0.0022813-0.00352686j 0.00519961+0.00114447j 0.00748986+0.00261407j 0.00259238+0.00164931j 0.00703519-0.00484454j -0.00243729-0.0011306j 0.00126658+0.00801335j 0.00233994+0.00379662j -0.000435201+0.00405075j -0.00474159+0.0093075j 0.00560858-0.00206899j 0.0024117+0.000775832j -0.00235995+0.0160821j -0.016247-0.00120808j 
0.00243215+0.0025867j -0.00180399-1.52755e-05j 0.00363987+0.00292292j 0.000631857-0.00829982j 0.00780405-0.00288974j 0.000394193+0.00465096j 0.00165396+0.00537307j 0.00666006+0.0096739j 0.00359244-0.00289117j -0.0024395+0.00072328j 0.00214202+0.00138905j 0.00930737+0.000283374j -0.00173763-0.00251087j 0.00714845-0.00194641j -0.00461077+0.00654875j -0.00401341+0.00347963j 0.00493907-0.00566091j 0.00188984+0.00464537j 0.00239574-0.000417634j -0.00139776+0.000496893j -0.000555642+0.00242516j 0.00197495-0.00449116j 0.00203092+0.00307437j 0.00123474-0.0039146j 0.000393172+0.0045654j -0.000496433+0.0031418j -0.00258361-0.00240485j -0.00461652-0.00487709j 0.00107919-0.00236706j -0.0031745+0.00500981j 0.000777414+0.00424459j -0.00849215+0.00522999j 0.00514121+0.00202706j 0.000431173+0.00701619j 0.00516566+0.00238042j 0.00219453+0.00577886j 0.000821745-0.000400951j 2.05658e-05+0.00440284j -0.000233868-0.00141026j -4.91899e-05+0.00143406j 0.00470826+0.000749859j -0.000222476+0.00125312j -3.68876e-06+0.000145156j 0.00210885-0.00177817j 0.00233163+0.00031031j 0.00317262-0.00440884j 0.00142761-0.000223287j -0.00203083-0.00152241j 0.00108466-0.00295741j 0.00239138+0.00047846j -0.00296718+0.00122615j 0.00127023+5.52774e-05j 0.000481632-0.00143831j 0.00305544+0.0040115j -0.000795216+0.00133318j -0.00204402-0.00236049j -0.00366035-0.00441195j 0.00130093-0.00154284j 0.00330245-0.00499423j 0.00436967+0.00202542j -0.00177414-0.00382407j -0.00735978-0.0011323j -0.00463088+0.00859012j 0.00461242+0.0024762j 0.00451264-0.0113585j -0.0100069+0.000464113j 0.00329206-0.00557829j -0.00270143-0.011032j 0.00548964-0.0115218j 0.00927443+0.0136763j -0.00534364+0.00626988j -0.00723533-0.00589692j 
-0.00083095+0.00450554j -0.00380277-0.00186779j -0.00220237+0.00190487j -0.00170404-0.00020153j 0.005919-0.00450686j -0.00366619+0.00608559j 0.00349869+0.000871332j -0.0032887-0.00362823j -0.00850175-0.00355062j 0.00233484-0.00192518j 0.00668068+0.0115j -0.00899852+0.00353926j -0.00299674+0.00199217j -0.00945903+0.000313748j -0.0027979-0.00131661j -0.000524431+0.00152607j -0.00270261+0.0078606j 0.00420363-0.00617785j -0.0049662+0.00218278j -0.00253609+0.00316623j -0.00320648-0.00705425j 0.00361661+0.00757521j -0.00640839-0.0011885j 0.00432391-0.00224942j -0.0032803-0.00197412j 0.00183586-0.000336897j -0.00198975-0.00296913j -0.00259211-0.00532101j -0.000124247-0.000170536j 0.00242386+0.00602563j -0.00397089-0.00313369j 0.00580323-0.00229948j 0.00348419+0.00281883j -0.000371525+0.00614352j 0.00864003-0.00452654j 0.00389759+0.00572284j 0.00637538+0.00628733j 0.00901924-0.00452825j -0.00234308-0.00277379j -0.0102832+0.00385063j -0.00129612-0.00880298j -0.00698914-0.00545708j 0.00469026+0.00768766j -0.000821642-0.000285675j -0.0052857-0.00302461j 0.0078402-0.00362196j 0.00291064+0.00294953j 0.00831938-0.00094165j -0.00335299-0.00761029j -0.000509048+0.000363153j 0.00319137+0.00254794j -0.00121034-0.00405218j 0.0092224+0.00099397j 0.00293986+0.00541258j -0.00708754+0.00438754j 0.00478978-0.00696726j 0.00313063-0.0148791j 0.00677845+0.00152275j -0.00400333+0.000171669j 0.000181185+0.0117651j -0.0047217+0.00135231j -0.00254178-0.00045277j -0.00278839+0.00230098j 0.00351753+0.00445232j -0.000150676-0.00756734j -0.0119271-0.0042596j 0.00879376-0.00397991j -0.00792756+0.00418082j -0.00101584-0.00672358j 0.010174+0.000717831j -0.00388264-0.00376581j 0.00313892-0.00390946j 
0.00150868+0.000225687j 0.000328688+0.00137106j 0.00169247+0.00107298j 0.0052513-0.00259924j -0.00276739+0.00514897j 0.00198493+4.60573e-05j -0.00176086+0.00149051j -0.00160955+0.010546j 0.010186+0.00291073j -0.00623954-0.000582917j -0.00632215-0.006142j 0.0089588+0.00328035j 0.00213092-0.00308542j 0.0139056-0.000166262j -0.00420798+0.00255983j -0.00245054-0.00248277j 0.00863173-0.00437473j -0.00246242+0.00769282j 0.00432039+0.000681387j 0.00171093-0.00165048j -0.00112102+0.00691201j -0.00151865-0.00737917j 0.00239274+0.00363201j -0.00181551+0.00260932j 0.00424074+0.00161453j -0.00470903+0.00144773j 0.00349203+0.000688917j 0.00280956-0.00105669j -0.00242995-0.00270485j -0.00787311+0.000859724j 0.00323565+0.00566743j -0.0144076+0.00366146j 0.00231536+0.00310506j -0.000843341+0.000561966j -0.00528583-0.00278028j 0.000866774+0.00115682j -0.00465249+0.00210048j -0.00251044+0.00538692j -0.00287727-0.00124679j -0.00062032+0.0076829j 0.0102092+0.0125481j 0.000483271-0.0077193j -0.00398348-0.00564186j -0.00544018-0.00561725j 0.0107853-0.0030117j 0.00513315-0.00211997j -0.00454206+0.00530845j -0.000671104-0.00597318j -0.00207125+0.00133349j 0.00371951-0.00238641j -0.00440869+0.00828573j 0.0029629-0.00205148j -0.00385843+0.00436132j 0.00132038+0.00554763j -0.00259335-0.00525746j 0.00118324+0.0021037j -0.00425198+0.00719981j -0.00291732-0.00117601j -0.00387643+0.00167698j -0.00438967-0.00261694j -0.00537381+0.000222197j 0.00209653+0.00420491j -0.00196075+0.0011285j 0.00648536+0.00107046j -0.00168532+0.00394652j 0.00422797-0.00299956j -0.0053596-0.0031716j 0.0218499-0.00699352j 0.00529982-0.00229036j -0.00774915+0.00806431j 0.000548666+0.00646941j -0.00541839-0.000124267j 
0.0051865-0.00142835j 0.00195476+0.00475716j 0.00311231+0.00384048j 0.00533699-0.00745583j 0.00325119+0.0101012j 0.000859535+0.00524459j -0.000751735+0.00447366j -0.00577972+0.007716j -0.00783868-0.000516877j -0.00809677+0.00735563j 0.00285838+0.0149825j 0.00464992+0.0084023j -0.0047443+0.00714177j -0.0110266-0.00171216j -0.00660905+0.0117023j 0.00108806+0.0095862j 0.0119623+0.00462104j 0.00905621-0.0078519j 0.00344346+0.00676014j 0.00721778+0.000285998j -0.00390104-0.00642017j 0.00500851+0.00770259j -0.0121633+0.0111914j -0.000721838+0.00469434j 0.000526325-0.00576658j -0.00197031+0.0128797j 0.00140323-0.00957397j -0.00185681-0.0150784j 0.00219729+0.00101833j 0.00207059+0.0093751j -0.0104892+0.00412892j -0.00671281-0.00297746j 0.00479834-0.00606539j 0.00199029+0.00329848j -0.00729515+0.00921209j 0.000877103-0.00346246j -0.00138264-0.00551333j -0.00636405+0.000697893j 0.00450393-0.00516614j 0.012114-0.00715828j -0.00192642-0.00655941j -0.00179913+0.0157365j 6.73713e-05+0.00207151j 0.0072998+0.0105785j -0.0115-0.0030395j -0.013301+0.000531284j 0.00581097-0.00554014j -0.00509655+0.00566604j 0.00402654+0.00656279j -0.00566961+0.00405852j 0.00420412-0.00903724j -0.00648819+0.00222637j -0.000469722-0.00709253j -0.00181181-0.0105814j 0.00629486+0.00193839j -0.00449173-0.00257541j 0.00476801+0.00102345j 0.00263908-0.00159634j 0.0102666+0.00330874j 0.00448768-0.00536824j 0.0112269+0.006359j 0.00552412-0.00818444j 0.00453678-0.00198394j -0.00356947-0.0090978j 0.00694902+0.00622255j 0.00212103-0.00228813j -0.00143989+0.0124927j -0.00940277-0.0181573j -0.00268275-0.000448766j 0.00327457+0.00504897j -0.00771416+0.00528804j -0.00581342-0.00850207j 
0.00381969+0.00228235j -0.00149796+0.00268567j 0.00287874+0.00269243j 0.000424129-0.00495751j 0.011212-0.00277266j -0.00710391-0.00504937j -0.00404202+0.0063159j -0.00125055+0.00454233j 0.000748835+0.000847643j 0.0031116-0.00493316j 0.00386519-0.000993154j 0.000379775+0.00383347j 0.00441977-0.00592566j 0.00637651+0.0036291j -0.00377561-0.00776322j -0.00161946-0.00437799j -0.0042569-1.28014e-05j -0.00926554+0.00589539j -0.00178535-5.65614e-05j -0.00798074-0.00343818j 0.00357542-0.00127641j 0.00392695-0.00182058j 0.000478345-0.00636179j 0.00959468-0.00321682j -0.00983679+0.00994894j 0.000388205-0.00466463j -0.00270747-0.00457034j -0.00262995-0.00377372j 0.0025994-0.00632467j -0.00755205+0.00243177j -0.00140829+6.74105e-05j -0.00426439+0.00119327j 0.00339892-0.00253692j 0.0025752+0.00626126j 0.00934519+0.00592883j -0.00442118+0.00907343j 0.00766961+0.00370147j 0.00583328-0.00709995j 0.0014236+0.00360787j 0.00228209-0.00510457j -0.00665944-0.0125162j -0.000972919-0.000512728j 0.000608631+0.00589328j -0.00324616+0.00220907j -0.0068593-0.00257733j 0.000172912+0.00156835j -0.000259916+0.00537097j 0.00375625+0.00728808j -0.00207978-0.00229233j -0.00311521-0.000822154j 0.00847455-0.00551365j 0.00127028+0.00500874j 0.0106836-0.000497841j -0.00124241+0.00100651j -0.00272258+0.00313991j 0.00149978-3.80416e-05j 0.00617891-0.00489916j 0.000669365+0.00193652j 0.0046716+0.00353685j 0.00320673+0.00774219j 0.000737137+0.00156114j -0.00477839-0.00189144j -0.00472119+0.00521835j -0.00588288+0.00365349j -0.00504611-0.00490937j 0.00451206+0.00504225j 0.00669139+0.00987842j -0.0147492+0.00727711j -0.00125029-0.00193124j 0.00517694-0.000725182j -0.00137715-0.00475282j 0.00402352-0.0011159j 
