0.0172166-0.00652415j -0.00688599-0.0106353j 0.0128778+0.0324166j 0.0341581-0.0148514j -0.0167983-0.00902117j -0.0614162+0.0183851j 0.0274596-0.0161005j -0.0207124-0.00989874j -0.0290552-0.0487581j -0.0284925+0.0310135j -0.00249248-0.00875729j 0.0286748-0.0324933j -0.0129593+0.0256342j -0.0281977+0.028446j 0.0331738+0.000911149j 0.000423144-0.0521732j -0.013214-0.0737301j 0.0318756+0.144302j -0.0572859+0.00895388j 0.0207199+0.0474267j -0.153232+0.016528j -0.0138219+0.00918673j 0.0143745-0.0391821j -0.016268+0.111689j -0.0415075-0.0397042j -0.0233873-0.0237673j 0.00586114+0.0376912j 0.0026907-0.040198j 0.0168292-0.0264701j -0.011978-0.00545147j 0.00734564-0.00317205j -0.059836-0.023375j 0.0271377-0.0462984j -0.0163496+0.00800963j -0.028014+0.00766324j -0.0242423+0.0055715j 0.0210989+0.0117005j -0.0228633+0.0232821j -0.00850268-0.00756521j 0.00937911+0.0098895j 0.0363706-0.00493627j 0.0127838-0.0246134j -0.00387439-0.0376816j 0.0339076-0.0482224j -0.048828-0.0302161j 0.0141942+0.00650088j -0.0154637-0.025203j 0.0118079+0.0123798j -0.0154098-0.00254681j -0.0266677-0.00375844j 0.0294215-0.0319128j 0.000618004-0.00646922j -0.0149763+0.0479253j 0.032955-0.00789555j -0.0269165+0.0112442j 0.000205783-0.00919532j 0.00244647-0.0206997j -0.00876061+0.00337042j -0.00339109-0.00225191j 0.00629651-0.0195839j 0.0205264+0.00405004j -0.00423465+0.000895985j -0.00438278-0.0193794j -0.00584139-0.0154717j 0.0291699+0.000510377j -5.76755e-05+0.00163616j 0.00576276-0.00768189j -0.0135958+0.00561496j -0.00267896+0.00941377j 0.00665471-0.0102734j 0.00623731+0.00676482j 0.00664946+0.00958576j 0.00813155-0.00148821j 0.00923433+0.00804982j 0.00945557-0.0142654j -0.0107062+0.00262614j -0.000475289+0.00510355j -0.0202311+0.0101864j 0.00638672-0.00419003j 0.00272245-0.00187859j -0.00664396-0.00812804j 0.00104145+0.00686892j 0.00259686+0.0066224j 0.00455969+0.00752542j 0.00198817+0.00705603j 0.00112368-0.0171429j 0.0260022-0.0179704j -0.0234393+0.00432457j -0.00999353+0.024623j -0.0269587+0.0276998j 0.00208583+0.0320247j 0.0223993+0.0272954j -0.016869+0.013514j 0.00455031-0.0721645j 0.0604226-0.00764788j 
0.000362686-0.00795081j 0.000775791+0.00424333j 0.00725454+0.0184602j 0.0277415-0.019132j -0.0180233-0.0184495j -0.0245992-0.0295567j -0.000121649-0.0220722j 0.0351223+0.0121558j -0.0206566-0.0603556j -0.0324756-0.0121526j -0.0418329+0.0278819j 0.0215802-0.0205656j 0.00572596-0.00305062j 0.00121757+0.0807723j 0.119651+0.278037j 0.0889045+0.192648j 0.0292865+0.0433513j -0.0168123-0.0432782j 0.100867+0.0970785j 0.0167095+0.035481j 0.0636851+0.0397123j -0.0345601-0.0698154j -0.0251957-0.0164685j -0.0401867-0.00683636j 0.0340268+0.0372506j 0.011123+0.0131034j 0.00330343+0.0211169j -0.0237095-0.0178757j -0.0273633-0.0159847j -0.00580879+0.0143429j -0.0153518+0.0175634j -0.0714615-0.0177669j -0.00528661-0.0254227j 0.00549506+0.0134859j 0.000659896+0.0169409j -0.00605197-0.00486217j -0.000225976-0.00383755j -0.00426064-0.00208609j 0.00296246-0.0123993j 0.010809+0.0313155j -0.0010846-0.00767125j -0.00373724-0.00866355j -0.0131994+0.00504171j 0.00407056-0.0044811j -0.00318569-0.0063131j -0.00387843-0.000448621j -0.00113077+0.00608945j 0.00658065-0.00951489j 0.0202387-0.00863005j 0.00319609-0.00636581j 0.00972868-0.0189808j -0.0154302+0.013778j 0.0028121+0.00554051j 0.00145554+0.00612387j -0.00696676-0.00134783j 0.00236496+0.00143905j -0.002997+0.0117869j 0.00032902+0.00686602j -0.00906932+0.00306324j -0.00310122-0.000504757j -0.00585725+0.00696728j 0.0131009-0.00389895j -3.03121e-05+0.00863175j 0.00476808+0.0159358j 0.024666-0.00440344j 0.00518315+0.00225412j 0.00878879-0.00848968j -0.00791631-0.00987046j 0.00323273-0.00830557j 0.00250426-0.0104308j 0.0137404-0.00619965j -0.0153514-0.00537116j 0.0169568-0.0055949j -0.000498846+0.00836381j -0.00396872+0.00326699j 0.00422891+0.00389762j 0.00800787-0.00383803j 0.0181851-0.00121672j 0.0192641-0.0053889j -0.00204646+0.00595376j 0.00558353+0.00491683j 0.00594184-0.0017887j 0.00452184-0.00364005j -0.0107543-0.00818783j -0.00541863+0.00723892j 7.61687e-05-0.00380405j 0.00488898-0.00754108j 0.000746415-0.000402133j -0.011281+0.00244664j -0.00483076+0.0061468j -0.00984361-0.00526579j 5.63639e-05-0.000903923j -0.00684055+0.00356898j 0.00480151+0.00056523j 0.00411558-0.00423158j 
0.0203246+0.00654201j 0.0249776+0.0146829j 0.0505396-0.0291634j 0.0191657+0.0398492j -0.0428412-0.0236726j -0.0199518-0.0487946j -0.0294307+0.0787248j 0.0147033+0.0232873j -0.0202506-0.0162968j -0.0324421+0.0806607j 0.016961-0.119438j 0.0307581-0.0178796j -0.0169624+0.0805898j 0.0540144-0.0604693j 0.0588361-0.0193142j 0.0240747+0.0547938j 0.00514533+0.00889236j -0.0479479-0.0166699j 0.10379+0.0266251j 0.043309+0.00664861j 0.0390175+0.0792315j -0.0354951-0.00301003j -0.000433192+0.00146602j 0.0119224-6.62461e-05j 0.0365397+0.0120817j 0.0233601+0.00185411j -0.00922782+0.00815546j 0.0317043-0.0110726j -0.00129159-0.0326951j 0.00618819+0.0149666j 0.0279379-0.0141496j -0.0540061-0.0528689j -0.00730049-0.0479818j -0.00759799+0.00537773j 0.00420171-0.00567041j -0.0328721-0.0469213j -0.00676524-0.0266428j -0.0175386-0.00129949j -0.0247501-0.0186394j -0.00323752-0.0116622j -0.00138863+0.0255061j -0.00612933+0.0262929j 0.00897875+0.00245913j -0.00603298-0.00419543j 0.0230081+0.00228593j 0.0180609-0.0204239j 0.00924143-0.00092995j -0.00602489-0.0209601j -0.0137443+0.00507413j 0.000275251+0.0280186j 0.0041031+0.000127352j -0.0014648+0.03507j -0.0156874+0.0189228j -0.0224868-0.0128605j -0.0124238+0.00178778j 0.00222705-0.0157698j -0.0178782+0.0039162j -0.00845173+0.0115776j 0.0150529-0.00247628j -0.00537797-0.00773409j -0.0111461+0.00322788j -0.0222702+0.00194715j -0.0109755+0.00294981j -0.00218771-0.0184075j -0.0276654-0.00677227j -0.0072455-0.0172887j 0.0132716+0.000997662j 0.0115864+0.00158622j -0.00331099-0.00587987j -0.00522468+0.00123884j -0.00968447-0.00607687j -0.0157621-0.000104247j -0.00419808+0.00701475j -0.0146007+0.0010658j -0.00174662+0.00133053j -0.000628923-0.0143716j -0.0085396+0.00631568j 0.00806848-0.00212119j 0.0145264-0.0130454j -0.00763088-0.00428326j 0.0137336+0.00564506j 0.001864-0.00123004j 0.00250455-0.00761997j -0.00177003-0.00334716j 0.00313333-0.00433481j -0.00150593+0.00333559j 0.0141388-0.00273785j -0.0095686+0.0130806j -0.0110852-0.00439925j -0.0101259+0.00201832j -0.0029026+0.000129172j -0.00535263-0.00373893j 0.0230366-0.000877347j 0.0155478+0.00112312j -0.0164162+0.00113251j 
-0.0320241-0.0131821j 0.0238481-0.0196789j -0.0142282-0.0147049j 0.024664-0.0175403j 0.0721812+0.0157241j -0.051585+0.0187474j -0.0701652+0.0423584j 0.0298258-0.0533771j -0.0549631+0.00339818j -0.0402101+0.0150269j -0.0396459+0.0172667j 0.0254455+0.113546j -1.47172e-06-0.0365894j -0.105497+0.207328j -0.0363028+0.0341615j -0.0337945+0.0348415j 0.0283329-0.0678752j 0.0576097-0.0326147j 0.0117591-0.0554495j 0.0198609-0.0273715j -0.0100661+0.0416001j -0.00362077+0.022945j -0.0106181+0.0190951j 0.00352573+0.0428348j 0.0258451-0.039291j 0.0552797-0.0140968j -0.0209365+0.00463885j -0.0500346+0.020518j 0.0113307-0.00220606j 0.0125396-0.0063214j 0.00873321-0.0228147j 0.00961889-0.0263391j 0.00457217+0.0200024j -0.00401056-0.00260383j 0.00786218-0.0132751j -0.002155+0.00262325j -0.00710057-0.0133727j 0.00521522-0.0189241j -0.00572274-0.000250529j 0.00136774-0.0116592j 0.00731882+0.0268741j -0.00554377-0.00897843j 0.0218638-0.00411633j 0.00143643-0.00172134j 0.00608407+0.0100388j -0.0121032+0.0119912j -0.0293393-0.0020148j -0.0197618-0.00961456j 0.0207659+0.002067j -0.0192435-0.000595228j -0.00616954-0.00601253j 0.0013697-0.0081162j 0.0245473+0.015509j 0.00244034+0.00470821j -0.00140366-0.00965445j 0.013636+0.0023024j 0.0178299+0.00853856j -0.00685215+0.00309155j -0.00134986-0.0165892j -0.00969431-0.00219944j 0.0109527+0.00393909j -0.00936073-0.0157649j -0.0102254-0.00264186j 0.0229062+0.00567847j 0.00283649-0.00183818j 0.0102715+0.0121912j -0.0129708-0.0090923j -0.00990013+0.00622962j 0.00209371+0.00906194j 0.0180329+0.00467898j 0.00206704+0.00668453j 0.0175742-0.00262163j 0.0267872+0.0109122j 0.00707155+0.00603942j -0.00927398-0.00984659j 0.0106781-0.000720576j -0.00457028-0.00900217j -0.00103546+0.00983898j -0.00248092-0.014886j -0.00619428-0.00221415j 0.00571353+0.00371584j -0.00442838-0.00397131j 0.00090382+0.00143944j -0.00132052+0.000375883j 0.00105759-0.000814731j 0.00421908+0.000818818j -0.00385607+0.000348052j -0.011496+0.00819051j -0.00367805+0.00230018j 0.000177447+0.00270227j -0.00178146+0.00295955j -0.00747041+0.000833375j 0.00208134+0.00134652j 0.00246785-0.0019858j -0.00448601-0.00060469j 
0.0325632+0.0278669j -0.0222585+0.0150118j 0.045291+0.00412709j -0.0290881+0.032686j -0.0815328-0.0328534j 0.0437962-0.00528265j 0.110336-0.0332264j 0.0335938-0.0211079j -0.0125924+0.0395627j 0.0517927-0.0246665j 0.0742486-0.0455543j -0.0928085+0.0942813j 0.0567116-0.0268892j 0.0726185+0.235563j -0.0075528+0.0727743j 0.0705814-0.0278951j 0.0630948-0.0101139j -0.0676612+0.0296119j -0.0168352+0.0230988j -0.00452112-0.00864558j -0.00159546-0.000734036j -0.0171813+0.03956j -0.00348201-0.00734459j -0.00070351-0.0249492j -0.0560765+0.00468596j -0.0494394+0.0411159j 0.039917-0.0120236j 0.0383193+0.020162j 0.00149054-0.011333j 0.0135252-0.0152715j 0.00800905-0.00218468j 0.00945173+0.0137937j -0.0254812+0.0120272j 0.00664112+0.00388829j -0.00262015+0.00165818j 0.0117975-0.00228525j 0.0046428+0.00442558j 0.0201526+0.00563596j 0.0210264+0.0252082j -0.0190911-0.0145616j -0.00421769+0.0141339j -0.00405295-0.000524846j -0.00816692+0.0220272j -0.0128046+0.000839355j -0.00465168+0.00441273j -0.00545854-0.00586053j 0.00697736-0.0147801j -0.00225306-0.00518544j -0.00904553-0.00592066j 0.00965131+0.00709454j 0.01481+0.0107366j -0.0234624+0.00642777j -0.0153488-0.00466921j -0.0192341+0.00115049j -0.00330295-0.002637j 0.0123202+0.000502507j 0.00948825-0.00152075j 0.00276639-0.00839732j 0.00461492+0.0151397j -0.0219989-0.00999778j 0.00478227+0.00556273j -0.0111794-0.0144149j 0.017192-0.0129768j -0.00341831-0.0130113j -0.00504295+0.00129677j -0.00506458+0.000732223j 0.0164739-0.00765749j 0.00923481+0.00988213j 0.00578084-0.0067873j -0.00876225-0.00164514j -0.00262185-0.00774154j -0.0120844-0.000983918j -0.0155046-0.0108801j 0.00696958-0.00859439j 0.00608089+0.00573156j -0.0111669+0.00886628j 0.00547214+0.00512171j -0.0135113-0.00514086j 0.000318139+0.00320015j 0.000417451-0.00319026j -0.0107579-0.00780476j -0.000746023+0.0020717j -0.00612434+0.00252782j 0.00138841+0.00497806j -0.00714627+0.00026395j -0.00168017-0.00808698j 0.0075361+0.0126274j -0.00664293+0.00405941j 0.0102987-0.000256335j 0.012887+0.0012172j 0.00213407-0.00371081j -0.000474788+0.00570637j 0.0043607+0.00124239j -0.00406796+0.00852002j -0.00591412+0.0060987j 
0.00767376+0.00519523j -0.00954306-0.00140944j 0.0237163-0.004413j -0.016069+0.01415j -0.019419+0.00233958j 0.0525458-0.00734098j -0.0308091-0.00390689j 0.00486661-0.0469813j 0.00944804+0.00609059j -0.0483837+0.0339034j -0.014144-0.212236j -0.0768006-0.094053j 0.0306849+0.174717j -0.0922735-0.0661005j 0.0143975+0.0305886j -0.0909168-0.0622742j -0.015766-0.0519825j -0.0889372-0.137004j 0.0656414+0.0172982j -0.000157359+0.0273178j -0.0640578-0.0374108j -0.0216897-0.0288965j -0.00579314-0.0396687j -0.0102142+0.0256789j 0.0319463+0.0478851j -0.0231975-0.0129804j 0.0120357-0.0105353j 0.0122335+0.0171528j -0.0212891-0.0229069j 0.00194956-0.015095j -0.0190859-0.0260157j -0.0333531-0.0543571j -0.0190689-0.00236519j -0.00868168-0.00723428j 0.00947934+0.00406452j -0.000858921-0.015008j 0.00434229-0.0171937j 0.00881329-0.0010946j -0.00192497-0.0117065j -0.0212957-0.0238319j 0.00822659+0.0128935j -0.0058666-0.000729196j 0.000333708+0.0162374j -0.00331173+0.00647981j -0.00704222-0.00914868j 0.00350104+0.00483334j 0.0015416-0.0131914j -0.0116316+0.00440165j 0.0152787+0.0103772j -0.00461365-0.011777j -0.000162178-0.0157043j -0.00697786+0.00698432j -0.000538062-0.00718823j 0.00793208+0.00283306j -0.000595566-0.00887718j -0.00981928-0.000366062j 0.00428341-0.00575554j 0.0182643+0.000749362j 0.00971339-0.00538078j 0.0110404+0.0105956j 0.0055722+0.00431361j -0.0119191+0.0375507j -0.0105157+0.00355289j 0.00223121-0.00299715j 0.0082389+0.0125142j 0.0282968-0.0192668j -0.0213745+0.00959642j 0.000530348-0.00892948j 0.000913058+0.0022605j 0.00862618-0.012046j 0.000769021+0.00660232j 0.0193754-0.00900523j 0.0134626-0.013218j -0.00714488+0.000715232j 0.00744047+0.00139157j 0.0150654+0.00340555j 0.0103643+0.00527758j 0.00161734+0.00100463j 0.0409441-0.00821166j 0.0257138-0.00346762j 0.00842646-0.00757375j -0.0115181+0.00691081j 0.00834447-0.00464853j 0.00141304+0.00218533j -0.001898+0.000256091j -0.0123318-0.00532995j 0.00705836+0.00138635j 0.0260172+0.000687739j -0.0084247+0.00213586j 0.000143771+0.00138903j 0.00318178-0.00339316j -0.00406193+0.00384353j 0.00413889+0.00120558j -0.000128627+0.000545817j 0.00565778+0.00193223j 
-0.0104681-0.0112378j 0.0182088-0.0062838j 0.00158178-0.0262724j 0.0174516+0.0325256j 0.0276949+0.0198535j -0.0285638-0.0197433j -0.0369692+0.0994173j 0.010729+0.0161968j -0.0183109-0.0184033j -0.0127334+0.125515j 0.0346506-0.142641j 0.0555735-0.019665j -0.0181154+0.15568j 0.231522+0.131784j 0.0235156-0.0867214j 0.0101679+0.0987029j 0.0180991+0.0379025j 0.0610467-0.00731651j 0.000774317-0.0997785j 0.0133451+0.00318777j -0.0336878+0.0427163j 0.0444748+0.0282424j -0.0118878-0.056289j 0.0119615-0.0036291j -0.046368-0.0993579j 0.0339271-0.0114451j -0.0146105-0.0106716j -0.00180089-0.0180982j -0.0062445-0.00816018j 0.0010316-0.0265608j -0.00219624-0.0472447j 0.0506558-0.0378366j -0.0100713+0.00202152j 0.0139384+0.0128878j -0.00212835-0.0387677j 0.0304576+0.00907506j 0.0135609+0.0129928j 0.00342465+0.0127674j -0.000681989+0.0187828j 0.00664384-0.023623j -0.00236607-0.00310121j 0.013978+0.0173017j 0.00015172+0.00144698j -0.0118416+0.00233348j 0.00332854-0.0219407j 0.00811776-0.0138378j 0.00900043-0.0116402j -0.000267417-0.00970631j 0.0164031+0.00865368j 0.0246298-0.00970202j -0.00943719-0.0111084j 0.000243627-0.00714133j 0.00089468-0.002077j 0.0104885+0.0104844j 0.00442535-0.00948224j -0.00992469-0.00718547j -0.00972669-0.00963685j 0.000547967+0.00705951j -0.00784902-0.0142324j 0.00849354+0.0173604j -0.00639989-0.00139985j 0.0291663+0.00466319j 0.00298562-0.00388415j 0.0143808-0.00491624j -0.000318835+0.00274012j -0.00528203+0.0194388j -0.0109572-0.0224303j -0.00102419+0.00984625j 0.00023319+0.00823631j -0.00919382-0.00806703j -0.00565743+0.000398096j 0.000272655+0.00643702j 0.0054011+0.000958397j 0.0126627-0.00924996j -0.0153393-0.00480645j 0.003696-0.00419156j 0.00426599+0.011482j -0.001824-0.00274814j -0.00520206+0.00355314j -0.0133444-0.00273198j -0.017309+0.00184684j 0.000929048+0.00185448j 0.00312725-0.00606134j 0.00346356+0.00476164j -0.00118943-0.00875383j 0.0014852+0.00252163j 0.0044397+0.0097544j -0.0181485+0.00320103j 0.00714786-0.00048402j 0.010875-0.00502063j 0.00202266+0.00703169j -0.00708404-0.00238563j -0.000226459-0.00615731j -0.00696972-0.00393467j -0.00960157+0.00451009j 
0.0144752-0.0121734j -0.00829608+0.0204912j 0.0178547-0.0366559j 0.0670544+0.00945318j -0.00337951+0.0403925j -0.0379035-0.0414544j 0.0137356-0.0386418j 0.000883926+0.028062j 0.024592-0.0014464j -0.000365593-0.029877j -0.0872359+0.0681876j 0.013565+0.0656374j 0.0914197-0.0742019j 0.0148109-0.02127j 0.0182141+0.00251582j -0.0531424-0.0147231j -0.0105052-0.0163502j 0.00590482+0.0572421j 0.0204248+0.030401j 0.0344609+9.76237e-05j 0.0131022+0.00662296j 0.00441679+0.0338622j -0.027658+0.0156169j -0.0171647-0.000853004j -0.000501853-0.00559723j -0.0111274+0.0221314j -0.00442504-0.00288652j 0.0240996-0.0148112j 0.0295776-0.0265788j -0.00715466+0.00894046j -0.0222884-0.015305j 0.0692477-0.0487242j 0.011729-0.0402813j 0.000206028-0.00741058j 0.00325219-0.0151266j 0.011154-0.0101587j 0.00485076+0.0293575j 0.0299824+0.0162031j -0.000770758-0.0100736j -0.0113805-0.0164598j 0.00996217+0.0297303j 0.0167344-0.00176647j 0.0102321-0.00902652j 0.0036366-0.00426667j -0.0106955+0.00777322j 0.0218133+0.0149016j 0.0110063+0.0107403j 0.000826545-0.0109706j -0.0133499+0.0185185j 0.0183963+0.00434139j 0.00361504-0.0036969j 0.00724862-0.000256451j -0.0025351-0.0258828j 0.00503819-0.00212447j 0.00103229-0.00454001j 0.00758697-0.0110696j -0.0017224+0.0075578j 0.00161113-0.00982176j -0.00679044-0.00436282j -0.0282276-0.00814949j 0.0180415+0.00185624j -0.040373-0.0205258j -0.00500589-0.00440181j -0.0229157-0.0246218j 0.00262474-0.0102305j -0.00399741-0.0144005j 0.0235067+0.00669315j 0.0117934+0.0016364j 0.00225913-0.0043601j 0.0171558+0.00155413j -0.000541511-0.000797227j 0.0105939+0.00193056j 0.0264535-0.00185005j 0.0146292-0.010081j -0.00790459-0.00304411j 0.0119054-0.000594934j -0.00210302+0.0182454j -0.00021261-0.00201143j 0.0196757-0.00279403j -0.00574607-0.000324631j 0.00261227+0.00926318j -0.00180974-0.00139526j 0.00048975-0.000290399j 0.00169495-0.00419344j -0.00322755-0.00344413j -0.00705618+0.00478108j 0.00365003+0.00862042j 0.00834653-0.000756985j -0.00794111+0.0015457j -0.00685649-0.00272452j 0.00221176-0.00475824j 0.00286228-0.00979089j -0.0256118+0.00658755j -0.00981989+0.00165144j 0.0160943-0.00237436j 
0.0213118-0.000362971j -0.00499291+0.0218755j 0.0191078-0.0609263j 0.0289568+0.0467607j -0.0404797+0.0303203j -0.06728-0.106481j 0.0670135+0.0457537j 0.0508221+0.0455212j -0.0111721+0.000784805j -0.00414548+0.0775053j 0.145946-0.0608725j 0.0564134+0.0805394j -0.042194+0.0374529j -0.127117-0.189591j 0.0318955-0.0435593j 0.0470089+0.101431j 0.0559929+0.0274394j 0.103209+0.109768j 0.0142211-0.057257j 0.0182535+0.0101292j 0.0763379+0.132474j -0.0233046+0.00140126j 0.0124671-0.0101573j -0.0258383+0.00081745j 0.00332335+0.0141109j -0.0296538+0.0299732j 0.0138714-0.0109923j 0.0295193-0.0155681j 0.0684531-0.00957125j 0.0270859-0.00655415j 0.0367731+0.028736j 0.134447-0.0521033j 0.0122561+0.011138j 0.00718698-0.000283744j -0.000544665-0.015621j 0.0150851-0.023247j -0.0195241-0.013784j 0.0174694+0.00334233j 0.0193261+0.022176j -0.00283991+0.0113193j -0.00623781+0.00407313j 0.011749+0.0200521j 0.0111977-0.000737364j 0.016854-0.0317269j -0.010111-0.0139813j -0.00342361-0.0195798j -0.00445403+0.00778589j -0.0155986+0.00380987j -0.000123713+0.0210579j -0.00450032+0.0079227j -0.00290069-0.00160414j -0.013018-0.00440577j 0.000147138-0.0239368j 0.00365544+0.0260244j 0.0128962+0.000195774j 0.0117521-0.0169846j -0.0036953+0.00201981j 0.0236478-0.00550345j -0.00475397+0.00758941j -0.011005+0.00885679j -0.00328812-0.00772149j 0.010137-0.00362148j 0.00323585-0.010107j 0.0100799+0.0132485j 0.0250042+0.00504563j 0.00893803+0.00517716j 0.000908473-0.0126788j -0.0144344-0.0016807j -0.00658474-0.00908601j 0.00164595-0.00428287j -0.00340846-0.00515912j -0.00286201+0.0122241j -0.0109311-0.00793252j 0.00646326-0.0153818j -0.00130273+0.00292654j -0.0163316+0.0157588j -0.00852191+0.0162082j -0.00767573+0.0002022j -0.014416+0.00838605j -0.0121264+0.00639905j 0.00296925-0.00610614j -0.00249679+0.00752625j -0.0137202+0.00268753j -0.00892364-0.0066924j -0.00386516-0.00461248j 0.0108647-0.00768493j -4.91967e-05+0.014304j -0.0110185+0.0035249j 0.00196801-0.000274304j -0.00290379-0.00179997j -0.00916703-0.00899881j 0.0119528-0.00422136j -0.0225847+0.00537622j 0.000344003+0.00727535j 0.0102086+8.09168e-05j 
0.0284393-0.0236741j 0.0252017+0.0210255j 0.0439359-0.0877031j 0.0722147-0.0198033j -0.050403+0.0880108j -0.0446411+0.0140324j -0.0704774-0.0536125j -0.0414357-0.0172505j 0.0565605-0.0426248j 0.0232181-0.0497155j -0.115588-0.158915j -0.0175247+0.105296j 0.0507934-0.000597763j 0.0771547+0.00577107j 0.0423017+0.0297552j -0.0760361-0.00359283j -0.0196186+0.0087356j 0.0245346+0.0242211j -0.0249201+0.00186612j 0.0227691-0.0245392j 0.00548243-0.055893j -0.0764671+0.06371j -0.0410119+0.0313555j 1.88542e-05+0.0528975j 0.0366868+0.00936691j -0.00446614+0.0157628j -0.0164269+0.024131j 0.0246905-0.0510332j 0.0806921-0.0673222j 0.0300866+0.0168064j 0.073804-0.0304793j 0.23547-0.0162873j -0.00412367-0.0415812j -0.00242999+0.000443903j 0.00332589-0.0172213j 0.0145295+0.00463724j -0.0556569-0.0121882j 0.0137559-0.0199494j 0.0262491+0.0247925j -0.000595009-0.00368758j -0.00140048+0.00270504j 0.0053026-0.0134627j 0.0400099-0.00914767j 0.0221456+0.00540362j -0.012636+0.0230106j 0.0151621+0.00509646j 0.00145155+0.0212763j -0.00269914-0.00852403j -0.0233685+0.00705485j -0.00210149-0.00526283j -0.00436256-0.00361071j 0.00155443+0.0137823j -0.0217802+0.0153785j -0.00340004-0.0105406j 0.012556+0.00281966j 0.00352625-0.0206527j -0.0172958+0.0108709j 0.00426359-0.00315983j -0.00730301+0.00817869j 0.0132108+0.0129505j 0.00463132-0.00423304j 0.0239079+0.0105937j -0.003953-5.14934e-05j -0.00924471+0.00865991j 0.0176748-0.000394616j -0.00476466-0.000835882j 0.00500579-0.00705145j -0.00265291-0.000953427j -0.000457153-0.00438155j 0.000182994+0.00692021j 0.0123637-0.00276911j 0.00303464-0.010252j 0.00378321+0.00535482j 0.0112222+0.0108692j 0.0080367-0.0011154j -0.000466243-0.00732545j 0.000912579-0.0112114j -0.00521887+0.00760573j 0.00559677-0.0130333j 0.00379456-0.00268538j 0.00357428+0.0010976j -0.000315192-0.00876902j 0.00439406+0.00943215j 0.00336289+0.00235618j -0.0007041+0.00493718j -0.00461344+0.00539682j 0.00154173-0.0031721j 0.00776081-0.012997j -0.00753284+0.00334545j -0.00599719+0.0125028j 0.00273739-0.00552306j -0.00545535+0.000565543j -0.0035689+0.0118777j -0.00235078+0.00895396j 0.0131637-0.00752118j 
-0.00836523+0.00885802j -0.0332529+0.0168568j -0.00847681-0.0639915j 0.00297327-0.0097723j 0.0312509+0.0179603j 0.0803503-0.0542232j 0.0144942-0.0914523j -0.0159508-0.0515357j 0.0551048+0.108748j -0.0680909+0.0452725j 0.0497506-0.0319532j 0.154089+0.156434j -0.0859838-0.0729354j 0.0495326+0.00736615j -0.0168324+0.00315415j -0.0391186-0.00812851j -0.0497988-0.134963j -0.0369501+0.0421588j 0.0438486-0.00984173j -0.035591+0.00376594j 0.0106142+0.0392081j 0.0132221+0.0768067j 0.0188019+0.0361902j -0.0506567-0.00577738j 0.0254343+0.0403749j -0.0142999+0.0562935j 0.00515862-0.0593486j -0.00873043+0.0304414j 0.0161032-0.0968097j -0.0115012-0.0478007j -0.0407142+0.00738467j -0.147973-0.162672j 0.0539679-0.0296804j -0.0187837-0.00524092j -0.000394194-0.0136941j -0.0121992-0.0266125j 0.00134008-0.016611j -0.0201244-0.032444j -0.0223671+0.0282807j -0.0311937-0.0144998j 0.00473239+0.0338619j -0.00612799-0.0126795j -0.000554427-0.0154812j -0.0146395+0.00715623j -0.022208+0.00703037j 0.00896486-0.00885707j 0.00217466+0.0218304j 0.00829563+0.00631675j -0.00521582+0.0183915j -3.51427e-05+0.00992162j 0.0196848+0.0029495j -0.00698874+0.0154235j -0.00452521+0.00354797j 0.0213898-0.0204745j -0.0227311-0.00539428j -0.000473587-0.0246062j -0.0149784+0.0113305j -0.00765376-0.00215992j -0.00648698-0.00507367j 0.00589327-0.000841932j -0.00735781-0.0041153j 0.0173036-0.00347389j -0.0027193+0.00580838j -0.00706047+0.0154738j 0.011883-0.000747985j 0.0206396-0.00859311j -0.0273127+0.00836963j -0.0114883-0.00249275j -0.00805898-0.00394855j -0.00235632+0.00142387j 0.00205898+0.00158195j -0.00565954-0.00714849j -0.00232634-0.00486153j 0.00386682-0.000740934j 0.00746147+0.00666989j -0.00448667-0.00514951j -0.0115949+0.00428508j -0.00108446+0.00222629j 0.00730987-0.00752023j -0.00336778-0.0012061j 0.00748659+0.00490735j 0.00861963-0.00592968j -0.00499312+0.0127911j 0.00463442+0.00283589j -0.00212359+0.00725722j 0.00358341+0.00175703j -0.00044551-0.00382468j 0.00382494-0.00222759j -0.0124545-0.00300122j -0.0229721+0.00248526j 0.00258487-0.0116313j 0.00272361+0.000283576j -0.0181161+0.0154716j 0.00161907+0.0076671j 0.0170566-0.00359733j 
