0.0119728-0.00609632j 0.00562249+0.00463796j 0.00586124-0.00502784j -0.00831242-0.000423244j 0.004584-0.0014038j 0.00142163+0.00328261j 0.00699943-0.0064204j -0.00544224-0.00250273j -0.00666764-0.00157405j -0.000179657+0.00350824j -0.00274734-0.00233342j 0.00175441-0.00688698j -0.00402024-0.00313614j 0.00102437+0.00541379j -0.00284245+0.00132664j 0.004217-0.00365254j -0.000960059-0.00301318j 0.00306013-0.00321j -0.00208844-0.00353043j -0.0023345-0.00160662j 0.00625156+0.000179909j -0.00219416-0.00544629j 0.000163518+0.00447707j -0.00304191-0.000514546j 0.00311137+0.00196381j -0.00282023-7.99426e-05j 0.00197913+0.00125543j 0.00124995-0.000797336j -0.00130467+0.00181918j -0.000706859+0.00190305j -0.0017123+0.00147319j -0.00403773-0.00256725j 0.00250477+0.000731276j 0.00231272-0.00227357j -0.00060469-0.00090501j 0.00079977-0.000746455j 0.00338952-0.000371705j 0.00176605-0.0024548j 0.00270981-0.00317394j -0.00625942+0.000303339j -0.00146271-0.00235235j -0.00309671-0.000688215j -0.00411055+0.00340693j 0.003926-0.00420036j 0.00192829-0.00215297j 0.00448073-0.00446381j -0.00621582+0.00458084j -0.000415218+0.00668523j 0.00397007-0.00812594j 0.00601851-0.00500508j 0.00194939+0.00192212j 0.0060282-0.00716149j -0.0043779-0.00140222j -0.00145873+0.0102958j 0.00641303+0.00304054j 0.0112931-0.00577694j -0.00379925+0.00772742j 0.0069777-0.0025722j -0.00864527+0.014231j -0.00256428-0.0106288j 0.0192092+0.0118169j 0.00626592-0.0140725j 0.00446233+0.00365535j -0.0015314+0.00945086j 0.00649541-0.0138966j 0.0238587+0.015541j 0.0121274-0.0133769j 0.0277194-0.000657781j -0.0481977+0.0126483j 0.0200517+0.0494939j 
0.00088891+0.00672745j -0.000547492-0.00231565j -0.000159365+0.00574496j 0.00274278-0.0046734j -0.00975691-0.015359j 0.000689068-0.0023175j -0.00946582-0.00674192j 0.00261777+0.00152293j 0.00243193-0.000573027j -0.00844291-0.0170268j -0.00553568-0.0103189j 0.00469416+0.0219101j -0.00585347-0.0188075j -0.0111569+0.0036732j -0.00618342+0.00691142j -0.00576753-0.0368283j 0.002455+0.0335674j 0.002742+0.0323727j -0.00147968-0.00947102j -0.000221363+0.0126384j -0.00501032+0.0186469j -0.000957289-0.0246112j -0.00211989+0.0275437j -0.00156673-0.00236459j 0.00198553-0.0213437j 0.00352908+0.00996636j 0.00958009+0.00342406j -0.000436972+0.0142453j -0.00739187-0.019111j -0.00121703+0.0113277j -0.000875349-0.0136424j -0.00259765+0.00829608j -0.000130801-0.00650883j -0.0070113+0.00716098j -0.00209722+0.00456256j -0.0213501-0.0042166j -0.0069356+0.0171882j -0.000116505-0.0101809j 0.00273653-0.00482344j 0.00175559+0.00166062j -4.92417e-05+0.000845603j -0.00422089+0.0127889j -0.00215274+0.00759194j 0.000203226+0.00323965j -0.0017684+0.000854535j 0.00282449-0.00144415j -0.000827388+0.00254476j 0.000928074-0.00785483j -0.000353612+0.00425626j -0.00323585+0.0036521j 0.00257411-0.00689616j 0.00601557-0.00961374j 0.00389002-0.0159256j -0.00144309+0.00361811j 0.0010596-0.0117902j 0.00244536-0.00642089j 0.00338922-0.0033209j 0.00245411-0.00234347j 0.00169607+0.00208725j -0.00518728+0.00687242j -0.00127594+0.00503235j 0.000269926-0.00182073j 0.00185675-0.000499092j 0.00110349-0.00379472j 0.00218546-0.0124742j -0.00401637+0.011415j -0.00155806-0.000185398j -0.00578102+0.00126866j 0.00480511-0.000978885j -0.00197108-0.00194166j 
-0.000642828-0.00141217j -0.000794299-0.00531385j -0.00277062-0.00495864j -0.000853892+0.00486717j 0.000587268+0.00256096j 0.000876579-0.011955j -0.00214489-0.00260358j -0.00912844-0.0108873j -0.00936791-0.0195608j 0.00640174+0.0100089j -0.000128543-0.0165715j -0.00356156+0.00813714j 0.00552186+0.0354964j -0.00309397-0.00729934j 0.0074171+0.0263469j -0.00537484-0.00559994j -0.00294247-0.0130831j -0.00244355+0.0340593j -0.00120967+0.00700136j 0.000597461+0.0137067j 0.00290201+0.0267852j -0.00439071-0.00731992j 0.00378103-0.000544129j -0.00117106+0.0237988j -0.00228419+0.000398703j 0.00690881+0.0150364j 0.0011899-0.010544j 0.0059497-0.0303009j 0.00394772-0.0211145j -0.0028272-0.00363634j 0.0107092-0.0145553j -0.00280989+0.000957477j -0.00122068+0.00167327j 0.00419375-0.0165957j 0.000487005-0.00325897j 0.00199686+0.00427093j 0.000935992-0.00756474j -0.000807331-0.00765161j -0.00171265+0.00640774j 0.000353015-0.00435903j 0.00178082-0.00904513j -0.00192151+0.0020122j 0.00162068-0.00367403j -0.000693739-0.00365751j 0.00166329-0.00753672j -0.000888725+0.0046207j 0.00115029+0.00527694j 0.00121374-0.00610441j -0.000266298+0.00859218j 0.00140434-0.00388626j -0.00175166-0.00044104j -0.00315677+0.00439263j 0.00357585-0.00916619j -0.000756057+0.00613199j 0.000160208-0.00470857j -0.000132051-0.000449261j 5.2226e-05-0.00185079j -0.000915465-0.00411013j 0.000180656-0.00284691j 0.00106871-0.0056487j -0.00574916+0.00683357j 0.00256959-0.00530378j 0.000863764+0.00289549j 0.00249817+0.00246151j 0.000671624-0.00457612j 0.000287683-0.00319072j -0.000187601-0.00201721j -0.00194573+0.00338365j 0.00136156+0.00246103j 0.0040947-0.000166883j 
-0.000416986-0.00167998j -0.000283171-0.000720227j 0.00318665+0.0153284j 0.00145504-0.00224578j 0.00295183-0.00884537j 0.0113196+0.0205675j -0.00234107-0.00421177j 0.00557481-0.000493367j 0.00147421+0.0033419j 0.00107817-0.00441451j 0.00261343+0.0244427j -0.00126952-0.0114739j 0.0106921+0.0161896j 0.0081293+0.0630928j 0.000274743+0.0108334j 0.0014199+0.0277348j 0.00552991+0.0061245j 0.0123052+0.0168531j 0.00458386+0.00812259j -0.00544133+0.0153474j -0.00169873+0.00779804j -0.00388557+0.0166091j -0.00407431-0.0111375j -0.0110533-0.00970283j 0.000749155-0.00255666j 0.00248323-0.00888349j -0.00395422+0.0258936j 0.0055417-0.0170455j 0.00709963-0.00962611j -0.000455824+0.00781446j 0.00160871+0.0106652j 0.0011976+0.000247162j 0.00421945-0.0138439j 0.00306802-0.00316117j 0.000436481+0.00676186j -0.00321976-0.00109045j 0.00162-0.00216011j 6.01132e-05-0.00769254j -0.000500164+0.000672269j -0.00113734+0.0113288j 0.000362236+0.0030987j 0.00128781-0.0126715j -0.00205207+0.00513238j -0.00430749+0.0131175j 0.000781856-0.00279369j 0.00240815-0.00390369j -0.000504802+0.000177302j -0.000380416+0.00227379j -0.000660449-0.000168759j 0.00124659-0.00374829j 0.00160809-0.00454788j 0.00320118-0.00511233j -0.000459092+0.00983335j 0.00142901-0.00493201j 0.000855445-0.00550195j -0.000695494+0.00346568j -0.00256972+0.0127416j 0.00170653+0.000325196j 0.00205877-0.000726125j 0.00130543-0.000867727j 0.00181143-0.00629748j -0.000940498+0.00282186j 0.00208078-0.00326585j 0.000687769+0.00405145j 0.00543543-0.00809478j 0.00041992-0.0015j -0.00573783+0.0029188j -0.000922336-0.00295008j 0.000421756+0.000423848j -0.000200031+0.000448631j 
0.000127086+0.00757426j -0.00239431-0.00712754j -0.00803134-0.00466949j 0.00593993+0.0145657j -0.00465033-0.000648233j 0.00393776+0.0166959j 0.00525646+0.0308807j -0.00376864-0.0133813j 0.00612219-0.0133227j -0.0044536-0.0119224j -0.00653581-0.0220012j -0.00847819+0.00340127j 0.00766539-0.0106492j 0.00053133+0.0234958j 0.00820002-0.00825692j 0.00441842-0.011953j 0.00226349+0.0182719j -0.00919879-0.0185213j -0.00614884+0.0176989j -0.000558994+0.0108467j 0.00501931-0.027674j -0.00590592-0.00327638j 0.00271977-0.00165746j -0.00603386+0.0152981j 0.00273384-0.0173154j 0.00246482+0.00724498j -0.00360904-0.00875168j -0.000502795+0.00395158j 0.00051648+0.00199855j 0.00057111-0.00759867j -0.000311351-0.000277999j 0.00119476-0.00040569j -0.00270309+0.00441972j 0.000540212-0.00188116j -0.00161311-0.00379687j 0.00745575+0.00414989j 0.0025398-0.00707808j -0.000627248-0.00100357j -0.0037547+0.00567445j -5.65725e-05-7.70413e-05j 0.00103104+0.00209179j -0.000634428+0.00645876j -0.00161539+0.00674282j -0.00126572-0.00213536j -0.00238711+0.0062309j -0.000246966+0.0104863j -0.000159182+0.00982929j 0.00046539-0.00370083j 0.00155324+0.00286458j 0.00219753-0.00975376j -0.0017584+0.00163238j -0.00252038+0.0100638j 0.000790696-0.00260768j 0.000742298+0.00341434j 0.00324415-0.00727022j -0.000659089-0.00344746j 0.000107944-0.00802245j -0.00101324-0.00587066j 0.000533024+0.00574605j 0.00187633-0.00331079j -0.00547364+0.0103381j -0.00459572+0.00273851j -0.00364802+0.0111687j 0.00221827+0.00204359j 0.00283825-0.0124179j -0.0004092+0.00476847j -0.000121425-0.00861476j -0.00466082+0.000767136j 0.00717245+0.00227597j -0.000193168-0.00201501j 
0.00291651+0.0073659j 0.000423181+0.00580731j 0.00307057+0.00360347j 0.00645352-0.00135525j -0.0120252-0.0216656j -0.0012844+0.00833576j 0.00728459-0.00217929j -0.0123932-0.033951j 0.0136044+0.0403597j -0.00288505+0.00440482j 0.00143644-0.0161494j 0.00143313-0.0311537j 0.003046-0.00347284j -0.00590403-0.00551392j 0.00151346-0.0129309j 0.00987347-0.0110243j 0.000602863-0.0340712j 0.00413456-0.00590202j -0.00646261+0.0346148j 0.00617246-0.00908367j -0.0077768+0.00421658j -0.00109915+0.00255493j 0.000117089+0.00434359j -0.00301367+0.0139333j 0.00192603-0.000704504j 0.00448771-0.0118193j -0.000606667+0.000458155j 0.00425811-0.000110482j -0.00230433+0.00771104j -0.00123703+0.00156709j 0.000186475-0.00984675j -0.000925678+0.00547945j -0.000310074+0.00900246j 0.000352318-0.00403657j -0.000750373+0.00131285j 0.00318758-0.00100623j -0.00112674+0.00113188j -0.00073036+0.00513604j 0.000757496-0.000327796j -0.00122801+0.00136961j 0.000929668+0.00149229j -0.000923592+0.00316135j 0.000179541+0.00312152j 0.00152671+0.000444571j 0.000344636+0.00381885j 0.00315742-0.00100585j -0.0029156+0.00510644j -0.000550261-0.00151521j 0.000879811-0.00119705j 0.000352596-0.000121564j 0.00141336-0.00393932j 0.000846482+0.00364353j 0.00316547-0.00754034j 0.000897624-0.00663452j -0.00196051+0.000229726j 0.000770019+0.000558294j 0.00137763-0.00350662j 0.00404197-0.00141412j -0.000816501+0.000970718j -0.00188574+0.00265752j 0.00341658+0.00230495j -0.0014997+0.00834403j -8.67751e-05+0.00146248j -0.000770424-0.0109689j -0.00314836+0.00460255j -0.00336263+0.00953158j 0.00484953+0.000911133j 0.000608771-0.00409915j -0.00217406-0.00463099j -0.00566734-0.00165841j 
-0.00538622-0.0121836j 0.006474+0.00512331j 0.00235053+0.0103273j 0.00453213+0.0143j 0.00326098-0.00961614j -0.0013138-0.043607j 0.00337778+0.03487j -0.00862207-0.00638879j 0.00614572-0.000754602j 0.0109192-0.0152203j -0.00644659-0.0186178j 0.00543166-0.015749j -0.000669423-0.00555932j 0.000383112+6.35081e-05j -0.00112495-0.00787913j 0.00526977-0.0149373j 0.00116348-0.00507596j 0.00112389-0.00256244j -0.00257656+0.00587361j 0.00391795-0.00880593j 0.000968238+0.00327345j -0.000420351-0.008871j 0.00148938+0.00609649j -0.000260177+0.0028141j 0.000208598+0.00172928j -0.000494971-0.00158328j 0.00082836+0.00379354j 0.00206039+0.00522226j -0.000920638+0.00340955j 8.65109e-05+0.00167936j -0.00209977+0.00586018j -0.00122455-0.000351323j -0.00131988+0.000231731j 0.00248379-0.00234328j -0.00170737+0.00613514j -0.00636583+0.000171143j -0.00170988+0.00381718j 0.00134144-0.00355648j 0.00138875-0.00397103j -0.00133101+0.00437264j -8.85961e-05-0.000369272j 0.00174824-0.00648545j 1.99517e-05-0.00137063j -0.00308667+0.00263797j 0.00162575-0.000503829j -0.00126889-0.00526457j -0.0019723+0.00418258j 0.000619951+0.00446557j -0.00398312-0.00519638j 0.00357525+0.000766065j 0.00155479+0.000458675j -0.00196519-0.000778382j -0.00069121+0.00573572j 0.00218077-0.00205211j -0.0018231+0.00672554j -0.00164064+0.00432962j -0.00246367+0.0105652j -0.00249188+0.00151553j 0.00135472+0.00445892j 0.00353752-0.00616384j -0.00332373-0.0105257j 0.00140905-0.00483957j 0.00396404-0.0043173j 0.00373084+0.0147453j 0.00959298-0.00827057j 0.00573068-0.0161816j -0.0166518-0.00259045j -0.00198683+0.00635662j 0.0041525+0.00456315j 0.00902129+0.00943868j 
-0.00584163-0.00368228j -0.00543823-0.00977667j 0.00398551+0.014987j -0.000440678-0.00978905j 0.0056091+0.0522284j 0.00305583+0.00363044j -0.00529498+0.0127427j 0.00736847-0.00828311j -0.00484937+0.0300615j 0.00333958-0.00912294j -0.00605352+0.0157088j -0.00685732-0.0138168j -0.0029021+0.000566956j 0.00194704-0.0119158j -0.00151152+0.000376554j -0.00138068+0.00198568j -0.00225297-0.0106241j 0.00375366-0.0142489j -0.000208876-0.0039544j -0.00138171-0.00577252j -0.00259793+0.00185502j -0.000266691+0.00139383j 0.000714047-0.00410819j 0.00292954-0.00442067j -0.00110302+0.00111247j 3.35223e-05+0.00141632j -0.000880701+0.00233125j 0.000359242-0.00181473j 0.001835-0.00444254j 0.000828027+0.00249283j 0.00176692+0.00552327j 0.00276029+0.000690229j 0.00113689+0.00399998j -0.000477283-0.00546706j 0.00146881+0.00217498j 0.00316078+0.00112785j -0.000778057-0.000730017j 0.001101-0.0030667j -0.00308962-0.00377022j 0.000540372+0.00021222j 0.00103041-0.00110937j 0.00103403-0.000829288j 0.00094899+0.00164531j -0.000851018+0.00336057j 0.00158306-0.00396517j -0.000900107+0.000875123j 0.00427508-0.0031734j 0.000363519+0.0020738j -0.00199644+0.000922441j -0.000694553-0.00568912j -0.000219953+0.000838257j -0.00130183-0.00417743j 0.00156068-0.00207229j -0.00076807+0.00552968j -0.000735221-0.00440651j 0.000100235-0.000469174j -0.00218186+0.00547175j -0.000367971+0.00308741j 0.00423318-0.00213135j -0.00585649-0.00638877j -0.00386962+0.00701428j 0.00287435-0.014402j 0.00644903-0.00127688j -0.000267741+0.00342964j 0.000616743-0.0186036j -0.00528883+0.0161751j 0.000794369-0.00626274j -0.019233+9.6187e-05j 0.0108914+0.00939242j -0.00627938-0.00426216j 
0.00274319+0.0138704j 0.0042984-0.00807568j -0.00226325+0.0131607j -0.00479228-0.0105895j 0.00335057+0.0202853j 0.00579681+0.0178021j -0.00215728+0.00560786j 0.00308499-0.00581676j 0.00175192+0.0211581j -0.00228136-0.00442057j -0.00506517+0.00977697j -0.00611953+0.00523112j -0.000708392-0.00431255j 0.000542807-0.00152533j 1.84138e-05-0.000166712j -0.00374545-0.00315215j 0.00101467+0.00398657j 0.000420351-0.0052231j -0.000425776+0.00679516j 8.10791e-05-0.00103834j 0.000767575-0.000564745j -0.00454753-0.00234019j 0.00282293+0.000714166j -0.00386814+0.00885869j 0.00228443-0.00312011j 0.000872149+0.000953309j 0.00165773-0.00288262j 0.000763023-0.000214771j 0.000966469-0.0010485j -0.000223268-0.00364796j -0.000824676+0.00297408j -0.00272567-0.00289646j -0.00129577-0.00672945j -0.00149883+0.00199071j -0.000555866+0.000312292j -0.00390317-0.000690691j -2.21891e-05-0.00123293j -0.00218135-0.00233062j 0.000478727+0.00509768j 0.00183892+0.00038196j -0.00111455+0.00138033j -0.0033273+0.00148367j 0.00263805-0.00320737j -0.000515746+0.0036919j -0.00229092+0.00122421j -0.00160006-0.000616198j -0.00151928-0.000200315j 0.00327589-0.00581659j -0.00180222+0.00549565j 0.00109046+0.00259616j -0.00122772-0.00162703j 0.000595091-0.000996128j 0.00402854+0.000471141j 0.00184107-0.00306165j -0.000153779-0.00757356j 0.00102742+0.00360566j 0.0041997-0.000765814j -0.00405042-0.00670711j -0.00517237-0.00412765j -0.000644795+0.018771j 0.00410067-0.00721977j 0.000911325+0.00694739j -0.00827198+0.00558952j -0.00255455+0.00591358j 0.00827415-0.0050841j 0.00342941-0.0332192j -0.0170935+0.0210186j 0.0337608+0.029409j 0.00128537-0.0193969j 0.0206874+0.0110236j 
0.00476117-0.00828963j -0.00240429-0.0155187j 0.00467183+0.0100199j -0.00276161+0.0117331j 0.00577272+0.0130148j -0.0025549-0.0160596j 0.00247179+0.0248291j -0.00191012+0.00456883j -0.00152599+0.0017713j 0.00207002-0.023007j -0.00626488-0.0026669j 0.00231081-9.04285e-05j -0.000900961+0.0068284j 0.00276344-0.00348818j 0.000806194+0.00183541j -0.000154667-0.00771612j 0.00149827+0.00653772j 0.0020589+0.00612038j 0.000772904+0.00321674j 0.000896261+0.00125104j 0.00468886-0.00664243j 0.00172199+0.00236671j 0.000427573-0.00155881j -0.00176484-0.000148348j 2.27817e-05+0.00167379j -0.00214224+0.00309779j -0.00225089-0.00301675j 4.69811e-05-0.00104232j 0.00216232+0.00195649j -0.00123257-0.0018444j -0.000580701-2.87764e-05j -0.00338065+0.00294954j 0.000259876-0.00200131j 0.00106806-0.00174208j -0.00180561-5.53834e-05j 0.000180594+0.000116276j 0.00387856-0.00104437j -0.000844638-0.000821509j 0.00130184-0.00109049j -0.00341886+0.00168584j 0.00114677+0.00253898j -0.00277113-0.00270849j -0.00146316+0.000138347j 0.00221332+0.00312526j 0.00162012-0.0038729j 0.00140974+0.00316357j -0.00110486+0.000343128j -0.000556871-0.00326604j 0.0001343+0.0070401j 0.00113086-0.00485309j 0.0038602-0.00226056j 0.0039587+0.000515137j 0.00282224+0.00894884j -0.00238881-0.00569784j 0.00662322-0.00287106j 0.000420069+0.000379628j -0.000848942+0.00138006j 0.00290965+0.00454161j 0.000383433-0.0165586j -0.00405595+0.00048685j 0.00273539+0.00411376j -0.00213105+0.00212727j 0.00849235-0.00574068j -0.00938155-0.00875048j -0.00801177+0.0246156j 0.000618971-0.00156351j 0.0308908+0.0284923j 0.0154496-0.0247635j -0.0220404-0.0119967j 0.00108313-0.0200886j 
-0.00137154-0.00136841j -0.0027121-0.00221104j -0.00014042-9.31329e-05j 0.00150337+0.000456171j -0.000856498-0.00342041j -0.000179163+0.00590332j 5.64279e-05-0.00630031j 0.00111716+0.00115918j 0.00125705+0.00763793j -0.000482143+0.00155226j 0.00137925+0.00454637j 0.000212001-0.00102637j -0.000827668-0.000104955j -0.00141228-0.00285128j 0.00094914-0.00106622j 8.08058e-05+0.000207753j 0.000730176+0.0012357j -3.4102e-05-0.00407229j 0.00114064+0.00330047j -0.00094909-4.9312e-05j -0.0014548-0.00191962j -0.000107936-0.00114164j -0.000772089-0.000453451j 0.00105292+0.00365822j -0.000433268-0.00109087j 0.00138428+0.00115339j -0.000502244+0.000713023j 7.32628e-05+0.000183612j -0.000520073-0.00195668j -0.000269553-0.000338457j 0.000883264+0.00125884j 0.000918103+0.00189595j -0.000680945-0.00292732j -0.000416269+0.00131838j 0.000364547+0.00138602j -0.00214349+0.000334721j -0.00113529-0.00125936j -0.000476074-0.000107754j 0.000441997+0.000509819j 0.000369386+0.00267573j 0.000341321+0.00126054j 4.42237e-05+0.00194993j -0.000321952+0.000294456j 0.00100566+0.0007515j -0.000372815+0.000976083j 0.00104036-0.000283795j -0.000214233+0.000473422j -0.00141106-0.00147983j 0.00165777+0.000417248j -0.00122825+0.00174015j -7.03537e-05-0.0018743j 0.000988768-0.00111941j 0.000720315-0.00127227j -0.000421548-3.9722e-05j -0.00325306-0.00345015j 0.00115564-0.00180654j 0.00144622-0.0010763j -0.000987119-0.00338804j -0.00169088-0.00138024j 0.001864+0.00845224j 0.000616662-0.00276481j -0.00158677+0.00794217j -0.00709431+0.00430157j 0.00631255+0.0226683j 0.0058896-0.0228809j -0.0152301-0.0271994j 0.0202307-0.00964234j 0.00508277-0.0436177j 0.000747757+0.0412764j 0.0235133-0.0181391j 
0.00269604+0.00153944j -0.00100126-0.000909829j 0.00155722+0.000694236j -0.000204465+0.00131423j -0.000205927-0.00782688j -0.000581036-0.00679226j 0.00080455-0.00229241j -0.00128025+0.00246836j -0.00132743-0.00393297j 0.00122451+0.00669369j 0.00162489+0.000923361j 0.000391754+0.00268377j -0.000841415+0.000717638j -0.000786393-4.33708e-05j -0.00154997-0.00110354j 0.00277049+0.005419j -0.000483762-0.00317568j -0.000219361-0.000332877j -0.000362517-0.000561575j -0.000511581-7.26635e-05j 0.00102496+0.00323332j -0.0001554+0.00358187j -0.000992364-0.00184477j -0.000217369+0.000992789j -3.65903e-05-0.00232409j -0.000204529-0.00184424j 0.000827348-0.00053526j 0.000532787+0.000850298j -0.0015401-0.000854894j -9.99675e-05+1.65479e-05j -0.000547486+0.000519778j 9.51955e-05+0.00114974j 0.000954799+0.00264134j 0.00061681+0.000963565j 5.79517e-05+0.00140661j -0.000361001-0.000426447j -0.000428207+0.000886948j 0.00106181+0.00191998j 0.000965317-0.000676036j -0.00119872-0.0012312j -0.000378506+0.000830643j 0.00110836+0.00173691j -0.00030244-0.00146837j 0.000438544+0.00114885j 0.00117766+0.00367888j 0.00130146+0.00134207j -0.000902158+0.00131524j -0.00107193-0.000693264j 0.00122785-0.00137567j 0.00112684+0.000285243j -0.000625398+0.00179042j 0.000430385+0.00191889j -0.00397674-0.00467143j 0.000763351-0.00101989j -0.00197061+0.00272288j 0.00110081-0.000506784j -0.00245633-0.00399816j -0.00261966+0.00179991j 0.0022182+0.00924786j 0.0030513-0.00138838j 0.00117657-0.00628427j 0.000296162+0.00206512j 0.00604677+0.00315051j 0.0168179-0.00204624j -0.0106427-0.0376959j 0.00149056+0.026241j -0.00501029+0.0433763j 0.0208344-0.00784073j 0.0246169-0.0193735j 0.000334076-0.0381749j 
-0.00372499-0.00173451j -0.00226241+0.0064168j 0.0018386+0.0023321j -0.00194678+0.00368009j -0.00185563-0.00892672j -0.00450979-0.0042915j -0.00281666+0.00090474j -0.00503361+0.00131975j 0.00166436-0.00754826j 0.000196699+0.0015451j 0.00235659-0.00316481j 0.00108384-0.00296584j -0.00180935-0.00165374j 0.00641381+0.00958744j 0.00280373-0.00117966j -0.000856229-0.00125247j 0.00305517-0.0017232j -0.00301299+0.00139612j 0.00286014-0.00141177j 0.00136807+0.000917038j 0.00122937-0.00202976j -0.00154425-0.000917687j 0.0025113+0.00245876j 0.00472939+0.00655044j 0.000817869+0.000418914j -0.00219841-0.00506609j -0.00349203+0.00355981j -0.00203085-0.00135861j 0.00307659+0.00210371j 0.00120356+0.000828159j -0.00248842+0.0014454j -0.00122766-0.000157708j -0.00407324+0.00210555j 0.00265011+0.000842604j -0.00430429+0.00313203j 0.0022526+0.00463263j 0.0056748-0.00164046j -0.00420299+0.00166494j 0.000939827-0.00192574j 0.00111359+0.00175021j -0.00154519+0.00109523j 0.000788531+0.00275076j 0.00123874+0.00339304j -0.00616137+0.00138539j -0.00437407+0.00474852j -0.00434473-0.00580419j -0.00242937+0.00707513j 0.00167132+0.00335471j -0.000109653-0.00570363j 0.00438151-0.00307808j 0.000207594+0.000950779j 0.000497466-0.0128507j 0.00345479+0.000621658j 0.00149312-0.000682446j 0.00988616-0.00599434j -0.00739565+0.00160099j 0.00269257-0.00742773j 0.00232261-0.011387j -0.0263434-0.00288174j -0.0219739+0.0177382j -0.00406662+0.0159998j 0.00120254-0.0152491j 0.00725801+0.0327981j -0.0456681-0.023233j -0.0246895-0.0102812j -0.0270162-0.018088j 0.0268455+0.00500787j 0.0180007+0.0173171j 0.009486+0.00414377j 0.000117065-0.000956619j 
-0.00143509+0.00876268j 0.00554254+0.00204239j 0.00171035-0.00184959j -0.000687023+0.000382806j -0.00447402-0.00832375j 0.00650564+0.0119041j 0.00335523-0.00723397j -0.000705229+0.00803725j -0.00520038+0.00513173j -0.00425936+0.0106831j 0.000437644-0.00259266j -0.00152146-0.000255888j 0.00176934+0.000346924j -0.0015964-0.00257544j -0.00174789-0.00251972j -0.00156684+0.0036671j -0.00233903+0.00358j -0.00188428-0.00510506j -0.00451977+0.00288427j -0.000347789+0.000522359j -0.00195563+0.00264629j -0.00185397-0.00308608j 0.00132276-0.00159869j 0.000785172-0.00115943j 0.0041323-0.00125006j -0.0015983+0.000679142j 0.00395566+2.11611e-05j -0.00171624+0.00207871j -0.00183293-0.000786321j 0.00153814-0.000415151j 0.000861491-0.000215589j -0.00131884-0.00223351j -0.00116453-0.00259127j 0.000748248+0.00169785j 0.00207884-0.000365667j -0.00279607-0.000404082j 0.00104037+0.00391019j 0.00069096-0.00472006j -0.00120859+0.00473548j 0.000200207-0.000504993j -0.00260626+0.00141896j -0.000235168+0.00360551j -0.00149363+0.00235854j 0.0007624+0.00286457j -0.00310937+0.00527181j 0.000350726+0.00297594j -0.00329102+0.00359666j 0.000882591-0.00837079j 0.00278933+0.00591564j -0.000343426+0.0101416j -0.00201827-0.00329539j -1.52896e-05-0.00581833j -0.00159793+0.00224732j 0.0010811-0.00428394j -0.000907111-0.00632073j 0.00308592-0.00166169j 0.00187171+0.00109061j 0.0300598-0.00620522j 0.00109422-0.0183384j -0.0135644-0.00563967j -0.00405253-0.00883051j 0.0116479-0.0269408j 0.0539505+0.00611259j 0.0026646+0.0175206j 0.00442383+0.00375477j -0.0062046+0.00200717j 0.0121903+0.0150178j -0.0320993-0.0129721j 0.00011478-0.00217371j 0.0115186+0.00499894j 
-0.000187488+0.000947766j 0.000365646+0.000275155j 0.00438793+0.00268455j -0.00492356+0.00633226j -0.00394299-0.00244994j -0.00237902+0.00429565j -3.72668e-05+0.000172689j -0.00140509+0.00470053j -0.00203077+0.0044675j -0.00148814+0.00210931j -0.00137106-0.00310157j -0.000655407-0.00359948j 0.00155823-0.000646764j -5.57901e-05+0.00559486j 0.000655955-5.19771e-05j 0.00587548-0.0038035j -0.00227803+0.00356242j -0.00156855-0.00237083j -0.00363676+0.00580027j -0.0002471+0.000781788j 0.00396306-0.000180992j 0.000737223-0.000632581j -0.00106906-0.000104595j -0.00338418+0.0034877j 0.00455361-0.000335054j -0.0019848-0.00357752j 0.00263133+0.00400011j 8.29956e-05-0.00179008j -0.0027705+0.00251224j 0.00364275+0.000320804j -0.00389394+0.00178196j 0.0046129-0.000759145j 0.0051812-0.00168209j 0.00266982+4.23715e-05j 0.000916477+0.00154991j -0.000548496-0.0017261j 0.000177271+0.0022191j 0.00666524-0.0056091j -0.00539405+0.00200195j -0.00373546+0.00413709j -0.00147673+0.00422417j 0.00273772-0.000999516j -0.000547756+0.00564517j -0.00162761+0.00846336j -0.000302879+0.00512889j 0.00829338+0.00110981j -0.00498147+0.00377307j -0.00429043-0.00142705j 0.00169673+0.00338264j 0.00075611+0.00105405j -9.37825e-05+0.00642767j -0.00186875-0.00284221j -0.0259465+0.00427452j 0.00221946+0.00420385j -0.0106595+0.0102416j 0.0174881-0.0108998j 0.00962353-0.0333983j -0.0278062+0.000802083j -0.00751382-0.00383637j -0.0349559-0.0118779j 0.00755531-0.00754309j 0.0143882+0.00496079j -0.0285634-0.0192917j 0.00732415+0.00908814j -0.026676+0.00403634j 0.0228304+0.0165088j 0.0196425+0.0011131j -0.00743849+0.00177136j -0.00247176-0.00136844j 0.00103865-0.000272021j 
