-0.0107178+0.00348443j -0.00535405+0.00634702j 0.0142525-0.00688461j -0.00830433+0.00251773j 0.00391765-0.00144224j -0.00149812+0.00266227j 0.0108469-0.00599137j -0.0186674+0.00623104j 0.00725713-0.006718j -0.0132711+0.00590394j 0.0111801-0.00777925j -0.00448547+0.00558917j 0.00427856-0.00385116j 0.00710252-0.00371146j -0.014603+0.000206802j 0.00706364+0.00271684j 0.0279894-0.00662044j -0.0043372+0.00253724j -0.0056544+0.00461522j 0.0249181-0.00262662j -0.00258111-0.00382403j -0.00978955-0.000184827j -0.00479836-0.00406804j -0.00811494+0.00362366j -0.00126617-0.00992019j -0.00635375-0.0161607j -0.0161737-0.011615j -0.02921-0.0124449j 2.63066e-05+0.0196557j 0.00266285-0.00919923j 0.0135392+0.00773251j -0.011174-0.0129311j -0.000985331-0.00858498j 0.0052605+0.0117379j -0.00351759-0.00669518j 0.00377546+0.000398055j 0.00721236+0.0188183j 0.00194819+0.00230618j 0.00262203+0.00738786j -0.00189952-0.00723405j -0.00357234-0.00113263j 0.00426328+0.00443971j 0.00172192+0.00275582j -0.001681+0.00414552j 0.00337969+0.00384502j -0.000473342-0.00570501j 0.00165593+0.00092294j -0.000225938+0.0064339j 0.0028179+0.00893723j 0.0066094+0.0012247j -0.00419356-0.0201728j -0.00213262+0.00362725j -0.0015087-0.0151236j -0.0042016-0.0095405j 0.00370518+0.0213767j -0.00117675-0.0078761j -0.00119936-0.00343403j -0.00293016+0.0159263j -0.00299552-0.00259356j 0.00358287+0.00294898j -0.00148013+0.00477781j 0.00369215-0.0135914j 0.00197067-0.00183185j 0.00355764-0.00367791j -0.0104218-0.00496819j -0.00831336+0.0136078j -0.00449948+0.0150553j -0.00379423+0.0178057j 0.00257353-0.00703827j 
-0.00528571-0.0115957j -0.0171559+0.0105847j 0.00496569+0.032375j 0.000903804-0.020045j 0.0312618-0.00160672j 0.00538925-0.0143131j -0.0328749-0.0267783j -0.00998319-0.0114339j 0.0197116+0.0129971j 0.0136839-0.00108263j 0.0268778+0.00510633j 0.0046317+0.00386599j 0.0116863-0.00751005j 0.00329836-0.00179071j -0.00915256+0.000481215j -0.00184746-4.67087e-05j 0.000299803+0.00138657j 0.00426764-0.00172612j 0.000161442+0.00127918j -0.00398179+0.000776932j -0.00690538-0.00278191j 0.00359768+0.00296671j 0.000192011-0.001446j 0.00744952+0.00324543j -0.00809442-0.00105372j 0.000962092-0.00268743j 0.00396254+0.002925j 0.00217035-0.00513521j 0.00207811+0.00399597j -0.0112224+0.0257714j -0.00122581-0.0077331j 0.0134861-0.013318j -0.00849258+0.00403372j -0.00193878-0.0143888j 0.0107947-0.0104681j 0.020865+0.00675602j 0.0143889+0.0102622j 0.016231+0.0121902j -0.0172655-0.00202642j 0.00850461-0.00211943j 0.00788973+0.0138447j -0.00303817+0.000698316j 0.0029681+0.0141815j -0.00177371-0.00826351j 0.0026704+0.00495875j -0.00389161+0.0103137j 0.00235523+0.000536371j 0.00302021+0.00172361j 0.000566518+0.00329186j 0.00244617-0.0169558j 0.00173678-0.010072j 0.00324406-0.0035799j 0.00354294-0.0115708j -0.00116136-0.00659946j -0.0048558-0.00244358j -0.00168239-4.96798e-05j 0.000915091-0.00141746j -0.00482263+0.00675038j -0.00477229-0.000882558j 0.00103116+0.00145245j -0.00102813+0.0040258j -0.00513838+0.00981508j -4.49425e-05+0.00553114j 0.0058831-0.00522586j -0.00618812+0.00106803j 0.00423053-0.00257392j -0.00602476+0.00424584j 0.0074147+0.00162258j -0.0013217-0.00197425j 
-0.00359329+0.0283307j 0.01058+0.011325j 0.0168059-0.0322716j -0.0155621-0.0420282j 0.0182591-0.0105836j -0.00883353+0.0275608j 0.00308358-0.0208719j -0.000674256-0.00082949j 0.0118748-0.0101622j 0.00183193+0.00285847j 0.00612442-0.00219559j -0.000834793+0.00841381j 0.00470652-0.00403797j 0.000172994-0.00386863j -0.000724937-0.000381411j -0.00146872+0.00316662j 0.00358444-0.00524658j 0.00215968+0.000942753j -0.00153942+0.00629088j -0.00195367+2.45128e-05j -0.000252241-0.00404234j 0.00147139-0.00231092j -0.000769404+0.0021579j 0.00188166-0.000480493j -0.00260402+0.00255321j 0.000673944+0.00255105j 0.00152646-0.00462735j -0.00151749-0.00108799j -0.000313929-0.00358974j -0.00673578-0.0208953j 0.0180515-0.0247613j -0.00644676+0.0183384j -0.0151904+0.0235241j -0.0261661+0.00770208j 0.0152593-0.00756819j -0.0118439-0.00321479j -0.0100117+0.00733868j -0.026248+0.00512488j -0.0141077-0.00708285j -0.0116286+0.00528483j 0.0155421+0.0117792j 0.000322872-0.00392821j 0.00507791+0.0017439j -0.0033234-0.00291448j 0.00323772+0.000909045j -0.00539603+0.00399151j 0.00595767-0.00218484j -0.00720901+6.72125e-05j -0.00371483+0.000753106j -0.0033697+0.000279669j 0.0054243+0.00118224j 0.00125847-0.000214653j -0.00137108+0.0017092j 0.00409781-0.000153184j -0.0039734+0.00136206j -0.00330407+0.00125524j 0.00202791-0.000352725j -0.00201709-0.000569081j 0.00613001+0.000402142j -0.000904457+0.000489059j 0.000637935+0.000190296j 0.00492856-0.00175922j -0.00683137+4.90952e-05j 0.00242195-0.00123113j 0.00287005+0.000255699j 0.00445706+0.000226482j 0.00245532+0.000470428j 0.000715836-0.00139935j 0.00566127+0.000636485j 
-0.0118705-0.00879796j 0.0118341+0.026834j 0.015296+0.0186615j 0.0197625-0.0311607j -0.0268708-0.0138983j 0.0154338-0.0240443j 0.0266812-0.0187264j 0.00918537+0.00227114j -0.0157386+6.52953e-05j -0.011648-0.00397493j -0.015256-0.00740514j -0.00841069-0.00430071j -0.00539355+0.00120965j -0.00613937+0.00142162j 0.00691747+0.00554646j 0.00315859-0.00216294j -0.00171529+0.00469891j -0.0035971+0.000702871j -0.00129431-0.00491334j -0.000897077+0.00497861j 0.00457896+0.00688125j -0.00480883-0.00318123j 4.71744e-05-0.000284718j -0.00457446-0.00999063j 0.00808218+0.00339894j 0.000203788-0.00249418j -0.00459379-0.00259576j -0.00277333-0.00016797j 0.000920991-0.00351204j -0.0136032+0.0137997j -0.0105125-0.0165675j 0.00493893-0.00846092j 0.00378949+0.0154754j 0.00356144+0.00524057j 0.0241355+0.0155503j 0.0236425-0.0162046j -0.000569698-0.0136723j -0.00603705-0.00468759j -0.0142441+0.00675119j 0.0109883+0.0160409j 0.00749448-0.0166748j -0.00339257+0.00279442j 0.00227508-0.0138812j 0.00129448+0.006261j -0.00221395-0.00422653j -0.00439708-0.00706556j -0.00132071-0.000704192j 0.00123179+0.00329104j 0.00190074-0.00213858j -0.00482918+0.0141j 0.00195136+0.00436073j 0.00186199+0.000575j 0.00518603+0.00726766j 0.00277942+0.00441782j 3.77497e-05+0.000989444j 0.000630647-4.70453e-05j 0.00182297+0.00163103j -0.00748997-0.00643982j -0.00113485-0.00164744j 0.000803982-0.000495868j 0.000632328-0.00196141j -0.00397533-0.00518912j -0.00225179-0.00551453j 0.0046123+0.00661055j -0.00348589-0.000686263j 0.00105901+0.00247507j -0.00264936-0.00283397j 0.00133055+1.16777e-05j -0.00089207+0.00358425j 
0.0246703+0.00860277j -0.00552287+0.00245471j -0.0444542-0.00922068j -0.0132569-0.00120751j 0.00225482-0.00158397j 0.0429569+0.0131985j 0.0120106-0.0132195j -0.00186054-0.00689109j -0.0136845+0.00287832j 1.5054e-05-0.00184232j 0.00202073-0.0032504j 0.00506749+0.00390761j -0.00154146-0.00720269j -0.00484264-0.00276084j -0.00536058+0.00151848j 0.00545708+0.00209043j -0.0125531-0.0053498j 0.000503526+0.001273j 0.00691815+0.0039298j -0.00616899+0.00312964j -0.00996147-0.00432011j -0.00159835-0.000787401j 0.00243194+0.00313233j 0.0081541-0.00310937j 0.0021532+0.00325373j 0.00625046+0.00276173j -0.00505051-0.0036708j 0.000784436+0.00768366j -0.00383357+0.00227278j -0.0131095+0.00489942j 0.00599049+0.00418633j 0.0149738-0.00939466j -0.00998735-0.0180459j -0.019535-0.0186969j -0.00278168-0.00847953j -0.00278647-0.0342595j 0.00137636-0.012114j -0.000292313-0.0261755j -0.000836169+0.000760344j 0.00202551-0.0131271j -0.00550379+0.00197378j 0.00294026+0.00453783j 0.00359858+0.000182633j 0.00220619-0.00137123j 0.00281299-0.000157192j -0.00276955-0.00271093j 0.000628049+0.00563695j -0.00096594-0.00623025j 0.00307674-0.00405652j 0.000768026-0.00269435j -0.00188614+7.90399e-05j 0.000966223-0.0029051j -0.000719865-0.00785365j -0.00012068+0.00334478j -0.000195749-0.00299913j 0.00131651-0.00307561j -0.000170942-0.000638778j -0.000218801+0.00534805j -0.00207511+0.00438881j 1.66768e-05+0.000160738j -0.00244355-0.00222506j -0.00537711+0.00893858j -0.000178466-0.0051794j -0.00174254-0.00362136j -0.00165232+0.00608376j -0.00239338+0.00136949j -0.00425496+0.00408325j 0.00013447-0.00454139j -0.00428399-8.6373e-05j 
0.00485064-0.00305759j 0.0201927+0.00624675j 0.00479188+0.000136555j -0.052117-0.00267369j -0.00890383-0.00694862j 0.00327228-0.00558434j -0.048601-0.0102398j -0.00684614+0.00092046j 0.00290826+0.00567365j 0.00165259-0.000336939j -0.00369368-0.00051376j 0.0103335+0.00120789j -0.0131375-0.00293474j -0.000729157+0.00180243j 0.00333663+0.00332645j 0.00100996-0.00291876j -0.00296067+0.00361392j -0.0010084-0.00207945j 0.00396704-0.00253534j 0.00431778+0.00287948j 0.000101403+0.00572083j -0.00307952+0.00106696j 0.00319469-0.0019684j -0.00785064-0.00504734j 0.00765671+0.00136005j -0.00234011-0.0023898j -0.00358662-0.00177486j -0.00267617+0.00186681j -0.000913427-0.00638064j -0.00549474-0.00510838j -0.00820805+0.00547958j 0.0071937+0.0143869j 0.0119216-0.0156082j -0.00897866-0.0272892j 0.00992045+0.0290133j 0.00592801+0.0159706j 0.00900404+0.00319788j 0.00242621-0.00676986j 0.00334565-0.0257591j -0.00766213-0.000258983j -0.00320261+0.0161434j 0.00311526-0.00354185j -0.00286551+0.0102422j 0.000873528-0.00169471j 0.00253651+0.00165591j 0.000408775-0.00844615j -0.000762569+0.00441983j -0.000718778-0.00443064j -0.00232414-0.000280465j 0.00218832-0.006305j 0.000535595+0.00432099j -0.0018622+0.00419319j 0.0012981+0.00152301j 0.0018951+0.00286243j 0.00434604-0.00517398j 0.000164127-0.00330088j -0.000318215+0.00383178j 0.000327782-0.00661466j 0.0017905+0.00172973j 0.00103597-0.00319939j 0.00128487-0.00261067j -0.00139656-0.00172381j 0.00121898-0.00548337j 0.000167779+0.00582352j 0.00240231-0.00202499j -0.00383543+0.00284129j 0.00268089-0.00215347j -0.00368303-0.000442426j 0.000166855+0.00295146j 
0.00382946-0.000710441j -0.00165552-0.00896867j -0.00483987+0.00722195j 0.00466966-0.00132439j 0.0018773+0.00131655j 0.0107942+0.00518853j 0.000270864-0.000100483j 0.00531878-0.00184465j -0.000894077-0.00440952j 0.0092128+0.00017912j -0.00695458-0.0009712j 0.00173786+0.00402786j 7.61537e-05-0.000500894j -0.000683149-0.00239454j 0.00281129-0.00390832j -0.000386634+0.00613243j 0.00342446+0.00608772j 0.0130659-0.00322566j 0.00526913+0.00175904j 0.00361422-0.00747711j -0.00388576+0.00789425j -0.00297459-0.00513307j 0.0252846+0.00935094j -0.00914099-0.00495723j -0.00203787+0.000624158j -0.0311778+0.0192112j 0.0148106+0.0230748j -0.00767692-0.0453846j 0.0104833-0.0529864j -0.0145694+0.00960297j 0.00536147+0.0230639j -0.00209569-0.0103823j -0.00873147+0.00446667j 0.00158728+0.000137305j -0.00903885-0.00510176j -0.00857415-0.00171667j -0.00201679+0.0023159j -0.00274497-0.00317941j -0.00220733+0.00612553j 0.00234058-0.00722925j 0.00923406+0.00635026j -0.00451524-0.000344474j 0.00236031+0.00139056j -0.00582529-0.00105373j 0.00831303+0.00496499j -0.00114346+0.00070691j 0.00223194-0.00151126j 0.00454195-0.00352187j -0.000650949-0.00276478j 0.00935231+5.91005e-05j -0.00122592+0.00612106j 0.00419751-0.0015739j 0.0110447+0.000443918j 0.000753862-0.000970421j 0.00118182+0.00437397j -0.00252085+0.00362136j -0.000450124+0.000198679j -0.0100842+0.00555141j -0.00561324+0.00970189j 0.00985926-0.00823005j 0.00122992-0.00738532j -0.00295753-0.00243191j -0.00651556+0.0179626j 0.0302942-0.00588493j -0.00122096-0.0283713j -0.0203062-0.029077j 0.0345785+0.00914804j 0.00888752+0.0290294j 0.0398643+0.0213961j 
0.00159698+0.00793287j 0.00324181-0.000681851j -0.00357281+0.0011189j -0.00810825+0.00750484j -0.0152637+0.00422886j 0.000901358+0.00115714j -0.00163443-0.00914656j 0.00345872+0.00229736j 0.000508755-0.00745776j 0.000979311-0.00298644j -0.00972878-0.00599353j -0.00765801+0.002994j 0.00418491+0.0036622j -0.00345103-0.00235677j 0.00431439+0.00148628j -0.00104365+0.00102309j 0.00335437+0.000715276j 0.00822437+0.00252693j -0.00234055+0.00174323j 0.00256245+0.0046307j -0.00386221-0.00153481j -0.00156306-0.00335436j -0.00453999-0.00484969j -0.0113957-0.00295033j -0.0296382-0.0101761j 0.012168+0.0118674j 0.0212811-0.0220244j 0.00904193-0.0550973j 0.00846409+0.0438283j -0.00689018-0.0205353j -0.0148007+0.00767041j 0.0112214-0.00490897j 0.00194271-0.0102075j -0.0094638+0.00432919j 0.00618487+0.000115749j -0.0042415-0.00727829j -0.00792376+0.00381552j -0.00161059-0.00821292j -0.00131293-0.000546709j 0.00927846-0.00049847j -0.00347942+0.00823097j 0.000941788-0.000853737j -0.000499891-0.00235462j 0.00313477-0.000381221j 0.00262282+0.00232097j 0.00351026-0.00385282j -0.0032226-0.000248552j 0.00232302+0.00149404j 0.00353324+0.000988398j -0.00294852-4.16414e-05j -0.00536063+0.00216318j 8.88402e-05+0.00011955j -0.000224574+0.00381749j 0.0057325+0.0068362j -0.00349392-0.00378323j 0.0011106-0.0034105j -0.00768145-0.000169517j 0.00389583-0.0114388j 0.000628429+0.00576322j 0.00513921+0.00599686j -0.00499212+0.0113886j 0.00194069+0.000955658j 0.0275286+0.00870509j 0.0113361-0.0244063j -0.00922795+0.0110541j 0.0452872+0.0051278j 0.0132525+0.0261485j 0.0395206+0.0226734j -0.00728943-0.0264015j 
-0.00171029+0.00200102j 0.0159642-0.00538584j -0.0178392+0.000462677j 0.00508182+0.000514526j 0.00439439-0.00142452j -0.00538827+0.00659861j 0.000699572+0.00179747j 0.00310573+0.000666226j 0.00335462+0.00223581j -0.00200472+0.00628783j 0.00869124-0.00516154j -0.000901326-0.00340094j 0.00225743-2.05403e-05j 0.00715546+0.000853705j 0.0027334+0.000715544j -0.00773615-0.00204285j -0.00471783-0.00250802j -0.00850829+0.0122805j -0.00176118+0.00870376j 0.0126272+0.0158456j -0.000932509-0.0132266j 0.00625687+0.00910797j -0.0315249-0.00203734j -0.0179465-0.0035487j 0.0202346-0.0185853j -0.0333764-0.0494929j -0.0213126-0.00585988j 0.104142-0.0248328j 0.0326756+0.00861807j 0.0115433+0.000631973j -0.0185021+0.00409056j 0.0134095-0.00358435j -0.00239888+0.000296034j 0.00140772-0.00158172j 0.000413856-0.00425144j 0.00276912-1.91683e-05j -0.00696439-0.00194936j -0.00121064+0.00214911j -0.00157771-0.00102154j -0.0022794+0.000661464j -0.00809703-0.00237122j 0.00411568-0.000954339j 0.00398069+0.000646136j 0.00307032-0.0021874j -0.00505743-0.000480977j -0.000178262+0.00369722j -0.00132619+6.09123e-05j -0.00159351+0.000491024j 0.00791936-0.00222236j -0.00545657+0.00802594j -0.00167727+2.60354e-05j 0.000113405+0.000764451j -0.00981121+0.000743917j 0.00217151-0.00539329j -0.00686146+0.00367149j 0.00437577-0.000481496j 1.55248e-05+0.0034679j 0.00253174-0.00494963j 0.0250822-0.00485884j 0.010258-0.0110779j -0.00797358+0.00180357j 0.0050335-0.0176534j 0.0402603+0.000237545j 0.0118179+0.00841413j 0.0273709+0.0204813j 0.0320923+0.0219776j 0.00952311-0.00857212j -0.0279047-0.00541832j 0.00705697-0.00678884j 
0.0192061-0.00440817j 0.00471824-0.0071094j -0.00172823+0.00372007j 0.018637+0.00403197j 0.00911636+0.00973225j -0.00115099+0.00476636j -0.0180014+0.00213089j 0.00553125-0.00242769j -0.012094-0.0025908j -0.00886811+0.00202648j -0.0100614+0.00514109j 0.00671683+0.00637412j 0.00668406-0.00340565j -0.00378069+0.00124722j 0.0051476-0.00488328j 0.00161245+0.00323533j 0.00620706-0.00171783j 0.00135431-0.00404471j -0.00222641+0.0058901j 0.00537778-0.00191562j 0.00594266+0.00083428j -0.01683-0.000312922j -0.0013899+0.00526742j -0.0199275+0.000988995j 0.00400453+0.0189634j 0.0364349-0.0175165j -0.0652771+0.00427447j -0.0438059-0.0121693j 0.132125-0.0342551j -0.0272875+0.00382787j -0.0198232+0.00809455j 0.0050711-0.00437446j -0.0134532-0.000381551j 0.0019196+0.00461712j 0.003109-0.00372297j -0.0115176+0.0041575j -0.00319237+0.00535746j 0.00163748+0.00253395j 0.00608306-0.00232675j 0.00194233-0.00283816j 0.0056096-0.00341375j -0.00393836+0.000518216j 0.00203646-0.00129169j -0.0062141+0.000773769j 0.00670612-0.00584548j 0.0059171-0.00140536j 0.00186901-0.000779466j 0.000144085+0.000580052j -0.0025635+0.000313971j 0.00261207-0.00342181j -0.00405195-0.000585182j 0.00377933+0.00115275j 0.00699804-0.000271074j -0.00236878+0.0043916j 0.00425697-0.00163117j -0.00645402-0.00277815j -0.00603198+0.00181631j 0.00854106-0.00610335j -0.00384711+0.00238626j 0.00534019+0.00250709j -0.00477551-0.0059573j -0.0128294+0.00254981j 0.00540416-0.00503282j 0.0181477-0.00801494j -0.014043-0.00600877j -0.00271017-0.0036034j 0.0286164+0.0121667j -0.00417302+0.0150618j -0.0286037-0.00092371j 
0.000537457+0.010934j 0.0149212-0.000466884j -0.00907417-0.0001702j -0.00477241+0.00560054j -0.0102725+0.000449096j -0.0116988+0.00475472j -0.000909992-0.00797946j 0.00411216+0.00167435j 0.00617254-0.00660358j -0.00220541-0.00251598j -0.00478973-0.00719757j -0.00903372+0.00524856j 0.00164256+0.00190501j -0.000885387-0.00488984j 0.00730663+0.00268346j -0.0051571+0.00350349j 0.00184905+0.00494169j 0.00773467+0.00218446j -0.0124701-0.00198282j -0.000159165-0.00807325j 0.000591722+0.00769902j -0.000874115-0.0152193j 0.00442545+0.0231742j 0.0168758-0.012087j -0.00702432+0.00341239j -0.0314071+0.0699718j -0.0164697+0.0343585j 0.103372-0.0274046j 0.0280379+0.0111078j 0.00667628-0.0189527j -0.0307807+0.000894353j 0.0113439-0.00174769j 0.00257709-0.00298811j -0.00477491-0.000276339j 0.014257-0.00243965j -0.000968987-0.00356849j -0.00400465+0.00420374j 0.00237325-0.00137895j 0.00746541-0.00214791j 0.00156608+0.00124892j -0.00144131+0.00415257j 7.30772e-05-0.000935905j -0.00195693-0.000830157j -0.0018744+0.00156525j 0.00249716+0.00201092j 0.0075964-0.00488134j -0.00104474+0.000466524j -0.0037604+0.00208614j -0.00845591+0.00301044j -0.000554301-0.00506521j -0.00164569+0.00027601j 0.00154413-0.00089455j 0.00684038+0.00114282j 0.00126779+0.00305289j 0.0077542-0.0014074j -0.00731583+0.002794j -0.00545424-0.00145084j 0.00803829+0.00223936j -0.0222423+0.00297192j -0.0165492+0.010964j 0.00382206-0.00188567j -0.00437397+0.0143528j -0.0212174-0.00781346j -0.0335343-0.010376j -0.039774-0.0208639j -0.0125495-0.0199865j -0.0182103+0.0162868j -0.00676877+0.00772021j 0.00164896-0.0154303j 
-0.00541082-0.000280041j 0.00482384+0.00984853j -0.00211615-0.00581121j 0.0036745+0.00595782j 0.00574416+0.00549487j -0.00779423-0.00398906j -0.00162485-0.00604296j 0.00774565-0.00177838j -0.00465054-0.00237343j -0.00342608-0.00832659j 0.00304932+0.00427934j 0.00591511+0.00277667j 0.00185212+0.000410936j 0.00398237+0.000721441j 0.00210224+0.00246564j -0.00390805-0.000585316j 0.00526002+0.000547524j -0.0117638-0.0118322j -0.0156741-0.000108303j -0.0120728+0.00308975j 0.0161815+0.00562157j -0.0206671-0.0093435j 0.00425301-0.0307694j -0.0180547-0.0268068j 0.0366248+0.0235379j 0.0330195+0.0369j 0.00724981-0.0507227j 0.00827809+0.00367382j -0.0489443+0.00311525j 0.0223582-0.00224073j -0.00200402-0.0183244j 0.0072146-0.00213967j -0.00383831-0.0038918j 0.00904788+0.00329038j 0.00480153+0.00245356j -0.000548744+0.00211657j -0.00833173+0.0103292j 0.000770597+0.00684986j 0.00796615+0.00110677j -0.0108581+0.00139249j 0.00230549-0.00566911j -0.00318236+0.00079534j 0.00396643-0.00288679j -0.0110068+0.00269711j -0.00422565-0.00391719j 0.01186-0.00157387j 0.00359076-0.00229024j -0.00884736+0.00346445j -0.00878748-0.000658619j 0.000298709-0.00447396j 0.000561993-0.00400535j 0.00681455+0.00144745j 0.00530033+0.00112254j -0.00758958+0.00783076j 0.00577874-0.00296931j -0.0169454-0.00466588j -0.00807335+0.00326508j 0.0205483-0.011898j 0.0111735+0.000711106j 0.018448+0.00494701j -0.00592376-0.017654j -0.0378956-0.00172698j -0.00633537-0.0176497j 0.000486871-0.0101982j 0.0133763-0.0129202j -0.0346946-0.00111758j 0.0320012+0.0308093j 0.00427207-0.00534871j -0.00726759-0.00645182j 
0.000973723-0.000211417j -0.0117332+0.00861458j 0.0155408-0.00696891j -0.0184861+0.0051879j -0.02077+0.00184793j -0.00203148-0.00705132j 0.0181921-0.00912134j -0.00439348+0.0120798j 0.0164626-0.0102907j 0.0150033-0.000202703j -0.0121073-0.00482531j -0.0175295+0.00174255j -0.0123438+0.00282021j -0.00570779-0.00331889j -0.000678216+0.00851172j -0.00248405-0.00479988j -0.0199566+0.00153993j 0.0313454-0.00162375j -0.00413132-0.0116587j -0.0143828-0.015303j -0.0404246+0.00157475j 0.00151704-0.029913j 0.0246238-0.0187376j 0.047336-0.0244218j -0.0640579-0.00748248j -0.0459248+0.0263833j 0.0515386-0.0542687j 0.0144567-0.007876j 0.0216861+0.0300423j -0.0109656-0.00233618j 0.00869182-0.0120342j -0.0188214+0.0107038j 0.00926689-0.00193583j -0.00560437+0.00211106j 0.00286537+0.00623221j 0.00714044-0.00657949j 0.00644836+0.000885675j 0.00201255-0.00036534j -0.00494184+0.00693264j 0.00809878-0.000373537j -0.00163361+0.00670568j 0.000661567-0.00128078j -0.00997622+0.00238624j 0.00804001+0.000602381j -0.00688358+0.00868897j -0.00489229-0.00322367j -0.000853497+0.00318267j -0.000936654+0.000597712j -0.00607796+0.00268411j 0.00785533-0.00468894j 0.00497366-0.00329928j -0.0103644-0.00332266j -0.00623976-0.00493289j 0.00844356-0.00813048j -0.0209472-0.00393588j 0.00878221-0.00247914j -0.00963431+0.00479733j 0.00652651+0.00669765j 0.000908319-0.00788043j 0.0202321-0.0101602j 0.00429257+0.00766653j -0.0353344-0.00033598j 0.00712703-0.000742541j -0.00577317+0.00283122j 0.0327066+0.0124166j -0.0171636+0.00286487j -0.0209211-0.00265685j -0.00666051-0.00731317j 0.00874996-0.00382498j 
0.00766299-0.0065534j -0.000854698+0.00506063j 0.0093982-0.0107313j -0.00236745-0.00545137j -0.00369726-0.00527025j 0.00103521-0.00540303j -0.000768165+0.00610904j -0.0100272+0.00338498j 0.000540879+0.0033654j -0.00760404+0.00525293j -0.0035271+0.0028126j 0.00280462-0.00698756j -0.00362132-2.87674e-05j -0.00899397+0.00311467j -0.00462595-0.00178936j 0.014812-0.00392631j 0.0104791-0.00545948j -0.00328598-0.00111376j -0.00183207-0.00111455j -0.0234985+0.00750129j 0.0134783-0.0116281j -0.0207871+0.00937516j 0.0298417-0.0249352j 0.000546967+0.00515955j 0.0190728-0.0216097j 0.08653-0.0695452j 0.0453847+0.0108954j 0.0285794+0.0922962j -0.0314582+0.000739442j -0.00961269+0.0168229j -0.00991559-0.00891103j -0.00373553+0.0124369j 0.000835218+0.00502875j -0.00653746-0.000108416j 0.00528497+0.0016208j -0.00316853+0.00318197j 0.000863045-0.0054954j 0.000377337-2.00632e-05j -0.000945312-0.000679282j 0.0109144-0.00300798j 0.000956305-0.004519j -0.000297431+0.00181046j -0.0045638+0.00207406j 0.00260929+0.00103544j 0.00519177-0.00420888j -0.00129243+0.00199026j -0.000681254+0.00033667j 0.00380003-0.00441679j -0.00131301+0.00281055j 0.00960755-0.00343693j -0.00226947-0.000382078j -0.0041172+0.000948603j 0.000560664-0.00433772j 0.00383712+0.00407297j -0.00351348-0.00428202j 0.010767-0.00482942j -0.00270511-0.00153118j -0.0102734+0.00479854j -0.0139049+0.000461133j -0.000155594+0.000530523j 0.00361137+0.00176014j 0.00400858+0.00810567j 0.0148128+0.00951495j -0.00195089-0.00850053j -0.0177616+0.00495278j 0.0141188-0.00766137j 0.0150199-0.00553496j 0.0253422-0.00483965j 0.0171745+0.0122856j 
4.80748e-05-0.0107636j -0.000284747-0.00703021j 0.00316242+0.00523485j 0.00443719-0.0128984j 0.00306805-0.00520627j -0.0031996+0.00125428j -0.00618573+0.0109877j 0.00391516-0.00587949j -0.00675633+0.00428581j -0.00327814+0.00519716j -0.00936441+0.00694261j 0.0015944-0.0027932j 0.00212191-0.00675441j -0.00431569-0.00114837j -0.00138099-0.00713059j 0.00769219-0.000279527j 0.00229277-0.0130592j 0.00274949-0.0048722j -0.0117117-0.00517975j -2.1495e-05-0.012074j 0.0037249-0.0129398j -0.0171208+0.00503526j 0.00169158-0.0139057j -0.00778478+0.0187107j -0.013963-0.0393221j -0.000618404-0.00649031j -0.00474497+0.0500821j -0.0363229-0.0113012j -0.026818-0.104048j 0.00587765+0.019021j 0.00317337+0.0229945j -0.00288695-0.00512264j 0.00294112+0.0115791j -0.00158434-0.00287968j 0.0110293-0.00726474j 0.00392011+0.00411885j -0.000421239+0.00125118j 0.000259822-7.33974e-05j 0.00197774-0.00408623j 0.00314531-0.00447508j -0.0026344-0.00207583j 0.0031984+0.00145502j -0.0065421+0.000269243j 0.00127271+0.000929241j -0.00409215-0.00272757j 0.00025589-0.00159909j 0.00160349+0.000143619j -0.00868912-0.00226064j -0.0121294+0.00696048j 0.00262369-0.00215904j 0.00417465+0.00327294j -0.00847034-0.0014414j -0.00936297-0.00156148j 0.0183511-0.000847107j -0.0125726-0.00376162j 0.0114961-0.00425771j -0.0218786+0.00791831j 0.0129607-0.00156438j -0.0203389-0.00259375j -0.00339316-0.00815625j 0.0133572+0.00595385j -0.0197182+0.000593186j -0.000447822-0.0143478j -0.0471663-0.00380151j 0.00507535+0.0192309j 0.0197951+0.00621817j -0.0269474+0.00224521j 0.0186912+0.00917411j -0.0286862+0.00664328j 
