-0.00119437+0.00896666j -0.00930532-0.00946609j -0.00368354-0.0126957j 0.00861054+0.0170713j 0.00650704+0.0182701j 0.00140996-0.00171864j -0.000494783+0.0222845j -0.00541165-0.0127344j 0.000456067+0.00660999j -0.00149238-0.0242775j 0.00187996-0.00860999j 0.00192735+0.00483148j 0.00412773-0.00602935j -0.00615703+0.0292648j -0.0134612+0.00935573j -0.00430343-0.0014007j 0.00182336-0.00194309j -0.00191576+0.00185886j 0.0136334-0.00907966j 0.00974576-0.00758336j 0.00331134-0.00177262j 0.0149705-0.00324024j 0.00483453-0.00502546j 0.0108088-0.00504604j 0.0141234-0.00301728j -0.0193804+0.00233705j -0.00795034-0.000403127j 0.00492773+0.000871694j 0.00464012-0.00455994j -0.0109714-0.00029532j 0.0103631+0.000404247j 0.0176177+0.00110324j -0.00846375-0.00234264j 0.00238862+0.00066433j -0.00795383+0.000781243j -0.0232568-0.00690099j -0.00147102-0.0101543j 0.00519411+0.0071041j 0.00937394-0.00458632j 0.00696826+0.000771832j -0.00549049+0.00620618j 0.00211103+0.00176854j 0.00389747+0.00573621j 0.0044948+0.00242211j 0.000664518-0.00519453j 0.00639995-0.00329653j 0.00232502+0.00457972j 0.00594118+0.00251093j 0.00379658-0.00508031j -0.0042425+0.00247665j -0.00408215-0.00821818j -0.00557339-0.00106324j 0.00110561+0.00328145j 0.00615398-0.00509586j -0.00142006+0.00782026j -0.00421573-0.00274842j -0.00489268+0.00785021j 0.00409701-0.000112864j -0.00889249+0.0012903j 0.00138138+0.00548101j 0.000209019-0.00210079j -0.00410232-0.000162897j -0.00788754-0.00380644j 0.00997959+0.00450536j 0.00489579+0.0030273j -0.00388295-0.00435697j -0.00152559+0.00154961j 0.0025088+0.000743611j -0.00365483-0.000116698j 0.00554289-0.00655146j -0.00900748+0.00536429j -0.00291886+0.000828552j -0.00532267+0.000590327j -0.00066988-0.00260362j -0.0040634+0.00536717j -0.00918196-0.00241496j 2.5098e-06-0.00438627j -0.00527303-0.00255009j -0.00262985+0.00362778j -0.00696006-0.00775487j -0.00255539-0.0046727j -0.00503285-0.00372726j 0.0048601-0.0035026j 0.0010031-0.0103776j 0.00557811+0.00294344j -0.00296803-0.000826475j -0.00754093-0.002275j 0.00614739-0.00293684j 0.00487273+0.00411999j 0.00159199-0.00626369j -0.00183845+0.00788564j 0.0109078+0.00394498j 0.00352295-0.00507437j 0.00471934+0.000584553j 0.00124934-0.00864467j 0.00317963+0.000561988j -0.000258246+0.0083784j 
0.00227406+0.00717508j 0.00809401+0.00582107j -0.016534-0.0103992j -0.00606951-0.01973j -0.00250422-0.00659848j 0.00776955+0.0106615j -0.00736071+0.0153991j 0.00686707-0.0165187j -0.0170284-0.00434089j -0.0172388+0.00678464j -0.0114824-0.000452753j 0.00234947+0.0078411j -0.0250201-0.00390895j -0.000289299-0.00679765j -0.00341412-0.0012803j -0.00381482+0.000748525j 0.0113165+0.0210671j -0.00607555-0.0115348j 0.000715372+0.00436713j -0.00122428-0.0047297j 0.00971649-0.012897j 0.00417566-0.010507j -0.00269935+0.0159002j 0.000288612-0.00845657j -0.00643955+0.0171711j 0.00508704+0.00433295j -0.00311434+0.00279385j 0.0054245-0.00414377j 0.00599624-0.00221392j 0.0127264-0.00866241j 0.00400531-0.0035455j -0.00184191-0.000677256j -0.00722507-0.00995465j -0.00267488-2.04408e-05j -0.00317156-0.00263382j 0.000101709-0.00307993j 0.00313204-0.0010321j 0.00322018+0.00362794j 0.00338693-0.0115354j 0.000996824+0.00342669j -0.00469096-0.00085006j 0.00419941-0.00454801j -0.000206981+0.00829796j -0.00178771-0.00619097j -0.00110735-0.00193046j -0.00221925+0.00985947j 0.00578657-0.00238909j 0.00148259-0.00242816j -0.00345659-0.00103787j -0.00233243+0.00292445j -0.0102265+0.000230473j 0.00638194+0.000334944j 0.00257959+0.000659269j -0.00188291-0.0057347j 0.00558884+0.00220919j -3.18187e-06+0.00695237j -0.000129812+0.0033072j -0.00832901-0.00224043j -0.00232341+0.00195505j -0.00141502+0.00224627j -0.00773821+0.00349581j -0.00095332+0.0042633j -0.00466127+5.55382e-05j -0.00628715+0.00707489j 0.0020028-0.00343389j -0.00224944+0.00194852j -0.000698528-0.00888711j -0.00572475-0.00458407j -0.0064646-0.00351604j 0.00293786+0.00588468j -0.000843835+0.00486463j -0.002203-0.00567528j -0.000650592+0.000756035j -0.000565673-0.000329111j -0.00740927+2.07839e-05j 0.000356403-0.00767736j 0.000831131+0.00727939j -0.00227451-0.000440345j -0.00554748-0.00351597j 0.0065682-0.00196881j -0.00157192+0.00199357j 0.0045691-0.00665155j -0.00120838+0.00185819j 0.00677434-0.000892189j 0.00134477-0.000181297j -0.00361396-0.000559029j 0.00538116+0.00297157j -0.00139429+0.00130062j 0.00616334-0.00678302j 0.00516492-0.000734157j 0.00140747+0.000740035j 0.0031621+0.00120483j -0.00208454-0.00122572j -0.00153159+0.000653254j 0.000970288-0.00569757j 0.00390771-0.00466975j 0.00283831-0.000464706j 
-0.00085904-0.000376516j 0.000816802-0.00354868j 0.00755749-0.00223841j 0.00317028+0.00118708j 0.0165978-0.0051606j 0.00971831-0.00331601j -0.0127563+0.00165609j 0.0138005-0.00255489j 0.0251671-0.00285773j 0.00367593-0.00129588j -0.0196714-0.00213586j -0.0129431-0.00050019j -0.0027422-0.00292379j 0.00232214-0.00104106j -0.00144739+0.000817234j 0.00149504+0.00110059j -0.000780229-0.00331367j -0.0007198+0.0015279j -0.00129574-0.000539157j 0.00602634-0.00222452j 0.00309084-0.0027501j -0.00129367-0.000973986j 0.00700239-0.00291963j -0.00554423+0.00550717j 0.000753645-0.000182327j 0.0226999+0.000428795j 0.00501634-9.00299e-05j 0.0115055-0.00642119j 0.0023777-0.00269358j -0.0085437+0.00345121j 0.00760201+0.00876854j 0.00221068+0.00183187j -0.0237399-0.00581246j -0.00291392-0.00111291j 0.000148544-0.000699889j 0.000485916+0.00315349j -0.0018984-0.000602942j -0.00428957-0.000348618j -0.00128084+0.00304836j -0.00342175+0.00203788j -0.00705312+0.00270282j -0.00329125+6.28013e-05j 0.00453297-0.00305134j 0.00648898+0.00190076j 0.000417458-0.00483374j -0.0052925-0.000229619j -0.00177715+0.00189141j 0.00345028+0.0049658j 0.0053573-0.00176563j 0.00931939-0.00604655j 0.00312655-0.0030979j 0.0180265-0.00244416j -0.0062121+0.00864229j -0.00429671+0.00429734j 0.00488817-0.00550037j -0.0120034-0.00119829j -0.0110681-0.00161884j 0.00713014-0.00293066j -0.00926028+0.00401898j 0.0150179-0.000291103j -0.0042661-0.000740529j -0.00598836+0.00322535j -0.0047765+0.000583918j -0.00541408-0.000586015j -0.000138445+0.0077604j -0.0107307-0.000799937j 0.00257781+0.000478829j 0.00626663-0.000181125j 0.00945992+0.00120052j 0.00670415-6.3191e-05j 0.0032622+0.00162597j 0.00389652-0.00107494j -0.00846122-0.00361209j 0.0123302+0.00345039j -0.0151322-0.00187706j 1.67725e-05+0.000232844j -0.00552877-0.00294954j -0.00538243-0.00286115j -0.00363419-0.00418523j 0.0129805+0.0107343j 0.0071478+0.00348541j -0.00191776-0.0023615j -0.0172182-0.00576989j -0.00480114+0.00674109j -0.00644511-0.00267527j -0.000467467+0.00217689j -0.00170361-0.000111314j -0.00184865-0.00548876j -0.0011658+0.00435574j -0.00674964-0.00035235j -0.000209565+0.000832726j 0.00240084+0.00182271j -0.00384194-0.0033914j -0.00361865-0.00118927j 0.000874551+0.000100382j -0.00116181-0.00166975j 0.000379906-0.000697114j 
-0.00452147+0.0024592j 0.00105996-0.00484416j 0.00245088-0.00746612j 0.0108682-0.00302589j -0.0038925-0.0033113j 0.00266799-0.00786651j -0.000503767+0.00859792j -0.00264946+0.0162112j 0.0106347-0.0162648j 0.00414471-0.00682093j 0.00337514-0.00520137j -0.0162301+0.0272139j -0.00558581-0.00413078j 0.0151402-0.015478j -0.0173072+0.0161623j -0.00833996+0.00584332j 0.00137189+0.00449781j 0.00481631-0.000203665j 0.00136029+0.00269256j -0.00599961-0.00341968j 0.00511052+0.00816738j 0.000754961+0.00386197j -0.00622585-0.0107233j -0.00721855-0.00622315j -0.00055292+0.00562655j 0.00466735+0.00395106j -0.000856163+0.00514328j -0.00903398-0.0145786j 0.00537997+0.00700122j 0.00187169-0.00342906j 0.00934248+0.0228193j 0.000999439-0.00758942j 0.00248971-0.0185047j 0.00265973+0.010945j 0.00144547-0.00130568j -5.39204e-05+0.00752236j -0.000838278-0.0135475j 0.000813062+0.0067759j 0.00279246+0.00102183j 0.000151621-0.000174326j 0.000555566-0.00107445j -0.000354652+0.00223953j -0.00226989-0.00294797j -0.00108326-0.00170681j -0.0048942+0.00298444j 0.00236557-0.00137453j -0.00218984-0.00165999j -0.00371857+0.000999734j 0.00261947+0.00041244j 7.43488e-05+0.00201594j -0.00533852+0.00354228j -0.00085471+0.00102018j 0.00127338+0.0042604j -0.000935422-0.000151956j -0.00485808+0.00109139j -0.00441447-0.000508681j 0.00421132-0.00213632j 0.000894937-0.00580484j 0.000319069+0.00400643j 0.00150379+0.000605922j 0.00396422-0.0043233j 0.00616261-0.00200115j -0.00221928+0.00248957j 0.00270246+0.000238592j 0.000482677-0.00754825j 0.00685268-0.0013953j 0.00360627-0.00116097j -0.00108895-0.00969617j -0.00198489+0.00281375j -0.0037087+0.00699865j 0.00326845+0.00284318j -0.00494076+0.00601041j 0.00186103-0.00677216j 0.00386928+0.00283304j 0.00499799+0.000914991j -0.00387685-0.006393j -0.00984232+0.00105482j 0.00747549-0.00383376j 0.00176012-0.00207371j 0.000262765-0.00326618j 0.00939167-0.00491316j 0.00329763+0.00453908j -0.000762913+0.00530422j 0.00947474+0.00163963j 0.0030887+0.00139076j 0.00447238-0.00507188j -0.000370705-0.00375243j 0.00551278-0.00161079j -0.00522447-0.000868674j 0.00109862+0.00366276j -0.00473062-0.00217269j 0.00397215-0.00183869j 0.00349465-0.00543714j -0.00335202-0.0028546j -0.00180663+0.00240601j -0.00338375-0.00121343j 0.00440307-0.000277095j 
-0.0026757-2.05081e-05j 0.00448482-0.0034623j 0.00832105-0.00710372j 0.0185876+0.00232685j 0.0100728-0.0117902j 0.0044694-0.00432758j -0.0260149+0.00951732j 0.0306173-0.0132869j 0.0199908+0.000524029j -0.0140694+0.00499412j -0.0296585+0.00251526j -0.0118682-0.00602312j -0.0056281+0.00112379j -0.00280717+0.000538953j 0.00210763-0.00176443j -0.0012526+0.00306665j -0.00458916-0.00275669j 0.00261887-0.00606607j -0.00140614-0.00560685j -0.00653444-0.00153041j -0.00165061+0.00219057j -0.00736665+0.000330114j 0.00517865-0.000936979j -0.0102363+0.00938813j -0.00017947-0.0035611j 0.00474532-0.00491819j 0.000874804-0.00151847j -0.00289239-0.000616498j 0.00559049-0.000857624j -0.0159634+0.00213371j 0.00596016-0.00294133j 0.0064826+0.00255525j -0.00266351+0.00330091j 0.00546328-0.000644705j -0.0010131-0.00309932j 0.00115397-0.00111731j -0.00230225+0.00226269j -0.00215394+0.00234798j 0.00160813-0.00227055j 0.00204822-0.00052053j -0.00528167+0.00258088j 0.00151877-0.00181174j 0.00240962+0.000725868j -0.00657088-0.00531108j -0.00428567+0.00738464j 0.000682772+0.00316987j -0.0030792-0.00791944j -0.0105673-0.00421039j -0.000572052-0.00416764j -0.00509376+0.00186991j 0.000413978-0.00889444j -0.0125301+0.00242376j 0.00323391-0.000678368j 0.0056983-0.009633j -0.00232279+0.00344819j -0.00114986-0.0004374j -0.00137869-0.00146525j 0.00717352-0.00265392j -0.00157271-0.0076352j -0.00767344+0.00229777j 0.0130467+0.00235425j -0.000436068-0.00499978j 0.00442671-0.00494593j 0.00279813+0.00169687j 0.00531064+0.00176893j 0.0055979+0.00113531j 0.0109767+0.0017846j 0.00520794-0.00106414j -0.00467572-0.00307143j -0.00162718+0.00279107j -0.00101717+0.0022825j 0.00377368+0.00030447j -0.000954321+0.00399238j -0.00261602+0.00528371j 0.0106904-0.00106121j 0.00907201+0.00963922j -0.00393081-5.63989e-05j 0.0110786+0.000179265j 0.00884254-0.00170781j -0.00399591-0.00412007j 0.00201496-0.00411354j 0.00295683-0.00315047j 0.00709161-2.17208e-05j -0.00141204-0.000557222j 0.00390321+0.00455867j 0.00151242-0.00265236j 0.00813057+0.00143135j 0.000325449+0.00508993j 0.00692345-0.0116748j 0.00290367+0.00351112j 0.00510522-0.00455224j -0.000255919-0.00109044j -0.00258669-0.00197632j -0.00206071+0.00275733j -0.000934247-0.000301943j -0.00207442+0.000905128j -3.55991e-05+0.000635878j 
0.00226349+0.00262815j 0.00105076+0.00300515j -0.00454399+0.00248992j -0.00882187-0.00169049j 0.0217162-0.012604j 0.0168897+0.00208673j -0.00214203-0.000467522j 0.00513559-0.00381992j 0.0294556-0.00100649j 0.0139971-0.00946975j -0.0212733-0.002876j -0.00994317+0.00224674j -0.000312419+0.00149302j -0.00464808-0.000180039j -0.000907248-0.000302741j -0.000479083+0.00542618j 0.00677467-0.000475621j -0.00287939+0.00124142j -0.000121192+0.0029904j 0.00204495-0.0018419j -0.000232241-0.000224526j 0.00729454-0.000891854j -0.00138012-0.0016893j 0.0113885+0.000866796j 0.0035417+0.00162561j 0.00160475-0.00266063j -0.00275234+0.00158698j 0.00568506-0.00555382j -0.00254268+0.0017277j 0.0131051+0.00303433j -0.00863624-0.0010675j -0.00614329-0.00223559j -0.0027312-0.000877087j -0.00330259+2.9009e-06j 0.00148912+0.00190105j -0.00135386+0.000267776j 0.000722452+0.000847533j 0.00579635-0.000672737j -0.00267414+0.00341849j 0.00341105-0.000446428j 0.00983915-0.00285228j -0.00165258+0.00886799j -0.00376376-0.00524662j 0.00704547-0.0046147j 0.00240137+0.00276182j 0.0077614-0.00463942j 0.00135333+0.00120622j 0.00591713-0.00181807j -0.00136075-0.0103587j -0.00096279-0.00426909j -0.00812481-0.0067705j 0.0080892-0.00256209j -0.00436615+0.0054059j -0.00570053-0.00590279j -0.0027412+0.00871107j 0.012008-0.00203599j 0.00742918+0.00294998j -0.0110354+0.000183982j 0.00682915-0.0130124j -0.00522724-0.000441976j -0.00744683-0.003841j 0.0119487+0.00162438j 0.00461039-0.00172423j 0.000227592-0.0121544j -0.00682405+0.00290298j 0.00078525-0.00051616j -0.0222192+0.00394385j -0.0067522-0.0020713j -0.00773483-0.00511524j -0.00180711+0.000744502j -0.00127223-0.00282676j -0.0068259-0.00361222j 0.00340165+0.00633137j -0.0120461+0.00338652j -0.00132039-0.00389727j -0.0153506-0.000514973j 0.0115159+0.00716532j -0.0049867-0.00427499j -0.00465247-0.00548842j -0.00619458-0.000972942j -0.00136471-0.0134102j -0.00370728-0.00357759j 0.00339755-0.00502266j -0.00390986+0.00856653j -0.00413087+0.00355533j 0.00883295-0.00486788j -0.00646111-0.00328124j -0.00209741+0.00166254j 0.00442906-0.00242018j 0.00033011+0.00515079j 0.000856419-0.000922159j -0.00198919-0.002628j 0.00802326+0.00318177j -0.00126773+0.00269883j 0.000594315+0.000977097j -0.00229241+0.00332071j -0.00102118+0.00218902j 
0.00198002+0.00395687j -0.00554995-0.000282759j -0.0120257-0.0194636j 0.027446+0.0101173j -0.0242625-0.022309j -0.0199451-0.0100448j -0.0115945+0.000938421j 0.00789148+0.000695935j -0.0122017+0.00411843j -0.0104957+0.00274507j 0.00495834+0.00580539j -0.00130238+0.000405128j 0.00073712+0.00271585j 8.13499e-05+0.000172129j -0.000819138-0.00187088j 0.00481047+0.00558761j -0.00225732+0.00254174j -0.00426891-0.0122075j -0.00804334-0.0124702j 0.00601054-0.0162139j 0.00832168+0.00808648j 0.0116535-0.00209588j -0.00510511+0.00137042j 0.00326633+0.0254225j -0.00216873+0.00165614j 0.00263026-0.0141103j -0.0048028+0.00492159j 0.00459748-0.000341371j -0.00350655+0.00641303j 0.012718+0.00995053j -0.000508641-0.00250735j -0.00173885-0.00129388j 0.00277055+0.00140586j -0.00140387-0.00201868j 0.000576595-0.00174468j -0.00107162-0.00328144j 0.000816449-0.00248415j 0.00653528-0.00365836j -0.00244775-0.010717j -0.000623677-0.00163019j 0.00910674-0.00317491j 0.00194061-0.011701j 0.00259128-0.0052762j 0.00850059-0.00532575j -0.000171626-0.0028126j -0.00126433-0.000656256j 0.000544381+0.0043672j -0.00167289-0.00573122j -0.0074043+0.000720622j 0.00208351+0.00844357j -0.00654343-0.000477839j 0.0104061-0.000987682j -0.000371337+0.00628781j 0.000998987+0.00259843j -0.00730648-0.00333967j 0.0014935+0.00408742j -0.00474995+0.00152802j -0.00688962-0.00585604j 0.00459489+0.00214054j -0.000888067+0.0035566j -0.0075643-0.00160316j -0.00730508-0.00581231j -0.00278524-0.00438487j -0.00686926+0.00404807j -0.00622349+0.00341553j 0.00401873+0.00637015j -0.0133116-0.000254971j -0.000798519+0.00181079j -0.000472762+0.0109186j -3.70809e-05+0.00604907j 0.00419042-0.00268675j -0.00332739+0.00562143j -0.00483474-0.0020948j -0.00271719-0.00142934j -0.00237292+0.00194973j -0.00962567-0.000751531j 0.000821155+0.000416557j -0.0029747-0.00298725j -0.00651177+0.00315587j -0.000403946-0.00178291j 0.00145284+0.0009202j 0.00297485-0.00156157j -0.00137832-0.000906394j -0.000430958-0.00284193j -0.00330623+0.00135138j -0.000284022+0.00211412j -0.00392263-0.00464411j -0.00120918+0.00206889j 0.00135103+0.000657771j 0.00246855-0.00230592j -0.00521267+0.00143846j 0.000102398+0.000353552j 0.00136735+0.00383213j 0.00404982-0.00167412j 0.00200695+0.00169561j 0.00176541+0.00211511j -0.000994816-0.000190475j 
-0.0146327-0.00482484j -0.00827766+0.000601149j 0.0253572-0.00072343j 0.0173896-0.000651582j 0.00955065+0.0188984j -0.0146497-0.00345586j -0.0170313+0.0189433j 0.0167488-0.00747498j -0.00424454-0.0137834j -0.0120275+0.00797564j -0.000893903+0.00811263j -0.00911719+0.00673149j -0.00272813+0.00287266j 0.00588754-0.00426961j 0.000163396+0.00468349j -0.00105788-0.00887347j -0.0188842-0.00679754j 0.0101168+0.00278025j -0.00578804+0.013436j 0.00108278+0.00589319j 0.0034249-0.00754814j 0.0132824+0.00811373j -0.00590106+0.00202582j 0.0199996-0.0123907j -0.0100984-0.00364605j -0.000353044+0.00562681j -0.00254206-0.00608095j 0.00340498+0.00409022j -0.000862342-0.00308874j 0.0161278+0.0106818j -0.000348336-0.0043329j -0.00373201+0.00214742j -0.00127616+0.00247076j -0.00272355-0.00409797j 0.00125353-0.00556938j 0.00224822+0.00138889j -0.000918848-0.000157j -0.000741777+0.00733439j 0.00135631-0.00110005j -0.00541009-0.00144086j 0.00629497-0.00512742j -0.00388328+0.00612223j -0.00882333+0.0028118j -0.00253487+0.0011378j 0.00771771-0.00185206j 0.000619415+0.00415265j -0.00326945-0.00300311j 0.00648946-0.00352625j 0.00287994+0.00137877j 0.00339883-0.00295848j 0.00605997+0.00562344j 0.0018879-0.00549179j -0.00343729-0.00531067j -0.00111816-0.00109424j 0.00330088-0.00198882j 0.00803992-0.00920419j 0.00818812-0.0010952j -0.00421875+0.0096525j -0.000337824+0.00436434j -0.00137501+0.00134575j -0.00690972+0.00596261j 0.00213464+0.00435743j 0.00185686+0.00553332j -0.000244509-0.00192682j -0.00302404-0.00283812j -0.00802258-0.00265768j -0.00700302-0.00156394j -0.0050377+0.00883611j 0.00572112-0.00118629j -0.00214373-0.00688255j -0.0041255+0.00174158j 0.000308691+0.000648275j 0.00656099+0.00223297j -0.0077998+0.00159174j -0.00181877+0.00388178j -0.00636562+0.000203828j 0.00535919+0.00228721j -0.00533206+0.00204585j -0.00513925+0.00329038j -0.00429932-0.00429828j -0.00221476+0.00240018j 0.00213164+0.00285128j -0.00361585-0.0027152j -0.00101359-0.00423143j -0.00230436-0.00377448j 0.00139258+0.00217798j -0.00523435-0.00589281j -0.00111129+0.000605995j 0.00310815-0.00507654j 0.000934147-0.00094413j -0.000540561-0.00207386j 0.00260663-0.00261194j 0.00195106+0.00108074j 0.00117346-0.00410094j -0.000475882+0.00529533j -0.000678683+0.00230666j 0.00154334-0.0015619j 
-0.00187883+0.00058162j -0.0131323+0.00471572j 0.00254073-0.00581961j 0.00142275+0.00727055j 0.0203338-0.0135699j -0.00782462+0.00052336j -0.00715126-0.02462j 0.00410704+0.0155679j 0.0141245-0.0143636j 0.0177569-0.0304631j -0.00493135-0.00782589j -0.00664723+0.00172597j 0.00549086-0.0150405j -0.00223787+0.00538365j 0.00259066-0.00305065j 0.00849166-0.005954j -0.00949766+0.00129474j -0.00284291-0.00143703j -0.00425355-0.00213348j 0.00961434+0.00445774j -0.00431165-0.00252064j 0.00548791-0.00657338j 0.00190072+0.0073848j -0.00293037-0.0110597j 0.00511584+0.00615191j 0.00502154+0.00633724j -0.00363806+0.00734104j 0.00643575+0.00168039j -0.00219776+0.00329851j 0.00497561-0.0147776j -0.00583366-0.00109597j -0.00253237+0.000678635j -0.00280607-0.00721416j -0.00113102+8.62639e-05j 0.000998331+0.00706042j -0.00171211-0.00403536j 0.000699745+0.0021848j 0.00138979-0.00399009j -0.00289875-0.00156832j -0.00737892+0.0001694j 0.00658507-0.00309545j 0.0027279-0.00191384j 0.00176735+0.00695419j -0.00184758-0.00407705j 0.00117222+0.00223225j -0.00313204+0.0101737j -0.00437402-0.00541861j 0.00112646-0.0100564j -0.00680269+0.00241665j -0.00129848+0.00489372j -0.00538479+0.00605842j -0.00469665-0.00161039j 0.00929141-0.00475489j 0.00057562-0.00747064j -0.00112179+0.00092543j -0.00363525+0.00666064j -0.0012198+0.00136333j -0.00220741-0.00477107j -0.000782589+0.00635296j -0.000705789-0.000861337j -0.0068749+0.000200209j -0.00949537-0.00637465j -0.0021442+0.000947149j -0.00345183+0.00393596j 0.0103839-0.00498449j 0.00121054-0.00185722j 0.00811874-0.0129886j -0.00278913-0.00257372j 0.00221038-0.000906529j 0.00352529-0.00295884j -0.00306378-0.000147748j 0.0042336-0.000432327j 0.00374348+0.00412605j 0.00354239-0.00511697j -0.000313817+0.00299477j 0.00813769-0.00047039j -0.00304644+0.00121408j 0.00131725-0.00305218j -0.00642944-0.00222549j 0.00458193-0.0127708j -0.00611636+0.00202957j 0.00540302-0.00125661j 0.00325567+0.000742448j 0.00828553-0.0104889j 0.00436476-0.00430063j 0.00194653-0.00237246j -0.00532355+0.000639886j -0.00473656+0.00170613j 0.00146911-0.00792391j 0.00413962-0.000840163j 0.00151335-0.00244548j 0.0017591+0.00467082j 0.00103211+0.0015453j -2.02258e-05+0.00311301j 0.00125843-0.00186855j 0.0022292+0.000278483j -0.00311274-0.00212859j 
0.00482979-0.00181765j -0.00793859+0.00215448j -0.0095538-0.00370206j -0.0143104-0.00650769j 0.0104079-0.000548692j 0.00538359-0.00405966j 0.00147335+0.0194735j -0.013158-0.0165072j 0.0103661-0.00205494j 0.0216673+0.0124321j -0.00239953+0.0129262j -0.0123314+0.00791121j -0.0111412+0.0139527j 0.00781941-0.00632624j -0.00575887+0.0030746j 0.0109051-0.000415109j 0.00862657+0.00178719j -0.00648677+0.00431867j 0.00722138+0.00339021j -0.00155983-0.00280416j -0.00694699+0.00124334j 0.00754159+0.0073293j 0.00399058-0.00571588j 0.00935431+0.013895j 0.00393997-0.00540553j 0.00195228-0.0135175j -0.00483363-0.0041947j 0.000574116+0.00144484j -0.00898547-0.00808466j 0.00714005+0.0190449j -0.00909374-0.00453717j -0.00167045-0.000793495j 0.00459397+0.0113151j -0.00411818-0.00342827j -1.14238e-05-0.00639586j -0.00262455+0.0064908j 0.0023749-0.00374396j 0.00176117-0.00514434j -0.00369845+0.000819937j -0.00552719+0.00278697j 0.00194352-0.00131869j 0.00371465+0.00449266j 0.00249745+0.00500738j 0.000859729-0.00343356j -0.00816083+0.00224532j -0.000788528+0.00531897j -0.00197682-0.00251671j -0.00212009+0.000731798j 0.00681076+0.00486203j 0.0054254+0.00622771j 0.0103887+0.00676524j -0.0051409+0.00305478j 0.00610535+0.00102287j 0.00766137+0.00511695j 0.000307656+0.004398j 0.000648891+0.00195594j 0.00040382-0.00396294j 0.00413908+0.00728372j 0.000896592-0.00318439j 0.000680134-0.00290344j -0.00433184+0.00542364j -0.010854-0.00962191j -0.000773937+0.004057j 0.00151436+0.00204226j -0.00250128-0.0101709j 0.000532263-0.00275115j 0.0084847+0.000923234j 0.001081+0.00947678j 0.0114426+0.0117306j -0.00387548-0.000946648j -0.00251489-0.00148898j 0.00565566+0.0058194j -0.00660973-0.00387063j -0.00137924+0.00584458j 0.00502277+0.00263082j 0.00498097+0.00654372j -0.00138418-0.00291628j -0.000293211+0.00832704j -0.000776924+0.00564507j -0.0045767-0.00610698j 0.00281428+0.00499375j 0.00759363+0.00320335j 0.00581563-0.00501835j -0.00250415-0.0103605j -0.00142304-0.00782286j -0.0015924-0.00656589j 0.000485283-0.00251795j 0.0017192+0.00102308j 0.00239927+0.00620569j 0.000410858-0.000395233j 0.00379256-0.00132051j 0.00386322+0.000116043j 0.00106444-0.00175187j -0.00726043+0.00234436j 0.00504897-0.00215823j 0.00493402-0.00330089j 0.000833898+0.000969513j 
0.00456858+0.00427685j -0.00438981+0.00405053j -0.0109597+0.00537425j 0.00578461-0.0217445j -0.0168779-0.012808j -0.00589691+0.00412268j -0.000667548+0.00944107j 0.00296663-0.0223774j 0.00446097-0.0282506j -0.00420551-0.0121081j -0.00717075+0.0247971j 0.00420801+0.00927166j 0.00163013-0.00509274j -0.00682703+0.0101339j 0.000703656-0.00110584j -9.76301e-05-0.00637792j -0.00245186+0.00234581j 0.000885745+0.00753737j -0.0062327+0.00328954j -0.0058889-0.00970912j -0.00590765-0.00430669j -0.00771412-0.0106905j -0.00157666-0.00381726j 0.00507786-0.00492782j 0.0036475+0.00283947j -0.0129826-0.0202464j 0.00296591+0.00341795j -0.00755307-0.0136955j 0.00177333+0.00486427j 0.00181241-0.0079968j 0.00250396-0.00945259j 0.00135877+1.66385e-05j 0.0018451+0.0186131j 8.55794e-05+0.00819645j 0.000337895+0.00295943j 0.000832135-0.00587057j -0.000703418+0.00202133j -0.00260183-0.00069975j 0.000120878+0.00540414j 0.00138521-0.00198571j 0.00170912+0.000635608j -0.00308328+0.000613885j -0.000708295-0.000893643j 0.00464221+0.00361385j -0.00345929-0.0044827j -0.0042723-0.00022328j 0.00622337-0.00291778j 0.0055473-0.00065121j -0.00189554-0.000379534j -8.57638e-05+0.000385011j -0.000291191-0.00250843j 0.00377642+0.00987771j -0.00356636-0.0045467j 0.00548969-0.00215569j -0.00546186-0.00553047j -0.00429114-0.00639949j -0.00144147-0.00432742j 0.000937833+0.000795942j 0.00769353+0.00452537j 0.00157162+0.00714555j -0.00350725-0.00515983j 0.00272861-0.00318338j -0.000743604-0.0022585j 0.00140671-0.00265006j 0.00193236+0.00359352j 0.00511057+0.000247427j -0.00159529-0.00404537j 5.15487e-05+0.000926996j -0.00176095+0.00434431j 0.00446198+0.00482806j 0.000720186+0.00510258j 0.000592796-0.00108957j -0.00196825-0.00493113j -0.00317653-0.00280597j -0.00216987-0.00598331j -0.00204473-0.00707228j -0.00145389-0.00395557j 0.00131984-0.00409403j 0.00443174-0.00231854j 0.00482901+0.00953711j -0.00384925+0.00707335j 0.00126316+0.0004913j 0.0057938-0.00379094j 0.00283949+0.000469084j 0.00359425+0.00134378j 0.00418398+0.00528146j 0.000603603+0.00135273j -0.00327307-0.00364037j 0.00580404+0.00547312j -0.000298985-0.0026438j 0.00181133+0.00140311j -0.00269523+0.00446874j 0.00207188+0.00161014j 0.00127252-0.0001163j -0.00166573+0.00044633j -0.00220044+0.000931667j -0.00169394-0.00189048j 
