-0.00425245+0.002009j -0.0143176+0.00158899j -0.028278+0.00232244j -0.00360691+0.00207663j 0.0144916-0.00571876j 0.0174654+0.00672765j -0.0169117+0.00753015j -0.0247767+0.00172163j -0.00707105-0.000648805j -0.00926322+0.000503782j 0.0156789-0.0030425j -0.00212003-0.012448j -0.0348014+0.00181729j -0.000267975+0.0053975j -0.00139819+0.00133756j -0.0101294-0.00346078j -0.00655635+0.00318402j -0.0237977-0.00263546j -0.00602736+0.0115736j 0.0118791-0.00817608j -0.0126345+0.00375608j 0.0304602+0.00467204j -0.0083988-0.000139886j 0.00879057-0.0152587j 0.00440501+0.0055021j 0.0113906-0.000119099j -0.0189033-0.00162956j -0.0337272-0.00139604j 0.00635853-0.00744124j -0.0102804-0.00590412j -0.00255287+0.00893238j -0.00366977+0.0081236j 0.0294374+0.00122432j 0.000269873+0.00620354j -0.0402486+0.00553558j 0.00185157-0.00355223j -0.0105713-0.00600741j 0.0408769-0.0135854j 0.00633012-0.0190955j 0.038386-0.00859936j 0.10876+0.00867527j 0.0723249-0.0252049j -0.0322464-0.0384935j -0.0643821+0.0335591j 0.294227+0.0551729j -0.246897+0.119611j -0.119807+0.0108305j -0.12111-0.0267201j 0.0523261-0.0729157j 0.18696-0.0110582j -0.00358128-0.0123336j 0.0259237-0.0015386j 0.04146+0.007547j -0.00381473+0.0309953j -0.0528072-0.0055691j 0.0694379-0.0207823j 0.0136425+0.00184502j 0.0282808-0.00273618j -0.0142799+0.00339332j -0.0241988+0.0019966j -0.0333462-0.00953174j -0.00814253+0.00381506j 0.00187391+0.00407021j -0.0169696+0.0137606j -0.0388549-0.00110464j 0.0245131-0.00361262j -0.0120554+0.00343917j -0.0197497+0.00630134j 0.00483107-0.0117074j -0.0167188+0.000362672j -0.00722041-0.00237472j 0.00531257-0.0124364j 0.0117668-0.0125627j 0.0153721-0.00623402j -0.00843847+0.00170236j 0.00311447-0.000894607j -0.0324645-0.00342123j -0.0048255-0.00603421j -0.00589915+0.00309293j -0.0169556+0.00599036j -0.0185087+0.00523481j -0.000188484+0.00207539j 0.00249958+0.00194936j 0.0107575+0.00743733j -0.0148795-0.00251361j -0.00633523+0.00216537j -0.000319472+0.0107061j 0.0273541-0.0143184j 0.028654+0.0106154j -0.0220217+0.00986304j -0.00274732+0.000977237j -0.00620828-0.0129021j -0.00453856-0.0193315j 0.00723672+0.00805792j -0.000971397+0.0176859j 0.0310736+0.00989855j -0.0855782+0.0160131j -0.275343-0.0047601j 
-0.00721975-0.00154039j 0.00591541-0.0108553j 0.00517036-0.0135196j -0.0019055-0.00646209j -0.00306034-0.000122869j 0.0121323-0.00867421j 0.00130227-0.000538438j -0.000477123-0.0103363j 0.010395-0.0174027j 0.00310464-0.0143847j -0.0117757+0.00266288j -0.00555061+0.0163617j -0.00048891-0.00976557j 0.000811905-0.00172586j 0.00849281-0.0113361j -0.00342814+0.00336309j 0.00379617-0.0043954j 0.0204498-0.0198121j -0.00444053-0.0045351j 0.0118197+0.00366372j 0.0536919-0.0446122j -0.00181162+0.0144366j 0.0189989-0.0203689j -0.0501786+0.049339j -0.0691923+0.0410326j -0.020523+0.00839337j 0.0948842-0.0862552j 0.186747-0.0620634j 0.0708988+0.0384752j -0.478087+0.0885966j -0.129275-0.0979326j -0.00586875-0.0298895j 0.0362257+0.0752741j -0.0205376-0.0679448j 0.020301+0.259282j -0.0271651-0.0833297j -0.00901478-0.0289854j -0.020683+0.0242175j 0.0129256-0.014488j 0.0222548-0.0377026j 0.0160261+0.00569488j 0.00568211-0.0421118j 0.00251775-0.0110944j -0.0133266+0.0400963j -0.00713339+0.022345j -0.000115417-0.0144953j -0.000981467+0.0112916j -0.00550331+0.00632378j 0.00499386+0.000962641j -0.00368495+0.0082416j -0.00103329+0.0179471j -0.000232667+0.00878743j 0.00168496-0.0019327j 0.00142805-0.00629857j -0.00160752-0.00231807j -0.00182533-0.00230942j -0.00130228-0.000561334j 0.00152674-0.00839449j 0.00105724+0.0106979j -0.00197098-0.00694913j 1.91276e-05+0.000479046j -0.00435136-0.0119498j 0.00149559-0.00706774j 0.00156428-0.00465788j 0.00367622+0.00970792j -0.00420366-0.00853414j 0.00148605-0.00543859j -0.00567266-0.00103782j 0.00608974+0.00170804j 0.0123614+7.64915e-05j 0.0104677+0.00698764j -0.0115328-0.0111491j -0.0169453+0.0210144j -0.00160249-0.00760572j -0.0213075-0.00608183j 0.00526382+0.0236824j 0.00109932-0.0101365j 0.00635312+0.00224307j 0.022443-0.013103j 0.0253132+0.0274784j -0.0484681-0.0228828j 0.0881181+0.0251239j -0.0593307-0.0244146j -0.0463181-0.0114894j -0.0127153-0.00251637j 0.00487368-0.0187676j 0.000545587-0.0498732j 0.0260554-0.0129143j -0.00860679+0.00110814j -0.00259102-0.000466697j -0.00153978+0.00153162j 0.00844857+0.002327j -0.00115182-0.00198657j -0.0126559+0.00214375j 0.00211662-2.81711e-05j -0.0110829-0.00113294j 0.00291463+0.00198845j 0.00441747-0.00100192j 
-0.00452658+0.0123999j -0.0061687-0.000669922j 0.011328+0.00792009j 0.0136736+0.00529656j 0.0025016+0.00783192j -0.000848811+0.00985496j -0.0070144+0.00819929j 0.00171019-0.0188317j 0.0135028-0.00925849j -0.000670736-0.00541196j -0.00176393+0.00555527j 0.0123656-0.0188127j 0.00917118-0.016552j -0.00697243+0.0163111j 0.00247189-0.0143207j 0.0123226-0.016434j 0.00763979-0.000735151j 0.00663472-0.0409363j -0.0270787+0.0396797j 0.0159382-0.0262231j -0.00100264-0.00914117j -0.0243235+0.0427091j 0.00281577+0.00269459j 0.108628-0.0362343j 0.0989772+0.0288301j -0.0398265+0.0250828j 0.25126-0.0765783j 0.0509615-0.128476j -0.0848772-0.0509473j -0.102942-0.0940254j 0.097426+0.0935419j 0.0891643-0.0145692j -0.040656-0.350486j 0.0251106-0.311348j -0.0312079-0.159874j 0.0125542-0.058261j 0.0243779+0.0862265j 0.00250167-0.0349482j 0.0129932-0.0162297j -0.00459501+0.0112446j 0.00960771-0.0156923j 0.0260877+0.0185336j 0.00436658+0.0422422j -0.0298293-0.0297953j 0.00933738-0.0223435j 0.00418161+0.0270258j -0.0106905-0.00836685j -0.0027823+0.00327528j 0.004524-0.0154448j -0.00415804+0.0120852j 0.00102163+0.0200286j -0.00323127+0.00660603j 0.000571335+0.0118349j 0.00464777+0.00396099j 0.00397509-0.00645827j -0.00214527-0.0148662j -0.00143499-0.0116069j -0.00204354-0.00792286j -0.00238238-0.00614063j -0.00104384-0.0140679j -0.00617969-0.00682673j 0.00308418+0.000633851j 0.00486078+0.00301815j 0.000966361+0.00737744j 0.000388498+0.00236766j 0.0028109+0.000202452j 0.00376626+0.0149755j -0.0104364-0.0250108j 0.00494517-0.0110612j -0.017574-0.0401368j 0.00219591-0.00629741j -0.00981695+0.00654987j 0.0205089+0.00576213j -0.00350238+0.00821173j 0.000951108+0.000940906j -0.0116711+0.00163563j -0.000626616-0.0292772j 0.0464375+5.04484e-05j -0.00691843+0.0423569j -0.0259341-0.0197631j 0.00783948+0.00837867j 0.0169228-0.010498j -0.0403289+0.0233828j -0.0427456-0.0342224j -0.024627-0.0230121j -0.0355197-0.0134858j -0.0115341+0.015637j -0.0230201+0.0504006j -0.0220331+0.0273067j -0.00777965+0.000569602j -0.017993+0.00624136j -0.00735611-0.00153898j -0.0124918+0.000602447j 0.0139842-0.000131689j -0.00124606+0.000532054j -0.00557651-0.00053283j -0.000594175-0.00300854j -0.00165741-0.00409232j 
0.0037317-0.00175984j -0.000184005+0.00577709j -0.00164425+0.00978257j -0.00881648+0.00394833j -0.00719994+0.00295041j -0.000759444-0.00380707j -0.00626132+0.0116852j 0.0154671-0.00388342j -0.00396031+0.0064494j 0.00337142-0.0136967j 0.00677576-0.0121304j 0.00168656-0.00971371j 0.0060657-0.00730825j 0.000685307+0.00411545j -0.00856931+0.0136942j -0.0139426+0.0200878j -0.00287568+0.0168449j 0.00359553+0.00308491j 0.00674088+0.0191107j -0.00730268+0.0137649j -0.0202859+0.0190016j 0.0164606-0.00513058j 0.0158933+0.00140306j -0.021531-0.0136398j 0.0561705-0.0336809j -0.0405327-0.0213605j -0.127085+0.0887305j 0.326304-0.129741j -0.0375929-0.0326332j -0.0238365+0.0137697j 0.0995853+0.0037382j -0.0509696-0.030943j 0.00176355-0.316556j 0.0237097+0.410577j -0.00279772-0.00406915j 0.0242831-0.0679158j -0.030875-0.00733973j 0.0162672+0.0133171j -0.00395291+0.0230107j 0.0260671-0.00269242j 0.0316896+0.022725j -0.00291115+0.0132395j -0.00355873-0.0167116j 0.00522454-0.0502081j 0.00267622-0.00745811j -0.0113212-0.0070884j 0.00228181+0.000669396j -0.00330853+0.0113699j 0.00439608-0.00656165j -0.00982535-0.0071694j -0.0031505+0.0165262j -0.00747558+0.00114381j 0.00314713+0.0092295j 0.00421224+0.00538941j 0.000679388-0.00697342j -0.0017245+0.00382871j 5.54318e-05-0.0120461j 0.00122409-0.00122293j -0.0018659-0.00440828j -0.0016196+0.0026686j -0.0026156-0.00184745j 0.00266556+0.0157717j 0.00261737-0.00366609j -9.2749e-05-0.00106136j 0.00229326-0.00196383j 0.0036323+0.0116291j -0.000699462-0.010891j -0.000152137+0.00430741j 0.010049+0.0176228j -0.00619992-0.0106594j 0.000101246-0.0052891j 0.00193514+0.00453802j 0.0142562-0.00436759j -0.00305566-0.0101243j 0.00993736+0.00419313j -0.0154521-0.0121728j 0.0366787+0.0195842j -0.0197249-0.0222312j 0.0747102+0.0239963j -0.0149133-0.00969526j 0.0100645+0.0220901j 0.00842179+0.0102914j -0.0642488+0.00429923j -0.0112716+0.00369801j 0.0108228+0.00273493j 0.0113226+0.00108028j -0.0104809+0.015469j 0.0483063-0.0281927j -0.00597516+0.0371074j -0.0136212+0.00784854j 0.0173804+0.000239716j -0.00680098+0.00524541j -0.00383392-0.00150524j -0.0133083+0.00392932j 0.00531587-0.00201297j -0.00724878+0.000682428j -0.00180064-0.0028558j 0.00392943+0.00109679j 
0.00231819-0.00104669j -0.00560229-0.00860779j -0.00646703+0.00880083j 0.00318767-0.000880531j -0.00270587+0.00954729j 0.00252518-0.00529243j 0.00116035-0.00759692j 0.00817938+0.00148764j -0.00438292+0.0148628j -0.00752557-0.0179954j 0.0111096+0.0162883j -0.0119605+0.0291757j -0.0121739-0.0152994j -0.000961689-0.0160994j -0.00467739+0.00463298j -0.0127774+0.0283612j 0.00167319-0.0121083j -0.024013-0.0262655j -0.0131066-0.0494024j 0.0222543+0.0441087j -0.032205-0.0112204j 0.0671954+0.0228955j -0.0161112-0.0298323j -0.00420954+0.104469j 0.135948+0.0462238j 0.039707+0.0133398j -0.217762+0.012106j 0.124519-0.119069j -0.0780783+0.135809j 0.18001-0.122733j 0.0505503+0.0501397j -0.0420719+0.205411j -0.0929438-0.0195113j -0.0934873-0.245354j 0.0558322+0.340846j 0.00321037-0.0646597j -0.0052164+0.0566447j 0.016426+0.0250915j 0.0051069+0.00880998j -0.0045743-0.0277224j 0.0066857+0.0264378j -0.00695708-0.00133378j 0.00614804+0.00264264j 0.0183023-0.00100235j 0.00270217+0.00553607j -0.0112183+0.0135553j 0.00151368-0.0116846j -0.000478009-0.00281261j 0.000602914+0.00400542j -0.00439324+0.0119758j 0.00351418+0.0130241j -1.15454e-05+0.00526539j 0.00892464-0.00761445j -0.00171929-0.00868487j 0.00516374+0.00899777j -0.00214973-0.00362676j -0.00168723-0.00829636j -0.00141723-0.0205842j 0.00158638+0.00211795j -0.00443887-0.0159072j 0.00193072+0.00331019j 0.00284716+0.0103682j -0.00257463-0.011125j 0.000227452-0.000896512j 0.00655269+0.0118018j -7.32441e-05-0.00720714j 0.00708204+0.0075574j -0.00267888-0.0125041j -0.010051-0.00122958j -0.00280698-0.0147808j -0.00163624-2.41774e-05j 0.00189366+0.0108822j 0.0100293+0.00409244j -0.00900764+0.0120055j 0.0193904+0.0227381j -0.00997499+0.00558128j 0.0439832+0.0119179j -0.0404335-0.0504451j 0.0383043+0.00379305j -0.00978352+0.034036j 0.0273035-0.0304697j -0.0408596+0.00602179j -0.0113095+0.0171376j 0.0221151-0.00731553j 0.0237729-0.0269847j 0.041418-0.0219745j 0.0366407-0.053846j 0.00530261+0.00616898j -0.0139565+0.0128243j -0.00719621+0.00838675j 0.0057172-0.000879112j -0.0247316+0.00778591j 0.00370193-0.000231855j -0.00272774+0.00245601j 0.00629552-0.00197635j -0.00870002-0.00423668j -0.000560016+0.00192991j -0.0032148-0.00063967j 
0.00297317-0.004089j 0.013066-0.00449992j -0.00196295+0.00242063j -0.00308272+0.00655724j -0.0105874+0.0165062j 0.0089868-0.00901875j 0.0161406-0.00720736j 0.00546026-0.0036915j -0.00283968+0.000869763j 0.00558634-0.0161611j -0.00800512+0.0107487j -0.0213421-0.0038794j -0.0086364-0.0298108j 0.0219426-0.00566115j 0.0152153+0.000667757j -0.0147904-0.0122781j 0.00839728-0.00992173j 0.0324193-0.00771716j 0.0504082-0.0307691j -0.00797829+0.00825101j 0.0291592-0.0300943j 0.0464565+0.0285945j 0.0132704+0.0275775j -0.286538+0.0597165j -0.0777448+0.0881468j -0.0438465+0.0106736j -0.105009+0.179387j -0.0716644-0.0114426j 0.376156-0.169203j -0.0504586+0.0445278j -0.0331587+0.0859605j 0.0227349+0.188393j -0.065484-0.163017j 0.0146955-0.107685j -0.044361-0.083663j 0.0038599+0.068647j -0.0108885+0.0661628j -0.00329044+0.0125932j 0.00732051-0.00402679j 0.0326109-0.0208629j 0.00413389-0.000477525j -0.0028647+0.0265775j 0.00765038+0.0157891j -0.0029206-0.030897j -0.0225993-0.00421141j -0.00176224+0.00942583j 0.0122521-0.0234098j -0.0112935+0.0139551j -0.00391823+0.00753134j 0.00383099-0.00211119j -0.00340329+0.00938524j -0.00501591+0.00293865j 0.00520472+0.00142029j -0.002111-0.00829503j -0.00127245+0.0120294j 0.000487393+0.00819745j 0.00197381-0.00706857j 0.004347+0.000809249j -0.00390943+0.000867143j -0.00235523-0.00634097j 0.00370765+0.0124924j 0.00365852+0.011969j -0.0039762-0.0144845j 0.00529591+0.00958796j 0.00192763+0.00664774j 0.00271927+0.000561071j 0.000429194+0.00334761j 0.00725715+0.00266726j 0.00659168+0.00328081j 0.0156268+0.0166962j 0.00483968+0.00331483j 0.0207271+0.0203743j -0.0316552-0.0305256j -0.0146541+0.00315804j -0.00123145-0.00664256j 0.05127+0.0085791j -0.00647958-0.00710575j -0.0138497-0.0214772j 0.0244732+0.0314172j 0.0786206+0.0237082j 8.23152e-05-0.0167487j 0.0359493+0.00386828j 0.00392195+0.0158963j 0.0200494+0.0106626j 0.0601386-0.0171556j 0.00620128+0.00105895j -0.0397706+0.0120649j 0.00285824+0.0183188j -0.000965067+0.0100737j 0.000779938+0.00494947j 0.013515+0.000851825j 0.0193413-0.000658009j -0.00311002+0.000913887j -0.0150529+0.00267702j -0.00512919-0.00113711j 0.00177223-0.000232142j -0.00787152-0.000269572j 0.00539708-0.00114324j 
0.00852448-0.00556039j 0.00115505+9.24133e-05j 0.00309822-0.000930136j -0.000516012-0.0043204j -0.00765268+0.0119642j 0.00559727-0.00578837j -0.00674887-0.00364476j 0.00632726-0.0191086j 0.00180682+0.00320749j -0.00626711-0.00603524j 0.0158656-0.00170677j -0.0196759+0.0157661j 0.0056834-0.0183553j 0.00840703-0.0127807j -0.00211851+0.00236586j -0.0240207+0.0153927j -0.00461248-0.00245883j -0.0294752-0.0169734j 0.0126236-0.0311072j -0.0331993+0.0218764j -0.0371261+0.0238125j 0.0941137-0.0419765j 0.0109399-0.0098691j -0.123098+0.138274j 0.276562-0.0659245j -0.0902982+0.0679845j 0.268804+0.00876723j -0.0875493-0.221768j 0.152362-0.140531j 0.124704-0.0840301j -0.060406-0.079853j -0.123051-0.231133j -0.0588254+0.087349j -0.0387866+0.0717594j -0.00720274+0.0959718j 0.010481-0.00162318j 0.0156508+0.0179455j 0.00861263-0.00905325j -0.0020964-0.0143891j 0.0045521-0.0393899j -0.00311947-0.0153972j 0.00417854-0.0156145j 0.0178502-0.0196853j -0.00395991+0.00587406j 0.00119171+0.0100679j 0.000829639+0.0206077j 0.00309477-0.00986819j -0.00528648+0.011196j -0.000998741+0.000234201j 0.00302699+0.0257274j 0.000701014+0.0145585j 0.00424488+0.00414124j -0.00132505-0.0140419j -0.000327917-0.00796014j -0.00239027-0.0173995j 0.00497421+0.0197021j 0.00118067+5.87888e-06j -0.000126057-0.0011594j -0.00324171-0.00160493j -0.000908507-0.000319254j -0.00423662-0.000722907j 0.00379612+0.0101869j -0.00122017-0.0116662j -0.00645033+0.00325894j 0.000560927+0.00193544j 0.00576129+0.0042297j 0.00279766-0.00676757j -0.012021+0.0117921j 0.0107395+0.0208201j -0.0219292-0.0119638j -0.00712518+0.00127614j 0.0223406+0.0244777j 0.000177592+0.0298779j -0.0227335-0.00410101j 0.038349+0.0154126j -0.00481662+0.0222614j 0.0558222+0.0386124j 0.0298106+0.000361267j 0.00647303+0.0402444j 0.0240782+0.00948878j 0.0613047+0.0261595j 0.0259181-0.00239658j 0.0453715-0.0440852j -0.0161683-0.0175187j -0.00935476+0.0329861j 0.0084381-0.00397647j 0.0221134-0.0129426j -0.026873+0.00256414j 0.00926877-0.00779841j 0.00698443-0.00334586j 0.000430055-0.00118582j 0.00343898+0.00121292j -0.00428899+0.000103303j 0.00188758+0.00364982j 0.00248948-0.000176434j 0.00530035+0.00166743j -0.00246507+0.00389421j 0.000268864-7.85419e-06j 
-0.00967913+0.000186813j 0.00144957-0.0109114j -0.00165041+0.0020171j 0.00778339+0.00328151j 0.00120136+0.0104078j 0.00512375-0.00539955j 0.00726452-0.00657441j -0.00169765-0.00296295j 0.00702995-0.00068163j 0.00090133-0.00146761j -0.00777064+0.00946909j 0.00059139+0.0120073j -0.00136043-0.0131539j -0.000623627-0.002711j 0.0119263-0.0189712j 0.0189871-0.00362711j 0.00853606-0.0258017j 0.0178835-0.0273949j -0.00390659-0.0347326j 0.056464+0.0195375j 0.0373422-0.0357061j -0.0250077+0.0369892j -0.0147752+0.0288531j 0.0368245+0.117205j -0.076911+0.0504615j -0.163843+0.0220252j -0.159312+0.000855753j -0.0975586+0.000594953j 0.0217833+0.0953626j -0.0315924+0.0392277j 0.0850701+0.420534j 0.001041-0.39989j 0.00518019-0.012854j 0.00531706+0.00333187j 0.0374058+0.0802854j 0.00268343-0.00363786j 0.000601341+0.0421544j -0.0183571-0.0119749j 0.0183479-0.00141138j 0.0011526-0.0204631j -0.00696017-0.00121227j 0.00372168+0.00830694j -0.000254619+0.0123096j -0.00337917+0.00536136j -0.00944052+0.00788619j 0.00429527+0.0230761j -0.00199834-0.0238414j -0.00487515-0.00226194j 0.00210279+0.0095963j 0.00510527+0.0148585j -0.000921845+0.00219205j 0.00155034-0.00208892j -0.000458798-0.0069156j -0.00363216-0.00715135j 0.00319538+0.00413295j -0.000442091+0.00485484j 0.00100328-0.00599639j -0.00189086-0.00615339j -0.00126512-0.00371844j -0.00207227-0.00751973j 0.00381941+0.00934831j -0.000276135+0.00381632j 4.76062e-05+0.000451253j -0.00110664-0.00588565j 0.00761449+0.0189501j -0.000956478-0.0104301j 0.0018955-0.00245005j 0.00736561-0.00582948j -0.00112842+0.00124564j 0.0170619+0.00643733j -0.00600714-0.00937758j -0.00803176-0.00832385j -0.00867175-0.00389013j -0.0212847+0.011286j -0.0027589-0.0113882j 0.0145598+0.0166997j -0.0308932+0.00803194j 0.00418472-0.0437025j 0.0184419-0.00573569j 0.00332207+0.00567977j -0.0251824-0.0444234j 0.000634362-0.00210765j 0.00139339+0.0160584j 0.0287213-0.0630818j 0.00148923+0.0192453j -0.0182251+0.0144401j -0.00255984-0.00975403j -0.00495921+0.0125335j 0.00634239-0.00294174j -0.00501484+0.00477537j -0.0119339+0.00354415j 0.00371792-0.000429567j 0.00390173+0.000785509j 0.00588517+0.000734471j -0.00464337-0.000582858j -0.00489669-0.00104805j 0.00238439+0.00214354j -0.000660675-0.000492214j 
-0.00633246+0.00215894j 0.000914948-0.000428957j 0.00546151-0.00724235j -0.000665128+0.000615455j -0.00217789+0.00181566j 0.00579988-0.00735818j -0.00328101+0.0094525j -0.000892869-0.0128338j 0.0137819-0.0195574j 0.00592342+0.011007j -0.0032217-0.0138167j 0.0143694-0.0164937j 0.0165661-0.0281697j -0.00729689+0.0178835j 0.0196073-0.00375981j 0.0209464-0.00147035j -0.00640056+0.00734261j 0.0193141-0.0153532j 0.0046415+0.034065j 0.0229959-0.0199332j 0.0269749-0.00215026j -0.0915106+0.00492628j 0.00275805-0.00846004j 0.0251765-0.0102492j 0.102058-0.100646j -0.408833+0.17705j -0.0415153-0.0208622j -0.10672-0.140993j -0.0782564+0.103794j 0.0617473+0.333441j -0.0100378-0.0459463j 0.0817655+0.206591j 0.0446595+0.0139278j 0.0244116+0.00897631j 0.000555838-0.0117487j -0.0181095+0.0445061j -0.00133626-0.0278392j -0.0108082-0.00351715j 0.00811587-0.0238756j 0.00982117-0.0303718j 0.00627585-0.0280893j 0.00800088-0.0191638j -0.000929065-0.00984408j -0.0108064+0.0129659j -0.00112051+0.00585497j -0.00100182-0.00554553j 0.00026144+0.00205825j -0.0040748+0.0223691j 0.000737257-0.0163233j 0.00249858+0.0138811j -0.00392258+0.0130176j 0.00160962-0.00645925j -0.00508903+0.00338992j 0.00055686+0.00775604j 0.00110159-0.00460357j 0.00168761+0.0124724j 0.000185289-0.00697296j 0.00307217-0.000375261j 0.00366522+0.000992476j -0.00141099-0.00200201j -0.00479632-0.0138013j -0.00282817-0.0126221j 0.00269554-0.00490925j -0.0063322-0.0136252j 0.00287895+0.00448973j 0.00579751+0.00861617j -0.00444054-0.0192271j -0.00663192-0.0290659j 0.0173535+0.0227519j 0.00278046+0.0108426j -0.0138928+0.000380683j 0.001175-0.0136794j 0.0131376-0.000907134j -0.0558169-0.0230661j 0.0185287-0.0068971j -0.0135484-0.0334509j -0.00361699+0.0158629j 0.033144+0.0160659j 0.0517523+0.0360467j -0.0186468+0.000551319j -0.0314234-0.0229865j 0.00745688+0.0395171j 0.0238959-0.0333091j -0.0225364-0.00471562j -0.00270353-0.0170886j -0.0227235+0.0061368j -0.000679082+0.00104967j 0.000199201+0.000645214j 0.0144842-0.00585129j 0.00156823-0.00099341j -0.00760818+0.00156271j 0.0100014+0.000377538j 0.00438457-0.000307761j -0.00151518+0.000185681j -0.00121311+0.00108098j -0.00183038+0.00353927j 0.00246312-0.000144423j 0.00241594-0.000831418j 
-0.00285999+0.0113935j -0.00456911-0.00451439j 0.000304023-0.0130315j 0.000522754+0.00199444j -0.00222072+0.000873012j 0.00227698-0.00139508j 0.0138901-0.013205j -0.00111813+0.000535418j 0.00699185-0.0201963j 0.00617034-0.00677163j -0.00529467+0.0161197j 0.00397544-0.0109986j -0.0127628-0.000616147j -0.0107767-0.014383j 0.0121842-0.0284027j -0.0056373-0.0509181j 0.000737659-0.0238711j 0.0119413-0.0448813j -0.0123272-0.00614092j 0.0229173-0.0541138j 0.0118618-0.085719j -0.0328319+0.0784424j 0.000870733+0.0562209j 0.000335995-0.0583978j -0.0679166+0.07762j -0.0786852+0.088441j -0.298676+0.0161376j -0.0875963-0.0432728j -0.137852-0.219296j 0.0217928-0.0536696j -0.060992-0.357331j -0.0247702-0.24251j -0.0376804-0.129483j -0.01602-0.113952j 0.00399671+0.000846348j 0.0209366+0.00361646j 0.00611292+0.00587569j -0.00123261+0.0339352j 0.0101371-0.0126046j -0.00306566-0.0141201j -0.00592382-0.0144465j -0.00230538-0.0413053j -0.00421869+0.0255513j 0.0113127+0.0394347j -0.00588281+0.0234998j 0.000210316+0.00425243j 0.00286144+0.00903316j -0.000444041+0.0047894j -8.78482e-06-0.0010697j 0.00429744-0.00794985j 0.0050792+0.0141414j -0.00129879+0.00842131j 0.00325562+0.0155405j -0.00044046+0.000587997j -0.000664595-0.00709073j -0.00347422-0.00414319j -0.00364661+0.000717416j 0.000487997+0.0103988j -0.00151456+0.0104307j -0.00083926-0.00615209j 0.00335778+0.00439483j -0.0052769-0.0133231j 0.000821606+0.00435218j 0.00282269+0.00131183j 0.00324421+0.00454248j 0.00402964-0.00808821j 0.00202517+0.0114507j 0.00164127+0.00925664j -0.00757724-0.00051718j 0.0155986+0.000518589j -0.00806903+0.00490141j -0.0111594-0.00660829j 0.0027178+0.0454467j -0.0162707-0.0285165j -0.00353968-0.0277705j -0.000877155+0.0611608j -0.0171351-0.0407485j -0.0378409+0.056489j 0.008365+0.0259027j -0.00790566-0.00277179j -0.0449622+0.0164453j -0.00692318-0.0139545j 0.0254076-0.0368751j 0.0232383+0.000826955j 0.00947873+0.0104849j 0.0285403-0.0437149j -0.00132267-0.0139025j -0.00356775+0.00747145j 0.00416349+0.00468449j -0.00341588-0.00266741j 0.00793352-0.00172171j -0.00557346-0.000397009j 0.000926806-0.000238329j -0.00562912-0.000524982j 0.00680092+0.00399793j -0.000504979+0.000216141j 0.00132484+0.00183682j -0.00489164-0.00203178j 
0.00227215-0.00102321j 0.0037852-0.00308896j 0.00195722-0.0122366j -0.00384037-0.00762786j 0.00162867-0.00181307j -0.000819926-0.000298853j 0.0059089-0.0162324j -0.00648527+0.0061868j -0.00159015-0.0236585j 2.88807e-06-0.00126802j -0.00175322+0.00849971j -0.00573668+0.0151692j -0.0208704-0.0199705j 0.00350175-0.0148812j 0.01514-0.0166711j -0.0186873-0.00801469j 0.00953189-0.00288083j 0.00292163-0.0267561j 0.039111-0.01673j -0.0288228+0.00316675j 0.0430962-0.0281394j -0.0332393-0.00496346j 0.00183193-0.0297375j -0.0537081+0.030551j 0.172739-0.083821j 0.0784724+0.0713667j -0.0724681-0.436407j 0.139106+0.250778j 0.0544696-0.237677j 0.0942108+0.175532j -0.0197252+0.117011j -0.0136643-0.0249968j 0.000764866-0.046282j -0.00582673-0.0397752j -0.0186444+0.0019093j 0.00294831+0.026547j -0.00648807-0.035145j 0.00843377+0.0150816j -0.0065935-0.0174494j 0.00498952+0.00298221j 0.0068679+0.0133894j -0.00422358-0.034065j 0.00185213-0.00622215j 0.00628865+0.0431823j 0.000121428+0.0169337j -0.0107374-0.0173672j 0.00514384+0.00833675j -0.000464455+0.00368626j 0.000158963+0.010942j -0.00236363-0.0132962j -0.00195789+0.00810897j -0.00346011-0.0149233j 0.00228664+0.0154489j 0.00239645+0.0046157j -0.000328933+0.00502052j -0.00279075-0.0104285j -0.00392557-0.0112299j 0.00205035+0.00195687j 0.00141515+0.00313269j 0.000987722+0.0132483j -0.00171717-0.00402486j -0.00338032-0.0020759j 0.00284016+0.00699928j -0.00662285-0.0251355j 0.000688329+0.000627877j -0.00108013+0.00650334j 0.00327643+0.0155812j -0.0086776-0.0211097j -0.00147478+0.0113001j 0.00163014-0.0119572j 0.0135004+0.0168158j 0.00270824-0.00786826j 0.0134926-0.02824j -0.0096505-0.0290921j 0.0113639-0.00465385j 0.00731147+0.0289346j 0.0596916-0.0149347j -0.0145132+0.0631533j 0.0280619-0.0388362j 2.66209e-05+0.0290798j 0.0119672-0.00025913j -0.0119271+0.0334801j -0.00883476+0.0245316j -0.00177847-0.0164795j 0.0200062-0.0123601j 0.017505-0.0198001j -2.55767e-05-0.00313661j 0.0167724-0.0135326j 0.000618505+0.00378201j -0.0023453+0.00256189j 0.0105608-0.00271976j -0.00766969+0.000871847j 0.00231002-0.000299079j -0.0121478-0.000444327j 0.00196739+6.76984e-05j -0.00377353-0.002538j -0.0011885+0.00115552j 0.00303724-0.000877339j 
