0.0142359+0.0301485j 0.0233521+0.0784643j -0.0312154+0.0476603j -0.00296171-0.0696216j 0.0235022-0.0128081j -0.0199614+0.073866j -0.0204299+0.0533461j 0.0504426-0.00804301j -0.0233996+0.00995386j 0.0193264-0.0151856j 0.00850476-0.00388688j -0.0452127+0.0731687j 0.0349043+0.027952j 0.0230191-0.0143458j 0.00828993+0.000603839j -0.00686391+0.00303243j 0.0292338-0.00555948j 0.0255222-0.0260817j 0.0244564-0.0193744j -0.0157891-0.0205776j -0.0264271+0.0122623j -0.0283254+0.00429939j -0.00952192-0.000900538j -0.034731+0.016183j -0.0185086+0.0215289j -0.00240163-0.00959663j -0.0243155-0.0104877j -0.00492191-0.00783807j 0.00245871-0.00170271j -0.00964487+0.00487035j -0.023428+0.0137992j 0.0201891-0.00647882j -0.0286257-0.0307619j -0.00344071-0.0188418j -0.00191241-0.0136478j 0.0280165-0.00223341j -0.0213753-0.0286567j 0.0244519+0.0551225j 0.00114386-0.0420727j 0.0102776-0.0732341j -0.0552397+0.0276929j 0.0116972-0.0876019j -0.0346405-0.0480514j -0.191315+0.141487j 0.0183236-0.20766j -0.311703+0.188134j 0.0542859+0.0180843j 0.013296-0.135021j -0.170293+0.13913j 0.027009+0.0540307j 0.0208347-0.0246911j 0.00640678+0.00564143j -0.000424196-0.0462808j 0.0710424-0.0662874j -0.0149097+0.0328493j -0.0385559+0.0185271j -0.00400813+0.00964521j 0.00816361+0.00661241j -0.0132167+0.00297445j 0.00551609+0.0113136j 0.0197861-0.0279669j -0.0149996+0.00890441j 0.00230052-0.00259467j -0.031629+0.0218419j 0.00437505+0.013691j -0.0123459-0.00117894j 0.00196727+0.0020725j 0.0189693+4.1386e-05j 0.0167912-0.0177824j -0.0182833+0.00424659j 0.0053698-0.00600023j -0.0168497+0.0215691j -0.0192139+0.0075264j 0.0080507-0.0044074j -0.00174613+0.000128678j -0.00153872+0.00254252j -0.00227745+0.0185109j 0.0149437-0.0111048j 0.0156584-0.0123475j -0.0135857+0.00153742j 0.0132819-0.0115051j 0.00287549-0.00192842j -0.00263113+0.00442457j 0.0126576-0.0095934j -0.00693556-0.00765125j -0.00112941-0.00302026j 0.0215459-0.0286671j 0.0202927-0.0167457j 0.0084757-0.00604729j 0.0183917-0.00315969j -0.0025325+0.00931358j -0.0231722+0.0150474j 0.0119953-0.0369771j 9.65904e-05+0.0057193j -0.0644026+0.125781j -0.0907689-0.0151369j -0.0840515+0.125488j 0.0640148-0.0223207j 
-0.00635347+0.0363008j 0.0132835-0.00512685j -0.00903613+0.0228802j 0.0776948-0.00949492j 0.0440921-0.00165509j 0.0857386-0.0229251j 0.0162118-0.0585412j -0.0039902+0.08901j 0.00572433-0.0929535j 0.164412+0.0219171j -0.056794-0.0406354j 0.0326166+0.152821j -0.0500151-0.0311103j -0.00867197-0.0473099j -0.124435+0.127977j -0.0970338+0.0722897j -0.00446851+0.0442283j -0.00951327+0.0132269j 0.0905646-0.0381261j 0.121978-0.0272967j 0.035228+0.115348j -0.173174-0.0456761j -0.138612+0.230637j -0.0364259-0.151676j -0.0404515-0.00154756j -0.0768625-0.0689376j 0.0781088-0.120773j 0.0425604-0.0484849j -0.0110326+0.0496231j 0.143383-0.0559222j -0.0286918+0.0783628j 0.0256674-0.111912j 0.00748134-0.0223196j 0.0756762-0.00211862j -0.103764+0.116951j -0.12004+0.0766705j 0.0690618-0.0539557j -0.0199972-0.0207029j -0.00592291-0.00108454j 0.0705543-0.0834378j 0.00264469-0.0320069j 0.0316324+0.0226195j -0.0564094-0.00546018j -0.013842-0.0161028j 0.0431878+0.026964j -0.00124183+0.00058956j -0.0242513+0.0032419j -0.0208067+0.0146762j -0.0157198-0.0181218j -0.00597307-0.0587352j -0.00878807+0.0192248j -0.0427926-0.0061273j 0.00943703-0.0238073j 0.00079658-0.00462284j 0.00679518+0.0122985j 0.00173349+0.0240934j -0.00582449-0.0219304j 0.00132527-0.00631196j 0.00380233-0.0208325j 0.0135373+0.0163661j -0.0219611+0.0143805j 0.00104188-0.00357456j -0.0168233+0.0133377j 0.0205361+0.0067296j 0.0118843-0.00781669j 0.00159532-0.0141383j -0.00775051-0.00797466j -0.028062+0.0105082j 0.0158016+0.0155166j -0.00233811-0.0104093j -0.0150692+0.0118565j -0.00471115+0.00646897j -0.00773017-0.0186441j 0.00181781+0.0171609j 0.0229429-0.000451683j -0.00142677-0.000443894j -0.00822811-0.00501367j -0.00631892-0.0341645j 0.00654672+0.0171221j 0.00685545-0.0119899j -0.0127572-0.00819207j 0.0148188+0.0062539j 0.00879717-0.00358022j -0.00346068-0.00216806j 0.00175733+0.0083124j -0.00376242-0.00483545j 0.00382295+0.00279798j 0.00788152+0.00167043j 0.000394713+0.0107158j 0.00613827+0.00190568j 0.00303053-0.00412934j -0.00414146+0.00060959j 0.00409095-0.00429503j 0.000885938+0.00579555j 0.000260793+0.00494986j -0.0039891-0.0084713j -0.00682386-0.011193j -0.00279342-0.0089379j 
0.00549419+0.0336661j -0.00302477+0.0201927j -0.0127854+0.0770088j -0.0269586-0.0391769j -0.0391772-0.0396304j 0.0214991+0.0509968j 0.183339-0.0290972j -0.0143648+0.0335355j -0.09011+0.044247j -0.140747-0.04806j -0.0493785+0.0579736j 0.0164445+0.0375308j 0.0920893+0.0794106j 0.0137079-0.0454318j 0.109279-0.0959079j -0.0450153+0.0387629j 0.0274602+0.0344623j 0.0997651+0.0429127j 0.0534997-0.0726203j -0.238671+0.0140414j -0.018391+0.0783099j -0.0921574-0.0104469j 0.0357141+0.0567296j -0.0737625-0.186274j -0.133465-0.0154112j -0.0118338-0.0230878j -0.123438-0.0692342j 0.146622-0.0557617j 0.050752+0.00270359j 0.0183222-0.0941463j -0.0562457-0.0570399j 0.163443-0.0893585j 0.122264+0.121371j 0.0470898+0.00382823j 0.0991099-0.13618j -0.0254165-0.0330564j 0.0546501+0.048729j 0.0399542-0.0299048j 0.000137996-0.0728967j -0.000487941-0.00641703j -0.038783+0.0318783j -0.00360882-0.0132129j 0.00343857+0.0596659j -0.00964961+0.0561444j 0.0429905+0.021162j -0.0132527-0.0254756j 0.0211439+0.0152597j 0.0182295-0.0182786j 0.0418131-0.0202552j 0.0241611+0.00353345j 0.0194779-0.010156j 0.0159131+0.0184515j -0.0105459-0.0164739j -0.01548+0.0103309j -0.0205626-0.000145133j 0.0124535-0.0051012j -0.0314896+0.0167117j -0.0120238-0.00860509j 0.0186124-0.0325955j 0.00481784-0.0112821j 0.00968989-0.00743784j -0.0142998+0.000671963j 0.00561893-0.00861481j 0.0264584+0.0157886j -0.0158361+0.0244611j 0.00741094-0.00478877j 0.0111735+0.0276348j -0.0166163-0.0129179j 0.00276276-0.0150259j 0.0239389+0.0221043j -0.000250993-0.00224421j 0.0153262+0.0115875j -0.0106154+0.00044569j -0.017771-0.0172227j -0.00671026+0.00675315j -0.0169792+0.0010522j -0.0101362-0.00436316j 0.00331297-0.000538916j -0.00445381-0.00778432j -0.00557711+0.00314812j 0.0115584-0.00180982j 0.00673154+0.0269145j 0.00658679+0.00167383j 0.00213781+0.0106027j -0.00863638+0.000593413j -0.0069178+0.00288952j -0.00385755-0.00107649j -0.0190343+0.00962589j -0.000671097-0.0108816j -0.00797004-0.0033406j 0.014497-0.00155886j -0.00993018-0.00701174j 0.00037129+0.00647247j -0.0129593+0.000372884j -0.0125998-0.000393532j 0.00578054+0.0122415j 0.000854056-0.000541777j -0.00548366+0.0070049j 
-0.0115078+0.0165003j 0.00952008+0.00318719j -0.0259682+0.00819212j 0.0138365-0.0112246j -0.13073+0.0313121j -0.039161-0.0874123j -0.0556349+0.0405523j 0.029637-0.00552964j 0.11277+0.0841518j 0.0837642+0.130042j -0.112461-0.0284281j -0.0945216-0.00065519j 0.0342706+0.00171631j -0.125998+0.00575966j 0.0995031-0.137868j 0.0658972-0.0414649j 0.0986189-0.0186046j -0.0271862+0.121218j -0.0985014+0.0137834j 0.0344759-0.238274j -0.198976+0.138709j 0.0481398+0.149631j 0.0904111+0.114393j 0.0873767-0.190396j -0.139271+0.0782489j -0.0495945+0.13256j -0.0607166+0.0176496j -0.0824627-0.0255352j -0.0328694+0.0359693j 0.108698-0.142198j 0.0396737+0.0554129j -0.0803715+0.0333142j 0.0750642-0.0782854j -0.0722922+0.10824j 0.0135826+0.0245404j -0.0539038-0.0554283j -0.0152328-0.0517581j -0.00871002-0.0128131j -0.0156003-0.00469626j 0.0708873-0.00879034j 0.0304009+0.0117312j 0.000460664-0.0260792j 0.00226848+0.0122557j 0.0332915+0.00831654j -0.0074061+0.0148736j 0.0229389-0.032998j 0.0534074-0.020498j 0.0235777+0.0386239j -0.0158139+0.0071979j -0.00797507-0.0128722j -0.0211082-0.0173048j -0.0145039-0.0254295j 0.0361023+0.0265739j -0.0121544-0.00126729j 0.0182872-0.011231j 0.0213957+0.0071841j -0.0355008-0.00832588j 0.0176769+0.0234058j -0.0121984+0.0192641j -0.0174478-0.0136516j 0.0075502-0.00789048j -0.00765217+0.022811j 0.00367332-0.0152666j 0.0130268+0.0268723j -0.0246093+0.00837168j -0.00407394+0.0186064j 0.0179421-0.00717087j 0.00960709+0.00958586j -0.0073843-0.00325738j 0.00549987-0.00302695j 0.0356348+0.000146027j 0.000333031-0.0121318j -0.00675223-0.00437584j -0.00329791-0.0207398j -0.00278907-0.00448753j -0.0046102+0.00219577j -0.0109865+0.00503776j 0.00811755-0.000240608j 0.0136326+0.00646144j 0.0092664+0.0100938j -0.00512879+0.00375444j 0.00101119-0.00546719j 0.0100867+0.00199348j -0.00594054+0.00253298j -0.00143247+0.00246525j 0.00101151-0.00552813j -0.000816648-0.00231431j 0.00181946+0.00353773j 0.00342922+0.00288748j -0.00146926+0.00509411j 0.00252409-0.00176837j -0.00118166-0.000118564j 0.000833501+0.00430163j -0.00954003-0.00217232j -0.0104615-0.00538525j 0.000313009+0.0106951j -0.00139382-0.00507511j -0.00463594-0.00697869j 
-0.00711686-0.00584197j 0.00451902+0.0444573j 0.0621944-0.0128948j 0.0311535+0.0146836j -0.0441186+0.00189172j -0.0428677+0.0528342j 0.0823007+0.0143508j 0.103098-0.0322417j 0.0353078-0.0610977j 0.10852+0.107413j -0.0541427+0.0322671j -0.0460044-0.0295388j -0.0677595+0.0329263j 0.0390689-0.0303601j -0.114324+0.220238j 0.0584515-0.0365568j 0.0750792+0.0508229j -0.121206+0.118393j -0.153585+0.0379002j 0.0208037+0.0689214j 0.0817445+0.0606453j -0.106463-0.120149j 0.00291125-0.00380599j 0.0482209+0.0946778j -0.0757868-0.0694508j -0.011057+0.0641769j 0.0413188+0.0151972j 0.0843965+0.129285j -0.0183952-0.0274273j -0.0253958+0.133263j 0.00696408+0.0138997j -0.0522211-0.0195332j 0.0677795-0.116979j 0.0519471+0.0475577j 0.135784+0.0459078j 0.0975501+0.00842798j 0.0253632+0.00905284j -0.00571994-0.0271766j -0.0131433+0.0263525j -0.081891-0.0213498j -0.00993339+0.0316094j -0.00181843+0.0505016j -0.0417996+0.0266233j 0.0476128-0.0214698j 0.0252944+0.0385406j -0.00134328+0.0262592j 0.00957079-0.00626018j 0.0038431-0.0139872j 0.0346406+0.00853452j -0.0358216+0.00466992j -0.0283555+0.0168676j -0.0255845-0.0428054j 0.0342516-0.00124621j 0.00496112+0.0176226j 0.000462016-0.0161011j 0.0183633+0.0214059j -0.00225211-0.0188842j -0.00116271+0.00841564j -0.0036737+0.0263124j 0.0074137+0.0216066j -0.00503565-0.0264513j 0.00737446+0.00368071j 0.0138303+0.00927502j 0.0109922+0.0012546j 0.0238037+0.00774962j -0.0121035+0.00278147j 0.00822648-0.00399205j -0.00724084+0.00553648j -0.0153903+0.00118116j 0.0111109+0.0142642j 0.00495463+0.00575714j 0.00976187+0.00749102j -0.000364201-0.00590088j -0.00278439-0.00185095j -0.00765695-0.00294113j 0.00317499+0.00764223j 0.0167769-0.018479j -0.00503057+0.00309262j -0.00940814-0.00160069j 0.00317697-0.00301809j 0.00440766+0.00828552j -0.0140559-0.00322342j 0.00373478-0.00811847j -0.0123886+0.00497081j -3.18679e-05+0.00405422j -0.0145333+0.0160296j 0.0035191+0.00587646j 0.000130132+0.00595922j -0.00805487+0.00612262j 0.00360376+0.0068651j 0.00710306-0.00249966j -0.00970376-9.86453e-05j -0.00638379-0.00141179j -0.00371572-0.00170726j -0.00545381-0.00686987j 0.00349579+0.00669797j -0.00216055-0.00158416j -0.00864127-0.00916426j 
-0.00936366+0.0195614j -0.00419303+0.00498386j -0.0170259-0.00794946j 0.0551598-0.026385j 0.0494894+0.00139956j -0.0267772+0.0216434j -0.0458478+0.04116j 0.101562+0.0565211j -0.107176-0.0179491j -0.102126+0.0475931j 0.0858215+0.0672456j -0.0320617-0.00882274j -0.0588319+0.0101657j -0.0428748-0.0953068j 0.0143336-0.0699288j 0.0220133+0.0979436j -0.0288001-0.0839955j -0.0814297-0.0967825j -0.0239725+0.0619032j -0.0393731-0.0442965j 0.0636939-0.0811052j -0.00297622-0.0243859j -0.0162082-0.0530169j 0.138887-0.0372028j -0.0157879-0.0671554j -0.0473454-0.0974263j 0.0217116+0.0794307j -0.032445-0.0595015j 0.0478717+0.0336227j -0.0599141+0.110155j 0.00997933-0.0362924j 0.0462385+0.107173j -0.0715071+0.0093333j 0.0140574+0.06066j -0.0195463-0.100959j 0.0460393-0.00951991j 0.126999-0.0578783j 0.0565447-0.0346484j -0.000741377+0.0413663j 0.0309298-0.0851523j 0.0215389-0.0266586j 0.0269989+0.0578828j -0.0221106-0.0393752j -0.012541-0.0256082j 0.00126835+0.0262675j 0.00129+0.0168644j -0.0204258-0.00529322j 0.00699206-0.0185059j 0.00833417+0.0186749j -0.0435773-0.0305907j 0.0292155+0.00301274j 0.0207751-0.000261654j -0.00957078-0.0127597j 0.0123685+0.0173329j 0.00818318+0.0179614j -0.00874132+0.0301044j -0.0264081+0.00674735j 0.00302452-0.0344585j 0.0125953+0.0242882j -0.00250391-0.0169199j -0.0245319-0.0154666j -0.00188984-0.0046321j 0.00557095+0.0122677j -0.000255243-0.0147571j -0.00484006-0.00321616j 0.0168372+0.00843972j -0.00924012+0.000726747j 0.0159831+0.00974713j 0.00346794-4.94474e-05j 0.00289608+0.00320799j 0.00286895-0.00177541j 0.0115929-0.0110504j 0.00136778+0.00342443j 0.00358453+0.00359042j -0.00335167+0.0207291j -0.0156733-0.0138766j -0.00162588+0.00180575j 0.0108651+0.0090686j -0.0123961-0.000627944j 0.0106462+0.00413446j -0.00253528+0.00290237j -0.00555249+0.00435468j -0.00420823+0.000578606j 0.00713664-0.00588657j 0.000431485-0.000529277j 0.00345686-0.00352008j 0.000555+0.00412661j 0.00334078-0.00160425j -0.00128266+0.00419773j 0.00302829-0.00409358j 0.000697664-0.00479581j -0.00359947+0.00106433j -0.000845962-0.000498263j 0.000338976+0.0101364j 0.0033173+0.00259896j -0.00459018-0.0176786j -0.00785072-0.0039717j -0.00338636-0.0164139j 
0.0084349-0.00422892j -0.0109133-0.0183399j 0.0133141+0.00276588j 0.00116694+0.0104627j 0.107723-0.0439213j 0.111996-0.0355123j -0.0730039-0.0883172j 0.0422186+0.0804695j 0.155967+0.0444558j 0.0300296+0.194852j -0.165017-0.0600703j -0.166502+0.127647j -0.142195-0.0397626j 0.099396-0.112283j 0.178557-0.125481j 0.108+0.124465j -0.00583345+0.063315j 0.0395947+0.0330093j -0.177661-0.0191481j 0.0369235-0.0884322j -0.124888-0.0943296j -0.186047+0.0194632j 0.232251-0.015291j 0.0498703-0.0346409j 0.0680815-0.0155995j 0.0998082+0.0640069j -0.0270611+0.0970243j 0.00316163+0.12881j -0.00335322-0.00920624j 0.144394+0.0335311j 0.0224743-0.0728947j 0.0233604-0.00101134j -0.00546483-0.0546853j 0.0628909+0.00416123j 0.0414698+0.0512763j -0.0186945+0.000263827j 0.0181628-0.021137j 0.0165588+0.0413217j 0.0212906-0.00783689j -0.0295831-0.0212831j -0.0040351-0.0171748j 0.0174797+0.0227415j 0.00946586-0.0279513j -0.0289286-0.00893636j -0.0107459-0.0403122j -0.0165145+0.00627961j -0.029683+0.0305001j -0.0478265+0.00106874j -0.0477976-0.0267117j -0.002804-0.0299214j 5.74327e-05-0.00462303j -0.00138389-0.0201688j 0.0502483-0.0132007j -0.0109132-0.00357587j 0.0104862+0.0391813j -0.0216019+0.0315344j -0.016914+0.0249789j -0.0306397+0.0335345j 0.00609124-0.028934j -0.0228649+0.00540565j -0.00980702-0.00239444j -0.013721+0.0179759j -0.00268371-0.00656764j 0.000893559+0.00373691j -0.00672524+0.0165503j -0.0117919-0.00920685j 0.0165002+0.0123063j -0.0146398+0.0153287j -0.023371-0.0139335j -0.018794-0.00950363j 0.0031176+0.0211563j -0.000807938-0.00396822j 0.000305783-0.000751498j -0.00429027-0.0133318j -0.00388744+0.00252817j 0.00607618+0.00762992j 0.0112324+0.00420067j -0.00999656-0.00765708j -5.47453e-05-0.00372623j -0.0055561-0.00146983j -0.00206826-0.00631263j -0.00891035-0.00106132j -0.00298353+0.00545064j 0.000780375+0.00417009j -0.00389184+0.00125999j -0.00197959+0.0042009j 0.00245214+0.0102266j 0.00530122+0.0075116j -0.00783017-0.000389444j 0.00199095+0.00195947j -0.000177685-0.00813114j -0.0102441-0.00159328j 0.00436989-0.0167451j 0.00549195+0.00554006j 0.00338173+0.00569449j 0.00391482-0.0103595j -0.00359316+0.00694566j 0.00267955+0.0026466j 
-0.00283355-0.0149646j -0.00244141+0.0158838j 0.0228649-0.0603323j 0.0370793+0.00491229j 0.055225+0.0505889j 0.0120616+0.184872j 0.0859873-0.0593967j -0.0530015-0.0144093j 0.0567348-0.0267237j -0.102585+0.0372631j -0.0114056-0.209653j -0.0579869+0.00517609j -0.0499559-0.0741976j -0.0474463+0.00387166j 0.0476314-0.107291j -0.0347936+0.0967063j -0.132002-0.145141j 0.0983022+0.110953j 0.0314608+0.00382052j -0.115006-0.022294j -0.0804775-0.0954701j -0.00343741+0.265674j 0.053883-0.15845j -0.0208343+0.0105398j 0.00705937+0.0553677j 0.0249482+0.0291536j 0.0416575+0.0473109j -0.101098-0.0133474j 0.0581279+0.0715429j -0.00694947-0.058366j 0.102964-0.0426489j 0.00447791-0.0381917j -0.058339-0.0957763j 0.0581743-0.0649476j 0.0204279-0.0237644j 0.103627+0.0831292j 0.00729459+0.0204344j -0.0538238-0.00677142j -0.00337216+0.0855062j -0.0417974-0.0085362j 0.00543091-0.0182715j -0.0128521+0.0374112j -0.0614496-0.00218412j 0.0125958-0.0545847j 0.013748+0.0338658j -0.00130869+0.0485607j -0.0395181-0.0132913j -0.0154895-0.0588195j 0.0236084-0.0208587j 0.00637713+0.000438609j -0.0122533+0.0216805j 0.0151136-0.0294657j 0.0188031+0.0190198j 0.0156498-0.0202028j -0.00358802+0.00367846j -0.0195184+0.0276795j 0.012907+0.0117741j -0.00584147-0.0139232j 0.0201086-0.0138485j -0.0323696-0.0283798j -0.00633405-0.0170278j -0.0111771-0.00140902j 0.00851297-0.00029303j 0.00383955+0.00444899j -0.0156678+0.0012117j -0.0249957+0.0108003j 0.00469752+0.0032224j 0.00469202+0.00939749j 0.00068197-0.00345586j -0.00226236+0.0106149j -0.0186217-0.0111333j 0.013332-0.0112684j -0.00383278-0.0142683j 0.0042102+0.00368415j 0.0122055+0.0223242j 0.00113925+0.00933139j 0.00571309-0.000367343j -0.0127816-0.011902j 9.10691e-05+0.00794665j 0.00566287-0.0111841j -0.00416341+0.00887406j 0.00390845-0.00951929j -0.00318779-0.00272629j -0.00228524-0.00451541j 0.00864295-0.00341295j -0.00648901+0.00717523j 0.00518968+0.00266514j 0.000559245-0.00618679j -0.00431848+0.0036291j 0.00478695+0.00216985j -0.000139038+0.00362643j 0.0079062-0.00303257j 0.0056041+0.000420962j 0.00899987+0.00455606j 0.00681469-0.00105338j -0.0060668-0.00474583j -0.000329255+0.00230905j -0.00608647-0.0060882j 
-0.0424239-0.062899j 0.00616811+0.0270474j -0.0344398-0.0815065j 0.0426411-0.0742497j -0.0463586+0.0609881j 0.0597924-0.091695j 0.0161488-0.0217189j 0.00416629+0.0769302j -0.17957+0.0841724j -0.00951274-0.167051j 0.0336482+0.0365884j 0.0707087+0.116461j 0.00994609-0.0248014j -0.00330046-0.0217254j 0.0490201-0.169062j 0.0875147+0.0202592j -0.0745238+0.0725659j -0.13656+0.0220443j -0.0108764-0.133385j -0.151376-0.104564j -0.107765-0.0942493j 0.0352065-0.00862706j -0.0923679+0.0147455j 0.0225273+0.0461665j 0.0439753-0.111372j 0.0460892-0.0408928j -0.06913+0.0700197j 0.0169062+0.0945772j 0.0401212-0.0475948j -0.0523567+0.0193131j -0.078539+0.0171572j 0.00137303+0.00838648j 0.000911216+0.010321j -0.00190073-0.0727225j -0.0476824-0.0558469j 0.0566052+0.0367191j 0.0110667-0.0415825j 0.0617546+0.0045218j 0.0439082+0.0402422j 0.00265338-0.0346219j 0.0754429+0.0344936j -0.0338773-0.00560532j -0.0174104+0.0429689j 0.0732494-0.0807436j 0.00630823+0.015372j 0.0223342+0.0540484j 0.000654182-0.00406664j -0.0337751+0.0229442j 0.0387287+0.0425732j 0.00564209-0.0458953j 0.0483941-0.00890547j -0.0173628+0.0405079j -0.0368428+0.013584j -0.00497823-0.000123746j 0.0141014+0.018888j -0.00434598-0.00091771j 0.00109405-0.000653836j -0.00292672-0.00199958j -0.0171175-0.017302j 0.0148425+0.0156455j -0.00351557+0.0221017j -0.00134057+0.0113707j -0.0224262+0.00147744j 0.000460111+0.0129414j -0.00562208-0.0136331j -0.0157509-0.00731064j -0.0149128+0.00587245j -0.0119153-0.00575356j -0.00634609-0.00242771j -0.0135797-0.0104472j -0.0089991+0.00494933j 0.0118143+0.00540285j 8.65362e-05+0.00223877j -0.00640124-0.0034863j 0.00336645+0.00269432j -0.0110403-0.00247522j 0.00820102+0.000958069j -0.0025916+0.0109385j 0.00894661+0.00534567j -0.00797886+0.00877945j 0.000811083-0.0126317j 0.000461313+0.00294993j 0.00131224-0.00508337j -0.000758184+0.00621987j 0.0147835-0.00119719j 0.00140595-0.0104876j -0.00284904-0.00292005j -0.00243884-0.0140871j 0.007619+0.00819773j 0.0166717-7.88014e-05j 0.0058538+0.0120607j 0.0122032-0.00668882j -0.00342673-0.00285759j 0.00365939-0.00445684j 0.0114601-0.0058149j 0.0100932-0.000451998j 0.00501307+0.00331687j -0.00372745-0.0141204j 
-0.0113743-0.0142487j -0.00387563-0.0323014j 0.0656397-0.0109628j 0.00222694-0.0225449j -0.00170526+0.0285346j 0.0562592-0.130344j -0.122419-0.0278937j 0.0158454-0.00483899j 0.0493255+0.106906j 0.0103983+0.0830937j 0.0269476+0.032733j 0.00732388+0.0300202j -0.022841+0.0176898j -0.16972+0.0976493j -0.0909395+0.156148j -0.029127-0.0388616j -0.000619411-0.145905j -0.162438+0.0413841j 0.0692597+0.079232j -0.116343-0.225695j 0.102383-0.146649j -0.0374452+0.0490808j -0.0190882+0.00781021j -0.137624+0.0134655j 0.0192971-0.0583743j -0.0935124+0.179851j -0.115481+0.0484633j -0.0916174+0.106869j -0.00641651+0.110051j -0.0284071+0.0286427j 0.00153876+0.0461982j -0.03651-0.000473156j 0.0184314-0.0092049j 0.0224564-0.0284504j 0.00605955-0.0296448j -0.00489213-0.0206157j -0.0132106-0.0321512j -0.00689756+0.0298599j 0.0321096-0.0113844j -0.0394066-0.0113874j -0.0300807-0.00338893j 0.00834625-0.0360569j 0.000956968+0.0155813j 0.0338554+0.000904716j -0.00909336-0.0321382j 0.00563613-0.0277971j 0.00610513+0.00219221j -0.0310766+0.0502781j -0.0578712-0.0145635j -0.0136668-0.017885j -0.00601713-0.013074j -0.00093709-0.0120139j -0.000274344-0.00235975j 0.000817852-0.000974394j 0.00813328-0.0239608j 0.00288434-0.0168043j 0.00929974+0.00324472j 0.00324575-0.0189779j 0.0190319+0.0231543j 0.00168651+0.00226728j 0.0134751+0.0230026j 0.021787-0.00658589j -0.00760219-0.00689227j -0.00432306-0.00218177j 0.0128245+0.0104186j -0.00914089-0.0122654j -0.0099321-0.0137506j 0.0243647-0.0106011j 0.00976684-0.00328123j -0.00553751-0.00223453j 0.00646323-0.0116934j -0.0175063+0.0162687j -0.00156012+0.00132983j 0.0117015-0.00351196j 0.00906764-0.00190124j -0.0100892+0.00962053j -0.00242725+0.00417595j -0.00378413+0.00135218j 0.0017324-0.00245046j -0.00164569-0.00352423j -0.00393569-0.0083509j 0.00167795-0.00560173j 0.00121812+3.31708e-05j 8.41791e-05+0.00611211j 0.00152543+0.00259122j 0.00944281+0.000428523j -0.00209257-0.00326149j 0.00428585+0.00100167j 0.00458402+0.00279969j 0.00581338-0.000867713j 0.000810205-0.000118639j 0.00765679+0.00323358j -0.00485186+0.00114094j 0.00155416-0.00356825j 0.0118626+0.00106156j -0.00750038-0.00204593j -0.00438476-0.0106282j 0.00643835+0.00375164j 
0.0172467-0.0208995j 0.0050349-0.0027793j -0.0750401-0.0373657j 0.00913259+0.0275081j -0.000701817-0.0853372j 0.0549318+0.0295626j 0.0324521-0.0603781j 0.0682615+0.0409263j -0.0923997-0.0730372j 0.0184368-0.111401j -0.106817+0.0323073j -0.00120719+0.0253367j -0.0622196-0.126672j -0.0402849+0.0727944j -0.0537572+0.078081j -0.137979+0.0466554j -0.106889-0.0561822j 0.0315513+0.140348j 0.13102-0.0968815j -0.0159997+0.0745334j 0.0276283+0.0592506j 0.0943509+0.00500937j -0.0722858+0.0543997j -0.0317167+0.0853369j -0.08423+0.0104819j -0.0239623+0.0625112j 0.035312+0.0284618j -0.0379498+0.0777923j 0.0090138+0.0370126j -0.150732-0.0305739j -0.023633-0.00547174j -0.0529417-0.0331968j 0.0307098-0.0140562j 0.0324668+0.0485073j 0.0589505+0.041572j 0.0126286+0.119616j -0.0228269-0.0208284j -0.0214584+0.046965j -0.0577073+0.00405524j -0.0273733-0.0351743j 0.0542581+0.00139861j 0.00466752+0.0577269j -0.0105151-0.0657064j -0.0705575-0.052735j 0.0137734-0.0342685j -0.0151349+0.039308j 0.00961637+0.056967j -0.00952848-0.0220633j 0.004255+0.00655148j -0.00516987+0.00354746j 0.0352307+0.0285709j -0.0204846+0.0305839j 0.0124629-0.022567j -0.00327203-0.00524284j 0.0046943+0.0193591j 0.000265535-0.0390091j -0.00445409+0.000804763j 0.0384754+0.00525899j 0.00563634-0.0011152j 0.000304596+0.00752844j 0.00707871-0.0101212j -0.0131618-0.0229068j 0.019746+0.00848111j -0.0085298+0.0097861j 0.0289649+0.000612892j -0.0118013-7.72853e-05j -0.0184882+0.00324604j -0.00751231-0.000427131j -0.0111923+0.00697001j -0.00820867-0.00475317j -0.00510081-0.0139144j 0.0201997+0.00959737j 0.00366315-0.00740652j -0.00930433-0.00193083j 0.00975736-0.0147254j 1.98e-05-0.00950049j 0.00471913+0.00859835j -0.00357789+0.00326164j 0.0187927-0.00863258j -0.00268234-0.0017927j -0.00614586-0.00182646j -0.00393159-0.0034814j -0.00618851-0.00712422j 0.00984756-0.00403041j -0.00321037+0.00474205j -0.0171877-0.00162013j 0.00282066+0.0113282j -0.00327008-0.000824277j -0.00980807-0.0155306j -0.00811836+0.00416234j -0.00284485-0.00581984j -0.0146495-0.00258548j 0.00809163-0.0138681j 0.00441541+0.00555971j -0.000767608-0.0024571j 0.00703066-0.0142592j 0.0028764+0.0163682j -0.000658761+0.00663229j 
