-0.0663108-0.0218719j -0.0640032-0.0112671j 0.0441697+0.0790939j -0.00413416-0.0211753j 0.0103223+0.029494j -0.0118785+0.0312355j -0.0303774+0.030398j 0.00721073-0.0396555j 0.0322063+0.0128351j -0.018103-0.023545j -0.0400702+0.0125448j 0.0044344+0.0291597j -0.0375752+0.00725964j 0.034375+0.00515414j 0.00696263-0.0104972j -0.017855+0.0082599j -0.0126823+0.00664226j -0.0188567-0.0075591j -0.0164799+0.00686767j 0.0499598-0.0497976j 0.00512222-0.0010107j -0.0131313-0.00393077j -0.0240506-0.00471583j 0.0386706+0.00886555j -0.00545271-0.00799769j -0.0230162+0.0148724j -0.0147322+0.00540248j -0.00330581-0.00275798j 0.0161317-0.0632555j -0.0271801+0.0477278j 0.0152204-0.0313438j 0.00735665-0.0041614j -0.010952+0.00520975j 0.0112223-0.0024628j 0.0162601-0.024814j -0.020178+0.00391618j -0.0267316-0.00516656j -0.0113437-0.0278549j 0.00185356-0.0110131j -0.0204617-0.00518777j 0.0106484-0.0319238j -0.0162572+0.00834113j -0.0101761+0.00701204j 0.00505415-0.000488884j -0.0163326+0.0015814j -0.0240861+0.0109255j -0.0277464-0.0191488j -0.0078612+0.00912666j -0.0230063+0.0111369j -0.00417176-0.0605837j 0.0542878+0.00213695j -0.0602403-0.0232475j 0.00983132-0.0329504j -0.0387152+0.0122529j -0.0104534-0.0163668j -0.0500707+0.0604543j 0.0366793-0.00948355j -0.0719628-0.0158874j -0.147811+0.0779822j 0.0655632+0.0081369j 0.00230422-0.173899j -0.0316999+0.105257j 0.0633206+0.00242219j 0.0763227-0.0741285j -0.0736638+0.00338665j 0.0697776-0.0188929j -0.113101+0.0909153j 0.235478+0.163722j 0.092338+0.22065j 
0.0889167-0.0166679j 0.0807506-0.145472j -0.0247266+0.0346695j -0.0125878+0.0129101j 0.0287471-0.0408722j -0.009061-0.0301034j -0.00284471+0.0459829j 0.0121396-0.0146474j -0.00758458+0.00376116j 0.0585591-0.0232105j -0.0247277-0.00369002j 0.00175873-0.0570486j -0.0209416+0.0546759j -0.0309421-0.00441606j -0.00776364-0.0351621j 0.0308808+0.0305087j 0.00369648-0.0016503j -0.00313318-0.021992j -0.00773286-0.0239675j 0.00944337-0.0499489j 0.0153124-0.0278699j -0.00125779+0.00389795j 0.00763306+0.00580409j -0.0385906-0.0197562j -0.0136119-0.00961071j -0.0180442+0.0448116j -0.0231668-0.0493905j 0.0482192-0.00308108j 0.0259025+0.0334242j -0.0607339+0.0233593j -0.0519839-0.0326987j -0.0020337-0.0311416j 0.0187251-0.0319727j -0.0363574-0.071095j -0.0975993-0.0824697j -0.00133028-0.0598887j 0.0815529-0.00331805j 0.00038569+0.0318509j -0.028542-0.0057257j 0.0198632+0.0501753j -0.0132138-0.0489024j 0.0478609+0.0191252j -0.00614728-0.0372859j -0.0300213+0.0749036j -0.0027696+0.00502723j 0.0190458-0.0297327j 0.0266288-0.0275992j -0.0395023+0.0159799j -0.00141624+0.0544278j -0.038466-0.0447429j 0.0476868+0.0519297j 0.0150812+0.0124669j 0.0169589+0.0182138j 0.0107901+0.0468135j 0.0218035-0.000513195j 0.00636471-0.0115609j 0.0575598-0.0063802j 0.0209459+0.0106427j -0.0101897+0.0449123j -0.0284762-0.00350374j 0.0019777+0.0236491j -0.0110111-0.013367j 0.0135306-0.0157406j -0.00410884+0.0291415j -0.00674286-0.00186087j -0.0125293+0.00300183j 0.0322312-0.032412j -0.0301211+0.0158664j 0.0067888+0.0197564j 
0.0561298-0.00462071j 0.0727145-0.107104j -0.0119238-0.00951668j 0.0152581+0.00491834j -0.0149657-0.00821712j 0.0548076-0.0166831j 0.00358828-0.00784361j 0.0264227-0.0133397j 0.0112777+0.0259488j 0.021371+0.0146076j -0.00485331+0.0290414j -0.0177439-0.0462202j 0.012719+0.0586231j -0.0253057-0.0205868j 0.00199363-0.0102964j 0.00666708+0.0229365j -0.0192417-0.0229077j -0.00231211+0.0118015j -0.00794382-0.00260745j -0.00687885-0.0103004j 0.00160374-0.00458147j -0.00885102+0.00507906j 0.015877+0.0174096j -0.019173-0.015927j 0.0175735+0.0190008j 0.0255538-0.0142123j 0.00443433+0.00921581j 0.0204133+0.00822995j 0.0188528-0.0171726j -0.0278595-0.000601403j 0.00824076-0.0144132j 0.00512535-0.0185988j -0.0181191+0.00152135j -0.0331128-0.0713702j -0.0659827-0.0551548j -0.0140412-0.0307413j 0.0146449-0.00716934j 0.018291+0.0843867j -0.0132623-0.00368952j 0.0412441+0.0104893j -0.0391323-0.0653985j -0.0169114+0.0170297j 0.0248973+0.00388816j -0.0196506-0.0205677j -0.00245316+0.0580204j 0.0174488-0.00381633j 0.00860079+0.0200194j -0.0398588-0.00853001j -0.0128287-0.00337464j -0.0459043-0.0423622j 0.0483518+0.000327669j 0.00942995+0.0225617j 0.032903+0.0346819j -0.0150346-0.021463j 0.0294313-0.0669615j 0.0311023-0.00720883j 0.0427232-0.00603875j -0.015644-0.000636728j 0.017888-0.0246829j 7.92404e-05+0.00859165j -0.0334952-0.0256148j -0.0141078+0.0110769j 0.00847843-0.0203848j -0.0125675+0.0166222j -0.0201481-0.0263007j 0.00093106+0.0246423j 0.00237118-0.0239873j -0.0260165-0.00855995j 0.00897673+0.0184606j 
-0.0592737+0.0705717j 0.0231396+0.0429526j 0.0151416-0.0144376j -0.0122718+0.0114197j -0.066525+0.0448411j 0.0368455+0.037219j 0.018839-0.0785496j 0.0243792+0.0176992j 0.0193798+0.0171674j -0.00889467+0.00426756j 0.0221762+0.0103578j -0.0345713-0.00864393j 0.0374342-0.0186622j -0.00453795+0.0189397j -0.0130593-0.00160509j 0.00444488-0.028575j -0.0207262-0.0129586j 0.00564906+0.0221641j 0.0134365+0.0247403j -0.0113239+0.0248872j -0.0287903-0.0028891j 0.0238391-0.0149322j -0.00545213-0.00189047j 0.0109276-0.0198086j 0.00388256-0.0331535j 0.0144305-0.0272321j 0.0321995+0.0569982j 0.00958583+0.0248947j 0.00976632-0.0164313j 0.0294578-0.00130173j 0.0106566+0.0260576j -0.00761217+0.0213028j -0.0321874-0.00211946j -0.0431813+0.00024397j -0.00089329+0.0559857j -0.0017973+0.0229113j -0.0387029-0.00941187j 0.0325733-3.94997e-05j 0.00372546+0.0334047j 0.00641633-0.0344656j 0.00383786+0.000479601j -0.0275856-0.00683655j -0.0236311+0.0133898j -0.0270047-0.0508217j -0.0492069+0.0424633j 0.00270767+0.0261245j 0.0173053+0.0182366j -0.001966-0.0413019j -0.00623042-0.0172721j -0.0212821-0.015166j 0.0223402+0.0177979j 0.0169248+0.0555255j -0.0115363+0.0143916j -0.019682-0.0448562j -0.0067169-0.0277869j -0.00786266-0.00632185j -0.0279589-0.000669657j -0.0126019+0.0215944j 0.0221518-0.0458429j 0.0260094-0.0440516j 0.0226485+0.00619583j -0.0239827+0.00551531j 0.000988472+0.0232787j -0.0287538+0.0152504j -0.0049354-0.0224314j 0.00637222-0.00777814j -0.0157442-0.00842378j -0.00290101-0.0104537j 0.00930679-0.0101205j 
-0.0489127+0.0220704j -0.0436148+0.0580515j -0.00969267-0.0210306j 0.0169747-0.0459563j 0.0250741-0.00482019j -0.0416127+0.00473969j -0.00745572+0.00484473j 0.00897602+0.0297727j 0.0266383-0.028928j -0.00965888+0.0264396j 0.0332752+0.00506114j 0.00844255+0.0323651j 0.00369045-0.0142767j 0.029713+0.0113017j 0.00161431+0.0135685j 0.00284977-0.00683397j 0.00883082-0.00198244j -0.00665662+0.0193936j 0.01285+0.0298037j 0.00656053-0.0118639j -0.0133084+0.0129666j 0.000138977+0.0140883j 0.0385118+0.00687748j -0.000980413-0.0188782j 0.00155525+0.00685888j -0.0157158+0.00313588j 0.0159066+0.0102487j -0.0372965-0.0158943j -0.0219394-0.035942j 0.0100219+0.0178796j 0.0372228+0.0202916j -0.0116142-0.0126944j -0.0205655-0.0102606j -0.0199782+0.00175475j 0.063191+0.0131295j -0.000285284+0.0478115j -0.0333908+0.0309553j 0.0092835+0.00776545j 0.010786+0.0167607j 0.0293628-0.05859j 0.0239292+0.00544916j -0.00498075+0.0216114j -0.00916897-0.0114473j 0.00299904-0.0197064j -0.0381701+0.0189505j -0.0311685-0.0096079j 0.0439756-0.0231224j -0.080421-0.0041837j -0.0317472+0.0104585j 0.0280317+0.0261867j 0.0266902-0.0146655j 0.0111674-0.00215886j 0.0238411+0.0105352j -0.0135185+0.0369541j 0.0248677+0.00527317j -0.00106273-0.0111587j 0.0063828-0.0160354j 0.00310431+0.0111866j 0.0110915+0.0132956j 0.0374983+0.0184188j 0.0258123+0.00241616j 0.011154-0.035216j -0.000371316-0.0139582j 0.0581302-0.0238178j -0.00186117+0.0212736j 0.0272642-0.0168468j 0.0117615+0.0146826j 0.00990718-0.000390918j 0.000546031-0.0127656j 
0.0219248+0.026768j 0.044644-0.0417791j -0.01653-0.0294752j 0.0147832+0.00998149j -0.0225354+0.0127432j 0.0105427-0.00905282j 0.0353277-0.0167136j -0.0223188+0.0391082j -0.0108534-0.0270581j 0.0129606-0.0131322j -0.00239903+0.0190494j 0.0149154-0.00868176j 0.0225037+0.00276274j -0.00206645+0.0069109j 0.00106622+0.00812083j -0.0149347+0.00317791j 0.00247761+0.00447403j -0.00294089+0.00850649j 0.00224193-0.00298287j -0.0307496-0.00542038j -0.0036352-0.00103356j -0.00517615-0.000403663j -0.0128629+0.0127052j -0.00189686-0.00117718j 0.00691801+0.0185453j 0.02554-0.0209571j -0.000536685+0.0188665j -0.00131124+4.80555e-05j -0.00184905-0.0511996j 0.0109991+0.00978084j -0.00196537+0.0143737j 0.0153682-0.0285439j 0.0272589-0.0190907j 0.0168323-0.0236639j -0.00616701+0.0666508j 0.00593182+0.0237337j 0.00351137-0.0156767j 0.0605599-0.0120638j 0.0187739+0.0136462j -0.0165119+0.0212785j 0.0069811-0.0194308j -0.0247143-0.0309092j -0.000447234-0.0330536j -0.0108372-0.0329042j -0.00425105+0.00967842j -0.00244626-0.00172562j -0.0221414+0.00474761j 0.0661208-0.00906702j 0.0179864-0.00893214j -0.0226602-0.0115993j -0.030679-0.0158214j 0.0247942+0.0871229j -0.0364702+0.036265j 0.0128322-0.0228923j -0.0563734-0.0264736j -0.0240732+0.0147646j 0.0190334+0.0267606j 0.0236081+0.0307398j 0.0167797+0.00128878j -0.00542805-0.00869257j -0.00157552+0.0161401j -0.00238318-0.003375j -0.027519-0.0333186j -0.0080508-0.0147402j 0.0143787-0.00282725j -0.0206067+0.00635592j 0.00771251-0.00854809j -0.0356511-0.000498762j -0.0246186-0.0336211j 
0.112827-0.0609604j 0.0484712-0.101233j -0.0220687+0.0169328j 0.00159566+0.0114423j -0.0278256-0.0140544j 0.0492036-0.00423257j 0.0351279-0.0107511j -0.0164167-0.0280589j -0.020858+0.0174327j 0.0218917-0.00732839j -0.0187705+0.00256419j 0.0351871-0.0201945j -0.00489859+0.0558551j -0.0242885-0.0193435j -0.00953898-0.00774408j -0.0170313+0.014743j -0.00373266+0.00989449j -0.0202816+0.0143029j 0.0135251+0.0236999j -0.0274543-0.0241043j -0.0150698-0.00991092j -0.0069444-0.0128616j -0.019328-0.0143257j 7.62329e-05-0.0188007j 0.0151536+0.00598451j 0.0249894+0.0105663j 0.00164553+0.00264264j 0.0103053+0.0180733j 0.00673225-0.00949762j -0.00477885+0.00042509j -0.00908352-0.0408154j 0.0319783-0.0272458j -0.011791+0.0134506j 0.0166289-0.0642736j -0.0449643-0.0598309j -0.0181377+0.0112145j 0.0479144+0.00100689j 0.0305129+0.048134j -0.0110426-0.0328851j -0.0160947+0.0388712j 0.0260824+0.000272922j 0.00411755+0.0250773j 0.00152981-0.00249039j 0.0256946-0.0653298j 0.081343+0.0264704j 0.0296226+0.0400783j -0.0357733+0.0244568j 0.0410813+0.0247938j 0.0326624+0.0447504j -0.0471218-0.0426356j 0.0108682+0.0367257j -0.00334095-0.0161597j 0.0200108+0.00518831j -0.0343183-0.00978976j 0.0163664-0.0500234j -0.0325883+0.0498056j 0.0237465-0.0182508j 0.00506616-0.0147866j 0.0302228+0.0091676j -0.0608018-0.0180015j 0.00379183+0.0043056j -0.0361829+0.0488478j -0.0224279-0.0382654j -0.020556+0.00594194j 4.83237e-05+0.00633684j -0.00462757+0.0167786j -0.00611392-0.0129531j -0.0608623-0.0168604j -0.0151607+0.000939718j 
0.123628-0.114973j 0.0137839-0.100779j -0.000194436+0.00736883j 0.0339331+0.0336698j 0.0287781-0.0242345j 0.020681-0.0105568j -0.00522019+0.0370027j -0.0273563-0.0418584j -0.0372721+0.0440882j -2.38179e-05-0.00971245j -0.0632139-0.0073714j 0.0300197-0.0269727j 0.0100034+0.0388311j -0.0430768-0.0417105j 0.0103193-0.0211113j 0.0271411+0.0209547j 0.0209547-0.00795792j -0.0129174-0.019167j 0.0188495-0.00479364j 0.010531-0.0410216j 0.000253811-0.0248013j 0.0264764+0.012379j -0.0148077+0.0198546j 0.00239026-0.0175533j 0.00211078-0.0189446j -0.00422216+0.0180468j -0.0189747-0.0287449j 0.021878+0.00649213j 0.00732314+0.0354682j -0.0193789+0.0246881j -0.0257901-0.0564777j 0.0362408+0.00636827j 0.0294992+0.0222913j 0.0428127-0.0233572j -0.0541903-0.0725009j -0.0177226-0.0425507j 0.0621519-0.00716248j -0.0704046+0.0308942j -0.00880796-0.0334805j -0.00406597+0.0445015j -0.0268638-0.0606963j 0.0131154-0.00592095j 0.0492312+0.0262142j 0.00974127+0.0247686j -0.010857+0.0128438j 0.0397614+0.0066641j -0.0186048+0.00328327j 0.0238172-0.0237657j -0.0120687+0.00222974j -0.030505+0.0166549j -0.003954-0.0112036j -0.0155918+0.019373j 0.035276-0.0103642j -0.0118046-0.0145951j -0.00684858-0.0319792j -0.00137869+0.00627792j -0.00560432+0.00317069j -0.00232473+0.00848579j -0.0249198-0.002726j 0.000812828+0.00664596j -0.0143885+0.0133034j -0.00662011+0.031522j -0.00645365-0.0365481j -0.00788997-0.00274527j -0.00456909-0.00366842j -0.0201823+0.0409587j -0.00628115+0.012855j -0.0128404-0.0148181j -0.0100869+0.0216859j 
-0.0427696+0.0503748j 0.0130097+0.0310059j 0.0103082+0.00141041j -0.00491482+0.0157497j -0.0312619+0.0278464j 0.0287262-0.000793641j 0.00183857-0.0369198j 0.0219646+0.016868j 0.0304291-0.026528j -0.000752813+0.0211711j -0.000589369-0.0133273j -0.00444463-0.0046745j 0.0122517-0.017631j -0.00959536+0.00226052j -0.0185734+0.0150544j -0.00315385-0.0148525j -0.0139973-0.0193483j 0.0118238-0.00652758j 0.00884355+0.00363957j -0.00704416+0.0286816j 0.0174336+0.00298984j -0.00406829-0.00973937j 0.00138842+0.00589426j 0.0137965-0.027178j 0.00855033-0.00194246j 0.0308659-0.0235665j 0.0180427+0.00467069j 0.0101577+0.00162779j -0.0169181-0.000481529j -0.0130103+0.0182219j 0.00903069+0.00464553j -0.0399618+0.0110087j -0.0318088-0.00899819j -0.0415304+0.00143105j 0.0148042+0.0189025j 0.00497423+0.00825245j -0.0143458-0.0138429j 0.0259291-0.00819586j 0.00464626+0.0163803j 0.00967461-0.0127559j -0.0359856+0.0230878j -0.00538835+0.00342159j -0.0412285+0.0178154j -0.0154857-0.0229503j 0.0161541+0.0239845j -0.00677501-0.00184276j -0.0260586+0.00190972j -0.0162989+0.00553397j 0.0141269-0.0284633j -0.019283-0.00940436j 0.00985319-0.00155538j 0.0170838-0.0252424j -0.00739634+0.00396397j 0.00853372-0.0288123j 0.00194432-0.0105362j 0.00961374+0.000661044j -0.0116966-0.00593844j 0.005985-0.00222488j 0.0222161-0.0277248j -0.00819574+0.00193585j -0.0134517-0.00922575j 0.00581399-0.00192154j 0.0183965+0.0162869j -0.0247076+0.0245186j -0.0104497-0.0239209j 0.0078184-0.00252706j -0.0190951-0.00468781j -0.00271927-0.00679673j 0.00525719-0.0177214j 
0.0705425-0.10316j -0.041901-0.000801631j -0.00219865+0.00322569j 0.0262275+0.00546534j 0.0312131-0.0282124j 2.19031e-05+0.00923765j -0.00215516+0.0212892j -0.0249058-0.00778084j -0.0332658+0.00449068j -0.000944247-0.0347547j -0.00237881-0.02238j 0.0161831+0.0342142j -0.0186004+0.0179473j -0.0025715-0.0298606j 0.0191556-0.00456193j -0.0138466+0.0146044j 0.0140275-0.0021023j 0.00731789+0.000344886j 0.0103044+0.0137125j 0.00192451-0.00668325j -0.0278863+0.0166561j 0.000214912-0.0162933j -0.00111176-0.000614568j 0.0189456-0.00833628j -0.0044568-0.00886116j 0.00444364+0.0305195j 0.00363397-0.0190503j -0.00158733+0.00690677j 0.0173809+0.00474502j -0.00154864+0.0200741j -0.0175536-0.0206301j 0.0302832+0.00520751j 0.0319606+0.0163646j 0.0427043-0.0168198j -0.000995414-0.0566656j -0.0139457+0.0158859j 0.0346195+0.0083576j -0.049863+0.024988j -0.0199964-0.0198851j 0.00374746+0.0338823j 0.0427506-0.0311351j -0.0009918-0.00589745j 0.0391294-0.0049802j 0.0226997-0.0461346j -0.0142553+0.00954547j 0.019053+0.020927j -0.0133753+0.00698053j 0.0366675-0.0257183j -0.00599402+0.0379905j 0.00541748+0.0176987j -0.0147817-0.00125633j -0.0291687+0.0593997j 0.0413539-0.0257646j -0.0223994-0.0153671j 0.0164364-0.0195604j -0.0122678+0.0104375j 0.0129183-0.00542792j -0.0213851+0.00913395j -0.00972758+0.00793021j -0.0092502-0.00915995j 0.00891712+0.0160068j -0.0142372+0.037421j -0.0162158-0.0372211j 0.0234689-0.0250497j 0.00035719+0.0189895j 0.00270434+0.0179362j -0.0195643+0.0292205j -0.0173213-0.0130502j -0.0245824-0.00377636j 
0.0445293-0.046527j -0.00679358-0.0200875j 0.00636916+0.00347421j 0.010186+0.0136099j -0.00942371-0.00445142j 0.0444757-0.00968512j -0.00672371+0.00517991j 0.00328192-0.0198967j -0.000390283+0.00959391j -0.0128065+0.00908953j -0.0167859-0.0108036j 0.0213634-0.0111199j -0.00921148+0.0199126j -0.00309033-0.00663985j 0.0157077-0.00133506j -0.000885862-0.00637352j -0.0185986-0.00435242j -0.00467656-0.0136632j -0.0109411+0.0135547j -0.0003712-0.00656135j 0.00208593-0.0136199j -0.00458237+0.0261802j 0.0190886-0.00985426j 0.00744545-0.0216626j -0.0106858-0.00385821j 0.00492184-0.00251795j -0.00517181-0.00470925j 0.00349104+0.00510254j 0.0137671-0.00136817j -0.00635278-0.000329783j -0.00192032-0.0103963j 0.00562652+0.00363359j -0.00170861+0.0302643j 0.0207795-0.0157728j -0.0103459-0.0231065j -0.00952458-0.00106088j 0.0162073+0.00463647j -0.0116824+0.0101854j 0.00659484+0.00676536j -0.0165842-0.00098299j 0.0183108-0.0225276j -0.0250943-0.000660089j 0.0142915+0.0108992j -3.36245e-05+0.00457494j 0.0243622-0.012635j 0.031842-0.00357967j -0.0249252-0.0093327j 0.0262027+0.0108795j 0.00306127-0.0299608j -0.024789+0.00480272j -0.000780218-0.0167038j 0.00570127-0.00752314j -9.06376e-05+0.0214978j 0.0109823-0.0179366j -0.00253566-0.0167328j 0.0112576+0.000390517j 0.0122682-0.0191871j -0.00629704-0.00711413j 0.0205444+0.00649405j -0.0226441+0.00285902j -0.0227025+0.0027335j -0.00103131+0.0246374j -0.00926813-0.00450919j -0.0236047-0.0107634j -0.00495213+0.000197261j -0.00381206+0.0118775j -0.00668328+0.00545484j -0.00977873-0.00600563j -0.0157571-0.00495167j 
-0.00181165+0.033564j 0.0298402-0.0416621j -0.00723113-0.012233j 0.00995788+0.00213887j 0.00179717+0.00734361j -0.00346765-0.022301j 0.0232304+0.00974063j -0.0165194+0.0196175j -0.00928591-0.0223403j 0.0126391-0.0136821j -0.00531253+0.0415423j 0.0181262-0.0181618j 0.0210752+0.00166444j -0.00394969+0.0306744j 0.00570482+0.00263079j -0.00173287-0.00280207j 0.0146559-0.0067808j 0.0105932+0.00509183j 0.00620777-0.0107507j -0.0183787-0.0069574j 0.0264017+0.00549438j -0.0155553+0.0118852j -0.00521929+0.0101226j 0.0182521-0.000784566j 0.00503114+0.00260448j 0.00711784-0.0111608j -0.00952711+0.0121984j 0.0180708+0.00104164j -0.000536953-0.0174556j -0.0136481-0.0107084j -0.00713888+0.0405657j -0.0024584-0.0208293j 0.0102623-0.0198092j 0.0138355-0.0136583j -0.00141161+0.0523895j 0.0161766+0.0116813j -0.00457151-0.00946397j 0.0349965-0.0272956j 0.020805+0.0147114j -0.00783037+0.0304964j -4.75482e-05-0.0239164j -0.00992508-0.0355948j 0.001912-0.0132919j -0.015873-0.00687634j 0.00586518-0.0268748j -0.0317451-0.0215741j -0.020328+0.000306971j 0.0751246+0.00530301j 0.0220348-0.00864307j -0.0257463-0.0287113j -0.0315876-0.0383606j 0.0257031+0.0485348j -0.037014+0.00678072j 0.0187793+0.00022787j -0.0435467+0.00871338j 0.00225276+0.00431106j -0.000466269+0.0145138j 0.012609+0.0325155j -0.00470893+0.0183206j 0.00880055+0.00911235j -0.0160308-0.00756287j 0.0102226-0.00996472j -0.00709034-0.0205766j -0.00561024+0.000318709j 0.0100687-0.00444376j -0.0156989-0.0017289j 0.00306424-0.0125277j 0.000611505+0.0127447j -0.0110562-0.0121104j 
0.0322655-0.096943j -0.0703381+0.0544634j 0.029389-0.000966323j 0.0192624+0.0182932j 0.025022-0.00932451j 0.00366763+0.0178938j -0.0301648+0.0186109j -0.0236757-0.0301822j -0.00977738+0.0161131j -0.0240575-0.0153184j -0.0176294-0.0307776j -0.00203444+0.0104802j -0.0408599+0.0119725j 0.00979742-0.0214691j 0.030322+0.0116062j -0.0299315+0.0171054j -0.00350654-0.00346657j -0.00976191-0.0203119j -0.042653+0.00325327j 0.0139934+0.0146153j 0.00429743-0.0110851j -0.0141172-0.0224837j -0.0153288-0.00647982j 0.0265478+0.0329134j 0.00432563-0.00600047j -0.00675218+0.00804491j -0.00952034-0.0125383j -0.00782192-1.43882e-05j 0.0071573+0.033191j 0.00574314+0.0117014j -0.0101497-0.0156626j 0.0123076+0.0366629j 0.00136543+0.0370257j 0.0332586+0.0271196j 0.0120415-0.024963j -0.0145778+0.00482852j 0.00723342+0.00602517j -0.0615622+0.00652737j -0.00308465-0.0162585j -0.00442343+0.00293102j 0.0225112-0.0326493j -0.0137976-0.0139239j 0.0277238+0.00319726j -0.00248496+0.00674958j -0.0300647-0.00410409j 0.0399208+0.00108653j -0.0129591+0.00358285j 0.0165828-0.0370824j -0.0166352-0.0160682j 0.0180582+0.0495054j -0.0128215-0.00325684j -0.0245554+0.0307033j 0.0178314-0.00836184j -0.00801462-0.0320521j 0.00779089-0.0124781j 0.00229556-0.0138225j -0.00488351+0.00271379j -0.0328922-0.00164267j -0.0100547-0.0203701j -0.0106058-0.0106499j -0.00601074+0.0250026j 0.000539419+0.0326248j -0.00713456-0.00184265j 0.00577763-0.0316934j 0.00252178+0.0114951j -0.00199768+0.0127926j -0.0175278+0.0394252j 0.0102408-0.00676548j -0.0191391-0.00114914j 
-0.00544382+0.0283639j 0.0276213-0.0308439j -0.0180547-0.0149316j 0.00795892-0.0138273j 0.0214167-0.0160041j -0.0286208-0.0142732j 0.000709328+0.0125049j -0.0146856+0.0298852j -0.00923685-0.0022097j 0.0065747-0.00843606j 0.0109399+0.0381143j -0.00321222+0.0065828j 0.021905-0.00220773j 0.0130407-0.000552497j -0.00458882-0.012956j 0.00577479+0.00727316j -0.00219032+0.0183614j 0.0187162+0.0321462j 0.00570196-0.00810105j -0.00144824-0.00538953j -0.0256083+0.0197434j 0.0125356+0.000376752j -0.0102194-0.00224596j 0.00527612-0.00215281j 0.00370097-0.00472876j 0.00228044-0.00694854j 0.00854374+0.0139487j -0.000470895-0.0128998j 0.0121582-0.00780376j 0.00421003+0.00444436j -0.00210682+0.0203609j 0.0165355-0.0193657j 0.0277248-0.0174646j 0.0147425+0.00736818j -0.00900151+0.00898048j 0.00566351-0.00253675j -0.00362135+0.00614712j 0.0186575-0.00819423j -0.0252075+0.00889983j 0.016112-0.0104394j -0.008705-0.0218851j -0.0139408-0.0172957j 0.00779444-0.0247025j 0.00631569+0.0084565j -0.0174642-0.0172437j -0.0148381+0.00748823j 0.0152348-0.0153081j -0.0041994-0.00486978j 0.00404096+0.0140565j 0.00210937-0.0133934j -0.00690319+0.000518432j 0.00709044+0.00664181j -0.00451995+0.00579314j 0.00398248+0.000254777j -0.0056837-0.0123587j -0.0106084+0.00195196j 0.00858714+0.00599026j 0.0216974+0.00649743j -0.00891503+0.00124998j -0.00167127+0.0212621j -0.0167292-0.00114203j 0.0105666-0.0217082j -0.00232974-0.0236359j 0.0286828-0.000526818j 0.00206531-0.00480486j 0.00041582+0.00320183j 0.00891668-0.00742053j -0.00250236+0.00215993j 0.00141764+0.00294473j 
-0.00880221-0.0710896j -0.0821184+0.106343j 0.0599931+0.0160802j -0.0065872+0.0135099j 0.00404224-0.00807341j -0.012547+0.0398761j -0.0445323-0.00319205j -0.0216751-0.0696537j -0.00100171+0.0143773j -0.0232113-0.00209642j -0.00636659-0.0497354j -0.0169885+0.0400836j -0.0380376-0.000562531j 0.00663634-0.0104433j 0.0123083+0.0253971j -0.0128465+0.00047311j 0.012755-0.000912532j -0.00379607-0.00443856j -0.00593021+0.0156648j 0.0137013+0.0146585j 0.00394036+0.00315194j -0.00822629-0.0210325j -0.0092711-0.0133703j 0.00237105+0.0325544j -0.00698157-0.00816469j -0.0225401+0.0270416j -0.00498835-0.0262446j -0.022241+0.0160803j -0.0146748+0.0212063j -0.00943167+0.00303068j 0.0126128-0.00810395j -0.019661+0.0446098j -0.0331187+0.0464945j 0.0182713+0.0443458j 0.044707-0.0222151j -0.0146067+0.0151697j -0.0121295+0.00564605j -0.0656967-0.000803771j 0.0248614-0.032686j -0.0175108-0.0176691j 0.0272865-0.00572652j -0.00938428+0.00468845j -0.0121477+0.0172113j -0.00155567+0.0221575j -0.0315915-0.00186886j 0.0386364-0.00651856j -0.0073964+0.00380295j -0.00198117-0.0323798j -0.0275559-0.0423935j 0.0155719+0.0516421j -0.00482455+0.00932401j -0.0248085-0.0108557j 0.035071+0.0147809j 0.00615054-0.0365021j 0.0257314+0.00415898j 0.0069047-0.0151192j -0.00750038-0.0133732j -0.0457297-0.0231448j -0.00975773-0.035465j -0.00245005-0.0141955j 0.00200637+0.023717j 0.00850115+0.035093j -0.00800243+0.0267916j -0.00279005-0.0261892j 0.0108702+0.016461j 0.00597763-0.0137279j -0.0115603+0.0394209j 0.0189738+0.00204819j -0.0107279+0.0032615j 
