-0.216755-0j -0.229691-0j 0.164635-0j -0.172976-0j -0.148265-0j 0.176432-0j -0.107023-0j -0.137267-0j -0.132612-0j -0.160144-0j 0.286681-0j 0.134752-0j -0.149801-0j -0.0577991-0j -0.103785-0j 0.117621-0j -0.12358-0j 0.111585-0j 0.31286-0j -0.077357-0j -0.117238-0j 0.0849035-0j -0.0749006-0j -0.028209-0j 0.130183-0j 0.0891301-0j 0.233804-0j -0.0789686-0j -0.0873841-0j -0.0540661-0j 0.244852-0j 0.221226-0j 0.0469855-0j 0.0396134-0j 0.103985-0j -0.0127462-0j -0.0416201-0j 0.26411-0j -0.0446023-0j 0.182502-0j 0.159689-0j 0.151121-0j 0.049527-0j 0.0237362-0j 0.21788-0j -0.0164552-0j -0.00544205-0j 0.107591-0j 0.093152-0j 0.109085-0j 0.0113053-0j 0.0497343-0j -0.00224473-0j 0.0113657-0j 0.000890394-0j -0.000126143-0j 
-5.09699e-07-0j -5.40116e-07-0j -4.02579e-07-0j -4.06751e-07-0j 6.77875e-07-0j -4.31424e-07-0j -2.51664e-07-0j 9.45177e-07-0j -3.11836e-07-0j 7.32188e-07-0j -2.30606e-07-0j -3.29506e-07-0j 1.03149e-06-0j -1.35914e-07-0j -2.4405e-07-0j 5.59218e-07-0j 5.65013e-07-0j 7.98987e-07-0j -2.51664e-07-0j 8.89266e-07-0j 8.07267e-07-0j -2.07612e-07-0j -2.34799e-06-0j -6.63332e-08-0j 6.18941e-07-0j 1.49435e-06-0j -1.12548e-07-0j 3.61049e-07-0j -2.9415e-06-0j 8.71703e-07-0j -1.96958e-07-0j -1.01316e-06-0j -1.14892e-07-0j 7.58745e-07-0j -1.44768e-06-0j -2.99725e-08-0j 7.66607e-07-0j 3.72283e-07-0j -5.97136e-07-0j 7.17673e-07-0j 3.76141e-07-0j 1.00916e-07-0j 5.9205e-07-0j 1.69959e-07-0j 2.03924e-07-0j 1.89163e-07-0j 3.74724e-08-0j -2.87231e-08-0j 1.4569e-07-0j -3.74656e-08-0j 5.37499e-08-0j -2.39409e-08-0j 1.0263e-08-0j -9.14258e-09-0j -2.17726e-09-0j -2.87009e-09-0j 
-0.000390924-0j 0.00120996-0j -0.000308766-0j -0.0014625-0j 0.00051991-0j 0.000966474-0j -0.000236177-0j -0.000247564-0j -0.000239169-0j -0.00164024-0j -0.000176868-0j -0.00118476-0j 0.000789123-0j 0.00143453-0j 0.00054672-0j 0.000428904-0j 0.00203155-0j -0.000209273-0j 0.000563776-0j 0.000682041-0j -0.000991245-0j -0.000194836-0j 0.000262649-0j 0.0009442-0j -0.00138655-0j 0.000488245-0j -8.63208e-05-0j 0.00033883-0j -0.00225035-0j -0.000119312-0j -0.000708179-0j 0.000265371-0j 0.00121265-0j 0.000581935-0j 0.00177761-0j -0.000705616-0j 0.0027564-0j 0.000284809-0j -0.00215235-0j -0.00160773-0j -0.000120549-0j 7.73999e-05-0j 0.000555615-0j 0.000826175-0j 0.000733225-0j -0.00269258-0j -0.00196317-0j 6.43453e-05-0j -0.00153771-0j -3.516e-05-0j 0.00126539-0j 0.00034078-0j 0.00454648-0j -0.00140256-0j -0.00212701-0j -0.000949562-0j 
-7.89786e-05-0j 0.000162414-0j -6.23802e-05-0j -5.56901e-05-0j -5.40229e-05-0j 0.00012973-0j -0.000149039-0j 0.000146457-0j -4.83195e-05-0j 0.000113238-0j -3.57328e-05-0j -4.51141e-05-0j -0.000310171-0j -2.5769e-05-0j 7.33866e-05-0j -4.45666e-05-0j -3.97869e-05-0j 0.000123804-0j 7.56761e-05-0j -2.81864e-05-0j 0.000110527-0j -0.000122951-0j 0.000187122-0j 0.000129119-0j 9.57235e-05-0j -0.000449354-0j -1.74394e-05-0j -0.00010997-0j -0.000180933-0j 0.000516233-0j -2.69665e-05-0j 8.07435e-05-0j -2.17833e-05-0j -1.50095e-05-0j 0.000101942-0j 0.000200568-0j -1.33997e-05-0j -0.000111947-0j 5.82289e-05-0j 4.41444e-05-0j 0.000222755-0j -8.04247e-06-0j -7.17211e-05-0j -0.000330828-0j -1.43599e-05-0j 7.53193e-05-0j -0.000559149-0j 8.63711e-06-0j -1.42068e-05-0j -2.21876e-05-0j 0.00018499-0j 4.66014e-05-0j 0.00014522-0j 0.000136422-0j 9.87122e-05-0j 2.97217e-05-0j 
7.81686e-05-0j 1.63948e-06-0j 6.17404e-05-0j -5.99109e-05-0j -0.00026139-0j 1.30955e-06-0j -7.48999e-05-0j 4.95025e-05-0j 4.78239e-05-0j -5.58807e-06-0j 3.53663e-05-0j -4.85334e-05-0j 1.06925e-06-0j -6.08821e-05-0j 7.40796e-07-0j -0.000215635-0j 0.000209246-0j 4.18459e-05-0j 7.63907e-07-0j 0.000183028-0j -4.0606e-05-0j -6.17893e-05-0j -0.000132049-0j -3.96853e-05-0j -4.72377e-06-0j 6.61563e-07-0j 1.72606e-05-0j 0.000270176-0j 4.09213e-06-0j -3.7838e-05-0j -2.90103e-05-0j -0.000133418-0j -5.14655e-05-0j 0.000525117-0j 0.00018309-0j -2.24374e-05-0j -0.000509556-0j 3.85911e-07-0j 0.000229675-0j 2.92356e-06-0j -3.82302e-05-0j -3.89135e-05-0j -0.000236474-0j -3.47246e-05-0j 7.55208e-05-0j -0.00015188-0j -1.15035e-05-0j 8.71867e-08-0j 0.000164088-0j -1.11505e-05-0j 0.000101169-0j -1.43232e-05-0j 2.70755e-05-0j -8.21851e-06-0j -2.6118e-06-0j -4.45005e-07-0j 
7.81686e-05-0j 8.28335e-05-0j -0.000180485-0j 6.23802e-05-0j -0.00010396-0j -0.000193418-0j 3.85958e-05-0j 4.95025e-05-0j 4.78239e-05-0j -0.00011229-0j 3.00447e-05-0j -0.000147725-0j 5.40229e-05-0j 2.08441e-05-0j 3.74281e-05-0j 0.00025071-0j -8.66517e-05-0j -0.000122328-0j 3.27883e-05-0j -0.00013638-0j 4.22796e-05-0j -9.30775e-05-0j -5.25189e-05-0j 1.0173e-05-0j 0.000277486-0j -9.7711e-05-0j 0.000212624-0j -5.53713e-05-0j -0.000154057-0j 1.94979e-05-0j 2.56609e-05-0j -4.50788e-05-0j -5.15089e-05-0j 0.000340163-0j 0.000221645-0j 4.59665e-06-0j -0.000117569-0j 0.000240184-0j -3.12743e-05-0j -9.35027e-05-0j 1.67357e-05-0j -0.000487263-0j 0.00026543-0j -2.60214e-05-0j -0.000385251-0j -2.90104e-05-0j 1.96257e-06-0j 0.000257011-0j -1.89814e-05-0j 0.000180899-0j 2.40973e-05-0j 4.52289e-05-0j -1.57396e-06-0j 1.19115e-06-0j -9.76116e-07-0j 4.54909e-08-0j 
0.000773829-0j -0.00078755-0j -0.000587758-0j -0.000617049-0j -0.00102916-0j 0.000604938-0j 0.000337603-0j 0.00049005-0j 0.000473433-0j 0.00106761-0j -0.00102347-0j 0.000480696-0j -0.000513629-0j 0.000967356-0j -0.000355853-0j 0.000816448-0j 0.000857136-0j -0.000398366-0j 0.00107272-0j -0.00135009-0j -0.000418219-0j -0.000267827-0j -0.00051991-0j 0.00104878-0j -0.000867872-0j 0.000305604-0j -0.000834695-0j -0.000484341-0j 0.00146472-0j 0.000170551-0j 0.000873451-0j 0.0015356-0j -0.000786373-0j 0.00110775-0j -0.00072123-0j 0.00082189-0j 0.00116296-0j 0.000905564-0j -0.00145141-0j -0.00305907-0j -0.000503737-0j 0.00104898-0j 0.000763764-0j -0.000882483-0j -0.00151119-0j -0.0029908-0j 0.000536827-0j 0.000368902-0j 0.00303127-0j -0.000344106-0j 0.00141737-0j -0.00184906-0j -0.000609575-0j -0.00112116-0j -0.000166994-0j 3.83346e-05-0j 
-0.000478782-0j 0.000984585-0j 0.00110547-0j -0.000337603-0j -0.000327496-0j -0.00229902-0j -0.000903498-0j -0.000303203-0j -0.000292922-0j 0.000686469-0j -0.000184024-0j 0.000799492-0j 0.000642133-0j -0.000156216-0j 0.000444883-0j 0.000789788-0j -0.000241195-0j 0.000749259-0j 0.000389732-0j -0.000170871-0j -0.000228818-0j 0.00217887-0j -0.000165445-0j 0.000782741-0j -0.00169637-0j -0.00116142-0j -0.00130232-0j -0.000666659-0j 0.000374578-0j -0.00045643-0j -0.000138878-0j -0.000142007-0j 0.000386034-0j 0.000265991-0j 0.00061695-0j 0.00121588-0j -8.12317e-05-0j 0.00285491-0j -0.000120549-0j 0.000227344-0j -0.00039177-0j -0.00153498-0j 0.00127101-0j -0.00200216-0j -0.00107235-0j 0.000456599-0j 0.00115758-0j 0.00305491-0j -7.31651e-05-0j -0.0042347-0j -0.00327831-0j 0.00348004-0j 0.000880351-0j 0.000702575-0j -0.00174933-0j 0.000180178-0j 
-6.83975e-05-0j 0.000140655-0j -5.40229e-05-0j -4.82291e-05-0j -4.67852e-05-0j 0.00011235-0j -0.000129071-0j 0.000126835-0j -4.18459e-05-0j 9.8067e-05-0j -3.09455e-05-0j -3.907e-05-0j -0.000268616-0j -2.23166e-05-0j 6.35547e-05-0j -3.85958e-05-0j -3.44565e-05-0j 0.000107218-0j 6.55374e-05-0j -2.44101e-05-0j 9.57188e-05-0j -0.000106478-0j 0.000162052-0j 0.00011182-0j 8.2899e-05-0j -0.000389152-0j -1.5103e-05-0j -9.52371e-05-0j -0.000156693-0j 0.000447071-0j -2.33537e-05-0j 6.99259e-05-0j -1.88649e-05-0j -1.29986e-05-0j 8.82844e-05-0j 0.000173697-0j -1.16045e-05-0j -9.69486e-05-0j 5.04277e-05-0j 3.82302e-05-0j 0.000192912-0j -6.96498e-06-0j -6.21123e-05-0j -0.000286505-0j -1.2436e-05-0j 6.52284e-05-0j -0.000484237-0j 7.47996e-06-0j -1.23034e-05-0j -1.9215e-05-0j 0.000160206-0j 4.0358e-05-0j 0.000125764-0j 0.000118145-0j 8.54873e-05-0j 2.57397e-05-0j 
-1.38184e-05-0j -2.89822e-07-0j 1.04957e-05-0j 1.05909e-05-0j -9.45204e-06-0j 2.2262e-07-0j 1.32406e-05-0j 2.56246e-05-0j -8.45416e-06-0j -2.02069e-07-0j 1.82762e-05-0j -8.25052e-06-0j 5.53487e-07-0j 1.07625e-05-0j -1.30955e-07-0j 7.49847e-06-0j 7.56647e-06-0j -2.08305e-05-0j 3.94764e-07-0j -4.93159e-06-0j -2.10194e-05-0j -1.0504e-05-0j 3.27395e-05-0j 7.01543e-06-0j 1.64263e-07-0j -7.71101e-07-0j 1.49053e-05-0j 9.76974e-06-0j 3.22868e-07-0j -4.5862e-05-0j -1.49917e-05-0j -4.12979e-05-0j -8.74897e-06-0j 2.52539e-06-0j 1.86433e-05-0j 3.96641e-06-0j 2.54829e-06-0j -9.75836e-07-0j -2.43195e-05-0j 2.30279e-07-0j 5.78507e-05-0j 9.6341e-06-0j -6.12732e-06-0j 1.72855e-05-0j -1.33402e-05-0j 4.09234e-06-0j -5.95471e-06-0j 1.35758e-07-0j -1.73455e-05-0j -1.34956e-05-0j -3.51803e-06-0j -1.23687e-05-0j 9.79069e-07-0j -4.24708e-06-0j -4.43997e-07-0j 7.86665e-08-0j 
6.7696e-05-0j 7.17359e-05-0j -0.000156305-0j 5.40229e-05-0j -9.00324e-05-0j -0.000167505-0j 3.3425e-05-0j 4.28704e-05-0j 4.14167e-05-0j -9.72461e-05-0j 2.60195e-05-0j -0.000127934-0j 4.67852e-05-0j 1.80515e-05-0j 3.24137e-05-0j 0.000217122-0j -7.50426e-05-0j -0.000105939-0j 2.83955e-05-0j -0.000118108-0j 3.66152e-05-0j -8.06074e-05-0j -4.54827e-05-0j 8.81008e-06-0j 0.00024031-0j -8.46202e-05-0j 0.000184138-0j -4.7953e-05-0j -0.000133418-0j 1.68857e-05-0j 2.2223e-05-0j -3.90394e-05-0j -4.4608e-05-0j 0.00029459-0j 0.00019195-0j 3.98082e-06-0j -0.000101817-0j 0.000208006-0j -2.70843e-05-0j -8.09757e-05-0j 1.44935e-05-0j -0.000421982-0j 0.000229869-0j -2.25352e-05-0j -0.000333637-0j -2.51238e-05-0j 1.69964e-06-0j 0.000222578-0j -1.64384e-05-0j 0.000156663-0j 2.08689e-05-0j 3.91694e-05-0j -1.36309e-06-0j 1.03157e-06-0j -8.45341e-07-0j 3.93963e-08-0j 
0.000386915-0j 8.11501e-06-0j -0.00149284-0j -0.000296544-0j 0.000264657-0j -3.1664e-05-0j -0.000370736-0j 0.000245025-0j 0.000236716-0j 5.65792e-06-0j 0.0021564-0j 0.0011735-0j 5.2925e-06-0j -0.000301351-0j 3.66675e-06-0j -0.00106653-0j -0.000211861-0j -0.0010118-0j 4.65779e-05-0j 0.000138085-0j -0.000200989-0j 0.00149402-0j 0.0001337-0j -0.000196432-0j -2.33638e-05-0j -1.59961e-05-0j 0.000625305-0j -0.000273553-0j 3.08729e-06-0j -0.000187289-0j -0.00176885-0j 0.00166405-0j 0.0012444-0j -0.000359195-0j 0.000905564-0j -0.000111059-0j -7.13523e-05-0j 1.39806e-05-0j -0.000232546-0j 2.71705e-05-0j -0.00233102-0j -0.00256787-0j 0.00087151-0j 0.000839615-0j -0.000559648-0j -0.000114585-0j -5.69395e-05-0j -0.000108084-0j -0.00204658-0j 0.00359711-0j 0.000500382-0j -0.000518891-0j -2.74139e-05-0j -0.00050111-0j 6.31512e-05-0j -2.20266e-06-0j 
-0.000319188-0j 0.000987932-0j -0.000252107-0j -0.00119413-0j 0.000424505-0j 0.000789123-0j -0.000192838-0j -0.000202135-0j -0.000195281-0j -0.00133925-0j -0.000144412-0j -0.000967356-0j 0.000644316-0j 0.00117129-0j 0.000446395-0j 0.000350199-0j 0.00165875-0j -0.000170871-0j 0.000460322-0j 0.000556884-0j -0.000809348-0j -0.000159083-0j 0.000214452-0j 0.000770936-0j -0.00113211-0j 0.00039865-0j -7.04807e-05-0j 0.000276654-0j -0.0018374-0j -9.7418e-05-0j -0.000578226-0j 0.000216674-0j 0.000990125-0j 0.000475148-0j 0.00145141-0j -0.000576133-0j 0.00225059-0j 0.000232546-0j -0.00175739-0j -0.0013127-0j -9.84276e-05-0j 6.31967e-05-0j 0.000453658-0j 0.000674569-0j 0.000598676-0j -0.00219848-0j -0.00160292-0j 5.25377e-05-0j -0.00125554-0j -2.8708e-05-0j 0.00103318-0j 0.000278246-0j 0.00371218-0j -0.00114518-0j -0.00173669-0j -0.000775314-0j 
-9.21225e-06-0j -1.93215e-07-0j -7.27618e-06-0j 7.06057e-06-0j 3.08051e-05-0j -1.54332e-07-0j 8.82704e-06-0j -5.83392e-06-0j -5.6361e-06-0j 6.5856e-07-0j -4.16796e-06-0j 5.71972e-06-0j -1.26012e-07-0j 7.17503e-06-0j -8.73036e-08-0j 2.54129e-05-0j -2.46598e-05-0j -4.93159e-06-0j -9.00273e-08-0j -2.157e-05-0j 4.78546e-06-0j 7.28193e-06-0j 1.55621e-05-0j 4.67696e-06-0j 5.56701e-07-0j -7.79659e-08-0j -2.03418e-06-0j -3.18405e-05-0j -4.82262e-07-0j 4.45926e-06-0j 3.4189e-06-0j 1.57234e-05-0j 6.06527e-06-0j -6.18856e-05-0j -2.15774e-05-0j 2.64427e-06-0j 6.00518e-05-0j -4.54801e-08-0j -2.70675e-05-0j -3.44544e-07-0j 4.50547e-06-0j 4.586e-06-0j 2.78688e-05-0j 4.09234e-06-0j -8.90021e-06-0j 1.78992e-05-0j 1.3557e-06-0j -1.0275e-08-0j -1.93379e-05-0j 1.31409e-06-0j -1.19229e-05-0j 1.688e-06-0j -3.19088e-06-0j 9.6856e-07-0j 3.07803e-07-0j 5.24444e-08-0j 
-0.000111693-0j 0.000113673-0j 8.48355e-05-0j 8.90634e-05-0j 0.000148546-0j -8.73153e-05-0j -4.87288e-05-0j -7.07326e-05-0j -6.83341e-05-0j -0.000154097-0j 0.000147725-0j -6.93824e-05-0j 7.4136e-05-0j -0.000139626-0j 5.13629e-05-0j -0.000117844-0j -0.000123717-0j 5.74992e-05-0j -0.000154833-0j 0.000194869-0j 6.03647e-05-0j 3.86575e-05-0j 7.50426e-05-0j -0.000151378-0j 0.000125267-0j -4.41101e-05-0j 0.000120478-0j 6.99086e-05-0j -0.000211414-0j -2.46169e-05-0j -0.000126072-0j -0.000221645-0j 0.000113503-0j -0.00015989-0j 0.000104101-0j -0.00011863-0j -0.000167859-0j -0.000130707-0j 0.000209493-0j 0.000441539-0j 7.27082e-05-0j -0.000151407-0j -0.00011024-0j 0.000127375-0j 0.000218122-0j 0.000431685-0j -7.74843e-05-0j -5.32464e-05-0j -0.000437526-0j 4.96675e-05-0j -0.00020458-0j 0.000266889-0j 8.79846e-05-0j 0.000161826-0j 2.41035e-05-0j -5.53312e-06-0j 
6.3072e-07-0j 1.32285e-08-0j -4.7906e-07-0j -4.83404e-07-0j 4.31424e-07-0j -1.01612e-08-0j -6.04346e-07-0j -1.1696e-06-0j 3.85878e-07-0j 9.22313e-09-0j -8.34193e-07-0j 3.76583e-07-0j -2.52631e-08-0j -4.91241e-07-0j 5.97727e-09-0j -3.42257e-07-0j -3.45361e-07-0j 9.50776e-07-0j -1.80184e-08-0j 2.25095e-07-0j 9.59398e-07-0j 4.79439e-07-0j -1.49435e-06-0j -3.20209e-07-0j -7.49757e-09-0j 3.51958e-08-0j -6.80329e-07-0j -4.45926e-07-0j -1.47368e-08-0j 2.09331e-06-0j 6.84273e-07-0j 1.88498e-06-0j 3.99334e-07-0j -1.15268e-07-0j -8.50945e-07-0j -1.81041e-07-0j -1.16313e-07-0j 4.45406e-08-0j 1.11003e-06-0j -1.05108e-08-0j -2.64051e-06-0j -4.39735e-07-0j 2.79673e-07-0j -7.88974e-07-0j 6.08895e-07-0j -1.86789e-07-0j 2.71794e-07-0j -6.19646e-09-0j 7.91708e-07-0j 6.15987e-07-0j 1.60576e-07-0j 5.64551e-07-0j -4.46882e-08-0j 1.93852e-07-0j 2.02656e-08-0j -4.06121e-10-0j 
0.000216337-0j -0.000894303-0j -0.000164318-0j 0.0017979-0j 0.000147979-0j 0.000686938-0j -0.00134184-0j 0.000137002-0j 0.000132356-0j -0.000623523-0j -0.000286128-0j -0.00140061-0j -0.000583252-0j -0.00107062-0j -0.000404089-0j -0.000117394-0j 0.00128448-0j -0.00011137-0j 0.00121812-0j 7.72077e-05-0j 0.00121857-0j 0.00106451-0j 7.4756e-05-0j 0.00137638-0j 0.000506868-0j 0.000347029-0j -0.000233353-0j -0.000990098-0j -0.00034023-0j -0.000677873-0j -0.00254498-0j -0.000220799-0j 0.000870319-0j -3.95369e-05-0j -0.00108082-0j 0.00177904-0j 0.000432598-0j 0.00102831-0j -0.000826175-0j 0.000710572-0j 0.00200216-0j -0.000150829-0j 0.000620963-0j -0.00115814-0j -0.00226463-0j 0.000802887-0j -5.75313e-05-0j 0.000418907-0j 0.00172547-0j 0.00136769-0j -0.00157794-0j -0.00242665-0j -0.00222-0j 0.000120154-0j 0.00339624-0j -0.00275981-0j 
8.06072e-06-0j -1.65763e-05-0j 6.36666e-06-0j 5.68385e-06-0j 5.51369e-06-0j -1.32406e-05-0j 1.52112e-05-0j -1.49477e-05-0j 4.93159e-06-0j -1.15573e-05-0j 3.64696e-06-0j 4.60444e-06-0j 3.16567e-05-0j 2.63004e-06-0j -7.48999e-06-0j 4.54856e-06-0j 4.06074e-06-0j -1.26357e-05-0j -7.72366e-06-0j 2.87676e-06-0j -1.12806e-05-0j 1.25486e-05-0j -1.90981e-05-0j -1.31781e-05-0j -9.76974e-06-0j 4.5862e-05-0j 1.77991e-06-0j 1.12238e-05-0j 1.84664e-05-0j -5.26878e-05-0j 2.75225e-06-0j -8.24085e-06-0j 2.22325e-06-0j 1.5319e-06-0j -1.04044e-05-0j -2.04704e-05-0j 1.36761e-06-0j 1.14255e-05-0j -5.94296e-06-0j -4.50547e-06-0j -2.27349e-05-0j 8.20831e-07-0j 7.32001e-06-0j 3.3765e-05-0j 1.4656e-06-0j -7.68724e-06-0j 5.70679e-05-0j -8.81521e-07-0j 1.44998e-06-0j 2.26451e-06-0j -1.88805e-05-0j -4.75624e-06-0j -1.48215e-05-0j -1.39235e-05-0j -1.00748e-05-0j -3.03346e-06-0j 
-5.58463e-05-0j -1.1713e-06-0j 0.000215472-0j 4.28024e-05-0j -3.81999e-05-0j 4.57031e-06-0j 5.35111e-05-0j -3.53663e-05-0j -3.41671e-05-0j -8.1665e-07-0j -0.00031125-0j -0.00016938-0j -7.63907e-07-0j 4.34963e-05-0j -5.2925e-07-0j 0.000153941-0j 3.05795e-05-0j 0.000146041-0j -6.72295e-06-0j -1.99308e-05-0j 2.90103e-05-0j -0.000215643-0j -1.92979e-05-0j 2.83525e-05-0j 3.37227e-06-0j 2.30883e-06-0j -9.02551e-05-0j 3.94839e-05-0j -4.45612e-07-0j 2.70328e-05-0j 0.000255312-0j -0.000240184-0j -0.000179613-0j 5.18454e-05-0j -0.000130707-0j 1.603e-05-0j 1.02988e-05-0j -2.01792e-06-0j 3.35651e-05-0j -3.92172e-06-0j 0.000336454-0j 0.00037064-0j -0.000125792-0j -0.000121188-0j 8.07783e-05-0j 1.6539e-05-0j 8.21851e-06-0j 1.56005e-05-0j 0.000295398-0j -0.000519198-0j -7.22239e-05-0j 7.48955e-05-0j 3.95686e-06-0j 7.2329e-05-0j -9.11509e-06-0j 3.17927e-07-0j 
-7.97805e-06-0j -8.45416e-06-0j 1.84207e-05-0j -6.36666e-06-0j 1.06104e-05-0j 1.97406e-05-0j -3.93917e-06-0j -5.05233e-06-0j -4.88101e-06-0j 1.14606e-05-0j -3.06643e-06-0j 1.50771e-05-0j -5.51369e-06-0j -2.12739e-06-0j -3.81999e-06-0j -2.5588e-05-0j 8.84386e-06-0j 1.24851e-05-0j -3.34644e-06-0j 1.39192e-05-0j -4.31514e-06-0j 9.49968e-06-0j 5.36019e-06-0j -1.03828e-06-0j -2.83208e-05-0j 9.97258e-06-0j -2.17008e-05-0j 5.65131e-06-0j 1.57234e-05-0j -1.98999e-06-0j -2.61901e-06-0j 4.60083e-06-0j 5.25711e-06-0j -3.47177e-05-0j -2.26215e-05-0j -4.69144e-07-0j 1.19993e-05-0j -2.45137e-05-0j 3.19192e-06-0j 9.54308e-06-0j -1.70808e-06-0j 4.97311e-05-0j -2.70903e-05-0j 2.65579e-06-0j 3.93195e-05-0j 2.96087e-06-0j -2.00304e-07-0j -2.62311e-05-0j 1.93728e-06-0j -1.84629e-05-0j -2.45942e-06-0j -4.61616e-06-0j 1.60642e-07-0j -1.21571e-07-0j 9.96244e-08-0j -4.6429e-09-0j 
-0.000390924-0j 0.00080391-0j 0.000902615-0j -0.000275652-0j -0.0002674-0j -0.00187714-0j -0.000737703-0j -0.000247564-0j -0.000239169-0j 0.0005605-0j -0.000150255-0j 0.000652782-0j 0.000524299-0j -0.00012755-0j 0.000363245-0j 0.00064486-0j -0.000196935-0j 0.000611767-0j 0.000318215-0j -0.000139516-0j -0.000186829-0j 0.00177904-0j -0.000135085-0j 0.000639105-0j -0.00138508-0j -0.000948298-0j -0.00106334-0j -0.000544325-0j 0.000305841-0j -0.000372674-0j -0.000113393-0j -0.000115948-0j 0.000315196-0j 0.000217181-0j 0.000503737-0j 0.000992761-0j -6.63254e-05-0j 0.00233102-0j -9.84276e-05-0j 0.000185625-0j -0.000319879-0j -0.0012533-0j 0.00103777-0j -0.00163476-0j -0.000875569-0j 0.000372811-0j 0.000945161-0j 0.00249433-0j -5.97391e-05-0j -0.00345762-0j -0.00267673-0j 0.00284144-0j 0.000718804-0j 0.00057365-0j -0.00142832-0j 0.000147115-0j 
-9.67287e-05-0j 9.84437e-05-0j 7.34697e-05-0j 7.71311e-05-0j 0.000128644-0j -7.56173e-05-0j -4.22004e-05-0j -6.12562e-05-0j -5.91791e-05-0j -0.000133452-0j 0.000127934-0j -6.0087e-05-0j 6.42037e-05-0j -0.000120919-0j 4.44816e-05-0j -0.000102056-0j -0.000107142-0j 4.97957e-05-0j -0.000134089-0j 0.000168761-0j 5.22773e-05-0j 3.34784e-05-0j 6.49888e-05-0j -0.000131097-0j 0.000108484-0j -3.82005e-05-0j 0.000104337-0j 6.05426e-05-0j -0.00018309-0j -2.13189e-05-0j -0.000109181-0j -0.00019195-0j 9.82966e-05-0j -0.000138469-0j 9.01538e-05-0j -0.000102736-0j -0.00014537-0j -0.000113195-0j 0.000181426-0j 0.000382384-0j 6.29672e-05-0j -0.000131122-0j -9.54705e-05-0j 0.00011031-0j 0.000188899-0j 0.00037385-0j -6.71034e-05-0j -4.61127e-05-0j -0.000378909-0j 4.30133e-05-0j -0.000177172-0j 0.000231133-0j 7.61969e-05-0j 0.000140146-0j 2.08743e-05-0j -4.79182e-06-0j 
4.2048e-07-0j 8.819e-09-0j 3.32111e-07-0j -3.22269e-07-0j -1.40605e-06-0j 7.04428e-09-0j -4.02897e-07-0j 2.66281e-07-0j 2.57252e-07-0j -3.0059e-08-0j 1.9024e-07-0j -2.61068e-07-0j 5.75163e-09-0j -3.27494e-07-0j 3.98485e-09-0j -1.15993e-06-0j 1.12556e-06-0j 2.25095e-07-0j 4.10916e-09-0j 9.84531e-07-0j -2.18425e-07-0j -3.32373e-07-0j -7.10312e-07-0j -2.13473e-07-0j -2.54098e-08-0j 3.55864e-09-0j 9.28471e-08-0j 1.45331e-06-0j 2.20121e-08-0j -2.03536e-07-0j -1.56051e-07-0j -7.17673e-07-0j -2.7684e-07-0j 2.82468e-06-0j 9.84867e-07-0j -1.20694e-07-0j -2.74098e-06-0j 2.07587e-09-0j 1.23545e-06-0j 1.57262e-08-0j -2.05646e-07-0j -2.09321e-07-0j -1.27203e-06-0j -1.86789e-07-0j 4.06237e-07-0j -8.16984e-07-0j -6.1879e-08-0j 4.6899e-10-0j 8.82652e-07-0j -5.99799e-08-0j 5.44202e-07-0j -7.70464e-08-0j 1.45643e-07-0j -4.42085e-08-0j -1.40492e-08-0j -2.70747e-10-0j 
4.60709e-05-0j -0.000142596-0j 3.63885e-05-0j 0.000172358-0j -6.1272e-05-0j -0.0001139-0j 2.78337e-05-0j 2.91757e-05-0j 2.81864e-05-0j 0.000193305-0j 2.08441e-05-0j 0.000139626-0j -9.2999e-05-0j -0.000169061-0j -6.44316e-05-0j -5.05469e-05-0j -0.00023942-0j 2.46631e-05-0j -6.64417e-05-0j -8.03793e-05-0j 0.000116819-0j 2.29617e-05-0j -3.09535e-05-0j -0.000111275-0j 0.000163406-0j -5.75402e-05-0j 1.0173e-05-0j -3.99315e-05-0j 0.000265206-0j 1.40611e-05-0j 8.34597e-05-0j -3.12743e-05-0j -0.000142912-0j -6.85817e-05-0j -0.000209493-0j 8.31577e-05-0j -0.000324844-0j -3.35651e-05-0j 0.000253657-0j 0.000189472-0j 1.42068e-05-0j -9.12166e-06-0j -6.54799e-05-0j -9.73657e-05-0j -8.64114e-05-0j 0.000317324-0j 0.000231362-0j -7.58317e-06-0j 0.000181221-0j 4.14365e-06-0j -0.000149127-0j -4.01613e-05-0j -0.000535807-0j 0.000165293-0j 0.00025067-0j 0.000111907-0j 
