-0.321702-0j -0.00678126-0j -0.256964-0j 0.249349-0j -0.224296-0j -0.00549345-0j -0.20981-0j 0.314198-0j -0.145361-0j -0.00484476-0j -0.149895-0j -0.00459615-0j 0.205703-0j 0.258041-0j -0.189604-0j -0.129813-0j 0.183986-0j -0.122389-0j 0.125967-0j -0.00328365-0j 0.265601-0j -0.00423917-0j 0.170587-0j -0.00163166-0j -0.0757244-0j 0.242459-0j -0.087439-0j 0.127272-0j 0.119993-0j 0.225786-0j -0.00174857-0j 0.150524-0j 0.0984358-0j -0.017108-0j 0.173221-0j 0.037121-0j 0.157338-0j 0.0931319-0j 0.0521225-0j 0.0703259-0j 0.026617-0j 0.00515768-0j -0.044245-0j -0.000927979-0j -0.0349463-0j 0.0339108-0j -0.0302644-0j -0.000741234-0j 0.0423949-0j -0.0280194-0j -0.0270693-0j -0.000647002-0j -0.020018-0j 0.0274709-0j -0.000605215-0j 0.0344605-0j -0.000419305-0j -0.0249669-0j 0.024227-0j -0.0236857-0j -0.000432387-0j -0.0157904-0j 0.0229838-0j 0.034974-0j -0.015289-0j 0.0224627-0j -0.000546931-0j -0.000374458-0j -0.00976983-0j 0.0312817-0j -0.000353042-0j 0.0214171-0j 0.0164204-0j -0.0154475-0j 0.0291305-0j -0.00840853-0j 0.0211987-0j 0.0127-0j 0.00815937-0j -0.000218434-0j 0.0265924-0j -0.000252226-0j 0.021639-0j -0.00450551-0j 0.0204015-0j 0.0196548-0j 0.008744-0j 0.0131032-0j 0.00651122-0j -4.93494e-05-0j 0.0189985-0j 0.00631139-0j 0.0117136-0j 0.00810721-0j 0.00313488-0j 0.00465184-0j 0.00147833-0j 0.000251882-0j 
1.81555e-05-0j 3.82706e-07-0j 1.4502e-05-0j -1.40722e-05-0j 1.26583e-05-0j 3.10027e-07-0j 1.18408e-05-0j -1.7732e-05-0j -7.24105e-05-0j 2.73418e-07-0j 8.45947e-06-0j -1.01508e-06-0j -1.1609e-05-0j -1.45628e-05-0j -4.18749e-05-0j 7.32612e-06-0j 4.06341e-05-0j 6.90713e-06-0j -7.10903e-06-0j -7.25208e-07-0j 5.86591e-05-0j 2.39241e-07-0j 3.76749e-05-0j 9.20839e-08-0j 4.27357e-06-0j -1.36834e-05-0j 4.93469e-06-0j -7.1827e-06-0j -6.77191e-06-0j -1.27424e-05-0j 9.86819e-08-0j -8.49494e-06-0j -5.5553e-06-0j 9.65502e-07-0j -9.77588e-06-0j -2.09495e-06-0j -8.87948e-06-0j -5.25598e-06-0j -2.94158e-06-0j -3.9689e-06-0j -1.50215e-06-0j -2.91078e-07-0j -0.000357297-0j -7.49383e-06-0j -0.000282207-0j 0.000273844-0j -0.000244398-0j -5.98579e-06-0j 0.000342357-0j -0.000226269-0j 0.000855449-0j -5.22482e-06-0j -0.000161654-0j 0.000221839-0j -4.88737e-06-0j 0.000278284-0j 2.9888e-05-0j -0.000201618-0j 0.000195644-0j 0.000748518-0j -3.49171e-06-0j 0.000499012-0j -0.000726338-0j 0.00028243-0j -0.000123465-0j 0.000181396-0j 1.72842e-05-0j -3.02391e-06-0j 0.000308748-0j -0.000988569-0j -2.85097e-06-0j 0.000172952-0j -0.000518921-0j -0.000124745-0j -0.000920588-0j -6.79025e-05-0j 0.000171188-0j -0.000401348-0j 6.58904e-05-0j -1.76395e-06-0j 0.000214745-0j -2.03683e-06-0j 0.000174745-0j -3.63839e-05-0j 0.000164751-0j 0.000158721-0j 7.06116e-05-0j 0.000105814-0j 5.25809e-05-0j -3.98518e-07-0j 0.000153421-0j 5.09672e-05-0j 9.45926e-05-0j 6.54692e-05-0j 2.53155e-05-0j 3.75656e-05-0j 1.19382e-05-0j 2.03406e-06-0j 
0.00311367-0j -0.0096858-0j -0.0023917-0j 0.0117803-0j 0.00217091-0j 0.00754546-0j 0.0020307-0j 0.00191742-0j 0.00140691-0j -0.00691987-0j -0.00424111-0j -0.00656477-0j -0.00934555-0j -0.011767-0j -0.00176475-0j -0.00120824-0j 0.00869229-0j 0.00118457-0j 0.00595121-0j 0.0137105-0j -0.00155869-0j 0.00582267-0j -0.00785487-0j -0.00233053-0j -0.00358026-0j 0.00147963-0j -0.00247398-0j -0.0175774-0j -0.00545157-0j 0.00990126-0j 0.0122002-0j -0.0068641-0j 0.00599112-0j -0.0014585-0j -0.00309021-0j -0.0120072-0j 0.00696693-0j 0.0207461-0j 0.0172152-0j -0.0125125-0j -0.0209148-0j 0.0137301-0j 0.000428236-0j -0.00132545-0j -0.000325264-0j 0.00160209-0j 0.000292922-0j 0.00101811-0j 0.000258719-0j 0.000271193-0j 0.000261997-0j -0.000924126-0j -0.000566387-0j -0.00124807-0j -0.000864441-0j -0.00157145-0j -0.000598902-0j -0.00023238-0j 0.00114459-0j -0.000220455-0j 0.00180539-0j 0.000152832-0j 0.00108585-0j -0.000205247-0j 0.000147979-0j -0.00103432-0j 0.000751231-0j 0.000514332-0j -0.000461919-0j 0.0001909-0j -0.000504257-0j 0.0001307-0j -0.00226781-0j -0.000437068-0j 0.00127744-0j -7.82628e-05-0j -0.000963106-0j 0.000772964-0j 0.000385484-0j 0.00152407-0j -0.00121265-0j 0.00105314-0j -0.000386034-0j -0.000298564-0j -0.000119727-0j 0.000870319-0j -0.00201799-0j -0.000603353-0j 0.00215055-0j 0.000620864-0j 0.00253262-0j -0.000263702-0j -0.000685586-0j 0.00182358-0j 0.00256152-0j -0.00449142-0j -0.00224066-0j 0.00104019-0j 
0.000649552-0j 0.000691783-0j 0.000518838-0j 0.000524214-0j -0.00221396-0j 0.000560409-0j 0.000423629-0j 0.000326905-0j 0.000293499-0j -0.00241613-0j 0.000302655-0j 0.000468871-0j 0.000432455-0j 0.000178378-0j -0.00187153-0j 0.000262107-0j -0.00189092-0j 0.00162128-0j 0.000264823-0j 0.000334978-0j 0.000276343-0j -0.00211412-0j 8.82928e-05-0j 0.00588378-0j 0.000152896-0j -0.00123323-0j 0.0011583-0j 0.000267568-0j 0.00165505-0j 0.000156081-0j -0.000872028-0j 0.000682674-0j 4.07176e-05-0j 3.45428e-05-0j -0.000881065-0j 7.80406e-05-0j -0.000398107-0j 6.43802e-05-0j -8.77744e-05-0j 2.90901e-05-0j 7.85521e-06-0j 1.18312e-06-0j 8.93355e-05-0j 9.46668e-05-0j 7.05605e-05-0j 7.12917e-05-0j -0.000298731-0j 7.56163e-05-0j 4.41095e-05-0j 5.65743e-05-0j 5.46559e-05-0j -0.000322666-0j 4.04186e-05-0j 5.77529e-05-0j 6.17404e-05-0j 2.38219e-05-0j 4.2775e-05-0j -0.000246441-0j -0.000248994-0j 4.78239e-05-0j 4.41095e-05-0j 0.000209174-0j 4.83195e-05-0j 3.63885e-05-0j -0.000150913-0j 1.16263e-05-0j -0.00027276-0j 3.81999e-05-0j 1.97264e-05-0j -0.00015911-0j 0.000236288-0j 2.22833e-05-0j 3.45211e-05-0j -0.000152477-0j 2.01373e-05-0j 0.000600133-0j -0.00021787-0j 5.25332e-06-0j 0.000606352-0j 2.22833e-05-0j -8.98668e-05-0j 0.000168812-0j 2.25142e-05-0j -4.44725e-05-0j 0.000139263-0j 1.0173e-05-0j -8.98668e-05-0j 4.44951e-05-0j 2.24294e-06-0j 5.03433e-06-0j -6.4204e-05-0j 6.56665e-06-0j -2.36869e-05-0j 4.19615e-06-0j -4.5228e-06-0j 1.60243e-06-0j 3.81611e-07-0j 5.19896e-08-0j 
-0.000140632-0j -0.000149775-0j 0.000108023-0j -0.000113496-0j -9.80511e-05-0j 0.000116679-0j 0.000268572-0j -7.0777e-05-0j -6.35444e-05-0j -0.000107005-0j 0.000191554-0j 0.000297255-0j 9.00382e-05-0j -3.86201e-05-0j 7.97067e-05-0j -0.000374166-0j -8.37445e-05-0j 0.000156667-0j 0.000393121-0j 0.000212012-0j 5.75353e-05-0j -0.000263652-0j -1.9116e-05-0j -3.60379e-05-0j -0.000473511-0j 0.000159931-0j 0.00011174-0j -0.000495886-0j 5.25223e-05-0j -9.51572e-05-0j 0.000188657-0j -2.25284e-05-0j 2.58141e-05-0j 6.58745e-05-0j 0.000114068-0j 0.000115682-0j 1.6955e-05-0j 6.80898e-05-0j -3.88732e-06-0j 1.84114e-05-0j 1.63548e-06-0j -2.56153e-07-0j 0.00183863-0j 0.00194835-0j -0.00139652-0j 0.00146727-0j 0.00125766-0j -0.00149658-0j 0.000907825-0j -0.00340952-0j 0.00112488-0j 0.00135842-0j -0.00243178-0j -0.00114303-0j -0.00372087-0j 0.000490281-0j 0.00088036-0j -0.000997723-0j 0.00104827-0j 0.00277163-0j -0.00265384-0j 0.000656182-0j -0.00291204-0j -0.000720194-0j -0.00435622-0j 0.000239283-0j -0.00110428-0j 0.0051838-0j -0.00198325-0j 0.000669852-0j -0.00217051-0j -0.00314448-0j -0.00207696-0j 0.00549496-0j -0.000398554-0j -0.000336021-0j 0.00258286-0j 0.000108119-0j 0.000353043-0j 0.00656015-0j -0.00110786-0j -0.00154807-0j 0.00396647-0j -0.00128188-0j -0.000420113-0j 0.000589576-0j -0.00184816-0j 0.000139582-0j -0.000135174-0j -0.000912643-0j -0.000790162-0j -0.000925312-0j -9.58973e-05-0j -0.000421872-0j 1.9041e-05-0j -9.641e-05-0j -7.55277e-06-0j 1.07001e-06-0j 
-0.000984425-0j 0.00100693-0j -0.000786321-0j 0.000793848-0j -0.000686358-0j 0.000815704-0j 0.00188001-0j -0.000437768-0j -0.000444811-0j 0.000719383-0j -0.000458687-0j -0.00199842-0j 0.000654891-0j -0.00126736-0j -0.000580199-0j 0.00272362-0j 0.000585752-0j 0.00109667-0j -0.00274969-0j 0.000487578-0j -0.000370058-0j -0.0018432-0j -0.00139352-0j 0.000242279-0j 0.00067853-0j 0.000989201-0j -0.000267568-0j -0.0011865-0j 0.00038202-0j 0.00324723-0j 0.000259639-0j -0.000739294-0j 0.00326373-0j -5.23512e-05-0j -0.000241347-0j 0.000118181-0j -0.00128529-0j -0.000457415-0j -0.000751874-0j -0.000796292-0j -0.000465743-0j -0.000121693-0j -0.000135392-0j 0.000137792-0j -0.000106938-0j 0.000107961-0j -9.26107e-05-0j 0.000110063-0j -5.90683e-05-0j 0.000251069-0j -8.28335e-05-0j 9.60712e-05-0j -6.12562e-05-0j 8.74585e-05-0j -0.000263149-0j -0.000169252-0j 6.22613e-05-0j -7.63999e-05-0j 7.71311e-05-0j 0.000212236-0j 6.42037e-05-0j -4.83195e-05-0j -0.000214267-0j -4.87288e-05-0j 0.000320781-0j -0.000183497-0j 8.12119e-05-0j -0.000381233-0j -2.98962e-05-0j -4.35844e-05-0j -0.000153504-0j 0.000204598-0j 5.22773e-05-0j 0.000138417-0j -0.000143074-0j -2.57305e-05-0j -0.000197625-0j -0.000143801-0j 2.59768e-05-0j -9.49756e-05-0j 0.00038245-0j 3.74521e-05-0j 8.82844e-05-0j -1.37871e-05-0j -2.84252e-05-0j 0.000470157-0j 2.78381e-05-0j -0.00010704-0j 0.000275034-0j 7.32773e-06-0j -9.33108e-05-0j -8.79359e-06-0j -0.000132632-0j -6.62277e-05-0j -5.48539e-05-0j -6.71034e-05-0j -3.03832e-05-0j -6.70716e-06-0j 
-0.00139219-0j -2.93463e-05-0j 0.00106938-0j 0.00107907-0j 0.00188727-0j 2.28615e-05-0j -0.000907966-0j 0.00135971-0j -0.000629057-0j 4.07647e-05-0j 0.00189629-0j -1.98901e-05-0j -0.00085605-0j 0.00111669-0j -0.00153418-0j 0.000540229-0j -0.00154809-0j 0.00258925-0j 0.000545128-0j 4.15406e-05-0j -0.00110532-0j -3.43011e-05-0j 0.000738226-0j 5.53093e-05-0j 0.00160081-0j -0.00204009-0j -0.00540766-0j -0.00161009-0j 0.0024412-0j -0.000939629-0j -7.18709e-05-0j -0.00318447-0j 0.000425987-0j 0.000652125-0j 0.00426074-0j -0.00109986-0j 0.00127309-0j -0.0019688-0j -0.000438568-0j -0.000889675-0j -0.000110769-0j 2.23202e-05-0j 0.00900501-0j 0.000188868-0j -0.00683971-0j -0.00690173-0j -0.0119762-0j -0.000145075-0j -0.00862846-0j 0.00570268-0j 0.00550931-0j -0.000256032-0j -0.0119101-0j 0.00537661-0j 0.000123177-0j -0.00701362-0j 8.53396e-05-0j 0.00950097-0j 0.00958713-0j -0.00463576-0j -0.000257256-0j -0.0157109-0j -0.0046778-0j 0.00684512-0j -0.00605017-0j -0.00457174-0j 0.000208131-0j -7.3289e-05-0j -0.0097133-0j 0.0123788-0j -0.000351265-0j -0.00435894-0j 0.0097696-0j 0.0178697-0j 0.00570144-0j 0.0128909-0j -0.008067-0j -0.00258479-0j 0.0130078-0j -0.00021717-0j 0.0105231-0j 0.000733618-0j 0.0128745-0j 0.0122069-0j -0.0195203-0j 0.00384685-0j -0.0169028-0j 0.0130373-0j -0.0013252-0j -8.8469e-05-0j -0.0219776-0j 0.00879466-0j -0.00445754-0j 0.00806029-0j 0.00124053-0j 0.00276769-0j 0.000289339-0j -5.12646e-05-0j 
-8.28683e-07-0j -1.74681e-08-0j -6.6192e-07-0j 6.42306e-07-0j -5.77772e-07-0j -1.41507e-08-0j -5.40456e-07-0j 8.09351e-07-0j 3.30507e-06-0j -1.24798e-08-0j -3.8612e-07-0j 4.63318e-08-0j 5.29876e-07-0j 6.64696e-07-0j 1.91132e-06-0j -3.3439e-07-0j -1.85468e-06-0j -3.15266e-07-0j 3.24481e-07-0j 3.3101e-08-0j -2.67741e-06-0j -1.09198e-08-0j -1.71961e-06-0j -4.20304e-09-0j -1.95061e-07-0j 6.24558e-07-0j -2.25237e-07-0j 3.27844e-07-0j 3.09094e-07-0j 5.81609e-07-0j -4.50419e-09-0j 3.87739e-07-0j 2.53564e-07-0j -4.40689e-08-0j 4.46206e-07-0j 9.56211e-08-0j 4.05291e-07-0j 2.39901e-07-0j 1.34264e-07-0j 1.81155e-07-0j 6.85637e-08-0j 1.32858e-08-0j 2.72565e-05-0j 5.71669e-07-0j 2.15282e-05-0j -2.08903e-05-0j 1.8644e-05-0j 4.56627e-07-0j -2.61168e-05-0j 1.7261e-05-0j -6.52581e-05-0j 3.98577e-07-0j 1.23318e-05-0j -1.69231e-05-0j 3.72834e-07-0j -2.12289e-05-0j -2.28001e-06-0j 1.53805e-05-0j -1.49247e-05-0j -5.71009e-05-0j 2.66366e-07-0j -3.80672e-05-0j 5.54088e-05-0j -2.15452e-05-0j 9.41859e-06-0j -1.38378e-05-0j -1.31853e-06-0j 2.3068e-07-0j -2.35529e-05-0j 7.54132e-05-0j 2.17487e-07-0j -1.31937e-05-0j 3.9586e-05-0j 9.5162e-06-0j 7.02272e-05-0j 5.17996e-06-0j -1.30591e-05-0j 3.06169e-05-0j -5.02647e-06-0j 1.34563e-07-0j -1.63819e-05-0j 1.5538e-07-0j -1.33304e-05-0j 2.77556e-06-0j -1.25681e-05-0j -1.21081e-05-0j -5.38662e-06-0j -8.07206e-06-0j -4.01115e-06-0j 3.0401e-08-0j -1.17038e-05-0j -3.88804e-06-0j -7.21602e-06-0j -4.99433e-06-0j -1.9312e-06-0j -2.8657e-06-0j -9.10705e-07-0j -1.55744e-07-0j 
-0.000812278-0j 0.00422271-0j -0.000648817-0j -0.0118402-0j -0.000566334-0j 0.00342079-0j -0.000529757-0j 0.0176545-0j -0.000367026-0j 0.00301685-0j -0.000378477-0j 0.00286204-0j -0.00976766-0j -0.00684699-0j -0.000478739-0j -0.00032777-0j -0.00873646-0j -0.000309025-0j -0.00598145-0j 0.00204474-0j 0.0149239-0j 0.00263975-0j -0.0154406-0j 0.00101604-0j -0.000191199-0j 0.0136236-0j -0.000220778-0j -0.00604343-0j -0.0056978-0j -0.00599112-0j 0.00108884-0j -0.00399408-0j 0.00751904-0j -4.31965e-05-0j 0.00973314-0j -0.00176267-0j -0.0142413-0j -0.00247121-0j 0.0217822-0j 0.00537186-0j 0.00891778-0j -0.0405293-0j -0.000111716-0j 0.000577856-0j -8.82374e-05-0j -0.00161023-0j -7.64158e-05-0j 0.000461569-0j 0.00238213-0j -7.07473e-05-0j -6.83484e-05-0j 0.000402891-0j -5.05443e-05-0j -0.00130444-0j 0.00037687-0j -0.000914393-0j 0.000261103-0j -6.30398e-05-0j -0.00115041-0j -5.98048e-05-0j 0.000269249-0j -3.98699e-05-0j -0.00109137-0j 0.00196516-0j -3.86039e-05-0j -0.00203319-0j 0.000340576-0j 0.000233176-0j -2.46682e-05-0j 0.00175769-0j 0.000219841-0j 0.00120341-0j -0.000779713-0j -3.90039e-05-0j -0.000772964-0j -2.1231e-05-0j -0.00100661-0j 0.000970095-0j -0.000387443-0j 0.000136019-0j -0.000705616-0j 0.000157062-0j 0.00121588-0j -1.13761e-05-0j 0.00114634-0j -0.00177904-0j -0.000415204-0j -0.00118603-0j 0.00272106-0j 3.07301e-05-0j -0.000504117-0j 0.000354631-0j 0.000894748-0j -0.000733818-0j 0.00105031-0j 0.00194402-0j -0.00234782-0j -0.00562789-0j 
-9.37548e-05-0j -9.98503e-05-0j -7.48877e-05-0j -7.56638e-05-0j 0.000319558-0j -8.0888e-05-0j -6.11456e-05-0j -4.71847e-05-0j -4.23629e-05-0j 0.000348739-0j -4.36845e-05-0j -6.76758e-05-0j -6.24195e-05-0j -2.57467e-05-0j 0.000270132-0j -3.78319e-05-0j 0.000272931-0j -0.000234011-0j -3.8224e-05-0j -4.83499e-05-0j -3.98866e-05-0j 0.000305146-0j -1.2744e-05-0j -0.00084925-0j -2.20686e-05-0j 0.000178002-0j -0.000167186-0j -3.86201e-05-0j -0.000238886-0j -2.25284e-05-0j 0.000125866-0j -9.85355e-05-0j -5.87708e-06-0j -4.98583e-06-0j 0.000127171-0j -1.12642e-05-0j 5.74619e-05-0j -9.29248e-06-0j 1.26692e-05-0j -4.19879e-06-0j -1.1338e-06-0j -1.70769e-07-0j 0.00122575-0j 0.0012989-0j 0.000968145-0j 0.000978178-0j -0.00409882-0j 0.00103751-0j 0.000605217-0j 0.000776243-0j 0.000749922-0j -0.00442723-0j 0.000554575-0j 0.000792415-0j 0.000847127-0j 0.000326854-0j 0.000586907-0j -0.00338136-0j -0.0034164-0j 0.000656182-0j 0.000605217-0j 0.00287003-0j 0.000662982-0j 0.000499278-0j -0.00207065-0j 0.000159522-0j -0.00374248-0j 0.000524133-0j 0.000270661-0j -0.00218311-0j 0.00324205-0j 0.000305744-0j 0.000473657-0j -0.00209211-0j 0.0002763-0j 0.00823429-0j -0.00298935-0j 7.20796e-05-0j 0.00831963-0j 0.000305744-0j -0.00123304-0j 0.00231623-0j 0.000308913-0j -0.000610198-0j 0.00191079-0j 0.000139582-0j -0.00123304-0j 0.000610508-0j 3.07748e-05-0j 6.9075e-05-0j -0.000880928-0j 9.00995e-05-0j -0.000325003-0j 5.75745e-05-0j -6.20563e-05-0j 2.19866e-05-0j 5.236e-06-0j 7.13338e-07-0j 
-0.000492213-0j -0.000524214-0j 0.00192057-0j -0.000397235-0j -0.000343179-0j 0.00207445-0j -0.000321014-0j -0.00024772-0j -0.000222405-0j -0.000374517-0j -0.00282517-0j -0.000355298-0j 0.00160081-0j -0.00013517-0j 0.00141712-0j 0.000970235-0j -0.000293106-0j -0.000187258-0j -0.000200676-0j -0.00312688-0j 0.00102293-0j 0.00160081-0j -6.69059e-05-0j -0.000126133-0j -0.000847985-0j -0.00019116-0j -0.00164801-0j -0.00249764-0j 0.000933803-0j 0.000577761-0j -0.000989316-0j -7.88493e-05-0j -3.08547e-05-0j 0.00655577-0j -0.00168235-0j 0.00385422-0j 0.000301447-0j -0.000357063-0j -1.36056e-05-0j -0.000271544-0j 2.90774e-05-0j -8.96536e-07-0j 0.00318375-0j 0.00337375-0j -0.0122839-0j 0.00254071-0j 0.00217775-0j -0.0131641-0j 0.00157198-0j 0.0020162-0j 0.00194784-0j 0.00235224-0j 0.0177441-0j -0.0100542-0j 0.00220032-0j 0.000848967-0j 0.00152442-0j -0.00877604-0j 0.00181517-0j -0.00832568-0j 0.0193644-0j 0.00113624-0j 0.00172202-0j -0.00633488-0j 0.00110016-0j 0.00041434-0j -0.0097133-0j -0.00665024-0j 0.00514537-0j 0.00115991-0j 0.00128352-0j 0.000794136-0j 0.015155-0j 0.0136927-0j -0.00350571-0j -0.00295566-0j -0.00775861-0j 0.000187219-0j 0.000611326-0j 0.00581231-0j 0.000655129-0j 0.0112959-0j 0.00988392-0j -0.0211299-0j -0.00369535-0j -0.00177102-0j 0.00479491-0j 0.000241698-0j 7.99342e-05-0j -0.0449349-0j 0.00576562-0j -0.0152523-0j -0.00084352-0j 0.00109451-0j 3.29712e-05-0j 0.00070348-0j -6.64348e-05-0j 1.85281e-06-0j 
-0.000121791-0j -0.000129709-0j 9.3551e-05-0j -9.82902e-05-0j -8.49147e-05-0j 0.000101047-0j 0.00023259-0j -6.12947e-05-0j -5.5031e-05-0j -9.26689e-05-0j 0.000165891-0j 0.00025743-0j 7.79754e-05-0j -3.3446e-05-0j 6.9028e-05-0j -0.000324038-0j -7.25249e-05-0j 0.000135678-0j 0.000340453-0j 0.000183607-0j 4.9827e-05-0j -0.00022833-0j -1.65549e-05-0j -3.12097e-05-0j -0.000410073-0j 0.000138504-0j 9.67696e-05-0j -0.00042945-0j 4.54857e-05-0j -8.24086e-05-0j 0.000163382-0j -1.95101e-05-0j 2.23557e-05-0j 5.7049e-05-0j 9.87856e-05-0j 0.000100183-0j 1.46835e-05-0j 5.89675e-05-0j -3.36652e-06-0j 1.59448e-05-0j 1.41636e-06-0j -2.21835e-07-0j 0.000787775-0j 0.000834787-0j -0.00059835-0j 0.000628661-0j 0.000538853-0j -0.000641223-0j 0.000388964-0j -0.00146084-0j 0.000481965-0j 0.000582027-0j -0.00104191-0j -0.000489742-0j -0.00159423-0j 0.000210065-0j 0.000377197-0j -0.000427482-0j 0.000449137-0j 0.00118753-0j -0.00113706-0j 0.000281146-0j -0.00124769-0j -0.000308573-0j -0.00186645-0j 0.000102522-0j -0.000473136-0j 0.00222104-0j -0.000849737-0j 0.000287003-0j -0.00092997-0j -0.00134728-0j -0.000889888-0j 0.00235436-0j -0.000170764-0j -0.000143971-0j 0.00110664-0j 4.63246e-05-0j 0.000151264-0j 0.00281075-0j -0.000474672-0j -0.000663284-0j 0.00169946-0j -0.000549232-0j -0.000180001-0j 0.000252608-0j -0.00079186-0j 5.98048e-05-0j -5.79162e-05-0j -0.000391029-0j -0.000338551-0j -0.000396457-0j -4.10879e-05-0j -0.000180754-0j 8.15825e-06-0j -4.13076e-05-0j -3.23604e-06-0j 4.58453e-07-0j 
0.000812109-0j -0.00167846-0j 0.000648682-0j 0.000579112-0j -0.00110091-0j -0.00135971-0j 0.000529647-0j 0.00156208-0j 0.00036695-0j 0.00233153-0j 0.000378398-0j -0.00113762-0j 0.000477743-0j 0.000272885-0j -0.000930629-0j 0.000327702-0j -0.000830821-0j -0.0015104-0j 0.000292557-0j -0.000812751-0j 0.00132047-0j 0.00204009-0j -0.00138672-0j 0.00316342-0j 0.00019116-0j -0.00234372-0j -0.00107908-0j 0.000295589-0j -0.00136238-0j 0.000238774-0j 0.000841495-0j -0.000778188-0j -0.00219849-0j 4.31875e-05-0j -0.00167444-0j 8.62133e-05-0j 0.00248681-0j 9.84895e-05-0j 0.00420309-0j -0.00157068-0j -0.00174374-0j -0.000661321-0j -0.00525292-0j 0.0108023-0j -0.00414895-0j -0.00370399-0j 0.00698614-0j 0.00862846-0j -0.00991266-0j -0.00332656-0j -0.00321377-0j -0.0146437-0j -0.00237661-0j -0.00300057-0j 0.00704511-0j -0.00171392-0j 0.004881-0j 0.00576327-0j 0.00514517-0j -0.00281205-0j 0.00503327-0j 0.00916472-0j -0.00251046-0j -0.00817752-0j 0.00352927-0j 0.00858778-0j -0.0123788-0j 0.00435894-0j -0.00115991-0j 0.0142211-0j -0.0200906-0j -0.00500769-0j -0.00179356-0j 0.00356584-0j -0.00144883-0j 0.00781958-0j 0.00450202-0j 0.0133399-0j 0.00698094-0j 0.00254271-0j 0.00257154-0j -0.0143534-0j -0.00505959-0j 0.00104004-0j 0.0233199-0j 0.00751431-0j 0.00185699-0j -0.0244898-0j 0.0127003-0j 0.00057446-0j 0.0018372-0j -0.00147571-0j -0.0239226-0j 0.00309949-0j -0.0187796-0j 0.00907354-0j 0.00656542-0j 0.00197681-0j 
0.00014209-0j -0.000145337-0j 0.000113496-0j -0.000114582-0j 9.90672e-05-0j -0.000117737-0j -0.000271356-0j 6.31863e-05-0j 6.42029e-05-0j -0.000103834-0j 6.62058e-05-0j 0.000288447-0j -9.45253e-05-0j 0.000182928-0j 8.37445e-05-0j -0.000393121-0j -8.4546e-05-0j -0.000158291-0j 0.000396884-0j -7.03758e-05-0j 5.34133e-05-0j 0.000266043-0j 0.000201138-0j -3.497e-05-0j -9.79374e-05-0j -0.000142779-0j 3.86201e-05-0j 0.000171256-0j -5.51398e-05-0j -0.000468698-0j -3.74757e-05-0j 0.000106708-0j -0.000471079-0j 7.55625e-06-0j 3.48355e-05-0j -1.7058e-05-0j 0.000185516-0j 6.60222e-05-0j 0.000108524-0j 0.000114935-0j 6.72242e-05-0j 1.75649e-05-0j -0.00185768-0j 0.00189062-0j -0.00146727-0j 0.00148131-0j -0.00127069-0j 0.00151016-0j -0.000810463-0j 0.00344486-0j -0.00113654-0j 0.00131817-0j -0.000840483-0j 0.0012-0j -0.00361061-0j -0.00232227-0j 0.000854273-0j -0.00104827-0j 0.0010583-0j 0.00291204-0j 0.000880924-0j -0.000662982-0j -0.00293991-0j -0.000668598-0j 0.00440136-0j -0.00251773-0j 0.00111429-0j -0.00523081-0j -0.000410199-0j -0.000598012-0j -0.00210619-0j 0.00280724-0j 0.000717286-0j 0.00189919-0j -0.00196308-0j -0.000353043-0j -0.00271157-0j -0.00197306-0j 0.000356422-0j -0.00130314-0j 0.00524751-0j 0.000513872-0j 0.00121133-0j -0.00018917-0j -0.000390015-0j 0.00645092-0j 0.00038196-0j -0.00146867-0j 0.00377369-0j 0.000100542-0j -0.0012803-0j -0.000120655-0j -0.00181981-0j -0.000908696-0j -0.000752638-0j -0.000920711-0j -0.00041688-0j -9.20274e-05-0j 
