0.0137592+0.00403836j 0.00172593+0.00939735j 0.00544625-0.00481656j 0.0187858+0.00208122j -0.00703842-0.00580121j -0.00870281-0.00537595j -0.00235062+0.00597098j -0.00086002+0.00339554j -0.0010351+0.00242655j 0.00833108+0.00923217j 0.00671606+0.0062751j -0.000933588+1.92095e-05j -0.00516859+0.00741697j 0.00496724-0.00793641j 0.0054245-0.0040077j -0.0033443+0.0069758j 0.00565759-0.0044371j -0.00646721+0.00233516j 0.0111729-0.00921855j -0.0068154-0.0152383j 0.000456839+0.0106149j -0.00221248+0.00427623j 0.00761747+0.00407928j 0.000790292-0.00620621j 0.00461851-0.000130604j -0.000927319+0.00566048j -0.00151232+0.00383952j 0.0023505+0.000840531j 0.0060069+0.00487972j 0.00165281+0.000266641j -0.000963795+0.000249594j -0.00305492-0.000324389j 0.00366211-0.00222324j -0.0033214+0.010303j -0.00250738-0.00332208j 0.000616918-0.0150262j -0.000564281-0.00696425j 0.00190623-0.014499j 0.0026889+0.00407771j 0.00184439+0.00671332j 0.00219617+0.0056357j -0.0019469-0.0111983j -0.00210131+0.00402567j -0.0101325+0.00350119j 0.00151144-0.00338264j 0.000498082+0.00319153j 8.18213e-05-0.00572233j -0.000495612+0.00149197j -0.00685911+0.0026548j 0.000944798-0.00189656j -0.00417584+0.00821103j 0.00387467-0.00019804j -0.00178683+0.00303322j -0.000386441+0.00265339j 0.00394473-0.00820064j -0.00350596-0.00432237j 0.00245482-0.00505539j -0.00129759-0.00806729j -2.16466e-05+0.0118609j 0.00831519-0.00523723j 0.00273597-0.00928707j -0.00129965-0.00527966j 0.00463908+0.00556713j 0.00257724-0.00103498j 0.00227859+0.000768684j -0.00353422+0.00053686j 0.00907078+0.00168612j 0.000773641-0.00512075j 0.000495124+0.00316765j -0.00312758+0.000196884j 0.00296079+0.00213937j -0.00291164-4.40968e-05j 0.000349784-0.00307946j -0.00161335-0.000573877j -0.000497399-0.000559663j -0.00212377+0.00102859j -0.00144596-0.000211859j 0.00267151+0.000385165j 0.00194448+0.00274207j 0.00247845+0.00630383j 1.92856e-05-0.00580149j -0.00276226-0.00584163j 0.00165567+0.00325145j -0.00307316-0.0057604j 0.00745196-0.00559791j 0.00390185+0.00762181j 0.000227012+0.0165364j 0.00185217-0.00408479j 0.00247616+0.000475974j -0.0110594+0.0440385j 0.00152564+0.00256773j -0.00443751-0.0212408j 0.00951626+0.0209707j -0.0481131+0.0298368j 0.0452411+0.0280126j 
0.00755986-0.0106311j -0.00903404+0.0119391j -0.00687109-0.00278559j -0.00129333-0.00309713j -0.00700238-0.00872005j 0.00734884-0.00923965j 0.0140474-0.00872249j 0.00370622-0.0041474j 0.0297745+0.00199373j 0.026095-0.00117615j -0.00154524-0.00286844j -0.0262776+0.00448783j 0.00338552+0.00209541j 0.0105042+0.00612946j 0.00150326-0.00199261j -0.0076141-0.00627481j -0.0139092+0.00695172j 0.0248764+0.000771698j 0.00216493+0.00216511j 0.00692387+0.00343891j 0.000223743+0.00550377j 0.00390277+0.0107649j -0.00684397-0.0061616j 0.00329416-0.00602308j 0.00859147+0.0135633j -0.00841904-0.0067016j -0.0152298+0.021667j -0.0171777-0.00874973j 0.00717754+0.0036785j 0.00119654-0.000270783j -0.00814465-0.016314j -0.00066741-0.0114773j -0.00356605+0.00635214j 0.00760279+0.00527334j 0.000188773-0.0027036j -0.00114784+0.00830751j -0.0100431-0.00160616j -0.00212955-0.00736249j -0.00985549-0.0111757j 0.002027-0.000125292j -0.00866271-0.00174978j 0.000426787+0.00446289j 0.00285966-0.00375679j -0.0127789-0.00765434j -0.00189227+0.0176823j 0.00441458-0.00519913j -0.00505589-0.0097057j -0.00876231+0.00293637j 0.00372787+0.0111302j -0.00194999+0.00619027j 0.000137539+0.0161319j -0.000474672-0.0038103j 0.00215607+0.0101216j -0.00333089+0.0160758j -0.00605735+0.00781462j -0.000908146+0.00119056j 0.00315073-0.00819663j -0.0019607-0.00643236j 0.000352002-0.00852905j 0.00537323-0.00913654j 0.00133963-0.00367708j 0.0112954+0.0105121j -0.00429689-0.00993205j 0.00728544-0.00324814j -0.0309866-0.00121406j 0.0218445+0.0174424j 0.012137+0.0205544j 0.0200604-0.0168523j 0.00463122-0.0296311j 0.0120326-0.0171119j 0.0068243-0.00524045j 0.00345096-0.010329j -0.00381781-0.00369063j -0.00392041+0.00205203j -0.00870098+0.00303715j -0.0024962+0.00724719j 0.00181916-0.00118496j -0.00193993+0.0032886j -0.00433864-0.0049094j 0.000231991-0.0119504j -0.00552014-0.00685913j 0.000987869-0.00701366j 1.04551e-05-0.00284261j 0.0122785+0.00221672j -0.00601092+0.00952233j -0.00750007+0.00956101j -0.000404638-0.0063792j -0.0028438-0.00407107j -0.00226387+0.000588264j -0.0082565+0.00428268j -0.000165824-0.00487349j -0.00653485+0.00699077j 0.00496258+0.00327648j 0.00538567+0.000489692j 0.000428824-0.00188486j 
-0.00640994-0.00329897j 0.0124627-0.00196231j 0.00401652-0.00728625j 0.000791098+0.00327609j -0.0165253-0.0132524j 0.00483002+0.000344655j 0.000933274+0.00321702j -0.00599435+0.00129581j -0.0157147+0.0188548j -0.00209073-0.017369j -0.0085703+0.00244671j -0.00695424+0.000446334j -0.001131+0.00610795j 0.000796673-0.00127631j 0.0022755+0.00124857j 0.00128028+0.00094974j -0.00194308+0.000279546j -0.0045308-0.0058297j -0.00481866+0.00214805j -0.00857094+0.00210773j 0.0094289+0.00551697j -0.00589929-0.0158944j -0.0145043-0.0136053j 0.0233676+0.017888j -0.00492575+0.00140267j -0.0142547+0.0109205j -0.00636019-0.00337756j 0.001451+0.00728151j 0.00125409+0.00664867j -0.00194948-0.00215379j 0.0173335-0.0131369j -0.0068301-0.00137521j 0.00144769+0.00508606j -0.00233086-0.0182817j 0.00813875+0.00636685j 0.00638577-0.0182914j -0.0134774-0.00310803j 0.0022138-0.0039453j -0.0333812-0.00788005j 0.00530835-0.00876144j 0.00206822+0.00837808j 0.000118347+0.0186285j 0.00333462-0.0151802j -0.00678096-0.01258j -0.00254968-0.00429191j 0.0156466+0.0161273j 0.000122753-0.0053796j -0.0220949-0.0217899j -0.00275816+0.0128865j 0.0180374-0.00140587j 0.0135207+0.0303864j -0.00748312+0.00128267j 0.000538873-0.00788085j 0.000533908-0.0151465j -0.00839606+0.0233182j 0.0168346-0.011909j -0.00664299-0.00650521j -0.0001363-0.00547609j 0.00333204+0.00250947j -0.0201048-0.00204399j 0.04082-0.00161835j -0.0611101-0.000356213j 0.011372+0.00409065j 0.0106694+0.00970941j -0.0384825-0.066165j 0.0383733-0.0234071j 0.0408503-0.0101656j 0.0173298-0.0557227j 0.00254353-0.055616j 0.0194999-0.0363921j 1.36698e-05+0.001463j -0.000372597-0.00590023j 0.000307673-0.0118092j 0.000655892+0.00625436j 0.000837665+0.0117511j -0.00882925+0.00518759j 0.00424265-0.00633376j 0.0106697+0.00532391j 0.00838367-0.00322773j -0.00523796+0.00231464j 0.00440765+0.0046444j 0.00309181+0.00498451j 0.00248689-0.000405616j 0.00350666-6.89254e-06j 0.00807046-0.00226921j -0.00460833-0.000552479j -0.00147409-0.00294526j -0.00478336-0.00800009j -0.00781631+0.00496286j 0.00411417-0.00349632j -0.00131171+0.00437944j -0.00208049-0.0014087j -0.00453651+0.000799729j -0.0011645-0.00069722j -0.00190247+0.000722112j 
3.19908e-05-0.0131716j 0.00562151-0.00438518j 0.000955615-0.00155235j 9.32904e-05+0.00159027j 0.00102276-0.00439221j 0.00653905-0.000850405j -0.00314804+0.00562877j -0.00553965+0.00940748j 0.00832677-0.00353594j 0.000921526-0.00285433j 0.0113054-0.00138619j 0.0174297+0.000819523j -0.0154495+0.00526224j -0.0085946+0.00538371j -0.000549114-0.000555559j 0.00446519-0.00236378j 0.00137195-0.000146617j 0.00675055+0.00316507j -0.000221724+0.000495484j 0.00556364-0.00452953j 0.0030568-0.00128758j -0.00166776+0.0307732j 0.00381273+0.0209559j 0.00111038-0.0261596j -0.00548489+0.00015516j -0.00507988-0.0420375j 0.00453902+0.00572555j 0.00113671-0.00299531j -0.00933872-0.00611901j -0.00392895+0.0111657j 0.00465985+0.00811912j -0.00259311-0.0178235j 0.00283757+0.0160088j -0.00179005+0.00103545j 0.00128422-0.00108779j 0.00877214+0.00958116j -0.00163524-0.00988754j -0.00410143+0.00481515j -0.0105883+0.00202471j -0.000178524-0.00197598j -0.002477-0.00505346j -0.00605792+0.00709191j -0.00268899-0.00695682j -0.000893927+0.00438933j 0.00202256-0.0147228j 0.00982025+0.0272881j -0.00239192+0.0158543j -0.00209114+0.00128965j 0.00160388-0.0123422j -0.00330959+8.65217e-05j 0.000909873+0.00916804j 0.00376837-0.00281013j 0.000653079+0.00387112j -0.00312859+0.0141329j 0.000676346+0.00937835j 0.00557392+0.0133832j -0.00546896+0.00255878j -0.00210781+0.000904314j -0.00161311+0.00183096j -0.00746073+0.00324962j 0.0160997-0.00339483j -0.0171116+0.00269238j -0.00634543+0.00894424j 0.00702301-0.00405314j -0.00883407-0.0212122j 0.00418312-0.00717589j 0.0173304-0.000482736j -0.000934202-0.021281j 0.00651751-0.00975593j 0.00813079-0.00555006j 0.000279188-0.0094936j 0.00101812+0.00012639j 0.00925409+0.00420808j -0.000667279+0.0105937j 0.00421163-0.00362972j 0.00486692-0.00670545j 0.00275301-0.000542611j -0.00324184+0.00230674j -0.00498671+0.00191586j -0.000676995-0.000619972j -5.04121e-05+0.00188649j -0.000378216+0.00351327j -0.00289713-0.00519004j 0.00286841+0.00644596j -0.000607364+0.00325257j -0.0062677+0.00473282j -0.00587995-0.00590513j 0.00503231+0.0139615j 0.0127175-0.0092562j 0.00142814+0.00269311j -0.00375858+0.00326949j -0.00141474+0.00450365j 0.00892674+0.00286388j -0.000479482-0.00279283j -0.00522431+6.98111e-05j 
0.0130193+0.00437023j 0.0178902-0.0124843j -0.00926637+0.000447274j -0.00469774+0.00421486j -0.0114337+0.00212763j -0.00496832+0.0179859j 0.00742209+0.00993841j 0.00586075+0.0037617j -0.00614725+0.00164893j -0.00416916-0.000941093j 0.00319793-0.0133567j 0.00393406+0.00404856j 9.91179e-05+0.010497j 0.000811087-0.00909383j 0.00154463-0.00410206j 0.000182139+0.00589001j -0.00417792-0.00306923j -0.00166531-0.00324691j -0.00360593-0.00147987j -0.00953356-0.00643448j 0.000167783+0.00351232j 0.0152605+0.00632459j 0.0151079+0.0173553j 0.0160397+0.0285161j -0.0033644-0.00567475j 0.000536813+0.00672716j 0.00271511-0.0179193j 0.00611237+0.000494918j 0.00113351-0.00670668j 0.00211595-0.00122048j -7.52903e-05+0.00300052j 0.00128444+0.0129836j -0.0016572+0.0138411j 0.000168859+0.00197608j -0.00147018+0.00847527j -0.000609038-0.0110897j 0.00834474+0.000731911j -0.00991257+0.00707375j -0.00561104+0.013141j -0.0176392-0.00619455j -0.0168807+0.0048096j -0.00091572-0.0198036j 0.000242914-0.00145022j -0.0188909+0.0129459j -0.0035879+0.0199397j -0.000689572+0.00631613j -0.00644518-0.00278055j -0.00314366+0.00884758j 0.00543705+0.0010629j 0.00273335+0.00359244j -0.00125832-0.00133949j -0.00209578-0.0115704j 0.00177716-0.000815889j -0.00223883-0.00995083j -0.011738-0.00186971j -0.00457374-0.0130147j 0.0121066-0.0105034j -0.00846673-0.0127145j -0.000217595-0.00301917j 0.0117929+0.00294204j -0.0115778+0.00316193j 0.0476777+0.0109239j -0.0158282-0.0161997j 0.0269027-0.00539897j -0.0189575+0.029438j 0.00223505+0.04521j 0.0139976+0.029988j 0.0182721-0.0155685j 0.00415908-0.019779j 0.0163619-0.00579986j 0.000460216-0.0224236j 0.00660395-0.00514204j 0.00456493+0.0106381j 0.00122006+0.000628433j 0.000275081-0.00104296j 0.00365603-0.00486695j 0.00325093-0.00707062j -0.00343844+0.01997j -0.00636161-0.000109708j -0.00239533-0.00276801j 0.000745976-0.000155004j -0.00477853+0.00335405j 0.0025732-0.0082225j 0.01543+0.00382483j 0.00700569+0.010605j -0.0126186+0.0038917j 0.00240277-0.0103753j 0.00157636+0.00229715j 0.00283814-0.00227675j 0.0018942-0.00536476j -0.00293962+0.00253198j -0.00879799-0.00412577j -0.00412591+0.00144642j 0.00793839-0.00538528j 0.0010268-0.00110101j 
0.0188517-0.00267312j -0.00560044-0.0143926j -0.00934712-0.00965484j 0.00236138+0.000282193j -0.0190038-0.0164062j -0.0117913+0.00580625j -0.0173356+0.0076935j 0.010832+0.012987j -0.0146843-0.00107974j -0.00833247+0.0101458j -0.00910556+0.00743475j 0.000270537+0.00321933j -0.00503848+0.0013902j -0.0176767+0.00376002j -0.00455516-0.00549938j -0.000829502-0.00567788j -0.00515352+0.00014677j -0.0083491+0.00479938j -0.00225307-0.00464425j -0.00367836+0.000533829j 0.0202151+0.0134909j 0.0172769+0.0229193j -0.00604031+0.0164652j 0.000474938+0.0020572j 0.00434441-0.0135341j -0.0023633+0.00207984j 0.00130704+0.00932652j 0.0108577-0.00170859j 0.006055+0.00664786j 0.000712397+0.0036838j 0.0176178+0.00242683j 0.00156502-0.0225045j -0.00885167+0.020247j -0.0113438+0.00396758j -0.00676204-0.00538561j -0.00768341-0.00189922j -0.00158394+0.0156185j 0.00256524+0.0101237j -0.00389402-0.0012071j 0.0118407-0.018858j 0.00323789+0.00434707j 0.00430949+0.0105893j 0.003288-0.00138639j -0.0122085+0.0122619j -0.00370753-0.00582063j -0.00128526+0.0163464j 0.0062102+0.000223959j 0.0101694+0.00137689j -0.00254121+0.00204177j 0.00400658+0.00754038j 0.0035641+0.0057134j 0.0119032+0.00460895j -3.22306e-05-0.00540459j 0.000755613+0.0151447j 0.00654506-0.00736203j -0.00674389+0.000343702j -0.00384312-0.0129207j 0.00111869-0.0166733j 0.0103846-0.0113524j 0.00174856-0.00690499j 0.018691+0.000886522j -0.00105804+0.000893532j -0.00195026-0.00898232j -0.0157687-0.0170624j -0.00762961-0.00930104j 0.0113841-0.0150503j -0.00549037+0.00427445j 0.00806973+0.00891185j -0.00657-0.00907099j 0.00243721-0.00990663j 0.000415388-0.00425526j -0.00232904-0.00404824j -0.00628673-0.00134117j 0.00334527-0.00368996j 7.03079e-05-0.00100441j -0.000623696+0.000968109j -0.00127425-0.00468909j -0.00670032-0.00173371j -0.00506603-0.0041999j -0.00214176-0.00563759j 0.000436008-0.00612405j -0.00516303-0.00733249j -0.00103887+0.00317901j 0.00834471+0.00271388j -0.0118101+0.0112392j 0.00366433+0.000634574j 0.00493032+0.0082437j 0.00170335+0.00178397j 0.00227275+0.000248207j -0.00260131+0.00272692j 0.00267139-0.00971181j -0.000233061-0.00210913j -0.000878358-0.00452851j 0.00774345+0.000459536j 0.01149-0.00344909j 
0.0198486+0.00926235j 0.00289676-0.00811448j -0.00377+0.00422627j -0.00973882+0.00835847j 0.017348-0.000951263j 0.0104319+0.0244685j -0.00100911-0.000285933j 8.09844e-05+0.000184064j 0.0151147-0.00815j 0.0152864-0.00710313j 0.00369119+0.00257832j -0.00544109+0.00153649j -0.00443906+0.00357886j 0.00367451-0.00178034j 0.000785182-0.00119779j -0.00388909+0.000821556j -0.00891067+0.00415018j 0.00687782-0.00191491j 0.00784054-0.00320605j 0.0151511-0.00198076j 0.0200752+0.00828137j -0.00425176-0.011158j 0.0135506+0.0107197j -0.0124468+0.0249031j -0.00742672-0.0178422j 0.0116254+0.00949803j 0.00128895-0.00677761j -0.00632322-0.00326367j 8.91752e-05-0.0152583j -0.0031673-0.00426739j -0.00899543-0.000590369j -0.00498417+0.00155241j 0.00283217+0.00107834j 0.000614219+0.0188747j -0.00415751-0.00252701j -0.000179245-0.0127984j 0.00245483+0.00756108j 0.0082967+0.0355919j -0.00360764+0.00466278j 0.00995956-0.0115486j 0.0145313+0.0144129j 0.00268599+0.00258198j 0.00219213-0.00468293j 0.00987459+0.00499324j 0.00318956-0.0129883j -0.00160705+0.00176986j 0.00872113-0.00714287j 0.0117417-0.0160224j 0.000539159+0.0141454j -0.00552577-0.00723257j 0.00528966-0.0121215j 0.0144876+0.00672786j -0.00450484-0.0102828j 0.00516161+0.00194134j 0.0146079-0.0100313j 0.00386089+0.00925804j -0.0184278+0.0164515j 0.000183756-0.0111546j 0.00883207+0.00260994j -0.007642+0.00645592j 0.0206462-0.00216943j -0.00987615-0.00944088j -0.00966422+0.00558161j -0.0158245-0.00678424j 0.0170091-0.0124876j -0.018198-0.0308657j 0.00050569-0.00520377j -0.00044226+0.00939183j -0.00406806+0.0189941j -0.00827711+0.0045992j -0.0113737-0.0137356j -0.00402861+0.00730897j 0.00016903+0.0107655j 0.00824756-0.00849507j 0.00557277-0.00666346j 0.00885726-0.0127277j 0.00141836-0.00488385j -0.00332748+0.005315j -0.00668765+0.00711231j -0.000374977-0.00162873j -0.00110624-0.00572277j -0.000391505+0.000420271j -0.00698008-0.00330158j 0.00743814+0.00927533j 0.00229268+0.00393396j -0.00555572+0.0151327j -0.00342203-0.00306784j 0.000617844-0.00295269j -0.00408406-0.0039555j -0.00391331-0.0031752j 0.00260872+0.00306564j -0.00603449+0.0138305j 0.0190882+0.00341391j 0.00825695-0.0102576j -0.010425-0.00499034j 
-0.0118567-0.00743194j 0.0379818+0.00595097j 0.00335049-0.00542651j -0.00306146-0.00675996j -0.00237971+0.00032712j 0.0189831-0.0148036j 0.0146335+0.0111256j -0.00575382+0.00510513j 0.00864187+0.00702416j 0.015109+0.00070554j 0.0164674+0.000357897j 0.00706001+0.0013618j -0.00395092-0.00103412j 0.0112462-0.000132072j 0.00346589-0.00556137j 0.00105545-0.00363903j 0.00503611-0.00197397j 0.00875501+0.000799356j -0.000169225-0.0107041j -0.00110056+0.00607442j 0.00762967-0.0112592j 0.00907427+0.000853639j 0.0152156-0.000413436j 0.0189924+0.00781669j 0.00808043-0.00368323j -0.00815933-0.0040845j -0.00421131-0.00272442j 0.00498572-7.99774e-05j 0.00231155-0.000583123j 0.00410698+0.00223661j 0.00161691-0.00337164j 0.00335219-0.00374877j -0.00661641+0.0266322j -0.00333908-0.0243188j -0.0100847+0.00512518j -0.00451473-0.0135995j 0.00748879-0.00164732j 0.0106799+0.0110074j -0.00859463+0.00577005j -0.0122524+0.000948547j -0.000768685+0.00230786j 0.00970929-0.0166216j -0.00378803-0.00827694j 0.0083163+0.00984601j 0.00111072+0.000238047j -3.97881e-05+0.00905118j 0.0031586-0.000924066j -0.00432026-0.0142737j 0.00832485+0.000465985j 0.00266089-0.0103873j 0.00445579-0.00550877j 0.00230596-0.0168863j -0.00656925+0.0060981j 0.00743891-0.00619424j -0.00394073-0.00176071j 0.00268039+0.00861255j -0.00764068+0.016077j -0.00319826+0.00400525j 0.0224612+0.00814368j 0.0104332+0.00640033j 0.0073236-0.022714j 0.0104632-0.0151304j -0.0145603+0.00130456j -0.000415241-0.00120288j -0.00376049+0.00580112j -0.00953064-0.00107558j 0.020611+0.0214914j 0.0165011-0.0115502j -0.00635203-0.0107027j 0.0057555-0.00614819j -0.00808739-0.0100462j 0.00387289-0.00558763j 0.0027414+0.0155747j -0.00308056-0.00968349j 0.0112607+0.00721021j 0.00923148-0.00653887j -0.00177223-0.00846331j 0.0113894+0.011721j 0.0100321-0.00116666j -0.00240593+0.00774436j 0.00635767+0.0016225j -0.0121544+0.0179976j 0.00333614+0.0157647j 0.0057807-0.0166036j 0.0122081-0.0119058j 0.014854-0.0115499j 0.00875553+0.0075243j -0.00171706+0.00286978j -0.00191644+0.00443146j 0.00914185-0.00947894j 0.00527838-0.00856916j 0.0252555+0.000951458j -0.0120352-0.0185062j 0.00404581-0.00332756j -0.00696008+0.00306903j 
0.0454336+0.00407442j 0.0149706+0.0302631j -0.00222091-0.00275282j -0.0109868+0.00172531j 0.0147644-0.00666447j 0.0206061+0.0117644j 0.000596666-0.0119098j -0.0152603+0.00952314j 0.00762394-0.00372715j 0.0071683-0.00968608j 0.00361794-0.00759362j -1.82147e-05-0.00149174j -0.00344029+0.00579993j 0.00304542-0.00364699j 0.00527545-0.00519305j 0.000938186-0.00194313j -0.00247128+5.96847e-06j -0.0147124+0.00789284j -0.003363+0.00155897j 0.00935125-0.00584003j 0.0310774+0.00765426j -0.00567444+0.00655072j 0.0228531-0.00250712j -0.0177161+0.00245217j 0.00524825+7.38887e-06j 0.0105013-0.00168379j 0.00266973+0.011404j 0.00247031-0.0021595j 0.00491701-0.0080023j -0.00341146-0.00182548j -0.00654725-0.0231518j -0.0125893+0.00291909j 0.017926+0.00652838j -0.00210167+0.039777j 0.00459506+0.021724j 0.0133555-0.0144857j -0.000298095-0.0289049j -0.0115097-0.0125259j -0.00357192+9.83724e-05j -0.00735812-6.50916e-05j 0.0117979-0.00691766j -0.00823454-0.0109527j 0.00187083-0.0147095j 0.00560175-0.00994317j -0.00520287-0.00854221j -0.000886015-0.00883458j 0.00188372-0.000171048j 0.000241832-0.0117198j -0.00282303-0.00661136j -0.0112135+0.00645553j -0.00887627-0.00167854j 0.0105392+0.00960664j 0.00532246+0.00242879j -0.0085268+0.00559119j 0.0175028-0.00483199j 0.0124152+0.00448236j 0.0114315+0.0201656j 0.00624252-0.0125635j 0.000790613+0.0102814j -0.0059001-0.00370066j 0.0216085+0.00814609j -0.00822253+0.00178911j 0.000700191-0.00300829j 0.0105145-0.00432855j 0.0136077-0.00985626j -0.0118443-0.0259536j -0.000491397-0.00424708j 0.000378858+0.0039327j -0.00154059+0.0106232j -0.00632604+0.00417275j -0.0081226-0.022286j 0.00360485+0.00848774j 0.00160388+0.0175616j 0.0116703-0.00497823j 9.3276e-05-0.00845371j 0.0148635-0.0160655j -0.00133563+0.000958621j -0.00618225+0.00350169j -0.0116804+0.00126534j -0.00331459-0.0115622j -0.00485593-0.00339573j -0.00659871+0.0154889j 0.0034088-0.00291343j 0.00525031+0.00268399j -0.00906167+0.00915651j -0.00764996-0.00377317j 0.0156829-0.00322378j -0.00295077-0.00309082j -0.00300926+0.0036005j 0.000979137+0.00630488j -0.00590511-0.00888113j 0.00970974-0.0106296j -0.00559579-0.00594873j 0.000408922+0.00608194j 0.0116633+0.00380303j 
-0.0121165-0.0207721j 0.0340013+0.0015652j 0.00958553+0.000610548j -0.000513229-0.00187126j 0.00611165+0.00156037j 0.00783015-0.00595897j 0.0027442+0.00164754j -0.00901115+0.00455929j -0.00579742+0.00585175j -0.00221025+0.00150289j 0.00426361-0.000172027j 0.0054028-0.00115257j 3.67894e-05-0.00204092j 0.00893847-0.00143995j 0.00798492-0.00450263j 0.00480611-0.00361159j 0.00769685-0.00328288j -0.0060234+0.00339153j 0.00700587-0.00666116j -0.00587199+0.00556404j 0.00736427-0.00436135j -0.00151273+0.00104505j 0.0131897-0.00256194j 0.00485847-0.00455859j 0.0138385+0.0030929j -0.00533836-0.000570112j -0.00117298+0.00104572j 0.00554124+0.00699003j 0.00405169+0.01195j 0.00225397+0.00351211j 0.000643464-0.00521414j -0.00150755-0.00269429j 0.00536485+0.0115201j -0.00297429-0.0107563j -0.000703359-0.000863829j -0.00183545-0.0178617j 0.00337711-0.00877621j -0.00277159+0.00897803j 0.00196752-0.00393591j -0.0166188+0.0186694j 0.00715017-0.0138021j -0.00048093-0.0152414j 0.000440236-0.00464295j 0.0105698-0.0109073j -0.00394579-0.00355636j 0.0009538-0.00665734j -0.00219832+0.000280337j -0.00772551-0.00643799j 0.00318861-0.00936354j -0.000447627-0.00394662j -0.00561605-0.00586477j -0.00152175-0.00353277j -0.00161436+0.0104298j -0.000276819-0.00986857j 0.000203942+0.00473188j 0.00177359+0.00534833j 0.00805688+0.0231279j 0.0103298+0.0053452j 0.0187734+0.00350575j -0.0101808-0.00858913j -0.0021242+0.000135942j 0.00155049+0.00255981j -0.00187148-0.0047755j 0.00898989-0.000240102j 0.00393005-0.000761234j -0.00601688+0.00430935j 0.0017498-0.00334088j 0.00392772-0.00665865j -0.00374248+0.00186899j 0.00200629+0.00355077j -0.00228799-0.0111797j 0.00270041-0.00028339j 0.00789647+0.0033254j 0.00243138+0.00431905j 0.00235181+0.00260903j 0.00197181-0.00917119j 0.0117508-0.000167247j -0.00337296+0.00899457j -0.00768267+0.00722187j -0.00473399+0.0070372j -0.00116051+0.0034303j 0.0154407+0.00319543j -0.0017038-0.0160851j -1.25307e-05+0.0105354j 0.013456+0.00487542j -0.0276006+0.0112527j -0.00887533-0.023089j 0.00032613+0.00137895j 0.00558398-0.00473238j -0.0035367-0.00608017j -0.00889392+0.00701517j -0.026584-0.00513179j 0.00602503+0.0264404j 0.00764621+0.000271775j -0.00136852-0.0137755j 
-0.038252+0.00566294j -0.00263492-0.043133j 0.0138111-0.0024928j 0.0069175+0.0096975j 0.0109987-0.0124529j 0.00905373+0.0125617j -0.00720409-0.00708541j -0.00391378-0.00305537j -0.00135379-0.00160835j -0.0106613-0.00278815j -0.00770502-0.00695873j 0.000185273-0.00136833j 0.00261811+0.00636737j 0.00100902-0.00480788j 0.00248428+0.00184657j 0.00242005+0.00421699j 0.00113993-0.00137638j -0.000483509-0.00465945j 0.00449854+0.00407551j -0.00214792-0.00569065j -0.0048175+0.00761668j -0.00461016+0.000441955j -0.00296318+0.00556078j 0.00326696+0.000409171j -0.00397058+0.00971054j -0.00217952-0.00293982j -3.26342e-05-0.00514455j -0.00810951+0.00263212j -0.0128914-0.000427357j -0.00338525+0.000133948j 0.000333958-0.000571748j -0.000512984+0.000186703j 0.0100263+0.00496925j -0.0145641-0.0160044j 0.00932504-0.00338444j 0.00615764+0.0136086j 0.00264585+0.000171577j -0.0129281-0.00961218j 0.00377873+0.00296394j -0.00862686-0.00322936j 0.00579084-0.00519621j -0.00612079+0.00068099j 0.00185165-0.00113572j 0.00826389-0.0127071j -0.00528408-0.00130415j 0.00432634-0.00457854j -0.00631102-0.0008615j -0.00723334-0.00361838j 0.00364158-0.00798764j -0.0075272+0.00567199j -0.00723371-0.00860306j -0.00445171+0.000313168j 0.00379175+0.00249943j -0.00562137-0.00529439j -0.00194816+0.00529148j 0.00979073-0.00388934j 0.0116831+0.016299j 0.00273172+0.0116013j 0.00025842+0.00526041j 0.00409119-0.0141586j -0.00696142-0.000849883j -0.00432678+0.00181675j 0.00344886+0.0010484j 0.00174197+0.00705494j 0.000873421+0.000459943j -0.00174041+0.00591962j 0.00452585-0.00641975j 0.000443471-0.00451768j -0.000437139+0.00135694j -0.00186722+0.00215939j 0.0047108-9.0687e-05j -0.00189156+0.0015187j 0.00188203+0.00134027j -0.00389715+0.0065177j 0.00196235-0.00123914j 0.00120915-0.000626647j -0.000157753+0.00524129j -0.0018219-0.00195239j -0.000387873-0.00180625j 0.000355757+0.00208787j 0.00350054+0.00567459j 0.00197326+0.0076424j 0.00296809-0.00682554j -0.0078747+0.00531997j -1.16554e-05-0.00179363j -0.00294335-0.00668071j 0.000794865-0.00434224j -0.0010983+0.00171656j 0.000264774+0.00077839j 0.00508924-0.00095084j -0.00380192+0.00697877j 0.00415976-0.00404742j -0.00323816-0.00401112j -0.00702908-0.00522792j -0.00559402+0.00882261j 
