0-0j 
0-0j 
0-0j 
0-0j 
0-0j 
0-0j 
0-0j 
0-0j 
0-5.46037e-07j 
0-0j 
0-0j 
0-0j 
0-0j 
0-0j 
0-0j 
0-0j 
0-0j 
