0.115222+0.193019j 0.0766969-0.481475j 0.403788-0.169506j -0.402304-0.190437j 0.0114386+0.289689j 0.0524311+0.00733019j 0.0266363-0.0490138j -0.0120352-0.016605j 0.0284266+0.0307641j -0.00319573-0.0424667j 0.0447022-0.00324417j -0.0191618+0.056553j 0.0186893+0.0120327j -0.00094408+0.032845j -0.0183493-0.00489327j 0.0245771-0.00400739j -0.0217779+0.0226593j -0.0559571+0.00301617j 0.0162577+0.0280996j -0.0145573-0.088863j -0.0725087-0.0697976j -0.0163164+0.0237429j 0.00750584-0.0302975j -0.0175465-0.0184707j -0.0138097+0.015613j -0.0137029+0.0147055j -0.00168219+0.00597698j -0.0230964-0.0201193j 0.0159721+0.00335148j 0.0108966+0.00168296j 0.0323442+0.0327944j 0.0152485+0.0284496j 0.00466723+0.0223662j -0.0352519+0.0173208j -0.0052725+0.0130926j -0.00747894-0.00995631j 0.0351809+0.00616407j -0.0179168+0.0178651j 0.0302104-0.00913173j 0.00970456-0.0040649j -0.0216878-0.0234411j -0.00893442+0.00640962j 0.00953984-0.038597j 0.041859+0.00481682j 0.00441613-0.0219701j 0.00625008-0.0236473j 0.0243051+0.0274866j -0.0197684+0.0147773j 0.00204213+0.0180252j 0.0059926+0.0222836j 0.0323702+0.0107545j -0.0213339-0.026528j 0.0369202-0.0215319j 0.0142496+0.0205808j 0.0118542-0.0200751j 0.0305303-0.0197948j -0.0151878+0.0191822j -0.00226712-0.0559608j 0.019575+0.0362397j 0.0144268+0.0102448j -0.0247757-0.0086356j 0.00400172+0.00329703j 0.0138982+0.00512675j 0.00552622+0.00315543j -0.014985-0.00237336j 0.00302423-0.00168235j 0.0128602-0.000732146j 0.0129702-0.0134893j 0.0133395+0.00598321j -0.00491843-0.0083227j 0.0190815+0.0127065j 0.00547088-0.000419296j -0.0023696-0.00190331j -0.00058329-0.000884762j 0.00724428-0.0161092j 0.0379305+0.0194295j -0.0110011+0.00998428j -0.000162534-0.00520777j -0.00250651+0.00221843j 0.00300879-0.0217556j -0.00454661+0.00391222j 0.0263578+0.0355059j 0.0057194+0.00291128j 0.00727338+0.019258j -0.000150545+0.00694985j -0.013232+0.00350316j 0.00588437+0.00146759j 0.0116119+0.00620482j -0.00475883+0.00358535j 0.0212048+0.00772572j -0.00484918-0.0190178j 0.0136154+0.00609356j 
-0.072897+0.0327932j -0.00713943+0.0396564j 0.0194908-0.0348308j -0.0205463-0.0101257j 0.0170985+0.0106371j 0.0472444-0.0137517j 0.00508106-0.0492613j 0.0791449+0.0151738j -0.0214171-0.0677184j -0.0261957-0.0246487j -0.0084255+0.00389641j -0.00643494+0.00560715j 0.0378477+0.0733294j 0.000443399+0.034608j -0.0133484+0.0333697j 0.0281649-0.0434294j -0.0134109-0.0106208j -0.0492422-0.0517314j -0.0162086-0.00188167j 0.00577261-0.00573376j 0.0127765-0.0133104j -0.00266573+0.0452736j -0.14178+0.0690346j -0.0879051+0.102301j -0.0800541+0.10783j 0.0138362+0.101209j -0.0370011-0.0767499j 0.0465012-0.027647j -0.0562613-0.00928984j -0.0764625+0.00822093j 0.02462-0.0791558j 0.079729-0.0461366j -0.0747807-0.0571138j -0.0168169-0.0795032j -0.00869813+0.0478754j -0.109854+0.0372607j -0.0674121+0.0269011j 0.0204928+0.0519934j 0.094125-0.160689j 0.0605753+0.0216117j 0.0072271+0.0175443j -0.00536307+0.00326172j -0.0876935-0.0436833j -0.0419135+0.00450432j -0.0637489+0.0207096j -0.0360694-0.0509111j 0.0172688-0.0597227j -0.0119188+0.0551784j -0.0167045+0.0182144j -0.0255749+0.0771335j 0.0352388+0.0912924j -0.0466246-0.0305149j 0.0406192-0.00475216j 0.0132541+0.0840965j -0.00406918-0.0533473j -0.0142213-0.0217604j -0.0770382+0.0602232j 0.0507354+0.058477j -0.0633878-0.0491226j 0.0147923-0.0836264j -0.0616429-0.0471167j -0.0597507-0.0403166j -0.0395175+0.0246203j -0.12628-0.0141908j -0.043752+0.0691035j 0.0173428-0.0855198j -0.0810937+0.0679511j -0.131965+0.0362468j 0.0375518+0.0936407j 0.0451994-0.0725888j -0.0236455-0.0378646j 0.113428+0.0282729j -0.103172-0.0587629j -0.117326-0.0146898j -0.0909351+0.0423936j -0.013818+0.00799483j -0.00650697+0.0512745j 0.0943505+0.0400096j 0.0175607-0.0750546j 0.0922241+0.00952155j -0.0869907+0.0437085j 0.0267193-0.0214998j 0.00809123-0.0641437j -0.0738438+0.0362709j -0.0170051-0.0899736j 0.0235809-0.0455104j -0.112799+0.0659193j -0.0292511+0.0165755j 0.0311196+0.0477539j 0.078251-0.0335943j -0.0598695+0.00721906j 0.0355497-0.0203377j 
-0.0133444-0.0304917j -0.0179165+0.0222992j -0.0141491+0.00612281j 0.0121965-0.0131965j -0.050475+0.0325519j 0.0459787-0.00501697j -0.00995235+0.0213751j 0.0301991+0.00449746j 0.00309275+0.0280745j 0.0257611+0.0329349j -0.00508809-0.014759j 0.00787346-0.00895142j 0.0335091+0.0169911j 0.0119419-0.00483189j -0.0102397+0.00614028j -0.0189629-0.010784j 0.00317736-0.00804857j 0.0142412-0.0392563j -0.0102563-0.00363736j 0.00330825-0.0513789j -0.0164995+0.0143031j 0.010675+0.0115502j 0.0143067-0.0131342j -0.0864976-0.00545278j -0.0125048+0.00208766j -0.00638115+0.0218473j 0.0006127-0.0152479j 0.069036+0.0497187j 0.00325362+0.0585399j 0.0189468-0.0212445j 0.00666398+0.0295552j 0.0772506-0.0525871j -0.0808281-0.084769j 0.0031515+0.00346959j 0.0400971-0.0410738j -0.0158689+0.0203131j -0.0188099-0.0127554j -0.0241667-0.0239328j -0.0264491+0.0109744j 0.0211112-0.0132939j -0.00134745-0.0384024j 0.0620728-0.0262023j 0.00162172-0.0436345j 0.0679954+0.0487481j -0.0456894+0.0286289j 0.0640087-0.0318081j 0.0332156-0.071481j -0.0143632-0.076612j -0.0398025-0.0451015j -0.123075+0.0521694j 0.00534857+0.0722953j -0.0434922+0.0162243j -0.0890916-0.0208671j 0.0414228-0.00545656j -0.07064+0.0274085j 0.0101992-0.000858621j 0.00870973-0.0523922j 0.0645426-0.0427464j -0.0504679-0.0267912j -0.0112328+0.0586058j -0.026276+0.126036j 0.0513356+0.00189608j -0.0203991-0.0777337j 0.0940023+0.00404785j 0.0537027+0.000735584j 0.0440109-0.0223499j 0.0279646-0.0272895j 0.0860259-0.104318j -0.112255+0.0792435j 0.0754632+0.0647877j 0.0263057+0.0230881j -0.0193145+0.0583439j 0.0322251-0.143969j 0.00913007+0.0255756j 0.0034114-0.0127734j -0.0133688-0.0194908j -0.0453806+0.110438j 0.0458377+0.115298j 0.0445797-0.0398407j 0.0932814-0.0071696j -0.0237049-0.0349986j 0.0231656-0.0334937j 0.00166954-0.101466j -0.0698147+0.0347395j -0.00922389+0.0323386j -0.0537753-0.0264319j 0.0825087-0.0410254j 0.00236881-0.0596617j -0.0486253+0.0194652j 0.0385826-0.000917231j -0.0567464-0.0295574j 0.027123-0.0476094j 
-0.00316419+0.0600515j 0.0239143+0.0222932j 0.0160784+0.0406787j -0.00537612+0.044998j 0.0331487+0.0252561j 0.035097+0.0209534j 0.0545347-0.0327049j 0.0845034-0.0494061j 0.000164312+0.0109253j -0.0115469+0.047373j 0.0386791+0.0395464j 0.102762-5.45439e-05j 0.0691911-0.0103691j -0.0109078-0.0232196j 0.0482926-0.0582249j -0.0610644+0.0359261j 0.0520933+0.0152742j 0.0104463-0.0127435j 0.0343273-0.0299538j 0.0805208-0.07286j -0.0267843-0.0227496j -0.0732082+0.0248291j -0.0895092+0.121635j 0.0926015-0.0136774j -0.0464498+0.149443j -0.00871528+0.0871484j -0.038572-0.069018j -0.0808292+0.00663475j -0.0516368+0.0178531j 0.0824985-0.00167301j -0.0574473-0.0312246j 0.162906-0.0652908j 0.0707003-0.0228219j 0.0159945-0.0493172j 0.0507579+0.0472187j 0.119832+0.081708j 0.0804935+0.0863041j -0.0959239+0.0799183j -0.0468798-0.134571j -0.0446427+0.00642014j -0.0211322+0.0523044j 0.030526-0.00405686j 0.012865+0.0169005j 0.0180822-0.029052j 0.00353159+0.0532497j 0.0556949-0.00966637j -0.0227768+0.0049755j 0.0268674+0.0803958j -0.0355115+0.0496403j 0.00871431+0.0507907j 0.022605+0.033286j -0.0690971-0.054565j 0.0590997+0.019998j -0.0401924-0.0203665j 0.0728257-0.0345444j 0.00348407-0.00538556j 0.0172755+0.0401949j 0.0136526+0.0413498j -0.124912+0.0430367j 0.0461219-6.92028e-05j 0.0329861+0.051578j 0.0427561+0.00198722j 0.0059998-0.0369597j 0.0962901+0.0532768j -0.0779766-0.0673846j 0.0704888+0.077781j 0.141244+0.0245647j -0.013408+0.118739j -0.103935-0.0567773j 0.123961+0.0162108j 0.0606524-0.0642284j -0.0397876-0.11274j -0.0477208-0.0269487j -0.0471348-0.121318j -0.0650579+0.0641049j 0.0617445+0.00455329j 0.0749551+0.0300918j 0.0378011+0.0584697j 0.203694-0.0447253j 0.0382314-0.0531646j 0.00194294+0.00855981j -0.0487647-0.0236189j 0.028926-0.0121982j -0.05318-0.0110186j -0.000921802+0.0486464j -0.0324545+0.135006j 0.0584649-0.0205678j 0.0330342+0.000423521j -0.00103996-0.023591j 0.0567801+0.0599685j -0.0443988+0.0140147j 0.0144231+0.000361085j 
-0.0268289-0.0324559j -0.03104+0.0568652j 0.0278173+0.0149373j -0.00242827-0.00510238j -0.0621438+0.119423j 0.10326+0.0160743j -0.0847013+0.107421j -0.0173209+0.0917133j -0.050539+0.0261485j -0.0149039+0.00884123j -0.00361316-0.0308824j -0.00586827+0.015774j -0.00088483+0.0158094j -0.0763209+0.0314611j -0.0144461-0.0219033j 0.00878657-0.00327397j 0.00865924-0.00344036j -0.0332146-0.0584861j 0.0320699+0.00476638j 0.0374904-0.0245706j -0.0905184+0.0643666j -0.00588053-0.0394299j 0.180433-0.178924j -0.062257+0.0329319j -0.0236608-0.0114445j 0.0128541-0.00665217j -0.0230073-0.0111067j 0.000113309+0.0544121j 0.000483925-0.0345662j 0.0399258-0.0117774j -0.0210238-0.0142628j -0.0285899+0.102037j -0.0230065-0.0265894j -0.076257+0.0654941j 0.0458581-0.0600008j -0.0367079+0.0566924j -0.0212873+0.0466915j -0.0168282-0.0065524j -0.117605+0.052837j -0.0254884+0.0474453j 0.0374372-0.0144334j 0.0160815+0.0507504j 0.0454299-0.0413586j -0.00893036-0.00118588j -0.0108268-0.0229893j 0.0273094+0.00716707j -0.0438772+0.0165007j 0.0485242-0.0284916j 0.0115437+0.0435305j -0.0826694+0.0101402j 0.0622656+0.0294467j -0.0308429+0.0510973j 0.0273332+0.0243556j -0.021377+0.00220395j 0.00472456-0.00163799j -0.000257357-0.00668279j 0.0188623+0.0198986j -0.0273215+0.0201951j -0.0799189-0.0124993j -0.0509706+0.0531577j -0.0734582+0.0912033j -0.0388622+0.0151073j 0.0160873+0.0501309j -0.0476279+0.0400797j -0.0664927+0.0612188j -0.00528454-0.0173604j 0.0299587+0.0966919j 0.0848573-0.0940263j 0.0951279+0.015836j -0.235421+0.0032689j -0.137405-0.0483629j -0.0572559-0.0808543j 0.073277-0.0126337j -0.107813+0.0479483j -0.0295038-0.0112538j 0.115728-0.0823877j -0.0285036+0.0189202j 0.0291138+0.0554681j 0.0744006+0.0156487j 0.0611098-0.0486968j -0.0598207+0.0364291j -0.0347431-0.02508j 0.0281471-0.0757103j -0.0794052-0.00561221j -0.021807-0.0183818j 0.0128403+0.0809084j -0.11484+0.169477j -0.0319399-0.0126608j 0.0293907+0.0110729j 0.0714683+0.00781067j -0.0524112+0.0240134j 0.0146663-0.00412527j 
0.00918645+0.0114924j 0.0595081+0.0409286j 0.00448815-0.0171436j 0.0128344+0.0073258j 0.0801606+0.00654924j 0.0458857-0.0764676j -0.0483954-0.00963682j -0.0370144+0.00211145j 0.0104897+0.0244297j -0.0748614+0.00874822j -0.00772222-0.000930154j -0.0259681+0.0150898j -0.0398124-0.0235571j -0.0300103-0.000442964j 0.034924-0.0435296j 0.049382+0.0262026j 0.0155339+0.00443598j 0.043989+0.00651695j 0.0524257+0.0369475j 0.0768608-0.0212682j 0.000950376+0.0700662j -0.164598-0.0210668j 0.154338+0.014355j -0.0912259+0.0396743j 0.065449+0.0630084j -0.0714697+0.0700367j -0.0480364-0.0245363j 0.0198386+0.0168834j -0.0862613-0.0135958j -0.0672103+0.0597966j 0.0407828-0.0720668j -0.000683273-0.0747391j 0.048607+0.0879087j 0.0520134-0.00192339j -0.0556858-0.0191561j -0.0366492+0.091198j 0.00500752+0.0241441j -0.0331299+0.0272599j 0.0428269-0.0120146j 0.00168566-0.0595445j 0.0171403-0.0649265j -0.024339-0.0349191j 0.0379699+0.0268231j -0.0512331-0.0659878j -0.0730159-0.0445295j 0.0226855-0.0273616j 0.00556545+0.0629486j -0.0106107-0.0269249j -0.0206907-0.0782065j -0.00563846+0.0751065j 0.051077-0.0378486j 0.073543+0.012761j -0.00592632-0.0226006j -0.0196837-0.0242366j -0.00191743+0.110815j 0.0656837+0.0811392j 0.00549261-0.0634261j -0.139209-0.142949j 0.0101573-0.00111388j 0.0496155-0.0378563j 0.0795722+0.158879j 0.0448128-0.064782j -0.164582-0.0974193j -0.077346+0.0107515j -0.0342252-0.0711406j 0.0186072+0.0320781j -0.0368265+0.123476j 0.0120428-0.0124253j -0.0598842-0.00854765j -0.0876598-0.0920474j 0.0285601+0.0164169j 0.103343+0.0674431j 0.0889308-0.0569934j -0.00587566+0.0525342j 0.0286034-0.139579j 0.0278251-0.028944j 0.0365387+0.0151329j 0.0487435-0.0206663j 0.0506398+0.0886886j 0.00986047-0.0631189j 0.0654777-0.0220433j -0.0543597-0.121015j 0.0285245+0.0297191j 0.0273447+0.0239564j 0.0430745+0.206037j 0.0343746-0.0505449j -0.13142-0.0418308j -0.0974094-0.0255665j -0.00235346-0.061881j 0.0610913+0.0369399j 0.0325269-0.030413j -0.0185738-0.0586337j 
0.0285757-0.0147626j -0.0930869+0.00470667j 0.0099858+0.00874412j 0.00315108+0.0125373j -0.050793+0.0147941j 0.0762139+0.097826j 0.00497391-0.0592108j -0.00810952+0.0601262j -0.00133002-0.0271254j 0.0177173+0.030436j 0.0108082+0.0244946j 0.0191512-0.0447933j -0.0448601-0.00573087j -0.0823968+0.0339938j 0.0125793-0.00817012j -0.0144501-0.00926879j -0.00442674+0.00605388j 0.0512064+0.0058811j -0.00862001-0.00817765j -0.0291446-0.0143675j -0.0808273+0.0476599j 0.111963-0.10037j -0.0265266+0.03341j 0.122252+0.0362966j -0.100389+0.0151446j 0.0909616-0.12663j -0.0933829-0.037443j -0.0335204-0.0279105j -0.000811202-0.00153091j 0.121859+0.0982637j -0.0331161+0.0115922j -0.0497628-0.0108346j -0.0668585+0.0358227j 0.0533018+0.0899516j -0.00958653-0.0425988j 0.0664407-0.0728668j -0.00519019-0.00208493j -0.0675528+0.00644228j 0.0218552+0.103088j 0.00465544-0.0192431j -0.00564633-0.039493j 0.0025698-0.0421192j -0.0316953-0.0134197j -0.00108137+0.0124861j -0.0698674-0.0591593j 0.0691663-0.00691745j 0.0583155+0.030499j -0.0447855-0.0822717j -0.0573808+0.00716793j 0.0797638+0.0114956j 0.0466718+0.0122069j -0.0563558+0.0883293j -0.0297668-0.0580716j -0.0363776+0.0332562j 0.00967345+0.075479j 0.0889596+0.0299903j -0.075216+0.0117667j 0.0407679+0.0441059j 0.0265985-0.0542251j 0.19391-0.0180881j 0.105437-0.0444175j -0.0379607-0.139687j 0.0592264+0.0132067j 0.0693446-0.0544402j -0.0538279-0.0323961j 0.00555782-0.0563991j -0.0180973+0.0247836j 0.093988+0.0137117j 0.0540648+0.0441219j 0.0202425-0.0493349j -0.0530813+0.0267162j -0.0281862-0.0525185j 0.0426392-0.0350798j 0.0103465-0.00110508j 0.00374356-0.113216j 0.0631529-0.0700606j 0.133019+0.117633j 0.0489784-0.0424142j 0.124341-0.00139094j 0.00904133+0.068741j 0.000413018+0.0645278j -0.0714417-0.146972j 0.0258667+0.0662725j -0.0106494+0.102416j -0.0202589-0.0432701j 0.0688664-0.0842354j 0.0237194+0.04026j 0.0379756+0.00501276j -0.0342488-0.00999944j -0.0113459-0.0141859j -0.0499774-0.0257492j -0.03144+0.0292394j 
-0.0225384+0.0270228j -0.0196883-0.0236205j 0.00989189-0.0183483j 0.00335275-0.00774671j 0.0684189+0.0185369j 0.0362834-0.0635189j -0.0284228-0.0611568j -0.0672827+0.0748269j -0.0666983-0.00416276j 0.0175486+0.00295417j 0.0263561+0.00940902j -0.0122881-0.0179355j -0.055552+0.0261439j -0.0468326+0.00993978j -0.000919996-0.014337j -0.00944578-0.0115982j 0.00358412-0.00440542j 0.00713531+0.072686j -0.0305369-0.0510927j 0.0446628-0.0337037j -0.0940692+0.0423265j -0.016466+0.12321j -0.0451797-0.0537523j 0.0518162+0.0563644j 0.00136993-0.0620833j -0.0878196+0.0581837j -0.0516681-0.0780265j 0.0224797-0.135456j 0.0382732-0.00173683j 0.0540882-0.064354j 0.00448969-0.0182161j 0.0961721-0.0080925j -0.0420542-0.0408552j -0.0130586-0.0685398j 0.0151104+0.0178066j -0.0519315-0.0780441j 0.0035766+0.00467754j 0.0338419+0.0124638j 0.0015973-0.0453541j 0.00855683+0.00809j -0.000239225-0.00501571j 0.0555905-0.00962941j 0.0128976-0.0248835j -0.0173487+0.00063543j -0.0219906+0.0308257j 0.011255-0.0371701j -0.00907559-0.00228445j 0.0296277+0.0324416j -0.0437956+0.0610784j -0.0296903-0.0111395j 0.0669146-0.0620846j -0.035172-0.0460769j 0.0501022+0.0567101j -0.0733848+0.0553918j 0.0194298-0.00817952j 0.079502-0.0260422j 0.124527-0.0312603j -0.027776+0.0221468j 0.0497554-0.0757078j -0.0991134+0.078842j -0.163298-0.0742995j 0.0230779+0.0894679j -0.12457+0.0390841j 0.0542653-0.0578985j -0.0340701-0.0837757j -0.0424359-0.072138j 0.0241103+0.079944j -0.0336032-0.0224347j -0.059084+0.0984006j -0.0224939+0.0236001j 0.0252265+0.0486013j 0.0399382-0.00376614j -0.00108429-0.0128327j -0.0494728-0.0281236j 0.0761713+0.0133873j 0.0361368+0.00717087j -0.0185163+0.0267727j -0.0463927-0.0931046j 0.00725562+0.0873463j -0.0934275-0.00629746j 0.0747653-0.0953766j -0.0445314+0.124095j -0.0521301+0.139651j 0.111676-0.0261807j -0.0278249+0.0201346j -0.0194521-0.082491j -0.0602478-0.0338643j 0.00863712+0.0550739j 0.0497827-0.0265147j -0.0542836-0.0672777j 0.165002-0.0926183j 0.0890843-0.00119581j 
-0.00822884-0.0093273j 0.019484+0.0179386j -0.00979785-0.001144j -0.00311057-0.00113335j 0.075526-0.0104971j 0.0583639-0.00875555j 0.00563576+0.00841883j -0.0537465-0.0231409j 0.00751917-0.0283765j 0.00273026+0.0226577j -0.00982908+0.0124891j -0.0143239+0.0151648j -0.00971098-0.000786409j -0.0129651+0.0303587j 0.0181601+0.0162941j -0.000358953-0.0093692j -0.0112737-0.0109844j 0.0379714+0.0170493j -0.0274901-0.0190182j -0.0571601-0.00721407j -0.000938248+0.034318j -0.0269012-0.0177276j 0.0760294+0.0856675j -0.0267037+0.0495218j 0.12608+0.0564592j -0.0361559-0.00114967j -0.0467064-0.00413624j 0.0122641-0.0572957j -0.0839316-0.0196027j 0.0138065+0.0229899j 0.00874569+0.0227136j -0.0156357-0.0167965j -0.00901809-0.086618j 0.0169279-0.00796442j 0.00487528+0.0291994j 0.0191939+0.00192741j 0.0365132-0.0307146j -0.0098125-0.0550409j -0.0404663-0.012788j 0.00205161+0.0279614j -0.0262221+0.0267975j 0.00601297+0.0209068j -0.0169771-0.0262444j 0.0327257+0.0422589j -0.0199431-0.0128202j 0.0233029+0.0805687j -0.0190459-0.0265592j -0.0277776+0.0586987j -0.0649407+0.0177405j 0.0165789-0.0166764j 0.063065+0.0570569j 0.0583362-0.0115653j 0.00371679-0.0507124j 0.0245508+0.0481926j -0.0808089+0.0175827j 0.032532-0.0329545j -0.00677827+0.0275915j 0.0600952+0.0063214j -0.0280927+0.0874087j -0.15339+0.105957j -0.0529593-0.0575194j 0.137554+0.0618594j 0.0452466+0.0132285j 0.0413858-0.0223052j -0.0397545-0.0909716j 0.0413135+0.0135603j 0.00333379+0.0284557j -0.0200788+0.00938872j 0.0151143-0.0507193j -0.0419049+0.051795j 0.049049-0.0161629j 0.0116664+0.0652003j -0.0165687-0.0114948j 0.0118932-0.0625121j 0.031394+0.136392j 0.0392954-0.103333j 0.229346+0.0275155j 0.0910066-0.0508062j 0.0552901-0.0758982j -0.0464424-0.0194719j 0.0123445+0.107094j -0.0236302-0.104555j -0.0650205-0.150855j 0.0610511-0.0863283j 0.0604476+0.0886026j -0.0184743-0.0623331j 0.00124979-0.0421794j -0.0591687-0.0163158j -0.106051-0.0689189j -0.00382758-0.00399347j -0.0636298-0.0870573j -0.175769+0.203561j 
0.00469058-0.00658809j -0.0111739-0.00703286j -0.00552583-0.00482213j 0.00092985-0.000961601j 0.00206867-0.0249132j 0.0472188+0.0263808j 0.0111862-0.0508991j -0.0195555+0.0101319j -0.0194501-0.0221948j 0.0209511+0.00128174j 0.00114074+0.0176337j -0.0023492+0.00924466j 0.00361752+0.0192951j -0.0182268+0.01408j -0.0166734+0.00233346j 0.00213274-0.00848019j 0.0052112+0.0225017j 0.0201346+0.00393748j -0.0270737+0.00733428j 0.0135968-0.000849167j 0.00502775-0.0250322j -0.0178815+0.0377975j 0.0565505+0.0206003j 0.0190606+0.0550076j 0.0821771+0.0713238j -0.0284889-0.102678j -0.059189+0.0165264j 0.063913-0.116986j 0.00653438+0.0762658j 0.042092+0.0396063j -0.0311648+0.0337125j 0.023861-0.0133756j -0.0317923-0.00234884j -0.0103477-0.0251526j -0.00389312+0.0591107j -0.00694503-0.028187j 0.0131773+0.0155775j 0.00531015+0.00236634j 0.0104165+0.00467046j 0.000881291+0.0242502j 0.00900428+0.0220026j -0.00689068+0.0191735j -0.00731265-0.0575265j 0.000745964+0.00112275j 0.0135686+0.0078319j -0.0290508-0.0273442j 0.0318229-0.0237926j -0.0119771-0.0102909j 0.00720947+0.0551267j 0.0301895+0.0231808j 0.0339315-0.0332505j -0.0631532-0.0416339j -0.0240529+0.0971102j -0.046962-0.068914j -0.0960317-0.0634759j 0.0146231-0.00894072j 0.0896337+0.0309537j 0.00730398+0.0922337j 0.0955807-0.000739526j 0.065994+0.0315249j -0.0316445-0.0406358j 0.00393049+0.000646644j -0.0654637-0.0398027j 0.143737-0.0429557j -0.0280503-0.0112524j 0.0065885-0.0379307j 0.026538+0.0151715j -0.0430305+0.0338318j -0.172861-0.0290871j -0.029898+0.0147086j 0.0524045-0.0534604j -0.0288455+0.0398893j 0.0678096-0.0673344j -0.0875457-0.00968771j -0.078785-0.00613132j 0.0159738-0.0421534j -0.137168+0.0170355j -0.0147082+0.0591729j -0.000978373+0.025835j 0.14606-0.0388881j 0.0403708-0.047496j -0.0372492-0.063159j 0.0605426-0.0452165j -0.0195075+0.0532503j -0.0593457+0.033991j 0.106971+0.0241944j 0.00614367-0.009109j 0.0725825+0.0626267j 0.0783266+0.0444473j 0.110603+0.163413j 0.049408+0.160951j 0.0617833-0.0529447j 
-0.00811366+0.00300004j 0.00447179-0.0291062j 0.0142258+0.0107738j 0.0025663+0.0106627j -0.00200199-0.0493957j -0.088192-0.0521084j -0.0121635+0.0237595j -0.0245022+0.0250882j 0.0242039-0.0365339j -0.0167967-0.00106937j 0.0143583+0.00508321j -5.01705e-05-0.0309198j -0.0232499-0.0221754j -0.0152702+0.00614497j 0.0220984-0.037007j -0.00625507+0.0144713j 0.0136745+0.00984703j 0.0142251-0.0251315j 0.00874872+0.00653583j -0.0335741-0.0157482j 0.0589274+0.000321633j -0.101942+0.0416474j 0.0384989-0.0365119j -0.0236907-0.0239283j -0.0338908-0.092491j 0.0151216+0.0477397j 0.0269974-0.0458204j 0.00451973-0.0071569j 0.0716352-0.0210263j 0.0416733+0.0424739j 0.0854719+0.0721673j 0.00689836+0.00273296j 0.0126388-0.0431286j -0.0129941+0.0364263j 0.0352499+0.0101506j -0.0203329-0.00705754j -8.11783e-05-0.00397125j 0.0322018-0.0784057j 0.029362+0.0123806j 0.0060124+0.0077355j 0.0302566+0.0474547j 0.00846128-0.0445374j -0.0142983-0.0299468j -0.00276232-0.0242433j 0.0380353+0.0314477j -0.0678499-0.0175385j -0.0610826+0.0601326j -0.0133888+0.0502101j 0.101991+0.131534j -0.0144071-0.0597815j -0.0146323-0.0188926j 0.0185378+0.00989032j 0.0295547+0.0159095j -0.0855278+0.0333538j -0.0283508+0.0996885j -0.0454919+0.0200479j 0.0571847-0.052184j 0.0197753-0.0483157j -0.0692063-0.0374064j 0.081342-0.0575259j 0.02717-0.0255496j -0.0247518-0.0318295j 0.000786571-0.128537j 0.0405698-0.00749979j -0.0517882+0.0886829j -0.068498+0.0393619j 0.00201947+0.0347726j -0.00763543-0.0154048j 0.0511332+0.00930745j -0.00653318+0.00632097j 0.0519138-0.0598957j 0.0149157-0.0350321j 0.0519663-0.00981447j -0.00682894+0.0182571j 0.0628371-0.0588877j 0.00360999+0.0301623j 0.102054+0.0693487j 0.0696685+0.0263312j 0.0715777-0.0487095j -0.0265986-0.0532602j -0.0174669+0.0153888j -0.111972-0.0237692j -0.0327237+0.047238j -0.0166534+0.081963j -0.0186449+0.101795j 0.172298+0.0854502j -0.00760515+0.0314001j 0.0777467-0.0801493j 0.124529-0.172166j 0.124235+0.117056j -0.20311+0.0387762j 0.0167234+0.210334j 
