-0.17795-0.0128158j -0.2107-0.0281821j -0.117687+0.124644j 0.223497+0.0131143j 0.0701459+0.106811j -0.104034-0.10557j -0.157416-0.21042j 0.153354-0.0667197j -0.0732155+0.393076j -0.255428+0.0699056j 0.00684034+0.0708461j 0.171619+0.0178979j 0.0563272-0.000514881j -0.00550343-0.036059j 0.00866505+0.0707158j 0.0334182-0.00410166j -0.00973484+0.0270162j 0.0102393+0.0666878j 0.0414361+0.00710312j 0.0221853+0.00689952j -0.063361-0.00520896j 0.034175+0.0470164j 0.0187461-0.00682954j -0.00907666+0.0626429j -0.00494468-0.0293525j 0.00783581+0.06124j 0.0071185+0.0124293j -0.0272514+0.0261816j -0.0337369-0.0480265j 0.0216977-0.0215286j 0.00481451+0.0567535j 0.00730789-0.0638497j -0.098493+0.0754672j 0.144902-0.0102112j 0.0281083-0.0203566j -0.0248263+0.0147626j 0.0287211-0.0470626j 0.016875+0.033317j 0.0148773-0.00464282j -0.00582042+0.0627184j -0.0145452-0.00237899j 0.0371316+0.0451112j -0.0155311-0.0161982j 0.0368681+0.00404459j -0.0441812-0.0141444j -0.0154053-0.00461497j 0.00615083-0.00698413j 0.0554987+0.03012j -0.0193085-0.00521847j 0.0329151-0.0475965j -0.0152936-0.0650496j 0.0112605-0.030563j 0.0544252+0.0295411j 0.000192388+0.0171799j 0.0406125+0.0349568j -0.00370493-0.0397327j 0.0289438-0.0521752j 0.0852394-0.0895587j 0.011682+0.0139232j 0.0515511-0.0297533j -0.0122032-0.0115514j 0.00351359+0.0179086j -0.00248925+0.0531059j 0.0192204-0.0402351j -0.010073-0.00681239j 0.0256253+0.0073673j -0.00478396+0.0692341j -0.0684241+0.0425139j 0.00839809-0.0380825j 
-0.0067211-0.0105816j 0.0291652+0.0260017j -0.00413488+0.0378095j -0.0193072-0.0162845j -0.0167173+0.012695j -0.0180751+0.0330532j -0.00563176+0.0212353j -0.00365769-0.0322312j -0.00242192-0.0305085j -0.0200967-0.0225027j -0.0309027+0.0370461j 0.0665645+0.0540172j 0.130284-0.0262805j 0.083697-0.0092014j -0.136737+0.052113j 0.0513701+0.0256344j -0.0264809+0.106097j 0.0184918+0.0942874j 0.100181-0.0605573j -0.0236406+0.001586j 0.0246743+0.0183032j 0.0107328+0.00927931j -0.0068231+0.0515659j 0.0447362-0.0561199j 0.0242761-0.00783451j 0.0211108-0.017518j 0.0282179-0.0645837j 0.00462557+0.0587835j 0.0701897+0.036088j 0.0830263-0.0444631j -0.00212544-0.0510152j 0.01291-0.00601729j -0.019265+0.00553441j -0.0103254+0.0948465j 0.00976982-0.157304j 0.119895+0.119829j 0.0567327+0.0754856j -0.0253928+0.150952j -0.0258522-0.0375316j 0.0119805+0.0176241j -0.0675096+0.0685937j 0.00881831+0.0651233j -0.0365434-0.01754j 0.1068-0.013742j -0.0278693-0.0485307j 0.0644491+0.0166595j 0.0170233-0.0265862j 0.0709375+0.0139955j -0.0633402+0.00365888j 0.0729293+0.0408371j 0.028327-0.0119147j 0.0864351+0.0717j 0.00944838+0.131371j 0.0142263-0.0171956j 0.0689914+0.0304281j -0.0975345-0.10514j -0.0440345-0.033561j 0.0988445-0.0355588j -0.0910366-0.0104127j 0.0518809+0.0726301j 0.00244387-0.0822492j -0.0937217+0.0370505j 0.0685783+0.0496909j 0.0522172-0.0754985j -0.0448475+0.0189461j 0.0466931-0.00974124j -0.00697478+0.0383665j 0.00774109+0.0314441j -0.117231-0.140119j 
0.0168703+0.00283966j -0.0137079-0.0210787j 0.00555968-0.00115798j 0.00479904+0.00556476j 0.00283599+0.00468424j 0.00547033+0.00253339j 0.00561273-0.00418828j 0.0255744+0.0423746j 0.0134529-0.00705922j -0.00294425-0.0248291j 0.0262839-0.045293j 0.00367558-0.0100904j 0.0271643+0.0700664j 0.0198997-0.00791291j -0.0830373-0.0124712j 0.00598992+0.0347024j -0.0797202+0.0403422j -4.24747e-05+0.0311475j -0.0405455-0.0328694j 0.00748434+0.0201165j 0.043896-0.0090484j 0.0277446-0.00903029j -0.0392964-0.0614174j 0.00592424-0.0303558j -0.00972063+0.0338495j 0.00483298-0.0404486j 0.016183-0.0494335j 0.00737447-0.00383077j -0.101595+0.0209377j 0.0282873-0.0439951j 0.0311896+0.112324j -0.000202723-0.00158444j -0.029884+0.00738122j 0.0601457+0.0771539j 0.0466986+0.024469j 0.0387346+0.047029j 0.0373029+0.0358265j -0.0587669-0.0188795j -0.0255003+0.0311327j 0.057629+0.000886892j -0.0431663-0.0024341j 0.0428719+0.0190611j -0.0240165-0.0217669j -0.0312247-0.000944156j -0.034085+0.0108995j -0.00632003-0.0262973j 0.00119403+0.0614803j 0.0361729+0.0454651j 0.0120035+0.0852171j -0.0197894+0.0141916j -0.0371582-0.00376066j 0.0144651-0.0352605j 0.102591-0.0958236j -0.0367482+0.0226965j -0.0254772-0.0471838j 0.075421-0.0366025j 0.00481611+0.0857783j -0.122226+0.0849163j 0.130614-0.000484207j 0.0385743+0.00623341j -0.0326686-0.0323976j -0.00843069+0.0125322j -0.0288005-0.110224j -0.00946768-0.0630895j -0.027918-0.0286234j 0.00591999+0.0114813j -0.215065+0.135349j -0.0269453+0.21237j 0.169362+0.106171j 
0.00466594+0.00334786j -0.0200988+0.00420888j -0.00493938+0.00266441j -0.0310878-0.00206137j -0.0193347-0.00618995j -0.0210364-0.00458987j 0.0152018+0.0218366j 0.00204555+0.0145589j -0.0125053+0.0202745j 0.00355185-0.0435104j -0.0470195+0.0118467j -0.00442818+0.00475793j -0.042506+0.029265j 0.0249325-0.0378141j 0.0983581-0.0610861j -0.00812069+0.00365462j 0.0166771-0.0653904j 0.00827856-0.0287143j 0.00457478-0.00672933j -0.00773164+0.010513j -0.0175035+0.0498446j -0.0381348+0.0140123j -0.00596478-0.0390187j -0.00331661+0.0236507j -0.0167164-0.000344129j -0.0341656+0.0212842j 0.0115262+0.0258328j 0.02096+0.00854475j 0.112976+0.0155839j 0.0102455+0.0467525j -0.0696201+0.0515217j 0.0339181-0.00960622j -0.0265558+0.0122432j 0.0469384-0.0590245j 0.0275081-0.0412952j -0.0152015-0.00346893j -0.0258166+0.0525714j -0.0125318-0.0642057j -0.00384956+0.0585856j 0.0410766-0.0252134j -0.0102061-0.0169879j -0.0217548-0.0291592j -0.0111017-0.0114375j -0.0556451-0.00359544j -0.00109228+0.0904631j -0.00219635+0.00235583j -0.00525193-0.013937j 0.0106415+0.0034417j 0.00166631+0.0558966j 0.033461+0.00758712j -0.0535345-0.0370865j 0.00518737+0.0231803j -0.00578819+0.0482317j -0.024281+0.0340036j -0.00335913+0.0572944j -0.0993565-0.143954j 0.00499893+0.00785554j -0.0414058-0.00235517j 0.128326+0.0274539j -0.110339-0.0362322j -0.041549-0.0579007j -0.0554086+0.0511782j -0.018504+0.0345356j 0.0398464+0.0575193j 0.126854+0.0755378j 0.0547819+0.115728j -0.0515869+0.0447121j 0.0432421-0.122838j -0.178358-0.00917217j 
0.000401232-0.00131851j 0.00544251-0.0138967j -0.00636525-0.0105569j -0.00771607-0.0232712j -0.00938509+0.0062661j -0.00437558-0.0200588j 0.0045022+0.0205855j 0.00306734-0.00828239j 0.000558978+0.0245171j 0.00765733-0.0113986j -0.00309628+0.0377322j 0.010915+0.0320071j 0.0308838-0.0320771j -0.00302671+0.0183728j -0.00503525+0.00794781j 0.014244-0.0132684j 0.0203903+0.0108365j 0.0156209+0.00625066j 0.0430466-0.0147388j -0.00325329-0.00269141j 0.0052484-0.00949167j -0.0157041+0.00250644j 0.00664797-0.00295066j -0.00617807+0.00372112j -0.0199593+0.0178117j -0.000695198-0.0121474j -0.00334428+0.00026834j 0.0241781-0.00715287j 0.0175503+0.0153449j -0.0138615-0.0130528j -0.0163867-0.018749j 0.0131448+0.0200421j -5.18761e-05-0.0107349j -0.0218129-0.011257j -0.000771394-0.00979729j -0.000410884+0.0367596j 0.0157332+0.00654876j -0.00208444+0.0426959j 0.0356119-0.00717389j -0.0042707-0.00989344j -0.000955717+0.0189725j 0.00976226+0.0018471j 0.0149803-0.01341j -0.00670955-0.00215346j 0.00576085-0.000998282j 0.00814803+0.00737027j 0.00635886-0.0440952j -0.0249946+0.00834278j -0.0300708+0.0103685j 0.00729069+0.0220073j 0.00992648-0.0223377j -0.0198196+0.0344012j -0.0168979+0.0266416j -0.0305662+0.0288793j 0.073624-0.0195467j -0.00432907-0.0404262j 0.0100574-0.014015j 0.0041116-0.0298245j -0.0050188-0.00671556j -0.00650917+0.013228j 0.00897412-0.0125777j -0.0153983-0.0359251j 0.0341548+0.00368218j 0.0251656+0.0134916j -0.00069414-0.0029649j 0.0167412+0.0344242j 0.0357825+0.00156778j -0.00727586-0.0771385j -0.0523531-0.0373989j 
0.0147061-0.00530762j 0.0045057+0.00768657j -0.0146163-0.000882932j -0.0135348+0.0236615j -0.0114302+0.0211115j -0.0113104+0.00265287j 0.0213576-0.00433042j -0.0061227-0.0118072j 0.00421198+0.00989225j -0.0177456-0.0158205j -0.0114367-0.0243857j 0.0542243+0.016326j 0.0272519-0.0355285j 0.00719007-0.0243098j -0.0749355-0.0174775j -0.0106654-0.00802302j 0.0297077+0.0318759j 0.0173745+0.0661286j 0.00534563+0.0447943j -0.00734343+0.0098325j 0.022648+0.0262995j 0.0187756-0.0186282j -0.00410292-0.0529166j -0.00977835+0.0220117j 0.00572493-0.0270923j 0.0109033-0.00392032j -0.0104188+0.00857922j 0.00838502+0.00684041j -0.023528-0.0157574j -0.0332194+0.00366932j 0.0181005-0.0167195j -0.00848815-0.0298091j -0.0330416-0.0630571j 0.0645028+0.117293j 0.000155547+0.0558811j 0.0675332+0.0512686j -0.0103377+0.00370666j 0.0585532+0.0187934j 0.00806871-0.0400642j -0.0153582+0.0194193j -0.0261099+0.0279405j 0.00351286+0.0346383j 0.000212918-0.0351867j 0.00858003-0.0278318j -0.0019721-0.0828504j -0.0054377+0.00868487j -0.0388859-0.012008j -0.0152216-0.0228734j -0.0340912-0.0136847j -0.0223726-0.00491803j -0.0292552+0.000866404j 0.0277697-0.0480878j 0.0198967+0.000692951j -0.00363962+0.0269784j 0.0169286-0.0329246j 0.0702491-0.0578193j 0.0190232-0.0464065j -0.00360471-0.134121j -0.0472588-0.0672377j -0.00345944+0.0453235j -0.0219332+0.0900179j -0.131777-0.000274886j 0.01903+0.070691j -0.0970612+0.0958646j -0.0588561+0.0797681j -0.0253367+0.0426662j 0.10081-0.0325634j -0.125039-0.030247j 0.11436+0.0277699j 
0.00896252-0.00449065j 0.0156656+0.0269582j 0.0190191-0.0116302j 0.0140434-0.00161095j 0.00871966+0.0198263j 0.00250229-0.000230336j -0.0262632-0.003438j -0.0203178-0.00996104j 0.00155512-0.0115706j -0.0303098-0.0237295j -0.0181395-0.00581458j -0.0140464-0.00343788j -0.00763475+0.0389875j 0.0403542-0.0171268j 0.0366744+0.0513863j 0.0199163-0.00638085j -0.0344308-0.00122365j -0.0122055-0.0176285j 0.0306699-0.0427274j 0.00862879-0.0163064j 0.0154675-0.0199036j 0.0229436-0.00333409j 0.0147473+0.0157961j 0.0093035-0.016199j 0.0214446+0.0226157j -0.0173551-0.0133372j 0.0113901-0.00627958j 0.0013714+0.00376702j 0.0103783+0.00207083j 0.015065-0.0339831j -0.0132877+0.0158663j 0.0216264+0.0211742j 0.00772251+0.0101248j -0.00119582-0.0119325j -0.00240061-0.0618404j -0.0202558-0.0712189j -0.0235865-0.0016135j -0.0395663-0.0344071j -0.0399172-0.00677407j 0.0216582+0.0231855j -0.00233377+0.0219571j 0.0136398-0.0243279j 0.00388846-0.0191658j 0.0267511-0.015351j -0.0209881+0.0165342j -0.0156202-0.00498743j 0.0350672-0.0121767j 0.0167048+0.0116613j 0.0103298-0.0220265j 0.00635098-0.00949658j 0.0249075+0.00691568j 0.00543682+0.0413014j 0.0107274+0.0179231j -0.03986-0.013534j -0.0163589+0.0111489j -0.0152258+0.0686174j 0.0142977+0.0460647j -0.0151919+0.0567476j 0.0573492+0.0878033j 0.036869+0.0133182j 0.0331899-0.0293898j 0.0870805-0.024041j 0.00814061-0.048794j 0.0583162-0.0827614j -0.0177433-0.0518607j 0.0297957-0.00866049j -0.0427501+0.0385459j 0.0557823+0.0889884j -0.0414731+0.00186064j 
0.00132965+0.00263796j 0.00947739-0.00568016j -0.00277395-0.0116893j 0.0010053-0.0355957j -0.0069148-0.00298507j 0.00503357-0.00736018j -0.0149179+0.0189582j 0.00331271-0.00361412j -0.014365-0.00686549j 0.00508115-0.0174494j 0.0129161+0.0332996j -0.0135691-0.00216578j 0.0169863-0.0222992j -0.0306972+0.00364621j 0.0289675+0.047173j 0.0256679-0.0052754j 0.0170319-0.0169443j 0.0249409-0.0325945j -0.0149536-0.00615831j 0.00044417-0.0211368j -0.0130734-0.0200937j 0.0121778+0.00627322j 0.0288311+0.0256784j -0.0110127+0.00257943j -0.0275103+0.0384786j -0.0029825+0.0364487j 0.02755-0.0179726j -0.0369982+0.00273191j 0.0317822+0.00537724j 0.0195218-0.00564596j 0.024139-0.0127633j 0.0142414-0.0259937j 0.0107281+0.00902004j -0.0197712+0.0407543j 0.0208088-0.0362239j 0.0413586+0.0343018j 0.0106386+0.0257085j -0.0441859+0.0296593j 0.00682326-0.0162589j -0.0175777-0.00251152j -0.0049034+0.00917876j -0.00644014-0.0140521j -0.00991774+0.0239353j 0.020596-0.00595705j 0.0145457-0.0137533j 0.0184399-0.0156691j -0.0148874+0.02685j 0.00054429+0.0055818j 0.00248657+0.0146147j 0.0548562+0.0069015j 0.00269545+0.0340367j 0.010195-0.0311411j 0.00824821-0.00289292j 0.00924484-0.00920589j 0.0142556-0.0173261j -0.0208752-0.0199874j 0.0389116-0.0583734j -0.0129456+0.0485392j -0.0230937+0.00828768j -0.0117785-0.037268j -0.0166181-0.0544809j 0.00235772+0.0148219j -0.0094578-0.00814099j 0.0824144-0.0461424j 0.0134708-0.0474018j -0.0417081-0.000137796j -0.066994+0.042769j -0.00915541-0.00147055j -0.0603652-0.036102j 
-0.00410653+0.00392723j -0.00621013-0.00264949j -0.00415402+0.00758594j -0.00261652+0.0134148j 0.0117918-0.0114893j -0.00239221+0.000297336j 0.0132597-0.00304853j 0.00835936-0.011885j 0.00699051-0.00354921j 0.0117086+0.00622863j 0.00328453-0.0120442j -0.00119438-0.0149185j -0.0103113-0.0120094j -0.00171634-0.00349621j -0.0132931-0.0200671j -0.0183862-0.00186315j -0.00757845+0.0128817j -0.000827379+0.0177622j -0.00820048+0.00783986j -0.00757502-0.0067077j 0.00533226+0.0132739j -0.0255387+0.00407488j -0.00262453-0.0150073j -0.00344028+0.00459964j 0.0227517+0.0024844j 0.00223729+0.00482351j 0.00723797+0.033004j 0.0188804-0.0138207j 0.0113116-0.00379055j 0.00255806+0.00586576j 0.00422892+0.000933371j -0.0108989+0.0107185j 0.0110555+0.0124941j -0.00654639-0.00735114j -0.00779142+0.0312981j -0.00116655+0.00484053j -0.000919862-0.00348943j 0.0127812+0.00175092j -0.00540479-0.00508669j 0.00127771-0.0325762j 0.0143168-0.00388108j 0.000943857+0.00995254j -0.00610895-0.00469519j -0.0152478+0.010972j -0.0139932+0.00016519j -0.0133696+0.00796261j -0.0110046-0.00417522j -0.0176568+0.00095975j -0.000824072+0.0137542j -0.0105669+0.0146222j -0.00244905-0.00819086j -0.0240057+0.00295763j -0.013511-0.00104914j -0.0110148+0.00467652j 0.00598621+0.0213742j 0.00532958-0.00786232j -0.0109338-0.000261064j 0.0314119-0.0172607j -0.016661+0.000651826j -0.00179282+0.011791j -0.00555563+0.00838156j -0.0133452-0.0274487j 0.0111642+0.00332739j -0.0268034+0.0104667j -0.0283004+0.0282773j 0.00511299-0.00631477j -0.0010918-0.0327928j -0.0030344-0.00456667j 0.0204908+0.00878906j 
0.000497536-0.00427607j -0.0194266-0.0154835j -0.0107721+0.00441725j -0.0137568-0.0141807j 0.0310552-0.00048782j -0.0250004+0.00307019j 0.0238557+0.03033j -0.0193454+0.0003753j 0.0615445+0.00301784j 0.0228141-0.0180386j -0.0033836-0.0192414j -0.00455449-0.0104612j -0.0279856-0.0380793j 0.0148333+0.00625864j 0.0366717-0.0176115j -0.022452+0.0151414j -0.00658009-0.0188154j -0.0219201+0.0505228j -0.0109764+0.0062982j -0.00932853+0.0113923j -0.0140625-0.0261045j -0.0215435-0.016396j 0.00776327-0.0490683j -0.0199504+0.039119j 0.00953918+0.0146446j -0.030602-0.0134842j 0.0250923+0.0192626j 0.0110846-0.0455525j 0.0454972-0.0221698j 0.0520203+0.063001j 0.052488-0.00818362j 0.0306156+0.0355713j -0.0523039-0.0390504j 0.0417502-0.00650536j 0.00548887+0.0362665j 0.00872572-0.0042312j -0.0244593-0.000274693j -0.00493505-0.0104662j -0.0437281-0.104719j -0.034792-0.122871j 0.0819818+0.0826729j 0.039787+0.0551364j -0.0108105-0.0716774j -0.0260872-0.0445374j -0.0646435-0.00493659j 0.00451898+0.0259803j -0.0141062-0.00656257j -0.0267689+0.0117163j -0.0565619+0.0745826j -0.0635901+0.0101635j -0.00787999+0.0158972j -0.0462145+0.0499886j 0.00482034-0.0399165j -0.0266761-0.00436428j 0.0208621+0.0839783j 0.0799592-0.058214j -0.0303681+0.0393421j 0.0260912-0.049262j 0.00289761-0.00359528j -0.00550562+0.0028159j 0.0226139-0.042727j -0.00218519-0.219804j 0.0258813-0.0423935j 0.0790412-0.0697919j -0.168629+0.0681985j 0.0430083+0.151824j 0.00326006-0.0859928j -0.0432409-0.0393373j -0.00162459+0.00588572j 
0.00185846+0.00102121j -0.00299463-0.0073351j -4.4761e-05+0.00917587j -0.0137405+0.00129674j 0.00129834+0.0120885j 0.000601812-0.00076989j -0.00899092-0.0129476j -0.00498855-0.000696596j -0.00234553-0.00682037j -0.0149484-0.0124193j -7.2425e-05-0.0118707j 0.0147895-0.0399828j -0.0390011-0.0426045j 0.000305778+0.0173791j 0.0253014+0.0113759j -0.0124209-0.0206202j -0.00274942-0.0147272j 0.0207012-0.0176223j -0.0248841+0.0123437j -0.00409943+0.0108288j -0.00541043-0.00222903j -0.00962777-0.017002j -0.0161938-0.00165648j 0.00124898+0.00600752j 0.000889505-0.0269196j 0.0394168+0.00639736j -0.00727209+0.0292525j -0.0189842-0.00821479j 0.00833953+0.00443993j -0.0114098+0.0258848j -0.00447275-0.00585386j 0.000358273+0.0117207j 0.00836506-0.00622364j -0.00550765+0.0360219j 0.0146176+0.0321301j 0.0338172+0.0206487j -0.00652794+0.0282203j 0.0122469+0.0181j -0.0298995-0.0121836j -0.000325926-0.039018j 0.0250827-0.0474715j 0.0217074+0.00312925j -0.00504792+0.000827307j -0.022084+0.0557669j 0.00613179-0.00656294j -0.0155918+0.00365124j 0.00432162-0.00046596j -0.0151689+0.0184682j 0.00989004+0.0174803j -0.0225076-0.00994626j -0.0119168-0.0307481j 0.00217267-0.0196645j -0.00812468-0.0406248j -0.00579287+0.030994j 0.00963532-0.0137977j 0.0210029-0.00320166j 0.0214277-0.0360723j 0.016156-0.00557766j -0.0308244-0.00793128j 0.00259453-0.0203238j -0.0578143+0.00651263j 0.0089983+7.63142e-05j 0.0150698+0.0140097j -0.0214634+0.00577715j 0.00684288-0.00114749j -0.0528372-0.00659126j -0.0344861-0.0137423j -0.0247183+0.00280559j 0.0039828+0.00504481j 
-0.00298993+0.009561j -0.0115887+0.0197948j 0.0123871-0.00850145j 0.00239513-0.0183006j -0.0153267+0.0223685j 0.00696621-0.00542967j 0.00512087+0.0114292j -0.00688903-0.0231713j 0.0119711+0.00507401j 0.00516429+0.0162448j -0.0357687-0.0235024j -0.0146399+0.0929353j 0.0143685-0.0126954j 0.0203113-0.0254755j -0.0285106+0.00862391j 0.0101951-0.0105585j 0.0276144-0.00172081j -0.0483225+0.0124032j 0.080055+0.00255067j 0.0116978-0.0164702j -0.00472571-0.0136239j 0.0678487-0.00497039j 0.0393463+0.0076285j 0.0142176+0.0154862j 0.032232+0.00455276j -0.0958269-0.0024997j -0.00509113+0.00332355j 0.0448105+0.0241134j 0.00619981-0.000382653j 0.0231962+0.0632142j -0.0205795-0.015921j 0.006141-0.0850762j -0.0231846-0.0422308j -0.00572306+0.0044487j -0.0455901-0.0094321j -0.0597951-0.084418j 0.0270176-0.018205j 0.0519439-0.0435562j -0.0330569-0.0614332j -0.015501+0.0742371j 0.0320723+0.0199011j -0.00762313-0.0205669j 0.056112-0.0591917j -0.00303198-0.0110478j -0.0220894+0.0315834j -0.0272106+0.034021j -0.0182042-0.0944233j -0.0120833-0.0676634j -0.0259912-0.0127622j -0.0694322-0.0234754j -0.000804846-0.000279082j 0.0326731+0.0654716j 0.000501472+0.101784j -0.0201235+0.00980685j -0.0165727-0.0154738j 0.0242186+0.0171417j -0.0507861+0.125346j -0.0153367-0.0775883j 0.0508206+0.0598364j -0.0212638+0.0907257j 0.150749+0.0443205j -0.00619317+0.000152396j -0.0804624+0.0353597j -0.0961889+0.0254472j -0.0491368+0.0144096j 0.140872-0.0605218j 0.143616-0.00933568j 0.0485659+0.0260329j 0.0702762+0.0450337j 
0.000257293+0.000106218j -0.00738278-0.00814163j -0.0181297+0.0162349j 0.0125089+0.00285081j 0.00500708-0.00463282j -0.0115348-0.0117847j -0.00662192+0.00914192j -0.0176673+0.00424132j 0.0259747+0.00823569j 0.00844297-0.0136767j 0.0228181-0.0155556j -0.00850891-0.00461792j 0.0126097+0.0306296j 0.00811887+0.00335469j 0.0175238-0.00668264j -0.00501362+0.0166301j -0.00602922-0.0163061j -0.0227755+0.0472962j 0.00704352+0.0115273j 0.0117789-0.00282378j 0.0219092+0.0211153j -0.038388+0.0176805j -0.00582165+0.0218379j -0.019105+0.0111509j -0.00102688+0.0200172j -0.0196245+0.0106344j 0.0130337-0.0113921j 0.00712399+0.00613043j 0.0271018-0.0382021j 0.00117659-0.00930786j 0.0103081-0.00720323j -0.00177145+0.00275131j 0.00239897+0.00482065j -0.000721246-0.0328444j -0.0140101+0.00952958j -0.0136774-0.00559629j -0.00986933-0.0417734j -0.000137947+0.0123248j 0.0147958+0.00322999j -0.0236426-0.0558391j 0.0103207+0.0869308j 0.009415-0.0163282j -0.0166023-0.0370019j -0.0130508-0.0423048j -0.019922-0.0167181j -0.00299424-0.0106566j -0.0177904+0.0192278j 0.00741764+0.00386376j -0.0240876+0.0155344j -0.0385707+0.0163982j -0.0163193+0.0581792j -0.0364635+0.0443499j -0.0121044-0.000559706j 0.00774662-0.0182075j 0.0272523+0.0162434j -0.00284548-0.0179856j -0.0260738-0.00611831j 0.0276948-0.000752383j 0.0302247+0.00083109j 0.0105659-0.011915j 0.0247444-0.0673941j -0.070629-0.113883j 0.0331473-0.0778513j 0.0766797-0.0300811j -0.053936+0.0701415j 0.0420752+0.0799548j -0.0215733-0.0369553j 0.00973754-0.0346884j -0.0464112-0.0178102j 
-0.00122791+0.00616838j -0.0115225+0.00281137j 0.0156325-0.000514797j -0.0203802-0.00806653j -0.00313163-0.0114591j -0.0219182+0.0156044j 0.0121744+0.00616176j -0.00207307-0.000897485j 0.0162455+0.00384457j -0.00202529-0.0041187j -0.00126061-0.0147166j -0.00662988+0.0279978j -0.0129979-0.021649j 0.0115846-0.0135215j -0.00717807-0.035803j -0.0250697+0.0232869j -0.000656196+0.00996497j -0.0238546+0.0184637j 0.00140145+0.00580448j -0.0111791+0.00903415j -0.0190087-0.0278284j 0.0248912+0.0129985j -0.0179438-0.032906j 0.0105809-0.014754j -0.00994412+0.00848339j -0.014451+0.000802297j 0.0194226+0.00126933j 0.00738691-0.0209881j 0.00293504+0.0126646j 0.0356522+0.00821826j 0.0270873-0.00490381j -0.00534771+0.0149622j -0.018592-0.0125484j 0.026951-0.0167149j -0.0097511+0.0161984j -0.0184374-0.00901773j -0.0112042-0.00592604j 0.0234075-0.0202223j -0.0225458-0.0499043j -0.0125595-0.0421524j 0.0193492+0.0224138j 0.00822371+0.051492j 0.00797326-0.0442989j 0.00692572-0.0248847j -0.00549309+0.0349879j -0.00376564+0.00653485j -0.0122158-0.0136181j 0.00146181-0.00767788j -0.0192085+0.0196949j -0.00264544-0.0082447j 0.0178947-0.0129614j -0.00284597+0.0372896j 0.0073903+0.0157555j -0.0199104-0.0303291j -0.00052717+0.0382908j 0.0384701-0.0309465j -0.0316326+0.0450722j 0.022142-0.039116j 0.00628633-0.0109007j -0.00261984+0.0158007j 0.046651-0.00178366j 0.0233772-0.0640864j 0.000288701+0.000322365j 0.0116658-0.0233523j -0.0748116+0.00671246j 0.0508759+0.0505328j 0.0332161-0.0403775j -0.00199968-0.0125053j 0.0188911+0.00470804j 
-0.0020211-0.00293813j -0.000436344-0.00482643j -0.00582337+0.0113459j 0.0201713+0.003882j 0.00770379+0.00120953j -0.000482761-0.0038622j 0.0036736+0.0085608j 0.00963244-0.00783038j -0.00279468+0.0117839j -0.00841721-0.00262848j 0.00300914-0.00281989j 0.00241299-0.0657568j -0.00782695+0.0199996j -0.0362441+0.00845885j 0.0393802+0.0328267j -0.0194474-0.0402909j 0.0119024-0.0080423j -0.000203268-0.0250683j -0.0295515+0.0268998j -0.00100833-0.0278036j 0.0136475+0.0269806j -0.0259957+0.0139738j 0.00561226+0.0288112j -0.0311784+0.00347373j -0.0256677+0.0200891j 0.0338647+0.0324902j 0.00837795-0.00743423j -0.0124342+0.00519718j 0.00921881-0.0115236j -0.0371379-0.0116528j 0.00782554-0.00161712j 0.018002+0.0181744j 0.0260322+0.0298746j -0.027442+0.00166288j -0.0103944+0.0469019j 0.0166894+0.0248339j 0.00469924+0.022609j -0.0205472+0.0154763j -0.00106333+0.0285421j 0.0212232-0.0498662j -0.00502412-0.00688115j 0.0107015-0.0149361j -0.0131294+0.0485379j -0.0459492+0.0367861j -0.00588603-0.0213944j -0.0203998+0.00698357j 0.0229812+0.0136241j 0.0056514+0.0083744j 0.0161138+0.0177778j -0.03325+0.0269937j -0.0126324-0.00852497j -0.0171344-0.0106157j -0.0198341-0.0159503j 0.00786425+0.0299691j -0.0136299+0.00932558j 0.00217554+0.0341972j -0.00230365-0.0296359j 0.0277242+0.00831313j -0.0152805+0.0368622j 0.032812-0.00914103j -0.0624264+0.0119395j -0.0287905-0.0061112j 0.0444214-0.0284142j -0.0120589-0.00617006j -0.00536197+0.0246968j -0.0381943-0.037141j -0.0648708-0.00445227j 0.0264357+0.0281609j -0.016555+0.00151984j 
